year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_emp_fte_total_t
2014,NUTS,2010,PL32,2,0.7626
2015,NUTS,2010,PL32,2,0.6829
2011,NUTS,2010,PL33,2,0.1769
2012,NUTS,2010,PL33,2,0.0942
2013,NUTS,2010,PL33,2,0.1744
2014,NUTS,2010,PL33,2,0.1979
2015,NUTS,2010,PL33,2,0.2414
2011,NUTS,2010,PL34,2,0.3713
2012,NUTS,2010,PL34,2,0.3709
2013,NUTS,2010,PL34,2,0.3718
2014,NUTS,2010,PL34,2,0.353
2015,NUTS,2010,PL34,2,0.3788
2011,NUTS,2010,PL4,1,0.4216
2012,NUTS,2010,PL4,1,0.4183
2013,NUTS,2010,PL4,1,0.3789
2014,NUTS,2010,PL4,1,0.4248
2015,NUTS,2010,PL4,1,0.4765
2016,NUTS,2010,PL4,1,0.4023
2017,NUTS,2010,PL4,1,0.4862
2018,NUTS,2010,PL4,1,0.5549
2019,NUTS,2010,PL4,1,0.5301
2011,NUTS,2010,PL41,2,0.5208
2012,NUTS,2010,PL41,2,0.5017
2013,NUTS,2010,PL41,2,0.4507
2014,NUTS,2010,PL41,2,0.5065
2015,NUTS,2010,PL41,2,0.5908
2016,NUTS,2010,PL41,2,0.4946
2017,NUTS,2010,PL41,2,0.556
2018,NUTS,2010,PL41,2,0.6586
2019,NUTS,2010,PL41,2,0.6155
2011,NUTS,2010,PL42,2,0.3517
2012,NUTS,2010,PL42,2,0.3764
2013,NUTS,2010,PL42,2,0.3321
2014,NUTS,2010,PL42,2,0.3927
2015,NUTS,2010,PL42,2,0.4024
2016,NUTS,2010,PL42,2,0.31
2017,NUTS,2010,PL42,2,0.4425
2018,NUTS,2010,PL42,2,0.4784
2019,NUTS,2010,PL42,2,0.4865
2011,NUTS,2010,PL43,2,0.1909
2012,NUTS,2010,PL43,2,0.1942
2013,NUTS,2010,PL43,2,0.2032
2014,NUTS,2010,PL43,2,0.2012
2015,NUTS,2010,PL43,2,0.2151
2016,NUTS,2010,PL43,2,0.2114
2017,NUTS,2010,PL43,2,0.2957
2018,NUTS,2010,PL43,2,0.2899
2019,NUTS,2010,PL43,2,0.28
2011,NUTS,2010,PL5,1,0.5202
2012,NUTS,2010,PL5,1,0.6089
2013,NUTS,2010,PL5,1,0.6531
2014,NUTS,2010,PL5,1,0.6867
2015,NUTS,2010,PL5,1,0.6804
2016,NUTS,2010,PL5,1,0.6205
2017,NUTS,2010,PL5,1,0.8318
2018,NUTS,2010,PL5,1,0.941
2019,NUTS,2010,PL5,1,0.9894
2011,NUTS,2010,PL51,2,0.6018
2012,NUTS,2010,PL51,2,0.699
2013,NUTS,2010,PL51,2,0.8289
2014,NUTS,2010,PL51,2,0.82
2015,NUTS,2010,PL51,2,0.8123
2016,NUTS,2010,PL51,2,0.7286
2017,NUTS,2010,PL51,2,0.982
2018,NUTS,2010,PL51,2,1.1193
2019,NUTS,2010,PL51,2,1.163
2011,NUTS,2010,PL52,2,0.2709
2012,NUTS,2010,PL52,2,0.3372
2013,NUTS,2010,PL52,2,0.2905
2014,NUTS,2010,PL52,2,0.2894
2015,NUTS,2010,PL52,2,0.2981
2016,NUTS,2010,PL52,2,0.283
2017,NUTS,2010,PL52,2,0.3711
2018,NUTS,2010,PL52,2,0.3915
2019,NUTS,2010,PL52,2,0.4309
2011,NUTS,2010,PL6,1,0.4524
2012,NUTS,2010,PL6,1,0.4857
2013,NUTS,2010,PL6,1,0.4746
2014,NUTS,2010,PL6,1,0.4996
2015,NUTS,2010,PL6,1,0.5005
2016,NUTS,2010,PL6,1,0.5131
2017,NUTS,2010,PL6,1,0.6519
2018,NUTS,2010,PL6,1,0.7976
2019,NUTS,2010,PL6,1,0.7822
2011,NUTS,2010,PL61,2,0.3659
2012,NUTS,2010,PL61,2,0.3991
2013,NUTS,2010,PL61,2,0.3803
2014,NUTS,2010,PL61,2,0.3889
2015,NUTS,2010,PL61,2,0.3975
2016,NUTS,2010,PL61,2,0.3935
2017,NUTS,2010,PL61,2,0.5694
2018,NUTS,2010,PL61,2,0.7187
2011,NUTS,2010,PL62,2,0.2939
2012,NUTS,2010,PL62,2,0.308
2013,NUTS,2010,PL62,2,0.2794
2014,NUTS,2010,PL62,2,0.3008
2015,NUTS,2010,PL62,2,0.3174
2016,NUTS,2010,PL62,2,0.3046
2017,NUTS,2010,PL62,2,0.3867
2018,NUTS,2010,PL62,2,0.4377
2011,NUTS,2010,PL63,2,0.6386
2012,NUTS,2010,PL63,2,0.67
2013,NUTS,2010,PL63,2,0.6703
2014,NUTS,2010,PL63,2,0.7116
2015,NUTS,2010,PL63,2,0.6902
2016,NUTS,2010,PL63,2,0.7319
2017,NUTS,2010,PL63,2,0.8692
2018,NUTS,2010,PL63,2,1.0638
2019,NUTS,2010,PL63,2,1.0546
2016,NUTS,2010,PL7,1,0.4504
2017,NUTS,2010,PL7,1,0.4858
2018,NUTS,2010,PL7,1,0.5237
2019,NUTS,2010,PL7,1,0.6005
2016,NUTS,2010,PL71,2,0.5485
2017,NUTS,2010,PL71,2,0.61
2018,NUTS,2010,PL71,2,0.6347
2019,NUTS,2010,PL71,2,0.7435
2016,NUTS,2010,PL72,2,0.2394
2017,NUTS,2010,PL72,2,0.2173
2018,NUTS,2010,PL72,2,0.2784
2019,NUTS,2010,PL72,2,0.2979
2016,NUTS,2010,PL8,1,0.5354
2017,NUTS,2010,PL8,1,0.5822
2018,NUTS,2010,PL8,1,0.6807
2019,NUTS,2010,PL8,1,0.7041
2016,NUTS,2010,PL81,2,0.485
2017,NUTS,2010,PL81,2,0.5698
2018,NUTS,2010,PL81,2,0.7188
2019,NUTS,2010,PL81,2,0.845
2016,NUTS,2010,PL82,2,0.6872
2017,NUTS,2010,PL82,2,0.6522
2018,NUTS,2010,PL82,2,0.7347
2019,NUTS,2010,PL82,2,0.635
2016,NUTS,2010,PL84,2,0.3638
2017,NUTS,2010,PL84,2,0.4814
2018,NUTS,2010,PL84,2,0.5194
2019,NUTS,2010,PL84,2,0.5712
2016,NUTS,2010,PL9,1,1.4453
2017,NUTS,2010,PL9,1,1.9819
2018,NUTS,2010,PL9,1,2.1975
2019,NUTS,2010,PL9,1,2.1007
2016,NUTS,2010,PL91,2,2.484
2017,NUTS,2010,PL91,2,3.454
2016,NUTS,2010,PL92,2,0.1379
2017,NUTS,2010,PL92,2,0.1555
2011,NUTS,2010,PT,0,1.1495
2012,NUTS,2010,PT,0,1.1565
2013,NUTS,2010,PT,0,1.1579
2014,NUTS,2010,PT,0,1.1274
2015,NUTS,2010,PT,0,1.1339
2016,NUTS,2010,PT,0,1.1714
2017,NUTS,2010,PT,0,1.2333
2018,NUTS,2010,PT,0,1.272
2019,NUTS,2010,PT,0,1.3325
2020,NUTS,2010,PT,0,1.4595
2011,NUTS,2010,PT1,1,1.0828
2012,NUTS,2010,PT1,1,1.0827
2013,NUTS,2010,PT1,1,1.0909
2014,NUTS,2010,PT1,1,1.0778
2015,NUTS,2010,PT1,1,1.0925
2016,NUTS,2010,PT1,1,1.133
2017,NUTS,2010,PT1,1,1.1977
2018,NUTS,2010,PT1,1,1.2364
2019,NUTS,2010,PT1,1,1.2966
2020,NUTS,2010,PT1,1,1.4228
2011,NUTS,2010,PT11,2,0.8918
2012,NUTS,2010,PT11,2,0.9037
2013,NUTS,2010,PT11,2,0.9659
2014,NUTS,2010,PT11,2,0.9811
2015,NUTS,2010,PT11,2,1.0282
2016,NUTS,2010,PT11,2,1.0255
2017,NUTS,2010,PT11,2,1.1187
2018,NUTS,2010,PT11,2,1.1604
2019,NUTS,2010,PT11,2,1.2357
2020,NUTS,2010,PT11,2,1.4048
2011,NUTS,2010,PT15,2,0.4202
2012,NUTS,2010,PT15,2,0.4128
2013,NUTS,2010,PT15,2,0.4074
2014,NUTS,2010,PT15,2,0.4323
2015,NUTS,2010,PT15,2,0.4182
2016,NUTS,2010,PT15,2,0.4102
2017,NUTS,2010,PT15,2,0.3457
2018,NUTS,2010,PT15,2,0.3713
2019,NUTS,2010,PT15,2,0.4365
2020,NUTS,2010,PT15,2,0.5047
2011,NUTS,2010,PT16,2,0.884
2012,NUTS,2010,PT16,2,0.8971
2013,NUTS,2010,PT16,2,0.8678
2014,NUTS,2010,PT16,2,0.8778
2015,NUTS,2010,PT16,2,0.8693
2016,NUTS,2010,PT16,2,0.934
2017,NUTS,2010,PT16,2,1.0266
2018,NUTS,2010,PT16,2,1.0694
2019,NUTS,2010,PT16,2,1.143
2020,NUTS,2010,PT16,2,1.214
2011,NUTS,2010,PT17,2,1.8334
2012,NUTS,2010,PT17,2,1.8064
2013,NUTS,2010,PT17,2,1.7794
2014,NUTS,2010,PT17,2,1.6837
2015,NUTS,2010,PT17,2,1.664
2016,NUTS,2010,PT17,2,1.7332
2017,NUTS,2010,PT17,2,1.7721
2018,NUTS,2010,PT17,2,1.7882
2019,NUTS,2010,PT17,2,1.8151
2020,NUTS,2010,PT17,2,1.9598
2011,NUTS,2010,PT18,2,0.318
2012,NUTS,2010,PT18,2,0.3432
2013,NUTS,2010,PT18,2,0.3445
2014,NUTS,2010,PT18,2,0.3358
2015,NUTS,2010,PT18,2,0.3615
2016,NUTS,2010,PT18,2,0.4282
2017,NUTS,2010,PT18,2,0.4566
2018,NUTS,2010,PT18,2,0.5234
2019,NUTS,2010,PT18,2,0.5567
2020,NUTS,2010,PT18,2,0.6128
2011,NUTS,2010,PT2,1,0.3648
2012,NUTS,2010,PT2,1,0.3557
2013,NUTS,2010,PT2,1,0.3263
2014,NUTS,2010,PT2,1,0.3231
2015,NUTS,2010,PT2,1,0.3039
2016,NUTS,2010,PT2,1,0.305
2017,NUTS,2010,PT2,1,0.3172
2018,NUTS,2010,PT2,1,0.318
2019,NUTS,2010,PT2,1,0.3213
2020,NUTS,2010,PT2,1,0.3308
2011,NUTS,2010,PT20,2,0.3648
2012,NUTS,2010,PT20,2,0.3557
2013,NUTS,2010,PT20,2,0.3263
2014,NUTS,2010,PT20,2,0.3231
2015,NUTS,2010,PT20,2,0.3039
2016,NUTS,2010,PT20,2,0.305
2017,NUTS,2010,PT20,2,0.3172
2018,NUTS,2010,PT20,2,0.318
2019,NUTS,2010,PT20,2,0.3213
2020,NUTS,2010,PT20,2,0.3308
2011,NUTS,2010,PT3,1,0.2662
2012,NUTS,2010,PT3,1,0.2469
2013,NUTS,2010,PT3,1,0.3079
2014,NUTS,2010,PT3,1,0.317
2015,NUTS,2010,PT3,1,0.334
2016,NUTS,2010,PT3,1,0.3612
2017,NUTS,2010,PT3,1,0.3586
2018,NUTS,2010,PT3,1,0.4357
2019,NUTS,2010,PT3,1,0.4147
2020,NUTS,2010,PT3,1,0.4488
2011,NUTS,2010,PT30,2,0.2662
2012,NUTS,2010,PT30,2,0.2469
2013,NUTS,2010,PT30,2,0.3079
2014,NUTS,2010,PT30,2,0.317
2015,NUTS,2010,PT30,2,0.334
2016,NUTS,2010,PT30,2,0.3612
2017,NUTS,2010,PT30,2,0.3586
2018,NUTS,2010,PT30,2,0.4357
2019,NUTS,2010,PT30,2,0.4147
2020,NUTS,2010,PT30,2,0.4488
2011,NUTS,2010,RO,0,0.418
2012,NUTS,2010,RO,0,0.4338
2013,NUTS,2010,RO,0,0.4541
2014,NUTS,2010,RO,0,0.4324
2015,NUTS,2010,RO,0,0.4262
2016,NUTS,2010,RO,0,0.4356
2017,NUTS,2010,RO,0,0.429
2018,NUTS,2010,RO,0,0.4182
2019,NUTS,2010,RO,0,0.4117
2020,NUTS,2010,RO,0,0.4372
2011,NUTS,2010,RO1,1,0.2536
2012,NUTS,2010,RO1,1,0.2456
2013,NUTS,2010,RO1,1,0.2155
2014,NUTS,2010,RO1,1,0.2653
2015,NUTS,2010,RO1,1,0.2497
2016,NUTS,2010,RO1,1,0.2512
2017,NUTS,2010,RO1,1,0.2485
2018,NUTS,2010,RO1,1,0.2712
2019,NUTS,2010,RO1,1,0.2847
2011,NUTS,2010,RO11,2,0.2205
2012,NUTS,2010,RO11,2,0.2075
2013,NUTS,2010,RO11,2,0.1811
2014,NUTS,2010,RO11,2,0.1992
2015,NUTS,2010,RO11,2,0.1795
2016,NUTS,2010,RO11,2,0.1645
2017,NUTS,2010,RO11,2,0.1704
2018,NUTS,2010,RO11,2,0.1657
2019,NUTS,2010,RO11,2,0.1715
2011,NUTS,2010,RO12,2,0.2964
2012,NUTS,2010,RO12,2,0.2959
2013,NUTS,2010,RO12,2,0.2609
2014,NUTS,2010,RO12,2,0.3529
2015,NUTS,2010,RO12,2,0.3389
2016,NUTS,2010,RO12,2,0.3591
2017,NUTS,2010,RO12,2,0.3459
2018,NUTS,2010,RO12,2,0.4087
2019,NUTS,2010,RO12,2,0.4289
2011,NUTS,2010,RO2,1,0.1075
2012,NUTS,2010,RO2,1,0.1223
2013,NUTS,2010,RO2,1,0.1331
2014,NUTS,2010,RO2,1,0.1327
2015,NUTS,2010,RO2,1,0.1309
2016,NUTS,2010,RO2,1,0.1354
2017,NUTS,2010,RO2,1,0.135
2018,NUTS,2010,RO2,1,0.1344
2019,NUTS,2010,RO2,1,0.1497
2011,NUTS,2010,RO21,2,0.1233
2012,NUTS,2010,RO21,2,0.1385
2013,NUTS,2010,RO21,2,0.1647
2014,NUTS,2010,RO21,2,0.1623
2015,NUTS,2010,RO21,2,0.1503
2016,NUTS,2010,RO21,2,0.1486
2017,NUTS,2010,RO21,2,0.1465
2018,NUTS,2010,RO21,2,0.143
2019,NUTS,2010,RO21,2,0.1692
2011,NUTS,2010,RO22,2,0.0833
2012,NUTS,2010,RO22,2,0.0976
2013,NUTS,2010,RO22,2,0.0832
2014,NUTS,2010,RO22,2,0.0842
2015,NUTS,2010,RO22,2,0.0991
2016,NUTS,2010,RO22,2,0.1137
2017,NUTS,2010,RO22,2,0.1159
2018,NUTS,2010,RO22,2,0.1201
2019,NUTS,2010,RO22,2,0.1169
2011,NUTS,2010,RO3,1,0.7757
2012,NUTS,2010,RO3,1,0.8344
2013,NUTS,2010,RO3,1,0.8857
2014,NUTS,2010,RO3,1,0.8013
2015,NUTS,2010,RO3,1,0.8025
2016,NUTS,2010,RO3,1,0.8395
2017,NUTS,2010,RO3,1,0.8244
2018,NUTS,2010,RO3,1,0.8074
2019,NUTS,2010,RO3,1,0.7699
2011,NUTS,2010,RO31,2,0.1288
2012,NUTS,2010,RO31,2,0.201
2013,NUTS,2010,RO31,2,0.2943
2014,NUTS,2010,RO31,2,0.2433
2015,NUTS,2010,RO31,2,0.1896
2016,NUTS,2010,RO31,2,0.1843
2017,NUTS,2010,RO31,2,0.1445
2018,NUTS,2010,RO31,2,0.1544
2019,NUTS,2010,RO31,2,0.1536
2011,NUTS,2010,RO32,2,1.5287
2012,NUTS,2010,RO32,2,1.6005
2013,NUTS,2010,RO32,2,1.6306
2014,NUTS,2010,RO32,2,1.4954
2015,NUTS,2010,RO32,2,1.5204
2016,NUTS,2010,RO32,2,1.5808
2017,NUTS,2010,RO32,2,1.6001
2018,NUTS,2010,RO32,2,1.5448
2019,NUTS,2010,RO32,2,1.4554
2011,NUTS,2010,RO4,1,0.2331
2012,NUTS,2010,RO4,1,0.2059
2013,NUTS,2010,RO4,1,0.2399
2014,NUTS,2010,RO4,1,0.2101
2015,NUTS,2010,RO4,1,0.2548
2016,NUTS,2010,RO4,1,0.2586
2017,NUTS,2010,RO4,1,0.2471
2018,NUTS,2010,RO4,1,0.1958
2019,NUTS,2010,RO4,1,0.1944
2011,NUTS,2010,RO41,2,0.2022
2012,NUTS,2010,RO41,2,0.1781
2013,NUTS,2010,RO41,2,0.1878
2014,NUTS,2010,RO41,2,0.1328
2015,NUTS,2010,RO41,2,0.1683
2016,NUTS,2010,RO41,2,0.1678
2017,NUTS,2010,RO41,2,0.1647
2018,NUTS,2010,RO41,2,0.083
2019,NUTS,2010,RO41,2,0.0806
2011,NUTS,2010,RO42,2,0.2716
2012,NUTS,2010,RO42,2,0.2404
2013,NUTS,2010,RO42,2,0.3014
2014,NUTS,2010,RO42,2,0.3027
2015,NUTS,2010,RO42,2,0.3507
2016,NUTS,2010,RO42,2,0.3588
2017,NUTS,2010,RO42,2,0.3439
2018,NUTS,2010,RO42,2,0.3289
2019,NUTS,2010,RO42,2,0.3256
2011,NUTS,2010,RS,0,0.7818
2012,NUTS,2010,RS,0,0.8015
2013,NUTS,2010,RS,0,0.7992
2014,NUTS,2010,RS,0,0.8171
2015,NUTS,2010,RS,0,0.897
2016,NUTS,2010,RS,0,0.8604
2017,NUTS,2010,RS,0,0.8064
2018,NUTS,2010,RS,0,0.798
2019,NUTS,2010,RS,0,0.7721
2020,NUTS,2010,RS,0,0.7936
2018,NUTS,2010,RS1,1,1.1863
2019,NUTS,2010,RS1,1,1.1451
2020,NUTS,2010,RS1,1,1.1781
2018,NUTS,2010,RS11,2,1.7164
2019,NUTS,2010,RS11,2,1.6566
2020,NUTS,2010,RS11,2,1.7206
2018,NUTS,2010,RS12,2,0.68
2019,NUTS,2010,RS12,2,0.6519
2020,NUTS,2010,RS12,2,0.6544
2018,NUTS,2010,RS2,1,0.249
2019,NUTS,2010,RS2,1,0.235
2020,NUTS,2010,RS2,1,0.241
2018,NUTS,2010,RS21,2,0.1674
2019,NUTS,2010,RS21,2,0.1413
2020,NUTS,2010,RS21,2,0.1561
2018,NUTS,2010,RS22,2,0.3654
2019,NUTS,2010,RS22,2,0.3663
2020,NUTS,2010,RS22,2,0.363
2011,NUTS,2010,RU,0,1.1843
2012,NUTS,2010,RU,0,1.1579
2011,NUTS,2010,SE,0,1.7632
2012,NUTS,2010,SE,0,1.8222
2013,NUTS,2010,SE,0,1.797
2014,NUTS,2010,SE,0,1.8354
2015,NUTS,2010,SE,0,1.8128
2016,NUTS,2010,SE,0,1.9358
2017,NUTS,2010,SE,0,1.86
2018,NUTS,2010,SE,0,1.8944
2019,NUTS,2010,SE,0,1.8868
2020,NUTS,2010,SE,0,1.9867
2011,NUTS,2010,SE1,1,2.1207
2013,NUTS,2010,SE1,1,2.0793
2015,NUTS,2010,SE1,1,2.0981
2017,NUTS,2010,SE1,1,2.043
2019,NUTS,2010,SE1,1,2.0672
2011,NUTS,2010,SE11,2,2.3322
2013,NUTS,2010,SE11,2,2.1761
2015,NUTS,2010,SE11,2,2.2524
2017,NUTS,2010,SE11,2,2.279
2019,NUTS,2010,SE11,2,2.1999
2011,NUTS,2010,SE12,2,1.8088
2013,NUTS,2010,SE12,2,1.9331
2015,NUTS,2010,SE12,2,1.8655
2017,NUTS,2010,SE12,2,1.6817
2019,NUTS,2010,SE12,2,1.8634
2011,NUTS,2010,SE2,1,1.636
2013,NUTS,2010,SE2,1,1.6115
2015,NUTS,2010,SE2,1,1.6312
2017,NUTS,2010,SE2,1,1.8401
2011,NUTS,2010,SE21,2,0.7294
2013,NUTS,2010,SE21,2,0.8367
2015,NUTS,2010,SE21,2,0.8337
2011,NUTS,2010,SE22,2,1.7713
2013,NUTS,2010,SE22,2,1.7943
2015,NUTS,2010,SE22,2,1.6467
2017,NUTS,2010,SE22,2,1.5411
2019,NUTS,2010,SE22,2,1.9234
2011,NUTS,2010,SE23,2,1.9214
2013,NUTS,2010,SE23,2,1.8041
2015,NUTS,2010,SE23,2,1.9536
2017,NUTS,2010,SE23,2,2.4528
2019,NUTS,2010,SE23,2,2.3054
2011,NUTS,2010,SE3,1,0.8428
2013,NUTS,2010,SE3,1,0.8769
2015,NUTS,2010,SE3,1,0.876
2017,NUTS,2010,SE3,1,0.776
2011,NUTS,2010,SE31,2,0.631
2013,NUTS,2010,SE31,2,0.7462
2015,NUTS,2010,SE31,2,0.6741
2017,NUTS,2010,SE31,2,0.6405
2019,NUTS,2010,SE31,2,0.553
2011,NUTS,2010,SE32,2,0.5689
2013,NUTS,2010,SE32,2,0.5304
2015,NUTS,2010,SE32,2,0.4925
2011,NUTS,2010,SE33,2,1.3768
2013,NUTS,2010,SE33,2,1.3324
2015,NUTS,2010,SE33,2,1.4641
2017,NUTS,2010,SE33,2,1.2153
2019,NUTS,2010,SE33,2,1.3864
2011,NUTS,2010,SI,0,1.6835
2012,NUTS,2010,SI,0,1.6656
2013,NUTS,2010,SI,0,1.7286
2014,NUTS,2010,SI,0,1.6779
2015,NUTS,2010,SI,0,1.5912
2016,NUTS,2010,SI,0,1.6075
2017,NUTS,2010,SI,0,1.5719
2018,NUTS,2010,SI,0,1.6442
2019,NUTS,2010,SI,0,1.7654
2020,NUTS,2010,SI,0,1.6564
2011,NUTS,2010,SI0,1,1.6311
2012,NUTS,2010,SI0,1,1.6209
2013,NUTS,2010,SI0,1,1.6811
2014,NUTS,2010,SI0,1,1.6217
2015,NUTS,2010,SI0,1,1.5506
2016,NUTS,2010,SI0,1,1.5741
2017,NUTS,2010,SI0,1,1.534
2018,NUTS,2010,SI0,1,1.5996
2019,NUTS,2010,SI0,1,1.7284
2013,NUTS,2010,SI03,2,0.9221
2014,NUTS,2010,SI03,2,0.8926
2015,NUTS,2010,SI03,2,0.8316
2016,NUTS,2010,SI03,2,0.8113
2017,NUTS,2010,SI03,2,0.7897
2018,NUTS,2010,SI03,2,0.8696
2019,NUTS,2010,SI03,2,0.981
2013,NUTS,2010,SI04,2,2.512
2014,NUTS,2010,SI04,2,2.4286
2015,NUTS,2010,SI04,2,2.3342
2016,NUTS,2010,SI04,2,2.4032
2017,NUTS,2010,SI04,2,2.3598
2018,NUTS,2010,SI04,2,2.3954
2019,NUTS,2010,SI04,2,2.5354
2011,NUTS,2010,SK,0,0.7649
2012,NUTS,2010,SK,0,0.761
2013,NUTS,2010,SK,0,0.7204
2014,NUTS,2010,SK,0,0.7282
2015,NUTS,2010,SK,0,0.7113
2016,NUTS,2010,SK,0,0.699
2017,NUTS,2010,SK,0,0.7386
2018,NUTS,2010,SK,0,0.7777
2019,NUTS,2010,SK,0,0.8096
2020,NUTS,2010,SK,0,0.8738
2011,NUTS,2010,SK01,2,3.1121
2012,NUTS,2010,SK01,2,3.0316
2013,NUTS,2010,SK01,2,2.8138
2014,NUTS,2010,SK01,2,2.6108
2015,NUTS,2010,SK01,2,2.5973
2016,NUTS,2010,SK01,2,2.5428
2017,NUTS,2010,SK01,2,2.6041
2018,NUTS,2010,SK01,2,2.7333
2019,NUTS,2010,SK01,2,2.8437
2020,NUTS,2010,SK01,2,3.0907
2011,NUTS,2010,SK02,2,0.3837
2012,NUTS,2010,SK02,2,0.3851
2013,NUTS,2010,SK02,2,0.3665
2014,NUTS,2010,SK02,2,0.4433
2015,NUTS,2010,SK02,2,0.4367
2016,NUTS,2010,SK02,2,0.3834
2017,NUTS,2010,SK02,2,0.4906
2018,NUTS,2010,SK02,2,0.4972
2019,NUTS,2010,SK02,2,0.4999
2020,NUTS,2010,SK02,2,0.509
2011,NUTS,2010,SK03,2,0.4163
2012,NUTS,2010,SK03,2,0.4124
2013,NUTS,2010,SK03,2,0.3925
2014,NUTS,2010,SK03,2,0.4476
2015,NUTS,2010,SK03,2,0.4431
2016,NUTS,2010,SK03,2,0.4502
2017,NUTS,2010,SK03,2,0.4347
2018,NUTS,2010,SK03,2,0.4805
2019,NUTS,2010,SK03,2,0.5122
2020,NUTS,2010,SK03,2,0.511
2011,NUTS,2010,SK04,2,0.4616
2012,NUTS,2010,SK04,2,0.4767
2013,NUTS,2010,SK04,2,0.4894
2014,NUTS,2010,SK04,2,0.4832
2015,NUTS,2010,SK04,2,0.4495
2016,NUTS,2010,SK04,2,0.4732
2017,NUTS,2010,SK04,2,0.4638
2018,NUTS,2010,SK04,2,0.4848
2019,NUTS,2010,SK04,2,0.4954
2020,NUTS,2010,SK04,2,0.605
2011,NUTS,2010,TR,0,0.3957
2012,NUTS,2010,TR,0,0.4349
2013,NUTS,2010,TR,0,0.4545
2014,NUTS,2010,TR,0,0.4571
2015,NUTS,2010,TR,0,0.4724
2016,NUTS,2010,TR,0,0.5174
2017,NUTS,2010,TR,0,0.5606
2018,NUTS,2010,TR,0,0.6173
2019,NUTS,2010,TR,0,0.6715
2020,NUTS,2010,TR,0,0.7653
2011,NUTS,2010,UK,0,1.2543
2012,NUTS,2010,UK,0,1.2443
2013,NUTS,2010,UK,0,1.3049
2014,NUTS,2010,UK,0,1.3406
2015,NUTS,2010,UK,0,1.3786
2016,NUTS,2010,UK,0,1.371
2017,NUTS,2010,UK,0,1.4409
2018,NUTS,2010,UK,0,1.4897
2019,NUTS,2010,UK,0,1.5489
2011,NUTS,2010,UKC,1,0.9611
2012,NUTS,2010,UKC,1,0.9408
2013,NUTS,2010,UKC,1,1.0832
2014,NUTS,2010,UKC,1,1.0162
2015,NUTS,2010,UKC,1,1.0583
2016,NUTS,2010,UKC,1,1.01
2017,NUTS,2010,UKC,1,1.1079
2018,NUTS,2010,UKC,1,1.1783
2011,NUTS,2010,UKC1,2,0.8259
2012,NUTS,2010,UKC1,2,0.8305
2013,NUTS,2010,UKC1,2,1.0758
2014,NUTS,2010,UKC1,2,0.8833
2015,NUTS,2010,UKC1,2,0.9003
2016,NUTS,2010,UKC1,2,0.8246
2017,NUTS,2010,UKC1,2,0.8949
2018,NUTS,2010,UKC1,2,0.9816
2011,NUTS,2010,UKC2,2,1.0693
2012,NUTS,2010,UKC2,2,1.0247
2013,NUTS,2010,UKC2,2,1.0889
2014,NUTS,2010,UKC2,2,1.1195
2015,NUTS,2010,UKC2,2,1.1822
2016,NUTS,2010,UKC2,2,1.1553
2017,NUTS,2010,UKC2,2,1.2789
2018,NUTS,2010,UKC2,2,1.3419
2011,NUTS,2010,UKD,1,0.9217
2012,NUTS,2010,UKD,1,0.9144
2013,NUTS,2010,UKD,1,0.9424
2014,NUTS,2010,UKD,1,1.0079
2015,NUTS,2010,UKD,1,1.0562
2016,NUTS,2010,UKD,1,1.0627
2017,NUTS,2010,UKD,1,1.1035
2018,NUTS,2010,UKD,1,1.1299
2011,NUTS,2010,UKD1,2,0.6378
2012,NUTS,2010,UKD1,2,0.539
2013,NUTS,2010,UKD1,2,0.4499
2014,NUTS,2010,UKD1,2,0.6888
2015,NUTS,2010,UKD1,2,0.801
2016,NUTS,2010,UKD1,2,0.8153
2017,NUTS,2010,UKD1,2,0.8183
2018,NUTS,2010,UKD1,2,0.936
2011,NUTS,2010,UKD3,2,0.4793
2012,NUTS,2010,UKD3,2,0.993
2013,NUTS,2010,UKD3,2,0.9962
2014,NUTS,2010,UKD3,2,1.0207
2015,NUTS,2010,UKD3,2,1.0776
2016,NUTS,2010,UKD3,2,1.0702
2017,NUTS,2010,UKD3,2,1.1194
2018,NUTS,2010,UKD3,2,1.1775
2011,NUTS,2010,UKD4,2,0.4466
2012,NUTS,2010,UKD4,2,0.8123
2013,NUTS,2010,UKD4,2,0.8548
2014,NUTS,2010,UKD4,2,0.8667
2015,NUTS,2010,UKD4,2,0.9129
2016,NUTS,2010,UKD4,2,0.9491
2017,NUTS,2010,UKD4,2,0.9475
2018,NUTS,2010,UKD4,2,1.0105
2011,NUTS,2010,UKD6,2,3.1339
2012,NUTS,2010,UKD6,2,1.1708
2013,NUTS,2010,UKD6,2,1.1899
2014,NUTS,2010,UKD6,2,1.2548
2015,NUTS,2010,UKD6,2,1.3698
2016,NUTS,2010,UKD6,2,1.2121
2017,NUTS,2010,UKD6,2,1.2205
2018,NUTS,2010,UKD6,2,1.2094
2011,NUTS,2010,UKD7,2,0.8648
2012,NUTS,2010,UKD7,2,0.8414
2013,NUTS,2010,UKD7,2,0.9456
2014,NUTS,2010,UKD7,2,1.068
2015,NUTS,2010,UKD7,2,1.0518
2016,NUTS,2010,UKD7,2,1.1546
2017,NUTS,2010,UKD7,2,1.2643
2018,NUTS,2010,UKD7,2,1.1745
2011,NUTS,2010,UKE,1,0.9424
2012,NUTS,2010,UKE,1,0.9295
