year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_hrste_ths
2008,NUTS,2010,HU2,1,288.7
2009,NUTS,2010,HU2,1,301.7
2010,NUTS,2010,HU2,1,295.9
2011,NUTS,2010,HU2,1,329.9
2012,NUTS,2010,HU2,1,355.2
2013,NUTS,2010,HU2,1,355.3
2014,NUTS,2010,HU2,1,362.6
2015,NUTS,2010,HU2,1,373.2
2016,NUTS,2010,HU2,1,365.5
2017,NUTS,2010,HU2,1,379.3
2018,NUTS,2010,HU2,1,375.3
2019,NUTS,2010,HU2,1,397.5
2020,NUTS,2010,HU2,1,420.4
1999,NUTS,2010,HU21,2,87.4
2000,NUTS,2010,HU21,2,82.3
2001,NUTS,2010,HU21,2,75.0
2002,NUTS,2010,HU21,2,79.1
2003,NUTS,2010,HU21,2,95.2
2004,NUTS,2010,HU21,2,93.1
2005,NUTS,2010,HU21,2,89.7
2006,NUTS,2010,HU21,2,95.2
2007,NUTS,2010,HU21,2,99.1
2008,NUTS,2010,HU21,2,107.6
2009,NUTS,2010,HU21,2,103.5
2010,NUTS,2010,HU21,2,99.7
2011,NUTS,2010,HU21,2,115.8
2012,NUTS,2010,HU21,2,129.2
2013,NUTS,2010,HU21,2,130.2
2014,NUTS,2010,HU21,2,125.2
2015,NUTS,2010,HU21,2,133.1
2016,NUTS,2010,HU21,2,130.6
2017,NUTS,2010,HU21,2,138.9
2018,NUTS,2010,HU21,2,138.3
2019,NUTS,2010,HU21,2,150.8
2020,NUTS,2010,HU21,2,155.3
1999,NUTS,2010,HU22,2,73.4
2000,NUTS,2010,HU22,2,75.0
2001,NUTS,2010,HU22,2,78.4
2002,NUTS,2010,HU22,2,76.2
2003,NUTS,2010,HU22,2,82.5
2004,NUTS,2010,HU22,2,91.7
2005,NUTS,2010,HU22,2,86.9
2006,NUTS,2010,HU22,2,83.4
2007,NUTS,2010,HU22,2,87.8
2008,NUTS,2010,HU22,2,95.1
2009,NUTS,2010,HU22,2,106.2
2010,NUTS,2010,HU22,2,100.6
2011,NUTS,2010,HU22,2,110.5
2012,NUTS,2010,HU22,2,119.2
2013,NUTS,2010,HU22,2,118.3
2014,NUTS,2010,HU22,2,129.3
2015,NUTS,2010,HU22,2,131.2
2016,NUTS,2010,HU22,2,125.6
2017,NUTS,2010,HU22,2,134.6
2018,NUTS,2010,HU22,2,132.5
2019,NUTS,2010,HU22,2,142.0
2020,NUTS,2010,HU22,2,159.9
1999,NUTS,2010,HU23,2,59.7
2000,NUTS,2010,HU23,2,66.9
2001,NUTS,2010,HU23,2,73.7
2002,NUTS,2010,HU23,2,64.9
2003,NUTS,2010,HU23,2,70.4
2004,NUTS,2010,HU23,2,82.3
2005,NUTS,2010,HU23,2,79.5
2006,NUTS,2010,HU23,2,78.3
2007,NUTS,2010,HU23,2,77.7
2008,NUTS,2010,HU23,2,86.0
2009,NUTS,2010,HU23,2,92.0
2010,NUTS,2010,HU23,2,95.5
2011,NUTS,2010,HU23,2,103.6
2012,NUTS,2010,HU23,2,106.8
2013,NUTS,2010,HU23,2,106.8
2014,NUTS,2010,HU23,2,108.1
2015,NUTS,2010,HU23,2,108.9
2016,NUTS,2010,HU23,2,109.2
2017,NUTS,2010,HU23,2,105.8
2018,NUTS,2010,HU23,2,104.5
2019,NUTS,2010,HU23,2,104.8
2020,NUTS,2010,HU23,2,105.2
1999,NUTS,2010,HU3,1,271.9
2000,NUTS,2010,HU3,1,259.3
2001,NUTS,2010,HU3,1,267.8
2002,NUTS,2010,HU3,1,278.1
2003,NUTS,2010,HU3,1,298.3
2004,NUTS,2010,HU3,1,321.9
2005,NUTS,2010,HU3,1,337.5
2006,NUTS,2010,HU3,1,356.1
2007,NUTS,2010,HU3,1,365.1
2008,NUTS,2010,HU3,1,379.1
2009,NUTS,2010,HU3,1,399.6
2010,NUTS,2010,HU3,1,412.1
2011,NUTS,2010,HU3,1,407.2
2012,NUTS,2010,HU3,1,430.6
2013,NUTS,2010,HU3,1,447.5
2014,NUTS,2010,HU3,1,455.7
2015,NUTS,2010,HU3,1,446.6
2016,NUTS,2010,HU3,1,448.8
2017,NUTS,2010,HU3,1,449.0
2018,NUTS,2010,HU3,1,464.2
2019,NUTS,2010,HU3,1,466.8
2020,NUTS,2010,HU3,1,473.4
1999,NUTS,2010,HU31,2,87.8
2000,NUTS,2010,HU31,2,83.9
2001,NUTS,2010,HU31,2,84.3
2002,NUTS,2010,HU31,2,89.1
2003,NUTS,2010,HU31,2,89.3
2004,NUTS,2010,HU31,2,96.3
2005,NUTS,2010,HU31,2,100.8
2006,NUTS,2010,HU31,2,105.4
2007,NUTS,2010,HU31,2,100.7
2008,NUTS,2010,HU31,2,104.7
2009,NUTS,2010,HU31,2,116.3
2010,NUTS,2010,HU31,2,118.5
2011,NUTS,2010,HU31,2,117.1
2012,NUTS,2010,HU31,2,116.4
2013,NUTS,2010,HU31,2,123.8
2014,NUTS,2010,HU31,2,128.3
2015,NUTS,2010,HU31,2,131.4
2016,NUTS,2010,HU31,2,128.3
2017,NUTS,2010,HU31,2,127.8
2018,NUTS,2010,HU31,2,126.5
2019,NUTS,2010,HU31,2,124.2
2020,NUTS,2010,HU31,2,127.1
1999,NUTS,2010,HU32,2,100.7
2000,NUTS,2010,HU32,2,95.5
2001,NUTS,2010,HU32,2,98.3
2002,NUTS,2010,HU32,2,105.6
2003,NUTS,2010,HU32,2,118.4
2004,NUTS,2010,HU32,2,118.8
2005,NUTS,2010,HU32,2,124.2
2006,NUTS,2010,HU32,2,135.7
2007,NUTS,2010,HU32,2,136.9
2008,NUTS,2010,HU32,2,138.6
2009,NUTS,2010,HU32,2,141.0
2010,NUTS,2010,HU32,2,151.4
2011,NUTS,2010,HU32,2,151.8
2012,NUTS,2010,HU32,2,164.5
2013,NUTS,2010,HU32,2,171.7
2014,NUTS,2010,HU32,2,172.6
2015,NUTS,2010,HU32,2,161.5
2016,NUTS,2010,HU32,2,162.3
2017,NUTS,2010,HU32,2,166.6
2018,NUTS,2010,HU32,2,172.1
2019,NUTS,2010,HU32,2,174.5
2020,NUTS,2010,HU32,2,176.2
1999,NUTS,2010,HU33,2,83.3
2000,NUTS,2010,HU33,2,79.8
2001,NUTS,2010,HU33,2,85.2
2002,NUTS,2010,HU33,2,83.4
2003,NUTS,2010,HU33,2,90.6
2004,NUTS,2010,HU33,2,106.8
2005,NUTS,2010,HU33,2,112.4
2006,NUTS,2010,HU33,2,114.9
2007,NUTS,2010,HU33,2,127.5
2008,NUTS,2010,HU33,2,135.8
2009,NUTS,2010,HU33,2,142.3
2010,NUTS,2010,HU33,2,142.1
2011,NUTS,2010,HU33,2,138.3
2012,NUTS,2010,HU33,2,149.6
2013,NUTS,2010,HU33,2,152.0
2014,NUTS,2010,HU33,2,154.8
2015,NUTS,2010,HU33,2,153.7
2016,NUTS,2010,HU33,2,158.3
2017,NUTS,2010,HU33,2,154.6
2018,NUTS,2010,HU33,2,165.6
2019,NUTS,2010,HU33,2,168.1
2020,NUTS,2010,HU33,2,170.2
1999,NUTS,2010,IE,0,432.9
2000,NUTS,2010,IE,0,473.3
2001,NUTS,2010,IE,0,520.5
2002,NUTS,2010,IE,0,586.6
2003,NUTS,2010,IE,0,646.1
2004,NUTS,2010,IE,0,695.3
2005,NUTS,2010,IE,0,739.8
2006,NUTS,2010,IE,0,806.5
2007,NUTS,2010,IE,0,916.7
2008,NUTS,2010,IE,0,970.2
2009,NUTS,2010,IE,0,1017.2
2010,NUTS,2010,IE,0,1053.5
2011,NUTS,2010,IE,0,1073.6
2012,NUTS,2010,IE,0,1123.2
2013,NUTS,2010,IE,0,1169.6
2014,NUTS,2010,IE,0,1191.8
2015,NUTS,2010,IE,0,1233.2
2016,NUTS,2010,IE,0,1262.3
2017,NUTS,2010,IE,0,1312.7
2018,NUTS,2010,IE,0,1339.9
2019,NUTS,2010,IE,0,1366.9
2020,NUTS,2010,IE,0,1458.3
1999,NUTS,2010,IE0,1,432.9
2000,NUTS,2010,IE0,1,473.3
2001,NUTS,2010,IE0,1,520.5
2002,NUTS,2010,IE0,1,586.6
2003,NUTS,2010,IE0,1,646.1
2004,NUTS,2010,IE0,1,695.3
2005,NUTS,2010,IE0,1,739.8
2006,NUTS,2010,IE0,1,806.5
2007,NUTS,2010,IE0,1,916.7
2008,NUTS,2010,IE0,1,970.2
2009,NUTS,2010,IE0,1,1017.2
2010,NUTS,2010,IE0,1,1053.5
2011,NUTS,2010,IE0,1,1073.6
2012,NUTS,2010,IE0,1,1123.2
2013,NUTS,2010,IE0,1,1169.6
2014,NUTS,2010,IE0,1,1191.8
2015,NUTS,2010,IE0,1,1233.2
2016,NUTS,2010,IE0,1,1262.3
2017,NUTS,2010,IE0,1,1312.7
2018,NUTS,2010,IE0,1,1339.9
2019,NUTS,2010,IE0,1,1366.9
2020,NUTS,2010,IE0,1,1458.3
1999,NUTS,2010,IE01,2,77.5
2000,NUTS,2010,IE01,2,87.5
2001,NUTS,2010,IE01,2,100.7
2002,NUTS,2010,IE01,2,119.9
2003,NUTS,2010,IE01,2,136.8
2004,NUTS,2010,IE01,2,151.9
2005,NUTS,2010,IE01,2,156.5
2006,NUTS,2010,IE01,2,174.7
2007,NUTS,2010,IE01,2,198.1
2008,NUTS,2010,IE01,2,215.7
2009,NUTS,2010,IE01,2,231.8
2010,NUTS,2010,IE01,2,247.1
2011,NUTS,2010,IE01,2,246.3
1999,NUTS,2010,IE02,2,355.4
2000,NUTS,2010,IE02,2,385.8
2001,NUTS,2010,IE02,2,419.7
2002,NUTS,2010,IE02,2,466.7
2003,NUTS,2010,IE02,2,509.2
2004,NUTS,2010,IE02,2,543.3
2005,NUTS,2010,IE02,2,583.3
2006,NUTS,2010,IE02,2,631.8
2007,NUTS,2010,IE02,2,718.6
2008,NUTS,2010,IE02,2,754.5
2009,NUTS,2010,IE02,2,785.4
2010,NUTS,2010,IE02,2,806.4
2011,NUTS,2010,IE02,2,827.3
2012,NUTS,2010,IE04,2,176.2
2013,NUTS,2010,IE04,2,187.4
2014,NUTS,2010,IE04,2,185.8
2015,NUTS,2010,IE04,2,187.0
2016,NUTS,2010,IE04,2,191.2
2017,NUTS,2010,IE04,2,201.6
2018,NUTS,2010,IE04,2,200.9
2019,NUTS,2010,IE04,2,214.5
2020,NUTS,2010,IE04,2,233.3
2012,NUTS,2010,IE05,2,343.2
2013,NUTS,2010,IE05,2,356.7
2014,NUTS,2010,IE05,2,353.2
2015,NUTS,2010,IE05,2,367.6
2016,NUTS,2010,IE05,2,377.7
2017,NUTS,2010,IE05,2,397.0
2018,NUTS,2010,IE05,2,399.3
2019,NUTS,2010,IE05,2,402.5
2020,NUTS,2010,IE05,2,431.5
2012,NUTS,2010,IE06,2,603.9
2013,NUTS,2010,IE06,2,625.5
2014,NUTS,2010,IE06,2,652.8
2015,NUTS,2010,IE06,2,678.5
2016,NUTS,2010,IE06,2,693.5
2017,NUTS,2010,IE06,2,714.1
2018,NUTS,2010,IE06,2,739.7
2019,NUTS,2010,IE06,2,749.9
2020,NUTS,2010,IE06,2,793.6
1999,NUTS,2010,IS,0,30.3
2000,NUTS,2010,IS,0,33.9
2001,NUTS,2010,IS,0,34.9
2002,NUTS,2010,IS,0,38.1
2003,NUTS,2010,IS,0,43.1
2004,NUTS,2010,IS,0,42.6
2005,NUTS,2010,IS,0,45.6
2006,NUTS,2010,IS,0,35.3
2007,NUTS,2010,IS,0,51.6
2008,NUTS,2010,IS,0,54.3
2009,NUTS,2010,IS,0,56.4
2010,NUTS,2010,IS,0,55.9
2011,NUTS,2010,IS,0,58.0
2012,NUTS,2010,IS,0,60.9
2013,NUTS,2010,IS,0,63.9
2014,NUTS,2010,IS,0,66.0
2015,NUTS,2010,IS,0,69.7
2016,NUTS,2010,IS,0,75.0
2017,NUTS,2010,IS,0,80.9
2018,NUTS,2010,IS,0,87.5
2019,NUTS,2010,IS,0,92.4
2020,NUTS,2010,IS,0,93.1
1999,NUTS,2010,IS0,1,30.3
2000,NUTS,2010,IS0,1,33.9
2001,NUTS,2010,IS0,1,34.9
2002,NUTS,2010,IS0,1,38.1
2003,NUTS,2010,IS0,1,43.1
2004,NUTS,2010,IS0,1,42.6
2005,NUTS,2010,IS0,1,45.6
2006,NUTS,2010,IS0,1,35.3
2007,NUTS,2010,IS0,1,51.6
2008,NUTS,2010,IS0,1,54.3
2009,NUTS,2010,IS0,1,56.4
2010,NUTS,2010,IS0,1,55.9
2011,NUTS,2010,IS0,1,58.0
2012,NUTS,2010,IS0,1,60.9
2013,NUTS,2010,IS0,1,63.9
2014,NUTS,2010,IS0,1,66.0
2015,NUTS,2010,IS0,1,69.7
2016,NUTS,2010,IS0,1,75.0
2017,NUTS,2010,IS0,1,80.9
2018,NUTS,2010,IS0,1,87.5
2019,NUTS,2010,IS0,1,92.4
2020,NUTS,2010,IS0,1,93.1
1999,NUTS,2010,IS00,2,30.3
2000,NUTS,2010,IS00,2,33.9
2001,NUTS,2010,IS00,2,34.9
2002,NUTS,2010,IS00,2,38.1
2003,NUTS,2010,IS00,2,43.1
2004,NUTS,2010,IS00,2,42.6
2005,NUTS,2010,IS00,2,45.6
2006,NUTS,2010,IS00,2,35.3
2007,NUTS,2010,IS00,2,51.6
2008,NUTS,2010,IS00,2,54.3
2009,NUTS,2010,IS00,2,56.4
2010,NUTS,2010,IS00,2,55.9
2011,NUTS,2010,IS00,2,58.0
2012,NUTS,2010,IS00,2,60.9
2013,NUTS,2010,IS00,2,63.9
2014,NUTS,2010,IS00,2,66.0
2015,NUTS,2010,IS00,2,69.7
2016,NUTS,2010,IS00,2,75.0
2017,NUTS,2010,IS00,2,80.9
2018,NUTS,2010,IS00,2,87.5
2019,NUTS,2010,IS00,2,92.4
2020,NUTS,2010,IS00,2,93.1
1999,NUTS,2010,IT,0,3180.6
2000,NUTS,2010,IT,0,3243.5
2001,NUTS,2010,IT,0,3481.4
2002,NUTS,2010,IT,0,3614.9
2003,NUTS,2010,IT,0,3759.4
2004,NUTS,2010,IT,0,3993.6
2005,NUTS,2010,IT,0,4367.2
2006,NUTS,2010,IT,0,4642.7
2007,NUTS,2010,IT,0,4908.9
2008,NUTS,2010,IT,0,5212.2
2009,NUTS,2010,IT,0,5312.5
2010,NUTS,2010,IT,0,5439.0
2011,NUTS,2010,IT,0,5511.7
2012,NUTS,2010,IT,0,5854.7
2013,NUTS,2010,IT,0,6122.1
2014,NUTS,2010,IT,0,6355.1
2015,NUTS,2010,IT,0,6579.8
2016,NUTS,2010,IT,0,6664.4
2017,NUTS,2010,IT,0,7046.5
2018,NUTS,2010,IT,0,7311.4
2019,NUTS,2010,IT,0,7430.1
2020,NUTS,2010,IT,0,7589.5
1999,NUTS,2010,ITC,1,876.1
2000,NUTS,2010,ITC,1,876.4
2001,NUTS,2010,ITC,1,956.5
2002,NUTS,2010,ITC,1,1009.3
2003,NUTS,2010,ITC,1,1033.7
2004,NUTS,2010,ITC,1,1080.7
2005,NUTS,2010,ITC,1,1184.6
2006,NUTS,2010,ITC,1,1254.0
2007,NUTS,2010,ITC,1,1365.1
2008,NUTS,2010,ITC,1,1459.8
2009,NUTS,2010,ITC,1,1488.2
2010,NUTS,2010,ITC,1,1528.4
2011,NUTS,2010,ITC,1,1530.3
2012,NUTS,2010,ITC,1,1601.4
2013,NUTS,2010,ITC,1,1696.7
2014,NUTS,2010,ITC,1,1743.7
2015,NUTS,2010,ITC,1,1827.8
2016,NUTS,2010,ITC,1,1843.8
2017,NUTS,2010,ITC,1,1954.7
2018,NUTS,2010,ITC,1,2063.5
2019,NUTS,2010,ITC,1,2068.3
2020,NUTS,2010,ITC,1,2114.4
1999,NUTS,2010,ITC1,2,208.9
2000,NUTS,2010,ITC1,2,226.9
2001,NUTS,2010,ITC1,2,252.3
2002,NUTS,2010,ITC1,2,258.8
2003,NUTS,2010,ITC1,2,266.9
2004,NUTS,2010,ITC1,2,246.1
2005,NUTS,2010,ITC1,2,296.5
2006,NUTS,2010,ITC1,2,317.2
2007,NUTS,2010,ITC1,2,344.5
2008,NUTS,2010,ITC1,2,369.9
2009,NUTS,2010,ITC1,2,371.8
2010,NUTS,2010,ITC1,2,383.8
2011,NUTS,2010,ITC1,2,378.2
2012,NUTS,2010,ITC1,2,406.6
2013,NUTS,2010,ITC1,2,431.9
2014,NUTS,2010,ITC1,2,441.5
2015,NUTS,2010,ITC1,2,444.9
2016,NUTS,2010,ITC1,2,454.9
2017,NUTS,2010,ITC1,2,485.7
2018,NUTS,2010,ITC1,2,513.5
2019,NUTS,2010,ITC1,2,516.1
2020,NUTS,2010,ITC1,2,528.3
1999,NUTS,2010,ITC2,2,5.7
2000,NUTS,2010,ITC2,2,5.7
2001,NUTS,2010,ITC2,2,5.2
2002,NUTS,2010,ITC2,2,5.2
2003,NUTS,2010,ITC2,2,6.2
2004,NUTS,2010,ITC2,2,8.3
2005,NUTS,2010,ITC2,2,8.1
2006,NUTS,2010,ITC2,2,9.2
2007,NUTS,2010,ITC2,2,9.1
2008,NUTS,2010,ITC2,2,9.3
2009,NUTS,2010,ITC2,2,8.7
2010,NUTS,2010,ITC2,2,8.9
2011,NUTS,2010,ITC2,2,9.4
2012,NUTS,2010,ITC2,2,11.5
2013,NUTS,2010,ITC2,2,12.7
2014,NUTS,2010,ITC2,2,11.8
2015,NUTS,2010,ITC2,2,12.1
2016,NUTS,2010,ITC2,2,12.4
2017,NUTS,2010,ITC2,2,14.1
2018,NUTS,2010,ITC2,2,14.5
2019,NUTS,2010,ITC2,2,14.4
2020,NUTS,2010,ITC2,2,14.5
1999,NUTS,2010,ITC3,2,98.3
2000,NUTS,2010,ITC3,2,101.7
2001,NUTS,2010,ITC3,2,120.6
2002,NUTS,2010,ITC3,2,114.2
2003,NUTS,2010,ITC3,2,118.7
2004,NUTS,2010,ITC3,2,140.4
2005,NUTS,2010,ITC3,2,139.0
2006,NUTS,2010,ITC3,2,141.3
2007,NUTS,2010,ITC3,2,156.6
2008,NUTS,2010,ITC3,2,169.2
2009,NUTS,2010,ITC3,2,178.8
2010,NUTS,2010,ITC3,2,177.5
2011,NUTS,2010,ITC3,2,173.5
2012,NUTS,2010,ITC3,2,182.0
2013,NUTS,2010,ITC3,2,192.1
2014,NUTS,2010,ITC3,2,186.5
2015,NUTS,2010,ITC3,2,188.7
2016,NUTS,2010,ITC3,2,186.3
2017,NUTS,2010,ITC3,2,188.4
2018,NUTS,2010,ITC3,2,212.3
2019,NUTS,2010,ITC3,2,208.7
2020,NUTS,2010,ITC3,2,208.9
1999,NUTS,2010,ITC4,2,563.2
2000,NUTS,2010,ITC4,2,542.0
2001,NUTS,2010,ITC4,2,578.4
2002,NUTS,2010,ITC4,2,631.2
2003,NUTS,2010,ITC4,2,641.8
2004,NUTS,2010,ITC4,2,685.9
2005,NUTS,2010,ITC4,2,741.0
2006,NUTS,2010,ITC4,2,786.3
2007,NUTS,2010,ITC4,2,854.8
2008,NUTS,2010,ITC4,2,911.4
2009,NUTS,2010,ITC4,2,928.9
2010,NUTS,2010,ITC4,2,958.2
2011,NUTS,2010,ITC4,2,969.2
2012,NUTS,2010,ITC4,2,1001.3
2013,NUTS,2010,ITC4,2,1060.0
2014,NUTS,2010,ITC4,2,1103.9
2015,NUTS,2010,ITC4,2,1182.1
2016,NUTS,2010,ITC4,2,1190.2
2017,NUTS,2010,ITC4,2,1266.6
2018,NUTS,2010,ITC4,2,1323.1
2019,NUTS,2010,ITC4,2,1329.1
2020,NUTS,2010,ITC4,2,1362.8
1999,NUTS,2010,ITF,1,676.9
2000,NUTS,2010,ITF,1,707.1
2001,NUTS,2010,ITF,1,730.2
2002,NUTS,2010,ITF,1,748.7
2003,NUTS,2010,ITF,1,778.5
2004,NUTS,2010,ITF,1,851.7
2005,NUTS,2010,ITF,1,911.0
2006,NUTS,2010,ITF,1,965.8
2007,NUTS,2010,ITF,1,1008.0
2008,NUTS,2010,ITF,1,1075.9
2009,NUTS,2010,ITF,1,1084.8
2010,NUTS,2010,ITF,1,1118.3
2011,NUTS,2010,ITF,1,1112.5
2012,NUTS,2010,ITF,1,1200.7
2013,NUTS,2010,ITF,1,1244.6
2014,NUTS,2010,ITF,1,1283.2
2015,NUTS,2010,ITF,1,1309.2
2016,NUTS,2010,ITF,1,1317.4
2017,NUTS,2010,ITF,1,1370.7
2018,NUTS,2010,ITF,1,1406.1
2019,NUTS,2010,ITF,1,1443.2
2020,NUTS,2010,ITF,1,1473.0
1999,NUTS,2010,ITF1,2,64.1
2000,NUTS,2010,ITF1,2,68.6
2001,NUTS,2010,ITF1,2,67.3
2002,NUTS,2010,ITF1,2,83.1
2003,NUTS,2010,ITF1,2,80.6
2004,NUTS,2010,ITF1,2,97.3
2005,NUTS,2010,ITF1,2,110.9
2006,NUTS,2010,ITF1,2,115.4
2007,NUTS,2010,ITF1,2,113.1
2008,NUTS,2010,ITF1,2,126.8
2009,NUTS,2010,ITF1,2,126.4
2010,NUTS,2010,ITF1,2,131.0
2011,NUTS,2010,ITF1,2,140.0
2012,NUTS,2010,ITF1,2,142.5
2013,NUTS,2010,ITF1,2,143.9
2014,NUTS,2010,ITF1,2,136.1
2015,NUTS,2010,ITF1,2,143.6
2016,NUTS,2010,ITF1,2,142.6
2017,NUTS,2010,ITF1,2,153.1
2018,NUTS,2010,ITF1,2,165.5
2019,NUTS,2010,ITF1,2,169.4
2020,NUTS,2010,ITF1,2,176.3
1999,NUTS,2010,ITF2,2,17.8
2000,NUTS,2010,ITF2,2,17.6
2001,NUTS,2010,ITF2,2,16.7
2002,NUTS,2010,ITF2,2,19.9
2003,NUTS,2010,ITF2,2,19.7
2004,NUTS,2010,ITF2,2,23.0
2005,NUTS,2010,ITF2,2,24.9
2006,NUTS,2010,ITF2,2,25.5
2007,NUTS,2010,ITF2,2,27.6
2008,NUTS,2010,ITF2,2,29.0
2009,NUTS,2010,ITF2,2,28.0
2010,NUTS,2010,ITF2,2,28.2
2011,NUTS,2010,ITF2,2,28.7
2012,NUTS,2010,ITF2,2,31.4
2013,NUTS,2010,ITF2,2,32.0
2014,NUTS,2010,ITF2,2,33.2
2015,NUTS,2010,ITF2,2,34.7
2016,NUTS,2010,ITF2,2,35.7
2017,NUTS,2010,ITF2,2,38.3
2018,NUTS,2010,ITF2,2,37.9
2019,NUTS,2010,ITF2,2,36.7
2020,NUTS,2010,ITF2,2,35.3
1999,NUTS,2010,ITF3,2,284.1
2000,NUTS,2010,ITF3,2,291.8
2001,NUTS,2010,ITF3,2,291.0
2002,NUTS,2010,ITF3,2,296.8
2003,NUTS,2010,ITF3,2,308.2
2004,NUTS,2010,ITF3,2,346.1
2005,NUTS,2010,ITF3,2,373.6
2006,NUTS,2010,ITF3,2,385.3
2007,NUTS,2010,ITF3,2,391.3
2008,NUTS,2010,ITF3,2,416.6
2009,NUTS,2010,ITF3,2,441.6
2010,NUTS,2010,ITF3,2,454.9
2011,NUTS,2010,ITF3,2,441.8
2012,NUTS,2010,ITF3,2,491.9
2013,NUTS,2010,ITF3,2,514.3
2014,NUTS,2010,ITF3,2,525.8
2015,NUTS,2010,ITF3,2,545.5
2016,NUTS,2010,ITF3,2,563.4
2017,NUTS,2010,ITF3,2,578.7
2018,NUTS,2010,ITF3,2,581.1
2019,NUTS,2010,ITF3,2,596.3
2020,NUTS,2010,ITF3,2,613.5
1999,NUTS,2010,ITF4,2,189.5
2000,NUTS,2010,ITF4,2,203.5
2001,NUTS,2010,ITF4,2,220.0
2002,NUTS,2010,ITF4,2,220.2
2003,NUTS,2010,ITF4,2,222.9
2004,NUTS,2010,ITF4,2,219.0
2005,NUTS,2010,ITF4,2,227.0
2006,NUTS,2010,ITF4,2,256.8
2007,NUTS,2010,ITF4,2,273.6
2008,NUTS,2010,ITF4,2,294.8
2009,NUTS,2010,ITF4,2,279.1
2010,NUTS,2010,ITF4,2,296.1
2011,NUTS,2010,ITF4,2,294.5
2012,NUTS,2010,ITF4,2,317.3
2013,NUTS,2010,ITF4,2,331.6
2014,NUTS,2010,ITF4,2,347.5
2015,NUTS,2010,ITF4,2,338.0
2016,NUTS,2010,ITF4,2,334.8
2017,NUTS,2010,ITF4,2,352.9
2018,NUTS,2010,ITF4,2,376.5
2019,NUTS,2010,ITF4,2,382.9
2020,NUTS,2010,ITF4,2,390.7
1999,NUTS,2010,ITF5,2,22.1
2000,NUTS,2010,ITF5,2,21.5
2001,NUTS,2010,ITF5,2,21.9
2002,NUTS,2010,ITF5,2,26.7
2003,NUTS,2010,ITF5,2,30.6
2004,NUTS,2010,ITF5,2,30.1
2005,NUTS,2010,ITF5,2,36.0
2006,NUTS,2010,ITF5,2,39.4
2007,NUTS,2010,ITF5,2,43.4
2008,NUTS,2010,ITF5,2,44.1
2009,NUTS,2010,ITF5,2,42.5
2010,NUTS,2010,ITF5,2,43.0
2011,NUTS,2010,ITF5,2,43.2
2012,NUTS,2010,ITF5,2,48.2
2013,NUTS,2010,ITF5,2,54.0
2014,NUTS,2010,ITF5,2,53.9
2015,NUTS,2010,ITF5,2,54.9
2016,NUTS,2010,ITF5,2,56.0
2017,NUTS,2010,ITF5,2,58.5
2018,NUTS,2010,ITF5,2,57.2
2019,NUTS,2010,ITF5,2,59.3
2020,NUTS,2010,ITF5,2,60.0
1999,NUTS,2010,ITF6,2,99.2
2000,NUTS,2010,ITF6,2,104.1
2001,NUTS,2010,ITF6,2,113.3
2002,NUTS,2010,ITF6,2,101.9
2003,NUTS,2010,ITF6,2,116.7
2004,NUTS,2010,ITF6,2,136.2
2005,NUTS,2010,ITF6,2,138.6
2006,NUTS,2010,ITF6,2,143.3
2007,NUTS,2010,ITF6,2,159.0
2008,NUTS,2010,ITF6,2,164.5
2009,NUTS,2010,ITF6,2,167.2
2010,NUTS,2010,ITF6,2,165.0
2011,NUTS,2010,ITF6,2,164.1
2012,NUTS,2010,ITF6,2,169.5
2013,NUTS,2010,ITF6,2,168.8
2014,NUTS,2010,ITF6,2,186.6
2015,NUTS,2010,ITF6,2,192.5
2016,NUTS,2010,ITF6,2,184.9
2017,NUTS,2010,ITF6,2,189.2
2018,NUTS,2010,ITF6,2,188.0
2019,NUTS,2010,ITF6,2,198.5
2020,NUTS,2010,ITF6,2,197.2
1999,NUTS,2010,ITG,1,330.8
2000,NUTS,2010,ITG,1,320.5
2001,NUTS,2010,ITG,1,353.0
2002,NUTS,2010,ITG,1,365.1
2003,NUTS,2010,ITG,1,362.4
2004,NUTS,2010,ITG,1,365.4
2005,NUTS,2010,ITG,1,393.0
2006,NUTS,2010,ITG,1,429.2
2007,NUTS,2010,ITG,1,455.3
2008,NUTS,2010,ITG,1,470.1
2009,NUTS,2010,ITG,1,500.3
2010,NUTS,2010,ITG,1,505.8
2011,NUTS,2010,ITG,1,505.9
2012,NUTS,2010,ITG,1,543.1
2013,NUTS,2010,ITG,1,561.5
2014,NUTS,2010,ITG,1,555.0
2015,NUTS,2010,ITG,1,578.2
2016,NUTS,2010,ITG,1,586.6
2017,NUTS,2010,ITG,1,617.7
2018,NUTS,2010,ITG,1,620.4
2019,NUTS,2010,ITG,1,629.4
2020,NUTS,2010,ITG,1,652.5
1999,NUTS,2010,ITG1,2,259.9
2000,NUTS,2010,ITG1,2,250.4
2001,NUTS,2010,ITG1,2,271.4
2002,NUTS,2010,ITG1,2,285.9
2003,NUTS,2010,ITG1,2,274.3
2004,NUTS,2010,ITG1,2,278.9
2005,NUTS,2010,ITG1,2,297.2
2006,NUTS,2010,ITG1,2,319.0
2007,NUTS,2010,ITG1,2,337.3
2008,NUTS,2010,ITG1,2,352.8
2009,NUTS,2010,ITG1,2,377.0
2010,NUTS,2010,ITG1,2,374.9
2011,NUTS,2010,ITG1,2,367.1
2012,NUTS,2010,ITG1,2,395.1
