year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_act_hc_f
2017,NUTS,2010,UKC2,2,0.157
2011,NUTS,2010,UKD,1,0.112
2013,NUTS,2010,UKD,1,0.1227
2015,NUTS,2010,UKD,1,0.1549
2017,NUTS,2010,UKD,1,0.1621
2011,NUTS,2010,UKD1,2,0.0816
2013,NUTS,2010,UKD1,2,0.0701
2015,NUTS,2010,UKD1,2,0.0725
2017,NUTS,2010,UKD1,2,0.0728
2011,NUTS,2010,UKD3,2,0.079
2013,NUTS,2010,UKD3,2,0.0789
2015,NUTS,2010,UKD3,2,0.1198
2017,NUTS,2010,UKD3,2,0.1326
2011,NUTS,2010,UKD4,2,0.13
2013,NUTS,2010,UKD4,2,0.1633
2015,NUTS,2010,UKD4,2,0.1757
2017,NUTS,2010,UKD4,2,0.1881
2011,NUTS,2010,UKD6,2,0.2616
2013,NUTS,2010,UKD6,2,0.2742
2015,NUTS,2010,UKD6,2,0.3264
2017,NUTS,2010,UKD6,2,0.2713
2011,NUTS,2010,UKD7,2,0.0729
2013,NUTS,2010,UKD7,2,0.0886
2015,NUTS,2010,UKD7,2,0.1235
2017,NUTS,2010,UKD7,2,0.156
2011,NUTS,2010,UKE,1,0.0854
2013,NUTS,2010,UKE,1,0.1181
2015,NUTS,2010,UKE,1,0.1365
2017,NUTS,2010,UKE,1,0.1779
2013,NUTS,2010,UKE1,2,0.1033
2015,NUTS,2010,UKE1,2,0.1296
2017,NUTS,2010,UKE1,2,0.1904
2011,NUTS,2010,UKE2,2,0.2078
2013,NUTS,2010,UKE2,2,0.1486
2015,NUTS,2010,UKE2,2,0.1811
2017,NUTS,2010,UKE2,2,0.2062
2011,NUTS,2010,UKE3,2,0.0716
2013,NUTS,2010,UKE3,2,0.0741
2015,NUTS,2010,UKE3,2,0.1015
2017,NUTS,2010,UKE3,2,0.1416
2011,NUTS,2010,UKE4,2,0.0869
2013,NUTS,2010,UKE4,2,0.1406
2015,NUTS,2010,UKE4,2,0.143
2017,NUTS,2010,UKE4,2,0.1834
2011,NUTS,2010,UKF,1,0.1444
2013,NUTS,2010,UKF,1,0.1607
2015,NUTS,2010,UKF,1,0.1875
2017,NUTS,2010,UKF,1,0.2006
2011,NUTS,2010,UKF1,2,0.2257
2013,NUTS,2010,UKF1,2,0.2651
2015,NUTS,2010,UKF1,2,0.3048
2017,NUTS,2010,UKF1,2,0.3361
2011,NUTS,2010,UKF2,2,0.0893
2013,NUTS,2010,UKF2,2,0.0827
2015,NUTS,2010,UKF2,2,0.0945
2017,NUTS,2010,UKF2,2,0.1016
2011,NUTS,2010,UKF3,2,0.044
2013,NUTS,2010,UKF3,2,0.0432
2015,NUTS,2010,UKF3,2,0.0513
2017,NUTS,2010,UKF3,2,0.0518
2011,NUTS,2010,UKG,1,0.0886
2013,NUTS,2010,UKG,1,0.1138
2015,NUTS,2010,UKG,1,0.1559
2017,NUTS,2010,UKG,1,0.1678
2011,NUTS,2010,UKG1,2,0.1765
2013,NUTS,2010,UKG1,2,0.2291
2015,NUTS,2010,UKG1,2,0.2968
2017,NUTS,2010,UKG1,2,0.3758
2011,NUTS,2010,UKG2,2,0.045
2013,NUTS,2010,UKG2,2,0.0568
2015,NUTS,2010,UKG2,2,0.0809
2017,NUTS,2010,UKG2,2,0.0813
2011,NUTS,2010,UKG3,2,0.0684
2013,NUTS,2010,UKG3,2,0.0883
2015,NUTS,2010,UKG3,2,0.1269
2017,NUTS,2010,UKG3,2,0.1148
2011,NUTS,2010,UKH,1,0.3268
2013,NUTS,2010,UKH,1,0.3167
2015,NUTS,2010,UKH,1,0.3388
2017,NUTS,2010,UKH,1,0.3735
2011,NUTS,2010,UKH1,2,0.4553
2013,NUTS,2010,UKH1,2,0.4163
2015,NUTS,2010,UKH1,2,0.447
2017,NUTS,2010,UKH1,2,0.5543
2011,NUTS,2010,UKH2,2,0.2765
2013,NUTS,2010,UKH2,2,0.3289
2015,NUTS,2010,UKH2,2,0.3418
2017,NUTS,2010,UKH2,2,0.3264
2011,NUTS,2010,UKH3,2,0.1969
2013,NUTS,2010,UKH3,2,0.1651
2015,NUTS,2010,UKH3,2,0.1818
2017,NUTS,2010,UKH3,2,0.1793
2011,NUTS,2010,UKI,1,0.0957
2013,NUTS,2010,UKI,1,0.1417
2015,NUTS,2010,UKI,1,0.1495
2017,NUTS,2010,UKI,1,0.2205
2011,NUTS,2010,UKI3,2,0.3035
2013,NUTS,2010,UKI3,2,0.422
2015,NUTS,2010,UKI3,2,0.4485
2017,NUTS,2010,UKI3,2,0.7317
2011,NUTS,2010,UKI4,2,0.0604
2013,NUTS,2010,UKI4,2,0.1063
2015,NUTS,2010,UKI4,2,0.0877
2017,NUTS,2010,UKI4,2,0.1282
2011,NUTS,2010,UKI5,2,0.0258
2013,NUTS,2010,UKI5,2,0.0387
2015,NUTS,2010,UKI5,2,0.0354
2017,NUTS,2010,UKI5,2,0.0339
2011,NUTS,2010,UKI6,2,0.0774
2013,NUTS,2010,UKI6,2,0.0477
2015,NUTS,2010,UKI6,2,0.049
2017,NUTS,2010,UKI6,2,0.0785
2011,NUTS,2010,UKI7,2,0.0995
2013,NUTS,2010,UKI7,2,0.1712
2015,NUTS,2010,UKI7,2,0.2176
2017,NUTS,2010,UKI7,2,0.3151
2011,NUTS,2010,UKJ,1,0.2356
2013,NUTS,2010,UKJ,1,0.3026
2015,NUTS,2010,UKJ,1,0.3139
2017,NUTS,2010,UKJ,1,0.3164
2011,NUTS,2010,UKJ1,2,0.3286
2013,NUTS,2010,UKJ1,2,0.5176
2015,NUTS,2010,UKJ1,2,0.493
2017,NUTS,2010,UKJ1,2,0.5259
2011,NUTS,2010,UKJ2,2,0.1492
2013,NUTS,2010,UKJ2,2,0.1862
2015,NUTS,2010,UKJ2,2,0.2355
2017,NUTS,2010,UKJ2,2,0.2571
2011,NUTS,2010,UKJ3,2,0.2981
2013,NUTS,2010,UKJ3,2,0.3665
2015,NUTS,2010,UKJ3,2,0.3612
2017,NUTS,2010,UKJ3,2,0.3214
2011,NUTS,2010,UKJ4,2,0.1758
2013,NUTS,2010,UKJ4,2,0.1278
2015,NUTS,2010,UKJ4,2,0.1312
2017,NUTS,2010,UKJ4,2,0.1213
2011,NUTS,2010,UKK,1,0.1034
2013,NUTS,2010,UKK,1,0.1377
2015,NUTS,2010,UKK,1,0.1596
2017,NUTS,2010,UKK,1,0.1744
2011,NUTS,2010,UKK1,2,0.184
2013,NUTS,2010,UKK1,2,0.2461
2015,NUTS,2010,UKK1,2,0.255
2017,NUTS,2010,UKK1,2,0.2775
2011,NUTS,2010,UKK2,2,0.0516
2013,NUTS,2010,UKK2,2,0.0686
2015,NUTS,2010,UKK2,2,0.098
2017,NUTS,2010,UKK2,2,0.101
2011,NUTS,2010,UKK3,2,0.0205
2013,NUTS,2010,UKK3,2,0.0234
2015,NUTS,2010,UKK3,2,0.0377
2017,NUTS,2010,UKK3,2,0.0573
2011,NUTS,2010,UKK4,2,0.0248
2013,NUTS,2010,UKK4,2,0.0339
2015,NUTS,2010,UKK4,2,0.0768
2017,NUTS,2010,UKK4,2,0.0849
2011,NUTS,2010,UKL,1,0.1127
2013,NUTS,2010,UKL,1,0.0852
2015,NUTS,2010,UKL,1,0.0961
2017,NUTS,2010,UKL,1,0.1662
2011,NUTS,2010,UKL1,2,0.0569
2013,NUTS,2010,UKL1,2,0.0306
2015,NUTS,2010,UKL1,2,0.0765
2017,NUTS,2010,UKL1,2,0.1433
2011,NUTS,2010,UKL2,2,0.2034
2013,NUTS,2010,UKL2,2,0.1708
2015,NUTS,2010,UKL2,2,0.1291
2017,NUTS,2010,UKL2,2,0.2014
2011,NUTS,2010,UKM,1,0.0768
2013,NUTS,2010,UKM,1,0.1186
2015,NUTS,2010,UKM,1,0.1153
2017,NUTS,2010,UKM,1,0.1701
2013,NUTS,2010,UKM2,2,0.0428
2015,NUTS,2010,UKM2,2,0.1702
2017,NUTS,2010,UKM2,2,0.2449
2013,NUTS,2010,UKM3,2,0.1481
2015,NUTS,2010,UKM3,2,0.0805
2017,NUTS,2010,UKM3,2,0.1129
2013,NUTS,2010,UKM5,2,0.4046
2015,NUTS,2010,UKM5,2,0.1408
2017,NUTS,2010,UKM5,2,0.2364
2013,NUTS,2010,UKM6,2,0.0531
2015,NUTS,2010,UKM6,2,0.0498
2017,NUTS,2010,UKM6,2,0.0677
2011,NUTS,2010,UKN,1,0.1121
2013,NUTS,2010,UKN,1,0.1418
2015,NUTS,2010,UKN,1,0.1637
2017,NUTS,2010,UKN,1,0.2038
2011,NUTS,2010,UKN0,2,0.1121
2013,NUTS,2010,UKN0,2,0.1418
2015,NUTS,2010,UKN0,2,0.1637
2017,NUTS,2010,UKN0,2,0.2038
