year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_hc_total_t
2018,NUTS,2010,UKF1,2,19486.0
2011,NUTS,2010,UKF2,2,4385.0
2012,NUTS,2010,UKF2,2,4159.0
2013,NUTS,2010,UKF2,2,4700.0
2014,NUTS,2010,UKF2,2,5293.0
2015,NUTS,2010,UKF2,2,5307.0
2016,NUTS,2010,UKF2,2,5906.0
2017,NUTS,2010,UKF2,2,6642.0
2018,NUTS,2010,UKF2,2,6639.0
2011,NUTS,2010,UKF3,2,748.0
2012,NUTS,2010,UKF3,2,761.0
2013,NUTS,2010,UKF3,2,850.0
2014,NUTS,2010,UKF3,2,960.0
2015,NUTS,2010,UKF3,2,969.0
2016,NUTS,2010,UKF3,2,1113.0
2017,NUTS,2010,UKF3,2,1251.0
2018,NUTS,2010,UKF3,2,1227.0
2011,NUTS,2010,UKG,1,15112.0
2012,NUTS,2010,UKG,1,17517.0
2013,NUTS,2010,UKG,1,19445.0
2014,NUTS,2010,UKG,1,24491.0
2015,NUTS,2010,UKG,1,25325.0
2016,NUTS,2010,UKG,1,24957.0
2017,NUTS,2010,UKG,1,32438.0
2018,NUTS,2010,UKG,1,36691.0
2011,NUTS,2010,UKG1,2,7474.0
2012,NUTS,2010,UKG1,2,9187.0
2013,NUTS,2010,UKG1,2,9379.0
2014,NUTS,2010,UKG1,2,12053.0
2015,NUTS,2010,UKG1,2,12333.0
2016,NUTS,2010,UKG1,2,11560.0
2017,NUTS,2010,UKG1,2,17285.0
2018,NUTS,2010,UKG1,2,20263.0
2011,NUTS,2010,UKG2,2,2569.0
2012,NUTS,2010,UKG2,2,2454.0
2013,NUTS,2010,UKG2,2,2780.0
2014,NUTS,2010,UKG2,2,3260.0
2015,NUTS,2010,UKG2,2,3478.0
2016,NUTS,2010,UKG2,2,3427.0
2017,NUTS,2010,UKG2,2,4289.0
2018,NUTS,2010,UKG2,2,5021.0
2011,NUTS,2010,UKG3,2,5069.0
2012,NUTS,2010,UKG3,2,5877.0
2013,NUTS,2010,UKG3,2,7285.0
2014,NUTS,2010,UKG3,2,9177.0
2015,NUTS,2010,UKG3,2,9513.0
2016,NUTS,2010,UKG3,2,9970.0
2017,NUTS,2010,UKG3,2,10864.0
2018,NUTS,2010,UKG3,2,11407.0
2011,NUTS,2010,UKH,1,36800.0
2012,NUTS,2010,UKH,1,33791.0
2013,NUTS,2010,UKH,1,38522.0
2014,NUTS,2010,UKH,1,40637.0
2015,NUTS,2010,UKH,1,44062.0
2016,NUTS,2010,UKH,1,45761.0
2017,NUTS,2010,UKH,1,49768.0
2018,NUTS,2010,UKH,1,52308.0
2011,NUTS,2010,UKH1,2,17774.0
2012,NUTS,2010,UKH1,2,16960.0
2013,NUTS,2010,UKH1,2,18357.0
2014,NUTS,2010,UKH1,2,20504.0
2015,NUTS,2010,UKH1,2,22636.0
2016,NUTS,2010,UKH1,2,23274.0
2017,NUTS,2010,UKH1,2,26668.0
2018,NUTS,2010,UKH1,2,29681.0
2011,NUTS,2010,UKH2,2,10581.0
2012,NUTS,2010,UKH2,2,10364.0
2013,NUTS,2010,UKH2,2,13607.0
2014,NUTS,2010,UKH2,2,13114.0
2015,NUTS,2010,UKH2,2,14193.0
2016,NUTS,2010,UKH2,2,14960.0
2017,NUTS,2010,UKH2,2,15714.0
2018,NUTS,2010,UKH2,2,15600.0
2011,NUTS,2010,UKH3,2,8445.0
2012,NUTS,2010,UKH3,2,6468.0
2013,NUTS,2010,UKH3,2,6558.0
2014,NUTS,2010,UKH3,2,7019.0
2015,NUTS,2010,UKH3,2,7233.0
2016,NUTS,2010,UKH3,2,7527.0
2017,NUTS,2010,UKH3,2,7387.0
2018,NUTS,2010,UKH3,2,7027.0
2011,NUTS,2010,UKI,1,15564.0
2012,NUTS,2010,UKI,1,18058.0
2013,NUTS,2010,UKI,1,20357.0
2014,NUTS,2010,UKI,1,26846.0
2015,NUTS,2010,UKI,1,29242.0
2016,NUTS,2010,UKI,1,31340.0
2017,NUTS,2010,UKI,1,40556.0
2018,NUTS,2010,UKI,1,42243.0
2011,NUTS,2010,UKI3,2,7027.0
2012,NUTS,2010,UKI3,2,7137.0
2013,NUTS,2010,UKI3,2,9171.0
2014,NUTS,2010,UKI3,2,11708.0
2015,NUTS,2010,UKI3,2,12778.0
2016,NUTS,2010,UKI3,2,14921.0
2017,NUTS,2010,UKI3,2,19383.0
2018,NUTS,2010,UKI3,2,21868.0
2011,NUTS,2010,UKI4,2,2585.0
2012,NUTS,2010,UKI4,2,2355.0
2013,NUTS,2010,UKI4,2,3962.0
2014,NUTS,2010,UKI4,2,5829.0
2015,NUTS,2010,UKI4,2,5481.0
2016,NUTS,2010,UKI4,2,5565.0
2017,NUTS,2010,UKI4,2,7002.0
2018,NUTS,2010,UKI4,2,8297.0
2011,NUTS,2010,UKI5,2,750.0
2012,NUTS,2010,UKI5,2,788.0
2013,NUTS,2010,UKI5,2,860.0
2014,NUTS,2010,UKI5,2,967.0
2015,NUTS,2010,UKI5,2,1163.0
2016,NUTS,2010,UKI5,2,1166.0
2017,NUTS,2010,UKI5,2,1155.0
2018,NUTS,2010,UKI5,2,1542.0
2011,NUTS,2010,UKI6,2,1681.0
2012,NUTS,2010,UKI6,2,1380.0
2013,NUTS,2010,UKI6,2,1104.0
2014,NUTS,2010,UKI6,2,1722.0
2015,NUTS,2010,UKI6,2,1271.0
2016,NUTS,2010,UKI6,2,1505.0
2017,NUTS,2010,UKI6,2,1929.0
2018,NUTS,2010,UKI6,2,1658.0
2011,NUTS,2010,UKI7,2,3522.0
2012,NUTS,2010,UKI7,2,6398.0
2013,NUTS,2010,UKI7,2,5260.0
2014,NUTS,2010,UKI7,2,6621.0
2015,NUTS,2010,UKI7,2,8549.0
2016,NUTS,2010,UKI7,2,8184.0
2017,NUTS,2010,UKI7,2,11088.0
2018,NUTS,2010,UKI7,2,8878.0
2011,NUTS,2010,UKJ,1,41894.0
2012,NUTS,2010,UKJ,1,45678.0
2013,NUTS,2010,UKJ,1,49782.0
2014,NUTS,2010,UKJ,1,53283.0
2015,NUTS,2010,UKJ,1,54827.0
2016,NUTS,2010,UKJ,1,58112.0
2017,NUTS,2010,UKJ,1,60397.0
2018,NUTS,2010,UKJ,1,66319.0
2011,NUTS,2010,UKJ1,2,17814.0
2012,NUTS,2010,UKJ1,2,21222.0
2013,NUTS,2010,UKJ1,2,23977.0
2014,NUTS,2010,UKJ1,2,26535.0
2015,NUTS,2010,UKJ1,2,26565.0
2016,NUTS,2010,UKJ1,2,29705.0
2017,NUTS,2010,UKJ1,2,30500.0
2018,NUTS,2010,UKJ1,2,34380.0
2011,NUTS,2010,UKJ2,2,9100.0
2012,NUTS,2010,UKJ2,2,10304.0
2013,NUTS,2010,UKJ2,2,10991.0
2014,NUTS,2010,UKJ2,2,11533.0
2015,NUTS,2010,UKJ2,2,12234.0
2016,NUTS,2010,UKJ2,2,12682.0
2017,NUTS,2010,UKJ2,2,13853.0
2018,NUTS,2010,UKJ2,2,14495.0
2011,NUTS,2010,UKJ3,2,10125.0
2012,NUTS,2010,UKJ3,2,10115.0
2013,NUTS,2010,UKJ3,2,11151.0
2014,NUTS,2010,UKJ3,2,11274.0
2015,NUTS,2010,UKJ3,2,11834.0
2016,NUTS,2010,UKJ3,2,11444.0
2017,NUTS,2010,UKJ3,2,11209.0
2018,NUTS,2010,UKJ3,2,12292.0
2011,NUTS,2010,UKJ4,2,4855.0
2012,NUTS,2010,UKJ4,2,4037.0
2013,NUTS,2010,UKJ4,2,3664.0
2014,NUTS,2010,UKJ4,2,3941.0
2015,NUTS,2010,UKJ4,2,4193.0
2016,NUTS,2010,UKJ4,2,4281.0
2017,NUTS,2010,UKJ4,2,4835.0
2018,NUTS,2010,UKJ4,2,5152.0
2011,NUTS,2010,UKK,1,17580.0
2012,NUTS,2010,UKK,1,18551.0
2013,NUTS,2010,UKK,1,19731.0
2014,NUTS,2010,UKK,1,21433.0
2015,NUTS,2010,UKK,1,22655.0
2016,NUTS,2010,UKK,1,23895.0
2017,NUTS,2010,UKK,1,27318.0
2018,NUTS,2010,UKK,1,29246.0
2011,NUTS,2010,UKK1,2,13505.0
2012,NUTS,2010,UKK1,2,14420.0
2013,NUTS,2010,UKK1,2,15387.0
2014,NUTS,2010,UKK1,2,15623.0
2015,NUTS,2010,UKK1,2,16145.0
2016,NUTS,2010,UKK1,2,17220.0
2017,NUTS,2010,UKK1,2,19279.0
2018,NUTS,2010,UKK1,2,21002.0
2011,NUTS,2010,UKK2,2,2706.0
2012,NUTS,2010,UKK2,2,2786.0
2013,NUTS,2010,UKK2,2,2888.0
2014,NUTS,2010,UKK2,2,3359.0
2015,NUTS,2010,UKK2,2,3680.0
2016,NUTS,2010,UKK2,2,3751.0
2017,NUTS,2010,UKK2,2,4278.0
2018,NUTS,2010,UKK2,2,4373.0
2011,NUTS,2010,UKK3,2,450.0
2012,NUTS,2010,UKK3,2,456.0
2013,NUTS,2010,UKK3,2,428.0
2014,NUTS,2010,UKK3,2,515.0
2015,NUTS,2010,UKK3,2,665.0
2016,NUTS,2010,UKK3,2,666.0
2017,NUTS,2010,UKK3,2,880.0
2018,NUTS,2010,UKK3,2,774.0
2011,NUTS,2010,UKK4,2,919.0
2012,NUTS,2010,UKK4,2,888.0
2013,NUTS,2010,UKK4,2,1028.0
2014,NUTS,2010,UKK4,2,1935.0
2015,NUTS,2010,UKK4,2,2165.0
2016,NUTS,2010,UKK4,2,2257.0
2017,NUTS,2010,UKK4,2,2881.0
2018,NUTS,2010,UKK4,2,3097.0
2011,NUTS,2010,UKL,1,6287.0
2012,NUTS,2010,UKL,1,4627.0
2013,NUTS,2010,UKL,1,6066.0
2014,NUTS,2010,UKL,1,7199.0
2015,NUTS,2010,UKL,1,7426.0
2016,NUTS,2010,UKL,1,8141.0
2017,NUTS,2010,UKL,1,10274.0
2018,NUTS,2010,UKL,1,11396.0
2011,NUTS,2010,UKL1,2,2028.0
2012,NUTS,2010,UKL1,2,1179.0
2013,NUTS,2010,UKL1,2,1577.0
2014,NUTS,2010,UKL1,2,3927.0
2015,NUTS,2010,UKL1,2,3975.0
2016,NUTS,2010,UKL1,2,4140.0
2017,NUTS,2010,UKL1,2,5422.0
2018,NUTS,2010,UKL1,2,6045.0
2011,NUTS,2010,UKL2,2,4259.0
2012,NUTS,2010,UKL2,2,3448.0
2013,NUTS,2010,UKL2,2,4489.0
2014,NUTS,2010,UKL2,2,3272.0
2015,NUTS,2010,UKL2,2,3451.0
2016,NUTS,2010,UKL2,2,4001.0
2017,NUTS,2010,UKL2,2,4852.0
2018,NUTS,2010,UKL2,2,5351.0
2011,NUTS,2010,UKM,1,10511.0
2012,NUTS,2010,UKM,1,11087.0
2013,NUTS,2010,UKM,1,13267.0
2014,NUTS,2010,UKM,1,14193.0
2015,NUTS,2010,UKM,1,15481.0
2016,NUTS,2010,UKM,1,18778.0
2017,NUTS,2010,UKM,1,21677.0
2018,NUTS,2010,UKM,1,23078.0
2011,NUTS,2010,UKM2,2,1317.0
2012,NUTS,2010,UKM2,2,1557.0
2013,NUTS,2010,UKM2,2,1602.0
2014,NUTS,2010,UKM2,2,2465.0
2015,NUTS,2010,UKM2,2,8294.0
2016,NUTS,2010,UKM2,2,9389.0
2017,NUTS,2010,UKM2,2,11358.0
2011,NUTS,2010,UKM3,2,5284.0
2012,NUTS,2010,UKM3,2,5433.0
2013,NUTS,2010,UKM3,2,6568.0
2014,NUTS,2010,UKM3,2,7095.0
2015,NUTS,2010,UKM3,2,4744.0
2016,NUTS,2010,UKM3,2,5646.0
2017,NUTS,2010,UKM3,2,6481.0
2011,NUTS,2010,UKM5,2,3446.0
2012,NUTS,2010,UKM5,2,3650.0
2013,NUTS,2010,UKM5,2,4629.0
2014,NUTS,2010,UKM5,2,4208.0
2015,NUTS,2010,UKM5,2,1978.0
2016,NUTS,2010,UKM5,2,3249.0
2017,NUTS,2010,UKM5,2,3149.0
2018,NUTS,2010,UKM5,2,3338.0
2011,NUTS,2010,UKM6,2,464.0
2012,NUTS,2010,UKM6,2,446.0
2013,NUTS,2010,UKM6,2,469.0
2014,NUTS,2010,UKM6,2,426.0
2015,NUTS,2010,UKM6,2,465.0
2016,NUTS,2010,UKM6,2,494.0
2017,NUTS,2010,UKM6,2,689.0
2018,NUTS,2010,UKM6,2,628.0
2014,NUTS,2010,UKM7,2,2465.0
2015,NUTS,2010,UKM7,2,8294.0
2016,NUTS,2010,UKM7,2,9389.0
2017,NUTS,2010,UKM7,2,11358.0
2018,NUTS,2010,UKM7,2,12613.0
2014,NUTS,2010,UKM8,2,5256.0
2015,NUTS,2010,UKM8,2,3515.0
2016,NUTS,2010,UKM8,2,4183.0
2017,NUTS,2010,UKM8,2,4802.0
2018,NUTS,2010,UKM8,2,4815.0
2014,NUTS,2010,UKM9,2,1838.0
2015,NUTS,2010,UKM9,2,1229.0
2016,NUTS,2010,UKM9,2,1463.0
2017,NUTS,2010,UKM9,2,1679.0
2018,NUTS,2010,UKM9,2,1684.0
2011,NUTS,2010,UKN,1,5388.0
2012,NUTS,2010,UKN,1,6357.0
2013,NUTS,2010,UKN,1,6717.0
2014,NUTS,2010,UKN,1,8155.0
2015,NUTS,2010,UKN,1,9218.0
2016,NUTS,2010,UKN,1,10871.0
2017,NUTS,2010,UKN,1,10288.0
2018,NUTS,2010,UKN,1,11250.0
2011,NUTS,2010,UKN0,2,5388.0
2012,NUTS,2010,UKN0,2,6357.0
2013,NUTS,2010,UKN0,2,6717.0
2014,NUTS,2010,UKN0,2,8155.0
2015,NUTS,2010,UKN0,2,9218.0
2016,NUTS,2010,UKN0,2,10871.0
2017,NUTS,2010,UKN0,2,10288.0
2018,NUTS,2010,UKN0,2,11250.0
2011,NUTS,2010,US,0,1471000.0
2012,NUTS,2010,US,0,1469000.0
2013,NUTS,2010,US,0,1495000.0
2014,NUTS,2010,US,0,1514000.0
2015,NUTS,2010,US,0,1543000.0
