year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_ths_se
2018,NUTS,2010,ITH4,2,20.8
2019,NUTS,2010,ITH4,2,19.9
2020,NUTS,2010,ITH4,2,20.1
2011,NUTS,2010,ITH5,2,81.9
2012,NUTS,2010,ITH5,2,91.0
2013,NUTS,2010,ITH5,2,85.5
2014,NUTS,2010,ITH5,2,87.1
2015,NUTS,2010,ITH5,2,89.9
2016,NUTS,2010,ITH5,2,101.5
2017,NUTS,2010,ITH5,2,93.0
2018,NUTS,2010,ITH5,2,99.2
2019,NUTS,2010,ITH5,2,103.3
2020,NUTS,2010,ITH5,2,106.9
2011,NUTS,2010,ITI,1,217.9
2012,NUTS,2010,ITI,1,214.8
2013,NUTS,2010,ITI,1,213.1
2014,NUTS,2010,ITI,1,252.8
2015,NUTS,2010,ITI,1,244.1
2016,NUTS,2010,ITI,1,239.5
2017,NUTS,2010,ITI,1,266.0
2018,NUTS,2010,ITI,1,283.5
2019,NUTS,2010,ITI,1,292.4
2020,NUTS,2010,ITI,1,284.3
2011,NUTS,2010,ITI1,2,65.8
2012,NUTS,2010,ITI1,2,68.5
2013,NUTS,2010,ITI1,2,63.2
2014,NUTS,2010,ITI1,2,71.4
2015,NUTS,2010,ITI1,2,69.3
2016,NUTS,2010,ITI1,2,66.7
2017,NUTS,2010,ITI1,2,78.4
2018,NUTS,2010,ITI1,2,84.1
2019,NUTS,2010,ITI1,2,80.0
2020,NUTS,2010,ITI1,2,81.7
2011,NUTS,2010,ITI2,2,16.2
2012,NUTS,2010,ITI2,2,14.3
2013,NUTS,2010,ITI2,2,14.7
2014,NUTS,2010,ITI2,2,15.5
2015,NUTS,2010,ITI2,2,16.2
2016,NUTS,2010,ITI2,2,14.9
2017,NUTS,2010,ITI2,2,16.7
2018,NUTS,2010,ITI2,2,18.8
2019,NUTS,2010,ITI2,2,17.7
2020,NUTS,2010,ITI2,2,16.2
2011,NUTS,2010,ITI3,2,19.7
2012,NUTS,2010,ITI3,2,22.5
2013,NUTS,2010,ITI3,2,23.0
2014,NUTS,2010,ITI3,2,22.7
2015,NUTS,2010,ITI3,2,20.6
2016,NUTS,2010,ITI3,2,22.5
2017,NUTS,2010,ITI3,2,26.4
2018,NUTS,2010,ITI3,2,26.5
2019,NUTS,2010,ITI3,2,28.0
2020,NUTS,2010,ITI3,2,29.4
2011,NUTS,2010,ITI4,2,116.1
2012,NUTS,2010,ITI4,2,109.6
2013,NUTS,2010,ITI4,2,112.2
2014,NUTS,2010,ITI4,2,143.2
2015,NUTS,2010,ITI4,2,138.1
2016,NUTS,2010,ITI4,2,135.4
2017,NUTS,2010,ITI4,2,144.5
2018,NUTS,2010,ITI4,2,154.0
2019,NUTS,2010,ITI4,2,166.6
2020,NUTS,2010,ITI4,2,157.1
2011,NUTS,2010,LT,0,83.6
2012,NUTS,2010,LT,0,82.9
2013,NUTS,2010,LT,0,88.5
2014,NUTS,2010,LT,0,95.2
2015,NUTS,2010,LT,0,98.2
2016,NUTS,2010,LT,0,99.8
2017,NUTS,2010,LT,0,101.7
2018,NUTS,2010,LT,0,106.2
2019,NUTS,2010,LT,0,111.9
2020,NUTS,2010,LT,0,111.7
2011,NUTS,2010,LT0,1,83.6
2012,NUTS,2010,LT0,1,82.9
2013,NUTS,2010,LT0,1,88.5
2014,NUTS,2010,LT0,1,95.2
2015,NUTS,2010,LT0,1,98.2
2016,NUTS,2010,LT0,1,99.8
2017,NUTS,2010,LT0,1,101.7
2018,NUTS,2010,LT0,1,106.2
2019,NUTS,2010,LT0,1,111.9
2020,NUTS,2010,LT0,1,111.7
2011,NUTS,2010,LT00,2,83.6
2012,NUTS,2010,LT00,2,82.9
2013,NUTS,2010,LT01,2,33.3
2014,NUTS,2010,LT01,2,34.6
2015,NUTS,2010,LT01,2,36.4
2016,NUTS,2010,LT01,2,36.7
2017,NUTS,2010,LT01,2,37.9
2018,NUTS,2010,LT01,2,40.9
2019,NUTS,2010,LT01,2,46.2
2020,NUTS,2010,LT01,2,50.2
2013,NUTS,2010,LT02,2,55.2
2014,NUTS,2010,LT02,2,60.7
2015,NUTS,2010,LT02,2,61.8
2016,NUTS,2010,LT02,2,63.1
2017,NUTS,2010,LT02,2,63.8
2018,NUTS,2010,LT02,2,65.3
2019,NUTS,2010,LT02,2,65.7
2020,NUTS,2010,LT02,2,61.6
2011,NUTS,2010,LU,0,18.1
2012,NUTS,2010,LU,0,20.0
2013,NUTS,2010,LU,0,21.4
2014,NUTS,2010,LU,0,25.3
2015,NUTS,2010,LU,0,22.7
2016,NUTS,2010,LU,0,23.8
2017,NUTS,2010,LU,0,25.5
2018,NUTS,2010,LU,0,27.2
2019,NUTS,2010,LU,0,31.1
2020,NUTS,2010,LU,0,32.0
2011,NUTS,2010,LU0,1,18.1
2012,NUTS,2010,LU0,1,20.0
2013,NUTS,2010,LU0,1,21.4
2014,NUTS,2010,LU0,1,25.3
2015,NUTS,2010,LU0,1,22.7
2016,NUTS,2010,LU0,1,23.8
2017,NUTS,2010,LU0,1,25.5
2018,NUTS,2010,LU0,1,27.2
2019,NUTS,2010,LU0,1,31.1
2020,NUTS,2010,LU0,1,32.0
2011,NUTS,2010,LU00,2,18.1
2012,NUTS,2010,LU00,2,20.0
2013,NUTS,2010,LU00,2,21.4
2014,NUTS,2010,LU00,2,25.3
2015,NUTS,2010,LU00,2,22.7
2016,NUTS,2010,LU00,2,23.8
2017,NUTS,2010,LU00,2,25.5
2018,NUTS,2010,LU00,2,27.2
2019,NUTS,2010,LU00,2,31.1
2020,NUTS,2010,LU00,2,32.0
2011,NUTS,2010,LV,0,49.7
2012,NUTS,2010,LV,0,47.0
2013,NUTS,2010,LV,0,46.8
2014,NUTS,2010,LV,0,48.9
2015,NUTS,2010,LV,0,48.5
2016,NUTS,2010,LV,0,50.0
2017,NUTS,2010,LV,0,51.8
2018,NUTS,2010,LV,0,51.4
2019,NUTS,2010,LV,0,53.5
2020,NUTS,2010,LV,0,60.2
2011,NUTS,2010,LV0,1,49.7
2012,NUTS,2010,LV0,1,47.0
2013,NUTS,2010,LV0,1,46.8
2014,NUTS,2010,LV0,1,48.9
2015,NUTS,2010,LV0,1,48.5
2016,NUTS,2010,LV0,1,50.0
2017,NUTS,2010,LV0,1,51.8
2018,NUTS,2010,LV0,1,51.4
2019,NUTS,2010,LV0,1,53.5
2020,NUTS,2010,LV0,1,60.2
2011,NUTS,2010,LV00,2,49.7
2012,NUTS,2010,LV00,2,47.0
2013,NUTS,2010,LV00,2,46.8
2014,NUTS,2010,LV00,2,48.9
2015,NUTS,2010,LV00,2,48.5
2016,NUTS,2010,LV00,2,50.0
2017,NUTS,2010,LV00,2,51.8
2018,NUTS,2010,LV00,2,51.4
2019,NUTS,2010,LV00,2,53.5
2020,NUTS,2010,LV00,2,60.2
2011,NUTS,2010,ME,0,7.6
2012,NUTS,2010,ME,0,9.3
2013,NUTS,2010,ME,0,9.7
2014,NUTS,2010,ME,0,10.9
2015,NUTS,2010,ME,0,11.0
2016,NUTS,2010,ME,0,12.6
2017,NUTS,2010,ME,0,11.7
2018,NUTS,2010,ME,0,11.0
2019,NUTS,2010,ME,0,11.6
2020,NUTS,2010,ME,0,11.1
2011,NUTS,2010,ME0,1,7.6
2012,NUTS,2010,ME0,1,9.3
2013,NUTS,2010,ME0,1,9.7
2014,NUTS,2010,ME0,1,10.9
2015,NUTS,2010,ME0,1,11.0
2016,NUTS,2010,ME0,1,12.6
2017,NUTS,2010,ME0,1,11.7
2018,NUTS,2010,ME0,1,11.0
2019,NUTS,2010,ME0,1,11.6
2020,NUTS,2010,ME0,1,11.1
2011,NUTS,2010,ME00,2,7.6
2012,NUTS,2010,ME00,2,9.3
2013,NUTS,2010,ME00,2,9.7
2014,NUTS,2010,ME00,2,10.9
2015,NUTS,2010,ME00,2,11.0
2016,NUTS,2010,ME00,2,12.6
2017,NUTS,2010,ME00,2,11.7
2018,NUTS,2010,ME00,2,11.0
2019,NUTS,2010,ME00,2,11.6
2020,NUTS,2010,ME00,2,11.1
2011,NUTS,2010,MK,0,25.8
2012,NUTS,2010,MK,0,27.0
2013,NUTS,2010,MK,0,26.0
2014,NUTS,2010,MK,0,28.2
2015,NUTS,2010,MK,0,31.4
2016,NUTS,2010,MK,0,35.6
2017,NUTS,2010,MK,0,35.8
2018,NUTS,2010,MK,0,35.0
2019,NUTS,2010,MK,0,37.1
2020,NUTS,2010,MK,0,40.0
2011,NUTS,2010,MK0,1,25.8
2012,NUTS,2010,MK0,1,27.0
2013,NUTS,2010,MK0,1,26.0
2014,NUTS,2010,MK0,1,28.2
2015,NUTS,2010,MK0,1,31.4
2016,NUTS,2010,MK0,1,35.6
2017,NUTS,2010,MK0,1,35.8
2018,NUTS,2010,MK0,1,35.0
2019,NUTS,2010,MK0,1,37.1
2020,NUTS,2010,MK0,1,40.0
2011,NUTS,2010,MK00,2,25.8
2012,NUTS,2010,MK00,2,27.0
2013,NUTS,2010,MK00,2,26.0
2014,NUTS,2010,MK00,2,28.2
2015,NUTS,2010,MK00,2,31.4
2016,NUTS,2010,MK00,2,35.6
2017,NUTS,2010,MK00,2,35.8
2018,NUTS,2010,MK00,2,35.0
2019,NUTS,2010,MK00,2,37.1
2020,NUTS,2010,MK00,2,40.0
2011,NUTS,2010,MT,0,8.6
2012,NUTS,2010,MT,0,10.3
2013,NUTS,2010,MT,0,11.0
2014,NUTS,2010,MT,0,10.9
2015,NUTS,2010,MT,0,11.6
2016,NUTS,2010,MT,0,13.6
2017,NUTS,2010,MT,0,15.5
2018,NUTS,2010,MT,0,17.8
2019,NUTS,2010,MT,0,21.9
2020,NUTS,2010,MT,0,22.0
2011,NUTS,2010,MT0,1,8.6
2012,NUTS,2010,MT0,1,10.3
2013,NUTS,2010,MT0,1,11.0
2014,NUTS,2010,MT0,1,10.9
2015,NUTS,2010,MT0,1,11.6
2016,NUTS,2010,MT0,1,13.6
2017,NUTS,2010,MT0,1,15.5
2018,NUTS,2010,MT0,1,17.8
2019,NUTS,2010,MT0,1,21.9
2020,NUTS,2010,MT0,1,22.0
2011,NUTS,2010,MT00,2,8.6
2012,NUTS,2010,MT00,2,10.3
2013,NUTS,2010,MT00,2,11.0
2014,NUTS,2010,MT00,2,10.9
2015,NUTS,2010,MT00,2,11.6
2016,NUTS,2010,MT00,2,13.6
2017,NUTS,2010,MT00,2,15.5
2018,NUTS,2010,MT00,2,17.8
2019,NUTS,2010,MT00,2,21.9
2020,NUTS,2010,MT00,2,22.0
2011,NUTS,2010,NL,0,687.7
2012,NUTS,2010,NL,0,710.7
2013,NUTS,2010,NL,0,752.7
2014,NUTS,2010,NL,0,762.0
2015,NUTS,2010,NL,0,789.5
2016,NUTS,2010,NL,0,807.0
2017,NUTS,2010,NL,0,828.5
2018,NUTS,2010,NL,0,890.3
2019,NUTS,2010,NL,0,957.1
2020,NUTS,2010,NL,0,988.4
2011,NUTS,2010,NL1,1,58.3
2012,NUTS,2010,NL1,1,58.1
2013,NUTS,2010,NL1,1,64.2
2014,NUTS,2010,NL1,1,63.4
2015,NUTS,2010,NL1,1,61.8
2016,NUTS,2010,NL1,1,68.4
2017,NUTS,2010,NL1,1,68.2
2018,NUTS,2010,NL1,1,75.1
2019,NUTS,2010,NL1,1,74.8
2020,NUTS,2010,NL1,1,74.6
2011,NUTS,2010,NL11,2,23.8
2012,NUTS,2010,NL11,2,22.0
2013,NUTS,2010,NL11,2,26.0
2014,NUTS,2010,NL11,2,25.2
2015,NUTS,2010,NL11,2,25.2
2016,NUTS,2010,NL11,2,29.6
2017,NUTS,2010,NL11,2,28.3
2018,NUTS,2010,NL11,2,29.3
2019,NUTS,2010,NL11,2,28.3
2020,NUTS,2010,NL11,2,28.7
2011,NUTS,2010,NL12,2,20.7
2012,NUTS,2010,NL12,2,21.0
2013,NUTS,2010,NL12,2,22.0
2014,NUTS,2010,NL12,2,21.5
2015,NUTS,2010,NL12,2,19.6
2016,NUTS,2010,NL12,2,21.0
2017,NUTS,2010,NL12,2,22.3
2018,NUTS,2010,NL12,2,27.3
2019,NUTS,2010,NL12,2,27.1
2020,NUTS,2010,NL12,2,25.2
2011,NUTS,2010,NL13,2,13.7
2012,NUTS,2010,NL13,2,15.2
2013,NUTS,2010,NL13,2,16.2
2014,NUTS,2010,NL13,2,16.7
2015,NUTS,2010,NL13,2,17.0
2016,NUTS,2010,NL13,2,17.8
2017,NUTS,2010,NL13,2,17.5
2018,NUTS,2010,NL13,2,18.5
2019,NUTS,2010,NL13,2,19.4
2020,NUTS,2010,NL13,2,20.7
2011,NUTS,2010,NL2,1,141.9
2012,NUTS,2010,NL2,1,142.7
2013,NUTS,2010,NL2,1,154.8
2014,NUTS,2010,NL2,1,149.5
2015,NUTS,2010,NL2,1,160.1
2016,NUTS,2010,NL2,1,148.5
2017,NUTS,2010,NL2,1,161.3
2018,NUTS,2010,NL2,1,180.9
2019,NUTS,2010,NL2,1,192.9
2020,NUTS,2010,NL2,1,202.2
2011,NUTS,2010,NL21,2,44.2
2012,NUTS,2010,NL21,2,42.6
2013,NUTS,2010,NL21,2,48.0
2014,NUTS,2010,NL21,2,48.3
2015,NUTS,2010,NL21,2,48.8
2016,NUTS,2010,NL21,2,43.7
2017,NUTS,2010,NL21,2,47.1
2018,NUTS,2010,NL21,2,59.0
2019,NUTS,2010,NL21,2,61.5
2020,NUTS,2010,NL21,2,65.7
2011,NUTS,2010,NL22,2,81.4
2012,NUTS,2010,NL22,2,84.5
2013,NUTS,2010,NL22,2,92.0
2014,NUTS,2010,NL22,2,87.8
2015,NUTS,2010,NL22,2,96.0
2016,NUTS,2010,NL22,2,88.8
2017,NUTS,2010,NL22,2,97.0
2018,NUTS,2010,NL22,2,103.1
2019,NUTS,2010,NL22,2,108.3
2020,NUTS,2010,NL22,2,113.6
2011,NUTS,2010,NL23,2,16.3
2012,NUTS,2010,NL23,2,15.6
2013,NUTS,2010,NL23,2,14.9
2014,NUTS,2010,NL23,2,13.4
2015,NUTS,2010,NL23,2,15.3
2016,NUTS,2010,NL23,2,16.0
2017,NUTS,2010,NL23,2,17.2
2018,NUTS,2010,NL23,2,18.8
2019,NUTS,2010,NL23,2,23.2
2020,NUTS,2010,NL23,2,23.0
2011,NUTS,2010,NL3,1,357.2
2012,NUTS,2010,NL3,1,371.9
2013,NUTS,2010,NL3,1,386.2
2014,NUTS,2010,NL3,1,397.6
2015,NUTS,2010,NL3,1,403.8
2016,NUTS,2010,NL3,1,421.7
2017,NUTS,2010,NL3,1,432.4
2018,NUTS,2010,NL3,1,451.4
2019,NUTS,2010,NL3,1,487.1
2020,NUTS,2010,NL3,1,511.3
2011,NUTS,2010,NL31,2,70.7
2012,NUTS,2010,NL31,2,75.5
2013,NUTS,2010,NL31,2,79.5
2014,NUTS,2010,NL31,2,77.8
2015,NUTS,2010,NL31,2,77.7
2016,NUTS,2010,NL31,2,77.9
2017,NUTS,2010,NL31,2,82.4
2018,NUTS,2010,NL31,2,88.3
2019,NUTS,2010,NL31,2,93.1
2020,NUTS,2010,NL31,2,98.3
2011,NUTS,2010,NL32,2,122.4
2012,NUTS,2010,NL32,2,126.6
2013,NUTS,2010,NL32,2,131.3
2014,NUTS,2010,NL32,2,142.2
2015,NUTS,2010,NL32,2,141.2
2016,NUTS,2010,NL32,2,152.2
2017,NUTS,2010,NL32,2,150.4
2018,NUTS,2010,NL32,2,160.7
2019,NUTS,2010,NL32,2,176.9
2020,NUTS,2010,NL32,2,177.1
2011,NUTS,2010,NL33,2,153.5
2012,NUTS,2010,NL33,2,159.5
2013,NUTS,2010,NL33,2,163.9
2014,NUTS,2010,NL33,2,166.8
2015,NUTS,2010,NL33,2,172.1
2016,NUTS,2010,NL33,2,178.8
2017,NUTS,2010,NL33,2,187.3
2018,NUTS,2010,NL33,2,190.2
2019,NUTS,2010,NL33,2,202.8
2020,NUTS,2010,NL33,2,219.3
2011,NUTS,2010,NL34,2,10.6
2012,NUTS,2010,NL34,2,10.3
2013,NUTS,2010,NL34,2,11.5
2014,NUTS,2010,NL34,2,10.7
2015,NUTS,2010,NL34,2,12.7
2016,NUTS,2010,NL34,2,12.7
2017,NUTS,2010,NL34,2,12.3
2018,NUTS,2010,NL34,2,12.2
2019,NUTS,2010,NL34,2,14.2
2020,NUTS,2010,NL34,2,16.5
2011,NUTS,2010,NL4,1,130.3
2012,NUTS,2010,NL4,1,138.0
2013,NUTS,2010,NL4,1,147.5
2014,NUTS,2010,NL4,1,151.5
2015,NUTS,2010,NL4,1,163.7
2016,NUTS,2010,NL4,1,168.5
2017,NUTS,2010,NL4,1,166.6
2018,NUTS,2010,NL4,1,182.9
2019,NUTS,2010,NL4,1,202.2
2020,NUTS,2010,NL4,1,200.3
2011,NUTS,2010,NL41,2,94.8
2012,NUTS,2010,NL41,2,97.5
2013,NUTS,2010,NL41,2,107.7
2014,NUTS,2010,NL41,2,109.9
2015,NUTS,2010,NL41,2,115.8
2016,NUTS,2010,NL41,2,120.2
2017,NUTS,2010,NL41,2,119.9
2018,NUTS,2010,NL41,2,130.6
2019,NUTS,2010,NL41,2,143.9
2020,NUTS,2010,NL41,2,149.6
2011,NUTS,2010,NL42,2,35.5
2012,NUTS,2010,NL42,2,40.6
2013,NUTS,2010,NL42,2,39.8
2014,NUTS,2010,NL42,2,41.6
2015,NUTS,2010,NL42,2,48.0
2016,NUTS,2010,NL42,2,48.3
2017,NUTS,2010,NL42,2,46.8
2018,NUTS,2010,NL42,2,52.3
2019,NUTS,2010,NL42,2,58.3
2020,NUTS,2010,NL42,2,50.7
2011,NUTS,2010,NO,0,175.2
2012,NUTS,2010,NO,0,187.5
2013,NUTS,2010,NO,0,198.6
2014,NUTS,2010,NO,0,274.1
2015,NUTS,2010,NO,0,286.2
2016,NUTS,2010,NO,0,296.7
2017,NUTS,2010,NO,0,308.3
2018,NUTS,2010,NO,0,315.8
2019,NUTS,2010,NO,0,326.3
2020,NUTS,2010,NO,0,329.0
2011,NUTS,2010,NO0,1,175.2
2012,NUTS,2010,NO0,1,187.5
2013,NUTS,2010,NO0,1,198.6
2014,NUTS,2010,NO0,1,274.1
2015,NUTS,2010,NO0,1,286.2
2016,NUTS,2010,NO0,1,296.7
2017,NUTS,2010,NO0,1,308.3
2018,NUTS,2010,NO0,1,315.8
2019,NUTS,2010,NO0,1,326.3
2020,NUTS,2010,NO0,1,329.0
2011,NUTS,2010,NO01,2,59.1
2012,NUTS,2010,NO01,2,65.2
2013,NUTS,2010,NO01,2,67.9
2014,NUTS,2010,NO01,2,88.1
2015,NUTS,2010,NO01,2,95.1
2016,NUTS,2010,NO01,2,95.9
2017,NUTS,2010,NO01,2,99.5
2018,NUTS,2010,NO01,2,103.2
2019,NUTS,2010,NO01,2,103.8
2020,NUTS,2010,NO01,2,102.2
2011,NUTS,2010,NO02,2,9.9
2012,NUTS,2010,NO02,2,8.2
2013,NUTS,2010,NO02,2,8.7
2014,NUTS,2010,NO02,2,14.7
2015,NUTS,2010,NO02,2,14.0
2016,NUTS,2010,NO02,2,16.8
2017,NUTS,2010,NO02,2,17.6
2018,NUTS,2010,NO02,2,18.0
2019,NUTS,2010,NO02,2,20.3
2020,NUTS,2010,NO02,2,19.1
2011,NUTS,2010,NO03,2,26.1
2012,NUTS,2010,NO03,2,31.5
2013,NUTS,2010,NO03,2,32.9
2014,NUTS,2010,NO03,2,43.1
2015,NUTS,2010,NO03,2,45.0
2016,NUTS,2010,NO03,2,49.0
2017,NUTS,2010,NO03,2,49.4
2018,NUTS,2010,NO03,2,48.2
2019,NUTS,2010,NO03,2,50.7
2020,NUTS,2010,NO03,2,50.9
2011,NUTS,2010,NO04,2,26.2
2012,NUTS,2010,NO04,2,28.0
2013,NUTS,2010,NO04,2,28.1
2014,NUTS,2010,NO04,2,36.8
2015,NUTS,2010,NO04,2,37.0
2016,NUTS,2010,NO04,2,39.4
2017,NUTS,2010,NO04,2,41.2
2018,NUTS,2010,NO04,2,41.6
2019,NUTS,2010,NO04,2,43.0
2020,NUTS,2010,NO04,2,47.7
2011,NUTS,2010,NO05,2,23.4
2012,NUTS,2010,NO05,2,25.4
2013,NUTS,2010,NO05,2,29.0
2014,NUTS,2010,NO05,2,41.9
2015,NUTS,2010,NO05,2,44.6
2016,NUTS,2010,NO05,2,45.3
2017,NUTS,2010,NO05,2,49.7
2018,NUTS,2010,NO05,2,52.5
2019,NUTS,2010,NO05,2,55.0
2020,NUTS,2010,NO05,2,54.8
2011,NUTS,2010,NO06,2,18.4
2012,NUTS,2010,NO06,2,17.4
2013,NUTS,2010,NO06,2,19.2
2014,NUTS,2010,NO06,2,27.6
2015,NUTS,2010,NO06,2,27.8
2016,NUTS,2010,NO06,2,28.3
2017,NUTS,2010,NO06,2,28.5
2018,NUTS,2010,NO06,2,27.3
2019,NUTS,2010,NO06,2,27.7
2020,NUTS,2010,NO06,2,30.2
2011,NUTS,2010,NO07,2,12.2
2012,NUTS,2010,NO07,2,11.7
2013,NUTS,2010,NO07,2,12.8
2014,NUTS,2010,NO07,2,21.9
2015,NUTS,2010,NO07,2,22.7
2016,NUTS,2010,NO07,2,22.0
2017,NUTS,2010,NO07,2,22.3
2018,NUTS,2010,NO07,2,24.9
2019,NUTS,2010,NO07,2,25.8
2020,NUTS,2010,NO07,2,24.1
2011,NUTS,2010,PL,0,991.9
2012,NUTS,2010,PL,0,1059.4
2013,NUTS,2010,PL,0,1084.1
2014,NUTS,2010,PL,0,1130.7
2015,NUTS,2010,PL,0,1140.9
2016,NUTS,2010,PL,0,1145.7
2017,NUTS,2010,PL,0,1201.9
2018,NUTS,2010,PL,0,1252.9
2019,NUTS,2010,PL,0,1302.0
2020,NUTS,2010,PL,0,1304.8
2011,NUTS,2010,PL2,1,237.4
2012,NUTS,2010,PL2,1,261.8
2013,NUTS,2010,PL2,1,254.0
2014,NUTS,2010,PL2,1,241.4
2015,NUTS,2010,PL2,1,233.7
2016,NUTS,2010,PL2,1,257.6
2017,NUTS,2010,PL2,1,273.4
2018,NUTS,2010,PL2,1,275.4
2019,NUTS,2010,PL2,1,310.7
2020,NUTS,2010,PL2,1,308.0
2011,NUTS,2010,PL21,2,88.8
2012,NUTS,2010,PL21,2,105.2
2013,NUTS,2010,PL21,2,100.7
2014,NUTS,2010,PL21,2,101.3
2015,NUTS,2010,PL21,2,100.6
2016,NUTS,2010,PL21,2,111.4
2017,NUTS,2010,PL21,2,121.3
2018,NUTS,2010,PL21,2,122.2
2019,NUTS,2010,PL21,2,141.5
2020,NUTS,2010,PL21,2,147.4
2011,NUTS,2010,PL22,2,148.6
2012,NUTS,2010,PL22,2,156.6
2013,NUTS,2010,PL22,2,153.2
2014,NUTS,2010,PL22,2,140.1
2015,NUTS,2010,PL22,2,133.2
2016,NUTS,2010,PL22,2,146.1
2017,NUTS,2010,PL22,2,152.1
2018,NUTS,2010,PL22,2,153.2
2019,NUTS,2010,PL22,2,169.2
2020,NUTS,2010,PL22,2,160.6
2011,NUTS,2010,PL4,1,120.5
2012,NUTS,2010,PL4,1,117.9
2013,NUTS,2010,PL4,1,120.6
2014,NUTS,2010,PL4,1,138.9
2015,NUTS,2010,PL4,1,141.5
2016,NUTS,2010,PL4,1,163.5
2017,NUTS,2010,PL4,1,165.0
2018,NUTS,2010,PL4,1,169.6
2019,NUTS,2010,PL4,1,160.7
2020,NUTS,2010,PL4,1,163.0
2011,NUTS,2010,PL41,2,70.4
2012,NUTS,2010,PL41,2,68.4
2013,NUTS,2010,PL41,2,65.0
2014,NUTS,2010,PL41,2,81.2
2015,NUTS,2010,PL41,2,86.7
2016,NUTS,2010,PL41,2,99.1
2017,NUTS,2010,PL41,2,96.7
2018,NUTS,2010,PL41,2,98.6
2019,NUTS,2010,PL41,2,90.4
2020,NUTS,2010,PL41,2,90.0
2011,NUTS,2010,PL42,2,30.3
2012,NUTS,2010,PL42,2,30.7
2013,NUTS,2010,PL42,2,33.9
2014,NUTS,2010,PL42,2,34.6
2015,NUTS,2010,PL42,2,32.7
2016,NUTS,2010,PL42,2,40.9
2017,NUTS,2010,PL42,2,45.4
2018,NUTS,2010,PL42,2,49.0
2019,NUTS,2010,PL42,2,45.9
2020,NUTS,2010,PL42,2,43.3
2011,NUTS,2010,PL43,2,19.8
2012,NUTS,2010,PL43,2,18.8
2013,NUTS,2010,PL43,2,21.6
2014,NUTS,2010,PL43,2,23.2
2015,NUTS,2010,PL43,2,22.1
2016,NUTS,2010,PL43,2,23.4
2017,NUTS,2010,PL43,2,23.0
2018,NUTS,2010,PL43,2,21.9
2019,NUTS,2010,PL43,2,24.4
2020,NUTS,2010,PL43,2,29.7
2011,NUTS,2010,PL5,1,95.8
2012,NUTS,2010,PL5,1,104.6
2013,NUTS,2010,PL5,1,110.9
2014,NUTS,2010,PL5,1,123.2
2015,NUTS,2010,PL5,1,112.5
2016,NUTS,2010,PL5,1,122.9
2017,NUTS,2010,PL5,1,136.9
2018,NUTS,2010,PL5,1,130.8
2019,NUTS,2010,PL5,1,132.1
2020,NUTS,2010,PL5,1,135.4
2011,NUTS,2010,PL51,2,77.7
2012,NUTS,2010,PL51,2,85.1
2013,NUTS,2010,PL51,2,91.0
2014,NUTS,2010,PL51,2,101.1
2015,NUTS,2010,PL51,2,90.5
2016,NUTS,2010,PL51,2,102.4
2017,NUTS,2010,PL51,2,115.4
2018,NUTS,2010,PL51,2,109.9
2019,NUTS,2010,PL51,2,109.3
2020,NUTS,2010,PL51,2,112.5
2011,NUTS,2010,PL52,2,18.1
2012,NUTS,2010,PL52,2,19.5
2013,NUTS,2010,PL52,2,19.8
2014,NUTS,2010,PL52,2,22.1
2015,NUTS,2010,PL52,2,22.0
2016,NUTS,2010,PL52,2,20.5
2017,NUTS,2010,PL52,2,21.5
2018,NUTS,2010,PL52,2,20.9
2019,NUTS,2010,PL52,2,22.8
2020,NUTS,2010,PL52,2,22.8
2011,NUTS,2010,PL6,1,125.8
2012,NUTS,2010,PL6,1,134.1
2013,NUTS,2010,PL6,1,146.3
2014,NUTS,2010,PL6,1,143.5
2015,NUTS,2010,PL6,1,152.6
2016,NUTS,2010,PL6,1,153.2
2017,NUTS,2010,PL6,1,167.1
2018,NUTS,2010,PL6,1,171.1
2019,NUTS,2010,PL6,1,164.2
2020,NUTS,2010,PL6,1,167.9
2011,NUTS,2010,PL61,2,40.6
2012,NUTS,2010,PL61,2,41.9
2013,NUTS,2010,PL61,2,43.1
2014,NUTS,2010,PL61,2,42.8
2015,NUTS,2010,PL61,2,45.0
2016,NUTS,2010,PL61,2,48.7
2017,NUTS,2010,PL61,2,52.4
2018,NUTS,2010,PL61,2,51.1
2019,NUTS,2010,PL61,2,49.6
2020,NUTS,2010,PL61,2,52.1
2011,NUTS,2010,PL62,2,27.9
2012,NUTS,2010,PL62,2,26.2
2013,NUTS,2010,PL62,2,29.5
2014,NUTS,2010,PL62,2,30.2
2015,NUTS,2010,PL62,2,31.7
2016,NUTS,2010,PL62,2,30.3
2017,NUTS,2010,PL62,2,29.2
2018,NUTS,2010,PL62,2,29.2
2019,NUTS,2010,PL62,2,26.2
2020,NUTS,2010,PL62,2,30.5
2011,NUTS,2010,PL63,2,57.2
2012,NUTS,2010,PL63,2,66.0
2013,NUTS,2010,PL63,2,73.7
2014,NUTS,2010,PL63,2,70.4
2015,NUTS,2010,PL63,2,76.0
2016,NUTS,2010,PL63,2,74.3
2017,NUTS,2010,PL63,2,85.4
2018,NUTS,2010,PL63,2,90.7
2019,NUTS,2010,PL63,2,88.5
2020,NUTS,2010,PL63,2,85.4
2011,NUTS,2010,PL7,1,97.3
2012,NUTS,2010,PL7,1,107.6
2013,NUTS,2010,PL7,1,116.7
2014,NUTS,2010,PL7,1,128.0
2015,NUTS,2010,PL7,1,122.1
