year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_t_pc_act_fte
2013,NUTS,2010,DEB1,2,0.0423
2014,NUTS,2010,DEB1,2,0.0398
2015,NUTS,2010,DEB1,2,0.0418
2016,NUTS,2010,DEB1,2,0.0488
2017,NUTS,2010,DEB1,2,0.0495
2018,NUTS,2010,DEB1,2,0.0534
2019,NUTS,2010,DEB1,2,0.0588
2011,NUTS,2010,DEB2,2,0.1336
2012,NUTS,2010,DEB2,2,0.135
2013,NUTS,2010,DEB2,2,0.1298
2014,NUTS,2010,DEB2,2,0.1161
2015,NUTS,2010,DEB2,2,0.1264
2016,NUTS,2010,DEB2,2,0.1363
2017,NUTS,2010,DEB2,2,0.1392
2018,NUTS,2010,DEB2,2,0.1313
2019,NUTS,2010,DEB2,2,0.131
2011,NUTS,2010,DEB3,2,0.2013
2012,NUTS,2010,DEB3,2,0.2129
2013,NUTS,2010,DEB3,2,0.2205
2014,NUTS,2010,DEB3,2,0.221
2015,NUTS,2010,DEB3,2,0.2286
2016,NUTS,2010,DEB3,2,0.2583
2017,NUTS,2010,DEB3,2,0.2531
2018,NUTS,2010,DEB3,2,0.2671
2019,NUTS,2010,DEB3,2,0.264
2011,NUTS,2010,DEC,1,0.1529
2012,NUTS,2010,DEC,1,0.1909
2013,NUTS,2010,DEC,1,0.2032
2014,NUTS,2010,DEC,1,0.21
2015,NUTS,2010,DEC,1,0.2112
2016,NUTS,2010,DEC,1,0.2151
2017,NUTS,2010,DEC,1,0.2115
2018,NUTS,2010,DEC,1,0.2144
2019,NUTS,2010,DEC,1,0.2133
2011,NUTS,2010,DEC0,2,0.1529
2012,NUTS,2010,DEC0,2,0.1909
2013,NUTS,2010,DEC0,2,0.2032
2014,NUTS,2010,DEC0,2,0.21
2015,NUTS,2010,DEC0,2,0.2112
2016,NUTS,2010,DEC0,2,0.2151
2017,NUTS,2010,DEC0,2,0.2115
2018,NUTS,2010,DEC0,2,0.2144
2019,NUTS,2010,DEC0,2,0.2133
2011,NUTS,2010,DED,1,0.2684
2012,NUTS,2010,DED,1,0.2913
2013,NUTS,2010,DED,1,0.3167
2014,NUTS,2010,DED,1,0.3105
2015,NUTS,2010,DED,1,0.2996
2016,NUTS,2010,DED,1,0.312
2017,NUTS,2010,DED,1,0.3303
2018,NUTS,2010,DED,1,0.3425
2019,NUTS,2010,DED,1,0.3364
2011,NUTS,2010,DED2,2,0.3514
2012,NUTS,2010,DED2,2,0.3776
2013,NUTS,2010,DED2,2,0.3885
2014,NUTS,2010,DED2,2,0.2317
2015,NUTS,2010,DED2,2,0.3561
2016,NUTS,2010,DED2,2,0.3749
2017,NUTS,2010,DED2,2,0.4014
2018,NUTS,2010,DED2,2,0.4229
2019,NUTS,2010,DED2,2,0.4047
2011,NUTS,2010,DED4,2,0.211
2012,NUTS,2010,DED4,2,0.2261
2013,NUTS,2010,DED4,2,0.2458
2014,NUTS,2010,DED4,2,0.4047
2015,NUTS,2010,DED4,2,0.2422
2016,NUTS,2010,DED4,2,0.2416
2017,NUTS,2010,DED4,2,0.2537
2018,NUTS,2010,DED4,2,0.2623
2019,NUTS,2010,DED4,2,0.2598
2011,NUTS,2010,DED5,2,0.2209
2012,NUTS,2010,DED5,2,0.2503
2013,NUTS,2010,DED5,2,0.3072
2014,NUTS,2010,DED5,2,0.2982
2015,NUTS,2010,DED5,2,0.2914
2016,NUTS,2010,DED5,2,0.3142
2017,NUTS,2010,DED5,2,0.3273
2018,NUTS,2010,DED5,2,0.3286
2019,NUTS,2010,DED5,2,0.334
2011,NUTS,2010,DEE,1,0.1342
2012,NUTS,2010,DEE,1,0.1424
2013,NUTS,2010,DEE,1,0.1505
2014,NUTS,2010,DEE,1,0.1463
2015,NUTS,2010,DEE,1,0.1485
2016,NUTS,2010,DEE,1,0.1521
2017,NUTS,2010,DEE,1,0.157
2018,NUTS,2010,DEE,1,0.1662
2019,NUTS,2010,DEE,1,0.1744
2011,NUTS,2010,DEE0,2,0.1342
2012,NUTS,2010,DEE0,2,0.1424
2013,NUTS,2010,DEE0,2,0.1505
2014,NUTS,2010,DEE0,2,0.1463
2015,NUTS,2010,DEE0,2,0.1485
2016,NUTS,2010,DEE0,2,0.1521
2017,NUTS,2010,DEE0,2,0.157
2018,NUTS,2010,DEE0,2,0.1662
2019,NUTS,2010,DEE0,2,0.1744
2011,NUTS,2010,DEF,1,0.1253
2012,NUTS,2010,DEF,1,0.1312
2013,NUTS,2010,DEF,1,0.121
2014,NUTS,2010,DEF,1,0.1287
2015,NUTS,2010,DEF,1,0.1243
2016,NUTS,2010,DEF,1,0.1305
2017,NUTS,2010,DEF,1,0.13
2018,NUTS,2010,DEF,1,0.1336
2019,NUTS,2010,DEF,1,0.1344
2011,NUTS,2010,DEF0,2,0.1253
2012,NUTS,2010,DEF0,2,0.1312
2013,NUTS,2010,DEF0,2,0.121
2014,NUTS,2010,DEF0,2,0.1287
2015,NUTS,2010,DEF0,2,0.1243
2016,NUTS,2010,DEF0,2,0.1305
2017,NUTS,2010,DEF0,2,0.13
2018,NUTS,2010,DEF0,2,0.1336
2019,NUTS,2010,DEF0,2,0.1344
2011,NUTS,2010,DEG,1,0.1965
2012,NUTS,2010,DEG,1,0.2094
2013,NUTS,2010,DEG,1,0.2161
2014,NUTS,2010,DEG,1,0.2167
2015,NUTS,2010,DEG,1,0.2157
2016,NUTS,2010,DEG,1,0.2138
2017,NUTS,2010,DEG,1,0.2177
2018,NUTS,2010,DEG,1,0.2215
2019,NUTS,2010,DEG,1,0.2325
2011,NUTS,2010,DEG0,2,0.1965
2012,NUTS,2010,DEG0,2,0.2094
2013,NUTS,2010,DEG0,2,0.2161
2014,NUTS,2010,DEG0,2,0.2167
2015,NUTS,2010,DEG0,2,0.2157
2016,NUTS,2010,DEG0,2,0.2138
2017,NUTS,2010,DEG0,2,0.2177
2018,NUTS,2010,DEG0,2,0.2215
2019,NUTS,2010,DEG0,2,0.2325
2011,NUTS,2010,DK,0,0.4938
2012,NUTS,2010,DK,0,0.5131
2013,NUTS,2010,DK,0,0.5442
2014,NUTS,2010,DK,0,0.5709
2015,NUTS,2010,DK,0,0.5777
2016,NUTS,2010,DK,0,0.5708
2017,NUTS,2010,DK,0,0.5591
2018,NUTS,2010,DK,0,0.5704
2019,NUTS,2010,DK,0,0.5716
2020,NUTS,2010,DK,0,0.5765
2011,NUTS,2010,DK0,1,0.4877
2012,NUTS,2010,DK0,1,0.4987
2013,NUTS,2010,DK0,1,0.529
2014,NUTS,2010,DK0,1,0.5539
2015,NUTS,2010,DK0,1,0.5602
2016,NUTS,2010,DK0,1,0.5525
2017,NUTS,2010,DK0,1,0.5419
2018,NUTS,2010,DK0,1,0.5525
2019,NUTS,2010,DK0,1,0.5528
2011,NUTS,2010,DK01,2,0.8372
2012,NUTS,2010,DK01,2,0.8552
2013,NUTS,2010,DK01,2,0.9258
2014,NUTS,2010,DK01,2,0.9611
2015,NUTS,2010,DK01,2,0.9434
2016,NUTS,2010,DK01,2,0.9326
2017,NUTS,2010,DK01,2,0.9256
2019,NUTS,2010,DK01,2,0.9409
2011,NUTS,2010,DK02,2,0.2066
2012,NUTS,2010,DK02,2,0.1715
2013,NUTS,2010,DK02,2,0.1702
2014,NUTS,2010,DK02,2,0.2019
2015,NUTS,2010,DK02,2,0.2006
2016,NUTS,2010,DK02,2,0.2006
2017,NUTS,2010,DK02,2,0.1984
2019,NUTS,2010,DK02,2,0.2005
2011,NUTS,2010,DK03,2,0.2271
2012,NUTS,2010,DK03,2,0.2408
2013,NUTS,2010,DK03,2,0.257
2014,NUTS,2010,DK03,2,0.2762
2015,NUTS,2010,DK03,2,0.2903
2016,NUTS,2010,DK03,2,0.2864
2017,NUTS,2010,DK03,2,0.2255
2019,NUTS,2010,DK03,2,0.233
2011,NUTS,2010,DK04,2,0.4444
2012,NUTS,2010,DK04,2,0.4661
2013,NUTS,2010,DK04,2,0.437
2014,NUTS,2010,DK04,2,0.4594
2015,NUTS,2010,DK04,2,0.5048
2016,NUTS,2010,DK04,2,0.4832
2017,NUTS,2010,DK04,2,0.4397
2019,NUTS,2010,DK04,2,0.4538
2011,NUTS,2010,DK05,2,0.4039
2012,NUTS,2010,DK05,2,0.4115
2013,NUTS,2010,DK05,2,0.5002
2014,NUTS,2010,DK05,2,0.4753
2015,NUTS,2010,DK05,2,0.4491
2016,NUTS,2010,DK05,2,0.4471
2017,NUTS,2010,DK05,2,0.6038
2019,NUTS,2010,DK05,2,0.6131
2011,NUTS,2010,EA19,2,0.2589
2012,NUTS,2010,EA19,2,0.2634
2013,NUTS,2010,EA19,2,0.2686
2014,NUTS,2010,EA19,2,0.2707
2015,NUTS,2010,EA19,2,0.2777
2016,NUTS,2010,EA19,2,0.2802
2017,NUTS,2010,EA19,2,0.2864
2018,NUTS,2010,EA19,2,0.2906
2019,NUTS,2010,EA19,2,0.2963
2020,NUTS,2010,EA19,2,0.308
2011,NUTS,2010,EE,0,0.3584
2012,NUTS,2010,EE,0,0.3805
2013,NUTS,2010,EE,0,0.3628
2014,NUTS,2010,EE,0,0.3735
2015,NUTS,2010,EE,0,0.3717
2016,NUTS,2010,EE,0,0.3687
2017,NUTS,2010,EE,0,0.3693
2018,NUTS,2010,EE,0,0.4093
2019,NUTS,2010,EE,0,0.3684
2020,NUTS,2010,EE,0,0.355
2011,NUTS,2010,EL,0,0.3313
2012,NUTS,2010,EL,0,0.3267
2013,NUTS,2010,EL,0,0.3969
2014,NUTS,2010,EL,0,0.397
2015,NUTS,2010,EL,0,0.468
2016,NUTS,2010,EL,0,0.3647
2017,NUTS,2010,EL,0,0.3802
2018,NUTS,2010,EL,0,0.3998
2019,NUTS,2010,EL,0,0.4388
2020,NUTS,2010,EL,0,0.4935
2011,NUTS,2010,EL3,1,0.3274
2013,NUTS,2010,EL3,1,0.389
2015,NUTS,2010,EL3,1,0.5187
2017,NUTS,2010,EL3,1,0.3668
2019,NUTS,2010,EL3,1,0.4034
2011,NUTS,2010,EL30,2,0.3274
2013,NUTS,2010,EL30,2,0.389
2015,NUTS,2010,EL30,2,0.5187
2017,NUTS,2010,EL30,2,0.3668
2019,NUTS,2010,EL30,2,0.4034
2011,NUTS,2010,EL4,1,0.4557
2013,NUTS,2010,EL4,1,0.4687
2015,NUTS,2010,EL4,1,0.4222
2017,NUTS,2010,EL4,1,0.327
2019,NUTS,2010,EL4,1,0.3913
2011,NUTS,2010,EL41,2,0.4732
2013,NUTS,2010,EL41,2,0.5437
2015,NUTS,2010,EL41,2,0.5022
2017,NUTS,2010,EL41,2,0.3719
2019,NUTS,2010,EL41,2,0.3737
2011,NUTS,2010,EL42,2,0.115
2013,NUTS,2010,EL42,2,0.1299
2015,NUTS,2010,EL42,2,0.1119
2017,NUTS,2010,EL42,2,0.117
2019,NUTS,2010,EL42,2,0.0848
2011,NUTS,2010,EL43,2,0.6293
2013,NUTS,2010,EL43,2,0.6312
2015,NUTS,2010,EL43,2,0.5742
2017,NUTS,2010,EL43,2,0.4249
2019,NUTS,2010,EL43,2,0.5619
2011,NUTS,2010,EL5,1,0.3781
2013,NUTS,2010,EL5,1,0.4816
2015,NUTS,2010,EL5,1,0.5139
2017,NUTS,2010,EL5,1,0.4033
2019,NUTS,2010,EL5,1,0.4947
2011,NUTS,2010,EL51,2,0.3258
2013,NUTS,2010,EL51,2,0.4694
2015,NUTS,2010,EL51,2,0.3731
2017,NUTS,2010,EL51,2,0.3315
2019,NUTS,2010,EL51,2,0.4105
2011,NUTS,2010,EL52,2,0.4079
2013,NUTS,2010,EL52,2,0.5164
2015,NUTS,2010,EL52,2,0.5447
2017,NUTS,2010,EL52,2,0.4085
2019,NUTS,2010,EL52,2,0.5067
2011,NUTS,2010,EL53,2,0.0947
2013,NUTS,2010,EL53,2,0.1942
2015,NUTS,2010,EL53,2,0.2352
2017,NUTS,2010,EL53,2,0.2618
2019,NUTS,2010,EL53,2,0.2966
2011,NUTS,2010,EL54,2,0.5348
2013,NUTS,2010,EL54,2,0.5368
2015,NUTS,2010,EL54,2,0.8293
2017,NUTS,2010,EL54,2,0.6263
2019,NUTS,2010,EL54,2,0.7532
2011,NUTS,2010,EL6,1,0.2068
2013,NUTS,2010,EL6,1,0.2602
2015,NUTS,2010,EL6,1,0.3304
2017,NUTS,2010,EL6,1,0.3707
2019,NUTS,2010,EL6,1,0.4153
2011,NUTS,2010,EL61,2,0.2756
2013,NUTS,2010,EL61,2,0.3557
2015,NUTS,2010,EL61,2,0.3687
2017,NUTS,2010,EL61,2,0.3744
2019,NUTS,2010,EL61,2,0.5014
2011,NUTS,2010,EL62,2,0.0418
2013,NUTS,2010,EL62,2,0.2116
2015,NUTS,2010,EL62,2,0.6542
2017,NUTS,2010,EL62,2,0.6093
2019,NUTS,2010,EL62,2,0.5959
2011,NUTS,2010,EL63,2,0.4518
2013,NUTS,2010,EL63,2,0.4176
2015,NUTS,2010,EL63,2,0.5308
2017,NUTS,2010,EL63,2,0.7714
2019,NUTS,2010,EL63,2,0.7868
2011,NUTS,2010,EL64,2,0.0233
2013,NUTS,2010,EL64,2,0.0885
2015,NUTS,2010,EL64,2,0.0737
2017,NUTS,2010,EL64,2,0.0514
2019,NUTS,2010,EL64,2,0.0625
2011,NUTS,2010,EL65,2,0.075
2013,NUTS,2010,EL65,2,0.141
2015,NUTS,2010,EL65,2,0.1843
2017,NUTS,2010,EL65,2,0.1072
2019,NUTS,2010,EL65,2,0.1448
2011,NUTS,2010,ES,0,0.2671
2012,NUTS,2010,ES,0,0.2568
2013,NUTS,2010,ES,0,0.2501
2014,NUTS,2010,ES,0,0.2505
2015,NUTS,2010,ES,0,0.2508
2016,NUTS,2010,ES,0,0.2578
2017,NUTS,2010,ES,0,0.2772
2018,NUTS,2010,ES,0,0.2831
2019,NUTS,2010,ES,0,0.2922
2020,NUTS,2010,ES,0,0.2991
2011,NUTS,2010,ES1,1,0.2784
2013,NUTS,2010,ES1,1,0.2328
2015,NUTS,2010,ES1,1,0.2326
2016,NUTS,2010,ES1,1,0.2278
2017,NUTS,2010,ES1,1,0.2377
2018,NUTS,2010,ES1,1,0.2464
2011,NUTS,2010,ES11,2,0.2901
2012,NUTS,2010,ES11,2,0.2353
2014,NUTS,2010,ES11,2,0.2356
2015,NUTS,2010,ES11,2,0.2377
2016,NUTS,2010,ES11,2,0.2327
2017,NUTS,2010,ES11,2,0.2358
2018,NUTS,2010,ES11,2,0.2429
2019,NUTS,2010,ES11,2,0.2499
2011,NUTS,2010,ES12,2,0.2672
2012,NUTS,2010,ES12,2,0.2345
2013,NUTS,2010,ES12,2,0.2326
2014,NUTS,2010,ES12,2,0.2097
2015,NUTS,2010,ES12,2,0.2304
2016,NUTS,2010,ES12,2,0.2236
2017,NUTS,2010,ES12,2,0.2669
2018,NUTS,2010,ES12,2,0.2793
2019,NUTS,2010,ES12,2,0.3288
2011,NUTS,2010,ES13,2,0.2431
2015,NUTS,2010,ES13,2,0.2128
2016,NUTS,2010,ES13,2,0.2122
2017,NUTS,2010,ES13,2,0.1978
2018,NUTS,2010,ES13,2,0.2074
2011,NUTS,2010,ES2,1,0.3468
2013,NUTS,2010,ES2,1,0.3252
2019,NUTS,2010,ES2,1,0.3596
2011,NUTS,2010,ES21,2,0.2852
2012,NUTS,2010,ES21,2,0.3135
2013,NUTS,2010,ES21,2,0.3106
2014,NUTS,2010,ES21,2,0.3287
2015,NUTS,2010,ES21,2,0.3317
2016,NUTS,2010,ES21,2,0.3346
2017,NUTS,2010,ES21,2,0.3537
2018,NUTS,2010,ES21,2,0.3668
2019,NUTS,2010,ES21,2,0.3713
2011,NUTS,2010,ES22,2,0.5083
2011,NUTS,2010,ES23,2,0.2456
2012,NUTS,2010,ES23,2,0.2917
2014,NUTS,2010,ES23,2,0.3091
2015,NUTS,2010,ES23,2,0.3038
2016,NUTS,2010,ES23,2,0.3593
2017,NUTS,2010,ES23,2,0.2884
2018,NUTS,2010,ES23,2,0.2809
2011,NUTS,2010,ES24,2,0.3948
2012,NUTS,2010,ES24,2,0.342
2013,NUTS,2010,ES24,2,0.2994
2014,NUTS,2010,ES24,2,0.2753
2015,NUTS,2010,ES24,2,0.2887
2016,NUTS,2010,ES24,2,0.2947
2017,NUTS,2010,ES24,2,0.3036
2018,NUTS,2010,ES24,2,0.3158
2011,NUTS,2010,ES3,1,0.33
2012,NUTS,2010,ES3,1,0.3191
2013,NUTS,2010,ES3,1,0.3199
2014,NUTS,2010,ES3,1,0.3262
2015,NUTS,2010,ES3,1,0.3131
2016,NUTS,2010,ES3,1,0.3317
2017,NUTS,2010,ES3,1,0.3885
2018,NUTS,2010,ES3,1,0.401
2019,NUTS,2010,ES3,1,0.4138
2011,NUTS,2010,ES30,2,0.33
2012,NUTS,2010,ES30,2,0.3191
2013,NUTS,2010,ES30,2,0.3199
2014,NUTS,2010,ES30,2,0.3262
2015,NUTS,2010,ES30,2,0.3131
2016,NUTS,2010,ES30,2,0.3317
2017,NUTS,2010,ES30,2,0.3885
2018,NUTS,2010,ES30,2,0.401
2019,NUTS,2010,ES30,2,0.4138
2011,NUTS,2010,ES4,1,0.2042
2013,NUTS,2010,ES4,1,0.1885
2014,NUTS,2010,ES4,1,0.1911
2015,NUTS,2010,ES4,1,0.1987
2016,NUTS,2010,ES4,1,0.202
2018,NUTS,2010,ES4,1,0.2111
2019,NUTS,2010,ES4,1,0.2342
2011,NUTS,2010,ES41,2,0.3196
2012,NUTS,2010,ES41,2,0.2997
2013,NUTS,2010,ES41,2,0.3135
2014,NUTS,2010,ES41,2,0.3103
2015,NUTS,2010,ES41,2,0.3232
2016,NUTS,2010,ES41,2,0.3277
2017,NUTS,2010,ES41,2,0.3465
2018,NUTS,2010,ES41,2,0.3449
2019,NUTS,2010,ES41,2,0.3563
2011,NUTS,2010,ES42,2,0.0774
2012,NUTS,2010,ES42,2,0.0687
2013,NUTS,2010,ES42,2,0.0519
2014,NUTS,2010,ES42,2,0.0597
2015,NUTS,2010,ES42,2,0.0665
2017,NUTS,2010,ES42,2,0.0784
2011,NUTS,2010,ES43,2,0.1867
2013,NUTS,2010,ES43,2,0.1741
2014,NUTS,2010,ES43,2,0.1779
2015,NUTS,2010,ES43,2,0.1744
2011,NUTS,2010,ES5,1,0.262
2012,NUTS,2010,ES5,1,0.2585
2013,NUTS,2010,ES5,1,0.2571
2014,NUTS,2010,ES5,1,0.2635
2015,NUTS,2010,ES5,1,0.2617
2016,NUTS,2010,ES5,1,0.2704
2017,NUTS,2010,ES5,1,0.2822
2018,NUTS,2010,ES5,1,0.2815
2011,NUTS,2010,ES51,2,0.2593
2012,NUTS,2010,ES51,2,0.2602
2013,NUTS,2010,ES51,2,0.2633
2014,NUTS,2010,ES51,2,0.266
2015,NUTS,2010,ES51,2,0.27
2016,NUTS,2010,ES51,2,0.2826
2017,NUTS,2010,ES51,2,0.2959
2018,NUTS,2010,ES51,2,0.2951
2019,NUTS,2010,ES51,2,0.297
2011,NUTS,2010,ES52,2,0.2905
2012,NUTS,2010,ES52,2,0.2798
2013,NUTS,2010,ES52,2,0.271
2014,NUTS,2010,ES52,2,0.2804
2015,NUTS,2010,ES52,2,0.2768
2016,NUTS,2010,ES52,2,0.2765
2017,NUTS,2010,ES52,2,0.2842
2018,NUTS,2010,ES52,2,0.2811
2019,NUTS,2010,ES52,2,0.2949
2011,NUTS,2010,ES53,2,0.1604
2012,NUTS,2010,ES53,2,0.1617
2013,NUTS,2010,ES53,2,0.1618
2014,NUTS,2010,ES53,2,0.1798
2015,NUTS,2010,ES53,2,0.1517
2016,NUTS,2010,ES53,2,0.1718
2017,NUTS,2010,ES53,2,0.1903
2018,NUTS,2010,ES53,2,0.2012
2011,NUTS,2010,ES6,1,0.2411
2012,NUTS,2010,ES6,1,0.2302
2013,NUTS,2010,ES6,1,0.2163
2014,NUTS,2010,ES6,1,0.2057
2015,NUTS,2010,ES6,1,0.2135
2016,NUTS,2010,ES6,1,0.2144
2017,NUTS,2010,ES6,1,0.2324
2018,NUTS,2010,ES6,1,0.2428
2019,NUTS,2010,ES6,1,0.2465
2011,NUTS,2010,ES61,2,0.2125
2012,NUTS,2010,ES61,2,0.2047
2013,NUTS,2010,ES61,2,0.1894
2014,NUTS,2010,ES61,2,0.1783
2015,NUTS,2010,ES61,2,0.1846
2016,NUTS,2010,ES61,2,0.1849
2017,NUTS,2010,ES61,2,0.2078
2018,NUTS,2010,ES61,2,0.216
2019,NUTS,2010,ES61,2,0.2192
2011,NUTS,2010,ES62,2,0.4192
2012,NUTS,2010,ES62,2,0.391
2013,NUTS,2010,ES62,2,0.3833
2014,NUTS,2010,ES62,2,0.3754
2015,NUTS,2010,ES62,2,0.3978
2016,NUTS,2010,ES62,2,0.397
2018,NUTS,2010,ES62,2,0.4035
2019,NUTS,2010,ES62,2,0.4092
2011,NUTS,2010,ES63,2,0.0288
2011,NUTS,2010,ES64,2,0.0428
2011,NUTS,2010,ES7,1,0.1493
2012,NUTS,2010,ES7,1,0.1567
2013,NUTS,2010,ES7,1,0.1424
2014,NUTS,2010,ES7,1,0.1422
2015,NUTS,2010,ES7,1,0.1204
2016,NUTS,2010,ES7,1,0.1283
2017,NUTS,2010,ES7,1,0.1322
2018,NUTS,2010,ES7,1,0.1343
2011,NUTS,2010,ES70,2,0.1493
2012,NUTS,2010,ES70,2,0.1567
2013,NUTS,2010,ES70,2,0.1424
2014,NUTS,2010,ES70,2,0.1422
2015,NUTS,2010,ES70,2,0.1204
2016,NUTS,2010,ES70,2,0.1283
2017,NUTS,2010,ES70,2,0.1322
2018,NUTS,2010,ES70,2,0.1343
2011,NUTS,2010,EU27_2020,7,0.2495
2012,NUTS,2010,EU27_2020,7,0.2521
2013,NUTS,2010,EU27_2020,7,0.2565
2014,NUTS,2010,EU27_2020,7,0.2599
2015,NUTS,2010,EU27_2020,7,0.2647
2016,NUTS,2010,EU27_2020,7,0.2701
2017,NUTS,2010,EU27_2020,7,0.2789
2018,NUTS,2010,EU27_2020,7,0.2843
2019,NUTS,2010,EU27_2020,7,0.292
2020,NUTS,2010,EU27_2020,7,0.3008
2011,NUTS,2010,FI,0,0.4593
2012,NUTS,2010,FI,0,0.4744
2013,NUTS,2010,FI,0,0.4646
2014,NUTS,2010,FI,0,0.478
2015,NUTS,2010,FI,0,0.4739
2016,NUTS,2010,FI,0,0.4637
2017,NUTS,2010,FI,0,0.4889
2018,NUTS,2010,FI,0,0.4869
2019,NUTS,2010,FI,0,0.5086
2020,NUTS,2010,FI,0,0.5045
2012,NUTS,2010,FI1,1,0.4622
2013,NUTS,2010,FI1,1,0.453
2015,NUTS,2010,FI1,1,0.4579
2016,NUTS,2010,FI1,1,0.449
2017,NUTS,2010,FI1,1,0.4728
2018,NUTS,2010,FI1,1,0.4702
2019,NUTS,2010,FI1,1,0.4903
2011,NUTS,2010,FI19,2,0.4373
2012,NUTS,2010,FI19,2,0.4495
2013,NUTS,2010,FI19,2,0.456
2015,NUTS,2010,FI19,2,0.426
2016,NUTS,2010,FI19,2,0.4112
2017,NUTS,2010,FI19,2,0.4275
2018,NUTS,2010,FI19,2,0.4144
2019,NUTS,2010,FI19,2,0.4311
2011,NUTS,2010,FI1B,2,0.5262
2012,NUTS,2010,FI1B,2,0.5289
2013,NUTS,2010,FI1B,2,0.4822
2015,NUTS,2010,FI1B,2,0.5636
2016,NUTS,2010,FI1B,2,0.5344
2017,NUTS,2010,FI1B,2,0.5481
2018,NUTS,2010,FI1B,2,0.5414
2019,NUTS,2010,FI1B,2,0.5682
2011,NUTS,2010,FI1C,2,0.3539
2012,NUTS,2010,FI1C,2,0.3694
2013,NUTS,2010,FI1C,2,0.3858
2015,NUTS,2010,FI1C,2,0.3501
2016,NUTS,2010,FI1C,2,0.3576
2017,NUTS,2010,FI1C,2,0.3908
2018,NUTS,2010,FI1C,2,0.4021
2019,NUTS,2010,FI1C,2,0.4031
2011,NUTS,2010,FI1D,2,0.4395
2012,NUTS,2010,FI1D,2,0.4685
2013,NUTS,2010,FI1D,2,0.4692
2015,NUTS,2010,FI1D,2,0.4377
2016,NUTS,2010,FI1D,2,0.4492
2017,NUTS,2010,FI1D,2,0.4861
2018,NUTS,2010,FI1D,2,0.4885
2019,NUTS,2010,FI1D,2,0.5182
2015,NUTS,2010,FI2,1,0.0213
2016,NUTS,2010,FI2,1,0.0299
2017,NUTS,2010,FI2,1,0.0491
2018,NUTS,2010,FI2,1,0.039
2019,NUTS,2010,FI2,1,0.0277
2015,NUTS,2010,FI20,2,0.0213
2016,NUTS,2010,FI20,2,0.0299
2017,NUTS,2010,FI20,2,0.0491
2018,NUTS,2010,FI20,2,0.039
2019,NUTS,2010,FI20,2,0.0277
2011,NUTS,2010,FR,0,0.2453
2012,NUTS,2010,FR,0,0.2461
2013,NUTS,2010,FR,0,0.2479
2014,NUTS,2010,FR,0,0.25
2015,NUTS,2010,FR,0,0.2736
2016,NUTS,2010,FR,0,0.2772
2017,NUTS,2010,FR,0,0.2798
2018,NUTS,2010,FR,0,0.2794
2019,NUTS,2010,FR,0,0.2843
2020,NUTS,2010,FR,0,0.2904
2011,NUTS,2010,FR1,1,0.3995
2012,NUTS,2010,FR1,1,0.3997
2013,NUTS,2010,FR1,1,0.396
2011,NUTS,2010,FR10,2,0.3995
2012,NUTS,2010,FR10,2,0.3997
2013,NUTS,2010,FR10,2,0.396
2011,NUTS,2010,FR2,1,0.1274
2012,NUTS,2010,FR2,1,0.1296
2013,NUTS,2010,FR2,1,0.132
2011,NUTS,2010,FR21,2,0.119
2012,NUTS,2010,FR21,2,0.1247
2013,NUTS,2010,FR21,2,0.1286
2011,NUTS,2010,FR22,2,0.0978
2012,NUTS,2010,FR22,2,0.11
2013,NUTS,2010,FR22,2,0.1101
2011,NUTS,2010,FR23,2,0.1376
2012,NUTS,2010,FR23,2,0.1415
2013,NUTS,2010,FR23,2,0.1452
2011,NUTS,2010,FR24,2,0.1266
2012,NUTS,2010,FR24,2,0.1241
2013,NUTS,2010,FR24,2,0.1302
2011,NUTS,2010,FR25,2,0.1616
2012,NUTS,2010,FR25,2,0.1545
2013,NUTS,2010,FR25,2,0.1605
2011,NUTS,2010,FR26,2,0.1298
2012,NUTS,2010,FR26,2,0.1296
2013,NUTS,2010,FR26,2,0.1221
2011,NUTS,2010,FR3,1,0.1797
2012,NUTS,2010,FR3,1,0.1817
2013,NUTS,2010,FR3,1,0.1847
2011,NUTS,2010,FR30,2,0.1797
2012,NUTS,2010,FR30,2,0.1817
2013,NUTS,2010,FR30,2,0.1847
2011,NUTS,2010,FR4,1,0.2373
2012,NUTS,2010,FR4,1,0.2362
2013,NUTS,2010,FR4,1,0.239
2011,NUTS,2010,FR41,2,0.2106
2012,NUTS,2010,FR41,2,0.2123
2013,NUTS,2010,FR41,2,0.2135
2011,NUTS,2010,FR42,2,0.3038
2012,NUTS,2010,FR42,2,0.303
2013,NUTS,2010,FR42,2,0.3006
2011,NUTS,2010,FR43,2,0.175
2012,NUTS,2010,FR43,2,0.1708
2013,NUTS,2010,FR43,2,0.183
2011,NUTS,2010,FR5,1,0.1741
2012,NUTS,2010,FR5,1,0.1754
2013,NUTS,2010,FR5,1,0.1772
2011,NUTS,2010,FR51,2,0.1498
2012,NUTS,2010,FR51,2,0.1538
2013,NUTS,2010,FR51,2,0.1577
2011,NUTS,2010,FR52,2,0.2135
2012,NUTS,2010,FR52,2,0.2132
2013,NUTS,2010,FR52,2,0.2089
2011,NUTS,2010,FR53,2,0.1536
2012,NUTS,2010,FR53,2,0.1527
2013,NUTS,2010,FR53,2,0.1601
2011,NUTS,2010,FR6,1,0.2564
2012,NUTS,2010,FR6,1,0.2586
2013,NUTS,2010,FR6,1,0.2557
2011,NUTS,2010,FR61,2,0.214
