year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_t_pc_act_fte
2012,NUTS,2010,FR61,2,0.2149
2013,NUTS,2010,FR61,2,0.2144
2011,NUTS,2010,FR62,2,0.3165
2012,NUTS,2010,FR62,2,0.3242
2013,NUTS,2010,FR62,2,0.3171
2011,NUTS,2010,FR63,2,0.1954
2012,NUTS,2010,FR63,2,0.183
2013,NUTS,2010,FR63,2,0.1852
2011,NUTS,2010,FR7,1,0.2777
2012,NUTS,2010,FR7,1,0.2734
2013,NUTS,2010,FR7,1,0.2797
2011,NUTS,2010,FR71,2,0.2928
2012,NUTS,2010,FR71,2,0.2894
2013,NUTS,2010,FR71,2,0.2948
2011,NUTS,2010,FR72,2,0.2047
2012,NUTS,2010,FR72,2,0.1957
2013,NUTS,2010,FR72,2,0.2041
2011,NUTS,2010,FR8,1,0.2622
2012,NUTS,2010,FR8,1,0.2637
2013,NUTS,2010,FR8,1,0.2644
2011,NUTS,2010,FR81,2,0.2794
2012,NUTS,2010,FR81,2,0.2972
2013,NUTS,2010,FR81,2,0.3045
2011,NUTS,2010,FR82,2,0.2589
2012,NUTS,2010,FR82,2,0.2504
2013,NUTS,2010,FR82,2,0.2465
2011,NUTS,2010,FR83,2,0.1374
2012,NUTS,2010,FR83,2,0.1664
2013,NUTS,2010,FR83,2,0.1993
2011,NUTS,2010,FRA,1,0.0738
2012,NUTS,2010,FRA,1,0.0704
2013,NUTS,2010,FRA,1,0.0825
2011,NUTS,2010,HR,0,0.1933
2012,NUTS,2010,HR,0,0.195
2013,NUTS,2010,HR,0,0.1947
2014,NUTS,2010,HR,0,0.1786
2015,NUTS,2010,HR,0,0.1902
2016,NUTS,2010,HR,0,0.2375
2017,NUTS,2010,HR,0,0.2407
2018,NUTS,2010,HR,0,0.2412
2019,NUTS,2010,HR,0,0.2692
2020,NUTS,2010,HR,0,0.2708
2011,NUTS,2010,HR0,1,0.189
2012,NUTS,2010,HR0,1,0.191
2013,NUTS,2010,HR0,1,0.1915
2014,NUTS,2010,HR0,1,0.1763
2015,NUTS,2010,HR0,1,0.1875
2016,NUTS,2010,HR0,1,0.2344
2017,NUTS,2010,HR0,1,0.2376
2018,NUTS,2010,HR0,1,0.238
2019,NUTS,2010,HR0,1,0.2646
2020,NUTS,2010,HR0,1,0.2665
2011,NUTS,2010,HR03,2,0.2119
2012,NUTS,2010,HR03,2,0.2116
2013,NUTS,2010,HR03,2,0.211
2014,NUTS,2010,HR03,2,0.1963
2015,NUTS,2010,HR03,2,0.1897
2016,NUTS,2010,HR03,2,0.2243
2017,NUTS,2010,HR03,2,0.2201
2018,NUTS,2010,HR03,2,0.2168
2019,NUTS,2010,HR03,2,0.263
2020,NUTS,2010,HR03,2,0.2724
2011,NUTS,2010,HR04,2,0.1785
2012,NUTS,2010,HR04,2,0.1815
2013,NUTS,2010,HR04,2,0.1826
2014,NUTS,2010,HR04,2,0.1665
2015,NUTS,2010,HR04,2,0.1865
2016,NUTS,2010,HR04,2,0.2393
2017,NUTS,2010,HR04,2,0.2461
2018,NUTS,2010,HR04,2,0.248
2019,NUTS,2010,HR04,2,0.2653
2011,NUTS,2010,HU,0,0.1379
2012,NUTS,2010,HU,0,0.1349
2013,NUTS,2010,HU,0,0.1339
2014,NUTS,2010,HU,0,0.1292
2015,NUTS,2010,HU,0,0.1218
2016,NUTS,2010,HU,0,0.1196
2017,NUTS,2010,HU,0,0.1286
2018,NUTS,2010,HU,0,0.2023
2019,NUTS,2010,HU,0,0.2116
2020,NUTS,2010,HU,0,0.2249
2011,NUTS,2010,HU1,1,0.2093
2012,NUTS,2010,HU1,1,0.2025
2013,NUTS,2010,HU1,1,0.2066
2014,NUTS,2010,HU1,1,0.202
2015,NUTS,2010,HU1,1,0.1879
2016,NUTS,2010,HU1,1,0.1849
2017,NUTS,2010,HU1,1,0.1984
2018,NUTS,2010,HU1,1,0.3036
2019,NUTS,2010,HU1,1,0.32
2011,NUTS,2010,HU10,2,0.2093
2012,NUTS,2010,HU10,2,0.2025
2013,NUTS,2010,HU10,2,0.2066
2014,NUTS,2010,HU10,2,0.202
2015,NUTS,2010,HU10,2,0.1879
2016,NUTS,2010,HU10,2,0.1849
2017,NUTS,2010,HU11,2,0.3036
2018,NUTS,2010,HU11,2,0.4606
2019,NUTS,2010,HU11,2,0.5247
2017,NUTS,2010,HU12,2,0.0442
2018,NUTS,2010,HU12,2,0.0818
2019,NUTS,2010,HU12,2,0.0373
2011,NUTS,2010,HU2,1,0.0918
2012,NUTS,2010,HU2,1,0.0906
2013,NUTS,2010,HU2,1,0.0755
2014,NUTS,2010,HU2,1,0.0718
2015,NUTS,2010,HU2,1,0.063
2016,NUTS,2010,HU2,1,0.0638
2017,NUTS,2010,HU2,1,0.0764
2018,NUTS,2010,HU2,1,0.1644
2019,NUTS,2010,HU2,1,0.1422
2011,NUTS,2010,HU21,2,0.0364
2012,NUTS,2010,HU21,2,0.0472
2013,NUTS,2010,HU21,2,0.0422
2014,NUTS,2010,HU21,2,0.0408
2015,NUTS,2010,HU21,2,0.0433
2016,NUTS,2010,HU21,2,0.0386
2017,NUTS,2010,HU21,2,0.0367
2018,NUTS,2010,HU21,2,0.0445
2019,NUTS,2010,HU21,2,0.0489
2011,NUTS,2010,HU22,2,0.0964
2012,NUTS,2010,HU22,2,0.0828
2013,NUTS,2010,HU22,2,0.0859
2014,NUTS,2010,HU22,2,0.0735
2015,NUTS,2010,HU22,2,0.065
2016,NUTS,2010,HU22,2,0.0579
2017,NUTS,2010,HU22,2,0.0727
2018,NUTS,2010,HU22,2,0.1422
2019,NUTS,2010,HU22,2,0.1453
2011,NUTS,2010,HU23,2,0.1586
2012,NUTS,2010,HU23,2,0.1573
2013,NUTS,2010,HU23,2,0.1062
2014,NUTS,2010,HU23,2,0.109
2015,NUTS,2010,HU23,2,0.0861
2016,NUTS,2010,HU23,2,0.1028
2017,NUTS,2010,HU23,2,0.1321
2018,NUTS,2010,HU23,2,0.3466
2019,NUTS,2010,HU23,2,0.2611
2011,NUTS,2010,HU3,1,0.1259
2012,NUTS,2010,HU3,1,0.1219
2013,NUTS,2010,HU3,1,0.1284
2014,NUTS,2010,HU3,1,0.1219
2015,NUTS,2010,HU3,1,0.1204
2016,NUTS,2010,HU3,1,0.1148
2017,NUTS,2010,HU3,1,0.1173
2018,NUTS,2010,HU3,1,0.1571
2019,NUTS,2010,HU3,1,0.1812
2011,NUTS,2010,HU31,2,0.0802
2012,NUTS,2010,HU31,2,0.0819
2013,NUTS,2010,HU31,2,0.0713
2014,NUTS,2010,HU31,2,0.071
2015,NUTS,2010,HU31,2,0.0704
2016,NUTS,2010,HU31,2,0.0707
2017,NUTS,2010,HU31,2,0.0768
2018,NUTS,2010,HU31,2,0.0952
2019,NUTS,2010,HU31,2,0.1129
2011,NUTS,2010,HU32,2,0.1314
2012,NUTS,2010,HU32,2,0.1296
2013,NUTS,2010,HU32,2,0.1351
2014,NUTS,2010,HU32,2,0.1232
2015,NUTS,2010,HU32,2,0.1152
2016,NUTS,2010,HU32,2,0.1181
2017,NUTS,2010,HU32,2,0.1242
2018,NUTS,2010,HU32,2,0.1694
2019,NUTS,2010,HU32,2,0.1921
2011,NUTS,2010,HU33,2,0.16
2012,NUTS,2010,HU33,2,0.1479
2013,NUTS,2010,HU33,2,0.1692
2014,NUTS,2010,HU33,2,0.1644
2015,NUTS,2010,HU33,2,0.1699
2016,NUTS,2010,HU33,2,0.1488
2017,NUTS,2010,HU33,2,0.1446
2018,NUTS,2010,HU33,2,0.1968
2019,NUTS,2010,HU33,2,0.2276
2011,NUTS,2010,IE,0,0.2625
2012,NUTS,2010,IE,0,0.5576
2013,NUTS,2010,IE,0,0.5692
2014,NUTS,2010,IE,0,0.5837
2015,NUTS,2010,IE,0,0.4708
2016,NUTS,2010,IE,0,0.559
2017,NUTS,2010,IE,0,0.4954
2018,NUTS,2010,IE,0,0.431
2019,NUTS,2010,IE,0,0.4231
2020,NUTS,2010,IE,0,0.4327
2011,NUTS,2010,IE0,1,0.2567
2012,NUTS,2010,IE0,1,0.2573
2013,NUTS,2010,IE0,1,0.2499
2014,NUTS,2010,IE0,1,0.4035
2015,NUTS,2010,IE0,1,0.5785
2017,NUTS,2010,IE0,1,0.5369
2011,NUTS,2010,IE01,2,0.1403
2012,NUTS,2010,IE01,2,0.1403
2013,NUTS,2010,IE01,2,0.135
2014,NUTS,2010,IE01,2,0.2206
2015,NUTS,2010,IE01,2,0.064
2017,NUTS,2010,IE01,2,0.7918
2011,NUTS,2010,IE02,2,0.2967
2012,NUTS,2010,IE02,2,0.2977
2013,NUTS,2010,IE02,2,0.2902
2014,NUTS,2010,IE02,2,0.4665
2015,NUTS,2010,IE02,2,0.7562
2017,NUTS,2010,IE02,2,0.5001
2011,NUTS,2010,IS,0,0.4288
2013,NUTS,2010,IS,0,0.5779
2014,NUTS,2010,IS,0,0.5801
2015,NUTS,2010,IS,0,0.4931
2016,NUTS,2010,IS,0,0.6188
2017,NUTS,2010,IS,0,0.4905
2018,NUTS,2010,IS,0,0.4803
2011,NUTS,2010,IT,0,0.1817
2012,NUTS,2010,IT,0,0.1838
2013,NUTS,2010,IT,0,0.1941
2014,NUTS,2010,IT,0,0.1953
2015,NUTS,2010,IT,0,0.1983
2016,NUTS,2010,IT,0,0.204
2017,NUTS,2010,IT,0,0.2053
2018,NUTS,2010,IT,0,0.2077
2019,NUTS,2010,IT,0,0.2183
2020,NUTS,2010,IT,0,0.231
2011,NUTS,2010,ITC,1,0.1615
2012,NUTS,2010,ITC,1,0.1592
2013,NUTS,2010,ITC,1,0.1679
2014,NUTS,2010,ITC,1,0.1656
2015,NUTS,2010,ITC,1,0.1737
2016,NUTS,2010,ITC,1,0.1785
2017,NUTS,2010,ITC,1,0.1863
2018,NUTS,2010,ITC,1,0.1884
2019,NUTS,2010,ITC,1,0.1928
2011,NUTS,2010,ITC1,2,0.1533
2012,NUTS,2010,ITC1,2,0.1522
2013,NUTS,2010,ITC1,2,0.1674
2014,NUTS,2010,ITC1,2,0.1505
2015,NUTS,2010,ITC1,2,0.1798
2016,NUTS,2010,ITC1,2,0.1626
2017,NUTS,2010,ITC1,2,0.1686
2018,NUTS,2010,ITC1,2,0.1728
2019,NUTS,2010,ITC1,2,0.1756
2011,NUTS,2010,ITC2,2,0.0219
2012,NUTS,2010,ITC2,2,0.0237
2013,NUTS,2010,ITC2,2,0.0698
2014,NUTS,2010,ITC2,2,0.0818
2015,NUTS,2010,ITC2,2,0.0475
2016,NUTS,2010,ITC2,2,0.0488
2017,NUTS,2010,ITC2,2,0.0651
2018,NUTS,2010,ITC2,2,0.0521
2019,NUTS,2010,ITC2,2,0.0468
2011,NUTS,2010,ITC3,2,0.1657
2012,NUTS,2010,ITC3,2,0.1759
2013,NUTS,2010,ITC3,2,0.198
2014,NUTS,2010,ITC3,2,0.1932
2015,NUTS,2010,ITC3,2,0.2383
2016,NUTS,2010,ITC3,2,0.1961
2017,NUTS,2010,ITC3,2,0.2086
2018,NUTS,2010,ITC3,2,0.1781
2019,NUTS,2010,ITC3,2,0.2015
2011,NUTS,2010,ITC4,2,0.1664
2012,NUTS,2010,ITC4,2,0.1616
2013,NUTS,2010,ITC4,2,0.1649
2014,NUTS,2010,ITC4,2,0.1692
2015,NUTS,2010,ITC4,2,0.1632
2016,NUTS,2010,ITC4,2,0.1844
2017,NUTS,2010,ITC4,2,0.1922
2018,NUTS,2010,ITC4,2,0.1982
2019,NUTS,2010,ITC4,2,0.2005
2011,NUTS,2010,ITF,1,0.1576
2012,NUTS,2010,ITF,1,0.1577
2013,NUTS,2010,ITF,1,0.1634
2014,NUTS,2010,ITF,1,0.1684
2015,NUTS,2010,ITF,1,0.1755
2016,NUTS,2010,ITF,1,0.1781
2017,NUTS,2010,ITF,1,0.1766
2018,NUTS,2010,ITF,1,0.1718
2019,NUTS,2010,ITF,1,0.1835
2011,NUTS,2010,ITF1,2,0.1734
2012,NUTS,2010,ITF1,2,0.1758
2013,NUTS,2010,ITF1,2,0.1767
2014,NUTS,2010,ITF1,2,0.1769
2015,NUTS,2010,ITF1,2,0.2089
2016,NUTS,2010,ITF1,2,0.2302
2017,NUTS,2010,ITF1,2,0.2618
2018,NUTS,2010,ITF1,2,0.2221
2019,NUTS,2010,ITF1,2,0.235
2015,NUTS,2010,ITF2,2,0.2207
2016,NUTS,2010,ITF2,2,0.192
2017,NUTS,2010,ITF2,2,0.1807
2018,NUTS,2010,ITF2,2,0.1743
2019,NUTS,2010,ITF2,2,0.163
2011,NUTS,2010,ITF3,2,0.1708
2012,NUTS,2010,ITF3,2,0.1719
2013,NUTS,2010,ITF3,2,0.18
2014,NUTS,2010,ITF3,2,0.1891
2015,NUTS,2010,ITF3,2,0.1928
2016,NUTS,2010,ITF3,2,0.2064
2017,NUTS,2010,ITF3,2,0.2002
2018,NUTS,2010,ITF3,2,0.1941
2019,NUTS,2010,ITF3,2,0.2141
2011,NUTS,2010,ITF4,2,0.1589
2012,NUTS,2010,ITF4,2,0.1526
2013,NUTS,2010,ITF4,2,0.1354
2014,NUTS,2010,ITF4,2,0.137
2015,NUTS,2010,ITF4,2,0.1457
2016,NUTS,2010,ITF4,2,0.1413
2017,NUTS,2010,ITF4,2,0.1398
2018,NUTS,2010,ITF4,2,0.1369
2019,NUTS,2010,ITF4,2,0.1417
2012,NUTS,2010,ITF5,2,0.1217
2013,NUTS,2010,ITF5,2,0.1148
2015,NUTS,2010,ITF5,2,0.1157
2016,NUTS,2010,ITF5,2,0.0991
2017,NUTS,2010,ITF5,2,0.1014
2018,NUTS,2010,ITF5,2,0.0975
2019,NUTS,2010,ITF5,2,0.1165
2011,NUTS,2010,ITF6,2,0.1181
2015,NUTS,2010,ITF6,2,0.1733
2016,NUTS,2010,ITF6,2,0.1535
2017,NUTS,2010,ITF6,2,0.1365
2018,NUTS,2010,ITF6,2,0.1599
2019,NUTS,2010,ITF6,2,0.1624
2011,NUTS,2010,ITG,1,0.1607
2012,NUTS,2010,ITG,1,0.1659
2013,NUTS,2010,ITG,1,0.177
2014,NUTS,2010,ITG,1,0.1818
2015,NUTS,2010,ITG,1,0.1902
2016,NUTS,2010,ITG,1,0.1553
2017,NUTS,2010,ITG,1,0.1498
2018,NUTS,2010,ITG,1,0.1485
2019,NUTS,2010,ITG,1,0.159
2011,NUTS,2010,ITG1,2,0.1453
2012,NUTS,2010,ITG1,2,0.1437
2013,NUTS,2010,ITG1,2,0.1577
2014,NUTS,2010,ITG1,2,0.1617
2015,NUTS,2010,ITG1,2,0.1677
2016,NUTS,2010,ITG1,2,0.1479
2017,NUTS,2010,ITG1,2,0.1373
2018,NUTS,2010,ITG1,2,0.1365
2019,NUTS,2010,ITG1,2,0.1487
2011,NUTS,2010,ITG2,2,0.1985
2012,NUTS,2010,ITG2,2,0.2209
2013,NUTS,2010,ITG2,2,0.2263
2014,NUTS,2010,ITG2,2,0.2326
2015,NUTS,2010,ITG2,2,0.2468
2016,NUTS,2010,ITG2,2,0.1741
2017,NUTS,2010,ITG2,2,0.1818
2018,NUTS,2010,ITG2,2,0.1789
2019,NUTS,2010,ITG2,2,0.1844
2011,NUTS,2010,ITH,1,0.1856
2012,NUTS,2010,ITH,1,0.1924
2013,NUTS,2010,ITH,1,0.2056
2014,NUTS,2010,ITH,1,0.21
2015,NUTS,2010,ITH,1,0.1935
2016,NUTS,2010,ITH,1,0.2148
2017,NUTS,2010,ITH,1,0.22
2018,NUTS,2010,ITH,1,0.2295
2019,NUTS,2010,ITH,1,0.2411
2011,NUTS,2010,ITH1,2,0.0108
2012,NUTS,2010,ITH1,2,0.019
2013,NUTS,2010,ITH1,2,0.0429
2014,NUTS,2010,ITH1,2,0.0558
2015,NUTS,2010,ITH1,2,0.0368
2016,NUTS,2010,ITH1,2,0.0941
2017,NUTS,2010,ITH1,2,0.1102
2018,NUTS,2010,ITH1,2,0.1152
2019,NUTS,2010,ITH1,2,0.134
2011,NUTS,2010,ITH2,2,0.1979
2012,NUTS,2010,ITH2,2,0.2323
2013,NUTS,2010,ITH2,2,0.2695
2014,NUTS,2010,ITH2,2,0.2849
2015,NUTS,2010,ITH2,2,0.3164
2016,NUTS,2010,ITH2,2,0.3326
2017,NUTS,2010,ITH2,2,0.3189
2018,NUTS,2010,ITH2,2,0.3451
2019,NUTS,2010,ITH2,2,0.3757
2011,NUTS,2010,ITH3,2,0.1554
2012,NUTS,2010,ITH3,2,0.1586
2013,NUTS,2010,ITH3,2,0.1696
2014,NUTS,2010,ITH3,2,0.174
2015,NUTS,2010,ITH3,2,0.175
2016,NUTS,2010,ITH3,2,0.1734
2017,NUTS,2010,ITH3,2,0.1802
2018,NUTS,2010,ITH3,2,0.1918
2019,NUTS,2010,ITH3,2,0.2024
2011,NUTS,2010,ITH4,2,0.2349
2012,NUTS,2010,ITH4,2,0.2502
2013,NUTS,2010,ITH4,2,0.2433
2014,NUTS,2010,ITH4,2,0.2468
2015,NUTS,2010,ITH4,2,0.2614
2016,NUTS,2010,ITH4,2,0.252
2017,NUTS,2010,ITH4,2,0.2587
2018,NUTS,2010,ITH4,2,0.2734
2019,NUTS,2010,ITH4,2,0.2696
2011,NUTS,2010,ITH5,2,0.2252
2012,NUTS,2010,ITH5,2,0.2304
2013,NUTS,2010,ITH5,2,0.2466
2014,NUTS,2010,ITH5,2,0.249
2015,NUTS,2010,ITH5,2,0.1999
2016,NUTS,2010,ITH5,2,0.2499
2017,NUTS,2010,ITH5,2,0.2546
2018,NUTS,2010,ITH5,2,0.2591
2019,NUTS,2010,ITH5,2,0.2726
2011,NUTS,2010,ITI,1,0.219
2012,NUTS,2010,ITI,1,0.2194
2013,NUTS,2010,ITI,1,0.2269
2014,NUTS,2010,ITI,1,0.2217
2015,NUTS,2010,ITI,1,0.2292
2016,NUTS,2010,ITI,1,0.2417
2017,NUTS,2010,ITI,1,0.234
2018,NUTS,2010,ITI,1,0.2363
2019,NUTS,2010,ITI,1,0.2498
2011,NUTS,2010,ITI1,2,0.2786
2012,NUTS,2010,ITI1,2,0.2847
2013,NUTS,2010,ITI1,2,0.2663
2014,NUTS,2010,ITI1,2,0.2519
2015,NUTS,2010,ITI1,2,0.2638
2016,NUTS,2010,ITI1,2,0.2598
2017,NUTS,2010,ITI1,2,0.2607
2018,NUTS,2010,ITI1,2,0.2859
2019,NUTS,2010,ITI1,2,0.2889
2011,NUTS,2010,ITI2,2,0.2415
2012,NUTS,2010,ITI2,2,0.2365
2013,NUTS,2010,ITI2,2,0.2358
2014,NUTS,2010,ITI2,2,0.2359
2015,NUTS,2010,ITI2,2,0.2577
2016,NUTS,2010,ITI2,2,0.2396
2017,NUTS,2010,ITI2,2,0.2248
2018,NUTS,2010,ITI2,2,0.2522
2019,NUTS,2010,ITI2,2,0.2345
2011,NUTS,2010,ITI3,2,0.1544
2012,NUTS,2010,ITI3,2,0.1484
2013,NUTS,2010,ITI3,2,0.1583
2014,NUTS,2010,ITI3,2,0.1644
2015,NUTS,2010,ITI3,2,0.1643
2016,NUTS,2010,ITI3,2,0.1937
2017,NUTS,2010,ITI3,2,0.2128
2018,NUTS,2010,ITI3,2,0.1921
2019,NUTS,2010,ITI3,2,0.1881
2011,NUTS,2010,ITI4,2,0.193
2012,NUTS,2010,ITI4,2,0.1929
2013,NUTS,2010,ITI4,2,0.2182
2014,NUTS,2010,ITI4,2,0.215
2015,NUTS,2010,ITI4,2,0.2194
2016,NUTS,2010,ITI4,2,0.2429
2017,NUTS,2010,ITI4,2,0.2236
2018,NUTS,2010,ITI4,2,0.2136
2019,NUTS,2010,ITI4,2,0.2429
2011,NUTS,2010,KR,0,0.1627
2011,NUTS,2010,LT,0,0.3885
2012,NUTS,2010,LT,0,0.3702
2013,NUTS,2010,LT,0,0.376
2014,NUTS,2010,LT,0,0.3627
2015,NUTS,2010,LT,0,0.3368
2016,NUTS,2010,LT,0,0.3484
2017,NUTS,2010,LT,0,0.3249
2018,NUTS,2010,LT,0,0.32
2019,NUTS,2010,LT,0,0.3494
2020,NUTS,2010,LT,0,0.4013
2015,NUTS,2010,LT01,2,0.5859
2016,NUTS,2010,LT01,2,0.5511
2017,NUTS,2010,LT01,2,0.53
2018,NUTS,2010,LT01,2,0.5003
2019,NUTS,2010,LT01,2,0.5092
2015,NUTS,2010,LT02,2,0.2226
2016,NUTS,2010,LT02,2,0.2471
2017,NUTS,2010,LT02,2,0.2168
2018,NUTS,2010,LT02,2,0.22
2019,NUTS,2010,LT02,2,0.257
2011,NUTS,2010,LU,0,0.242
2012,NUTS,2010,LU,0,0.2648
2013,NUTS,2010,LU,0,0.3064
2014,NUTS,2010,LU,0,0.3512
2015,NUTS,2010,LU,0,0.3449
2016,NUTS,2010,LU,0,0.3509
2017,NUTS,2010,LU,0,0.3664
2018,NUTS,2010,LU,0,0.3678
2019,NUTS,2010,LU,0,0.3888
2020,NUTS,2010,LU,0,0.3778
2011,NUTS,2010,LV,0,0.2697
2012,NUTS,2010,LV,0,0.2597
2013,NUTS,2010,LV,0,0.2386
2014,NUTS,2010,LV,0,0.2377
2015,NUTS,2010,LV,0,0.2402
2016,NUTS,2010,LV,0,0.2036
2017,NUTS,2010,LV,0,0.2396
2018,NUTS,2010,LV,0,0.2331
2019,NUTS,2010,LV,0,0.2482
2020,NUTS,2010,LV,0,0.2809
2011,NUTS,2010,ME,0,0.0847
2013,NUTS,2010,ME,0,0.0828
2014,NUTS,2010,ME,0,0.0864
2015,NUTS,2010,ME,0,0.1279
2016,NUTS,2010,ME,0,0.1122
2017,NUTS,2010,ME,0,0.1049
2018,NUTS,2010,ME,0,0.1036
2019,NUTS,2010,ME,0,0.083
2011,NUTS,2010,MK,0,0.059
2012,NUTS,2010,MK,0,0.0813
2013,NUTS,2010,MK,0,0.0976
2014,NUTS,2010,MK,0,0.1222
2015,NUTS,2010,MK,0,0.1345
2016,NUTS,2010,MK,0,0.1257
2017,NUTS,2010,MK,0,0.1017
2018,NUTS,2010,MK,0,0.1099
2019,NUTS,2010,MK,0,0.1047
2020,NUTS,2010,MK,0,0.1064
2011,NUTS,2010,MT,0,0.126
2012,NUTS,2010,MT,0,0.1385
2013,NUTS,2010,MT,0,0.1537
2014,NUTS,2010,MT,0,0.1729
2015,NUTS,2010,MT,0,0.1574
2016,NUTS,2010,MT,0,0.1536
2017,NUTS,2010,MT,0,0.1609
2018,NUTS,2010,MT,0,0.1568
2019,NUTS,2010,MT,0,0.169
2020,NUTS,2010,MT,0,0.1748
2011,NUTS,2010,NL,0,0.2367
2012,NUTS,2010,NL,0,0.2343
2013,NUTS,2010,NL,0,0.2353
2014,NUTS,2010,NL,0,0.2448
2015,NUTS,2010,NL,0,0.2484
2016,NUTS,2010,NL,0,0.2463
2017,NUTS,2010,NL,0,0.2509
2018,NUTS,2010,NL,0,0.2514
2019,NUTS,2010,NL,0,0.2568
2020,NUTS,2010,NL,0,0.2568
2011,NUTS,2010,NL3,1,0.2844
2012,NUTS,2010,NL3,1,0.2791
2011,NUTS,2010,NO,0,0.3836
2012,NUTS,2010,NO,0,0.3808
2013,NUTS,2010,NO,0,0.3851
2014,NUTS,2010,NO,0,0.3913
2015,NUTS,2010,NO,0,0.4123
2016,NUTS,2010,NO,0,0.4413
2017,NUTS,2010,NO,0,0.4708
2018,NUTS,2010,NO,0,0.4846
2019,NUTS,2010,NO,0,0.5089
2020,NUTS,2010,NO,0,0.4852
2011,NUTS,2010,NO0,1,0.3726
2012,NUTS,2010,NO0,1,0.3693
2013,NUTS,2010,NO0,1,0.3732
2014,NUTS,2010,NO0,1,0.3783
2015,NUTS,2010,NO0,1,0.3977
2016,NUTS,2010,NO0,1,0.4262
2017,NUTS,2010,NO0,1,0.4545
2018,NUTS,2010,NO0,1,0.4675
2019,NUTS,2010,NO0,1,0.4907
2011,NUTS,2010,NO01,2,0.5924
2012,NUTS,2010,NO01,2,0.5837
2013,NUTS,2010,NO01,2,0.6041
2014,NUTS,2010,NO01,2,0.6058
2015,NUTS,2010,NO01,2,0.6363
2016,NUTS,2010,NO01,2,0.6636
2017,NUTS,2010,NO01,2,0.695
2018,NUTS,2010,NO01,2,0.71
2019,NUTS,2010,NO01,2,0.6985
2011,NUTS,2010,NO02,2,0.0701
2012,NUTS,2010,NO02,2,0.0719
2013,NUTS,2010,NO02,2,0.0902
2014,NUTS,2010,NO02,2,0.0884
2015,NUTS,2010,NO02,2,0.0906
2016,NUTS,2010,NO02,2,0.1199
2017,NUTS,2010,NO02,2,0.1309
2018,NUTS,2010,NO02,2,0.1203
2019,NUTS,2010,NO02,2,0.1473
2011,NUTS,2010,NO03,2,0.0431
2012,NUTS,2010,NO03,2,0.0443
2013,NUTS,2010,NO03,2,0.0481
2014,NUTS,2010,NO03,2,0.0515
2015,NUTS,2010,NO03,2,0.0588
2016,NUTS,2010,NO03,2,0.0628
2017,NUTS,2010,NO03,2,0.0853
2018,NUTS,2010,NO03,2,0.0914
2019,NUTS,2010,NO03,2,0.0967
2011,NUTS,2010,NO04,2,0.1431
2012,NUTS,2010,NO04,2,0.1489
2013,NUTS,2010,NO04,2,0.1472
2014,NUTS,2010,NO04,2,0.151
2015,NUTS,2010,NO04,2,0.1612
2016,NUTS,2010,NO04,2,0.1818
2017,NUTS,2010,NO04,2,0.215
2018,NUTS,2010,NO04,2,0.2211
2019,NUTS,2010,NO04,2,0.2371
2011,NUTS,2010,NO05,2,0.3763
2012,NUTS,2010,NO05,2,0.3884
2013,NUTS,2010,NO05,2,0.3857
2014,NUTS,2010,NO05,2,0.3883
2015,NUTS,2010,NO05,2,0.3858
2016,NUTS,2010,NO05,2,0.4041
2017,NUTS,2010,NO05,2,0.4325
2018,NUTS,2010,NO05,2,0.4374
2019,NUTS,2010,NO05,2,0.4989
2011,NUTS,2010,NO06,2,1.0
2012,NUTS,2010,NO06,2,0.9384
2013,NUTS,2010,NO06,2,0.8856
2014,NUTS,2010,NO06,2,0.8912
2015,NUTS,2010,NO06,2,0.9496
2016,NUTS,2010,NO06,2,1.025
2017,NUTS,2010,NO06,2,1.0852
2018,NUTS,2010,NO06,2,1.1499
2019,NUTS,2010,NO06,2,1.1928
2011,NUTS,2010,NO07,2,0.4563
2012,NUTS,2010,NO07,2,0.4658
2013,NUTS,2010,NO07,2,0.4759
2014,NUTS,2010,NO07,2,0.4876
2015,NUTS,2010,NO07,2,0.5244
2016,NUTS,2010,NO07,2,0.5763
2017,NUTS,2010,NO07,2,0.5698
2018,NUTS,2010,NO07,2,0.5795
2019,NUTS,2010,NO07,2,0.6445
2011,NUTS,2010,PL,0,0.2406
2012,NUTS,2010,PL,0,0.2291
2013,NUTS,2010,PL,0,0.2226
2014,NUTS,2010,PL,0,0.2365
2015,NUTS,2010,PL,0,0.2391
2016,NUTS,2010,PL,0,0.2659
2017,NUTS,2010,PL,0,0.3375
2018,NUTS,2010,PL,0,0.3434
2019,NUTS,2010,PL,0,0.3635
2020,NUTS,2010,PL,0,0.3511
2011,NUTS,2010,PL1,1,0.3667
2012,NUTS,2010,PL1,1,0.3582
2013,NUTS,2010,PL1,1,0.2291
2014,NUTS,2010,PL1,1,0.2283
2015,NUTS,2010,PL1,1,0.2229
2012,NUTS,2010,PL11,2,0.2066
2013,NUTS,2010,PL11,2,0.1688
2014,NUTS,2010,PL11,2,0.1761
2015,NUTS,2010,PL11,2,0.1812
2012,NUTS,2010,PL12,2,0.2542
2013,NUTS,2010,PL12,2,0.2615
2014,NUTS,2010,PL12,2,0.2542
2015,NUTS,2010,PL12,2,0.242
2011,NUTS,2010,PL2,1,0.2663
2012,NUTS,2010,PL2,1,0.2394
2013,NUTS,2010,PL2,1,0.2402
2014,NUTS,2010,PL2,1,0.2793
