year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_pps_hab_kp05
2005,NUTS,2010,FR,0,6.6
2006,NUTS,2010,FR,0,6.4
2007,NUTS,2010,FR,0,6.2
2008,NUTS,2010,FR,0,6.7
2009,NUTS,2010,FR,0,6.6
2010,NUTS,2010,FR,0,6.9
2011,NUTS,2010,FR,0,7.1
2012,NUTS,2010,FR,0,8.3
2013,NUTS,2010,FR,0,8.5
2014,NUTS,2010,FR,0,8.9
2015,NUTS,2010,FR,0,9.1
2016,NUTS,2010,FR,0,9.6
2017,NUTS,2010,FR,0,9.3
2018,NUTS,2010,FR,0,9.4
2019,NUTS,2010,FR,0,10.0
2020,NUTS,2010,FR,0,10.4
1992,NUTS,2010,FR1,1,9.8
1993,NUTS,2010,FR1,1,11.5
1994,NUTS,2010,FR1,1,12.5
1995,NUTS,2010,FR1,1,12.1
1996,NUTS,2010,FR1,1,11.3
1997,NUTS,2010,FR1,1,11.4
1998,NUTS,2010,FR1,1,12.1
1999,NUTS,2010,FR1,1,12.3
2000,NUTS,2010,FR1,1,12.9
2001,NUTS,2010,FR1,1,13.3
2002,NUTS,2010,FR1,1,13.4
2003,NUTS,2010,FR1,1,14.1
2004,NUTS,2010,FR1,1,14.5
2006,NUTS,2010,FR1,1,14.9
2007,NUTS,2010,FR1,1,15.3
2008,NUTS,2010,FR1,1,17.5
2009,NUTS,2010,FR1,1,16.6
2010,NUTS,2010,FR1,1,18.7
2011,NUTS,2010,FR1,1,18.6
2012,NUTS,2010,FR1,1,19.4
2013,NUTS,2010,FR1,1,19.1
1992,NUTS,2010,FR10,2,9.8
1993,NUTS,2010,FR10,2,11.5
1994,NUTS,2010,FR10,2,12.5
1995,NUTS,2010,FR10,2,12.1
1996,NUTS,2010,FR10,2,11.3
1997,NUTS,2010,FR10,2,11.4
1998,NUTS,2010,FR10,2,12.1
1999,NUTS,2010,FR10,2,12.3
2000,NUTS,2010,FR10,2,12.9
2001,NUTS,2010,FR10,2,13.3
2002,NUTS,2010,FR10,2,13.4
2003,NUTS,2010,FR10,2,14.1
2004,NUTS,2010,FR10,2,14.5
2006,NUTS,2010,FR10,2,14.9
2007,NUTS,2010,FR10,2,15.3
2008,NUTS,2010,FR10,2,17.5
2009,NUTS,2010,FR10,2,16.6
2010,NUTS,2010,FR10,2,18.7
2011,NUTS,2010,FR10,2,18.6
2012,NUTS,2010,FR10,2,19.4
2013,NUTS,2010,FR10,2,19.1
2012,NUTS,2010,FR2,1,0.0
2013,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2002,NUTS,2010,FR7,1,0.2
2003,NUTS,2010,FR7,1,0.2
2006,NUTS,2010,FR7,1,0.1
2007,NUTS,2010,FR7,1,0.1
2008,NUTS,2010,FR7,1,0.1
2012,NUTS,2010,FR7,1,0.0
2013,NUTS,2010,FR7,1,0.0
2002,NUTS,2010,FR71,2,0.2
2003,NUTS,2010,FR71,2,0.2
2004,NUTS,2010,FR71,2,0.2
2006,NUTS,2010,FR71,2,0.1
2007,NUTS,2010,FR71,2,0.2
2008,NUTS,2010,FR71,2,0.2
2002,NUTS,2010,FR8,1,0.0
2003,NUTS,2010,FR8,1,0.0
2007,NUTS,2010,FR8,1,0.0
2008,NUTS,2010,FR8,1,0.0
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2002,NUTS,2010,FR82,2,0.0
2003,NUTS,2010,FR82,2,0.0
2004,NUTS,2010,FR82,2,0.0
2007,NUTS,2010,FR82,2,0.0
2008,NUTS,2010,FR82,2,0.0
2005,NUTS,2010,HR,0,0.1
2006,NUTS,2010,HR,0,0.1
2007,NUTS,2010,HR,0,0.1
2008,NUTS,2010,HR,0,0.2
2009,NUTS,2010,HR,0,0.1
2010,NUTS,2010,HR,0,0.1
2011,NUTS,2010,HR,0,0.1
2012,NUTS,2010,HR,0,
2013,NUTS,2010,HR,0,
2014,NUTS,2010,HR,0,
2015,NUTS,2010,HR,0,
2005,NUTS,2010,HR0,1,0.1
2006,NUTS,2010,HR0,1,0.1
2007,NUTS,2010,HR0,1,0.1
2008,NUTS,2010,HR0,1,0.2
2009,NUTS,2010,HR0,1,0.1
2010,NUTS,2010,HR0,1,0.1
2011,NUTS,2010,HR0,1,0.1
2012,NUTS,2010,HR0,1,
2013,NUTS,2010,HR0,1,
2014,NUTS,2010,HR0,1,
2008,NUTS,2010,HR02,2,0.0
2009,NUTS,2010,HR02,2,0.0
2010,NUTS,2010,HR02,2,0.0
2008,NUTS,2010,HR03,2,0.5
2009,NUTS,2010,HR03,2,0.4
2010,NUTS,2010,HR03,2,0.4
2011,NUTS,2010,HR03,2,0.4
2012,NUTS,2010,HR03,2,
2013,NUTS,2010,HR03,2,
2014,NUTS,2010,HR03,2,
2008,NUTS,2010,HR04,2,0.0
2009,NUTS,2010,HR04,2,0.0
2010,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HR04,2,
2014,NUTS,2010,HR04,2,
1995,NUTS,2010,IE,0,1.7
1996,NUTS,2010,IE,0,2.1
1997,NUTS,2010,IE,0,2.0
1995,NUTS,2010,IE0,1,1.7
1996,NUTS,2010,IE0,1,2.1
1997,NUTS,2010,IE0,1,2.0
1995,NUTS,2010,IS,0,10.3
1997,NUTS,2010,IS,0,5.5
1998,NUTS,2010,IS,0,5.6
1999,NUTS,2010,IS,0,12.8
2000,NUTS,2010,IS,0,12.8
2001,NUTS,2010,IS,0,17.5
2002,NUTS,2010,IS,0,16.7
2003,NUTS,2010,IS,0,15.9
2005,NUTS,2010,IS,0,24.8
2006,NUTS,2010,IS,0,24.8
2007,NUTS,2010,IS,0,21.3
2008,NUTS,2010,IS,0,20.6
2009,NUTS,2010,IS,0,19.7
2011,NUTS,2010,IS,0,20.3
2013,NUTS,2010,IS,0,0.0
2014,NUTS,2010,IS,0,0.0
2015,NUTS,2010,IS,0,0.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
1995,NUTS,2010,IS0,1,10.3
1997,NUTS,2010,IS0,1,5.5
1998,NUTS,2010,IS0,1,5.6
1999,NUTS,2010,IS0,1,12.8
2000,NUTS,2010,IS0,1,12.8
2001,NUTS,2010,IS0,1,17.5
2002,NUTS,2010,IS0,1,16.7
2003,NUTS,2010,IS0,1,15.9
2005,NUTS,2010,IS0,1,24.8
2006,NUTS,2010,IS0,1,24.8
2007,NUTS,2010,IS0,1,21.3
2008,NUTS,2010,IS0,1,20.6
2009,NUTS,2010,IS0,1,19.7
2011,NUTS,2010,IS0,1,20.3
2013,NUTS,2010,IS0,1,0.0
2014,NUTS,2010,IS0,1,0.0
2015,NUTS,2010,IS0,1,0.0
2016,NUTS,2010,IS0,1,0.0
2017,NUTS,2010,IS0,1,0.0
2018,NUTS,2010,IS0,1,0.0
1995,NUTS,2010,IS00,2,10.3
1997,NUTS,2010,IS00,2,5.5
1998,NUTS,2010,IS00,2,5.6
1999,NUTS,2010,IS00,2,12.8
2000,NUTS,2010,IS00,2,12.8
2001,NUTS,2010,IS00,2,17.5
2002,NUTS,2010,IS00,2,16.7
2003,NUTS,2010,IS00,2,15.9
2005,NUTS,2010,IS00,2,24.8
2006,NUTS,2010,IS00,2,24.8
2007,NUTS,2010,IS00,2,21.3
2008,NUTS,2010,IS00,2,20.6
2009,NUTS,2010,IS00,2,19.7
2011,NUTS,2010,IS00,2,20.3
2013,NUTS,2010,IS00,2,0.0
2014,NUTS,2010,IS00,2,0.0
2015,NUTS,2010,IS00,2,0.0
2016,NUTS,2010,IS00,2,0.0
2017,NUTS,2010,IS00,2,0.0
2018,NUTS,2010,IS00,2,0.0
2002,NUTS,2010,IT,0,3.4
2003,NUTS,2010,IT,0,3.7
2004,NUTS,2010,IT,0,4.0
2005,NUTS,2010,IT,0,5.5
2006,NUTS,2010,IT,0,10.2
2007,NUTS,2010,IT,0,10.0
2008,NUTS,2010,IT,0,9.4
2009,NUTS,2010,IT,0,9.4
2010,NUTS,2010,IT,0,10.5
2011,NUTS,2010,IT,0,9.6
2012,NUTS,2010,IT,0,8.7
2013,NUTS,2010,IT,0,8.8
2014,NUTS,2010,IT,0,9.0
2015,NUTS,2010,IT,0,9.6
2016,NUTS,2010,IT,0,7.7
2017,NUTS,2010,IT,0,5.4
2018,NUTS,2010,IT,0,5.3
2019,NUTS,2010,IT,0,6.2
2020,NUTS,2010,IT,0,6.8
2003,NUTS,2010,ITC,1,9.6
2004,NUTS,2010,ITC,1,9.8
2005,NUTS,2010,ITC,1,12.2
2007,NUTS,2010,ITC,1,26.0
2008,NUTS,2010,ITC,1,23.7
2009,NUTS,2010,ITC,1,25.1
2010,NUTS,2010,ITC,1,26.8
2011,NUTS,2010,ITC,1,25.8
2012,NUTS,2010,ITC,1,21.9
2013,NUTS,2010,ITC,1,20.9
2014,NUTS,2010,ITC,1,20.4
2015,NUTS,2010,ITC,1,21.7
2016,NUTS,2010,ITC,1,17.5
2017,NUTS,2010,ITC,1,8.7
2018,NUTS,2010,ITC,1,8.7
2019,NUTS,2010,ITC,1,10.2
2003,NUTS,2010,ITC1,2,3.8
2004,NUTS,2010,ITC1,2,3.9
2005,NUTS,2010,ITC1,2,6.3
2007,NUTS,2010,ITC1,2,14.9
2008,NUTS,2010,ITC1,2,13.4
2009,NUTS,2010,ITC1,2,13.5
2010,NUTS,2010,ITC1,2,13.8
2011,NUTS,2010,ITC1,2,13.4
2012,NUTS,2010,ITC1,2,13.8
2013,NUTS,2010,ITC1,2,14.7
2014,NUTS,2010,ITC1,2,14.8
2015,NUTS,2010,ITC1,2,16.7
2016,NUTS,2010,ITC1,2,14.7
2017,NUTS,2010,ITC1,2,9.5
2018,NUTS,2010,ITC1,2,9.2
2019,NUTS,2010,ITC1,2,10.4
2003,NUTS,2010,ITC2,2,8.3
2004,NUTS,2010,ITC2,2,16.1
2005,NUTS,2010,ITC2,2,15.6
2007,NUTS,2010,ITC2,2,26.4
2008,NUTS,2010,ITC2,2,22.1
2009,NUTS,2010,ITC2,2,14.6
2010,NUTS,2010,ITC2,2,16.6
2011,NUTS,2010,ITC2,2,14.9
2012,NUTS,2010,ITC2,2,19.4
2013,NUTS,2010,ITC2,2,19.7
2014,NUTS,2010,ITC2,2,18.8
2015,NUTS,2010,ITC2,2,14.8
2016,NUTS,2010,ITC2,2,14.2
2017,NUTS,2010,ITC2,2,15.1
2018,NUTS,2010,ITC2,2,15.6
2019,NUTS,2010,ITC2,2,19.4
2003,NUTS,2010,ITC3,2,1.9
2004,NUTS,2010,ITC3,2,1.2
2005,NUTS,2010,ITC3,2,1.8
2007,NUTS,2010,ITC3,2,5.2
2008,NUTS,2010,ITC3,2,6.4
2009,NUTS,2010,ITC3,2,4.8
2010,NUTS,2010,ITC3,2,6.1
2011,NUTS,2010,ITC3,2,8.6
2012,NUTS,2010,ITC3,2,7.4
2013,NUTS,2010,ITC3,2,4.7
2014,NUTS,2010,ITC3,2,4.7
2015,NUTS,2010,ITC3,2,4.9
2016,NUTS,2010,ITC3,2,4.5
2017,NUTS,2010,ITC3,2,3.4
2018,NUTS,2010,ITC3,2,4.0
2019,NUTS,2010,ITC3,2,6.4
2003,NUTS,2010,ITC4,2,13.7
2004,NUTS,2010,ITC4,2,14.0
2005,NUTS,2010,ITC4,2,16.6
2007,NUTS,2010,ITC4,2,34.6
2008,NUTS,2010,ITC4,2,31.3
2009,NUTS,2010,ITC4,2,33.9
2010,NUTS,2010,ITC4,2,36.3
2011,NUTS,2010,ITC4,2,34.4
2012,NUTS,2010,ITC4,2,27.9
2013,NUTS,2010,ITC4,2,26.3
2014,NUTS,2010,ITC4,2,25.4
2015,NUTS,2010,ITC4,2,26.6
2016,NUTS,2010,ITC4,2,20.8
2017,NUTS,2010,ITC4,2,9.2
2018,NUTS,2010,ITC4,2,9.1
2019,NUTS,2010,ITC4,2,10.6
2003,NUTS,2010,ITF,1,1.1
2004,NUTS,2010,ITF,1,1.4
2005,NUTS,2010,ITF,1,2.3
2007,NUTS,2010,ITF,1,4.9
2008,NUTS,2010,ITF,1,4.7
2009,NUTS,2010,ITF,1,4.6
2010,NUTS,2010,ITF,1,5.8
2011,NUTS,2010,ITF,1,4.3
2012,NUTS,2010,ITF,1,3.9
2013,NUTS,2010,ITF,1,4.1
2014,NUTS,2010,ITF,1,4.1
2015,NUTS,2010,ITF,1,
2016,NUTS,2010,ITF,1,
2017,NUTS,2010,ITF,1,2.0
2018,NUTS,2010,ITF,1,2.0
2019,NUTS,2010,ITF,1,2.5
2003,NUTS,2010,ITF1,2,0.8
2004,NUTS,2010,ITF1,2,0.8
2005,NUTS,2010,ITF1,2,0.7
2007,NUTS,2010,ITF1,2,0.6
2008,NUTS,2010,ITF1,2,0.6
2009,NUTS,2010,ITF1,2,0.2
2010,NUTS,2010,ITF1,2,0.1
2011,NUTS,2010,ITF1,2,0.8
2012,NUTS,2010,ITF1,2,0.6
2013,NUTS,2010,ITF1,2,2.4
2014,NUTS,2010,ITF1,2,1.8
2015,NUTS,2010,ITF1,2,1.1
2016,NUTS,2010,ITF1,2,0.9
2017,NUTS,2010,ITF1,2,0.7
2018,NUTS,2010,ITF1,2,0.6
2019,NUTS,2010,ITF1,2,0.6
2003,NUTS,2010,ITF2,2,3.1
2004,NUTS,2010,ITF2,2,0.0
2005,NUTS,2010,ITF2,2,12.0
2007,NUTS,2010,ITF2,2,0.3
2008,NUTS,2010,ITF2,2,0.3
2009,NUTS,2010,ITF2,2,0.6
2010,NUTS,2010,ITF2,2,
2011,NUTS,2010,ITF2,2,
2012,NUTS,2010,ITF2,2,
2013,NUTS,2010,ITF2,2,
2014,NUTS,2010,ITF2,2,
2015,NUTS,2010,ITF2,2,
2016,NUTS,2010,ITF2,2,
2017,NUTS,2010,ITF2,2,0.2
2018,NUTS,2010,ITF2,2,0.3
2019,NUTS,2010,ITF2,2,0.1
2003,NUTS,2010,ITF3,2,1.6
2004,NUTS,2010,ITF3,2,1.9
2005,NUTS,2010,ITF3,2,2.3
2007,NUTS,2010,ITF3,2,6.0
2008,NUTS,2010,ITF3,2,6.0
2009,NUTS,2010,ITF3,2,5.9
2010,NUTS,2010,ITF3,2,8.9
2011,NUTS,2010,ITF3,2,5.7
2012,NUTS,2010,ITF3,2,5.3
2013,NUTS,2010,ITF3,2,6.0
2014,NUTS,2010,ITF3,2,5.9
2015,NUTS,2010,ITF3,2,6.0
2016,NUTS,2010,ITF3,2,4.5
2017,NUTS,2010,ITF3,2,2.7
2018,NUTS,2010,ITF3,2,3.0
2019,NUTS,2010,ITF3,2,2.9
2003,NUTS,2010,ITF4,2,1.0
2004,NUTS,2010,ITF4,2,1.9
2005,NUTS,2010,ITF4,2,3.3
2007,NUTS,2010,ITF4,2,8.3
2008,NUTS,2010,ITF4,2,7.6
2009,NUTS,2010,ITF4,2,7.3
2010,NUTS,2010,ITF4,2,7.1
2011,NUTS,2010,ITF4,2,6.5
2012,NUTS,2010,ITF4,2,5.8
2013,NUTS,2010,ITF4,2,4.7
2014,NUTS,2010,ITF4,2,4.8
2015,NUTS,2010,ITF4,2,5.8
2016,NUTS,2010,ITF4,2,4.6
2017,NUTS,2010,ITF4,2,2.5
2018,NUTS,2010,ITF4,2,2.3
2019,NUTS,2010,ITF4,2,4.1
2003,NUTS,2010,ITF5,2,0.0
2004,NUTS,2010,ITF5,2,0.0
2005,NUTS,2010,ITF5,2,0.0
2007,NUTS,2010,ITF5,2,0.0
2008,NUTS,2010,ITF5,2,0.0
2009,NUTS,2010,ITF5,2,0.0
2010,NUTS,2010,ITF5,2,
2011,NUTS,2010,ITF5,2,
2012,NUTS,2010,ITF5,2,0.4
2013,NUTS,2010,ITF5,2,1.5
2014,NUTS,2010,ITF5,2,
2015,NUTS,2010,ITF5,2,6.0
2016,NUTS,2010,ITF5,2,
2017,NUTS,2010,ITF5,2,1.1
2018,NUTS,2010,ITF5,2,0.4
2019,NUTS,2010,ITF5,2,1.0
2003,NUTS,2010,ITF6,2,0.0
2004,NUTS,2010,ITF6,2,0.0
2005,NUTS,2010,ITF6,2,0.0
2007,NUTS,2010,ITF6,2,0.0
2008,NUTS,2010,ITF6,2,0.0
2009,NUTS,2010,ITF6,2,0.0
2010,NUTS,2010,ITF6,2,0.0
2011,NUTS,2010,ITF6,2,0.0
2012,NUTS,2010,ITF6,2,
2013,NUTS,2010,ITF6,2,
2014,NUTS,2010,ITF6,2,
2015,NUTS,2010,ITF6,2,0.1
2016,NUTS,2010,ITF6,2,0.2
2017,NUTS,2010,ITF6,2,0.2
2018,NUTS,2010,ITF6,2,0.2
2019,NUTS,2010,ITF6,2,0.3
2003,NUTS,2010,ITG,1,0.2
2004,NUTS,2010,ITG,1,0.7
2005,NUTS,2010,ITG,1,1.0
2007,NUTS,2010,ITG,1,1.0
2008,NUTS,2010,ITG,1,1.0
2009,NUTS,2010,ITG,1,0.8
2010,NUTS,2010,ITG,1,1.5
2011,NUTS,2010,ITG,1,0.8
2012,NUTS,2010,ITG,1,1.2
2013,NUTS,2010,ITG,1,1.8
2014,NUTS,2010,ITG,1,2.6
2015,NUTS,2010,ITG,1,2.8
2016,NUTS,2010,ITG,1,1.7
2017,NUTS,2010,ITG,1,1.2
2018,NUTS,2010,ITG,1,1.1
2019,NUTS,2010,ITG,1,1.7
2003,NUTS,2010,ITG1,2,0.2
2004,NUTS,2010,ITG1,2,1.0
2005,NUTS,2010,ITG1,2,1.3
2007,NUTS,2010,ITG1,2,1.2
2008,NUTS,2010,ITG1,2,1.3
2009,NUTS,2010,ITG1,2,1.1
2010,NUTS,2010,ITG1,2,1.9
2011,NUTS,2010,ITG1,2,1.0
2012,NUTS,2010,ITG1,2,1.5
2013,NUTS,2010,ITG1,2,2.3
2014,NUTS,2010,ITG1,2,3.4
2015,NUTS,2010,ITG1,2,3.6
2016,NUTS,2010,ITG1,2,2.1
2017,NUTS,2010,ITG1,2,1.4
2018,NUTS,2010,ITG1,2,1.3
2019,NUTS,2010,ITG1,2,2.1
2003,NUTS,2010,ITG2,2,0.0
2004,NUTS,2010,ITG2,2,0.0
2005,NUTS,2010,ITG2,2,0.0
2007,NUTS,2010,ITG2,2,0.2
2008,NUTS,2010,ITG2,2,0.2
2009,NUTS,2010,ITG2,2,0.2
2010,NUTS,2010,ITG2,2,0.2
2011,NUTS,2010,ITG2,2,0.2
2012,NUTS,2010,ITG2,2,0.3
2013,NUTS,2010,ITG2,2,0.3
2014,NUTS,2010,ITG2,2,0.3
2015,NUTS,2010,ITG2,2,0.5
2016,NUTS,2010,ITG2,2,0.5
2017,NUTS,2010,ITG2,2,0.5
2018,NUTS,2010,ITG2,2,0.6
2019,NUTS,2010,ITG2,2,0.6
2003,NUTS,2010,ITH,1,2.0
2004,NUTS,2010,ITH,1,2.2
2005,NUTS,2010,ITH,1,3.1
2007,NUTS,2010,ITH,1,4.3
2008,NUTS,2010,ITH,1,3.9
2009,NUTS,2010,ITH,1,3.6
2010,NUTS,2010,ITH,1,3.0
2011,NUTS,2010,ITH,1,2.7
2012,NUTS,2010,ITH,1,2.7
2013,NUTS,2010,ITH,1,3.5
2014,NUTS,2010,ITH,1,5.8
2015,NUTS,2010,ITH,1,5.6
2016,NUTS,2010,ITH,1,4.5
2017,NUTS,2010,ITH,1,5.4
2018,NUTS,2010,ITH,1,4.3
2019,NUTS,2010,ITH,1,5.3
2003,NUTS,2010,ITH1,2,12.9
2004,NUTS,2010,ITH1,2,12.5
2005,NUTS,2010,ITH1,2,14.1
2007,NUTS,2010,ITH1,2,30.6
2008,NUTS,2010,ITH1,2,18.1
2009,NUTS,2010,ITH1,2,18.3
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,0.7
2012,NUTS,2010,ITH1,2,0.5
2013,NUTS,2010,ITH1,2,6.3
2014,NUTS,2010,ITH1,2,55.6
2015,NUTS,2010,ITH1,2,52.7
2016,NUTS,2010,ITH1,2,34.7
2017,NUTS,2010,ITH1,2,57.4
2018,NUTS,2010,ITH1,2,42.0
2019,NUTS,2010,ITH1,2,47.2
2003,NUTS,2010,ITH2,2,2.1
2004,NUTS,2010,ITH2,2,6.0
2005,NUTS,2010,ITH2,2,9.7
2007,NUTS,2010,ITH2,2,8.7
2008,NUTS,2010,ITH2,2,12.8
2009,NUTS,2010,ITH2,2,15.4
2010,NUTS,2010,ITH2,2,13.7
2011,NUTS,2010,ITH2,2,11.7
2012,NUTS,2010,ITH2,2,13.7
2013,NUTS,2010,ITH2,2,13.4
2014,NUTS,2010,ITH2,2,11.3
2015,NUTS,2010,ITH2,2,11.3
2016,NUTS,2010,ITH2,2,10.6
2017,NUTS,2010,ITH2,2,4.0
2018,NUTS,2010,ITH2,2,4.2
2019,NUTS,2010,ITH2,2,3.9
2003,NUTS,2010,ITH3,2,1.3
2004,NUTS,2010,ITH3,2,1.1
2005,NUTS,2010,ITH3,2,2.5
2007,NUTS,2010,ITH3,2,2.9
2008,NUTS,2010,ITH3,2,3.3
2009,NUTS,2010,ITH3,2,3.5
2010,NUTS,2010,ITH3,2,3.6
2011,NUTS,2010,ITH3,2,3.4
2012,NUTS,2010,ITH3,2,2.5
2013,NUTS,2010,ITH3,2,2.6
2014,NUTS,2010,ITH3,2,2.5
2015,NUTS,2010,ITH3,2,3.1
2016,NUTS,2010,ITH3,2,2.6
2017,NUTS,2010,ITH3,2,2.6
2018,NUTS,2010,ITH3,2,2.4
2019,NUTS,2010,ITH3,2,3.8
2003,NUTS,2010,ITH4,2,0.8
2004,NUTS,2010,ITH4,2,1.6
2005,NUTS,2010,ITH4,2,1.6
2007,NUTS,2010,ITH4,2,6.2
2008,NUTS,2010,ITH4,2,4.1
2009,NUTS,2010,ITH4,2,2.8
2010,NUTS,2010,ITH4,2,3.4
2011,NUTS,2010,ITH4,2,3.2
2012,NUTS,2010,ITH4,2,4.5
2013,NUTS,2010,ITH4,2,5.3
2014,NUTS,2010,ITH4,2,5.2
2015,NUTS,2010,ITH4,2,5.2
2016,NUTS,2010,ITH4,2,4.0
2017,NUTS,2010,ITH4,2,4.2
2018,NUTS,2010,ITH4,2,3.6
2019,NUTS,2010,ITH4,2,5.1
2003,NUTS,2010,ITH5,2,1.7
2004,NUTS,2010,ITH5,2,1.9
2005,NUTS,2010,ITH5,2,2.3
2007,NUTS,2010,ITH5,2,1.7
2008,NUTS,2010,ITH5,2,1.8
2009,NUTS,2010,ITH5,2,1.0
2010,NUTS,2010,ITH5,2,1.1
2011,NUTS,2010,ITH5,2,1.1
2012,NUTS,2010,ITH5,2,1.2
2013,NUTS,2010,ITH5,2,2.6
2014,NUTS,2010,ITH5,2,3.1
2015,NUTS,2010,ITH5,2,2.3
2016,NUTS,2010,ITH5,2,2.5
2017,NUTS,2010,ITH5,2,2.8
2018,NUTS,2010,ITH5,2,2.2
2019,NUTS,2010,ITH5,2,2.1
2003,NUTS,2010,ITI,1,2.5
2004,NUTS,2010,ITI,1,2.8
2005,NUTS,2010,ITI,1,5.2
2007,NUTS,2010,ITI,1,5.4
2008,NUTS,2010,ITI,1,5.8
2009,NUTS,2010,ITI,1,4.8
2010,NUTS,2010,ITI,1,6.7
2011,NUTS,2010,ITI,1,5.7
2012,NUTS,2010,ITI,1,6.6
2013,NUTS,2010,ITI,1,7.2
2014,NUTS,2010,ITI,1,6.5
2015,NUTS,2010,ITI,1,
2016,NUTS,2010,ITI,1,
2017,NUTS,2010,ITI,1,7.4
2018,NUTS,2010,ITI,1,7.7
2019,NUTS,2010,ITI,1,8.3
2003,NUTS,2010,ITI1,2,1.1
2004,NUTS,2010,ITI1,2,1.1
2005,NUTS,2010,ITI1,2,2.2
2007,NUTS,2010,ITI1,2,2.6
2008,NUTS,2010,ITI1,2,2.5
2009,NUTS,2010,ITI1,2,2.4
2010,NUTS,2010,ITI1,2,4.6
2011,NUTS,2010,ITI1,2,2.2
2012,NUTS,2010,ITI1,2,4.7
2013,NUTS,2010,ITI1,2,5.2
2014,NUTS,2010,ITI1,2,3.4
2015,NUTS,2010,ITI1,2,5.6
2016,NUTS,2010,ITI1,2,5.3
2017,NUTS,2010,ITI1,2,5.3
2018,NUTS,2010,ITI1,2,5.3
2019,NUTS,2010,ITI1,2,6.4
2003,NUTS,2010,ITI2,2,1.2
2004,NUTS,2010,ITI2,2,1.2
2005,NUTS,2010,ITI2,2,0.0
2007,NUTS,2010,ITI2,2,0.5
2008,NUTS,2010,ITI2,2,0.4
2009,NUTS,2010,ITI2,2,0.1
2010,NUTS,2010,ITI2,2,0.1
2011,NUTS,2010,ITI2,2,0.1
2012,NUTS,2010,ITI2,2,0.1
2013,NUTS,2010,ITI2,2,0.1
2014,NUTS,2010,ITI2,2,0.1
2015,NUTS,2010,ITI2,2,
2016,NUTS,2010,ITI2,2,
2017,NUTS,2010,ITI2,2,0.1
2018,NUTS,2010,ITI2,2,0.6
2019,NUTS,2010,ITI2,2,0.3
2003,NUTS,2010,ITI3,2,0.7
2004,NUTS,2010,ITI3,2,0.7
2005,NUTS,2010,ITI3,2,0.6
2007,NUTS,2010,ITI3,2,0.1
2008,NUTS,2010,ITI3,2,0.2
2009,NUTS,2010,ITI3,2,0.2
2010,NUTS,2010,ITI3,2,0.2
2011,NUTS,2010,ITI3,2,0.1
2012,NUTS,2010,ITI3,2,0.2
2013,NUTS,2010,ITI3,2,0.2
2014,NUTS,2010,ITI3,2,0.1
2015,NUTS,2010,ITI3,2,0.1
2016,NUTS,2010,ITI3,2,0.1
2017,NUTS,2010,ITI3,2,0.1
2018,NUTS,2010,ITI3,2,0.2
2019,NUTS,2010,ITI3,2,0.3
2003,NUTS,2010,ITI4,2,4.1
2004,NUTS,2010,ITI4,2,4.9
2005,NUTS,2010,ITI4,2,9.4
2007,NUTS,2010,ITI4,2,9.5
2008,NUTS,2010,ITI4,2,10.6
2009,NUTS,2010,ITI4,2,8.4
2010,NUTS,2010,ITI4,2,11.0
2011,NUTS,2010,ITI4,2,10.6
2012,NUTS,2010,ITI4,2,10.7
2013,NUTS,2010,ITI4,2,11.5
2014,NUTS,2010,ITI4,2,11.1
2015,NUTS,2010,ITI4,2,10.6
2016,NUTS,2010,ITI4,2,9.4
2017,NUTS,2010,ITI4,2,11.6
2018,NUTS,2010,ITI4,2,12.1
2019,NUTS,2010,ITI4,2,12.9
1996,NUTS,2010,LT,0,0.3
1997,NUTS,2010,LT,0,0.3
1998,NUTS,2010,LT,0,0.2
1999,NUTS,2010,LT,0,0.1
1996,NUTS,2010,LT0,1,0.3
1997,NUTS,2010,LT0,1,0.3
1998,NUTS,2010,LT0,1,0.2
1999,NUTS,2010,LT0,1,0.1
1996,NUTS,2010,LT00,2,0.3
1997,NUTS,2010,LT00,2,0.3
1998,NUTS,2010,LT00,2,0.2
1999,NUTS,2010,LT00,2,0.1
2009,NUTS,2010,LU,0,0.0
2010,NUTS,2010,LU,0,0.0
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2017,NUTS,2010,LU,0,
2009,NUTS,2010,LU0,1,0.0
2010,NUTS,2010,LU0,1,0.0
2011,NUTS,2010,LU0,1,0.0
2012,NUTS,2010,LU0,1,0.0
2017,NUTS,2010,LU0,1,
2009,NUTS,2010,LU00,2,0.0
2010,NUTS,2010,LU00,2,0.0
2011,NUTS,2010,LU00,2,0.0
2012,NUTS,2010,LU00,2,0.0
