year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_pc_emp_hc_total_t
2017,NUTS,2010,HU,0,0.2022
2018,NUTS,2010,HU,0,0.2776
2019,NUTS,2010,HU,0,0.2812
2011,NUTS,2010,HU1,1,0.672
2012,NUTS,2010,HU1,1,0.6113
2013,NUTS,2010,HU1,1,0.5588
2014,NUTS,2010,HU1,1,0.5395
2015,NUTS,2010,HU1,1,0.6132
2016,NUTS,2010,HU1,1,0.5073
2017,NUTS,2010,HU1,1,0.4974
2018,NUTS,2010,HU1,1,0.6915
2019,NUTS,2010,HU1,1,0.6901
2011,NUTS,2010,HU10,2,0.672
2012,NUTS,2010,HU10,2,0.6113
2013,NUTS,2010,HU10,2,0.5588
2014,NUTS,2010,HU10,2,0.5395
2015,NUTS,2010,HU10,2,0.6132
2016,NUTS,2010,HU10,2,0.5073
2017,NUTS,2010,HU11,2,0.7364
2018,NUTS,2010,HU11,2,1.086
2019,NUTS,2010,HU11,2,1.0891
2017,NUTS,2010,HU12,2,0.1478
2018,NUTS,2010,HU12,2,0.1389
2019,NUTS,2010,HU12,2,0.1396
2011,NUTS,2010,HU2,1,0.0695
2012,NUTS,2010,HU2,1,0.0734
2013,NUTS,2010,HU2,1,0.105
2014,NUTS,2010,HU2,1,0.0907
2015,NUTS,2010,HU2,1,0.0889
2016,NUTS,2010,HU2,1,0.0855
2017,NUTS,2010,HU2,1,0.0852
2018,NUTS,2010,HU2,1,0.0962
2019,NUTS,2010,HU2,1,0.1034
2011,NUTS,2010,HU21,2,0.0768
2012,NUTS,2010,HU21,2,0.1484
2013,NUTS,2010,HU21,2,0.1514
2014,NUTS,2010,HU21,2,0.1411
2015,NUTS,2010,HU21,2,0.1321
2016,NUTS,2010,HU21,2,0.125
2017,NUTS,2010,HU21,2,0.1293
2018,NUTS,2010,HU21,2,0.1627
2019,NUTS,2010,HU21,2,0.1806
2011,NUTS,2010,HU22,2,0.0679
2012,NUTS,2010,HU22,2,0.0349
2013,NUTS,2010,HU22,2,0.0722
2014,NUTS,2010,HU22,2,0.0623
2015,NUTS,2010,HU22,2,0.0644
2016,NUTS,2010,HU22,2,0.0652
2017,NUTS,2010,HU22,2,0.0554
2018,NUTS,2010,HU22,2,0.0942
2019,NUTS,2010,HU22,2,0.0936
2011,NUTS,2010,HU23,2,0.0616
2012,NUTS,2010,HU23,2,0.0211
2013,NUTS,2010,HU23,2,0.0846
2014,NUTS,2010,HU23,2,0.0601
2015,NUTS,2010,HU23,2,0.0609
2016,NUTS,2010,HU23,2,0.0585
2017,NUTS,2010,HU23,2,0.0636
2018,NUTS,2010,HU23,2,0.0099
2019,NUTS,2010,HU23,2,0.0115
2011,NUTS,2010,HU3,1,0.0915
2012,NUTS,2010,HU3,1,0.0792
2013,NUTS,2010,HU3,1,0.0732
2014,NUTS,2010,HU3,1,0.0761
2015,NUTS,2010,HU3,1,0.0728
2016,NUTS,2010,HU3,1,0.0651
2017,NUTS,2010,HU3,1,0.053
2018,NUTS,2010,HU3,1,0.0856
2019,NUTS,2010,HU3,1,0.0795
2011,NUTS,2010,HU31,2,0.0365
2012,NUTS,2010,HU31,2,0.0152
2013,NUTS,2010,HU31,2,0.0135
2014,NUTS,2010,HU31,2,0.0069
2015,NUTS,2010,HU31,2,0.0071
2016,NUTS,2010,HU31,2,0.0043
2017,NUTS,2010,HU31,2,0.0061
2018,NUTS,2010,HU31,2,0.0054
2019,NUTS,2010,HU31,2,0.012
2011,NUTS,2010,HU32,2,0.0655
2012,NUTS,2010,HU32,2,0.0568
2013,NUTS,2010,HU32,2,0.0395
2014,NUTS,2010,HU32,2,0.0773
2015,NUTS,2010,HU32,2,0.0701
2016,NUTS,2010,HU32,2,0.0656
2017,NUTS,2010,HU32,2,0.0298
2018,NUTS,2010,HU32,2,0.0356
2019,NUTS,2010,HU32,2,0.043
2011,NUTS,2010,HU33,2,0.1648
2012,NUTS,2010,HU33,2,0.1557
2013,NUTS,2010,HU33,2,0.1603
2014,NUTS,2010,HU33,2,0.1337
2015,NUTS,2010,HU33,2,0.1324
2016,NUTS,2010,HU33,2,0.1161
2017,NUTS,2010,HU33,2,0.1195
2018,NUTS,2010,HU33,2,0.212
2019,NUTS,2010,HU33,2,0.1791
2011,NUTS,2010,IE,0,0.065
2012,NUTS,2010,IE,0,0.0603
2013,NUTS,2010,IE,0,0.0542
2014,NUTS,2010,IE,0,0.0525
2015,NUTS,2010,IE,0,0.0573
2017,NUTS,2010,IE,0,0.0607
2019,NUTS,2010,IE,0,0.0681
2011,NUTS,2010,IE0,1,0.0633
2012,NUTS,2010,IE0,1,0.0587
2013,NUTS,2010,IE0,1,0.0527
2015,NUTS,2010,IE0,1,0.0555
2017,NUTS,2010,IE0,1,0.0587
2011,NUTS,2010,IE01,2,0.0373
2012,NUTS,2010,IE01,2,0.035
2013,NUTS,2010,IE01,2,0.0309
2015,NUTS,2010,IE01,2,0.0058
2017,NUTS,2010,IE01,2,0.0849
2011,NUTS,2010,IE02,2,0.0722
2012,NUTS,2010,IE02,2,0.0666
2013,NUTS,2010,IE02,2,0.0602
2015,NUTS,2010,IE02,2,0.0723
2017,NUTS,2010,IE02,2,0.055
2011,NUTS,2010,IS,0,0.4673
2013,NUTS,2010,IS,0,0.1776
2015,NUTS,2010,IS,0,0.1891
2016,NUTS,2010,IS,0,0.1844
2017,NUTS,2010,IS,0,0.1847
2018,NUTS,2010,IS,0,0.1798
2011,NUTS,2010,IT,0,0.2114
2012,NUTS,2010,IT,0,0.2243
2013,NUTS,2010,IT,0,0.2394
2014,NUTS,2010,IT,0,0.2392
2015,NUTS,2010,IT,0,0.2401
2016,NUTS,2010,IT,0,0.241
2017,NUTS,2010,IT,0,0.2402
2018,NUTS,2010,IT,0,0.2431
2019,NUTS,2010,IT,0,0.243
2011,NUTS,2010,ITC,1,0.1252
2012,NUTS,2010,ITC,1,0.1369
2013,NUTS,2010,ITC,1,0.152
2014,NUTS,2010,ITC,1,0.1567
2015,NUTS,2010,ITC,1,0.1571
2016,NUTS,2010,ITC,1,0.1545
2017,NUTS,2010,ITC,1,0.1508
2018,NUTS,2010,ITC,1,0.1589
2019,NUTS,2010,ITC,1,0.1627
2011,NUTS,2010,ITC1,2,0.0741
2012,NUTS,2010,ITC1,2,0.0838
2013,NUTS,2010,ITC1,2,0.0774
2014,NUTS,2010,ITC1,2,0.081
2015,NUTS,2010,ITC1,2,0.0865
2016,NUTS,2010,ITC1,2,0.0878
2017,NUTS,2010,ITC1,2,0.0849
2018,NUTS,2010,ITC1,2,0.0927
2019,NUTS,2010,ITC1,2,0.0846
2011,NUTS,2010,ITC2,2,0.1373
2012,NUTS,2010,ITC2,2,0.1065
2013,NUTS,2010,ITC2,2,0.106
2014,NUTS,2010,ITC2,2,0.1071
2015,NUTS,2010,ITC2,2,0.0766
2016,NUTS,2010,ITC2,2,0.0717
2017,NUTS,2010,ITC2,2,0.1408
2018,NUTS,2010,ITC2,2,0.1109
2019,NUTS,2010,ITC2,2,0.1103
2011,NUTS,2010,ITC3,2,0.1919
2012,NUTS,2010,ITC3,2,0.2523
2013,NUTS,2010,ITC3,2,0.2641
2014,NUTS,2010,ITC3,2,0.2931
2015,NUTS,2010,ITC3,2,0.2997
2016,NUTS,2010,ITC3,2,0.3021
2017,NUTS,2010,ITC3,2,0.3208
2018,NUTS,2010,ITC3,2,0.3517
2019,NUTS,2010,ITC3,2,0.3715
2011,NUTS,2010,ITC4,2,0.1374
2012,NUTS,2010,ITC4,2,0.1433
2013,NUTS,2010,ITC4,2,0.1679
2014,NUTS,2010,ITC4,2,0.1698
2015,NUTS,2010,ITC4,2,0.1675
2016,NUTS,2010,ITC4,2,0.1627
2017,NUTS,2010,ITC4,2,0.1548
2018,NUTS,2010,ITC4,2,0.1604
2019,NUTS,2010,ITC4,2,0.1668
2011,NUTS,2010,ITF,1,0.1348
2012,NUTS,2010,ITF,1,0.1481
2013,NUTS,2010,ITF,1,0.1611
2014,NUTS,2010,ITF,1,0.1714
2015,NUTS,2010,ITF,1,0.1751
2016,NUTS,2010,ITF,1,0.1651
2017,NUTS,2010,ITF,1,0.165
2018,NUTS,2010,ITF,1,0.1626
2019,NUTS,2010,ITF,1,0.1695
2011,NUTS,2010,ITF1,2,0.1255
2012,NUTS,2010,ITF1,2,0.1217
2013,NUTS,2010,ITF1,2,0.1356
2014,NUTS,2010,ITF1,2,0.1473
2015,NUTS,2010,ITF1,2,0.1546
2016,NUTS,2010,ITF1,2,0.1488
2017,NUTS,2010,ITF1,2,0.1539
2018,NUTS,2010,ITF1,2,0.1516
2019,NUTS,2010,ITF1,2,0.1565
2011,NUTS,2010,ITF2,2,0.0477
2012,NUTS,2010,ITF2,2,0.0457
2013,NUTS,2010,ITF2,2,0.0467
2014,NUTS,2010,ITF2,2,0.0487
2015,NUTS,2010,ITF2,2,0.0686
2016,NUTS,2010,ITF2,2,0.0671
2017,NUTS,2010,ITF2,2,0.0562
2018,NUTS,2010,ITF2,2,0.0559
2019,NUTS,2010,ITF2,2,0.0615
2011,NUTS,2010,ITF3,2,0.1596
2012,NUTS,2010,ITF3,2,0.1831
2013,NUTS,2010,ITF3,2,0.1947
2014,NUTS,2010,ITF3,2,0.1995
2015,NUTS,2010,ITF3,2,0.205
2016,NUTS,2010,ITF3,2,0.1916
2017,NUTS,2010,ITF3,2,0.1818
2018,NUTS,2010,ITF3,2,0.1805
2019,NUTS,2010,ITF3,2,0.1919
2011,NUTS,2010,ITF4,2,0.1316
2012,NUTS,2010,ITF4,2,0.1376
2013,NUTS,2010,ITF4,2,0.1525
2014,NUTS,2010,ITF4,2,0.177
2015,NUTS,2010,ITF4,2,0.1708
2016,NUTS,2010,ITF4,2,0.1654
2017,NUTS,2010,ITF4,2,0.1799
2018,NUTS,2010,ITF4,2,0.1789
2019,NUTS,2010,ITF4,2,0.1835
2011,NUTS,2010,ITF5,2,0.2578
2012,NUTS,2010,ITF5,2,0.2769
2013,NUTS,2010,ITF5,2,0.2704
2014,NUTS,2010,ITF5,2,0.2648
2015,NUTS,2010,ITF5,2,0.2638
2016,NUTS,2010,ITF5,2,0.2618
2017,NUTS,2010,ITF5,2,0.2622
2018,NUTS,2010,ITF5,2,0.2588
2019,NUTS,2010,ITF5,2,0.2557
2011,NUTS,2010,ITF6,2,0.0569
2012,NUTS,2010,ITF6,2,0.0724
2013,NUTS,2010,ITF6,2,0.0859
2014,NUTS,2010,ITF6,2,0.0884
2015,NUTS,2010,ITF6,2,0.1013
2016,NUTS,2010,ITF6,2,0.0807
2017,NUTS,2010,ITF6,2,0.0766
2018,NUTS,2010,ITF6,2,0.0702
2019,NUTS,2010,ITF6,2,0.0743
2011,NUTS,2010,ITG,1,0.1695
2012,NUTS,2010,ITG,1,0.178
2013,NUTS,2010,ITG,1,0.1987
2014,NUTS,2010,ITG,1,0.2152
2015,NUTS,2010,ITG,1,0.2169
2016,NUTS,2010,ITG,1,0.204
2017,NUTS,2010,ITG,1,0.2053
2018,NUTS,2010,ITG,1,0.1985
2019,NUTS,2010,ITG,1,0.206
2011,NUTS,2010,ITG1,2,0.1427
2012,NUTS,2010,ITG1,2,0.1585
2013,NUTS,2010,ITG1,2,0.1808
2014,NUTS,2010,ITG1,2,0.1978
2015,NUTS,2010,ITG1,2,0.2001
2016,NUTS,2010,ITG1,2,0.1877
2017,NUTS,2010,ITG1,2,0.1947
2018,NUTS,2010,ITG1,2,0.1927
2019,NUTS,2010,ITG1,2,0.1916
2011,NUTS,2010,ITG2,2,0.2349
2012,NUTS,2010,ITG2,2,0.2247
2013,NUTS,2010,ITG2,2,0.2425
2014,NUTS,2010,ITG2,2,0.2571
2015,NUTS,2010,ITG2,2,0.2569
2016,NUTS,2010,ITG2,2,0.2432
2017,NUTS,2010,ITG2,2,0.2311
2018,NUTS,2010,ITG2,2,0.2122
2019,NUTS,2010,ITG2,2,0.2394
2011,NUTS,2010,ITH,1,0.2063
2012,NUTS,2010,ITH,1,0.218
2013,NUTS,2010,ITH,1,0.2315
2014,NUTS,2010,ITH,1,0.2014
2015,NUTS,2010,ITH,1,0.2055
2016,NUTS,2010,ITH,1,0.2012
2017,NUTS,2010,ITH,1,0.2078
2018,NUTS,2010,ITH,1,0.2073
2019,NUTS,2010,ITH,1,0.1999
2011,NUTS,2010,ITH1,2,0.2399
2012,NUTS,2010,ITH1,2,0.2219
2013,NUTS,2010,ITH1,2,0.2374
2014,NUTS,2010,ITH1,2,0.0213
2015,NUTS,2010,ITH1,2,0.0119
2016,NUTS,2010,ITH1,2,0.0204
2017,NUTS,2010,ITH1,2,0.0154
2018,NUTS,2010,ITH1,2,0.1063
2019,NUTS,2010,ITH1,2,0.1048
2011,NUTS,2010,ITH2,2,0.5946
2012,NUTS,2010,ITH2,2,0.618
2013,NUTS,2010,ITH2,2,0.7186
2014,NUTS,2010,ITH2,2,0.6766
2015,NUTS,2010,ITH2,2,0.7071
2016,NUTS,2010,ITH2,2,0.6263
2017,NUTS,2010,ITH2,2,0.7595
2018,NUTS,2010,ITH2,2,0.7446
2019,NUTS,2010,ITH2,2,0.7145
2011,NUTS,2010,ITH3,2,0.1168
2012,NUTS,2010,ITH3,2,0.119
2013,NUTS,2010,ITH3,2,0.1239
2014,NUTS,2010,ITH3,2,0.1165
2015,NUTS,2010,ITH3,2,0.1152
2016,NUTS,2010,ITH3,2,0.1125
2017,NUTS,2010,ITH3,2,0.1138
2018,NUTS,2010,ITH3,2,0.1095
2019,NUTS,2010,ITH3,2,0.1031
2011,NUTS,2010,ITH4,2,0.2107
2012,NUTS,2010,ITH4,2,0.2397
2013,NUTS,2010,ITH4,2,0.2085
2014,NUTS,2010,ITH4,2,0.2991
2015,NUTS,2010,ITH4,2,0.3314
2016,NUTS,2010,ITH4,2,0.3299
2017,NUTS,2010,ITH4,2,0.374
2018,NUTS,2010,ITH4,2,0.379
2019,NUTS,2010,ITH4,2,0.3613
2011,NUTS,2010,ITH5,2,0.2524
2012,NUTS,2010,ITH5,2,0.2724
2013,NUTS,2010,ITH5,2,0.2934
2014,NUTS,2010,ITH5,2,0.2331
2015,NUTS,2010,ITH5,2,0.2335
2016,NUTS,2010,ITH5,2,0.2354
2017,NUTS,2010,ITH5,2,0.2252
2018,NUTS,2010,ITH5,2,0.217
2019,NUTS,2010,ITH5,2,0.2138
2011,NUTS,2010,ITI,1,0.3992
2012,NUTS,2010,ITI,1,0.4081
2013,NUTS,2010,ITI,1,0.4143
2014,NUTS,2010,ITI,1,0.417
2015,NUTS,2010,ITI,1,0.4125
2016,NUTS,2010,ITI,1,0.4412
2017,NUTS,2010,ITI,1,0.4338
2018,NUTS,2010,ITI,1,0.4401
2019,NUTS,2010,ITI,1,0.4324
2011,NUTS,2010,ITI1,2,0.1818
2012,NUTS,2010,ITI1,2,0.1929
2013,NUTS,2010,ITI1,2,0.215
2014,NUTS,2010,ITI1,2,0.2155
2015,NUTS,2010,ITI1,2,0.2109
2016,NUTS,2010,ITI1,2,0.225
2017,NUTS,2010,ITI1,2,0.2142
2018,NUTS,2010,ITI1,2,0.2355
2019,NUTS,2010,ITI1,2,0.2231
2011,NUTS,2010,ITI2,2,0.0632
2012,NUTS,2010,ITI2,2,0.0734
2013,NUTS,2010,ITI2,2,0.0897
2014,NUTS,2010,ITI2,2,0.1007
2015,NUTS,2010,ITI2,2,0.0984
2016,NUTS,2010,ITI2,2,0.1118
2017,NUTS,2010,ITI2,2,0.0927
2018,NUTS,2010,ITI2,2,0.0932
2019,NUTS,2010,ITI2,2,0.1072
2011,NUTS,2010,ITI3,2,0.0448
2012,NUTS,2010,ITI3,2,0.0543
2013,NUTS,2010,ITI3,2,0.0651
2014,NUTS,2010,ITI3,2,0.066
2015,NUTS,2010,ITI3,2,0.0671
2016,NUTS,2010,ITI3,2,0.0728
2017,NUTS,2010,ITI3,2,0.0717
2018,NUTS,2010,ITI3,2,0.071
2019,NUTS,2010,ITI3,2,0.0764
2011,NUTS,2010,ITI4,2,0.7083
2012,NUTS,2010,ITI4,2,0.7126
2013,NUTS,2010,ITI4,2,0.6992
2014,NUTS,2010,ITI4,2,0.6946
2015,NUTS,2010,ITI4,2,0.6909
2016,NUTS,2010,ITI4,2,0.7338
2017,NUTS,2010,ITI4,2,0.7246
2018,NUTS,2010,ITI4,2,0.7277
2019,NUTS,2010,ITI4,2,0.7173
2011,NUTS,2010,KR,0,0.147
2012,NUTS,2010,KR,0,0.1597
2013,NUTS,2010,KR,0,0.1653
2011,NUTS,2010,LT,0,0.2219
2012,NUTS,2010,LT,0,0.2135
2013,NUTS,2010,LT,0,0.2191
2014,NUTS,2010,LT,0,0.2215
2015,NUTS,2010,LT,0,0.2176
2016,NUTS,2010,LT,0,0.2948
2017,NUTS,2010,LT,0,0.3082
2018,NUTS,2010,LT,0,0.2998
2019,NUTS,2010,LT,0,0.3002
2015,NUTS,2010,LT01,2,0.5009
2016,NUTS,2010,LT01,2,0.5196
2017,NUTS,2010,LT01,2,0.5313
2018,NUTS,2010,LT01,2,0.5139
2019,NUTS,2010,LT01,2,0.5194
2015,NUTS,2010,LT02,2,0.0898
2016,NUTS,2010,LT02,2,0.1821
2017,NUTS,2010,LT02,2,0.1884
2018,NUTS,2010,LT02,2,0.182
2019,NUTS,2010,LT02,2,0.179
2011,NUTS,2010,LU,0,0.5815
2012,NUTS,2010,LU,0,0.5491
2013,NUTS,2010,LU,0,0.5555
2014,NUTS,2010,LU,0,0.5444
2015,NUTS,2010,LU,0,0.5122
2017,NUTS,2010,LU,0,0.4759
2019,NUTS,2010,LU,0,0.4829
2011,NUTS,2010,LV,0,0.1903
2012,NUTS,2010,LV,0,0.1872
2013,NUTS,2010,LV,0,0.1846
2014,NUTS,2010,LV,0,0.1854
2015,NUTS,2010,LV,0,0.188
2016,NUTS,2010,LV,0,0.1859
2017,NUTS,2010,LV,0,0.1836
2018,NUTS,2010,LV,0,0.2006
2019,NUTS,2010,LV,0,0.1909
2011,NUTS,2010,ME,0,0.3425
2013,NUTS,2010,ME,0,0.342
2014,NUTS,2010,ME,0,0.3094
2015,NUTS,2010,ME,0,0.3594
2016,NUTS,2010,ME,0,0.3032
2017,NUTS,2010,ME,0,0.342
2018,NUTS,2010,ME,0,0.3342
2019,NUTS,2010,ME,0,0.362
2011,NUTS,2010,MK,0,0.0707
2012,NUTS,2010,MK,0,0.1159
2015,NUTS,2010,MK,0,0.0651
2016,NUTS,2010,MK,0,0.087
2017,NUTS,2010,MK,0,0.0799
2018,NUTS,2010,MK,0,0.0619
2019,NUTS,2010,MK,0,0.0543
2011,NUTS,2010,MT,0,0.0305
2012,NUTS,2010,MT,0,0.0275
2013,NUTS,2010,MT,0,0.0263
2014,NUTS,2010,MT,0,0.0283
2015,NUTS,2010,MT,0,0.0371
2016,NUTS,2010,MT,0,0.0385
2017,NUTS,2010,MT,0,0.0378
2018,NUTS,2010,MT,0,0.0355
2019,NUTS,2010,MT,0,0.0133
2011,NUTS,2010,NL,0,0.1616
2012,NUTS,2010,NL,0,0.2131
2013,NUTS,2010,NL,0,0.1369
2014,NUTS,2010,NL,0,0.1413
2015,NUTS,2010,NL,0,0.1464
2016,NUTS,2010,NL,0,0.1432
2017,NUTS,2010,NL,0,0.1419
2018,NUTS,2010,NL,0,0.1481
2019,NUTS,2010,NL,0,0.1521
2011,NUTS,2010,NL3,1,0.2428
2012,NUTS,2010,NL3,1,0.2816
2011,NUTS,2010,NO,0,0.3693
2012,NUTS,2010,NO,0,0.3646
2013,NUTS,2010,NO,0,0.3691
2014,NUTS,2010,NO,0,0.3655
2015,NUTS,2010,NO,0,0.375
2016,NUTS,2010,NO,0,0.3719
2017,NUTS,2010,NO,0,0.3844
2018,NUTS,2010,NO,0,0.3782
2019,NUTS,2010,NO,0,0.3748
2011,NUTS,2010,NO0,1,0.3584
2012,NUTS,2010,NO0,1,0.3534
2013,NUTS,2010,NO0,1,0.3575
2014,NUTS,2010,NO0,1,0.3531
2015,NUTS,2010,NO0,1,0.3614
2017,NUTS,2010,NO0,1,0.3707
2018,NUTS,2010,NO0,1,0.3642
2019,NUTS,2010,NO0,1,0.361
2011,NUTS,2010,NO01,2,0.7752
2012,NUTS,2010,NO01,2,0.7578
2013,NUTS,2010,NO01,2,0.767
2014,NUTS,2010,NO01,2,0.7215
2015,NUTS,2010,NO01,2,0.7411
2017,NUTS,2010,NO01,2,0.717
2018,NUTS,2010,NO01,2,0.7267
2019,NUTS,2010,NO01,2,0.7092
2011,NUTS,2010,NO02,2,0.1289
2012,NUTS,2010,NO02,2,0.1319
2013,NUTS,2010,NO02,2,0.1357
2014,NUTS,2010,NO02,2,0.1422
2015,NUTS,2010,NO02,2,0.1359
2017,NUTS,2010,NO02,2,0.1543
2018,NUTS,2010,NO02,2,0.1635
2019,NUTS,2010,NO02,2,0.1526
2011,NUTS,2010,NO03,2,0.1492
2012,NUTS,2010,NO03,2,0.1475
2013,NUTS,2010,NO03,2,0.1601
2014,NUTS,2010,NO03,2,0.1848
2015,NUTS,2010,NO03,2,0.1838
2017,NUTS,2010,NO03,2,0.1881
2018,NUTS,2010,NO03,2,0.1809
2019,NUTS,2010,NO03,2,0.18
2011,NUTS,2010,NO04,2,0.0869
2012,NUTS,2010,NO04,2,0.0884
2013,NUTS,2010,NO04,2,0.0956
2014,NUTS,2010,NO04,2,0.0922
2015,NUTS,2010,NO04,2,0.106
2017,NUTS,2010,NO04,2,0.1288
2018,NUTS,2010,NO04,2,0.128
2019,NUTS,2010,NO04,2,0.1156
2011,NUTS,2010,NO05,2,0.368
2012,NUTS,2010,NO05,2,0.3611
2013,NUTS,2010,NO05,2,0.3607
2014,NUTS,2010,NO05,2,0.3639
2015,NUTS,2010,NO05,2,0.3581
2017,NUTS,2010,NO05,2,0.3935
2018,NUTS,2010,NO05,2,0.3416
2019,NUTS,2010,NO05,2,0.3571
2011,NUTS,2010,NO06,2,0.3357
2012,NUTS,2010,NO06,2,0.3323
2013,NUTS,2010,NO06,2,0.3101
2014,NUTS,2010,NO06,2,0.293
2015,NUTS,2010,NO06,2,0.2926
2017,NUTS,2010,NO06,2,0.2914
2018,NUTS,2010,NO06,2,0.3076
2019,NUTS,2010,NO06,2,0.3075
2011,NUTS,2010,NO07,2,0.271
2012,NUTS,2010,NO07,2,0.2772
2013,NUTS,2010,NO07,2,0.2796
2014,NUTS,2010,NO07,2,0.2946
2015,NUTS,2010,NO07,2,0.3135
2017,NUTS,2010,NO07,2,0.3329
2018,NUTS,2010,NO07,2,0.322
2019,NUTS,2010,NO07,2,0.3175
2011,NUTS,2010,PL,0,0.1817
2012,NUTS,2010,PL,0,0.1801
2013,NUTS,2010,PL,0,0.1823
2014,NUTS,2010,PL,0,0.1812
2015,NUTS,2010,PL,0,0.1709
2016,NUTS,2010,PL,0,0.0475
2017,NUTS,2010,PL,0,0.0545
2018,NUTS,2010,PL,0,0.0506
2019,NUTS,2010,PL,0,0.0422
2012,NUTS,2010,PL1,1,0.6655
2013,NUTS,2010,PL1,1,0.4585
2014,NUTS,2010,PL1,1,0.4411
2015,NUTS,2010,PL1,1,0.4195
2012,NUTS,2010,PL11,2,0.1251
2013,NUTS,2010,PL11,2,0.1198
2011,NUTS,2010,PL12,2,0.6934
2012,NUTS,2010,PL12,2,0.6046
2013,NUTS,2010,PL12,2,0.634
2011,NUTS,2010,PL2,1,0.123
2012,NUTS,2010,PL2,1,0.1603
2013,NUTS,2010,PL2,1,0.1529
2014,NUTS,2010,PL2,1,0.1514
2015,NUTS,2010,PL2,1,0.1543
2016,NUTS,2010,PL2,1,0.0297
2017,NUTS,2010,PL2,1,0.0544
2018,NUTS,2010,PL2,1,0.0574
2019,NUTS,2010,PL2,1,0.0295
2011,NUTS,2010,PL21,2,0.1591
2012,NUTS,2010,PL21,2,0.2279
2016,NUTS,2010,PL21,2,0.0421
2017,NUTS,2010,PL21,2,0.0856
2018,NUTS,2010,PL21,2,0.0949
2011,NUTS,2010,PL22,2,0.0986
2012,NUTS,2010,PL22,2,0.1144
2016,NUTS,2010,PL22,2,0.0205
2017,NUTS,2010,PL22,2,0.0308
2018,NUTS,2010,PL22,2,0.0286
2013,NUTS,2010,PL3,1,0.0392
2014,NUTS,2010,PL3,1,0.0403
2011,NUTS,2010,PL31,2,0.0924
2012,NUTS,2010,PL31,2,0.084
2012,NUTS,2010,PL33,2,0.0051
2014,NUTS,2010,PL33,2,0.0171
2015,NUTS,2010,PL33,2,0.0191
2011,NUTS,2010,PL4,1,0.0999
2012,NUTS,2010,PL4,1,0.0854
2014,NUTS,2010,PL4,1,0.0879
2015,NUTS,2010,PL4,1,0.0782
2016,NUTS,2010,PL4,1,0.0119
2017,NUTS,2010,PL4,1,0.024
2018,NUTS,2010,PL4,1,0.0335
2019,NUTS,2010,PL4,1,0.0293
2017,NUTS,2010,PL41,2,0.0253
2018,NUTS,2010,PL41,2,0.0377
2019,NUTS,2010,PL41,2,0.0325
2011,NUTS,2010,PL42,2,0.0
2013,NUTS,2010,PL42,2,0.0072
2016,NUTS,2010,PL42,2,0.0048
2012,NUTS,2010,PL43,2,0.0017
2013,NUTS,2010,PL43,2,0.0012
2014,NUTS,2010,PL43,2,0.0007
2015,NUTS,2010,PL43,2,0.0007
2011,NUTS,2010,PL5,1,0.0532
2012,NUTS,2010,PL5,1,0.0804
2013,NUTS,2010,PL5,1,0.0947
2014,NUTS,2010,PL5,1,0.0884
2016,NUTS,2010,PL5,1,0.0107
2017,NUTS,2010,PL5,1,0.0173
2019,NUTS,2010,PL5,1,0.0405
2012,NUTS,2010,PL51,2,0.084
2019,NUTS,2010,PL51,2,0.0481
2012,NUTS,2010,PL52,2,0.0695
2019,NUTS,2010,PL52,2,0.0159
2011,NUTS,2010,PL6,1,0.044
2014,NUTS,2010,PL6,1,0.0511
2015,NUTS,2010,PL6,1,0.0487
2016,NUTS,2010,PL6,1,0.0088
2017,NUTS,2010,PL6,1,0.0187
2018,NUTS,2010,PL6,1,0.0232
2019,NUTS,2010,PL6,1,0.0187
2015,NUTS,2010,PL61,2,0.017
2019,NUTS,2010,PL61,2,0.0104
2012,NUTS,2010,PL62,2,0.0595
2014,NUTS,2010,PL62,2,0.0571
2015,NUTS,2010,PL62,2,0.0549
2016,NUTS,2010,PL62,2,0.0134
2019,NUTS,2010,PL62,2,0.0063
2011,NUTS,2010,PL63,2,0.061
2015,NUTS,2010,PL63,2,0.072
2017,NUTS,2010,PL63,2,0.0191
2018,NUTS,2010,PL63,2,0.0303
2019,NUTS,2010,PL63,2,0.0325
2016,NUTS,2010,PL7,1,0.0318
2017,NUTS,2010,PL7,1,0.0611
2019,NUTS,2010,PL7,1,0.0423
2016,NUTS,2010,PL71,2,0.0391
2018,NUTS,2010,PL71,2,0.0594
2016,NUTS,2010,PL72,2,0.016
2016,NUTS,2010,PL8,1,0.0121
2017,NUTS,2010,PL8,1,0.0181
2018,NUTS,2010,PL8,1,0.014
2019,NUTS,2010,PL8,1,0.0161
2016,NUTS,2010,PL81,2,0.0149
2017,NUTS,2010,PL81,2,0.014
2019,NUTS,2010,PL81,2,0.018
2016,NUTS,2010,PL82,2,0.0052
2017,NUTS,2010,PL82,2,0.0173
2019,NUTS,2010,PL82,2,0.0118
2016,NUTS,2010,PL84,2,0.0189
2017,NUTS,2010,PL84,2,0.0267
2019,NUTS,2010,PL84,2,0.0203
2016,NUTS,2010,PL9,1,0.2025
2017,NUTS,2010,PL9,1,0.163
2018,NUTS,2010,PL9,1,0.1287
2019,NUTS,2010,PL9,1,0.1099
2019,NUTS,2010,PL91,2,0.1766
2019,NUTS,2010,PL92,2,0.0111
2011,NUTS,2010,PT,0,0.1628
2012,NUTS,2010,PT,0,0.1342
2013,NUTS,2010,PT,0,0.137
