year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_act_hc_t
2015,NUTS,2010,HU33,2,0.1528
2016,NUTS,2010,HU33,2,0.1615
2017,NUTS,2010,HU33,2,0.1932
2018,NUTS,2010,HU33,2,0.2277
2019,NUTS,2010,HU33,2,0.2574
2011,NUTS,2010,IE,0,0.4868
2013,NUTS,2010,IE,0,0.6273
2015,NUTS,2010,IE,0,0.6394
2017,NUTS,2010,IE,0,0.6844
2019,NUTS,2010,IE,0,0.7053
2011,NUTS,2010,IE0,1,0.4759
2013,NUTS,2010,IE0,1,0.6121
2015,NUTS,2010,IE0,1,0.6207
2017,NUTS,2010,IE0,1,0.6635
2011,NUTS,2010,IE01,2,0.3955
2013,NUTS,2010,IE01,2,0.4636
2015,NUTS,2010,IE01,2,0.4302
2017,NUTS,2010,IE01,2,0.9716
2011,NUTS,2010,IE02,2,0.5036
2013,NUTS,2010,IE02,2,0.6641
2015,NUTS,2010,IE02,2,0.6865
2017,NUTS,2010,IE02,2,0.6191
2011,NUTS,2010,IS,0,0.806
2013,NUTS,2010,IS,0,0.7303
2015,NUTS,2010,IS,0,0.7856
2016,NUTS,2010,IS,0,0.7645
2017,NUTS,2010,IS,0,0.7164
2018,NUTS,2010,IS,0,0.7016
2011,NUTS,2010,IT,0,0.1983
2012,NUTS,2010,IT,0,0.203
2013,NUTS,2010,IT,0,0.2152
2014,NUTS,2010,IT,0,0.2197
2015,NUTS,2010,IT,0,0.2524
2016,NUTS,2010,IT,0,0.2907
2017,NUTS,2010,IT,0,0.3279
2018,NUTS,2010,IT,0,0.3846
2019,NUTS,2010,IT,0,0.4141
2011,NUTS,2010,ITC,1,0.303
2012,NUTS,2010,ITC,1,0.3072
2013,NUTS,2010,ITC,1,0.3084
2014,NUTS,2010,ITC,1,0.3248
2015,NUTS,2010,ITC,1,0.3603
2016,NUTS,2010,ITC,1,0.4129
2017,NUTS,2010,ITC,1,0.4414
2018,NUTS,2010,ITC,1,0.5106
2019,NUTS,2010,ITC,1,0.5499
2011,NUTS,2010,ITC1,2,0.3762
2012,NUTS,2010,ITC1,2,0.3635
2013,NUTS,2010,ITC1,2,0.3773
2014,NUTS,2010,ITC1,2,0.4319
2015,NUTS,2010,ITC1,2,0.4557
2016,NUTS,2010,ITC1,2,0.5003
2017,NUTS,2010,ITC1,2,0.5112
2018,NUTS,2010,ITC1,2,0.5673
2019,NUTS,2010,ITC1,2,0.5933
2011,NUTS,2010,ITC2,2,0.1939
2012,NUTS,2010,ITC2,2,0.2584
2013,NUTS,2010,ITC2,2,0.1745
2014,NUTS,2010,ITC2,2,0.1934
2015,NUTS,2010,ITC2,2,0.1927
2016,NUTS,2010,ITC2,2,0.3205
2017,NUTS,2010,ITC2,2,0.2631
2018,NUTS,2010,ITC2,2,0.2724
2019,NUTS,2010,ITC2,2,0.2568
2011,NUTS,2010,ITC3,2,0.2461
2012,NUTS,2010,ITC3,2,0.2185
2013,NUTS,2010,ITC3,2,0.2122
2014,NUTS,2010,ITC3,2,0.1841
2015,NUTS,2010,ITC3,2,0.2357
2016,NUTS,2010,ITC3,2,0.2814
2017,NUTS,2010,ITC3,2,0.2717
2018,NUTS,2010,ITC3,2,0.3366
2019,NUTS,2010,ITC3,2,0.4454
2011,NUTS,2010,ITC4,2,0.2802
2012,NUTS,2010,ITC4,2,0.2962
2013,NUTS,2010,ITC4,2,0.2945
2014,NUTS,2010,ITC4,2,0.3006
2015,NUTS,2010,ITC4,2,0.3393
2016,NUTS,2010,ITC4,2,0.3958
2017,NUTS,2010,ITC4,2,0.438
2018,NUTS,2010,ITC4,2,0.5146
2019,NUTS,2010,ITC4,2,0.5504
2011,NUTS,2010,ITF,1,0.0755
2012,NUTS,2010,ITF,1,0.0827
2013,NUTS,2010,ITF,1,0.0902
2014,NUTS,2010,ITF,1,0.0922
2015,NUTS,2010,ITF,1,0.1223
2016,NUTS,2010,ITF,1,0.127
2017,NUTS,2010,ITF,1,0.1468
2018,NUTS,2010,ITF,1,0.1796
2019,NUTS,2010,ITF,1,0.2093
2011,NUTS,2010,ITF1,2,0.1116
2012,NUTS,2010,ITF1,2,0.0773
2013,NUTS,2010,ITF1,2,0.0798
2014,NUTS,2010,ITF1,2,0.0858
2015,NUTS,2010,ITF1,2,0.1064
2016,NUTS,2010,ITF1,2,0.1324
2017,NUTS,2010,ITF1,2,0.1396
2018,NUTS,2010,ITF1,2,0.1684
2019,NUTS,2010,ITF1,2,0.1925
2011,NUTS,2010,ITF2,2,0.0103
2012,NUTS,2010,ITF2,2,0.0117
2013,NUTS,2010,ITF2,2,0.113
2014,NUTS,2010,ITF2,2,0.096
2015,NUTS,2010,ITF2,2,0.3216
2016,NUTS,2010,ITF2,2,0.3171
2017,NUTS,2010,ITF2,2,0.2858
2018,NUTS,2010,ITF2,2,0.3017
2019,NUTS,2010,ITF2,2,0.394
2011,NUTS,2010,ITF3,2,0.1182
2012,NUTS,2010,ITF3,2,0.1441
2013,NUTS,2010,ITF3,2,0.1377
2014,NUTS,2010,ITF3,2,0.1359
2015,NUTS,2010,ITF3,2,0.1687
2016,NUTS,2010,ITF3,2,0.1558
2017,NUTS,2010,ITF3,2,0.1788
2018,NUTS,2010,ITF3,2,0.2269
2019,NUTS,2010,ITF3,2,0.2767
2011,NUTS,2010,ITF4,2,0.0448
2012,NUTS,2010,ITF4,2,0.0475
2013,NUTS,2010,ITF4,2,0.0688
2014,NUTS,2010,ITF4,2,0.079
2015,NUTS,2010,ITF4,2,0.1008
2016,NUTS,2010,ITF4,2,0.1138
2017,NUTS,2010,ITF4,2,0.1373
2018,NUTS,2010,ITF4,2,0.1644
2019,NUTS,2010,ITF4,2,0.1834
2011,NUTS,2010,ITF5,2,0.0319
2012,NUTS,2010,ITF5,2,0.0197
2013,NUTS,2010,ITF5,2,0.0157
2014,NUTS,2010,ITF5,2,0.0126
2015,NUTS,2010,ITF5,2,0.0197
2016,NUTS,2010,ITF5,2,0.0387
2017,NUTS,2010,ITF5,2,0.0681
2018,NUTS,2010,ITF5,2,0.0819
2019,NUTS,2010,ITF5,2,0.0659
2011,NUTS,2010,ITF6,2,0.0163
2012,NUTS,2010,ITF6,2,0.0182
2013,NUTS,2010,ITF6,2,0.0216
2014,NUTS,2010,ITF6,2,0.0218
2015,NUTS,2010,ITF6,2,0.0437
2016,NUTS,2010,ITF6,2,0.0592
2017,NUTS,2010,ITF6,2,0.0738
2018,NUTS,2010,ITF6,2,0.0869
2019,NUTS,2010,ITF6,2,0.0884
2011,NUTS,2010,ITG,1,0.0697
2012,NUTS,2010,ITG,1,0.0695
2013,NUTS,2010,ITG,1,0.0685
2014,NUTS,2010,ITG,1,0.0761
2015,NUTS,2010,ITG,1,0.0683
2016,NUTS,2010,ITG,1,0.0756
2017,NUTS,2010,ITG,1,0.0952
2018,NUTS,2010,ITG,1,0.1094
2019,NUTS,2010,ITG,1,0.1251
2011,NUTS,2010,ITG1,2,0.0891
2012,NUTS,2010,ITG1,2,0.0887
2013,NUTS,2010,ITG1,2,0.0882
2014,NUTS,2010,ITG1,2,0.096
2015,NUTS,2010,ITG1,2,0.0793
2016,NUTS,2010,ITG1,2,0.0829
2017,NUTS,2010,ITG1,2,0.1023
2018,NUTS,2010,ITG1,2,0.1197
2019,NUTS,2010,ITG1,2,0.1457
2011,NUTS,2010,ITG2,2,0.0221
2012,NUTS,2010,ITG2,2,0.0219
2013,NUTS,2010,ITG2,2,0.0183
2014,NUTS,2010,ITG2,2,0.0261
2015,NUTS,2010,ITG2,2,0.0408
2016,NUTS,2010,ITG2,2,0.0568
2017,NUTS,2010,ITG2,2,0.0771
2018,NUTS,2010,ITG2,2,0.0835
2019,NUTS,2010,ITG2,2,0.0744
2011,NUTS,2010,ITH,1,0.2494
2012,NUTS,2010,ITH,1,0.2537
2013,NUTS,2010,ITH,1,0.2824
2014,NUTS,2010,ITH,1,0.2789
2015,NUTS,2010,ITH,1,0.3145
2016,NUTS,2010,ITH,1,0.3802
2017,NUTS,2010,ITH,1,0.4419
2018,NUTS,2010,ITH,1,0.5029
2019,NUTS,2010,ITH,1,0.5111
2011,NUTS,2010,ITH1,2,0.157
2012,NUTS,2010,ITH1,2,0.1291
2013,NUTS,2010,ITH1,2,0.1389
2014,NUTS,2010,ITH1,2,0.1891
2015,NUTS,2010,ITH1,2,0.1825
2016,NUTS,2010,ITH1,2,0.2383
2017,NUTS,2010,ITH1,2,0.1972
2018,NUTS,2010,ITH1,2,0.2136
2019,NUTS,2010,ITH1,2,0.2286
2011,NUTS,2010,ITH2,2,0.2248
2012,NUTS,2010,ITH2,2,0.2592
2013,NUTS,2010,ITH2,2,0.2721
2014,NUTS,2010,ITH2,2,0.2974
2015,NUTS,2010,ITH2,2,0.3255
2016,NUTS,2010,ITH2,2,0.3328
2017,NUTS,2010,ITH2,2,0.3408
2018,NUTS,2010,ITH2,2,0.3849
2019,NUTS,2010,ITH2,2,0.3967
2011,NUTS,2010,ITH3,2,0.2113
2012,NUTS,2010,ITH3,2,0.2044
2013,NUTS,2010,ITH3,2,0.2313
2014,NUTS,2010,ITH3,2,0.2296
2015,NUTS,2010,ITH3,2,0.2374
2016,NUTS,2010,ITH3,2,0.3142
2017,NUTS,2010,ITH3,2,0.365
2018,NUTS,2010,ITH3,2,0.4313
2019,NUTS,2010,ITH3,2,0.4357
2011,NUTS,2010,ITH4,2,0.3713
2012,NUTS,2010,ITH4,2,0.4246
2013,NUTS,2010,ITH4,2,0.35
2014,NUTS,2010,ITH4,2,0.3043
2015,NUTS,2010,ITH4,2,0.3109
2016,NUTS,2010,ITH4,2,0.3703
2017,NUTS,2010,ITH4,2,0.4301
2018,NUTS,2010,ITH4,2,0.4485
2019,NUTS,2010,ITH4,2,0.453
2011,NUTS,2010,ITH5,2,0.2729
2012,NUTS,2010,ITH5,2,0.2773
2013,NUTS,2010,ITH5,2,0.3381
2014,NUTS,2010,ITH5,2,0.334
2015,NUTS,2010,ITH5,2,0.4122
2016,NUTS,2010,ITH5,2,0.4754
2017,NUTS,2010,ITH5,2,0.5699
2018,NUTS,2010,ITH5,2,0.6435
2019,NUTS,2010,ITH5,2,0.6546
2011,NUTS,2010,ITI,1,0.1526
2012,NUTS,2010,ITI,1,0.1585
2013,NUTS,2010,ITI,1,0.171
2014,NUTS,2010,ITI,1,0.1655
2015,NUTS,2010,ITI,1,0.2058
2016,NUTS,2010,ITI,1,0.2386
2017,NUTS,2010,ITI,1,0.2805
2018,NUTS,2010,ITI,1,0.3431
2019,NUTS,2010,ITI,1,0.3751
2011,NUTS,2010,ITI1,2,0.1572
2012,NUTS,2010,ITI1,2,0.1846
2013,NUTS,2010,ITI1,2,0.2014
2014,NUTS,2010,ITI1,2,0.1845
2015,NUTS,2010,ITI1,2,0.2413
2016,NUTS,2010,ITI1,2,0.2767
2017,NUTS,2010,ITI1,2,0.3371
2018,NUTS,2010,ITI1,2,0.4362
2019,NUTS,2010,ITI1,2,0.46
2011,NUTS,2010,ITI2,2,0.0972
2012,NUTS,2010,ITI2,2,0.1113
2013,NUTS,2010,ITI2,2,0.1149
2014,NUTS,2010,ITI2,2,0.1315
2015,NUTS,2010,ITI2,2,0.1171
2016,NUTS,2010,ITI2,2,0.1396
2017,NUTS,2010,ITI2,2,0.1992
2018,NUTS,2010,ITI2,2,0.2376
2019,NUTS,2010,ITI2,2,0.2424
2011,NUTS,2010,ITI3,2,0.1431
2012,NUTS,2010,ITI3,2,0.1266
2013,NUTS,2010,ITI3,2,0.1413
2014,NUTS,2010,ITI3,2,0.1672
2015,NUTS,2010,ITI3,2,0.1515
2016,NUTS,2010,ITI3,2,0.2158
2017,NUTS,2010,ITI3,2,0.2847
2018,NUTS,2010,ITI3,2,0.3136
2019,NUTS,2010,ITI3,2,0.3092
2011,NUTS,2010,ITI4,2,0.1609
2012,NUTS,2010,ITI4,2,0.1573
2013,NUTS,2010,ITI4,2,0.1676
2014,NUTS,2010,ITI4,2,0.1579
2015,NUTS,2010,ITI4,2,0.2105
2016,NUTS,2010,ITI4,2,0.2342
2017,NUTS,2010,ITI4,2,0.2547
2018,NUTS,2010,ITI4,2,0.3064
2019,NUTS,2010,ITI4,2,0.3572
2011,NUTS,2010,KR,0,0.9985
2011,NUTS,2010,LT,0,0.135
2012,NUTS,2010,LT,0,0.1414
2013,NUTS,2010,LT,0,0.1707
2014,NUTS,2010,LT,0,0.2822
2015,NUTS,2010,LT,0,0.1957
2016,NUTS,2010,LT,0,0.1979
2017,NUTS,2010,LT,0,0.2767
2018,NUTS,2010,LT,0,0.3052
2019,NUTS,2010,LT,0,0.3208
2015,NUTS,2010,LT01,2,0.4539
2016,NUTS,2010,LT01,2,0.4474
2017,NUTS,2010,LT01,2,0.5615
2018,NUTS,2010,LT01,2,0.569
2019,NUTS,2010,LT01,2,0.6373
2015,NUTS,2010,LT02,2,0.0825
2016,NUTS,2010,LT02,2,0.0832
2017,NUTS,2010,LT02,2,0.1353
2018,NUTS,2010,LT02,2,0.1672
2019,NUTS,2010,LT02,2,0.158
2011,NUTS,2010,LU,0,0.7175
2013,NUTS,2010,LU,0,0.4371
2015,NUTS,2010,LU,0,0.4521
2017,NUTS,2010,LU,0,0.5263
2019,NUTS,2010,LU,0,0.4925
2011,NUTS,2010,LV,0,0.0997
2012,NUTS,2010,LV,0,0.1133
2013,NUTS,2010,LV,0,0.1135
2014,NUTS,2010,LV,0,0.1552
2015,NUTS,2010,LV,0,0.1252
2016,NUTS,2010,LV,0,0.115
2017,NUTS,2010,LV,0,0.1212
2018,NUTS,2010,LV,0,0.1279
2019,NUTS,2010,LV,0,0.1412
2011,NUTS,2010,ME,0,0.0519
2013,NUTS,2010,ME,0,0.0546
2014,NUTS,2010,ME,0,0.0471
2015,NUTS,2010,ME,0,0.0447
2016,NUTS,2010,ME,0,0.0341
2017,NUTS,2010,ME,0,0.0433
2018,NUTS,2010,ME,0,0.0747
2019,NUTS,2010,ME,0,0.0564
2011,NUTS,2010,MK,0,0.018
2012,NUTS,2010,MK,0,0.0128
2015,NUTS,2010,MK,0,0.0395
2016,NUTS,2010,MK,0,0.0398
2017,NUTS,2010,MK,0,0.043
2018,NUTS,2010,MK,0,0.051
2019,NUTS,2010,MK,0,0.0581
2011,NUTS,2010,MT,0,0.317
2012,NUTS,2010,MT,0,0.3566
2013,NUTS,2010,MT,0,0.2905
2014,NUTS,2010,MT,0,0.2389
2015,NUTS,2010,MT,0,0.25
2016,NUTS,2010,MT,0,0.2716
2017,NUTS,2010,MT,0,0.2615
2018,NUTS,2010,MT,0,0.2206
2019,NUTS,2010,MT,0,0.2027
2011,NUTS,2010,NL,0,0.5824
2012,NUTS,2010,NL,0,0.7946
2013,NUTS,2010,NL,0,0.932
2014,NUTS,2010,NL,0,0.9457
2015,NUTS,2010,NL,0,0.9472
2016,NUTS,2010,NL,0,1.0082
2017,NUTS,2010,NL,0,1.0007
2018,NUTS,2010,NL,0,1.0447
2019,NUTS,2010,NL,0,1.0748
2011,NUTS,2010,NL1,1,0.3241
2012,NUTS,2010,NL1,1,0.419
2011,NUTS,2010,NL11,2,0.3347
2012,NUTS,2010,NL11,2,0.4037
2011,NUTS,2010,NL12,2,0.2548
2012,NUTS,2010,NL12,2,0.4199
2011,NUTS,2010,NL13,2,0.4049
2012,NUTS,2010,NL13,2,0.4364
2011,NUTS,2010,NL2,1,0.5687
2012,NUTS,2010,NL2,1,0.779
2011,NUTS,2010,NL21,2,0.6628
2012,NUTS,2010,NL21,2,0.6934
2011,NUTS,2010,NL22,2,0.5372
2012,NUTS,2010,NL22,2,0.8658
2011,NUTS,2010,NL23,2,0.4595
2012,NUTS,2010,NL23,2,0.5874
2011,NUTS,2010,NL3,1,0.5841
2012,NUTS,2010,NL3,1,0.8027
2011,NUTS,2010,NL31,2,0.4572
2012,NUTS,2010,NL31,2,0.7428
2011,NUTS,2010,NL32,2,0.7652
2012,NUTS,2010,NL32,2,1.0309
2011,NUTS,2010,NL33,2,0.5122
2012,NUTS,2010,NL33,2,0.6852
2011,NUTS,2010,NL34,2,0.3495
2012,NUTS,2010,NL34,2,0.4175
2011,NUTS,2010,NL4,1,0.7534
2012,NUTS,2010,NL4,1,1.0091
2011,NUTS,2010,NL41,2,0.8098
2012,NUTS,2010,NL41,2,1.052
2011,NUTS,2010,NL42,2,0.6228
2012,NUTS,2010,NL42,2,0.9101
2011,NUTS,2010,NO,0,0.6903
2012,NUTS,2010,NO,0,0.7199
2013,NUTS,2010,NO,0,0.7222
2014,NUTS,2010,NO,0,0.7749
2015,NUTS,2010,NO,0,0.7966
2016,NUTS,2010,NO,0,0.8497
2017,NUTS,2010,NO,0,0.9169
2018,NUTS,2010,NO,0,0.941
2019,NUTS,2010,NO,0,0.9729
2011,NUTS,2010,NO0,1,0.6703
2012,NUTS,2010,NO0,1,0.6981
2013,NUTS,2010,NO0,1,0.7
2014,NUTS,2010,NO0,1,0.7492
2015,NUTS,2010,NO0,1,0.7684
2017,NUTS,2010,NO0,1,0.8851
2018,NUTS,2010,NO0,1,0.9077
2019,NUTS,2010,NO0,1,0.9382
2011,NUTS,2010,NO01,2,1.2201
2012,NUTS,2010,NO01,2,1.2083
2013,NUTS,2010,NO01,2,1.2109
2014,NUTS,2010,NO01,2,1.2782
2015,NUTS,2010,NO01,2,1.3035
2017,NUTS,2010,NO01,2,1.485
2018,NUTS,2010,NO01,2,1.5121
2019,NUTS,2010,NO01,2,1.5889
2011,NUTS,2010,NO02,2,0.2021
2012,NUTS,2010,NO02,2,0.2014
2013,NUTS,2010,NO02,2,0.2261
2014,NUTS,2010,NO02,2,0.2089
2015,NUTS,2010,NO02,2,0.1772
2017,NUTS,2010,NO02,2,0.269
2018,NUTS,2010,NO02,2,0.2951
2019,NUTS,2010,NO02,2,0.2473
2011,NUTS,2010,NO03,2,0.5251
2012,NUTS,2010,NO03,2,0.5093
2013,NUTS,2010,NO03,2,0.5768
2014,NUTS,2010,NO03,2,0.6233
2015,NUTS,2010,NO03,2,0.6421
2017,NUTS,2010,NO03,2,0.6789
2018,NUTS,2010,NO03,2,0.6309
2019,NUTS,2010,NO03,2,0.6434
2011,NUTS,2010,NO04,2,0.4254
2012,NUTS,2010,NO04,2,0.4642
2013,NUTS,2010,NO04,2,0.4543
2014,NUTS,2010,NO04,2,0.5056
2015,NUTS,2010,NO04,2,0.5493
2017,NUTS,2010,NO04,2,0.6623
2018,NUTS,2010,NO04,2,0.689
2019,NUTS,2010,NO04,2,0.6821
2011,NUTS,2010,NO05,2,0.3695
2012,NUTS,2010,NO05,2,0.3926
2013,NUTS,2010,NO05,2,0.4069
2014,NUTS,2010,NO05,2,0.4551
2015,NUTS,2010,NO05,2,0.492
2017,NUTS,2010,NO05,2,0.5798
2018,NUTS,2010,NO05,2,0.6923
2019,NUTS,2010,NO05,2,0.7006
2011,NUTS,2010,NO06,2,1.2945
2012,NUTS,2010,NO06,2,1.5108
2013,NUTS,2010,NO06,2,1.3587
2014,NUTS,2010,NO06,2,1.404
2015,NUTS,2010,NO06,2,1.3499
2017,NUTS,2010,NO06,2,1.5036
2018,NUTS,2010,NO06,2,1.4591
2019,NUTS,2010,NO06,2,1.5635
2011,NUTS,2010,NO07,2,0.2246
2012,NUTS,2010,NO07,2,0.2665
2013,NUTS,2010,NO07,2,0.233
2014,NUTS,2010,NO07,2,0.278
2015,NUTS,2010,NO07,2,0.3044
2017,NUTS,2010,NO07,2,0.3904
2018,NUTS,2010,NO07,2,0.4201
2019,NUTS,2010,NO07,2,0.3927
2011,NUTS,2010,PL,0,0.0867
2012,NUTS,2010,PL,0,0.1134
2013,NUTS,2010,PL,0,0.1484
2014,NUTS,2010,PL,0,0.1691
2015,NUTS,2010,PL,0,0.1919
2016,NUTS,2010,PL,0,0.2924
2017,NUTS,2010,PL,0,0.4143
2018,NUTS,2010,PL,0,0.4402
2019,NUTS,2010,PL,0,0.4756
2011,NUTS,2010,PL1,1,0.1675
2012,NUTS,2010,PL1,1,0.1989
2013,NUTS,2010,PL1,1,0.2167
2014,NUTS,2010,PL1,1,0.2273
2015,NUTS,2010,PL1,1,0.2656
2011,NUTS,2010,PL11,2,0.0408
2012,NUTS,2010,PL11,2,0.0517
2013,NUTS,2010,PL11,2,0.0576
2014,NUTS,2010,PL11,2,0.0671
2015,NUTS,2010,PL11,2,0.0938
2011,NUTS,2010,PL12,2,0.1463
2012,NUTS,2010,PL12,2,0.1729
2013,NUTS,2010,PL12,2,0.3021
2014,NUTS,2010,PL12,2,0.3068
2015,NUTS,2010,PL12,2,0.3445
2011,NUTS,2010,PL2,1,0.0853
2012,NUTS,2010,PL2,1,0.1365
2013,NUTS,2010,PL2,1,0.1711
2014,NUTS,2010,PL2,1,0.1881
2015,NUTS,2010,PL2,1,0.2289
2016,NUTS,2010,PL2,1,0.3338
2017,NUTS,2010,PL2,1,0.4524
2018,NUTS,2010,PL2,1,0.4714
2019,NUTS,2010,PL2,1,0.562
2011,NUTS,2010,PL21,2,0.1152
2012,NUTS,2010,PL21,2,0.2061
2013,NUTS,2010,PL21,2,0.254
2014,NUTS,2010,PL21,2,0.2636
2015,NUTS,2010,PL21,2,0.3466
2016,NUTS,2010,PL21,2,0.4967
2017,NUTS,2010,PL21,2,0.657
2018,NUTS,2010,PL21,2,0.6666
2019,NUTS,2010,PL21,2,0.7686
2011,NUTS,2010,PL22,2,0.065
2012,NUTS,2010,PL22,2,0.0886
2013,NUTS,2010,PL22,2,0.1131
2014,NUTS,2010,PL22,2,0.1342
2015,NUTS,2010,PL22,2,0.1441
2016,NUTS,2010,PL22,2,0.2114
2017,NUTS,2010,PL22,2,0.2974
2018,NUTS,2010,PL22,2,0.3223
2019,NUTS,2010,PL22,2,0.4014
2011,NUTS,2010,PL3,1,0.1007
2012,NUTS,2010,PL3,1,0.1163
2013,NUTS,2010,PL3,1,0.1332
2014,NUTS,2010,PL3,1,0.1715
2015,NUTS,2010,PL3,1,0.1489
2011,NUTS,2010,PL31,2,0.0301
2013,NUTS,2010,PL31,2,0.0503
2014,NUTS,2010,PL31,2,0.0513
2015,NUTS,2010,PL31,2,0.069
2011,NUTS,2010,PL32,2,0.2804
2013,NUTS,2010,PL32,2,0.3235
2014,NUTS,2010,PL32,2,0.4765
2015,NUTS,2010,PL32,2,0.3641
2011,NUTS,2010,PL33,2,0.0353
2012,NUTS,2010,PL33,2,0.0388
2013,NUTS,2010,PL33,2,0.0512
2014,NUTS,2010,PL33,2,0.0418
2015,NUTS,2010,PL33,2,0.0522
2011,NUTS,2010,PL34,2,0.0097
2012,NUTS,2010,PL34,2,0.0449
2013,NUTS,2010,PL34,2,0.0596
2014,NUTS,2010,PL34,2,0.057
2015,NUTS,2010,PL34,2,0.0709
2011,NUTS,2010,PL4,1,0.0342
2012,NUTS,2010,PL4,1,0.0526
2013,NUTS,2010,PL4,1,0.0555
2014,NUTS,2010,PL4,1,0.0633
2015,NUTS,2010,PL4,1,0.0907
2016,NUTS,2010,PL4,1,0.1145
2017,NUTS,2010,PL4,1,0.1686
2018,NUTS,2010,PL4,1,0.1678
2019,NUTS,2010,PL4,1,0.1913
2011,NUTS,2010,PL41,2,0.0433
2013,NUTS,2010,PL41,2,0.0792
2014,NUTS,2010,PL41,2,0.0868
2015,NUTS,2010,PL41,2,0.1298
2016,NUTS,2010,PL41,2,0.1559
2017,NUTS,2010,PL41,2,0.2059
2018,NUTS,2010,PL41,2,0.213
2019,NUTS,2010,PL41,2,0.2389
2011,NUTS,2010,PL42,2,0.0207
2012,NUTS,2010,PL42,2,0.0273
2013,NUTS,2010,PL42,2,0.0236
2015,NUTS,2010,PL42,2,0.0408
2016,NUTS,2010,PL42,2,0.0556
2017,NUTS,2010,PL42,2,0.0932
2018,NUTS,2010,PL42,2,0.0999
2019,NUTS,2010,PL42,2,0.1165
2011,NUTS,2010,PL43,2,0.0228
2013,NUTS,2010,PL43,2,0.0216
2015,NUTS,2010,PL43,2,0.036
2016,NUTS,2010,PL43,2,0.0587
2017,NUTS,2010,PL43,2,0.1531
2018,NUTS,2010,PL43,2,0.1119
2019,NUTS,2010,PL43,2,0.1349
2011,NUTS,2010,PL5,1,0.0665
2012,NUTS,2010,PL5,1,0.0836
2013,NUTS,2010,PL5,1,0.1135
2014,NUTS,2010,PL5,1,0.1394
2015,NUTS,2010,PL5,1,0.1631
2016,NUTS,2010,PL5,1,0.2287
2017,NUTS,2010,PL5,1,0.3244
2018,NUTS,2010,PL5,1,0.3861
2019,NUTS,2010,PL5,1,0.4476
2011,NUTS,2010,PL51,2,0.082
2012,NUTS,2010,PL51,2,0.1051
2013,NUTS,2010,PL51,2,0.1407
2014,NUTS,2010,PL51,2,0.1761
2015,NUTS,2010,PL51,2,0.2032
2016,NUTS,2010,PL51,2,0.2693
2017,NUTS,2010,PL51,2,0.38
2019,NUTS,2010,PL51,2,0.5395
2011,NUTS,2010,PL52,2,0.0184
2012,NUTS,2010,PL52,2,0.0176
2013,NUTS,2010,PL52,2,0.0288
2014,NUTS,2010,PL52,2,0.0286
2015,NUTS,2010,PL52,2,0.0464
2016,NUTS,2010,PL52,2,0.1012
2017,NUTS,2010,PL52,2,0.1531
2019,NUTS,2010,PL52,2,0.1514
2011,NUTS,2010,PL6,1,0.0742
2012,NUTS,2010,PL6,1,0.0969
2013,NUTS,2010,PL6,1,0.103
2014,NUTS,2010,PL6,1,0.122
2015,NUTS,2010,PL6,1,0.1452
2016,NUTS,2010,PL6,1,0.1913
2017,NUTS,2010,PL6,1,0.275
2018,NUTS,2010,PL6,1,0.318
2019,NUTS,2010,PL6,1,0.3778
2011,NUTS,2010,PL61,2,0.0255
2012,NUTS,2010,PL61,2,0.0579
2013,NUTS,2010,PL61,2,0.0451
2014,NUTS,2010,PL61,2,0.0512
2015,NUTS,2010,PL61,2,0.0906
2016,NUTS,2010,PL61,2,0.1242
2017,NUTS,2010,PL61,2,0.2185
2018,NUTS,2010,PL61,2,0.1881
2019,NUTS,2010,PL61,2,0.2447
2011,NUTS,2010,PL62,2,0.0054
2012,NUTS,2010,PL62,2,0.0111
2013,NUTS,2010,PL62,2,0.0159
2014,NUTS,2010,PL62,2,0.0178
2015,NUTS,2010,PL62,2,0.0248
2016,NUTS,2010,PL62,2,0.0667
2017,NUTS,2010,PL62,2,0.1175
2019,NUTS,2010,PL62,2,0.1292
2011,NUTS,2010,PL63,2,0.1677
2012,NUTS,2010,PL63,2,0.1852
2013,NUTS,2010,PL63,2,0.2059
2014,NUTS,2010,PL63,2,0.2463
2015,NUTS,2010,PL63,2,0.2615
2016,NUTS,2010,PL63,2,0.3216
2017,NUTS,2010,PL63,2,0.4138
2019,NUTS,2010,PL63,2,0.6272
2016,NUTS,2010,PL7,1,0.1413
2017,NUTS,2010,PL7,1,0.1734
2018,NUTS,2010,PL7,1,0.1697
2019,NUTS,2010,PL7,1,0.1879
2016,NUTS,2010,PL71,2,0.175
2017,NUTS,2010,PL71,2,0.2102
2018,NUTS,2010,PL71,2,0.2061
2019,NUTS,2010,PL71,2,0.2312
2016,NUTS,2010,PL72,2,0.0714
2017,NUTS,2010,PL72,2,0.0958
2018,NUTS,2010,PL72,2,0.0906
2019,NUTS,2010,PL72,2,0.0966
2016,NUTS,2010,PL8,1,0.2055
2017,NUTS,2010,PL8,1,0.2318
2018,NUTS,2010,PL8,1,0.2378
2019,NUTS,2010,PL8,1,0.2573
2016,NUTS,2010,PL81,2,0.0996
2017,NUTS,2010,PL81,2,0.1265
2018,NUTS,2010,PL81,2,0.1346
2019,NUTS,2010,PL81,2,0.1263
2016,NUTS,2010,PL82,2,0.3827
2017,NUTS,2010,PL82,2,0.3955
2018,NUTS,2010,PL82,2,0.404
2019,NUTS,2010,PL82,2,0.4437
