year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_act_fte_t
2016,NUTS,2010,HU21,2,0.2496
2017,NUTS,2010,HU21,2,0.2819
2018,NUTS,2010,HU21,2,0.335
2019,NUTS,2010,HU21,2,0.3623
2011,NUTS,2010,HU22,2,0.1139
2012,NUTS,2010,HU22,2,0.1335
2013,NUTS,2010,HU22,2,0.1601
2014,NUTS,2010,HU22,2,0.1393
2015,NUTS,2010,HU22,2,0.1225
2016,NUTS,2010,HU22,2,0.1284
2017,NUTS,2010,HU22,2,0.1554
2018,NUTS,2010,HU22,2,0.2148
2019,NUTS,2010,HU22,2,0.2178
2011,NUTS,2010,HU23,2,0.0745
2012,NUTS,2010,HU23,2,0.0841
2013,NUTS,2010,HU23,2,0.1009
2014,NUTS,2010,HU23,2,0.0782
2015,NUTS,2010,HU23,2,0.0562
2016,NUTS,2010,HU23,2,0.0567
2017,NUTS,2010,HU23,2,0.0774
2018,NUTS,2010,HU23,2,0.1199
2019,NUTS,2010,HU23,2,0.1514
2011,NUTS,2010,HU3,1,0.1224
2012,NUTS,2010,HU3,1,0.1341
2013,NUTS,2010,HU3,1,0.1333
2014,NUTS,2010,HU3,1,0.1176
2015,NUTS,2010,HU3,1,0.1043
2016,NUTS,2010,HU3,1,0.1058
2017,NUTS,2010,HU3,1,0.1293
2018,NUTS,2010,HU3,1,0.1459
2019,NUTS,2010,HU3,1,0.1577
2011,NUTS,2010,HU31,2,0.1058
2012,NUTS,2010,HU31,2,0.1226
2013,NUTS,2010,HU31,2,0.1216
2014,NUTS,2010,HU31,2,0.0983
2015,NUTS,2010,HU31,2,0.0892
2016,NUTS,2010,HU31,2,0.0869
2017,NUTS,2010,HU31,2,0.1176
2018,NUTS,2010,HU31,2,0.128
2019,NUTS,2010,HU31,2,0.1476
2011,NUTS,2010,HU32,2,0.1177
2012,NUTS,2010,HU32,2,0.127
2013,NUTS,2010,HU32,2,0.1122
2014,NUTS,2010,HU32,2,0.0919
2015,NUTS,2010,HU32,2,0.0958
2016,NUTS,2010,HU32,2,0.0925
2017,NUTS,2010,HU32,2,0.1063
2018,NUTS,2010,HU32,2,0.1156
2019,NUTS,2010,HU32,2,0.1095
2011,NUTS,2010,HU33,2,0.1423
2012,NUTS,2010,HU33,2,0.1523
2013,NUTS,2010,HU33,2,0.1675
2014,NUTS,2010,HU33,2,0.1644
2015,NUTS,2010,HU33,2,0.1273
2016,NUTS,2010,HU33,2,0.1374
2017,NUTS,2010,HU33,2,0.1666
2018,NUTS,2010,HU33,2,0.1973
2019,NUTS,2010,HU33,2,0.223
2011,NUTS,2010,IE,0,0.4125
2012,NUTS,2010,IE,0,0.449
2013,NUTS,2010,IE,0,0.4924
2014,NUTS,2010,IE,0,0.5076
2015,NUTS,2010,IE,0,0.5095
2016,NUTS,2010,IE,0,0.4951
2017,NUTS,2010,IE,0,0.5513
2018,NUTS,2010,IE,0,0.5273
2019,NUTS,2010,IE,0,0.5494
2020,NUTS,2010,IE,0,0.562
2011,NUTS,2010,IE0,1,0.4032
2013,NUTS,2010,IE0,1,0.4805
2015,NUTS,2010,IE0,1,0.4947
2017,NUTS,2010,IE0,1,0.5344
2011,NUTS,2010,IE01,2,0.3519
2013,NUTS,2010,IE01,2,0.399
2015,NUTS,2010,IE01,2,0.3548
2017,NUTS,2010,IE01,2,0.7329
2011,NUTS,2010,IE02,2,0.4209
2013,NUTS,2010,IE02,2,0.509
2015,NUTS,2010,IE02,2,0.5429
2017,NUTS,2010,IE02,2,0.5058
2011,NUTS,2010,IS,0,0.6199
2013,NUTS,2010,IS,0,0.3748
2015,NUTS,2010,IS,0,0.4492
2016,NUTS,2010,IS,0,0.4371
2017,NUTS,2010,IS,0,0.4635
2018,NUTS,2010,IS,0,0.4539
2011,NUTS,2010,IT,0,0.165
2012,NUTS,2010,IT,0,0.1669
2013,NUTS,2010,IT,0,0.1761
2014,NUTS,2010,IT,0,0.1796
2015,NUTS,2010,IT,0,0.205
2016,NUTS,2010,IT,0,0.2256
2017,NUTS,2010,IT,0,0.2497
2018,NUTS,2010,IT,0,0.293
2019,NUTS,2010,IT,0,0.3128
2020,NUTS,2010,IT,0,0.3263
2011,NUTS,2010,ITC,1,0.2599
2012,NUTS,2010,ITC,1,0.2592
2013,NUTS,2010,ITC,1,0.2579
2014,NUTS,2010,ITC,1,0.2736
2015,NUTS,2010,ITC,1,0.3013
2016,NUTS,2010,ITC,1,0.3253
2017,NUTS,2010,ITC,1,0.3433
2018,NUTS,2010,ITC,1,0.3943
2019,NUTS,2010,ITC,1,0.4161
2011,NUTS,2010,ITC1,2,0.3269
2012,NUTS,2010,ITC1,2,0.3122
2013,NUTS,2010,ITC1,2,0.3301
2014,NUTS,2010,ITC1,2,0.3752
2015,NUTS,2010,ITC1,2,0.3985
2016,NUTS,2010,ITC1,2,0.4188
2017,NUTS,2010,ITC1,2,0.4239
2018,NUTS,2010,ITC1,2,0.4687
2019,NUTS,2010,ITC1,2,0.4779
2011,NUTS,2010,ITC2,2,0.1666
2012,NUTS,2010,ITC2,2,0.2153
2013,NUTS,2010,ITC2,2,0.1532
2014,NUTS,2010,ITC2,2,0.1782
2015,NUTS,2010,ITC2,2,0.1739
2016,NUTS,2010,ITC2,2,0.2636
2017,NUTS,2010,ITC2,2,0.2126
2018,NUTS,2010,ITC2,2,0.222
2019,NUTS,2010,ITC2,2,0.2076
2011,NUTS,2010,ITC3,2,0.21
2012,NUTS,2010,ITC3,2,0.1896
2013,NUTS,2010,ITC3,2,0.1596
2014,NUTS,2010,ITC3,2,0.1566
2015,NUTS,2010,ITC3,2,0.2058
2016,NUTS,2010,ITC3,2,0.1986
2017,NUTS,2010,ITC3,2,0.2091
2018,NUTS,2010,ITC3,2,0.2474
2019,NUTS,2010,ITC3,2,0.3104
2011,NUTS,2010,ITC4,2,0.2386
2012,NUTS,2010,ITC4,2,0.2467
2013,NUTS,2010,ITC4,2,0.2424
2014,NUTS,2010,ITC4,2,0.2478
2015,NUTS,2010,ITC4,2,0.2748
2016,NUTS,2010,ITC4,2,0.3043
2017,NUTS,2010,ITC4,2,0.3296
2018,NUTS,2010,ITC4,2,0.3861
2019,NUTS,2010,ITC4,2,0.408
2011,NUTS,2010,ITF,1,0.0676
2012,NUTS,2010,ITF,1,0.0726
2013,NUTS,2010,ITF,1,0.0766
2014,NUTS,2010,ITF,1,0.0773
2015,NUTS,2010,ITF,1,0.0996
2016,NUTS,2010,ITF,1,0.1055
2017,NUTS,2010,ITF,1,0.1151
2018,NUTS,2010,ITF,1,0.1451
2019,NUTS,2010,ITF,1,0.1676
2011,NUTS,2010,ITF1,2,0.108
2012,NUTS,2010,ITF1,2,0.0594
2013,NUTS,2010,ITF1,2,0.0735
2014,NUTS,2010,ITF1,2,0.0761
2015,NUTS,2010,ITF1,2,0.0972
2016,NUTS,2010,ITF1,2,0.1083
2017,NUTS,2010,ITF1,2,0.1131
2018,NUTS,2010,ITF1,2,0.1347
2019,NUTS,2010,ITF1,2,0.1514
2011,NUTS,2010,ITF2,2,0.0085
2012,NUTS,2010,ITF2,2,0.0091
2013,NUTS,2010,ITF2,2,0.0625
2014,NUTS,2010,ITF2,2,0.0479
2015,NUTS,2010,ITF2,2,0.3095
2016,NUTS,2010,ITF2,2,0.3012
2017,NUTS,2010,ITF2,2,0.2686
2018,NUTS,2010,ITF2,2,0.2853
2019,NUTS,2010,ITF2,2,0.3225
2011,NUTS,2010,ITF3,2,0.1054
2012,NUTS,2010,ITF3,2,0.1325
2013,NUTS,2010,ITF3,2,0.1186
2014,NUTS,2010,ITF3,2,0.117
2015,NUTS,2010,ITF3,2,0.1428
2016,NUTS,2010,ITF3,2,0.1337
2017,NUTS,2010,ITF3,2,0.1436
2018,NUTS,2010,ITF3,2,0.1893
2019,NUTS,2010,ITF3,2,0.2287
2011,NUTS,2010,ITF4,2,0.0388
2012,NUTS,2010,ITF4,2,0.0393
2013,NUTS,2010,ITF4,2,0.0574
2014,NUTS,2010,ITF4,2,0.0639
2015,NUTS,2010,ITF4,2,0.0708
2016,NUTS,2010,ITF4,2,0.0885
2017,NUTS,2010,ITF4,2,0.1013
2018,NUTS,2010,ITF4,2,0.1256
2019,NUTS,2010,ITF4,2,0.1442
2011,NUTS,2010,ITF5,2,0.028
2012,NUTS,2010,ITF5,2,0.0156
2013,NUTS,2010,ITF5,2,0.0135
2014,NUTS,2010,ITF5,2,0.0101
2015,NUTS,2010,ITF5,2,0.0147
2016,NUTS,2010,ITF5,2,0.0312
2017,NUTS,2010,ITF5,2,0.0495
2018,NUTS,2010,ITF5,2,0.0576
2019,NUTS,2010,ITF5,2,0.0473
2011,NUTS,2010,ITF6,2,0.0122
2012,NUTS,2010,ITF6,2,0.0119
2013,NUTS,2010,ITF6,2,0.0163
2014,NUTS,2010,ITF6,2,0.017
2015,NUTS,2010,ITF6,2,0.0281
2016,NUTS,2010,ITF6,2,0.0446
2017,NUTS,2010,ITF6,2,0.0514
2018,NUTS,2010,ITF6,2,0.0643
2019,NUTS,2010,ITF6,2,0.058
2011,NUTS,2010,ITG,1,0.0488
2012,NUTS,2010,ITG,1,0.0487
2013,NUTS,2010,ITG,1,0.054
2014,NUTS,2010,ITG,1,0.0634
2015,NUTS,2010,ITG,1,0.054
2016,NUTS,2010,ITG,1,0.0631
2017,NUTS,2010,ITG,1,0.0752
2018,NUTS,2010,ITG,1,0.0859
2019,NUTS,2010,ITG,1,0.0873
2011,NUTS,2010,ITG1,2,0.0614
2012,NUTS,2010,ITG1,2,0.0611
2013,NUTS,2010,ITG1,2,0.0692
2014,NUTS,2010,ITG1,2,0.0797
2015,NUTS,2010,ITG1,2,0.0632
2016,NUTS,2010,ITG1,2,0.0707
2017,NUTS,2010,ITG1,2,0.0814
2018,NUTS,2010,ITG1,2,0.0962
2019,NUTS,2010,ITG1,2,0.0999
2011,NUTS,2010,ITG2,2,0.0178
2012,NUTS,2010,ITG2,2,0.0181
2013,NUTS,2010,ITG2,2,0.0152
2014,NUTS,2010,ITG2,2,0.0222
2015,NUTS,2010,ITG2,2,0.0308
2016,NUTS,2010,ITG2,2,0.0436
2017,NUTS,2010,ITG2,2,0.0593
2018,NUTS,2010,ITG2,2,0.06
2019,NUTS,2010,ITG2,2,0.0562
2011,NUTS,2010,ITH,1,0.1959
2012,NUTS,2010,ITH,1,0.2019
2013,NUTS,2010,ITH,1,0.2241
2014,NUTS,2010,ITH,1,0.2162
2015,NUTS,2010,ITH,1,0.2449
2016,NUTS,2010,ITH,1,0.2857
2017,NUTS,2010,ITH,1,0.3291
2018,NUTS,2010,ITH,1,0.3683
2019,NUTS,2010,ITH,1,0.3749
2011,NUTS,2010,ITH1,2,0.1159
2012,NUTS,2010,ITH1,2,0.0966
2013,NUTS,2010,ITH1,2,0.1047
2014,NUTS,2010,ITH1,2,0.1544
2015,NUTS,2010,ITH1,2,0.135
2016,NUTS,2010,ITH1,2,0.1903
2017,NUTS,2010,ITH1,2,0.1437
2018,NUTS,2010,ITH1,2,0.1643
2019,NUTS,2010,ITH1,2,0.1749
2011,NUTS,2010,ITH2,2,0.1646
2012,NUTS,2010,ITH2,2,0.1987
2013,NUTS,2010,ITH2,2,0.2098
2014,NUTS,2010,ITH2,2,0.2158
2015,NUTS,2010,ITH2,2,0.2525
2016,NUTS,2010,ITH2,2,0.2516
2017,NUTS,2010,ITH2,2,0.2754
2018,NUTS,2010,ITH2,2,0.2953
2019,NUTS,2010,ITH2,2,0.3138
2011,NUTS,2010,ITH3,2,0.1709
2012,NUTS,2010,ITH3,2,0.1631
2013,NUTS,2010,ITH3,2,0.1838
2014,NUTS,2010,ITH3,2,0.1796
2015,NUTS,2010,ITH3,2,0.1827
2016,NUTS,2010,ITH3,2,0.2355
2017,NUTS,2010,ITH3,2,0.27
2018,NUTS,2010,ITH3,2,0.3067
2019,NUTS,2010,ITH3,2,0.3161
2011,NUTS,2010,ITH4,2,0.2798
2012,NUTS,2010,ITH4,2,0.3222
2013,NUTS,2010,ITH4,2,0.2483
2014,NUTS,2010,ITH4,2,0.2125
2015,NUTS,2010,ITH4,2,0.2262
2016,NUTS,2010,ITH4,2,0.2509
2017,NUTS,2010,ITH4,2,0.2954
2018,NUTS,2010,ITH4,2,0.3149
2019,NUTS,2010,ITH4,2,0.3019
2011,NUTS,2010,ITH5,2,0.2143
2012,NUTS,2010,ITH5,2,0.226
2013,NUTS,2010,ITH5,2,0.2771
2014,NUTS,2010,ITH5,2,0.264
2015,NUTS,2010,ITH5,2,0.3284
2016,NUTS,2010,ITH5,2,0.3634
2017,NUTS,2010,ITH5,2,0.4306
2018,NUTS,2010,ITH5,2,0.4822
2019,NUTS,2010,ITH5,2,0.488
2011,NUTS,2010,ITI,1,0.1283
2012,NUTS,2010,ITI,1,0.1274
2013,NUTS,2010,ITI,1,0.1374
2014,NUTS,2010,ITI,1,0.1338
2015,NUTS,2010,ITI,1,0.1661
2016,NUTS,2010,ITI,1,0.1797
2017,NUTS,2010,ITI,1,0.2068
2018,NUTS,2010,ITI,1,0.26
2019,NUTS,2010,ITI,1,0.288
2011,NUTS,2010,ITI1,2,0.1386
2012,NUTS,2010,ITI1,2,0.1503
2013,NUTS,2010,ITI1,2,0.1659
2014,NUTS,2010,ITI1,2,0.1448
2015,NUTS,2010,ITI1,2,0.1915
2016,NUTS,2010,ITI1,2,0.197
2017,NUTS,2010,ITI1,2,0.2446
2018,NUTS,2010,ITI1,2,0.344
2019,NUTS,2010,ITI1,2,0.3585
2011,NUTS,2010,ITI2,2,0.0676
2012,NUTS,2010,ITI2,2,0.0773
2013,NUTS,2010,ITI2,2,0.0778
2014,NUTS,2010,ITI2,2,0.0818
2015,NUTS,2010,ITI2,2,0.0691
2016,NUTS,2010,ITI2,2,0.1012
2017,NUTS,2010,ITI2,2,0.1421
2018,NUTS,2010,ITI2,2,0.1569
2019,NUTS,2010,ITI2,2,0.1723
2011,NUTS,2010,ITI3,2,0.102
2012,NUTS,2010,ITI3,2,0.0959
2013,NUTS,2010,ITI3,2,0.112
2014,NUTS,2010,ITI3,2,0.1384
2015,NUTS,2010,ITI3,2,0.1187
2016,NUTS,2010,ITI3,2,0.1596
2017,NUTS,2010,ITI3,2,0.2102
2018,NUTS,2010,ITI3,2,0.2207
2019,NUTS,2010,ITI3,2,0.2195
2011,NUTS,2010,ITI4,2,0.1384
2012,NUTS,2010,ITI4,2,0.1288
2013,NUTS,2010,ITI4,2,0.1346
2014,NUTS,2010,ITI4,2,0.1332
2015,NUTS,2010,ITI4,2,0.177
2016,NUTS,2010,ITI4,2,0.1853
2017,NUTS,2010,ITI4,2,0.1909
2018,NUTS,2010,ITI4,2,0.2314
2019,NUTS,2010,ITI4,2,0.2776
2011,NUTS,2010,KR,0,0.8905
2011,NUTS,2010,LT,0,0.0942
2012,NUTS,2010,LT,0,0.0914
2013,NUTS,2010,LT,0,0.1228
2014,NUTS,2010,LT,0,0.1684
2015,NUTS,2010,LT,0,0.1317
2016,NUTS,2010,LT,0,0.1365
2017,NUTS,2010,LT,0,0.1814
2018,NUTS,2010,LT,0,0.2004
2019,NUTS,2010,LT,0,0.2222
2020,NUTS,2010,LT,0,0.2036
2015,NUTS,2010,LT01,2,0.3149
2016,NUTS,2010,LT01,2,0.3101
2017,NUTS,2010,LT01,2,0.3623
2018,NUTS,2010,LT01,2,0.3814
2019,NUTS,2010,LT01,2,0.4556
2015,NUTS,2010,LT02,2,0.0515
2016,NUTS,2010,LT02,2,0.0567
2017,NUTS,2010,LT02,2,0.0913
2018,NUTS,2010,LT02,2,0.1063
2019,NUTS,2010,LT02,2,0.103
2011,NUTS,2010,LU,0,0.6487
2012,NUTS,2010,LU,0,0.3767
2013,NUTS,2010,LU,0,0.3989
2014,NUTS,2010,LU,0,0.3988
2015,NUTS,2010,LU,0,0.3824
2016,NUTS,2010,LU,0,0.431
2017,NUTS,2010,LU,0,0.4459
2018,NUTS,2010,LU,0,0.3845
2019,NUTS,2010,LU,0,0.4218
2020,NUTS,2010,LU,0,0.4014
2011,NUTS,2010,LV,0,0.0551
2012,NUTS,2010,LV,0,0.0592
2013,NUTS,2010,LV,0,0.0579
2014,NUTS,2010,LV,0,0.0805
2015,NUTS,2010,LV,0,0.0626
2016,NUTS,2010,LV,0,0.0609
2017,NUTS,2010,LV,0,0.0685
2018,NUTS,2010,LV,0,0.0725
2019,NUTS,2010,LV,0,0.0815
2020,NUTS,2010,LV,0,0.0912
2011,NUTS,2010,ME,0,0.0351
2013,NUTS,2010,ME,0,0.0344
2014,NUTS,2010,ME,0,0.0307
2015,NUTS,2010,ME,0,0.0259
2016,NUTS,2010,ME,0,0.0204
2017,NUTS,2010,ME,0,0.0165
2018,NUTS,2010,ME,0,0.0278
2019,NUTS,2010,ME,0,0.0209
2011,NUTS,2010,MK,0,0.0152
2012,NUTS,2010,MK,0,0.0128
2013,NUTS,2010,MK,0,0.0138
2014,NUTS,2010,MK,0,0.0213
2015,NUTS,2010,MK,0,0.0327
2016,NUTS,2010,MK,0,0.034
2017,NUTS,2010,MK,0,0.0344
2018,NUTS,2010,MK,0,0.0425
2019,NUTS,2010,MK,0,0.0457
2020,NUTS,2010,MK,0,0.0486
2011,NUTS,2010,MT,0,0.2847
2012,NUTS,2010,MT,0,0.3069
2013,NUTS,2010,MT,0,0.2603
2014,NUTS,2010,MT,0,0.2162
2015,NUTS,2010,MT,0,0.2308
2016,NUTS,2010,MT,0,0.2556
2017,NUTS,2010,MT,0,0.2456
2018,NUTS,2010,MT,0,0.2095
2019,NUTS,2010,MT,0,0.1896
2020,NUTS,2010,MT,0,0.2021
2011,NUTS,2010,NL,0,0.3794
2012,NUTS,2010,NL,0,0.4873
2013,NUTS,2010,NL,0,0.6212
2014,NUTS,2010,NL,0,0.6297
2015,NUTS,2010,NL,0,0.6182
2016,NUTS,2010,NL,0,0.6611
2017,NUTS,2010,NL,0,0.6901
2018,NUTS,2010,NL,0,0.7271
2019,NUTS,2010,NL,0,0.7317
2020,NUTS,2010,NL,0,0.7674
2011,NUTS,2010,NL1,1,0.1857
2012,NUTS,2010,NL1,1,0.2313
2011,NUTS,2010,NL11,2,0.2028
2012,NUTS,2010,NL11,2,0.1915
2011,NUTS,2010,NL12,2,0.1543
2012,NUTS,2010,NL12,2,0.2293
2011,NUTS,2010,NL13,2,0.207
2012,NUTS,2010,NL13,2,0.2821
2011,NUTS,2010,NL2,1,0.3265
2012,NUTS,2010,NL2,1,0.4515
2011,NUTS,2010,NL21,2,0.4169
2012,NUTS,2010,NL21,2,0.4085
2011,NUTS,2010,NL22,2,0.2989
2012,NUTS,2010,NL22,2,0.4983
2011,NUTS,2010,NL23,2,0.2088
2012,NUTS,2010,NL23,2,0.3394
2011,NUTS,2010,NL3,1,0.3872
2012,NUTS,2010,NL3,1,0.4868
2011,NUTS,2010,NL31,2,0.2971
2012,NUTS,2010,NL31,2,0.4097
2011,NUTS,2010,NL32,2,0.5177
2012,NUTS,2010,NL32,2,0.637
2011,NUTS,2010,NL33,2,0.3445
2012,NUTS,2010,NL33,2,0.4295
2011,NUTS,2010,NL34,2,0.1251
2012,NUTS,2010,NL34,2,0.1738
2011,NUTS,2010,NL4,1,0.5312
2012,NUTS,2010,NL4,1,0.669
2011,NUTS,2010,NL41,2,0.5712
2012,NUTS,2010,NL41,2,0.7084
2011,NUTS,2010,NL42,2,0.4388
2012,NUTS,2010,NL42,2,0.5781
2011,NUTS,2010,NO,0,0.5058
2012,NUTS,2010,NO,0,0.5151
2013,NUTS,2010,NO,0,0.5191
2014,NUTS,2010,NO,0,0.5441
2015,NUTS,2010,NO,0,0.5605
2016,NUTS,2010,NO,0,0.5735
2017,NUTS,2010,NO,0,0.6137
2018,NUTS,2010,NO,0,0.6193
2019,NUTS,2010,NO,0,0.6451
2020,NUTS,2010,NO,0,0.6791
2011,NUTS,2010,NO0,1,0.4912
2012,NUTS,2010,NO0,1,0.4996
2013,NUTS,2010,NO0,1,0.5031
2014,NUTS,2010,NO0,1,0.526
2015,NUTS,2010,NO0,1,0.5407
2016,NUTS,2010,NO0,1,0.5539
2017,NUTS,2010,NO0,1,0.5924
2018,NUTS,2010,NO0,1,0.5973
2019,NUTS,2010,NO0,1,0.6221
2011,NUTS,2010,NO01,2,0.9233
2012,NUTS,2010,NO01,2,0.861
2013,NUTS,2010,NO01,2,0.8821
2014,NUTS,2010,NO01,2,0.8948
2015,NUTS,2010,NO01,2,0.9169
2016,NUTS,2010,NO01,2,0.9567
2017,NUTS,2010,NO01,2,1.0048
2018,NUTS,2010,NO01,2,1.0022
2019,NUTS,2010,NO01,2,1.0411
2011,NUTS,2010,NO02,2,0.115
2012,NUTS,2010,NO02,2,0.1284
2013,NUTS,2010,NO02,2,0.1721
2014,NUTS,2010,NO02,2,0.1536
2015,NUTS,2010,NO02,2,0.1314
2016,NUTS,2010,NO02,2,0.1347
2017,NUTS,2010,NO02,2,0.1709
2018,NUTS,2010,NO02,2,0.2077
2019,NUTS,2010,NO02,2,0.1652
2011,NUTS,2010,NO03,2,0.3606
2012,NUTS,2010,NO03,2,0.354
2013,NUTS,2010,NO03,2,0.3914
2014,NUTS,2010,NO03,2,0.4104
2015,NUTS,2010,NO03,2,0.4217
2016,NUTS,2010,NO03,2,0.4103
2017,NUTS,2010,NO03,2,0.4243
2018,NUTS,2010,NO03,2,0.4162
2019,NUTS,2010,NO03,2,0.4046
2011,NUTS,2010,NO04,2,0.2868
2012,NUTS,2010,NO04,2,0.2993
2013,NUTS,2010,NO04,2,0.2874
2014,NUTS,2010,NO04,2,0.3159
2015,NUTS,2010,NO04,2,0.3412
2016,NUTS,2010,NO04,2,0.3665
2017,NUTS,2010,NO04,2,0.3807
2018,NUTS,2010,NO04,2,0.3784
2019,NUTS,2010,NO04,2,0.415
2011,NUTS,2010,NO05,2,0.2559
2012,NUTS,2010,NO05,2,0.2744
2013,NUTS,2010,NO05,2,0.2738
2014,NUTS,2010,NO05,2,0.2982
2015,NUTS,2010,NO05,2,0.334
2016,NUTS,2010,NO05,2,0.318
2017,NUTS,2010,NO05,2,0.3621
2018,NUTS,2010,NO05,2,0.4319
2019,NUTS,2010,NO05,2,0.4581
2011,NUTS,2010,NO06,2,1.0429
2012,NUTS,2010,NO06,2,1.2261
2013,NUTS,2010,NO06,2,1.1002
2014,NUTS,2010,NO06,2,1.1689
2015,NUTS,2010,NO06,2,1.1344
2016,NUTS,2010,NO06,2,1.127
2017,NUTS,2010,NO06,2,1.2248
2018,NUTS,2010,NO06,2,1.1197
2019,NUTS,2010,NO06,2,1.2087
2011,NUTS,2010,NO07,2,0.1409
2012,NUTS,2010,NO07,2,0.1621
2013,NUTS,2010,NO07,2,0.1546
2014,NUTS,2010,NO07,2,0.1814
2015,NUTS,2010,NO07,2,0.1906
2016,NUTS,2010,NO07,2,0.2193
2017,NUTS,2010,NO07,2,0.2362
2018,NUTS,2010,NO07,2,0.2544
2019,NUTS,2010,NO07,2,0.245
2011,NUTS,2010,PL,0,0.0641
2012,NUTS,2010,PL,0,0.0906
2013,NUTS,2010,PL,0,0.1234
2014,NUTS,2010,PL,0,0.1487
2015,NUTS,2010,PL,0,0.1713
2016,NUTS,2010,PL,0,0.2445
2017,NUTS,2010,PL,0,0.3228
2018,NUTS,2010,PL,0,0.3415
2019,NUTS,2010,PL,0,0.3512
2020,NUTS,2010,PL,0,0.3865
2011,NUTS,2010,PL1,1,0.1223
2012,NUTS,2010,PL1,1,0.1549
2013,NUTS,2010,PL1,1,0.1763
2014,NUTS,2010,PL1,1,0.2018
2015,NUTS,2010,PL1,1,0.2482
2011,NUTS,2010,PL11,2,0.0312
2012,NUTS,2010,PL11,2,0.0452
2013,NUTS,2010,PL11,2,0.0484
2015,NUTS,2010,PL11,2,0.085
2011,NUTS,2010,PL12,2,0.1061
2012,NUTS,2010,PL12,2,0.1322
2013,NUTS,2010,PL12,2,0.245
2015,NUTS,2010,PL12,2,0.3232
2011,NUTS,2010,PL2,1,0.0682
2012,NUTS,2010,PL2,1,0.1108
2013,NUTS,2010,PL2,1,0.1423
2014,NUTS,2010,PL2,1,0.1671
2015,NUTS,2010,PL2,1,0.2024
2016,NUTS,2010,PL2,1,0.2867
2017,NUTS,2010,PL2,1,0.3661
2018,NUTS,2010,PL2,1,0.3696
2019,NUTS,2010,PL2,1,0.4132
2011,NUTS,2010,PL21,2,0.0956
2012,NUTS,2010,PL21,2,0.1799
2013,NUTS,2010,PL21,2,0.2147
2014,NUTS,2010,PL21,2,0.243
2015,NUTS,2010,PL21,2,0.3068
2016,NUTS,2010,PL21,2,0.435
2017,NUTS,2010,PL21,2,0.566
2018,NUTS,2010,PL21,2,0.5371
2019,NUTS,2010,PL21,2,0.6063
2011,NUTS,2010,PL22,2,0.0497
2012,NUTS,2010,PL22,2,0.0632
2013,NUTS,2010,PL22,2,0.0917
2014,NUTS,2010,PL22,2,0.1128
2015,NUTS,2010,PL22,2,0.1272
2016,NUTS,2010,PL22,2,0.1753
2017,NUTS,2010,PL22,2,0.2147
2018,NUTS,2010,PL22,2,0.2417
2019,NUTS,2010,PL22,2,0.263
2011,NUTS,2010,PL3,1,0.0575
2012,NUTS,2010,PL3,1,0.0823
2013,NUTS,2010,PL3,1,0.1014
2014,NUTS,2010,PL3,1,0.1426
2015,NUTS,2010,PL3,1,0.1147
2011,NUTS,2010,PL31,2,0.0211
2012,NUTS,2010,PL31,2,0.0276
2013,NUTS,2010,PL31,2,0.0385
2014,NUTS,2010,PL31,2,0.0347
2015,NUTS,2010,PL31,2,0.0516
2011,NUTS,2010,PL32,2,0.145
2012,NUTS,2010,PL32,2,0.2064
2013,NUTS,2010,PL32,2,0.2501
2014,NUTS,2010,PL32,2,0.4051
2015,NUTS,2010,PL32,2,0.2776
2011,NUTS,2010,PL33,2,0.0336
2012,NUTS,2010,PL33,2,0.0294
2013,NUTS,2010,PL33,2,0.0281
2015,NUTS,2010,PL33,2,0.0456
2011,NUTS,2010,PL34,2,0.0072
2012,NUTS,2010,PL34,2,0.0384
2013,NUTS,2010,PL34,2,0.0515
2015,NUTS,2010,PL34,2,0.0561
2011,NUTS,2010,PL4,1,0.0281
2012,NUTS,2010,PL4,1,0.0417
2013,NUTS,2010,PL4,1,0.054
2014,NUTS,2010,PL4,1,0.0523
2015,NUTS,2010,PL4,1,0.0791
2016,NUTS,2010,PL4,1,0.0911
2018,NUTS,2010,PL4,1,0.127
2019,NUTS,2010,PL4,1,0.14
2011,NUTS,2010,PL41,2,0.0351
2015,NUTS,2010,PL41,2,0.1109
2016,NUTS,2010,PL41,2,0.1254
2018,NUTS,2010,PL41,2,0.1602
2019,NUTS,2010,PL41,2,0.1754
2011,NUTS,2010,PL42,2,0.0185
2012,NUTS,2010,PL42,2,0.0256
2013,NUTS,2010,PL42,2,0.0209
2014,NUTS,2010,PL42,2,0.0334
2015,NUTS,2010,PL42,2,0.0407
2016,NUTS,2010,PL42,2,0.0407
2017,NUTS,2010,PL42,2,0.0732
2018,NUTS,2010,PL42,2,0.0813
2019,NUTS,2010,PL42,2,0.0881
2011,NUTS,2010,PL43,2,0.0186
2015,NUTS,2010,PL43,2,0.0311
2016,NUTS,2010,PL43,2,0.0474
2017,NUTS,2010,PL43,2,0.0892
2018,NUTS,2010,PL43,2,0.0791
2019,NUTS,2010,PL43,2,0.0914
2011,NUTS,2010,PL5,1,0.0526
2012,NUTS,2010,PL5,1,0.0759
2013,NUTS,2010,PL5,1,0.1024
2014,NUTS,2010,PL5,1,0.127
2015,NUTS,2010,PL5,1,0.1495
2016,NUTS,2010,PL5,1,0.2015
2017,NUTS,2010,PL5,1,0.2751
2018,NUTS,2010,PL5,1,0.3349
2019,NUTS,2010,PL5,1,0.3637
