year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_act_fte_t
2012,NUTS,2010,DK02,2,0.2599
2013,NUTS,2010,DK02,2,0.2245
2014,NUTS,2010,DK02,2,0.1651
2015,NUTS,2010,DK02,2,0.1772
2016,NUTS,2010,DK02,2,0.1917
2017,NUTS,2010,DK02,2,0.2308
2019,NUTS,2010,DK02,2,0.2367
2011,NUTS,2010,DK03,2,0.4365
2012,NUTS,2010,DK03,2,0.492
2013,NUTS,2010,DK03,2,0.4983
2014,NUTS,2010,DK03,2,0.586
2015,NUTS,2010,DK03,2,0.5918
2016,NUTS,2010,DK03,2,0.6739
2017,NUTS,2010,DK03,2,0.4441
2019,NUTS,2010,DK03,2,0.5056
2011,NUTS,2010,DK04,2,0.5663
2012,NUTS,2010,DK04,2,0.6478
2013,NUTS,2010,DK04,2,0.6517
2014,NUTS,2010,DK04,2,0.6747
2015,NUTS,2010,DK04,2,0.6729
2016,NUTS,2010,DK04,2,0.7045
2017,NUTS,2010,DK04,2,0.7088
2019,NUTS,2010,DK04,2,0.8613
2011,NUTS,2010,DK05,2,0.1992
2012,NUTS,2010,DK05,2,0.2172
2013,NUTS,2010,DK05,2,0.1706
2014,NUTS,2010,DK05,2,0.218
2015,NUTS,2010,DK05,2,0.2186
2016,NUTS,2010,DK05,2,0.3282
2017,NUTS,2010,DK05,2,0.2749
2019,NUTS,2010,DK05,2,0.1866
2011,NUTS,2010,EA19,2,0.3596
2012,NUTS,2010,EA19,2,0.3788
2013,NUTS,2010,EA19,2,0.3898
2014,NUTS,2010,EA19,2,0.3951
2015,NUTS,2010,EA19,2,0.423
2016,NUTS,2010,EA19,2,0.4344
2017,NUTS,2010,EA19,2,0.4658
2018,NUTS,2010,EA19,2,0.4921
2019,NUTS,2010,EA19,2,0.515
2020,NUTS,2010,EA19,2,0.5325
2011,NUTS,2010,EE,0,0.2248
2012,NUTS,2010,EE,0,0.2134
2013,NUTS,2010,EE,0,0.2092
2014,NUTS,2010,EE,0,0.1939
2015,NUTS,2010,EE,0,0.1761
2016,NUTS,2010,EE,0,0.2003
2017,NUTS,2010,EE,0,0.2387
2018,NUTS,2010,EE,0,0.2488
2019,NUTS,2010,EE,0,0.2941
2020,NUTS,2010,EE,0,0.3164
2011,NUTS,2010,EL,0,0.0829
2012,NUTS,2010,EL,0,0.0904
2013,NUTS,2010,EL,0,0.0879
2014,NUTS,2010,EL,0,0.1043
2015,NUTS,2010,EL,0,0.1064
2016,NUTS,2010,EL,0,0.1186
2017,NUTS,2010,EL,0,0.2057
2018,NUTS,2010,EL,0,0.216
2019,NUTS,2010,EL,0,0.2218
2020,NUTS,2010,EL,0,0.2629
2011,NUTS,2010,EL3,1,0.1349
2013,NUTS,2010,EL3,1,0.1649
2015,NUTS,2010,EL3,1,0.2084
2017,NUTS,2010,EL3,1,0.3912
2019,NUTS,2010,EL3,1,0.4223
2011,NUTS,2010,EL30,2,0.1349
2013,NUTS,2010,EL30,2,0.1649
2015,NUTS,2010,EL30,2,0.2084
2017,NUTS,2010,EL30,2,0.3912
2019,NUTS,2010,EL30,2,0.4223
2011,NUTS,2010,EL4,1,0.0112
2013,NUTS,2010,EL4,1,0.0155
2015,NUTS,2010,EL4,1,0.0252
2017,NUTS,2010,EL4,1,0.052
2019,NUTS,2010,EL4,1,0.0454
2011,NUTS,2010,EL41,2,0.0013
2013,NUTS,2010,EL41,2,0.0027
2015,NUTS,2010,EL41,2,0.0188
2017,NUTS,2010,EL41,2,0.0195
2019,NUTS,2010,EL41,2,0.0441
2011,NUTS,2010,EL42,2,0.0105
2013,NUTS,2010,EL42,2,0.0027
2015,NUTS,2010,EL42,2,0.0024
2017,NUTS,2010,EL42,2,0.0091
2019,NUTS,2010,EL42,2,0.0061
2011,NUTS,2010,EL43,2,0.0141
2013,NUTS,2010,EL43,2,0.0263
2015,NUTS,2010,EL43,2,0.0399
2017,NUTS,2010,EL43,2,0.0851
2019,NUTS,2010,EL43,2,0.0669
2011,NUTS,2010,EL5,1,0.0677
2013,NUTS,2010,EL5,1,0.0401
2015,NUTS,2010,EL5,1,0.0504
2017,NUTS,2010,EL5,1,0.1156
2019,NUTS,2010,EL5,1,0.1118
2011,NUTS,2010,EL51,2,0.0245
2013,NUTS,2010,EL51,2,0.0195
2015,NUTS,2010,EL51,2,0.0319
2017,NUTS,2010,EL51,2,0.0976
2019,NUTS,2010,EL51,2,0.0477
2011,NUTS,2010,EL52,2,0.098
2013,NUTS,2010,EL52,2,0.0536
2015,NUTS,2010,EL52,2,0.0652
2017,NUTS,2010,EL52,2,0.142
2019,NUTS,2010,EL52,2,0.1463
2011,NUTS,2010,EL53,2,0.0203
2013,NUTS,2010,EL53,2,0.034
2015,NUTS,2010,EL53,2,0.0376
2017,NUTS,2010,EL53,2,0.0396
2019,NUTS,2010,EL53,2,0.0361
2011,NUTS,2010,EL54,2,0.0135
2013,NUTS,2010,EL54,2,0.0063
2015,NUTS,2010,EL54,2,0.0093
2017,NUTS,2010,EL54,2,0.0597
2019,NUTS,2010,EL54,2,0.0938
2011,NUTS,2010,EL6,1,0.0439
2013,NUTS,2010,EL6,1,0.0477
2015,NUTS,2010,EL6,1,0.0436
2017,NUTS,2010,EL6,1,0.0876
2019,NUTS,2010,EL6,1,0.1082
2011,NUTS,2010,EL61,2,0.0049
2013,NUTS,2010,EL61,2,0.0139
2015,NUTS,2010,EL61,2,0.016
2017,NUTS,2010,EL61,2,0.0432
2019,NUTS,2010,EL61,2,0.0888
2011,NUTS,2010,EL62,2,0.0015
2013,NUTS,2010,EL62,2,0.0011
2015,NUTS,2010,EL62,2,0.0227
2017,NUTS,2010,EL62,2,0.0076
2019,NUTS,2010,EL62,2,0.0465
2011,NUTS,2010,EL63,2,0.073
2013,NUTS,2010,EL63,2,0.0935
2015,NUTS,2010,EL63,2,0.0785
2017,NUTS,2010,EL63,2,0.1483
2019,NUTS,2010,EL63,2,0.1572
2011,NUTS,2010,EL64,2,0.0893
2013,NUTS,2010,EL64,2,0.0878
2015,NUTS,2010,EL64,2,0.0757
2017,NUTS,2010,EL64,2,0.1534
2019,NUTS,2010,EL64,2,0.1522
2011,NUTS,2010,EL65,2,0.0319
2013,NUTS,2010,EL65,2,0.017
2015,NUTS,2010,EL65,2,0.0141
2017,NUTS,2010,EL65,2,0.038
2019,NUTS,2010,EL65,2,0.0555
2011,NUTS,2010,ES,0,0.1929
2012,NUTS,2010,ES,0,0.1929
2013,NUTS,2010,ES,0,0.194
2014,NUTS,2010,ES,0,0.1959
2015,NUTS,2010,ES,0,0.1983
2016,NUTS,2010,ES,0,0.2084
2017,NUTS,2010,ES,0,0.2197
2018,NUTS,2010,ES,0,0.2405
2019,NUTS,2010,ES,0,0.2407
2020,NUTS,2010,ES,0,0.246
2011,NUTS,2010,ES1,1,0.1346
2012,NUTS,2010,ES1,1,0.1294
2013,NUTS,2010,ES1,1,0.1319
2014,NUTS,2010,ES1,1,0.1378
2015,NUTS,2010,ES1,1,0.1319
2016,NUTS,2010,ES1,1,0.1564
2017,NUTS,2010,ES1,1,0.175
2018,NUTS,2010,ES1,1,0.1902
2019,NUTS,2010,ES1,1,0.2016
2011,NUTS,2010,ES11,2,0.1242
2012,NUTS,2010,ES11,2,0.1243
2013,NUTS,2010,ES11,2,0.1259
2014,NUTS,2010,ES11,2,0.1393
2015,NUTS,2010,ES11,2,0.1346
2016,NUTS,2010,ES11,2,0.1684
2017,NUTS,2010,ES11,2,0.1898
2018,NUTS,2010,ES11,2,0.2104
2019,NUTS,2010,ES11,2,0.2201
2011,NUTS,2010,ES12,2,0.179
2012,NUTS,2010,ES12,2,0.1646
2013,NUTS,2010,ES12,2,0.1723
2014,NUTS,2010,ES12,2,0.1674
2015,NUTS,2010,ES12,2,0.1524
2016,NUTS,2010,ES12,2,0.1617
2017,NUTS,2010,ES12,2,0.1722
2018,NUTS,2010,ES12,2,0.1778
2019,NUTS,2010,ES12,2,0.2026
2011,NUTS,2010,ES13,2,0.1062
2012,NUTS,2010,ES13,2,0.0927
2013,NUTS,2010,ES13,2,0.0891
2014,NUTS,2010,ES13,2,0.0809
2015,NUTS,2010,ES13,2,0.0851
2016,NUTS,2010,ES13,2,0.0928
2017,NUTS,2010,ES13,2,0.1124
2018,NUTS,2010,ES13,2,0.1174
2019,NUTS,2010,ES13,2,0.1155
2011,NUTS,2010,ES2,1,0.4608
2012,NUTS,2010,ES2,1,0.4735
2013,NUTS,2010,ES2,1,0.4741
2014,NUTS,2010,ES2,1,0.4783
2015,NUTS,2010,ES2,1,0.4811
2016,NUTS,2010,ES2,1,0.4943
2017,NUTS,2010,ES2,1,0.5177
2018,NUTS,2010,ES2,1,0.5342
2019,NUTS,2010,ES2,1,0.5369
2011,NUTS,2010,ES21,2,0.6899
2012,NUTS,2010,ES21,2,0.7276
2013,NUTS,2010,ES21,2,0.735
2014,NUTS,2010,ES21,2,0.7335
2015,NUTS,2010,ES21,2,0.7291
2016,NUTS,2010,ES21,2,0.7443
2017,NUTS,2010,ES21,2,0.8049
2018,NUTS,2010,ES21,2,0.8431
2019,NUTS,2010,ES21,2,0.8458
2011,NUTS,2010,ES22,2,0.4279
2012,NUTS,2010,ES22,2,0.4106
2013,NUTS,2010,ES22,2,0.41
2014,NUTS,2010,ES22,2,0.4063
2015,NUTS,2010,ES22,2,0.4692
2016,NUTS,2010,ES22,2,0.4652
2017,NUTS,2010,ES22,2,0.4137
2018,NUTS,2010,ES22,2,0.3868
2019,NUTS,2010,ES22,2,0.3798
2011,NUTS,2010,ES23,2,0.1667
2012,NUTS,2010,ES23,2,0.1666
2013,NUTS,2010,ES23,2,0.1346
2014,NUTS,2010,ES23,2,0.1456
2015,NUTS,2010,ES23,2,0.1313
2016,NUTS,2010,ES23,2,0.1349
2017,NUTS,2010,ES23,2,0.1337
2018,NUTS,2010,ES23,2,0.1356
2019,NUTS,2010,ES23,2,0.1348
2011,NUTS,2010,ES24,2,0.1719
2012,NUTS,2010,ES24,2,0.1713
2013,NUTS,2010,ES24,2,0.1688
2014,NUTS,2010,ES24,2,0.1871
2015,NUTS,2010,ES24,2,0.1757
2016,NUTS,2010,ES24,2,0.1961
2017,NUTS,2010,ES24,2,0.2026
2018,NUTS,2010,ES24,2,0.2082
2019,NUTS,2010,ES24,2,0.2214
2011,NUTS,2010,ES3,1,0.3471
2012,NUTS,2010,ES3,1,0.3401
2013,NUTS,2010,ES3,1,0.3488
2014,NUTS,2010,ES3,1,0.3452
2015,NUTS,2010,ES3,1,0.3446
2016,NUTS,2010,ES3,1,0.3488
2017,NUTS,2010,ES3,1,0.3634
2018,NUTS,2010,ES3,1,0.4115
2019,NUTS,2010,ES3,1,0.4036
2011,NUTS,2010,ES30,2,0.3471
2012,NUTS,2010,ES30,2,0.3401
2013,NUTS,2010,ES30,2,0.3488
2014,NUTS,2010,ES30,2,0.3452
2015,NUTS,2010,ES30,2,0.3446
2016,NUTS,2010,ES30,2,0.3488
2017,NUTS,2010,ES30,2,0.3634
2018,NUTS,2010,ES30,2,0.4115
2019,NUTS,2010,ES30,2,0.4036
2011,NUTS,2010,ES4,1,0.0991
2012,NUTS,2010,ES4,1,0.101
2013,NUTS,2010,ES4,1,0.0919
2014,NUTS,2010,ES4,1,0.0935
2015,NUTS,2010,ES4,1,0.0924
2016,NUTS,2010,ES4,1,0.0962
2017,NUTS,2010,ES4,1,0.1055
2018,NUTS,2010,ES4,1,0.1133
2019,NUTS,2010,ES4,1,0.1192
2011,NUTS,2010,ES41,2,0.1494
2012,NUTS,2010,ES41,2,0.1633
2013,NUTS,2010,ES41,2,0.1446
2014,NUTS,2010,ES41,2,0.1447
2015,NUTS,2010,ES41,2,0.1541
2016,NUTS,2010,ES41,2,0.1432
2017,NUTS,2010,ES41,2,0.1619
2018,NUTS,2010,ES41,2,0.1866
2019,NUTS,2010,ES41,2,0.1941
2011,NUTS,2010,ES42,2,0.0715
2012,NUTS,2010,ES42,2,0.0625
2013,NUTS,2010,ES42,2,0.0579
2014,NUTS,2010,ES42,2,0.0619
2015,NUTS,2010,ES42,2,0.0491
2016,NUTS,2010,ES42,2,0.0716
2017,NUTS,2010,ES42,2,0.0685
2018,NUTS,2010,ES42,2,0.0591
2019,NUTS,2010,ES42,2,0.0686
2011,NUTS,2010,ES43,2,0.0351
2012,NUTS,2010,ES43,2,0.0323
2013,NUTS,2010,ES43,2,0.0393
2014,NUTS,2010,ES43,2,0.0386
2015,NUTS,2010,ES43,2,0.0366
2016,NUTS,2010,ES43,2,0.0372
2017,NUTS,2010,ES43,2,0.0509
2018,NUTS,2010,ES43,2,0.0556
2019,NUTS,2010,ES43,2,0.051
2011,NUTS,2010,ES5,1,0.1812
2012,NUTS,2010,ES5,1,0.1841
2013,NUTS,2010,ES5,1,0.1845
2014,NUTS,2010,ES5,1,0.19
2015,NUTS,2010,ES5,1,0.2027
2016,NUTS,2010,ES5,1,0.2176
2017,NUTS,2010,ES5,1,0.229
2018,NUTS,2010,ES5,1,0.2554
2019,NUTS,2010,ES5,1,0.2531
2011,NUTS,2010,ES51,2,0.236
2012,NUTS,2010,ES51,2,0.245
2013,NUTS,2010,ES51,2,0.2496
2014,NUTS,2010,ES51,2,0.2536
2015,NUTS,2010,ES51,2,0.2802
2016,NUTS,2010,ES51,2,0.2947
2017,NUTS,2010,ES51,2,0.313
2018,NUTS,2010,ES51,2,0.3468
2019,NUTS,2010,ES51,2,0.3302
2011,NUTS,2010,ES52,2,0.1328
2012,NUTS,2010,ES52,2,0.1293
2013,NUTS,2010,ES52,2,0.1246
2014,NUTS,2010,ES52,2,0.1332
2015,NUTS,2010,ES52,2,0.1281
2016,NUTS,2010,ES52,2,0.146
2017,NUTS,2010,ES52,2,0.15
2018,NUTS,2010,ES52,2,0.1676
2019,NUTS,2010,ES52,2,0.1877
2011,NUTS,2010,ES53,2,0.0181
2012,NUTS,2010,ES53,2,0.0164
2013,NUTS,2010,ES53,2,0.0142
2014,NUTS,2010,ES53,2,0.017
2015,NUTS,2010,ES53,2,0.0203
2016,NUTS,2010,ES53,2,0.0276
2017,NUTS,2010,ES53,2,0.0245
2018,NUTS,2010,ES53,2,0.0423
2019,NUTS,2010,ES53,2,0.0377
2011,NUTS,2010,ES6,1,0.0833
2012,NUTS,2010,ES6,1,0.0819
2013,NUTS,2010,ES6,1,0.0891
2014,NUTS,2010,ES6,1,0.0887
2015,NUTS,2010,ES6,1,0.0837
2016,NUTS,2010,ES6,1,0.0862
2017,NUTS,2010,ES6,1,0.089
2018,NUTS,2010,ES6,1,0.0929
2019,NUTS,2010,ES6,1,0.0913
2011,NUTS,2010,ES61,2,0.0839
2012,NUTS,2010,ES61,2,0.0823
2013,NUTS,2010,ES61,2,0.0922
2014,NUTS,2010,ES61,2,0.0909
2015,NUTS,2010,ES61,2,0.0839
2016,NUTS,2010,ES61,2,0.0838
2017,NUTS,2010,ES61,2,0.0842
2018,NUTS,2010,ES61,2,0.0891
2019,NUTS,2010,ES61,2,0.0852
2011,NUTS,2010,ES62,2,0.0875
2012,NUTS,2010,ES62,2,0.0875
2013,NUTS,2010,ES62,2,0.0803
2014,NUTS,2010,ES62,2,0.0845
2015,NUTS,2010,ES62,2,0.0917
2016,NUTS,2010,ES62,2,0.109
2017,NUTS,2010,ES62,2,0.1246
2018,NUTS,2010,ES62,2,0.1241
2019,NUTS,2010,ES62,2,0.1339
2012,NUTS,2010,ES63,2,0.0062
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0111
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.0313
2012,NUTS,2010,ES7,1,0.0297
2013,NUTS,2010,ES7,1,0.027
2014,NUTS,2010,ES7,1,0.0266
2015,NUTS,2010,ES7,1,0.0228
2016,NUTS,2010,ES7,1,0.026
2017,NUTS,2010,ES7,1,0.0277
2018,NUTS,2010,ES7,1,0.0322
2019,NUTS,2010,ES7,1,0.0308
2011,NUTS,2010,ES70,2,0.0313
2012,NUTS,2010,ES70,2,0.0297
2013,NUTS,2010,ES70,2,0.027
2014,NUTS,2010,ES70,2,0.0266
2015,NUTS,2010,ES70,2,0.0228
2016,NUTS,2010,ES70,2,0.026
2017,NUTS,2010,ES70,2,0.0277
2018,NUTS,2010,ES70,2,0.0322
2019,NUTS,2010,ES70,2,0.0308
2011,NUTS,2010,EU27_2020,7,0.3241
2012,NUTS,2010,EU27_2020,7,0.344
2013,NUTS,2010,EU27_2020,7,0.3623
2014,NUTS,2010,EU27_2020,7,0.3704
2015,NUTS,2010,EU27_2020,7,0.3951
2016,NUTS,2010,EU27_2020,7,0.4129
2017,NUTS,2010,EU27_2020,7,0.4462
2018,NUTS,2010,EU27_2020,7,0.4724
2019,NUTS,2010,EU27_2020,7,0.4925
2020,NUTS,2010,EU27_2020,7,0.5111
2011,NUTS,2010,FI,0,0.8809
2012,NUTS,2010,FI,0,0.8926
2013,NUTS,2010,FI,0,0.8575
2014,NUTS,2010,FI,0,0.8251
2015,NUTS,2010,FI,0,0.8245
2016,NUTS,2010,FI,0,0.7836
2017,NUTS,2010,FI,0,0.7889
2018,NUTS,2010,FI,0,0.8097
2019,NUTS,2010,FI,0,0.8671
2020,NUTS,2010,FI,0,0.9379
2011,NUTS,2010,FI1,1,0.8596
2012,NUTS,2010,FI1,1,0.869
2013,NUTS,2010,FI1,1,0.8356
2015,NUTS,2010,FI1,1,0.7962
2016,NUTS,2010,FI1,1,0.7574
2017,NUTS,2010,FI1,1,0.7629
2018,NUTS,2010,FI1,1,0.7814
2019,NUTS,2010,FI1,1,0.8356
2011,NUTS,2010,FI19,2,0.8583
2012,NUTS,2010,FI19,2,0.8173
2013,NUTS,2010,FI19,2,0.7743
2015,NUTS,2010,FI19,2,0.7484
2016,NUTS,2010,FI19,2,0.6454
2017,NUTS,2010,FI19,2,0.6943
2018,NUTS,2010,FI19,2,0.731
2019,NUTS,2010,FI19,2,0.7679
2011,NUTS,2010,FI1B,2,1.1731
2012,NUTS,2010,FI1B,2,1.2091
2013,NUTS,2010,FI1B,2,1.1811
2015,NUTS,2010,FI1B,2,1.1933
2016,NUTS,2010,FI1B,2,1.1405
2017,NUTS,2010,FI1B,2,1.1176
2018,NUTS,2010,FI1B,2,1.1286
2019,NUTS,2010,FI1B,2,1.2178
2011,NUTS,2010,FI1C,2,0.4937
2012,NUTS,2010,FI1C,2,0.5188
2013,NUTS,2010,FI1C,2,0.5353
2015,NUTS,2010,FI1C,2,0.443
2016,NUTS,2010,FI1C,2,0.433
2017,NUTS,2010,FI1C,2,0.4243
2018,NUTS,2010,FI1C,2,0.4121
2019,NUTS,2010,FI1C,2,0.4316
2011,NUTS,2010,FI1D,2,0.7631
2012,NUTS,2010,FI1D,2,0.7701
2013,NUTS,2010,FI1D,2,0.6862
2015,NUTS,2010,FI1D,2,0.5936
2016,NUTS,2010,FI1D,2,0.6163
2017,NUTS,2010,FI1D,2,0.6238
2018,NUTS,2010,FI1D,2,0.6582
2019,NUTS,2010,FI1D,2,0.7
2011,NUTS,2010,FI2,1,0.1388
2012,NUTS,2010,FI2,1,0.1904
2013,NUTS,2010,FI2,1,0.1564
2015,NUTS,2010,FI2,1,0.1085
2016,NUTS,2010,FI2,1,0.2896
2017,NUTS,2010,FI2,1,0.0975
2018,NUTS,2010,FI2,1,0.178
2019,NUTS,2010,FI2,1,0.1265
2011,NUTS,2010,FI20,2,0.1388
2012,NUTS,2010,FI20,2,0.1904
2013,NUTS,2010,FI20,2,0.1564
2015,NUTS,2010,FI20,2,0.1085
2016,NUTS,2010,FI20,2,0.2896
2017,NUTS,2010,FI20,2,0.0975
2018,NUTS,2010,FI20,2,0.178
2019,NUTS,2010,FI20,2,0.1265
2011,NUTS,2010,FR,0,0.5117
2012,NUTS,2010,FR,0,0.5354
2013,NUTS,2010,FR,0,0.5515
2014,NUTS,2010,FR,0,0.551
2015,NUTS,2010,FR,0,0.5671
2016,NUTS,2010,FR,0,0.5797
2017,NUTS,2010,FR,0,0.6134
2018,NUTS,2010,FR,0,0.639
2019,NUTS,2010,FR,0,0.6634
2020,NUTS,2010,FR,0,0.6925
2011,NUTS,2010,FR1,1,1.162
2012,NUTS,2010,FR1,1,1.1984
2013,NUTS,2010,FR1,1,1.226
2011,NUTS,2010,FR10,2,1.162
2012,NUTS,2010,FR10,2,1.1984
2013,NUTS,2010,FR10,2,1.226
2011,NUTS,2010,FR2,1,0.2384
2012,NUTS,2010,FR2,1,0.2481
2013,NUTS,2010,FR2,1,0.2527
2011,NUTS,2010,FR21,2,0.1516
2012,NUTS,2010,FR21,2,0.156
2013,NUTS,2010,FR21,2,0.1601
2011,NUTS,2010,FR22,2,0.2444
2012,NUTS,2010,FR22,2,0.2364
2013,NUTS,2010,FR22,2,0.2638
2011,NUTS,2010,FR23,2,0.2554
2012,NUTS,2010,FR23,2,0.2983
2013,NUTS,2010,FR23,2,0.309
2011,NUTS,2010,FR24,2,0.311
2012,NUTS,2010,FR24,2,0.2941
2013,NUTS,2010,FR24,2,0.2967
2011,NUTS,2010,FR25,2,0.2292
2012,NUTS,2010,FR25,2,0.253
2013,NUTS,2010,FR25,2,0.2334
2011,NUTS,2010,FR26,2,0.1764
2012,NUTS,2010,FR26,2,0.2015
2013,NUTS,2010,FR26,2,0.1977
2011,NUTS,2010,FR3,1,0.1506
2012,NUTS,2010,FR3,1,0.1412
2013,NUTS,2010,FR3,1,0.1511
2011,NUTS,2010,FR30,2,0.1506
2012,NUTS,2010,FR30,2,0.1412
2013,NUTS,2010,FR30,2,0.1511
2011,NUTS,2010,FR4,1,0.2847
2012,NUTS,2010,FR4,1,0.2894
2013,NUTS,2010,FR4,1,0.2806
2011,NUTS,2010,FR41,2,0.1403
2012,NUTS,2010,FR41,2,0.1383
2013,NUTS,2010,FR41,2,0.1429
2011,NUTS,2010,FR42,2,0.3047
2012,NUTS,2010,FR42,2,0.3253
2013,NUTS,2010,FR42,2,0.3016
2011,NUTS,2010,FR43,2,0.543
2012,NUTS,2010,FR43,2,0.5261
2013,NUTS,2010,FR43,2,0.5181
2011,NUTS,2010,FR5,1,0.3128
2012,NUTS,2010,FR5,1,0.3325
2013,NUTS,2010,FR5,1,0.3261
2011,NUTS,2010,FR51,2,0.2917
2012,NUTS,2010,FR51,2,0.2938
2013,NUTS,2010,FR51,2,0.2964
2011,NUTS,2010,FR52,2,0.4414
2012,NUTS,2010,FR52,2,0.4767
2013,NUTS,2010,FR52,2,0.4521
2011,NUTS,2010,FR53,2,0.1258
2012,NUTS,2010,FR53,2,0.1542
2013,NUTS,2010,FR53,2,0.1572
2011,NUTS,2010,FR6,1,0.5666
2012,NUTS,2010,FR6,1,0.6161
2013,NUTS,2010,FR6,1,0.6377
2011,NUTS,2010,FR61,2,0.3202
2012,NUTS,2010,FR61,2,0.3144
2013,NUTS,2010,FR61,2,0.3169
2011,NUTS,2010,FR62,2,0.9329
2012,NUTS,2010,FR62,2,1.0473
2013,NUTS,2010,FR62,2,1.095
2011,NUTS,2010,FR63,2,0.1415
2012,NUTS,2010,FR63,2,0.1824
2013,NUTS,2010,FR63,2,0.1771
2011,NUTS,2010,FR7,1,0.5948
2012,NUTS,2010,FR7,1,0.6059
2013,NUTS,2010,FR7,1,0.6075
2011,NUTS,2010,FR71,2,0.6683
2012,NUTS,2010,FR71,2,0.6789
2013,NUTS,2010,FR71,2,0.6796
2011,NUTS,2010,FR72,2,0.2407
2012,NUTS,2010,FR72,2,0.2503
2013,NUTS,2010,FR72,2,0.2475
2011,NUTS,2010,FR8,1,0.3452
2012,NUTS,2010,FR8,1,0.3904
2013,NUTS,2010,FR8,1,0.4443
2011,NUTS,2010,FR81,2,0.21
2012,NUTS,2010,FR81,2,0.2359
2013,NUTS,2010,FR81,2,0.2554
2011,NUTS,2010,FR82,2,0.4266
2012,NUTS,2010,FR82,2,0.4835
2013,NUTS,2010,FR82,2,0.553
2011,NUTS,2010,FR83,2,0.0646
2011,NUTS,2010,FRA,1,0.0123
2012,NUTS,2010,FRA,1,0.0148
2013,NUTS,2010,FRA,1,0.0227
2011,NUTS,2010,HR,0,0.0668
2012,NUTS,2010,HR,0,0.0638
2013,NUTS,2010,HR,0,0.0584
2014,NUTS,2010,HR,0,0.0494
2015,NUTS,2010,HR,0,0.0571
2016,NUTS,2010,HR,0,0.0983
2017,NUTS,2010,HR,0,0.0923
2018,NUTS,2010,HR,0,0.1015
2019,NUTS,2010,HR,0,0.1237
2020,NUTS,2010,HR,0,0.1273
2011,NUTS,2010,HR0,1,0.0654
2012,NUTS,2010,HR0,1,0.0625
2013,NUTS,2010,HR0,1,0.0574
2014,NUTS,2010,HR0,1,0.0488
2015,NUTS,2010,HR0,1,0.0563
2016,NUTS,2010,HR0,1,0.097
2017,NUTS,2010,HR0,1,0.0911
2018,NUTS,2010,HR0,1,0.1001
2019,NUTS,2010,HR0,1,0.1216
2020,NUTS,2010,HR0,1,0.1253
2011,NUTS,2010,HR03,2,0.0124
2012,NUTS,2010,HR03,2,0.0128
2013,NUTS,2010,HR03,2,0.0099
2014,NUTS,2010,HR03,2,0.0069
2015,NUTS,2010,HR03,2,0.0101
2016,NUTS,2010,HR03,2,0.0209
2017,NUTS,2010,HR03,2,0.0186
2018,NUTS,2010,HR03,2,0.0177
2019,NUTS,2010,HR03,2,0.0244
2020,NUTS,2010,HR03,2,0.0248
2011,NUTS,2010,HR04,2,0.0896
2012,NUTS,2010,HR04,2,0.0855
2013,NUTS,2010,HR04,2,0.079
2014,NUTS,2010,HR04,2,0.0691
2015,NUTS,2010,HR04,2,0.0787
2016,NUTS,2010,HR04,2,0.1335
2017,NUTS,2010,HR04,2,0.1263
2018,NUTS,2010,HR04,2,0.1389
2019,NUTS,2010,HR04,2,0.1673
2011,NUTS,2010,HU,0,0.2717
2012,NUTS,2010,HU,0,0.301
2013,NUTS,2010,HU,0,0.3227
2014,NUTS,2010,HU,0,0.3436
2015,NUTS,2010,HU,0,0.3262
2016,NUTS,2010,HU,0,0.3262
2017,NUTS,2010,HU,0,0.3736
2018,NUTS,2010,HU,0,0.4549
2019,NUTS,2010,HU,0,0.4825
2020,NUTS,2010,HU,0,0.5228
2011,NUTS,2010,HU1,1,0.6102
2012,NUTS,2010,HU1,1,0.6566
2013,NUTS,2010,HU1,1,0.7104
2014,NUTS,2010,HU1,1,0.8164
2015,NUTS,2010,HU1,1,0.7936
2016,NUTS,2010,HU1,1,0.7734
2017,NUTS,2010,HU1,1,0.8715
2018,NUTS,2010,HU1,1,1.0644
2019,NUTS,2010,HU1,1,1.0985
2011,NUTS,2010,HU10,2,0.6102
2012,NUTS,2010,HU10,2,0.6566
2013,NUTS,2010,HU10,2,0.7104
2014,NUTS,2010,HU10,2,0.8164
2015,NUTS,2010,HU10,2,0.7936
2016,NUTS,2010,HU10,2,0.7734
2017,NUTS,2010,HU11,2,1.3598
2018,NUTS,2010,HU11,2,1.6531
2019,NUTS,2010,HU11,2,1.7103
2017,NUTS,2010,HU12,2,0.1555
2018,NUTS,2010,HU12,2,0.2324
2019,NUTS,2010,HU12,2,0.2535
2011,NUTS,2010,HU2,1,0.1349
2012,NUTS,2010,HU2,1,0.1592
2013,NUTS,2010,HU2,1,0.1809
2014,NUTS,2010,HU2,1,0.1614
2015,NUTS,2010,HU2,1,0.1433
2016,NUTS,2010,HU2,1,0.1523
2017,NUTS,2010,HU2,1,0.1798
2018,NUTS,2010,HU2,1,0.2318
2019,NUTS,2010,HU2,1,0.2523
2011,NUTS,2010,HU21,2,0.2002
2012,NUTS,2010,HU21,2,0.2397
2013,NUTS,2010,HU21,2,0.2618
2014,NUTS,2010,HU21,2,0.2476
2015,NUTS,2010,HU21,2,0.2296
