year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_rse_pc_act_hc_t
2014,NUTS,2010,ITC,1,0.0401
2015,NUTS,2010,ITC,1,0.0415
2016,NUTS,2010,ITC,1,0.043
2017,NUTS,2010,ITC,1,0.0336
2018,NUTS,2010,ITC,1,0.0349
2019,NUTS,2010,ITC,1,0.0388
2011,NUTS,2010,ITC1,2,0.0343
2012,NUTS,2010,ITC1,2,0.0395
2013,NUTS,2010,ITC1,2,0.0455
2014,NUTS,2010,ITC1,2,0.0418
2015,NUTS,2010,ITC1,2,0.0409
2016,NUTS,2010,ITC1,2,0.0392
2017,NUTS,2010,ITC1,2,0.0358
2018,NUTS,2010,ITC1,2,0.0373
2019,NUTS,2010,ITC1,2,0.0392
2011,NUTS,2010,ITC2,2,0.0304
2012,NUTS,2010,ITC2,2,0.052
2013,NUTS,2010,ITC2,2,0.0604
2014,NUTS,2010,ITC2,2,0.0512
2015,NUTS,2010,ITC2,2,0.0465
2016,NUTS,2010,ITC2,2,0.0419
2017,NUTS,2010,ITC2,2,0.0472
2018,NUTS,2010,ITC2,2,0.0541
2019,NUTS,2010,ITC2,2,0.0676
2011,NUTS,2010,ITC3,2,0.0175
2012,NUTS,2010,ITC3,2,0.0221
2013,NUTS,2010,ITC3,2,0.0214
2014,NUTS,2010,ITC3,2,0.0179
2015,NUTS,2010,ITC3,2,0.0214
2016,NUTS,2010,ITC3,2,0.0212
2017,NUTS,2010,ITC3,2,0.0171
2018,NUTS,2010,ITC3,2,0.0194
2019,NUTS,2010,ITC3,2,0.0452
2011,NUTS,2010,ITC4,2,0.043
2012,NUTS,2010,ITC4,2,0.0396
2013,NUTS,2010,ITC4,2,0.044
2014,NUTS,2010,ITC4,2,0.0424
2015,NUTS,2010,ITC4,2,0.0447
2016,NUTS,2010,ITC4,2,0.0478
2017,NUTS,2010,ITC4,2,0.0348
2018,NUTS,2010,ITC4,2,0.0358
2019,NUTS,2010,ITC4,2,0.0374
2011,NUTS,2010,ITF,1,0.0082
2012,NUTS,2010,ITF,1,0.0067
2013,NUTS,2010,ITF,1,0.0077
2014,NUTS,2010,ITF,1,0.0094
2017,NUTS,2010,ITF,1,0.0075
2018,NUTS,2010,ITF,1,0.008
2019,NUTS,2010,ITF,1,0.0083
2011,NUTS,2010,ITF1,2,0.0018
2012,NUTS,2010,ITF1,2,0.0016
2013,NUTS,2010,ITF1,2,0.0044
2014,NUTS,2010,ITF1,2,0.0017
2015,NUTS,2010,ITF1,2,0.0013
2016,NUTS,2010,ITF1,2,0.0036
2017,NUTS,2010,ITF1,2,0.0045
2018,NUTS,2010,ITF1,2,0.003
2019,NUTS,2010,ITF1,2,0.0061
2017,NUTS,2010,ITF2,2,0.0024
2018,NUTS,2010,ITF2,2,0.0057
2019,NUTS,2010,ITF2,2,0.004
2011,NUTS,2010,ITF3,2,0.0096
2012,NUTS,2010,ITF3,2,0.009
2013,NUTS,2010,ITF3,2,0.0104
2014,NUTS,2010,ITF3,2,0.0139
2015,NUTS,2010,ITF3,2,0.0166
2016,NUTS,2010,ITF3,2,0.0125
2017,NUTS,2010,ITF3,2,0.0092
2018,NUTS,2010,ITF3,2,0.0089
2019,NUTS,2010,ITF3,2,0.0086
2011,NUTS,2010,ITF4,2,0.012
2012,NUTS,2010,ITF4,2,0.0093
2013,NUTS,2010,ITF4,2,0.0094
2014,NUTS,2010,ITF4,2,0.0122
2015,NUTS,2010,ITF4,2,0.0122
2016,NUTS,2010,ITF4,2,0.0137
2017,NUTS,2010,ITF4,2,0.0102
2018,NUTS,2010,ITF4,2,0.0127
2019,NUTS,2010,ITF4,2,0.0131
2012,NUTS,2010,ITF5,2,0.0028
2013,NUTS,2010,ITF5,2,0.0038
2015,NUTS,2010,ITF5,2,0.0037
2017,NUTS,2010,ITF5,2,0.0023
2018,NUTS,2010,ITF5,2,0.0028
2019,NUTS,2010,ITF5,2,0.0033
2011,NUTS,2010,ITF6,2,0.0051
2015,NUTS,2010,ITF6,2,0.0028
2016,NUTS,2010,ITF6,2,0.0069
2017,NUTS,2010,ITF6,2,0.0013
2018,NUTS,2010,ITF6,2,0.0014
2019,NUTS,2010,ITF6,2,0.0014
2011,NUTS,2010,ITG,1,0.0088
2012,NUTS,2010,ITG,1,0.0113
2013,NUTS,2010,ITG,1,0.01
2014,NUTS,2010,ITG,1,0.0098
2015,NUTS,2010,ITG,1,0.0097
2016,NUTS,2010,ITG,1,0.0086
2017,NUTS,2010,ITG,1,0.0084
2018,NUTS,2010,ITG,1,0.0069
2019,NUTS,2010,ITG,1,0.0083
2011,NUTS,2010,ITG1,2,0.0117
2012,NUTS,2010,ITG1,2,0.0152
2013,NUTS,2010,ITG1,2,0.0131
2014,NUTS,2010,ITG1,2,0.013
2015,NUTS,2010,ITG1,2,0.0119
2016,NUTS,2010,ITG1,2,0.0106
2017,NUTS,2010,ITG1,2,0.0105
2018,NUTS,2010,ITG1,2,0.0084
2019,NUTS,2010,ITG1,2,0.01
2011,NUTS,2010,ITG2,2,0.0018
2012,NUTS,2010,ITG2,2,0.0016
2013,NUTS,2010,ITG2,2,0.002
2014,NUTS,2010,ITG2,2,0.0018
2015,NUTS,2010,ITG2,2,0.0042
2016,NUTS,2010,ITG2,2,0.0035
2017,NUTS,2010,ITG2,2,0.003
2018,NUTS,2010,ITG2,2,0.0031
2019,NUTS,2010,ITG2,2,0.004
2011,NUTS,2010,ITH,1,0.0109
2012,NUTS,2010,ITH,1,0.0115
2013,NUTS,2010,ITH,1,0.0124
2014,NUTS,2010,ITH,1,0.0196
2015,NUTS,2010,ITH,1,0.0205
2016,NUTS,2010,ITH,1,0.0192
2017,NUTS,2010,ITH,1,0.0184
2018,NUTS,2010,ITH,1,0.0178
2019,NUTS,2010,ITH,1,0.0231
2011,NUTS,2010,ITH1,2,0.002
2012,NUTS,2010,ITH1,2,0.0028
2013,NUTS,2010,ITH1,2,0.0028
2014,NUTS,2010,ITH1,2,0.1452
2015,NUTS,2010,ITH1,2,0.1471
2016,NUTS,2010,ITH1,2,0.1197
2017,NUTS,2010,ITH1,2,0.157
2018,NUTS,2010,ITH1,2,0.1293
2019,NUTS,2010,ITH1,2,0.138
2011,NUTS,2010,ITH2,2,0.0575
2012,NUTS,2010,ITH2,2,0.0636
2013,NUTS,2010,ITH2,2,0.0636
2014,NUTS,2010,ITH2,2,0.0481
2015,NUTS,2010,ITH2,2,0.0505
2016,NUTS,2010,ITH2,2,0.0427
2017,NUTS,2010,ITH2,2,0.0207
2018,NUTS,2010,ITH2,2,0.0179
2019,NUTS,2010,ITH2,2,0.0143
2011,NUTS,2010,ITH3,2,0.0109
2012,NUTS,2010,ITH3,2,0.0086
2013,NUTS,2010,ITH3,2,0.0099
2014,NUTS,2010,ITH3,2,0.0109
2015,NUTS,2010,ITH3,2,0.0125
2016,NUTS,2010,ITH3,2,0.012
2017,NUTS,2010,ITH3,2,0.0103
2018,NUTS,2010,ITH3,2,0.0115
2019,NUTS,2010,ITH3,2,0.026
2011,NUTS,2010,ITH4,2,0.0235
2012,NUTS,2010,ITH4,2,0.0268
2013,NUTS,2010,ITH4,2,0.0259
2014,NUTS,2010,ITH4,2,0.029
2015,NUTS,2010,ITH4,2,0.0277
2016,NUTS,2010,ITH4,2,0.0235
2017,NUTS,2010,ITH4,2,0.0207
2018,NUTS,2010,ITH4,2,0.0221
2019,NUTS,2010,ITH4,2,0.0209
2011,NUTS,2010,ITH5,2,0.0031
2012,NUTS,2010,ITH5,2,0.0056
2013,NUTS,2010,ITH5,2,0.0068
2014,NUTS,2010,ITH5,2,0.0076
2015,NUTS,2010,ITH5,2,0.0081
2016,NUTS,2010,ITH5,2,0.0106
2017,NUTS,2010,ITH5,2,0.0091
2018,NUTS,2010,ITH5,2,0.0095
2019,NUTS,2010,ITH5,2,0.0072
2011,NUTS,2010,ITI,1,0.0279
2012,NUTS,2010,ITI,1,0.0276
2013,NUTS,2010,ITI,1,0.0279
2014,NUTS,2010,ITI,1,0.03
2017,NUTS,2010,ITI,1,0.0355
2018,NUTS,2010,ITI,1,0.0349
2019,NUTS,2010,ITI,1,0.0494
2011,NUTS,2010,ITI1,2,0.0124
2012,NUTS,2010,ITI1,2,0.0162
2013,NUTS,2010,ITI1,2,0.0155
2014,NUTS,2010,ITI1,2,0.0204
2015,NUTS,2010,ITI1,2,0.0247
2016,NUTS,2010,ITI1,2,0.024
2017,NUTS,2010,ITI1,2,0.0198
2018,NUTS,2010,ITI1,2,0.0189
2019,NUTS,2010,ITI1,2,0.0198
2011,NUTS,2010,ITI2,2,0.0018
2012,NUTS,2010,ITI2,2,0.0005
2013,NUTS,2010,ITI2,2,0.0018
2014,NUTS,2010,ITI2,2,0.0015
2017,NUTS,2010,ITI2,2,0.0018
2018,NUTS,2010,ITI2,2,0.0026
2019,NUTS,2010,ITI2,2,0.002
2011,NUTS,2010,ITI3,2,0.0009
2012,NUTS,2010,ITI3,2,0.0009
2013,NUTS,2010,ITI3,2,0.0007
2014,NUTS,2010,ITI3,2,0.001
2015,NUTS,2010,ITI3,2,0.0004
2016,NUTS,2010,ITI3,2,0.0016
2017,NUTS,2010,ITI3,2,0.0054
2018,NUTS,2010,ITI3,2,0.005
2019,NUTS,2010,ITI3,2,0.0049
2011,NUTS,2010,ITI4,2,0.0503
2012,NUTS,2010,ITI4,2,0.0471
2013,NUTS,2010,ITI4,2,0.0476
2014,NUTS,2010,ITI4,2,0.0482
2015,NUTS,2010,ITI4,2,0.0513
2016,NUTS,2010,ITI4,2,0.0458
2017,NUTS,2010,ITI4,2,0.0586
2018,NUTS,2010,ITI4,2,0.0575
2019,NUTS,2010,ITI4,2,0.0875
2011,NUTS,2010,KR,0,0.0203
2011,NUTS,2010,ME,0,0.0037
2013,NUTS,2010,ME,0,0.0092
2014,NUTS,2010,ME,0,0.0096
2015,NUTS,2010,ME,0,0.028
2016,NUTS,2010,ME,0,0.0213
2017,NUTS,2010,ME,0,0.0119
2018,NUTS,2010,ME,0,0.0121
2019,NUTS,2010,ME,0,0.0129
2015,NUTS,2010,MK,0,0.0016
2016,NUTS,2010,MK,0,0.0067
2017,NUTS,2010,MK,0,0.007
2018,NUTS,2010,MK,0,0.0053
2019,NUTS,2010,MK,0,0.004
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,0.0006
2012,NUTS,2010,PL,0,0.0012
2013,NUTS,2010,PL,0,0.001
2014,NUTS,2010,PL,0,0.001
2015,NUTS,2010,PL,0,0.001
2016,NUTS,2010,PL,0,0.0043
2017,NUTS,2010,PL,0,0.0104
2018,NUTS,2010,PL,0,0.0111
2019,NUTS,2010,PL,0,0.0115
2011,NUTS,2010,PL1,1,0.0021
2012,NUTS,2010,PL1,1,0.0033
2013,NUTS,2010,PL1,1,0.0022
2014,NUTS,2010,PL1,1,0.0016
2015,NUTS,2010,PL1,1,0.0019
2011,NUTS,2010,PL2,1,0.0005
2013,NUTS,2010,PL2,1,0.0017
2014,NUTS,2010,PL2,1,0.0013
2015,NUTS,2010,PL2,1,0.0006
2016,NUTS,2010,PL2,1,0.005
2017,NUTS,2010,PL2,1,0.0081
2018,NUTS,2010,PL2,1,0.0091
2019,NUTS,2010,PL2,1,0.0091
2015,NUTS,2010,PL21,2,0.0014
2017,NUTS,2010,PL21,2,0.0114
2018,NUTS,2010,PL21,2,0.0105
2019,NUTS,2010,PL21,2,0.0155
2012,NUTS,2010,PL22,2,0.0001
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,0.0056
2018,NUTS,2010,PL22,2,0.008
2019,NUTS,2010,PL22,2,0.0042
2011,NUTS,2010,PL31,2,0.0
2013,NUTS,2010,PL31,2,0.0
2014,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL34,2,0.0
2013,NUTS,2010,PL4,1,0.0002
2014,NUTS,2010,PL4,1,0.0018
2015,NUTS,2010,PL4,1,0.0019
2016,NUTS,2010,PL4,1,0.002
2017,NUTS,2010,PL4,1,0.0051
2018,NUTS,2010,PL4,1,0.0021
2019,NUTS,2010,PL4,1,0.002
2011,NUTS,2010,PL41,2,0.0
2017,NUTS,2010,PL41,2,0.0067
2018,NUTS,2010,PL41,2,0.0027
2019,NUTS,2010,PL41,2,0.0031
2015,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,0.0008
2012,NUTS,2010,PL5,1,0.0005
2013,NUTS,2010,PL5,1,0.0006
2014,NUTS,2010,PL5,1,0.0004
2016,NUTS,2010,PL5,1,0.0022
2017,NUTS,2010,PL5,1,0.0025
2018,NUTS,2010,PL5,1,0.0064
2019,NUTS,2010,PL5,1,0.0107
2011,NUTS,2010,PL51,2,0.0011
2012,NUTS,2010,PL51,2,0.0007
2011,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2016,NUTS,2010,PL6,1,0.0011
2017,NUTS,2010,PL6,1,0.0102
2018,NUTS,2010,PL6,1,0.0061
2019,NUTS,2010,PL6,1,0.0074
2011,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL62,2,0.0
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,0.0
2014,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2017,NUTS,2010,PL63,2,0.0068
2019,NUTS,2010,PL63,2,0.0069
2016,NUTS,2010,PL7,1,0.0016
2017,NUTS,2010,PL7,1,0.0034
2018,NUTS,2010,PL7,1,0.0195
2019,NUTS,2010,PL7,1,0.0235
2016,NUTS,2010,PL71,2,0.0023
2016,NUTS,2010,PL8,1,0.002
2017,NUTS,2010,PL8,1,0.003
2018,NUTS,2010,PL8,1,0.0071
2019,NUTS,2010,PL8,1,0.0042
2016,NUTS,2010,PL81,2,0.0004
2018,NUTS,2010,PL81,2,0.0111
2019,NUTS,2010,PL81,2,0.0031
2016,NUTS,2010,PL82,2,0.0025
2019,NUTS,2010,PL82,2,0.0044
2016,NUTS,2010,PL84,2,0.0039
2019,NUTS,2010,PL84,2,0.0058
2016,NUTS,2010,PL9,1,0.0133
2017,NUTS,2010,PL9,1,0.0334
2018,NUTS,2010,PL9,1,0.0273
2019,NUTS,2010,PL9,1,0.0257
2019,NUTS,2010,PL91,2,0.0434
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,0.1617
2012,NUTS,2010,PT,0,0.1515
2013,NUTS,2010,PT,0,0.0152
2014,NUTS,2010,PT,0,0.0134
2015,NUTS,2010,PT,0,0.0115
2016,NUTS,2010,PT,0,0.012
2017,NUTS,2010,PT,0,0.0125
2018,NUTS,2010,PT,0,0.0138
2019,NUTS,2010,PT,0,0.0144
2020,NUTS,2010,PT,0,0.0222
2011,NUTS,2010,PT1,1,0.1533
2012,NUTS,2010,PT1,1,0.1439
2013,NUTS,2010,PT1,1,0.0146
2014,NUTS,2010,PT1,1,0.013
2015,NUTS,2010,PT1,1,0.0112
2016,NUTS,2010,PT1,1,0.0117
2017,NUTS,2010,PT1,1,0.0122
2018,NUTS,2010,PT1,1,0.0134
2019,NUTS,2010,PT1,1,0.0142
2020,NUTS,2010,PT1,1,0.0217
2011,NUTS,2010,PT11,2,0.1363
2012,NUTS,2010,PT11,2,0.1358
2013,NUTS,2010,PT11,2,0.0037
2014,NUTS,2010,PT11,2,0.0041
2015,NUTS,2010,PT11,2,0.0041
2016,NUTS,2010,PT11,2,0.0039
2017,NUTS,2010,PT11,2,0.0043
2018,NUTS,2010,PT11,2,0.0047
2019,NUTS,2010,PT11,2,0.0061
2020,NUTS,2010,PT11,2,0.0148
2011,NUTS,2010,PT15,2,0.0043
2012,NUTS,2010,PT15,2,0.0035
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0004
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,0.0073
2011,NUTS,2010,PT16,2,0.1048
2012,NUTS,2010,PT16,2,0.1017
2013,NUTS,2010,PT16,2,0.0019
2014,NUTS,2010,PT16,2,0.0016
2015,NUTS,2010,PT16,2,0.0017
2016,NUTS,2010,PT16,2,0.0017
2017,NUTS,2010,PT16,2,0.0025
2018,NUTS,2010,PT16,2,0.0033
2019,NUTS,2010,PT16,2,0.0045
2020,NUTS,2010,PT16,2,0.0135
2011,NUTS,2010,PT17,2,0.2822
2012,NUTS,2010,PT17,2,0.2512
2013,NUTS,2010,PT17,2,0.0463
2014,NUTS,2010,PT17,2,0.04
2015,NUTS,2010,PT17,2,0.0332
2016,NUTS,2010,PT17,2,0.0347
2017,NUTS,2010,PT17,2,0.0353
2018,NUTS,2010,PT17,2,0.0383
2019,NUTS,2010,PT17,2,0.038
2020,NUTS,2010,PT17,2,0.0429
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0005
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0003
2017,NUTS,2010,PT18,2,0.0003
2018,NUTS,2010,PT18,2,0.0006
2019,NUTS,2010,PT18,2,0.0006
2020,NUTS,2010,PT18,2,0.0082
2011,NUTS,2010,PT2,1,0.065
2012,NUTS,2010,PT2,1,0.0583
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0008
2018,NUTS,2010,PT2,1,0.0016
2019,NUTS,2010,PT2,1,0.0016
2020,NUTS,2010,PT2,1,0.0091
2011,NUTS,2010,PT20,2,0.065
2012,NUTS,2010,PT20,2,0.0583
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0008
2018,NUTS,2010,PT20,2,0.0016
2019,NUTS,2010,PT20,2,0.0016
2020,NUTS,2010,PT20,2,0.0091
2011,NUTS,2010,PT3,1,0.0601
2012,NUTS,2010,PT3,1,0.029
2013,NUTS,2010,PT3,1,0.0045
2014,NUTS,2010,PT3,1,0.0068
2015,NUTS,2010,PT3,1,0.0061
2016,NUTS,2010,PT3,1,0.0061
2017,NUTS,2010,PT3,1,0.0068
2018,NUTS,2010,PT3,1,0.0066
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,0.0007
2011,NUTS,2010,PT30,2,0.0601
2012,NUTS,2010,PT30,2,0.029
2013,NUTS,2010,PT30,2,0.0045
2014,NUTS,2010,PT30,2,0.0068
2015,NUTS,2010,PT30,2,0.0061
2016,NUTS,2010,PT30,2,0.0061
2017,NUTS,2010,PT30,2,0.0068
2018,NUTS,2010,PT30,2,0.0066
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,0.0007
2011,NUTS,2010,RO,0,0.0021
2012,NUTS,2010,RO,0,0.002
2013,NUTS,2010,RO,0,0.0015
2014,NUTS,2010,RO,0,0.0018
2015,NUTS,2010,RO,0,0.003
2016,NUTS,2010,RO,0,0.0034
2017,NUTS,2010,RO,0,0.0017
2018,NUTS,2010,RO,0,0.0022
2019,NUTS,2010,RO,0,0.0028
2011,NUTS,2010,RO1,1,0.0007
2012,NUTS,2010,RO1,1,0.0007
2013,NUTS,2010,RO1,1,0.0007
2014,NUTS,2010,RO1,1,0.0009
2015,NUTS,2010,RO1,1,0.0011
2016,NUTS,2010,RO1,1,0.0006
2017,NUTS,2010,RO1,1,0.0011
2018,NUTS,2010,RO1,1,0.0016
2019,NUTS,2010,RO1,1,0.0011
2011,NUTS,2010,RO11,2,0.0014
2012,NUTS,2010,RO11,2,0.0013
2013,NUTS,2010,RO11,2,0.0013
2014,NUTS,2010,RO11,2,0.0015
2015,NUTS,2010,RO11,2,0.0011
2016,NUTS,2010,RO11,2,0.0011
2017,NUTS,2010,RO11,2,0.002
2018,NUTS,2010,RO11,2,0.0028
2019,NUTS,2010,RO11,2,0.0019
2014,NUTS,2010,RO12,2,0.0002
2015,NUTS,2010,RO12,2,0.001
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,0.0043
2012,NUTS,2010,RO2,1,0.0002
2014,NUTS,2010,RO2,1,0.0001
2015,NUTS,2010,RO2,1,0.0002
2016,NUTS,2010,RO2,1,0.0002
2017,NUTS,2010,RO2,1,0.0005
2018,NUTS,2010,RO2,1,0.002
2019,NUTS,2010,RO2,1,0.0045
2011,NUTS,2010,RO21,2,0.0072
2012,NUTS,2010,RO21,2,0.0003
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,0.0001
2018,NUTS,2010,RO21,2,0.003
2019,NUTS,2010,RO21,2,0.007
2011,NUTS,2010,RO22,2,0.0001
2012,NUTS,2010,RO22,2,0.0001
2014,NUTS,2010,RO22,2,0.0003
2015,NUTS,2010,RO22,2,0.0005
2016,NUTS,2010,RO22,2,0.0005
2017,NUTS,2010,RO22,2,0.0012
2018,NUTS,2010,RO22,2,0.0004
2019,NUTS,2010,RO22,2,0.0005
2011,NUTS,2010,RO3,1,0.0011
2012,NUTS,2010,RO3,1,0.0051
2013,NUTS,2010,RO3,1,0.0034
2014,NUTS,2010,RO3,1,0.004
2015,NUTS,2010,RO3,1,0.008
2016,NUTS,2010,RO3,1,0.01
2017,NUTS,2010,RO3,1,0.0038
2018,NUTS,2010,RO3,1,0.0035
2019,NUTS,2010,RO3,1,0.0032
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,0.0001
2019,NUTS,2010,RO31,2,0.0001
2011,NUTS,2010,RO32,2,0.0024
2012,NUTS,2010,RO32,2,0.0114
2013,NUTS,2010,RO32,2,0.0078
2014,NUTS,2010,RO32,2,0.009
2015,NUTS,2010,RO32,2,0.018
2016,NUTS,2010,RO32,2,0.0218
2017,NUTS,2010,RO32,2,0.0083
2018,NUTS,2010,RO32,2,0.0073
2019,NUTS,2010,RO32,2,0.0067
2011,NUTS,2010,RO4,1,0.0003
2012,NUTS,2010,RO4,1,0.0002
2013,NUTS,2010,RO4,1,0.0008
2014,NUTS,2010,RO4,1,0.0011
2015,NUTS,2010,RO4,1,0.0004
2016,NUTS,2010,RO4,1,0.0002
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,0.0004
2013,NUTS,2010,RO41,2,0.0012
2014,NUTS,2010,RO41,2,0.0012
2015,NUTS,2010,RO41,2,0.0001
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,0.0002
2012,NUTS,2010,RO42,2,0.0004
2013,NUTS,2010,RO42,2,0.0004
2014,NUTS,2010,RO42,2,0.0009
2015,NUTS,2010,RO42,2,0.0008
2016,NUTS,2010,RO42,2,0.0004
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,0.0003
2012,NUTS,2010,RS,0,0.0001
2013,NUTS,2010,RS,0,0.0002
2014,NUTS,2010,RS,0,0.0002
2015,NUTS,2010,RS,0,0.0002
2016,NUTS,2010,RS,0,0.0003
2017,NUTS,2010,RS,0,0.0001
2018,NUTS,2010,RS,0,0.0001
2019,NUTS,2010,RS,0,0.0001
2020,NUTS,2010,RS,0,0.0001
2018,NUTS,2010,RS1,1,0.0001
2019,NUTS,2010,RS1,1,0.0002
2020,NUTS,2010,RS1,1,0.0002
2018,NUTS,2010,RS11,2,0.0002
2019,NUTS,2010,RS11,2,0.0004
2020,NUTS,2010,RS11,2,0.0004
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,RU,0,0.001
2012,NUTS,2010,RU,0,0.001
2011,NUTS,2010,SE,0,0.0057
2013,NUTS,2010,SE,0,0.0089
2015,NUTS,2010,SE,0,0.005
2011,NUTS,2010,SI,0,0.0016
2012,NUTS,2010,SI,0,0.0018
2013,NUTS,2010,SI,0,0.0017
2014,NUTS,2010,SI,0,0.0013
2015,NUTS,2010,SI,0,0.0011
2016,NUTS,2010,SI,0,0.0012
2017,NUTS,2010,SI,0,0.0065
2018,NUTS,2010,SI,0,0.0084
2019,NUTS,2010,SI,0,0.0166
2011,NUTS,2010,SI0,1,0.0016
2012,NUTS,2010,SI0,1,0.0018
2013,NUTS,2010,SI0,1,0.0017
2014,NUTS,2010,SI0,1,0.0013
2015,NUTS,2010,SI0,1,0.0011
2016,NUTS,2010,SI0,1,0.0012
2017,NUTS,2010,SI0,1,0.0063
2018,NUTS,2010,SI0,1,0.0082
2019,NUTS,2010,SI0,1,0.0162
2013,NUTS,2010,SI03,2,0.0011
2014,NUTS,2010,SI03,2,0.0009
2015,NUTS,2010,SI03,2,0.0007
2016,NUTS,2010,SI03,2,0.0008
2018,NUTS,2010,SI03,2,0.0009
2013,NUTS,2010,SI04,2,0.0021
2014,NUTS,2010,SI04,2,0.0017
2015,NUTS,2010,SI04,2,0.0017
2016,NUTS,2010,SI04,2,0.0019
2018,NUTS,2010,SI04,2,0.016
2011,NUTS,2010,SK,0,0.0044
2012,NUTS,2010,SK,0,0.0034
2013,NUTS,2010,SK,0,0.0021
2014,NUTS,2010,SK,0,0.002
2015,NUTS,2010,SK,0,0.0026
2016,NUTS,2010,SK,0,0.0065
2017,NUTS,2010,SK,0,0.0062
2018,NUTS,2010,SK,0,0.0054
2019,NUTS,2010,SK,0,0.0011
2020,NUTS,2010,SK,0,0.001
2011,NUTS,2010,SK01,2,0.0159
2012,NUTS,2010,SK01,2,0.0041
2013,NUTS,2010,SK01,2,0.0045
2014,NUTS,2010,SK01,2,0.0039
2015,NUTS,2010,SK01,2,0.0107
2016,NUTS,2010,SK01,2,0.0159
2017,NUTS,2010,SK01,2,0.0242
2018,NUTS,2010,SK01,2,0.0175
2019,NUTS,2010,SK01,2,0.0044
2020,NUTS,2010,SK01,2,0.0039
2011,NUTS,2010,SK02,2,0.0012
2012,NUTS,2010,SK02,2,0.0016
2013,NUTS,2010,SK02,2,0.0022
2014,NUTS,2010,SK02,2,0.0039
2015,NUTS,2010,SK02,2,0.0022
2016,NUTS,2010,SK02,2,0.0067
2017,NUTS,2010,SK02,2,0.0043
2018,NUTS,2010,SK02,2,0.0045
2019,NUTS,2010,SK02,2,0.0004
