year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_t_pc_emp_fte
2017,NUTS,2010,UKE4,2,0.5142
2018,NUTS,2010,UKE4,2,0.5353
2011,NUTS,2010,UKF,1,0.5698
2012,NUTS,2010,UKF,1,0.6051
2013,NUTS,2010,UKF,1,0.7056
2014,NUTS,2010,UKF,1,0.741
2015,NUTS,2010,UKF,1,0.7225
2016,NUTS,2010,UKF,1,0.7605
2017,NUTS,2010,UKF,1,0.7981
2018,NUTS,2010,UKF,1,0.8602
2011,NUTS,2010,UKF1,2,0.8678
2012,NUTS,2010,UKF1,2,0.9132
2013,NUTS,2010,UKF1,2,1.1014
2014,NUTS,2010,UKF1,2,1.1614
2015,NUTS,2010,UKF1,2,1.0904
2016,NUTS,2010,UKF1,2,1.1466
2017,NUTS,2010,UKF1,2,1.1998
2018,NUTS,2010,UKF1,2,1.3332
2011,NUTS,2010,UKF2,2,0.3974
2012,NUTS,2010,UKF2,2,0.3997
2013,NUTS,2010,UKF2,2,0.449
2014,NUTS,2010,UKF2,2,0.4869
2015,NUTS,2010,UKF2,2,0.4763
2016,NUTS,2010,UKF2,2,0.4974
2017,NUTS,2010,UKF2,2,0.5363
2018,NUTS,2010,UKF2,2,0.5397
2011,NUTS,2010,UKF3,2,0.1672
2012,NUTS,2010,UKF3,2,0.1928
2013,NUTS,2010,UKF3,2,0.1935
2014,NUTS,2010,UKF3,2,0.2069
2015,NUTS,2010,UKF3,2,0.2225
2016,NUTS,2010,UKF3,2,0.2377
2017,NUTS,2010,UKF3,2,0.2529
2018,NUTS,2010,UKF3,2,0.2515
2011,NUTS,2010,UKG,1,0.4865
2012,NUTS,2010,UKG,1,0.5412
2013,NUTS,2010,UKG,1,0.6186
2014,NUTS,2010,UKG,1,0.7096
2015,NUTS,2010,UKG,1,0.7274
2016,NUTS,2010,UKG,1,0.7049
2017,NUTS,2010,UKG,1,0.8329
2018,NUTS,2010,UKG,1,0.9831
2011,NUTS,2010,UKG1,2,0.9723
2012,NUTS,2010,UKG1,2,1.1101
2013,NUTS,2010,UKG1,2,1.1772
2014,NUTS,2010,UKG1,2,1.3847
2015,NUTS,2010,UKG1,2,1.4103
2016,NUTS,2010,UKG1,2,1.333
2017,NUTS,2010,UKG1,2,1.84
2018,NUTS,2010,UKG1,2,2.2237
2011,NUTS,2010,UKG2,2,0.2781
2012,NUTS,2010,UKG2,2,0.2596
2013,NUTS,2010,UKG2,2,0.2969
2014,NUTS,2010,UKG2,2,0.3256
2015,NUTS,2010,UKG2,2,0.3384
2016,NUTS,2010,UKG2,2,0.3267
2017,NUTS,2010,UKG2,2,0.3729
2018,NUTS,2010,UKG2,2,0.4708
2011,NUTS,2010,UKG3,2,0.3585
2012,NUTS,2010,UKG3,2,0.4014
2013,NUTS,2010,UKG3,2,0.5167
2014,NUTS,2010,UKG3,2,0.5811
2015,NUTS,2010,UKG3,2,0.6024
2016,NUTS,2010,UKG3,2,0.6138
2017,NUTS,2010,UKG3,2,0.6019
2018,NUTS,2010,UKG3,2,0.6501
2011,NUTS,2010,UKH,1,1.113
2012,NUTS,2010,UKH,1,1.0199
2013,NUTS,2010,UKH,1,1.1319
2014,NUTS,2010,UKH,1,1.1447
2015,NUTS,2010,UKH,1,1.1766
2016,NUTS,2010,UKH,1,1.2257
2017,NUTS,2010,UKH,1,1.2371
2018,NUTS,2010,UKH,1,1.3112
2011,NUTS,2010,UKH1,2,1.3154
2012,NUTS,2010,UKH1,2,1.2592
2013,NUTS,2010,UKH1,2,1.3447
2014,NUTS,2010,UKH1,2,1.4021
2015,NUTS,2010,UKH1,2,1.4939
2016,NUTS,2010,UKH1,2,1.5305
2017,NUTS,2010,UKH1,2,1.6609
2018,NUTS,2010,UKH1,2,1.8576
2011,NUTS,2010,UKH2,2,1.0744
2012,NUTS,2010,UKH2,2,1.0272
2013,NUTS,2010,UKH2,2,1.3
2014,NUTS,2010,UKH2,2,1.1873
2015,NUTS,2010,UKH2,2,1.2418
2016,NUTS,2010,UKH2,2,1.3151
2017,NUTS,2010,UKH2,2,1.2724
2018,NUTS,2010,UKH2,2,1.3028
2011,NUTS,2010,UKH3,2,0.8702
2012,NUTS,2010,UKH3,2,0.6755
2013,NUTS,2010,UKH3,2,0.6613
2014,NUTS,2010,UKH3,2,0.7141
2015,NUTS,2010,UKH3,2,0.6655
2016,NUTS,2010,UKH3,2,0.7001
2017,NUTS,2010,UKH3,2,0.6247
2018,NUTS,2010,UKH3,2,0.5884
2011,NUTS,2010,UKI,1,0.2917
2012,NUTS,2010,UKI,1,0.3153
2013,NUTS,2010,UKI,1,0.3473
2014,NUTS,2010,UKI,1,0.4216
2015,NUTS,2010,UKI,1,0.4685
2016,NUTS,2010,UKI,1,0.4499
2017,NUTS,2010,UKI,1,0.581
2018,NUTS,2010,UKI,1,0.597
2011,NUTS,2010,UKI3,2,0.9607
2012,NUTS,2010,UKI3,2,0.8815
2013,NUTS,2010,UKI3,2,1.1482
2014,NUTS,2010,UKI3,2,1.3153
2015,NUTS,2010,UKI3,2,1.4838
2016,NUTS,2010,UKI3,2,1.5217
2017,NUTS,2010,UKI3,2,2.1183
2018,NUTS,2010,UKI3,2,2.3056
2011,NUTS,2010,UKI4,2,0.183
2012,NUTS,2010,UKI4,2,0.1531
2013,NUTS,2010,UKI4,2,0.2452
2014,NUTS,2010,UKI4,2,0.3324
2015,NUTS,2010,UKI4,2,0.3145
2016,NUTS,2010,UKI4,2,0.2891
2017,NUTS,2010,UKI4,2,0.3517
2018,NUTS,2010,UKI4,2,0.4098
2011,NUTS,2010,UKI5,2,0.0681
2012,NUTS,2010,UKI5,2,0.0694
2013,NUTS,2010,UKI5,2,0.0758
2014,NUTS,2010,UKI5,2,0.0776
2015,NUTS,2010,UKI5,2,0.0918
2016,NUTS,2010,UKI5,2,0.0811
2017,NUTS,2010,UKI5,2,0.0797
2018,NUTS,2010,UKI5,2,0.1046
2011,NUTS,2010,UKI6,2,0.2083
2012,NUTS,2010,UKI6,2,0.1595
2013,NUTS,2010,UKI6,2,0.1174
2014,NUTS,2010,UKI6,2,0.1784
2015,NUTS,2010,UKI6,2,0.137
2016,NUTS,2010,UKI6,2,0.1465
2017,NUTS,2010,UKI6,2,0.1848
2018,NUTS,2010,UKI6,2,0.1605
2011,NUTS,2010,UKI7,2,0.2746
2012,NUTS,2010,UKI7,2,0.4641
2013,NUTS,2010,UKI7,2,0.3834
2014,NUTS,2010,UKI7,2,0.4379
2015,NUTS,2010,UKI7,2,0.5924
2016,NUTS,2010,UKI7,2,0.5124
2017,NUTS,2010,UKI7,2,0.7007
2018,NUTS,2010,UKI7,2,0.5565
2011,NUTS,2010,UKJ,1,0.8764
2012,NUTS,2010,UKJ,1,0.8686
2013,NUTS,2010,UKJ,1,0.9045
2014,NUTS,2010,UKJ,1,0.9297
2015,NUTS,2010,UKJ,1,0.9852
2016,NUTS,2010,UKJ,1,0.9346
2017,NUTS,2010,UKJ,1,0.9748
2018,NUTS,2010,UKJ,1,1.026
2011,NUTS,2010,UKJ1,2,1.3436
2012,NUTS,2010,UKJ1,2,1.4443
2013,NUTS,2010,UKJ1,2,1.5779
2014,NUTS,2010,UKJ1,2,1.6719
2015,NUTS,2010,UKJ1,2,1.7211
2016,NUTS,2010,UKJ1,2,1.7271
2017,NUTS,2010,UKJ1,2,1.7915
2018,NUTS,2010,UKJ1,2,1.9179
2011,NUTS,2010,UKJ2,2,0.5999
2012,NUTS,2010,UKJ2,2,0.6182
2013,NUTS,2010,UKJ2,2,0.6295
2014,NUTS,2010,UKJ2,2,0.6463
2015,NUTS,2010,UKJ2,2,0.7053
2016,NUTS,2010,UKJ2,2,0.642
2017,NUTS,2010,UKJ2,2,0.7016
2018,NUTS,2010,UKJ2,2,0.7303
2011,NUTS,2010,UKJ3,2,0.9715
2012,NUTS,2010,UKJ3,2,0.8849
2013,NUTS,2010,UKJ3,2,0.9266
2014,NUTS,2010,UKJ3,2,0.8857
2015,NUTS,2010,UKJ3,2,0.9792
2016,NUTS,2010,UKJ3,2,0.8554
2017,NUTS,2010,UKJ3,2,0.8362
2018,NUTS,2010,UKJ3,2,0.8605
2011,NUTS,2010,UKJ4,2,0.5423
2012,NUTS,2010,UKJ4,2,0.412
2013,NUTS,2010,UKJ4,2,0.3541
2014,NUTS,2010,UKJ4,2,0.3628
2015,NUTS,2010,UKJ4,2,0.3888
2016,NUTS,2010,UKJ4,2,0.3612
2017,NUTS,2010,UKJ4,2,0.4104
2018,NUTS,2010,UKJ4,2,0.4096
2011,NUTS,2010,UKK,1,0.583
2012,NUTS,2010,UKK,1,0.5919
2013,NUTS,2010,UKK,1,0.6129
2014,NUTS,2010,UKK,1,0.6261
2015,NUTS,2010,UKK,1,0.6389
2016,NUTS,2010,UKK,1,0.6808
2017,NUTS,2010,UKK,1,0.6854
2018,NUTS,2010,UKK,1,0.7239
2011,NUTS,2010,UKK1,2,0.9793
2012,NUTS,2010,UKK1,2,1.0022
2013,NUTS,2010,UKK1,2,1.0355
2014,NUTS,2010,UKK1,2,0.9963
2015,NUTS,2010,UKK1,2,0.9899
2016,NUTS,2010,UKK1,2,1.0539
2017,NUTS,2010,UKK1,2,1.0382
2018,NUTS,2010,UKK1,2,1.1002
2011,NUTS,2010,UKK2,2,0.3789
2012,NUTS,2010,UKK2,2,0.3797
2013,NUTS,2010,UKK2,2,0.3701
2014,NUTS,2010,UKK2,2,0.4087
2015,NUTS,2010,UKK2,2,0.4416
2016,NUTS,2010,UKK2,2,0.4728
2017,NUTS,2010,UKK2,2,0.4629
2018,NUTS,2010,UKK2,2,0.4727
2011,NUTS,2010,UKK3,2,0.1611
2012,NUTS,2010,UKK3,2,0.154
2013,NUTS,2010,UKK3,2,0.1412
2014,NUTS,2010,UKK3,2,0.154
2015,NUTS,2010,UKK3,2,0.1977
2016,NUTS,2010,UKK3,2,0.1887
2017,NUTS,2010,UKK3,2,0.2379
2018,NUTS,2010,UKK3,2,0.2065
2011,NUTS,2010,UKK4,2,0.1429
2012,NUTS,2010,UKK4,2,0.1335
2013,NUTS,2010,UKK4,2,0.1582
2014,NUTS,2010,UKK4,2,0.2771
2015,NUTS,2010,UKK4,2,0.2904
2016,NUTS,2010,UKK4,2,0.3095
2017,NUTS,2010,UKK4,2,0.3452
2018,NUTS,2010,UKK4,2,0.3725
2011,NUTS,2010,UKL,1,0.2532
2012,NUTS,2010,UKL,1,0.2418
2013,NUTS,2010,UKL,1,0.3093
2014,NUTS,2010,UKL,1,0.3568
2015,NUTS,2010,UKL,1,0.3344
2016,NUTS,2010,UKL,1,0.3376
2017,NUTS,2010,UKL,1,0.4117
2018,NUTS,2010,UKL,1,0.4216
2011,NUTS,2010,UKL1,2,0.134
2012,NUTS,2010,UKL1,2,0.0999
2013,NUTS,2010,UKL1,2,0.131
2014,NUTS,2010,UKL1,2,0.3172
2015,NUTS,2010,UKL1,2,0.2878
2016,NUTS,2010,UKL1,2,0.2737
2017,NUTS,2010,UKL1,2,0.3563
2018,NUTS,2010,UKL1,2,0.3669
2011,NUTS,2010,UKL2,2,0.4392
2012,NUTS,2010,UKL2,2,0.4701
2013,NUTS,2010,UKL2,2,0.5927
2014,NUTS,2010,UKL2,2,0.4196
2015,NUTS,2010,UKL2,2,0.411
2016,NUTS,2010,UKL2,2,0.445
2017,NUTS,2010,UKL2,2,0.4982
2018,NUTS,2010,UKL2,2,0.507
2011,NUTS,2010,UKM,1,0.3212
2012,NUTS,2010,UKM,1,0.3356
2013,NUTS,2010,UKM,1,0.3931
2014,NUTS,2010,UKM,1,0.3828
2015,NUTS,2010,UKM,1,0.4213
2016,NUTS,2010,UKM,1,0.4564
2017,NUTS,2010,UKM,1,0.4963
2018,NUTS,2010,UKM,1,0.5549
2011,NUTS,2010,UKM2,2,0.4148
2012,NUTS,2010,UKM2,2,0.4247
2013,NUTS,2010,UKM2,2,0.5022
2014,NUTS,2010,UKM2,2,0.4971
2015,NUTS,2010,UKM2,2,0.5897
2016,NUTS,2010,UKM2,2,0.5981
2017,NUTS,2010,UKM2,2,0.6768
2011,NUTS,2010,UKM3,2,0.2685
2012,NUTS,2010,UKM3,2,0.2771
2013,NUTS,2010,UKM3,2,0.3468
2014,NUTS,2010,UKM3,2,0.2881
2015,NUTS,2010,UKM3,2,0.3238
2016,NUTS,2010,UKM3,2,0.3366
2017,NUTS,2010,UKM3,2,0.3487
2011,NUTS,2010,UKM5,2,0.4012
2012,NUTS,2010,UKM5,2,0.4515
2013,NUTS,2010,UKM5,2,0.4788
2014,NUTS,2010,UKM5,2,0.6409
2015,NUTS,2010,UKM5,2,0.5243
2016,NUTS,2010,UKM5,2,0.7974
2017,NUTS,2010,UKM5,2,0.7501
2018,NUTS,2010,UKM5,2,0.8607
2011,NUTS,2010,UKM6,2,0.1199
2012,NUTS,2010,UKM6,2,0.1233
2013,NUTS,2010,UKM6,2,0.151
2014,NUTS,2010,UKM6,2,0.1312
2015,NUTS,2010,UKM6,2,0.1463
2016,NUTS,2010,UKM6,2,0.1482
2017,NUTS,2010,UKM6,2,0.1857
2018,NUTS,2010,UKM6,2,0.1777
2014,NUTS,2010,UKM7,2,0.5291
2015,NUTS,2010,UKM7,2,0.6231
2016,NUTS,2010,UKM7,2,0.626
2017,NUTS,2010,UKM7,2,0.7107
2018,NUTS,2010,UKM7,2,0.8055
2014,NUTS,2010,UKM8,2,0.3221
2015,NUTS,2010,UKM8,2,0.3479
2016,NUTS,2010,UKM8,2,0.3596
2017,NUTS,2010,UKM8,2,0.3946
2018,NUTS,2010,UKM8,2,0.4091
2014,NUTS,2010,UKM9,2,0.1581
2015,NUTS,2010,UKM9,2,0.1926
2016,NUTS,2010,UKM9,2,0.206
2017,NUTS,2010,UKM9,2,0.2204
2018,NUTS,2010,UKM9,2,0.2497
2011,NUTS,2010,UKN,1,0.5151
2012,NUTS,2010,UKN,1,0.5761
2013,NUTS,2010,UKN,1,0.5961
2014,NUTS,2010,UKN,1,0.6117
2015,NUTS,2010,UKN,1,0.742
2016,NUTS,2010,UKN,1,0.8352
2017,NUTS,2010,UKN,1,0.9012
2018,NUTS,2010,UKN,1,0.9486
2011,NUTS,2010,UKN0,2,0.5151
2012,NUTS,2010,UKN0,2,0.5761
2013,NUTS,2010,UKN0,2,0.5961
2014,NUTS,2010,UKN0,2,0.6117
2015,NUTS,2010,UKN0,2,0.742
2016,NUTS,2010,UKN0,2,0.8352
2017,NUTS,2010,UKN0,2,0.9012
2018,NUTS,2010,UKN0,2,0.9486
