year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_eur_hab
2016,NUTS,2010,HU2,1,47.6
2017,NUTS,2010,HU2,1,66.7
2018,NUTS,2010,HU2,1,89.8
2019,NUTS,2010,HU2,1,84.0
2011,NUTS,2010,HU21,2,44.5
2012,NUTS,2010,HU21,2,63.3
2013,NUTS,2010,HU21,2,86.8
2014,NUTS,2010,HU21,2,78.8
2015,NUTS,2010,HU21,2,75.1
2016,NUTS,2010,HU21,2,74.0
2017,NUTS,2010,HU21,2,102.1
2018,NUTS,2010,HU21,2,143.9
2019,NUTS,2010,HU21,2,118.8
2011,NUTS,2010,HU22,2,37.6
2012,NUTS,2010,HU22,2,46.9
2013,NUTS,2010,HU22,2,60.0
2014,NUTS,2010,HU22,2,51.9
2015,NUTS,2010,HU22,2,54.8
2016,NUTS,2010,HU22,2,51.7
2017,NUTS,2010,HU22,2,61.6
2018,NUTS,2010,HU22,2,77.3
2019,NUTS,2010,HU22,2,82.7
2011,NUTS,2010,HU23,2,15.5
2012,NUTS,2010,HU23,2,19.3
2013,NUTS,2010,HU23,2,26.4
2014,NUTS,2010,HU23,2,19.5
2015,NUTS,2010,HU23,2,11.4
2016,NUTS,2010,HU23,2,12.1
2017,NUTS,2010,HU23,2,30.5
2018,NUTS,2010,HU23,2,39.4
2019,NUTS,2010,HU23,2,43.7
2011,NUTS,2010,HU3,1,31.9
2012,NUTS,2010,HU3,1,37.0
2013,NUTS,2010,HU3,1,48.7
2014,NUTS,2010,HU3,1,49.1
2015,NUTS,2010,HU3,1,61.6
2016,NUTS,2010,HU3,1,42.3
2017,NUTS,2010,HU3,1,46.2
2018,NUTS,2010,HU3,1,53.0
2019,NUTS,2010,HU3,1,60.9
2011,NUTS,2010,HU31,2,23.6
2012,NUTS,2010,HU31,2,25.5
2013,NUTS,2010,HU31,2,35.7
2014,NUTS,2010,HU31,2,39.8
2015,NUTS,2010,HU31,2,29.7
2016,NUTS,2010,HU31,2,24.1
2017,NUTS,2010,HU31,2,32.3
2018,NUTS,2010,HU31,2,44.0
2019,NUTS,2010,HU31,2,50.6
2011,NUTS,2010,HU32,2,38.6
2012,NUTS,2010,HU32,2,47.2
2013,NUTS,2010,HU32,2,56.5
2014,NUTS,2010,HU32,2,53.8
2015,NUTS,2010,HU32,2,56.4
2016,NUTS,2010,HU32,2,47.5
2017,NUTS,2010,HU32,2,47.7
2018,NUTS,2010,HU32,2,47.0
2019,NUTS,2010,HU32,2,47.3
2011,NUTS,2010,HU33,2,32.0
2012,NUTS,2010,HU33,2,35.8
2013,NUTS,2010,HU33,2,51.6
2014,NUTS,2010,HU33,2,52.3
2015,NUTS,2010,HU33,2,97.0
2016,NUTS,2010,HU33,2,52.8
2017,NUTS,2010,HU33,2,57.0
2018,NUTS,2010,HU33,2,68.1
2019,NUTS,2010,HU33,2,86.1
2011,NUTS,2010,IE,0,406.8
2012,NUTS,2010,IE,0,427.5
2013,NUTS,2010,IE,0,438.6
2014,NUTS,2010,IE,0,454.3
2015,NUTS,2010,IE,0,477.4
2016,NUTS,2010,IE,0,485.1
2017,NUTS,2010,IE,0,579.0
2018,NUTS,2010,IE,0,575.1
2019,NUTS,2010,IE,0,664.0
2020,NUTS,2010,IE,0,683.1
2011,NUTS,2010,IE0,1,406.8
2013,NUTS,2010,IE0,1,438.6
2015,NUTS,2010,IE0,1,477.4
2017,NUTS,2010,IE0,1,579.0
2011,NUTS,2010,IE01,2,310.5
2013,NUTS,2010,IE01,2,316.1
2015,NUTS,2010,IE01,2,307.2
2017,NUTS,2010,IE01,2,329.7
2011,NUTS,2010,IE02,2,442.6
2013,NUTS,2010,IE02,2,484.0
2015,NUTS,2010,IE02,2,539.5
2017,NUTS,2010,IE02,2,669.6
2011,NUTS,2010,IS,0,438.5
2013,NUTS,2010,IS,0,356.3
2014,NUTS,2010,IS,0,489.1
2015,NUTS,2010,IS,0,690.9
2016,NUTS,2010,IS,0,768.7
2017,NUTS,2010,IS,0,868.4
2018,NUTS,2010,IS,0,821.4
2019,NUTS,2010,IS,0,992.9
2020,NUTS,2010,IS,0,877.5
2011,NUTS,2010,IS0,1,438.5
2013,NUTS,2010,IS0,1,356.3
2014,NUTS,2010,IS0,1,489.1
2015,NUTS,2010,IS0,1,690.9
2016,NUTS,2010,IS0,1,768.7
2017,NUTS,2010,IS0,1,868.4
2018,NUTS,2010,IS0,1,821.4
2019,NUTS,2010,IS0,1,992.9
2020,NUTS,2010,IS0,1,877.5
2011,NUTS,2010,IS00,2,438.5
2013,NUTS,2010,IS00,2,356.3
2014,NUTS,2010,IS00,2,489.1
2015,NUTS,2010,IS00,2,690.9
2016,NUTS,2010,IS00,2,768.7
2017,NUTS,2010,IS00,2,868.4
2018,NUTS,2010,IS00,2,821.4
2019,NUTS,2010,IS00,2,992.9
2020,NUTS,2010,IS00,2,877.5
2011,NUTS,2010,IT,0,182.4
2012,NUTS,2010,IT,0,187.0
2013,NUTS,2010,IT,0,192.3
2014,NUTS,2010,IT,0,203.1
2015,NUTS,2010,IT,0,212.0
2016,NUTS,2010,IT,0,232.2
2017,NUTS,2010,IT,0,244.9
2018,NUTS,2010,IT,0,263.4
2019,NUTS,2010,IT,0,277.3
2020,NUTS,2010,IT,0,259.0
2011,NUTS,2010,ITC,1,336.8
2012,NUTS,2010,ITC,1,338.8
2013,NUTS,2010,ITC,1,342.7
2014,NUTS,2010,ITC,1,361.5
2015,NUTS,2010,ITC,1,363.0
2016,NUTS,2010,ITC,1,388.8
2017,NUTS,2010,ITC,1,400.1
2018,NUTS,2010,ITC,1,427.0
2019,NUTS,2010,ITC,1,439.2
2011,NUTS,2010,ITC1,2,425.2
2012,NUTS,2010,ITC1,2,432.8
2013,NUTS,2010,ITC1,2,446.6
2014,NUTS,2010,ITC1,2,502.2
2015,NUTS,2010,ITC1,2,499.0
2016,NUTS,2010,ITC1,2,521.4
2017,NUTS,2010,ITC1,2,518.5
2018,NUTS,2010,ITC1,2,565.8
2019,NUTS,2010,ITC1,2,566.1
2011,NUTS,2010,ITC2,2,131.0
2012,NUTS,2010,ITC2,2,97.1
2013,NUTS,2010,ITC2,2,72.0
2014,NUTS,2010,ITC2,2,94.5
2015,NUTS,2010,ITC2,2,160.6
2016,NUTS,2010,ITC2,2,150.5
2017,NUTS,2010,ITC2,2,139.1
2018,NUTS,2010,ITC2,2,129.1
2019,NUTS,2010,ITC2,2,115.5
2011,NUTS,2010,ITC3,2,228.5
2012,NUTS,2010,ITC3,2,212.1
2013,NUTS,2010,ITC3,2,205.7
2014,NUTS,2010,ITC3,2,217.0
2015,NUTS,2010,ITC3,2,250.7
2016,NUTS,2010,ITC3,2,284.6
2017,NUTS,2010,ITC3,2,261.5
2018,NUTS,2010,ITC3,2,239.8
2019,NUTS,2010,ITC3,2,277.7
2011,NUTS,2010,ITC4,2,317.2
2012,NUTS,2010,ITC4,2,320.2
2013,NUTS,2010,ITC4,2,321.7
2014,NUTS,2010,ITC4,2,325.4
2015,NUTS,2010,ITC4,2,323.2
2016,NUTS,2010,ITC4,2,349.8
2017,NUTS,2010,ITC4,2,373.1
2018,NUTS,2010,ITC4,2,399.3
2019,NUTS,2010,ITC4,2,413.0
2011,NUTS,2010,ITF,1,50.3
2012,NUTS,2010,ITF,1,53.4
2013,NUTS,2010,ITF,1,58.4
2014,NUTS,2010,ITF,1,61.2
2015,NUTS,2010,ITF,1,71.3
2016,NUTS,2010,ITF,1,69.5
2017,NUTS,2010,ITF,1,77.6
2018,NUTS,2010,ITF,1,83.7
2019,NUTS,2010,ITF,1,95.5
2011,NUTS,2010,ITF1,2,73.1
2012,NUTS,2010,ITF1,2,62.3
2013,NUTS,2010,ITF1,2,74.4
2014,NUTS,2010,ITF1,2,91.2
2015,NUTS,2010,ITF1,2,88.2
2016,NUTS,2010,ITF1,2,108.4
2017,NUTS,2010,ITF1,2,119.8
2018,NUTS,2010,ITF1,2,110.4
2019,NUTS,2010,ITF1,2,133.0
2011,NUTS,2010,ITF2,2,7.6
2012,NUTS,2010,ITF2,2,10.2
2013,NUTS,2010,ITF2,2,62.9
2014,NUTS,2010,ITF2,2,58.0
2015,NUTS,2010,ITF2,2,121.9
2016,NUTS,2010,ITF2,2,137.3
2017,NUTS,2010,ITF2,2,157.1
2018,NUTS,2010,ITF2,2,194.5
2019,NUTS,2010,ITF2,2,168.0
2011,NUTS,2010,ITF3,2,80.1
2012,NUTS,2010,ITF3,2,89.9
2013,NUTS,2010,ITF3,2,91.1
2014,NUTS,2010,ITF3,2,86.2
2015,NUTS,2010,ITF3,2,93.8
2016,NUTS,2010,ITF3,2,93.0
2017,NUTS,2010,ITF3,2,100.0
2018,NUTS,2010,ITF3,2,111.3
2019,NUTS,2010,ITF3,2,127.1
2011,NUTS,2010,ITF4,2,31.4
2012,NUTS,2010,ITF4,2,32.4
2013,NUTS,2010,ITF4,2,38.8
2014,NUTS,2010,ITF4,2,48.8
2015,NUTS,2010,ITF4,2,64.3
2016,NUTS,2010,ITF4,2,49.8
2017,NUTS,2010,ITF4,2,56.4
2018,NUTS,2010,ITF4,2,60.6
2019,NUTS,2010,ITF4,2,71.5
2011,NUTS,2010,ITF5,2,15.9
2012,NUTS,2010,ITF5,2,6.6
2013,NUTS,2010,ITF5,2,8.5
2014,NUTS,2010,ITF5,2,8.5
2015,NUTS,2010,ITF5,2,22.9
2016,NUTS,2010,ITF5,2,26.0
2017,NUTS,2010,ITF5,2,45.5
2018,NUTS,2010,ITF5,2,42.5
2019,NUTS,2010,ITF5,2,41.3
2011,NUTS,2010,ITF6,2,3.5
2012,NUTS,2010,ITF6,2,4.3
2013,NUTS,2010,ITF6,2,5.7
2014,NUTS,2010,ITF6,2,8.0
2015,NUTS,2010,ITF6,2,13.5
2016,NUTS,2010,ITF6,2,16.0
2017,NUTS,2010,ITF6,2,23.4
2018,NUTS,2010,ITF6,2,26.0
2019,NUTS,2010,ITF6,2,29.5
2011,NUTS,2010,ITG,1,33.0
2012,NUTS,2010,ITG,1,32.2
2013,NUTS,2010,ITG,1,35.5
2014,NUTS,2010,ITG,1,34.9
2015,NUTS,2010,ITG,1,41.1
2016,NUTS,2010,ITG,1,39.5
2017,NUTS,2010,ITG,1,39.2
2018,NUTS,2010,ITG,1,46.6
2019,NUTS,2010,ITG,1,50.9
2011,NUTS,2010,ITG1,2,40.5
2012,NUTS,2010,ITG1,2,39.5
2013,NUTS,2010,ITG1,2,44.4
2014,NUTS,2010,ITG1,2,43.2
2015,NUTS,2010,ITG1,2,48.2
2016,NUTS,2010,ITG1,2,44.1
2017,NUTS,2010,ITG1,2,45.1
2018,NUTS,2010,ITG1,2,53.5
2019,NUTS,2010,ITG1,2,57.9
2011,NUTS,2010,ITG2,2,10.1
2012,NUTS,2010,ITG2,2,9.6
2013,NUTS,2010,ITG2,2,8.3
2014,NUTS,2010,ITG2,2,9.3
2015,NUTS,2010,ITG2,2,19.4
2016,NUTS,2010,ITG2,2,25.1
2017,NUTS,2010,ITG2,2,21.0
2018,NUTS,2010,ITG2,2,25.3
2019,NUTS,2010,ITG2,2,29.4
2011,NUTS,2010,ITH,1,252.4
2012,NUTS,2010,ITH,1,268.7
2013,NUTS,2010,ITH,1,276.5
2014,NUTS,2010,ITH,1,284.6
2015,NUTS,2010,ITH,1,308.8
2016,NUTS,2010,ITH,1,361.2
2017,NUTS,2010,ITH,1,381.6
2018,NUTS,2010,ITH,1,409.1
2019,NUTS,2010,ITH,1,415.7
2011,NUTS,2010,ITH1,2,147.9
2012,NUTS,2010,ITH1,2,134.5
2013,NUTS,2010,ITH1,2,154.8
2014,NUTS,2010,ITH1,2,185.7
2015,NUTS,2010,ITH1,2,196.7
2016,NUTS,2010,ITH1,2,186.6
2017,NUTS,2010,ITH1,2,180.9
2018,NUTS,2010,ITH1,2,249.2
2019,NUTS,2010,ITH1,2,229.7
2011,NUTS,2010,ITH2,2,279.1
2012,NUTS,2010,ITH2,2,286.4
2013,NUTS,2010,ITH2,2,286.8
2014,NUTS,2010,ITH2,2,301.8
2015,NUTS,2010,ITH2,2,293.1
2016,NUTS,2010,ITH2,2,206.6
2017,NUTS,2010,ITH2,2,225.4
2018,NUTS,2010,ITH2,2,248.8
2019,NUTS,2010,ITH2,2,254.4
2011,NUTS,2010,ITH3,2,211.8
2012,NUTS,2010,ITH3,2,211.8
2013,NUTS,2010,ITH3,2,224.3
2014,NUTS,2010,ITH3,2,217.6
2015,NUTS,2010,ITH3,2,229.2
2016,NUTS,2010,ITH3,2,284.2
2017,NUTS,2010,ITH3,2,313.4
2018,NUTS,2010,ITH3,2,335.9
2019,NUTS,2010,ITH3,2,331.0
2011,NUTS,2010,ITH4,2,241.8
2012,NUTS,2010,ITH4,2,242.3
2013,NUTS,2010,ITH4,2,236.4
2014,NUTS,2010,ITH4,2,245.6
2015,NUTS,2010,ITH4,2,250.7
2016,NUTS,2010,ITH4,2,255.9
2017,NUTS,2010,ITH4,2,263.6
2018,NUTS,2010,ITH4,2,282.1
2019,NUTS,2010,ITH4,2,282.0
2011,NUTS,2010,ITH5,2,309.8
2012,NUTS,2010,ITH5,2,353.0
2013,NUTS,2010,ITH5,2,358.7
2014,NUTS,2010,ITH5,2,378.9
2015,NUTS,2010,ITH5,2,427.8
2016,NUTS,2010,ITH5,2,514.5
2017,NUTS,2010,ITH5,2,531.7
2018,NUTS,2010,ITH5,2,562.7
2019,NUTS,2010,ITH5,2,586.4
2011,NUTS,2010,ITI,1,148.7
2012,NUTS,2010,ITI,1,149.8
2013,NUTS,2010,ITI,1,154.8
2014,NUTS,2010,ITI,1,173.5
2015,NUTS,2010,ITI,1,177.2
2016,NUTS,2010,ITI,1,196.6
2017,NUTS,2010,ITI,1,215.6
2018,NUTS,2010,ITI,1,233.5
2019,NUTS,2010,ITI,1,259.6
2011,NUTS,2010,ITI1,2,166.9
2012,NUTS,2010,ITI1,2,173.0
2013,NUTS,2010,ITI1,2,182.6
2014,NUTS,2010,ITI1,2,208.1
2015,NUTS,2010,ITI1,2,210.0
2016,NUTS,2010,ITI1,2,212.2
2017,NUTS,2010,ITI1,2,263.6
2018,NUTS,2010,ITI1,2,299.1
2019,NUTS,2010,ITI1,2,317.6
2011,NUTS,2010,ITI2,2,61.7
2012,NUTS,2010,ITI2,2,54.9
2013,NUTS,2010,ITI2,2,57.1
2014,NUTS,2010,ITI2,2,57.9
2015,NUTS,2010,ITI2,2,61.9
2016,NUTS,2010,ITI2,2,85.4
2017,NUTS,2010,ITI2,2,103.3
2018,NUTS,2010,ITI2,2,123.8
2019,NUTS,2010,ITI2,2,126.8
2011,NUTS,2010,ITI3,2,99.4
2012,NUTS,2010,ITI3,2,106.4
2013,NUTS,2010,ITI3,2,109.2
2014,NUTS,2010,ITI3,2,127.8
2015,NUTS,2010,ITI3,2,125.4
2016,NUTS,2010,ITI3,2,170.8
2017,NUTS,2010,ITI3,2,190.5
2018,NUTS,2010,ITI3,2,192.0
2019,NUTS,2010,ITI3,2,184.0
2011,NUTS,2010,ITI4,2,164.5
2012,NUTS,2010,ITI4,2,161.7
2013,NUTS,2010,ITI4,2,164.5
2014,NUTS,2010,ITI4,2,181.2
2015,NUTS,2010,ITI4,2,187.4
2016,NUTS,2010,ITI4,2,210.3
2017,NUTS,2010,ITI4,2,208.5
2018,NUTS,2010,ITI4,2,219.2
2019,NUTS,2010,ITI4,2,262.3
2011,NUTS,2010,LT,0,24.3
2012,NUTS,2010,LT,0,26.7
2013,NUTS,2010,LT,0,28.5
2014,NUTS,2010,LT,0,39.5
2015,NUTS,2010,LT,0,36.5
2016,NUTS,2010,LT,0,39.7
2017,NUTS,2010,LT,0,49.0
2018,NUTS,2010,LT,0,63.5
2019,NUTS,2010,LT,0,75.2
2020,NUTS,2010,LT,0,97.5
2011,NUTS,2010,LT0,1,24.3
2012,NUTS,2010,LT0,1,26.7
2013,NUTS,2010,LT0,1,28.5
2014,NUTS,2010,LT0,1,39.5
2015,NUTS,2010,LT0,1,36.5
2016,NUTS,2010,LT0,1,39.7
2017,NUTS,2010,LT0,1,49.0
2018,NUTS,2010,LT0,1,63.5
2019,NUTS,2010,LT0,1,75.2
2020,NUTS,2010,LT0,1,97.5
2011,NUTS,2010,LT00,2,24.3
2012,NUTS,2010,LT00,2,26.7
2013,NUTS,2010,LT00,2,28.5
2014,NUTS,2010,LT00,2,39.5
2015,NUTS,2010,LT01,2,94.5
2016,NUTS,2010,LT01,2,99.8
2017,NUTS,2010,LT01,2,106.2
2018,NUTS,2010,LT01,2,149.2
2019,NUTS,2010,LT01,2,186.8
2015,NUTS,2010,LT02,2,14.4
2016,NUTS,2010,LT02,2,16.4
2017,NUTS,2010,LT02,2,26.4
2018,NUTS,2010,LT02,2,29.0
2019,NUTS,2010,LT02,2,29.6
2011,NUTS,2010,LU,0,813.1
2012,NUTS,2010,LU,0,591.4
2013,NUTS,2010,LU,0,591.9
2014,NUTS,2010,LU,0,603.8
2015,NUTS,2010,LU,0,635.0
2016,NUTS,2010,LU,0,685.5
2017,NUTS,2010,LU,0,680.6
2018,NUTS,2010,LU,0,623.1
2019,NUTS,2010,LU,0,652.9
2020,NUTS,2010,LU,0,622.3
2011,NUTS,2010,LU0,1,813.1
2012,NUTS,2010,LU0,1,591.4
2013,NUTS,2010,LU0,1,591.9
2014,NUTS,2010,LU0,1,603.8
2015,NUTS,2010,LU0,1,635.0
2016,NUTS,2010,LU0,1,685.5
2017,NUTS,2010,LU0,1,680.6
2018,NUTS,2010,LU0,1,623.1
2019,NUTS,2010,LU0,1,652.9
2020,NUTS,2010,LU0,1,622.3
2011,NUTS,2010,LU00,2,813.1
2012,NUTS,2010,LU00,2,591.4
2013,NUTS,2010,LU00,2,591.9
2014,NUTS,2010,LU00,2,603.8
2015,NUTS,2010,LU00,2,635.0
2016,NUTS,2010,LU00,2,685.5
2017,NUTS,2010,LU00,2,680.6
2018,NUTS,2010,LU00,2,623.1
2019,NUTS,2010,LU00,2,652.9
2020,NUTS,2010,LU00,2,622.3
2011,NUTS,2010,LV,0,18.8
2012,NUTS,2010,LV,0,16.2
2013,NUTS,2010,LV,0,19.5
2014,NUTS,2010,LV,0,28.9
2015,NUTS,2010,LV,0,18.9
2016,NUTS,2010,LV,0,13.7
2017,NUTS,2010,LV,0,19.2
2018,NUTS,2010,LV,0,23.9
2019,NUTS,2010,LV,0,26.7
2020,NUTS,2010,LV,0,33.8
2011,NUTS,2010,LV0,1,18.8
2012,NUTS,2010,LV0,1,16.2
2013,NUTS,2010,LV0,1,19.5
2014,NUTS,2010,LV0,1,28.9
2015,NUTS,2010,LV0,1,18.9
2016,NUTS,2010,LV0,1,13.7
2017,NUTS,2010,LV0,1,19.2
2018,NUTS,2010,LV0,1,23.9
2019,NUTS,2010,LV0,1,26.7
2020,NUTS,2010,LV0,1,33.8
2011,NUTS,2010,LV00,2,18.8
2012,NUTS,2010,LV00,2,16.2
2013,NUTS,2010,LV00,2,19.5
2014,NUTS,2010,LV00,2,28.9
2015,NUTS,2010,LV00,2,18.9
2016,NUTS,2010,LV00,2,13.7
2017,NUTS,2010,LV00,2,19.2
2018,NUTS,2010,LV00,2,23.9
2019,NUTS,2010,LV00,2,26.7
2020,NUTS,2010,LV00,2,33.8
2011,NUTS,2010,ME,0,4.8
2013,NUTS,2010,ME,0,10.0
2014,NUTS,2010,ME,0,7.8
2015,NUTS,2010,ME,0,6.7
2016,NUTS,2010,ME,0,3.4
2017,NUTS,2010,ME,0,4.5
2018,NUTS,2010,ME,0,14.5
2011,NUTS,2010,ME0,1,4.8
2013,NUTS,2010,ME0,1,10.0
2014,NUTS,2010,ME0,1,7.8
2015,NUTS,2010,ME0,1,6.7
2016,NUTS,2010,ME0,1,3.4
2017,NUTS,2010,ME0,1,4.5
2018,NUTS,2010,ME0,1,14.5
2011,NUTS,2010,ME00,2,4.8
2013,NUTS,2010,ME00,2,10.0
2014,NUTS,2010,ME00,2,7.8
2015,NUTS,2010,ME00,2,6.7
2016,NUTS,2010,ME00,2,3.4
2017,NUTS,2010,ME00,2,4.5
2018,NUTS,2010,ME00,2,14.5
2015,NUTS,2010,MK,0,3.4
2016,NUTS,2010,MK,0,4.8
2017,NUTS,2010,MK,0,4.5
2018,NUTS,2010,MK,0,5.8
2019,NUTS,2010,MK,0,5.5
2020,NUTS,2010,MK,0,5.0
2015,NUTS,2010,MK0,1,3.4
2016,NUTS,2010,MK0,1,4.8
2017,NUTS,2010,MK0,1,4.5
2018,NUTS,2010,MK0,1,5.8
2019,NUTS,2010,MK0,1,5.5
2020,NUTS,2010,MK0,1,5.0
2015,NUTS,2010,MK00,2,3.4
2016,NUTS,2010,MK00,2,4.8
2017,NUTS,2010,MK00,2,4.5
2018,NUTS,2010,MK00,2,5.8
2019,NUTS,2010,MK00,2,5.5
2020,NUTS,2010,MK00,2,5.0
2011,NUTS,2010,MT,0,72.2
2012,NUTS,2010,MT,0,81.9
2013,NUTS,2010,MT,0,72.3
2014,NUTS,2010,MT,0,77.9
2015,NUTS,2010,MT,0,83.5
2016,NUTS,2010,MT,0,80.7
2017,NUTS,2010,MT,0,93.6
2018,NUTS,2010,MT,0,98.8
2019,NUTS,2010,MT,0,100.5
2020,NUTS,2010,MT,0,108.8
2011,NUTS,2010,MT0,1,72.2
2012,NUTS,2010,MT0,1,81.9
2013,NUTS,2010,MT0,1,72.3
2014,NUTS,2010,MT0,1,77.9
2015,NUTS,2010,MT0,1,83.5
2016,NUTS,2010,MT0,1,80.7
2017,NUTS,2010,MT0,1,93.6
2018,NUTS,2010,MT0,1,98.8
2019,NUTS,2010,MT0,1,100.5
2020,NUTS,2010,MT0,1,108.8
2011,NUTS,2010,MT00,2,72.2
2012,NUTS,2010,MT00,2,81.9
2013,NUTS,2010,MT00,2,72.3
2014,NUTS,2010,MT00,2,77.9
2015,NUTS,2010,MT00,2,83.5
2016,NUTS,2010,MT00,2,80.7
2017,NUTS,2010,MT00,2,93.6
2018,NUTS,2010,MT00,2,98.8
2019,NUTS,2010,MT00,2,100.5
2020,NUTS,2010,MT00,2,108.8
2011,NUTS,2010,NL,0,415.6
2012,NUTS,2010,NL,0,423.0
2013,NUTS,2010,NL,0,554.2
2014,NUTS,2010,NL,0,561.2
2015,NUTS,2010,NL,0,563.0
2016,NUTS,2010,NL,0,589.4
2017,NUTS,2010,NL,0,624.5
2018,NUTS,2010,NL,0,640.1
2019,NUTS,2010,NL,0,685.4
2020,NUTS,2010,NL,0,709.7
2011,NUTS,2010,NL1,1,205.0
2012,NUTS,2010,NL1,1,185.5
2011,NUTS,2010,NL2,1,366.9
2012,NUTS,2010,NL2,1,350.1
2011,NUTS,2010,NL3,1,363.4
2012,NUTS,2010,NL3,1,380.8
2011,NUTS,2010,NL32,2,438.1
2012,NUTS,2010,NL32,2,469.5
2011,NUTS,2010,NL33,2,355.8
2012,NUTS,2010,NL33,2,356.6
2011,NUTS,2010,NL4,1,678.9
2012,NUTS,2010,NL4,1,701.9
2011,NUTS,2010,NO,0,618.3
2012,NUTS,2010,NO,0,673.9
2013,NUTS,2010,NO,0,675.4
2014,NUTS,2010,NO,0,678.1
2015,NUTS,2010,NO,0,701.7
2016,NUTS,2010,NO,0,697.0
2017,NUTS,2010,NO,0,742.0
2018,NUTS,2010,NO,0,737.7
2019,NUTS,2010,NO,0,775.7
2020,NUTS,2010,NO,0,733.3
2011,NUTS,2010,NO0,1,618.3
2012,NUTS,2010,NO0,1,673.9
2013,NUTS,2010,NO0,1,675.4
2014,NUTS,2010,NO0,1,678.1
2015,NUTS,2010,NO0,1,701.7
2016,NUTS,2010,NO0,1,697.0
2017,NUTS,2010,NO0,1,742.0
2018,NUTS,2010,NO0,1,737.7
2019,NUTS,2010,NO0,1,775.7
2011,NUTS,2010,NO01,2,1212.7
2012,NUTS,2010,NO01,2,1187.5
2013,NUTS,2010,NO01,2,1151.5
2014,NUTS,2010,NO01,2,1121.3
2015,NUTS,2010,NO01,2,1163.7
2016,NUTS,2010,NO01,2,1144.6
2017,NUTS,2010,NO01,2,1199.2
2018,NUTS,2010,NO01,2,1164.1
2019,NUTS,2010,NO01,2,1220.6
2011,NUTS,2010,NO02,2,162.6
2012,NUTS,2010,NO02,2,163.9
2013,NUTS,2010,NO02,2,205.6
2014,NUTS,2010,NO02,2,196.4
2015,NUTS,2010,NO02,2,194.2
2016,NUTS,2010,NO02,2,201.2
2017,NUTS,2010,NO02,2,229.1
2018,NUTS,2010,NO02,2,231.7
2019,NUTS,2010,NO02,2,211.1
2011,NUTS,2010,NO03,2,485.6
2012,NUTS,2010,NO03,2,525.9
2013,NUTS,2010,NO03,2,570.3
2014,NUTS,2010,NO03,2,585.1
2015,NUTS,2010,NO03,2,568.1
2016,NUTS,2010,NO03,2,560.9
2017,NUTS,2010,NO03,2,568.9
2018,NUTS,2010,NO03,2,590.3
2019,NUTS,2010,NO03,2,599.6
2011,NUTS,2010,NO04,2,375.6
2012,NUTS,2010,NO04,2,444.2
2013,NUTS,2010,NO04,2,485.9
2014,NUTS,2010,NO04,2,482.6
2015,NUTS,2010,NO04,2,497.1
2016,NUTS,2010,NO04,2,549.4
2017,NUTS,2010,NO04,2,573.2
2018,NUTS,2010,NO04,2,573.4
2019,NUTS,2010,NO04,2,578.1
2011,NUTS,2010,NO05,2,346.3
2012,NUTS,2010,NO05,2,381.4
2013,NUTS,2010,NO05,2,377.5
2014,NUTS,2010,NO05,2,418.4
2015,NUTS,2010,NO05,2,449.2
2016,NUTS,2010,NO05,2,441.9
2017,NUTS,2010,NO05,2,537.1
2018,NUTS,2010,NO05,2,576.7
2019,NUTS,2010,NO05,2,619.6
2011,NUTS,2010,NO06,2,1196.5
2012,NUTS,2010,NO06,2,1552.0
2013,NUTS,2010,NO06,2,1473.1
2014,NUTS,2010,NO06,2,1449.9
2015,NUTS,2010,NO06,2,1516.4
2016,NUTS,2010,NO06,2,1380.5
2017,NUTS,2010,NO06,2,1440.4
2018,NUTS,2010,NO06,2,1332.0
2019,NUTS,2010,NO06,2,1506.1
2011,NUTS,2010,NO07,2,136.0
2012,NUTS,2010,NO07,2,183.3
2013,NUTS,2010,NO07,2,169.6
2014,NUTS,2010,NO07,2,200.6
2015,NUTS,2010,NO07,2,226.2
2016,NUTS,2010,NO07,2,277.4
2017,NUTS,2010,NO07,2,299.3
2018,NUTS,2010,NO07,2,313.8
2019,NUTS,2010,NO07,2,307.8
2011,NUTS,2010,PL,0,22.5
2012,NUTS,2010,PL,0,33.5
2013,NUTS,2010,PL,0,39.4
2014,NUTS,2010,PL,0,47.3
2015,NUTS,2010,PL,0,52.9
2016,NUTS,2010,PL,0,71.1
2017,NUTS,2010,PL,0,82.1
2018,NUTS,2010,PL,0,104.7
2019,NUTS,2010,PL,0,116.6
2020,NUTS,2010,PL,0,120.7
2011,NUTS,2010,PL1,1,41.0
2012,NUTS,2010,PL1,1,57.5
2013,NUTS,2010,PL1,1,78.4
2014,NUTS,2010,PL1,1,101.7
2015,NUTS,2010,PL1,1,100.4
2011,NUTS,2010,PL11,2,9.8
2012,NUTS,2010,PL11,2,17.6
2013,NUTS,2010,PL11,2,15.8
2014,NUTS,2010,PL11,2,20.4
2015,NUTS,2010,PL11,2,28.6
2011,NUTS,2010,PL12,2,56.1
2012,NUTS,2010,PL12,2,76.6
2013,NUTS,2010,PL12,2,108.2
2014,NUTS,2010,PL12,2,140.0
2015,NUTS,2010,PL12,2,134.1
2011,NUTS,2010,PL2,1,21.6
2012,NUTS,2010,PL2,1,39.8
2013,NUTS,2010,PL2,1,41.3
2014,NUTS,2010,PL2,1,43.5
2015,NUTS,2010,PL2,1,51.3
2016,NUTS,2010,PL2,1,95.0
2017,NUTS,2010,PL2,1,86.3
2018,NUTS,2010,PL2,1,111.5
