year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_mge_nr
2011,NUTS,2010,DEE0,2,10.33
2012,NUTS,2010,DEE0,2,4.42
2011,NUTS,2010,DEE01,3,0.25
2011,NUTS,2010,DEE02,3,2.9
2012,NUTS,2010,DEE02,3,1.83
2011,NUTS,2010,DEE03,3,0.67
2012,NUTS,2010,DEE05,3,0.8
2011,NUTS,2010,DEE06,3,0.5
2011,NUTS,2010,DEE08,3,0.25
2011,NUTS,2010,DEE09,3,3.92
2012,NUTS,2010,DEE09,3,0.83
2011,NUTS,2010,DEE0A,3,0.1
2012,NUTS,2010,DEE0A,3,0.7
2012,NUTS,2010,DEE0B,3,0.25
2011,NUTS,2010,DEE0C,3,1.75
2011,NUTS,2010,DEF,1,3.93
2012,NUTS,2010,DEF,1,4.58
2011,NUTS,2010,DEF0,2,3.93
2012,NUTS,2010,DEF0,2,4.58
2011,NUTS,2010,DEF01,3,1.0
2012,NUTS,2010,DEF02,3,0.17
2011,NUTS,2010,DEF03,3,0.33
2012,NUTS,2010,DEF05,3,2.0
2012,NUTS,2010,DEF06,3,0.5
2011,NUTS,2010,DEF07,3,0.14
2011,NUTS,2010,DEF09,3,1.0
2012,NUTS,2010,DEF09,3,0.33
2012,NUTS,2010,DEF0B,3,1.0
2011,NUTS,2010,DEF0D,3,1.0
2012,NUTS,2010,DEF0D,3,0.58
2011,NUTS,2010,DEF0F,3,0.45
2011,NUTS,2010,DEG,1,2.37
2012,NUTS,2010,DEG,1,5.18
2011,NUTS,2010,DEG0,2,2.37
2012,NUTS,2010,DEG0,2,5.18
2011,NUTS,2010,DEG03,3,1.17
2012,NUTS,2010,DEG03,3,4.43
2011,NUTS,2010,DEG06,3,0.5
2011,NUTS,2010,DEG0A,3,0.25
2012,NUTS,2010,DEG0A,3,0.5
2011,NUTS,2010,DEG0G,3,0.2
2011,NUTS,2010,DEG0L,3,0.25
2012,NUTS,2010,DEG0L,3,0.25
2011,NUTS,2010,DEX,1,4.9
2012,NUTS,2010,DEX,1,3.81
2011,NUTS,2010,DEXX,2,4.9
2012,NUTS,2010,DEXX,2,3.81
2011,NUTS,2010,DEXXX,3,4.9
2012,NUTS,2010,DEXXX,3,3.81
2011,NUTS,2010,DEZ,1,0.39
2011,NUTS,2010,DEZZ,2,0.39
2011,NUTS,2010,DEZZZ,3,0.39
2011,NUTS,2010,DK,0,87.67
2012,NUTS,2010,DK,0,69.24
2011,NUTS,2010,DK0,1,87.67
2012,NUTS,2010,DK0,1,68.84
2011,NUTS,2010,DK01,2,69.58
2012,NUTS,2010,DK01,2,44.82
2011,NUTS,2010,DK011,3,18.74
2012,NUTS,2010,DK011,3,11.13
2011,NUTS,2010,DK012,3,23.44
2012,NUTS,2010,DK012,3,15.16
2011,NUTS,2010,DK013,3,27.4
2012,NUTS,2010,DK013,3,18.53
2011,NUTS,2010,DK02,2,2.54
2012,NUTS,2010,DK02,2,3.6
2011,NUTS,2010,DK021,3,1.46
2012,NUTS,2010,DK021,3,2.07
2011,NUTS,2010,DK022,3,1.08
2012,NUTS,2010,DK022,3,1.53
2011,NUTS,2010,DK03,2,1.25
2012,NUTS,2010,DK03,2,4.33
2011,NUTS,2010,DK031,3,1.0
2012,NUTS,2010,DK031,3,0.83
2011,NUTS,2010,DK032,3,0.25
2012,NUTS,2010,DK032,3,3.5
2011,NUTS,2010,DK04,2,12.5
2012,NUTS,2010,DK04,2,15.94
2011,NUTS,2010,DK041,3,0.53
2012,NUTS,2010,DK041,3,2.51
2011,NUTS,2010,DK042,3,11.97
2012,NUTS,2010,DK042,3,13.43
2011,NUTS,2010,DK05,2,1.79
2012,NUTS,2010,DK05,2,0.14
2011,NUTS,2010,DK050,3,1.79
2012,NUTS,2010,DK050,3,0.14
2012,NUTS,2010,DKX,1,0.4
2012,NUTS,2010,DKXX,2,0.4
2012,NUTS,2010,DKXXX,3,0.4
2011,NUTS,2010,EE,0,4.7
2012,NUTS,2010,EE,0,1.0
2011,NUTS,2010,EE0,1,4.7
2012,NUTS,2010,EE0,1,1.0
2011,NUTS,2010,EE00,2,4.7
2012,NUTS,2010,EE00,2,1.0
2011,NUTS,2010,EE001,3,0.37
2012,NUTS,2010,EE001,3,1.0
2011,NUTS,2010,EE006,3,0.17
2011,NUTS,2010,EE008,3,4.17
2011,NUTS,2010,EL,0,1.33
2012,NUTS,2010,EL,0,1.87
2011,NUTS,2010,EL1,1,0.33
2011,NUTS,2010,EL12,2,0.33
2011,NUTS,2010,EL122,3,0.33
2011,NUTS,2010,EL2,1,1.0
2011,NUTS,2010,EL23,2,1.0
2011,NUTS,2010,EL232,3,1.0
2012,NUTS,2010,EL3,1,1.87
2012,NUTS,2010,EL30,2,1.87
2012,NUTS,2010,EL300,3,1.87
2011,NUTS,2010,ES,0,82.74
2012,NUTS,2010,ES,0,51.11
2011,NUTS,2010,ES1,1,3.9
2012,NUTS,2010,ES1,1,2.97
2011,NUTS,2010,ES11,2,3.9
2012,NUTS,2010,ES11,2,2.22
2011,NUTS,2010,ES111,3,3.3
2012,NUTS,2010,ES111,3,1.22
2011,NUTS,2010,ES114,3,0.6
2012,NUTS,2010,ES114,3,1.0
2012,NUTS,2010,ES12,2,0.5
2012,NUTS,2010,ES120,3,0.5
2012,NUTS,2010,ES13,2,0.25
2012,NUTS,2010,ES130,3,0.25
2011,NUTS,2010,ES2,1,8.69
2012,NUTS,2010,ES2,1,7.15
2011,NUTS,2010,ES21,2,5.2
2012,NUTS,2010,ES21,2,2.75
2012,NUTS,2010,ES211,3,1.0
2011,NUTS,2010,ES212,3,1.2
2011,NUTS,2010,ES213,3,4.0
2012,NUTS,2010,ES213,3,1.75
2011,NUTS,2010,ES22,2,2.0
2012,NUTS,2010,ES22,2,1.0
2011,NUTS,2010,ES220,3,2.0
2012,NUTS,2010,ES220,3,1.0
2012,NUTS,2010,ES23,2,2.0
2012,NUTS,2010,ES230,3,2.0
2011,NUTS,2010,ES24,2,1.49
2012,NUTS,2010,ES24,2,1.4
2011,NUTS,2010,ES242,3,1.0
2011,NUTS,2010,ES243,3,0.49
2012,NUTS,2010,ES243,3,1.4
2011,NUTS,2010,ES3,1,19.04
2012,NUTS,2010,ES3,1,9.95
2011,NUTS,2010,ES30,2,19.04
2012,NUTS,2010,ES30,2,9.95
2011,NUTS,2010,ES300,3,19.04
2012,NUTS,2010,ES300,3,9.95
2011,NUTS,2010,ES4,1,0.83
2012,NUTS,2010,ES4,1,0.63
2011,NUTS,2010,ES41,2,0.17
2012,NUTS,2010,ES41,2,0.63
2012,NUTS,2010,ES413,3,0.25
2012,NUTS,2010,ES415,3,0.38
2011,NUTS,2010,ES418,3,0.17
2011,NUTS,2010,ES43,2,0.67
2011,NUTS,2010,ES432,3,0.67
2011,NUTS,2010,ES5,1,42.85
2012,NUTS,2010,ES5,1,24.02
2011,NUTS,2010,ES51,2,38.8
2012,NUTS,2010,ES51,2,21.19
2011,NUTS,2010,ES511,3,38.8
2012,NUTS,2010,ES511,3,20.02
2012,NUTS,2010,ES512,3,1.17
2011,NUTS,2010,ES52,2,3.72
2012,NUTS,2010,ES52,2,2.5
2011,NUTS,2010,ES522,3,0.13
2011,NUTS,2010,ES523,3,3.59
2012,NUTS,2010,ES523,3,2.5
2011,NUTS,2010,ES53,2,0.33
2012,NUTS,2010,ES53,2,0.33
2011,NUTS,2010,ES532,3,0.33
2012,NUTS,2010,ES532,3,0.33
2011,NUTS,2010,ES6,1,4.18
2012,NUTS,2010,ES6,1,6.14
2011,NUTS,2010,ES61,2,4.06
2012,NUTS,2010,ES61,2,5.89
2011,NUTS,2010,ES611,3,0.1
2012,NUTS,2010,ES611,3,0.44
2011,NUTS,2010,ES614,3,2.3
2012,NUTS,2010,ES614,3,4.0
2011,NUTS,2010,ES618,3,1.66
2012,NUTS,2010,ES618,3,1.45
2011,NUTS,2010,ES62,2,0.13
2012,NUTS,2010,ES62,2,0.25
2011,NUTS,2010,ES620,3,0.13
2012,NUTS,2010,ES620,3,0.25
2011,NUTS,2010,ES7,1,2.0
2012,NUTS,2010,ES7,1,0.25
2011,NUTS,2010,ES70,2,2.0
2012,NUTS,2010,ES70,2,0.25
2011,NUTS,2010,ES705,3,2.0
2012,NUTS,2010,ES705,3,0.25
2011,NUTS,2010,ESX,1,1.25
2011,NUTS,2010,ESXX,2,1.25
2011,NUTS,2010,ESXXX,3,1.25
2011,NUTS,2010,FI,0,32.65
2012,NUTS,2010,FI,0,15.04
2011,NUTS,2010,FI1,1,29.73
2012,NUTS,2010,FI1,1,14.04
2011,NUTS,2010,FI19,2,2.62
2011,NUTS,2010,FI193,3,1.0
2011,NUTS,2010,FI197,3,1.62
2011,NUTS,2010,FI1B,2,18.2
2012,NUTS,2010,FI1B,2,11.3
2011,NUTS,2010,FI1B1,3,18.2
2012,NUTS,2010,FI1B1,3,11.3
2011,NUTS,2010,FI1C,2,4.25
2012,NUTS,2010,FI1C,2,2.74
2011,NUTS,2010,FI1C1,3,4.0
2012,NUTS,2010,FI1C1,3,1.17
2011,NUTS,2010,FI1C2,3,0.25
2012,NUTS,2010,FI1C2,3,1.08
2012,NUTS,2010,FI1C3,3,0.5
2011,NUTS,2010,FI1D,2,4.66
2011,NUTS,2010,FI1D2,3,1.0
2011,NUTS,2010,FI1D3,3,0.66
2011,NUTS,2010,FI1D5,3,0.33
2011,NUTS,2010,FI1D6,3,2.67
2011,NUTS,2010,FIX,1,2.92
2012,NUTS,2010,FIX,1,1.0
2011,NUTS,2010,FIXX,2,2.92
2012,NUTS,2010,FIXX,2,1.0
2011,NUTS,2010,FIXXX,3,2.92
2012,NUTS,2010,FIXXX,3,1.0
2011,NUTS,2010,FR,0,266.79
2012,NUTS,2010,FR,0,197.86
2011,NUTS,2010,FR1,1,97.72
2012,NUTS,2010,FR1,1,77.5
2011,NUTS,2010,FR10,2,97.72
2012,NUTS,2010,FR10,2,77.5
2011,NUTS,2010,FR101,3,47.59
2012,NUTS,2010,FR101,3,36.92
2011,NUTS,2010,FR102,3,2.67
2012,NUTS,2010,FR102,3,2.47
2011,NUTS,2010,FR103,3,6.3
2012,NUTS,2010,FR103,3,6.33
2011,NUTS,2010,FR104,3,13.0
2012,NUTS,2010,FR104,3,7.52
2011,NUTS,2010,FR105,3,12.97
2012,NUTS,2010,FR105,3,12.29
2011,NUTS,2010,FR106,3,0.98
2012,NUTS,2010,FR106,3,0.5
2011,NUTS,2010,FR107,3,12.56
2012,NUTS,2010,FR107,3,10.3
2011,NUTS,2010,FR108,3,1.65
2012,NUTS,2010,FR108,3,1.17
2011,NUTS,2010,FR2,1,7.31
2012,NUTS,2010,FR2,1,5.35
2011,NUTS,2010,FR21,2,1.08
2011,NUTS,2010,FR211,3,0.17
2011,NUTS,2010,FR212,3,0.25
2011,NUTS,2010,FR213,3,0.67
2011,NUTS,2010,FR22,2,2.24
2011,NUTS,2010,FR221,3,0.13
2011,NUTS,2010,FR222,3,1.67
2011,NUTS,2010,FR223,3,0.45
2011,NUTS,2010,FR23,2,1.2
2012,NUTS,2010,FR23,2,1.0
2011,NUTS,2010,FR232,3,1.2
2012,NUTS,2010,FR232,3,1.0
2011,NUTS,2010,FR24,2,0.95
2012,NUTS,2010,FR24,2,3.47
2011,NUTS,2010,FR242,3,0.75
2012,NUTS,2010,FR242,3,0.2
2012,NUTS,2010,FR243,3,0.25
2011,NUTS,2010,FR244,3,0.2
2012,NUTS,2010,FR244,3,0.4
2012,NUTS,2010,FR246,3,2.62
2011,NUTS,2010,FR25,2,1.0
2012,NUTS,2010,FR25,2,0.6
2011,NUTS,2010,FR251,3,1.0
2012,NUTS,2010,FR251,3,0.6
2011,NUTS,2010,FR26,2,0.83
2012,NUTS,2010,FR26,2,0.29
2011,NUTS,2010,FR261,3,0.5
2012,NUTS,2010,FR261,3,0.29
2011,NUTS,2010,FR263,3,0.33
2011,NUTS,2010,FR3,1,13.53
2012,NUTS,2010,FR3,1,9.9
2011,NUTS,2010,FR30,2,13.53
2012,NUTS,2010,FR30,2,9.9
2011,NUTS,2010,FR301,3,13.28
2012,NUTS,2010,FR301,3,7.57
2011,NUTS,2010,FR302,3,0.25
2012,NUTS,2010,FR302,3,2.33
2011,NUTS,2010,FR4,1,13.85
2012,NUTS,2010,FR4,1,12.34
2011,NUTS,2010,FR41,2,1.69
2012,NUTS,2010,FR41,2,5.98
2011,NUTS,2010,FR411,3,1.54
2012,NUTS,2010,FR411,3,5.85
2011,NUTS,2010,FR414,3,0.14
2012,NUTS,2010,FR414,3,0.13
2011,NUTS,2010,FR42,2,10.23
2012,NUTS,2010,FR42,2,5.7
2011,NUTS,2010,FR421,3,7.0
2012,NUTS,2010,FR421,3,4.29
2011,NUTS,2010,FR422,3,3.23
2012,NUTS,2010,FR422,3,1.42
2011,NUTS,2010,FR43,2,1.93
2012,NUTS,2010,FR43,2,0.67
2011,NUTS,2010,FR431,3,1.93
2012,NUTS,2010,FR431,3,0.67
2011,NUTS,2010,FR5,1,18.52
2012,NUTS,2010,FR5,1,10.69
2011,NUTS,2010,FR51,2,9.72
2012,NUTS,2010,FR51,2,6.79
2011,NUTS,2010,FR511,3,8.97
2012,NUTS,2010,FR511,3,6.59
2011,NUTS,2010,FR512,3,0.5
2012,NUTS,2010,FR512,3,0.2
2011,NUTS,2010,FR515,3,0.25
2011,NUTS,2010,FR52,2,5.62
2012,NUTS,2010,FR52,2,3.69
2011,NUTS,2010,FR521,3,0.5
2012,NUTS,2010,FR521,3,0.58
2011,NUTS,2010,FR522,3,4.5
2012,NUTS,2010,FR522,3,1.5
2011,NUTS,2010,FR523,3,0.42
2012,NUTS,2010,FR523,3,0.8
2011,NUTS,2010,FR524,3,0.2
2012,NUTS,2010,FR524,3,0.81
2011,NUTS,2010,FR53,2,3.18
2012,NUTS,2010,FR53,2,0.2
2011,NUTS,2010,FR531,3,1.58
2011,NUTS,2010,FR534,3,1.6
2012,NUTS,2010,FR534,3,0.2
2011,NUTS,2010,FR6,1,26.26
2012,NUTS,2010,FR6,1,22.96
2011,NUTS,2010,FR61,2,11.35
2012,NUTS,2010,FR61,2,9.9
2011,NUTS,2010,FR611,3,4.07
2012,NUTS,2010,FR611,3,4.0
2011,NUTS,2010,FR612,3,6.55
2012,NUTS,2010,FR612,3,5.9
2011,NUTS,2010,FR614,3,0.33
2011,NUTS,2010,FR615,3,0.4
2011,NUTS,2010,FR62,2,13.66
2012,NUTS,2010,FR62,2,12.89
2011,NUTS,2010,FR623,3,11.66
2012,NUTS,2010,FR623,3,12.24
2012,NUTS,2010,FR624,3,0.2
2012,NUTS,2010,FR625,3,0.2
2011,NUTS,2010,FR627,3,2.0
2012,NUTS,2010,FR627,3,0.25
2011,NUTS,2010,FR63,2,1.25
2012,NUTS,2010,FR63,2,0.17
2011,NUTS,2010,FR631,3,1.25
2012,NUTS,2010,FR633,3,0.17
2011,NUTS,2010,FR7,1,52.64
2012,NUTS,2010,FR7,1,34.5
2011,NUTS,2010,FR71,2,41.29
2012,NUTS,2010,FR71,2,24.02
2011,NUTS,2010,FR711,3,1.65
2012,NUTS,2010,FR711,3,1.56
2011,NUTS,2010,FR712,3,0.25
2012,NUTS,2010,FR713,3,0.25
2011,NUTS,2010,FR714,3,11.27
2012,NUTS,2010,FR714,3,7.54
2011,NUTS,2010,FR715,3,1.58
2012,NUTS,2010,FR715,3,0.13
2011,NUTS,2010,FR716,3,23.87
2012,NUTS,2010,FR716,3,13.05
2011,NUTS,2010,FR717,3,1.67
2011,NUTS,2010,FR718,3,1.0
2012,NUTS,2010,FR718,3,1.5
2011,NUTS,2010,FR72,2,11.35
2012,NUTS,2010,FR72,2,10.48
2012,NUTS,2010,FR722,3,2.0
2012,NUTS,2010,FR723,3,0.5
2011,NUTS,2010,FR724,3,11.35
2012,NUTS,2010,FR724,3,7.98
2011,NUTS,2010,FR8,1,32.42
2012,NUTS,2010,FR8,1,24.12
2011,NUTS,2010,FR81,2,16.6
2012,NUTS,2010,FR81,2,11.34
2011,NUTS,2010,FR812,3,2.79
2012,NUTS,2010,FR812,3,2.83
2011,NUTS,2010,FR813,3,13.8
2012,NUTS,2010,FR813,3,8.18
2012,NUTS,2010,FR815,3,0.33
2011,NUTS,2010,FR82,2,15.83
2012,NUTS,2010,FR82,2,12.78
2011,NUTS,2010,FR823,3,6.82
2012,NUTS,2010,FR823,3,3.08
2011,NUTS,2010,FR824,3,6.68
2012,NUTS,2010,FR824,3,9.03
2011,NUTS,2010,FR825,3,1.67
2011,NUTS,2010,FR826,3,0.67
2012,NUTS,2010,FR826,3,0.67
2011,NUTS,2010,FRX,1,4.53
2012,NUTS,2010,FRX,1,0.5
2011,NUTS,2010,FRXX,2,4.53
2012,NUTS,2010,FRXX,2,0.5
2011,NUTS,2010,FRXXX,3,4.53
2012,NUTS,2010,FRXXX,3,0.5
2011,NUTS,2010,HU,0,10.92
2012,NUTS,2010,HU,0,3.1
2011,NUTS,2010,HU1,1,5.12
2012,NUTS,2010,HU1,1,2.3
2011,NUTS,2010,HU10,2,5.12
2012,NUTS,2010,HU10,2,2.3
2011,NUTS,2010,HU101,3,4.5
2012,NUTS,2010,HU101,3,2.3
2011,NUTS,2010,HU102,3,0.63
2011,NUTS,2010,HU2,1,1.17
2011,NUTS,2010,HU21,2,1.17
2011,NUTS,2010,HU212,3,0.58
2011,NUTS,2010,HU213,3,0.58
2011,NUTS,2010,HU3,1,4.62
2012,NUTS,2010,HU3,1,0.8
2011,NUTS,2010,HU31,2,0.5
2011,NUTS,2010,HU311,3,0.5
2011,NUTS,2010,HU32,2,0.75
2011,NUTS,2010,HU323,3,0.75
2011,NUTS,2010,HU33,2,3.37
2012,NUTS,2010,HU33,2,0.8
2011,NUTS,2010,HU331,3,0.39
2011,NUTS,2010,HU332,3,0.13
2011,NUTS,2010,HU333,3,2.86
2012,NUTS,2010,HU333,3,0.8
2011,NUTS,2010,IE,0,20.1
2012,NUTS,2010,IE,0,11.31
2011,NUTS,2010,IE0,1,20.03
2012,NUTS,2010,IE0,1,11.31
2011,NUTS,2010,IE01,2,7.0
2012,NUTS,2010,IE01,2,3.5
2011,NUTS,2010,IE012,3,0.33
2011,NUTS,2010,IE013,3,6.67
2012,NUTS,2010,IE013,3,3.5
2011,NUTS,2010,IE02,2,13.03
2012,NUTS,2010,IE02,2,7.81
2011,NUTS,2010,IE021,3,7.5
2012,NUTS,2010,IE021,3,3.67
2011,NUTS,2010,IE022,3,1.5
2012,NUTS,2010,IE022,3,1.0
2012,NUTS,2010,IE023,3,0.5
2011,NUTS,2010,IE024,3,1.0
2012,NUTS,2010,IE024,3,0.5
2011,NUTS,2010,IE025,3,3.03
2012,NUTS,2010,IE025,3,2.14
2011,NUTS,2010,IEZ,1,0.06
2011,NUTS,2010,IEZZ,2,0.06
2011,NUTS,2010,IEZZZ,3,0.06
2011,NUTS,2010,IS,0,5.0
2011,NUTS,2010,IS0,1,5.0
2011,NUTS,2010,IS00,2,5.0
2011,NUTS,2010,IS001,3,5.0
2011,NUTS,2010,IT,0,61.66
2012,NUTS,2010,IT,0,60.11
2011,NUTS,2010,ITC,1,30.76
2012,NUTS,2010,ITC,1,20.23
2011,NUTS,2010,ITC1,2,12.16
2012,NUTS,2010,ITC1,2,6.19
2011,NUTS,2010,ITC11,3,2.23
2012,NUTS,2010,ITC11,3,3.44
2011,NUTS,2010,ITC15,3,4.83
2012,NUTS,2010,ITC15,3,1.0
2011,NUTS,2010,ITC16,3,0.33
2011,NUTS,2010,ITC18,3,4.76
2012,NUTS,2010,ITC18,3,1.75
2011,NUTS,2010,ITC3,2,3.69
2012,NUTS,2010,ITC3,2,1.33
2011,NUTS,2010,ITC31,3,0.11
2012,NUTS,2010,ITC32,3,0.33
2011,NUTS,2010,ITC33,3,2.58
2012,NUTS,2010,ITC33,3,1.0
2011,NUTS,2010,ITC34,3,1.0
2011,NUTS,2010,ITC4,2,14.9
2012,NUTS,2010,ITC4,2,12.7
2011,NUTS,2010,ITC41,3,1.87
2012,NUTS,2010,ITC41,3,0.11
2011,NUTS,2010,ITC42,3,1.22
2012,NUTS,2010,ITC42,3,1.2
2011,NUTS,2010,ITC46,3,0.89
2012,NUTS,2010,ITC46,3,0.5
2011,NUTS,2010,ITC47,3,1.17
2011,NUTS,2010,ITC48,3,0.33
2012,NUTS,2010,ITC48,3,0.5
2012,NUTS,2010,ITC4A,3,0.33
2011,NUTS,2010,ITC4C,3,8.34
2012,NUTS,2010,ITC4C,3,9.27
2011,NUTS,2010,ITC4D,3,1.08
2012,NUTS,2010,ITC4D,3,0.79
2011,NUTS,2010,ITF,1,5.53
2012,NUTS,2010,ITF,1,8.33
2012,NUTS,2010,ITF1,2,2.0
2012,NUTS,2010,ITF12,3,1.0
2012,NUTS,2010,ITF13,3,0.67
2012,NUTS,2010,ITF14,3,0.33
2011,NUTS,2010,ITF3,2,3.2
2012,NUTS,2010,ITF3,2,6.33
2011,NUTS,2010,ITF31,3,0.2
2011,NUTS,2010,ITF33,3,2.5
2012,NUTS,2010,ITF33,3,2.33
2011,NUTS,2010,ITF34,3,0.5
2012,NUTS,2010,ITF34,3,4.0
2011,NUTS,2010,ITF4,2,2.0
2011,NUTS,2010,ITF45,3,1.0
2011,NUTS,2010,ITF47,3,1.0
2011,NUTS,2010,ITF5,2,0.33
2011,NUTS,2010,ITF52,3,0.33
2011,NUTS,2010,ITG,1,0.8
2011,NUTS,2010,ITG1,2,0.8
2011,NUTS,2010,ITG12,3,0.8
2011,NUTS,2010,ITH,1,15.19
2012,NUTS,2010,ITH,1,17.42
2011,NUTS,2010,ITH1,2,2.67
2012,NUTS,2010,ITH1,2,4.0
2011,NUTS,2010,ITH10,3,2.67
2012,NUTS,2010,ITH10,3,4.0
2011,NUTS,2010,ITH2,2,1.0
2011,NUTS,2010,ITH20,3,1.0
2011,NUTS,2010,ITH3,2,3.61
2012,NUTS,2010,ITH3,2,3.5
2011,NUTS,2010,ITH31,3,1.17
2011,NUTS,2010,ITH35,3,0.94
2012,NUTS,2010,ITH35,3,1.5
2011,NUTS,2010,ITH36,3,1.5
2012,NUTS,2010,ITH36,3,1.0
2012,NUTS,2010,ITH37,3,1.0
2011,NUTS,2010,ITH4,2,4.91
2012,NUTS,2010,ITH4,2,1.75
2011,NUTS,2010,ITH41,3,2.0
2012,NUTS,2010,ITH41,3,0.5
2011,NUTS,2010,ITH42,3,0.7
2011,NUTS,2010,ITH44,3,2.21
2012,NUTS,2010,ITH44,3,1.25
2011,NUTS,2010,ITH5,2,3.0
2012,NUTS,2010,ITH5,2,8.17
2011,NUTS,2010,ITH52,3,1.0
2012,NUTS,2010,ITH52,3,0.5
2011,NUTS,2010,ITH54,3,0.17
2011,NUTS,2010,ITH55,3,0.67
2012,NUTS,2010,ITH55,3,6.17
2011,NUTS,2010,ITH56,3,0.17
2012,NUTS,2010,ITH56,3,1.5
2011,NUTS,2010,ITH58,3,1.0
2011,NUTS,2010,ITI,1,7.77
2012,NUTS,2010,ITI,1,12.55
2011,NUTS,2010,ITI1,2,1.33
2012,NUTS,2010,ITI1,2,7.1
2012,NUTS,2010,ITI11,3,0.25
2012,NUTS,2010,ITI12,3,0.75
2011,NUTS,2010,ITI14,3,1.0
2012,NUTS,2010,ITI14,3,0.36
2011,NUTS,2010,ITI15,3,0.33
2012,NUTS,2010,ITI15,3,0.13
2012,NUTS,2010,ITI17,3,0.61
2012,NUTS,2010,ITI19,3,5.0
2011,NUTS,2010,ITI2,2,0.67
2012,NUTS,2010,ITI2,2,1.25
2011,NUTS,2010,ITI21,3,0.67
2012,NUTS,2010,ITI21,3,1.25
2011,NUTS,2010,ITI4,2,5.77
2012,NUTS,2010,ITI4,2,4.2
2011,NUTS,2010,ITI43,3,5.77
2012,NUTS,2010,ITI43,3,4.0
2012,NUTS,2010,ITI44,3,0.2
2011,NUTS,2010,ITX,1,1.61
2012,NUTS,2010,ITX,1,1.25
2011,NUTS,2010,ITXX,2,1.61
2012,NUTS,2010,ITXX,2,1.25
2011,NUTS,2010,ITXXX,3,1.61
2012,NUTS,2010,ITXXX,3,1.25
2012,NUTS,2010,ITZ,1,0.33
2012,NUTS,2010,ITZZ,2,0.33
2012,NUTS,2010,ITZZZ,3,0.33
2011,NUTS,2010,LT,0,2.5
2012,NUTS,2010,LT,0,4.59
2011,NUTS,2010,LT0,1,2.5
2012,NUTS,2010,LT0,1,4.59
2011,NUTS,2010,LT00,2,2.5
2012,NUTS,2010,LT00,2,4.59
2012,NUTS,2010,LT005,3,0.14
2012,NUTS,2010,LT006,3,0.33
2011,NUTS,2010,LT00A,3,2.5
2012,NUTS,2010,LT00A,3,4.11
2011,NUTS,2010,LU,0,1.75
2012,NUTS,2010,LU,0,0.83
2011,NUTS,2010,LU0,1,1.75
2012,NUTS,2010,LU0,1,0.83
2011,NUTS,2010,LU00,2,1.75
2012,NUTS,2010,LU00,2,0.83
2011,NUTS,2010,LU000,3,1.75
2012,NUTS,2010,LU000,3,0.83
2012,NUTS,2010,LV,0,1.33
2012,NUTS,2010,LV0,1,1.33
2012,NUTS,2010,LV00,2,1.33
2012,NUTS,2010,LV006,3,1.02
2012,NUTS,2010,LV007,3,0.2
2012,NUTS,2010,LV009,3,0.11
2011,NUTS,2010,NL,0,119.83
2012,NUTS,2010,NL,0,77.49
2011,NUTS,2010,NL1,1,7.61
2012,NUTS,2010,NL1,1,6.2
2011,NUTS,2010,NL11,2,2.44
2012,NUTS,2010,NL11,2,3.03
2011,NUTS,2010,NL113,3,2.44
2012,NUTS,2010,NL113,3,3.03
2011,NUTS,2010,NL12,2,5.0
2012,NUTS,2010,NL12,2,2.0
2011,NUTS,2010,NL121,3,4.0
2012,NUTS,2010,NL121,3,1.67
2011,NUTS,2010,NL123,3,1.0
2012,NUTS,2010,NL123,3,0.33
2011,NUTS,2010,NL13,2,0.17
2012,NUTS,2010,NL13,2,1.17
2011,NUTS,2010,NL131,3,0.17
2012,NUTS,2010,NL131,3,0.92
2012,NUTS,2010,NL132,3,0.25
2011,NUTS,2010,NL2,1,25.35
2012,NUTS,2010,NL2,1,13.02
2011,NUTS,2010,NL21,2,1.0
2012,NUTS,2010,NL21,2,1.33
2012,NUTS,2010,NL212,3,0.33
2011,NUTS,2010,NL213,3,1.0
2012,NUTS,2010,NL213,3,1.0
2011,NUTS,2010,NL22,2,23.53
2012,NUTS,2010,NL22,2,11.69
2011,NUTS,2010,NL221,3,14.04
2012,NUTS,2010,NL221,3,6.01
2011,NUTS,2010,NL224,3,2.0
2012,NUTS,2010,NL225,3,2.48
2011,NUTS,2010,NL226,3,7.48
2012,NUTS,2010,NL226,3,3.2
2011,NUTS,2010,NL23,2,0.83
2011,NUTS,2010,NL230,3,0.83
2011,NUTS,2010,NL3,1,51.99
2012,NUTS,2010,NL3,1,25.37
2011,NUTS,2010,NL31,2,11.56
2012,NUTS,2010,NL31,2,4.57
2011,NUTS,2010,NL310,3,11.56
2012,NUTS,2010,NL310,3,4.57
2011,NUTS,2010,NL32,2,14.53
2012,NUTS,2010,NL32,2,4.43
2011,NUTS,2010,NL321,3,0.5
2012,NUTS,2010,NL321,3,0.4
2011,NUTS,2010,NL323,3,0.33
2011,NUTS,2010,NL324,3,1.18
2011,NUTS,2010,NL326,3,11.17
2012,NUTS,2010,NL326,3,3.33
2011,NUTS,2010,NL327,3,1.34
2012,NUTS,2010,NL327,3,0.7
2011,NUTS,2010,NL33,2,25.9
2012,NUTS,2010,NL33,2,16.37
2011,NUTS,2010,NL332,3,1.77
2012,NUTS,2010,NL332,3,1.83
2011,NUTS,2010,NL333,3,8.65
2012,NUTS,2010,NL333,3,3.2
2011,NUTS,2010,NL337,3,5.13
2012,NUTS,2010,NL337,3,3.36
2011,NUTS,2010,NL338,3,0.4
