year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_pc_emp_fte_t
2011,NUTS,2010,FR4,1,0.0323
2012,NUTS,2010,FR4,1,0.0324
2013,NUTS,2010,FR4,1,0.0346
2011,NUTS,2010,FR41,2,0.0317
2012,NUTS,2010,FR41,2,0.0306
2013,NUTS,2010,FR41,2,0.0361
2011,NUTS,2010,FR42,2,0.0491
2012,NUTS,2010,FR42,2,0.0513
2013,NUTS,2010,FR42,2,0.0511
2011,NUTS,2010,FR43,2,0.0039
2012,NUTS,2010,FR43,2,0.0038
2013,NUTS,2010,FR43,2,0.0032
2011,NUTS,2010,FR5,1,0.0472
2012,NUTS,2010,FR5,1,0.0485
2013,NUTS,2010,FR5,1,0.0483
2011,NUTS,2010,FR51,2,0.0363
2012,NUTS,2010,FR51,2,0.0402
2013,NUTS,2010,FR51,2,0.0375
2011,NUTS,2010,FR52,2,0.0792
2012,NUTS,2010,FR52,2,0.0788
2013,NUTS,2010,FR52,2,0.0803
2011,NUTS,2010,FR53,2,0.0114
2012,NUTS,2010,FR53,2,0.0114
2013,NUTS,2010,FR53,2,0.0113
2011,NUTS,2010,FR6,1,0.1106
2012,NUTS,2010,FR6,1,0.115
2013,NUTS,2010,FR6,1,0.1143
2011,NUTS,2010,FR61,2,0.0402
2012,NUTS,2010,FR61,2,0.0443
2013,NUTS,2010,FR61,2,0.0464
2011,NUTS,2010,FR62,2,0.2106
2012,NUTS,2010,FR62,2,0.2171
2013,NUTS,2010,FR62,2,0.214
2011,NUTS,2010,FR63,2,0.0056
2012,NUTS,2010,FR63,2,0.0073
2013,NUTS,2010,FR63,2,0.0052
2011,NUTS,2010,FR7,1,0.1243
2012,NUTS,2010,FR7,1,0.1304
2013,NUTS,2010,FR7,1,0.1276
2011,NUTS,2010,FR71,2,0.1383
2012,NUTS,2010,FR71,2,0.1366
2013,NUTS,2010,FR71,2,0.1407
2011,NUTS,2010,FR72,2,0.0559
2012,NUTS,2010,FR72,2,0.0992
2013,NUTS,2010,FR72,2,0.0618
2011,NUTS,2010,FR8,1,0.173
2012,NUTS,2010,FR8,1,0.1706
2013,NUTS,2010,FR8,1,0.1814
2011,NUTS,2010,FR81,2,0.2496
2012,NUTS,2010,FR81,2,0.2815
2013,NUTS,2010,FR81,2,0.2657
2011,NUTS,2010,FR82,2,0.1419
2012,NUTS,2010,FR82,2,0.1236
2013,NUTS,2010,FR82,2,0.145
2011,NUTS,2010,FR83,2,0.0183
2012,NUTS,2010,FR83,2,0.024
2013,NUTS,2010,FR83,2,0.0302
2011,NUTS,2010,FRA,1,0.0961
2012,NUTS,2010,FRA,1,0.1352
2013,NUTS,2010,FRA,1,0.1312
2011,NUTS,2010,HR,0,0.1293
2012,NUTS,2010,HR,0,0.1286
2013,NUTS,2010,HR,0,0.1302
2014,NUTS,2010,HR,0,0.1205
2015,NUTS,2010,HR,0,0.1126
2016,NUTS,2010,HR,0,0.1099
2017,NUTS,2010,HR,0,0.1122
2018,NUTS,2010,HR,0,0.115
2019,NUTS,2010,HR,0,0.1136
2020,NUTS,2010,HR,0,0.1283
2011,NUTS,2010,HR0,1,0.126
2012,NUTS,2010,HR0,1,0.1255
2013,NUTS,2010,HR0,1,0.1276
2014,NUTS,2010,HR0,1,0.1186
2015,NUTS,2010,HR0,1,0.1107
2016,NUTS,2010,HR0,1,0.1084
2017,NUTS,2010,HR0,1,0.1106
2018,NUTS,2010,HR0,1,0.1133
2019,NUTS,2010,HR0,1,0.1116
2020,NUTS,2010,HR0,1,0.1262
2011,NUTS,2010,HR03,2,0.0266
2012,NUTS,2010,HR03,2,0.0288
2013,NUTS,2010,HR03,2,0.0287
2014,NUTS,2010,HR03,2,0.0221
2015,NUTS,2010,HR03,2,0.0211
2016,NUTS,2010,HR03,2,0.0304
2017,NUTS,2010,HR03,2,0.0295
2018,NUTS,2010,HR03,2,0.032
2019,NUTS,2010,HR03,2,0.0378
2020,NUTS,2010,HR03,2,0.0424
2011,NUTS,2010,HR04,2,0.1718
2012,NUTS,2010,HR04,2,0.1713
2013,NUTS,2010,HR04,2,0.1744
2014,NUTS,2010,HR04,2,0.1656
2015,NUTS,2010,HR04,2,0.1536
2016,NUTS,2010,HR04,2,0.145
2017,NUTS,2010,HR04,2,0.1503
2018,NUTS,2010,HR04,2,0.1509
2019,NUTS,2010,HR04,2,0.1463
2011,NUTS,2010,HU,0,0.1363
2012,NUTS,2010,HU,0,0.1191
2013,NUTS,2010,HU,0,0.1196
2014,NUTS,2010,HU,0,0.1139
2015,NUTS,2010,HU,0,0.1088
2016,NUTS,2010,HU,0,0.1118
2017,NUTS,2010,HU,0,0.1082
2018,NUTS,2010,HU,0,0.1449
2019,NUTS,2010,HU,0,0.1422
2020,NUTS,2010,HU,0,0.1515
2011,NUTS,2010,HU1,1,0.3602
2012,NUTS,2010,HU1,1,0.3022
2013,NUTS,2010,HU1,1,0.2948
2014,NUTS,2010,HU1,1,0.2796
2015,NUTS,2010,HU1,1,0.2677
2016,NUTS,2010,HU1,1,0.2768
2017,NUTS,2010,HU1,1,0.2697
2018,NUTS,2010,HU1,1,0.3587
2019,NUTS,2010,HU1,1,0.3543
2011,NUTS,2010,HU10,2,0.3602
2012,NUTS,2010,HU10,2,0.3022
2013,NUTS,2010,HU10,2,0.2948
2014,NUTS,2010,HU10,2,0.2796
2015,NUTS,2010,HU10,2,0.2677
2016,NUTS,2010,HU10,2,0.2768
2017,NUTS,2010,HU11,2,0.4102
2018,NUTS,2010,HU11,2,0.572
2019,NUTS,2010,HU11,2,0.5662
2017,NUTS,2010,HU12,2,0.0642
2018,NUTS,2010,HU12,2,0.06
2019,NUTS,2010,HU12,2,0.062
2011,NUTS,2010,HU2,1,0.0344
2012,NUTS,2010,HU2,1,0.0389
2013,NUTS,2010,HU2,1,0.0563
2014,NUTS,2010,HU2,1,0.0548
2015,NUTS,2010,HU2,1,0.0533
2016,NUTS,2010,HU2,1,0.0528
2017,NUTS,2010,HU2,1,0.0505
2018,NUTS,2010,HU2,1,0.0556
2019,NUTS,2010,HU2,1,0.0506
2011,NUTS,2010,HU21,2,0.0416
2012,NUTS,2010,HU21,2,0.0732
2013,NUTS,2010,HU21,2,0.0857
2014,NUTS,2010,HU21,2,0.0823
2015,NUTS,2010,HU21,2,0.0807
2016,NUTS,2010,HU21,2,0.0812
2017,NUTS,2010,HU21,2,0.0804
2018,NUTS,2010,HU21,2,0.1086
2019,NUTS,2010,HU21,2,0.0977
2011,NUTS,2010,HU22,2,0.0259
2012,NUTS,2010,HU22,2,0.0272
2013,NUTS,2010,HU22,2,0.0373
2014,NUTS,2010,HU22,2,0.0309
2015,NUTS,2010,HU22,2,0.032
2016,NUTS,2010,HU22,2,0.033
2017,NUTS,2010,HU22,2,0.0258
2018,NUTS,2010,HU22,2,0.043
2019,NUTS,2010,HU22,2,0.0389
2011,NUTS,2010,HU23,2,0.0352
2012,NUTS,2010,HU23,2,0.0073
2013,NUTS,2010,HU23,2,0.0413
2014,NUTS,2010,HU23,2,0.0484
2015,NUTS,2010,HU23,2,0.0427
2016,NUTS,2010,HU23,2,0.0399
2017,NUTS,2010,HU23,2,0.0414
2018,NUTS,2010,HU23,2,0.0011
2019,NUTS,2010,HU23,2,0.0019
2011,NUTS,2010,HU3,1,0.039
2012,NUTS,2010,HU3,1,0.034
2013,NUTS,2010,HU3,1,0.0288
2014,NUTS,2010,HU3,1,0.0274
2015,NUTS,2010,HU3,1,0.025
2016,NUTS,2010,HU3,1,0.0232
2017,NUTS,2010,HU3,1,0.0213
2018,NUTS,2010,HU3,1,0.0423
2019,NUTS,2010,HU3,1,0.0369
2011,NUTS,2010,HU31,2,0.0125
2012,NUTS,2010,HU31,2,0.0035
2013,NUTS,2010,HU31,2,0.0042
2014,NUTS,2010,HU31,2,0.0023
2015,NUTS,2010,HU31,2,0.002
2016,NUTS,2010,HU31,2,0.0015
2017,NUTS,2010,HU31,2,0.0021
2018,NUTS,2010,HU31,2,0.001
2019,NUTS,2010,HU31,2,0.0058
2011,NUTS,2010,HU32,2,0.0342
2012,NUTS,2010,HU32,2,0.0345
2013,NUTS,2010,HU32,2,0.0239
2014,NUTS,2010,HU32,2,0.0305
2015,NUTS,2010,HU32,2,0.0294
2016,NUTS,2010,HU32,2,0.0267
2017,NUTS,2010,HU32,2,0.0203
2018,NUTS,2010,HU32,2,0.0249
2019,NUTS,2010,HU32,2,0.0239
2011,NUTS,2010,HU33,2,0.066
2012,NUTS,2010,HU33,2,0.0582
2013,NUTS,2010,HU33,2,0.0549
2014,NUTS,2010,HU33,2,0.0453
2015,NUTS,2010,HU33,2,0.04
2016,NUTS,2010,HU33,2,0.0377
2017,NUTS,2010,HU33,2,0.0389
2018,NUTS,2010,HU33,2,0.0979
2019,NUTS,2010,HU33,2,0.0784
2011,NUTS,2010,IE,0,0.0297
2012,NUTS,2010,IE,0,0.027
2013,NUTS,2010,IE,0,0.0232
2014,NUTS,2010,IE,0,0.0238
2015,NUTS,2010,IE,0,0.0248
2016,NUTS,2010,IE,0,0.0244
2017,NUTS,2010,IE,0,0.0273
2018,NUTS,2010,IE,0,0.03
2019,NUTS,2010,IE,0,0.0284
2020,NUTS,2010,IE,0,0.0296
2011,NUTS,2010,IE0,1,0.029
2012,NUTS,2010,IE0,1,0.0263
2013,NUTS,2010,IE0,1,0.0226
2015,NUTS,2010,IE0,1,0.024
2017,NUTS,2010,IE0,1,0.0264
2011,NUTS,2010,IE01,2,0.0171
2012,NUTS,2010,IE01,2,0.0157
2013,NUTS,2010,IE01,2,0.0133
2015,NUTS,2010,IE01,2,0.0035
2017,NUTS,2010,IE01,2,0.0205
2011,NUTS,2010,IE02,2,0.033
2012,NUTS,2010,IE02,2,0.0299
2013,NUTS,2010,IE02,2,0.0257
2015,NUTS,2010,IE02,2,0.031
2017,NUTS,2010,IE02,2,0.0273
2011,NUTS,2010,IS,0,0.2585
2013,NUTS,2010,IS,0,0.1096
2015,NUTS,2010,IS,0,0.1374
2016,NUTS,2010,IS,0,0.0794
2017,NUTS,2010,IS,0,0.135
2018,NUTS,2010,IS,0,0.1314
2011,NUTS,2010,IT,0,0.0852
2012,NUTS,2010,IT,0,0.0936
2013,NUTS,2010,IT,0,0.0995
2014,NUTS,2010,IT,0,0.0981
2015,NUTS,2010,IT,0,0.0998
2016,NUTS,2010,IT,0,0.099
2017,NUTS,2010,IT,0,0.0998
2018,NUTS,2010,IT,0,0.1016
2019,NUTS,2010,IT,0,0.1037
2020,NUTS,2010,IT,0,0.1049
2011,NUTS,2010,ITC,1,0.046
2012,NUTS,2010,ITC,1,0.0528
2013,NUTS,2010,ITC,1,0.0543
2014,NUTS,2010,ITC,1,0.0544
2015,NUTS,2010,ITC,1,0.0576
2016,NUTS,2010,ITC,1,0.0565
2017,NUTS,2010,ITC,1,0.0556
2018,NUTS,2010,ITC,1,0.0586
2019,NUTS,2010,ITC,1,0.0614
2011,NUTS,2010,ITC1,2,0.0292
2012,NUTS,2010,ITC1,2,0.0364
2013,NUTS,2010,ITC1,2,0.039
2014,NUTS,2010,ITC1,2,0.0362
2015,NUTS,2010,ITC1,2,0.0422
2016,NUTS,2010,ITC1,2,0.0404
2017,NUTS,2010,ITC1,2,0.042
2018,NUTS,2010,ITC1,2,0.0472
2019,NUTS,2010,ITC1,2,0.0424
2011,NUTS,2010,ITC2,2,0.0681
2012,NUTS,2010,ITC2,2,0.0572
2013,NUTS,2010,ITC2,2,0.0567
2014,NUTS,2010,ITC2,2,0.0426
2015,NUTS,2010,ITC2,2,0.0451
2016,NUTS,2010,ITC2,2,0.036
2017,NUTS,2010,ITC2,2,0.0713
2018,NUTS,2010,ITC2,2,0.0471
2019,NUTS,2010,ITC2,2,0.0564
2011,NUTS,2010,ITC3,2,0.0949
2012,NUTS,2010,ITC3,2,0.1328
2013,NUTS,2010,ITC3,2,0.1455
2014,NUTS,2010,ITC3,2,0.1558
2015,NUTS,2010,ITC3,2,0.1631
2016,NUTS,2010,ITC3,2,0.1606
2017,NUTS,2010,ITC3,2,0.1676
2018,NUTS,2010,ITC3,2,0.1833
2019,NUTS,2010,ITC3,2,0.2015
2011,NUTS,2010,ITC4,2,0.0456
2012,NUTS,2010,ITC4,2,0.0479
2013,NUTS,2010,ITC4,2,0.0477
2014,NUTS,2010,ITC4,2,0.0479
2015,NUTS,2010,ITC4,2,0.0491
2016,NUTS,2010,ITC4,2,0.0488
2017,NUTS,2010,ITC4,2,0.0457
2018,NUTS,2010,ITC4,2,0.0463
2019,NUTS,2010,ITC4,2,0.0501
2011,NUTS,2010,ITF,1,0.0628
2012,NUTS,2010,ITF,1,0.0702
2013,NUTS,2010,ITF,1,0.0794
2014,NUTS,2010,ITF,1,0.0836
2015,NUTS,2010,ITF,1,0.0897
2016,NUTS,2010,ITF,1,0.0817
2017,NUTS,2010,ITF,1,0.0831
2018,NUTS,2010,ITF,1,0.0821
2019,NUTS,2010,ITF,1,0.0866
2011,NUTS,2010,ITF1,2,0.0155
2012,NUTS,2010,ITF1,2,0.0217
2013,NUTS,2010,ITF1,2,0.0271
2014,NUTS,2010,ITF1,2,0.0404
2015,NUTS,2010,ITF1,2,0.0465
2016,NUTS,2010,ITF1,2,0.0468
2017,NUTS,2010,ITF1,2,0.0496
2018,NUTS,2010,ITF1,2,0.0519
2019,NUTS,2010,ITF1,2,0.0546
2011,NUTS,2010,ITF2,2,0.007
2012,NUTS,2010,ITF2,2,0.005
2013,NUTS,2010,ITF2,2,0.0069
2014,NUTS,2010,ITF2,2,0.0051
2015,NUTS,2010,ITF2,2,0.0165
2016,NUTS,2010,ITF2,2,0.0137
2017,NUTS,2010,ITF2,2,0.0064
2018,NUTS,2010,ITF2,2,0.0097
2019,NUTS,2010,ITF2,2,0.0137
2011,NUTS,2010,ITF3,2,0.0895
2012,NUTS,2010,ITF3,2,0.1009
2013,NUTS,2010,ITF3,2,0.1101
2014,NUTS,2010,ITF3,2,0.112
2015,NUTS,2010,ITF3,2,0.1173
2016,NUTS,2010,ITF3,2,0.1077
2017,NUTS,2010,ITF3,2,0.1064
2018,NUTS,2010,ITF3,2,0.1056
2019,NUTS,2010,ITF3,2,0.1132
2011,NUTS,2010,ITF4,2,0.0568
2012,NUTS,2010,ITF4,2,0.059
2013,NUTS,2010,ITF4,2,0.068
2014,NUTS,2010,ITF4,2,0.0754
2015,NUTS,2010,ITF4,2,0.0759
2016,NUTS,2010,ITF4,2,0.0695
2017,NUTS,2010,ITF4,2,0.0745
2018,NUTS,2010,ITF4,2,0.0734
2019,NUTS,2010,ITF4,2,0.0755
2011,NUTS,2010,ITF5,2,0.1363
2012,NUTS,2010,ITF5,2,0.1453
2013,NUTS,2010,ITF5,2,0.1547
2014,NUTS,2010,ITF5,2,0.1484
2015,NUTS,2010,ITF5,2,0.1553
2016,NUTS,2010,ITF5,2,0.1489
2017,NUTS,2010,ITF5,2,0.1605
2018,NUTS,2010,ITF5,2,0.1587
2019,NUTS,2010,ITF5,2,0.1717
2011,NUTS,2010,ITF6,2,0.0302
2012,NUTS,2010,ITF6,2,0.0382
2013,NUTS,2010,ITF6,2,0.0482
2014,NUTS,2010,ITF6,2,0.0491
2015,NUTS,2010,ITF6,2,0.0668
2016,NUTS,2010,ITF6,2,0.0496
2017,NUTS,2010,ITF6,2,0.0484
2018,NUTS,2010,ITF6,2,0.0457
2019,NUTS,2010,ITF6,2,0.0458
2011,NUTS,2010,ITG,1,0.0618
2012,NUTS,2010,ITG,1,0.0759
2013,NUTS,2010,ITG,1,0.0885
2014,NUTS,2010,ITG,1,0.0936
2015,NUTS,2010,ITG,1,0.0914
2016,NUTS,2010,ITG,1,0.0883
2017,NUTS,2010,ITG,1,0.092
2018,NUTS,2010,ITG,1,0.0939
2019,NUTS,2010,ITG,1,0.0917
2011,NUTS,2010,ITG1,2,0.0579
2012,NUTS,2010,ITG1,2,0.0751
2013,NUTS,2010,ITG1,2,0.0894
2014,NUTS,2010,ITG1,2,0.0939
2015,NUTS,2010,ITG1,2,0.0921
2016,NUTS,2010,ITG1,2,0.0899
2017,NUTS,2010,ITG1,2,0.0957
2018,NUTS,2010,ITG1,2,0.1006
2019,NUTS,2010,ITG1,2,0.0962
2011,NUTS,2010,ITG2,2,0.0713
2012,NUTS,2010,ITG2,2,0.0779
2013,NUTS,2010,ITG2,2,0.0861
2014,NUTS,2010,ITG2,2,0.0929
2015,NUTS,2010,ITG2,2,0.0898
2016,NUTS,2010,ITG2,2,0.0843
2017,NUTS,2010,ITG2,2,0.083
2018,NUTS,2010,ITG2,2,0.0782
2019,NUTS,2010,ITG2,2,0.0812
2011,NUTS,2010,ITH,1,0.0786
2012,NUTS,2010,ITH,1,0.0871
2013,NUTS,2010,ITH,1,0.0939
2014,NUTS,2010,ITH,1,0.0856
2015,NUTS,2010,ITH,1,0.0851
2016,NUTS,2010,ITH,1,0.0852
2017,NUTS,2010,ITH,1,0.0859
2018,NUTS,2010,ITH,1,0.0872
2019,NUTS,2010,ITH,1,0.0872
2011,NUTS,2010,ITH1,2,0.1197
2012,NUTS,2010,ITH1,2,0.1291
2013,NUTS,2010,ITH1,2,0.141
2014,NUTS,2010,ITH1,2,0.0137
2015,NUTS,2010,ITH1,2,0.0072
2016,NUTS,2010,ITH1,2,0.0117
2017,NUTS,2010,ITH1,2,0.0077
2018,NUTS,2010,ITH1,2,0.0422
2019,NUTS,2010,ITH1,2,0.0442
2011,NUTS,2010,ITH2,2,0.2795
2012,NUTS,2010,ITH2,2,0.2881
2013,NUTS,2010,ITH2,2,0.3382
2014,NUTS,2010,ITH2,2,0.3201
2015,NUTS,2010,ITH2,2,0.2949
2016,NUTS,2010,ITH2,2,0.2988
2017,NUTS,2010,ITH2,2,0.3141
2018,NUTS,2010,ITH2,2,0.302
2019,NUTS,2010,ITH2,2,0.305
2011,NUTS,2010,ITH3,2,0.0326
2012,NUTS,2010,ITH3,2,0.0402
2013,NUTS,2010,ITH3,2,0.043
2014,NUTS,2010,ITH3,2,0.0392
2015,NUTS,2010,ITH3,2,0.0386
2016,NUTS,2010,ITH3,2,0.0383
2017,NUTS,2010,ITH3,2,0.0379
2018,NUTS,2010,ITH3,2,0.0407
2019,NUTS,2010,ITH3,2,0.041
2011,NUTS,2010,ITH4,2,0.1431
2012,NUTS,2010,ITH4,2,0.139
2013,NUTS,2010,ITH4,2,0.137
2014,NUTS,2010,ITH4,2,0.1603
2015,NUTS,2010,ITH4,2,0.16
2016,NUTS,2010,ITH4,2,0.1827
2017,NUTS,2010,ITH4,2,0.1843
2018,NUTS,2010,ITH4,2,0.1712
2019,NUTS,2010,ITH4,2,0.1693
2011,NUTS,2010,ITH5,2,0.083
2012,NUTS,2010,ITH5,2,0.0956
2013,NUTS,2010,ITH5,2,0.1019
2014,NUTS,2010,ITH5,2,0.0969
2015,NUTS,2010,ITH5,2,0.1
2016,NUTS,2010,ITH5,2,0.0945
2017,NUTS,2010,ITH5,2,0.095
2018,NUTS,2010,ITH5,2,0.0956
2019,NUTS,2010,ITH5,2,0.0956
2011,NUTS,2010,ITI,1,0.1675
2012,NUTS,2010,ITI,1,0.1728
2013,NUTS,2010,ITI,1,0.1742
2014,NUTS,2010,ITI,1,0.1684
2015,NUTS,2010,ITI,1,0.1679
2016,NUTS,2010,ITI,1,0.1746
2017,NUTS,2010,ITI,1,0.1756
2018,NUTS,2010,ITI,1,0.1781
2019,NUTS,2010,ITI,1,0.1804
2011,NUTS,2010,ITI1,2,0.0954
2012,NUTS,2010,ITI1,2,0.103
2013,NUTS,2010,ITI1,2,0.1176
2014,NUTS,2010,ITI1,2,0.1122
2015,NUTS,2010,ITI1,2,0.1072
2016,NUTS,2010,ITI1,2,0.1152
2017,NUTS,2010,ITI1,2,0.1122
2018,NUTS,2010,ITI1,2,0.1175
2019,NUTS,2010,ITI1,2,0.1146
2011,NUTS,2010,ITI2,2,0.0326
2012,NUTS,2010,ITI2,2,0.0433
2013,NUTS,2010,ITI2,2,0.0432
2014,NUTS,2010,ITI2,2,0.0447
2015,NUTS,2010,ITI2,2,0.048
2016,NUTS,2010,ITI2,2,0.0529
2017,NUTS,2010,ITI2,2,0.0426
2018,NUTS,2010,ITI2,2,0.0421
2019,NUTS,2010,ITI2,2,0.0529
2011,NUTS,2010,ITI3,2,0.0108
2012,NUTS,2010,ITI3,2,0.0135
2013,NUTS,2010,ITI3,2,0.0189
2014,NUTS,2010,ITI3,2,0.0176
2015,NUTS,2010,ITI3,2,0.0194
2016,NUTS,2010,ITI3,2,0.0194
2017,NUTS,2010,ITI3,2,0.0175
2018,NUTS,2010,ITI3,2,0.0209
2019,NUTS,2010,ITI3,2,0.0205
2011,NUTS,2010,ITI4,2,0.285
2012,NUTS,2010,ITI4,2,0.2877
2013,NUTS,2010,ITI4,2,0.2766
2014,NUTS,2010,ITI4,2,0.2655
2015,NUTS,2010,ITI4,2,0.2678
2016,NUTS,2010,ITI4,2,0.274
2017,NUTS,2010,ITI4,2,0.2786
2018,NUTS,2010,ITI4,2,0.2811
2019,NUTS,2010,ITI4,2,0.2866
2011,NUTS,2010,KR,0,0.0875
2012,NUTS,2010,KR,0,0.09
2013,NUTS,2010,KR,0,0.0929
2011,NUTS,2010,LT,0,0.1122
2012,NUTS,2010,LT,0,0.1103
2013,NUTS,2010,LT,0,0.1104
2014,NUTS,2010,LT,0,0.1087
2015,NUTS,2010,LT,0,0.1114
2016,NUTS,2010,LT,0,0.1196
2017,NUTS,2010,LT,0,0.1235
2018,NUTS,2010,LT,0,0.1197
2019,NUTS,2010,LT,0,0.116
2020,NUTS,2010,LT,0,0.1189
2015,NUTS,2010,LT01,2,0.2921
2016,NUTS,2010,LT01,2,0.2754
2017,NUTS,2010,LT01,2,0.2759
2018,NUTS,2010,LT01,2,0.269
2019,NUTS,2010,LT01,2,0.2631
2015,NUTS,2010,LT02,2,0.0308
2016,NUTS,2010,LT02,2,0.0454
2017,NUTS,2010,LT02,2,0.0462
2018,NUTS,2010,LT02,2,0.0423
2019,NUTS,2010,LT02,2,0.0397
2011,NUTS,2010,LU,0,0.3363
2012,NUTS,2010,LU,0,0.313
2013,NUTS,2010,LU,0,0.3107
2014,NUTS,2010,LU,0,0.2912
2015,NUTS,2010,LU,0,0.2418
2016,NUTS,2010,LU,0,0.2321
2017,NUTS,2010,LU,0,0.2268
2018,NUTS,2010,LU,0,0.2315
2019,NUTS,2010,LU,0,0.2305
2020,NUTS,2010,LU,0,0.2266
2011,NUTS,2010,LV,0,0.082
2012,NUTS,2010,LV,0,0.0828
2013,NUTS,2010,LV,0,0.0818
2014,NUTS,2010,LV,0,0.0795
2015,NUTS,2010,LV,0,0.0797
2016,NUTS,2010,LV,0,0.0728
2017,NUTS,2010,LV,0,0.0663
2018,NUTS,2010,LV,0,0.0656
2019,NUTS,2010,LV,0,0.0651
2020,NUTS,2010,LV,0,0.0727
2011,NUTS,2010,ME,0,0.0563
2013,NUTS,2010,ME,0,0.0486
2014,NUTS,2010,ME,0,0.0454
2015,NUTS,2010,ME,0,0.0432
2016,NUTS,2010,ME,0,0.0331
2017,NUTS,2010,ME,0,0.0446
2018,NUTS,2010,ME,0,0.0444
2019,NUTS,2010,ME,0,0.0747
2011,NUTS,2010,MK,0,0.036
2012,NUTS,2010,MK,0,0.0605
2013,NUTS,2010,MK,0,0.0511
2014,NUTS,2010,MK,0,0.0516
2015,NUTS,2010,MK,0,0.027
2016,NUTS,2010,MK,0,0.0307
2017,NUTS,2010,MK,0,0.0258
2018,NUTS,2010,MK,0,0.0247
2019,NUTS,2010,MK,0,0.0224
2020,NUTS,2010,MK,0,0.0219
2011,NUTS,2010,MT,0,0.0145
2012,NUTS,2010,MT,0,0.0158
2013,NUTS,2010,MT,0,0.0095
2014,NUTS,2010,MT,0,0.0095
2015,NUTS,2010,MT,0,0.0103
2016,NUTS,2010,MT,0,0.008
2017,NUTS,2010,MT,0,0.0068
2018,NUTS,2010,MT,0,0.0068
2019,NUTS,2010,MT,0,0.0041
2020,NUTS,2010,MT,0,0.0031
2011,NUTS,2010,NL,0,0.0813
2012,NUTS,2010,NL,0,0.1029
2013,NUTS,2010,NL,0,0.0672
2014,NUTS,2010,NL,0,0.066
2015,NUTS,2010,NL,0,0.0669
2016,NUTS,2010,NL,0,0.0675
2017,NUTS,2010,NL,0,0.0651
2018,NUTS,2010,NL,0,0.0671
2019,NUTS,2010,NL,0,0.0687
2020,NUTS,2010,NL,0,0.0676
2011,NUTS,2010,NL3,1,0.1256
2012,NUTS,2010,NL3,1,0.143
2011,NUTS,2010,NO,0,0.187
2012,NUTS,2010,NO,0,0.1857
2013,NUTS,2010,NO,0,0.1867
2014,NUTS,2010,NO,0,0.1824
2015,NUTS,2010,NO,0,0.1861
2016,NUTS,2010,NO,0,0.1881
2017,NUTS,2010,NO,0,0.1864
2018,NUTS,2010,NO,0,0.1781
2019,NUTS,2010,NO,0,0.1729
2020,NUTS,2010,NO,0,0.1749
2011,NUTS,2010,NO0,1,0.1815
2012,NUTS,2010,NO0,1,0.18
2013,NUTS,2010,NO0,1,0.1809
2014,NUTS,2010,NO0,1,0.1762
2015,NUTS,2010,NO0,1,0.1793
2016,NUTS,2010,NO0,1,0.1815
2017,NUTS,2010,NO0,1,0.1797
2018,NUTS,2010,NO0,1,0.1715
2019,NUTS,2010,NO0,1,0.1665
2011,NUTS,2010,NO01,2,0.411
2012,NUTS,2010,NO01,2,0.4059
2013,NUTS,2010,NO01,2,0.4128
2014,NUTS,2010,NO01,2,0.3946
2015,NUTS,2010,NO01,2,0.4078
2016,NUTS,2010,NO01,2,0.3998
2017,NUTS,2010,NO01,2,0.3789
2018,NUTS,2010,NO01,2,0.3791
2019,NUTS,2010,NO01,2,0.371
2011,NUTS,2010,NO02,2,0.0573
2012,NUTS,2010,NO02,2,0.0599
2013,NUTS,2010,NO02,2,0.0611
2014,NUTS,2010,NO02,2,0.0607
2015,NUTS,2010,NO02,2,0.0581
2016,NUTS,2010,NO02,2,0.0636
2017,NUTS,2010,NO02,2,0.0682
2018,NUTS,2010,NO02,2,0.072
2019,NUTS,2010,NO02,2,0.0604
2011,NUTS,2010,NO03,2,0.0593
2012,NUTS,2010,NO03,2,0.0624
2013,NUTS,2010,NO03,2,0.0629
2014,NUTS,2010,NO03,2,0.0605
2015,NUTS,2010,NO03,2,0.0639
2016,NUTS,2010,NO03,2,0.0685
2017,NUTS,2010,NO03,2,0.0698
2018,NUTS,2010,NO03,2,0.0664
2019,NUTS,2010,NO03,2,0.0619
2011,NUTS,2010,NO04,2,0.0316
2012,NUTS,2010,NO04,2,0.0319
2013,NUTS,2010,NO04,2,0.0324
2014,NUTS,2010,NO04,2,0.0329
2015,NUTS,2010,NO04,2,0.0316
2016,NUTS,2010,NO04,2,0.0348
2017,NUTS,2010,NO04,2,0.0388
2018,NUTS,2010,NO04,2,0.0376
2019,NUTS,2010,NO04,2,0.0335
2011,NUTS,2010,NO05,2,0.1956
2012,NUTS,2010,NO05,2,0.1925
2013,NUTS,2010,NO05,2,0.1924
2014,NUTS,2010,NO05,2,0.186
2015,NUTS,2010,NO05,2,0.1812
2016,NUTS,2010,NO05,2,0.1854
2017,NUTS,2010,NO05,2,0.1899
2018,NUTS,2010,NO05,2,0.145
2019,NUTS,2010,NO05,2,0.1522
2011,NUTS,2010,NO06,2,0.1512
2012,NUTS,2010,NO06,2,0.1425
2013,NUTS,2010,NO06,2,0.1277
2014,NUTS,2010,NO06,2,0.1263
2015,NUTS,2010,NO06,2,0.1282
2016,NUTS,2010,NO06,2,0.137
2017,NUTS,2010,NO06,2,0.1425
2018,NUTS,2010,NO06,2,0.1483
2019,NUTS,2010,NO06,2,0.1404
2011,NUTS,2010,NO07,2,0.146
