year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cte_p_mact
2012,NUTS,2010,ITH3,2,2.192
1999,NUTS,2010,ITH4,2,4.99
2000,NUTS,2010,ITH4,2,4.006
2001,NUTS,2010,ITH4,2,4.897
2002,NUTS,2010,ITH4,2,3.054
2003,NUTS,2010,ITH4,2,5.703
2004,NUTS,2010,ITH4,2,10.579
2005,NUTS,2010,ITH4,2,8.101
2006,NUTS,2010,ITH4,2,8.254
2007,NUTS,2010,ITH4,2,4.653
2008,NUTS,2010,ITH4,2,5.539
2009,NUTS,2010,ITH4,2,2.813
2010,NUTS,2010,ITH4,2,9.978
2011,NUTS,2010,ITH4,2,1.878
2012,NUTS,2010,ITH4,2,3.722
2005,NUTS,2010,ITH5,2,5.529
2006,NUTS,2010,ITH5,2,3.225
2007,NUTS,2010,ITH5,2,5.77
2008,NUTS,2010,ITH5,2,3.039
2009,NUTS,2010,ITH5,2,4.255
2010,NUTS,2010,ITH5,2,3.5
2011,NUTS,2010,ITH5,2,5.296
2012,NUTS,2010,ITH5,2,6.016
1999,NUTS,2010,ITI,1,3.57
2000,NUTS,2010,ITI,1,5.48
2001,NUTS,2010,ITI,1,5.868
2002,NUTS,2010,ITI,1,5.197
2003,NUTS,2010,ITI,1,7.478
2004,NUTS,2010,ITI,1,5.802
2005,NUTS,2010,ITI,1,7.263
2006,NUTS,2010,ITI,1,4.955
2007,NUTS,2010,ITI,1,7.207
2008,NUTS,2010,ITI,1,8.498
2009,NUTS,2010,ITI,1,6.812
2010,NUTS,2010,ITI,1,7.767
2011,NUTS,2010,ITI,1,6.954
2012,NUTS,2010,ITI,1,5.578
1999,NUTS,2010,ITI1,2,1.347
2000,NUTS,2010,ITI1,2,4.643
2001,NUTS,2010,ITI1,2,4.416
2002,NUTS,2010,ITI1,2,5.01
2003,NUTS,2010,ITI1,2,5.036
2004,NUTS,2010,ITI1,2,5.961
2005,NUTS,2010,ITI1,2,4.102
2006,NUTS,2010,ITI1,2,4.166
2007,NUTS,2010,ITI1,2,7.874
2008,NUTS,2010,ITI1,2,6.611
2009,NUTS,2010,ITI1,2,6.982
2010,NUTS,2010,ITI1,2,11.804
2011,NUTS,2010,ITI1,2,9.797
2012,NUTS,2010,ITI1,2,6.549
1999,NUTS,2010,ITI2,2,2.946
2001,NUTS,2010,ITI2,2,0.491
2002,NUTS,2010,ITI2,2,1.3
2005,NUTS,2010,ITI2,2,3.859
2007,NUTS,2010,ITI2,2,3.532
2010,NUTS,2010,ITI2,2,0.865
2011,NUTS,2010,ITI2,2,1.755
2005,NUTS,2010,ITI3,2,4.221
2006,NUTS,2010,ITI3,2,2.971
2007,NUTS,2010,ITI3,2,1.478
2008,NUTS,2010,ITI3,2,6.823
2009,NUTS,2010,ITI3,2,2.884
2011,NUTS,2010,ITI3,2,5.606
2012,NUTS,2010,ITI3,2,1.431
1999,NUTS,2010,ITI4,2,4.276
2000,NUTS,2010,ITI4,2,6.483
2001,NUTS,2010,ITI4,2,6.205
2002,NUTS,2010,ITI4,2,5.926
2003,NUTS,2010,ITI4,2,9.778
2004,NUTS,2010,ITI4,2,6.171
2005,NUTS,2010,ITI4,2,10.921
2006,NUTS,2010,ITI4,2,6.886
2007,NUTS,2010,ITI4,2,9.046
2008,NUTS,2010,ITI4,2,11.682
2009,NUTS,2010,ITI4,2,8.929
2010,NUTS,2010,ITI4,2,8.31
2011,NUTS,2010,ITI4,2,6.223
2012,NUTS,2010,ITI4,2,6.971
2000,NUTS,2010,LT,0,0.065
2005,NUTS,2010,LT,0,0.511
2008,NUTS,2010,LT,0,0.66
2011,NUTS,2010,LT,0,1.35
2012,NUTS,2010,LT,0,0.679
2000,NUTS,2010,LT0,1,0.065
2005,NUTS,2010,LT0,1,0.511
2008,NUTS,2010,LT0,1,0.66
2011,NUTS,2010,LT0,1,1.35
2012,NUTS,2010,LT0,1,0.679
2000,NUTS,2010,LT00,2,0.065
2005,NUTS,2010,LT00,2,0.511
2008,NUTS,2010,LT00,2,0.66
2011,NUTS,2010,LT00,2,1.35
2012,NUTS,2010,LT00,2,0.679
1999,NUTS,2010,LU,0,13.858
2000,NUTS,2010,LU,0,12.581
2001,NUTS,2010,LU,0,15.898
2003,NUTS,2010,LU,0,10.299
2004,NUTS,2010,LU,0,31.486
2005,NUTS,2010,LU,0,19.734
2006,NUTS,2010,LU,0,19.512
2007,NUTS,2010,LU,0,4.87
2008,NUTS,2010,LU,0,7.039
2009,NUTS,2010,LU,0,11.664
2010,NUTS,2010,LU,0,15.894
2011,NUTS,2010,LU,0,8.464
2012,NUTS,2010,LU,0,6.027
1999,NUTS,2010,LU0,1,13.858
2000,NUTS,2010,LU0,1,12.581
2001,NUTS,2010,LU0,1,15.898
2003,NUTS,2010,LU0,1,10.299
2004,NUTS,2010,LU0,1,31.486
2005,NUTS,2010,LU0,1,19.734
2006,NUTS,2010,LU0,1,19.512
2007,NUTS,2010,LU0,1,4.87
2008,NUTS,2010,LU0,1,7.039
2009,NUTS,2010,LU0,1,11.664
2010,NUTS,2010,LU0,1,15.894
2011,NUTS,2010,LU0,1,8.464
2012,NUTS,2010,LU0,1,6.027
1999,NUTS,2010,LU00,2,13.858
2000,NUTS,2010,LU00,2,12.581
2001,NUTS,2010,LU00,2,15.898
2003,NUTS,2010,LU00,2,10.299
2004,NUTS,2010,LU00,2,31.486
2005,NUTS,2010,LU00,2,19.734
2006,NUTS,2010,LU00,2,19.512
2007,NUTS,2010,LU00,2,4.87
2008,NUTS,2010,LU00,2,7.039
2009,NUTS,2010,LU00,2,11.664
2010,NUTS,2010,LU00,2,15.894
2011,NUTS,2010,LU00,2,8.464
2012,NUTS,2010,LU00,2,6.027
2005,NUTS,2010,LV,0,1.85
2006,NUTS,2010,LV,0,0.451
2008,NUTS,2010,LV,0,1.749
2009,NUTS,2010,LV,0,0.227
2010,NUTS,2010,LV,0,1.656
2011,NUTS,2010,LV,0,0.973
2012,NUTS,2010,LV,0,1.94
2005,NUTS,2010,LV0,1,1.85
2006,NUTS,2010,LV0,1,0.451
2008,NUTS,2010,LV0,1,1.749
2009,NUTS,2010,LV0,1,0.227
2010,NUTS,2010,LV0,1,1.656
2011,NUTS,2010,LV0,1,0.973
2012,NUTS,2010,LV0,1,1.94
2005,NUTS,2010,LV00,2,1.85
2006,NUTS,2010,LV00,2,0.451
2008,NUTS,2010,LV00,2,1.749
2009,NUTS,2010,LV00,2,0.227
2010,NUTS,2010,LV00,2,1.656
2011,NUTS,2010,LV00,2,0.973
2012,NUTS,2010,LV00,2,1.94
2002,NUTS,2010,MT,0,6.246
2008,NUTS,2010,MT,0,5.928
2009,NUTS,2010,MT,0,3.911
2002,NUTS,2010,MT0,1,6.246
2008,NUTS,2010,MT0,1,5.928
2009,NUTS,2010,MT0,1,1.926
2002,NUTS,2010,MT00,2,6.246
2008,NUTS,2010,MT00,2,5.928
2009,NUTS,2010,MT00,2,1.926
1999,NUTS,2010,NL,0,71.056
2000,NUTS,2010,NL,0,95.137
2001,NUTS,2010,NL,0,122.838
2002,NUTS,2010,NL,0,79.525
2003,NUTS,2010,NL,0,48.316
2004,NUTS,2010,NL,0,48.643
2005,NUTS,2010,NL,0,40.364
2006,NUTS,2010,NL,0,36.475
2007,NUTS,2010,NL,0,32.876
2008,NUTS,2010,NL,0,30.535
2009,NUTS,2010,NL,0,33.958
2010,NUTS,2010,NL,0,25.063
2011,NUTS,2010,NL,0,25.731
2012,NUTS,2010,NL,0,17.354
1999,NUTS,2010,NL1,1,6.663
2000,NUTS,2010,NL1,1,2.458
2001,NUTS,2010,NL1,1,6.387
2002,NUTS,2010,NL1,1,7.173
2003,NUTS,2010,NL1,1,6.227
2004,NUTS,2010,NL1,1,3.122
2005,NUTS,2010,NL1,1,6.563
2006,NUTS,2010,NL1,1,14.542
2007,NUTS,2010,NL1,1,16.127
2008,NUTS,2010,NL1,1,14.305
2009,NUTS,2010,NL1,1,8.751
2010,NUTS,2010,NL1,1,6.571
2011,NUTS,2010,NL1,1,6.149
2012,NUTS,2010,NL1,1,2.27
1999,NUTS,2010,NL11,2,4.849
2000,NUTS,2010,NL11,2,3.011
2001,NUTS,2010,NL11,2,15.975
2002,NUTS,2010,NL11,2,9.979
2003,NUTS,2010,NL11,2,8.032
2005,NUTS,2010,NL11,2,6.745
2006,NUTS,2010,NL11,2,15.28
2007,NUTS,2010,NL11,2,30.966
2008,NUTS,2010,NL11,2,17.578
2009,NUTS,2010,NL11,2,14.16
2010,NUTS,2010,NL11,2,19.128
2011,NUTS,2010,NL11,2,11.115
2012,NUTS,2010,NL11,2,6.642
1999,NUTS,2010,NL12,2,11.012
2001,NUTS,2010,NL12,2,0.81
2002,NUTS,2010,NL12,2,3.692
2003,NUTS,2010,NL12,2,3.105
2004,NUTS,2010,NL12,2,0.608
2005,NUTS,2010,NL12,2,1.017
2007,NUTS,2010,NL12,2,3.021
2008,NUTS,2010,NL12,2,1.493
2009,NUTS,2010,NL12,2,2.971
2011,NUTS,2010,NL12,2,6.124
1999,NUTS,2010,NL13,2,3.002
2000,NUTS,2010,NL13,2,5.078
2001,NUTS,2010,NL13,2,1.852
2002,NUTS,2010,NL13,2,8.4
2003,NUTS,2010,NL13,2,8.21
2004,NUTS,2010,NL13,2,10.093
2005,NUTS,2010,NL13,2,13.715
2006,NUTS,2010,NL13,2,32.827
2007,NUTS,2010,NL13,2,15.412
2008,NUTS,2010,NL13,2,27.629
2009,NUTS,2010,NL13,2,9.905
1999,NUTS,2010,NL2,1,9.496
2000,NUTS,2010,NL2,1,8.842
2001,NUTS,2010,NL2,1,11.721
2002,NUTS,2010,NL2,1,8.396
2003,NUTS,2010,NL2,1,7.113
2004,NUTS,2010,NL2,1,9.746
2005,NUTS,2010,NL2,1,5.533
2006,NUTS,2010,NL2,1,8.892
2007,NUTS,2010,NL2,1,11.83
2008,NUTS,2010,NL2,1,8.21
2009,NUTS,2010,NL2,1,6.53
2010,NUTS,2010,NL2,1,9.267
2011,NUTS,2010,NL2,1,2.263
2012,NUTS,2010,NL2,1,3.354
1999,NUTS,2010,NL21,2,21.309
2000,NUTS,2010,NL21,2,12.982
2001,NUTS,2010,NL21,2,26.493
2002,NUTS,2010,NL21,2,18.202
2003,NUTS,2010,NL21,2,15.937
2004,NUTS,2010,NL21,2,17.074
2005,NUTS,2010,NL21,2,13.724
2006,NUTS,2010,NL21,2,16.905
2007,NUTS,2010,NL21,2,24.852
2008,NUTS,2010,NL21,2,17.871
2009,NUTS,2010,NL21,2,10.23
2010,NUTS,2010,NL21,2,11.556
2011,NUTS,2010,NL21,2,5.298
2012,NUTS,2010,NL21,2,4.654
1999,NUTS,2010,NL22,2,3.502
2000,NUTS,2010,NL22,2,5.697
2001,NUTS,2010,NL22,2,2.99
2002,NUTS,2010,NL22,2,4.552
2003,NUTS,2010,NL22,2,3.556
2004,NUTS,2010,NL22,2,7.013
2005,NUTS,2010,NL22,2,2.04
2006,NUTS,2010,NL22,2,5.49
2007,NUTS,2010,NL22,2,5.601
2008,NUTS,2010,NL22,2,3.127
2009,NUTS,2010,NL22,2,5.746
2010,NUTS,2010,NL22,2,9.261
2011,NUTS,2010,NL22,2,0.997
2012,NUTS,2010,NL22,2,3.309
1999,NUTS,2010,NL23,2,6.365
2000,NUTS,2010,NL23,2,13.445
2001,NUTS,2010,NL23,2,15.859
2004,NUTS,2010,NL23,2,2.654
2006,NUTS,2010,NL23,2,3.509
2007,NUTS,2010,NL23,2,6.228
2008,NUTS,2010,NL23,2,6.03
2010,NUTS,2010,NL23,2,2.776
1999,NUTS,2010,NL3,1,12.099
2000,NUTS,2010,NL3,1,17.885
2001,NUTS,2010,NL3,1,14.28
2002,NUTS,2010,NL3,1,17.933
2003,NUTS,2010,NL3,1,12.175
2004,NUTS,2010,NL3,1,12.8
2005,NUTS,2010,NL3,1,16.148
2006,NUTS,2010,NL3,1,18.68
2007,NUTS,2010,NL3,1,15.105
2008,NUTS,2010,NL3,1,15.044
2009,NUTS,2010,NL3,1,18.69
2010,NUTS,2010,NL3,1,15.429
2011,NUTS,2010,NL3,1,13.556
2012,NUTS,2010,NL3,1,8.937
1999,NUTS,2010,NL31,2,12.95
2000,NUTS,2010,NL31,2,32.921
2001,NUTS,2010,NL31,2,21.437
2002,NUTS,2010,NL31,2,20.955
2003,NUTS,2010,NL31,2,30.453
2004,NUTS,2010,NL31,2,23.794
2005,NUTS,2010,NL31,2,18.188
2006,NUTS,2010,NL31,2,26.708
2007,NUTS,2010,NL31,2,9.025
2008,NUTS,2010,NL31,2,7.332
2009,NUTS,2010,NL31,2,6.616
2010,NUTS,2010,NL31,2,11.31
2011,NUTS,2010,NL31,2,3.239
2012,NUTS,2010,NL31,2,7.338
1999,NUTS,2010,NL32,2,14.375
2000,NUTS,2010,NL32,2,16.098
2001,NUTS,2010,NL32,2,16.059
2002,NUTS,2010,NL32,2,13.324
2003,NUTS,2010,NL32,2,9.291
2004,NUTS,2010,NL32,2,14.679
2005,NUTS,2010,NL32,2,14.697
2006,NUTS,2010,NL32,2,15.469
2007,NUTS,2010,NL32,2,9.979
2008,NUTS,2010,NL32,2,7.268
2009,NUTS,2010,NL32,2,11.31
2010,NUTS,2010,NL32,2,20.036
2011,NUTS,2010,NL32,2,14.466
2012,NUTS,2010,NL32,2,12.148
1999,NUTS,2010,NL33,2,10.549
2000,NUTS,2010,NL33,2,14.59
2001,NUTS,2010,NL33,2,11.087
2002,NUTS,2010,NL33,2,20.956
2003,NUTS,2010,NL33,2,8.609
2004,NUTS,2010,NL33,2,7.642
2005,NUTS,2010,NL33,2,17.901
2006,NUTS,2010,NL33,2,19.648
2007,NUTS,2010,NL33,2,22.741
2008,NUTS,2010,NL33,2,25.139
2009,NUTS,2010,NL33,2,29.571
2010,NUTS,2010,NL33,2,14.788
2011,NUTS,2010,NL33,2,17.429
2012,NUTS,2010,NL33,2,7.927
1999,NUTS,2010,NL34,2,7.523
2000,NUTS,2010,NL34,2,13.341
2001,NUTS,2010,NL34,2,8.436
2002,NUTS,2010,NL34,2,13.419
2003,NUTS,2010,NL34,2,5.54
2004,NUTS,2010,NL34,2,10.938
2005,NUTS,2010,NL34,2,3.095
2006,NUTS,2010,NL34,2,6.122
2007,NUTS,2010,NL34,2,1.035
2008,NUTS,2010,NL34,2,3.47
2009,NUTS,2010,NL34,2,12.853
2010,NUTS,2010,NL34,2,1.307
2011,NUTS,2010,NL34,2,5.313
1999,NUTS,2010,NL4,1,282.847
2000,NUTS,2010,NL4,1,386.232
2001,NUTS,2010,NL4,1,519.626
2002,NUTS,2010,NL4,1,311.613
2003,NUTS,2010,NL4,1,183.743
2004,NUTS,2010,NL4,1,182.43
2005,NUTS,2010,NL4,1,142.64
2006,NUTS,2010,NL4,1,112.038
2007,NUTS,2010,NL4,1,100.709
2008,NUTS,2010,NL4,1,93.772
2009,NUTS,2010,NL4,1,106.249
2010,NUTS,2010,NL4,1,70.317
2011,NUTS,2010,NL4,1,84.676
2012,NUTS,2010,NL4,1,56.47
1999,NUTS,2010,NL41,2,407.007
2000,NUTS,2010,NL41,2,549.656
2001,NUTS,2010,NL41,2,747.334
2002,NUTS,2010,NL41,2,443.454
2003,NUTS,2010,NL41,2,262.123
2004,NUTS,2010,NL41,2,258.331
2005,NUTS,2010,NL41,2,203.436
2006,NUTS,2010,NL41,2,154.613
2007,NUTS,2010,NL41,2,129.608
2008,NUTS,2010,NL41,2,126.393
2009,NUTS,2010,NL41,2,145.089
2010,NUTS,2010,NL41,2,91.845
2011,NUTS,2010,NL41,2,117.039
2012,NUTS,2010,NL41,2,75.097
1999,NUTS,2010,NL42,2,18.4
2000,NUTS,2010,NL42,2,35.596
2001,NUTS,2010,NL42,2,22.753
2002,NUTS,2010,NL42,2,20.694
2003,NUTS,2010,NL42,2,13.289
2004,NUTS,2010,NL42,2,13.53
2005,NUTS,2010,NL42,2,7.88
2006,NUTS,2010,NL42,2,17.615
2007,NUTS,2010,NL42,2,36.351
2008,NUTS,2010,NL42,2,20.335
2009,NUTS,2010,NL42,2,18.478
2010,NUTS,2010,NL42,2,20.979
2011,NUTS,2010,NL42,2,9.886
2012,NUTS,2010,NL42,2,13.454
1999,NUTS,2010,NO,0,13.689
2000,NUTS,2010,NO,0,11.03
2001,NUTS,2010,NO,0,13.607
2002,NUTS,2010,NO,0,13.339
2003,NUTS,2010,NO,0,18.467
2004,NUTS,2010,NO,0,14.658
2005,NUTS,2010,NO,0,11.972
2006,NUTS,2010,NO,0,11.212
2007,NUTS,2010,NO,0,9.365
2008,NUTS,2010,NO,0,8.529
2009,NUTS,2010,NO,0,10.145
2010,NUTS,2010,NO,0,8.229
2011,NUTS,2010,NO,0,11.215
2012,NUTS,2010,NO,0,11.979
1999,NUTS,2010,NO0,1,13.689
2000,NUTS,2010,NO0,1,10.817
2001,NUTS,2010,NO0,1,13.607
2002,NUTS,2010,NO0,1,13.339
2003,NUTS,2010,NO0,1,18.324
2004,NUTS,2010,NO0,1,14.658
2005,NUTS,2010,NO0,1,11.972
2006,NUTS,2010,NO0,1,10.801
2007,NUTS,2010,NO0,1,9.365
2008,NUTS,2010,NO0,1,8.529
2009,NUTS,2010,NO0,1,10.145
2010,NUTS,2010,NO0,1,8.229
2011,NUTS,2010,NO0,1,10.833
2012,NUTS,2010,NO0,1,11.852
1999,NUTS,2010,NO01,2,29.285
2000,NUTS,2010,NO01,2,20.099
2001,NUTS,2010,NO01,2,28.595
2002,NUTS,2010,NO01,2,33.939
2003,NUTS,2010,NO01,2,57.769
2004,NUTS,2010,NO01,2,39.504
2005,NUTS,2010,NO01,2,30.952
2006,NUTS,2010,NO01,2,26.412
2007,NUTS,2010,NO01,2,32.891
2008,NUTS,2010,NO01,2,25.575
2009,NUTS,2010,NO01,2,31.646
2010,NUTS,2010,NO01,2,21.975
2011,NUTS,2010,NO01,2,24.442
2012,NUTS,2010,NO01,2,28.772
2003,NUTS,2010,NO02,2,1.359
2004,NUTS,2010,NO02,2,2.317
2009,NUTS,2010,NO02,2,5.274
1999,NUTS,2010,NO03,2,22.024
2000,NUTS,2010,NO03,2,10.533
2001,NUTS,2010,NO03,2,11.821
2002,NUTS,2010,NO03,2,9.277
2003,NUTS,2010,NO03,2,8.629
2004,NUTS,2010,NO03,2,17.172
2005,NUTS,2010,NO03,2,15.776
2006,NUTS,2010,NO03,2,10.747
2007,NUTS,2010,NO03,2,0.714
2008,NUTS,2010,NO03,2,3.189
2009,NUTS,2010,NO03,2,4.206
2010,NUTS,2010,NO03,2,9.344
2011,NUTS,2010,NO03,2,1.032
2012,NUTS,2010,NO03,2,6.915
1999,NUTS,2010,NO04,2,16.111
2000,NUTS,2010,NO04,2,8.446
2001,NUTS,2010,NO04,2,15.446
2002,NUTS,2010,NO04,2,9.896
2003,NUTS,2010,NO04,2,9.629
2004,NUTS,2010,NO04,2,5.954
2006,NUTS,2010,NO04,2,5.265
2007,NUTS,2010,NO04,2,0.915
2008,NUTS,2010,NO04,2,5.363
2009,NUTS,2010,NO04,2,1.34
2010,NUTS,2010,NO04,2,2.667
2012,NUTS,2010,NO04,2,8.068
2001,NUTS,2010,NO05,2,7.463
2002,NUTS,2010,NO05,2,2.431
2003,NUTS,2010,NO05,2,4.841
2004,NUTS,2010,NO05,2,4.848
2005,NUTS,2010,NO05,2,2.435
2006,NUTS,2010,NO05,2,4.709
2007,NUTS,2010,NO05,2,6.162
2008,NUTS,2010,NO05,2,2.244
2011,NUTS,2010,NO05,2,4.401
1999,NUTS,2010,NO06,2,6.03
2000,NUTS,2010,NO06,2,35.176
2001,NUTS,2010,NO06,2,14.985
2002,NUTS,2010,NO06,2,16.974
2003,NUTS,2010,NO06,2,8.803
2004,NUTS,2010,NO06,2,3.709
2005,NUTS,2010,NO06,2,14.822
2006,NUTS,2010,NO06,2,10.75
2007,NUTS,2010,NO06,2,0.919
2008,NUTS,2010,NO06,2,5.975
2009,NUTS,2010,NO06,2,11.984
2010,NUTS,2010,NO06,2,8.24
2011,NUTS,2010,NO06,2,45.167
2012,NUTS,2010,NO06,2,26.397
2002,NUTS,2010,NO07,2,4.172
2003,NUTS,2010,NO07,2,2.12
1999,NUTS,2010,PL,0,0.015
2000,NUTS,2010,PL,0,0.058
2001,NUTS,2010,PL,0,0.061
2002,NUTS,2010,PL,0,0.158
2003,NUTS,2010,PL,0,0.295
2004,NUTS,2010,PL,0,0.473
2005,NUTS,2010,PL,0,1.002
2006,NUTS,2010,PL,0,0.574
2007,NUTS,2010,PL,0,0.852
2008,NUTS,2010,PL,0,0.691
2009,NUTS,2010,PL,0,1.215
2010,NUTS,2010,PL,0,1.496
2011,NUTS,2010,PL,0,1.329
2012,NUTS,2010,PL,0,1.328
2001,NUTS,2010,PL1,1,0.28
2002,NUTS,2010,PL1,1,0.177
2005,NUTS,2010,PL1,1,0.455
2007,NUTS,2010,PL1,1,0.257
2008,NUTS,2010,PL1,1,0.718
2009,NUTS,2010,PL1,1,1.705
2010,NUTS,2010,PL1,1,0.692
2011,NUTS,2010,PL1,1,2.415
2012,NUTS,2010,PL1,1,1.166
2002,NUTS,2010,PL11,2,0.185
2008,NUTS,2010,PL11,2,0.469
2009,NUTS,2010,PL11,2,3.33
2011,NUTS,2010,PL11,2,0.981
2001,NUTS,2010,PL12,2,0.447
2002,NUTS,2010,PL12,2,0.172
2005,NUTS,2010,PL12,2,0.719
2007,NUTS,2010,PL12,2,0.397
2008,NUTS,2010,PL12,2,0.853
2009,NUTS,2010,PL12,2,0.853
2010,NUTS,2010,PL12,2,1.062
2011,NUTS,2010,PL12,2,3.16
2012,NUTS,2010,PL12,2,1.754
2002,NUTS,2010,PL2,1,0.097
2005,NUTS,2010,PL2,1,0.094
2006,NUTS,2010,PL2,1,0.631
2007,NUTS,2010,PL2,1,0.603
2008,NUTS,2010,PL2,1,0.646
2009,NUTS,2010,PL2,1,1.08
2010,NUTS,2010,PL2,1,0.645
2011,NUTS,2010,PL2,1,0.91
2012,NUTS,2010,PL2,1,1.125
2002,NUTS,2010,PL21,2,0.227
2006,NUTS,2010,PL21,2,0.115
2008,NUTS,2010,PL21,2,0.831
2009,NUTS,2010,PL21,2,1.065
2010,NUTS,2010,PL21,2,0.483
2011,NUTS,2010,PL21,2,1.195
2012,NUTS,2010,PL21,2,2.071
2005,NUTS,2010,PL22,2,0.16
2006,NUTS,2010,PL22,2,1.021
2007,NUTS,2010,PL22,2,1.041
2008,NUTS,2010,PL22,2,0.513
2009,NUTS,2010,PL22,2,1.09
2010,NUTS,2010,PL22,2,0.758
2011,NUTS,2010,PL22,2,0.716
2012,NUTS,2010,PL22,2,0.475
2003,NUTS,2010,PL3,1,0.318
2005,NUTS,2010,PL3,1,2.249
2006,NUTS,2010,PL3,1,0.393
2007,NUTS,2010,PL3,1,0.955
2008,NUTS,2010,PL3,1,0.779
2009,NUTS,2010,PL3,1,0.92
2010,NUTS,2010,PL3,1,0.921
2011,NUTS,2010,PL3,1,0.464
2012,NUTS,2010,PL3,1,0.316
2009,NUTS,2010,PL31,2,0.92
2011,NUTS,2010,PL31,2,0.62
2012,NUTS,2010,PL31,2,0.945
2003,NUTS,2010,PL32,2,1.066
2005,NUTS,2010,PL32,2,7.801
2006,NUTS,2010,PL32,2,1.112
2007,NUTS,2010,PL32,2,3.289
2008,NUTS,2010,PL32,2,2.629
2009,NUTS,2010,PL32,2,2.027
2010,NUTS,2010,PL32,2,3.174
2011,NUTS,2010,PL32,2,0.882
2006,NUTS,2010,PL34,2,0.424
2002,NUTS,2010,PL4,1,0.455
2003,NUTS,2010,PL4,1,1.069
2004,NUTS,2010,PL4,1,2.872
2005,NUTS,2010,PL4,1,2.614
2006,NUTS,2010,PL4,1,0.768
2007,NUTS,2010,PL4,1,1.583
2009,NUTS,2010,PL4,1,1.191
2010,NUTS,2010,PL4,1,4.815
2011,NUTS,2010,PL4,1,2.571
2012,NUTS,2010,PL4,1,3.073
2002,NUTS,2010,PL41,2,0.188
2005,NUTS,2010,PL41,2,0.65
2010,NUTS,2010,PL41,2,1.017
2011,NUTS,2010,PL41,2,0.751
2012,NUTS,2010,PL41,2,2.719
2005,NUTS,2010,PL42,2,0.238
2007,NUTS,2010,PL42,2,1.634
2012,NUTS,2010,PL42,2,0.524
2002,NUTS,2010,PL43,2,2.027
2003,NUTS,2010,PL43,2,6.486
2004,NUTS,2010,PL43,2,15.936
2005,NUTS,2010,PL43,2,12.203
2006,NUTS,2010,PL43,2,4.167
2007,NUTS,2010,PL43,2,6.189
2009,NUTS,2010,PL43,2,6.665
2010,NUTS,2010,PL43,2,23.041
2011,NUTS,2010,PL43,2,11.848
2012,NUTS,2010,PL43,2,7.851
2005,NUTS,2010,PL5,1,0.598
2006,NUTS,2010,PL5,1,2.201
2007,NUTS,2010,PL5,1,2.559
2008,NUTS,2010,PL5,1,2.191
2009,NUTS,2010,PL5,1,1.9
2010,NUTS,2010,PL5,1,2.358
2011,NUTS,2010,PL5,1,1.011
2012,NUTS,2010,PL5,1,2.434
2005,NUTS,2010,PL51,2,0.538
2006,NUTS,2010,PL51,2,1.339
2007,NUTS,2010,PL51,2,2.582
2008,NUTS,2010,PL51,2,1.583
2009,NUTS,2010,PL51,2,1.36
2010,NUTS,2010,PL51,2,3.097
2011,NUTS,2010,PL51,2,1.337
2012,NUTS,2010,PL51,2,2.41
2005,NUTS,2010,PL52,2,0.78
2006,NUTS,2010,PL52,2,5.038
2007,NUTS,2010,PL52,2,2.486
2008,NUTS,2010,PL52,2,4.055
2009,NUTS,2010,PL52,2,3.505
2012,NUTS,2010,PL52,2,2.509
1999,NUTS,2010,PL6,1,0.105
2000,NUTS,2010,PL6,1,0.408
2002,NUTS,2010,PL6,1,0.196
2003,NUTS,2010,PL6,1,0.4
2006,NUTS,2010,PL6,1,0.266
2008,NUTS,2010,PL6,1,0.222
2009,NUTS,2010,PL6,1,0.525
2010,NUTS,2010,PL6,1,0.422
2012,NUTS,2010,PL6,1,0.414
2008,NUTS,2010,PL61,2,0.62
2009,NUTS,2010,PL61,2,0.27
2012,NUTS,2010,PL61,2,1.114
2006,NUTS,2010,PL62,2,0.994
1999,NUTS,2010,PL63,2,0.292
2000,NUTS,2010,PL63,2,1.232
2002,NUTS,2010,PL63,2,0.533
2003,NUTS,2010,PL63,2,1.102
2009,NUTS,2010,PL63,2,1.186
2010,NUTS,2010,PL63,2,1.126
1999,NUTS,2010,PT,0,0.064
2000,NUTS,2010,PT,0,0.288
2001,NUTS,2010,PT,0,0.377
2002,NUTS,2010,PT,0,0.416
2003,NUTS,2010,PT,0,0.828
2004,NUTS,2010,PT,0,0.615
2005,NUTS,2010,PT,0,4.828
2006,NUTS,2010,PT,0,3.618
2007,NUTS,2010,PT,0,3.79
2008,NUTS,2010,PT,0,2.011
2009,NUTS,2010,PT,0,0.911
2010,NUTS,2010,PT,0,1.0
2011,NUTS,2010,PT,0,1.997
2012,NUTS,2010,PT,0,0.836
1999,NUTS,2010,PT1,1,0.067
2000,NUTS,2010,PT1,1,0.3
2001,NUTS,2010,PT1,1,0.393
2002,NUTS,2010,PT1,1,0.241
2003,NUTS,2010,PT1,1,0.672
2004,NUTS,2010,PT1,1,0.643
2005,NUTS,2010,PT1,1,5.048
2006,NUTS,2010,PT1,1,3.721
2007,NUTS,2010,PT1,1,3.9
2008,NUTS,2010,PT1,1,1.982
2009,NUTS,2010,PT1,1,0.956
2010,NUTS,2010,PT1,1,1.049
2011,NUTS,2010,PT1,1,1.903
2012,NUTS,2010,PT1,1,0.813
2003,NUTS,2010,PT11,2,0.261
2005,NUTS,2010,PT11,2,0.447
2006,NUTS,2010,PT11,2,0.501
2007,NUTS,2010,PT11,2,0.946
2008,NUTS,2010,PT11,2,1.068
