year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_pc_act_hc_t
2016,NUTS,2010,PL7,1,0.4089
2017,NUTS,2010,PL7,1,0.5828
2019,NUTS,2010,PL7,1,0.6134
2016,NUTS,2010,PL71,2,0.5137
2017,NUTS,2010,PL71,2,0.7206
2018,NUTS,2010,PL71,2,0.627
2019,NUTS,2010,PL71,2,0.7411
2016,NUTS,2010,PL72,2,0.1913
2017,NUTS,2010,PL72,2,0.292
2019,NUTS,2010,PL72,2,0.3444
2016,NUTS,2010,PL8,1,0.4759
2017,NUTS,2010,PL8,1,0.6322
2018,NUTS,2010,PL8,1,0.7127
2019,NUTS,2010,PL8,1,0.7356
2016,NUTS,2010,PL81,2,0.6874
2017,NUTS,2010,PL81,2,0.9605
2018,NUTS,2010,PL81,2,1.1258
2019,NUTS,2010,PL81,2,1.1632
2016,NUTS,2010,PL82,2,0.2792
2017,NUTS,2010,PL82,2,0.3036
2019,NUTS,2010,PL82,2,0.2924
2016,NUTS,2010,PL84,2,0.4405
2017,NUTS,2010,PL84,2,0.6272
2019,NUTS,2010,PL84,2,0.7327
2016,NUTS,2010,PL9,1,0.7856
2017,NUTS,2010,PL9,1,1.1565
2018,NUTS,2010,PL9,1,1.2723
2019,NUTS,2010,PL9,1,1.297
2016,NUTS,2010,PL91,2,1.3724
2017,NUTS,2010,PL91,2,2.0372
2016,NUTS,2010,PL92,2,0.0786
2017,NUTS,2010,PL92,2,0.0965
2011,NUTS,2010,PT,0,0.9616
2012,NUTS,2010,PT,0,0.9913
2013,NUTS,2010,PT,0,1.1404
2014,NUTS,2010,PT,0,1.1194
2015,NUTS,2010,PT,0,1.1348
2016,NUTS,2010,PT,0,1.1792
2017,NUTS,2010,PT,0,1.1765
2018,NUTS,2010,PT,0,1.2403
2019,NUTS,2010,PT,0,1.2399
2020,NUTS,2010,PT,0,1.2188
2011,NUTS,2010,PT1,1,0.9174
2012,NUTS,2010,PT1,1,0.9438
2013,NUTS,2010,PT1,1,1.0921
2014,NUTS,2010,PT1,1,1.082
2015,NUTS,2010,PT1,1,1.1026
2016,NUTS,2010,PT1,1,1.1484
2017,NUTS,2010,PT1,1,1.1474
2018,NUTS,2010,PT1,1,1.2127
2019,NUTS,2010,PT1,1,1.2126
2020,NUTS,2010,PT1,1,1.1929
2011,NUTS,2010,PT11,2,0.7652
2012,NUTS,2010,PT11,2,0.7506
2013,NUTS,2010,PT11,2,0.9164
2014,NUTS,2010,PT11,2,0.9004
2015,NUTS,2010,PT11,2,0.9129
2016,NUTS,2010,PT11,2,0.9822
2017,NUTS,2010,PT11,2,0.9781
2018,NUTS,2010,PT11,2,1.0358
2019,NUTS,2010,PT11,2,1.0469
2020,NUTS,2010,PT11,2,1.0374
2011,NUTS,2010,PT15,2,0.5816
2012,NUTS,2010,PT15,2,0.53
2013,NUTS,2010,PT15,2,0.5627
2014,NUTS,2010,PT15,2,0.5697
2015,NUTS,2010,PT15,2,0.6116
2016,NUTS,2010,PT15,2,0.5828
2017,NUTS,2010,PT15,2,0.5162
2018,NUTS,2010,PT15,2,0.5616
2019,NUTS,2010,PT15,2,0.5892
2020,NUTS,2010,PT15,2,0.5959
2011,NUTS,2010,PT16,2,0.8418
2012,NUTS,2010,PT16,2,0.8533
2013,NUTS,2010,PT16,2,0.9372
2014,NUTS,2010,PT16,2,0.9289
2015,NUTS,2010,PT16,2,0.9285
2016,NUTS,2010,PT16,2,0.9847
2017,NUTS,2010,PT16,2,0.9903
2018,NUTS,2010,PT16,2,1.0574
2019,NUTS,2010,PT16,2,1.0639
2020,NUTS,2010,PT16,2,1.0729
2011,NUTS,2010,PT17,2,1.3755
2012,NUTS,2010,PT17,2,1.4771
2013,NUTS,2010,PT17,2,1.7153
2014,NUTS,2010,PT17,2,1.7063
2015,NUTS,2010,PT17,2,1.7452
2016,NUTS,2010,PT17,2,1.7519
2017,NUTS,2010,PT17,2,1.76
2018,NUTS,2010,PT17,2,1.844
2019,NUTS,2010,PT17,2,1.8091
2020,NUTS,2010,PT17,2,1.7568
2011,NUTS,2010,PT18,2,0.4092
2012,NUTS,2010,PT18,2,0.4618
2013,NUTS,2010,PT18,2,0.4398
2014,NUTS,2010,PT18,2,0.4272
2015,NUTS,2010,PT18,2,0.4329
2016,NUTS,2010,PT18,2,0.4815
2017,NUTS,2010,PT18,2,0.501
2018,NUTS,2010,PT18,2,0.5131
2019,NUTS,2010,PT18,2,0.5197
2020,NUTS,2010,PT18,2,0.489
2011,NUTS,2010,PT2,1,0.3292
2012,NUTS,2010,PT2,1,0.2983
2013,NUTS,2010,PT2,1,0.3556
2014,NUTS,2010,PT2,1,0.3701
2015,NUTS,2010,PT2,1,0.3614
2016,NUTS,2010,PT2,1,0.4007
2017,NUTS,2010,PT2,1,0.4223
2018,NUTS,2010,PT2,1,0.3704
2019,NUTS,2010,PT2,1,0.3517
2020,NUTS,2010,PT2,1,0.3548
2011,NUTS,2010,PT20,2,0.3292
2012,NUTS,2010,PT20,2,0.2983
2013,NUTS,2010,PT20,2,0.3556
2014,NUTS,2010,PT20,2,0.3701
2015,NUTS,2010,PT20,2,0.3614
2016,NUTS,2010,PT20,2,0.4007
2017,NUTS,2010,PT20,2,0.4223
2018,NUTS,2010,PT20,2,0.3704
2019,NUTS,2010,PT20,2,0.3517
2020,NUTS,2010,PT20,2,0.3548
2011,NUTS,2010,PT3,1,0.176
2012,NUTS,2010,PT3,1,0.1819
2013,NUTS,2010,PT3,1,0.2432
2014,NUTS,2010,PT3,1,0.2816
2015,NUTS,2010,PT3,1,0.286
2016,NUTS,2010,PT3,1,0.2894
2017,NUTS,2010,PT3,1,0.2715
2018,NUTS,2010,PT3,1,0.2992
2019,NUTS,2010,PT3,1,0.2812
2020,NUTS,2010,PT3,1,0.2837
2011,NUTS,2010,PT30,2,0.176
2012,NUTS,2010,PT30,2,0.1819
2013,NUTS,2010,PT30,2,0.2432
2014,NUTS,2010,PT30,2,0.2816
2015,NUTS,2010,PT30,2,0.286
2016,NUTS,2010,PT30,2,0.2894
2017,NUTS,2010,PT30,2,0.2715
2018,NUTS,2010,PT30,2,0.2992
2019,NUTS,2010,PT30,2,0.2812
2020,NUTS,2010,PT30,2,0.2837
2011,NUTS,2010,RO,0,0.2482
2012,NUTS,2010,RO,0,0.2375
2013,NUTS,2010,RO,0,0.2376
2014,NUTS,2010,RO,0,0.2328
2015,NUTS,2010,RO,0,0.235
2016,NUTS,2010,RO,0,0.2376
2017,NUTS,2010,RO,0,0.2359
2018,NUTS,2010,RO,0,0.2315
2019,NUTS,2010,RO,0,0.226
2011,NUTS,2010,RO1,1,0.2158
2012,NUTS,2010,RO1,1,0.1731
2013,NUTS,2010,RO1,1,0.1585
2014,NUTS,2010,RO1,1,0.1685
2015,NUTS,2010,RO1,1,0.1684
2016,NUTS,2010,RO1,1,0.1717
2017,NUTS,2010,RO1,1,0.1666
2018,NUTS,2010,RO1,1,0.1809
2019,NUTS,2010,RO1,1,0.1932
2011,NUTS,2010,RO11,2,0.1968
2012,NUTS,2010,RO11,2,0.145
2013,NUTS,2010,RO11,2,0.1314
2014,NUTS,2010,RO11,2,0.152
2015,NUTS,2010,RO11,2,0.1567
2016,NUTS,2010,RO11,2,0.1587
2017,NUTS,2010,RO11,2,0.1541
2018,NUTS,2010,RO11,2,0.1742
2019,NUTS,2010,RO11,2,0.1973
2011,NUTS,2010,RO12,2,0.239
2012,NUTS,2010,RO12,2,0.2084
2013,NUTS,2010,RO12,2,0.1921
2014,NUTS,2010,RO12,2,0.1891
2015,NUTS,2010,RO12,2,0.1828
2016,NUTS,2010,RO12,2,0.1877
2017,NUTS,2010,RO12,2,0.1823
2018,NUTS,2010,RO12,2,0.1895
2019,NUTS,2010,RO12,2,0.1881
2011,NUTS,2010,RO2,1,0.1257
2012,NUTS,2010,RO2,1,0.1293
2013,NUTS,2010,RO2,1,0.1381
2014,NUTS,2010,RO2,1,0.1454
2015,NUTS,2010,RO2,1,0.151
2016,NUTS,2010,RO2,1,0.151
2017,NUTS,2010,RO2,1,0.1548
2018,NUTS,2010,RO2,1,0.154
2019,NUTS,2010,RO2,1,0.1447
2011,NUTS,2010,RO21,2,0.1547
2012,NUTS,2010,RO21,2,0.1595
2013,NUTS,2010,RO21,2,0.1685
2014,NUTS,2010,RO21,2,0.1751
2015,NUTS,2010,RO21,2,0.1746
2016,NUTS,2010,RO21,2,0.1647
2017,NUTS,2010,RO21,2,0.1572
2018,NUTS,2010,RO21,2,0.1419
2019,NUTS,2010,RO21,2,0.142
2011,NUTS,2010,RO22,2,0.0839
2012,NUTS,2010,RO22,2,0.0856
2013,NUTS,2010,RO22,2,0.0928
2014,NUTS,2010,RO22,2,0.0999
2015,NUTS,2010,RO22,2,0.1144
2016,NUTS,2010,RO22,2,0.1295
2017,NUTS,2010,RO22,2,0.1511
2018,NUTS,2010,RO22,2,0.1733
2019,NUTS,2010,RO22,2,0.1491
2011,NUTS,2010,RO3,1,0.286
2012,NUTS,2010,RO3,1,0.2744
2013,NUTS,2010,RO3,1,0.2727
2014,NUTS,2010,RO3,1,0.2528
2015,NUTS,2010,RO3,1,0.2695
2016,NUTS,2010,RO3,1,0.2855
2017,NUTS,2010,RO3,1,0.28
2018,NUTS,2010,RO3,1,0.3082
2019,NUTS,2010,RO3,1,0.2985
2011,NUTS,2010,RO31,2,0.0559
2012,NUTS,2010,RO31,2,0.0546
2013,NUTS,2010,RO31,2,0.0526
2014,NUTS,2010,RO31,2,0.048
2015,NUTS,2010,RO31,2,0.0483
2016,NUTS,2010,RO31,2,0.0506
2017,NUTS,2010,RO31,2,0.0436
2018,NUTS,2010,RO31,2,0.0443
2019,NUTS,2010,RO31,2,0.0436
2011,NUTS,2010,RO32,2,0.5671
2012,NUTS,2010,RO32,2,0.5493
2013,NUTS,2010,RO32,2,0.5546
2014,NUTS,2010,RO32,2,0.5126
2015,NUTS,2010,RO32,2,0.5431
2016,NUTS,2010,RO32,2,0.5635
2017,NUTS,2010,RO32,2,0.5568
2018,NUTS,2010,RO32,2,0.6119
2019,NUTS,2010,RO32,2,0.5886
2011,NUTS,2010,RO4,1,0.2313
2012,NUTS,2010,RO4,1,0.2459
2013,NUTS,2010,RO4,1,0.2565
2014,NUTS,2010,RO4,1,0.2453
2015,NUTS,2010,RO4,1,0.2492
2016,NUTS,2010,RO4,1,0.247
2017,NUTS,2010,RO4,1,0.2443
2018,NUTS,2010,RO4,1,0.1645
2019,NUTS,2010,RO4,1,0.1601
2011,NUTS,2010,RO41,2,0.154
2012,NUTS,2010,RO41,2,0.1505
2013,NUTS,2010,RO41,2,0.1542
2014,NUTS,2010,RO41,2,0.1485
2015,NUTS,2010,RO41,2,0.1584
2016,NUTS,2010,RO41,2,0.1646
2017,NUTS,2010,RO41,2,0.1556
2018,NUTS,2010,RO41,2,0.0823
2019,NUTS,2010,RO41,2,0.0855
2011,NUTS,2010,RO42,2,0.3281
2012,NUTS,2010,RO42,2,0.3657
2013,NUTS,2010,RO42,2,0.3795
2014,NUTS,2010,RO42,2,0.3632
2015,NUTS,2010,RO42,2,0.3552
2016,NUTS,2010,RO42,2,0.3429
2017,NUTS,2010,RO42,2,0.3523
2018,NUTS,2010,RO42,2,0.2643
2019,NUTS,2010,RO42,2,0.248
2011,NUTS,2010,RS,0,0.4582
2012,NUTS,2010,RS,0,0.4385
2013,NUTS,2010,RS,0,0.4758
2014,NUTS,2010,RS,0,0.4619
2015,NUTS,2010,RS,0,0.4928
2016,NUTS,2010,RS,0,0.473
2017,NUTS,2010,RS,0,0.4675
2018,NUTS,2010,RS,0,0.472
2019,NUTS,2010,RS,0,0.4744
2020,NUTS,2010,RS,0,0.4975
2018,NUTS,2010,RS1,1,0.6638
2019,NUTS,2010,RS1,1,0.6658
2020,NUTS,2010,RS1,1,0.7076
2018,NUTS,2010,RS11,2,0.846
2019,NUTS,2010,RS11,2,0.8857
2020,NUTS,2010,RS11,2,0.9415
2018,NUTS,2010,RS12,2,0.4891
2019,NUTS,2010,RS12,2,0.4557
2020,NUTS,2010,RS12,2,0.4821
2018,NUTS,2010,RS2,1,0.2139
2019,NUTS,2010,RS2,1,0.2073
2020,NUTS,2010,RS2,1,0.2045
2018,NUTS,2010,RS21,2,0.1698
2019,NUTS,2010,RS21,2,0.1485
2020,NUTS,2010,RS21,2,0.1526
2018,NUTS,2010,RS22,2,0.2751
2019,NUTS,2010,RS22,2,0.2881
2020,NUTS,2010,RS22,2,0.2777
2011,NUTS,2010,RU,0,0.0785
2012,NUTS,2010,RU,0,0.0797
2011,NUTS,2010,SE,0,1.124
2013,NUTS,2010,SE,0,1.1258
2015,NUTS,2010,SE,0,1.0711
2017,NUTS,2010,SE,0,0.7381
2019,NUTS,2010,SE,0,0.7791
2011,NUTS,2010,SE1,1,1.3501
2013,NUTS,2010,SE1,1,1.3445
2015,NUTS,2010,SE1,1,1.2345
2017,NUTS,2010,SE1,1,0.8668
2019,NUTS,2010,SE1,1,0.9038
2011,NUTS,2010,SE11,2,1.2234
2013,NUTS,2010,SE11,2,1.2047
2015,NUTS,2010,SE11,2,1.1499
2017,NUTS,2010,SE11,2,0.8116
2019,NUTS,2010,SE11,2,0.8215
2011,NUTS,2010,SE12,2,1.5334
2013,NUTS,2010,SE12,2,1.5512
2015,NUTS,2010,SE12,2,1.3609
2017,NUTS,2010,SE12,2,0.9503
2019,NUTS,2010,SE12,2,1.0285
2011,NUTS,2010,SE2,1,0.8977
2013,NUTS,2010,SE2,1,0.8952
2015,NUTS,2010,SE2,1,0.8759
2017,NUTS,2010,SE2,1,0.6034
2019,NUTS,2010,SE2,1,0.6399
2011,NUTS,2010,SE21,2,0.5659
2013,NUTS,2010,SE21,2,0.4906
2015,NUTS,2010,SE21,2,0.4939
2017,NUTS,2010,SE21,2,0.3265
2019,NUTS,2010,SE21,2,0.3377
2011,NUTS,2010,SE22,2,1.1067
2013,NUTS,2010,SE22,2,1.1592
2015,NUTS,2010,SE22,2,1.0887
2017,NUTS,2010,SE22,2,0.7274
2019,NUTS,2010,SE22,2,0.8032
2011,NUTS,2010,SE23,2,0.8853
2013,NUTS,2010,SE23,2,0.8709
2015,NUTS,2010,SE23,2,0.8797
2017,NUTS,2010,SE23,2,0.6288
2019,NUTS,2010,SE23,2,0.6482
2011,NUTS,2010,SE3,1,0.9476
2013,NUTS,2010,SE3,1,0.9311
2015,NUTS,2010,SE3,1,0.8998
2017,NUTS,2010,SE3,1,0.5721
2019,NUTS,2010,SE3,1,0.615
2011,NUTS,2010,SE31,2,0.5171
2013,NUTS,2010,SE31,2,0.4903
2015,NUTS,2010,SE31,2,0.5067
2017,NUTS,2010,SE31,2,0.3125
2019,NUTS,2010,SE31,2,0.2953
2011,NUTS,2010,SE32,2,0.5798
2013,NUTS,2010,SE32,2,0.401
2015,NUTS,2010,SE32,2,0.4271
2017,NUTS,2010,SE32,2,0.2645
2019,NUTS,2010,SE32,2,0.3028
2011,NUTS,2010,SE33,2,1.9067
2013,NUTS,2010,SE33,2,2.0264
2015,NUTS,2010,SE33,2,1.8534
2017,NUTS,2010,SE33,2,1.2008
2019,NUTS,2010,SE33,2,1.3795
2011,NUTS,2010,SI,0,0.6285
2012,NUTS,2010,SI,0,0.599
2013,NUTS,2010,SI,0,0.5595
2014,NUTS,2010,SI,0,0.5567
2015,NUTS,2010,SI,0,0.5335
2016,NUTS,2010,SI,0,0.4737
2017,NUTS,2010,SI,0,0.5196
2018,NUTS,2010,SI,0,0.5825
2019,NUTS,2010,SI,0,0.5689
2011,NUTS,2010,SI0,1,0.6098
2012,NUTS,2010,SI0,1,0.584
2013,NUTS,2010,SI0,1,0.5452
2014,NUTS,2010,SI0,1,0.5392
2015,NUTS,2010,SI0,1,0.5209
2016,NUTS,2010,SI0,1,0.4639
2017,NUTS,2010,SI0,1,0.5077
2018,NUTS,2010,SI0,1,0.5671
2019,NUTS,2010,SI0,1,0.5571
2013,NUTS,2010,SI03,2,0.2073
2014,NUTS,2010,SI03,2,0.2067
2015,NUTS,2010,SI03,2,0.1894
2016,NUTS,2010,SI03,2,0.1775
2017,NUTS,2010,SI03,2,0.2032
2018,NUTS,2010,SI03,2,0.2326
2019,NUTS,2010,SI03,2,0.2419
2013,NUTS,2010,SI04,2,0.9261
2014,NUTS,2010,SI04,2,0.9189
2015,NUTS,2010,SI04,2,0.8938
2016,NUTS,2010,SI04,2,0.7811
2017,NUTS,2010,SI04,2,0.8472
2018,NUTS,2010,SI04,2,0.9344
2019,NUTS,2010,SI04,2,0.9004
2011,NUTS,2010,SK,0,0.6925
2012,NUTS,2010,SK,0,0.6704
2013,NUTS,2010,SK,0,0.6649
2014,NUTS,2010,SK,0,0.6521
2015,NUTS,2010,SK,0,0.6084
2016,NUTS,2010,SK,0,0.6741
2017,NUTS,2010,SK,0,0.6701
2018,NUTS,2010,SK,0,0.7115
2019,NUTS,2010,SK,0,0.6973
2020,NUTS,2010,SK,0,0.684
2011,NUTS,2010,SK01,2,2.8393
2012,NUTS,2010,SK01,2,2.6295
2013,NUTS,2010,SK01,2,2.3888
2014,NUTS,2010,SK01,2,2.3241
2015,NUTS,2010,SK01,2,2.0873
2016,NUTS,2010,SK01,2,2.3564
2017,NUTS,2010,SK01,2,2.2071
2018,NUTS,2010,SK01,2,2.3888
2019,NUTS,2010,SK01,2,2.288
2020,NUTS,2010,SK01,2,2.2556
2011,NUTS,2010,SK02,2,0.2684
2012,NUTS,2010,SK02,2,0.2609
2013,NUTS,2010,SK02,2,0.3524
2014,NUTS,2010,SK02,2,0.3532
2015,NUTS,2010,SK02,2,0.3246
2016,NUTS,2010,SK02,2,0.3246
2017,NUTS,2010,SK02,2,0.33
2018,NUTS,2010,SK02,2,0.3447
2019,NUTS,2010,SK02,2,0.3347
2020,NUTS,2010,SK02,2,0.3409
2011,NUTS,2010,SK03,2,0.5033
2012,NUTS,2010,SK03,2,0.5107
2013,NUTS,2010,SK03,2,0.4893
2014,NUTS,2010,SK03,2,0.4967
2015,NUTS,2010,SK03,2,0.4687
2016,NUTS,2010,SK03,2,0.5414
2017,NUTS,2010,SK03,2,0.5808
2018,NUTS,2010,SK03,2,0.577
2019,NUTS,2010,SK03,2,0.5424
2020,NUTS,2010,SK03,2,0.5096
2011,NUTS,2010,SK04,2,0.4865
2012,NUTS,2010,SK04,2,0.4975
2013,NUTS,2010,SK04,2,0.4973
2014,NUTS,2010,SK04,2,0.475
2015,NUTS,2010,SK04,2,0.4768
2016,NUTS,2010,SK04,2,0.5059
2017,NUTS,2010,SK04,2,0.5089
2018,NUTS,2010,SK04,2,0.5444
2019,NUTS,2010,SK04,2,0.5625
2020,NUTS,2010,SK04,2,0.5533
2011,NUTS,2010,TR,0,0.3694
2012,NUTS,2010,TR,0,0.4114
2013,NUTS,2010,TR,0,0.4156
2014,NUTS,2010,TR,0,0.4488
2015,NUTS,2010,TR,0,0.4585
2016,NUTS,2010,TR,0,0.4871
2017,NUTS,2010,TR,0,0.4944
2018,NUTS,2010,TR,0,0.5038
2019,NUTS,2010,TR,0,0.5231
2020,NUTS,2010,TR,0,0.5508
2011,NUTS,2010,UK,0,1.1086
2012,NUTS,2010,UK,0,1.1234
2013,NUTS,2010,UK,0,1.1332
2014,NUTS,2010,UK,0,1.1516
2015,NUTS,2010,UK,0,1.1694
2016,NUTS,2010,UK,0,1.1803
2017,NUTS,2010,UK,0,1.1674
2018,NUTS,2010,UK,0,1.1728
2011,NUTS,2010,UKC,1,1.1442
2012,NUTS,2010,UKC,1,1.1594
2013,NUTS,2010,UKC,1,1.1941
2014,NUTS,2010,UKC,1,1.1958
2015,NUTS,2010,UKC,1,1.2685
2016,NUTS,2010,UKC,1,1.2788
2017,NUTS,2010,UKC,1,1.2413
2018,NUTS,2010,UKC,1,1.2779
2011,NUTS,2010,UKC1,2,0.9349
2012,NUTS,2010,UKC1,2,0.9717
2013,NUTS,2010,UKC1,2,0.987
2014,NUTS,2010,UKC1,2,0.9836
2015,NUTS,2010,UKC1,2,1.0355
2016,NUTS,2010,UKC1,2,1.051
2017,NUTS,2010,UKC1,2,0.984
2018,NUTS,2010,UKC1,2,0.9948
2011,NUTS,2010,UKC2,2,1.3154
2012,NUTS,2010,UKC2,2,1.3062
2013,NUTS,2010,UKC2,2,1.3557
2014,NUTS,2010,UKC2,2,1.3632
2015,NUTS,2010,UKC2,2,1.4533
2016,NUTS,2010,UKC2,2,1.457
2017,NUTS,2010,UKC2,2,1.4467
2018,NUTS,2010,UKC2,2,1.5113
2011,NUTS,2010,UKD,1,0.8989
2012,NUTS,2010,UKD,1,0.91
2013,NUTS,2010,UKD,1,0.9613
2014,NUTS,2010,UKD,1,0.9769
2015,NUTS,2010,UKD,1,1.0007
2016,NUTS,2010,UKD,1,1.0131
2017,NUTS,2010,UKD,1,1.0239
2018,NUTS,2010,UKD,1,1.03
2011,NUTS,2010,UKD1,2,0.2326
2012,NUTS,2010,UKD1,2,0.2401
2013,NUTS,2010,UKD1,2,0.2217
2014,NUTS,2010,UKD1,2,0.235
2015,NUTS,2010,UKD1,2,0.2495
2016,NUTS,2010,UKD1,2,0.2657
2017,NUTS,2010,UKD1,2,0.2702
2018,NUTS,2010,UKD1,2,0.276
2011,NUTS,2010,UKD3,2,1.2347
2012,NUTS,2010,UKD3,2,1.2602
2013,NUTS,2010,UKD3,2,1.2676
2014,NUTS,2010,UKD3,2,1.2638
2015,NUTS,2010,UKD3,2,1.2693
2016,NUTS,2010,UKD3,2,1.2767
2017,NUTS,2010,UKD3,2,1.2662
2018,NUTS,2010,UKD3,2,1.2923
2011,NUTS,2010,UKD4,2,0.7921
2012,NUTS,2010,UKD4,2,0.797
2013,NUTS,2010,UKD4,2,0.8963
2014,NUTS,2010,UKD4,2,0.9044
2015,NUTS,2010,UKD4,2,0.9331
2016,NUTS,2010,UKD4,2,0.9346
2017,NUTS,2010,UKD4,2,0.9674
2018,NUTS,2010,UKD4,2,0.9963
2011,NUTS,2010,UKD6,2,0.2096
2012,NUTS,2010,UKD6,2,0.2135
2013,NUTS,2010,UKD6,2,0.3197
2014,NUTS,2010,UKD6,2,0.3194
2015,NUTS,2010,UKD6,2,0.2904
2016,NUTS,2010,UKD6,2,0.296
2017,NUTS,2010,UKD6,2,0.2946
2018,NUTS,2010,UKD6,2,0.2954
2011,NUTS,2010,UKD7,2,1.057
2012,NUTS,2010,UKD7,2,1.049
2013,NUTS,2010,UKD7,2,1.1183
2014,NUTS,2010,UKD7,2,1.1828
2015,NUTS,2010,UKD7,2,1.2692
2016,NUTS,2010,UKD7,2,1.2873
2017,NUTS,2010,UKD7,2,1.3422
2018,NUTS,2010,UKD7,2,1.2789
2011,NUTS,2010,UKE,1,1.1103
2012,NUTS,2010,UKE,1,1.1143
2013,NUTS,2010,UKE,1,1.1239
2014,NUTS,2010,UKE,1,1.1494
2015,NUTS,2010,UKE,1,1.217
2016,NUTS,2010,UKE,1,1.226
2017,NUTS,2010,UKE,1,1.2177
2018,NUTS,2010,UKE,1,1.2168
2011,NUTS,2010,UKE1,2,0.5009
2012,NUTS,2010,UKE1,2,0.5284
2013,NUTS,2010,UKE1,2,0.51
2014,NUTS,2010,UKE1,2,0.5236
2015,NUTS,2010,UKE1,2,0.4795
2016,NUTS,2010,UKE1,2,0.4798
2017,NUTS,2010,UKE1,2,0.4041
2018,NUTS,2010,UKE1,2,0.3978
2011,NUTS,2010,UKE2,2,1.0062
2012,NUTS,2010,UKE2,2,0.9964
2013,NUTS,2010,UKE2,2,1.0907
2014,NUTS,2010,UKE2,2,1.1152
2015,NUTS,2010,UKE2,2,1.283
2016,NUTS,2010,UKE2,2,1.2992
2017,NUTS,2010,UKE2,2,1.2499
2018,NUTS,2010,UKE2,2,1.2915
2011,NUTS,2010,UKE3,2,1.4654
2012,NUTS,2010,UKE3,2,1.4503
2013,NUTS,2010,UKE3,2,1.5284
2014,NUTS,2010,UKE3,2,1.5427
2015,NUTS,2010,UKE3,2,1.707
2016,NUTS,2010,UKE3,2,1.7086
2017,NUTS,2010,UKE3,2,1.7036
2018,NUTS,2010,UKE3,2,1.6583
2011,NUTS,2010,UKE4,2,1.1991
2012,NUTS,2010,UKE4,2,1.1945
2013,NUTS,2010,UKE4,2,1.138
2014,NUTS,2010,UKE4,2,1.1717
2015,NUTS,2010,UKE4,2,1.2024
2016,NUTS,2010,UKE4,2,1.2167
2017,NUTS,2010,UKE4,2,1.2356
2018,NUTS,2010,UKE4,2,1.246
2011,NUTS,2010,UKF,1,1.004
2012,NUTS,2010,UKF,1,1.0307
2013,NUTS,2010,UKF,1,1.0495
2014,NUTS,2010,UKF,1,1.0532
2015,NUTS,2010,UKF,1,1.0514
2016,NUTS,2010,UKF,1,1.0569
2017,NUTS,2010,UKF,1,1.0479
2018,NUTS,2010,UKF,1,1.0467
2011,NUTS,2010,UKF1,2,1.1681
2012,NUTS,2010,UKF1,2,1.1654
2013,NUTS,2010,UKF1,2,1.2315
2014,NUTS,2010,UKF1,2,1.2566
2015,NUTS,2010,UKF1,2,1.216
2016,NUTS,2010,UKF1,2,1.2179
2017,NUTS,2010,UKF1,2,1.2394
2018,NUTS,2010,UKF1,2,1.2331
2011,NUTS,2010,UKF2,2,1.0977
2012,NUTS,2010,UKF2,2,1.1416
2013,NUTS,2010,UKF2,2,1.131
2014,NUTS,2010,UKF2,2,1.128
2015,NUTS,2010,UKF2,2,1.1064
2016,NUTS,2010,UKF2,2,1.1176
2017,NUTS,2010,UKF2,2,1.0764
2018,NUTS,2010,UKF2,2,1.0793
2011,NUTS,2010,UKF3,2,0.3026
2012,NUTS,2010,UKF3,2,0.3273
2013,NUTS,2010,UKF3,2,0.3311
2014,NUTS,2010,UKF3,2,0.3221
2015,NUTS,2010,UKF3,2,0.4038
2016,NUTS,2010,UKF3,2,0.4054
2017,NUTS,2010,UKF3,2,0.4047
2018,NUTS,2010,UKF3,2,0.4049
2011,NUTS,2010,UKG,1,0.7875
2012,NUTS,2010,UKG,1,0.7858
2013,NUTS,2010,UKG,1,0.8368
2014,NUTS,2010,UKG,1,0.8612
2015,NUTS,2010,UKG,1,0.9034
2016,NUTS,2010,UKG,1,0.8938
2017,NUTS,2010,UKG,1,0.9222
2018,NUTS,2010,UKG,1,0.9108
2011,NUTS,2010,UKG1,2,0.0831
2012,NUTS,2010,UKG1,2,0.0809
2013,NUTS,2010,UKG1,2,0.0887
2014,NUTS,2010,UKG1,2,0.0905
2015,NUTS,2010,UKG1,2,0.1043
2016,NUTS,2010,UKG1,2,0.1051
2017,NUTS,2010,UKG1,2,0.0995
2018,NUTS,2010,UKG1,2,0.0963
2011,NUTS,2010,UKG2,2,0.2417
2012,NUTS,2010,UKG2,2,0.2475
2013,NUTS,2010,UKG2,2,0.2484
2014,NUTS,2010,UKG2,2,0.2593
2015,NUTS,2010,UKG2,2,0.3243
2016,NUTS,2010,UKG2,2,0.3206
2017,NUTS,2010,UKG2,2,0.3188
2018,NUTS,2010,UKG2,2,0.3274
2011,NUTS,2010,UKG3,2,1.4927
2012,NUTS,2010,UKG3,2,1.4848
2013,NUTS,2010,UKG3,2,1.5871
2014,NUTS,2010,UKG3,2,1.6259
2015,NUTS,2010,UKG3,2,1.6883
2016,NUTS,2010,UKG3,2,1.6554
2017,NUTS,2010,UKG3,2,1.7067
2018,NUTS,2010,UKG3,2,1.663
2011,NUTS,2010,UKH,1,0.9232
2012,NUTS,2010,UKH,1,0.9305
2013,NUTS,2010,UKH,1,0.9265
2014,NUTS,2010,UKH,1,0.9371
2015,NUTS,2010,UKH,1,0.9234
2016,NUTS,2010,UKH,1,0.9374
2017,NUTS,2010,UKH,1,0.925
2018,NUTS,2010,UKH,1,0.93
2011,NUTS,2010,UKH1,2,1.4847
