year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_cab
2010,NUTS,2010,BE242,3,34.356
2011,NUTS,2010,BE242,3,23.037
2012,NUTS,2010,BE242,3,31.581
2000,NUTS,2010,BE25,2,0.886
2001,NUTS,2010,BE25,2,2.434
2002,NUTS,2010,BE25,2,1.837
2003,NUTS,2010,BE25,2,5.353
2004,NUTS,2010,BE25,2,5.432
2005,NUTS,2010,BE25,2,2.635
2006,NUTS,2010,BE25,2,5.587
2007,NUTS,2010,BE25,2,6.982
2008,NUTS,2010,BE25,2,8.04
2009,NUTS,2010,BE25,2,4.735
2010,NUTS,2010,BE25,2,3.726
2011,NUTS,2010,BE25,2,3.57
2012,NUTS,2010,BE25,2,3.365
2001,NUTS,2010,BE251,3,4.752
2002,NUTS,2010,BE251,3,2.463
2003,NUTS,2010,BE251,3,8.263
2004,NUTS,2010,BE251,3,2.747
2006,NUTS,2010,BE251,3,7.288
2008,NUTS,2010,BE251,3,6.35
2009,NUTS,2010,BE251,3,4.529
2010,NUTS,2010,BE251,3,4.741
2003,NUTS,2010,BE252,3,6.87
2006,NUTS,2010,BE252,3,20.68
2007,NUTS,2010,BE252,3,13.795
2012,NUTS,2010,BE252,3,9.934
2003,NUTS,2010,BE253,3,4.8
2004,NUTS,2010,BE253,3,3.172
2005,NUTS,2010,BE253,3,9.59
2010,NUTS,2010,BE253,3,9.449
2001,NUTS,2010,BE254,3,1.8
2002,NUTS,2010,BE254,3,1.799
2003,NUTS,2010,BE254,3,2.703
2004,NUTS,2010,BE254,3,1.804
2006,NUTS,2010,BE254,3,3.748
2007,NUTS,2010,BE254,3,3.595
2008,NUTS,2010,BE254,3,7.177
2009,NUTS,2010,BE254,3,8.641
2010,NUTS,2010,BE254,3,4.162
2011,NUTS,2010,BE254,3,6.466
2012,NUTS,2010,BE254,3,5.98
2001,NUTS,2010,BE255,3,5.736
2002,NUTS,2010,BE255,3,2.293
2003,NUTS,2010,BE255,3,8.488
2004,NUTS,2010,BE255,3,26.904
2005,NUTS,2010,BE255,3,13.652
2006,NUTS,2010,BE255,3,10.184
2007,NUTS,2010,BE255,3,19.08
2008,NUTS,2010,BE255,3,7.837
2009,NUTS,2010,BE255,3,5.323
2010,NUTS,2010,BE255,3,5.635
2011,NUTS,2010,BE255,3,5.44
2012,NUTS,2010,BE255,3,3.775
2001,NUTS,2010,BE256,3,0.995
2002,NUTS,2010,BE256,3,4.115
2003,NUTS,2010,BE256,3,7.082
2004,NUTS,2010,BE256,3,2.335
2007,NUTS,2010,BE256,3,7.004
2008,NUTS,2010,BE256,3,10.445
2011,NUTS,2010,BE256,3,10.244
2012,NUTS,2010,BE256,3,4.549
2006,NUTS,2010,BE257,3,3.717
2008,NUTS,2010,BE257,3,11.163
2009,NUTS,2010,BE257,3,11.106
2012,NUTS,2010,BE257,3,5.471
2000,NUTS,2010,BE258,3,17.74
2004,NUTS,2010,BE258,3,5.669
2006,NUTS,2010,BE258,3,8.487
2007,NUTS,2010,BE258,3,42.159
2008,NUTS,2010,BE258,3,30.719
2000,NUTS,2010,BE3,1,3.518
2001,NUTS,2010,BE3,1,1.694
2002,NUTS,2010,BE3,1,3.091
2003,NUTS,2010,BE3,1,1.232
2004,NUTS,2010,BE3,1,2.367
2005,NUTS,2010,BE3,1,2.341
2006,NUTS,2010,BE3,1,1.488
2007,NUTS,2010,BE3,1,3.533
2008,NUTS,2010,BE3,1,3.428
2009,NUTS,2010,BE3,1,1.318
2010,NUTS,2010,BE3,1,1.429
2011,NUTS,2010,BE3,1,2.504
2012,NUTS,2010,BE3,1,1.016
2000,NUTS,2010,BE31,2,14.29
2001,NUTS,2010,BE31,2,6.164
2002,NUTS,2010,BE31,2,6.757
2003,NUTS,2010,BE31,2,4.525
2004,NUTS,2010,BE31,2,18.02
2005,NUTS,2010,BE31,2,8.714
2006,NUTS,2010,BE31,2,6.139
2007,NUTS,2010,BE31,2,24.537
2008,NUTS,2010,BE31,2,11.245
2009,NUTS,2010,BE31,2,5.324
2010,NUTS,2010,BE31,2,9.881
2011,NUTS,2010,BE31,2,9.123
2012,NUTS,2010,BE31,2,3.748
2000,NUTS,2010,BE310,3,14.29
2001,NUTS,2010,BE310,3,6.164
2002,NUTS,2010,BE310,3,6.757
2003,NUTS,2010,BE310,3,4.525
2004,NUTS,2010,BE310,3,18.02
2005,NUTS,2010,BE310,3,8.714
2006,NUTS,2010,BE310,3,6.139
2007,NUTS,2010,BE310,3,24.537
2008,NUTS,2010,BE310,3,11.245
2009,NUTS,2010,BE310,3,5.324
2010,NUTS,2010,BE310,3,9.881
2011,NUTS,2010,BE310,3,9.123
2012,NUTS,2010,BE310,3,3.748
2001,NUTS,2010,BE32,2,1.563
2002,NUTS,2010,BE32,2,0.976
2003,NUTS,2010,BE32,2,0.78
2004,NUTS,2010,BE32,2,0.257
2005,NUTS,2010,BE32,2,0.155
2006,NUTS,2010,BE32,2,0.388
2007,NUTS,2010,BE32,2,0.502
2008,NUTS,2010,BE32,2,2.692
2009,NUTS,2010,BE32,2,0.192
2010,NUTS,2010,BE32,2,0.382
2011,NUTS,2010,BE32,2,1.174
2001,NUTS,2010,BE322,3,1.19
2002,NUTS,2010,BE322,3,2.972
2007,NUTS,2010,BE322,3,0.592
2008,NUTS,2010,BE322,3,2.363
2010,NUTS,2010,BE322,3,1.176
2003,NUTS,2010,BE323,3,4.019
2005,NUTS,2010,BE323,3,0.803
2007,NUTS,2010,BE323,3,0.8
2011,NUTS,2010,BE323,3,2.64
2004,NUTS,2010,BE324,3,4.733
2001,NUTS,2010,BE325,3,5.742
2008,NUTS,2010,BE325,3,13.796
2011,NUTS,2010,BE325,3,4.501
2001,NUTS,2010,BE327,3,3.554
2006,NUTS,2010,BE327,3,3.527
2007,NUTS,2010,BE327,3,1.407
2009,NUTS,2010,BE327,3,1.74
2011,NUTS,2010,BE327,3,0.344
2000,NUTS,2010,BE33,2,1.393
2001,NUTS,2010,BE33,2,0.324
2002,NUTS,2010,BE33,2,2.422
2003,NUTS,2010,BE33,2,1.033
2004,NUTS,2010,BE33,2,1.136
2005,NUTS,2010,BE33,2,0.967
2006,NUTS,2010,BE33,2,0.317
2007,NUTS,2010,BE33,2,1.814
2008,NUTS,2010,BE33,2,2.752
2009,NUTS,2010,BE33,2,1.887
2011,NUTS,2010,BE33,2,2.606
2012,NUTS,2010,BE33,2,1.991
2004,NUTS,2010,BE331,3,1.655
2007,NUTS,2010,BE331,3,1.909
2009,NUTS,2010,BE331,3,4.682
2012,NUTS,2010,BE331,3,2.998
2000,NUTS,2010,BE332,3,1.707
2001,NUTS,2010,BE332,3,0.565
2002,NUTS,2010,BE332,3,3.978
2003,NUTS,2010,BE332,3,1.571
2004,NUTS,2010,BE332,3,1.414
2007,NUTS,2010,BE332,3,2.859
2008,NUTS,2010,BE332,3,2.845
2009,NUTS,2010,BE332,3,1.949
2011,NUTS,2010,BE332,3,1.061
2012,NUTS,2010,BE332,3,0.535
2002,NUTS,2010,BE334,3,2.018
2003,NUTS,2010,BE334,3,2.007
2005,NUTS,2010,BE334,3,14.015
2006,NUTS,2010,BE334,3,4.566
2008,NUTS,2010,BE334,3,16.237
2009,NUTS,2010,BE334,3,4.41
2011,NUTS,2010,BE334,3,13.041
2004,NUTS,2010,BE335,3,0.861
2011,NUTS,2010,BE336,3,15.342
2012,NUTS,2010,BE336,3,19.534
2000,NUTS,2010,BE34,2,4.052
2001,NUTS,2010,BE34,2,2.01
2003,NUTS,2010,BE34,2,1.308
2006,NUTS,2010,BE34,2,0.967
2009,NUTS,2010,BE34,2,1.236
2000,NUTS,2010,BE341,3,19.267
2006,NUTS,2010,BE342,3,5.841
2009,NUTS,2010,BE342,3,7.407
2001,NUTS,2010,BE343,3,9.821
2003,NUTS,2010,BE344,3,5.858
2000,NUTS,2010,BE35,2,9.754
2001,NUTS,2010,BE35,2,1.503
2002,NUTS,2010,BE35,2,9.491
2003,NUTS,2010,BE35,2,0.311
2005,NUTS,2010,BE35,2,7.853
2006,NUTS,2010,BE35,2,3.816
2007,NUTS,2010,BE35,2,1.082
2008,NUTS,2010,BE35,2,2.686
2010,NUTS,2010,BE35,2,1.588
2011,NUTS,2010,BE35,2,2.086
2006,NUTS,2010,BE351,3,16.971
2000,NUTS,2010,BE352,3,13.547
2001,NUTS,2010,BE352,3,2.361
2002,NUTS,2010,BE352,3,14.903
2003,NUTS,2010,BE352,3,0.488
2005,NUTS,2010,BE352,3,1.996
2007,NUTS,2010,BE352,3,1.699
2008,NUTS,2010,BE352,3,4.216
2010,NUTS,2010,BE352,3,2.488
2011,NUTS,2010,BE352,3,3.279
2000,NUTS,2010,BE353,3,8.131
2005,NUTS,2010,BE353,3,47.834
1997,NUTS,2010,BG,0,0.12
1998,NUTS,2010,BG,0,0.121
1999,NUTS,2010,BG,0,0.013
2001,NUTS,2010,BG,0,0.237
2003,NUTS,2010,BG,0,0.128
2004,NUTS,2010,BG,0,0.265
2005,NUTS,2010,BG,0,0.334
2006,NUTS,2010,BG,0,1.022
2007,NUTS,2010,BG,0,0.231
2008,NUTS,2010,BG,0,0.299
2009,NUTS,2010,BG,0,0.134
2011,NUTS,2010,BG,0,0.271
2012,NUTS,2010,BG,0,0.364
2001,NUTS,2010,BG3,1,0.076
2003,NUTS,2010,BG3,1,0.243
2005,NUTS,2010,BG3,1,0.082
2006,NUTS,2010,BG3,1,0.083
2007,NUTS,2010,BG3,1,0.064
2008,NUTS,2010,BG3,1,0.309
2012,NUTS,2010,BG3,1,0.247
2007,NUTS,2010,BG31,2,0.273
2008,NUTS,2010,BG31,2,1.113
2012,NUTS,2010,BG31,2,0.203
2007,NUTS,2010,BG311,3,2.236
2012,NUTS,2010,BG311,3,1.709
2008,NUTS,2010,BG314,3,3.498
2001,NUTS,2010,BG32,2,0.317
2012,NUTS,2010,BG32,2,0.586
2012,NUTS,2010,BG322,3,4.119
2001,NUTS,2010,BG323,3,1.208
2005,NUTS,2010,BG33,2,0.331
2005,NUTS,2010,BG331,3,0.706
2003,NUTS,2010,BG34,2,0.872
2006,NUTS,2010,BG34,2,0.295
2008,NUTS,2010,BG34,2,0.181
2012,NUTS,2010,BG34,2,0.233
2003,NUTS,2010,BG341,3,2.374
2006,NUTS,2010,BG341,3,0.788
2012,NUTS,2010,BG343,3,1.922
2008,NUTS,2010,BG344,3,0.583
2001,NUTS,2010,BG4,1,0.262
2004,NUTS,2010,BG4,1,0.557
2005,NUTS,2010,BG4,1,0.607
2006,NUTS,2010,BG4,1,2.041
2007,NUTS,2010,BG4,1,0.411
2008,NUTS,2010,BG4,1,0.289
2009,NUTS,2010,BG4,1,0.275
2011,NUTS,2010,BG4,1,0.553
2012,NUTS,2010,BG4,1,0.486
2001,NUTS,2010,BG41,2,0.467
2004,NUTS,2010,BG41,2,0.968
2005,NUTS,2010,BG41,2,1.051
2006,NUTS,2010,BG41,2,3.045
2007,NUTS,2010,BG41,2,0.705
2008,NUTS,2010,BG41,2,0.494
2009,NUTS,2010,BG41,2,0.47
2011,NUTS,2010,BG41,2,0.937
2012,NUTS,2010,BG41,2,0.741
2001,NUTS,2010,BG411,3,0.818
2004,NUTS,2010,BG411,3,1.678
2005,NUTS,2010,BG411,3,1.539
2006,NUTS,2010,BG411,3,5.196
2007,NUTS,2010,BG411,3,1.195
2008,NUTS,2010,BG411,3,0.83
2009,NUTS,2010,BG411,3,0.785
2011,NUTS,2010,BG411,3,1.548
2012,NUTS,2010,BG411,3,1.219
2005,NUTS,2010,BG413,3,0.99
2006,NUTS,2010,BG42,2,0.651
2012,NUTS,2010,BG42,2,0.116
2012,NUTS,2010,BG421,3,0.25
2006,NUTS,2010,BG423,3,3.429
1990,NUTS,2010,CH,0,3.801
1991,NUTS,2010,CH,0,3.978
1992,NUTS,2010,CH,0,4.662
1993,NUTS,2010,CH,0,4.745
1994,NUTS,2010,CH,0,5.815
1995,NUTS,2010,CH,0,5.858
1996,NUTS,2010,CH,0,6.74
1997,NUTS,2010,CH,0,9.459
1998,NUTS,2010,CH,0,10.221
1999,NUTS,2010,CH,0,17.201
2000,NUTS,2010,CH,0,23.957
2001,NUTS,2010,CH,0,22.475
2002,NUTS,2010,CH,0,18.514
2003,NUTS,2010,CH,0,13.958
2004,NUTS,2010,CH,0,20.435
2005,NUTS,2010,CH,0,18.578
2006,NUTS,2010,CH,0,14.929
2007,NUTS,2010,CH,0,17.465
2008,NUTS,2010,CH,0,18.376
2009,NUTS,2010,CH,0,12.768
2010,NUTS,2010,CH,0,13.781
2011,NUTS,2010,CH,0,13.148
2012,NUTS,2010,CH,0,12.125
1990,NUTS,2010,CH0,1,3.764
1991,NUTS,2010,CH0,1,3.756
1992,NUTS,2010,CH0,1,4.443
1993,NUTS,2010,CH0,1,4.745
1994,NUTS,2010,CH0,1,5.815
1995,NUTS,2010,CH0,1,5.81
1996,NUTS,2010,CH0,1,6.74
1997,NUTS,2010,CH0,1,9.423
1998,NUTS,2010,CH0,1,10.15
1999,NUTS,2010,CH0,1,17.013
2000,NUTS,2010,CH0,1,23.593
2001,NUTS,2010,CH0,1,22.023
2002,NUTS,2010,CH0,1,18.285
2003,NUTS,2010,CH0,1,13.801
2004,NUTS,2010,CH0,1,20.374
2005,NUTS,2010,CH0,1,17.855
2006,NUTS,2010,CH0,1,14.628
2007,NUTS,2010,CH0,1,17.345
2008,NUTS,2010,CH0,1,18.025
2009,NUTS,2010,CH0,1,12.519
2010,NUTS,2010,CH0,1,13.374
2011,NUTS,2010,CH0,1,13.085
2012,NUTS,2010,CH0,1,11.948
1990,NUTS,2010,CH01,2,4.627
1991,NUTS,2010,CH01,2,6.349
1992,NUTS,2010,CH01,2,9.516
1993,NUTS,2010,CH01,2,6.52
1994,NUTS,2010,CH01,2,8.793
1995,NUTS,2010,CH01,2,6.199
1996,NUTS,2010,CH01,2,7.136
1997,NUTS,2010,CH01,2,9.031
1998,NUTS,2010,CH01,2,6.783
1999,NUTS,2010,CH01,2,14.545
2000,NUTS,2010,CH01,2,27.329
2001,NUTS,2010,CH01,2,21.173
2002,NUTS,2010,CH01,2,26.476
2003,NUTS,2010,CH01,2,19.577
2004,NUTS,2010,CH01,2,18.923
2005,NUTS,2010,CH01,2,23.313
2006,NUTS,2010,CH01,2,16.406
2007,NUTS,2010,CH01,2,9.425
2008,NUTS,2010,CH01,2,19.698
2009,NUTS,2010,CH01,2,15.359
2010,NUTS,2010,CH01,2,30.262
2011,NUTS,2010,CH01,2,12.341
2012,NUTS,2010,CH01,2,16.049
1990,NUTS,2010,CH011,3,3.497
1991,NUTS,2010,CH011,3,8.952
1992,NUTS,2010,CH011,3,6.249
1993,NUTS,2010,CH011,3,6.324
1994,NUTS,2010,CH011,3,16.205
1995,NUTS,2010,CH011,3,11.344
1996,NUTS,2010,CH011,3,8.949
1997,NUTS,2010,CH011,3,15.664
1998,NUTS,2010,CH011,3,6.298
1999,NUTS,2010,CH011,3,20.748
2000,NUTS,2010,CH011,3,39.382
2001,NUTS,2010,CH011,3,28.638
2002,NUTS,2010,CH011,3,44.561
2003,NUTS,2010,CH011,3,28.303
2004,NUTS,2010,CH011,3,31.935
2005,NUTS,2010,CH011,3,35.883
2006,NUTS,2010,CH011,3,26.112
2007,NUTS,2010,CH011,3,13.486
2008,NUTS,2010,CH011,3,32.736
2009,NUTS,2010,CH011,3,26.342
2010,NUTS,2010,CH011,3,49.806
2011,NUTS,2010,CH011,3,21.815
2012,NUTS,2010,CH011,3,28.074
1999,NUTS,2010,CH012,3,3.644
2000,NUTS,2010,CH012,3,14.512
2001,NUTS,2010,CH012,3,7.962
2002,NUTS,2010,CH012,3,4.13
2003,NUTS,2010,CH012,3,4.443
2004,NUTS,2010,CH012,3,3.509
2005,NUTS,2010,CH012,3,0.695
2006,NUTS,2010,CH012,3,3.43
2007,NUTS,2010,CH012,3,1.697
2008,NUTS,2010,CH012,3,2.512
2009,NUTS,2010,CH012,3,3.693
2010,NUTS,2010,CH012,3,12.395
2011,NUTS,2010,CH012,3,7.196
2012,NUTS,2010,CH012,3,4.732
1990,NUTS,2010,CH013,3,9.383
1991,NUTS,2010,CH013,3,6.602
1992,NUTS,2010,CH013,3,20.975
1993,NUTS,2010,CH013,3,11.279
1994,NUTS,2010,CH013,3,3.431
1995,NUTS,2010,CH013,3,2.553
1996,NUTS,2010,CH013,3,9.28
1997,NUTS,2010,CH013,3,5.069
1998,NUTS,2010,CH013,3,12.177
1999,NUTS,2010,CH013,3,12.534
2000,NUTS,2010,CH013,3,17.665
2001,NUTS,2010,CH013,3,18.792
2002,NUTS,2010,CH013,3,14.192
2003,NUTS,2010,CH013,3,16.597
2004,NUTS,2010,CH013,3,9.67
2005,NUTS,2010,CH013,3,19.49
2006,NUTS,2010,CH013,3,10.45
2007,NUTS,2010,CH013,3,8.471
2008,NUTS,2010,CH013,3,11.411
2009,NUTS,2010,CH013,3,6.344
2010,NUTS,2010,CH013,3,12.133
2011,NUTS,2010,CH013,3,1.092
2012,NUTS,2010,CH013,3,4.886
1990,NUTS,2010,CH02,2,3.009
1991,NUTS,2010,CH02,2,2.337
1992,NUTS,2010,CH02,2,4.21
1993,NUTS,2010,CH02,2,5.662
1994,NUTS,2010,CH02,2,4.464
1995,NUTS,2010,CH02,2,4.405
1996,NUTS,2010,CH02,2,7.212
1997,NUTS,2010,CH02,2,10.902
1998,NUTS,2010,CH02,2,11.481
1999,NUTS,2010,CH02,2,21.347
2000,NUTS,2010,CH02,2,24.382
2001,NUTS,2010,CH02,2,27.322
2002,NUTS,2010,CH02,2,17.798
2003,NUTS,2010,CH02,2,15.987
2004,NUTS,2010,CH02,2,21.915
2005,NUTS,2010,CH02,2,19.661
2006,NUTS,2010,CH02,2,13.657
2007,NUTS,2010,CH02,2,21.421
2008,NUTS,2010,CH02,2,16.89
2009,NUTS,2010,CH02,2,11.084
2010,NUTS,2010,CH02,2,6.941
2011,NUTS,2010,CH02,2,10.315
2012,NUTS,2010,CH02,2,8.907
1990,NUTS,2010,CH021,3,0.928
1991,NUTS,2010,CH021,3,1.592
1992,NUTS,2010,CH021,3,3.159
1993,NUTS,2010,CH021,3,2.098
1995,NUTS,2010,CH021,3,1.062
1996,NUTS,2010,CH021,3,2.654
1997,NUTS,2010,CH021,3,10.096
1998,NUTS,2010,CH021,3,12.039
1999,NUTS,2010,CH021,3,21.07
2000,NUTS,2010,CH021,3,19.927
2001,NUTS,2010,CH021,3,16.101
2002,NUTS,2010,CH021,3,8.634
2003,NUTS,2010,CH021,3,7.867
2004,NUTS,2010,CH021,3,25.736
2005,NUTS,2010,CH021,3,11.399
2006,NUTS,2010,CH021,3,9.477
2007,NUTS,2010,CH021,3,12.431
2008,NUTS,2010,CH021,3,12.202
2009,NUTS,2010,CH021,3,9.368
2010,NUTS,2010,CH021,3,5.276
2011,NUTS,2010,CH021,3,10.706
2012,NUTS,2010,CH021,3,5.563
1990,NUTS,2010,CH022,3,8.565
1991,NUTS,2010,CH022,3,4.839
1992,NUTS,2010,CH022,3,2.372
1993,NUTS,2010,CH022,3,4.661
1994,NUTS,2010,CH022,3,7.316
1995,NUTS,2010,CH022,3,7.515
1996,NUTS,2010,CH022,3,4.453
1997,NUTS,2010,CH022,3,12.42
1998,NUTS,2010,CH022,3,23.179
1999,NUTS,2010,CH022,3,12.194
2000,NUTS,2010,CH022,3,40.545
2001,NUTS,2010,CH022,3,19.659
2002,NUTS,2010,CH022,3,23.925
2003,NUTS,2010,CH022,3,25.76
2004,NUTS,2010,CH022,3,15.933
2005,NUTS,2010,CH022,3,22.286
2006,NUTS,2010,CH022,3,8.269
2007,NUTS,2010,CH022,3,2.711
2008,NUTS,2010,CH022,3,28.795
2009,NUTS,2010,CH022,3,14.039
2010,NUTS,2010,CH022,3,8.859
2011,NUTS,2010,CH022,3,2.083
2012,NUTS,2010,CH022,3,15.667
1990,NUTS,2010,CH023,3,1.476
1991,NUTS,2010,CH023,3,4.365
1995,NUTS,2010,CH023,3,5.604
1996,NUTS,2010,CH023,3,1.379
1997,NUTS,2010,CH023,3,2.077
1998,NUTS,2010,CH023,3,4.14
1999,NUTS,2010,CH023,3,9.242
2001,NUTS,2010,CH023,3,13.666
2002,NUTS,2010,CH023,3,8.154
2003,NUTS,2010,CH023,3,9.258
2004,NUTS,2010,CH023,3,2.026
2005,NUTS,2010,CH023,3,19.201
2006,NUTS,2010,CH023,3,6.05
2007,NUTS,2010,CH023,3,18.985
2008,NUTS,2010,CH023,3,6.674
2010,NUTS,2010,CH023,3,3.957
2011,NUTS,2010,CH023,3,2.742
2012,NUTS,2010,CH023,3,0.973
1990,NUTS,2010,CH024,3,9.46
1992,NUTS,2010,CH024,3,20.584
1993,NUTS,2010,CH024,3,38.442
1994,NUTS,2010,CH024,3,34.598
1995,NUTS,2010,CH024,3,19.491
1996,NUTS,2010,CH024,3,42.358
1997,NUTS,2010,CH024,3,30.745
1998,NUTS,2010,CH024,3,7.557
1999,NUTS,2010,CH024,3,62.381
2000,NUTS,2010,CH024,3,70.933
2001,NUTS,2010,CH024,3,133.752
2002,NUTS,2010,CH024,3,79.71
2003,NUTS,2010,CH024,3,64.581
2004,NUTS,2010,CH024,3,47.412
2005,NUTS,2010,CH024,3,71.467
2006,NUTS,2010,CH024,3,52.421
2007,NUTS,2010,CH024,3,113.432
2008,NUTS,2010,CH024,3,47.001
2009,NUTS,2010,CH024,3,37.034
2010,NUTS,2010,CH024,3,18.643
2011,NUTS,2010,CH024,3,36.784
2012,NUTS,2010,CH024,3,30.315
1990,NUTS,2010,CH025,3,5.081
1991,NUTS,2010,CH025,3,3.743
1996,NUTS,2010,CH025,3,14.438
2000,NUTS,2010,CH025,3,4.795
2002,NUTS,2010,CH025,3,7.254
2006,NUTS,2010,CH025,3,24.164
2010,NUTS,2010,CH025,3,4.705
2012,NUTS,2010,CH025,3,4.678
1990,NUTS,2010,CH03,2,1.374
1991,NUTS,2010,CH03,2,1.625
1992,NUTS,2010,CH03,2,2.139
1993,NUTS,2010,CH03,2,1.593
1994,NUTS,2010,CH03,2,3.186
1995,NUTS,2010,CH03,2,7.896
1996,NUTS,2010,CH03,2,1.996
1997,NUTS,2010,CH03,2,7.139
1998,NUTS,2010,CH03,2,6.535
1999,NUTS,2010,CH03,2,17.871
2000,NUTS,2010,CH03,2,23.155
2001,NUTS,2010,CH03,2,28.04
2002,NUTS,2010,CH03,2,17.287
2003,NUTS,2010,CH03,2,8.732
2004,NUTS,2010,CH03,2,22.16
2005,NUTS,2010,CH03,2,16.585
2006,NUTS,2010,CH03,2,10.098
2007,NUTS,2010,CH03,2,20.764
2008,NUTS,2010,CH03,2,11.178
2009,NUTS,2010,CH03,2,9.099
2010,NUTS,2010,CH03,2,11.379
2011,NUTS,2010,CH03,2,13.924
2012,NUTS,2010,CH03,2,13.029
1990,NUTS,2010,CH031,3,3.047
1991,NUTS,2010,CH031,3,2.58
1992,NUTS,2010,CH031,3,5.111
1995,NUTS,2010,CH031,3,1.675
1997,NUTS,2010,CH031,3,2.565
1998,NUTS,2010,CH031,3,1.295
1999,NUTS,2010,CH031,3,14.855
2000,NUTS,2010,CH031,3,16.98
2001,NUTS,2010,CH031,3,12.912
2002,NUTS,2010,CH031,3,10.726
2003,NUTS,2010,CH031,3,5.356
2004,NUTS,2010,CH031,3,8.572
2005,NUTS,2010,CH031,3,16.707
2006,NUTS,2010,CH031,3,24.246
2007,NUTS,2010,CH031,3,6.493
2008,NUTS,2010,CH031,3,19.436
2009,NUTS,2010,CH031,3,15.0
2010,NUTS,2010,CH031,3,5.535
2011,NUTS,2010,CH031,3,19.627
2012,NUTS,2010,CH031,3,5.369
1992,NUTS,2010,CH032,3,4.304
1995,NUTS,2010,CH032,3,5.293
1996,NUTS,2010,CH032,3,0.991
1997,NUTS,2010,CH032,3,19.692
1998,NUTS,2010,CH032,3,3.917
1999,NUTS,2010,CH032,3,17.214
2000,NUTS,2010,CH032,3,9.01
2001,NUTS,2010,CH032,3,24.419
2002,NUTS,2010,CH032,3,12.142
2003,NUTS,2010,CH032,3,3.917
2004,NUTS,2010,CH032,3,9.455
2005,NUTS,2010,CH032,3,4.41
2006,NUTS,2010,CH032,3,0.864
2007,NUTS,2010,CH032,3,3.444
2008,NUTS,2010,CH032,3,13.524
2009,NUTS,2010,CH032,3,3.687
2010,NUTS,2010,CH032,3,8.541
2011,NUTS,2010,CH032,3,11.662
2012,NUTS,2010,CH032,3,3.632
1990,NUTS,2010,CH033,3,1.366
1991,NUTS,2010,CH033,3,2.008
1993,NUTS,2010,CH033,3,2.93
1994,NUTS,2010,CH033,3,5.935
1995,NUTS,2010,CH033,3,11.47
1996,NUTS,2010,CH033,3,3.214
1997,NUTS,2010,CH033,3,2.821
1998,NUTS,2010,CH033,3,9.681
1999,NUTS,2010,CH033,3,19.256
2000,NUTS,2010,CH033,3,32.055
2001,NUTS,2010,CH033,3,34.983
2002,NUTS,2010,CH033,3,21.952
2003,NUTS,2010,CH033,3,12.127
2004,NUTS,2010,CH033,3,32.675
2005,NUTS,2010,CH033,3,22.261
2006,NUTS,2010,CH033,3,9.801
2007,NUTS,2010,CH033,3,33.402
2008,NUTS,2010,CH033,3,7.445
2009,NUTS,2010,CH033,3,9.719
2010,NUTS,2010,CH033,3,14.499
2011,NUTS,2010,CH033,3,13.214
2012,NUTS,2010,CH033,3,19.521
1990,NUTS,2010,CH04,2,8.368
1991,NUTS,2010,CH04,2,9.595
1992,NUTS,2010,CH04,2,2.344
1993,NUTS,2010,CH04,2,6.148
1994,NUTS,2010,CH04,2,7.314
1995,NUTS,2010,CH04,2,6.632
1996,NUTS,2010,CH04,2,14.207
1997,NUTS,2010,CH04,2,19.086
1998,NUTS,2010,CH04,2,18.906
1999,NUTS,2010,CH04,2,23.476
2000,NUTS,2010,CH04,2,46.28
2001,NUTS,2010,CH04,2,31.273
2002,NUTS,2010,CH04,2,25.405
2003,NUTS,2010,CH04,2,19.101
2004,NUTS,2010,CH04,2,37.227
2005,NUTS,2010,CH04,2,28.079
2006,NUTS,2010,CH04,2,23.598
2007,NUTS,2010,CH04,2,32.623
2008,NUTS,2010,CH04,2,33.643
2009,NUTS,2010,CH04,2,22.353
2010,NUTS,2010,CH04,2,16.873
2011,NUTS,2010,CH04,2,23.313
2012,NUTS,2010,CH04,2,20.231
1990,NUTS,2010,CH040,3,8.368
1991,NUTS,2010,CH040,3,9.595
1992,NUTS,2010,CH040,3,2.344
1993,NUTS,2010,CH040,3,6.148
1994,NUTS,2010,CH040,3,7.314
1995,NUTS,2010,CH040,3,6.632
1996,NUTS,2010,CH040,3,14.207
1997,NUTS,2010,CH040,3,19.086
1998,NUTS,2010,CH040,3,18.906
1999,NUTS,2010,CH040,3,23.476
2000,NUTS,2010,CH040,3,46.28
2001,NUTS,2010,CH040,3,31.273
2002,NUTS,2010,CH040,3,25.405
2003,NUTS,2010,CH040,3,19.101
2004,NUTS,2010,CH040,3,37.227
2005,NUTS,2010,CH040,3,28.079
2006,NUTS,2010,CH040,3,23.598
2007,NUTS,2010,CH040,3,32.623
2008,NUTS,2010,CH040,3,33.643
2009,NUTS,2010,CH040,3,22.353
2010,NUTS,2010,CH040,3,16.873
2011,NUTS,2010,CH040,3,23.313
2012,NUTS,2010,CH040,3,20.231
1990,NUTS,2010,CH05,2,1.566
1991,NUTS,2010,CH05,2,1.024
1993,NUTS,2010,CH05,2,1.82
1994,NUTS,2010,CH05,2,2.457
1995,NUTS,2010,CH05,2,1.294
1996,NUTS,2010,CH05,2,1.936
1997,NUTS,2010,CH05,2,2.894
1998,NUTS,2010,CH05,2,4.825
1999,NUTS,2010,CH05,2,9.465
2000,NUTS,2010,CH05,2,4.876
2001,NUTS,2010,CH05,2,9.326
