year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_mge_gdp_beur
2011,NUTS,2010,BE21,2,0.046
2012,NUTS,2010,BE21,2,0.062
2011,NUTS,2010,BE211,3,0.062
2012,NUTS,2010,BE211,3,0.063
2011,NUTS,2010,BE212,3,0.055
2012,NUTS,2010,BE212,3,0.083
2012,NUTS,2010,BE213,3,0.044
2011,NUTS,2010,BE22,2,0.045
2012,NUTS,2010,BE22,2,0.067
2011,NUTS,2010,BE221,3,0.017
2012,NUTS,2010,BE221,3,0.061
2012,NUTS,2010,BE222,3,0.131
2011,NUTS,2010,BE223,3,0.206
2011,NUTS,2010,BE23,2,0.599
2012,NUTS,2010,BE23,2,0.303
2011,NUTS,2010,BE231,3,0.175
2012,NUTS,2010,BE231,3,0.103
2011,NUTS,2010,BE232,3,0.153
2012,NUTS,2010,BE232,3,0.104
2011,NUTS,2010,BE233,3,0.363
2011,NUTS,2010,BE234,3,0.94
2012,NUTS,2010,BE234,3,0.513
2011,NUTS,2010,BE235,3,0.902
2012,NUTS,2010,BE235,3,0.404
2011,NUTS,2010,BE236,3,0.166
2012,NUTS,2010,BE236,3,0.033
2011,NUTS,2010,BE24,2,0.214
2012,NUTS,2010,BE24,2,0.228
2011,NUTS,2010,BE241,3,0.06
2012,NUTS,2010,BE241,3,0.077
2011,NUTS,2010,BE242,3,0.46
2012,NUTS,2010,BE242,3,0.464
2011,NUTS,2010,BE25,2,0.054
2012,NUTS,2010,BE25,2,0.017
2012,NUTS,2010,BE251,3,0.033
2011,NUTS,2010,BE252,3,0.216
2011,NUTS,2010,BE254,3,0.148
2011,NUTS,2010,BE255,3,0.084
2012,NUTS,2010,BE257,3,0.1
2011,NUTS,2010,BE3,1,0.244
2012,NUTS,2010,BE3,1,0.149
2011,NUTS,2010,BE31,2,0.8
2012,NUTS,2010,BE31,2,0.31
2011,NUTS,2010,BE310,3,0.8
2012,NUTS,2010,BE310,3,0.31
2011,NUTS,2010,BE32,2,0.235
2012,NUTS,2010,BE32,2,0.141
2011,NUTS,2010,BE322,3,0.205
2011,NUTS,2010,BE323,3,0.263
2012,NUTS,2010,BE323,3,0.355
2011,NUTS,2010,BE324,3,1.537
2012,NUTS,2010,BE324,3,0.262
2011,NUTS,2010,BE325,3,0.037
2012,NUTS,2010,BE325,3,0.114
2011,NUTS,2010,BE327,3,0.051
2012,NUTS,2010,BE327,3,0.333
2011,NUTS,2010,BE33,2,0.114
2012,NUTS,2010,BE33,2,0.084
2011,NUTS,2010,BE331,3,0.249
2012,NUTS,2010,BE331,3,0.039
2011,NUTS,2010,BE332,3,0.127
2012,NUTS,2010,BE332,3,0.073
2011,NUTS,2010,BE336,3,0.177
2012,NUTS,2010,BE336,3,0.514
2012,NUTS,2010,BE34,2,0.016
2012,NUTS,2010,BE342,3,0.106
2011,NUTS,2010,BE35,2,0.021
2012,NUTS,2010,BE35,2,0.192
2011,NUTS,2010,BE352,3,0.03
2012,NUTS,2010,BE352,3,0.269
2011,NUTS,2010,BEZ,1,0.988
2011,NUTS,2010,BEZZ,2,0.988
2011,NUTS,2010,BEZZZ,3,0.988
2011,NUTS,2010,CZ,0,0.021
2012,NUTS,2010,CZ,0,0.007
2011,NUTS,2010,CZ0,1,0.021
2012,NUTS,2010,CZ0,1,0.007
2011,NUTS,2010,CZ01,2,0.012
2012,NUTS,2010,CZ01,2,0.018
2011,NUTS,2010,CZ010,3,0.012
2012,NUTS,2010,CZ010,3,0.018
2011,NUTS,2010,CZ02,2,0.014
2012,NUTS,2010,CZ02,2,0.028
2011,NUTS,2010,CZ020,3,0.014
2012,NUTS,2010,CZ020,3,0.028
2011,NUTS,2010,CZ04,2,0.024
2011,NUTS,2010,CZ042,3,0.032
2011,NUTS,2010,CZ05,2,0.017
2011,NUTS,2010,CZ053,3,0.049
2011,NUTS,2010,CZ06,2,0.046
2011,NUTS,2010,CZ064,3,0.063
2011,NUTS,2010,CZ07,2,0.065
2011,NUTS,2010,CZ071,3,0.13
2011,NUTS,2010,DE,0,0.157
2012,NUTS,2010,DE,0,0.124
2011,NUTS,2010,DE1,1,0.119
2012,NUTS,2010,DE1,1,0.14
2011,NUTS,2010,DE11,2,0.02
2012,NUTS,2010,DE11,2,0.046
2011,NUTS,2010,DE111,3,0.023
2012,NUTS,2010,DE111,3,0.069
2011,NUTS,2010,DE112,3,0.06
2012,NUTS,2010,DE112,3,0.043
2011,NUTS,2010,DE113,3,0.054
2012,NUTS,2010,DE113,3,0.072
2011,NUTS,2010,DE115,3,0.013
2012,NUTS,2010,DE115,3,0.109
2012,NUTS,2010,DE118,3,0.034
2011,NUTS,2010,DE12,2,0.278
2012,NUTS,2010,DE12,2,0.262
2012,NUTS,2010,DE121,3,0.377
2011,NUTS,2010,DE122,3,0.065
2012,NUTS,2010,DE122,3,0.153
2011,NUTS,2010,DE123,3,0.122
2012,NUTS,2010,DE123,3,0.121
2011,NUTS,2010,DE124,3,0.053
2011,NUTS,2010,DE125,3,1.681
2012,NUTS,2010,DE125,3,1.569
2011,NUTS,2010,DE126,3,0.284
2012,NUTS,2010,DE126,3,0.135
2011,NUTS,2010,DE128,3,0.471
2012,NUTS,2010,DE128,3,0.494
2011,NUTS,2010,DE12A,3,0.259
2011,NUTS,2010,DE12B,3,0.022
2011,NUTS,2010,DE13,2,0.183
2012,NUTS,2010,DE13,2,0.186
2011,NUTS,2010,DE131,3,0.692
2012,NUTS,2010,DE131,3,0.827
2011,NUTS,2010,DE132,3,0.21
2012,NUTS,2010,DE132,3,0.466
2011,NUTS,2010,DE133,3,0.55
2012,NUTS,2010,DE133,3,0.109
2011,NUTS,2010,DE134,3,0.017
2012,NUTS,2010,DE135,3,0.034
2011,NUTS,2010,DE138,3,0.125
2012,NUTS,2010,DE138,3,0.161
2011,NUTS,2010,DE139,3,0.238
2012,NUTS,2010,DE139,3,0.058
2011,NUTS,2010,DE14,2,0.051
2012,NUTS,2010,DE14,2,0.146
2011,NUTS,2010,DE141,3,0.053
2011,NUTS,2010,DE142,3,0.222
2012,NUTS,2010,DE142,3,0.949
2011,NUTS,2010,DE144,3,0.063
2012,NUTS,2010,DE144,3,0.203
2011,NUTS,2010,DE145,3,0.099
2012,NUTS,2010,DE145,3,0.067
2011,NUTS,2010,DE146,3,0.057
2012,NUTS,2010,DE146,3,0.089
2012,NUTS,2010,DE147,3,0.038
2012,NUTS,2010,DE148,3,0.059
2011,NUTS,2010,DE2,1,0.125
2012,NUTS,2010,DE2,1,0.132
2011,NUTS,2010,DE21,2,0.216
2012,NUTS,2010,DE21,2,0.208
2011,NUTS,2010,DE212,3,0.161
2012,NUTS,2010,DE212,3,0.207
2011,NUTS,2010,DE214,3,0.066
2012,NUTS,2010,DE214,3,0.11
2012,NUTS,2010,DE215,3,0.122
2011,NUTS,2010,DE216,3,1.496
2012,NUTS,2010,DE216,3,0.794
2011,NUTS,2010,DE218,3,0.398
2012,NUTS,2010,DE218,3,0.399
2012,NUTS,2010,DE21A,3,0.041
2011,NUTS,2010,DE21B,3,0.794
2012,NUTS,2010,DE21B,3,0.181
2011,NUTS,2010,DE21C,3,0.381
2012,NUTS,2010,DE21C,3,0.254
2011,NUTS,2010,DE21D,3,0.098
2012,NUTS,2010,DE21D,3,0.248
2011,NUTS,2010,DE21E,3,0.032
2012,NUTS,2010,DE21E,3,0.158
2011,NUTS,2010,DE21G,3,0.106
2011,NUTS,2010,DE21H,3,0.05
2012,NUTS,2010,DE21H,3,0.159
2011,NUTS,2010,DE21J,3,0.461
2011,NUTS,2010,DE21K,3,0.152
2012,NUTS,2010,DE21K,3,0.152
2011,NUTS,2010,DE21L,3,0.1
2012,NUTS,2010,DE21L,3,0.13
2011,NUTS,2010,DE21M,3,0.105
2012,NUTS,2010,DE21M,3,0.299
2011,NUTS,2010,DE21N,3,2.676
2012,NUTS,2010,DE21N,3,2.188
2011,NUTS,2010,DE22,2,0.011
2012,NUTS,2010,DE22,2,0.031
2011,NUTS,2010,DE223,3,0.159
2011,NUTS,2010,DE226,3,0.034
2012,NUTS,2010,DE227,3,0.072
2012,NUTS,2010,DE229,3,0.199
2012,NUTS,2010,DE22A,3,0.155
2011,NUTS,2010,DE23,2,0.107
2012,NUTS,2010,DE23,2,0.223
2011,NUTS,2010,DE232,3,0.24
2012,NUTS,2010,DE232,3,0.367
2011,NUTS,2010,DE236,3,0.084
2012,NUTS,2010,DE238,3,0.623
2012,NUTS,2010,DE239,3,0.231
2011,NUTS,2010,DE23A,3,0.508
2012,NUTS,2010,DE23A,3,0.47
2011,NUTS,2010,DE24,2,0.073
2012,NUTS,2010,DE24,2,0.061
2011,NUTS,2010,DE242,3,0.307
2012,NUTS,2010,DE242,3,0.393
2011,NUTS,2010,DE245,3,0.244
2012,NUTS,2010,DE246,3,0.266
2011,NUTS,2010,DE24B,3,0.242
2011,NUTS,2010,DE25,2,0.086
2012,NUTS,2010,DE25,2,0.028
2011,NUTS,2010,DE252,3,0.106
2012,NUTS,2010,DE252,3,0.029
2011,NUTS,2010,DE254,3,0.042
2011,NUTS,2010,DE256,3,0.429
2011,NUTS,2010,DE257,3,0.389
2012,NUTS,2010,DE257,3,0.401
2011,NUTS,2010,DE26,2,0.04
2012,NUTS,2010,DE26,2,0.057
2011,NUTS,2010,DE263,3,0.017
2012,NUTS,2010,DE263,3,0.124
2011,NUTS,2010,DE264,3,0.049
2012,NUTS,2010,DE264,3,0.067
2011,NUTS,2010,DE265,3,0.123
2011,NUTS,2010,DE266,3,0.14
2012,NUTS,2010,DE268,3,0.056
2011,NUTS,2010,DE269,3,0.047
2011,NUTS,2010,DE26B,3,0.141
2011,NUTS,2010,DE26C,3,0.062
2012,NUTS,2010,DE26C,3,0.345
2011,NUTS,2010,DE27,2,0.022
2012,NUTS,2010,DE27,2,0.071
2011,NUTS,2010,DE275,3,0.367
2012,NUTS,2010,DE275,3,0.112
2011,NUTS,2010,DE276,3,0.025
2012,NUTS,2010,DE27C,3,0.978
2011,NUTS,2010,DE3,1,0.285
2012,NUTS,2010,DE3,1,0.288
2011,NUTS,2010,DE30,2,0.285
2012,NUTS,2010,DE30,2,0.288
2011,NUTS,2010,DE300,3,0.285
2012,NUTS,2010,DE300,3,0.288
2011,NUTS,2010,DE4,1,0.126
2012,NUTS,2010,DE4,1,0.116
2011,NUTS,2010,DE40,2,0.126
2012,NUTS,2010,DE40,2,0.116
2011,NUTS,2010,DE404,3,0.524
2012,NUTS,2010,DE404,3,0.367
2011,NUTS,2010,DE406,3,0.108
2012,NUTS,2010,DE406,3,0.103
2011,NUTS,2010,DE409,3,0.246
2011,NUTS,2010,DE40A,3,0.044
2012,NUTS,2010,DE40B,3,0.823
2011,NUTS,2010,DE40C,3,0.09
2012,NUTS,2010,DE40C,3,0.395
2011,NUTS,2010,DE40E,3,0.286
2012,NUTS,2010,DE40E,3,0.061
2011,NUTS,2010,DE40H,3,0.242
2011,NUTS,2010,DE40I,3,0.117
2012,NUTS,2010,DE40I,3,0.172
2011,NUTS,2010,DE5,1,0.128
2012,NUTS,2010,DE5,1,0.009
2011,NUTS,2010,DE50,2,0.128
2012,NUTS,2010,DE50,2,0.009
2011,NUTS,2010,DE501,3,0.149
2012,NUTS,2010,DE501,3,0.01
2011,NUTS,2010,DE6,1,0.097
2012,NUTS,2010,DE6,1,0.038
2011,NUTS,2010,DE60,2,0.097
2012,NUTS,2010,DE60,2,0.038
2011,NUTS,2010,DE600,3,0.097
2012,NUTS,2010,DE600,3,0.038
2011,NUTS,2010,DE7,1,0.171
2012,NUTS,2010,DE7,1,0.108
2011,NUTS,2010,DE71,2,0.157
2012,NUTS,2010,DE71,2,0.116
2011,NUTS,2010,DE711,3,0.297
2012,NUTS,2010,DE711,3,0.248
2011,NUTS,2010,DE712,3,0.089
2012,NUTS,2010,DE712,3,0.064
2011,NUTS,2010,DE714,3,0.139
2011,NUTS,2010,DE715,3,0.37
2012,NUTS,2010,DE715,3,0.311
2011,NUTS,2010,DE716,3,0.609
2012,NUTS,2010,DE716,3,0.316
2012,NUTS,2010,DE717,3,0.089
2011,NUTS,2010,DE718,3,0.087
2012,NUTS,2010,DE718,3,0.229
2011,NUTS,2010,DE719,3,0.237
2012,NUTS,2010,DE719,3,0.126
2011,NUTS,2010,DE71A,3,0.072
2012,NUTS,2010,DE71A,3,0.016
2011,NUTS,2010,DE71C,3,0.155
2012,NUTS,2010,DE71C,3,0.043
2011,NUTS,2010,DE71D,3,0.113
2012,NUTS,2010,DE71D,3,0.166
2011,NUTS,2010,DE71E,3,0.368
2012,NUTS,2010,DE71E,3,0.413
2011,NUTS,2010,DE72,2,0.44
2012,NUTS,2010,DE72,2,0.182
2011,NUTS,2010,DE721,3,0.3
2012,NUTS,2010,DE721,3,0.063
2011,NUTS,2010,DE722,3,0.171
2012,NUTS,2010,DE722,3,0.065
2011,NUTS,2010,DE723,3,0.078
2011,NUTS,2010,DE724,3,1.193
2012,NUTS,2010,DE724,3,0.582
2011,NUTS,2010,DE73,2,0.018
2012,NUTS,2010,DE73,2,0.012
2011,NUTS,2010,DE731,3,0.039
2011,NUTS,2010,DE733,3,0.083
2012,NUTS,2010,DE735,3,0.092
2011,NUTS,2010,DE8,1,0.095
2012,NUTS,2010,DE8,1,0.033
2011,NUTS,2010,DE80,2,0.095
2012,NUTS,2010,DE80,2,0.033
2011,NUTS,2010,DE803,3,0.109
2011,NUTS,2010,DE9,1,0.133
2012,NUTS,2010,DE9,1,0.073
2011,NUTS,2010,DE91,2,0.226
2012,NUTS,2010,DE91,2,0.193
2011,NUTS,2010,DE911,3,0.539
2012,NUTS,2010,DE911,3,0.179
2011,NUTS,2010,DE915,3,0.505
2012,NUTS,2010,DE915,3,0.688
2011,NUTS,2010,DE918,3,0.123
2012,NUTS,2010,DE918,3,0.765
2012,NUTS,2010,DE91A,3,0.121
2011,NUTS,2010,DE91B,3,1.369
2012,NUTS,2010,DE91B,3,0.386
2011,NUTS,2010,DE92,2,0.176
2012,NUTS,2010,DE92,2,0.073
2011,NUTS,2010,DE923,3,0.044
2011,NUTS,2010,DE926,3,0.231
2012,NUTS,2010,DE926,3,0.189
2011,NUTS,2010,DE929,3,0.262
2012,NUTS,2010,DE929,3,0.108
2011,NUTS,2010,DE93,2,0.05
2012,NUTS,2010,DE93,2,0.017
2012,NUTS,2010,DE932,3,0.051
2011,NUTS,2010,DE933,3,0.347
2012,NUTS,2010,DE933,3,0.049
2011,NUTS,2010,DE936,3,0.146
2012,NUTS,2010,DE936,3,0.124
2011,NUTS,2010,DE94,2,0.067
2012,NUTS,2010,DE94,2,0.011
2011,NUTS,2010,DE943,3,0.022
2011,NUTS,2010,DE944,3,0.056
2012,NUTS,2010,DE944,3,0.058
2011,NUTS,2010,DE946,3,0.35
2012,NUTS,2010,DE946,3,0.068
2011,NUTS,2010,DE948,3,0.402
2012,NUTS,2010,DE94B,3,0.054
2011,NUTS,2010,DE94E,3,0.113
2011,NUTS,2010,DE94F,3,0.103
2011,NUTS,2010,DEA,1,0.212
2012,NUTS,2010,DEA,1,0.146
2011,NUTS,2010,DEA1,2,0.248
2012,NUTS,2010,DEA1,2,0.159
2011,NUTS,2010,DEA11,3,0.278
2012,NUTS,2010,DEA11,3,0.204
2011,NUTS,2010,DEA12,3,0.063
2011,NUTS,2010,DEA13,3,0.111
2012,NUTS,2010,DEA13,3,0.121
2012,NUTS,2010,DEA14,3,0.062
2011,NUTS,2010,DEA15,3,0.044
2012,NUTS,2010,DEA15,3,0.031
2011,NUTS,2010,DEA19,3,0.103
2012,NUTS,2010,DEA19,3,0.377
2011,NUTS,2010,DEA1A,3,0.097
2012,NUTS,2010,DEA1A,3,0.1
2011,NUTS,2010,DEA1B,3,0.132
2012,NUTS,2010,DEA1B,3,0.281
2011,NUTS,2010,DEA1C,3,1.401
2012,NUTS,2010,DEA1C,3,0.636
2011,NUTS,2010,DEA1D,3,0.203
2012,NUTS,2010,DEA1D,3,0.033
2011,NUTS,2010,DEA1E,3,0.13
2012,NUTS,2010,DEA1E,3,0.106
2011,NUTS,2010,DEA1F,3,0.015
2012,NUTS,2010,DEA1F,3,0.085
2011,NUTS,2010,DEA2,2,0.239
2012,NUTS,2010,DEA2,2,0.163
2011,NUTS,2010,DEA22,3,0.276
2012,NUTS,2010,DEA22,3,0.152
2011,NUTS,2010,DEA23,3,0.248
2012,NUTS,2010,DEA23,3,0.147
2011,NUTS,2010,DEA24,3,0.029
2012,NUTS,2010,DEA24,3,0.048
2011,NUTS,2010,DEA26,3,0.072
2012,NUTS,2010,DEA26,3,0.161
2011,NUTS,2010,DEA27,3,0.023
2012,NUTS,2010,DEA27,3,0.066
2011,NUTS,2010,DEA28,3,0.037
2012,NUTS,2010,DEA28,3,0.044
2012,NUTS,2010,DEA29,3,0.121
2011,NUTS,2010,DEA2A,3,0.061
2011,NUTS,2010,DEA2B,3,0.654
2012,NUTS,2010,DEA2B,3,0.401
2011,NUTS,2010,DEA2C,3,0.195
2012,NUTS,2010,DEA2C,3,0.102
2011,NUTS,2010,DEA2D,3,0.588
2012,NUTS,2010,DEA2D,3,0.439
2011,NUTS,2010,DEA3,2,0.25
2012,NUTS,2010,DEA3,2,0.208
2011,NUTS,2010,DEA33,3,0.546
2012,NUTS,2010,DEA33,3,0.615
2011,NUTS,2010,DEA34,3,0.012
2011,NUTS,2010,DEA35,3,0.465
2012,NUTS,2010,DEA35,3,0.203
2011,NUTS,2010,DEA36,3,0.439
2012,NUTS,2010,DEA36,3,0.284
2011,NUTS,2010,DEA37,3,0.116
2012,NUTS,2010,DEA37,3,0.089
2011,NUTS,2010,DEA38,3,0.044
2012,NUTS,2010,DEA38,3,0.042
2011,NUTS,2010,DEA4,2,0.146
2012,NUTS,2010,DEA4,2,0.126
2011,NUTS,2010,DEA41,3,0.207
2012,NUTS,2010,DEA41,3,0.232
2011,NUTS,2010,DEA42,3,0.212
2012,NUTS,2010,DEA42,3,0.168
2012,NUTS,2010,DEA43,3,0.134
2011,NUTS,2010,DEA45,3,0.055
2012,NUTS,2010,DEA45,3,0.106
2011,NUTS,2010,DEA46,3,0.226
2012,NUTS,2010,DEA46,3,0.09
2011,NUTS,2010,DEA47,3,0.135
2012,NUTS,2010,DEA47,3,0.035
2011,NUTS,2010,DEA5,2,0.126
2012,NUTS,2010,DEA5,2,0.068
2011,NUTS,2010,DEA51,3,0.407
2012,NUTS,2010,DEA51,3,0.422
2011,NUTS,2010,DEA52,3,0.257
2012,NUTS,2010,DEA52,3,0.062
2012,NUTS,2010,DEA53,3,0.023
2012,NUTS,2010,DEA54,3,0.104
2011,NUTS,2010,DEA55,3,0.055
2012,NUTS,2010,DEA55,3,0.093
2011,NUTS,2010,DEA56,3,0.216
2012,NUTS,2010,DEA56,3,0.047
2011,NUTS,2010,DEA58,3,0.006
2011,NUTS,2010,DEA5B,3,0.089
2011,NUTS,2010,DEA5C,3,0.14
2012,NUTS,2010,DEA5C,3,0.044
2011,NUTS,2010,DEB,1,0.181
2012,NUTS,2010,DEB,1,0.085
2012,NUTS,2010,DEB1,2,0.021
2012,NUTS,2010,DEB14,3,0.094
2012,NUTS,2010,DEB18,3,0.099
2011,NUTS,2010,DEB2,2,0.086
2011,NUTS,2010,DEB21,3,0.041
2011,NUTS,2010,DEB22,3,0.332
2011,NUTS,2010,DEB3,2,0.321
2012,NUTS,2010,DEB3,2,0.145
2011,NUTS,2010,DEB32,3,0.044
2012,NUTS,2010,DEB32,3,0.065
2011,NUTS,2010,DEB34,3,0.161
2011,NUTS,2010,DEB35,3,0.304
2012,NUTS,2010,DEB35,3,0.069
2011,NUTS,2010,DEB36,3,1.142
2012,NUTS,2010,DEB36,3,0.354
2011,NUTS,2010,DEB38,3,0.626
2012,NUTS,2010,DEB38,3,0.179
2011,NUTS,2010,DEB39,3,0.537
2012,NUTS,2010,DEB39,3,0.089
2012,NUTS,2010,DEB3B,3,0.313
2011,NUTS,2010,DEB3C,3,0.443
2012,NUTS,2010,DEB3C,3,0.68
2012,NUTS,2010,DEB3E,3,0.081
2011,NUTS,2010,DEB3F,3,0.316
2012,NUTS,2010,DEB3F,3,0.256
2011,NUTS,2010,DEB3H,3,0.109
2011,NUTS,2010,DEB3I,3,1.797
2012,NUTS,2010,DEB3I,3,0.563
2011,NUTS,2010,DEB3J,3,0.838
2012,NUTS,2010,DEB3J,3,0.336
2012,NUTS,2010,DEB3K,3,0.355
2011,NUTS,2010,DEC,1,0.12
2012,NUTS,2010,DEC,1,0.153
2011,NUTS,2010,DED,1,0.183
2012,NUTS,2010,DED,1,0.117
2011,NUTS,2010,DED2,2,0.226
2012,NUTS,2010,DED2,2,0.165
2011,NUTS,2010,DED21,3,0.502
2012,NUTS,2010,DED21,3,0.317
2012,NUTS,2010,DED2C,3,0.15
2011,NUTS,2010,DED2D,3,0.019
2012,NUTS,2010,DED2D,3,0.041
2011,NUTS,2010,DED2E,3,0.059
2011,NUTS,2010,DED2F,3,0.018
2011,NUTS,2010,DED4,2,0.038
2012,NUTS,2010,DED4,2,0.009
2011,NUTS,2010,DED43,3,0.109
2012,NUTS,2010,DED43,3,0.045
2011,NUTS,2010,DED45,3,0.062
2011,NUTS,2010,DED5,2,0.312
2012,NUTS,2010,DED5,2,0.186
2011,NUTS,2010,DED51,3,0.383
2012,NUTS,2010,DED51,3,0.228
2011,NUTS,2010,DED52,3,0.366
2012,NUTS,2010,DED52,3,0.153
2012,NUTS,2010,DED53,3,0.073
2011,NUTS,2010,DEE,1,0.198
2012,NUTS,2010,DEE,1,0.082
2011,NUTS,2010,DEE0,2,0.198
2012,NUTS,2010,DEE0,2,0.082
2011,NUTS,2010,DEE01,3,0.114
2011,NUTS,2010,DEE02,3,0.485
2012,NUTS,2010,DEE02,3,0.297
2011,NUTS,2010,DEE03,3,0.097
2012,NUTS,2010,DEE05,3,0.206
2011,NUTS,2010,DEE06,3,0.246
2011,NUTS,2010,DEE08,3,0.066
2011,NUTS,2010,DEE09,3,0.874
2012,NUTS,2010,DEE09,3,0.183
2011,NUTS,2010,DEE0A,3,0.039
2012,NUTS,2010,DEE0A,3,0.272
2012,NUTS,2010,DEE0B,3,0.045
2011,NUTS,2010,DEE0C,3,0.424
2011,NUTS,2010,DEF,1,0.051
2012,NUTS,2010,DEF,1,0.057
2011,NUTS,2010,DEF0,2,0.051
2012,NUTS,2010,DEF0,2,0.057
2011,NUTS,2010,DEF01,3,0.314
2012,NUTS,2010,DEF02,3,0.018
2011,NUTS,2010,DEF03,3,0.049
2012,NUTS,2010,DEF05,3,0.57
2012,NUTS,2010,DEF06,3,0.131
2011,NUTS,2010,DEF07,3,0.029
2011,NUTS,2010,DEF09,3,0.129
2012,NUTS,2010,DEF09,3,0.042
2012,NUTS,2010,DEF0B,3,0.13
2011,NUTS,2010,DEF0D,3,0.145
2012,NUTS,2010,DEF0D,3,0.081
2011,NUTS,2010,DEF0F,3,0.068
2011,NUTS,2010,DEG,1,0.047
2012,NUTS,2010,DEG,1,0.1
2011,NUTS,2010,DEG0,2,0.047
2012,NUTS,2010,DEG0,2,0.1
2011,NUTS,2010,DEG03,3,0.327
2012,NUTS,2010,DEG03,3,1.24
2011,NUTS,2010,DEG06,3,0.24
2011,NUTS,2010,DEG0A,3,0.179
2012,NUTS,2010,DEG0A,3,0.355
2011,NUTS,2010,DEG0G,3,0.121
2011,NUTS,2010,DEG0L,3,0.133
2012,NUTS,2010,DEG0L,3,0.13
2011,NUTS,2010,DK,0,0.356
2012,NUTS,2010,DK,0,0.274
2011,NUTS,2010,DK0,1,0.37
2012,NUTS,2010,DK0,1,0.282
2011,NUTS,2010,DK01,2,0.749
2012,NUTS,2010,DK01,2,0.464
2011,NUTS,2010,DK011,3,0.427
2012,NUTS,2010,DK011,3,0.245
2011,NUTS,2010,DK012,3,0.72
2012,NUTS,2010,DK012,3,0.443
2011,NUTS,2010,DK013,3,1.82
2012,NUTS,2010,DK013,3,1.177
2011,NUTS,2010,DK02,2,0.103
2012,NUTS,2010,DK02,2,0.142
2011,NUTS,2010,DK021,3,0.197
2012,NUTS,2010,DK021,3,0.277
2011,NUTS,2010,DK022,3,0.063
2012,NUTS,2010,DK022,3,0.085
2011,NUTS,2010,DK03,2,0.027
2012,NUTS,2010,DK03,2,0.09
2011,NUTS,2010,DK031,3,0.06
2012,NUTS,2010,DK031,3,0.049
2011,NUTS,2010,DK032,3,0.008
2012,NUTS,2010,DK032,3,0.112
2011,NUTS,2010,DK04,2,0.246
2012,NUTS,2010,DK04,2,0.31
2011,NUTS,2010,DK041,3,0.029
2012,NUTS,2010,DK041,3,0.139
2011,NUTS,2010,DK042,3,0.368
2012,NUTS,2010,DK042,3,0.403
2011,NUTS,2010,DK05,2,0.082
2012,NUTS,2010,DK05,2,0.006
2011,NUTS,2010,DK050,3,0.082
2012,NUTS,2010,DK050,3,0.006
2011,NUTS,2010,EE,0,0.282
2012,NUTS,2010,EE,0,0.056
2011,NUTS,2010,EE0,1,0.282
2012,NUTS,2010,EE0,1,0.056
2011,NUTS,2010,EE00,2,0.282
2012,NUTS,2010,EE00,2,0.056
