year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_mge_gdp_beur
2011,NUTS,2010,PT17,2,0.025
2012,NUTS,2010,PT17,2,0.032
2011,NUTS,2010,RO,0,0.004
2012,NUTS,2010,RO,0,0.007
2011,NUTS,2010,RO1,1,0.017
2012,NUTS,2010,RO1,1,0.019
2011,NUTS,2010,RO11,2,0.034
2011,NUTS,2010,RO112,3,0.356
2012,NUTS,2010,RO12,2,0.038
2012,NUTS,2010,RO124,3,0.389
2012,NUTS,2010,RO3,1,0.008
2012,NUTS,2010,RO32,2,0.012
2012,NUTS,2010,RO321,3,0.014
2011,NUTS,2010,SE,0,0.105
2012,NUTS,2010,SE,0,0.081
2011,NUTS,2010,SE1,1,0.137
2012,NUTS,2010,SE1,1,0.092
2011,NUTS,2010,SE11,2,0.112
2012,NUTS,2010,SE11,2,0.08
2011,NUTS,2010,SE110,3,0.112
2012,NUTS,2010,SE110,3,0.08
2011,NUTS,2010,SE12,2,0.188
2012,NUTS,2010,SE12,2,0.118
2011,NUTS,2010,SE121,3,0.802
2012,NUTS,2010,SE121,3,0.317
2011,NUTS,2010,SE122,3,0.036
2012,NUTS,2010,SE123,3,0.163
2011,NUTS,2010,SE2,1,0.091
2012,NUTS,2010,SE2,1,0.081
2011,NUTS,2010,SE21,2,0.034
2011,NUTS,2010,SE213,3,0.124
2011,NUTS,2010,SE22,2,0.205
2012,NUTS,2010,SE22,2,0.134
2011,NUTS,2010,SE224,3,0.228
2012,NUTS,2010,SE224,3,0.148
2011,NUTS,2010,SE23,2,0.038
2012,NUTS,2010,SE23,2,0.076
2012,NUTS,2010,SE231,3,0.093
2011,NUTS,2010,SE232,3,0.043
2012,NUTS,2010,SE232,3,0.074
2011,NUTS,2010,SE3,1,0.047
2012,NUTS,2010,SE3,1,0.032
2011,NUTS,2010,SE31,2,0.011
2011,NUTS,2010,SE311,3,0.036
2011,NUTS,2010,SE32,2,0.089
2012,NUTS,2010,SE32,2,0.069
2011,NUTS,2010,SE321,3,0.132
2012,NUTS,2010,SE321,3,0.102
2011,NUTS,2010,SE33,2,0.067
2012,NUTS,2010,SE33,2,0.052
2011,NUTS,2010,SE331,3,0.149
2012,NUTS,2010,SE331,3,0.111
2011,NUTS,2010,SI,0,0.104
2012,NUTS,2010,SI,0,0.083
2011,NUTS,2010,SI0,1,0.095
2012,NUTS,2010,SI0,1,0.083
2011,NUTS,2010,SK,0,0.043
2012,NUTS,2010,SK,0,0.004
2011,NUTS,2010,SK0,1,0.043
2012,NUTS,2010,SK0,1,0.004
2011,NUTS,2010,SK01,2,0.102
2012,NUTS,2010,SK01,2,0.014
2011,NUTS,2010,SK010,3,0.102
2012,NUTS,2010,SK010,3,0.014
2011,NUTS,2010,SK04,2,0.07
2011,NUTS,2010,SK041,3,0.161
2011,NUTS,2010,UK,0,0.089
2012,NUTS,2010,UK,0,0.064
2011,NUTS,2010,UKC,1,0.174
2012,NUTS,2010,UKC,1,0.02
2011,NUTS,2010,UKC1,2,0.244
2012,NUTS,2010,UKC1,2,0.035
2011,NUTS,2010,UKC11,3,0.84
2012,NUTS,2010,UKC11,3,0.074
2012,NUTS,2010,UKC12,3,0.068
2011,NUTS,2010,UKC14,3,0.055
2011,NUTS,2010,UKC2,2,0.124
2012,NUTS,2010,UKC2,2,0.009
2011,NUTS,2010,UKC21,3,0.154
2011,NUTS,2010,UKC22,3,0.152
2012,NUTS,2010,UKC22,3,0.014
2011,NUTS,2010,UKD,1,0.052
2012,NUTS,2010,UKD,1,0.019
2012,NUTS,2010,UKD1,2,0.018
2012,NUTS,2010,UKD11,3,0.04
2011,NUTS,2010,UKD3,2,0.075
2012,NUTS,2010,UKD3,2,0.03
2011,NUTS,2010,UKD4,2,0.037
2011,NUTS,2010,UKD6,2,0.017
2012,NUTS,2010,UKD6,2,0.029
2011,NUTS,2010,UKD62,3,0.017
2012,NUTS,2010,UKD62,3,0.023
2011,NUTS,2010,UKD63,3,0.029
2012,NUTS,2010,UKD63,3,0.058
2011,NUTS,2010,UKD7,2,0.068
2012,NUTS,2010,UKD7,2,0.005
2011,NUTS,2010,UKD71,3,0.181
2012,NUTS,2010,UKD72,3,0.012
2011,NUTS,2010,UKD74,3,0.061
2011,NUTS,2010,UKE,1,0.061
2012,NUTS,2010,UKE,1,0.01
2011,NUTS,2010,UKE1,2,0.023
2011,NUTS,2010,UKE12,3,0.073
2011,NUTS,2010,UKE2,2,0.22
2012,NUTS,2010,UKE2,2,0.04
2011,NUTS,2010,UKE21,3,0.336
2012,NUTS,2010,UKE21,3,0.103
2011,NUTS,2010,UKE22,3,0.175
2012,NUTS,2010,UKE22,3,0.015
2011,NUTS,2010,UKE3,2,0.089
2012,NUTS,2010,UKE3,2,0.008
2011,NUTS,2010,UKE32,3,0.188
2012,NUTS,2010,UKE32,3,0.017
2012,NUTS,2010,UKE4,2,0.004
2012,NUTS,2010,UKE42,3,0.01
2011,NUTS,2010,UKF,1,0.063
2012,NUTS,2010,UKF,1,0.043
2011,NUTS,2010,UKF1,2,0.053
2012,NUTS,2010,UKF1,2,0.073
2011,NUTS,2010,UKF13,3,0.023
2012,NUTS,2010,UKF13,3,0.014
2011,NUTS,2010,UKF14,3,0.195
2012,NUTS,2010,UKF14,3,0.34
2011,NUTS,2010,UKF16,3,0.068
2012,NUTS,2010,UKF16,3,0.028
2011,NUTS,2010,UKF2,2,0.085
2012,NUTS,2010,UKF2,2,0.025
2011,NUTS,2010,UKF22,3,0.053
2012,NUTS,2010,UKF22,3,0.01
2011,NUTS,2010,UKF24,3,0.223
2012,NUTS,2010,UKF24,3,0.081
2011,NUTS,2010,UKF25,3,0.043
2011,NUTS,2010,UKF3,2,0.032
2011,NUTS,2010,UKF30,3,0.032
2011,NUTS,2010,UKG,1,0.05
2012,NUTS,2010,UKG,1,0.031
2011,NUTS,2010,UKG1,2,0.04
2012,NUTS,2010,UKG1,2,0.023
2011,NUTS,2010,UKG12,3,0.038
2012,NUTS,2010,UKG12,3,0.017
2011,NUTS,2010,UKG13,3,0.053
2012,NUTS,2010,UKG13,3,0.033
2011,NUTS,2010,UKG2,2,0.01
2012,NUTS,2010,UKG2,2,0.044
2012,NUTS,2010,UKG22,3,0.13
2011,NUTS,2010,UKG24,3,0.018
2012,NUTS,2010,UKG24,3,0.034
2011,NUTS,2010,UKG3,2,0.077
2012,NUTS,2010,UKG3,2,0.028
2011,NUTS,2010,UKG31,3,0.125
2012,NUTS,2010,UKG31,3,0.034
2011,NUTS,2010,UKG32,3,0.038
2011,NUTS,2010,UKG33,3,0.063
2012,NUTS,2010,UKG33,3,0.11
2011,NUTS,2010,UKG39,3,0.14
2011,NUTS,2010,UKH,1,0.193
2012,NUTS,2010,UKH,1,0.176
2011,NUTS,2010,UKH1,2,0.354
2012,NUTS,2010,UKH1,2,0.271
2011,NUTS,2010,UKH11,3,0.035
2011,NUTS,2010,UKH12,3,0.992
2012,NUTS,2010,UKH12,3,0.757
2011,NUTS,2010,UKH14,3,0.056
2012,NUTS,2010,UKH14,3,0.087
2011,NUTS,2010,UKH2,2,0.113
2012,NUTS,2010,UKH2,2,0.152
2011,NUTS,2010,UKH23,3,0.117
2012,NUTS,2010,UKH23,3,0.154
2011,NUTS,2010,UKH24,3,0.373
2012,NUTS,2010,UKH24,3,0.366
2012,NUTS,2010,UKH25,3,0.127
2011,NUTS,2010,UKH3,2,0.044
2012,NUTS,2010,UKH3,2,0.055
2011,NUTS,2010,UKI,1,0.066
2012,NUTS,2010,UKI,1,0.05
2011,NUTS,2010,UKJ,1,0.108
2012,NUTS,2010,UKJ,1,0.091
2011,NUTS,2010,UKJ1,2,0.21
2012,NUTS,2010,UKJ1,2,0.187
2011,NUTS,2010,UKJ11,3,0.025
2012,NUTS,2010,UKJ11,3,0.095
2011,NUTS,2010,UKJ12,3,0.043
2012,NUTS,2010,UKJ12,3,0.039
2012,NUTS,2010,UKJ13,3,0.031
2011,NUTS,2010,UKJ14,3,0.772
2012,NUTS,2010,UKJ14,3,0.538
2011,NUTS,2010,UKJ2,2,0.081
2012,NUTS,2010,UKJ2,2,0.063
2012,NUTS,2010,UKJ22,3,0.021
2011,NUTS,2010,UKJ3,2,0.041
2012,NUTS,2010,UKJ3,2,0.044
2011,NUTS,2010,UKJ31,3,0.193
2012,NUTS,2010,UKJ32,3,0.02
2011,NUTS,2010,UKJ4,2,0.028
2011,NUTS,2010,UKK,1,0.037
2012,NUTS,2010,UKK,1,0.066
2011,NUTS,2010,UKK1,2,0.068
2012,NUTS,2010,UKK1,2,0.088
2011,NUTS,2010,UKK12,3,0.059
2012,NUTS,2010,UKK12,3,0.138
2012,NUTS,2010,UKK13,3,0.026
2011,NUTS,2010,UKK15,3,0.32
2012,NUTS,2010,UKK15,3,0.268
2011,NUTS,2010,UKK2,2,0.011
2012,NUTS,2010,UKK2,2,0.081
2012,NUTS,2010,UKK21,3,0.076
2012,NUTS,2010,UKK22,3,0.188
2011,NUTS,2010,UKK23,3,0.027
2012,NUTS,2010,UKK3,2,0.039
2012,NUTS,2010,UKK30,3,0.039
2011,NUTS,2010,UKL,1,0.067
2012,NUTS,2010,UKL,1,0.039
2011,NUTS,2010,UKL1,2,0.026
2012,NUTS,2010,UKL1,2,0.044
2011,NUTS,2010,UKL13,3,0.053
2011,NUTS,2010,UKL14,3,0.049
2012,NUTS,2010,UKL14,3,0.23
2011,NUTS,2010,UKL18,3,0.077
2011,NUTS,2010,UKL2,2,0.118
2012,NUTS,2010,UKL2,2,0.032
2011,NUTS,2010,UKL22,3,0.181
2012,NUTS,2010,UKL22,3,0.071
2011,NUTS,2010,UKL24,3,0.41
2011,NUTS,2010,UKM,1,0.094
2012,NUTS,2010,UKM,1,0.085
2011,NUTS,2010,UKM2,2,0.192
2012,NUTS,2010,UKM2,2,0.055
2011,NUTS,2010,UKM21,3,0.203
2012,NUTS,2010,UKM21,3,0.117
2011,NUTS,2010,UKM22,3,0.224
2011,NUTS,2010,UKM23,3,1.005
2012,NUTS,2010,UKM23,3,0.583
2011,NUTS,2010,UKM25,3,0.167
2011,NUTS,2010,UKM26,3,0.076
2012,NUTS,2010,UKM26,3,0.069
2011,NUTS,2010,UKM27,3,0.074
2012,NUTS,2010,UKM27,3,0.036
2011,NUTS,2010,UKM3,2,0.02
2012,NUTS,2010,UKM3,2,0.043
2011,NUTS,2010,UKM34,3,0.033
2012,NUTS,2010,UKM34,3,0.11
2011,NUTS,2010,UKM38,3,0.063
2011,NUTS,2010,UKM5,2,0.098
2012,NUTS,2010,UKM5,2,0.018
2011,NUTS,2010,UKM50,3,0.098
2012,NUTS,2010,UKM50,3,0.018
2012,NUTS,2010,UKM6,2,0.558
2012,NUTS,2010,UKM62,3,1.169
2011,NUTS,2010,UKN,1,0.155
2012,NUTS,2010,UKN,1,0.031
2011,NUTS,2010,UKN0,2,0.155
2012,NUTS,2010,UKN0,2,0.031
2011,NUTS,2010,UKN01,3,0.052
2011,NUTS,2010,UKN02,3,0.212
2011,NUTS,2010,UKN03,3,0.301
2012,NUTS,2010,UKN03,3,0.04
2011,NUTS,2010,UKN04,3,0.146
2011,NUTS,2010,UKZZ,2,0.033
2011,NUTS,2010,UKZZZ,3,0.033
