year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_pnp_total_pc_emp_hc
2019,NUTS,2010,CZ07,2,0.0034
2020,NUTS,2010,CZ07,2,0.0033
2001,NUTS,2010,CZ08,2,0.0045
2002,NUTS,2010,CZ08,2,0.0066
2003,NUTS,2010,CZ08,2,0.0054
2004,NUTS,2010,CZ08,2,0.0014
2005,NUTS,2010,CZ08,2,0.0009
2006,NUTS,2010,CZ08,2,0.0019
2007,NUTS,2010,CZ08,2,0.0004
2008,NUTS,2010,CZ08,2,0.0004
2009,NUTS,2010,CZ08,2,0.0004
2010,NUTS,2010,CZ08,2,0.0004
2011,NUTS,2010,CZ08,2,0.0006
2012,NUTS,2010,CZ08,2,0.0005
2013,NUTS,2010,CZ08,2,0.0004
2014,NUTS,2010,CZ08,2,0.002
2015,NUTS,2010,CZ08,2,0.0015
2016,NUTS,2010,CZ08,2,0.0039
2017,NUTS,2010,CZ08,2,0.0029
2018,NUTS,2010,CZ08,2,0.0024
2019,NUTS,2010,CZ08,2,0.0074
2020,NUTS,2010,CZ08,2,0.0042
2008,NUTS,2010,DE,0,
2009,NUTS,2010,DE,0,
2010,NUTS,2010,DE,0,
2011,NUTS,2010,DE,0,
2012,NUTS,2010,DE,0,
2013,NUTS,2010,DE,0,
2014,NUTS,2010,DE,0,
1993,NUTS,2010,DK,0,0.015
1995,NUTS,2010,DK,0,0.0205
1997,NUTS,2010,DK,0,0.0176
1999,NUTS,2010,DK,0,0.0156
2000,NUTS,2010,DK,0,0.0139
2001,NUTS,2010,DK,0,0.0158
2002,NUTS,2010,DK,0,0.0145
2003,NUTS,2010,DK,0,0.0144
2004,NUTS,2010,DK,0,0.0155
2005,NUTS,2010,DK,0,0.0212
2006,NUTS,2010,DK,0,0.0179
2007,NUTS,2010,DK,0,0.0191
2008,NUTS,2010,DK,0,0.0134
2009,NUTS,2010,DK,0,0.0145
2010,NUTS,2010,DK,0,0.0159
2011,NUTS,2010,DK,0,0.0139
2012,NUTS,2010,DK,0,0.0159
2013,NUTS,2010,DK,0,0.0154
2014,NUTS,2010,DK,0,0.0152
2015,NUTS,2010,DK,0,0.0155
2016,NUTS,2010,DK,0,0.0154
2017,NUTS,2010,DK,0,0.0125
2018,NUTS,2010,DK,0,0.0108
2019,NUTS,2010,DK,0,0.0127
2020,NUTS,2010,DK,0,0.0129
1999,NUTS,2010,DK0,1,0.0154
2000,NUTS,2010,DK0,1,0.0138
2001,NUTS,2010,DK0,1,0.0157
2002,NUTS,2010,DK0,1,0.0142
2003,NUTS,2010,DK0,1,0.0142
2007,NUTS,2010,DK0,1,0.0188
2009,NUTS,2010,DK0,1,0.0142
2010,NUTS,2010,DK0,1,0.0155
2011,NUTS,2010,DK0,1,0.0136
2012,NUTS,2010,DK0,1,0.0154
2013,NUTS,2010,DK0,1,0.015
2014,NUTS,2010,DK0,1,0.0148
2015,NUTS,2010,DK0,1,0.015
2016,NUTS,2010,DK0,1,0.0149
2017,NUTS,2010,DK0,1,0.0121
2018,NUTS,2010,DK0,1,0.0104
2019,NUTS,2010,DK0,1,0.0122
2007,NUTS,2010,DK01,2,0.0409
2009,NUTS,2010,DK01,2,0.0402
2010,NUTS,2010,DK01,2,0.0474
2011,NUTS,2010,DK01,2,0.0409
2012,NUTS,2010,DK01,2,0.0454
2013,NUTS,2010,DK01,2,0.0436
2014,NUTS,2010,DK01,2,0.0425
2015,NUTS,2010,DK01,2,0.0421
2016,NUTS,2010,DK01,2,0.0407
2017,NUTS,2010,DK01,2,0.0333
2019,NUTS,2010,DK01,2,0.0351
2007,NUTS,2010,DK02,2,0.0002
2009,NUTS,2010,DK02,2,0.0155
2010,NUTS,2010,DK02,2,0.0052
2011,NUTS,2010,DK02,2,0.0032
2012,NUTS,2010,DK02,2,0.0032
2013,NUTS,2010,DK02,2,0.003
2014,NUTS,2010,DK02,2,0.003
2015,NUTS,2010,DK02,2,0.0041
2016,NUTS,2010,DK02,2,0.0045
2017,NUTS,2010,DK02,2,0.0039
2019,NUTS,2010,DK02,2,0.0041
2007,NUTS,2010,DK03,2,
2010,NUTS,2010,DK03,2,0.0
2012,NUTS,2010,DK03,2,0.0016
2013,NUTS,2010,DK03,2,0.0019
2014,NUTS,2010,DK03,2,0.0018
2015,NUTS,2010,DK03,2,0.0024
2016,NUTS,2010,DK03,2,0.0029
2017,NUTS,2010,DK03,2,0.0019
2007,NUTS,2010,DK04,2,0.0264
2010,NUTS,2010,DK04,2,0.0
2012,NUTS,2010,DK04,2,0.0
2013,NUTS,2010,DK04,2,0.0
2014,NUTS,2010,DK04,2,0.0
2015,NUTS,2010,DK04,2,0.0
2016,NUTS,2010,DK04,2,0.0
2017,NUTS,2010,DK04,2,0.0
2010,NUTS,2010,DK05,2,0.0
2012,NUTS,2010,DK05,2,0.0
2013,NUTS,2010,DK05,2,0.0
2014,NUTS,2010,DK05,2,0.0
2015,NUTS,2010,DK05,2,0.0
2016,NUTS,2010,DK05,2,0.0
2017,NUTS,2010,DK05,2,0.004
2000,NUTS,2010,EA19,2,0.0146
2001,NUTS,2010,EA19,2,0.0142
2002,NUTS,2010,EA19,2,0.0179
2003,NUTS,2010,EA19,2,0.0162
2004,NUTS,2010,EA19,2,0.0167
2005,NUTS,2010,EA19,2,0.0178
2006,NUTS,2010,EA19,2,0.0198
2007,NUTS,2010,EA19,2,0.0198
2008,NUTS,2010,EA19,2,0.0198
2009,NUTS,2010,EA19,2,0.0203
2010,NUTS,2010,EA19,2,0.0206
2011,NUTS,2010,EA19,2,0.0203
2012,NUTS,2010,EA19,2,0.0204
2013,NUTS,2010,EA19,2,0.0161
2014,NUTS,2010,EA19,2,0.017
2016,NUTS,2010,EA19,2,0.0176
2017,NUTS,2010,EA19,2,0.0172
2018,NUTS,2010,EA19,2,0.0184
1997,NUTS,2010,EE,0,0.0042
1998,NUTS,2010,EE,0,0.0036
1999,NUTS,2010,EE,0,0.0046
2000,NUTS,2010,EE,0,0.0108
2001,NUTS,2010,EE,0,0.0128
2002,NUTS,2010,EE,0,0.0146
2003,NUTS,2010,EE,0,0.0194
2004,NUTS,2010,EE,0,0.0266
2005,NUTS,2010,EE,0,0.0209
2006,NUTS,2010,EE,0,0.0283
2007,NUTS,2010,EE,0,0.0301
2008,NUTS,2010,EE,0,0.0241
2009,NUTS,2010,EE,0,0.0289
2010,NUTS,2010,EE,0,0.0238
2011,NUTS,2010,EE,0,0.0229
2012,NUTS,2010,EE,0,0.0256
2013,NUTS,2010,EE,0,0.0216
2014,NUTS,2010,EE,0,0.0223
2015,NUTS,2010,EE,0,0.0223
2016,NUTS,2010,EE,0,0.0255
2017,NUTS,2010,EE,0,0.0219
2018,NUTS,2010,EE,0,0.0231
2019,NUTS,2010,EE,0,0.0218
1993,NUTS,2010,EL,0,0.0035
1995,NUTS,2010,EL,0,0.005
1997,NUTS,2010,EL,0,0.0045
1999,NUTS,2010,EL,0,0.0044
2001,NUTS,2010,EL,0,0.0049
2003,NUTS,2010,EL,0,0.005
2005,NUTS,2010,EL,0,0.0048
2011,NUTS,2010,EL,0,0.0161
2013,NUTS,2010,EL,0,0.023
2015,NUTS,2010,EL,0,0.0221
2017,NUTS,2010,EL,0,0.0249
2019,NUTS,2010,EL,0,0.0187
1999,NUTS,2010,EL3,1,0.0059
2001,NUTS,2010,EL3,1,0.0065
2003,NUTS,2010,EL3,1,0.0109
2005,NUTS,2010,EL3,1,0.0103
2011,NUTS,2010,EL3,1,0.0343
2013,NUTS,2010,EL3,1,0.0362
2015,NUTS,2010,EL3,1,0.0353
2017,NUTS,2010,EL3,1,0.0417
2019,NUTS,2010,EL3,1,0.0334
1999,NUTS,2010,EL30,2,0.0059
2001,NUTS,2010,EL30,2,0.0065
2003,NUTS,2010,EL30,2,0.0109
2005,NUTS,2010,EL30,2,0.0103
2011,NUTS,2010,EL30,2,0.0343
2013,NUTS,2010,EL30,2,0.0362
2015,NUTS,2010,EL30,2,0.0353
2017,NUTS,2010,EL30,2,0.0417
2019,NUTS,2010,EL30,2,0.0334
2011,NUTS,2010,EL4,1,0.0031
2013,NUTS,2010,EL4,1,0.0367
2015,NUTS,2010,EL4,1,0.0362
2017,NUTS,2010,EL4,1,0.0558
2019,NUTS,2010,EL4,1,0.0193
2011,NUTS,2010,EL41,2,0.006
2013,NUTS,2010,EL41,2,0.0046
2015,NUTS,2010,EL41,2,0.0046
2017,NUTS,2010,EL41,2,0.0072
2019,NUTS,2010,EL41,2,0.0241
2011,NUTS,2010,EL42,2,0.0069
2013,NUTS,2010,EL42,2,0.0114
2015,NUTS,2010,EL42,2,0.0091
2017,NUTS,2010,EL42,2,0.0172
2019,NUTS,2010,EL42,2,0.0188
2011,NUTS,2010,EL43,2,0.0004
2013,NUTS,2010,EL43,2,0.061
2015,NUTS,2010,EL43,2,0.0631
2017,NUTS,2010,EL43,2,0.0911
2019,NUTS,2010,EL43,2,0.0182
2011,NUTS,2010,EL5,1,0.0079
2013,NUTS,2010,EL5,1,0.0166
2015,NUTS,2010,EL5,1,0.0152
2017,NUTS,2010,EL5,1,0.0077
2019,NUTS,2010,EL5,1,0.01
2011,NUTS,2010,EL51,2,0.0
2013,NUTS,2010,EL51,2,0.0037
2015,NUTS,2010,EL51,2,0.0035
2017,NUTS,2010,EL51,2,0.0029
2019,NUTS,2010,EL51,2,0.0014
1999,NUTS,2010,EL52,2,0.0101
2001,NUTS,2010,EL52,2,0.0125
2003,NUTS,2010,EL52,2,0.0035
2005,NUTS,2010,EL52,2,0.0036
2011,NUTS,2010,EL52,2,0.01
2013,NUTS,2010,EL52,2,0.0215
2015,NUTS,2010,EL52,2,0.02
2017,NUTS,2010,EL52,2,0.0078
2019,NUTS,2010,EL52,2,0.0132
2011,NUTS,2010,EL53,2,0.0177
2013,NUTS,2010,EL53,2,0.013
2015,NUTS,2010,EL53,2,0.0074
2017,NUTS,2010,EL53,2,0.0142
2019,NUTS,2010,EL53,2,0.0103
2011,NUTS,2010,EL54,2,0.0025
2013,NUTS,2010,EL54,2,0.0164
2015,NUTS,2010,EL54,2,0.0161
2017,NUTS,2010,EL54,2,0.0115
2019,NUTS,2010,EL54,2,0.008
2011,NUTS,2010,EL6,1,0.0011
2013,NUTS,2010,EL6,1,0.0017
2015,NUTS,2010,EL6,1,0.0015
2017,NUTS,2010,EL6,1,0.0024
2019,NUTS,2010,EL6,1,0.0034
2011,NUTS,2010,EL61,2,0.0004
2013,NUTS,2010,EL61,2,0.0008
2015,NUTS,2010,EL61,2,0.0004
2017,NUTS,2010,EL61,2,0.0012
2019,NUTS,2010,EL61,2,0.0012
2011,NUTS,2010,EL62,2,0.0
2013,NUTS,2010,EL62,2,0.0
2015,NUTS,2010,EL62,2,0.0
2017,NUTS,2010,EL62,2,0.0014
2019,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL63,2,0.0
2013,NUTS,2010,EL63,2,0.001
2015,NUTS,2010,EL63,2,0.0005
2017,NUTS,2010,EL63,2,0.0
2019,NUTS,2010,EL63,2,0.0
2011,NUTS,2010,EL64,2,0.004
2013,NUTS,2010,EL64,2,0.0035
2015,NUTS,2010,EL64,2,0.0033
2017,NUTS,2010,EL64,2,0.0032
2019,NUTS,2010,EL64,2,0.0
1999,NUTS,2010,EL65,2,0.0077
2001,NUTS,2010,EL65,2,0.005
2003,NUTS,2010,EL65,2,0.0048
2005,NUTS,2010,EL65,2,0.0044
2011,NUTS,2010,EL65,2,0.0009
2013,NUTS,2010,EL65,2,0.0026
2015,NUTS,2010,EL65,2,0.0026
2017,NUTS,2010,EL65,2,0.0059
2019,NUTS,2010,EL65,2,0.0137
1993,NUTS,2010,ES,0,0.0097
1994,NUTS,2010,ES,0,0.0103
1995,NUTS,2010,ES,0,0.0118
1997,NUTS,2010,ES,0,0.0129
1999,NUTS,2010,ES,0,0.0115
2000,NUTS,2010,ES,0,0.0168
2001,NUTS,2010,ES,0,0.0141
2002,NUTS,2010,ES,0,0.0045
2003,NUTS,2010,ES,0,0.0035
2004,NUTS,2010,ES,0,0.0029
2005,NUTS,2010,ES,0,0.003
2006,NUTS,2010,ES,0,0.0052
2007,NUTS,2010,ES,0,0.0046
2008,NUTS,2010,ES,0,0.0047
2009,NUTS,2010,ES,0,0.0058
2010,NUTS,2010,ES,0,0.0053
2011,NUTS,2010,ES,0,0.0045
2012,NUTS,2010,ES,0,0.0048
2013,NUTS,2010,ES,0,0.0046
2014,NUTS,2010,ES,0,0.0043
2015,NUTS,2010,ES,0,0.0045
2016,NUTS,2010,ES,0,0.0054
2017,NUTS,2010,ES,0,0.0049
2018,NUTS,2010,ES,0,0.0046
2019,NUTS,2010,ES,0,0.0043
1999,NUTS,2010,ES1,1,0.0045
2000,NUTS,2010,ES1,1,0.015
2001,NUTS,2010,ES1,1,0.0082
2002,NUTS,2010,ES1,1,0.0073
2003,NUTS,2010,ES1,1,0.0003
2004,NUTS,2010,ES1,1,0.0017
2005,NUTS,2010,ES1,1,0.0015
2006,NUTS,2010,ES1,1,0.017
2007,NUTS,2010,ES1,1,0.0071
2008,NUTS,2010,ES1,1,0.0057
2009,NUTS,2010,ES1,1,0.007
2010,NUTS,2010,ES1,1,0.0055
2011,NUTS,2010,ES1,1,0.0062
2012,NUTS,2010,ES1,1,0.0074
2013,NUTS,2010,ES1,1,0.0064
2014,NUTS,2010,ES1,1,
2015,NUTS,2010,ES1,1,0.0073
2016,NUTS,2010,ES1,1,0.0075
2017,NUTS,2010,ES1,1,0.0069
2018,NUTS,2010,ES1,1,0.007
2019,NUTS,2010,ES1,1,
1999,NUTS,2010,ES11,2,0.0002
2000,NUTS,2010,ES11,2,0.0042
2001,NUTS,2010,ES11,2,0.0029
2002,NUTS,2010,ES11,2,0.0017
2003,NUTS,2010,ES11,2,0.0002
2004,NUTS,2010,ES11,2,0.0009
2005,NUTS,2010,ES11,2,0.0006
2006,NUTS,2010,ES11,2,0.001
2007,NUTS,2010,ES11,2,0.0015
2008,NUTS,2010,ES11,2,0.0005
2009,NUTS,2010,ES11,2,0.0034
2010,NUTS,2010,ES11,2,0.0008
2011,NUTS,2010,ES11,2,
2012,NUTS,2010,ES11,2,
2013,NUTS,2010,ES11,2,
2014,NUTS,2010,ES11,2,0.0011
2015,NUTS,2010,ES11,2,0.0016
2016,NUTS,2010,ES11,2,0.004
2017,NUTS,2010,ES11,2,0.0045
2018,NUTS,2010,ES11,2,0.0042
2019,NUTS,2010,ES11,2,0.0039
1999,NUTS,2010,ES12,2,0.0003
2000,NUTS,2010,ES12,2,0.0157
2001,NUTS,2010,ES12,2,0.0008
2002,NUTS,2010,ES12,2,0.0073
2003,NUTS,2010,ES12,2,0.0008
2004,NUTS,2010,ES12,2,0.0005
2005,NUTS,2010,ES12,2,0.0005
2006,NUTS,2010,ES12,2,0.0051
2007,NUTS,2010,ES12,2,0.0023
2008,NUTS,2010,ES12,2,0.0022
2009,NUTS,2010,ES12,2,0.0021
2010,NUTS,2010,ES12,2,0.0044
2011,NUTS,2010,ES12,2,
2012,NUTS,2010,ES12,2,0.0044
2013,NUTS,2010,ES12,2,0.0032
2014,NUTS,2010,ES12,2,0.0037
2015,NUTS,2010,ES12,2,0.0045
2016,NUTS,2010,ES12,2,0.0036
2017,NUTS,2010,ES12,2,0.003
2018,NUTS,2010,ES12,2,0.0031
2019,NUTS,2010,ES12,2,0.0028
1999,NUTS,2010,ES13,2,0.0351
2000,NUTS,2010,ES13,2,0.0709
2001,NUTS,2010,ES13,2,0.0476
2002,NUTS,2010,ES13,2,0.0349
2003,NUTS,2010,ES13,2,0.0
2004,NUTS,2010,ES13,2,0.0075
2005,NUTS,2010,ES13,2,0.0075
2006,NUTS,2010,ES13,2,0.1108
2007,NUTS,2010,ES13,2,0.0405
2008,NUTS,2010,ES13,2,0.0352
2009,NUTS,2010,ES13,2,0.0318
2010,NUTS,2010,ES13,2,0.0288
2011,NUTS,2010,ES13,2,0.0362
2012,NUTS,2010,ES13,2,
2013,NUTS,2010,ES13,2,
2014,NUTS,2010,ES13,2,
2015,NUTS,2010,ES13,2,0.0373
2016,NUTS,2010,ES13,2,0.0294
2017,NUTS,2010,ES13,2,0.0245
2018,NUTS,2010,ES13,2,0.0261
2019,NUTS,2010,ES13,2,
1999,NUTS,2010,ES2,1,0.0034
2000,NUTS,2010,ES2,1,0.0125
2001,NUTS,2010,ES2,1,0.0123
2002,NUTS,2010,ES2,1,0.0067
2003,NUTS,2010,ES2,1,0.0003
2004,NUTS,2010,ES2,1,0.0025
2005,NUTS,2010,ES2,1,0.0025
2006,NUTS,2010,ES2,1,0.0017
2007,NUTS,2010,ES2,1,0.0061
2008,NUTS,2010,ES2,1,0.0063
2009,NUTS,2010,ES2,1,0.0073
2010,NUTS,2010,ES2,1,0.0099
2011,NUTS,2010,ES2,1,0.003
2012,NUTS,2010,ES2,1,
2013,NUTS,2010,ES2,1,0.0045
2014,NUTS,2010,ES2,1,
2015,NUTS,2010,ES2,1,0.004
2016,NUTS,2010,ES2,1,
2017,NUTS,2010,ES2,1,
2018,NUTS,2010,ES2,1,
2019,NUTS,2010,ES2,1,0.0018
1999,NUTS,2010,ES21,2,0.0065
2000,NUTS,2010,ES21,2,0.0209
2001,NUTS,2010,ES21,2,0.0156
2002,NUTS,2010,ES21,2,0.013
2003,NUTS,2010,ES21,2,0.0004
2004,NUTS,2010,ES21,2,0.0018
2005,NUTS,2010,ES21,2,0.0013
2006,NUTS,2010,ES21,2,0.002
2007,NUTS,2010,ES21,2,0.0017
2008,NUTS,2010,ES21,2,0.0007
2009,NUTS,2010,ES21,2,0.002
2010,NUTS,2010,ES21,2,0.0036
2011,NUTS,2010,ES21,2,0.0033
2012,NUTS,2010,ES21,2,0.005
2013,NUTS,2010,ES21,2,0.0038
2014,NUTS,2010,ES21,2,0.0032
2015,NUTS,2010,ES21,2,0.0048
2016,NUTS,2010,ES21,2,0.0045
2017,NUTS,2010,ES21,2,0.0042
2018,NUTS,2010,ES21,2,0.0022
2019,NUTS,2010,ES21,2,0.0022
2000,NUTS,2010,ES22,2,0.0058
2001,NUTS,2010,ES22,2,0.0066
2002,NUTS,2010,ES22,2,0.0
2003,NUTS,2010,ES22,2,0.0
2004,NUTS,2010,ES22,2,0.0023
2005,NUTS,2010,ES22,2,0.0029
2006,NUTS,2010,ES22,2,0.001
2007,NUTS,2010,ES22,2,0.0007
2008,NUTS,2010,ES22,2,0.0007
2009,NUTS,2010,ES22,2,0.0032
2010,NUTS,2010,ES22,2,0.0021
2011,NUTS,2010,ES22,2,0.0039
2012,NUTS,2010,ES22,2,
2013,NUTS,2010,ES22,2,
2014,NUTS,2010,ES22,2,
2015,NUTS,2010,ES22,2,0.0045
2016,NUTS,2010,ES22,2,
2017,NUTS,2010,ES22,2,
2018,NUTS,2010,ES22,2,
2019,NUTS,2010,ES22,2,
2000,NUTS,2010,ES23,2,0.0
2001,NUTS,2010,ES23,2,0.0018
2002,NUTS,2010,ES23,2,0.0
2003,NUTS,2010,ES23,2,0.0
2004,NUTS,2010,ES23,2,0.0
2005,NUTS,2010,ES23,2,0.0021
2006,NUTS,2010,ES23,2,0.0
2007,NUTS,2010,ES23,2,0.0665
2008,NUTS,2010,ES23,2,0.0773
2009,NUTS,2010,ES23,2,0.0728
2010,NUTS,2010,ES23,2,0.0909
2011,NUTS,2010,ES23,2,0.0037
2012,NUTS,2010,ES23,2,0.0071
2013,NUTS,2010,ES23,2,
2014,NUTS,2010,ES23,2,0.0031
2015,NUTS,2010,ES23,2,0.0023
2016,NUTS,2010,ES23,2,0.0023
2017,NUTS,2010,ES23,2,0.003
2018,NUTS,2010,ES23,2,0.0022
2019,NUTS,2010,ES23,2,
1999,NUTS,2010,ES24,2,0.0002
2000,NUTS,2010,ES24,2,0.0037
2001,NUTS,2010,ES24,2,0.0115
2002,NUTS,2010,ES24,2,0.0002
2003,NUTS,2010,ES24,2,0.0004
2004,NUTS,2010,ES24,2,0.0044
2005,NUTS,2010,ES24,2,0.0043
2006,NUTS,2010,ES24,2,0.002
2007,NUTS,2010,ES24,2,0.0014
2008,NUTS,2010,ES24,2,0.0011
2009,NUTS,2010,ES24,2,0.0021
2010,NUTS,2010,ES24,2,0.0048
2011,NUTS,2010,ES24,2,0.0016
2012,NUTS,2010,ES24,2,0.0022
2013,NUTS,2010,ES24,2,0.0021
2014,NUTS,2010,ES24,2,0.0023
2015,NUTS,2010,ES24,2,0.0028
2016,NUTS,2010,ES24,2,0.0022
2017,NUTS,2010,ES24,2,0.0021
2018,NUTS,2010,ES24,2,0.0007
2019,NUTS,2010,ES24,2,
1999,NUTS,2010,ES3,1,0.03
2000,NUTS,2010,ES3,1,0.0468
2001,NUTS,2010,ES3,1,0.0478
2002,NUTS,2010,ES3,1,0.0101
2003,NUTS,2010,ES3,1,0.0134
2004,NUTS,2010,ES3,1,0.0082
2005,NUTS,2010,ES3,1,0.009
2006,NUTS,2010,ES3,1,0.0129
2007,NUTS,2010,ES3,1,0.0134
2008,NUTS,2010,ES3,1,0.0139
2009,NUTS,2010,ES3,1,0.0144
2010,NUTS,2010,ES3,1,0.0095
2011,NUTS,2010,ES3,1,0.0076
2012,NUTS,2010,ES3,1,0.0084
2013,NUTS,2010,ES3,1,0.0079
2014,NUTS,2010,ES3,1,0.0069
2015,NUTS,2010,ES3,1,0.0072
2016,NUTS,2010,ES3,1,0.0078
2017,NUTS,2010,ES3,1,0.0083
2018,NUTS,2010,ES3,1,0.01
2019,NUTS,2010,ES3,1,0.0089
1999,NUTS,2010,ES30,2,0.03
2000,NUTS,2010,ES30,2,0.0468
2001,NUTS,2010,ES30,2,0.0478
2002,NUTS,2010,ES30,2,0.0101
2003,NUTS,2010,ES30,2,0.0134
2004,NUTS,2010,ES30,2,0.0082
2005,NUTS,2010,ES30,2,0.009
2006,NUTS,2010,ES30,2,0.0129
2007,NUTS,2010,ES30,2,0.0134
2008,NUTS,2010,ES30,2,0.0139
2009,NUTS,2010,ES30,2,0.0144
2010,NUTS,2010,ES30,2,0.0095
2011,NUTS,2010,ES30,2,0.0076
2012,NUTS,2010,ES30,2,0.0084
2013,NUTS,2010,ES30,2,0.0079
2014,NUTS,2010,ES30,2,0.0069
2015,NUTS,2010,ES30,2,0.0072
2016,NUTS,2010,ES30,2,0.0078
2017,NUTS,2010,ES30,2,0.0083
2018,NUTS,2010,ES30,2,0.01
2019,NUTS,2010,ES30,2,0.0089
1999,NUTS,2010,ES4,1,0.0047
2000,NUTS,2010,ES4,1,0.0012
2001,NUTS,2010,ES4,1,0.0019
2002,NUTS,2010,ES4,1,0.0009
2003,NUTS,2010,ES4,1,0.0009
2004,NUTS,2010,ES4,1,0.0007
2005,NUTS,2010,ES4,1,0.0012
2006,NUTS,2010,ES4,1,0.0013
2007,NUTS,2010,ES4,1,0.0008
2008,NUTS,2010,ES4,1,0.0008
2009,NUTS,2010,ES4,1,0.0021
2010,NUTS,2010,ES4,1,0.0041
2011,NUTS,2010,ES4,1,0.0049
2012,NUTS,2010,ES4,1,
2013,NUTS,2010,ES4,1,0.0023
2014,NUTS,2010,ES4,1,0.0022
2015,NUTS,2010,ES4,1,0.0037
2016,NUTS,2010,ES4,1,0.003
2017,NUTS,2010,ES4,1,
2018,NUTS,2010,ES4,1,0.0033
2019,NUTS,2010,ES4,1,0.0026
1999,NUTS,2010,ES41,2,0.008
2000,NUTS,2010,ES41,2,0.0025
2001,NUTS,2010,ES41,2,0.0032
2002,NUTS,2010,ES41,2,0.0018
2003,NUTS,2010,ES41,2,0.0018
2004,NUTS,2010,ES41,2,0.0008
2005,NUTS,2010,ES41,2,0.0016
2006,NUTS,2010,ES41,2,0.0024
2007,NUTS,2010,ES41,2,0.0002
2008,NUTS,2010,ES41,2,0.0002
2009,NUTS,2010,ES41,2,0.0017
2010,NUTS,2010,ES41,2,0.0053
2011,NUTS,2010,ES41,2,
2012,NUTS,2010,ES41,2,0.0044
2013,NUTS,2010,ES41,2,0.0029
2014,NUTS,2010,ES41,2,0.0028
2015,NUTS,2010,ES41,2,0.0029
2016,NUTS,2010,ES41,2,
2017,NUTS,2010,ES41,2,0.0019
2018,NUTS,2010,ES41,2,0.0021
2019,NUTS,2010,ES41,2,0.0019
1999,NUTS,2010,ES42,2,0.0002
2000,NUTS,2010,ES42,2,0.0
2001,NUTS,2010,ES42,2,0.001
2002,NUTS,2010,ES42,2,0.0002
2003,NUTS,2010,ES42,2,0.0001
2004,NUTS,2010,ES42,2,0.0001
2005,NUTS,2010,ES42,2,0.0012
2006,NUTS,2010,ES42,2,0.0005
2007,NUTS,2010,ES42,2,0.0001
2008,NUTS,2010,ES42,2,0.0013
2009,NUTS,2010,ES42,2,0.0027
2010,NUTS,2010,ES42,2,0.0024
2011,NUTS,2010,ES42,2,
2012,NUTS,2010,ES42,2,
2013,NUTS,2010,ES42,2,0.0006
2014,NUTS,2010,ES42,2,0.0006
2015,NUTS,2010,ES42,2,0.0041
2016,NUTS,2010,ES42,2,
2017,NUTS,2010,ES42,2,0.0041
2018,NUTS,2010,ES42,2,
2019,NUTS,2010,ES42,2,
1999,NUTS,2010,ES43,2,0.0041
2000,NUTS,2010,ES43,2,0.0
2001,NUTS,2010,ES43,2,0.0003
2002,NUTS,2010,ES43,2,0.0
2003,NUTS,2010,ES43,2,0.0
2004,NUTS,2010,ES43,2,0.0016
2005,NUTS,2010,ES43,2,0.0005
2006,NUTS,2010,ES43,2,0.0003
2007,NUTS,2010,ES43,2,0.0039
2008,NUTS,2010,ES43,2,0.0012
2009,NUTS,2010,ES43,2,0.0021
2010,NUTS,2010,ES43,2,0.0044
2011,NUTS,2010,ES43,2,0.0035
2012,NUTS,2010,ES43,2,
2013,NUTS,2010,ES43,2,0.0041
2014,NUTS,2010,ES43,2,0.004
2015,NUTS,2010,ES43,2,0.005
2016,NUTS,2010,ES43,2,0.0052
2017,NUTS,2010,ES43,2,
2018,NUTS,2010,ES43,2,
2019,NUTS,2010,ES43,2,
1999,NUTS,2010,ES5,1,0.0175
2000,NUTS,2010,ES5,1,0.0215
2001,NUTS,2010,ES5,1,0.0142
2002,NUTS,2010,ES5,1,0.0045
2003,NUTS,2010,ES5,1,0.004
2004,NUTS,2010,ES5,1,0.0035
2005,NUTS,2010,ES5,1,0.003
2006,NUTS,2010,ES5,1,0.0037
2007,NUTS,2010,ES5,1,0.0034
2008,NUTS,2010,ES5,1,0.0033
2009,NUTS,2010,ES5,1,0.0041
2010,NUTS,2010,ES5,1,0.0047
2011,NUTS,2010,ES5,1,0.0045
2012,NUTS,2010,ES5,1,0.0043
2013,NUTS,2010,ES5,1,0.0044
2014,NUTS,2010,ES5,1,0.0045
2015,NUTS,2010,ES5,1,0.0042
2016,NUTS,2010,ES5,1,0.0065
2017,NUTS,2010,ES5,1,0.0052
2018,NUTS,2010,ES5,1,0.0043
2019,NUTS,2010,ES5,1,
1999,NUTS,2010,ES51,2,0.0228
2000,NUTS,2010,ES51,2,0.0299
2001,NUTS,2010,ES51,2,0.0202
2002,NUTS,2010,ES51,2,0.0071
2003,NUTS,2010,ES51,2,0.0061
2004,NUTS,2010,ES51,2,0.0052
2005,NUTS,2010,ES51,2,0.0043
2006,NUTS,2010,ES51,2,0.0051
2007,NUTS,2010,ES51,2,0.0055
2008,NUTS,2010,ES51,2,0.0053
2009,NUTS,2010,ES51,2,0.006
2010,NUTS,2010,ES51,2,0.0066
2011,NUTS,2010,ES51,2,0.0057
2012,NUTS,2010,ES51,2,0.0053
2013,NUTS,2010,ES51,2,0.0051
2014,NUTS,2010,ES51,2,0.0055
2015,NUTS,2010,ES51,2,0.0057
2016,NUTS,2010,ES51,2,0.0096
2017,NUTS,2010,ES51,2,0.0076
2018,NUTS,2010,ES51,2,0.0068
