year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_pps_hab_kp05
2005,NUTS,2010,HU22,2,18.6
2006,NUTS,2010,HU22,2,26.1
2007,NUTS,2010,HU22,2,20.8
2008,NUTS,2010,HU22,2,19.7
2009,NUTS,2010,HU22,2,18.2
2010,NUTS,2010,HU22,2,28.7
2011,NUTS,2010,HU22,2,34.7
2012,NUTS,2010,HU22,2,17.5
2013,NUTS,2010,HU22,2,16.1
2014,NUTS,2010,HU22,2,19.2
2015,NUTS,2010,HU22,2,11.9
2016,NUTS,2010,HU22,2,14.8
2017,NUTS,2010,HU22,2,19.7
2018,NUTS,2010,HU22,2,22.1
2019,NUTS,2010,HU22,2,18.2
1999,NUTS,2010,HU23,2,14.1
2000,NUTS,2010,HU23,2,25.0
2001,NUTS,2010,HU23,2,26.3
2002,NUTS,2010,HU23,2,32.4
2003,NUTS,2010,HU23,2,24.1
2004,NUTS,2010,HU23,2,25.2
2005,NUTS,2010,HU23,2,29.1
2006,NUTS,2010,HU23,2,28.4
2007,NUTS,2010,HU23,2,23.0
2008,NUTS,2010,HU23,2,17.9
2009,NUTS,2010,HU23,2,18.4
2010,NUTS,2010,HU23,2,17.6
2011,NUTS,2010,HU23,2,32.6
2012,NUTS,2010,HU23,2,60.8
2013,NUTS,2010,HU23,2,29.2
2014,NUTS,2010,HU23,2,23.2
2015,NUTS,2010,HU23,2,20.0
2016,NUTS,2010,HU23,2,15.0
2017,NUTS,2010,HU23,2,30.0
2018,NUTS,2010,HU23,2,28.7
2019,NUTS,2010,HU23,2,35.2
1999,NUTS,2010,HU3,1,10.9
2000,NUTS,2010,HU3,1,14.2
2001,NUTS,2010,HU3,1,16.6
2002,NUTS,2010,HU3,1,21.3
2003,NUTS,2010,HU3,1,23.4
2004,NUTS,2010,HU3,1,22.1
2005,NUTS,2010,HU3,1,26.8
2006,NUTS,2010,HU3,1,25.8
2007,NUTS,2010,HU3,1,25.2
2008,NUTS,2010,HU3,1,24.4
2009,NUTS,2010,HU3,1,27.6
2010,NUTS,2010,HU3,1,26.5
2011,NUTS,2010,HU3,1,27.9
2012,NUTS,2010,HU3,1,26.2
2013,NUTS,2010,HU3,1,25.3
2014,NUTS,2010,HU3,1,22.2
2015,NUTS,2010,HU3,1,21.5
2016,NUTS,2010,HU3,1,15.9
2017,NUTS,2010,HU3,1,26.1
2018,NUTS,2010,HU3,1,30.7
2019,NUTS,2010,HU3,1,35.9
1999,NUTS,2010,HU31,2,6.1
2000,NUTS,2010,HU31,2,7.4
2001,NUTS,2010,HU31,2,10.1
2002,NUTS,2010,HU31,2,13.2
2003,NUTS,2010,HU31,2,12.8
2004,NUTS,2010,HU31,2,12.7
2005,NUTS,2010,HU31,2,16.3
2006,NUTS,2010,HU31,2,18.1
2007,NUTS,2010,HU31,2,16.8
2008,NUTS,2010,HU31,2,12.7
2009,NUTS,2010,HU31,2,16.6
2010,NUTS,2010,HU31,2,13.7
2011,NUTS,2010,HU31,2,14.5
2012,NUTS,2010,HU31,2,14.6
2013,NUTS,2010,HU31,2,13.1
2014,NUTS,2010,HU31,2,10.9
2015,NUTS,2010,HU31,2,8.9
2016,NUTS,2010,HU31,2,6.1
2017,NUTS,2010,HU31,2,11.7
2018,NUTS,2010,HU31,2,17.3
2019,NUTS,2010,HU31,2,16.6
1999,NUTS,2010,HU32,2,13.8
2000,NUTS,2010,HU32,2,18.8
2001,NUTS,2010,HU32,2,22.0
2002,NUTS,2010,HU32,2,26.6
2003,NUTS,2010,HU32,2,30.4
2004,NUTS,2010,HU32,2,27.9
2005,NUTS,2010,HU32,2,34.5
2006,NUTS,2010,HU32,2,30.4
2007,NUTS,2010,HU32,2,30.4
2008,NUTS,2010,HU32,2,30.2
2009,NUTS,2010,HU32,2,32.1
2010,NUTS,2010,HU32,2,29.7
2011,NUTS,2010,HU32,2,31.3
2012,NUTS,2010,HU32,2,30.1
2013,NUTS,2010,HU32,2,32.3
2014,NUTS,2010,HU32,2,25.4
2015,NUTS,2010,HU32,2,23.4
2016,NUTS,2010,HU32,2,20.2
2017,NUTS,2010,HU32,2,33.1
2018,NUTS,2010,HU32,2,39.0
2019,NUTS,2010,HU32,2,45.8
1999,NUTS,2010,HU33,2,12.1
2000,NUTS,2010,HU33,2,15.3
2001,NUTS,2010,HU33,2,16.7
2002,NUTS,2010,HU33,2,22.8
2003,NUTS,2010,HU33,2,25.4
2004,NUTS,2010,HU33,2,24.2
2005,NUTS,2010,HU33,2,28.0
2006,NUTS,2010,HU33,2,27.9
2007,NUTS,2010,HU33,2,27.2
2008,NUTS,2010,HU33,2,28.6
2009,NUTS,2010,HU33,2,32.5
2010,NUTS,2010,HU33,2,34.5
2011,NUTS,2010,HU33,2,36.2
2012,NUTS,2010,HU33,2,32.4
2013,NUTS,2010,HU33,2,28.6
2014,NUTS,2010,HU33,2,29.0
2015,NUTS,2010,HU33,2,30.8
2016,NUTS,2010,HU33,2,19.9
2017,NUTS,2010,HU33,2,31.2
2018,NUTS,2010,HU33,2,33.2
2019,NUTS,2010,HU33,2,41.9
1995,NUTS,2010,IE,0,47.2
1996,NUTS,2010,IE,0,51.2
1997,NUTS,2010,IE,0,56.8
1998,NUTS,2010,IE,0,60.3
1999,NUTS,2010,IE,0,62.0
2000,NUTS,2010,IE,0,61.7
2001,NUTS,2010,IE,0,67.0
2002,NUTS,2010,IE,0,72.0
2003,NUTS,2010,IE,0,85.5
2004,NUTS,2010,IE,0,101.9
2005,NUTS,2010,IE,0,108.3
2006,NUTS,2010,IE,0,111.7
2007,NUTS,2010,IE,0,117.6
2008,NUTS,2010,IE,0,130.7
2009,NUTS,2010,IE,0,131.4
2010,NUTS,2010,IE,0,130.8
2011,NUTS,2010,IE,0,122.1
2012,NUTS,2010,IE,0,112.8
2013,NUTS,2010,IE,0,115.1
2014,NUTS,2010,IE,0,126.2
2015,NUTS,2010,IE,0,117.7
2016,NUTS,2010,IE,0,117.1
2017,NUTS,2010,IE,0,124.8
2018,NUTS,2010,IE,0,131.9
2019,NUTS,2010,IE,0,135.1
2020,NUTS,2010,IE,0,147.8
1995,NUTS,2010,IE0,1,47.2
1996,NUTS,2010,IE0,1,51.2
1997,NUTS,2010,IE0,1,56.8
1998,NUTS,2010,IE0,1,60.3
1999,NUTS,2010,IE0,1,62.0
2000,NUTS,2010,IE0,1,61.7
2001,NUTS,2010,IE0,1,67.0
2002,NUTS,2010,IE0,1,72.0
2003,NUTS,2010,IE0,1,85.5
2004,NUTS,2010,IE0,1,101.9
2005,NUTS,2010,IE0,1,108.3
2006,NUTS,2010,IE0,1,111.6
2007,NUTS,2010,IE0,1,117.6
2008,NUTS,2010,IE0,1,130.7
2009,NUTS,2010,IE0,1,131.4
2010,NUTS,2010,IE0,1,130.8
2011,NUTS,2010,IE0,1,122.1
2012,NUTS,2010,IE0,1,112.8
2013,NUTS,2010,IE0,1,115.1
2014,NUTS,2010,IE0,1,118.3
2015,NUTS,2010,IE0,1,121.6
2017,NUTS,2010,IE0,1,114.6
2002,NUTS,2010,IE01,2,28.5
2003,NUTS,2010,IE01,2,39.8
2004,NUTS,2010,IE01,2,52.0
2005,NUTS,2010,IE01,2,58.9
2006,NUTS,2010,IE01,2,62.6
2007,NUTS,2010,IE01,2,66.7
2008,NUTS,2010,IE01,2,65.1
2009,NUTS,2010,IE01,2,66.3
2010,NUTS,2010,IE01,2,67.4
2011,NUTS,2010,IE01,2,63.1
2012,NUTS,2010,IE01,2,58.4
2013,NUTS,2010,IE01,2,59.6
2014,NUTS,2010,IE01,2,61.6
2015,NUTS,2010,IE01,2,68.5
2017,NUTS,2010,IE01,2,52.4
2002,NUTS,2010,IE02,2,87.7
2003,NUTS,2010,IE02,2,102.1
2004,NUTS,2010,IE02,2,120.0
2005,NUTS,2010,IE02,2,126.3
2006,NUTS,2010,IE02,2,129.5
2007,NUTS,2010,IE02,2,136.2
2008,NUTS,2010,IE02,2,154.6
2009,NUTS,2010,IE02,2,155.3
2010,NUTS,2010,IE02,2,154.2
2011,NUTS,2010,IE02,2,144.0
2012,NUTS,2010,IE02,2,133.1
2013,NUTS,2010,IE02,2,135.7
2014,NUTS,2010,IE02,2,139.2
2015,NUTS,2010,IE02,2,141.0
2017,NUTS,2010,IE02,2,137.3
1995,NUTS,2010,IS,0,89.1
1997,NUTS,2010,IS,0,119.3
1998,NUTS,2010,IS,0,121.4
1999,NUTS,2010,IS,0,119.7
2000,NUTS,2010,IS,0,111.0
2001,NUTS,2010,IS,0,145.3
2002,NUTS,2010,IS,0,122.8
2003,NUTS,2010,IS,0,158.4
2005,NUTS,2010,IS,0,181.8
2006,NUTS,2010,IS,0,217.5
2007,NUTS,2010,IS,0,216.4
2008,NUTS,2010,IS,0,209.9
2009,NUTS,2010,IS,0,201.7
2010,NUTS,2010,IS,0,194.6
2011,NUTS,2010,IS,0,194.4
2013,NUTS,2010,IS,0,202.7
2014,NUTS,2010,IS,0,204.9
2015,NUTS,2010,IS,0,213.2
2016,NUTS,2010,IS,0,228.0
2017,NUTS,2010,IS,0,235.5
2018,NUTS,2010,IS,0,230.3
2019,NUTS,2010,IS,0,238.4
2020,NUTS,2010,IS,0,237.4
1995,NUTS,2010,IS0,1,89.1
1997,NUTS,2010,IS0,1,119.3
1998,NUTS,2010,IS0,1,121.4
1999,NUTS,2010,IS0,1,119.7
2000,NUTS,2010,IS0,1,111.0
2001,NUTS,2010,IS0,1,145.3
2002,NUTS,2010,IS0,1,122.8
2003,NUTS,2010,IS0,1,158.4
2005,NUTS,2010,IS0,1,181.8
2006,NUTS,2010,IS0,1,217.5
2007,NUTS,2010,IS0,1,216.4
2008,NUTS,2010,IS0,1,209.9
2009,NUTS,2010,IS0,1,201.7
2010,NUTS,2010,IS0,1,194.6
2011,NUTS,2010,IS0,1,194.4
2013,NUTS,2010,IS0,1,202.7
2014,NUTS,2010,IS0,1,204.9
2015,NUTS,2010,IS0,1,213.2
2016,NUTS,2010,IS0,1,228.0
2017,NUTS,2010,IS0,1,235.5
2018,NUTS,2010,IS0,1,230.3
2019,NUTS,2010,IS0,1,238.4
2020,NUTS,2010,IS0,1,237.4
1995,NUTS,2010,IS00,2,89.1
1997,NUTS,2010,IS00,2,119.3
1998,NUTS,2010,IS00,2,121.4
1999,NUTS,2010,IS00,2,119.7
2000,NUTS,2010,IS00,2,111.0
2001,NUTS,2010,IS00,2,145.3
2002,NUTS,2010,IS00,2,122.8
2003,NUTS,2010,IS00,2,158.4
2005,NUTS,2010,IS00,2,181.8
2006,NUTS,2010,IS00,2,217.5
2007,NUTS,2010,IS00,2,216.4
2008,NUTS,2010,IS00,2,209.9
2009,NUTS,2010,IS00,2,201.7
2010,NUTS,2010,IS00,2,194.6
2011,NUTS,2010,IS00,2,194.4
2013,NUTS,2010,IS00,2,202.7
2014,NUTS,2010,IS00,2,204.9
2015,NUTS,2010,IS00,2,213.2
2016,NUTS,2010,IS00,2,228.0
2017,NUTS,2010,IS00,2,235.5
2018,NUTS,2010,IS00,2,230.3
2019,NUTS,2010,IS00,2,238.4
2020,NUTS,2010,IS00,2,237.4
1995,NUTS,2010,IT,0,51.6
1996,NUTS,2010,IT,0,55.2
1997,NUTS,2010,IT,0,68.0
1998,NUTS,2010,IT,0,71.9
1999,NUTS,2010,IT,0,71.4
2000,NUTS,2010,IT,0,74.7
2001,NUTS,2010,IT,0,82.9
2002,NUTS,2010,IT,0,87.0
2003,NUTS,2010,IT,0,87.8
2004,NUTS,2010,IT,0,85.0
2005,NUTS,2010,IT,0,78.0
2006,NUTS,2010,IT,0,82.3
2007,NUTS,2010,IT,0,86.4
2008,NUTS,2010,IT,0,88.1
2009,NUTS,2010,IT,0,86.6
2010,NUTS,2010,IT,0,83.5
2011,NUTS,2010,IT,0,82.2
2012,NUTS,2010,IT,0,82.1
2013,NUTS,2010,IT,0,83.4
2014,NUTS,2010,IT,0,79.5
2015,NUTS,2010,IT,0,76.5
2016,NUTS,2010,IT,0,75.1
2017,NUTS,2010,IT,0,74.8
2018,NUTS,2010,IT,0,76.0
2019,NUTS,2010,IT,0,78.1
2020,NUTS,2010,IT,0,79.0
1995,NUTS,2010,ITC,1,41.2
1996,NUTS,2010,ITC,1,44.2
1997,NUTS,2010,ITC,1,56.0
1998,NUTS,2010,ITC,1,59.5
1999,NUTS,2010,ITC,1,59.9
2000,NUTS,2010,ITC,1,59.0
2003,NUTS,2010,ITC,1,79.9
2004,NUTS,2010,ITC,1,69.3
2005,NUTS,2010,ITC,1,61.9
2007,NUTS,2010,ITC,1,71.6
2008,NUTS,2010,ITC,1,74.4
2009,NUTS,2010,ITC,1,72.5
2010,NUTS,2010,ITC,1,71.8
2011,NUTS,2010,ITC,1,70.9
2012,NUTS,2010,ITC,1,71.5
2013,NUTS,2010,ITC,1,69.0
2014,NUTS,2010,ITC,1,62.2
2015,NUTS,2010,ITC,1,61.9
2016,NUTS,2010,ITC,1,65.5
2017,NUTS,2010,ITC,1,66.4
2018,NUTS,2010,ITC,1,67.8
2019,NUTS,2010,ITC,1,71.9
1995,NUTS,2010,ITC1,2,35.2
1996,NUTS,2010,ITC1,2,38.5
1997,NUTS,2010,ITC1,2,48.6
1998,NUTS,2010,ITC1,2,54.8
1999,NUTS,2010,ITC1,2,57.3
2000,NUTS,2010,ITC1,2,53.7
2003,NUTS,2010,ITC1,2,73.9
2004,NUTS,2010,ITC1,2,71.9
2005,NUTS,2010,ITC1,2,66.3
2007,NUTS,2010,ITC1,2,77.9
2008,NUTS,2010,ITC1,2,80.2
2009,NUTS,2010,ITC1,2,76.9
2010,NUTS,2010,ITC1,2,74.3
2011,NUTS,2010,ITC1,2,70.6
2012,NUTS,2010,ITC1,2,71.5
2013,NUTS,2010,ITC1,2,68.5
2014,NUTS,2010,ITC1,2,64.1
2015,NUTS,2010,ITC1,2,65.8
2016,NUTS,2010,ITC1,2,71.9
2017,NUTS,2010,ITC1,2,63.5
2018,NUTS,2010,ITC1,2,66.1
2019,NUTS,2010,ITC1,2,93.6
2003,NUTS,2010,ITC2,2,8.3
2004,NUTS,2010,ITC2,2,16.1
2005,NUTS,2010,ITC2,2,7.8
2007,NUTS,2010,ITC2,2,29.4
2008,NUTS,2010,ITC2,2,22.8
2009,NUTS,2010,ITC2,2,23.6
2010,NUTS,2010,ITC2,2,25.6
2011,NUTS,2010,ITC2,2,29.9
2012,NUTS,2010,ITC2,2,27.5
2013,NUTS,2010,ITC2,2,32.1
2014,NUTS,2010,ITC2,2,28.9
2015,NUTS,2010,ITC2,2,38.5
2016,NUTS,2010,ITC2,2,23.8
2017,NUTS,2010,ITC2,2,23.4
2018,NUTS,2010,ITC2,2,22.0
2019,NUTS,2010,ITC2,2,24.9
1995,NUTS,2010,ITC3,2,67.3
1996,NUTS,2010,ITC3,2,73.5
1997,NUTS,2010,ITC3,2,85.6
1998,NUTS,2010,ITC3,2,90.3
1999,NUTS,2010,ITC3,2,84.2
2000,NUTS,2010,ITC3,2,100.8
2003,NUTS,2010,ITC3,2,82.0
2004,NUTS,2010,ITC3,2,92.8
2005,NUTS,2010,ITC3,2,74.2
2007,NUTS,2010,ITC3,2,74.5
2008,NUTS,2010,ITC3,2,81.9
2009,NUTS,2010,ITC3,2,80.1
2010,NUTS,2010,ITC3,2,80.4
2011,NUTS,2010,ITC3,2,78.6
2012,NUTS,2010,ITC3,2,74.8
2013,NUTS,2010,ITC3,2,76.7
2014,NUTS,2010,ITC3,2,73.2
2015,NUTS,2010,ITC3,2,71.1
2016,NUTS,2010,ITC3,2,72.3
2017,NUTS,2010,ITC3,2,68.6
2018,NUTS,2010,ITC3,2,67.9
2019,NUTS,2010,ITC3,2,73.9
1995,NUTS,2010,ITC4,2,39.8
1996,NUTS,2010,ITC4,2,42.2
1997,NUTS,2010,ITC4,2,54.9
1998,NUTS,2010,ITC4,2,57.0
1999,NUTS,2010,ITC4,2,57.5
2000,NUTS,2010,ITC4,2,55.0
2003,NUTS,2010,ITC4,2,83.3
2004,NUTS,2010,ITC4,2,64.9
2005,NUTS,2010,ITC4,2,58.5
2007,NUTS,2010,ITC4,2,68.9
2008,NUTS,2010,ITC4,2,71.1
2009,NUTS,2010,ITC4,2,69.8
2010,NUTS,2010,ITC4,2,69.9
2011,NUTS,2010,ITC4,2,70.3
2012,NUTS,2010,ITC4,2,71.5
2013,NUTS,2010,ITC4,2,68.4
2014,NUTS,2010,ITC4,2,60.0
2015,NUTS,2010,ITC4,2,58.9
2016,NUTS,2010,ITC4,2,62.2
2017,NUTS,2010,ITC4,2,67.9
2018,NUTS,2010,ITC4,2,69.1
2019,NUTS,2010,ITC4,2,62.9
1995,NUTS,2010,ITF,1,36.8
1996,NUTS,2010,ITF,1,40.8
1997,NUTS,2010,ITF,1,51.9
1998,NUTS,2010,ITF,1,56.5
1999,NUTS,2010,ITF,1,55.6
2000,NUTS,2010,ITF,1,61.0
2003,NUTS,2010,ITF,1,64.4
2004,NUTS,2010,ITF,1,68.6
2005,NUTS,2010,ITF,1,67.2
2007,NUTS,2010,ITF,1,76.4
2008,NUTS,2010,ITF,1,75.4
2009,NUTS,2010,ITF,1,72.9
2010,NUTS,2010,ITF,1,69.4
2011,NUTS,2010,ITF,1,67.6
2012,NUTS,2010,ITF,1,67.8
2013,NUTS,2010,ITF,1,71.9
2014,NUTS,2010,ITF,1,76.5
2015,NUTS,2010,ITF,1,70.6
2016,NUTS,2010,ITF,1,65.1
2017,NUTS,2010,ITF,1,61.9
2018,NUTS,2010,ITF,1,62.4
2019,NUTS,2010,ITF,1,59.5
1995,NUTS,2010,ITF1,2,49.7
1996,NUTS,2010,ITF1,2,56.1
1997,NUTS,2010,ITF1,2,56.2
1998,NUTS,2010,ITF1,2,66.5
1999,NUTS,2010,ITF1,2,64.7
2000,NUTS,2010,ITF1,2,72.3
2003,NUTS,2010,ITF1,2,81.7
2004,NUTS,2010,ITF1,2,83.6
2005,NUTS,2010,ITF1,2,71.1
2007,NUTS,2010,ITF1,2,85.0
2008,NUTS,2010,ITF1,2,84.1
2009,NUTS,2010,ITF1,2,83.8
2010,NUTS,2010,ITF1,2,83.4
2011,NUTS,2010,ITF1,2,85.8
2012,NUTS,2010,ITF1,2,88.3
2013,NUTS,2010,ITF1,2,83.9
2014,NUTS,2010,ITF1,2,86.1
2015,NUTS,2010,ITF1,2,84.7
2016,NUTS,2010,ITF1,2,83.7
2017,NUTS,2010,ITF1,2,70.9
2018,NUTS,2010,ITF1,2,72.9
2019,NUTS,2010,ITF1,2,83.7
1995,NUTS,2010,ITF2,2,23.9
1996,NUTS,2010,ITF2,2,25.6
1997,NUTS,2010,ITF2,2,35.3
1998,NUTS,2010,ITF2,2,38.1
1999,NUTS,2010,ITF2,2,46.3
2000,NUTS,2010,ITF2,2,48.6
2003,NUTS,2010,ITF2,2,50.1
2004,NUTS,2010,ITF2,2,51.9
2005,NUTS,2010,ITF2,2,51.0
2007,NUTS,2010,ITF2,2,56.5
2008,NUTS,2010,ITF2,2,53.4
2009,NUTS,2010,ITF2,2,61.3
2010,NUTS,2010,ITF2,2,
2011,NUTS,2010,ITF2,2,
2012,NUTS,2010,ITF2,2,
2013,NUTS,2010,ITF2,2,
2014,NUTS,2010,ITF2,2,
2015,NUTS,2010,ITF2,2,54.1
2016,NUTS,2010,ITF2,2,48.9
2017,NUTS,2010,ITF2,2,47.7
2018,NUTS,2010,ITF2,2,50.9
2019,NUTS,2010,ITF2,2,59.3
1995,NUTS,2010,ITF3,2,44.7
1996,NUTS,2010,ITF3,2,49.9
1997,NUTS,2010,ITF3,2,69.7
1998,NUTS,2010,ITF3,2,74.7
1999,NUTS,2010,ITF3,2,73.9
2000,NUTS,2010,ITF3,2,72.3
2003,NUTS,2010,ITF3,2,79.2
2004,NUTS,2010,ITF3,2,85.0
2005,NUTS,2010,ITF3,2,83.0
2007,NUTS,2010,ITF3,2,87.9
2008,NUTS,2010,ITF3,2,91.9
2009,NUTS,2010,ITF3,2,85.2
2010,NUTS,2010,ITF3,2,80.4
2011,NUTS,2010,ITF3,2,78.1
2012,NUTS,2010,ITF3,2,76.1
2013,NUTS,2010,ITF3,2,81.5
2014,NUTS,2010,ITF3,2,74.3
2015,NUTS,2010,ITF3,2,71.4
2016,NUTS,2010,ITF3,2,71.6
2017,NUTS,2010,ITF3,2,76.4
2018,NUTS,2010,ITF3,2,77.4
2019,NUTS,2010,ITF3,2,68.8
1995,NUTS,2010,ITF4,2,29.5
1996,NUTS,2010,ITF4,2,33.0
1997,NUTS,2010,ITF4,2,39.9
1998,NUTS,2010,ITF4,2,45.2
1999,NUTS,2010,ITF4,2,43.6
2000,NUTS,2010,ITF4,2,58.4
2003,NUTS,2010,ITF4,2,52.4
2004,NUTS,2010,ITF4,2,57.0
2005,NUTS,2010,ITF4,2,60.1
2007,NUTS,2010,ITF4,2,74.1
2008,NUTS,2010,ITF4,2,66.2
2009,NUTS,2010,ITF4,2,67.1
2010,NUTS,2010,ITF4,2,60.6
2011,NUTS,2010,ITF4,2,57.2
2012,NUTS,2010,ITF4,2,57.2
2013,NUTS,2010,ITF4,2,64.4
2014,NUTS,2010,ITF4,2,77.7
2015,NUTS,2010,ITF4,2,68.1
2016,NUTS,2010,ITF4,2,59.4
2017,NUTS,2010,ITF4,2,51.3
2018,NUTS,2010,ITF4,2,50.4
2019,NUTS,2010,ITF4,2,47.2
1995,NUTS,2010,ITF5,2,29.1
1996,NUTS,2010,ITF5,2,32.6
1997,NUTS,2010,ITF5,2,35.9
1998,NUTS,2010,ITF5,2,39.6
1999,NUTS,2010,ITF5,2,43.8
2000,NUTS,2010,ITF5,2,54.2
2003,NUTS,2010,ITF5,2,32.0
2004,NUTS,2010,ITF5,2,42.7
2005,NUTS,2010,ITF5,2,38.8
2007,NUTS,2010,ITF5,2,35.8
2008,NUTS,2010,ITF5,2,39.7
2009,NUTS,2010,ITF5,2,36.1
2010,NUTS,2010,ITF5,2,
2011,NUTS,2010,ITF5,2,
2012,NUTS,2010,ITF5,2,36.9
2013,NUTS,2010,ITF5,2,37.0
2014,NUTS,2010,ITF5,2,
2015,NUTS,2010,ITF5,2,38.7
2016,NUTS,2010,ITF5,2,34.3
2017,NUTS,2010,ITF5,2,32.9
2018,NUTS,2010,ITF5,2,34.2
2019,NUTS,2010,ITF5,2,37.7
1995,NUTS,2010,ITF6,2,25.6
1996,NUTS,2010,ITF6,2,26.3
1997,NUTS,2010,ITF6,2,31.0
1998,NUTS,2010,ITF6,2,29.9
1999,NUTS,2010,ITF6,2,27.6
2000,NUTS,2010,ITF6,2,31.3
2003,NUTS,2010,ITF6,2,47.7
2004,NUTS,2010,ITF6,2,45.9
2005,NUTS,2010,ITF6,2,44.3
2007,NUTS,2010,ITF6,2,57.1
2008,NUTS,2010,ITF6,2,54.7
2009,NUTS,2010,ITF6,2,54.2
2010,NUTS,2010,ITF6,2,55.6
2011,NUTS,2010,ITF6,2,55.7
2012,NUTS,2010,ITF6,2,
2013,NUTS,2010,ITF6,2,
2014,NUTS,2010,ITF6,2,
2015,NUTS,2010,ITF6,2,76.1
2016,NUTS,2010,ITF6,2,56.9
2017,NUTS,2010,ITF6,2,45.1
2018,NUTS,2010,ITF6,2,45.8
2019,NUTS,2010,ITF6,2,46.8
1995,NUTS,2010,ITG,1,54.7
1996,NUTS,2010,ITG,1,55.1
1997,NUTS,2010,ITG,1,69.8
1998,NUTS,2010,ITG,1,76.6
1999,NUTS,2010,ITG,1,70.5
2000,NUTS,2010,ITG,1,80.9
2003,NUTS,2010,ITG,1,79.3
2004,NUTS,2010,ITG,1,82.3
2005,NUTS,2010,ITG,1,70.8
2007,NUTS,2010,ITG,1,83.6
2008,NUTS,2010,ITG,1,85.9
2009,NUTS,2010,ITG,1,80.3
2010,NUTS,2010,ITG,1,74.6
2011,NUTS,2010,ITG,1,75.9
2012,NUTS,2010,ITG,1,73.4
2013,NUTS,2010,ITG,1,75.3
2014,NUTS,2010,ITG,1,87.0
2015,NUTS,2010,ITG,1,77.7
2016,NUTS,2010,ITG,1,60.9
2017,NUTS,2010,ITG,1,57.5
2018,NUTS,2010,ITG,1,58.0
2019,NUTS,2010,ITG,1,57.3
1995,NUTS,2010,ITG1,2,53.4
1996,NUTS,2010,ITG1,2,51.9
1997,NUTS,2010,ITG1,2,68.3
1998,NUTS,2010,ITG1,2,76.2
1999,NUTS,2010,ITG1,2,67.6
2000,NUTS,2010,ITG1,2,80.3
2003,NUTS,2010,ITG1,2,75.2
2004,NUTS,2010,ITG1,2,80.7
2005,NUTS,2010,ITG1,2,69.8
2007,NUTS,2010,ITG1,2,82.0
2008,NUTS,2010,ITG1,2,87.1
2009,NUTS,2010,ITG1,2,78.6
2010,NUTS,2010,ITG1,2,70.1
2011,NUTS,2010,ITG1,2,70.5
2012,NUTS,2010,ITG1,2,70.7
2013,NUTS,2010,ITG1,2,71.7
2014,NUTS,2010,ITG1,2,88.3
2015,NUTS,2010,ITG1,2,75.0
2016,NUTS,2010,ITG1,2,53.4
2017,NUTS,2010,ITG1,2,50.7
2018,NUTS,2010,ITG1,2,51.2
2019,NUTS,2010,ITG1,2,48.8
1995,NUTS,2010,ITG2,2,58.5
1996,NUTS,2010,ITG2,2,64.7
1997,NUTS,2010,ITG2,2,74.1
1998,NUTS,2010,ITG2,2,77.8
1999,NUTS,2010,ITG2,2,79.4
2000,NUTS,2010,ITG2,2,82.8
2003,NUTS,2010,ITG2,2,91.7
2004,NUTS,2010,ITG2,2,87.4
2005,NUTS,2010,ITG2,2,73.9
2007,NUTS,2010,ITG2,2,88.5
2008,NUTS,2010,ITG2,2,82.2
2009,NUTS,2010,ITG2,2,85.3
2010,NUTS,2010,ITG2,2,88.5
2011,NUTS,2010,ITG2,2,92.3
2012,NUTS,2010,ITG2,2,81.8
2013,NUTS,2010,ITG2,2,86.3
2014,NUTS,2010,ITG2,2,83.2
2015,NUTS,2010,ITG2,2,85.8
2016,NUTS,2010,ITG2,2,84.0
2017,NUTS,2010,ITG2,2,78.1
2018,NUTS,2010,ITG2,2,78.9
2019,NUTS,2010,ITG2,2,83.1
2003,NUTS,2010,ITH,1,96.9
2004,NUTS,2010,ITH,1,92.4
2005,NUTS,2010,ITH,1,82.3
2007,NUTS,2010,ITH,1,87.0
2008,NUTS,2010,ITH,1,88.1
2009,NUTS,2010,ITH,1,89.6
2010,NUTS,2010,ITH,1,90.3
2011,NUTS,2010,ITH,1,89.1
2012,NUTS,2010,ITH,1,88.0
2013,NUTS,2010,ITH,1,90.5
2014,NUTS,2010,ITH,1,88.1
2015,NUTS,2010,ITH,1,88.3
2016,NUTS,2010,ITH,1,90.9
2017,NUTS,2010,ITH,1,90.7
2018,NUTS,2010,ITH,1,93.0
2019,NUTS,2010,ITH,1,95.1
2003,NUTS,2010,ITH1,2,10.7
2004,NUTS,2010,ITH1,2,24.9
2005,NUTS,2010,ITH1,2,12.1
2007,NUTS,2010,ITH1,2,18.9
2008,NUTS,2010,ITH1,2,18.6
2009,NUTS,2010,ITH1,2,21.1
2010,NUTS,2010,ITH1,2,20.9
2011,NUTS,2010,ITH1,2,26.9
2012,NUTS,2010,ITH1,2,27.4
2013,NUTS,2010,ITH1,2,26.8
2014,NUTS,2010,ITH1,2,25.7
2015,NUTS,2010,ITH1,2,39.4
2016,NUTS,2010,ITH1,2,46.8
2017,NUTS,2010,ITH1,2,46.5
2018,NUTS,2010,ITH1,2,50.2
2019,NUTS,2010,ITH1,2,32.3
2003,NUTS,2010,ITH2,2,104.2
2004,NUTS,2010,ITH2,2,102.2
2005,NUTS,2010,ITH2,2,98.9
2007,NUTS,2010,ITH2,2,106.6
2008,NUTS,2010,ITH2,2,109.3
2009,NUTS,2010,ITH2,2,118.3
2010,NUTS,2010,ITH2,2,119.7
