year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_act_fte_bes_total_t
2007,NUTS,2010,SE12,2,0.789
2009,NUTS,2010,SE12,2,1.0697
2011,NUTS,2010,SE12,2,0.987
2013,NUTS,2010,SE12,2,1.131
2015,NUTS,2010,SE12,2,1.0669
2017,NUTS,2010,SE12,2,0.9211
2019,NUTS,2010,SE12,2,1.0507
1999,NUTS,2010,SE2,1,0.9889
2001,NUTS,2010,SE2,1,1.1278
2003,NUTS,2010,SE2,1,1.1362
2005,NUTS,2010,SE2,1,1.2655
2007,NUTS,2010,SE2,1,1.2049
2009,NUTS,2010,SE2,1,1.2238
2011,NUTS,2010,SE2,1,1.1594
2013,NUTS,2010,SE2,1,1.1428
2015,NUTS,2010,SE2,1,1.1642
2017,NUTS,2010,SE2,1,1.3677
1999,NUTS,2010,SE21,2,0.2287
2001,NUTS,2010,SE21,2,0.2986
2003,NUTS,2010,SE21,2,0.2965
2005,NUTS,2010,SE21,2,0.4154
2007,NUTS,2010,SE21,2,0.6553
2009,NUTS,2010,SE21,2,0.6065
2011,NUTS,2010,SE21,2,0.5489
2013,NUTS,2010,SE21,2,0.6499
2015,NUTS,2010,SE21,2,0.6524
1999,NUTS,2010,SE22,2,0.8412
2001,NUTS,2010,SE22,2,1.0048
2003,NUTS,2010,SE22,2,0.9363
2005,NUTS,2010,SE22,2,1.436
2007,NUTS,2010,SE22,2,1.3758
2009,NUTS,2010,SE22,2,1.3087
2011,NUTS,2010,SE22,2,1.1909
2013,NUTS,2010,SE22,2,1.2053
2015,NUTS,2010,SE22,2,1.0767
2017,NUTS,2010,SE22,2,0.9793
2019,NUTS,2010,SE22,2,1.2396
1999,NUTS,2010,SE23,2,1.4508
2001,NUTS,2010,SE23,2,1.5878
2003,NUTS,2010,SE23,2,1.6504
2005,NUTS,2010,SE23,2,1.5165
2007,NUTS,2010,SE23,2,1.3251
2009,NUTS,2010,SE23,2,1.4307
2011,NUTS,2010,SE23,2,1.3925
2013,NUTS,2010,SE23,2,1.3002
2015,NUTS,2010,SE23,2,1.4404
2017,NUTS,2010,SE23,2,1.9303
2019,NUTS,2010,SE23,2,1.7411
1999,NUTS,2010,SE3,1,0.365
2001,NUTS,2010,SE3,1,0.4236
2003,NUTS,2010,SE3,1,0.3609
2005,NUTS,2010,SE3,1,0.4207
2007,NUTS,2010,SE3,1,0.482
2009,NUTS,2010,SE3,1,0.4471
2011,NUTS,2010,SE3,1,0.3756
2013,NUTS,2010,SE3,1,0.4599
2015,NUTS,2010,SE3,1,0.4202
2017,NUTS,2010,SE3,1,0.3803
1999,NUTS,2010,SE31,2,0.3467
2001,NUTS,2010,SE31,2,0.5416
2003,NUTS,2010,SE31,2,0.4835
2005,NUTS,2010,SE31,2,0.5252
2007,NUTS,2010,SE31,2,0.6087
2009,NUTS,2010,SE31,2,0.4625
2011,NUTS,2010,SE31,2,0.423
2013,NUTS,2010,SE31,2,0.5485
2015,NUTS,2010,SE31,2,0.4764
2017,NUTS,2010,SE31,2,0.4354
2019,NUTS,2010,SE31,2,0.3664
1999,NUTS,2010,SE32,2,0.3158
2001,NUTS,2010,SE32,2,0.1658
2003,NUTS,2010,SE32,2,0.1454
2005,NUTS,2010,SE32,2,0.286
2007,NUTS,2010,SE32,2,0.2839
2009,NUTS,2010,SE32,2,0.4609
2011,NUTS,2010,SE32,2,0.371
2013,NUTS,2010,SE32,2,0.3477
2015,NUTS,2010,SE32,2,0.329
1999,NUTS,2010,SE33,2,0.4365
2001,NUTS,2010,SE33,2,0.42
2003,NUTS,2010,SE33,2,0.3177
2005,NUTS,2010,SE33,2,0.3516
2007,NUTS,2010,SE33,2,0.4245
2009,NUTS,2010,SE33,2,0.4125
2011,NUTS,2010,SE33,2,0.3022
2013,NUTS,2010,SE33,2,0.3959
2015,NUTS,2010,SE33,2,0.396
2017,NUTS,2010,SE33,2,0.3572
2019,NUTS,2010,SE33,2,0.3991
1997,NUTS,2010,SI,0,0.4037
1998,NUTS,2010,SI,0,0.4246
1999,NUTS,2010,SI,0,0.4494
2000,NUTS,2010,SI,0,0.4363
2001,NUTS,2010,SI,0,0.446
2002,NUTS,2010,SI,0,0.4736
2003,NUTS,2010,SI,0,0.389
2004,NUTS,2010,SI,0,0.393
2005,NUTS,2010,SI,0,0.4386
2006,NUTS,2010,SI,0,0.4821
2007,NUTS,2010,SI,0,0.5262
2008,NUTS,2010,SI,0,0.6077
2009,NUTS,2010,SI,0,0.6724
2010,NUTS,2010,SI,0,0.7007
2011,NUTS,2010,SI,0,0.9729
2012,NUTS,2010,SI,0,0.9566
2013,NUTS,2010,SI,0,0.9991
2014,NUTS,2010,SI,0,0.9864
2015,NUTS,2010,SI,0,0.9372
2016,NUTS,2010,SI,0,0.9824
2017,NUTS,2010,SI,0,0.9924
2018,NUTS,2010,SI,0,1.0409
2019,NUTS,2010,SI,0,1.1247
2020,NUTS,2010,SI,0,1.0228
1999,NUTS,2010,SI0,1,0.4363
2000,NUTS,2010,SI0,1,0.4281
2001,NUTS,2010,SI0,1,0.4386
2002,NUTS,2010,SI0,1,0.4589
2003,NUTS,2010,SI0,1,0.3827
2004,NUTS,2010,SI0,1,0.3831
2005,NUTS,2010,SI0,1,0.4281
2006,NUTS,2010,SI0,1,0.4704
2007,NUTS,2010,SI0,1,0.512
2008,NUTS,2010,SI0,1,0.5957
2009,NUTS,2010,SI0,1,0.6513
2010,NUTS,2010,SI0,1,0.6775
2011,NUTS,2010,SI0,1,0.9439
2012,NUTS,2010,SI0,1,0.9326
2013,NUTS,2010,SI0,1,0.9736
2014,NUTS,2010,SI0,1,0.9555
2015,NUTS,2010,SI0,1,0.9151
2016,NUTS,2010,SI0,1,0.9621
2017,NUTS,2010,SI0,1,0.9697
2018,NUTS,2010,SI0,1,1.0133
2019,NUTS,2010,SI0,1,1.1014
2013,NUTS,2010,SI03,2,0.685
2014,NUTS,2010,SI03,2,0.6882
2015,NUTS,2010,SI03,2,0.6489
2016,NUTS,2010,SI03,2,0.6639
2017,NUTS,2010,SI03,2,0.6654
2018,NUTS,2010,SI03,2,0.7386
2019,NUTS,2010,SI03,2,0.8379
2013,NUTS,2010,SI04,2,1.2989
2014,NUTS,2010,SI04,2,1.2608
2015,NUTS,2010,SI04,2,1.2144
2016,NUTS,2010,SI04,2,1.2927
2017,NUTS,2010,SI04,2,1.3092
2018,NUTS,2010,SI04,2,1.3151
2019,NUTS,2010,SI04,2,1.3885
1997,NUTS,2010,SK,0,0.2957
1998,NUTS,2010,SK,0,0.2675
1999,NUTS,2010,SK,0,0.224
2000,NUTS,2010,SK,0,0.2005
2001,NUTS,2010,SK,0,0.1814
2002,NUTS,2010,SK,0,0.1716
2003,NUTS,2010,SK,0,0.1397
2004,NUTS,2010,SK,0,0.1315
2005,NUTS,2010,SK,0,0.1337
2006,NUTS,2010,SK,0,0.1186
2007,NUTS,2010,SK,0,0.102
2008,NUTS,2010,SK,0,0.1024
2009,NUTS,2010,SK,0,0.0954
2010,NUTS,2010,SK,0,0.1166
2011,NUTS,2010,SK,0,0.1187
2012,NUTS,2010,SK,0,0.1369
2013,NUTS,2010,SK,0,0.1303
2014,NUTS,2010,SK,0,0.1486
2015,NUTS,2010,SK,0,0.1576
2016,NUTS,2010,SK,0,0.1649
2017,NUTS,2010,SK,0,0.2017
2018,NUTS,2010,SK,0,0.2339
2019,NUTS,2010,SK,0,0.256
2020,NUTS,2010,SK,0,0.2922
2000,NUTS,2010,SK01,2,0.4375
2001,NUTS,2010,SK01,2,0.4318
2002,NUTS,2010,SK01,2,0.4011
2003,NUTS,2010,SK01,2,0.3053
2004,NUTS,2010,SK01,2,0.3093
2005,NUTS,2010,SK01,2,0.3134
2006,NUTS,2010,SK01,2,0.3122
2007,NUTS,2010,SK01,2,0.1858
2008,NUTS,2010,SK01,2,0.1664
2009,NUTS,2010,SK01,2,0.1415
2010,NUTS,2010,SK01,2,0.2423
2011,NUTS,2010,SK01,2,0.2987
2012,NUTS,2010,SK01,2,0.4185
2013,NUTS,2010,SK01,2,0.4425
2014,NUTS,2010,SK01,2,0.3345
2015,NUTS,2010,SK01,2,0.3763
2016,NUTS,2010,SK01,2,0.5169
2017,NUTS,2010,SK01,2,0.5222
2018,NUTS,2010,SK01,2,0.6074
2019,NUTS,2010,SK01,2,0.6752
2020,NUTS,2010,SK01,2,0.7907
2000,NUTS,2010,SK02,2,0.2381
2001,NUTS,2010,SK02,2,0.1899
2002,NUTS,2010,SK02,2,0.1865
2003,NUTS,2010,SK02,2,0.1603
2004,NUTS,2010,SK02,2,0.1441
2005,NUTS,2010,SK02,2,0.145
2006,NUTS,2010,SK02,2,0.127
2007,NUTS,2010,SK02,2,0.1346
2008,NUTS,2010,SK02,2,0.1428
2009,NUTS,2010,SK02,2,0.1427
2010,NUTS,2010,SK02,2,0.1467
2011,NUTS,2010,SK02,2,0.1247
2012,NUTS,2010,SK02,2,0.1266
2013,NUTS,2010,SK02,2,0.0959
2014,NUTS,2010,SK02,2,0.1587
2015,NUTS,2010,SK02,2,0.1727
2016,NUTS,2010,SK02,2,0.1327
2017,NUTS,2010,SK02,2,0.223
2018,NUTS,2010,SK02,2,0.2376
2019,NUTS,2010,SK02,2,0.2539
2020,NUTS,2010,SK02,2,0.2511
2000,NUTS,2010,SK03,2,0.1681
2001,NUTS,2010,SK03,2,0.1651
2002,NUTS,2010,SK03,2,0.1535
2003,NUTS,2010,SK03,2,0.1094
2004,NUTS,2010,SK03,2,0.1043
2005,NUTS,2010,SK03,2,0.1136
2006,NUTS,2010,SK03,2,0.0832
2007,NUTS,2010,SK03,2,0.0652
2008,NUTS,2010,SK03,2,0.0714
2009,NUTS,2010,SK03,2,0.069
2010,NUTS,2010,SK03,2,0.0908
2011,NUTS,2010,SK03,2,0.1047
2012,NUTS,2010,SK03,2,0.1126
2013,NUTS,2010,SK03,2,0.1177
2014,NUTS,2010,SK03,2,0.149
2015,NUTS,2010,SK03,2,0.1451
2016,NUTS,2010,SK03,2,0.1239
2017,NUTS,2010,SK03,2,0.1442
2018,NUTS,2010,SK03,2,0.186
2019,NUTS,2010,SK03,2,0.2059
2020,NUTS,2010,SK03,2,0.2026
2000,NUTS,2010,SK04,2,0.0724
2001,NUTS,2010,SK04,2,0.0678
2002,NUTS,2010,SK04,2,0.0655
2003,NUTS,2010,SK04,2,0.0643
2004,NUTS,2010,SK04,2,0.0596
2005,NUTS,2010,SK04,2,0.054
2006,NUTS,2010,SK04,2,0.0505
2007,NUTS,2010,SK04,2,0.0527
2008,NUTS,2010,SK04,2,0.0457
2009,NUTS,2010,SK04,2,0.0448
2010,NUTS,2010,SK04,2,0.0532
2011,NUTS,2010,SK04,2,0.053
2012,NUTS,2010,SK04,2,0.0568
2013,NUTS,2010,SK04,2,0.0566
2014,NUTS,2010,SK04,2,0.0662
2015,NUTS,2010,SK04,2,0.066
2016,NUTS,2010,SK04,2,0.0925
2017,NUTS,2010,SK04,2,0.0934
2018,NUTS,2010,SK04,2,0.1143
2019,NUTS,2010,SK04,2,0.1203
2020,NUTS,2010,SK04,2,0.2034
2006,NUTS,2010,TR,0,0.0826
2007,NUTS,2010,TR,0,0.1091
2008,NUTS,2010,TR,0,0.1199
2009,NUTS,2010,TR,0,0.1326
2010,NUTS,2010,TR,0,0.152
2011,NUTS,2010,TR,0,0.1762
2012,NUTS,2010,TR,0,0.1981
2013,NUTS,2010,TR,0,0.214
2014,NUTS,2010,TR,0,0.2206
2015,NUTS,2010,TR,0,0.2307
2016,NUTS,2010,TR,0,0.2439
2017,NUTS,2010,TR,0,0.2855
2018,NUTS,2010,TR,0,0.3327
2019,NUTS,2010,TR,0,0.3632
2020,NUTS,2010,TR,0,0.4332
1993,NUTS,2010,UK,0,0.5334
1994,NUTS,2010,UK,0,0.5085
1995,NUTS,2010,UK,0,0.5146
1996,NUTS,2010,UK,0,0.5006
1997,NUTS,2010,UK,0,0.4807
1998,NUTS,2010,UK,0,0.5202
1999,NUTS,2010,UK,0,0.5396
2000,NUTS,2010,UK,0,0.5102
2001,NUTS,2010,UK,0,0.538
2002,NUTS,2010,UK,0,0.5483
2003,NUTS,2010,UK,0,0.5383
2004,NUTS,2010,UK,0,0.5115
2005,NUTS,2010,UK,0,0.4915
2006,NUTS,2010,UK,0,0.4975
2007,NUTS,2010,UK,0,0.5203
2008,NUTS,2010,UK,0,0.4978
2009,NUTS,2010,UK,0,0.494
2010,NUTS,2010,UK,0,0.504
2011,NUTS,2010,UK,0,0.5119
2012,NUTS,2010,UK,0,0.5138
2013,NUTS,2010,UK,0,0.5679
2014,NUTS,2010,UK,0,0.6096
2015,NUTS,2010,UK,0,0.6494
2016,NUTS,2010,UK,0,0.6544
2017,NUTS,2010,UK,0,0.7178
2018,NUTS,2010,UK,0,0.7708
2019,NUTS,2010,UK,0,0.8287
1999,NUTS,2010,UKC,1,0.2645
2000,NUTS,2010,UKC,1,0.2282
2001,NUTS,2010,UKC,1,0.1973
2002,NUTS,2010,UKC,1,0.214
2003,NUTS,2010,UKC,1,0.2331
2004,NUTS,2010,UKC,1,0.223
2005,NUTS,2010,UKC,1,0.2184
2006,NUTS,2010,UKC,1,0.2932
2007,NUTS,2010,UKC,1,0.3462
2008,NUTS,2010,UKC,1,0.3071
2009,NUTS,2010,UKC,1,0.3143
2010,NUTS,2010,UKC,1,0.2724
2011,NUTS,2010,UKC,1,0.2788
2012,NUTS,2010,UKC,1,0.2744
2013,NUTS,2010,UKC,1,0.3801
2014,NUTS,2010,UKC,1,0.3169
2015,NUTS,2010,UKC,1,0.3492
2016,NUTS,2010,UKC,1,0.3247
2017,NUTS,2010,UKC,1,0.4183
2018,NUTS,2010,UKC,1,0.4763
2002,NUTS,2010,UKC1,2,0.2445
2003,NUTS,2010,UKC1,2,0.2715
2004,NUTS,2010,UKC1,2,0.2423
2005,NUTS,2010,UKC1,2,0.2527
2006,NUTS,2010,UKC1,2,0.2242
2007,NUTS,2010,UKC1,2,0.3519
2008,NUTS,2010,UKC1,2,0.3066
2009,NUTS,2010,UKC1,2,0.3141
2010,NUTS,2010,UKC1,2,0.2374
2011,NUTS,2010,UKC1,2,0.2442
2012,NUTS,2010,UKC1,2,0.2605
2013,NUTS,2010,UKC1,2,0.4583
2014,NUTS,2010,UKC1,2,0.2927
2015,NUTS,2010,UKC1,2,0.293
2016,NUTS,2010,UKC1,2,0.2446
2017,NUTS,2010,UKC1,2,0.3246
2018,NUTS,2010,UKC1,2,0.4
2002,NUTS,2010,UKC2,2,0.1901
2003,NUTS,2010,UKC2,2,0.2037
2004,NUTS,2010,UKC2,2,0.207
2005,NUTS,2010,UKC2,2,0.1905
2006,NUTS,2010,UKC2,2,0.3488
2007,NUTS,2010,UKC2,2,0.3415
2008,NUTS,2010,UKC2,2,0.3075
2009,NUTS,2010,UKC2,2,0.3144
2010,NUTS,2010,UKC2,2,0.3012
2011,NUTS,2010,UKC2,2,0.3071
2012,NUTS,2010,UKC2,2,0.2853
2013,NUTS,2010,UKC2,2,0.3189
2014,NUTS,2010,UKC2,2,0.336
2015,NUTS,2010,UKC2,2,0.3938
2016,NUTS,2010,UKC2,2,0.3875
2017,NUTS,2010,UKC2,2,0.4931
2018,NUTS,2010,UKC2,2,0.5392
1999,NUTS,2010,UKD,1,0.5877
2000,NUTS,2010,UKD,1,0.5177
2001,NUTS,2010,UKD,1,0.5315
2002,NUTS,2010,UKD,1,0.5474
2003,NUTS,2010,UKD,1,0.5068
2004,NUTS,2010,UKD,1,0.5028
2005,NUTS,2010,UKD,1,0.484
2006,NUTS,2010,UKD,1,0.483
2007,NUTS,2010,UKD,1,0.5732
2008,NUTS,2010,UKD,1,0.4677
2009,NUTS,2010,UKD,1,0.434
2010,NUTS,2010,UKD,1,0.3764
2011,NUTS,2010,UKD,1,0.3838
2012,NUTS,2010,UKD,1,0.3697
2013,NUTS,2010,UKD,1,0.3764
2014,NUTS,2010,UKD,1,0.4383
2015,NUTS,2010,UKD,1,0.4917
2016,NUTS,2010,UKD,1,0.4938
2017,NUTS,2010,UKD,1,0.5246
2018,NUTS,2010,UKD,1,0.5499
2002,NUTS,2010,UKD1,2,0.9304
2003,NUTS,2010,UKD1,2,0.7707
2004,NUTS,2010,UKD1,2,0.6712
2005,NUTS,2010,UKD1,2,0.6291
2006,NUTS,2010,UKD1,2,0.3594
2007,NUTS,2010,UKD1,2,0.4219
2008,NUTS,2010,UKD1,2,0.3947
2009,NUTS,2010,UKD1,2,0.4204
2010,NUTS,2010,UKD1,2,0.511
2011,NUTS,2010,UKD1,2,0.5165
2012,NUTS,2010,UKD1,2,0.4345
2013,NUTS,2010,UKD1,2,0.3628
2014,NUTS,2010,UKD1,2,0.5762
2015,NUTS,2010,UKD1,2,0.689
2016,NUTS,2010,UKD1,2,0.7025
2017,NUTS,2010,UKD1,2,0.7154
2018,NUTS,2010,UKD1,2,0.8445
2002,NUTS,2010,UKD3,2,0.2695
2003,NUTS,2010,UKD3,2,0.2375
2004,NUTS,2010,UKD3,2,0.2603
2005,NUTS,2010,UKD3,2,0.2127
2006,NUTS,2010,UKD3,2,0.1952
2007,NUTS,2010,UKD3,2,0.2373
2008,NUTS,2010,UKD3,2,0.2047
2009,NUTS,2010,UKD3,2,0.2283
2010,NUTS,2010,UKD3,2,0.2408
2011,NUTS,2010,UKD3,2,0.2408
2012,NUTS,2010,UKD3,2,0.2395
2013,NUTS,2010,UKD3,2,0.2376
2014,NUTS,2010,UKD3,2,0.277
2015,NUTS,2010,UKD3,2,0.3372
2016,NUTS,2010,UKD3,2,0.3392
2017,NUTS,2010,UKD3,2,0.3902
2018,NUTS,2010,UKD3,2,0.4339
2002,NUTS,2010,UKD4,2,0.6383
2003,NUTS,2010,UKD4,2,0.6091
2004,NUTS,2010,UKD4,2,0.6049
2005,NUTS,2010,UKD4,2,0.6452
2006,NUTS,2010,UKD4,2,0.7024
2007,NUTS,2010,UKD4,2,0.8288
2008,NUTS,2010,UKD4,2,0.6424
2009,NUTS,2010,UKD4,2,0.3759
2010,NUTS,2010,UKD4,2,0.3322
2011,NUTS,2010,UKD4,2,0.3499
2012,NUTS,2010,UKD4,2,0.3569
2013,NUTS,2010,UKD4,2,0.3687
2014,NUTS,2010,UKD4,2,0.3729
2015,NUTS,2010,UKD4,2,0.4253
2016,NUTS,2010,UKD4,2,0.462
2017,NUTS,2010,UKD4,2,0.4451
2018,NUTS,2010,UKD4,2,0.4878
2009,NUTS,2010,UKD6,2,1.2856
2010,NUTS,2010,UKD6,2,0.9694
2011,NUTS,2010,UKD6,2,0.9972
2012,NUTS,2010,UKD6,2,0.9673
2013,NUTS,2010,UKD6,2,0.983
2014,NUTS,2010,UKD6,2,1.0714
2015,NUTS,2010,UKD6,2,1.1573
2016,NUTS,2010,UKD6,2,1.0019
2017,NUTS,2010,UKD6,2,1.0032
2018,NUTS,2010,UKD6,2,0.9933
2009,NUTS,2010,UKD7,2,0.3135
2010,NUTS,2010,UKD7,2,0.2395
2011,NUTS,2010,UKD7,2,0.2444
2012,NUTS,2010,UKD7,2,0.2243
2013,NUTS,2010,UKD7,2,0.2633
2014,NUTS,2010,UKD7,2,0.3505
2015,NUTS,2010,UKD7,2,0.3646
2016,NUTS,2010,UKD7,2,0.4352
2017,NUTS,2010,UKD7,2,0.4979
2018,NUTS,2010,UKD7,2,0.455
1999,NUTS,2010,UKE,1,0.2747
2000,NUTS,2010,UKE,1,0.2321
2001,NUTS,2010,UKE,1,0.2535
2002,NUTS,2010,UKE,1,0.2627
2003,NUTS,2010,UKE,1,0.2503
2004,NUTS,2010,UKE,1,0.2366
2005,NUTS,2010,UKE,1,0.2531
2006,NUTS,2010,UKE,1,0.2588
2007,NUTS,2010,UKE,1,0.2867
2008,NUTS,2010,UKE,1,0.2539
2009,NUTS,2010,UKE,1,0.2881
2010,NUTS,2010,UKE,1,0.2942
2011,NUTS,2010,UKE,1,0.301
2012,NUTS,2010,UKE,1,0.2939
2013,NUTS,2010,UKE,1,0.344
2014,NUTS,2010,UKE,1,0.3611
2015,NUTS,2010,UKE,1,0.4011
2016,NUTS,2010,UKE,1,0.3836
2017,NUTS,2010,UKE,1,0.478
2018,NUTS,2010,UKE,1,0.4964
2002,NUTS,2010,UKE1,2,0.1837
2003,NUTS,2010,UKE1,2,0.1291
2004,NUTS,2010,UKE1,2,0.1664
2005,NUTS,2010,UKE1,2,0.1834
2006,NUTS,2010,UKE1,2,0.1944
2007,NUTS,2010,UKE1,2,0.2484
2008,NUTS,2010,UKE1,2,0.2279
2009,NUTS,2010,UKE1,2,0.2347
2010,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.317
2014,NUTS,2010,UKE1,2,0.3615
2015,NUTS,2010,UKE1,2,0.3701
2016,NUTS,2010,UKE1,2,0.3683
2017,NUTS,2010,UKE1,2,0.4378
2018,NUTS,2010,UKE1,2,0.4695
2002,NUTS,2010,UKE2,2,0.4507
2003,NUTS,2010,UKE2,2,0.4259
2004,NUTS,2010,UKE2,2,0.4185
2005,NUTS,2010,UKE2,2,0.5389
2006,NUTS,2010,UKE2,2,0.5399
2007,NUTS,2010,UKE2,2,0.5989
2008,NUTS,2010,UKE2,2,0.4759
2009,NUTS,2010,UKE2,2,0.571
2010,NUTS,2010,UKE2,2,0.7987
2011,NUTS,2010,UKE2,2,0.8268
2012,NUTS,2010,UKE2,2,0.7279
2013,NUTS,2010,UKE2,2,0.5229
2014,NUTS,2010,UKE2,2,0.5595
2015,NUTS,2010,UKE2,2,0.6427
2016,NUTS,2010,UKE2,2,0.6552
2017,NUTS,2010,UKE2,2,0.6615
2018,NUTS,2010,UKE2,2,0.7759
2002,NUTS,2010,UKE3,2,0.1663
2003,NUTS,2010,UKE3,2,0.198
2004,NUTS,2010,UKE3,2,0.1798
2005,NUTS,2010,UKE3,2,0.1558
2006,NUTS,2010,UKE3,2,0.1637
2007,NUTS,2010,UKE3,2,0.1929
2008,NUTS,2010,UKE3,2,0.1759
2009,NUTS,2010,UKE3,2,0.1913
2010,NUTS,2010,UKE3,2,0.2131
2011,NUTS,2010,UKE3,2,0.2109
2012,NUTS,2010,UKE3,2,0.1954
2013,NUTS,2010,UKE3,2,0.2148
2014,NUTS,2010,UKE3,2,0.2265
2015,NUTS,2010,UKE3,2,0.2717
2016,NUTS,2010,UKE3,2,0.2409
2017,NUTS,2010,UKE3,2,0.3673
2018,NUTS,2010,UKE3,2,0.3232
2002,NUTS,2010,UKE4,2,0.2806
2003,NUTS,2010,UKE4,2,0.2652
2004,NUTS,2010,UKE4,2,0.2308
2005,NUTS,2010,UKE4,2,0.2326
2006,NUTS,2010,UKE4,2,0.2361
2007,NUTS,2010,UKE4,2,0.2419
2008,NUTS,2010,UKE4,2,0.227
2009,NUTS,2010,UKE4,2,0.2622
2010,NUTS,2010,UKE4,2,0.2766
2011,NUTS,2010,UKE4,2,0.2898
2012,NUTS,2010,UKE4,2,0.3115
2013,NUTS,2010,UKE4,2,0.371
2014,NUTS,2010,UKE4,2,0.3739
2015,NUTS,2010,UKE4,2,0.3983
2016,NUTS,2010,UKE4,2,0.3721
2017,NUTS,2010,UKE4,2,0.4897
2018,NUTS,2010,UKE4,2,0.5102
1999,NUTS,2010,UKF,1,0.5855
2000,NUTS,2010,UKF,1,0.6929
2001,NUTS,2010,UKF,1,0.6139
2002,NUTS,2010,UKF,1,0.6694
2003,NUTS,2010,UKF,1,0.6277
2004,NUTS,2010,UKF,1,0.5357
2005,NUTS,2010,UKF,1,0.5353
2006,NUTS,2010,UKF,1,0.5004
2007,NUTS,2010,UKF,1,0.606
2008,NUTS,2010,UKF,1,0.5218
2009,NUTS,2010,UKF,1,0.4546
2010,NUTS,2010,UKF,1,0.5237
2011,NUTS,2010,UKF,1,0.5245
2012,NUTS,2010,UKF,1,0.5577
2013,NUTS,2010,UKF,1,0.6541
2014,NUTS,2010,UKF,1,0.6999
2015,NUTS,2010,UKF,1,0.6891
2016,NUTS,2010,UKF,1,0.7264
2017,NUTS,2010,UKF,1,0.7663
2018,NUTS,2010,UKF,1,0.8235
2002,NUTS,2010,UKF1,2,0.9018
2003,NUTS,2010,UKF1,2,0.8446
2004,NUTS,2010,UKF1,2,0.6355
2005,NUTS,2010,UKF1,2,0.6465
2006,NUTS,2010,UKF1,2,0.6657
2007,NUTS,2010,UKF1,2,0.8726
2008,NUTS,2010,UKF1,2,0.7407
2009,NUTS,2010,UKF1,2,0.648
2010,NUTS,2010,UKF1,2,0.7712
2011,NUTS,2010,UKF1,2,0.7913
2012,NUTS,2010,UKF1,2,0.8376
2013,NUTS,2010,UKF1,2,1.022
2014,NUTS,2010,UKF1,2,1.0904
2015,NUTS,2010,UKF1,2,1.038
2016,NUTS,2010,UKF1,2,1.0949
2017,NUTS,2010,UKF1,2,1.1567
2018,NUTS,2010,UKF1,2,1.2747
2002,NUTS,2010,UKF2,2,0.571
2003,NUTS,2010,UKF2,2,0.5438
2004,NUTS,2010,UKF2,2,0.5726
2005,NUTS,2010,UKF2,2,0.5395
2006,NUTS,2010,UKF2,2,0.427
2007,NUTS,2010,UKF2,2,0.4349
2008,NUTS,2010,UKF2,2,0.3742
2009,NUTS,2010,UKF2,2,0.3582
2010,NUTS,2010,UKF2,2,0.3749
2011,NUTS,2010,UKF2,2,0.3675
2012,NUTS,2010,UKF2,2,0.3716
2013,NUTS,2010,UKF2,2,0.414
2014,NUTS,2010,UKF2,2,0.4613
2015,NUTS,2010,UKF2,2,0.4551
2016,NUTS,2010,UKF2,2,0.4749
2017,NUTS,2010,UKF2,2,0.5118
2018,NUTS,2010,UKF2,2,0.5173
2002,NUTS,2010,UKF3,2,0.1982
2003,NUTS,2010,UKF3,2,0.1906
2004,NUTS,2010,UKF3,2,0.17
2005,NUTS,2010,UKF3,2,0.192
2006,NUTS,2010,UKF3,2,0.1989
2007,NUTS,2010,UKF3,2,0.2469
2008,NUTS,2010,UKF3,2,0.2543
2009,NUTS,2010,UKF3,2,0.1164
2010,NUTS,2010,UKF3,2,0.1586
2011,NUTS,2010,UKF3,2,0.1563
2012,NUTS,2010,UKF3,2,0.1764
2013,NUTS,2010,UKF3,2,0.1811
2014,NUTS,2010,UKF3,2,0.1973
2015,NUTS,2010,UKF3,2,0.2125
2016,NUTS,2010,UKF3,2,0.2274
2017,NUTS,2010,UKF3,2,0.2434
2018,NUTS,2010,UKF3,2,0.241
1999,NUTS,2010,UKG,1,0.4708
2000,NUTS,2010,UKG,1,0.4031
2001,NUTS,2010,UKG,1,0.5403
2002,NUTS,2010,UKG,1,0.5628
2003,NUTS,2010,UKG,1,0.5432
2004,NUTS,2010,UKG,1,0.5117
2005,NUTS,2010,UKG,1,0.4821
2006,NUTS,2010,UKG,1,0.5222
2007,NUTS,2010,UKG,1,0.5603
2008,NUTS,2010,UKG,1,0.434
2009,NUTS,2010,UKG,1,0.4778
2010,NUTS,2010,UKG,1,0.4316
2011,NUTS,2010,UKG,1,0.4426
2012,NUTS,2010,UKG,1,0.4946
2013,NUTS,2010,UKG,1,0.5623
2014,NUTS,2010,UKG,1,0.6588
2015,NUTS,2010,UKG,1,0.6851
2016,NUTS,2010,UKG,1,0.6652
2017,NUTS,2010,UKG,1,0.7872
2018,NUTS,2010,UKG,1,0.9352
2002,NUTS,2010,UKG1,2,0.7599
2003,NUTS,2010,UKG1,2,0.9689
2004,NUTS,2010,UKG1,2,0.9822
2005,NUTS,2010,UKG1,2,0.8861
2006,NUTS,2010,UKG1,2,1.0729
2007,NUTS,2010,UKG1,2,1.1392
2008,NUTS,2010,UKG1,2,0.7926
2009,NUTS,2010,UKG1,2,0.9518
2010,NUTS,2010,UKG1,2,0.8727
