year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_pc_act_hc_f
2017,NUTS,2010,UKD,1,0.0088
2011,NUTS,2010,UKD1,2,0.0004
2013,NUTS,2010,UKD1,2,0.0008
2015,NUTS,2010,UKD1,2,0.0008
2017,NUTS,2010,UKD1,2,0.0011
2011,NUTS,2010,UKD3,2,0.0009
2013,NUTS,2010,UKD3,2,0.0026
2015,NUTS,2010,UKD3,2,0.0026
2017,NUTS,2010,UKD3,2,0.0029
2011,NUTS,2010,UKD4,2,0.0062
2013,NUTS,2010,UKD4,2,0.0062
2015,NUTS,2010,UKD4,2,0.0065
2017,NUTS,2010,UKD4,2,0.0061
2011,NUTS,2010,UKD6,2,0.0226
2013,NUTS,2010,UKD6,2,0.0233
2015,NUTS,2010,UKD6,2,0.0295
2017,NUTS,2010,UKD6,2,0.0355
2011,NUTS,2010,UKD7,2,0.0082
2013,NUTS,2010,UKD7,2,0.0092
2015,NUTS,2010,UKD7,2,0.0093
2017,NUTS,2010,UKD7,2,0.0093
2011,NUTS,2010,UKE,1,0.0058
2013,NUTS,2010,UKE,1,0.0084
2015,NUTS,2010,UKE,1,0.0028
2017,NUTS,2010,UKE,1,0.0029
2011,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.032
2013,NUTS,2010,UKE2,2,0.0468
2015,NUTS,2010,UKE2,2,0.0086
2017,NUTS,2010,UKE2,2,0.0068
2011,NUTS,2010,UKE3,2,0.0033
2013,NUTS,2010,UKE3,2,0.004
2015,NUTS,2010,UKE3,2,0.0049
2017,NUTS,2010,UKE3,2,0.0061
2011,NUTS,2010,UKE4,2,0.0003
2013,NUTS,2010,UKE4,2,0.0007
2015,NUTS,2010,UKE4,2,0.0006
2017,NUTS,2010,UKE4,2,0.0007
2011,NUTS,2010,UKF,1,0.011
2013,NUTS,2010,UKF,1,0.0113
2015,NUTS,2010,UKF,1,0.0123
2017,NUTS,2010,UKF,1,0.0104
2011,NUTS,2010,UKF1,2,0.0207
2013,NUTS,2010,UKF1,2,0.0202
2015,NUTS,2010,UKF1,2,0.0209
2017,NUTS,2010,UKF1,2,0.0191
2011,NUTS,2010,UKF2,2,0.0041
2013,NUTS,2010,UKF2,2,0.0052
2015,NUTS,2010,UKF2,2,0.006
2017,NUTS,2010,UKF2,2,0.0045
2011,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,0.0001
2013,NUTS,2010,UKG,1,0.0004
2015,NUTS,2010,UKG,1,0.0007
2017,NUTS,2010,UKG,1,0.0003
2011,NUTS,2010,UKG1,2,0.0002
2013,NUTS,2010,UKG1,2,0.0003
2015,NUTS,2010,UKG1,2,0.0003
2017,NUTS,2010,UKG1,2,0.0003
2011,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,0.0
2015,NUTS,2010,UKG2,2,0.0
2017,NUTS,2010,UKG2,2,0.0001
2011,NUTS,2010,UKG3,2,0.0002
2013,NUTS,2010,UKG3,2,0.0007
2015,NUTS,2010,UKG3,2,0.0014
2017,NUTS,2010,UKG3,2,0.0004
2011,NUTS,2010,UKH,1,0.0182
2013,NUTS,2010,UKH,1,0.0212
2015,NUTS,2010,UKH,1,0.0227
2017,NUTS,2010,UKH,1,0.0204
2011,NUTS,2010,UKH1,2,0.0418
2013,NUTS,2010,UKH1,2,0.0507
2015,NUTS,2010,UKH1,2,0.0537
2017,NUTS,2010,UKH1,2,0.0462
2011,NUTS,2010,UKH2,2,0.0036
2013,NUTS,2010,UKH2,2,0.0023
2015,NUTS,2010,UKH2,2,0.0025
2017,NUTS,2010,UKH2,2,0.0067
2011,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2015,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,0.02
2013,NUTS,2010,UKI,1,0.0232
2015,NUTS,2010,UKI,1,0.0189
2017,NUTS,2010,UKI,1,0.0179
2011,NUTS,2010,UKI3,2,0.1096
2013,NUTS,2010,UKI3,2,0.1173
2015,NUTS,2010,UKI3,2,0.1247
2017,NUTS,2010,UKI3,2,0.128
2011,NUTS,2010,UKI4,2,0.002
2013,NUTS,2010,UKI4,2,0.0023
2015,NUTS,2010,UKI4,2,0.0024
2017,NUTS,2010,UKI4,2,0.0017
2011,NUTS,2010,UKI5,2,0.0002
2013,NUTS,2010,UKI5,2,0.0003
2015,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,0.0061
2013,NUTS,2010,UKI6,2,0.0066
2015,NUTS,2010,UKI6,2,0.0017
2017,NUTS,2010,UKI6,2,0.0016
2011,NUTS,2010,UKI7,2,0.0199
2013,NUTS,2010,UKI7,2,0.0233
2015,NUTS,2010,UKI7,2,0.0052
2017,NUTS,2010,UKI7,2,0.0034
2011,NUTS,2010,UKJ,1,0.0494
2013,NUTS,2010,UKJ,1,0.0562
2015,NUTS,2010,UKJ,1,0.0557
2017,NUTS,2010,UKJ,1,0.0532
2011,NUTS,2010,UKJ1,2,0.0774
2013,NUTS,2010,UKJ1,2,0.0837
2015,NUTS,2010,UKJ1,2,0.0956
2017,NUTS,2010,UKJ1,2,0.1018
2011,NUTS,2010,UKJ2,2,0.0223
2013,NUTS,2010,UKJ2,2,0.03
2015,NUTS,2010,UKJ2,2,0.0163
2017,NUTS,2010,UKJ2,2,0.0155
2011,NUTS,2010,UKJ3,2,0.0624
2013,NUTS,2010,UKJ3,2,0.081
2015,NUTS,2010,UKJ3,2,0.0835
2017,NUTS,2010,UKJ3,2,0.0733
2011,NUTS,2010,UKJ4,2,0.0399
2013,NUTS,2010,UKJ4,2,0.0341
2015,NUTS,2010,UKJ4,2,0.031
2017,NUTS,2010,UKJ4,2,0.0258
2011,NUTS,2010,UKK,1,0.0405
2013,NUTS,2010,UKK,1,0.0397
2015,NUTS,2010,UKK,1,0.0371
2017,NUTS,2010,UKK,1,0.0416
2011,NUTS,2010,UKK1,2,0.0744
2013,NUTS,2010,UKK1,2,0.0861
2015,NUTS,2010,UKK1,2,0.0799
2017,NUTS,2010,UKK1,2,0.0899
2011,NUTS,2010,UKK2,2,0.0019
2013,NUTS,2010,UKK2,2,0.0023
2015,NUTS,2010,UKK2,2,0.002
2017,NUTS,2010,UKK2,2,0.0013
2011,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0003
2011,NUTS,2010,UKK4,2,0.0292
2013,NUTS,2010,UKK4,2,0.0005
2015,NUTS,2010,UKK4,2,0.0003
2017,NUTS,2010,UKK4,2,0.0004
2011,NUTS,2010,UKL,1,0.0058
2013,NUTS,2010,UKL,1,0.0067
2015,NUTS,2010,UKL,1,0.0035
2017,NUTS,2010,UKL,1,0.0039
2011,NUTS,2010,UKL1,2,0.0021
2013,NUTS,2010,UKL1,2,0.0033
2015,NUTS,2010,UKL1,2,0.0029
2017,NUTS,2010,UKL1,2,0.0035
2011,NUTS,2010,UKL2,2,0.0117
2013,NUTS,2010,UKL2,2,0.012
2015,NUTS,2010,UKL2,2,0.005
2017,NUTS,2010,UKL2,2,0.0045
2011,NUTS,2010,UKM,1,0.0267
2013,NUTS,2010,UKM,1,0.0239
2015,NUTS,2010,UKM,1,0.0287
2017,NUTS,2010,UKM,1,0.0313
2013,NUTS,2010,UKM2,2,0.0344
2015,NUTS,2010,UKM2,2,0.0368
2017,NUTS,2010,UKM2,2,0.0413
2013,NUTS,2010,UKM3,2,0.0037
2015,NUTS,2010,UKM3,2,0.004
2017,NUTS,2010,UKM3,2,0.0042
2013,NUTS,2010,UKM5,2,0.094
2015,NUTS,2010,UKM5,2,0.131
2017,NUTS,2010,UKM5,2,0.1447
2013,NUTS,2010,UKM6,2,0.0038
2015,NUTS,2010,UKM6,2,0.0043
2017,NUTS,2010,UKM6,2,0.0056
2011,NUTS,2010,UKN,1,0.0065
2013,NUTS,2010,UKN,1,0.0082
2015,NUTS,2010,UKN,1,0.0053
2017,NUTS,2010,UKN,1,0.007
2011,NUTS,2010,UKN0,2,0.0065
2013,NUTS,2010,UKN0,2,0.0082
2015,NUTS,2010,UKN0,2,0.0053
2017,NUTS,2010,UKN0,2,0.007
