year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_pc_act_hc_f
2011,NUTS,2010,EL42,2,0.2006
2011,NUTS,2010,EL43,2,0.2156
2011,NUTS,2010,EL5,1,0.0982
2011,NUTS,2010,EL51,2,0.0248
2011,NUTS,2010,EL52,2,0.0991
2011,NUTS,2010,EL53,2,0.187
2011,NUTS,2010,EL54,2,0.1501
2011,NUTS,2010,EL6,1,0.0847
2011,NUTS,2010,EL61,2,0.0789
2011,NUTS,2010,EL62,2,0.0823
2011,NUTS,2010,EL63,2,0.0705
2011,NUTS,2010,EL64,2,0.0545
2011,NUTS,2010,EL65,2,0.1354
2011,NUTS,2010,ES,0,0.1525
2012,NUTS,2010,ES,0,0.1467
2013,NUTS,2010,ES,0,0.1425
2014,NUTS,2010,ES,0,0.1432
2015,NUTS,2010,ES,0,0.1543
2016,NUTS,2010,ES,0,0.1627
2017,NUTS,2010,ES,0,0.1671
2018,NUTS,2010,ES,0,0.1726
2019,NUTS,2010,ES,0,0.1801
2011,NUTS,2010,ES1,1,0.1145
2013,NUTS,2010,ES1,1,0.1043
2014,NUTS,2010,ES1,1,0.1076
2015,NUTS,2010,ES1,1,0.1163
2016,NUTS,2010,ES1,1,0.1242
2017,NUTS,2010,ES1,1,0.1357
2018,NUTS,2010,ES1,1,0.1573
2019,NUTS,2010,ES1,1,0.1848
2013,NUTS,2010,ES11,2,0.1073
2014,NUTS,2010,ES11,2,0.105
2015,NUTS,2010,ES11,2,0.112
2016,NUTS,2010,ES11,2,0.1187
2017,NUTS,2010,ES11,2,0.1352
2018,NUTS,2010,ES11,2,0.1526
2019,NUTS,2010,ES11,2,0.1898
2012,NUTS,2010,ES12,2,0.0857
2013,NUTS,2010,ES12,2,0.0676
2014,NUTS,2010,ES12,2,0.0657
2015,NUTS,2010,ES12,2,0.07
2016,NUTS,2010,ES12,2,0.0837
2017,NUTS,2010,ES12,2,0.097
2018,NUTS,2010,ES12,2,0.1139
2019,NUTS,2010,ES12,2,0.1053
2011,NUTS,2010,ES13,2,0.1684
2012,NUTS,2010,ES13,2,0.1713
2013,NUTS,2010,ES13,2,0.1558
2014,NUTS,2010,ES13,2,0.1944
2015,NUTS,2010,ES13,2,0.2177
2016,NUTS,2010,ES13,2,0.2212
2017,NUTS,2010,ES13,2,0.2043
2018,NUTS,2010,ES13,2,0.256
2019,NUTS,2010,ES13,2,0.2997
2011,NUTS,2010,ES2,1,0.15
2012,NUTS,2010,ES2,1,0.1422
2013,NUTS,2010,ES2,1,0.1487
2014,NUTS,2010,ES2,1,0.1458
2016,NUTS,2010,ES2,1,0.1481
2017,NUTS,2010,ES2,1,0.1613
2018,NUTS,2010,ES2,1,0.1718
2019,NUTS,2010,ES2,1,0.1741
2011,NUTS,2010,ES21,2,0.1356
2012,NUTS,2010,ES21,2,0.114
2013,NUTS,2010,ES21,2,0.1251
2014,NUTS,2010,ES21,2,0.1188
2015,NUTS,2010,ES21,2,0.1363
2016,NUTS,2010,ES21,2,0.1335
2017,NUTS,2010,ES21,2,0.1366
2018,NUTS,2010,ES21,2,0.1422
2019,NUTS,2010,ES21,2,0.141
2011,NUTS,2010,ES22,2,0.1161
2012,NUTS,2010,ES22,2,0.1361
2013,NUTS,2010,ES22,2,0.1486
2014,NUTS,2010,ES22,2,0.1655
2016,NUTS,2010,ES22,2,0.1742
2017,NUTS,2010,ES22,2,0.1797
2018,NUTS,2010,ES22,2,0.215
2019,NUTS,2010,ES22,2,0.2114
2011,NUTS,2010,ES23,2,0.2573
2012,NUTS,2010,ES23,2,0.2817
2013,NUTS,2010,ES23,2,0.264
2014,NUTS,2010,ES23,2,0.2312
2015,NUTS,2010,ES23,2,0.2504
2016,NUTS,2010,ES23,2,0.2731
2017,NUTS,2010,ES23,2,0.3399
2018,NUTS,2010,ES23,2,0.3375
2019,NUTS,2010,ES23,2,0.3324
2011,NUTS,2010,ES24,2,0.1653
2012,NUTS,2010,ES24,2,0.1587
2013,NUTS,2010,ES24,2,0.16
2014,NUTS,2010,ES24,2,0.1599
2015,NUTS,2010,ES24,2,0.1277
2016,NUTS,2010,ES24,2,0.1299
2017,NUTS,2010,ES24,2,0.1499
2018,NUTS,2010,ES24,2,0.1585
2019,NUTS,2010,ES24,2,0.1717
2011,NUTS,2010,ES3,1,0.2631
2012,NUTS,2010,ES3,1,0.2602
2013,NUTS,2010,ES3,1,0.2451
2014,NUTS,2010,ES3,1,0.2615
2015,NUTS,2010,ES3,1,0.2631
2016,NUTS,2010,ES3,1,0.3102
2017,NUTS,2010,ES3,1,0.2898
2018,NUTS,2010,ES3,1,0.295
2019,NUTS,2010,ES3,1,0.312
2011,NUTS,2010,ES30,2,0.2631
2012,NUTS,2010,ES30,2,0.2602
2013,NUTS,2010,ES30,2,0.2451
2014,NUTS,2010,ES30,2,0.2615
2015,NUTS,2010,ES30,2,0.2631
2016,NUTS,2010,ES30,2,0.3102
2017,NUTS,2010,ES30,2,0.2898
2018,NUTS,2010,ES30,2,0.295
2019,NUTS,2010,ES30,2,0.312
2011,NUTS,2010,ES4,1,0.1197
2013,NUTS,2010,ES4,1,0.1007
2014,NUTS,2010,ES4,1,0.0929
2015,NUTS,2010,ES4,1,0.1133
2016,NUTS,2010,ES4,1,0.109
2017,NUTS,2010,ES4,1,0.1164
2018,NUTS,2010,ES4,1,0.1381
2019,NUTS,2010,ES4,1,0.1357
2012,NUTS,2010,ES41,2,0.0932
2013,NUTS,2010,ES41,2,0.0929
2014,NUTS,2010,ES41,2,0.0933
2015,NUTS,2010,ES41,2,0.1128
2016,NUTS,2010,ES41,2,0.1002
2017,NUTS,2010,ES41,2,0.0989
2018,NUTS,2010,ES41,2,0.1164
2019,NUTS,2010,ES41,2,0.1206
2013,NUTS,2010,ES42,2,0.1307
2014,NUTS,2010,ES42,2,0.119
2015,NUTS,2010,ES42,2,0.1425
2016,NUTS,2010,ES42,2,0.1494
2017,NUTS,2010,ES42,2,0.1656
2018,NUTS,2010,ES42,2,0.1987
2019,NUTS,2010,ES42,2,0.1811
2011,NUTS,2010,ES43,2,0.075
2012,NUTS,2010,ES43,2,0.0731
2013,NUTS,2010,ES43,2,0.0614
2014,NUTS,2010,ES43,2,0.0405
2015,NUTS,2010,ES43,2,0.0567
2016,NUTS,2010,ES43,2,0.0511
2017,NUTS,2010,ES43,2,0.061
2018,NUTS,2010,ES43,2,0.0691
2019,NUTS,2010,ES43,2,0.0816
2011,NUTS,2010,ES5,1,0.1599
2012,NUTS,2010,ES5,1,0.1538
2013,NUTS,2010,ES5,1,0.1551
2014,NUTS,2010,ES5,1,0.1521
2015,NUTS,2010,ES5,1,0.1483
2016,NUTS,2010,ES5,1,0.1546
2017,NUTS,2010,ES5,1,0.1677
2018,NUTS,2010,ES5,1,0.171
2019,NUTS,2010,ES5,1,0.1739
2011,NUTS,2010,ES51,2,0.1823
2012,NUTS,2010,ES51,2,0.1841
2013,NUTS,2010,ES51,2,0.187
2014,NUTS,2010,ES51,2,0.182
2015,NUTS,2010,ES51,2,0.1835
2016,NUTS,2010,ES51,2,0.1848
2017,NUTS,2010,ES51,2,0.2008
2018,NUTS,2010,ES51,2,0.211
2019,NUTS,2010,ES51,2,0.214
2011,NUTS,2010,ES52,2,0.1166
2012,NUTS,2010,ES52,2,0.1072
2013,NUTS,2010,ES52,2,0.1074
2014,NUTS,2010,ES52,2,0.1045
2015,NUTS,2010,ES52,2,0.0865
2016,NUTS,2010,ES52,2,0.1024
2017,NUTS,2010,ES52,2,0.1001
2018,NUTS,2010,ES52,2,0.1037
2019,NUTS,2010,ES52,2,0.1038
2011,NUTS,2010,ES53,2,0.1891
2012,NUTS,2010,ES53,2,0.1429
2013,NUTS,2010,ES53,2,0.1401
2014,NUTS,2010,ES53,2,0.1474
2015,NUTS,2010,ES53,2,0.1694
2016,NUTS,2010,ES53,2,0.1718
2017,NUTS,2010,ES53,2,0.225
2018,NUTS,2010,ES53,2,0.1799
2019,NUTS,2010,ES53,2,0.1871
2011,NUTS,2010,ES6,1,0.1069
2012,NUTS,2010,ES6,1,0.1034
2013,NUTS,2010,ES6,1,0.0992
2014,NUTS,2010,ES6,1,0.0999
2015,NUTS,2010,ES6,1,0.1398
2016,NUTS,2010,ES6,1,0.1341
2017,NUTS,2010,ES6,1,0.1362
2018,NUTS,2010,ES6,1,0.1257
2019,NUTS,2010,ES6,1,0.1323
2011,NUTS,2010,ES61,2,0.11
2012,NUTS,2010,ES61,2,0.1074
2013,NUTS,2010,ES61,2,0.104
2014,NUTS,2010,ES61,2,0.1056
2015,NUTS,2010,ES61,2,0.1518
2016,NUTS,2010,ES61,2,0.1437
2017,NUTS,2010,ES61,2,0.1464
2018,NUTS,2010,ES61,2,0.1342
2019,NUTS,2010,ES61,2,0.141
2012,NUTS,2010,ES62,2,0.0901
2013,NUTS,2010,ES62,2,0.0808
2014,NUTS,2010,ES62,2,0.0763
2015,NUTS,2010,ES62,2,0.0813
2016,NUTS,2010,ES62,2,0.0904
2017,NUTS,2010,ES62,2,0.0914
2018,NUTS,2010,ES62,2,0.091
2019,NUTS,2010,ES62,2,0.0975
2011,NUTS,2010,ES7,1,0.0664
2012,NUTS,2010,ES7,1,0.0695
2013,NUTS,2010,ES7,1,0.0586
2014,NUTS,2010,ES7,1,0.0586
2015,NUTS,2010,ES7,1,0.0629
2016,NUTS,2010,ES7,1,0.0599
2017,NUTS,2010,ES7,1,0.0617
2018,NUTS,2010,ES7,1,0.0644
2019,NUTS,2010,ES7,1,0.0589
2011,NUTS,2010,ES70,2,0.0664
2012,NUTS,2010,ES70,2,0.0695
2013,NUTS,2010,ES70,2,0.0586
2014,NUTS,2010,ES70,2,0.0586
2015,NUTS,2010,ES70,2,0.0629
2016,NUTS,2010,ES70,2,0.0599
2017,NUTS,2010,ES70,2,0.0617
2018,NUTS,2010,ES70,2,0.0644
2019,NUTS,2010,ES70,2,0.0589
2011,NUTS,2010,EU27_2020,7,0.1097
2012,NUTS,2010,EU27_2020,7,0.1124
2013,NUTS,2010,EU27_2020,7,0.1131
2014,NUTS,2010,EU27_2020,7,0.1124
2015,NUTS,2010,EU27_2020,7,0.1199
2016,NUTS,2010,EU27_2020,7,0.1182
2017,NUTS,2010,EU27_2020,7,0.1232
2018,NUTS,2010,EU27_2020,7,0.1261
2019,NUTS,2010,EU27_2020,7,0.1296
2011,NUTS,2010,FI,0,0.2039
2012,NUTS,2010,FI,0,0.1993
2013,NUTS,2010,FI,0,0.2025
2014,NUTS,2010,FI,0,0.1809
2015,NUTS,2010,FI,0,0.1721
2016,NUTS,2010,FI,0,0.1452
2017,NUTS,2010,FI,0,0.165
2018,NUTS,2010,FI,0,0.1565
2019,NUTS,2010,FI,0,0.1549
2011,NUTS,2010,FR,0,0.0694
2012,NUTS,2010,FR,0,0.0705
2013,NUTS,2010,FR,0,0.0716
2014,NUTS,2010,FR,0,0.0695
2016,NUTS,2010,FR,0,0.0776
2017,NUTS,2010,FR,0,0.0786
2011,NUTS,2010,HR,0,0.1848
2012,NUTS,2010,HR,0,0.18
2013,NUTS,2010,HR,0,0.173
2014,NUTS,2010,HR,0,0.1563
2015,NUTS,2010,HR,0,0.1496
2016,NUTS,2010,HR,0,0.1592
2017,NUTS,2010,HR,0,0.177
2018,NUTS,2010,HR,0,0.186
2019,NUTS,2010,HR,0,0.1998
2020,NUTS,2010,HR,0,0.2132
2011,NUTS,2010,HR0,1,0.1803
2012,NUTS,2010,HR0,1,0.1764
2013,NUTS,2010,HR0,1,0.1704
2014,NUTS,2010,HR0,1,0.1541
2015,NUTS,2010,HR0,1,0.1476
2016,NUTS,2010,HR0,1,0.1576
2017,NUTS,2010,HR0,1,0.175
2018,NUTS,2010,HR0,1,0.1837
2019,NUTS,2010,HR0,1,0.1968
2020,NUTS,2010,HR0,1,0.2106
2011,NUTS,2010,HR03,2,0.0502
2012,NUTS,2010,HR03,2,0.0514
2013,NUTS,2010,HR03,2,0.0507
2014,NUTS,2010,HR03,2,0.0221
2015,NUTS,2010,HR03,2,0.0216
2016,NUTS,2010,HR03,2,0.0559
2017,NUTS,2010,HR03,2,0.0584
2018,NUTS,2010,HR03,2,0.067
2019,NUTS,2010,HR03,2,0.087
2020,NUTS,2010,HR03,2,0.0893
2011,NUTS,2010,HR04,2,0.2396
2012,NUTS,2010,HR04,2,0.2334
2013,NUTS,2010,HR04,2,0.2243
2014,NUTS,2010,HR04,2,0.2193
2015,NUTS,2010,HR04,2,0.2099
2016,NUTS,2010,HR04,2,0.2057
2017,NUTS,2010,HR04,2,0.2315
2018,NUTS,2010,HR04,2,0.2401
2019,NUTS,2010,HR04,2,0.2491
2011,NUTS,2010,HU,0,0.1233
2012,NUTS,2010,HU,0,0.1129
2013,NUTS,2010,HU,0,0.1138
2014,NUTS,2010,HU,0,0.1251
2015,NUTS,2010,HU,0,0.1237
2016,NUTS,2010,HU,0,0.118
2017,NUTS,2010,HU,0,0.1197
2018,NUTS,2010,HU,0,0.1237
2019,NUTS,2010,HU,0,0.1532
2011,NUTS,2010,HU1,1,0.3389
2012,NUTS,2010,HU1,1,0.3063
2013,NUTS,2010,HU1,1,0.3001
2014,NUTS,2010,HU1,1,0.3083
2015,NUTS,2010,HU1,1,0.3035
2016,NUTS,2010,HU1,1,0.2863
2017,NUTS,2010,HU1,1,0.3175
2018,NUTS,2010,HU1,1,0.322
2019,NUTS,2010,HU1,1,0.3964
2011,NUTS,2010,HU10,2,0.3389
2012,NUTS,2010,HU10,2,0.3063
2013,NUTS,2010,HU10,2,0.3001
2014,NUTS,2010,HU10,2,0.3083
2015,NUTS,2010,HU10,2,0.3035
2016,NUTS,2010,HU10,2,0.2863
2017,NUTS,2010,HU11,2,0.4647
2018,NUTS,2010,HU11,2,0.4799
2019,NUTS,2010,HU11,2,0.6068
2017,NUTS,2010,HU12,2,0.0866
2018,NUTS,2010,HU12,2,0.0819
2019,NUTS,2010,HU12,2,0.0923
2011,NUTS,2010,HU2,1,0.0353
2012,NUTS,2010,HU2,1,0.034
2013,NUTS,2010,HU2,1,0.0507
2014,NUTS,2010,HU2,1,0.0532
2015,NUTS,2010,HU2,1,0.0564
2016,NUTS,2010,HU2,1,0.0559
2017,NUTS,2010,HU2,1,0.0541
2018,NUTS,2010,HU2,1,0.0571
2019,NUTS,2010,HU2,1,0.0592
2011,NUTS,2010,HU21,2,0.0388
2012,NUTS,2010,HU21,2,0.0678
2013,NUTS,2010,HU21,2,0.0799
2014,NUTS,2010,HU21,2,0.0829
2015,NUTS,2010,HU21,2,0.083
2016,NUTS,2010,HU21,2,0.0847
2017,NUTS,2010,HU21,2,0.0898
2018,NUTS,2010,HU21,2,0.1057
2019,NUTS,2010,HU21,2,0.0983
2011,NUTS,2010,HU22,2,0.0288
2012,NUTS,2010,HU22,2,0.0163
2013,NUTS,2010,HU22,2,0.0296
2014,NUTS,2010,HU22,2,0.0304
2015,NUTS,2010,HU22,2,0.0372
2016,NUTS,2010,HU22,2,0.0354
2017,NUTS,2010,HU22,2,0.0242
2018,NUTS,2010,HU22,2,0.048
2019,NUTS,2010,HU22,2,0.0599
2011,NUTS,2010,HU23,2,0.0384
2012,NUTS,2010,HU23,2,0.0116
2013,NUTS,2010,HU23,2,0.0394
2014,NUTS,2010,HU23,2,0.0429
2015,NUTS,2010,HU23,2,0.0448
2016,NUTS,2010,HU23,2,0.0442
2017,NUTS,2010,HU23,2,0.0447
2018,NUTS,2010,HU23,2,0.0072
2019,NUTS,2010,HU23,2,0.0079
2011,NUTS,2010,HU3,1,0.0334
2012,NUTS,2010,HU3,1,0.0272
2013,NUTS,2010,HU3,1,0.0227
2014,NUTS,2010,HU3,1,0.0423
2015,NUTS,2010,HU3,1,0.0416
2016,NUTS,2010,HU3,1,0.0384
2017,NUTS,2010,HU3,1,0.0182
2018,NUTS,2010,HU3,1,0.0235
2019,NUTS,2010,HU3,1,0.0328
2011,NUTS,2010,HU31,2,0.0166
2012,NUTS,2010,HU31,2,0.0032
2013,NUTS,2010,HU31,2,0.0047
2014,NUTS,2010,HU31,2,0.0018
2015,NUTS,2010,HU31,2,0.0018
2016,NUTS,2010,HU31,2,0.0013
2017,NUTS,2010,HU31,2,0.0022
2018,NUTS,2010,HU31,2,0.0022
2019,NUTS,2010,HU31,2,0.0023
2011,NUTS,2010,HU32,2,0.0241
2012,NUTS,2010,HU32,2,0.0219
2013,NUTS,2010,HU32,2,0.0081
2014,NUTS,2010,HU32,2,0.0684
2015,NUTS,2010,HU32,2,0.0698
2016,NUTS,2010,HU32,2,0.0671
2017,NUTS,2010,HU32,2,0.0134
2018,NUTS,2010,HU32,2,0.0152
2019,NUTS,2010,HU32,2,0.0168
2011,NUTS,2010,HU33,2,0.0589
2012,NUTS,2010,HU33,2,0.054
2013,NUTS,2010,HU33,2,0.0543
2014,NUTS,2010,HU33,2,0.0468
2015,NUTS,2010,HU33,2,0.0434
2016,NUTS,2010,HU33,2,0.0365
2017,NUTS,2010,HU33,2,0.0376
2018,NUTS,2010,HU33,2,0.052
2019,NUTS,2010,HU33,2,0.0772
2011,NUTS,2010,IE,0,0.0216
2012,NUTS,2010,IE,0,0.0204
2013,NUTS,2010,IE,0,0.0194
2014,NUTS,2010,IE,0,0.0208
2015,NUTS,2010,IE,0,0.0232
2017,NUTS,2010,IE,0,0.0284
2019,NUTS,2010,IE,0,0.0313
2011,NUTS,2010,IE0,1,0.0213
2012,NUTS,2010,IE0,1,0.0201
2013,NUTS,2010,IE0,1,0.0191
2011,NUTS,2010,IE01,2,0.0126
2012,NUTS,2010,IE01,2,0.0118
2013,NUTS,2010,IE01,2,0.0112
2011,NUTS,2010,IE02,2,0.0242
2012,NUTS,2010,IE02,2,0.0229
2013,NUTS,2010,IE02,2,0.0218
2011,NUTS,2010,IS,0,0.261
2013,NUTS,2010,IS,0,0.0726
2015,NUTS,2010,IS,0,0.1115
2016,NUTS,2010,IS,0,0.1114
2017,NUTS,2010,IS,0,0.1292
2018,NUTS,2010,IS,0,0.1278
2011,NUTS,2010,IT,0,0.1082
2012,NUTS,2010,IT,0,0.1137
2013,NUTS,2010,IT,0,0.1226
2014,NUTS,2010,IT,0,0.1251
2015,NUTS,2010,IT,0,0.1318
2016,NUTS,2010,IT,0,0.1302
2017,NUTS,2010,IT,0,0.1326
2018,NUTS,2010,IT,0,0.1364
2019,NUTS,2010,IT,0,0.1405
2011,NUTS,2010,ITC,1,0.0673
2012,NUTS,2010,ITC,1,0.0759
2013,NUTS,2010,ITC,1,0.0903
2014,NUTS,2010,ITC,1,0.0928
2015,NUTS,2010,ITC,1,0.0966
2016,NUTS,2010,ITC,1,0.0942
2017,NUTS,2010,ITC,1,0.0922
2018,NUTS,2010,ITC,1,0.098
2019,NUTS,2010,ITC,1,0.1018
2011,NUTS,2010,ITC1,2,0.0358
2012,NUTS,2010,ITC1,2,0.048
2013,NUTS,2010,ITC1,2,0.0435
2014,NUTS,2010,ITC1,2,0.0421
2015,NUTS,2010,ITC1,2,0.0502
2016,NUTS,2010,ITC1,2,0.0492
2017,NUTS,2010,ITC1,2,0.044
2018,NUTS,2010,ITC1,2,0.0559
2019,NUTS,2010,ITC1,2,0.0479
2011,NUTS,2010,ITC2,2,0.1316
2012,NUTS,2010,ITC2,2,0.0806
2013,NUTS,2010,ITC2,2,0.0842
2014,NUTS,2010,ITC2,2,0.08
2015,NUTS,2010,ITC2,2,0.0473
2016,NUTS,2010,ITC2,2,0.0362
2017,NUTS,2010,ITC2,2,0.1159
2018,NUTS,2010,ITC2,2,0.054
2019,NUTS,2010,ITC2,2,0.0645
2011,NUTS,2010,ITC3,2,0.0932
2012,NUTS,2010,ITC3,2,0.1495
2013,NUTS,2010,ITC3,2,0.1533
2014,NUTS,2010,ITC3,2,0.1647
2015,NUTS,2010,ITC3,2,0.1737
2016,NUTS,2010,ITC3,2,0.1767
2017,NUTS,2010,ITC3,2,0.1795
2018,NUTS,2010,ITC3,2,0.1871
2019,NUTS,2010,ITC3,2,0.2097
2011,NUTS,2010,ITC4,2,0.0771
2012,NUTS,2010,ITC4,2,0.0772
2013,NUTS,2010,ITC4,2,0.1014
2014,NUTS,2010,ITC4,2,0.1047
2015,NUTS,2010,ITC4,2,0.1061
2016,NUTS,2010,ITC4,2,0.1027
2017,NUTS,2010,ITC4,2,0.1006
2018,NUTS,2010,ITC4,2,0.1036
2019,NUTS,2010,ITC4,2,0.1095
2011,NUTS,2010,ITF,1,0.0809
2012,NUTS,2010,ITF,1,0.0864
2013,NUTS,2010,ITF,1,0.0931
2014,NUTS,2010,ITF,1,0.1029
2015,NUTS,2010,ITF,1,0.1103
2016,NUTS,2010,ITF,1,0.1
2017,NUTS,2010,ITF,1,0.0996
2018,NUTS,2010,ITF,1,0.1005
2019,NUTS,2010,ITF,1,0.1093
2011,NUTS,2010,ITF1,2,0.0198
2012,NUTS,2010,ITF1,2,0.0228
2013,NUTS,2010,ITF1,2,0.0307
2014,NUTS,2010,ITF1,2,0.0345
2015,NUTS,2010,ITF1,2,0.0359
2016,NUTS,2010,ITF1,2,0.0408
2017,NUTS,2010,ITF1,2,0.0361
2018,NUTS,2010,ITF1,2,0.0423
2019,NUTS,2010,ITF1,2,0.0567
2011,NUTS,2010,ITF2,2,0.0088
2012,NUTS,2010,ITF2,2,0.0043
2013,NUTS,2010,ITF2,2,0.0064
2014,NUTS,2010,ITF2,2,0.0042
2015,NUTS,2010,ITF2,2,0.0299
2016,NUTS,2010,ITF2,2,0.0244
2017,NUTS,2010,ITF2,2,0.008
2018,NUTS,2010,ITF2,2,0.0225
2019,NUTS,2010,ITF2,2,0.028
2011,NUTS,2010,ITF3,2,0.1185
2012,NUTS,2010,ITF3,2,0.1255
2013,NUTS,2010,ITF3,2,0.1306
2014,NUTS,2010,ITF3,2,0.1447
2015,NUTS,2010,ITF3,2,0.1529
2016,NUTS,2010,ITF3,2,0.1372
2017,NUTS,2010,ITF3,2,0.1308
2018,NUTS,2010,ITF3,2,0.1303
2019,NUTS,2010,ITF3,2,0.1415
2011,NUTS,2010,ITF4,2,0.0753
2012,NUTS,2010,ITF4,2,0.0762
2013,NUTS,2010,ITF4,2,0.0805
2014,NUTS,2010,ITF4,2,0.0931
2015,NUTS,2010,ITF4,2,0.0955
2016,NUTS,2010,ITF4,2,0.0929
2017,NUTS,2010,ITF4,2,0.1012
2018,NUTS,2010,ITF4,2,0.1041
2019,NUTS,2010,ITF4,2,0.1063
2011,NUTS,2010,ITF5,2,0.1532
2012,NUTS,2010,ITF5,2,0.1677
2013,NUTS,2010,ITF5,2,0.1718
2014,NUTS,2010,ITF5,2,0.1766
2015,NUTS,2010,ITF5,2,0.1988
2016,NUTS,2010,ITF5,2,0.1659
2017,NUTS,2010,ITF5,2,0.1808
2018,NUTS,2010,ITF5,2,0.1731
2019,NUTS,2010,ITF5,2,0.1955
2011,NUTS,2010,ITF6,2,0.0413
2012,NUTS,2010,ITF6,2,0.0463
2013,NUTS,2010,ITF6,2,0.0544
2014,NUTS,2010,ITF6,2,0.0587
2015,NUTS,2010,ITF6,2,0.0717
2016,NUTS,2010,ITF6,2,0.0522
2017,NUTS,2010,ITF6,2,0.0522
2018,NUTS,2010,ITF6,2,0.0499
2019,NUTS,2010,ITF6,2,0.0563
2011,NUTS,2010,ITG,1,0.0732
2012,NUTS,2010,ITG,1,0.0911
2013,NUTS,2010,ITG,1,0.1038
2014,NUTS,2010,ITG,1,0.1168
2015,NUTS,2010,ITG,1,0.1196
2016,NUTS,2010,ITG,1,0.1059
2017,NUTS,2010,ITG,1,0.1141
2018,NUTS,2010,ITG,1,0.1071
2019,NUTS,2010,ITG,1,0.1126
2011,NUTS,2010,ITG1,2,0.0695
2012,NUTS,2010,ITG1,2,0.0926
2013,NUTS,2010,ITG1,2,0.1053
2014,NUTS,2010,ITG1,2,0.1189
2015,NUTS,2010,ITG1,2,0.124
2016,NUTS,2010,ITG1,2,0.1126
2017,NUTS,2010,ITG1,2,0.1244
2018,NUTS,2010,ITG1,2,0.1183
2019,NUTS,2010,ITG1,2,0.12
2011,NUTS,2010,ITG2,2,0.081
2012,NUTS,2010,ITG2,2,0.0879
2013,NUTS,2010,ITG2,2,0.1004
2014,NUTS,2010,ITG2,2,0.112
2015,NUTS,2010,ITG2,2,0.1101
2016,NUTS,2010,ITG2,2,0.0909
2017,NUTS,2010,ITG2,2,0.0903
2018,NUTS,2010,ITG2,2,0.0818
2019,NUTS,2010,ITG2,2,0.0968
2011,NUTS,2010,ITH,1,0.1077
2012,NUTS,2010,ITH,1,0.1132
2013,NUTS,2010,ITH,1,0.122
2014,NUTS,2010,ITH,1,0.1217
2015,NUTS,2010,ITH,1,0.1281
2016,NUTS,2010,ITH,1,0.1287
2017,NUTS,2010,ITH,1,0.1394
2018,NUTS,2010,ITH,1,0.1399
2019,NUTS,2010,ITH,1,0.1351
2011,NUTS,2010,ITH1,2,0.1481
2012,NUTS,2010,ITH1,2,0.1372
2013,NUTS,2010,ITH1,2,0.1407
2014,NUTS,2010,ITH1,2,0.0202
2015,NUTS,2010,ITH1,2,0.007
2016,NUTS,2010,ITH1,2,0.017
2017,NUTS,2010,ITH1,2,0.0076
2018,NUTS,2010,ITH1,2,0.0585
2019,NUTS,2010,ITH1,2,0.0607
2011,NUTS,2010,ITH2,2,0.2746
2012,NUTS,2010,ITH2,2,0.2701
2013,NUTS,2010,ITH2,2,0.3673
2014,NUTS,2010,ITH2,2,0.349
2015,NUTS,2010,ITH2,2,0.425
2016,NUTS,2010,ITH2,2,0.3736
2017,NUTS,2010,ITH2,2,0.5474
2018,NUTS,2010,ITH2,2,0.5027
2019,NUTS,2010,ITH2,2,0.4291
2011,NUTS,2010,ITH3,2,0.0509
2012,NUTS,2010,ITH3,2,0.0477
2013,NUTS,2010,ITH3,2,0.0535
2014,NUTS,2010,ITH3,2,0.0555
2015,NUTS,2010,ITH3,2,0.0574
2016,NUTS,2010,ITH3,2,0.0537
2017,NUTS,2010,ITH3,2,0.0601
2018,NUTS,2010,ITH3,2,0.064
2019,NUTS,2010,ITH3,2,0.059
2011,NUTS,2010,ITH4,2,0.1536
2012,NUTS,2010,ITH4,2,0.1826
2013,NUTS,2010,ITH4,2,0.1424
2014,NUTS,2010,ITH4,2,0.1971
2015,NUTS,2010,ITH4,2,0.2286
2016,NUTS,2010,ITH4,2,0.2359
2017,NUTS,2010,ITH4,2,0.2375
2018,NUTS,2010,ITH4,2,0.2141
2019,NUTS,2010,ITH4,2,0.2163
2011,NUTS,2010,ITH5,2,0.13
2012,NUTS,2010,ITH5,2,0.141
2013,NUTS,2010,ITH5,2,0.155
2014,NUTS,2010,ITH5,2,0.1565
2015,NUTS,2010,ITH5,2,0.1533
2016,NUTS,2010,ITH5,2,0.162
2017,NUTS,2010,ITH5,2,0.1635
2018,NUTS,2010,ITH5,2,0.1671
2019,NUTS,2010,ITH5,2,0.1679
2011,NUTS,2010,ITI,1,0.1943
2012,NUTS,2010,ITI,1,0.1897
2013,NUTS,2010,ITI,1,0.188
2014,NUTS,2010,ITI,1,0.1809
2015,NUTS,2010,ITI,1,0.1903
2016,NUTS,2010,ITI,1,0.1998
2017,NUTS,2010,ITI,1,0.1983
2018,NUTS,2010,ITI,1,0.2072
2019,NUTS,2010,ITI,1,0.2143
2011,NUTS,2010,ITI1,2,0.1046
2012,NUTS,2010,ITI1,2,0.1132
2013,NUTS,2010,ITI1,2,0.1217
2014,NUTS,2010,ITI1,2,0.1178
2015,NUTS,2010,ITI1,2,0.1129
2016,NUTS,2010,ITI1,2,0.1241
2017,NUTS,2010,ITI1,2,0.1198
2018,NUTS,2010,ITI1,2,0.1328
2019,NUTS,2010,ITI1,2,0.1287
2011,NUTS,2010,ITI2,2,0.0346
