year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_pc_emp_hc_gov_total
2009,NUTS,2010,DE13,2,0.2321
2010,NUTS,2010,DE13,2,0.2451
2011,NUTS,2010,DE13,2,0.2511
2012,NUTS,2010,DE13,2,0.2526
2013,NUTS,2010,DE13,2,0.2493
2014,NUTS,2010,DE13,2,0.249
2015,NUTS,2010,DE13,2,0.2424
2016,NUTS,2010,DE13,2,0.2445
2017,NUTS,2010,DE13,2,0.253
2018,NUTS,2010,DE13,2,0.2624
2019,NUTS,2010,DE13,2,0.2768
2003,NUTS,2010,DE14,2,0.0726
2005,NUTS,2010,DE14,2,0.0877
2006,NUTS,2010,DE14,2,0.0975
2007,NUTS,2010,DE14,2,0.1046
2008,NUTS,2010,DE14,2,0.1077
2009,NUTS,2010,DE14,2,0.1138
2010,NUTS,2010,DE14,2,0.132
2011,NUTS,2010,DE14,2,0.1188
2012,NUTS,2010,DE14,2,0.116
2013,NUTS,2010,DE14,2,0.1184
2014,NUTS,2010,DE14,2,0.1108
2015,NUTS,2010,DE14,2,0.1302
2016,NUTS,2010,DE14,2,0.1287
2017,NUTS,2010,DE14,2,0.136
2018,NUTS,2010,DE14,2,0.1419
2019,NUTS,2010,DE14,2,0.1444
2003,NUTS,2010,DE2,1,0.1844
2005,NUTS,2010,DE2,1,0.2012
2006,NUTS,2010,DE2,1,0.2021
2007,NUTS,2010,DE2,1,0.2031
2008,NUTS,2010,DE2,1,0.2063
2009,NUTS,2010,DE2,1,0.2192
2010,NUTS,2010,DE2,1,0.2261
2011,NUTS,2010,DE2,1,0.2289
2012,NUTS,2010,DE2,1,0.2324
2013,NUTS,2010,DE2,1,0.2392
2014,NUTS,2010,DE2,1,0.2418
2015,NUTS,2010,DE2,1,0.2417
2016,NUTS,2010,DE2,1,0.2398
2017,NUTS,2010,DE2,1,0.2429
2018,NUTS,2010,DE2,1,0.2512
2019,NUTS,2010,DE2,1,0.2573
2003,NUTS,2010,DE21,2,0.4542
2005,NUTS,2010,DE21,2,0.4909
2006,NUTS,2010,DE21,2,0.4708
2007,NUTS,2010,DE21,2,0.4765
2008,NUTS,2010,DE21,2,0.4752
2009,NUTS,2010,DE21,2,0.4975
2010,NUTS,2010,DE21,2,0.511
2011,NUTS,2010,DE21,2,0.5123
2012,NUTS,2010,DE21,2,0.5152
2013,NUTS,2010,DE21,2,0.526
2014,NUTS,2010,DE21,2,0.5321
2015,NUTS,2010,DE21,2,0.5179
2016,NUTS,2010,DE21,2,0.5098
2017,NUTS,2010,DE21,2,0.5099
2018,NUTS,2010,DE21,2,0.5272
2019,NUTS,2010,DE21,2,0.5302
2015,NUTS,2010,DE22,2,0.014
2016,NUTS,2010,DE22,2,0.0141
2017,NUTS,2010,DE22,2,0.0125
2018,NUTS,2010,DE22,2,0.0145
2019,NUTS,2010,DE22,2,0.0164
2015,NUTS,2010,DE23,2,0.0449
2016,NUTS,2010,DE23,2,0.0464
2017,NUTS,2010,DE23,2,0.042
2018,NUTS,2010,DE23,2,0.0456
2019,NUTS,2010,DE23,2,0.0456
2003,NUTS,2010,DE24,2,0.0273
2005,NUTS,2010,DE24,2,0.0338
2006,NUTS,2010,DE24,2,0.0079
2007,NUTS,2010,DE24,2,0.0436
2008,NUTS,2010,DE24,2,0.046
2009,NUTS,2010,DE24,2,0.0503
2010,NUTS,2010,DE24,2,0.0501
2011,NUTS,2010,DE24,2,0.0476
2012,NUTS,2010,DE24,2,0.0505
2013,NUTS,2010,DE24,2,0.0512
2014,NUTS,2010,DE24,2,0.0735
2015,NUTS,2010,DE24,2,0.0795
2016,NUTS,2010,DE24,2,0.0629
2017,NUTS,2010,DE24,2,0.09
2018,NUTS,2010,DE24,2,0.0886
2019,NUTS,2010,DE24,2,0.0827
2003,NUTS,2010,DE25,2,0.0901
2005,NUTS,2010,DE25,2,0.0909
2006,NUTS,2010,DE25,2,0.1323
2007,NUTS,2010,DE25,2,0.144
2008,NUTS,2010,DE25,2,0.1504
2009,NUTS,2010,DE25,2,0.174
2010,NUTS,2010,DE25,2,0.1798
2011,NUTS,2010,DE25,2,0.1863
2012,NUTS,2010,DE25,2,0.177
2013,NUTS,2010,DE25,2,0.2062
2014,NUTS,2010,DE25,2,0.1958
2015,NUTS,2010,DE25,2,0.21
2016,NUTS,2010,DE25,2,0.2148
2017,NUTS,2010,DE25,2,0.2218
2018,NUTS,2010,DE25,2,0.2355
2019,NUTS,2010,DE25,2,0.2571
2003,NUTS,2010,DE26,2,0.0709
2005,NUTS,2010,DE26,2,0.0683
2006,NUTS,2010,DE26,2,0.0825
2007,NUTS,2010,DE26,2,0.0702
2008,NUTS,2010,DE26,2,0.092
2009,NUTS,2010,DE26,2,0.0971
2010,NUTS,2010,DE26,2,0.0998
2011,NUTS,2010,DE26,2,0.1045
2012,NUTS,2010,DE26,2,0.0951
2013,NUTS,2010,DE26,2,0.0917
2014,NUTS,2010,DE26,2,0.067
2015,NUTS,2010,DE26,2,0.0749
2016,NUTS,2010,DE26,2,0.0785
2017,NUTS,2010,DE26,2,0.0742
2018,NUTS,2010,DE26,2,0.0738
2019,NUTS,2010,DE26,2,0.0768
2003,NUTS,2010,DE27,2,0.0199
2005,NUTS,2010,DE27,2,0.0419
2006,NUTS,2010,DE27,2,0.0575
2007,NUTS,2010,DE27,2,0.021
2008,NUTS,2010,DE27,2,0.0225
2009,NUTS,2010,DE27,2,0.0237
2010,NUTS,2010,DE27,2,0.0254
2011,NUTS,2010,DE27,2,0.0299
2012,NUTS,2010,DE27,2,0.0317
2013,NUTS,2010,DE27,2,0.0345
2014,NUTS,2010,DE27,2,0.0427
2015,NUTS,2010,DE27,2,0.0451
2016,NUTS,2010,DE27,2,0.0457
2017,NUTS,2010,DE27,2,0.0499
2018,NUTS,2010,DE27,2,0.0592
2019,NUTS,2010,DE27,2,0.0667
2003,NUTS,2010,DE3,1,0.6953
2005,NUTS,2010,DE3,1,0.691
2006,NUTS,2010,DE3,1,0.7427
2007,NUTS,2010,DE3,1,0.7406
2008,NUTS,2010,DE3,1,0.7505
2009,NUTS,2010,DE3,1,0.756
2010,NUTS,2010,DE3,1,0.8533
2011,NUTS,2010,DE3,1,0.8564
2012,NUTS,2010,DE3,1,0.8569
2013,NUTS,2010,DE3,1,0.8433
2014,NUTS,2010,DE3,1,0.8618
2015,NUTS,2010,DE3,1,0.8248
2016,NUTS,2010,DE3,1,0.7996
2017,NUTS,2010,DE3,1,0.816
2018,NUTS,2010,DE3,1,0.8396
2019,NUTS,2010,DE3,1,0.8476
2003,NUTS,2010,DE30,2,0.6953
2005,NUTS,2010,DE30,2,0.691
2006,NUTS,2010,DE30,2,0.7427
2007,NUTS,2010,DE30,2,0.7406
2008,NUTS,2010,DE30,2,0.7505
2009,NUTS,2010,DE30,2,0.756
2010,NUTS,2010,DE30,2,0.8533
2011,NUTS,2010,DE30,2,0.8564
2012,NUTS,2010,DE30,2,0.8569
2013,NUTS,2010,DE30,2,0.8433
2014,NUTS,2010,DE30,2,0.8618
2015,NUTS,2010,DE30,2,0.8248
2016,NUTS,2010,DE30,2,0.7996
2017,NUTS,2010,DE30,2,0.816
2018,NUTS,2010,DE30,2,0.8396
2019,NUTS,2010,DE30,2,0.8476
2003,NUTS,2010,DE4,1,0.3113
2005,NUTS,2010,DE4,1,0.3171
2006,NUTS,2010,DE4,1,0.3033
2007,NUTS,2010,DE4,1,0.3076
2008,NUTS,2010,DE4,1,0.317
2009,NUTS,2010,DE4,1,0.3266
2010,NUTS,2010,DE4,1,0.3519
2011,NUTS,2010,DE4,1,0.3634
2012,NUTS,2010,DE4,1,0.3743
2013,NUTS,2010,DE4,1,0.3865
2014,NUTS,2010,DE4,1,0.4053
2015,NUTS,2010,DE4,1,0.3826
2016,NUTS,2010,DE4,1,0.3884
2017,NUTS,2010,DE4,1,0.3929
2018,NUTS,2010,DE4,1,0.3978
2019,NUTS,2010,DE4,1,0.4191
2003,NUTS,2010,DE40,2,0.3113
2005,NUTS,2010,DE40,2,0.3171
2006,NUTS,2010,DE40,2,0.3033
2007,NUTS,2010,DE40,2,0.3076
2008,NUTS,2010,DE40,2,0.317
2009,NUTS,2010,DE40,2,0.3266
2010,NUTS,2010,DE40,2,0.3519
2011,NUTS,2010,DE40,2,0.3634
2012,NUTS,2010,DE40,2,0.3743
2013,NUTS,2010,DE40,2,0.3865
2014,NUTS,2010,DE40,2,0.4053
2015,NUTS,2010,DE40,2,0.3826
2016,NUTS,2010,DE40,2,0.3884
2017,NUTS,2010,DE40,2,0.3929
2018,NUTS,2010,DE40,2,0.3978
2019,NUTS,2010,DE40,2,0.4191
2003,NUTS,2010,DE5,1,0.5599
2005,NUTS,2010,DE5,1,0.6222
2006,NUTS,2010,DE5,1,0.6158
2007,NUTS,2010,DE5,1,0.661
2008,NUTS,2010,DE5,1,0.669
2009,NUTS,2010,DE5,1,0.7146
2010,NUTS,2010,DE5,1,0.7806
2011,NUTS,2010,DE5,1,0.7983
2012,NUTS,2010,DE5,1,0.84
2013,NUTS,2010,DE5,1,0.8637
2014,NUTS,2010,DE5,1,0.943
2015,NUTS,2010,DE5,1,0.9928
2016,NUTS,2010,DE5,1,0.9509
2017,NUTS,2010,DE5,1,0.9549
2018,NUTS,2010,DE5,1,0.9812
2019,NUTS,2010,DE5,1,1.0265
2003,NUTS,2010,DE50,2,0.5599
2005,NUTS,2010,DE50,2,0.6222
2006,NUTS,2010,DE50,2,0.6158
2007,NUTS,2010,DE50,2,0.661
2008,NUTS,2010,DE50,2,0.669
2009,NUTS,2010,DE50,2,0.7146
2010,NUTS,2010,DE50,2,0.7806
2011,NUTS,2010,DE50,2,0.7983
2012,NUTS,2010,DE50,2,0.84
2013,NUTS,2010,DE50,2,0.8637
2014,NUTS,2010,DE50,2,0.943
2015,NUTS,2010,DE50,2,0.9928
2016,NUTS,2010,DE50,2,0.9509
2017,NUTS,2010,DE50,2,0.9549
2018,NUTS,2010,DE50,2,0.9812
2019,NUTS,2010,DE50,2,1.0265
2003,NUTS,2010,DE6,1,0.3373
2005,NUTS,2010,DE6,1,0.3625
2006,NUTS,2010,DE6,1,0.377
2007,NUTS,2010,DE6,1,0.3541
2008,NUTS,2010,DE6,1,0.3477
2009,NUTS,2010,DE6,1,0.3431
2010,NUTS,2010,DE6,1,0.3764
2011,NUTS,2010,DE6,1,0.3903
2012,NUTS,2010,DE6,1,0.3962
2013,NUTS,2010,DE6,1,0.4239
2014,NUTS,2010,DE6,1,0.427
2015,NUTS,2010,DE6,1,0.4264
2016,NUTS,2010,DE6,1,0.4262
2017,NUTS,2010,DE6,1,0.4181
2018,NUTS,2010,DE6,1,0.429
2019,NUTS,2010,DE6,1,0.4374
2003,NUTS,2010,DE60,2,0.3373
2005,NUTS,2010,DE60,2,0.3625
2006,NUTS,2010,DE60,2,0.377
2007,NUTS,2010,DE60,2,0.3541
2008,NUTS,2010,DE60,2,0.3477
2009,NUTS,2010,DE60,2,0.3431
2010,NUTS,2010,DE60,2,0.3764
2011,NUTS,2010,DE60,2,0.3903
2012,NUTS,2010,DE60,2,0.3962
2013,NUTS,2010,DE60,2,0.4239
2014,NUTS,2010,DE60,2,0.427
2015,NUTS,2010,DE60,2,0.4264
2016,NUTS,2010,DE60,2,0.4262
2017,NUTS,2010,DE60,2,0.4181
2018,NUTS,2010,DE60,2,0.429
2019,NUTS,2010,DE60,2,0.4374
2003,NUTS,2010,DE7,1,0.1284
2005,NUTS,2010,DE7,1,0.1319
2006,NUTS,2010,DE7,1,0.1506
2007,NUTS,2010,DE7,1,0.1491
2008,NUTS,2010,DE7,1,0.1448
2009,NUTS,2010,DE7,1,0.159
2010,NUTS,2010,DE7,1,0.1729
2011,NUTS,2010,DE7,1,0.1774
2012,NUTS,2010,DE7,1,0.1754
2013,NUTS,2010,DE7,1,0.1721
2014,NUTS,2010,DE7,1,0.1732
2015,NUTS,2010,DE7,1,0.1786
2016,NUTS,2010,DE7,1,0.189
2017,NUTS,2010,DE7,1,0.2017
2018,NUTS,2010,DE7,1,0.201
2019,NUTS,2010,DE7,1,0.2032
2003,NUTS,2010,DE71,2,0.1807
2005,NUTS,2010,DE71,2,0.1895
2006,NUTS,2010,DE71,2,0.2205
2007,NUTS,2010,DE71,2,0.2195
2008,NUTS,2010,DE71,2,0.2128
2009,NUTS,2010,DE71,2,0.2293
2010,NUTS,2010,DE71,2,0.2494
2011,NUTS,2010,DE71,2,0.2572
2012,NUTS,2010,DE71,2,0.2512
2013,NUTS,2010,DE71,2,0.2454
2014,NUTS,2010,DE71,2,0.2454
2015,NUTS,2010,DE71,2,0.2423
2016,NUTS,2010,DE71,2,0.2541
2017,NUTS,2010,DE71,2,0.2711
2018,NUTS,2010,DE71,2,0.2777
2019,NUTS,2010,DE71,2,0.2791
2003,NUTS,2010,DE72,2,0.0527
2005,NUTS,2010,DE72,2,0.0445
2006,NUTS,2010,DE72,2,0.0401
2007,NUTS,2010,DE72,2,0.038
2008,NUTS,2010,DE72,2,0.0365
2009,NUTS,2010,DE72,2,0.0408
2010,NUTS,2010,DE72,2,0.0398
2011,NUTS,2010,DE72,2,0.0377
2012,NUTS,2010,DE72,2,0.0368
2013,NUTS,2010,DE72,2,0.0359
2014,NUTS,2010,DE72,2,0.0439
2015,NUTS,2010,DE72,2,0.0612
2016,NUTS,2010,DE72,2,0.0686
2017,NUTS,2010,DE72,2,0.0758
2018,NUTS,2010,DE72,2,0.0655
2019,NUTS,2010,DE72,2,0.0647
2003,NUTS,2010,DE73,2,0.0233
2005,NUTS,2010,DE73,2,0.0248
2006,NUTS,2010,DE73,2,0.0225
2007,NUTS,2010,DE73,2,0.021
2008,NUTS,2010,DE73,2,0.0199
2009,NUTS,2010,DE73,2,0.0325
2010,NUTS,2010,DE73,2,0.0413
2011,NUTS,2010,DE73,2,0.0432
2012,NUTS,2010,DE73,2,0.0501
2013,NUTS,2010,DE73,2,0.051
2014,NUTS,2010,DE73,2,0.0528
2015,NUTS,2010,DE73,2,0.0717
2016,NUTS,2010,DE73,2,0.0769
2017,NUTS,2010,DE73,2,0.078
2018,NUTS,2010,DE73,2,0.0585
2019,NUTS,2010,DE73,2,0.0637
2003,NUTS,2010,DE8,1,0.2305
2005,NUTS,2010,DE8,1,0.2492
2006,NUTS,2010,DE8,1,0.2574
2007,NUTS,2010,DE8,1,0.2604
2008,NUTS,2010,DE8,1,0.2585
2009,NUTS,2010,DE8,1,0.2731
2010,NUTS,2010,DE8,1,0.3015
2011,NUTS,2010,DE8,1,0.3149
2012,NUTS,2010,DE8,1,0.3316
2013,NUTS,2010,DE8,1,0.3218
2014,NUTS,2010,DE8,1,0.3342
2015,NUTS,2010,DE8,1,0.3239
2016,NUTS,2010,DE8,1,0.3287
2017,NUTS,2010,DE8,1,0.3315
2018,NUTS,2010,DE8,1,0.3453
2019,NUTS,2010,DE8,1,0.3512
2003,NUTS,2010,DE80,2,0.2305
2005,NUTS,2010,DE80,2,0.2492
2006,NUTS,2010,DE80,2,0.2574
2007,NUTS,2010,DE80,2,0.2604
2008,NUTS,2010,DE80,2,0.2585
2009,NUTS,2010,DE80,2,0.2731
2010,NUTS,2010,DE80,2,0.3015
2011,NUTS,2010,DE80,2,0.3149
2012,NUTS,2010,DE80,2,0.3316
2013,NUTS,2010,DE80,2,0.3218
2014,NUTS,2010,DE80,2,0.3342
2015,NUTS,2010,DE80,2,0.3239
2016,NUTS,2010,DE80,2,0.3287
2017,NUTS,2010,DE80,2,0.3315
2018,NUTS,2010,DE80,2,0.3453
2019,NUTS,2010,DE80,2,0.3512
2003,NUTS,2010,DE9,1,0.222
2005,NUTS,2010,DE9,1,0.2278
2006,NUTS,2010,DE9,1,0.233
2007,NUTS,2010,DE9,1,0.2342
2008,NUTS,2010,DE9,1,0.2374
2009,NUTS,2010,DE9,1,0.2276
2010,NUTS,2010,DE9,1,0.2483
2011,NUTS,2010,DE9,1,0.2489
2012,NUTS,2010,DE9,1,0.2491
2013,NUTS,2010,DE9,1,0.2488
2014,NUTS,2010,DE9,1,0.2608
2015,NUTS,2010,DE9,1,0.2583
2016,NUTS,2010,DE9,1,0.253
2017,NUTS,2010,DE9,1,0.2529
2018,NUTS,2010,DE9,1,0.2617
2019,NUTS,2010,DE9,1,0.2549
2003,NUTS,2010,DE91,2,0.7695
2005,NUTS,2010,DE91,2,0.799
2006,NUTS,2010,DE91,2,0.8215
2007,NUTS,2010,DE91,2,0.8538
2008,NUTS,2010,DE91,2,0.8462
2009,NUTS,2010,DE91,2,0.8008
2010,NUTS,2010,DE91,2,0.9205
2011,NUTS,2010,DE91,2,0.9039
2012,NUTS,2010,DE91,2,0.9116
2013,NUTS,2010,DE91,2,0.9366
2014,NUTS,2010,DE91,2,0.963
2015,NUTS,2010,DE91,2,0.9456
2016,NUTS,2010,DE91,2,0.9469
2017,NUTS,2010,DE91,2,0.9411
2018,NUTS,2010,DE91,2,0.9231
2019,NUTS,2010,DE91,2,0.9164
2003,NUTS,2010,DE92,2,0.1466
2005,NUTS,2010,DE92,2,0.1714
2006,NUTS,2010,DE92,2,0.1596
2007,NUTS,2010,DE92,2,0.1535
2008,NUTS,2010,DE92,2,0.1659
2009,NUTS,2010,DE92,2,0.159
2010,NUTS,2010,DE92,2,0.1533
2011,NUTS,2010,DE92,2,0.1504
2012,NUTS,2010,DE92,2,0.1488
2013,NUTS,2010,DE92,2,0.1401
2014,NUTS,2010,DE92,2,0.166
2015,NUTS,2010,DE92,2,0.1607
2016,NUTS,2010,DE92,2,0.164
2017,NUTS,2010,DE92,2,0.1579
2018,NUTS,2010,DE92,2,0.2039
2019,NUTS,2010,DE92,2,0.1933
2003,NUTS,2010,DE93,2,0.0594
2005,NUTS,2010,DE93,2,0.0509
2006,NUTS,2010,DE93,2,0.0481
2007,NUTS,2010,DE93,2,0.0447
2008,NUTS,2010,DE93,2,0.0439
2009,NUTS,2010,DE93,2,0.0421
2010,NUTS,2010,DE93,2,0.0451
2011,NUTS,2010,DE93,2,0.0467
2012,NUTS,2010,DE93,2,0.0493
2013,NUTS,2010,DE93,2,0.0432
2014,NUTS,2010,DE93,2,0.0345
2015,NUTS,2010,DE93,2,0.0434
2016,NUTS,2010,DE93,2,0.033
2017,NUTS,2010,DE93,2,0.0473
2018,NUTS,2010,DE93,2,0.0401
2019,NUTS,2010,DE93,2,0.0397
2003,NUTS,2010,DE94,2,0.0434
2005,NUTS,2010,DE94,2,0.0356
2006,NUTS,2010,DE94,2,0.0374
2007,NUTS,2010,DE94,2,0.0376
2008,NUTS,2010,DE94,2,0.0417
2009,NUTS,2010,DE94,2,0.0477
2010,NUTS,2010,DE94,2,0.0469
2011,NUTS,2010,DE94,2,0.055
2012,NUTS,2010,DE94,2,0.0553
2013,NUTS,2010,DE94,2,0.0601
2014,NUTS,2010,DE94,2,0.0686
2015,NUTS,2010,DE94,2,0.0631
2016,NUTS,2010,DE94,2,0.0534
2017,NUTS,2010,DE94,2,0.0562
2018,NUTS,2010,DE94,2,0.0602
2019,NUTS,2010,DE94,2,0.0493
2003,NUTS,2010,DEA,1,0.2029
2005,NUTS,2010,DEA,1,0.208
2006,NUTS,2010,DEA,1,0.2063
2007,NUTS,2010,DEA,1,0.206
2008,NUTS,2010,DEA,1,0.2095
2009,NUTS,2010,DEA,1,0.2216
2010,NUTS,2010,DEA,1,0.2281
2011,NUTS,2010,DEA,1,0.2335
2012,NUTS,2010,DEA,1,0.2369
2013,NUTS,2010,DEA,1,0.2381
2014,NUTS,2010,DEA,1,0.2464
2015,NUTS,2010,DEA,1,0.2478
2016,NUTS,2010,DEA,1,0.2436
2017,NUTS,2010,DEA,1,0.2495
2018,NUTS,2010,DEA,1,0.2592
2019,NUTS,2010,DEA,1,0.266
2003,NUTS,2010,DEA1,2,0.0786
2005,NUTS,2010,DEA1,2,0.0964
2006,NUTS,2010,DEA1,2,0.1055
2007,NUTS,2010,DEA1,2,0.0968
2008,NUTS,2010,DEA1,2,0.0997
2009,NUTS,2010,DEA1,2,0.113
2010,NUTS,2010,DEA1,2,0.1127
2011,NUTS,2010,DEA1,2,0.1079
2012,NUTS,2010,DEA1,2,0.1047
2013,NUTS,2010,DEA1,2,0.0964
2014,NUTS,2010,DEA1,2,0.1053
2015,NUTS,2010,DEA1,2,0.1083
2016,NUTS,2010,DEA1,2,0.1025
2017,NUTS,2010,DEA1,2,0.1036
2018,NUTS,2010,DEA1,2,0.1123
2019,NUTS,2010,DEA1,2,0.1133
2003,NUTS,2010,DEA2,2,0.6227
2005,NUTS,2010,DEA2,2,0.6087
2006,NUTS,2010,DEA2,2,0.5921
2007,NUTS,2010,DEA2,2,0.5984
2008,NUTS,2010,DEA2,2,0.6087
2009,NUTS,2010,DEA2,2,0.6457
2010,NUTS,2010,DEA2,2,0.6642
2011,NUTS,2010,DEA2,2,0.6855
2012,NUTS,2010,DEA2,2,0.7024
2013,NUTS,2010,DEA2,2,0.7133
2014,NUTS,2010,DEA2,2,0.7296
2015,NUTS,2010,DEA2,2,0.7251
2016,NUTS,2010,DEA2,2,0.6955
2017,NUTS,2010,DEA2,2,0.7103
2018,NUTS,2010,DEA2,2,0.7427
2019,NUTS,2010,DEA2,2,0.7666
2003,NUTS,2010,DEA3,2,0.0495
2005,NUTS,2010,DEA3,2,0.0574
2006,NUTS,2010,DEA3,2,0.0477
2007,NUTS,2010,DEA3,2,0.0486
2008,NUTS,2010,DEA3,2,0.0549
2009,NUTS,2010,DEA3,2,0.0357
2010,NUTS,2010,DEA3,2,0.0454
2011,NUTS,2010,DEA3,2,0.0557
2012,NUTS,2010,DEA3,2,0.0514
2013,NUTS,2010,DEA3,2,0.0524
2014,NUTS,2010,DEA3,2,0.0473
2015,NUTS,2010,DEA3,2,0.0452
2016,NUTS,2010,DEA3,2,0.0485
2017,NUTS,2010,DEA3,2,0.0536
2018,NUTS,2010,DEA3,2,0.0525
2019,NUTS,2010,DEA3,2,0.0513
2003,NUTS,2010,DEA4,2,0.0188
2005,NUTS,2010,DEA4,2,0.0205
2006,NUTS,2010,DEA4,2,0.0495
2007,NUTS,2010,DEA4,2,0.0472
2008,NUTS,2010,DEA4,2,0.0454
2009,NUTS,2010,DEA4,2,0.0495
2010,NUTS,2010,DEA4,2,0.0528
2011,NUTS,2010,DEA4,2,0.0601
2012,NUTS,2010,DEA4,2,0.0672
2013,NUTS,2010,DEA4,2,0.06
2014,NUTS,2010,DEA4,2,0.0607
2015,NUTS,2010,DEA4,2,0.0643
2016,NUTS,2010,DEA4,2,0.0714
2017,NUTS,2010,DEA4,2,0.082
2018,NUTS,2010,DEA4,2,0.0893
2019,NUTS,2010,DEA4,2,0.0914
2003,NUTS,2010,DEA5,2,0.0974
2005,NUTS,2010,DEA5,2,0.0986
2006,NUTS,2010,DEA5,2,0.0868
2007,NUTS,2010,DEA5,2,0.0843
2008,NUTS,2010,DEA5,2,0.0834
2009,NUTS,2010,DEA5,2,0.0846
2010,NUTS,2010,DEA5,2,0.0884
2011,NUTS,2010,DEA5,2,0.0914
2012,NUTS,2010,DEA5,2,0.091
2013,NUTS,2010,DEA5,2,0.0997
2014,NUTS,2010,DEA5,2,0.11
2015,NUTS,2010,DEA5,2,0.1133
2016,NUTS,2010,DEA5,2,0.1125
2017,NUTS,2010,DEA5,2,0.1149
2018,NUTS,2010,DEA5,2,0.1149
2019,NUTS,2010,DEA5,2,0.1131
2003,NUTS,2010,DEB,1,0.08
2005,NUTS,2010,DEB,1,0.0857
2006,NUTS,2010,DEB,1,0.1007
2007,NUTS,2010,DEB,1,0.1083
2008,NUTS,2010,DEB,1,0.1134
2009,NUTS,2010,DEB,1,0.1237
2010,NUTS,2010,DEB,1,0.1215
2011,NUTS,2010,DEB,1,0.1232
2012,NUTS,2010,DEB,1,0.1182
2013,NUTS,2010,DEB,1,0.1149
2014,NUTS,2010,DEB,1,0.1172
2015,NUTS,2010,DEB,1,0.1234
2016,NUTS,2010,DEB,1,0.1305
2017,NUTS,2010,DEB,1,0.1381
2018,NUTS,2010,DEB,1,0.1435
2019,NUTS,2010,DEB,1,0.1549
2003,NUTS,2010,DEB1,2,0.0149
2005,NUTS,2010,DEB1,2,0.0151
2006,NUTS,2010,DEB1,2,0.0253
2007,NUTS,2010,DEB1,2,0.0244
2008,NUTS,2010,DEB1,2,0.025
2009,NUTS,2010,DEB1,2,0.0267
2010,NUTS,2010,DEB1,2,0.0276
2011,NUTS,2010,DEB1,2,0.0279
2012,NUTS,2010,DEB1,2,0.0267
2013,NUTS,2010,DEB1,2,0.0388
2014,NUTS,2010,DEB1,2,0.0352
2015,NUTS,2010,DEB1,2,0.0325
2016,NUTS,2010,DEB1,2,0.0349
2017,NUTS,2010,DEB1,2,0.034
2018,NUTS,2010,DEB1,2,0.0364
2019,NUTS,2010,DEB1,2,0.0393
2003,NUTS,2010,DEB2,2,0.0404
2005,NUTS,2010,DEB2,2,0.0385
2006,NUTS,2010,DEB2,2,0.0381
2007,NUTS,2010,DEB2,2,0.0438
2008,NUTS,2010,DEB2,2,0.0511
2009,NUTS,2010,DEB2,2,0.0821
2010,NUTS,2010,DEB2,2,0.05
2011,NUTS,2010,DEB2,2,0.0516
2012,NUTS,2010,DEB2,2,0.0568
2013,NUTS,2010,DEB2,2,0.0205
2014,NUTS,2010,DEB2,2,0.0178
2015,NUTS,2010,DEB2,2,0.0153
2016,NUTS,2010,DEB2,2,0.0157
2017,NUTS,2010,DEB2,2,0.0151
2018,NUTS,2010,DEB2,2,0.0176
2019,NUTS,2010,DEB2,2,0.0355
2003,NUTS,2010,DEB3,2,0.1383
2005,NUTS,2010,DEB3,2,0.1525
2006,NUTS,2010,DEB3,2,0.1737
2007,NUTS,2010,DEB3,2,0.1873
2008,NUTS,2010,DEB3,2,0.1946
2009,NUTS,2010,DEB3,2,0.2059
2010,NUTS,2010,DEB3,2,0.2121
2011,NUTS,2010,DEB3,2,0.2136
2012,NUTS,2010,DEB3,2,0.2021
2013,NUTS,2010,DEB3,2,0.196
2014,NUTS,2010,DEB3,2,0.2039
2015,NUTS,2010,DEB3,2,0.2208
2016,NUTS,2010,DEB3,2,0.2333
2017,NUTS,2010,DEB3,2,0.2489
2018,NUTS,2010,DEB3,2,0.2583
2019,NUTS,2010,DEB3,2,0.2731
2003,NUTS,2010,DEC,1,0.1793
2005,NUTS,2010,DEC,1,0.1821
2006,NUTS,2010,DEC,1,0.1943
2007,NUTS,2010,DEC,1,0.2596
2008,NUTS,2010,DEC,1,0.2511
2009,NUTS,2010,DEC,1,0.2616
2010,NUTS,2010,DEC,1,0.264
2011,NUTS,2010,DEC,1,0.2832
2012,NUTS,2010,DEC,1,0.2946
2013,NUTS,2010,DEC,1,0.2925
2014,NUTS,2010,DEC,1,0.2979
2015,NUTS,2010,DEC,1,0.3183
2016,NUTS,2010,DEC,1,0.308
2017,NUTS,2010,DEC,1,0.2935
2018,NUTS,2010,DEC,1,0.2922
2019,NUTS,2010,DEC,1,0.3653
2003,NUTS,2010,DEC0,2,0.1793
2005,NUTS,2010,DEC0,2,0.1821
2006,NUTS,2010,DEC0,2,0.1943
2007,NUTS,2010,DEC0,2,0.2596
2008,NUTS,2010,DEC0,2,0.2511
2009,NUTS,2010,DEC0,2,0.2616
2010,NUTS,2010,DEC0,2,0.264
2011,NUTS,2010,DEC0,2,0.2832
2012,NUTS,2010,DEC0,2,0.2946
2013,NUTS,2010,DEC0,2,0.2925
2014,NUTS,2010,DEC0,2,0.2979
2015,NUTS,2010,DEC0,2,0.3183
2016,NUTS,2010,DEC0,2,0.308
2017,NUTS,2010,DEC0,2,0.2935
2018,NUTS,2010,DEC0,2,0.2922
2019,NUTS,2010,DEC0,2,0.3653
2003,NUTS,2010,DED,1,0.3111
2005,NUTS,2010,DED,1,0.3007
