year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_pc_pop_hrstc
2018,NUTS,2010,ITH,1,9.5
2019,NUTS,2010,ITH,1,9.9
2020,NUTS,2010,ITH,1,10.2
2011,NUTS,2010,ITH1,2,6.3
2012,NUTS,2010,ITH1,2,6.9
2013,NUTS,2010,ITH1,2,7.9
2014,NUTS,2010,ITH1,2,8.6
2015,NUTS,2010,ITH1,2,7.9
2016,NUTS,2010,ITH1,2,8.0
2017,NUTS,2010,ITH1,2,8.2
2018,NUTS,2010,ITH1,2,8.7
2019,NUTS,2010,ITH1,2,8.6
2020,NUTS,2010,ITH1,2,8.8
2011,NUTS,2010,ITH2,2,8.1
2012,NUTS,2010,ITH2,2,8.2
2013,NUTS,2010,ITH2,2,8.1
2014,NUTS,2010,ITH2,2,8.9
2015,NUTS,2010,ITH2,2,9.0
2016,NUTS,2010,ITH2,2,9.3
2017,NUTS,2010,ITH2,2,11.1
2018,NUTS,2010,ITH2,2,10.7
2019,NUTS,2010,ITH2,2,11.0
2020,NUTS,2010,ITH2,2,11.4
2011,NUTS,2010,ITH3,2,6.5
2012,NUTS,2010,ITH3,2,6.2
2013,NUTS,2010,ITH3,2,6.9
2014,NUTS,2010,ITH3,2,7.2
2015,NUTS,2010,ITH3,2,7.3
2016,NUTS,2010,ITH3,2,7.7
2017,NUTS,2010,ITH3,2,8.3
2018,NUTS,2010,ITH3,2,8.5
2019,NUTS,2010,ITH3,2,9.1
2020,NUTS,2010,ITH3,2,9.1
2011,NUTS,2010,ITH4,2,6.2
2012,NUTS,2010,ITH4,2,7.9
2013,NUTS,2010,ITH4,2,7.7
2014,NUTS,2010,ITH4,2,7.9
2015,NUTS,2010,ITH4,2,8.2
2016,NUTS,2010,ITH4,2,7.9
2017,NUTS,2010,ITH4,2,8.8
2018,NUTS,2010,ITH4,2,9.4
2019,NUTS,2010,ITH4,2,9.1
2020,NUTS,2010,ITH4,2,9.5
2011,NUTS,2010,ITH5,2,8.1
2012,NUTS,2010,ITH5,2,8.5
2013,NUTS,2010,ITH5,2,8.4
2014,NUTS,2010,ITH5,2,8.9
2015,NUTS,2010,ITH5,2,9.3
2016,NUTS,2010,ITH5,2,10.0
2017,NUTS,2010,ITH5,2,10.0
2018,NUTS,2010,ITH5,2,10.7
2019,NUTS,2010,ITH5,2,11.1
2020,NUTS,2010,ITH5,2,11.5
2011,NUTS,2010,ITI,1,7.9
2012,NUTS,2010,ITI,1,8.1
2013,NUTS,2010,ITI,1,8.3
2014,NUTS,2010,ITI,1,9.0
2015,NUTS,2010,ITI,1,9.2
2016,NUTS,2010,ITI,1,9.7
2017,NUTS,2010,ITI,1,10.4
2018,NUTS,2010,ITI,1,10.8
2019,NUTS,2010,ITI,1,11.0
2020,NUTS,2010,ITI,1,11.0
2011,NUTS,2010,ITI1,2,7.5
2012,NUTS,2010,ITI1,2,7.4
2013,NUTS,2010,ITI1,2,7.3
2014,NUTS,2010,ITI1,2,7.8
2015,NUTS,2010,ITI1,2,8.5
2016,NUTS,2010,ITI1,2,9.0
2017,NUTS,2010,ITI1,2,9.2
2018,NUTS,2010,ITI1,2,10.0
2019,NUTS,2010,ITI1,2,10.0
2020,NUTS,2010,ITI1,2,9.9
2011,NUTS,2010,ITI2,2,7.3
2012,NUTS,2010,ITI2,2,7.3
2013,NUTS,2010,ITI2,2,7.7
2014,NUTS,2010,ITI2,2,7.6
2015,NUTS,2010,ITI2,2,8.1
2016,NUTS,2010,ITI2,2,8.9
2017,NUTS,2010,ITI2,2,9.2
2018,NUTS,2010,ITI2,2,8.6
2019,NUTS,2010,ITI2,2,9.6
2020,NUTS,2010,ITI2,2,9.9
2011,NUTS,2010,ITI3,2,6.8
2012,NUTS,2010,ITI3,2,7.2
2013,NUTS,2010,ITI3,2,7.5
2014,NUTS,2010,ITI3,2,7.8
2015,NUTS,2010,ITI3,2,7.7
2016,NUTS,2010,ITI3,2,8.6
2017,NUTS,2010,ITI3,2,9.6
2018,NUTS,2010,ITI3,2,9.1
2019,NUTS,2010,ITI3,2,9.3
2020,NUTS,2010,ITI3,2,9.1
2011,NUTS,2010,ITI4,2,8.6
2012,NUTS,2010,ITI4,2,8.9
2013,NUTS,2010,ITI4,2,9.2
2014,NUTS,2010,ITI4,2,10.3
2015,NUTS,2010,ITI4,2,10.1
2016,NUTS,2010,ITI4,2,10.5
2017,NUTS,2010,ITI4,2,11.5
2018,NUTS,2010,ITI4,2,12.0
2019,NUTS,2010,ITI4,2,12.3
2020,NUTS,2010,ITI4,2,12.4
2011,NUTS,2010,LT,0,14.4
2012,NUTS,2010,LT,0,14.9
2013,NUTS,2010,LT,0,15.3
2014,NUTS,2010,LT,0,16.1
2015,NUTS,2010,LT,0,16.0
2016,NUTS,2010,LT,0,16.8
2017,NUTS,2010,LT,0,17.1
2018,NUTS,2010,LT,0,17.7
2019,NUTS,2010,LT,0,18.4
2020,NUTS,2010,LT,0,18.9
2011,NUTS,2010,LT0,1,14.4
2012,NUTS,2010,LT0,1,14.9
2013,NUTS,2010,LT0,1,15.3
2014,NUTS,2010,LT0,1,16.1
2015,NUTS,2010,LT0,1,16.0
2016,NUTS,2010,LT0,1,16.8
2017,NUTS,2010,LT0,1,17.1
2018,NUTS,2010,LT0,1,17.7
2019,NUTS,2010,LT0,1,18.4
2020,NUTS,2010,LT0,1,18.9
2011,NUTS,2010,LT00,2,14.4
2012,NUTS,2010,LT00,2,14.9
2013,NUTS,2010,LT01,2,21.9
2014,NUTS,2010,LT01,2,22.5
2015,NUTS,2010,LT01,2,22.2
2016,NUTS,2010,LT01,2,23.2
2017,NUTS,2010,LT01,2,24.3
2018,NUTS,2010,LT01,2,25.4
2019,NUTS,2010,LT01,2,26.6
2020,NUTS,2010,LT01,2,27.6
2013,NUTS,2010,LT02,2,12.8
2014,NUTS,2010,LT02,2,13.6
2015,NUTS,2010,LT02,2,13.6
2016,NUTS,2010,LT02,2,14.2
2017,NUTS,2010,LT02,2,14.1
2018,NUTS,2010,LT02,2,14.5
2019,NUTS,2010,LT02,2,14.9
2020,NUTS,2010,LT02,2,15.3
2011,NUTS,2010,LU,0,20.3
2012,NUTS,2010,LU,0,22.3
2013,NUTS,2010,LU,0,23.3
2014,NUTS,2010,LU,0,26.3
2015,NUTS,2010,LU,0,23.4
2016,NUTS,2010,LU,0,21.9
2017,NUTS,2010,LU,0,19.2
2018,NUTS,2010,LU,0,24.7
2019,NUTS,2010,LU,0,26.5
2020,NUTS,2010,LU,0,26.8
2011,NUTS,2010,LU0,1,20.3
2012,NUTS,2010,LU0,1,22.3
2013,NUTS,2010,LU0,1,23.3
2014,NUTS,2010,LU0,1,26.3
2015,NUTS,2010,LU0,1,23.4
2016,NUTS,2010,LU0,1,21.9
2017,NUTS,2010,LU0,1,19.2
2018,NUTS,2010,LU0,1,24.7
2019,NUTS,2010,LU0,1,26.5
2020,NUTS,2010,LU0,1,26.8
2011,NUTS,2010,LU00,2,20.3
2012,NUTS,2010,LU00,2,22.3
2013,NUTS,2010,LU00,2,23.3
2014,NUTS,2010,LU00,2,26.3
2015,NUTS,2010,LU00,2,23.4
2016,NUTS,2010,LU00,2,21.9
2017,NUTS,2010,LU00,2,19.2
2018,NUTS,2010,LU00,2,24.7
2019,NUTS,2010,LU00,2,26.5
2020,NUTS,2010,LU00,2,26.8
2011,NUTS,2010,LV,0,10.8
2012,NUTS,2010,LV,0,11.9
2013,NUTS,2010,LV,0,12.3
2014,NUTS,2010,LV,0,12.4
2015,NUTS,2010,LV,0,13.3
2016,NUTS,2010,LV,0,14.8
2017,NUTS,2010,LV,0,14.6
2018,NUTS,2010,LV,0,14.4
2019,NUTS,2010,LV,0,15.1
2020,NUTS,2010,LV,0,16.1
2011,NUTS,2010,LV0,1,10.8
2012,NUTS,2010,LV0,1,11.9
2013,NUTS,2010,LV0,1,12.3
2014,NUTS,2010,LV0,1,12.4
2015,NUTS,2010,LV0,1,13.3
2016,NUTS,2010,LV0,1,14.8
2017,NUTS,2010,LV0,1,14.6
2018,NUTS,2010,LV0,1,14.4
2019,NUTS,2010,LV0,1,15.1
2020,NUTS,2010,LV0,1,16.1
2011,NUTS,2010,LV00,2,10.8
2012,NUTS,2010,LV00,2,11.9
2013,NUTS,2010,LV00,2,12.3
2014,NUTS,2010,LV00,2,12.4
2015,NUTS,2010,LV00,2,13.3
2016,NUTS,2010,LV00,2,14.8
2017,NUTS,2010,LV00,2,14.6
2018,NUTS,2010,LV00,2,14.4
2019,NUTS,2010,LV00,2,15.1
2020,NUTS,2010,LV00,2,16.1
2011,NUTS,2010,ME,0,8.0
2012,NUTS,2010,ME,0,9.0
2013,NUTS,2010,ME,0,10.2
2014,NUTS,2010,ME,0,10.5
2015,NUTS,2010,ME,0,10.6
2016,NUTS,2010,ME,0,10.9
2017,NUTS,2010,ME,0,11.3
2018,NUTS,2010,ME,0,11.4
2019,NUTS,2010,ME,0,11.6
2020,NUTS,2010,ME,0,10.8
2011,NUTS,2010,ME0,1,8.0
2012,NUTS,2010,ME0,1,9.0
2013,NUTS,2010,ME0,1,10.2
2014,NUTS,2010,ME0,1,10.5
2015,NUTS,2010,ME0,1,10.6
2016,NUTS,2010,ME0,1,10.9
2017,NUTS,2010,ME0,1,11.3
2018,NUTS,2010,ME0,1,11.4
2019,NUTS,2010,ME0,1,11.6
2020,NUTS,2010,ME0,1,10.8
2011,NUTS,2010,ME00,2,8.0
2012,NUTS,2010,ME00,2,9.0
2013,NUTS,2010,ME00,2,10.2
2014,NUTS,2010,ME00,2,10.5
2015,NUTS,2010,ME00,2,10.6
2016,NUTS,2010,ME00,2,10.9
2017,NUTS,2010,ME00,2,11.3
2018,NUTS,2010,ME00,2,11.4
2019,NUTS,2010,ME00,2,11.6
2020,NUTS,2010,ME00,2,10.8
2011,NUTS,2010,MK,0,6.4
2012,NUTS,2010,MK,0,6.8
2013,NUTS,2010,MK,0,6.5
2014,NUTS,2010,MK,0,6.6
2015,NUTS,2010,MK,0,7.0
2016,NUTS,2010,MK,0,8.0
2017,NUTS,2010,MK,0,8.2
2018,NUTS,2010,MK,0,8.2
2019,NUTS,2010,MK,0,8.6
2020,NUTS,2010,MK,0,9.5
2011,NUTS,2010,MK0,1,6.4
2012,NUTS,2010,MK0,1,6.8
2013,NUTS,2010,MK0,1,6.5
2014,NUTS,2010,MK0,1,6.6
2015,NUTS,2010,MK0,1,7.0
2016,NUTS,2010,MK0,1,8.0
2017,NUTS,2010,MK0,1,8.2
2018,NUTS,2010,MK0,1,8.2
2019,NUTS,2010,MK0,1,8.6
2020,NUTS,2010,MK0,1,9.5
2011,NUTS,2010,MK00,2,6.4
2012,NUTS,2010,MK00,2,6.8
2013,NUTS,2010,MK00,2,6.5
2014,NUTS,2010,MK00,2,6.6
2015,NUTS,2010,MK00,2,7.0
2016,NUTS,2010,MK00,2,8.0
2017,NUTS,2010,MK00,2,8.2
2018,NUTS,2010,MK00,2,8.2
2019,NUTS,2010,MK00,2,8.6
2020,NUTS,2010,MK00,2,9.5
2011,NUTS,2010,MT,0,8.1
2012,NUTS,2010,MT,0,8.9
2013,NUTS,2010,MT,0,9.5
2014,NUTS,2010,MT,0,9.8
2015,NUTS,2010,MT,0,10.2
2016,NUTS,2010,MT,0,10.5
2017,NUTS,2010,MT,0,10.9
2018,NUTS,2010,MT,0,12.0
2019,NUTS,2010,MT,0,13.0
2020,NUTS,2010,MT,0,14.0
2011,NUTS,2010,MT0,1,8.1
2012,NUTS,2010,MT0,1,8.9
2013,NUTS,2010,MT0,1,9.5
2014,NUTS,2010,MT0,1,9.8
2015,NUTS,2010,MT0,1,10.2
2016,NUTS,2010,MT0,1,10.5
2017,NUTS,2010,MT0,1,10.9
2018,NUTS,2010,MT0,1,12.0
2019,NUTS,2010,MT0,1,13.0
2020,NUTS,2010,MT0,1,14.0
2011,NUTS,2010,MT00,2,8.1
2012,NUTS,2010,MT00,2,8.9
2013,NUTS,2010,MT00,2,9.5
2014,NUTS,2010,MT00,2,9.8
2015,NUTS,2010,MT00,2,10.2
2016,NUTS,2010,MT00,2,10.5
2017,NUTS,2010,MT00,2,10.9
2018,NUTS,2010,MT00,2,12.0
2019,NUTS,2010,MT00,2,13.0
2020,NUTS,2010,MT00,2,14.0
2011,NUTS,2010,NL,0,15.2
2012,NUTS,2010,NL,0,15.6
2013,NUTS,2010,NL,0,15.7
2014,NUTS,2010,NL,0,16.0
2015,NUTS,2010,NL,0,16.6
2016,NUTS,2010,NL,0,17.3
2017,NUTS,2010,NL,0,17.7
2018,NUTS,2010,NL,0,18.6
2019,NUTS,2010,NL,0,19.5
2020,NUTS,2010,NL,0,20.6
2011,NUTS,2010,NL1,1,12.6
2012,NUTS,2010,NL1,1,12.9
2013,NUTS,2010,NL1,1,13.3
2014,NUTS,2010,NL1,1,13.0
2015,NUTS,2010,NL1,1,13.1
2016,NUTS,2010,NL1,1,14.1
2017,NUTS,2010,NL1,1,14.2
2018,NUTS,2010,NL1,1,15.3
2019,NUTS,2010,NL1,1,15.9
2020,NUTS,2010,NL1,1,16.5
2011,NUTS,2010,NL11,2,15.0
2012,NUTS,2010,NL11,2,15.2
2013,NUTS,2010,NL11,2,15.2
2014,NUTS,2010,NL11,2,15.0
2015,NUTS,2010,NL11,2,15.3
2016,NUTS,2010,NL11,2,17.6
2017,NUTS,2010,NL11,2,16.4
2018,NUTS,2010,NL11,2,16.9
2019,NUTS,2010,NL11,2,17.2
2020,NUTS,2010,NL11,2,18.4
2011,NUTS,2010,NL12,2,12.0
2012,NUTS,2010,NL12,2,12.3
2013,NUTS,2010,NL12,2,12.4
2014,NUTS,2010,NL12,2,11.4
2015,NUTS,2010,NL12,2,11.2
2016,NUTS,2010,NL12,2,12.1
2017,NUTS,2010,NL12,2,12.8
2018,NUTS,2010,NL12,2,14.4
2019,NUTS,2010,NL12,2,15.2
2020,NUTS,2010,NL12,2,15.2
2011,NUTS,2010,NL13,2,10.5
2012,NUTS,2010,NL13,2,11.0
2013,NUTS,2010,NL13,2,12.1
2014,NUTS,2010,NL13,2,12.6
2015,NUTS,2010,NL13,2,13.1
2016,NUTS,2010,NL13,2,12.4
2017,NUTS,2010,NL13,2,13.5
2018,NUTS,2010,NL13,2,14.4
2019,NUTS,2010,NL13,2,15.1
2020,NUTS,2010,NL13,2,15.9
2011,NUTS,2010,NL2,1,13.8
2012,NUTS,2010,NL2,1,14.2
2013,NUTS,2010,NL2,1,14.7
2014,NUTS,2010,NL2,1,14.9
2015,NUTS,2010,NL2,1,15.1
2016,NUTS,2010,NL2,1,15.1
2017,NUTS,2010,NL2,1,15.8
2018,NUTS,2010,NL2,1,16.5
2019,NUTS,2010,NL2,1,17.3
2020,NUTS,2010,NL2,1,18.5
2011,NUTS,2010,NL21,2,13.4
2012,NUTS,2010,NL21,2,13.5
2013,NUTS,2010,NL21,2,14.0
2014,NUTS,2010,NL21,2,14.5
2015,NUTS,2010,NL21,2,14.2
2016,NUTS,2010,NL21,2,14.9
2017,NUTS,2010,NL21,2,15.5
2018,NUTS,2010,NL21,2,16.4
2019,NUTS,2010,NL21,2,16.6
2020,NUTS,2010,NL21,2,18.2
2011,NUTS,2010,NL22,2,14.1
2012,NUTS,2010,NL22,2,14.7
2013,NUTS,2010,NL22,2,15.5
2014,NUTS,2010,NL22,2,15.5
2015,NUTS,2010,NL22,2,15.9
2016,NUTS,2010,NL22,2,15.4
2017,NUTS,2010,NL22,2,16.2
2018,NUTS,2010,NL22,2,17.0
2019,NUTS,2010,NL22,2,17.9
2020,NUTS,2010,NL22,2,19.0
2011,NUTS,2010,NL23,2,13.9
2012,NUTS,2010,NL23,2,13.5
2013,NUTS,2010,NL23,2,12.8
2014,NUTS,2010,NL23,2,12.8
2015,NUTS,2010,NL23,2,13.9
2016,NUTS,2010,NL23,2,13.9
2017,NUTS,2010,NL23,2,14.9
2018,NUTS,2010,NL23,2,14.5
2019,NUTS,2010,NL23,2,16.0
2020,NUTS,2010,NL23,2,16.6
2011,NUTS,2010,NL3,1,17.2
2012,NUTS,2010,NL3,1,17.4
2013,NUTS,2010,NL3,1,17.6
2014,NUTS,2010,NL3,1,18.0
2015,NUTS,2010,NL3,1,19.0
2016,NUTS,2010,NL3,1,19.6
2017,NUTS,2010,NL3,1,20.4
2018,NUTS,2010,NL3,1,21.3
2019,NUTS,2010,NL3,1,22.3
2020,NUTS,2010,NL3,1,23.5
2011,NUTS,2010,NL31,2,21.2
2012,NUTS,2010,NL31,2,21.4
2013,NUTS,2010,NL31,2,21.6
2014,NUTS,2010,NL31,2,22.3
2015,NUTS,2010,NL31,2,23.7
2016,NUTS,2010,NL31,2,23.8
2017,NUTS,2010,NL31,2,24.8
2018,NUTS,2010,NL31,2,26.2
2019,NUTS,2010,NL31,2,27.8
2020,NUTS,2010,NL31,2,29.0
2011,NUTS,2010,NL32,2,18.6
2012,NUTS,2010,NL32,2,18.6
2013,NUTS,2010,NL32,2,18.2
2014,NUTS,2010,NL32,2,19.5
2015,NUTS,2010,NL32,2,19.9
2016,NUTS,2010,NL32,2,21.3
2017,NUTS,2010,NL32,2,22.2
2018,NUTS,2010,NL32,2,22.8
2019,NUTS,2010,NL32,2,24.4
2020,NUTS,2010,NL32,2,24.7
2011,NUTS,2010,NL33,2,15.3
2012,NUTS,2010,NL33,2,15.8
2013,NUTS,2010,NL33,2,16.6
2014,NUTS,2010,NL33,2,16.1
2015,NUTS,2010,NL33,2,17.4
2016,NUTS,2010,NL33,2,17.8
2017,NUTS,2010,NL33,2,18.2
2018,NUTS,2010,NL33,2,19.2
2019,NUTS,2010,NL33,2,19.8
2020,NUTS,2010,NL33,2,21.7
2011,NUTS,2010,NL34,2,11.4
2012,NUTS,2010,NL34,2,10.0
2013,NUTS,2010,NL34,2,10.1
2014,NUTS,2010,NL34,2,10.8
2015,NUTS,2010,NL34,2,10.9
2016,NUTS,2010,NL34,2,11.2
2017,NUTS,2010,NL34,2,12.5
2018,NUTS,2010,NL34,2,13.4
2019,NUTS,2010,NL34,2,12.8
2020,NUTS,2010,NL34,2,14.2
2011,NUTS,2010,NL4,1,13.2
2012,NUTS,2010,NL4,1,14.2
2013,NUTS,2010,NL4,1,13.4
2014,NUTS,2010,NL4,1,13.9
2015,NUTS,2010,NL4,1,14.6
2016,NUTS,2010,NL4,1,15.7
2017,NUTS,2010,NL4,1,15.3
2018,NUTS,2010,NL4,1,16.3
2019,NUTS,2010,NL4,1,17.0
2020,NUTS,2010,NL4,1,18.0
2011,NUTS,2010,NL41,2,14.0
2012,NUTS,2010,NL41,2,15.2
2013,NUTS,2010,NL41,2,14.4
2014,NUTS,2010,NL41,2,14.9
2015,NUTS,2010,NL41,2,15.4
2016,NUTS,2010,NL41,2,16.7
2017,NUTS,2010,NL41,2,16.2
2018,NUTS,2010,NL41,2,17.3
2019,NUTS,2010,NL41,2,17.7
2020,NUTS,2010,NL41,2,19.1
2011,NUTS,2010,NL42,2,11.6
2012,NUTS,2010,NL42,2,11.9
2013,NUTS,2010,NL42,2,11.4
2014,NUTS,2010,NL42,2,11.7
2015,NUTS,2010,NL42,2,12.8
2016,NUTS,2010,NL42,2,13.6
2017,NUTS,2010,NL42,2,13.5
2018,NUTS,2010,NL42,2,14.2
2019,NUTS,2010,NL42,2,15.2
2020,NUTS,2010,NL42,2,15.4
2011,NUTS,2010,NO,0,17.6
2012,NUTS,2010,NO,0,18.2
2013,NUTS,2010,NO,0,18.7
2014,NUTS,2010,NO,0,21.2
2015,NUTS,2010,NO,0,21.5
2016,NUTS,2010,NO,0,21.4
2017,NUTS,2010,NO,0,21.2
2018,NUTS,2010,NO,0,21.3
2019,NUTS,2010,NO,0,21.8
2020,NUTS,2010,NO,0,21.7
2011,NUTS,2010,NO0,1,17.6
2012,NUTS,2010,NO0,1,18.2
2013,NUTS,2010,NO0,1,18.7
2014,NUTS,2010,NO0,1,21.2
2015,NUTS,2010,NO0,1,21.5
2016,NUTS,2010,NO0,1,21.4
2017,NUTS,2010,NO0,1,21.2
2018,NUTS,2010,NO0,1,21.3
2019,NUTS,2010,NO0,1,21.8
2020,NUTS,2010,NO0,1,21.7
2011,NUTS,2010,NO01,2,24.9
2012,NUTS,2010,NO01,2,26.6
2013,NUTS,2010,NO01,2,26.4
2014,NUTS,2010,NO01,2,28.3
2015,NUTS,2010,NO01,2,28.3
2016,NUTS,2010,NO01,2,28.1
2017,NUTS,2010,NO01,2,27.8
2018,NUTS,2010,NO01,2,27.9
2019,NUTS,2010,NO01,2,28.5
2020,NUTS,2010,NO01,2,28.1
2011,NUTS,2010,NO02,2,12.7
2012,NUTS,2010,NO02,2,13.8
2013,NUTS,2010,NO02,2,13.5
2014,NUTS,2010,NO02,2,16.3
2015,NUTS,2010,NO02,2,16.1
2016,NUTS,2010,NO02,2,16.8
2017,NUTS,2010,NO02,2,16.9
2018,NUTS,2010,NO02,2,16.0
2019,NUTS,2010,NO02,2,16.4
2020,NUTS,2010,NO02,2,16.7
2011,NUTS,2010,NO03,2,14.0
2012,NUTS,2010,NO03,2,15.0
2013,NUTS,2010,NO03,2,15.6
2014,NUTS,2010,NO03,2,17.6
2015,NUTS,2010,NO03,2,18.3
2016,NUTS,2010,NO03,2,18.1
2017,NUTS,2010,NO03,2,17.4
2018,NUTS,2010,NO03,2,17.4
2019,NUTS,2010,NO03,2,18.1
2020,NUTS,2010,NO03,2,17.3
2011,NUTS,2010,NO04,2,16.3
2012,NUTS,2010,NO04,2,16.5
2013,NUTS,2010,NO04,2,17.4
2014,NUTS,2010,NO04,2,20.0
2015,NUTS,2010,NO04,2,20.0
2016,NUTS,2010,NO04,2,19.3
2017,NUTS,2010,NO04,2,19.5
2018,NUTS,2010,NO04,2,20.1
2019,NUTS,2010,NO04,2,20.1
2020,NUTS,2010,NO04,2,20.6
2011,NUTS,2010,NO05,2,16.4
2012,NUTS,2010,NO05,2,16.6
2013,NUTS,2010,NO05,2,17.3
2014,NUTS,2010,NO05,2,19.5
2015,NUTS,2010,NO05,2,19.8
2016,NUTS,2010,NO05,2,20.0
2017,NUTS,2010,NO05,2,20.5
2018,NUTS,2010,NO05,2,20.5
2019,NUTS,2010,NO05,2,20.7
2020,NUTS,2010,NO05,2,21.4
2011,NUTS,2010,NO06,2,17.6
2012,NUTS,2010,NO06,2,17.3
2013,NUTS,2010,NO06,2,17.3
2014,NUTS,2010,NO06,2,20.6
2015,NUTS,2010,NO06,2,21.8
2016,NUTS,2010,NO06,2,22.1
2017,NUTS,2010,NO06,2,21.2
2018,NUTS,2010,NO06,2,21.1
2019,NUTS,2010,NO06,2,22.1
2020,NUTS,2010,NO06,2,22.6
2011,NUTS,2010,NO07,2,14.2
2012,NUTS,2010,NO07,2,13.7
2013,NUTS,2010,NO07,2,14.9
2014,NUTS,2010,NO07,2,19.0
2015,NUTS,2010,NO07,2,19.3
2016,NUTS,2010,NO07,2,19.3
2017,NUTS,2010,NO07,2,18.4
2018,NUTS,2010,NO07,2,19.4
2019,NUTS,2010,NO07,2,19.5
2020,NUTS,2010,NO07,2,18.6
2011,NUTS,2010,PL,0,10.4
2012,NUTS,2010,PL,0,10.9
2013,NUTS,2010,PL,0,11.4
2014,NUTS,2010,PL,0,12.2
2015,NUTS,2010,PL,0,12.7
2016,NUTS,2010,PL,0,13.0
2017,NUTS,2010,PL,0,13.6
2018,NUTS,2010,PL,0,14.2
2019,NUTS,2010,PL,0,14.7
2020,NUTS,2010,PL,0,15.1
2011,NUTS,2010,PL2,1,10.5
2012,NUTS,2010,PL2,1,11.0
2013,NUTS,2010,PL2,1,11.3
2014,NUTS,2010,PL2,1,11.9
2015,NUTS,2010,PL2,1,12.6
2016,NUTS,2010,PL2,1,13.1
2017,NUTS,2010,PL2,1,13.9
2018,NUTS,2010,PL2,1,14.3
2019,NUTS,2010,PL2,1,14.9
2020,NUTS,2010,PL2,1,15.2
2011,NUTS,2010,PL21,2,10.8
2012,NUTS,2010,PL21,2,11.7
2013,NUTS,2010,PL21,2,11.8
2014,NUTS,2010,PL21,2,12.3
2015,NUTS,2010,PL21,2,13.3
2016,NUTS,2010,PL21,2,14.1
2017,NUTS,2010,PL21,2,15.6
2018,NUTS,2010,PL21,2,15.7
2019,NUTS,2010,PL21,2,16.1
2020,NUTS,2010,PL21,2,16.1
2011,NUTS,2010,PL22,2,10.3
2012,NUTS,2010,PL22,2,10.5
2013,NUTS,2010,PL22,2,11.0
2014,NUTS,2010,PL22,2,11.6
2015,NUTS,2010,PL22,2,12.1
2016,NUTS,2010,PL22,2,12.5
2017,NUTS,2010,PL22,2,12.7
2018,NUTS,2010,PL22,2,13.2
2019,NUTS,2010,PL22,2,14.0
2020,NUTS,2010,PL22,2,14.5
2011,NUTS,2010,PL4,1,8.8
2012,NUTS,2010,PL4,1,9.0
2013,NUTS,2010,PL4,1,9.5
2014,NUTS,2010,PL4,1,10.3
2015,NUTS,2010,PL4,1,11.0
2016,NUTS,2010,PL4,1,11.4
2017,NUTS,2010,PL4,1,11.7
2018,NUTS,2010,PL4,1,12.4
2019,NUTS,2010,PL4,1,12.6
2020,NUTS,2010,PL4,1,12.8
2011,NUTS,2010,PL41,2,8.9
2012,NUTS,2010,PL41,2,9.1
2013,NUTS,2010,PL41,2,9.4
2014,NUTS,2010,PL41,2,10.4
2015,NUTS,2010,PL41,2,11.3
2016,NUTS,2010,PL41,2,11.6
2017,NUTS,2010,PL41,2,11.9
2018,NUTS,2010,PL41,2,12.6
2019,NUTS,2010,PL41,2,13.0
2020,NUTS,2010,PL41,2,13.4
2011,NUTS,2010,PL42,2,8.7
2012,NUTS,2010,PL42,2,9.5
2013,NUTS,2010,PL42,2,10.2
2014,NUTS,2010,PL42,2,10.5
2015,NUTS,2010,PL42,2,11.0
2016,NUTS,2010,PL42,2,11.3
2017,NUTS,2010,PL42,2,11.6
2018,NUTS,2010,PL42,2,12.5
2019,NUTS,2010,PL42,2,12.6
2020,NUTS,2010,PL42,2,12.4
2011,NUTS,2010,PL43,2,8.4
2012,NUTS,2010,PL43,2,8.2
2013,NUTS,2010,PL43,2,9.0
2014,NUTS,2010,PL43,2,9.7
2015,NUTS,2010,PL43,2,9.9
2016,NUTS,2010,PL43,2,10.6
2017,NUTS,2010,PL43,2,11.2
2018,NUTS,2010,PL43,2,11.3
2019,NUTS,2010,PL43,2,11.0
2020,NUTS,2010,PL43,2,11.8
2011,NUTS,2010,PL5,1,9.5
2012,NUTS,2010,PL5,1,10.4
2013,NUTS,2010,PL5,1,11.4
2014,NUTS,2010,PL5,1,12.6
2015,NUTS,2010,PL5,1,12.8
2016,NUTS,2010,PL5,1,12.8
2017,NUTS,2010,PL5,1,13.4
2018,NUTS,2010,PL5,1,14.1
2019,NUTS,2010,PL5,1,15.0
2020,NUTS,2010,PL5,1,15.8
2011,NUTS,2010,PL51,2,10.2
2012,NUTS,2010,PL51,2,11.1
2013,NUTS,2010,PL51,2,12.1
2014,NUTS,2010,PL51,2,13.5
2015,NUTS,2010,PL51,2,13.5
2016,NUTS,2010,PL51,2,13.6
2017,NUTS,2010,PL51,2,14.0
2018,NUTS,2010,PL51,2,14.7
2019,NUTS,2010,PL51,2,16.0
2020,NUTS,2010,PL51,2,16.9
2011,NUTS,2010,PL52,2,7.4
2012,NUTS,2010,PL52,2,8.2
2013,NUTS,2010,PL52,2,9.0
2014,NUTS,2010,PL52,2,10.1
2015,NUTS,2010,PL52,2,10.6
2016,NUTS,2010,PL52,2,10.5
2017,NUTS,2010,PL52,2,11.5
2018,NUTS,2010,PL52,2,12.1
2019,NUTS,2010,PL52,2,12.2
2020,NUTS,2010,PL52,2,12.3
2011,NUTS,2010,PL6,1,9.6
2012,NUTS,2010,PL6,1,10.1
2013,NUTS,2010,PL6,1,10.5
