year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_pc_act_hc_total_f
2019,NUTS,2010,PL71,2,0.836
2016,NUTS,2010,PL72,2,0.2187
2017,NUTS,2010,PL72,2,0.3518
2018,NUTS,2010,PL72,2,0.3765
2019,NUTS,2010,PL72,2,0.3813
2016,NUTS,2010,PL8,1,0.5461
2017,NUTS,2010,PL8,1,0.7261
2018,NUTS,2010,PL8,1,0.8325
2019,NUTS,2010,PL8,1,0.8919
2016,NUTS,2010,PL81,2,0.8024
2017,NUTS,2010,PL81,2,1.1252
2018,NUTS,2010,PL81,2,1.3156
2019,NUTS,2010,PL81,2,1.4104
2016,NUTS,2010,PL82,2,0.287
2017,NUTS,2010,PL82,2,0.3001
2018,NUTS,2010,PL82,2,0.3239
2019,NUTS,2010,PL82,2,0.3047
2016,NUTS,2010,PL84,2,0.5328
2017,NUTS,2010,PL84,2,0.7696
2018,NUTS,2010,PL84,2,0.827
2019,NUTS,2010,PL84,2,0.9582
2016,NUTS,2010,PL9,1,0.7499
2017,NUTS,2010,PL9,1,1.1435
2018,NUTS,2010,PL9,1,1.2986
2019,NUTS,2010,PL9,1,1.3203
2016,NUTS,2010,PL91,2,1.2459
2017,NUTS,2010,PL91,2,1.9048
2018,NUTS,2010,PL91,2,2.0883
2019,NUTS,2010,PL91,2,2.0741
2016,NUTS,2010,PL92,2,0.0736
2017,NUTS,2010,PL92,2,0.0975
2018,NUTS,2010,PL92,2,0.1227
2019,NUTS,2010,PL92,2,0.1004
2011,NUTS,2010,PT,0,0.962
2012,NUTS,2010,PT,0,1.0044
2013,NUTS,2010,PT,0,1.1416
2014,NUTS,2010,PT,0,1.1068
2015,NUTS,2010,PT,0,1.1318
2016,NUTS,2010,PT,0,1.1827
2017,NUTS,2010,PT,0,1.1895
2018,NUTS,2010,PT,0,1.2565
2019,NUTS,2010,PT,0,1.2594
2020,NUTS,2010,PT,0,1.2409
2011,NUTS,2010,PT1,1,0.9246
2012,NUTS,2010,PT1,1,0.965
2013,NUTS,2010,PT1,1,1.1076
2014,NUTS,2010,PT1,1,1.0848
2015,NUTS,2010,PT1,1,1.1138
2016,NUTS,2010,PT1,1,1.1689
2017,NUTS,2010,PT1,1,1.1767
2018,NUTS,2010,PT1,1,1.2452
2019,NUTS,2010,PT1,1,1.2471
2020,NUTS,2010,PT1,1,1.233
2011,NUTS,2010,PT11,2,0.8023
2012,NUTS,2010,PT11,2,0.8003
2013,NUTS,2010,PT11,2,0.9725
2014,NUTS,2010,PT11,2,0.9424
2015,NUTS,2010,PT11,2,0.9534
2016,NUTS,2010,PT11,2,1.0463
2017,NUTS,2010,PT11,2,1.0422
2018,NUTS,2010,PT11,2,1.1068
2019,NUTS,2010,PT11,2,1.1244
2020,NUTS,2010,PT11,2,1.1156
2011,NUTS,2010,PT15,2,0.6502
2012,NUTS,2010,PT15,2,0.5727
2013,NUTS,2010,PT15,2,0.6172
2014,NUTS,2010,PT15,2,0.6168
2015,NUTS,2010,PT15,2,0.6511
2016,NUTS,2010,PT15,2,0.6195
2017,NUTS,2010,PT15,2,0.5379
2018,NUTS,2010,PT15,2,0.6009
2019,NUTS,2010,PT15,2,0.6544
2020,NUTS,2010,PT15,2,0.6673
2011,NUTS,2010,PT16,2,0.8593
2012,NUTS,2010,PT16,2,0.8791
2013,NUTS,2010,PT16,2,0.9668
2014,NUTS,2010,PT16,2,0.9565
2015,NUTS,2010,PT16,2,0.9553
2016,NUTS,2010,PT16,2,1.0157
2017,NUTS,2010,PT16,2,1.0511
2018,NUTS,2010,PT16,2,1.1173
2019,NUTS,2010,PT16,2,1.1195
2020,NUTS,2010,PT16,2,1.1319
2011,NUTS,2010,PT17,2,1.2893
2012,NUTS,2010,PT17,2,1.4154
2013,NUTS,2010,PT17,2,1.622
2014,NUTS,2010,PT17,2,1.5887
2015,NUTS,2010,PT17,2,1.6616
2016,NUTS,2010,PT17,2,1.6707
2017,NUTS,2010,PT17,2,1.685
2018,NUTS,2010,PT17,2,1.7763
2019,NUTS,2010,PT17,2,1.7425
2020,NUTS,2010,PT17,2,1.7031
2011,NUTS,2010,PT18,2,0.4645
2012,NUTS,2010,PT18,2,0.526
2013,NUTS,2010,PT18,2,0.4776
2014,NUTS,2010,PT18,2,0.4545
2015,NUTS,2010,PT18,2,0.4686
2016,NUTS,2010,PT18,2,0.5185
2017,NUTS,2010,PT18,2,0.5528
2018,NUTS,2010,PT18,2,0.5512
2019,NUTS,2010,PT18,2,0.555
2020,NUTS,2010,PT18,2,0.5226
2011,NUTS,2010,PT2,1,0.3691
2012,NUTS,2010,PT2,1,0.3208
2013,NUTS,2010,PT2,1,0.375
2014,NUTS,2010,PT2,1,0.3904
2015,NUTS,2010,PT2,1,0.3828
2016,NUTS,2010,PT2,1,0.413
2017,NUTS,2010,PT2,1,0.4309
2018,NUTS,2010,PT2,1,0.3651
2019,NUTS,2010,PT2,1,0.3417
2020,NUTS,2010,PT2,1,0.3591
2011,NUTS,2010,PT20,2,0.3691
2012,NUTS,2010,PT20,2,0.3208
2013,NUTS,2010,PT20,2,0.375
2014,NUTS,2010,PT20,2,0.3904
2015,NUTS,2010,PT20,2,0.3828
2016,NUTS,2010,PT20,2,0.413
2017,NUTS,2010,PT20,2,0.4309
2018,NUTS,2010,PT20,2,0.3651
2019,NUTS,2010,PT20,2,0.3417
2020,NUTS,2010,PT20,2,0.3591
2011,NUTS,2010,PT3,1,0.1817
2012,NUTS,2010,PT3,1,0.1869
2013,NUTS,2010,PT3,1,0.2266
2014,NUTS,2010,PT3,1,0.2515
2015,NUTS,2010,PT3,1,0.2633
2016,NUTS,2010,PT3,1,0.2716
2017,NUTS,2010,PT3,1,0.2802
2018,NUTS,2010,PT3,1,0.2973
2019,NUTS,2010,PT3,1,0.2692
2020,NUTS,2010,PT3,1,0.2681
2011,NUTS,2010,PT30,2,0.1817
2012,NUTS,2010,PT30,2,0.1869
2013,NUTS,2010,PT30,2,0.2266
2014,NUTS,2010,PT30,2,0.2515
2015,NUTS,2010,PT30,2,0.2633
2016,NUTS,2010,PT30,2,0.2716
2017,NUTS,2010,PT30,2,0.2802
2018,NUTS,2010,PT30,2,0.2973
2019,NUTS,2010,PT30,2,0.2692
2020,NUTS,2010,PT30,2,0.2681
2011,NUTS,2010,RO,0,0.2866
2012,NUTS,2010,RO,0,0.2746
2013,NUTS,2010,RO,0,0.2784
2014,NUTS,2010,RO,0,0.2741
2015,NUTS,2010,RO,0,0.2841
2016,NUTS,2010,RO,0,0.288
2017,NUTS,2010,RO,0,0.2861
2018,NUTS,2010,RO,0,0.2915
2019,NUTS,2010,RO,0,0.2854
2011,NUTS,2010,RO1,1,0.2443
2012,NUTS,2010,RO1,1,0.1951
2013,NUTS,2010,RO1,1,0.1826
2014,NUTS,2010,RO1,1,0.2018
2015,NUTS,2010,RO1,1,0.2041
2016,NUTS,2010,RO1,1,0.2086
2017,NUTS,2010,RO1,1,0.202
2018,NUTS,2010,RO1,1,0.2283
2019,NUTS,2010,RO1,1,0.2356
2011,NUTS,2010,RO11,2,0.2287
2012,NUTS,2010,RO11,2,0.1572
2013,NUTS,2010,RO11,2,0.1472
2014,NUTS,2010,RO11,2,0.1798
2015,NUTS,2010,RO11,2,0.1853
2016,NUTS,2010,RO11,2,0.1901
2017,NUTS,2010,RO11,2,0.1842
2018,NUTS,2010,RO11,2,0.2152
2019,NUTS,2010,RO11,2,0.2333
2011,NUTS,2010,RO12,2,0.2643
2012,NUTS,2010,RO12,2,0.2461
2013,NUTS,2010,RO12,2,0.2295
2014,NUTS,2010,RO12,2,0.2308
2015,NUTS,2010,RO12,2,0.2285
2016,NUTS,2010,RO12,2,0.2323
2017,NUTS,2010,RO12,2,0.2251
2018,NUTS,2010,RO12,2,0.2465
2019,NUTS,2010,RO12,2,0.2386
2011,NUTS,2010,RO2,1,0.1306
2012,NUTS,2010,RO2,1,0.1415
2013,NUTS,2010,RO2,1,0.1507
2014,NUTS,2010,RO2,1,0.1633
2015,NUTS,2010,RO2,1,0.1719
2016,NUTS,2010,RO2,1,0.1714
2017,NUTS,2010,RO2,1,0.1755
2018,NUTS,2010,RO2,1,0.1865
2019,NUTS,2010,RO2,1,0.1811
2011,NUTS,2010,RO21,2,0.1552
2012,NUTS,2010,RO21,2,0.1655
2013,NUTS,2010,RO21,2,0.1794
2014,NUTS,2010,RO21,2,0.1926
2015,NUTS,2010,RO21,2,0.1964
2016,NUTS,2010,RO21,2,0.1853
2017,NUTS,2010,RO21,2,0.1746
2018,NUTS,2010,RO21,2,0.1579
2019,NUTS,2010,RO21,2,0.164
2011,NUTS,2010,RO22,2,0.0913
2012,NUTS,2010,RO22,2,0.1025
2013,NUTS,2010,RO22,2,0.1015
2014,NUTS,2010,RO22,2,0.1106
2015,NUTS,2010,RO22,2,0.1288
2016,NUTS,2010,RO22,2,0.147
2017,NUTS,2010,RO22,2,0.177
2018,NUTS,2010,RO22,2,0.2371
2019,NUTS,2010,RO22,2,0.2114
2011,NUTS,2010,RO3,1,0.3233
2012,NUTS,2010,RO3,1,0.304
2013,NUTS,2010,RO3,1,0.302
2014,NUTS,2010,RO3,1,0.2992
2015,NUTS,2010,RO3,1,0.32
2016,NUTS,2010,RO3,1,0.3477
2017,NUTS,2010,RO3,1,0.3407
2018,NUTS,2010,RO3,1,0.37
2019,NUTS,2010,RO3,1,0.3612
2011,NUTS,2010,RO31,2,0.065
2012,NUTS,2010,RO31,2,0.0639
2013,NUTS,2010,RO31,2,0.0567
2014,NUTS,2010,RO31,2,0.0579
2015,NUTS,2010,RO31,2,0.0602
2016,NUTS,2010,RO31,2,0.0634
2017,NUTS,2010,RO31,2,0.0544
2018,NUTS,2010,RO31,2,0.0572
2019,NUTS,2010,RO31,2,0.0596
2011,NUTS,2010,RO32,2,0.6106
2012,NUTS,2010,RO32,2,0.5791
2013,NUTS,2010,RO32,2,0.5882
2014,NUTS,2010,RO32,2,0.5788
2015,NUTS,2010,RO32,2,0.6079
2016,NUTS,2010,RO32,2,0.6406
2017,NUTS,2010,RO32,2,0.6399
2018,NUTS,2010,RO32,2,0.6896
2019,NUTS,2010,RO32,2,0.6578
2011,NUTS,2010,RO4,1,0.251
2012,NUTS,2010,RO4,1,0.2709
2013,NUTS,2010,RO4,1,0.2971
2014,NUTS,2010,RO4,1,0.2458
2015,NUTS,2010,RO4,1,0.2864
2016,NUTS,2010,RO4,1,0.278
2017,NUTS,2010,RO4,1,0.2761
2018,NUTS,2010,RO4,1,0.2014
2019,NUTS,2010,RO4,1,0.1993
2011,NUTS,2010,RO41,2,0.167
2012,NUTS,2010,RO41,2,0.1655
2013,NUTS,2010,RO41,2,0.1745
2014,NUTS,2010,RO41,2,0.1662
2015,NUTS,2010,RO41,2,0.1924
2016,NUTS,2010,RO41,2,0.2009
2017,NUTS,2010,RO41,2,0.1863
2018,NUTS,2010,RO41,2,0.1045
2019,NUTS,2010,RO41,2,0.1112
2011,NUTS,2010,RO42,2,0.3597
2012,NUTS,2010,RO42,2,0.4111
2013,NUTS,2010,RO42,2,0.4482
2014,NUTS,2010,RO42,2,0.3488
2015,NUTS,2010,RO42,2,0.3984
2016,NUTS,2010,RO42,2,0.3704
2017,NUTS,2010,RO42,2,0.3867
2018,NUTS,2010,RO42,2,0.3227
2019,NUTS,2010,RO42,2,0.3036
2011,NUTS,2010,RS,0,0.5451
2012,NUTS,2010,RS,0,0.526
2013,NUTS,2010,RS,0,0.5619
2014,NUTS,2010,RS,0,0.5414
2015,NUTS,2010,RS,0,0.584
2016,NUTS,2010,RS,0,0.5567
2017,NUTS,2010,RS,0,0.5481
2018,NUTS,2010,RS,0,0.5558
2019,NUTS,2010,RS,0,0.5673
2020,NUTS,2010,RS,0,0.6106
2018,NUTS,2010,RS1,1,0.7654
2019,NUTS,2010,RS1,1,0.7822
2020,NUTS,2010,RS1,1,0.8562
2018,NUTS,2010,RS11,2,0.9086
2019,NUTS,2010,RS11,2,0.9606
2020,NUTS,2010,RS11,2,1.0622
2018,NUTS,2010,RS12,2,0.6121
2019,NUTS,2010,RS12,2,0.5924
2020,NUTS,2010,RS12,2,0.6381
2018,NUTS,2010,RS2,1,0.2581
2019,NUTS,2010,RS2,1,0.2525
2020,NUTS,2010,RS2,1,0.2525
2018,NUTS,2010,RS21,2,0.2086
2019,NUTS,2010,RS21,2,0.1896
2020,NUTS,2010,RS21,2,0.2011
2018,NUTS,2010,RS22,2,0.3283
2019,NUTS,2010,RS22,2,0.3409
2020,NUTS,2010,RS22,2,0.3257
2011,NUTS,2010,SE,0,1.161
2013,NUTS,2010,SE,0,1.1489
2015,NUTS,2010,SE,0,1.0649
2017,NUTS,2010,SE,0,0.687
2019,NUTS,2010,SE,0,0.7406
2017,NUTS,2010,SE1,1,0.8117
2019,NUTS,2010,SE1,1,0.8634
2017,NUTS,2010,SE11,2,0.7455
2019,NUTS,2010,SE11,2,0.7743
2017,NUTS,2010,SE12,2,0.9146
2019,NUTS,2010,SE12,2,1.0024
2017,NUTS,2010,SE2,1,0.5612
2019,NUTS,2010,SE2,1,0.6004
2017,NUTS,2010,SE21,2,0.3309
2019,NUTS,2010,SE21,2,0.3428
2017,NUTS,2010,SE22,2,0.6659
2019,NUTS,2010,SE22,2,0.7575
2017,NUTS,2010,SE23,2,0.579
2019,NUTS,2010,SE23,2,0.593
2017,NUTS,2010,SE3,1,0.53
2019,NUTS,2010,SE3,1,0.5979
2017,NUTS,2010,SE31,2,0.3105
2019,NUTS,2010,SE31,2,0.3074
2017,NUTS,2010,SE32,2,0.216
2019,NUTS,2010,SE32,2,0.3032
2017,NUTS,2010,SE33,2,1.0924
2019,NUTS,2010,SE33,2,1.3127
2011,NUTS,2010,SI,0,0.6444
2012,NUTS,2010,SI,0,0.6088
2013,NUTS,2010,SI,0,0.5812
2014,NUTS,2010,SI,0,0.5753
2015,NUTS,2010,SI,0,0.5576
2016,NUTS,2010,SI,0,0.4688
2017,NUTS,2010,SI,0,0.5019
2018,NUTS,2010,SI,0,0.5732
2019,NUTS,2010,SI,0,0.5837
2011,NUTS,2010,SI0,1,0.6261
2012,NUTS,2010,SI0,1,0.5947
2013,NUTS,2010,SI0,1,0.5678
2014,NUTS,2010,SI0,1,0.5584
2015,NUTS,2010,SI0,1,0.5453
2016,NUTS,2010,SI0,1,0.46
2017,NUTS,2010,SI0,1,0.4925
2018,NUTS,2010,SI0,1,0.5604
2019,NUTS,2010,SI0,1,0.574
2013,NUTS,2010,SI03,2,0.193
2014,NUTS,2010,SI03,2,0.1949
2015,NUTS,2010,SI03,2,0.1793
2016,NUTS,2010,SI03,2,0.164
2017,NUTS,2010,SI03,2,0.1802
2018,NUTS,2010,SI03,2,0.2181
2019,NUTS,2010,SI03,2,0.2238
2013,NUTS,2010,SI04,2,0.9769
2014,NUTS,2010,SI04,2,0.959
2015,NUTS,2010,SI04,2,0.9424
2016,NUTS,2010,SI04,2,0.7768
2017,NUTS,2010,SI04,2,0.8291
2018,NUTS,2010,SI04,2,0.9347
2019,NUTS,2010,SI04,2,0.9493
2011,NUTS,2010,SK,0,0.6893
2012,NUTS,2010,SK,0,0.663
2013,NUTS,2010,SK,0,0.6649
2014,NUTS,2010,SK,0,0.6494
2015,NUTS,2010,SK,0,0.6062
2016,NUTS,2010,SK,0,0.6717
2017,NUTS,2010,SK,0,0.6718
2018,NUTS,2010,SK,0,0.7114
2019,NUTS,2010,SK,0,0.6925
2020,NUTS,2010,SK,0,0.6809
2011,NUTS,2010,SK01,2,2.7839
2012,NUTS,2010,SK01,2,2.5326
2013,NUTS,2010,SK01,2,2.3553
2014,NUTS,2010,SK01,2,2.2783
2015,NUTS,2010,SK01,2,2.0542
2016,NUTS,2010,SK01,2,2.2519
2017,NUTS,2010,SK01,2,2.1329
2018,NUTS,2010,SK01,2,2.2969
2019,NUTS,2010,SK01,2,2.2305
2020,NUTS,2010,SK01,2,2.2322
2011,NUTS,2010,SK02,2,0.2886
2012,NUTS,2010,SK02,2,0.2805
2013,NUTS,2010,SK02,2,0.3864
2014,NUTS,2010,SK02,2,0.3865
2015,NUTS,2010,SK02,2,0.3592
2016,NUTS,2010,SK02,2,0.3634
2017,NUTS,2010,SK02,2,0.3695
2018,NUTS,2010,SK02,2,0.3857
2019,NUTS,2010,SK02,2,0.3735
2020,NUTS,2010,SK02,2,0.3818
2011,NUTS,2010,SK03,2,0.4767
2012,NUTS,2010,SK03,2,0.4939
2013,NUTS,2010,SK03,2,0.47
2014,NUTS,2010,SK03,2,0.4844
2015,NUTS,2010,SK03,2,0.4545
2016,NUTS,2010,SK03,2,0.5369
2017,NUTS,2010,SK03,2,0.5745
2018,NUTS,2010,SK03,2,0.5603
2019,NUTS,2010,SK03,2,0.5041
2020,NUTS,2010,SK03,2,0.4762
2011,NUTS,2010,SK04,2,0.5301
2012,NUTS,2010,SK04,2,0.5347
2013,NUTS,2010,SK04,2,0.5348
2014,NUTS,2010,SK04,2,0.511
2015,NUTS,2010,SK04,2,0.5028
2016,NUTS,2010,SK04,2,0.539
2017,NUTS,2010,SK04,2,0.5462
2018,NUTS,2010,SK04,2,0.611
2019,NUTS,2010,SK04,2,0.6206
2020,NUTS,2010,SK04,2,0.5926
2011,NUTS,2010,TR,0,0.5127
2012,NUTS,2010,TR,0,0.568
2013,NUTS,2010,TR,0,0.5642
2014,NUTS,2010,TR,0,0.6245
2015,NUTS,2010,TR,0,0.6283
2016,NUTS,2010,TR,0,0.6598
2017,NUTS,2010,TR,0,0.6768
2018,NUTS,2010,TR,0,0.6786
2019,NUTS,2010,TR,0,0.7085
2020,NUTS,2010,TR,0,0.777
2011,NUTS,2010,UK,0,1.0401
2012,NUTS,2010,UK,0,1.0549
2013,NUTS,2010,UK,0,1.0665
2014,NUTS,2010,UK,0,1.0679
2015,NUTS,2010,UK,0,1.1141
2016,NUTS,2010,UK,0,1.1294
2017,NUTS,2010,UK,0,1.1242
2018,NUTS,2010,UK,0,1.1352
2011,NUTS,2010,UKC,1,1.094
2013,NUTS,2010,UKC,1,1.1074
2015,NUTS,2010,UKC,1,1.1832
2017,NUTS,2010,UKC,1,1.1793
2011,NUTS,2010,UKC1,2,0.9023
2013,NUTS,2010,UKC1,2,0.9257
2015,NUTS,2010,UKC1,2,0.9703
2017,NUTS,2010,UKC1,2,0.9321
2011,NUTS,2010,UKC2,2,1.2514
2013,NUTS,2010,UKC2,2,1.2514
2015,NUTS,2010,UKC2,2,1.3527
2017,NUTS,2010,UKC2,2,1.3772
2011,NUTS,2010,UKD,1,0.8478
2013,NUTS,2010,UKD,1,0.8922
2015,NUTS,2010,UKD,1,0.95
2017,NUTS,2010,UKD,1,0.9683
2011,NUTS,2010,UKD1,2,0.2045
2013,NUTS,2010,UKD1,2,0.2015
2015,NUTS,2010,UKD1,2,0.2242
2017,NUTS,2010,UKD1,2,0.2535
2011,NUTS,2010,UKD3,2,1.1941
2013,NUTS,2010,UKD3,2,1.1763
2015,NUTS,2010,UKD3,2,1.2405
2017,NUTS,2010,UKD3,2,1.1871
2011,NUTS,2010,UKD4,2,0.7457
2013,NUTS,2010,UKD4,2,0.8706
2015,NUTS,2010,UKD4,2,0.8991
2017,NUTS,2010,UKD4,2,0.9303
2011,NUTS,2010,UKD6,2,0.1988
2013,NUTS,2010,UKD6,2,0.3061
2015,NUTS,2010,UKD6,2,0.2797
2017,NUTS,2010,UKD6,2,0.2846
2011,NUTS,2010,UKD7,2,0.9593
2013,NUTS,2010,UKD7,2,1.0005
2015,NUTS,2010,UKD7,2,1.1359
2017,NUTS,2010,UKD7,2,1.2653
2011,NUTS,2010,UKE,1,1.0295
2013,NUTS,2010,UKE,1,1.0605
2015,NUTS,2010,UKE,1,1.151
2017,NUTS,2010,UKE,1,1.1809
2011,NUTS,2010,UKE1,2,0.4715
2013,NUTS,2010,UKE1,2,0.4813
2015,NUTS,2010,UKE1,2,0.454
2017,NUTS,2010,UKE1,2,0.405
2011,NUTS,2010,UKE2,2,0.9465
2013,NUTS,2010,UKE2,2,1.0401
2015,NUTS,2010,UKE2,2,1.2233
2017,NUTS,2010,UKE2,2,1.1766
2011,NUTS,2010,UKE3,2,1.3907
2013,NUTS,2010,UKE3,2,1.438
2015,NUTS,2010,UKE3,2,1.5883
2017,NUTS,2010,UKE3,2,1.6388
2011,NUTS,2010,UKE4,2,1.0901
2013,NUTS,2010,UKE4,2,1.0751
2015,NUTS,2010,UKE4,2,1.1463
2017,NUTS,2010,UKE4,2,1.2116
2011,NUTS,2010,UKF,1,0.94
2013,NUTS,2010,UKF,1,0.97
2015,NUTS,2010,UKF,1,0.9977
2017,NUTS,2010,UKF,1,1.0061
2011,NUTS,2010,UKF1,2,1.0883
2013,NUTS,2010,UKF1,2,1.1248
2015,NUTS,2010,UKF1,2,1.1342
2017,NUTS,2010,UKF1,2,1.205
2011,NUTS,2010,UKF2,2,1.0281
2013,NUTS,2010,UKF2,2,1.063
2015,NUTS,2010,UKF2,2,1.0539
2017,NUTS,2010,UKF2,2,1.0131
2011,NUTS,2010,UKF3,2,0.2875
2013,NUTS,2010,UKF3,2,0.3057
2015,NUTS,2010,UKF3,2,0.4018
2017,NUTS,2010,UKF3,2,0.3917
2011,NUTS,2010,UKG,1,0.7663
2013,NUTS,2010,UKG,1,0.818
2015,NUTS,2010,UKG,1,0.8934
2017,NUTS,2010,UKG,1,0.9121
2011,NUTS,2010,UKG1,2,0.0719
2013,NUTS,2010,UKG1,2,0.0812
2015,NUTS,2010,UKG1,2,0.0956
2017,NUTS,2010,UKG1,2,0.0908
2011,NUTS,2010,UKG2,2,0.2181
2013,NUTS,2010,UKG2,2,0.2246
2015,NUTS,2010,UKG2,2,0.3071
2017,NUTS,2010,UKG2,2,0.3077
2011,NUTS,2010,UKG3,2,1.4954
2013,NUTS,2010,UKG3,2,1.5874
2015,NUTS,2010,UKG3,2,1.7094
2017,NUTS,2010,UKG3,2,1.7121
2011,NUTS,2010,UKH,1,0.8898
2013,NUTS,2010,UKH,1,0.9067
2015,NUTS,2010,UKH,1,0.9059
2017,NUTS,2010,UKH,1,0.9104
2011,NUTS,2010,UKH1,2,1.4183
2013,NUTS,2010,UKH1,2,1.5164
2015,NUTS,2010,UKH1,2,1.5043
2017,NUTS,2010,UKH1,2,1.55
2011,NUTS,2010,UKH2,2,0.649
2013,NUTS,2010,UKH2,2,0.6167
2015,NUTS,2010,UKH2,2,0.575
2017,NUTS,2010,UKH2,2,0.5821
2011,NUTS,2010,UKH3,2,0.3921
2013,NUTS,2010,UKH3,2,0.3628
2015,NUTS,2010,UKH3,2,0.4028
2017,NUTS,2010,UKH3,2,0.3895
2011,NUTS,2010,UKI,1,1.5806
2013,NUTS,2010,UKI,1,1.4923
2015,NUTS,2010,UKI,1,1.5092
2017,NUTS,2010,UKI,1,1.481
2011,NUTS,2010,UKI3,2,9.3252
2013,NUTS,2010,UKI3,2,8.0511
2015,NUTS,2010,UKI3,2,8.0652
2017,NUTS,2010,UKI3,2,8.3404
2011,NUTS,2010,UKI4,2,0.7551
2013,NUTS,2010,UKI4,2,0.7077
2015,NUTS,2010,UKI4,2,0.8018
2017,NUTS,2010,UKI4,2,0.7849
2011,NUTS,2010,UKI5,2,0.2083
2013,NUTS,2010,UKI5,2,0.2136
2015,NUTS,2010,UKI5,2,0.1839
2017,NUTS,2010,UKI5,2,0.1762
2011,NUTS,2010,UKI6,2,0.2087
2013,NUTS,2010,UKI6,2,0.1937
2015,NUTS,2010,UKI6,2,0.262
2017,NUTS,2010,UKI6,2,0.2553
2011,NUTS,2010,UKI7,2,0.5364
2013,NUTS,2010,UKI7,2,0.5359
2015,NUTS,2010,UKI7,2,0.5176
2017,NUTS,2010,UKI7,2,0.5057
2011,NUTS,2010,UKJ,1,0.984
2013,NUTS,2010,UKJ,1,1.0335
2015,NUTS,2010,UKJ,1,1.0916
2017,NUTS,2010,UKJ,1,1.0729
2011,NUTS,2010,UKJ1,2,1.7225
2013,NUTS,2010,UKJ1,2,1.8428
2015,NUTS,2010,UKJ1,2,1.8975
2017,NUTS,2010,UKJ1,2,1.9183
2011,NUTS,2010,UKJ2,2,0.7133
2013,NUTS,2010,UKJ2,2,0.7059
2015,NUTS,2010,UKJ2,2,0.7333
2017,NUTS,2010,UKJ2,2,0.7084
2011,NUTS,2010,UKJ3,2,1.0139
2013,NUTS,2010,UKJ3,2,1.027
2015,NUTS,2010,UKJ3,2,1.096
2017,NUTS,2010,UKJ3,2,1.0756
2011,NUTS,2010,UKJ4,2,0.3582
2013,NUTS,2010,UKJ4,2,0.4709
2015,NUTS,2010,UKJ4,2,0.5173
2017,NUTS,2010,UKJ4,2,0.505
2011,NUTS,2010,UKK,1,0.7369
2013,NUTS,2010,UKK,1,0.7304
2015,NUTS,2010,UKK,1,0.7479
2017,NUTS,2010,UKK,1,0.7795
2011,NUTS,2010,UKK1,2,0.984
2013,NUTS,2010,UKK1,2,0.9849
2015,NUTS,2010,UKK1,2,0.9903
2017,NUTS,2010,UKK1,2,1.012
2011,NUTS,2010,UKK2,2,0.1819
2013,NUTS,2010,UKK2,2,0.19
2015,NUTS,2010,UKK2,2,0.254
2017,NUTS,2010,UKK2,2,0.2782
2011,NUTS,2010,UKK3,2,0.0922
2013,NUTS,2010,UKK3,2,0.1051
2015,NUTS,2010,UKK3,2,0.1123
2017,NUTS,2010,UKK3,2,0.1233
2011,NUTS,2010,UKK4,2,1.1202
2013,NUTS,2010,UKK4,2,1.1117
2015,NUTS,2010,UKK4,2,1.0388
2017,NUTS,2010,UKK4,2,1.0886
2011,NUTS,2010,UKL,1,0.9536
2013,NUTS,2010,UKL,1,0.9462
2015,NUTS,2010,UKL,1,0.9535
2017,NUTS,2010,UKL,1,0.9813
2011,NUTS,2010,UKL1,2,0.757
2013,NUTS,2010,UKL1,2,0.8151
2015,NUTS,2010,UKL1,2,0.7841
2017,NUTS,2010,UKL1,2,0.847
2011,NUTS,2010,UKL2,2,1.2726
2013,NUTS,2010,UKL2,2,1.1516
2015,NUTS,2010,UKL2,2,1.2391
2017,NUTS,2010,UKL2,2,1.1873
2011,NUTS,2010,UKM,1,1.1959
2013,NUTS,2010,UKM,1,1.3407
2015,NUTS,2010,UKM,1,1.3831
2017,NUTS,2010,UKM,1,1.4505
2013,NUTS,2010,UKM2,2,1.9731
2015,NUTS,2010,UKM2,2,2.0538
2013,NUTS,2010,UKM3,2,1.0647
2015,NUTS,2010,UKM3,2,1.1649
2013,NUTS,2010,UKM5,2,1.4037
2015,NUTS,2010,UKM5,2,1.2899
2017,NUTS,2010,UKM5,2,1.3063
2013,NUTS,2010,UKM6,2,0.0649
2015,NUTS,2010,UKM6,2,0.0601
2017,NUTS,2010,UKM6,2,0.0866
2017,NUTS,2010,UKM7,2,2.2489
2017,NUTS,2010,UKM8,2,1.7896
2017,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.7326
2013,NUTS,2010,UKN,1,0.6274
2015,NUTS,2010,UKN,1,0.661
2017,NUTS,2010,UKN,1,0.7074
2011,NUTS,2010,UKN0,2,0.7326
2013,NUTS,2010,UKN0,2,0.6274
2015,NUTS,2010,UKN0,2,0.661
2017,NUTS,2010,UKN0,2,0.7074
