year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_pc_emp_hc_t
2016,NUTS,2010,PL72,2,0.099
2017,NUTS,2010,PL72,2,0.1408
2018,NUTS,2010,PL72,2,0.1724
2019,NUTS,2010,PL72,2,0.1823
2016,NUTS,2010,PL8,1,0.3575
2017,NUTS,2010,PL8,1,0.3592
2018,NUTS,2010,PL8,1,0.4016
2019,NUTS,2010,PL8,1,0.4444
2016,NUTS,2010,PL81,2,0.1654
2017,NUTS,2010,PL81,2,0.2071
2018,NUTS,2010,PL81,2,0.2348
2019,NUTS,2010,PL81,2,0.2565
2016,NUTS,2010,PL82,2,0.6787
2017,NUTS,2010,PL82,2,0.6052
2018,NUTS,2010,PL82,2,0.668
2019,NUTS,2010,PL82,2,0.7301
2016,NUTS,2010,PL84,2,0.1483
2017,NUTS,2010,PL84,2,0.2
2018,NUTS,2010,PL84,2,0.2432
2019,NUTS,2010,PL84,2,0.2877
2016,NUTS,2010,PL9,1,0.993
2017,NUTS,2010,PL9,1,1.5404
2018,NUTS,2010,PL9,1,1.8175
2019,NUTS,2010,PL9,1,1.799
2016,NUTS,2010,PL91,2,1.7012
2017,NUTS,2010,PL91,2,2.6789
2016,NUTS,2010,PL92,2,0.1017
2017,NUTS,2010,PL92,2,0.1279
2011,NUTS,2010,PT,0,0.709
2012,NUTS,2010,PT,0,0.7496
2013,NUTS,2010,PT,0,0.8239
2014,NUTS,2010,PT,0,0.8564
2015,NUTS,2010,PT,0,0.9636
2016,NUTS,2010,PT,0,0.9058
2017,NUTS,2010,PT,0,0.9739
2018,NUTS,2010,PT,0,1.0375
2019,NUTS,2010,PT,0,1.1484
2020,NUTS,2010,PT,0,1.3663
2011,NUTS,2010,PT1,1,0.6736
2012,NUTS,2010,PT1,1,0.7066
2013,NUTS,2010,PT1,1,0.7831
2014,NUTS,2010,PT1,1,0.8264
2015,NUTS,2010,PT1,1,0.937
2016,NUTS,2010,PT1,1,0.8836
2017,NUTS,2010,PT1,1,0.9528
2018,NUTS,2010,PT1,1,1.0142
2019,NUTS,2010,PT1,1,1.1223
2020,NUTS,2010,PT1,1,1.3398
2011,NUTS,2010,PT11,2,0.6485
2012,NUTS,2010,PT11,2,0.7415
2013,NUTS,2010,PT11,2,0.8409
2014,NUTS,2010,PT11,2,0.9313
2015,NUTS,2010,PT11,2,1.2252
2016,NUTS,2010,PT11,2,0.8639
2017,NUTS,2010,PT11,2,0.9755
2018,NUTS,2010,PT11,2,1.0241
2019,NUTS,2010,PT11,2,1.1248
2020,NUTS,2010,PT11,2,1.3836
2011,NUTS,2010,PT15,2,0.1022
2012,NUTS,2010,PT15,2,0.0898
2013,NUTS,2010,PT15,2,0.0968
2014,NUTS,2010,PT15,2,0.1348
2015,NUTS,2010,PT15,2,0.1841
2016,NUTS,2010,PT15,2,0.1431
2017,NUTS,2010,PT15,2,0.1116
2018,NUTS,2010,PT15,2,0.1288
2019,NUTS,2010,PT15,2,0.2251
2020,NUTS,2010,PT15,2,0.3025
2011,NUTS,2010,PT16,2,0.5979
2012,NUTS,2010,PT16,2,0.5552
2013,NUTS,2010,PT16,2,0.5903
2014,NUTS,2010,PT16,2,0.6583
2015,NUTS,2010,PT16,2,0.6921
2016,NUTS,2010,PT16,2,0.8084
2017,NUTS,2010,PT16,2,0.9009
2018,NUTS,2010,PT16,2,0.9784
2019,NUTS,2010,PT16,2,1.1261
2020,NUTS,2010,PT16,2,1.2539
2011,NUTS,2010,PT17,2,0.9977
2012,NUTS,2010,PT17,2,1.026
2013,NUTS,2010,PT17,2,1.1417
2014,NUTS,2010,PT17,2,1.0908
2015,NUTS,2010,PT17,2,1.0526
2016,NUTS,2010,PT17,2,1.2154
2017,NUTS,2010,PT17,2,1.2297
2018,NUTS,2010,PT17,2,1.2753
2019,NUTS,2010,PT17,2,1.3662
2020,NUTS,2010,PT17,2,1.6398
2011,NUTS,2010,PT18,2,0.1878
2012,NUTS,2010,PT18,2,0.2228
2013,NUTS,2010,PT18,2,0.2372
2014,NUTS,2010,PT18,2,0.2894
2015,NUTS,2010,PT18,2,0.3152
2016,NUTS,2010,PT18,2,0.3919
2017,NUTS,2010,PT18,2,0.4612
2018,NUTS,2010,PT18,2,0.5966
2019,NUTS,2010,PT18,2,0.6722
2020,NUTS,2010,PT18,2,0.8264
2011,NUTS,2010,PT2,1,0.0573
2012,NUTS,2010,PT2,1,0.0943
2013,NUTS,2010,PT2,1,0.0585
2014,NUTS,2010,PT2,1,0.0609
2015,NUTS,2010,PT2,1,0.0684
2016,NUTS,2010,PT2,1,0.0811
2017,NUTS,2010,PT2,1,0.1007
2018,NUTS,2010,PT2,1,0.1127
2019,NUTS,2010,PT2,1,0.1091
2020,NUTS,2010,PT2,1,0.1019
2011,NUTS,2010,PT20,2,0.0573
2012,NUTS,2010,PT20,2,0.0943
2013,NUTS,2010,PT20,2,0.0585
2014,NUTS,2010,PT20,2,0.0609
2015,NUTS,2010,PT20,2,0.0684
2016,NUTS,2010,PT20,2,0.0811
2017,NUTS,2010,PT20,2,0.1007
2018,NUTS,2010,PT20,2,0.1127
2019,NUTS,2010,PT20,2,0.1091
2020,NUTS,2010,PT20,2,0.1019
2011,NUTS,2010,PT3,1,0.0967
2012,NUTS,2010,PT3,1,0.096
2013,NUTS,2010,PT3,1,0.1131
2014,NUTS,2010,PT3,1,0.1119
2015,NUTS,2010,PT3,1,0.1299
2016,NUTS,2010,PT3,1,0.1381
2017,NUTS,2010,PT3,1,0.1582
2018,NUTS,2010,PT3,1,0.2771
2019,NUTS,2010,PT3,1,0.3308
2020,NUTS,2010,PT3,1,0.3199
2011,NUTS,2010,PT30,2,0.0967
2012,NUTS,2010,PT30,2,0.096
2013,NUTS,2010,PT30,2,0.1131
2014,NUTS,2010,PT30,2,0.1119
2015,NUTS,2010,PT30,2,0.1299
2016,NUTS,2010,PT30,2,0.1381
2017,NUTS,2010,PT30,2,0.1582
2018,NUTS,2010,PT30,2,0.2771
2019,NUTS,2010,PT30,2,0.3308
2020,NUTS,2010,PT30,2,0.3199
2011,NUTS,2010,RO,0,0.1626
2012,NUTS,2010,RO,0,0.1655
2013,NUTS,2010,RO,0,0.1608
2014,NUTS,2010,RO,0,0.1609
2015,NUTS,2010,RO,0,0.1584
2016,NUTS,2010,RO,0,0.1617
2017,NUTS,2010,RO,0,0.1641
2018,NUTS,2010,RO,0,0.1697
2019,NUTS,2010,RO,0,0.1613
2011,NUTS,2010,RO1,1,0.0985
2012,NUTS,2010,RO1,1,0.0804
2013,NUTS,2010,RO1,1,0.0546
2014,NUTS,2010,RO1,1,0.1213
2015,NUTS,2010,RO1,1,0.1075
2016,NUTS,2010,RO1,1,0.1155
2017,NUTS,2010,RO1,1,0.1147
2018,NUTS,2010,RO1,1,0.122
2019,NUTS,2010,RO1,1,0.1219
2011,NUTS,2010,RO11,2,0.0842
2012,NUTS,2010,RO11,2,0.0751
2013,NUTS,2010,RO11,2,0.0426
2014,NUTS,2010,RO11,2,0.0576
2015,NUTS,2010,RO11,2,0.0447
2016,NUTS,2010,RO11,2,0.0365
2017,NUTS,2010,RO11,2,0.0436
2018,NUTS,2010,RO11,2,0.0396
2019,NUTS,2010,RO11,2,0.0279
2011,NUTS,2010,RO12,2,0.117
2012,NUTS,2010,RO12,2,0.0874
2013,NUTS,2010,RO12,2,0.0704
2014,NUTS,2010,RO12,2,0.2056
2015,NUTS,2010,RO12,2,0.1873
2016,NUTS,2010,RO12,2,0.214
2017,NUTS,2010,RO12,2,0.2035
2018,NUTS,2010,RO12,2,0.2296
2019,NUTS,2010,RO12,2,0.2416
2011,NUTS,2010,RO2,1,0.0159
2012,NUTS,2010,RO2,1,0.0387
2013,NUTS,2010,RO2,1,0.0398
2014,NUTS,2010,RO2,1,0.0318
2015,NUTS,2010,RO2,1,0.0288
2016,NUTS,2010,RO2,1,0.0298
2017,NUTS,2010,RO2,1,0.0222
2018,NUTS,2010,RO2,1,0.0202
2019,NUTS,2010,RO2,1,0.0315
2011,NUTS,2010,RO21,2,0.0223
2012,NUTS,2010,RO21,2,0.0472
2013,NUTS,2010,RO21,2,0.0564
2014,NUTS,2010,RO21,2,0.0418
2015,NUTS,2010,RO21,2,0.0333
2016,NUTS,2010,RO21,2,0.0342
2017,NUTS,2010,RO21,2,0.0301
2018,NUTS,2010,RO21,2,0.0293
2019,NUTS,2010,RO21,2,0.0469
2011,NUTS,2010,RO22,2,0.006
2012,NUTS,2010,RO22,2,0.0258
2013,NUTS,2010,RO22,2,0.0136
2014,NUTS,2010,RO22,2,0.0155
2015,NUTS,2010,RO22,2,0.0214
2016,NUTS,2010,RO22,2,0.0225
2017,NUTS,2010,RO22,2,0.0092
2018,NUTS,2010,RO22,2,0.0051
2019,NUTS,2010,RO22,2,0.0057
2011,NUTS,2010,RO3,1,0.3825
2012,NUTS,2010,RO3,1,0.3747
2013,NUTS,2010,RO3,1,0.3772
2014,NUTS,2010,RO3,1,0.3332
2015,NUTS,2010,RO3,1,0.3233
2016,NUTS,2010,RO3,1,0.3272
2017,NUTS,2010,RO3,1,0.3418
2018,NUTS,2010,RO3,1,0.35
2019,NUTS,2010,RO3,1,0.3164
2011,NUTS,2010,RO31,2,0.0653
2012,NUTS,2010,RO31,2,0.1418
2013,NUTS,2010,RO31,2,0.2453
2014,NUTS,2010,RO31,2,0.1934
2015,NUTS,2010,RO31,2,0.1289
2016,NUTS,2010,RO31,2,0.123
2017,NUTS,2010,RO31,2,0.0944
2018,NUTS,2010,RO31,2,0.1183
2019,NUTS,2010,RO31,2,0.118
2011,NUTS,2010,RO32,2,0.7517
2012,NUTS,2010,RO32,2,0.6564
2013,NUTS,2010,RO32,2,0.5434
2014,NUTS,2010,RO32,2,0.5071
2015,NUTS,2010,RO32,2,0.5509
2016,NUTS,2010,RO32,2,0.5584
2017,NUTS,2010,RO32,2,0.6239
2018,NUTS,2010,RO32,2,0.6116
2019,NUTS,2010,RO32,2,0.5371
2011,NUTS,2010,RO4,1,0.0192
2012,NUTS,2010,RO4,1,0.0289
2013,NUTS,2010,RO4,1,0.0327
2014,NUTS,2010,RO4,1,0.0272
2015,NUTS,2010,RO4,1,0.0704
2016,NUTS,2010,RO4,1,0.0752
2017,NUTS,2010,RO4,1,0.0749
2018,NUTS,2010,RO4,1,0.0848
2019,NUTS,2010,RO4,1,0.084
2011,NUTS,2010,RO41,2,0.0167
2012,NUTS,2010,RO41,2,0.0318
2013,NUTS,2010,RO41,2,0.0123
2014,NUTS,2010,RO41,2,0.0215
2015,NUTS,2010,RO41,2,0.0256
2016,NUTS,2010,RO41,2,0.0161
2017,NUTS,2010,RO41,2,0.028
2018,NUTS,2010,RO41,2,0.0235
2019,NUTS,2010,RO41,2,0.0177
2011,NUTS,2010,RO42,2,0.0223
2012,NUTS,2010,RO42,2,0.0254
2013,NUTS,2010,RO42,2,0.0568
2014,NUTS,2010,RO42,2,0.0339
2015,NUTS,2010,RO42,2,0.1201
2016,NUTS,2010,RO42,2,0.1403
2017,NUTS,2010,RO42,2,0.1299
2018,NUTS,2010,RO42,2,0.157
2019,NUTS,2010,RO42,2,0.1604
2011,NUTS,2010,RS,0,0.0231
2012,NUTS,2010,RS,0,0.0351
2013,NUTS,2010,RS,0,0.0494
2014,NUTS,2010,RS,0,0.1337
2015,NUTS,2010,RS,0,0.1386
2016,NUTS,2010,RS,0,0.1533
2017,NUTS,2010,RS,0,0.1296
2018,NUTS,2010,RS,0,0.1218
2019,NUTS,2010,RS,0,0.121
2020,NUTS,2010,RS,0,0.125
2018,NUTS,2010,RS1,1,0.2034
2019,NUTS,2010,RS1,1,0.1934
2020,NUTS,2010,RS1,1,0.1986
2018,NUTS,2010,RS11,2,0.2849
2019,NUTS,2010,RS11,2,0.2668
2020,NUTS,2010,RS11,2,0.2936
2018,NUTS,2010,RS12,2,0.1256
2019,NUTS,2010,RS12,2,0.1225
2020,NUTS,2010,RS12,2,0.1069
2018,NUTS,2010,RS2,1,0.0138
2019,NUTS,2010,RS2,1,0.0218
2020,NUTS,2010,RS2,1,0.0238
2018,NUTS,2010,RS21,2,0.0084
2019,NUTS,2010,RS21,2,0.0144
2020,NUTS,2010,RS21,2,0.0173
2018,NUTS,2010,RS22,2,0.0216
2019,NUTS,2010,RS22,2,0.0322
2020,NUTS,2010,RS22,2,0.0331
2011,NUTS,2010,RU,0,0.5924
2012,NUTS,2010,RU,0,0.551
2011,NUTS,2010,SE,0,1.3879
2013,NUTS,2010,SE,0,1.4581
2015,NUTS,2010,SE,0,1.4951
2017,NUTS,2010,SE,0,1.5866
2019,NUTS,2010,SE,0,1.5546
2011,NUTS,2010,SE1,1,1.6316
2013,NUTS,2010,SE1,1,1.6886
2015,NUTS,2010,SE1,1,1.7341
2017,NUTS,2010,SE1,1,1.7358
2019,NUTS,2010,SE1,1,1.6683
2011,NUTS,2010,SE11,2,1.874
2013,NUTS,2010,SE11,2,1.8214
2015,NUTS,2010,SE11,2,1.8988
2017,NUTS,2010,SE11,2,2.0956
2019,NUTS,2010,SE11,2,1.9292
2011,NUTS,2010,SE12,2,1.2742
2013,NUTS,2010,SE12,2,1.4879
2015,NUTS,2010,SE12,2,1.4855
2017,NUTS,2010,SE12,2,1.1853
2019,NUTS,2010,SE12,2,1.2676
2011,NUTS,2010,SE2,1,1.4023
2013,NUTS,2010,SE2,1,1.4351
2015,NUTS,2010,SE2,1,1.4449
2017,NUTS,2010,SE2,1,1.6851
2011,NUTS,2010,SE21,2,0.6765
2013,NUTS,2010,SE21,2,0.8797
2015,NUTS,2010,SE21,2,0.8191
2011,NUTS,2010,SE22,2,1.4097
2013,NUTS,2010,SE22,2,1.4923
2015,NUTS,2010,SE22,2,1.3202
2017,NUTS,2010,SE22,2,1.2757
2019,NUTS,2010,SE22,2,1.5654
2011,NUTS,2010,SE23,2,1.7025
2013,NUTS,2010,SE23,2,1.6251
2015,NUTS,2010,SE23,2,1.7944
2017,NUTS,2010,SE23,2,2.3084
2019,NUTS,2010,SE23,2,2.1269
2011,NUTS,2010,SE3,1,0.4907
2013,NUTS,2010,SE3,1,0.6122
2015,NUTS,2010,SE3,1,0.619
2017,NUTS,2010,SE3,1,0.5032
2011,NUTS,2010,SE31,2,0.521
2013,NUTS,2010,SE31,2,0.6662
2015,NUTS,2010,SE31,2,0.7271
2017,NUTS,2010,SE31,2,0.5597
2019,NUTS,2010,SE31,2,0.5618
2011,NUTS,2010,SE32,2,0.5171
2013,NUTS,2010,SE32,2,0.4655
2015,NUTS,2010,SE32,2,0.4833
2011,NUTS,2010,SE33,2,0.4233
2013,NUTS,2010,SE33,2,0.6309
2015,NUTS,2010,SE33,2,0.5457
2017,NUTS,2010,SE33,2,0.4532
2019,NUTS,2010,SE33,2,0.5776
2011,NUTS,2010,SI,0,1.3535
2012,NUTS,2010,SI,0,1.3415
2013,NUTS,2010,SI,0,1.4464
2014,NUTS,2010,SI,0,1.429
2015,NUTS,2010,SI,0,1.3943
2016,NUTS,2010,SI,0,1.395
2017,NUTS,2010,SI,0,1.4532
2018,NUTS,2010,SI,0,1.511
2019,NUTS,2010,SI,0,1.6406
2011,NUTS,2010,SI0,1,1.3114
2012,NUTS,2010,SI0,1,1.3055
2013,NUTS,2010,SI0,1,1.4067
2014,NUTS,2010,SI0,1,1.3811
2015,NUTS,2010,SI0,1,1.3587
2016,NUTS,2010,SI0,1,1.366
2017,NUTS,2010,SI0,1,1.4182
2018,NUTS,2010,SI0,1,1.47
2019,NUTS,2010,SI0,1,1.6062
2013,NUTS,2010,SI03,2,1.0433
2014,NUTS,2010,SI03,2,1.0565
2015,NUTS,2010,SI03,2,1.0265
2016,NUTS,2010,SI03,2,0.9994
2017,NUTS,2010,SI03,2,0.9875
2018,NUTS,2010,SI03,2,1.0937
2019,NUTS,2010,SI03,2,1.2572
2013,NUTS,2010,SI04,2,1.8046
2014,NUTS,2010,SI04,2,1.7405
2015,NUTS,2010,SI04,2,1.7205
2016,NUTS,2010,SI04,2,1.7647
2017,NUTS,2010,SI04,2,1.896
2018,NUTS,2010,SI04,2,1.8802
2019,NUTS,2010,SI04,2,1.9831
2011,NUTS,2010,SK,0,0.1914
2012,NUTS,2010,SK,0,0.2157
2013,NUTS,2010,SK,0,0.2052
2014,NUTS,2010,SK,0,0.2234
2015,NUTS,2010,SK,0,0.2474
2016,NUTS,2010,SK,0,0.282
2017,NUTS,2010,SK,0,0.3094
2018,NUTS,2010,SK,0,0.357
2019,NUTS,2010,SK,0,0.3964
2020,NUTS,2010,SK,0,0.4548
2011,NUTS,2010,SK01,2,0.4295
2012,NUTS,2010,SK01,2,0.5626
2013,NUTS,2010,SK01,2,0.5977
2014,NUTS,2010,SK01,2,0.4735
2015,NUTS,2010,SK01,2,0.5191
2016,NUTS,2010,SK01,2,0.8394
2017,NUTS,2010,SK01,2,0.7424
2018,NUTS,2010,SK01,2,0.9134
2019,NUTS,2010,SK01,2,1.0031
2020,NUTS,2010,SK01,2,1.1792
2011,NUTS,2010,SK02,2,0.1915
2012,NUTS,2010,SK02,2,0.2069
2013,NUTS,2010,SK02,2,0.1543
2014,NUTS,2010,SK02,2,0.2247
2015,NUTS,2010,SK02,2,0.2748
2016,NUTS,2010,SK02,2,0.2287
2017,NUTS,2010,SK02,2,0.3376
2018,NUTS,2010,SK02,2,0.3386
2019,NUTS,2010,SK02,2,0.3692
2020,NUTS,2010,SK02,2,0.3773
2011,NUTS,2010,SK03,2,0.1694
2012,NUTS,2010,SK03,2,0.1677
2013,NUTS,2010,SK03,2,0.1795
2014,NUTS,2010,SK03,2,0.2227
2015,NUTS,2010,SK03,2,0.2338
2016,NUTS,2010,SK03,2,0.2273
2017,NUTS,2010,SK03,2,0.2327
2018,NUTS,2010,SK03,2,0.295
2019,NUTS,2010,SK03,2,0.3587
2020,NUTS,2010,SK03,2,0.3846
2011,NUTS,2010,SK04,2,0.1056
2012,NUTS,2010,SK04,2,0.1104
2013,NUTS,2010,SK04,2,0.1151
2014,NUTS,2010,SK04,2,0.1177
2015,NUTS,2010,SK04,2,0.1106
2016,NUTS,2010,SK04,2,0.1449
2017,NUTS,2010,SK04,2,0.147
2018,NUTS,2010,SK04,2,0.1829
2019,NUTS,2010,SK04,2,0.1821
2020,NUTS,2010,SK04,2,0.2784
2011,NUTS,2010,TR,0,0.2346
2012,NUTS,2010,TR,0,0.2539
2013,NUTS,2010,TR,0,0.2777
2014,NUTS,2010,TR,0,0.2919
2015,NUTS,2010,TR,0,0.2996
2016,NUTS,2010,TR,0,0.3168
2017,NUTS,2010,TR,0,0.3702
2018,NUTS,2010,TR,0,0.4263
2019,NUTS,2010,TR,0,0.4767
2020,NUTS,2010,TR,0,0.5553
2011,NUTS,2010,UK,0,0.6944
2012,NUTS,2010,UK,0,0.7133
2013,NUTS,2010,UK,0,0.798
2014,NUTS,2010,UK,0,0.8751
2015,NUTS,2010,UK,0,0.9147
2016,NUTS,2010,UK,0,0.9645
2017,NUTS,2010,UK,0,1.0993
2018,NUTS,2010,UK,0,1.1728
2011,NUTS,2010,UKC,1,0.3998
2012,NUTS,2010,UKC,1,0.3988
2013,NUTS,2010,UKC,1,0.5296
2014,NUTS,2010,UKC,1,0.4863
2015,NUTS,2010,UKC,1,0.5375
2016,NUTS,2010,UKC,1,0.5697
2017,NUTS,2010,UKC,1,0.7304
2018,NUTS,2010,UKC,1,0.7995
2011,NUTS,2010,UKC1,2,0.3546
2012,NUTS,2010,UKC1,2,0.3848
2013,NUTS,2010,UKC1,2,0.6455
2014,NUTS,2010,UKC1,2,0.4532
2015,NUTS,2010,UKC1,2,0.453
2016,NUTS,2010,UKC1,2,0.4287
2017,NUTS,2010,UKC1,2,0.5647
2018,NUTS,2010,UKC1,2,0.6682
2011,NUTS,2010,UKC2,2,0.4359
2012,NUTS,2010,UKC2,2,0.4095
2013,NUTS,2010,UKC2,2,0.4407
2014,NUTS,2010,UKC2,2,0.5121
2015,NUTS,2010,UKC2,2,0.6038
2016,NUTS,2010,UKC2,2,0.6803
2017,NUTS,2010,UKC2,2,0.8634
2018,NUTS,2010,UKC2,2,0.9088
2011,NUTS,2010,UKD,1,0.5378
2012,NUTS,2010,UKD,1,0.5483
2013,NUTS,2010,UKD,1,0.5417
2014,NUTS,2010,UKD,1,0.6516
2015,NUTS,2010,UKD,1,0.6971
2016,NUTS,2010,UKD,1,0.7551
2017,NUTS,2010,UKD,1,0.8532
2018,NUTS,2010,UKD,1,0.9454
2011,NUTS,2010,UKD1,2,0.7128
2012,NUTS,2010,UKD1,2,0.628
2013,NUTS,2010,UKD1,2,0.5061
2014,NUTS,2010,UKD1,2,0.8408
2015,NUTS,2010,UKD1,2,0.965
2016,NUTS,2010,UKD1,2,1.06
2017,NUTS,2010,UKD1,2,1.1543
2018,NUTS,2010,UKD1,2,1.4209
2011,NUTS,2010,UKD3,2,0.3423
2012,NUTS,2010,UKD3,2,0.3605
2013,NUTS,2010,UKD3,2,0.3473
2014,NUTS,2010,UKD3,2,0.4173
2015,NUTS,2010,UKD3,2,0.4835
2016,NUTS,2010,UKD3,2,0.525
2017,NUTS,2010,UKD3,2,0.6339
2018,NUTS,2010,UKD3,2,0.7476
2011,NUTS,2010,UKD4,2,0.4815
2012,NUTS,2010,UKD4,2,0.5239
2013,NUTS,2010,UKD4,2,0.5264
2014,NUTS,2010,UKD4,2,0.5533
2015,NUTS,2010,UKD4,2,0.5975
2016,NUTS,2010,UKD4,2,0.702
2017,NUTS,2010,UKD4,2,0.7242
2018,NUTS,2010,UKD4,2,0.846
2011,NUTS,2010,UKD6,2,1.3568
2012,NUTS,2010,UKD6,2,1.3919
2013,NUTS,2010,UKD6,2,1.3737
2014,NUTS,2010,UKD6,2,1.5374
2015,NUTS,2010,UKD6,2,1.6091
2016,NUTS,2010,UKD6,2,1.5045
2017,NUTS,2010,UKD6,2,1.6144
2018,NUTS,2010,UKD6,2,1.6932
2011,NUTS,2010,UKD7,2,0.3481
2012,NUTS,2010,UKD7,2,0.3362
2013,NUTS,2010,UKD7,2,0.3824
2014,NUTS,2010,UKD7,2,0.5247
2015,NUTS,2010,UKD7,2,0.5194
2016,NUTS,2010,UKD7,2,0.6653
2017,NUTS,2010,UKD7,2,0.8188
2018,NUTS,2010,UKD7,2,0.7822
2011,NUTS,2010,UKE,1,0.4488
2012,NUTS,2010,UKE,1,0.4385
2013,NUTS,2010,UKE,1,0.5884
2014,NUTS,2010,UKE,1,0.599
2015,NUTS,2010,UKE,1,0.6392
2016,NUTS,2010,UKE,1,0.6299
2017,NUTS,2010,UKE,1,0.8591
2018,NUTS,2010,UKE,1,0.8782
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.4221
2013,NUTS,2010,UKE1,2,0.54
2014,NUTS,2010,UKE1,2,0.6052
2015,NUTS,2010,UKE1,2,0.5908
2016,NUTS,2010,UKE1,2,0.6039
2017,NUTS,2010,UKE1,2,0.7847
2018,NUTS,2010,UKE1,2,0.8384
2011,NUTS,2010,UKE2,2,1.18
2012,NUTS,2010,UKE2,2,0.6021
2013,NUTS,2010,UKE2,2,0.8536
2014,NUTS,2010,UKE2,2,0.9027
2015,NUTS,2010,UKE2,2,0.9916
2016,NUTS,2010,UKE2,2,1.0456
2017,NUTS,2010,UKE2,2,1.1791
2018,NUTS,2010,UKE2,2,1.3517
2011,NUTS,2010,UKE3,2,0.3266
2012,NUTS,2010,UKE3,2,0.296
2013,NUTS,2010,UKE3,2,0.3747
2014,NUTS,2010,UKE3,2,0.3827
2015,NUTS,2010,UKE3,2,0.4384
2016,NUTS,2010,UKE3,2,0.4022
2017,NUTS,2010,UKE3,2,0.6657
2018,NUTS,2010,UKE3,2,0.5737
2011,NUTS,2010,UKE4,2,0.4357
2012,NUTS,2010,UKE4,2,0.4666
2013,NUTS,2010,UKE4,2,0.6388
2014,NUTS,2010,UKE4,2,0.6175
2015,NUTS,2010,UKE4,2,0.6373
2016,NUTS,2010,UKE4,2,0.6121
2017,NUTS,2010,UKE4,2,0.8795
2018,NUTS,2010,UKE4,2,0.9024
2011,NUTS,2010,UKF,1,0.7469
2012,NUTS,2010,UKF,1,0.7582
2013,NUTS,2010,UKF,1,0.9044
2014,NUTS,2010,UKF,1,0.9361
2015,NUTS,2010,UKF,1,0.9281
2016,NUTS,2010,UKF,1,1.0333
2017,NUTS,2010,UKF,1,1.1285
2018,NUTS,2010,UKF,1,1.1923
2011,NUTS,2010,UKF1,2,1.1375
2012,NUTS,2010,UKF1,2,1.1444
2013,NUTS,2010,UKF1,2,1.4116
2014,NUTS,2010,UKF1,2,1.4671
2015,NUTS,2010,UKF1,2,1.4007
2016,NUTS,2010,UKF1,2,1.558
2017,NUTS,2010,UKF1,2,1.6965
2018,NUTS,2010,UKF1,2,1.8479
2011,NUTS,2010,UKF2,2,0.5209
2012,NUTS,2010,UKF2,2,0.5009
2013,NUTS,2010,UKF2,2,0.5754
2014,NUTS,2010,UKF2,2,0.615
2015,NUTS,2010,UKF2,2,0.6118
2016,NUTS,2010,UKF2,2,0.6759
2017,NUTS,2010,UKF2,2,0.7583
2018,NUTS,2010,UKF2,2,0.7481
2011,NUTS,2010,UKF3,2,0.2192
2012,NUTS,2010,UKF3,2,0.2416
2013,NUTS,2010,UKF3,2,0.248
2014,NUTS,2010,UKF3,2,0.2613
2015,NUTS,2010,UKF3,2,0.2858
2016,NUTS,2010,UKF3,2,0.3231
2017,NUTS,2010,UKF3,2,0.3576
2018,NUTS,2010,UKF3,2,0.3485
2011,NUTS,2010,UKG,1,0.613
2012,NUTS,2010,UKG,1,0.6916
2013,NUTS,2010,UKG,1,0.7676
2014,NUTS,2010,UKG,1,0.9525
2015,NUTS,2010,UKG,1,0.9711
2016,NUTS,2010,UKG,1,0.9281
2017,NUTS,2010,UKG,1,1.2072
2018,NUTS,2010,UKG,1,1.3244
2011,NUTS,2010,UKG1,2,1.2251
2012,NUTS,2010,UKG1,2,1.4185
2013,NUTS,2010,UKG1,2,1.4607
2014,NUTS,2010,UKG1,2,1.8586
2015,NUTS,2010,UKG1,2,1.8826
2016,NUTS,2010,UKG1,2,1.7552
2017,NUTS,2010,UKG1,2,2.6667
2018,NUTS,2010,UKG1,2,2.9957
2011,NUTS,2010,UKG2,2,0.3504
2012,NUTS,2010,UKG2,2,0.3317
2013,NUTS,2010,UKG2,2,0.3684
2014,NUTS,2010,UKG2,2,0.437
2015,NUTS,2010,UKG2,2,0.4517
2016,NUTS,2010,UKG2,2,0.4301
2017,NUTS,2010,UKG2,2,0.5404
2018,NUTS,2010,UKG2,2,0.6343
2011,NUTS,2010,UKG3,2,0.4518
2012,NUTS,2010,UKG3,2,0.513
2013,NUTS,2010,UKG3,2,0.6411
2014,NUTS,2010,UKG3,2,0.7799
2015,NUTS,2010,UKG3,2,0.8042
2016,NUTS,2010,UKG3,2,0.8083
2017,NUTS,2010,UKG3,2,0.8724
2018,NUTS,2010,UKG3,2,0.8758
2011,NUTS,2010,UKH,1,1.3027
2012,NUTS,2010,UKH,1,1.1828
2013,NUTS,2010,UKH,1,1.3374
2014,NUTS,2010,UKH,1,1.3812
2015,NUTS,2010,UKH,1,1.4664
2016,NUTS,2010,UKH,1,1.5146
2017,NUTS,2010,UKH,1,1.6469
2018,NUTS,2010,UKH,1,1.7061
2011,NUTS,2010,UKH1,2,1.5397
2012,NUTS,2010,UKH1,2,1.4604
2013,NUTS,2010,UKH1,2,1.589
2014,NUTS,2010,UKH1,2,1.6918
2015,NUTS,2010,UKH1,2,1.8618
2016,NUTS,2010,UKH1,2,1.8911
2017,NUTS,2010,UKH1,2,2.2111
2018,NUTS,2010,UKH1,2,2.4172
2011,NUTS,2010,UKH2,2,1.2576
2012,NUTS,2010,UKH2,2,1.1913
