year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_act_hc_rse_f
2018,NUTS,2010,PL41,2,0.7189
2019,NUTS,2010,PL41,2,0.6381
2012,NUTS,2010,PL42,2,0.4718
2013,NUTS,2010,PL42,2,0.4671
2014,NUTS,2010,PL42,2,0.5025
2015,NUTS,2010,PL42,2,0.515
2016,NUTS,2010,PL42,2,0.4493
2017,NUTS,2010,PL42,2,0.7108
2019,NUTS,2010,PL42,2,0.5861
2012,NUTS,2010,PL43,2,0.1905
2013,NUTS,2010,PL43,2,0.1914
2014,NUTS,2010,PL43,2,0.2058
2015,NUTS,2010,PL43,2,0.2095
2016,NUTS,2010,PL43,2,0.1972
2017,NUTS,2010,PL43,2,0.3333
2019,NUTS,2010,PL43,2,0.2902
2011,NUTS,2010,PL5,1,0.4651
2012,NUTS,2010,PL5,1,0.4708
2013,NUTS,2010,PL5,1,0.5271
2014,NUTS,2010,PL5,1,0.5185
2015,NUTS,2010,PL5,1,0.5302
2016,NUTS,2010,PL5,1,0.5642
2017,NUTS,2010,PL5,1,0.8381
2018,NUTS,2010,PL5,1,0.8277
2019,NUTS,2010,PL5,1,0.8415
2011,NUTS,2010,PL51,2,0.5139
2012,NUTS,2010,PL51,2,0.5223
2013,NUTS,2010,PL51,2,0.5886
2014,NUTS,2010,PL51,2,0.5822
2015,NUTS,2010,PL51,2,0.6048
2016,NUTS,2010,PL51,2,0.6295
2017,NUTS,2010,PL51,2,0.9438
2018,NUTS,2010,PL51,2,0.957
2019,NUTS,2010,PL51,2,0.9697
2011,NUTS,2010,PL52,2,0.3074
2012,NUTS,2010,PL52,2,0.3063
2013,NUTS,2010,PL52,2,0.3302
2014,NUTS,2010,PL52,2,0.3255
2015,NUTS,2010,PL52,2,0.314
2016,NUTS,2010,PL52,2,0.3497
2017,NUTS,2010,PL52,2,0.4922
2018,NUTS,2010,PL52,2,0.4127
2019,NUTS,2010,PL52,2,0.4026
2011,NUTS,2010,PL6,1,0.4555
2012,NUTS,2010,PL6,1,0.4423
2013,NUTS,2010,PL6,1,0.4526
2014,NUTS,2010,PL6,1,0.4705
2015,NUTS,2010,PL6,1,0.4483
2016,NUTS,2010,PL6,1,0.4975
2017,NUTS,2010,PL6,1,0.773
2018,NUTS,2010,PL6,1,0.7825
2019,NUTS,2010,PL6,1,0.8264
2011,NUTS,2010,PL61,2,0.3843
2012,NUTS,2010,PL61,2,0.38
2013,NUTS,2010,PL61,2,0.3871
2014,NUTS,2010,PL61,2,0.4036
2015,NUTS,2010,PL61,2,0.3946
2016,NUTS,2010,PL61,2,0.4142
2017,NUTS,2010,PL61,2,0.8548
2012,NUTS,2010,PL62,2,0.3641
2013,NUTS,2010,PL62,2,0.3562
2014,NUTS,2010,PL62,2,0.3914
2015,NUTS,2010,PL62,2,0.3667
2016,NUTS,2010,PL62,2,0.4177
2017,NUTS,2010,PL62,2,0.5448
2012,NUTS,2010,PL63,2,0.5465
2013,NUTS,2010,PL63,2,0.5678
2014,NUTS,2010,PL63,2,0.5778
2015,NUTS,2010,PL63,2,0.5425
2016,NUTS,2010,PL63,2,0.615
2017,NUTS,2010,PL63,2,0.8307
2018,NUTS,2010,PL63,2,0.96
2019,NUTS,2010,PL63,2,0.968
2016,NUTS,2010,PL7,1,0.5123
2017,NUTS,2010,PL7,1,0.7701
2018,NUTS,2010,PL7,1,0.7368
2019,NUTS,2010,PL7,1,0.7375
2016,NUTS,2010,PL71,2,0.6406
2017,NUTS,2010,PL71,2,0.9357
2019,NUTS,2010,PL71,2,0.8848
2016,NUTS,2010,PL72,2,0.2333
2017,NUTS,2010,PL72,2,0.409
2019,NUTS,2010,PL72,2,0.4178
2016,NUTS,2010,PL8,1,0.5142
2017,NUTS,2010,PL8,1,0.6925
2018,NUTS,2010,PL8,1,0.79
2019,NUTS,2010,PL8,1,0.7319
2016,NUTS,2010,PL81,2,0.6499
2017,NUTS,2010,PL81,2,0.9643
2018,NUTS,2010,PL81,2,1.1427
2019,NUTS,2010,PL81,2,0.9622
2016,NUTS,2010,PL82,2,0.3861
2017,NUTS,2010,PL82,2,0.4139
2018,NUTS,2010,PL82,2,0.4188
2019,NUTS,2010,PL82,2,0.4571
2016,NUTS,2010,PL84,2,0.4912
2017,NUTS,2010,PL84,2,0.7014
2018,NUTS,2010,PL84,2,0.7859
2019,NUTS,2010,PL84,2,0.7854
2016,NUTS,2010,PL9,1,1.0431
2017,NUTS,2010,PL9,1,1.659
2018,NUTS,2010,PL9,1,1.67
2019,NUTS,2010,PL9,1,1.6738
2016,NUTS,2010,PL91,2,1.7374
2017,NUTS,2010,PL91,2,2.7628
2018,NUTS,2010,PL91,2,2.6638
2019,NUTS,2010,PL91,2,2.6078
2016,NUTS,2010,PL92,2,0.0964
2017,NUTS,2010,PL92,2,0.1424
2018,NUTS,2010,PL92,2,0.1901
2019,NUTS,2010,PL92,2,0.1623
2011,NUTS,2010,PT,0,1.5027
2012,NUTS,2010,PT,0,1.5297
2013,NUTS,2010,PT,0,1.4815
2014,NUTS,2010,PT,0,1.4465
2015,NUTS,2010,PT,0,1.4818
2016,NUTS,2010,PT,0,1.5461
2017,NUTS,2010,PT,0,1.6038
2018,NUTS,2010,PT,0,1.6908
2019,NUTS,2010,PT,0,1.7443
2020,NUTS,2010,PT,0,1.8172
2011,NUTS,2010,PT1,1,1.4411
2012,NUTS,2010,PT1,1,1.4664
2013,NUTS,2010,PT1,1,1.4387
2014,NUTS,2010,PT1,1,1.4189
2015,NUTS,2010,PT1,1,1.4596
2016,NUTS,2010,PT1,1,1.5291
2017,NUTS,2010,PT1,1,1.588
2018,NUTS,2010,PT1,1,1.6754
2019,NUTS,2010,PT1,1,1.7272
2020,NUTS,2010,PT1,1,1.8052
2011,NUTS,2010,PT11,2,1.208
2012,NUTS,2010,PT11,2,1.2047
2013,NUTS,2010,PT11,2,1.3655
2014,NUTS,2010,PT11,2,1.2847
2015,NUTS,2010,PT11,2,1.3524
2016,NUTS,2010,PT11,2,1.3749
2017,NUTS,2010,PT11,2,1.4347
2018,NUTS,2010,PT11,2,1.5237
2019,NUTS,2010,PT11,2,1.6082
2020,NUTS,2010,PT11,2,1.6984
2011,NUTS,2010,PT15,2,0.7752
2012,NUTS,2010,PT15,2,0.7272
2013,NUTS,2010,PT15,2,0.6559
2014,NUTS,2010,PT15,2,0.6078
2015,NUTS,2010,PT15,2,0.6446
2016,NUTS,2010,PT15,2,0.6267
2017,NUTS,2010,PT15,2,0.5672
2018,NUTS,2010,PT15,2,0.6321
2019,NUTS,2010,PT15,2,0.7001
2020,NUTS,2010,PT15,2,0.7468
2011,NUTS,2010,PT16,2,1.2481
2012,NUTS,2010,PT16,2,1.2326
2013,NUTS,2010,PT16,2,1.1239
2014,NUTS,2010,PT16,2,1.1535
2015,NUTS,2010,PT16,2,1.1772
2016,NUTS,2010,PT16,2,1.2719
2017,NUTS,2010,PT16,2,1.3623
2018,NUTS,2010,PT16,2,1.4589
2019,NUTS,2010,PT16,2,1.5266
2020,NUTS,2010,PT16,2,1.5642
2011,NUTS,2010,PT17,2,2.2164
2012,NUTS,2010,PT17,2,2.3144
2013,NUTS,2010,PT17,2,2.1291
2014,NUTS,2010,PT17,2,2.1314
2015,NUTS,2010,PT17,2,2.1468
2016,NUTS,2010,PT17,2,2.2512
2017,NUTS,2010,PT17,2,2.3129
2018,NUTS,2010,PT17,2,2.4019
2019,NUTS,2010,PT17,2,2.3915
2020,NUTS,2010,PT17,2,2.5016
2011,NUTS,2010,PT18,2,0.5573
2012,NUTS,2010,PT18,2,0.6257
2013,NUTS,2010,PT18,2,0.5332
2014,NUTS,2010,PT18,2,0.5539
2015,NUTS,2010,PT18,2,0.5899
2016,NUTS,2010,PT18,2,0.6773
2017,NUTS,2010,PT18,2,0.7221
2018,NUTS,2010,PT18,2,0.7728
2019,NUTS,2010,PT18,2,0.8087
2020,NUTS,2010,PT18,2,0.8334
2011,NUTS,2010,PT2,1,0.543
2012,NUTS,2010,PT2,1,0.6158
2013,NUTS,2010,PT2,1,0.4308
2014,NUTS,2010,PT2,1,0.4751
2015,NUTS,2010,PT2,1,0.4432
2016,NUTS,2010,PT2,1,0.4801
2017,NUTS,2010,PT2,1,0.4787
2018,NUTS,2010,PT2,1,0.4424
2019,NUTS,2010,PT2,1,0.4061
2020,NUTS,2010,PT2,1,0.4901
2011,NUTS,2010,PT20,2,0.543
2012,NUTS,2010,PT20,2,0.6158
2013,NUTS,2010,PT20,2,0.4308
2014,NUTS,2010,PT20,2,0.4751
2015,NUTS,2010,PT20,2,0.4432
2016,NUTS,2010,PT20,2,0.4801
2017,NUTS,2010,PT20,2,0.4787
2018,NUTS,2010,PT20,2,0.4424
2019,NUTS,2010,PT20,2,0.4061
2020,NUTS,2010,PT20,2,0.4901
2011,NUTS,2010,PT3,1,0.4264
2012,NUTS,2010,PT3,1,0.31
2013,NUTS,2010,PT3,1,0.2894
2014,NUTS,2010,PT3,1,0.316
2015,NUTS,2010,PT3,1,0.347
2016,NUTS,2010,PT3,1,0.3704
2017,NUTS,2010,PT3,1,0.4135
2018,NUTS,2010,PT3,1,0.4453
2019,NUTS,2010,PT3,1,0.4269
2020,NUTS,2010,PT3,1,0.4383
2011,NUTS,2010,PT30,2,0.4264
2012,NUTS,2010,PT30,2,0.31
2013,NUTS,2010,PT30,2,0.2894
2014,NUTS,2010,PT30,2,0.316
2015,NUTS,2010,PT30,2,0.347
2016,NUTS,2010,PT30,2,0.3704
2017,NUTS,2010,PT30,2,0.4135
2018,NUTS,2010,PT30,2,0.4453
2019,NUTS,2010,PT30,2,0.4269
2020,NUTS,2010,PT30,2,0.4383
2011,NUTS,2010,RO,0,0.3537
2012,NUTS,2010,RO,0,0.379
2013,NUTS,2010,RO,0,0.3822
2014,NUTS,2010,RO,0,0.3808
2015,NUTS,2010,RO,0,0.3772
2016,NUTS,2010,RO,0,0.3822
2017,NUTS,2010,RO,0,0.3745
2018,NUTS,2010,RO,0,0.3772
2019,NUTS,2010,RO,0,0.3779
2011,NUTS,2010,RO1,1,0.2177
2012,NUTS,2010,RO1,1,0.194
2013,NUTS,2010,RO1,1,0.1716
2014,NUTS,2010,RO1,1,0.2087
2015,NUTS,2010,RO1,1,0.198
2016,NUTS,2010,RO1,1,0.2002
2017,NUTS,2010,RO1,1,0.1899
2018,NUTS,2010,RO1,1,0.1927
2019,NUTS,2010,RO1,1,0.2073
2011,NUTS,2010,RO11,2,0.2304
2012,NUTS,2010,RO11,2,0.1945
2013,NUTS,2010,RO11,2,0.1744
2014,NUTS,2010,RO11,2,0.2056
2015,NUTS,2010,RO11,2,0.2008
2016,NUTS,2010,RO11,2,0.204
2017,NUTS,2010,RO11,2,0.1975
2018,NUTS,2010,RO11,2,0.1964
2019,NUTS,2010,RO11,2,0.2259
2011,NUTS,2010,RO12,2,0.2015
2012,NUTS,2010,RO12,2,0.1935
2013,NUTS,2010,RO12,2,0.1679
2014,NUTS,2010,RO12,2,0.2128
2015,NUTS,2010,RO12,2,0.1943
2016,NUTS,2010,RO12,2,0.1954
2017,NUTS,2010,RO12,2,0.18
2018,NUTS,2010,RO12,2,0.1875
2019,NUTS,2010,RO12,2,0.1826
2011,NUTS,2010,RO2,1,0.1658
2012,NUTS,2010,RO2,1,0.1753
2013,NUTS,2010,RO2,1,0.1861
2014,NUTS,2010,RO2,1,0.1846
2015,NUTS,2010,RO2,1,0.1982
2016,NUTS,2010,RO2,1,0.1951
2017,NUTS,2010,RO2,1,0.1966
2018,NUTS,2010,RO2,1,0.2041
2019,NUTS,2010,RO2,1,0.2081
2011,NUTS,2010,RO21,2,0.2005
2012,NUTS,2010,RO21,2,0.2055
2013,NUTS,2010,RO21,2,0.229
2014,NUTS,2010,RO21,2,0.216
2015,NUTS,2010,RO21,2,0.228
2016,NUTS,2010,RO21,2,0.2149
2017,NUTS,2010,RO21,2,0.2059
2018,NUTS,2010,RO21,2,0.1932
2019,NUTS,2010,RO21,2,0.2128
2011,NUTS,2010,RO22,2,0.1103
2012,NUTS,2010,RO22,2,0.1261
2013,NUTS,2010,RO22,2,0.1127
2014,NUTS,2010,RO22,2,0.1285
2015,NUTS,2010,RO22,2,0.1458
2016,NUTS,2010,RO22,2,0.1602
2017,NUTS,2010,RO22,2,0.18
2018,NUTS,2010,RO22,2,0.2234
2019,NUTS,2010,RO22,2,0.1997
2011,NUTS,2010,RO3,1,0.5266
2012,NUTS,2010,RO3,1,0.5896
2013,NUTS,2010,RO3,1,0.5857
2014,NUTS,2010,RO3,1,0.5914
2015,NUTS,2010,RO3,1,0.5852
2016,NUTS,2010,RO3,1,0.6197
2017,NUTS,2010,RO3,1,0.6029
2018,NUTS,2010,RO3,1,0.6188
2019,NUTS,2010,RO3,1,0.6155
2011,NUTS,2010,RO31,2,0.1002
2012,NUTS,2010,RO31,2,0.1248
2013,NUTS,2010,RO31,2,0.1561
2014,NUTS,2010,RO31,2,0.1475
2015,NUTS,2010,RO31,2,0.1168
2016,NUTS,2010,RO31,2,0.1282
2017,NUTS,2010,RO31,2,0.1117
2018,NUTS,2010,RO31,2,0.1089
2019,NUTS,2010,RO31,2,0.1119
2011,NUTS,2010,RO32,2,1.0007
2012,NUTS,2010,RO32,2,1.1218
2013,NUTS,2010,RO32,2,1.0871
2014,NUTS,2010,RO32,2,1.1056
2015,NUTS,2010,RO32,2,1.1041
2016,NUTS,2010,RO32,2,1.1262
2017,NUTS,2010,RO32,2,1.1163
2018,NUTS,2010,RO32,2,1.1395
2019,NUTS,2010,RO32,2,1.1109
2011,NUTS,2010,RO4,1,0.2225
2012,NUTS,2010,RO4,1,0.2461
2013,NUTS,2010,RO4,1,0.2771
2014,NUTS,2010,RO4,1,0.229
2015,NUTS,2010,RO4,1,0.2697
2016,NUTS,2010,RO4,1,0.2649
2017,NUTS,2010,RO4,1,0.2601
2018,NUTS,2010,RO4,1,0.2273
2019,NUTS,2010,RO4,1,0.2318
2011,NUTS,2010,RO41,2,0.1791
2012,NUTS,2010,RO41,2,0.1664
2013,NUTS,2010,RO41,2,0.1815
2014,NUTS,2010,RO41,2,0.1766
2015,NUTS,2010,RO41,2,0.217
2016,NUTS,2010,RO41,2,0.2218
2017,NUTS,2010,RO41,2,0.2059
2018,NUTS,2010,RO41,2,0.1285
2019,NUTS,2010,RO41,2,0.1336
2011,NUTS,2010,RO42,2,0.2786
2012,NUTS,2010,RO42,2,0.3524
2013,NUTS,2010,RO42,2,0.395
2014,NUTS,2010,RO42,2,0.2968
2015,NUTS,2010,RO42,2,0.3324
2016,NUTS,2010,RO42,2,0.3165
2017,NUTS,2010,RO42,2,0.3267
2018,NUTS,2010,RO42,2,0.3508
2019,NUTS,2010,RO42,2,0.3482
2011,NUTS,2010,RS,0,0.5301
2012,NUTS,2010,RS,0,0.5179
2013,NUTS,2010,RS,0,0.5679
2014,NUTS,2010,RS,0,0.5676
2015,NUTS,2010,RS,0,0.6202
2016,NUTS,2010,RS,0,0.603
2017,NUTS,2010,RS,0,0.6016
2018,NUTS,2010,RS,0,0.6161
2019,NUTS,2010,RS,0,0.6328
2020,NUTS,2010,RS,0,0.6694
2018,NUTS,2010,RS1,1,0.8986
2019,NUTS,2010,RS1,1,0.9213
2020,NUTS,2010,RS1,1,0.9793
2018,NUTS,2010,RS11,2,1.2188
2019,NUTS,2010,RS11,2,1.2671
2020,NUTS,2010,RS11,2,1.3629
2018,NUTS,2010,RS12,2,0.556
2019,NUTS,2010,RS12,2,0.5535
2020,NUTS,2010,RS12,2,0.5734
2018,NUTS,2010,RS2,1,0.2316
2019,NUTS,2010,RS2,1,0.2284
2020,NUTS,2010,RS2,1,0.2328
2018,NUTS,2010,RS21,2,0.1753
2019,NUTS,2010,RS21,2,0.1656
2020,NUTS,2010,RS21,2,0.1854
2018,NUTS,2010,RS22,2,0.3115
2019,NUTS,2010,RS22,2,0.3168
2020,NUTS,2010,RS22,2,0.3005
2011,NUTS,2010,RU,0,0.4191
2012,NUTS,2010,RU,0,0.4159
2011,NUTS,2010,SE,0,1.2977
2013,NUTS,2010,SE,0,1.4446
2015,NUTS,2010,SE,0,1.5325
2017,NUTS,2010,SE,0,1.424
2019,NUTS,2010,SE,0,1.4743
2011,NUTS,2010,SI,0,1.0
2012,NUTS,2010,SI,0,0.9685
2013,NUTS,2010,SI,0,0.9665
2014,NUTS,2010,SI,0,0.9684
2015,NUTS,2010,SI,0,0.9108
2016,NUTS,2010,SI,0,0.8556
2017,NUTS,2010,SI,0,0.9679
2018,NUTS,2010,SI,0,1.0724
2019,NUTS,2010,SI,0,1.138
2011,NUTS,2010,SI0,1,0.9716
2012,NUTS,2010,SI0,1,0.9461
2013,NUTS,2010,SI0,1,0.9443
2014,NUTS,2010,SI0,1,0.94
2015,NUTS,2010,SI0,1,0.8908
2016,NUTS,2010,SI0,1,0.8396
2017,NUTS,2010,SI0,1,0.9497
2018,NUTS,2010,SI0,1,1.0484
2019,NUTS,2010,SI0,1,1.119
2013,NUTS,2010,SI03,2,0.4205
2014,NUTS,2010,SI03,2,0.4066
2015,NUTS,2010,SI03,2,0.3784
2016,NUTS,2010,SI03,2,0.3801
2017,NUTS,2010,SI03,2,0.4292
2018,NUTS,2010,SI03,2,0.5164
2019,NUTS,2010,SI03,2,0.5646
2013,NUTS,2010,SI04,2,1.5156
2014,NUTS,2010,SI04,2,1.5279
2015,NUTS,2010,SI04,2,1.4469
2016,NUTS,2010,SI04,2,1.3313
2017,NUTS,2010,SI04,2,1.5111
2018,NUTS,2010,SI04,2,1.6301
2019,NUTS,2010,SI04,2,1.7127
2011,NUTS,2010,SK,0,0.8324
2012,NUTS,2010,SK,0,0.8271
2013,NUTS,2010,SK,0,0.8078
2014,NUTS,2010,SK,0,0.8242
2015,NUTS,2010,SK,0,0.7833
2016,NUTS,2010,SK,0,0.8334
2017,NUTS,2010,SK,0,0.8497
2018,NUTS,2010,SK,0,0.902
2019,NUTS,2010,SK,0,0.9029
2020,NUTS,2010,SK,0,0.9076
2011,NUTS,2010,SK01,2,3.5521
2012,NUTS,2010,SK01,2,3.3303
2013,NUTS,2010,SK01,2,3.2491
2014,NUTS,2010,SK01,2,3.1669
2015,NUTS,2010,SK01,2,2.8953
2016,NUTS,2010,SK01,2,3.1563
2017,NUTS,2010,SK01,2,3.1087
2018,NUTS,2010,SK01,2,3.371
2019,NUTS,2010,SK01,2,3.3902
2020,NUTS,2010,SK01,2,3.5586
2011,NUTS,2010,SK02,2,0.3495
2012,NUTS,2010,SK02,2,0.3595
2013,NUTS,2010,SK02,2,0.4096
2014,NUTS,2010,SK02,2,0.4931
2015,NUTS,2010,SK02,2,0.4623
2016,NUTS,2010,SK02,2,0.4133
2017,NUTS,2010,SK02,2,0.4429
2018,NUTS,2010,SK02,2,0.474
2019,NUTS,2010,SK02,2,0.4573
2020,NUTS,2010,SK02,2,0.4565
2011,NUTS,2010,SK03,2,0.5177
2012,NUTS,2010,SK03,2,0.5747
2013,NUTS,2010,SK03,2,0.5173
2014,NUTS,2010,SK03,2,0.5432
2015,NUTS,2010,SK03,2,0.5303
2016,NUTS,2010,SK03,2,0.62
2017,NUTS,2010,SK03,2,0.6263
2018,NUTS,2010,SK03,2,0.631
2019,NUTS,2010,SK03,2,0.5668
2020,NUTS,2010,SK03,2,0.5421
2011,NUTS,2010,SK04,2,0.5973
2012,NUTS,2010,SK04,2,0.6077
2013,NUTS,2010,SK04,2,0.5857
2014,NUTS,2010,SK04,2,0.5785
2015,NUTS,2010,SK04,2,0.5887
2016,NUTS,2010,SK04,2,0.5736
2017,NUTS,2010,SK04,2,0.6035
2018,NUTS,2010,SK04,2,0.6364
2019,NUTS,2010,SK04,2,0.684
2020,NUTS,2010,SK04,2,0.6479
2011,NUTS,2010,TR,0,0.648
2012,NUTS,2010,TR,0,0.7123
2013,NUTS,2010,TR,0,0.7204
2014,NUTS,2010,TR,0,0.7843
2015,NUTS,2010,TR,0,0.791
2016,NUTS,2010,TR,0,0.7468
2017,NUTS,2010,TR,0,0.7861
2018,NUTS,2010,TR,0,0.8281
2019,NUTS,2010,TR,0,0.8637
2020,NUTS,2010,TR,0,0.991
2011,NUTS,2010,UK,0,1.1247
2012,NUTS,2010,UK,0,1.1535
2013,NUTS,2010,UK,0,1.2137
2014,NUTS,2010,UK,0,1.2384
2015,NUTS,2010,UK,0,1.2868
2016,NUTS,2010,UK,0,1.3134
2017,NUTS,2010,UK,0,1.327
2018,NUTS,2010,UK,0,1.3474
2011,NUTS,2010,UKC,1,1.078
2013,NUTS,2010,UKC,1,1.1662
2015,NUTS,2010,UKC,1,1.233
2017,NUTS,2010,UKC,1,1.2626
2011,NUTS,2010,UKC1,2,0.9064
2013,NUTS,2010,UKC1,2,1.0353
2015,NUTS,2010,UKC1,2,1.0271
2017,NUTS,2010,UKC1,2,1.0079
2011,NUTS,2010,UKC2,2,1.219
2013,NUTS,2010,UKC2,2,1.27
2015,NUTS,2010,UKC2,2,1.397
2017,NUTS,2010,UKC2,2,1.4666
2011,NUTS,2010,UKD,1,0.8889
2013,NUTS,2010,UKD,1,0.9704
2015,NUTS,2010,UKD,1,1.0613
2017,NUTS,2010,UKD,1,1.0884
2011,NUTS,2010,UKD1,2,0.2624
2013,NUTS,2010,UKD1,2,0.2555
2015,NUTS,2010,UKD1,2,0.2811
2017,NUTS,2010,UKD1,2,0.3077
2011,NUTS,2010,UKD3,2,1.1671
2013,NUTS,2010,UKD3,2,1.1911
2015,NUTS,2010,UKD3,2,1.2963
2017,NUTS,2010,UKD3,2,1.2611
2011,NUTS,2010,UKD4,2,0.813
2013,NUTS,2010,UKD4,2,0.9899
2015,NUTS,2010,UKD4,2,1.0324
2017,NUTS,2010,UKD4,2,1.0728
2011,NUTS,2010,UKD6,2,0.4632
2013,NUTS,2010,UKD6,2,0.5816
2015,NUTS,2010,UKD6,2,0.6189
2017,NUTS,2010,UKD6,2,0.5756
2011,NUTS,2010,UKD7,2,0.9537
2013,NUTS,2010,UKD7,2,1.0413
2015,NUTS,2010,UKD7,2,1.2072
2017,NUTS,2010,UKD7,2,1.3676
2011,NUTS,2010,UKE,1,1.0312
2013,NUTS,2010,UKE,1,1.1297
2015,NUTS,2010,UKE,1,1.2324
2017,NUTS,2010,UKE,1,1.3036
2011,NUTS,2010,UKE1,2,0.4318
2013,NUTS,2010,UKE1,2,0.5619
2015,NUTS,2010,UKE1,2,0.5626
2017,NUTS,2010,UKE1,2,0.577
2011,NUTS,2010,UKE2,2,1.1056
2013,NUTS,2010,UKE2,2,1.1786
2015,NUTS,2010,UKE2,2,1.3449
2017,NUTS,2010,UKE2,2,1.3258
2011,NUTS,2010,UKE3,2,1.3443
2013,NUTS,2010,UKE3,2,1.437
2015,NUTS,2010,UKE3,2,1.615
2017,NUTS,2010,UKE3,2,1.7041
2011,NUTS,2010,UKE4,2,1.0813
2013,NUTS,2010,UKE4,2,1.1581
2015,NUTS,2010,UKE4,2,1.234
2017,NUTS,2010,UKE4,2,1.3387
2011,NUTS,2010,UKF,1,1.0135
2013,NUTS,2010,UKF,1,1.0911
2015,NUTS,2010,UKF,1,1.1472
2017,NUTS,2010,UKF,1,1.1661
2011,NUTS,2010,UKF1,2,1.2381
2013,NUTS,2010,UKF1,2,1.3495
2015,NUTS,2010,UKF1,2,1.4021
2017,NUTS,2010,UKF1,2,1.4991
2011,NUTS,2010,UKF2,2,1.0357
2013,NUTS,2010,UKF2,2,1.098
2015,NUTS,2010,UKF2,2,1.104
2017,NUTS,2010,UKF2,2,1.0686
2011,NUTS,2010,UKF3,2,0.3022
2013,NUTS,2010,UKF3,2,0.3304
2015,NUTS,2010,UKF3,2,0.429
2017,NUTS,2010,UKF3,2,0.4213
2011,NUTS,2010,UKG,1,0.7857
2013,NUTS,2010,UKG,1,0.8826
2015,NUTS,2010,UKG,1,1.0002
2017,NUTS,2010,UKG,1,1.0302
2011,NUTS,2010,UKG1,2,0.2412
2013,NUTS,2010,UKG1,2,0.3047
2015,NUTS,2010,UKG1,2,0.386
2017,NUTS,2010,UKG1,2,0.4602
2011,NUTS,2010,UKG2,2,0.2438
2013,NUTS,2010,UKG2,2,0.2707
2015,NUTS,2010,UKG2,2,0.37
2017,NUTS,2010,UKG2,2,0.3718
2011,NUTS,2010,UKG3,2,1.4287
2013,NUTS,2010,UKG3,2,1.5788
2015,NUTS,2010,UKG3,2,1.7439
2017,NUTS,2010,UKG3,2,1.7346
2011,NUTS,2010,UKH,1,1.2059
2013,NUTS,2010,UKH,1,1.2577
2015,NUTS,2010,UKH,1,1.2992
2017,NUTS,2010,UKH,1,1.3251
2011,NUTS,2010,UKH1,2,1.9108
2013,NUTS,2010,UKH1,2,2.0204
2015,NUTS,2010,UKH1,2,2.0765
2017,NUTS,2010,UKH1,2,2.2033
2011,NUTS,2010,UKH2,2,0.8712
2013,NUTS,2010,UKH2,2,0.9589
2015,NUTS,2010,UKH2,2,0.946
2017,NUTS,2010,UKH2,2,0.9327
2011,NUTS,2010,UKH3,2,0.556
2013,NUTS,2010,UKH3,2,0.5098
2015,NUTS,2010,UKH3,2,0.5655
2017,NUTS,2010,UKH3,2,0.55
2011,NUTS,2010,UKI,1,1.597
2013,NUTS,2010,UKI,1,1.594
2015,NUTS,2010,UKI,1,1.6372
2017,NUTS,2010,UKI,1,1.6763
2011,NUTS,2010,UKI3,2,9.2313
2013,NUTS,2010,UKI3,2,8.249
2015,NUTS,2010,UKI3,2,8.3518
2017,NUTS,2010,UKI3,2,8.8973
2011,NUTS,2010,UKI4,2,0.7569
2013,NUTS,2010,UKI4,2,0.7813
2015,NUTS,2010,UKI4,2,0.8678
2017,NUTS,2010,UKI4,2,0.8887
2011,NUTS,2010,UKI5,2,0.2147
2013,NUTS,2010,UKI5,2,0.2273
2015,NUTS,2010,UKI5,2,0.2079
2017,NUTS,2010,UKI5,2,0.199
2011,NUTS,2010,UKI6,2,0.2725
2013,NUTS,2010,UKI6,2,0.2633
2015,NUTS,2010,UKI6,2,0.3136
2017,NUTS,2010,UKI6,2,0.334
2011,NUTS,2010,UKI7,2,0.6057
2013,NUTS,2010,UKI7,2,0.711
2015,NUTS,2010,UKI7,2,0.7722
2017,NUTS,2010,UKI7,2,0.8486
2011,NUTS,2010,UKJ,1,1.1944
2013,NUTS,2010,UKJ,1,1.3389
2015,NUTS,2010,UKJ,1,1.4166
2017,NUTS,2010,UKJ,1,1.3984
2011,NUTS,2010,UKJ1,2,2.0201
2013,NUTS,2010,UKJ1,2,2.3541
2015,NUTS,2010,UKJ1,2,2.4145
2017,NUTS,2010,UKJ1,2,2.4733
2011,NUTS,2010,UKJ2,2,0.825
2013,NUTS,2010,UKJ2,2,0.8869
2015,NUTS,2010,UKJ2,2,0.9621
2017,NUTS,2010,UKJ2,2,0.9568
2011,NUTS,2010,UKJ3,2,1.2845
2013,NUTS,2010,UKJ3,2,1.417
2015,NUTS,2010,UKJ3,2,1.4859
2017,NUTS,2010,UKJ3,2,1.4176
2011,NUTS,2010,UKJ4,2,0.5401
2013,NUTS,2010,UKJ4,2,0.6045
2015,NUTS,2010,UKJ4,2,0.6506
2017,NUTS,2010,UKJ4,2,0.6242
2011,NUTS,2010,UKK,1,0.8189
2013,NUTS,2010,UKK,1,0.8715
2015,NUTS,2010,UKK,1,0.9113
2017,NUTS,2010,UKK,1,0.9599
2011,NUTS,2010,UKK1,2,1.1576
2013,NUTS,2010,UKK1,2,1.2651
2015,NUTS,2010,UKK1,2,1.2748
2017,NUTS,2010,UKK1,2,1.3287
2011,NUTS,2010,UKK2,2,0.2171
2013,NUTS,2010,UKK2,2,0.2505
2015,NUTS,2010,UKK2,2,0.3396
2017,NUTS,2010,UKK2,2,0.3641
2011,NUTS,2010,UKK3,2,0.1029
