year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_t_pc_act_hc
2018,NUTS,2010,BG31,2,0.1515
2019,NUTS,2010,BG31,2,0.1532
2011,NUTS,2010,BG32,2,0.0311
2012,NUTS,2010,BG32,2,0.0396
2013,NUTS,2010,BG32,2,0.0388
2014,NUTS,2010,BG32,2,0.0384
2015,NUTS,2010,BG32,2,0.0264
2016,NUTS,2010,BG32,2,0.0264
2017,NUTS,2010,BG32,2,0.0262
2018,NUTS,2010,BG32,2,0.026
2019,NUTS,2010,BG32,2,0.0278
2011,NUTS,2010,BG33,2,0.1357
2012,NUTS,2010,BG33,2,0.143
2013,NUTS,2010,BG33,2,0.1297
2014,NUTS,2010,BG33,2,0.1592
2015,NUTS,2010,BG33,2,0.1422
2016,NUTS,2010,BG33,2,0.1456
2017,NUTS,2010,BG33,2,0.1395
2018,NUTS,2010,BG33,2,0.1631
2019,NUTS,2010,BG33,2,0.1657
2011,NUTS,2010,BG34,2,0.0613
2012,NUTS,2010,BG34,2,0.0669
2013,NUTS,2010,BG34,2,0.0688
2014,NUTS,2010,BG34,2,0.0678
2015,NUTS,2010,BG34,2,0.0522
2016,NUTS,2010,BG34,2,0.0629
2018,NUTS,2010,BG34,2,0.0624
2019,NUTS,2010,BG34,2,0.0682
2011,NUTS,2010,BG4,1,0.4659
2012,NUTS,2010,BG4,1,0.462
2013,NUTS,2010,BG4,1,0.4377
2014,NUTS,2010,BG4,1,0.424
2015,NUTS,2010,BG4,1,0.4208
2016,NUTS,2010,BG4,1,0.4229
2017,NUTS,2010,BG4,1,0.4075
2018,NUTS,2010,BG4,1,0.4095
2019,NUTS,2010,BG4,1,0.4091
2011,NUTS,2010,BG41,2,0.6982
2012,NUTS,2010,BG41,2,0.6968
2013,NUTS,2010,BG41,2,0.6613
2014,NUTS,2010,BG41,2,0.6432
2015,NUTS,2010,BG41,2,0.6317
2016,NUTS,2010,BG41,2,0.6303
2017,NUTS,2010,BG41,2,0.6141
2018,NUTS,2010,BG41,2,0.6067
2019,NUTS,2010,BG41,2,0.6038
2011,NUTS,2010,BG42,2,0.0829
2012,NUTS,2010,BG42,2,0.0822
2013,NUTS,2010,BG42,2,0.0824
2014,NUTS,2010,BG42,2,0.0794
2015,NUTS,2010,BG42,2,0.0778
2016,NUTS,2010,BG42,2,0.0789
2017,NUTS,2010,BG42,2,0.0758
2018,NUTS,2010,BG42,2,0.0819
2019,NUTS,2010,BG42,2,0.0876
2012,NUTS,2010,CH,0,0.0353
2014,NUTS,2010,CH,0,0.0404
2015,NUTS,2010,CH,0,0.0404
2017,NUTS,2010,CH,0,0.0389
2019,NUTS,2010,CH,0,0.0438
2011,NUTS,2010,CY,0,0.1405
2012,NUTS,2010,CY,0,0.1312
2013,NUTS,2010,CY,0,0.1212
2014,NUTS,2010,CY,0,0.1158
2015,NUTS,2010,CY,0,0.1206
2016,NUTS,2010,CY,0,0.126
2017,NUTS,2010,CY,0,0.1264
2018,NUTS,2010,CY,0,0.1181
2019,NUTS,2010,CY,0,0.1179
2011,NUTS,2010,CZ,0,0.2976
2012,NUTS,2010,CZ,0,0.2992
2013,NUTS,2010,CZ,0,0.3068
2014,NUTS,2010,CZ,0,0.3107
2015,NUTS,2010,CZ,0,0.3212
2016,NUTS,2010,CZ,0,0.3179
2017,NUTS,2010,CZ,0,0.3419
2018,NUTS,2010,CZ,0,0.3531
2019,NUTS,2010,CZ,0,0.3615
2020,NUTS,2010,CZ,0,0.365
2011,NUTS,2010,CZ0,1,0.2932
2012,NUTS,2010,CZ0,1,0.2945
2013,NUTS,2010,CZ0,1,0.3015
2014,NUTS,2010,CZ0,1,0.3054
2015,NUTS,2010,CZ0,1,0.3146
2016,NUTS,2010,CZ0,1,0.3106
2017,NUTS,2010,CZ0,1,0.3337
2018,NUTS,2010,CZ0,1,0.3434
2019,NUTS,2010,CZ0,1,0.3512
2020,NUTS,2010,CZ0,1,0.3549
2011,NUTS,2010,CZ01,2,1.6126
2012,NUTS,2010,CZ01,2,1.6425
2013,NUTS,2010,CZ01,2,1.6832
2014,NUTS,2010,CZ01,2,1.7346
2015,NUTS,2010,CZ01,2,1.6871
2016,NUTS,2010,CZ01,2,1.5717
2017,NUTS,2010,CZ01,2,1.6503
2018,NUTS,2010,CZ01,2,1.6624
2019,NUTS,2010,CZ01,2,1.6718
2020,NUTS,2010,CZ01,2,1.6811
2011,NUTS,2010,CZ02,2,0.2033
2012,NUTS,2010,CZ02,2,0.1797
2013,NUTS,2010,CZ02,2,0.1918
2014,NUTS,2010,CZ02,2,0.2002
2015,NUTS,2010,CZ02,2,0.2669
2016,NUTS,2010,CZ02,2,0.3311
2017,NUTS,2010,CZ02,2,0.3491
2018,NUTS,2010,CZ02,2,0.3543
2019,NUTS,2010,CZ02,2,0.3578
2020,NUTS,2010,CZ02,2,0.3572
2011,NUTS,2010,CZ03,2,0.1337
2012,NUTS,2010,CZ03,2,0.1297
2013,NUTS,2010,CZ03,2,0.1335
2014,NUTS,2010,CZ03,2,0.1337
2015,NUTS,2010,CZ03,2,0.1373
2016,NUTS,2010,CZ03,2,0.1453
2017,NUTS,2010,CZ03,2,0.1558
2018,NUTS,2010,CZ03,2,0.163
2019,NUTS,2010,CZ03,2,0.1777
2020,NUTS,2010,CZ03,2,0.1726
2011,NUTS,2010,CZ04,2,0.0233
2012,NUTS,2010,CZ04,2,0.0221
2013,NUTS,2010,CZ04,2,0.0215
2014,NUTS,2010,CZ04,2,0.0203
2015,NUTS,2010,CZ04,2,0.0205
2016,NUTS,2010,CZ04,2,0.0215
2017,NUTS,2010,CZ04,2,0.0282
2018,NUTS,2010,CZ04,2,0.0299
2019,NUTS,2010,CZ04,2,0.0298
2020,NUTS,2010,CZ04,2,0.0206
2011,NUTS,2010,CZ05,2,0.0299
2012,NUTS,2010,CZ05,2,0.0272
2013,NUTS,2010,CZ05,2,0.0279
2014,NUTS,2010,CZ05,2,0.0283
2015,NUTS,2010,CZ05,2,0.0325
2016,NUTS,2010,CZ05,2,0.0321
2017,NUTS,2010,CZ05,2,0.0322
2018,NUTS,2010,CZ05,2,0.0329
2019,NUTS,2010,CZ05,2,0.0342
2020,NUTS,2010,CZ05,2,0.0335
2011,NUTS,2010,CZ06,2,0.2364
2012,NUTS,2010,CZ06,2,0.2359
2013,NUTS,2010,CZ06,2,0.2436
2014,NUTS,2010,CZ06,2,0.2242
2015,NUTS,2010,CZ06,2,0.2514
2016,NUTS,2010,CZ06,2,0.2548
2017,NUTS,2010,CZ06,2,0.2692
2018,NUTS,2010,CZ06,2,0.282
2019,NUTS,2010,CZ06,2,0.2905
2020,NUTS,2010,CZ06,2,0.3123
2011,NUTS,2010,CZ07,2,0.0185
2012,NUTS,2010,CZ07,2,0.0138
2013,NUTS,2010,CZ07,2,0.0101
2014,NUTS,2010,CZ07,2,0.0164
2015,NUTS,2010,CZ07,2,0.0183
2016,NUTS,2010,CZ07,2,0.0183
2017,NUTS,2010,CZ07,2,0.033
2018,NUTS,2010,CZ07,2,0.0345
2019,NUTS,2010,CZ07,2,0.033
2020,NUTS,2010,CZ07,2,0.0335
2011,NUTS,2010,CZ08,2,0.0253
2012,NUTS,2010,CZ08,2,0.0285
2013,NUTS,2010,CZ08,2,0.0283
2014,NUTS,2010,CZ08,2,0.0286
2015,NUTS,2010,CZ08,2,0.0322
2016,NUTS,2010,CZ08,2,0.0299
2017,NUTS,2010,CZ08,2,0.0306
2018,NUTS,2010,CZ08,2,0.0319
2019,NUTS,2010,CZ08,2,0.0332
2020,NUTS,2010,CZ08,2,0.0326
2011,NUTS,2010,DE,0,0.2814
2012,NUTS,2010,DE,0,0.2869
2013,NUTS,2010,DE,0,0.2899
2014,NUTS,2010,DE,0,0.2976
2015,NUTS,2010,DE,0,0.2995
2016,NUTS,2010,DE,0,0.2989
2017,NUTS,2010,DE,0,0.3071
2018,NUTS,2010,DE,0,0.3186
2019,NUTS,2010,DE,0,0.3263
2011,NUTS,2010,DE1,1,0.3137
2012,NUTS,2010,DE1,1,0.3106
2013,NUTS,2010,DE1,1,0.3134
2014,NUTS,2010,DE1,1,0.314
2015,NUTS,2010,DE1,1,0.3257
2016,NUTS,2010,DE1,1,0.3216
2017,NUTS,2010,DE1,1,0.3258
2018,NUTS,2010,DE1,1,0.3329
2019,NUTS,2010,DE1,1,0.3397
2011,NUTS,2010,DE11,2,0.1922
2012,NUTS,2010,DE11,2,0.1897
2013,NUTS,2010,DE11,2,0.1866
2014,NUTS,2010,DE11,2,0.1852
2015,NUTS,2010,DE11,2,0.1847
2016,NUTS,2010,DE11,2,0.1859
2017,NUTS,2010,DE11,2,0.1863
2018,NUTS,2010,DE11,2,0.1904
2019,NUTS,2010,DE11,2,0.1972
2011,NUTS,2010,DE12,2,0.6869
2012,NUTS,2010,DE12,2,0.6763
2013,NUTS,2010,DE12,2,0.6923
2014,NUTS,2010,DE12,2,0.7051
2015,NUTS,2010,DE12,2,0.7473
2016,NUTS,2010,DE12,2,0.7351
2017,NUTS,2010,DE12,2,0.7359
2018,NUTS,2010,DE12,2,0.7432
2019,NUTS,2010,DE12,2,0.7417
2011,NUTS,2010,DE13,2,0.2436
2012,NUTS,2010,DE13,2,0.2455
2013,NUTS,2010,DE13,2,0.2421
2014,NUTS,2010,DE13,2,0.2415
2015,NUTS,2010,DE13,2,0.2363
2016,NUTS,2010,DE13,2,0.2372
2017,NUTS,2010,DE13,2,0.2456
2018,NUTS,2010,DE13,2,0.2556
2019,NUTS,2010,DE13,2,0.2708
2011,NUTS,2010,DE14,2,0.1151
2012,NUTS,2010,DE14,2,0.1129
2013,NUTS,2010,DE14,2,0.1149
2014,NUTS,2010,DE14,2,0.1079
2015,NUTS,2010,DE14,2,0.1263
2016,NUTS,2010,DE14,2,0.1253
2017,NUTS,2010,DE14,2,0.1331
2018,NUTS,2010,DE14,2,0.1392
2019,NUTS,2010,DE14,2,0.1417
2011,NUTS,2010,DE2,1,0.2215
2012,NUTS,2010,DE2,1,0.2252
2013,NUTS,2010,DE2,1,0.232
2014,NUTS,2010,DE2,1,0.2349
2015,NUTS,2010,DE2,1,0.2347
2016,NUTS,2010,DE2,1,0.2337
2017,NUTS,2010,DE2,1,0.2373
2018,NUTS,2010,DE2,1,0.2458
2019,NUTS,2010,DE2,1,0.252
2011,NUTS,2010,DE21,2,0.4982
2012,NUTS,2010,DE21,2,0.5014
2013,NUTS,2010,DE21,2,0.5128
2014,NUTS,2010,DE21,2,0.5189
2015,NUTS,2010,DE21,2,0.5042
2016,NUTS,2010,DE21,2,0.4975
2017,NUTS,2010,DE21,2,0.4987
2018,NUTS,2010,DE21,2,0.5152
2019,NUTS,2010,DE21,2,0.52
2015,NUTS,2010,DE22,2,0.0137
2016,NUTS,2010,DE22,2,0.0138
2017,NUTS,2010,DE22,2,0.0123
2018,NUTS,2010,DE22,2,0.0142
2019,NUTS,2010,DE22,2,0.0161
2015,NUTS,2010,DE23,2,0.0436
2016,NUTS,2010,DE23,2,0.0451
2017,NUTS,2010,DE23,2,0.0411
2018,NUTS,2010,DE23,2,0.0447
2019,NUTS,2010,DE23,2,0.0446
2011,NUTS,2010,DE24,2,0.0456
2012,NUTS,2010,DE24,2,0.0488
2013,NUTS,2010,DE24,2,0.0492
2014,NUTS,2010,DE24,2,0.0705
2015,NUTS,2010,DE24,2,0.0765
2016,NUTS,2010,DE24,2,0.0609
2017,NUTS,2010,DE24,2,0.0873
2018,NUTS,2010,DE24,2,0.0866
2019,NUTS,2010,DE24,2,0.0808
2011,NUTS,2010,DE25,2,0.1788
2012,NUTS,2010,DE25,2,0.1705
2013,NUTS,2010,DE25,2,0.1998
2014,NUTS,2010,DE25,2,0.1896
2015,NUTS,2010,DE25,2,0.2037
2016,NUTS,2010,DE25,2,0.2094
2017,NUTS,2010,DE25,2,0.2171
2018,NUTS,2010,DE25,2,0.2312
2019,NUTS,2010,DE25,2,0.2518
2011,NUTS,2010,DE26,2,0.1009
2012,NUTS,2010,DE26,2,0.0919
2013,NUTS,2010,DE26,2,0.0888
2014,NUTS,2010,DE26,2,0.0651
2015,NUTS,2010,DE26,2,0.0726
2016,NUTS,2010,DE26,2,0.0766
2017,NUTS,2010,DE26,2,0.0725
2018,NUTS,2010,DE26,2,0.0724
2019,NUTS,2010,DE26,2,0.0753
2011,NUTS,2010,DE27,2,0.0289
2012,NUTS,2010,DE27,2,0.0307
2013,NUTS,2010,DE27,2,0.0333
2014,NUTS,2010,DE27,2,0.0414
2015,NUTS,2010,DE27,2,0.0437
2016,NUTS,2010,DE27,2,0.0445
2017,NUTS,2010,DE27,2,0.0486
2018,NUTS,2010,DE27,2,0.0578
2019,NUTS,2010,DE27,2,0.0652
2011,NUTS,2010,DE3,1,0.7567
2012,NUTS,2010,DE3,1,0.7678
2013,NUTS,2010,DE3,1,0.7558
2014,NUTS,2010,DE3,1,0.7772
2015,NUTS,2010,DE3,1,0.747
2016,NUTS,2010,DE3,1,0.7374
2017,NUTS,2010,DE3,1,0.7592
2018,NUTS,2010,DE3,1,0.7886
2019,NUTS,2010,DE3,1,0.8027
2011,NUTS,2010,DE30,2,0.7567
2012,NUTS,2010,DE30,2,0.7678
2013,NUTS,2010,DE30,2,0.7558
2014,NUTS,2010,DE30,2,0.7772
2015,NUTS,2010,DE30,2,0.747
2016,NUTS,2010,DE30,2,0.7374
2017,NUTS,2010,DE30,2,0.7592
2018,NUTS,2010,DE30,2,0.7886
2019,NUTS,2010,DE30,2,0.8027
2011,NUTS,2010,DE4,1,0.3316
2012,NUTS,2010,DE4,1,0.3437
2013,NUTS,2010,DE4,1,0.3584
2014,NUTS,2010,DE4,1,0.3781
2015,NUTS,2010,DE4,1,0.3607
2016,NUTS,2010,DE4,1,0.3706
2017,NUTS,2010,DE4,1,0.3753
2018,NUTS,2010,DE4,1,0.3815
2019,NUTS,2010,DE4,1,0.4048
2011,NUTS,2010,DE40,2,0.3316
2012,NUTS,2010,DE40,2,0.3437
2013,NUTS,2010,DE40,2,0.3584
2014,NUTS,2010,DE40,2,0.3781
2015,NUTS,2010,DE40,2,0.3607
2016,NUTS,2010,DE40,2,0.3706
2017,NUTS,2010,DE40,2,0.3753
2018,NUTS,2010,DE40,2,0.3815
2019,NUTS,2010,DE40,2,0.4048
2011,NUTS,2010,DE5,1,0.7365
2012,NUTS,2010,DE5,1,0.7844
2013,NUTS,2010,DE5,1,0.8033
2014,NUTS,2010,DE5,1,0.8805
2015,NUTS,2010,DE5,1,0.9376
2016,NUTS,2010,DE5,1,0.9001
2017,NUTS,2010,DE5,1,0.9139
2018,NUTS,2010,DE5,1,0.9396
2019,NUTS,2010,DE5,1,0.9746
2011,NUTS,2010,DE50,2,0.7365
2012,NUTS,2010,DE50,2,0.7844
2013,NUTS,2010,DE50,2,0.8033
2014,NUTS,2010,DE50,2,0.8805
2015,NUTS,2010,DE50,2,0.9376
2016,NUTS,2010,DE50,2,0.9001
