year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_t_pc_act_hc
2016,NUTS,2010,ITI,1,0.3952
2017,NUTS,2010,ITI,1,0.3905
2018,NUTS,2010,ITI,1,0.3986
2019,NUTS,2010,ITI,1,0.395
2011,NUTS,2010,ITI1,2,0.1702
2012,NUTS,2010,ITI1,2,0.1778
2013,NUTS,2010,ITI1,2,0.1964
2014,NUTS,2010,ITI1,2,0.1938
2015,NUTS,2010,ITI1,2,0.1915
2016,NUTS,2010,ITI1,2,0.2037
2017,NUTS,2010,ITI1,2,0.1958
2018,NUTS,2010,ITI1,2,0.2182
2019,NUTS,2010,ITI1,2,0.208
2011,NUTS,2010,ITI2,2,0.0592
2012,NUTS,2010,ITI2,2,0.0664
2013,NUTS,2010,ITI2,2,0.0804
2014,NUTS,2010,ITI2,2,0.0893
2015,NUTS,2010,ITI2,2,0.0882
2016,NUTS,2010,ITI2,2,0.1011
2017,NUTS,2010,ITI2,2,0.083
2018,NUTS,2010,ITI2,2,0.0847
2019,NUTS,2010,ITI2,2,0.0981
2011,NUTS,2010,ITI3,2,0.0418
2012,NUTS,2010,ITI3,2,0.0494
2013,NUTS,2010,ITI3,2,0.058
2014,NUTS,2010,ITI3,2,0.0594
2015,NUTS,2010,ITI3,2,0.0604
2016,NUTS,2010,ITI3,2,0.0651
2017,NUTS,2010,ITI3,2,0.0641
2018,NUTS,2010,ITI3,2,0.0652
2019,NUTS,2010,ITI3,2,0.0698
2011,NUTS,2010,ITI4,2,0.6464
2012,NUTS,2010,ITI4,2,0.637
2013,NUTS,2010,ITI4,2,0.6155
2014,NUTS,2010,ITI4,2,0.6078
2015,NUTS,2010,ITI4,2,0.6093
2016,NUTS,2010,ITI4,2,0.6521
2017,NUTS,2010,ITI4,2,0.6474
2018,NUTS,2010,ITI4,2,0.6466
2019,NUTS,2010,ITI4,2,0.6461
2011,NUTS,2010,KR,0,0.142
2011,NUTS,2010,LT,0,0.1872
2012,NUTS,2010,LT,0,0.1843
2013,NUTS,2010,LT,0,0.1928
2014,NUTS,2010,LT,0,0.1974
2015,NUTS,2010,LT,0,0.1974
2016,NUTS,2010,LT,0,0.2711
2017,NUTS,2010,LT,0,0.2859
2018,NUTS,2010,LT,0,0.281
2019,NUTS,2010,LT,0,0.2806
2015,NUTS,2010,LT01,2,0.463
2016,NUTS,2010,LT01,2,0.4907
2017,NUTS,2010,LT01,2,0.5057
2018,NUTS,2010,LT01,2,0.4903
2019,NUTS,2010,LT01,2,0.4967
2015,NUTS,2010,LT02,2,0.081
2016,NUTS,2010,LT02,2,0.166
2017,NUTS,2010,LT02,2,0.1731
2018,NUTS,2010,LT02,2,0.1695
2019,NUTS,2010,LT02,2,0.1663
2011,NUTS,2010,LU,0,0.5517
2012,NUTS,2010,LU,0,0.5224
2013,NUTS,2010,LU,0,0.5223
2014,NUTS,2010,LU,0,0.5128
2015,NUTS,2010,LU,0,0.4766
2017,NUTS,2010,LU,0,0.4493
2019,NUTS,2010,LU,0,0.4559
2011,NUTS,2010,LV,0,0.1587
2012,NUTS,2010,LV,0,0.1583
2013,NUTS,2010,LV,0,0.1621
2014,NUTS,2010,LV,0,0.1648
2015,NUTS,2010,LV,0,0.1689
2016,NUTS,2010,LV,0,0.1674
2017,NUTS,2010,LV,0,0.1673
2018,NUTS,2010,LV,0,0.1853
2019,NUTS,2010,LV,0,0.1786
2011,NUTS,2010,ME,0,0.2743
2013,NUTS,2010,ME,0,0.2747
2014,NUTS,2010,ME,0,0.2525
2015,NUTS,2010,ME,0,0.2955
2016,NUTS,2010,ME,0,0.2487
2017,NUTS,2010,ME,0,0.2858
2018,NUTS,2010,ME,0,0.2828
2019,NUTS,2010,ME,0,0.3064
2011,NUTS,2010,MK,0,0.0484
2012,NUTS,2010,MK,0,0.0797
2015,NUTS,2010,MK,0,0.048
2016,NUTS,2010,MK,0,0.0661
2017,NUTS,2010,MK,0,0.0619
2018,NUTS,2010,MK,0,0.0489
2019,NUTS,2010,MK,0,0.0448
2011,NUTS,2010,MT,0,0.0284
2012,NUTS,2010,MT,0,0.0258
2013,NUTS,2010,MT,0,0.0247
2014,NUTS,2010,MT,0,0.0268
2015,NUTS,2010,MT,0,0.035
2016,NUTS,2010,MT,0,0.0367
2017,NUTS,2010,MT,0,0.0363
2018,NUTS,2010,MT,0,0.0342
2019,NUTS,2010,MT,0,0.0127
2011,NUTS,2010,NL,0,0.1518
2012,NUTS,2010,NL,0,0.1984
2013,NUTS,2010,NL,0,0.1255
2014,NUTS,2010,NL,0,0.1293
2015,NUTS,2010,NL,0,0.1348
2016,NUTS,2010,NL,0,0.1331
2017,NUTS,2010,NL,0,0.1335
2018,NUTS,2010,NL,0,0.1408
2019,NUTS,2010,NL,0,0.1453
2011,NUTS,2010,NL3,1,0.2306
2012,NUTS,2010,NL3,1,0.2648
2011,NUTS,2010,NO,0,0.3572
2012,NUTS,2010,NO,0,0.3531
2013,NUTS,2010,NO,0,0.3563
2014,NUTS,2010,NO,0,0.3525
2015,NUTS,2010,NO,0,0.3586
2016,NUTS,2010,NO,0,0.3541
2017,NUTS,2010,NO,0,0.368
2018,NUTS,2010,NO,0,0.3633
2019,NUTS,2010,NO,0,0.3606
2011,NUTS,2010,NO0,1,0.3468
2012,NUTS,2010,NO0,1,0.3424
2013,NUTS,2010,NO0,1,0.3453
2014,NUTS,2010,NO0,1,0.3408
2015,NUTS,2010,NO0,1,0.3459
2017,NUTS,2010,NO0,1,0.3553
2018,NUTS,2010,NO0,1,0.3504
2019,NUTS,2010,NO0,1,0.3477
2011,NUTS,2010,NO01,2,0.7485
2012,NUTS,2010,NO01,2,0.7337
2013,NUTS,2010,NO01,2,0.737
2014,NUTS,2010,NO01,2,0.6943
2015,NUTS,2010,NO01,2,0.7065
2017,NUTS,2010,NO01,2,0.6837
2018,NUTS,2010,NO01,2,0.6959
2019,NUTS,2010,NO01,2,0.6813
2011,NUTS,2010,NO02,2,0.1251
2012,NUTS,2010,NO02,2,0.1279
2013,NUTS,2010,NO02,2,0.1317
2014,NUTS,2010,NO02,2,0.1381
2015,NUTS,2010,NO02,2,0.1298
2017,NUTS,2010,NO02,2,0.1499
2018,NUTS,2010,NO02,2,0.1589
2019,NUTS,2010,NO02,2,0.1478
2011,NUTS,2010,NO03,2,0.1439
2012,NUTS,2010,NO03,2,0.1423
2013,NUTS,2010,NO03,2,0.1538
2014,NUTS,2010,NO03,2,0.1772
2015,NUTS,2010,NO03,2,0.1755
2017,NUTS,2010,NO03,2,0.1798
2018,NUTS,2010,NO03,2,0.1742
2019,NUTS,2010,NO03,2,0.1734
2011,NUTS,2010,NO04,2,0.0849
2012,NUTS,2010,NO04,2,0.086
2013,NUTS,2010,NO04,2,0.0926
2014,NUTS,2010,NO04,2,0.0893
2015,NUTS,2010,NO04,2,0.1011
2017,NUTS,2010,NO04,2,0.1222
2018,NUTS,2010,NO04,2,0.1223
2019,NUTS,2010,NO04,2,0.1111
2011,NUTS,2010,NO05,2,0.3565
2012,NUTS,2010,NO05,2,0.3509
2013,NUTS,2010,NO05,2,0.3497
2014,NUTS,2010,NO05,2,0.353
2015,NUTS,2010,NO05,2,0.3441
2017,NUTS,2010,NO05,2,0.3778
2018,NUTS,2010,NO05,2,0.3287
2019,NUTS,2010,NO05,2,0.3442
2011,NUTS,2010,NO06,2,0.3238
2012,NUTS,2010,NO06,2,0.3212
2013,NUTS,2010,NO06,2,0.3019
2014,NUTS,2010,NO06,2,0.282
2015,NUTS,2010,NO06,2,0.2818
2017,NUTS,2010,NO06,2,0.2829
2018,NUTS,2010,NO06,2,0.2981
2019,NUTS,2010,NO06,2,0.2958
2011,NUTS,2010,NO07,2,0.2615
2012,NUTS,2010,NO07,2,0.2682
2013,NUTS,2010,NO07,2,0.2705
2014,NUTS,2010,NO07,2,0.285
2015,NUTS,2010,NO07,2,0.3028
2017,NUTS,2010,NO07,2,0.3222
2018,NUTS,2010,NO07,2,0.3116
2019,NUTS,2010,NO07,2,0.3078
2011,NUTS,2010,PL,0,0.1635
2012,NUTS,2010,PL,0,0.1613
2013,NUTS,2010,PL,0,0.1628
2014,NUTS,2010,PL,0,0.1643
2015,NUTS,2010,PL,0,0.1577
2016,NUTS,2010,PL,0,0.0445
2017,NUTS,2010,PL,0,0.0517
2018,NUTS,2010,PL,0,0.0486
2019,NUTS,2010,PL,0,0.0408
2012,NUTS,2010,PL1,1,0.6123
2013,NUTS,2010,PL1,1,0.4169
2014,NUTS,2010,PL1,1,0.407
2015,NUTS,2010,PL1,1,0.3909
2012,NUTS,2010,PL11,2,0.1112
2013,NUTS,2010,PL11,2,0.1065
2011,NUTS,2010,PL12,2,0.6389
2012,NUTS,2010,PL12,2,0.5563
2013,NUTS,2010,PL12,2,0.5834
2011,NUTS,2010,PL2,1,0.1116
2012,NUTS,2010,PL2,1,0.1446
2013,NUTS,2010,PL2,1,0.1373
2014,NUTS,2010,PL2,1,0.138
2015,NUTS,2010,PL2,1,0.1432
2016,NUTS,2010,PL2,1,0.0282
2017,NUTS,2010,PL2,1,0.0522
2018,NUTS,2010,PL2,1,0.0556
2019,NUTS,2010,PL2,1,0.0287
2011,NUTS,2010,PL21,2,0.1443
2012,NUTS,2010,PL21,2,0.2042
2016,NUTS,2010,PL21,2,0.0399
2017,NUTS,2010,PL21,2,0.0821
2018,NUTS,2010,PL21,2,0.0921
2011,NUTS,2010,PL22,2,0.0895
2012,NUTS,2010,PL22,2,0.1036
2016,NUTS,2010,PL22,2,0.0193
2017,NUTS,2010,PL22,2,0.0296
2018,NUTS,2010,PL22,2,0.0276
2013,NUTS,2010,PL3,1,0.0345
2014,NUTS,2010,PL3,1,0.0358
2011,NUTS,2010,PL31,2,0.0829
2012,NUTS,2010,PL31,2,0.0752
2012,NUTS,2010,PL33,2,0.0045
2014,NUTS,2010,PL33,2,0.0152
2015,NUTS,2010,PL33,2,0.0171
2011,NUTS,2010,PL4,1,0.0903
2012,NUTS,2010,PL4,1,0.0776
2014,NUTS,2010,PL4,1,0.0809
2015,NUTS,2010,PL4,1,0.0733
2016,NUTS,2010,PL4,1,0.0113
2017,NUTS,2010,PL4,1,0.0232
2018,NUTS,2010,PL4,1,0.0326
2019,NUTS,2010,PL4,1,0.0285
2017,NUTS,2010,PL41,2,0.0245
2018,NUTS,2010,PL41,2,0.0369
2019,NUTS,2010,PL41,2,0.0317
2011,NUTS,2010,PL42,2,0.0
2013,NUTS,2010,PL42,2,0.0064
2016,NUTS,2010,PL42,2,0.0044
2012,NUTS,2010,PL43,2,0.0016
2013,NUTS,2010,PL43,2,0.0011
2014,NUTS,2010,PL43,2,0.0007
2015,NUTS,2010,PL43,2,0.0007
2011,NUTS,2010,PL5,1,0.0477
2012,NUTS,2010,PL5,1,0.0718
2013,NUTS,2010,PL5,1,0.0845
2014,NUTS,2010,PL5,1,0.0806
2016,NUTS,2010,PL5,1,0.0101
2017,NUTS,2010,PL5,1,0.0166
2019,NUTS,2010,PL5,1,0.0391
2012,NUTS,2010,PL51,2,0.0747
2019,NUTS,2010,PL51,2,0.0465
2012,NUTS,2010,PL52,2,0.063
2019,NUTS,2010,PL52,2,0.0154
2011,NUTS,2010,PL6,1,0.0398
2014,NUTS,2010,PL6,1,0.0462
2015,NUTS,2010,PL6,1,0.0449
2016,NUTS,2010,PL6,1,0.0082
2017,NUTS,2010,PL6,1,0.0177
2018,NUTS,2010,PL6,1,0.0223
2019,NUTS,2010,PL6,1,0.0181
2015,NUTS,2010,PL61,2,0.0156
2019,NUTS,2010,PL61,2,0.01
2012,NUTS,2010,PL62,2,0.0529
2014,NUTS,2010,PL62,2,0.0515
2015,NUTS,2010,PL62,2,0.0497
2016,NUTS,2010,PL62,2,0.0122
2019,NUTS,2010,PL62,2,0.0061
2011,NUTS,2010,PL63,2,0.0558
2015,NUTS,2010,PL63,2,0.0673
2017,NUTS,2010,PL63,2,0.0183
2018,NUTS,2010,PL63,2,0.0294
2019,NUTS,2010,PL63,2,0.0316
2016,NUTS,2010,PL7,1,0.0297
2017,NUTS,2010,PL7,1,0.0578
2019,NUTS,2010,PL7,1,0.0407
2016,NUTS,2010,PL71,2,0.037
2018,NUTS,2010,PL71,2,0.0568
2016,NUTS,2010,PL72,2,0.0146
2016,NUTS,2010,PL8,1,0.0111
2017,NUTS,2010,PL8,1,0.0168
2018,NUTS,2010,PL8,1,0.0132
2019,NUTS,2010,PL8,1,0.0153
2016,NUTS,2010,PL81,2,0.0137
2017,NUTS,2010,PL81,2,0.013
2019,NUTS,2010,PL81,2,0.017
2016,NUTS,2010,PL82,2,0.0047
2017,NUTS,2010,PL82,2,0.0159
2019,NUTS,2010,PL82,2,0.0112
2016,NUTS,2010,PL84,2,0.0177
2017,NUTS,2010,PL84,2,0.0255
2019,NUTS,2010,PL84,2,0.0197
2016,NUTS,2010,PL9,1,0.1913
2017,NUTS,2010,PL9,1,0.1552
2018,NUTS,2010,PL9,1,0.1238
2019,NUTS,2010,PL9,1,0.1066
2019,NUTS,2010,PL91,2,0.173
2019,NUTS,2010,PL92,2,0.0106
2011,NUTS,2010,PT,0,0.1405
2012,NUTS,2010,PT,0,0.1117
2013,NUTS,2010,PT,0,0.1131
2014,NUTS,2010,PT,0,0.1216
2015,NUTS,2010,PT,0,0.1324
2016,NUTS,2010,PT,0,0.132
2017,NUTS,2010,PT,0,0.1451
2018,NUTS,2010,PT,0,0.1474
2019,NUTS,2010,PT,0,0.1547
2020,NUTS,2010,PT,0,0.1737
2011,NUTS,2010,PT1,1,0.1293
2012,NUTS,2010,PT1,1,0.1014
2013,NUTS,2010,PT1,1,0.1036
2014,NUTS,2010,PT1,1,0.1128
2015,NUTS,2010,PT1,1,0.1235
2016,NUTS,2010,PT1,1,0.1238
2017,NUTS,2010,PT1,1,0.137
2018,NUTS,2010,PT1,1,0.1402
2019,NUTS,2010,PT1,1,0.1462
2020,NUTS,2010,PT1,1,0.164
2011,NUTS,2010,PT11,2,0.0748
2012,NUTS,2010,PT11,2,0.0521
2013,NUTS,2010,PT11,2,0.0631
2014,NUTS,2010,PT11,2,0.0753
2015,NUTS,2010,PT11,2,0.0879
2016,NUTS,2010,PT11,2,0.0934
2017,NUTS,2010,PT11,2,0.1107
2018,NUTS,2010,PT11,2,0.1193
2019,NUTS,2010,PT11,2,0.1339
2020,NUTS,2010,PT11,2,0.1444
2011,NUTS,2010,PT15,2,0.0545
2012,NUTS,2010,PT15,2,0.0804
2013,NUTS,2010,PT15,2,0.0632
2014,NUTS,2010,PT15,2,0.0427
2015,NUTS,2010,PT15,2,0.0248
2016,NUTS,2010,PT15,2,0.0397
2017,NUTS,2010,PT15,2,0.0384
2018,NUTS,2010,PT15,2,0.0399
2019,NUTS,2010,PT15,2,0.0524
2020,NUTS,2010,PT15,2,0.0659
2011,NUTS,2010,PT16,2,0.0697
2012,NUTS,2010,PT16,2,0.059
2013,NUTS,2010,PT16,2,0.0582
2014,NUTS,2010,PT16,2,0.0633
2015,NUTS,2010,PT16,2,0.0786
2016,NUTS,2010,PT16,2,0.0804
2017,NUTS,2010,PT16,2,0.0856
2018,NUTS,2010,PT16,2,0.0845
2019,NUTS,2010,PT16,2,0.0937
2020,NUTS,2010,PT16,2,0.0923
2011,NUTS,2010,PT17,2,0.2969
2012,NUTS,2010,PT17,2,0.2328
2013,NUTS,2010,PT17,2,0.2282
2014,NUTS,2010,PT17,2,0.2417
2015,NUTS,2010,PT17,2,0.2514
2016,NUTS,2010,PT17,2,0.2394
2017,NUTS,2010,PT17,2,0.263
2018,NUTS,2010,PT17,2,0.2625
2019,NUTS,2010,PT17,2,0.2537
2020,NUTS,2010,PT17,2,0.3017
2011,NUTS,2010,PT18,2,0.0119
2012,NUTS,2010,PT18,2,0.0074
2013,NUTS,2010,PT18,2,0.0089
2014,NUTS,2010,PT18,2,0.0126
2015,NUTS,2010,PT18,2,0.0137
2016,NUTS,2010,PT18,2,0.0125
2017,NUTS,2010,PT18,2,0.0017
2018,NUTS,2010,PT18,2,0.0029
2019,NUTS,2010,PT18,2,0.0015
2020,NUTS,2010,PT18,2,0.0015
2011,NUTS,2010,PT2,1,0.1042
2012,NUTS,2010,PT2,1,0.1733
2013,NUTS,2010,PT2,1,0.1573
2014,NUTS,2010,PT2,1,0.1628
2015,NUTS,2010,PT2,1,0.1643
2016,NUTS,2010,PT2,1,0.1341
2017,NUTS,2010,PT2,1,0.1007
2018,NUTS,2010,PT2,1,0.0744
2019,NUTS,2010,PT2,1,0.0972
2020,NUTS,2010,PT2,1,0.1378
2011,NUTS,2010,PT20,2,0.1042
2012,NUTS,2010,PT20,2,0.1733
2013,NUTS,2010,PT20,2,0.1573
2014,NUTS,2010,PT20,2,0.1628
2015,NUTS,2010,PT20,2,0.1643
2016,NUTS,2010,PT20,2,0.1341
2017,NUTS,2010,PT20,2,0.1007
2018,NUTS,2010,PT20,2,0.0744
2019,NUTS,2010,PT20,2,0.0972
2020,NUTS,2010,PT20,2,0.1378
2011,NUTS,2010,PT3,1,0.1576
2012,NUTS,2010,PT3,1,0.0824
2013,NUTS,2010,PT3,1,0.0926
2014,NUTS,2010,PT3,1,0.0974
2015,NUTS,2010,PT3,1,0.1146
2016,NUTS,2010,PT3,1,0.131
2017,NUTS,2010,PT3,1,0.1576
2018,NUTS,2010,PT3,1,0.1511
2019,NUTS,2010,PT3,1,0.1694
2020,NUTS,2010,PT3,1,0.1793
2011,NUTS,2010,PT30,2,0.1576
2012,NUTS,2010,PT30,2,0.0824
2013,NUTS,2010,PT30,2,0.0926
2014,NUTS,2010,PT30,2,0.0974
2015,NUTS,2010,PT30,2,0.1146
2016,NUTS,2010,PT30,2,0.131
2017,NUTS,2010,PT30,2,0.1576
2018,NUTS,2010,PT30,2,0.1511
2019,NUTS,2010,PT30,2,0.1694
2020,NUTS,2010,PT30,2,0.1793
2011,NUTS,2010,RO,0,0.1416
2012,NUTS,2010,RO,0,0.1507
2013,NUTS,2010,RO,0,0.1646
2014,NUTS,2010,RO,0,0.1579
2015,NUTS,2010,RO,0,0.1571
2016,NUTS,2010,RO,0,0.1643
2017,NUTS,2010,RO,0,0.1612
2018,NUTS,2010,RO,0,0.1599
2019,NUTS,2010,RO,0,0.1605
2011,NUTS,2010,RO1,1,0.0328
2012,NUTS,2010,RO1,1,0.0475
2013,NUTS,2010,RO1,1,0.0564
2014,NUTS,2010,RO1,1,0.0531
2015,NUTS,2010,RO1,1,0.0503
2016,NUTS,2010,RO1,1,0.0506
2017,NUTS,2010,RO1,1,0.0491
2018,NUTS,2010,RO1,1,0.0505
2019,NUTS,2010,RO1,1,0.0531
2011,NUTS,2010,RO11,2,0.0432
2012,NUTS,2010,RO11,2,0.0692
2013,NUTS,2010,RO11,2,0.0859
2014,NUTS,2010,RO11,2,0.0774
2015,NUTS,2010,RO11,2,0.0711
2016,NUTS,2010,RO11,2,0.069
2017,NUTS,2010,RO11,2,0.0676
2018,NUTS,2010,RO11,2,0.0688
2019,NUTS,2010,RO11,2,0.0708
2011,NUTS,2010,RO12,2,0.0201
2012,NUTS,2010,RO12,2,0.0202
2013,NUTS,2010,RO12,2,0.0198
2014,NUTS,2010,RO12,2,0.0228
2015,NUTS,2010,RO12,2,0.0246
2016,NUTS,2010,RO12,2,0.0279
2017,NUTS,2010,RO12,2,0.0262
2018,NUTS,2010,RO12,2,0.027
2019,NUTS,2010,RO12,2,0.031
2011,NUTS,2010,RO2,1,0.0439
2012,NUTS,2010,RO2,1,0.0391
2013,NUTS,2010,RO2,1,0.0454
2014,NUTS,2010,RO2,1,0.0486
2015,NUTS,2010,RO2,1,0.0517
2016,NUTS,2010,RO2,1,0.057
2017,NUTS,2010,RO2,1,0.0589
2018,NUTS,2010,RO2,1,0.0604
2019,NUTS,2010,RO2,1,0.0628
2011,NUTS,2010,RO21,2,0.0409
2012,NUTS,2010,RO21,2,0.038
2013,NUTS,2010,RO21,2,0.0475
2014,NUTS,2010,RO21,2,0.0526
2015,NUTS,2010,RO21,2,0.0507
2016,NUTS,2010,RO21,2,0.0571
2017,NUTS,2010,RO21,2,0.0562
2018,NUTS,2010,RO21,2,0.0587
2019,NUTS,2010,RO21,2,0.0602
2011,NUTS,2010,RO22,2,0.0483
2012,NUTS,2010,RO22,2,0.0408
2013,NUTS,2010,RO22,2,0.0423
2014,NUTS,2010,RO22,2,0.0424
2015,NUTS,2010,RO22,2,0.0532
2016,NUTS,2010,RO22,2,0.0567
2017,NUTS,2010,RO22,2,0.0633
2018,NUTS,2010,RO22,2,0.063
2019,NUTS,2010,RO22,2,0.0668
2011,NUTS,2010,RO3,1,0.3299
2012,NUTS,2010,RO3,1,0.3603
2013,NUTS,2010,RO3,1,0.3761
2014,NUTS,2010,RO3,1,0.3613
2015,NUTS,2010,RO3,1,0.3604
2016,NUTS,2010,RO3,1,0.3796
2017,NUTS,2010,RO3,1,0.369
2018,NUTS,2010,RO3,1,0.3594
2019,NUTS,2010,RO3,1,0.3659
2011,NUTS,2010,RO31,2,0.0475
2012,NUTS,2010,RO31,2,0.0454
2013,NUTS,2010,RO31,2,0.043
2014,NUTS,2010,RO31,2,0.0397
2015,NUTS,2010,RO31,2,0.041
2016,NUTS,2010,RO31,2,0.0445
2017,NUTS,2010,RO31,2,0.0377
2018,NUTS,2010,RO31,2,0.0357
2019,NUTS,2010,RO31,2,0.0372
2011,NUTS,2010,RO32,2,0.6749
2012,NUTS,2010,RO32,2,0.7538
2013,NUTS,2010,RO32,2,0.8025
2014,NUTS,2010,RO32,2,0.7693
2015,NUTS,2010,RO32,2,0.7554
2016,NUTS,2010,RO32,2,0.7762
2017,NUTS,2010,RO32,2,0.7572
2018,NUTS,2010,RO32,2,0.7319
2019,NUTS,2010,RO32,2,0.7399
2011,NUTS,2010,RO4,1,0.0485
2012,NUTS,2010,RO4,1,0.0326
2013,NUTS,2010,RO4,1,0.0469
2014,NUTS,2010,RO4,1,0.04
2015,NUTS,2010,RO4,1,0.0524
2016,NUTS,2010,RO4,1,0.0562
2017,NUTS,2010,RO4,1,0.0552
2018,NUTS,2010,RO4,1,0.0592
2019,NUTS,2010,RO4,1,0.0535
2011,NUTS,2010,RO41,2,0.0515
2012,NUTS,2010,RO41,2,0.026
2013,NUTS,2010,RO41,2,0.0463
2014,NUTS,2010,RO41,2,0.0299
2015,NUTS,2010,RO41,2,0.0519
2016,NUTS,2010,RO41,2,0.0527
2017,NUTS,2010,RO41,2,0.0491
2018,NUTS,2010,RO41,2,0.0554
2019,NUTS,2010,RO41,2,0.0416
2011,NUTS,2010,RO42,2,0.0446
2012,NUTS,2010,RO42,2,0.0408
2013,NUTS,2010,RO42,2,0.0476
2014,NUTS,2010,RO42,2,0.0524
2015,NUTS,2010,RO42,2,0.0531
2016,NUTS,2010,RO42,2,0.0602
2017,NUTS,2010,RO42,2,0.0627
2018,NUTS,2010,RO42,2,0.0639
2019,NUTS,2010,RO42,2,0.0675
2011,NUTS,2010,RS,0,0.1835
2012,NUTS,2010,RS,0,0.1901
2013,NUTS,2010,RS,0,0.1862
2014,NUTS,2010,RS,0,0.1582
2015,NUTS,2010,RS,0,0.1877
2016,NUTS,2010,RS,0,0.1781
2017,NUTS,2010,RS,0,0.1738
2018,NUTS,2010,RS,0,0.1781
2019,NUTS,2010,RS,0,0.1817
2020,NUTS,2010,RS,0,0.1869
2018,NUTS,2010,RS1,1,0.3162
2019,NUTS,2010,RS1,1,0.3185
2020,NUTS,2010,RS1,1,0.3202
2018,NUTS,2010,RS11,2,0.5393
2019,NUTS,2010,RS11,2,0.5354
2020,NUTS,2010,RS11,2,0.5375
2018,NUTS,2010,RS12,2,0.1021
2019,NUTS,2010,RS12,2,0.1112
2020,NUTS,2010,RS12,2,0.1107
2018,NUTS,2010,RS2,1,0.0128
2019,NUTS,2010,RS2,1,0.0132
2020,NUTS,2010,RS2,1,0.0201
2018,NUTS,2010,RS21,2,0.0028
2019,NUTS,2010,RS21,2,0.0027
2020,NUTS,2010,RS21,2,0.0091
2018,NUTS,2010,RS22,2,0.0266
2019,NUTS,2010,RS22,2,0.0277
2020,NUTS,2010,RS22,2,0.0356
2011,NUTS,2010,RU,0,0.3364
2012,NUTS,2010,RU,0,0.3589
2011,NUTS,2010,SE,0,0.1873
2013,NUTS,2010,SE,0,0.2509
2015,NUTS,2010,SE,0,0.3171
2017,NUTS,2010,SE,0,0.3441
2019,NUTS,2010,SE,0,0.3566
2011,NUTS,2010,SE1,1,0.1605
2013,NUTS,2010,SE1,1,0.3129
2015,NUTS,2010,SE1,1,0.3743
2017,NUTS,2010,SE1,1,0.3485
2019,NUTS,2010,SE1,1,0.3389
2011,NUTS,2010,SE11,2,0.1407
2013,NUTS,2010,SE11,2,0.3558
2015,NUTS,2010,SE11,2,0.3873
2017,NUTS,2010,SE11,2,0.2746
2019,NUTS,2010,SE11,2,0.2615
2011,NUTS,2010,SE12,2,0.1893
2013,NUTS,2010,SE12,2,0.2494
2015,NUTS,2010,SE12,2,0.3549
2017,NUTS,2010,SE12,2,0.4602
2019,NUTS,2010,SE12,2,0.4563
2011,NUTS,2010,SE2,1,0.1892
2013,NUTS,2010,SE2,1,0.1897
2015,NUTS,2010,SE2,1,0.2556
2017,NUTS,2010,SE2,1,0.3451
2019,NUTS,2010,SE2,1,0.3908
2011,NUTS,2010,SE21,2,0.0328
2013,NUTS,2010,SE21,2,0.0576
2015,NUTS,2010,SE21,2,0.0729
2017,NUTS,2010,SE21,2,0.0661
2019,NUTS,2010,SE21,2,0.0657
2011,NUTS,2010,SE22,2,0.0178
2013,NUTS,2010,SE22,2,0.0383
2015,NUTS,2010,SE22,2,0.0721
2017,NUTS,2010,SE22,2,0.3642
2019,NUTS,2010,SE22,2,0.6353
2011,NUTS,2010,SE23,2,0.3791
2013,NUTS,2010,SE23,2,0.3531
2015,NUTS,2010,SE23,2,0.4651
2017,NUTS,2010,SE23,2,0.4468
2019,NUTS,2010,SE23,2,0.3514
2011,NUTS,2010,SE3,1,0.2053
2013,NUTS,2010,SE3,1,0.2036
2015,NUTS,2010,SE3,1,0.2542
2017,NUTS,2010,SE3,1,0.2376
2019,NUTS,2010,SE3,1,0.2111
2011,NUTS,2010,SE31,2,0.1767
2013,NUTS,2010,SE31,2,0.1653
2015,NUTS,2010,SE31,2,0.169
2017,NUTS,2010,SE31,2,0.1767
2019,NUTS,2010,SE31,2,0.1526
2011,NUTS,2010,SE32,2,0.0223
2013,NUTS,2010,SE32,2,0.063
2015,NUTS,2010,SE32,2,0.0536
2017,NUTS,2010,SE32,2,0.0648
2019,NUTS,2010,SE32,2,0.0495
2011,NUTS,2010,SE33,2,0.3826
2013,NUTS,2010,SE33,2,0.366
2015,NUTS,2010,SE33,2,0.5301
2017,NUTS,2010,SE33,2,0.4567
2019,NUTS,2010,SE33,2,0.4271
2011,NUTS,2010,SI,0,0.3074
2012,NUTS,2010,SI,0,0.3007
2013,NUTS,2010,SI,0,0.3073
2014,NUTS,2010,SI,0,0.2957
2015,NUTS,2010,SI,0,0.2954
2016,NUTS,2010,SI,0,0.2974
2017,NUTS,2010,SI,0,0.3081
2018,NUTS,2010,SI,0,0.3213
2019,NUTS,2010,SI,0,0.3294
2011,NUTS,2010,SI0,1,0.2982
2012,NUTS,2010,SI0,1,0.2932
2013,NUTS,2010,SI0,1,0.2995
2014,NUTS,2010,SI0,1,0.2865
2015,NUTS,2010,SI0,1,0.2885
2016,NUTS,2010,SI0,1,0.2913
2017,NUTS,2010,SI0,1,0.301
2018,NUTS,2010,SI0,1,0.3128
2019,NUTS,2010,SI0,1,0.3226
2013,NUTS,2010,SI03,2,0.039
2014,NUTS,2010,SI03,2,0.0185
2015,NUTS,2010,SI03,2,0.0118
2016,NUTS,2010,SI03,2,0.0086
