year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_act_hc_total_gov_f
2011,NUTS,2010,PL31,2,0.1077
2000,NUTS,2010,PL32,2,0.0228
2003,NUTS,2010,PL32,2,0.0025
2004,NUTS,2010,PL32,2,0.0029
2005,NUTS,2010,PL32,2,0.0
2006,NUTS,2010,PL32,2,0.008
2007,NUTS,2010,PL32,2,0.0121
2008,NUTS,2010,PL32,2,0.0037
2007,NUTS,2010,PL33,2,0.0
2008,NUTS,2010,PL33,2,0.0
2012,NUTS,2010,PL33,2,0.0065
2014,NUTS,2010,PL33,2,0.0275
2015,NUTS,2010,PL33,2,0.0294
2007,NUTS,2010,PL34,2,0.008
2008,NUTS,2010,PL34,2,0.0096
2011,NUTS,2010,PL34,2,0.0102
2000,NUTS,2010,PL4,1,0.0483
2003,NUTS,2010,PL4,1,0.0546
2004,NUTS,2010,PL4,1,0.0551
2005,NUTS,2010,PL4,1,0.0502
2006,NUTS,2010,PL4,1,0.0754
2007,NUTS,2010,PL4,1,0.0706
2008,NUTS,2010,PL4,1,0.0864
2009,NUTS,2010,PL4,1,0.0708
2011,NUTS,2010,PL4,1,0.0903
2012,NUTS,2010,PL4,1,0.0842
2013,NUTS,2010,PL4,1,0.0807
2014,NUTS,2010,PL4,1,0.084
2015,NUTS,2010,PL4,1,0.0795
2016,NUTS,2010,PL4,1,0.0163
2017,NUTS,2010,PL4,1,0.0403
2018,NUTS,2010,PL4,1,0.053
2019,NUTS,2010,PL4,1,0.0478
2000,NUTS,2010,PL41,2,0.081
2003,NUTS,2010,PL41,2,0.0943
2004,NUTS,2010,PL41,2,0.0972
2005,NUTS,2010,PL41,2,0.089
2006,NUTS,2010,PL41,2,0.1316
2007,NUTS,2010,PL41,2,0.1204
2008,NUTS,2010,PL41,2,0.1464
2009,NUTS,2010,PL41,2,0.1269
2010,NUTS,2010,PL41,2,0.1326
2016,NUTS,2010,PL41,2,0.0258
2017,NUTS,2010,PL41,2,0.0385
2018,NUTS,2010,PL41,2,0.0538
2019,NUTS,2010,PL41,2,0.0497
2005,NUTS,2010,PL42,2,0.0
2008,NUTS,2010,PL42,2,0.0155
2011,NUTS,2010,PL42,2,0.0
2008,NUTS,2010,PL43,2,0.0025
2010,NUTS,2010,PL43,2,0.0
2012,NUTS,2010,PL43,2,0.002
2013,NUTS,2010,PL43,2,0.001
2014,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2000,NUTS,2010,PL5,1,0.0356
2003,NUTS,2010,PL5,1,0.0455
2004,NUTS,2010,PL5,1,0.0355
2005,NUTS,2010,PL5,1,0.0349
2006,NUTS,2010,PL5,1,0.0441
2007,NUTS,2010,PL5,1,0.0386
2008,NUTS,2010,PL5,1,0.0381
2010,NUTS,2010,PL5,1,0.0522
2011,NUTS,2010,PL5,1,0.0498
2014,NUTS,2010,PL5,1,0.0847
2016,NUTS,2010,PL5,1,0.0106
2017,NUTS,2010,PL5,1,0.0248
2018,NUTS,2010,PL5,1,0.0255
2019,NUTS,2010,PL5,1,0.0487
2000,NUTS,2010,PL51,2,0.0404
2003,NUTS,2010,PL51,2,0.0441
2004,NUTS,2010,PL51,2,0.031
2005,NUTS,2010,PL51,2,0.0319
2008,NUTS,2010,PL51,2,0.0324
2009,NUTS,2010,PL51,2,0.0419
2015,NUTS,2010,PL51,2,0.0764
2000,NUTS,2010,PL52,2,0.0233
2003,NUTS,2010,PL52,2,0.0503
2004,NUTS,2010,PL52,2,0.0509
2008,NUTS,2010,PL52,2,0.056
2012,NUTS,2010,PL52,2,0.077
2000,NUTS,2010,PL6,1,0.0447
2003,NUTS,2010,PL6,1,0.0409
2004,NUTS,2010,PL6,1,0.041
2005,NUTS,2010,PL6,1,0.0227
2006,NUTS,2010,PL6,1,0.0339
2007,NUTS,2010,PL6,1,0.0342
2008,NUTS,2010,PL6,1,0.0446
2010,NUTS,2010,PL6,1,0.0372
2011,NUTS,2010,PL6,1,0.0421
2015,NUTS,2010,PL6,1,0.0481
2016,NUTS,2010,PL6,1,0.0099
2017,NUTS,2010,PL6,1,0.0245
2018,NUTS,2010,PL6,1,0.0336
2019,NUTS,2010,PL6,1,0.0275
2003,NUTS,2010,PL61,2,0.0026
2004,NUTS,2010,PL61,2,0.0015
2005,NUTS,2010,PL61,2,0.0
2008,NUTS,2010,PL61,2,0.028
2012,NUTS,2010,PL61,2,0.0225
2014,NUTS,2010,PL61,2,0.0211
2015,NUTS,2010,PL61,2,0.02
2018,NUTS,2010,PL61,2,0.0298
2019,NUTS,2010,PL61,2,0.0148
2003,NUTS,2010,PL62,2,0.1062
2004,NUTS,2010,PL62,2,0.1066
2005,NUTS,2010,PL62,2,0.0394
2006,NUTS,2010,PL62,2,0.0392
2008,NUTS,2010,PL62,2,0.0377
2009,NUTS,2010,PL62,2,0.0403
2010,NUTS,2010,PL62,2,0.0394
2012,NUTS,2010,PL62,2,0.0662
2015,NUTS,2010,PL62,2,0.0617
2016,NUTS,2010,PL62,2,0.0186
2018,NUTS,2010,PL62,2,0.0215
2019,NUTS,2010,PL62,2,0.0072
2000,NUTS,2010,PL63,2,0.0829
2003,NUTS,2010,PL63,2,0.0407
2004,NUTS,2010,PL63,2,0.0442
2005,NUTS,2010,PL63,2,0.0357
2006,NUTS,2010,PL63,2,0.0665
2007,NUTS,2010,PL63,2,0.0624
2008,NUTS,2010,PL63,2,0.0643
2009,NUTS,2010,PL63,2,0.0547
2011,NUTS,2010,PL63,2,0.0513
2014,NUTS,2010,PL63,2,0.0681
2015,NUTS,2010,PL63,2,0.0646
2017,NUTS,2010,PL63,2,0.0236
2018,NUTS,2010,PL63,2,0.0435
2019,NUTS,2010,PL63,2,0.0491
2016,NUTS,2010,PL7,1,0.0443
2017,NUTS,2010,PL7,1,0.0939
2018,NUTS,2010,PL7,1,0.0703
2019,NUTS,2010,PL7,1,0.0652
2018,NUTS,2010,PL71,2,0.0849
2019,NUTS,2010,PL71,2,0.0758
2018,NUTS,2010,PL72,2,0.0375
2019,NUTS,2010,PL72,2,0.042
2016,NUTS,2010,PL8,1,0.0124
2017,NUTS,2010,PL8,1,0.0212
2018,NUTS,2010,PL8,1,0.0154
2019,NUTS,2010,PL8,1,0.0161
2018,NUTS,2010,PL81,2,0.0141
2019,NUTS,2010,PL81,2,0.0185
2019,NUTS,2010,PL82,2,0.0112
2017,NUTS,2010,PL84,2,0.031
2019,NUTS,2010,PL84,2,0.02
2016,NUTS,2010,PL9,1,0.2969
2017,NUTS,2010,PL9,1,0.1903
2018,NUTS,2010,PL9,1,0.1438
2019,NUTS,2010,PL9,1,0.1444
2018,NUTS,2010,PL91,2,0.2296
2019,NUTS,2010,PL91,2,0.2248
2018,NUTS,2010,PL92,2,0.0159
2019,NUTS,2010,PL92,2,0.0142
2003,NUTS,2010,PT,0,0.1769
2004,NUTS,2010,PT,0,0.176
2005,NUTS,2010,PT,0,0.1735
2006,NUTS,2010,PT,0,0.1615
2007,NUTS,2010,PT,0,0.1496
2008,NUTS,2010,PT,0,0.1505
2009,NUTS,2010,PT,0,0.1551
2010,NUTS,2010,PT,0,0.1644
2011,NUTS,2010,PT,0,0.1762
2012,NUTS,2010,PT,0,0.1383
2013,NUTS,2010,PT,0,0.1385
2014,NUTS,2010,PT,0,0.1479
2015,NUTS,2010,PT,0,0.163
2016,NUTS,2010,PT,0,0.1665
2017,NUTS,2010,PT,0,0.1823
2018,NUTS,2010,PT,0,0.1851
2019,NUTS,2010,PT,0,0.1921
2020,NUTS,2010,PT,0,0.2155
2003,NUTS,2010,PT1,1,0.166
2004,NUTS,2010,PT1,1,0.1679
2005,NUTS,2010,PT1,1,0.1652
2006,NUTS,2010,PT1,1,0.1537
2007,NUTS,2010,PT1,1,0.142
2008,NUTS,2010,PT1,1,0.1431
2009,NUTS,2010,PT1,1,0.1387
2010,NUTS,2010,PT1,1,0.1483
2011,NUTS,2010,PT1,1,0.1647
2012,NUTS,2010,PT1,1,0.1277
2013,NUTS,2010,PT1,1,0.1298
2014,NUTS,2010,PT1,1,0.14
2015,NUTS,2010,PT1,1,0.155
2016,NUTS,2010,PT1,1,0.1588
2017,NUTS,2010,PT1,1,0.1751
2018,NUTS,2010,PT1,1,0.1787
2019,NUTS,2010,PT1,1,0.1842
2020,NUTS,2010,PT1,1,0.2071
2003,NUTS,2010,PT11,2,0.0528
2004,NUTS,2010,PT11,2,0.0585
2005,NUTS,2010,PT11,2,0.0616
2006,NUTS,2010,PT11,2,0.0561
2007,NUTS,2010,PT11,2,0.051
2008,NUTS,2010,PT11,2,0.0526
2009,NUTS,2010,PT11,2,0.0552
2010,NUTS,2010,PT11,2,0.0754
2011,NUTS,2010,PT11,2,0.0933
2012,NUTS,2010,PT11,2,0.0644
2013,NUTS,2010,PT11,2,0.0827
2014,NUTS,2010,PT11,2,0.0982
2015,NUTS,2010,PT11,2,0.1161
2016,NUTS,2010,PT11,2,0.1253
2017,NUTS,2010,PT11,2,0.1435
2018,NUTS,2010,PT11,2,0.1567
2019,NUTS,2010,PT11,2,0.174
2020,NUTS,2010,PT11,2,0.1872
2003,NUTS,2010,PT15,2,0.0274
2004,NUTS,2010,PT15,2,0.022
2005,NUTS,2010,PT15,2,0.0162
2006,NUTS,2010,PT15,2,0.02
2007,NUTS,2010,PT15,2,0.024
2008,NUTS,2010,PT15,2,0.0156
2009,NUTS,2010,PT15,2,0.0396
2010,NUTS,2010,PT15,2,0.0956
2011,NUTS,2010,PT15,2,0.0701
2012,NUTS,2010,PT15,2,0.1102
2013,NUTS,2010,PT15,2,0.0793
2014,NUTS,2010,PT15,2,0.0525
2015,NUTS,2010,PT15,2,0.0285
2016,NUTS,2010,PT15,2,0.0439
2017,NUTS,2010,PT15,2,0.0491
2018,NUTS,2010,PT15,2,0.0473
2019,NUTS,2010,PT15,2,0.0528
2020,NUTS,2010,PT15,2,0.074
2003,NUTS,2010,PT16,2,0.0627
2004,NUTS,2010,PT16,2,0.0783
2005,NUTS,2010,PT16,2,0.0926
2006,NUTS,2010,PT16,2,0.0743
2007,NUTS,2010,PT16,2,0.0557
2008,NUTS,2010,PT16,2,0.0605
2009,NUTS,2010,PT16,2,0.0619
2010,NUTS,2010,PT16,2,0.0772
2011,NUTS,2010,PT16,2,0.0941
2012,NUTS,2010,PT16,2,0.0817
2013,NUTS,2010,PT16,2,0.0774
2014,NUTS,2010,PT16,2,0.083
2015,NUTS,2010,PT16,2,0.1051
2016,NUTS,2010,PT16,2,0.1112
2017,NUTS,2010,PT16,2,0.1168
2018,NUTS,2010,PT16,2,0.1148
2019,NUTS,2010,PT16,2,0.125
2020,NUTS,2010,PT16,2,0.1247
2003,NUTS,2010,PT17,2,0.4504
2004,NUTS,2010,PT17,2,0.4405
2005,NUTS,2010,PT17,2,0.4195
2006,NUTS,2010,PT17,2,0.3999
2007,NUTS,2010,PT17,2,0.3709
2008,NUTS,2010,PT17,2,0.3608
2009,NUTS,2010,PT17,2,0.3577
2010,NUTS,2010,PT17,2,0.3459
2011,NUTS,2010,PT17,2,0.3656
2012,NUTS,2010,PT17,2,0.2788
2013,NUTS,2010,PT17,2,0.2687
2014,NUTS,2010,PT17,2,0.281
2015,NUTS,2010,PT17,2,0.2948
2016,NUTS,2010,PT17,2,0.2875
2017,NUTS,2010,PT17,2,0.3187
2018,NUTS,2010,PT17,2,0.3166
2019,NUTS,2010,PT17,2,0.3034
2020,NUTS,2010,PT17,2,0.3607
2003,NUTS,2010,PT18,2,0.1018
2004,NUTS,2010,PT18,2,0.0853
2005,NUTS,2010,PT18,2,0.0691
2006,NUTS,2010,PT18,2,0.0781
2007,NUTS,2010,PT18,2,0.0902
2008,NUTS,2010,PT18,2,0.1108
2009,NUTS,2010,PT18,2,0.0317
2010,NUTS,2010,PT18,2,0.0319
2011,NUTS,2010,PT18,2,0.0136
2012,NUTS,2010,PT18,2,0.0084
2013,NUTS,2010,PT18,2,0.0126
2014,NUTS,2010,PT18,2,0.0156
2015,NUTS,2010,PT18,2,0.0169
2016,NUTS,2010,PT18,2,0.0129
2017,NUTS,2010,PT18,2,0.0006
2018,NUTS,2010,PT18,2,0.0018
2019,NUTS,2010,PT18,2,0.0012
2020,NUTS,2010,PT18,2,0.0025
2003,NUTS,2010,PT2,1,0.1575
2004,NUTS,2010,PT2,1,0.1203
2005,NUTS,2010,PT2,1,0.0889
2006,NUTS,2010,PT2,1,0.1056
2007,NUTS,2010,PT2,1,0.1208
2008,NUTS,2010,PT2,1,0.086
2009,NUTS,2010,PT2,1,0.1116
2010,NUTS,2010,PT2,1,0.0975
2011,NUTS,2010,PT2,1,0.1035
2012,NUTS,2010,PT2,1,0.2238
2013,NUTS,2010,PT2,1,0.1769
2014,NUTS,2010,PT2,1,0.1897
2015,NUTS,2010,PT2,1,0.1905
2016,NUTS,2010,PT2,1,0.1685
2017,NUTS,2010,PT2,1,0.133
2018,NUTS,2010,PT2,1,0.1025
2019,NUTS,2010,PT2,1,0.127
2020,NUTS,2010,PT2,1,0.1652
2003,NUTS,2010,PT20,2,0.1575
2004,NUTS,2010,PT20,2,0.1203
2005,NUTS,2010,PT20,2,0.0889
2006,NUTS,2010,PT20,2,0.1056
2007,NUTS,2010,PT20,2,0.1208
2008,NUTS,2010,PT20,2,0.086
2009,NUTS,2010,PT20,2,0.1116
2010,NUTS,2010,PT20,2,0.0975
2011,NUTS,2010,PT20,2,0.1035
2012,NUTS,2010,PT20,2,0.2238
2013,NUTS,2010,PT20,2,0.1769
2014,NUTS,2010,PT20,2,0.1897
2015,NUTS,2010,PT20,2,0.1905
2016,NUTS,2010,PT20,2,0.1685
2017,NUTS,2010,PT20,2,0.133
2018,NUTS,2010,PT20,2,0.1025
2019,NUTS,2010,PT20,2,0.127
2020,NUTS,2010,PT20,2,0.1652
2003,NUTS,2010,PT3,1,0.2014
2004,NUTS,2010,PT3,1,0.1885
2005,NUTS,2010,PT3,1,0.1712
2006,NUTS,2010,PT3,1,0.1429
2007,NUTS,2010,PT3,1,0.112
2008,NUTS,2010,PT3,1,0.1419
2009,NUTS,2010,PT3,1,0.1746
2010,NUTS,2010,PT3,1,0.1913
2011,NUTS,2010,PT3,1,0.1787
2012,NUTS,2010,PT3,1,0.0821
2013,NUTS,2010,PT3,1,0.0949
2014,NUTS,2010,PT3,1,0.1058
2015,NUTS,2010,PT3,1,0.1263
2016,NUTS,2010,PT3,1,0.1605
2017,NUTS,2010,PT3,1,0.1838
2018,NUTS,2010,PT3,1,0.176
2019,NUTS,2010,PT3,1,0.1968
2020,NUTS,2010,PT3,1,0.2199
2003,NUTS,2010,PT30,2,0.2014
2004,NUTS,2010,PT30,2,0.1885
2005,NUTS,2010,PT30,2,0.1712
2006,NUTS,2010,PT30,2,0.1429
2007,NUTS,2010,PT30,2,0.112
2008,NUTS,2010,PT30,2,0.1419
2009,NUTS,2010,PT30,2,0.1746
2010,NUTS,2010,PT30,2,0.1913
2011,NUTS,2010,PT30,2,0.1787
2012,NUTS,2010,PT30,2,0.0821
2013,NUTS,2010,PT30,2,0.0949
2014,NUTS,2010,PT30,2,0.1058
2015,NUTS,2010,PT30,2,0.1263
2016,NUTS,2010,PT30,2,0.1605
2017,NUTS,2010,PT30,2,0.1838
2018,NUTS,2010,PT30,2,0.176
2019,NUTS,2010,PT30,2,0.1968
2020,NUTS,2010,PT30,2,0.2199
1998,NUTS,2010,RO,0,0.1225
1999,NUTS,2010,RO,0,0.1014
2000,NUTS,2010,RO,0,0.0843
2001,NUTS,2010,RO,0,0.0933
2002,NUTS,2010,RO,0,0.1046
2003,NUTS,2010,RO,0,0.1211
2004,NUTS,2010,RO,0,0.1248
2005,NUTS,2010,RO,0,0.1367
2006,NUTS,2010,RO,0,0.1068
2007,NUTS,2010,RO,0,0.1137
2008,NUTS,2010,RO,0,0.1383
2009,NUTS,2010,RO,0,0.1376
2010,NUTS,2010,RO,0,0.1386
2011,NUTS,2010,RO,0,0.1597
2012,NUTS,2010,RO,0,0.1747
2013,NUTS,2010,RO,0,0.1911
2014,NUTS,2010,RO,0,0.1841
2015,NUTS,2010,RO,0,0.1869
2016,NUTS,2010,RO,0,0.1933
2017,NUTS,2010,RO,0,0.1865
2018,NUTS,2010,RO,0,0.182
2019,NUTS,2010,RO,0,0.1884
2002,NUTS,2010,RO1,1,0.0167
2003,NUTS,2010,RO1,1,0.0211
2004,NUTS,2010,RO1,1,0.0114
2005,NUTS,2010,RO1,1,0.0115
2006,NUTS,2010,RO1,1,0.0245
2007,NUTS,2010,RO1,1,0.0281
2008,NUTS,2010,RO1,1,0.0262
2009,NUTS,2010,RO1,1,0.0233
2010,NUTS,2010,RO1,1,0.019
2011,NUTS,2010,RO1,1,0.0357
2012,NUTS,2010,RO1,1,0.0524
2013,NUTS,2010,RO1,1,0.0603
2014,NUTS,2010,RO1,1,0.0601
2015,NUTS,2010,RO1,1,0.0587
2016,NUTS,2010,RO1,1,0.0603
2017,NUTS,2010,RO1,1,0.056
2018,NUTS,2010,RO1,1,0.0559
2019,NUTS,2010,RO1,1,0.0585
2002,NUTS,2010,RO11,2,0.0266
2003,NUTS,2010,RO11,2,0.0349
2004,NUTS,2010,RO11,2,0.0164
2005,NUTS,2010,RO11,2,0.0165
2006,NUTS,2010,RO11,2,0.0401
2007,NUTS,2010,RO11,2,0.0417
2008,NUTS,2010,RO11,2,0.0394
2009,NUTS,2010,RO11,2,0.0331
2010,NUTS,2010,RO11,2,0.0199
2011,NUTS,2010,RO11,2,0.0466
2012,NUTS,2010,RO11,2,0.0737
2013,NUTS,2010,RO11,2,0.0867
2014,NUTS,2010,RO11,2,0.0822
2015,NUTS,2010,RO11,2,0.0791
2016,NUTS,2010,RO11,2,0.0799
2017,NUTS,2010,RO11,2,0.0749
2018,NUTS,2010,RO11,2,0.0722
2019,NUTS,2010,RO11,2,0.0742
2002,NUTS,2010,RO12,2,0.0057
2003,NUTS,2010,RO12,2,0.0058
2004,NUTS,2010,RO12,2,0.0056
2005,NUTS,2010,RO12,2,0.0056
2006,NUTS,2010,RO12,2,0.0064
2007,NUTS,2010,RO12,2,0.0122
2008,NUTS,2010,RO12,2,0.0114
2009,NUTS,2010,RO12,2,0.0123
2010,NUTS,2010,RO12,2,0.0177
2011,NUTS,2010,RO12,2,0.0216
2012,NUTS,2010,RO12,2,0.0238
2013,NUTS,2010,RO12,2,0.0255
2014,NUTS,2010,RO12,2,0.0311
2015,NUTS,2010,RO12,2,0.0322
2016,NUTS,2010,RO12,2,0.0352
2017,NUTS,2010,RO12,2,0.0314
2018,NUTS,2010,RO12,2,0.0331
2019,NUTS,2010,RO12,2,0.0377
2002,NUTS,2010,RO2,1,0.0194
2003,NUTS,2010,RO2,1,0.0215
2004,NUTS,2010,RO2,1,0.0293
2005,NUTS,2010,RO2,1,0.0263
2006,NUTS,2010,RO2,1,0.0275
2007,NUTS,2010,RO2,1,0.0289
2008,NUTS,2010,RO2,1,0.036
2009,NUTS,2010,RO2,1,0.0305
2010,NUTS,2010,RO2,1,0.0364
2011,NUTS,2010,RO2,1,0.049
2012,NUTS,2010,RO2,1,0.0437
2013,NUTS,2010,RO2,1,0.0478
2014,NUTS,2010,RO2,1,0.0494
2015,NUTS,2010,RO2,1,0.0557
2016,NUTS,2010,RO2,1,0.0603
2017,NUTS,2010,RO2,1,0.0629
2018,NUTS,2010,RO2,1,0.0656
2019,NUTS,2010,RO2,1,0.0704
2002,NUTS,2010,RO21,2,0.0248
2003,NUTS,2010,RO21,2,0.0259
2004,NUTS,2010,RO21,2,0.038
2005,NUTS,2010,RO21,2,0.0319
2006,NUTS,2010,RO21,2,0.0348
2007,NUTS,2010,RO21,2,0.0353
2008,NUTS,2010,RO21,2,0.0377
2009,NUTS,2010,RO21,2,0.0321
2010,NUTS,2010,RO21,2,0.0372
2011,NUTS,2010,RO21,2,0.0445
2012,NUTS,2010,RO21,2,0.0405
2013,NUTS,2010,RO21,2,0.0451
2014,NUTS,2010,RO21,2,0.0508
2015,NUTS,2010,RO21,2,0.0518
2016,NUTS,2010,RO21,2,0.0558
2017,NUTS,2010,RO21,2,0.0562
2018,NUTS,2010,RO21,2,0.0614
2019,NUTS,2010,RO21,2,0.0642
2002,NUTS,2010,RO22,2,0.0108
2003,NUTS,2010,RO22,2,0.0148
2004,NUTS,2010,RO22,2,0.0159
2005,NUTS,2010,RO22,2,0.0172
2006,NUTS,2010,RO22,2,0.0165
2007,NUTS,2010,RO22,2,0.0186
2008,NUTS,2010,RO22,2,0.0333
2009,NUTS,2010,RO22,2,0.028
2010,NUTS,2010,RO22,2,0.0351
2011,NUTS,2010,RO22,2,0.0561
2012,NUTS,2010,RO22,2,0.0489
2013,NUTS,2010,RO22,2,0.0525
2014,NUTS,2010,RO22,2,0.0469
2015,NUTS,2010,RO22,2,0.0625
2016,NUTS,2010,RO22,2,0.0681
2017,NUTS,2010,RO22,2,0.0747
2018,NUTS,2010,RO22,2,0.073
2019,NUTS,2010,RO22,2,0.0813
2002,NUTS,2010,RO3,1,0.3116
2003,NUTS,2010,RO3,1,0.3635
2004,NUTS,2010,RO3,1,0.3706
2005,NUTS,2010,RO3,1,0.4269
2006,NUTS,2010,RO3,1,0.305
2007,NUTS,2010,RO3,1,0.3222
2008,NUTS,2010,RO3,1,0.4001
2009,NUTS,2010,RO3,1,0.3155
2010,NUTS,2010,RO3,1,0.3204
2011,NUTS,2010,RO3,1,0.3615
2012,NUTS,2010,RO3,1,0.3998
2013,NUTS,2010,RO3,1,0.4238
2014,NUTS,2010,RO3,1,0.4086
2015,NUTS,2010,RO3,1,0.4213
2016,NUTS,2010,RO3,1,0.4367
2017,NUTS,2010,RO3,1,0.4175
2018,NUTS,2010,RO3,1,0.3978
2019,NUTS,2010,RO3,1,0.4165
2002,NUTS,2010,RO31,2,0.0014
2006,NUTS,2010,RO31,2,0.0019
2007,NUTS,2010,RO31,2,0.0112
2008,NUTS,2010,RO31,2,0.0103
2009,NUTS,2010,RO31,2,0.0095
2010,NUTS,2010,RO31,2,0.0051
2011,NUTS,2010,RO31,2,0.0512
2012,NUTS,2010,RO31,2,0.0495
2013,NUTS,2010,RO31,2,0.0468
2014,NUTS,2010,RO31,2,0.0453
2015,NUTS,2010,RO31,2,0.0497
2016,NUTS,2010,RO31,2,0.054
2017,NUTS,2010,RO31,2,0.0435
2018,NUTS,2010,RO31,2,0.0401
2019,NUTS,2010,RO31,2,0.0424
2002,NUTS,2010,RO32,2,0.809
2003,NUTS,2010,RO32,2,0.9335
2004,NUTS,2010,RO32,2,0.9256
2005,NUTS,2010,RO32,2,1.027
2006,NUTS,2010,RO32,2,0.7172
2007,NUTS,2010,RO32,2,0.7609
2008,NUTS,2010,RO32,2,0.9447
2009,NUTS,2010,RO32,2,0.7224
2010,NUTS,2010,RO32,2,0.6981
2011,NUTS,2010,RO32,2,0.7067
2012,NUTS,2010,RO32,2,0.8011
2013,NUTS,2010,RO32,2,0.8639
2014,NUTS,2010,RO32,2,0.8296
2015,NUTS,2010,RO32,2,0.833
2016,NUTS,2010,RO32,2,0.8311
2017,NUTS,2010,RO32,2,0.8085
2018,NUTS,2010,RO32,2,0.763
2019,NUTS,2010,RO32,2,0.7845
2002,NUTS,2010,RO4,1,0.0265
2003,NUTS,2010,RO4,1,0.0284
2004,NUTS,2010,RO4,1,0.0335
2005,NUTS,2010,RO4,1,0.0319
2006,NUTS,2010,RO4,1,0.0321
2007,NUTS,2010,RO4,1,0.0324
2008,NUTS,2010,RO4,1,0.0334
2009,NUTS,2010,RO4,1,0.0328
2010,NUTS,2010,RO4,1,0.0377
2011,NUTS,2010,RO4,1,0.0385
2012,NUTS,2010,RO4,1,0.0265
2013,NUTS,2010,RO4,1,0.0399
2014,NUTS,2010,RO4,1,0.0363
2015,NUTS,2010,RO4,1,0.0458
2016,NUTS,2010,RO4,1,0.0492
2017,NUTS,2010,RO4,1,0.0474
2018,NUTS,2010,RO4,1,0.0497
2019,NUTS,2010,RO4,1,0.0505
2002,NUTS,2010,RO41,2,0.0193
2003,NUTS,2010,RO41,2,0.0219
2004,NUTS,2010,RO41,2,0.021
2005,NUTS,2010,RO41,2,0.0228
2006,NUTS,2010,RO41,2,0.0227
2007,NUTS,2010,RO41,2,0.0246
2008,NUTS,2010,RO41,2,0.0258
2009,NUTS,2010,RO41,2,0.0257
2010,NUTS,2010,RO41,2,0.0246
2011,NUTS,2010,RO41,2,0.0414
2012,NUTS,2010,RO41,2,0.0211
2013,NUTS,2010,RO41,2,0.0366
2014,NUTS,2010,RO41,2,0.0299
2015,NUTS,2010,RO41,2,0.0466
2016,NUTS,2010,RO41,2,0.0467
2017,NUTS,2010,RO41,2,0.0428
2018,NUTS,2010,RO41,2,0.044
2019,NUTS,2010,RO41,2,0.0414
2002,NUTS,2010,RO42,2,0.0368
2003,NUTS,2010,RO42,2,0.0375
2004,NUTS,2010,RO42,2,0.0506
2005,NUTS,2010,RO42,2,0.0445
2006,NUTS,2010,RO42,2,0.0447
2007,NUTS,2010,RO42,2,0.0422
2008,NUTS,2010,RO42,2,0.0429
2009,NUTS,2010,RO42,2,0.0418
2010,NUTS,2010,RO42,2,0.0542
2011,NUTS,2010,RO42,2,0.0347
2012,NUTS,2010,RO42,2,0.0337
2013,NUTS,2010,RO42,2,0.044
2014,NUTS,2010,RO42,2,0.0445
2015,NUTS,2010,RO42,2,0.0448
2016,NUTS,2010,RO42,2,0.0523
2017,NUTS,2010,RO42,2,0.053
2018,NUTS,2010,RO42,2,0.0569
2019,NUTS,2010,RO42,2,0.0613
2010,NUTS,2010,RS,0,0.2151
2011,NUTS,2010,RS,0,0.2311
2012,NUTS,2010,RS,0,0.2346
2013,NUTS,2010,RS,0,0.2294
2014,NUTS,2010,RS,0,0.2036
2015,NUTS,2010,RS,0,0.2291
2016,NUTS,2010,RS,0,0.2142
2017,NUTS,2010,RS,0,0.2134
2018,NUTS,2010,RS,0,0.2233
2019,NUTS,2010,RS,0,0.227
2020,NUTS,2010,RS,0,0.2397
2018,NUTS,2010,RS1,1,0.3869
2019,NUTS,2010,RS1,1,0.3884
2020,NUTS,2010,RS1,1,0.4017
2018,NUTS,2010,RS11,2,0.6363
2019,NUTS,2010,RS11,2,0.6317
2020,NUTS,2010,RS11,2,0.6593
2018,NUTS,2010,RS12,2,0.12
2019,NUTS,2010,RS12,2,0.1296
2020,NUTS,2010,RS12,2,0.1292
2018,NUTS,2010,RS2,1,0.0177
2019,NUTS,2010,RS2,1,0.0188
2020,NUTS,2010,RS2,1,0.0282
2018,NUTS,2010,RS21,2,0.0037
2019,NUTS,2010,RS21,2,0.004
2020,NUTS,2010,RS21,2,0.014
2018,NUTS,2010,RS22,2,0.0375
2019,NUTS,2010,RS22,2,0.0397
2020,NUTS,2010,RS22,2,0.0484
1999,NUTS,2010,SE,0,0.0713
2001,NUTS,2010,SE,0,0.0778
2003,NUTS,2010,SE,0,0.0829
2005,NUTS,2010,SE,0,0.0983
2007,NUTS,2010,SE,0,0.0872
2009,NUTS,2010,SE,0,0.0745
2011,NUTS,2010,SE,0,0.1869
2013,NUTS,2010,SE,0,0.2155
2015,NUTS,2010,SE,0,0.3261
2017,NUTS,2010,SE,0,0.4044
2019,NUTS,2010,SE,0,0.403
2003,NUTS,2010,SE1,1,0.171
2017,NUTS,2010,SE1,1,0.3722
2019,NUTS,2010,SE1,1,0.3515
2003,NUTS,2010,SE11,2,0.2086
2017,NUTS,2010,SE11,2,0.277
2019,NUTS,2010,SE11,2,0.2565
2003,NUTS,2010,SE12,2,0.119
2017,NUTS,2010,SE12,2,0.5202
2019,NUTS,2010,SE12,2,0.4995
2003,NUTS,2010,SE2,1,0.0079
2017,NUTS,2010,SE2,1,0.4531
2019,NUTS,2010,SE2,1,0.484
