year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_gdp_beur_cab
2010,NUTS,2010,DK021,3,0.341
2011,NUTS,2010,DK021,3,0.202
2012,NUTS,2010,DK021,3,0.201
2001,NUTS,2010,DK022,3,0.098
2002,NUTS,2010,DK022,3,0.061
2003,NUTS,2010,DK022,3,0.061
2004,NUTS,2010,DK022,3,0.233
2005,NUTS,2010,DK022,3,0.063
2006,NUTS,2010,DK022,3,0.09
2008,NUTS,2010,DK022,3,0.04
2009,NUTS,2010,DK022,3,0.041
2010,NUTS,2010,DK022,3,0.116
2011,NUTS,2010,DK022,3,0.029
2012,NUTS,2010,DK022,3,0.028
2000,NUTS,2010,DK03,2,0.076
2001,NUTS,2010,DK03,2,0.064
2002,NUTS,2010,DK03,2,0.08
2003,NUTS,2010,DK03,2,0.091
2004,NUTS,2010,DK03,2,0.025
2005,NUTS,2010,DK03,2,0.023
2006,NUTS,2010,DK03,2,0.062
2007,NUTS,2010,DK03,2,0.061
2008,NUTS,2010,DK03,2,0.12
2009,NUTS,2010,DK03,2,0.128
2010,NUTS,2010,DK03,2,0.007
2011,NUTS,2010,DK03,2,0.093
2012,NUTS,2010,DK03,2,0.021
2001,NUTS,2010,DK031,3,0.1
2003,NUTS,2010,DK031,3,0.072
2006,NUTS,2010,DK031,3,0.043
2007,NUTS,2010,DK031,3,0.016
2008,NUTS,2010,DK031,3,0.059
2009,NUTS,2010,DK031,3,0.125
2011,NUTS,2010,DK031,3,0.03
2000,NUTS,2010,DK032,3,0.119
2001,NUTS,2010,DK032,3,0.043
2002,NUTS,2010,DK032,3,0.125
2003,NUTS,2010,DK032,3,0.102
2004,NUTS,2010,DK032,3,0.04
2005,NUTS,2010,DK032,3,0.037
2006,NUTS,2010,DK032,3,0.072
2007,NUTS,2010,DK032,3,0.085
2008,NUTS,2010,DK032,3,0.155
2009,NUTS,2010,DK032,3,0.13
2010,NUTS,2010,DK032,3,0.011
2011,NUTS,2010,DK032,3,0.128
2012,NUTS,2010,DK032,3,0.032
2000,NUTS,2010,DK04,2,0.364
2001,NUTS,2010,DK04,2,0.181
2002,NUTS,2010,DK04,2,0.253
2003,NUTS,2010,DK04,2,0.006
2004,NUTS,2010,DK04,2,0.042
2005,NUTS,2010,DK04,2,0.163
2006,NUTS,2010,DK04,2,0.066
2007,NUTS,2010,DK04,2,0.143
2008,NUTS,2010,DK04,2,0.08
2009,NUTS,2010,DK04,2,0.068
2010,NUTS,2010,DK04,2,0.084
2011,NUTS,2010,DK04,2,0.154
2012,NUTS,2010,DK04,2,0.114
2000,NUTS,2010,DK041,3,0.217
2001,NUTS,2010,DK041,3,0.07
2002,NUTS,2010,DK041,3,0.105
2004,NUTS,2010,DK041,3,0.032
2005,NUTS,2010,DK041,3,0.29
2006,NUTS,2010,DK041,3,0.058
2007,NUTS,2010,DK041,3,0.085
2008,NUTS,2010,DK041,3,0.056
2009,NUTS,2010,DK041,3,0.058
2010,NUTS,2010,DK041,3,0.058
2011,NUTS,2010,DK041,3,0.08
2012,NUTS,2010,DK041,3,0.038
2000,NUTS,2010,DK042,3,0.452
2001,NUTS,2010,DK042,3,0.248
2002,NUTS,2010,DK042,3,0.341
2003,NUTS,2010,DK042,3,0.01
2004,NUTS,2010,DK042,3,0.047
2005,NUTS,2010,DK042,3,0.091
2006,NUTS,2010,DK042,3,0.07
2007,NUTS,2010,DK042,3,0.177
2008,NUTS,2010,DK042,3,0.094
2009,NUTS,2010,DK042,3,0.074
2010,NUTS,2010,DK042,3,0.098
2011,NUTS,2010,DK042,3,0.196
2012,NUTS,2010,DK042,3,0.155
2000,NUTS,2010,DK05,2,0.192
2001,NUTS,2010,DK05,2,0.516
2002,NUTS,2010,DK05,2,0.262
2003,NUTS,2010,DK05,2,0.368
2004,NUTS,2010,DK05,2,0.187
2005,NUTS,2010,DK05,2,0.13
2006,NUTS,2010,DK05,2,0.303
2007,NUTS,2010,DK05,2,0.094
2008,NUTS,2010,DK05,2,0.123
2009,NUTS,2010,DK05,2,0.009
2010,NUTS,2010,DK05,2,0.264
2011,NUTS,2010,DK05,2,0.081
2012,NUTS,2010,DK05,2,0.051
2000,NUTS,2010,DK050,3,0.192
2001,NUTS,2010,DK050,3,0.516
2002,NUTS,2010,DK050,3,0.262
2003,NUTS,2010,DK050,3,0.368
2004,NUTS,2010,DK050,3,0.187
2005,NUTS,2010,DK050,3,0.13
2006,NUTS,2010,DK050,3,0.303
2007,NUTS,2010,DK050,3,0.094
2008,NUTS,2010,DK050,3,0.123
2009,NUTS,2010,DK050,3,0.009
2010,NUTS,2010,DK050,3,0.264
2011,NUTS,2010,DK050,3,0.081
2012,NUTS,2010,DK050,3,0.051
2001,NUTS,2010,DKZ,1,0.103
2001,NUTS,2010,DKZZ,2,0.103
2001,NUTS,2010,DKZZZ,3,0.103
2002,NUTS,2010,EE,0,0.064
2003,NUTS,2010,EE,0,0.23
2004,NUTS,2010,EE,0,0.103
2005,NUTS,2010,EE,0,0.089
2006,NUTS,2010,EE,0,0.037
2007,NUTS,2010,EE,0,0.185
2008,NUTS,2010,EE,0,0.126
2009,NUTS,2010,EE,0,0.141
2010,NUTS,2010,EE,0,0.141
2011,NUTS,2010,EE,0,0.24
2012,NUTS,2010,EE,0,0.167
2002,NUTS,2010,EE0,1,0.064
2003,NUTS,2010,EE0,1,0.23
2004,NUTS,2010,EE0,1,0.103
2005,NUTS,2010,EE0,1,0.089
2006,NUTS,2010,EE0,1,0.037
2007,NUTS,2010,EE0,1,0.185
2008,NUTS,2010,EE0,1,0.126
2009,NUTS,2010,EE0,1,0.141
2010,NUTS,2010,EE0,1,0.141
2011,NUTS,2010,EE0,1,0.24
2012,NUTS,2010,EE0,1,0.167
2002,NUTS,2010,EE00,2,0.064
2003,NUTS,2010,EE00,2,0.23
2004,NUTS,2010,EE00,2,0.103
2005,NUTS,2010,EE00,2,0.089
2006,NUTS,2010,EE00,2,0.037
2007,NUTS,2010,EE00,2,0.185
2008,NUTS,2010,EE00,2,0.126
2009,NUTS,2010,EE00,2,0.141
2010,NUTS,2010,EE00,2,0.141
2011,NUTS,2010,EE00,2,0.24
2012,NUTS,2010,EE00,2,0.167
2002,NUTS,2010,EE001,3,0.11
2003,NUTS,2010,EE001,3,0.389
2004,NUTS,2010,EE001,3,0.172
2005,NUTS,2010,EE001,3,0.149
2006,NUTS,2010,EE001,3,0.061
2007,NUTS,2010,EE001,3,0.162
2008,NUTS,2010,EE001,3,0.213
2009,NUTS,2010,EE001,3,0.116
2010,NUTS,2010,EE001,3,0.237
2011,NUTS,2010,EE001,3,0.396
2012,NUTS,2010,EE001,3,0.271
2007,NUTS,2010,EE008,3,0.499
2009,NUTS,2010,EE008,3,0.406
2000,NUTS,2010,EL,0,0.007
2001,NUTS,2010,EL,0,0.008
2002,NUTS,2010,EL,0,0.022
2003,NUTS,2010,EL,0,0.024
2004,NUTS,2010,EL,0,0.015
2005,NUTS,2010,EL,0,0.019
2006,NUTS,2010,EL,0,0.013
2007,NUTS,2010,EL,0,0.013
2008,NUTS,2010,EL,0,0.029
2009,NUTS,2010,EL,0,0.011
2010,NUTS,2010,EL,0,0.011
2011,NUTS,2010,EL,0,0.019
2012,NUTS,2010,EL,0,0.029
2001,NUTS,2010,EL3,1,0.015
2002,NUTS,2010,EL3,1,0.034
2003,NUTS,2010,EL3,1,0.019
2004,NUTS,2010,EL3,1,0.02
2005,NUTS,2010,EL3,1,0.028
2006,NUTS,2010,EL3,1,0.022
2007,NUTS,2010,EL3,1,0.006
2008,NUTS,2010,EL3,1,0.055
2009,NUTS,2010,EL3,1,0.022
2010,NUTS,2010,EL3,1,0.023
2011,NUTS,2010,EL3,1,0.016
2012,NUTS,2010,EL3,1,0.024
2001,NUTS,2010,EL30,2,0.015
2002,NUTS,2010,EL30,2,0.034
2003,NUTS,2010,EL30,2,0.019
2004,NUTS,2010,EL30,2,0.02
2005,NUTS,2010,EL30,2,0.028
2006,NUTS,2010,EL30,2,0.022
2007,NUTS,2010,EL30,2,0.006
2008,NUTS,2010,EL30,2,0.055
2009,NUTS,2010,EL30,2,0.022
2010,NUTS,2010,EL30,2,0.023
2011,NUTS,2010,EL30,2,0.016
2012,NUTS,2010,EL30,2,0.024
2003,NUTS,2010,EL4,1,0.029
2012,NUTS,2010,EL4,1,0.034
2003,NUTS,2010,EL43,2,0.057
2012,NUTS,2010,EL43,2,0.068
2003,NUTS,2010,EL431,3,0.116
2012,NUTS,2010,EL431,3,0.142
2000,NUTS,2010,ES,0,0.085
2001,NUTS,2010,ES,0,0.065
2002,NUTS,2010,ES,0,0.041
2003,NUTS,2010,ES,0,0.044
2004,NUTS,2010,ES,0,0.041
2005,NUTS,2010,ES,0,0.031
2006,NUTS,2010,ES,0,0.038
2007,NUTS,2010,ES,0,0.042
2008,NUTS,2010,ES,0,0.049
2009,NUTS,2010,ES,0,0.051
2010,NUTS,2010,ES,0,0.063
2011,NUTS,2010,ES,0,0.065
2012,NUTS,2010,ES,0,0.067
2001,NUTS,2010,ES1,1,0.003
2003,NUTS,2010,ES1,1,0.003
2006,NUTS,2010,ES1,1,0.017
2007,NUTS,2010,ES1,1,0.011
2008,NUTS,2010,ES1,1,0.01
2009,NUTS,2010,ES1,1,0.016
2010,NUTS,2010,ES1,1,0.022
2011,NUTS,2010,ES1,1,0.017
2012,NUTS,2010,ES1,1,0.033
2003,NUTS,2010,ES11,2,0.005
2006,NUTS,2010,ES11,2,0.028
2008,NUTS,2010,ES11,2,0.017
2009,NUTS,2010,ES11,2,0.018
2010,NUTS,2010,ES11,2,0.035
2011,NUTS,2010,ES11,2,0.027
2012,NUTS,2010,ES11,2,0.037
2006,NUTS,2010,ES111,3,0.006
2009,NUTS,2010,ES111,3,0.04
2010,NUTS,2010,ES111,3,0.04
2011,NUTS,2010,ES111,3,0.061
2012,NUTS,2010,ES111,3,0.042
2006,NUTS,2010,ES112,3,0.071
2003,NUTS,2010,ES114,3,0.014
2006,NUTS,2010,ES114,3,0.05
2008,NUTS,2010,ES114,3,0.05
2010,NUTS,2010,ES114,3,0.053
2012,NUTS,2010,ES114,3,0.057
2007,NUTS,2010,ES12,2,0.043
2009,NUTS,2010,ES12,2,0.022
2012,NUTS,2010,ES12,2,0.04
2007,NUTS,2010,ES120,3,0.043
2009,NUTS,2010,ES120,3,0.022
2012,NUTS,2010,ES120,3,0.04
2001,NUTS,2010,ES13,2,0.02
2001,NUTS,2010,ES130,3,0.02
2000,NUTS,2010,ES2,1,0.03
2001,NUTS,2010,ES2,1,0.024
2002,NUTS,2010,ES2,1,0.036
2003,NUTS,2010,ES2,1,0.021
2004,NUTS,2010,ES2,1,0.01
2005,NUTS,2010,ES2,1,0.014
2006,NUTS,2010,ES2,1,0.054
2007,NUTS,2010,ES2,1,0.021
2008,NUTS,2010,ES2,1,0.029
2009,NUTS,2010,ES2,1,0.03
2010,NUTS,2010,ES2,1,0.059
2011,NUTS,2010,ES2,1,0.048
2012,NUTS,2010,ES2,1,0.016
2000,NUTS,2010,ES21,2,0.025
2001,NUTS,2010,ES21,2,0.023
2002,NUTS,2010,ES21,2,0.043
2004,NUTS,2010,ES21,2,0.019
2005,NUTS,2010,ES21,2,0.018
2006,NUTS,2010,ES21,2,0.025
2008,NUTS,2010,ES21,2,0.057
2009,NUTS,2010,ES21,2,0.036
2010,NUTS,2010,ES21,2,0.102
2011,NUTS,2010,ES21,2,0.046
2012,NUTS,2010,ES21,2,0.031
2006,NUTS,2010,ES211,3,0.097
2004,NUTS,2010,ES212,3,0.058
2005,NUTS,2010,ES212,3,0.054
2006,NUTS,2010,ES212,3,0.024
2008,NUTS,2010,ES212,3,0.045
2009,NUTS,2010,ES212,3,0.047
2010,NUTS,2010,ES212,3,0.216
2012,NUTS,2010,ES212,3,0.094
2000,NUTS,2010,ES213,3,0.048
2001,NUTS,2010,ES213,3,0.046
2002,NUTS,2010,ES213,3,0.086
2008,NUTS,2010,ES213,3,0.084
2009,NUTS,2010,ES213,3,0.041
2010,NUTS,2010,ES213,3,0.06
2011,NUTS,2010,ES213,3,0.092
2003,NUTS,2010,ES22,2,0.074
2007,NUTS,2010,ES22,2,0.056
2003,NUTS,2010,ES220,3,0.074
2007,NUTS,2010,ES220,3,0.056
2003,NUTS,2010,ES23,2,0.167
2005,NUTS,2010,ES23,2,0.073
2009,NUTS,2010,ES23,2,0.063
2003,NUTS,2010,ES230,3,0.167
2005,NUTS,2010,ES230,3,0.073
2009,NUTS,2010,ES230,3,0.063
2000,NUTS,2010,ES24,2,0.066
2001,NUTS,2010,ES24,2,0.046
2002,NUTS,2010,ES24,2,0.051
2006,NUTS,2010,ES24,2,0.151
2007,NUTS,2010,ES24,2,0.049
2009,NUTS,2010,ES24,2,0.026
2010,NUTS,2010,ES24,2,0.024
2011,NUTS,2010,ES24,2,0.088
2000,NUTS,2010,ES241,3,0.1
2006,NUTS,2010,ES241,3,0.293
2009,NUTS,2010,ES241,3,0.022
2011,NUTS,2010,ES241,3,0.114
2002,NUTS,2010,ES242,3,0.077
2000,NUTS,2010,ES243,3,0.069
2001,NUTS,2010,ES243,3,0.065
2002,NUTS,2010,ES243,3,0.059
2006,NUTS,2010,ES243,3,0.142
2007,NUTS,2010,ES243,3,0.067
2009,NUTS,2010,ES243,3,0.03
2010,NUTS,2010,ES243,3,0.033
2011,NUTS,2010,ES243,3,0.095
2000,NUTS,2010,ES3,1,0.05
2001,NUTS,2010,ES3,1,0.072
2002,NUTS,2010,ES3,1,0.047
2003,NUTS,2010,ES3,1,0.04
2004,NUTS,2010,ES3,1,0.033
2005,NUTS,2010,ES3,1,0.029
2006,NUTS,2010,ES3,1,0.066
2007,NUTS,2010,ES3,1,0.064
2008,NUTS,2010,ES3,1,0.107
2009,NUTS,2010,ES3,1,0.135
2010,NUTS,2010,ES3,1,0.156
2011,NUTS,2010,ES3,1,0.116
2012,NUTS,2010,ES3,1,0.12
2000,NUTS,2010,ES30,2,0.05
2001,NUTS,2010,ES30,2,0.072
2002,NUTS,2010,ES30,2,0.047
2003,NUTS,2010,ES30,2,0.04
2004,NUTS,2010,ES30,2,0.033
2005,NUTS,2010,ES30,2,0.029
2006,NUTS,2010,ES30,2,0.066
2007,NUTS,2010,ES30,2,0.064
2008,NUTS,2010,ES30,2,0.107
2009,NUTS,2010,ES30,2,0.135
2010,NUTS,2010,ES30,2,0.156
2011,NUTS,2010,ES30,2,0.116
2012,NUTS,2010,ES30,2,0.12
2000,NUTS,2010,ES300,3,0.05
2001,NUTS,2010,ES300,3,0.072
2002,NUTS,2010,ES300,3,0.047
2003,NUTS,2010,ES300,3,0.04
2004,NUTS,2010,ES300,3,0.033
2005,NUTS,2010,ES300,3,0.029
2006,NUTS,2010,ES300,3,0.066
2007,NUTS,2010,ES300,3,0.064
2008,NUTS,2010,ES300,3,0.107
2009,NUTS,2010,ES300,3,0.135
2010,NUTS,2010,ES300,3,0.156
2011,NUTS,2010,ES300,3,0.116
2012,NUTS,2010,ES300,3,0.12
2001,NUTS,2010,ES4,1,0.007
2004,NUTS,2010,ES4,1,0.022
2007,NUTS,2010,ES4,1,0.002
2008,NUTS,2010,ES4,1,0.035
2009,NUTS,2010,ES4,1,0.024
2010,NUTS,2010,ES4,1,0.015
2011,NUTS,2010,ES4,1,0.021
2012,NUTS,2010,ES4,1,0.023
2004,NUTS,2010,ES41,2,0.044
2007,NUTS,2010,ES41,2,0.004
2008,NUTS,2010,ES41,2,0.053
2009,NUTS,2010,ES41,2,0.03
2010,NUTS,2010,ES41,2,0.018
2011,NUTS,2010,ES41,2,0.003
2007,NUTS,2010,ES412,3,0.026
2004,NUTS,2010,ES415,3,0.341
2008,NUTS,2010,ES415,3,0.238
2009,NUTS,2010,ES415,3,0.19
2011,NUTS,2010,ES416,3,0.041
2008,NUTS,2010,ES418,3,0.106
2009,NUTS,2010,ES418,3,0.027
2010,NUTS,2010,ES418,3,0.08
2008,NUTS,2010,ES42,2,0.025
2009,NUTS,2010,ES42,2,0.026
2010,NUTS,2010,ES42,2,0.018
2011,NUTS,2010,ES42,2,0.055
2012,NUTS,2010,ES42,2,0.067
2008,NUTS,2010,ES421,3,0.134
2009,NUTS,2010,ES421,3,0.134
2011,NUTS,2010,ES421,3,0.275
2012,NUTS,2010,ES421,3,0.352
2010,NUTS,2010,ES422,3,0.071
2011,NUTS,2010,ES424,3,0.027
2001,NUTS,2010,ES43,2,0.044
2001,NUTS,2010,ES431,3,0.071
2000,NUTS,2010,ES5,1,0.223
2001,NUTS,2010,ES5,1,0.15
2002,NUTS,2010,ES5,1,0.088
2003,NUTS,2010,ES5,1,0.101
2004,NUTS,2010,ES5,1,0.103
2005,NUTS,2010,ES5,1,0.077
2006,NUTS,2010,ES5,1,0.051
2007,NUTS,2010,ES5,1,0.082
2008,NUTS,2010,ES5,1,0.06
2009,NUTS,2010,ES5,1,0.049
2010,NUTS,2010,ES5,1,0.06
2011,NUTS,2010,ES5,1,0.103
2012,NUTS,2010,ES5,1,0.103
2000,NUTS,2010,ES51,2,0.345
2001,NUTS,2010,ES51,2,0.192
2002,NUTS,2010,ES51,2,0.127
2003,NUTS,2010,ES51,2,0.159
2004,NUTS,2010,ES51,2,0.157
2005,NUTS,2010,ES51,2,0.105
2006,NUTS,2010,ES51,2,0.055
2007,NUTS,2010,ES51,2,0.117
2008,NUTS,2010,ES51,2,0.093
2009,NUTS,2010,ES51,2,0.057
2010,NUTS,2010,ES51,2,0.089
2011,NUTS,2010,ES51,2,0.155
2012,NUTS,2010,ES51,2,0.132
2000,NUTS,2010,ES511,3,0.408
2001,NUTS,2010,ES511,3,0.255
2002,NUTS,2010,ES511,3,0.168
2003,NUTS,2010,ES511,3,0.203
2004,NUTS,2010,ES511,3,0.207
2005,NUTS,2010,ES511,3,0.141
2006,NUTS,2010,ES511,3,0.067
2007,NUTS,2010,ES511,3,0.144
2008,NUTS,2010,ES511,3,0.118
2009,NUTS,2010,ES511,3,0.077
2010,NUTS,2010,ES511,3,0.115
2011,NUTS,2010,ES511,3,0.2
2012,NUTS,2010,ES511,3,0.173
2000,NUTS,2010,ES512,3,0.123
2002,NUTS,2010,ES512,3,0.025
2004,NUTS,2010,ES512,3,0.043
2007,NUTS,2010,ES512,3,0.05
2008,NUTS,2010,ES512,3,0.01
2010,NUTS,2010,ES512,3,0.049
2011,NUTS,2010,ES512,3,0.067
2012,NUTS,2010,ES512,3,0.051
2000,NUTS,2010,ES514,3,0.26
2003,NUTS,2010,ES514,3,0.079
2006,NUTS,2010,ES514,3,0.051
2007,NUTS,2010,ES514,3,0.047
2008,NUTS,2010,ES514,3,0.046
2011,NUTS,2010,ES514,3,0.015
2000,NUTS,2010,ES52,2,0.043
2001,NUTS,2010,ES52,2,0.11
2002,NUTS,2010,ES52,2,0.034
2003,NUTS,2010,ES52,2,0.013
2004,NUTS,2010,ES52,2,0.014
2005,NUTS,2010,ES52,2,0.042
2006,NUTS,2010,ES52,2,0.056
2007,NUTS,2010,ES52,2,0.024
2008,NUTS,2010,ES52,2,0.011
2009,NUTS,2010,ES52,2,0.029
2010,NUTS,2010,ES52,2,0.018
2011,NUTS,2010,ES52,2,0.026
2012,NUTS,2010,ES52,2,0.07
2000,NUTS,2010,ES521,3,0.025
2005,NUTS,2010,ES521,3,0.065
2006,NUTS,2010,ES521,3,0.095
2007,NUTS,2010,ES521,3,0.014
2010,NUTS,2010,ES521,3,0.035
2011,NUTS,2010,ES521,3,0.021
2004,NUTS,2010,ES522,3,0.018
2006,NUTS,2010,ES522,3,0.075
2009,NUTS,2010,ES522,3,0.151
2010,NUTS,2010,ES522,3,0.015
2012,NUTS,2010,ES522,3,0.106
2000,NUTS,2010,ES523,3,0.066
2001,NUTS,2010,ES523,3,0.205
2002,NUTS,2010,ES523,3,0.064
2003,NUTS,2010,ES523,3,0.024
2004,NUTS,2010,ES523,3,0.022
2005,NUTS,2010,ES523,3,0.038
2006,NUTS,2010,ES523,3,0.026
2007,NUTS,2010,ES523,3,0.036
2008,NUTS,2010,ES523,3,0.021
2009,NUTS,2010,ES523,3,0.018
2010,NUTS,2010,ES523,3,0.007
2011,NUTS,2010,ES523,3,0.035
2012,NUTS,2010,ES523,3,0.105
2004,NUTS,2010,ES53,2,0.032
2007,NUTS,2010,ES53,2,0.051
2009,NUTS,2010,ES53,2,0.069
2012,NUTS,2010,ES53,2,0.005
2007,NUTS,2010,ES531,3,0.378
2004,NUTS,2010,ES532,3,0.039
2007,NUTS,2010,ES532,3,0.015
2009,NUTS,2010,ES532,3,0.083
2012,NUTS,2010,ES533,3,0.08
2000,NUTS,2010,ES6,1,0.012
2001,NUTS,2010,ES6,1,0.009
2002,NUTS,2010,ES6,1,0.008
2006,NUTS,2010,ES6,1,0.014
2008,NUTS,2010,ES6,1,0.008
2009,NUTS,2010,ES6,1,0.011
2010,NUTS,2010,ES6,1,0.021
2011,NUTS,2010,ES6,1,0.007
2012,NUTS,2010,ES6,1,0.029
2000,NUTS,2010,ES61,2,0.015
2001,NUTS,2010,ES61,2,0.011
2002,NUTS,2010,ES61,2,0.01
2006,NUTS,2010,ES61,2,0.017
2008,NUTS,2010,ES61,2,0.007
2009,NUTS,2010,ES61,2,0.013
2010,NUTS,2010,ES61,2,0.017
2011,NUTS,2010,ES61,2,0.009
2012,NUTS,2010,ES61,2,0.036
2000,NUTS,2010,ES613,3,0.036
2006,NUTS,2010,ES614,3,0.023
2008,NUTS,2010,ES614,3,0.063
2009,NUTS,2010,ES614,3,0.033
2000,NUTS,2010,ES617,3,0.067
2011,NUTS,2010,ES617,3,0.011
2001,NUTS,2010,ES618,3,0.044
2002,NUTS,2010,ES618,3,0.04
2006,NUTS,2010,ES618,3,0.059
2009,NUTS,2010,ES618,3,0.04
2010,NUTS,2010,ES618,3,0.069
2011,NUTS,2010,ES618,3,0.028
2012,NUTS,2010,ES618,3,0.141
2008,NUTS,2010,ES62,2,0.017
2010,NUTS,2010,ES62,2,0.045
2008,NUTS,2010,ES620,3,0.017
2010,NUTS,2010,ES620,3,0.045
2000,NUTS,2010,ES7,1,0.039
2003,NUTS,2010,ES7,1,0.031
2008,NUTS,2010,ES7,1,0.047
2009,NUTS,2010,ES7,1,0.025
2010,NUTS,2010,ES7,1,0.024
2011,NUTS,2010,ES7,1,0.024
2012,NUTS,2010,ES7,1,0.025
2000,NUTS,2010,ES70,2,0.039
2003,NUTS,2010,ES70,2,0.031
2008,NUTS,2010,ES70,2,0.047
2009,NUTS,2010,ES70,2,0.025
2010,NUTS,2010,ES70,2,0.024
2011,NUTS,2010,ES70,2,0.024
2012,NUTS,2010,ES70,2,0.025
2000,NUTS,2010,ES705,3,0.091
2008,NUTS,2010,ES705,3,0.059
2011,NUTS,2010,ES705,3,0.062
2012,NUTS,2010,ES705,3,0.063
2003,NUTS,2010,ES709,3,0.074
2008,NUTS,2010,ES709,3,0.055
2009,NUTS,2010,ES709,3,0.058
2010,NUTS,2010,ES709,3,0.056
2005,NUTS,2010,ESZ,1,0.746
2005,NUTS,2010,ESZZ,2,0.746
2005,NUTS,2010,ESZZZ,3,0.746
2000,NUTS,2010,FI,0,0.938
2001,NUTS,2010,FI,0,1.116
2002,NUTS,2010,FI,0,1.134
2003,NUTS,2010,FI,0,1.214
2004,NUTS,2010,FI,0,1.379
2005,NUTS,2010,FI,0,0.974
2006,NUTS,2010,FI,0,0.958
2007,NUTS,2010,FI,0,0.665
2008,NUTS,2010,FI,0,0.76
2009,NUTS,2010,FI,0,0.77
2010,NUTS,2010,FI,0,1.072
2011,NUTS,2010,FI,0,0.81
2012,NUTS,2010,FI,0,0.805
2000,NUTS,2010,FI1,1,0.938
2001,NUTS,2010,FI1,1,1.124
2002,NUTS,2010,FI1,1,1.133
2003,NUTS,2010,FI1,1,1.222
2004,NUTS,2010,FI1,1,1.388
2005,NUTS,2010,FI1,1,0.98
2006,NUTS,2010,FI1,1,0.956
2007,NUTS,2010,FI1,1,0.669
2008,NUTS,2010,FI1,1,0.763
2009,NUTS,2010,FI1,1,0.775
2010,NUTS,2010,FI1,1,1.076
2011,NUTS,2010,FI1,1,0.815
2012,NUTS,2010,FI1,1,0.804
2000,NUTS,2010,FI19,2,1.483
2001,NUTS,2010,FI19,2,1.607
2002,NUTS,2010,FI19,2,1.844
2003,NUTS,2010,FI19,2,1.872
2004,NUTS,2010,FI19,2,2.221
2005,NUTS,2010,FI19,2,1.807
2006,NUTS,2010,FI19,2,1.239
2007,NUTS,2010,FI19,2,0.701
2008,NUTS,2010,FI19,2,0.962
2009,NUTS,2010,FI19,2,0.898
2010,NUTS,2010,FI19,2,1.768
2011,NUTS,2010,FI19,2,1.139
2012,NUTS,2010,FI19,2,1.202
2000,NUTS,2010,FI193,3,0.199
2001,NUTS,2010,FI193,3,0.13
2002,NUTS,2010,FI193,3,0.46
2003,NUTS,2010,FI193,3,0.422
2004,NUTS,2010,FI193,3,0.639
2005,NUTS,2010,FI193,3,0.067
2006,NUTS,2010,FI193,3,0.128
2007,NUTS,2010,FI193,3,0.34
2008,NUTS,2010,FI193,3,0.122
2009,NUTS,2010,FI193,3,0.13
2011,NUTS,2010,FI193,3,0.25
2012,NUTS,2010,FI193,3,0.122
2012,NUTS,2010,FI194,3,0.174
2002,NUTS,2010,FI195,3,0.239
2004,NUTS,2010,FI195,3,0.212
2005,NUTS,2010,FI195,3,0.2
2008,NUTS,2010,FI195,3,0.163
2010,NUTS,2010,FI195,3,0.615
2011,NUTS,2010,FI195,3,0.151
2000,NUTS,2010,FI196,3,0.399
2001,NUTS,2010,FI196,3,0.052
2002,NUTS,2010,FI196,3,0.331
2003,NUTS,2010,FI196,3,0.193
2005,NUTS,2010,FI196,3,0.336
2007,NUTS,2010,FI196,3,0.047
2009,NUTS,2010,FI196,3,0.015
2010,NUTS,2010,FI196,3,0.07
2000,NUTS,2010,FI197,3,3.694
2001,NUTS,2010,FI197,3,4.162
2002,NUTS,2010,FI197,3,4.322
2003,NUTS,2010,FI197,3,4.552
2004,NUTS,2010,FI197,3,5.277
2005,NUTS,2010,FI197,3,4.346
2006,NUTS,2010,FI197,3,3.122
2007,NUTS,2010,FI197,3,1.61
2008,NUTS,2010,FI197,3,2.336
2009,NUTS,2010,FI197,3,2.291
2010,NUTS,2010,FI197,3,4.361
2011,NUTS,2010,FI197,3,2.766
2012,NUTS,2010,FI197,3,3.053
2000,NUTS,2010,FI1B,2,0.984
2001,NUTS,2010,FI1B,2,1.568
2002,NUTS,2010,FI1B,2,1.42
2003,NUTS,2010,FI1B,2,1.482
2004,NUTS,2010,FI1B,2,1.866
2005,NUTS,2010,FI1B,2,1.188
2006,NUTS,2010,FI1B,2,1.345
2007,NUTS,2010,FI1B,2,0.924
2008,NUTS,2010,FI1B,2,1.141
2009,NUTS,2010,FI1B,2,1.147
2010,NUTS,2010,FI1B,2,1.43
2011,NUTS,2010,FI1B,2,1.07
2012,NUTS,2010,FI1B,2,0.947
2000,NUTS,2010,FI1B1,3,0.984
2001,NUTS,2010,FI1B1,3,1.568
2002,NUTS,2010,FI1B1,3,1.42
2003,NUTS,2010,FI1B1,3,1.482
2004,NUTS,2010,FI1B1,3,1.866
2005,NUTS,2010,FI1B1,3,1.188
2006,NUTS,2010,FI1B1,3,1.345
2007,NUTS,2010,FI1B1,3,0.924
2008,NUTS,2010,FI1B1,3,1.141
2009,NUTS,2010,FI1B1,3,1.147
2010,NUTS,2010,FI1B1,3,1.43
2011,NUTS,2010,FI1B1,3,1.07
2012,NUTS,2010,FI1B1,3,0.947
2000,NUTS,2010,FI1C,2,0.532
2001,NUTS,2010,FI1C,2,0.349
2002,NUTS,2010,FI1C,2,0.312
2003,NUTS,2010,FI1C,2,0.601
2004,NUTS,2010,FI1C,2,0.359
