year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_pc_act_fte_t
2013,NUTS,2010,FR52,2,0.3184
2011,NUTS,2010,FR53,2,0.2259
2012,NUTS,2010,FR53,2,0.2225
2013,NUTS,2010,FR53,2,0.2306
2011,NUTS,2010,FR6,1,0.3914
2012,NUTS,2010,FR6,1,0.396
2013,NUTS,2010,FR6,1,0.3907
2011,NUTS,2010,FR61,2,0.3169
2012,NUTS,2010,FR61,2,0.3205
2013,NUTS,2010,FR61,2,0.3206
2011,NUTS,2010,FR62,2,0.4977
2012,NUTS,2010,FR62,2,0.5072
2013,NUTS,2010,FR62,2,0.4946
2011,NUTS,2010,FR63,2,0.2812
2012,NUTS,2010,FR63,2,0.2738
2013,NUTS,2010,FR63,2,0.2728
2011,NUTS,2010,FR7,1,0.4086
2012,NUTS,2010,FR7,1,0.406
2013,NUTS,2010,FR7,1,0.4152
2011,NUTS,2010,FR71,2,0.4339
2012,NUTS,2010,FR71,2,0.4307
2013,NUTS,2010,FR71,2,0.4381
2011,NUTS,2010,FR72,2,0.2869
2012,NUTS,2010,FR72,2,0.2854
2013,NUTS,2010,FR72,2,0.3008
2011,NUTS,2010,FR8,1,0.4038
2012,NUTS,2010,FR8,1,0.4046
2013,NUTS,2010,FR8,1,0.4069
2011,NUTS,2010,FR81,2,0.4384
2012,NUTS,2010,FR81,2,0.4594
2013,NUTS,2010,FR81,2,0.4731
2011,NUTS,2010,FR82,2,0.3947
2012,NUTS,2010,FR82,2,0.3826
2013,NUTS,2010,FR82,2,0.3771
2011,NUTS,2010,FR83,2,0.2102
2012,NUTS,2010,FR83,2,0.2525
2013,NUTS,2010,FR83,2,0.3066
2011,NUTS,2010,FRA,1,0.1154
2012,NUTS,2010,FRA,1,0.1086
2013,NUTS,2010,FRA,1,0.1272
2011,NUTS,2010,HR,0,0.2426
2012,NUTS,2010,HR,0,0.2419
2013,NUTS,2010,HR,0,0.2477
2014,NUTS,2010,HR,0,0.2238
2015,NUTS,2010,HR,0,0.2504
2016,NUTS,2010,HR,0,0.2978
2017,NUTS,2010,HR,0,0.2963
2018,NUTS,2010,HR,0,0.2996
2019,NUTS,2010,HR,0,0.3423
2020,NUTS,2010,HR,0,0.3506
2011,NUTS,2010,HR0,1,0.2372
2012,NUTS,2010,HR0,1,0.2369
2013,NUTS,2010,HR0,1,0.2436
2014,NUTS,2010,HR0,1,0.2209
2015,NUTS,2010,HR0,1,0.2469
2016,NUTS,2010,HR0,1,0.2939
2017,NUTS,2010,HR0,1,0.2926
2018,NUTS,2010,HR0,1,0.2956
2019,NUTS,2010,HR0,1,0.3365
2020,NUTS,2010,HR0,1,0.3451
2011,NUTS,2010,HR03,2,0.2708
2012,NUTS,2010,HR03,2,0.2671
2013,NUTS,2010,HR03,2,0.2716
2014,NUTS,2010,HR03,2,0.2439
2015,NUTS,2010,HR03,2,0.2432
2016,NUTS,2010,HR03,2,0.2703
2017,NUTS,2010,HR03,2,0.2597
2018,NUTS,2010,HR03,2,0.2611
2019,NUTS,2010,HR03,2,0.3227
2020,NUTS,2010,HR03,2,0.3433
2011,NUTS,2010,HR04,2,0.2219
2012,NUTS,2010,HR04,2,0.2229
2013,NUTS,2010,HR04,2,0.2308
2014,NUTS,2010,HR04,2,0.2096
2015,NUTS,2010,HR04,2,0.2487
2016,NUTS,2010,HR04,2,0.3053
2017,NUTS,2010,HR04,2,0.3085
2018,NUTS,2010,HR04,2,0.3118
2019,NUTS,2010,HR04,2,0.343
2011,NUTS,2010,HU,0,0.1906
2012,NUTS,2010,HU,0,0.1849
2013,NUTS,2010,HU,0,0.1838
2014,NUTS,2010,HU,0,0.1751
2015,NUTS,2010,HU,0,0.1673
2016,NUTS,2010,HU,0,0.1599
2017,NUTS,2010,HU,0,0.1799
2018,NUTS,2010,HU,0,0.2754
2019,NUTS,2010,HU,0,0.2986
2020,NUTS,2010,HU,0,0.3118
2011,NUTS,2010,HU1,1,0.2847
2012,NUTS,2010,HU1,1,0.2664
2013,NUTS,2010,HU1,1,0.2739
2014,NUTS,2010,HU1,1,0.2677
2015,NUTS,2010,HU1,1,0.2527
2016,NUTS,2010,HU1,1,0.2394
2017,NUTS,2010,HU1,1,0.2691
2018,NUTS,2010,HU1,1,0.4091
2019,NUTS,2010,HU1,1,0.4557
2011,NUTS,2010,HU10,2,0.2847
2012,NUTS,2010,HU10,2,0.2664
2013,NUTS,2010,HU10,2,0.2739
2014,NUTS,2010,HU10,2,0.2677
2015,NUTS,2010,HU10,2,0.2527
2016,NUTS,2010,HU10,2,0.2394
2017,NUTS,2010,HU11,2,0.4081
2018,NUTS,2010,HU11,2,0.6321
2019,NUTS,2010,HU11,2,0.7554
2017,NUTS,2010,HU12,2,0.0654
2018,NUTS,2010,HU12,2,0.0938
2019,NUTS,2010,HU12,2,0.0418
2011,NUTS,2010,HU2,1,0.1221
2012,NUTS,2010,HU2,1,0.124
2013,NUTS,2010,HU2,1,0.1079
2014,NUTS,2010,HU2,1,0.0954
2015,NUTS,2010,HU2,1,0.0885
2016,NUTS,2010,HU2,1,0.0839
2017,NUTS,2010,HU2,1,0.1087
2018,NUTS,2010,HU2,1,0.2067
2019,NUTS,2010,HU2,1,0.1918
2011,NUTS,2010,HU21,2,0.0483
2012,NUTS,2010,HU21,2,0.0604
2013,NUTS,2010,HU21,2,0.0575
2014,NUTS,2010,HU21,2,0.0543
2015,NUTS,2010,HU21,2,0.0558
2016,NUTS,2010,HU21,2,0.0505
2017,NUTS,2010,HU21,2,0.0502
2018,NUTS,2010,HU21,2,0.0621
2019,NUTS,2010,HU21,2,0.0754
2011,NUTS,2010,HU22,2,0.1231
2012,NUTS,2010,HU22,2,0.101
2013,NUTS,2010,HU22,2,0.1142
2014,NUTS,2010,HU22,2,0.0966
2015,NUTS,2010,HU22,2,0.0883
2016,NUTS,2010,HU22,2,0.0771
2017,NUTS,2010,HU22,2,0.0987
2018,NUTS,2010,HU22,2,0.1784
2019,NUTS,2010,HU22,2,0.18
2011,NUTS,2010,HU23,2,0.2173
2012,NUTS,2010,HU23,2,0.2355
2013,NUTS,2010,HU23,2,0.1657
2014,NUTS,2010,HU23,2,0.1462
2015,NUTS,2010,HU23,2,0.131
2016,NUTS,2010,HU23,2,0.1344
2017,NUTS,2010,HU23,2,0.1966
2018,NUTS,2010,HU23,2,0.4282
2019,NUTS,2010,HU23,2,0.3599
2011,NUTS,2010,HU3,1,0.1818
2012,NUTS,2010,HU3,1,0.1765
2013,NUTS,2010,HU3,1,0.181
2014,NUTS,2010,HU3,1,0.1714
2015,NUTS,2010,HU3,1,0.1683
2016,NUTS,2010,HU3,1,0.161
2017,NUTS,2010,HU3,1,0.1699
2018,NUTS,2010,HU3,1,0.2308
2019,NUTS,2010,HU3,1,0.2594
2011,NUTS,2010,HU31,2,0.0983
2012,NUTS,2010,HU31,2,0.1006
2013,NUTS,2010,HU31,2,0.0931
2014,NUTS,2010,HU31,2,0.0894
2015,NUTS,2010,HU31,2,0.0888
2016,NUTS,2010,HU31,2,0.0885
2017,NUTS,2010,HU31,2,0.0984
2018,NUTS,2010,HU31,2,0.1257
2019,NUTS,2010,HU31,2,0.1537
2011,NUTS,2010,HU32,2,0.2007
2012,NUTS,2010,HU32,2,0.1941
2013,NUTS,2010,HU32,2,0.1952
2014,NUTS,2010,HU32,2,0.1731
2015,NUTS,2010,HU32,2,0.163
2016,NUTS,2010,HU32,2,0.1663
2017,NUTS,2010,HU32,2,0.1826
2018,NUTS,2010,HU32,2,0.2493
2019,NUTS,2010,HU32,2,0.2757
2011,NUTS,2010,HU33,2,0.2341
2012,NUTS,2010,HU33,2,0.2224
2013,NUTS,2010,HU33,2,0.2395
2014,NUTS,2010,HU33,2,0.2403
2015,NUTS,2010,HU33,2,0.2436
2016,NUTS,2010,HU33,2,0.217
2017,NUTS,2010,HU33,2,0.2172
2018,NUTS,2010,HU33,2,0.3012
2019,NUTS,2010,HU33,2,0.3317
2011,NUTS,2010,IE,0,0.2951
2012,NUTS,2010,IE,0,0.6006
2013,NUTS,2010,IE,0,0.6364
2014,NUTS,2010,IE,0,0.6752
2015,NUTS,2010,IE,0,0.5737
2016,NUTS,2010,IE,0,0.6719
2017,NUTS,2010,IE,0,0.5794
2018,NUTS,2010,IE,0,0.4863
2019,NUTS,2010,IE,0,0.4774
2020,NUTS,2010,IE,0,0.4882
2011,NUTS,2010,IE0,1,0.2885
2012,NUTS,2010,IE0,1,0.2865
2013,NUTS,2010,IE0,1,0.2764
2014,NUTS,2010,IE0,1,0.4372
2015,NUTS,2010,IE0,1,0.6724
2017,NUTS,2010,IE0,1,0.6453
2011,NUTS,2010,IE01,2,0.1578
2012,NUTS,2010,IE01,2,0.1563
2013,NUTS,2010,IE01,2,0.1492
2014,NUTS,2010,IE01,2,0.239
2015,NUTS,2010,IE01,2,0.0725
2017,NUTS,2010,IE01,2,1.0341
2011,NUTS,2010,IE02,2,0.3335
2012,NUTS,2010,IE02,2,0.3315
2013,NUTS,2010,IE02,2,0.3209
2014,NUTS,2010,IE02,2,0.5055
2015,NUTS,2010,IE02,2,0.8796
2017,NUTS,2010,IE02,2,0.5893
2011,NUTS,2010,IS,0,0.6181
2013,NUTS,2010,IS,0,0.6921
2014,NUTS,2010,IS,0,0.6921
2015,NUTS,2010,IS,0,0.5869
2016,NUTS,2010,IS,0,0.7312
2017,NUTS,2010,IS,0,0.5799
2018,NUTS,2010,IS,0,0.5679
2011,NUTS,2010,IT,0,0.3057
2012,NUTS,2010,IT,0,0.3098
2013,NUTS,2010,IT,0,0.3144
2014,NUTS,2010,IT,0,0.3049
2015,NUTS,2010,IT,0,0.312
2016,NUTS,2010,IT,0,0.3221
2017,NUTS,2010,IT,0,0.3211
2018,NUTS,2010,IT,0,0.3246
2019,NUTS,2010,IT,0,0.3355
2020,NUTS,2010,IT,0,0.3455
2011,NUTS,2010,ITC,1,0.2744
2012,NUTS,2010,ITC,1,0.276
2013,NUTS,2010,ITC,1,0.2628
2014,NUTS,2010,ITC,1,0.2333
2015,NUTS,2010,ITC,1,0.2509
2016,NUTS,2010,ITC,1,0.2618
2017,NUTS,2010,ITC,1,0.2672
2018,NUTS,2010,ITC,1,0.2709
2019,NUTS,2010,ITC,1,0.2737
2011,NUTS,2010,ITC1,2,0.2295
2012,NUTS,2010,ITC1,2,0.2445
2013,NUTS,2010,ITC1,2,0.2653
2014,NUTS,2010,ITC1,2,0.2215
2015,NUTS,2010,ITC1,2,0.2685
2016,NUTS,2010,ITC1,2,0.2388
2017,NUTS,2010,ITC1,2,0.2422
2018,NUTS,2010,ITC1,2,0.2477
2019,NUTS,2010,ITC1,2,0.2515
2011,NUTS,2010,ITC2,2,0.0723
2012,NUTS,2010,ITC2,2,0.0732
2013,NUTS,2010,ITC2,2,0.1193
2014,NUTS,2010,ITC2,2,0.1306
2015,NUTS,2010,ITC2,2,0.0849
2016,NUTS,2010,ITC2,2,0.1086
2017,NUTS,2010,ITC2,2,0.1147
2018,NUTS,2010,ITC2,2,0.101
2019,NUTS,2010,ITC2,2,0.0954
2011,NUTS,2010,ITC3,2,0.3935
2012,NUTS,2010,ITC3,2,0.38
2013,NUTS,2010,ITC3,2,0.4039
2014,NUTS,2010,ITC3,2,0.3071
2015,NUTS,2010,ITC3,2,0.3352
2016,NUTS,2010,ITC3,2,0.2992
2017,NUTS,2010,ITC3,2,0.3124
2018,NUTS,2010,ITC3,2,0.2728
2019,NUTS,2010,ITC3,2,0.2899
2011,NUTS,2010,ITC4,2,0.2791
2012,NUTS,2010,ITC4,2,0.2772
2013,NUTS,2010,ITC4,2,0.243
2014,NUTS,2010,ITC4,2,0.2291
2015,NUTS,2010,ITC4,2,0.2332
2016,NUTS,2010,ITC4,2,0.2683
2017,NUTS,2010,ITC4,2,0.2733
2018,NUTS,2010,ITC4,2,0.2826
2019,NUTS,2010,ITC4,2,0.283
2011,NUTS,2010,ITF,1,0.2787
2012,NUTS,2010,ITF,1,0.2746
2013,NUTS,2010,ITF,1,0.2807
2014,NUTS,2010,ITF,1,0.2875
2015,NUTS,2010,ITF,1,0.2932
2016,NUTS,2010,ITF,1,0.2927
2017,NUTS,2010,ITF,1,0.2872
2018,NUTS,2010,ITF,1,0.2801
2019,NUTS,2010,ITF,1,0.2902
2011,NUTS,2010,ITF1,2,0.2778
2012,NUTS,2010,ITF1,2,0.2847
2013,NUTS,2010,ITF1,2,0.2883
2014,NUTS,2010,ITF1,2,0.2684
2015,NUTS,2010,ITF1,2,0.3252
2016,NUTS,2010,ITF1,2,0.3341
2017,NUTS,2010,ITF1,2,0.3601
2018,NUTS,2010,ITF1,2,0.3187
2019,NUTS,2010,ITF1,2,0.3342
2015,NUTS,2010,ITF2,2,0.3287
2016,NUTS,2010,ITF2,2,0.2945
2017,NUTS,2010,ITF2,2,0.2786
2018,NUTS,2010,ITF2,2,0.2721
2019,NUTS,2010,ITF2,2,0.257
2011,NUTS,2010,ITF3,2,0.333
2012,NUTS,2010,ITF3,2,0.3224
2013,NUTS,2010,ITF3,2,0.3269
2014,NUTS,2010,ITF3,2,0.3397
2015,NUTS,2010,ITF3,2,0.3372
2016,NUTS,2010,ITF3,2,0.3507
2017,NUTS,2010,ITF3,2,0.3307
2018,NUTS,2010,ITF3,2,0.3237
2019,NUTS,2010,ITF3,2,0.3456
2011,NUTS,2010,ITF4,2,0.2566
2012,NUTS,2010,ITF4,2,0.2513
2013,NUTS,2010,ITF4,2,0.2359
2014,NUTS,2010,ITF4,2,0.2537
2015,NUTS,2010,ITF4,2,0.2444
2016,NUTS,2010,ITF4,2,0.2428
2017,NUTS,2010,ITF4,2,0.242
2018,NUTS,2010,ITF4,2,0.2352
2019,NUTS,2010,ITF4,2,0.2365
2012,NUTS,2010,ITF5,2,0.1899
2015,NUTS,2010,ITF5,2,0.2037
2016,NUTS,2010,ITF5,2,0.1668
2017,NUTS,2010,ITF5,2,0.1866
2018,NUTS,2010,ITF5,2,0.1794
2019,NUTS,2010,ITF5,2,0.1945
2011,NUTS,2010,ITF6,2,0.2042
2015,NUTS,2010,ITF6,2,0.2671
2016,NUTS,2010,ITF6,2,0.2335
2017,NUTS,2010,ITF6,2,0.2241
2018,NUTS,2010,ITF6,2,0.2442
2019,NUTS,2010,ITF6,2,0.2381
2011,NUTS,2010,ITG,1,0.2872
2012,NUTS,2010,ITG,1,0.2827
2013,NUTS,2010,ITG,1,0.2969
2014,NUTS,2010,ITG,1,0.2971
2015,NUTS,2010,ITG,1,0.3115
2016,NUTS,2010,ITG,1,0.2745
2017,NUTS,2010,ITG,1,0.2582
2018,NUTS,2010,ITG,1,0.2552
2019,NUTS,2010,ITG,1,0.2702
2011,NUTS,2010,ITG1,2,0.2716
2012,NUTS,2010,ITG1,2,0.2578
2013,NUTS,2010,ITG1,2,0.2739
2014,NUTS,2010,ITG1,2,0.2796
2015,NUTS,2010,ITG1,2,0.277
2016,NUTS,2010,ITG1,2,0.2639
2017,NUTS,2010,ITG1,2,0.2409
2018,NUTS,2010,ITG1,2,0.2371
2019,NUTS,2010,ITG1,2,0.2465
2011,NUTS,2010,ITG2,2,0.3257
2012,NUTS,2010,ITG2,2,0.3443
2013,NUTS,2010,ITG2,2,0.3556
2014,NUTS,2010,ITG2,2,0.3412
2015,NUTS,2010,ITG2,2,0.3984
2016,NUTS,2010,ITG2,2,0.3016
2017,NUTS,2010,ITG2,2,0.3027
2018,NUTS,2010,ITG2,2,0.3009
2019,NUTS,2010,ITG2,2,0.3288
2011,NUTS,2010,ITH,1,0.2946
2012,NUTS,2010,ITH,1,0.3082
2013,NUTS,2010,ITH,1,0.3223
2014,NUTS,2010,ITH,1,0.3136
2015,NUTS,2010,ITH,1,0.308
2016,NUTS,2010,ITH,1,0.3527
2017,NUTS,2010,ITH,1,0.3557
2018,NUTS,2010,ITH,1,0.3726
2019,NUTS,2010,ITH,1,0.3824
2011,NUTS,2010,ITH1,2,0.0628
2012,NUTS,2010,ITH1,2,0.0695
2013,NUTS,2010,ITH1,2,0.0933
2014,NUTS,2010,ITH1,2,0.1016
2015,NUTS,2010,ITH1,2,0.0812
2016,NUTS,2010,ITH1,2,0.1669
2017,NUTS,2010,ITH1,2,0.1734
2018,NUTS,2010,ITH1,2,0.1805
2019,NUTS,2010,ITH1,2,0.1906
2011,NUTS,2010,ITH2,2,0.3328
2012,NUTS,2010,ITH2,2,0.3644
2013,NUTS,2010,ITH2,2,0.4052
2014,NUTS,2010,ITH2,2,0.4083
2015,NUTS,2010,ITH2,2,0.4596
2016,NUTS,2010,ITH2,2,0.5269
2017,NUTS,2010,ITH2,2,0.5133
2018,NUTS,2010,ITH2,2,0.5345
2019,NUTS,2010,ITH2,2,0.5654
2011,NUTS,2010,ITH3,2,0.2468
2012,NUTS,2010,ITH3,2,0.2638
2013,NUTS,2010,ITH3,2,0.2764
2014,NUTS,2010,ITH3,2,0.2613
2015,NUTS,2010,ITH3,2,0.2799
2016,NUTS,2010,ITH3,2,0.3284
2017,NUTS,2010,ITH3,2,0.33
2018,NUTS,2010,ITH3,2,0.359
2019,NUTS,2010,ITH3,2,0.3695
2011,NUTS,2010,ITH4,2,0.3782
2012,NUTS,2010,ITH4,2,0.3952
2013,NUTS,2010,ITH4,2,0.3885
2014,NUTS,2010,ITH4,2,0.3644
2015,NUTS,2010,ITH4,2,0.4007
2016,NUTS,2010,ITH4,2,0.393
2017,NUTS,2010,ITH4,2,0.4067
2018,NUTS,2010,ITH4,2,0.4193
2019,NUTS,2010,ITH4,2,0.4125
2011,NUTS,2010,ITH5,2,0.3479
2012,NUTS,2010,ITH5,2,0.3564
2013,NUTS,2010,ITH5,2,0.3723
2014,NUTS,2010,ITH5,2,0.3711
2015,NUTS,2010,ITH5,2,0.3234
2016,NUTS,2010,ITH5,2,0.3706
2017,NUTS,2010,ITH5,2,0.3742
2018,NUTS,2010,ITH5,2,0.3801
2019,NUTS,2010,ITH5,2,0.3909
2011,NUTS,2010,ITI,1,0.3622
2012,NUTS,2010,ITI,1,0.3653
2013,NUTS,2010,ITI,1,0.3714
2014,NUTS,2010,ITI,1,0.3656
2015,NUTS,2010,ITI,1,0.3665
2016,NUTS,2010,ITI,1,0.3714
2017,NUTS,2010,ITI,1,0.3667
2018,NUTS,2010,ITI,1,0.366
2019,NUTS,2010,ITI,1,0.3839
2011,NUTS,2010,ITI1,2,0.4286
2012,NUTS,2010,ITI1,2,0.4429
2013,NUTS,2010,ITI1,2,0.4235
2014,NUTS,2010,ITI1,2,0.4481
2015,NUTS,2010,ITI1,2,0.4112
2016,NUTS,2010,ITI1,2,0.4084
2017,NUTS,2010,ITI1,2,0.4194
2018,NUTS,2010,ITI1,2,0.445
2019,NUTS,2010,ITI1,2,0.4471
2011,NUTS,2010,ITI2,2,0.4299
2012,NUTS,2010,ITI2,2,0.4154
2013,NUTS,2010,ITI2,2,0.415
2014,NUTS,2010,ITI2,2,0.4137
2015,NUTS,2010,ITI2,2,0.4446
2016,NUTS,2010,ITI2,2,0.417
2017,NUTS,2010,ITI2,2,0.3923
2018,NUTS,2010,ITI2,2,0.4185
2019,NUTS,2010,ITI2,2,0.4047
2011,NUTS,2010,ITI3,2,0.2674
2012,NUTS,2010,ITI3,2,0.2649
2013,NUTS,2010,ITI3,2,0.276
2014,NUTS,2010,ITI3,2,0.2617
2015,NUTS,2010,ITI3,2,0.2822
2016,NUTS,2010,ITI3,2,0.2965
2017,NUTS,2010,ITI3,2,0.3247
2018,NUTS,2010,ITI3,2,0.2839
2019,NUTS,2010,ITI3,2,0.3009
2011,NUTS,2010,ITI4,2,0.3329
2012,NUTS,2010,ITI4,2,0.3336
2013,NUTS,2010,ITI4,2,0.356
2014,NUTS,2010,ITI4,2,0.3322
2015,NUTS,2010,ITI4,2,0.3476
2016,NUTS,2010,ITI4,2,0.36
2017,NUTS,2010,ITI4,2,0.3394
2018,NUTS,2010,ITI4,2,0.3289
2019,NUTS,2010,ITI4,2,0.3617
2011,NUTS,2010,KR,0,0.2927
2011,NUTS,2010,LT,0,0.4721
2012,NUTS,2010,LT,0,0.452
2013,NUTS,2010,LT,0,0.4493
2014,NUTS,2010,LT,0,0.4332
2015,NUTS,2010,LT,0,0.4001
2016,NUTS,2010,LT,0,0.4114
2017,NUTS,2010,LT,0,0.3826
2018,NUTS,2010,LT,0,0.3764
2019,NUTS,2010,LT,0,0.415
2020,NUTS,2010,LT,0,0.4642
2015,NUTS,2010,LT01,2,0.6755
2016,NUTS,2010,LT01,2,0.633
2017,NUTS,2010,LT01,2,0.6016
2018,NUTS,2010,LT01,2,0.5635
2019,NUTS,2010,LT01,2,0.565
2015,NUTS,2010,LT02,2,0.2728
2016,NUTS,2010,LT02,2,0.2994
2017,NUTS,2010,LT02,2,0.2654
2018,NUTS,2010,LT02,2,0.2704
2019,NUTS,2010,LT02,2,0.3237
2011,NUTS,2010,LU,0,0.2695
2012,NUTS,2010,LU,0,0.2938
2013,NUTS,2010,LU,0,0.345
2014,NUTS,2010,LU,0,0.3835
2015,NUTS,2010,LU,0,0.3859
2016,NUTS,2010,LU,0,0.396
2017,NUTS,2010,LU,0,0.407
2018,NUTS,2010,LU,0,0.4101
2019,NUTS,2010,LU,0,0.4419
2020,NUTS,2010,LU,0,0.4293
2011,NUTS,2010,LV,0,0.3379
2012,NUTS,2010,LV,0,0.3524
2013,NUTS,2010,LV,0,0.329
2014,NUTS,2010,LV,0,0.3296
2015,NUTS,2010,LV,0,0.3359
2016,NUTS,2010,LV,0,0.3295
2017,NUTS,2010,LV,0,0.3649
2018,NUTS,2010,LV,0,0.3764
2019,NUTS,2010,LV,0,0.4001
2020,NUTS,2010,LV,0,0.4378
2011,NUTS,2010,ME,0,0.0984
2013,NUTS,2010,ME,0,0.1016
2014,NUTS,2010,ME,0,0.1041
2015,NUTS,2010,ME,0,0.151
2016,NUTS,2010,ME,0,0.1399
2017,NUTS,2010,ME,0,0.1353
2018,NUTS,2010,ME,0,0.136
2019,NUTS,2010,ME,0,0.1017
2011,NUTS,2010,MK,0,0.0649
2012,NUTS,2010,MK,0,0.0939
2013,NUTS,2010,MK,0,0.1023
2014,NUTS,2010,MK,0,0.1334
2015,NUTS,2010,MK,0,0.1493
2016,NUTS,2010,MK,0,0.1431
2017,NUTS,2010,MK,0,0.1193
2018,NUTS,2010,MK,0,0.1295
2019,NUTS,2010,MK,0,0.119
2020,NUTS,2010,MK,0,0.1248
2011,NUTS,2010,MT,0,0.1813
2012,NUTS,2010,MT,0,0.1969
2013,NUTS,2010,MT,0,0.2204
2014,NUTS,2010,MT,0,0.2305
2015,NUTS,2010,MT,0,0.2244
2016,NUTS,2010,MT,0,0.2102
2017,NUTS,2010,MT,0,0.2136
2018,NUTS,2010,MT,0,0.2098
2019,NUTS,2010,MT,0,0.2193
2020,NUTS,2010,MT,0,0.2232
2011,NUTS,2010,NL,0,0.3635
2012,NUTS,2010,NL,0,0.3566
2013,NUTS,2010,NL,0,0.3585
2014,NUTS,2010,NL,0,0.3712
2015,NUTS,2010,NL,0,0.3736
2016,NUTS,2010,NL,0,0.3688
2017,NUTS,2010,NL,0,0.3783
2018,NUTS,2010,NL,0,0.3793
2019,NUTS,2010,NL,0,0.388
2020,NUTS,2010,NL,0,0.3868
2011,NUTS,2010,NL3,1,0.4357
2012,NUTS,2010,NL3,1,0.4251
2011,NUTS,2010,NO,0,0.4828
2012,NUTS,2010,NO,0,0.4796
2013,NUTS,2010,NO,0,0.487
2014,NUTS,2010,NO,0,0.4945
2015,NUTS,2010,NO,0,0.5241
2016,NUTS,2010,NO,0,0.5588
2017,NUTS,2010,NO,0,0.5886
2018,NUTS,2010,NO,0,0.6029
2019,NUTS,2010,NO,0,0.6236
2020,NUTS,2010,NO,0,0.5911
2011,NUTS,2010,NO0,1,0.4689
2012,NUTS,2010,NO0,1,0.4651
2013,NUTS,2010,NO0,1,0.472
2014,NUTS,2010,NO0,1,0.4781
2015,NUTS,2010,NO0,1,0.5056
2016,NUTS,2010,NO0,1,0.5397
2017,NUTS,2010,NO0,1,0.5682
2018,NUTS,2010,NO0,1,0.5816
2019,NUTS,2010,NO0,1,0.6015
2011,NUTS,2010,NO01,2,0.7831
2012,NUTS,2010,NO01,2,0.7759
2013,NUTS,2010,NO01,2,0.8092
2014,NUTS,2010,NO01,2,0.8049
2015,NUTS,2010,NO01,2,0.8491
2016,NUTS,2010,NO01,2,0.8846
2017,NUTS,2010,NO01,2,0.9105
2018,NUTS,2010,NO01,2,0.9277
2019,NUTS,2010,NO01,2,0.9133
2011,NUTS,2010,NO02,2,0.0824
2012,NUTS,2010,NO02,2,0.0835
2013,NUTS,2010,NO02,2,0.1018
2014,NUTS,2010,NO02,2,0.0998
2015,NUTS,2010,NO02,2,0.1044
2016,NUTS,2010,NO02,2,0.1413
2017,NUTS,2010,NO02,2,0.1489
2018,NUTS,2010,NO02,2,0.1362
2019,NUTS,2010,NO02,2,0.1652
2011,NUTS,2010,NO03,2,0.0466
2012,NUTS,2010,NO03,2,0.0473
2013,NUTS,2010,NO03,2,0.0522
2014,NUTS,2010,NO03,2,0.0558
2015,NUTS,2010,NO03,2,0.0618
2016,NUTS,2010,NO03,2,0.066
2017,NUTS,2010,NO03,2,0.0892
2018,NUTS,2010,NO03,2,0.0952
2019,NUTS,2010,NO03,2,0.1007
2011,NUTS,2010,NO04,2,0.1675
2012,NUTS,2010,NO04,2,0.1733
2013,NUTS,2010,NO04,2,0.1738
2014,NUTS,2010,NO04,2,0.1775
2015,NUTS,2010,NO04,2,0.1869
2016,NUTS,2010,NO04,2,0.2084
2017,NUTS,2010,NO04,2,0.2451
2018,NUTS,2010,NO04,2,0.2509
2019,NUTS,2010,NO04,2,0.2654
2011,NUTS,2010,NO05,2,0.4613
2012,NUTS,2010,NO05,2,0.4751
2013,NUTS,2010,NO05,2,0.4679
2014,NUTS,2010,NO05,2,0.4774
2015,NUTS,2010,NO05,2,0.4964
2016,NUTS,2010,NO05,2,0.5129
2017,NUTS,2010,NO05,2,0.5664
2018,NUTS,2010,NO05,2,0.5721
2019,NUTS,2010,NO05,2,0.6137
2011,NUTS,2010,NO06,2,1.1956
2012,NUTS,2010,NO06,2,1.1249
2013,NUTS,2010,NO06,2,1.0813
2014,NUTS,2010,NO06,2,1.0845
2015,NUTS,2010,NO06,2,1.142
2016,NUTS,2010,NO06,2,1.2327
2017,NUTS,2010,NO06,2,1.2812
2018,NUTS,2010,NO06,2,1.3448
2019,NUTS,2010,NO06,2,1.3841
2011,NUTS,2010,NO07,2,0.5939
2012,NUTS,2010,NO07,2,0.6019
2013,NUTS,2010,NO07,2,0.5992
2014,NUTS,2010,NO07,2,0.6201
2015,NUTS,2010,NO07,2,0.6677
2016,NUTS,2010,NO07,2,0.7353
2017,NUTS,2010,NO07,2,0.7017
2018,NUTS,2010,NO07,2,0.7083
2019,NUTS,2010,NO07,2,0.7806
2011,NUTS,2010,PL,0,0.2678
2012,NUTS,2010,PL,0,0.2577
2013,NUTS,2010,PL,0,0.2482
2014,NUTS,2010,PL,0,0.264
2015,NUTS,2010,PL,0,0.268
2016,NUTS,2010,PL,0,0.3092
2017,NUTS,2010,PL,0,0.3909
2018,NUTS,2010,PL,0,0.4224
2019,NUTS,2010,PL,0,0.4439
2020,NUTS,2010,PL,0,0.4404
2011,NUTS,2010,PL1,1,0.4142
2012,NUTS,2010,PL1,1,0.4118
2013,NUTS,2010,PL1,1,0.2639
2014,NUTS,2010,PL1,1,0.2643
2015,NUTS,2010,PL1,1,0.2588
2011,NUTS,2010,PL11,2,0.2059
2012,NUTS,2010,PL11,2,0.2324
2013,NUTS,2010,PL11,2,0.1907
2015,NUTS,2010,PL11,2,0.2078
2011,NUTS,2010,PL12,2,0.3073
