year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_emp_hc_total_pnp
2010,NUTS,2010,ITC4,2,0.1213
2011,NUTS,2010,ITC4,2,0.1089
2012,NUTS,2010,ITC4,2,0.0975
2013,NUTS,2010,ITC4,2,0.0954
2014,NUTS,2010,ITC4,2,0.0894
2015,NUTS,2010,ITC4,2,0.0939
2016,NUTS,2010,ITC4,2,0.0971
2017,NUTS,2010,ITC4,2,0.0748
2018,NUTS,2010,ITC4,2,0.0746
2019,NUTS,2010,ITC4,2,0.076
2003,NUTS,2010,ITF,1,0.0173
2004,NUTS,2010,ITF,1,0.0199
2005,NUTS,2010,ITF,1,0.0316
2007,NUTS,2010,ITF,1,0.0391
2008,NUTS,2010,ITF,1,0.0387
2009,NUTS,2010,ITF,1,0.0365
2010,NUTS,2010,ITF,1,0.0217
2011,NUTS,2010,ITF,1,0.0224
2012,NUTS,2010,ITF,1,0.0182
2013,NUTS,2010,ITF,1,0.0191
2014,NUTS,2010,ITF,1,0.0271
2017,NUTS,2010,ITF,1,0.0225
2018,NUTS,2010,ITF,1,0.0226
2019,NUTS,2010,ITF,1,0.0215
2003,NUTS,2010,ITF1,2,0.0038
2004,NUTS,2010,ITF1,2,0.0044
2005,NUTS,2010,ITF1,2,0.0053
2007,NUTS,2010,ITF1,2,0.0068
2008,NUTS,2010,ITF1,2,0.0054
2009,NUTS,2010,ITF1,2,0.0
2010,NUTS,2010,ITF1,2,0.0016
2011,NUTS,2010,ITF1,2,0.0035
2012,NUTS,2010,ITF1,2,0.0035
2013,NUTS,2010,ITF1,2,0.0322
2014,NUTS,2010,ITF1,2,0.0269
2015,NUTS,2010,ITF1,2,0.0133
2016,NUTS,2010,ITF1,2,0.014
2017,NUTS,2010,ITF1,2,0.0164
2018,NUTS,2010,ITF1,2,0.0128
2019,NUTS,2010,ITF1,2,0.0099
2003,NUTS,2010,ITF2,2,0.0509
2004,NUTS,2010,ITF2,2,0.0
2005,NUTS,2010,ITF2,2,0.1706
2007,NUTS,2010,ITF2,2,0.0072
2008,NUTS,2010,ITF2,2,0.0023
2009,NUTS,2010,ITF2,2,0.0072
2017,NUTS,2010,ITF2,2,0.0047
2018,NUTS,2010,ITF2,2,0.012
2019,NUTS,2010,ITF2,2,0.0023
2003,NUTS,2010,ITF3,2,0.0237
2004,NUTS,2010,ITF3,2,0.0232
2005,NUTS,2010,ITF3,2,0.0293
2007,NUTS,2010,ITF3,2,0.0472
2008,NUTS,2010,ITF3,2,0.0524
2009,NUTS,2010,ITF3,2,0.0483
2010,NUTS,2010,ITF3,2,0.0342
2011,NUTS,2010,ITF3,2,0.0281
2012,NUTS,2010,ITF3,2,0.023
2013,NUTS,2010,ITF3,2,0.0199
2014,NUTS,2010,ITF3,2,0.0366
2015,NUTS,2010,ITF3,2,0.041
2016,NUTS,2010,ITF3,2,0.0323
2017,NUTS,2010,ITF3,2,0.0283
2018,NUTS,2010,ITF3,2,0.0269
2019,NUTS,2010,ITF3,2,0.0272
2003,NUTS,2010,ITF4,2,0.0203
2004,NUTS,2010,ITF4,2,0.031
2005,NUTS,2010,ITF4,2,0.055
2007,NUTS,2010,ITF4,2,0.0698
2008,NUTS,2010,ITF4,2,0.0648
2009,NUTS,2010,ITF4,2,0.0646
2010,NUTS,2010,ITF4,2,0.0316
2011,NUTS,2010,ITF4,2,0.038
2012,NUTS,2010,ITF4,2,0.03
2013,NUTS,2010,ITF4,2,0.0234
2014,NUTS,2010,ITF4,2,0.0334
2015,NUTS,2010,ITF4,2,0.0307
2016,NUTS,2010,ITF4,2,0.0358
2017,NUTS,2010,ITF4,2,0.0308
2018,NUTS,2010,ITF4,2,0.0334
2019,NUTS,2010,ITF4,2,0.0314
2003,NUTS,2010,ITF5,2,0.01
2004,NUTS,2010,ITF5,2,0.0122
2005,NUTS,2010,ITF5,2,0.003
2007,NUTS,2010,ITF5,2,0.0015
2008,NUTS,2010,ITF5,2,0.0015
2009,NUTS,2010,ITF5,2,0.0029
2012,NUTS,2010,ITF5,2,0.0087
2013,NUTS,2010,ITF5,2,0.013
2015,NUTS,2010,ITF5,2,0.0058
2017,NUTS,2010,ITF5,2,0.0071
2018,NUTS,2010,ITF5,2,0.0029
2019,NUTS,2010,ITF5,2,0.01
2003,NUTS,2010,ITF6,2,0.0028
2004,NUTS,2010,ITF6,2,0.009
2005,NUTS,2010,ITF6,2,0.0034
2007,NUTS,2010,ITF6,2,0.0039
2008,NUTS,2010,ITF6,2,0.0024
2009,NUTS,2010,ITF6,2,0.001
2010,NUTS,2010,ITF6,2,0.001
2011,NUTS,2010,ITF6,2,0.0057
2015,NUTS,2010,ITF6,2,0.0127
2016,NUTS,2010,ITF6,2,0.0088
2017,NUTS,2010,ITF6,2,0.003
2018,NUTS,2010,ITF6,2,0.0044
2019,NUTS,2010,ITF6,2,0.0025
2003,NUTS,2010,ITG,1,0.0063
2004,NUTS,2010,ITG,1,0.0094
2005,NUTS,2010,ITG,1,0.0145
2007,NUTS,2010,ITG,1,0.0198
2008,NUTS,2010,ITG,1,0.0201
2009,NUTS,2010,ITG,1,0.0188
2010,NUTS,2010,ITG,1,0.027
2011,NUTS,2010,ITG,1,0.022
2012,NUTS,2010,ITG,1,0.0214
2013,NUTS,2010,ITG,1,0.0202
2014,NUTS,2010,ITG,1,0.0207
2015,NUTS,2010,ITG,1,0.0228
2016,NUTS,2010,ITG,1,0.0233
2017,NUTS,2010,ITG,1,0.0217
2018,NUTS,2010,ITG,1,0.0176
2019,NUTS,2010,ITG,1,0.021
2003,NUTS,2010,ITG1,2,0.0067
2004,NUTS,2010,ITG1,2,0.013
2005,NUTS,2010,ITG1,2,0.0195
2007,NUTS,2010,ITG1,2,0.023
2008,NUTS,2010,ITG1,2,0.0249
2009,NUTS,2010,ITG1,2,0.0259
2010,NUTS,2010,ITG1,2,0.0389
2011,NUTS,2010,ITG1,2,0.0305
2012,NUTS,2010,ITG1,2,0.0302
2013,NUTS,2010,ITG1,2,0.0278
2014,NUTS,2010,ITG1,2,0.0285
2015,NUTS,2010,ITG1,2,0.0312
2016,NUTS,2010,ITG1,2,0.0312
2017,NUTS,2010,ITG1,2,0.029
2018,NUTS,2010,ITG1,2,0.0239
2019,NUTS,2010,ITG1,2,0.0287
2003,NUTS,2010,ITG2,2,0.0053
2004,NUTS,2010,ITG2,2,0.0018
2005,NUTS,2010,ITG2,2,0.0033
2007,NUTS,2010,ITG2,2,0.0127
2008,NUTS,2010,ITG2,2,0.0096
2009,NUTS,2010,ITG2,2,0.0035
2010,NUTS,2010,ITG2,2,0.0021
2011,NUTS,2010,ITG2,2,0.0042
2012,NUTS,2010,ITG2,2,0.0033
2013,NUTS,2010,ITG2,2,0.0045
2014,NUTS,2010,ITG2,2,0.0044
2015,NUTS,2010,ITG2,2,0.0059
2016,NUTS,2010,ITG2,2,0.0069
2017,NUTS,2010,ITG2,2,0.0061
2018,NUTS,2010,ITG2,2,0.0049
2019,NUTS,2010,ITG2,2,0.0059
2003,NUTS,2010,ITH,1,0.02
2004,NUTS,2010,ITH,1,0.0265
2005,NUTS,2010,ITH,1,0.0288
2007,NUTS,2010,ITH,1,0.0345
2008,NUTS,2010,ITH,1,0.032
2009,NUTS,2010,ITH,1,0.0322
2010,NUTS,2010,ITH,1,0.0209
2011,NUTS,2010,ITH,1,0.0158
2012,NUTS,2010,ITH,1,0.0183
2013,NUTS,2010,ITH,1,0.0207
2014,NUTS,2010,ITH,1,0.0344
2015,NUTS,2010,ITH,1,0.0378
2016,NUTS,2010,ITH,1,0.0348
2017,NUTS,2010,ITH,1,0.0368
2018,NUTS,2010,ITH,1,0.0344
2019,NUTS,2010,ITH,1,0.0537
2003,NUTS,2010,ITH1,2,0.0741
2004,NUTS,2010,ITH1,2,0.0985
2005,NUTS,2010,ITH1,2,0.088
2007,NUTS,2010,ITH1,2,0.1797
2008,NUTS,2010,ITH1,2,0.0969
2009,NUTS,2010,ITH1,2,0.12
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,0.001
2012,NUTS,2010,ITH1,2,0.0028
2013,NUTS,2010,ITH1,2,0.0009
2014,NUTS,2010,ITH1,2,0.2709
2015,NUTS,2010,ITH1,2,0.2794
2016,NUTS,2010,ITH1,2,0.2041
2017,NUTS,2010,ITH1,2,0.2992
2018,NUTS,2010,ITH1,2,0.2279
2019,NUTS,2010,ITH1,2,0.2523
2003,NUTS,2010,ITH2,2,0.0332
2004,NUTS,2010,ITH2,2,0.0201
2005,NUTS,2010,ITH2,2,0.0677
2007,NUTS,2010,ITH2,2,0.0866
2008,NUTS,2010,ITH2,2,0.1242
2009,NUTS,2010,ITH2,2,0.1562
2010,NUTS,2010,ITH2,2,0.1258
2011,NUTS,2010,ITH2,2,0.1024
2012,NUTS,2010,ITH2,2,0.0993
2013,NUTS,2010,ITH2,2,0.0947
2014,NUTS,2010,ITH2,2,0.0947
2015,NUTS,2010,ITH2,2,0.0963
2016,NUTS,2010,ITH2,2,0.0851
2017,NUTS,2010,ITH2,2,0.0735
2018,NUTS,2010,ITH2,2,0.0711
2019,NUTS,2010,ITH2,2,0.0668
2003,NUTS,2010,ITH3,2,0.0205
2004,NUTS,2010,ITH3,2,0.027
2005,NUTS,2010,ITH3,2,0.0301
2007,NUTS,2010,ITH3,2,0.031
2008,NUTS,2010,ITH3,2,0.0272
2009,NUTS,2010,ITH3,2,0.0295
2010,NUTS,2010,ITH3,2,0.0243
2011,NUTS,2010,ITH3,2,0.0164
2012,NUTS,2010,ITH3,2,0.0185
2013,NUTS,2010,ITH3,2,0.0216
2014,NUTS,2010,ITH3,2,0.0198
2015,NUTS,2010,ITH3,2,0.0251
2016,NUTS,2010,ITH3,2,0.0282
2017,NUTS,2010,ITH3,2,0.0222
2018,NUTS,2010,ITH3,2,0.024
2019,NUTS,2010,ITH3,2,0.0718
2003,NUTS,2010,ITH4,2,0.0118
2004,NUTS,2010,ITH4,2,0.0159
2005,NUTS,2010,ITH4,2,0.0184
2007,NUTS,2010,ITH4,2,0.028
2008,NUTS,2010,ITH4,2,0.0293
2009,NUTS,2010,ITH4,2,0.0276
2010,NUTS,2010,ITH4,2,0.0266
2011,NUTS,2010,ITH4,2,0.0171
2012,NUTS,2010,ITH4,2,0.0314
2013,NUTS,2010,ITH4,2,0.0283
2014,NUTS,2010,ITH4,2,0.0354
2015,NUTS,2010,ITH4,2,0.04
2016,NUTS,2010,ITH4,2,0.0326
2017,NUTS,2010,ITH4,2,0.0355
2018,NUTS,2010,ITH4,2,0.0332
2019,NUTS,2010,ITH4,2,0.0356
2005,NUTS,2010,ITH5,2,0.019
2007,NUTS,2010,ITH5,2,0.0175
2008,NUTS,2010,ITH5,2,0.0197
2009,NUTS,2010,ITH5,2,0.0115
2010,NUTS,2010,ITH5,2,0.0066
2011,NUTS,2010,ITH5,2,0.0067
2012,NUTS,2010,ITH5,2,0.0075
2013,NUTS,2010,ITH5,2,0.0117
2014,NUTS,2010,ITH5,2,0.0116
2015,NUTS,2010,ITH5,2,0.0121
2016,NUTS,2010,ITH5,2,0.0145
2017,NUTS,2010,ITH5,2,0.0141
2018,NUTS,2010,ITH5,2,0.0157
2019,NUTS,2010,ITH5,2,0.0126
2003,NUTS,2010,ITI,1,0.0203
2004,NUTS,2010,ITI,1,0.0258
2005,NUTS,2010,ITI,1,0.0611
2007,NUTS,2010,ITI,1,0.0612
2008,NUTS,2010,ITI,1,0.0606
2009,NUTS,2010,ITI,1,0.046
2010,NUTS,2010,ITI,1,0.0577
2011,NUTS,2010,ITI,1,0.0569
2012,NUTS,2010,ITI,1,0.0601
2013,NUTS,2010,ITI,1,0.0615
2014,NUTS,2010,ITI,1,0.066
2017,NUTS,2010,ITI,1,0.0832
2018,NUTS,2010,ITI,1,0.0712
2019,NUTS,2010,ITI,1,0.0887
2003,NUTS,2010,ITI1,2,0.0118
2004,NUTS,2010,ITI1,2,0.0149
2005,NUTS,2010,ITI1,2,0.0284
2007,NUTS,2010,ITI1,2,0.0327
2008,NUTS,2010,ITI1,2,0.0338
2009,NUTS,2010,ITI1,2,0.0362
2010,NUTS,2010,ITI1,2,0.034
2011,NUTS,2010,ITI1,2,0.035
2012,NUTS,2010,ITI1,2,0.0397
2013,NUTS,2010,ITI1,2,0.0385
2014,NUTS,2010,ITI1,2,0.0505
2015,NUTS,2010,ITI1,2,0.068
2016,NUTS,2010,ITI1,2,0.0692
2017,NUTS,2010,ITI1,2,0.0642
2018,NUTS,2010,ITI1,2,0.0532
2019,NUTS,2010,ITI1,2,0.0548
2003,NUTS,2010,ITI2,2,0.006
2004,NUTS,2010,ITI2,2,0.0042
2005,NUTS,2010,ITI2,2,0.0546
2007,NUTS,2010,ITI2,2,0.0058
2008,NUTS,2010,ITI2,2,0.0044
2009,NUTS,2010,ITI2,2,0.0033
2010,NUTS,2010,ITI2,2,0.0039
2011,NUTS,2010,ITI2,2,0.0032
2012,NUTS,2010,ITI2,2,0.0019
2013,NUTS,2010,ITI2,2,0.0019
2014,NUTS,2010,ITI2,2,0.0019
2017,NUTS,2010,ITI2,2,0.0026
2018,NUTS,2010,ITI2,2,0.0045
2019,NUTS,2010,ITI2,2,0.0049
2005,NUTS,2010,ITI3,2,0.0046
2007,NUTS,2010,ITI3,2,0.0015
2008,NUTS,2010,ITI3,2,0.0025
2009,NUTS,2010,ITI3,2,0.0018
2010,NUTS,2010,ITI3,2,0.0025
2011,NUTS,2010,ITI3,2,0.0018
2012,NUTS,2010,ITI3,2,0.0029
2013,NUTS,2010,ITI3,2,0.003
2014,NUTS,2010,ITI3,2,0.0026
2015,NUTS,2010,ITI3,2,0.0011
2016,NUTS,2010,ITI3,2,0.0022
2017,NUTS,2010,ITI3,2,0.0075
2018,NUTS,2010,ITI3,2,0.0072
2019,NUTS,2010,ITI3,2,0.0075
2003,NUTS,2010,ITI4,2,0.0329
2004,NUTS,2010,ITI4,2,0.0439
2005,NUTS,2010,ITI4,2,0.1029
2007,NUTS,2010,ITI4,2,0.1107
2008,NUTS,2010,ITI4,2,0.1082
2009,NUTS,2010,ITI4,2,0.074
2010,NUTS,2010,ITI4,2,0.1
2011,NUTS,2010,ITI4,2,0.0975
2012,NUTS,2010,ITI4,2,0.1002
2013,NUTS,2010,ITI4,2,0.1037
2014,NUTS,2010,ITI4,2,0.1035
2015,NUTS,2010,ITI4,2,0.1084
2016,NUTS,2010,ITI4,2,0.097
2017,NUTS,2010,ITI4,2,0.128
2018,NUTS,2010,ITI4,2,0.1106
2019,NUTS,2010,ITI4,2,0.1468
2001,NUTS,2010,KR,0,0.004
2002,NUTS,2010,KR,0,0.0072
2003,NUTS,2010,KR,0,0.0073
2004,NUTS,2010,KR,0,0.0071
2005,NUTS,2010,KR,0,0.0093
2006,NUTS,2010,KR,0,0.0098
2007,NUTS,2010,KR,0,0.0118
2008,NUTS,2010,KR,0,0.0173
2009,NUTS,2010,KR,0,0.0184
2010,NUTS,2010,KR,0,0.0221
2011,NUTS,2010,KR,0,0.0267
2012,NUTS,2010,KR,0,0.0216
2013,NUTS,2010,KR,0,0.0255
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2000,NUTS,2010,LV,0,0.0
2001,NUTS,2010,LV,0,0.0002
2002,NUTS,2010,LV,0,0.0007
2003,NUTS,2010,LV,0,0.0
2004,NUTS,2010,LV,0,0.0
2005,NUTS,2010,LV,0,0.0
2011,NUTS,2010,ME,0,0.0059
2013,NUTS,2010,ME,0,0.02
2014,NUTS,2010,ME,0,0.0219
2015,NUTS,2010,ME,0,0.0586
2017,NUTS,2010,ME,0,0.0212
2018,NUTS,2010,ME,0,0.0245
2019,NUTS,2010,ME,0,0.0171
2015,NUTS,2010,MK,0,0.0036
2016,NUTS,2010,MK,0,0.0157
2017,NUTS,2010,MK,0,0.016
2018,NUTS,2010,MK,0,0.0131
2019,NUTS,2010,MK,0,0.0101
2002,NUTS,2010,MT,0,0.0
2003,NUTS,2010,MT,0,0.0
2004,NUTS,2010,MT,0,0.0
2005,NUTS,2010,MT,0,0.0
2006,NUTS,2010,MT,0,0.0
2007,NUTS,2010,MT,0,0.0
2008,NUTS,2010,MT,0,0.0
2009,NUTS,2010,MT,0,0.0
2001,NUTS,2010,NL,0,0.0059
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2003,NUTS,2010,NL3,1,0.0008
2003,NUTS,2010,NL32,2,0.0022
2000,NUTS,2010,PL,0,0.0006
2003,NUTS,2010,PL,0,0.0006
2004,NUTS,2010,PL,0,0.0008
2005,NUTS,2010,PL,0,0.0013
2006,NUTS,2010,PL,0,0.0015
2007,NUTS,2010,PL,0,0.001
2008,NUTS,2010,PL,0,0.0004
2009,NUTS,2010,PL,0,0.0002
2010,NUTS,2010,PL,0,0.0012
2011,NUTS,2010,PL,0,0.0014
2012,NUTS,2010,PL,0,0.002
2013,NUTS,2010,PL,0,0.0017
2014,NUTS,2010,PL,0,0.002
2015,NUTS,2010,PL,0,0.0017
2016,NUTS,2010,PL,0,0.0067
2017,NUTS,2010,PL,0,0.0156
2018,NUTS,2010,PL,0,0.0176
2019,NUTS,2010,PL,0,0.0139
2000,NUTS,2010,PL1,1,0.0004
2003,NUTS,2010,PL1,1,0.0038
2004,NUTS,2010,PL1,1,0.0033
2005,NUTS,2010,PL1,1,0.0046
2006,NUTS,2010,PL1,1,0.0045
2007,NUTS,2010,PL1,1,0.0021
2008,NUTS,2010,PL1,1,0.0008
2009,NUTS,2010,PL1,1,0.0007
2011,NUTS,2010,PL1,1,0.0054
2012,NUTS,2010,PL1,1,0.0058
2013,NUTS,2010,PL1,1,0.0035
2014,NUTS,2010,PL1,1,0.0035
2015,NUTS,2010,PL1,1,0.0033
2003,NUTS,2010,PL11,2,0.0002
2004,NUTS,2010,PL11,2,0.0004
2005,NUTS,2010,PL11,2,0.0019
2007,NUTS,2010,PL11,2,0.0
2008,NUTS,2010,PL11,2,0.0
2009,NUTS,2010,PL11,2,0.0007
2012,NUTS,2010,PL11,2,0.005
2013,NUTS,2010,PL11,2,0.0028
2000,NUTS,2010,PL12,2,0.0004
2003,NUTS,2010,PL12,2,0.0037
2004,NUTS,2010,PL12,2,0.003
2005,NUTS,2010,PL12,2,0.0035
2007,NUTS,2010,PL12,2,0.0021
2008,NUTS,2010,PL12,2,0.0008
2009,NUTS,2010,PL12,2,0.0003
2010,NUTS,2010,PL12,2,0.0033
2012,NUTS,2010,PL12,2,0.0034
2013,NUTS,2010,PL12,2,0.0038
2000,NUTS,2010,PL2,1,0.0
2003,NUTS,2010,PL2,1,0.0002
2004,NUTS,2010,PL2,1,0.0
2005,NUTS,2010,PL2,1,0.0008
2006,NUTS,2010,PL2,1,0.0016
2007,NUTS,2010,PL2,1,0.0013
2008,NUTS,2010,PL2,1,0.0015
2009,NUTS,2010,PL2,1,0.0005
2010,NUTS,2010,PL2,1,0.0003
2011,NUTS,2010,PL2,1,0.0008
2012,NUTS,2010,PL2,1,0.0006
2013,NUTS,2010,PL2,1,0.0024
2014,NUTS,2010,PL2,1,0.0025
2015,NUTS,2010,PL2,1,0.0009
2016,NUTS,2010,PL2,1,0.0078
2017,NUTS,2010,PL2,1,0.0167
2018,NUTS,2010,PL2,1,0.0163
2019,NUTS,2010,PL2,1,0.0112
2000,NUTS,2010,PL21,2,0.0
2003,NUTS,2010,PL21,2,0.0002
2004,NUTS,2010,PL21,2,0.0
2005,NUTS,2010,PL21,2,0.0
2008,NUTS,2010,PL21,2,0.0008
2009,NUTS,2010,PL21,2,0.0012
2011,NUTS,2010,PL21,2,0.0017
2015,NUTS,2010,PL21,2,0.0023
2017,NUTS,2010,PL21,2,0.0217
2018,NUTS,2010,PL21,2,0.0203
2019,NUTS,2010,PL21,2,0.0195
2000,NUTS,2010,PL22,2,0.0
2003,NUTS,2010,PL22,2,0.0001
2004,NUTS,2010,PL22,2,0.0
2005,NUTS,2010,PL22,2,0.0015
2008,NUTS,2010,PL22,2,0.002
2009,NUTS,2010,PL22,2,0.0
2011,NUTS,2010,PL22,2,0.0002
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,0.013
2018,NUTS,2010,PL22,2,0.0131
2019,NUTS,2010,PL22,2,0.0049
2000,NUTS,2010,PL3,1,0.0
2004,NUTS,2010,PL3,1,0.0
2005,NUTS,2010,PL3,1,0.0001
2006,NUTS,2010,PL3,1,0.0001
2009,NUTS,2010,PL3,1,0.0001
2011,NUTS,2010,PL3,1,0.0002
2012,NUTS,2010,PL3,1,0.0005
2013,NUTS,2010,PL3,1,0.0006
2005,NUTS,2010,PL31,2,0.0
2006,NUTS,2010,PL31,2,0.0
2007,NUTS,2010,PL31,2,0.0
2009,NUTS,2010,PL31,2,0.0
2011,NUTS,2010,PL31,2,0.0
2004,NUTS,2010,PL32,2,0.0
2005,NUTS,2010,PL32,2,0.0003
2005,NUTS,2010,PL33,2,0.0
2007,NUTS,2010,PL33,2,0.0
2010,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2005,NUTS,2010,PL34,2,0.0
2006,NUTS,2010,PL34,2,0.0
2007,NUTS,2010,PL34,2,0.0
2000,NUTS,2010,PL4,1,0.0001
2003,NUTS,2010,PL4,1,0.0001
2004,NUTS,2010,PL4,1,0.0003
2005,NUTS,2010,PL4,1,0.0006
2006,NUTS,2010,PL4,1,0.0012
2007,NUTS,2010,PL4,1,0.0006
2009,NUTS,2010,PL4,1,0.0001
2010,NUTS,2010,PL4,1,0.0009
2011,NUTS,2010,PL4,1,0.0009
2012,NUTS,2010,PL4,1,0.0031
2013,NUTS,2010,PL4,1,0.0005
2014,NUTS,2010,PL4,1,0.0024
2015,NUTS,2010,PL4,1,0.0024
2016,NUTS,2010,PL4,1,0.0033
2017,NUTS,2010,PL4,1,0.0072
2018,NUTS,2010,PL4,1,0.003
2000,NUTS,2010,PL41,2,0.0002
2005,NUTS,2010,PL41,2,0.0011
2006,NUTS,2010,PL41,2,0.0022
2007,NUTS,2010,PL41,2,0.0011
2009,NUTS,2010,PL41,2,0.0
2010,NUTS,2010,PL41,2,0.001
2016,NUTS,2010,PL41,2,0.0047
2017,NUTS,2010,PL41,2,0.0097
2018,NUTS,2010,PL41,2,0.0045
2019,NUTS,2010,PL41,2,0.0048
2005,NUTS,2010,PL42,2,0.0
2006,NUTS,2010,PL42,2,0.0
2007,NUTS,2010,PL42,2,0.0
2010,NUTS,2010,PL42,2,0.0012
2016,NUTS,2010,PL42,2,0.0023
2018,NUTS,2010,PL42,2,0.0013
2003,NUTS,2010,PL43,2,0.0006
2004,NUTS,2010,PL43,2,0.0018
2005,NUTS,2010,PL43,2,0.0
2006,NUTS,2010,PL43,2,0.0
2007,NUTS,2010,PL43,2,0.0
2010,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2018,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0
2005,NUTS,2010,PL5,1,0.0
2006,NUTS,2010,PL5,1,0.0
2007,NUTS,2010,PL5,1,0.0
2011,NUTS,2010,PL5,1,0.0011
2014,NUTS,2010,PL5,1,0.0005
2016,NUTS,2010,PL5,1,0.004
2017,NUTS,2010,PL5,1,0.0047
2018,NUTS,2010,PL5,1,0.0104
2019,NUTS,2010,PL5,1,0.0111
2005,NUTS,2010,PL51,2,0.0
2006,NUTS,2010,PL51,2,0.0
2007,NUTS,2010,PL51,2,0.0
2009,NUTS,2010,PL51,2,0.0
2011,NUTS,2010,PL51,2,0.0014
2015,NUTS,2010,PL51,2,0.0012
2005,NUTS,2010,PL52,2,0.0
2006,NUTS,2010,PL52,2,0.0
2007,NUTS,2010,PL52,2,0.0
2010,NUTS,2010,PL52,2,0.0
2000,NUTS,2010,PL6,1,0.0038
2004,NUTS,2010,PL6,1,0.0022
2005,NUTS,2010,PL6,1,0.0022
2006,NUTS,2010,PL6,1,0.0025
2011,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2016,NUTS,2010,PL6,1,0.0019
2017,NUTS,2010,PL6,1,0.0137
2018,NUTS,2010,PL6,1,0.0096
2005,NUTS,2010,PL61,2,0.0
2006,NUTS,2010,PL61,2,0.0
2007,NUTS,2010,PL61,2,0.0
2010,NUTS,2010,PL61,2,0.0
2011,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2014,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2019,NUTS,2010,PL61,2,0.0127
2005,NUTS,2010,PL62,2,0.0
2006,NUTS,2010,PL62,2,0.0
2007,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2000,NUTS,2010,PL63,2,0.0113
2004,NUTS,2010,PL63,2,0.0063
2005,NUTS,2010,PL63,2,0.0061
2011,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2017,NUTS,2010,PL63,2,0.0123
2018,NUTS,2010,PL63,2,0.0088
2019,NUTS,2010,PL63,2,0.0084
2016,NUTS,2010,PL7,1,0.0042
2017,NUTS,2010,PL7,1,0.005
2018,NUTS,2010,PL7,1,0.0229
2016,NUTS,2010,PL71,2,0.0061
2019,NUTS,2010,PL71,2,0.0171
2016,NUTS,2010,PL8,1,0.0027
2017,NUTS,2010,PL8,1,0.0027
2018,NUTS,2010,PL8,1,0.0114
2019,NUTS,2010,PL8,1,0.0046
2018,NUTS,2010,PL81,2,0.0213
2019,NUTS,2010,PL81,2,0.0037
2019,NUTS,2010,PL82,2,0.0047
2017,NUTS,2010,PL84,2,0.0075
2019,NUTS,2010,PL84,2,0.0061
2016,NUTS,2010,PL9,1,0.0187
2017,NUTS,2010,PL9,1,0.0469
2018,NUTS,2010,PL9,1,0.0453
2019,NUTS,2010,PL9,1,0.0322
2018,NUTS,2010,PL91,2,0.0747
2019,NUTS,2010,PL91,2,0.0514
2018,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
2003,NUTS,2010,PT,0,0.1081
2004,NUTS,2010,PT,0,0.1067
2005,NUTS,2010,PT,0,0.1055
2006,NUTS,2010,PT,0,0.1186
2007,NUTS,2010,PT,0,0.1321
2008,NUTS,2010,PT,0,0.1407
2009,NUTS,2010,PT,0,0.1524
2010,NUTS,2010,PT,0,0.1691
2011,NUTS,2010,PT,0,0.1777
2012,NUTS,2010,PT,0,0.1659
2013,NUTS,2010,PT,0,0.0206
2014,NUTS,2010,PT,0,0.0207
2015,NUTS,2010,PT,0,0.0192
2016,NUTS,2010,PT,0,0.0212
2017,NUTS,2010,PT,0,0.0208
2018,NUTS,2010,PT,0,0.0238
2019,NUTS,2010,PT,0,0.0249
2020,NUTS,2010,PT,0,0.0342
2003,NUTS,2010,PT1,1,0.1046
2004,NUTS,2010,PT1,1,0.1029
2005,NUTS,2010,PT1,1,0.1
2006,NUTS,2010,PT1,1,0.1132
2007,NUTS,2010,PT1,1,0.1264
2008,NUTS,2010,PT1,1,0.1351
2009,NUTS,2010,PT1,1,0.1391
2010,NUTS,2010,PT1,1,0.155
2011,NUTS,2010,PT1,1,0.1685
2012,NUTS,2010,PT1,1,0.1568
2013,NUTS,2010,PT1,1,0.0198
2014,NUTS,2010,PT1,1,0.0198
2015,NUTS,2010,PT1,1,0.0188
2016,NUTS,2010,PT1,1,0.021
2017,NUTS,2010,PT1,1,0.0206
2018,NUTS,2010,PT1,1,0.0236
2019,NUTS,2010,PT1,1,0.0249
2020,NUTS,2010,PT1,1,0.0337
