year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_lsr_p_mhab
2005,NUTS,2010,DEA36,3,1.54
2005,NUTS,2010,DEA37,3,0.564
2009,NUTS,2010,DEA38,3,1.178
2003,NUTS,2010,DEA4,2,0.483
2007,NUTS,2010,DEA4,2,0.121
2007,NUTS,2010,DEA41,3,0.767
2003,NUTS,2010,DEA46,3,3.09
2000,NUTS,2010,DEA5,2,0.438
2001,NUTS,2010,DEA5,2,0.92
2002,NUTS,2010,DEA5,2,1.228
2003,NUTS,2010,DEA5,2,0.526
2004,NUTS,2010,DEA5,2,0.792
2005,NUTS,2010,DEA5,2,0.376
2006,NUTS,2010,DEA5,2,0.332
2008,NUTS,2010,DEA5,2,0.806
2009,NUTS,2010,DEA5,2,0.657
2010,NUTS,2010,DEA5,2,0.272
2011,NUTS,2010,DEA5,2,0.73
2006,NUTS,2010,DEA51,3,0.648
2000,NUTS,2010,DEA52,3,2.829
2001,NUTS,2010,DEA52,3,3.396
2002,NUTS,2010,DEA52,3,2.834
2003,NUTS,2010,DEA52,3,3.385
2004,NUTS,2010,DEA52,3,4.24
2005,NUTS,2010,DEA52,3,2.412
2006,NUTS,2010,DEA52,3,1.7
2008,NUTS,2010,DEA52,3,4.549
2009,NUTS,2010,DEA52,3,2.909
2010,NUTS,2010,DEA52,3,1.72
2008,NUTS,2010,DEA56,3,0.975
2009,NUTS,2010,DEA56,3,1.578
2011,NUTS,2010,DEA5A,3,9.445
2001,NUTS,2010,DEA5B,3,3.264
2002,NUTS,2010,DEA5B,3,3.249
2001,NUTS,2010,DEA5C,3,1.158
2002,NUTS,2010,DEA5C,3,4.648
2004,NUTS,2010,DEA5C,3,1.17
2009,NUTS,2010,DEA5C,3,0.48
2000,NUTS,2010,DEB,1,0.724
2001,NUTS,2010,DEB,1,0.972
2002,NUTS,2010,DEB,1,0.946
2003,NUTS,2010,DEB,1,1.028
2004,NUTS,2010,DEB,1,0.813
2005,NUTS,2010,DEB,1,0.204
2006,NUTS,2010,DEB,1,0.328
2007,NUTS,2010,DEB,1,0.062
2008,NUTS,2010,DEB,1,0.062
2009,NUTS,2010,DEB,1,0.248
2011,NUTS,2010,DEB,1,0.312
2000,NUTS,2010,DEB1,2,0.33
2001,NUTS,2010,DEB1,2,0.329
2002,NUTS,2010,DEB1,2,0.111
2005,NUTS,2010,DEB1,2,0.327
2007,NUTS,2010,DEB1,2,0.165
2009,NUTS,2010,DEB1,2,0.333
2011,NUTS,2010,DEB1,2,0.728
2009,NUTS,2010,DEB11,3,2.352
2011,NUTS,2010,DEB11,3,1.597
2002,NUTS,2010,DEB17,3,0.801
2007,NUTS,2010,DEB17,3,1.172
2009,NUTS,2010,DEB17,3,1.179
2011,NUTS,2010,DEB17,3,3.186
2001,NUTS,2010,DEB19,3,4.745
2000,NUTS,2010,DEB1A,3,3.877
2005,NUTS,2010,DEB1A,3,3.875
2011,NUTS,2010,DEB1B,3,1.259
2009,NUTS,2010,DEB2,2,0.485
2009,NUTS,2010,DEB21,3,2.389
2000,NUTS,2010,DEB3,2,1.208
2001,NUTS,2010,DEB3,2,1.707
2002,NUTS,2010,DEB3,2,1.825
2003,NUTS,2010,DEB3,2,2.068
2004,NUTS,2010,DEB3,2,1.636
2005,NUTS,2010,DEB3,2,0.163
2006,NUTS,2010,DEB3,2,0.657
2008,NUTS,2010,DEB3,2,0.124
2009,NUTS,2010,DEB3,2,0.124
2011,NUTS,2010,DEB3,2,0.085
2000,NUTS,2010,DEB32,3,3.299
2002,NUTS,2010,DEB32,3,12.526
2003,NUTS,2010,DEB32,3,23.424
2001,NUTS,2010,DEB34,3,2.034
2002,NUTS,2010,DEB34,3,2.031
2000,NUTS,2010,DEB35,3,5.46
2001,NUTS,2010,DEB35,3,7.765
2003,NUTS,2010,DEB35,3,4.46
2004,NUTS,2010,DEB35,3,4.689
2006,NUTS,2010,DEB35,3,6.843
2004,NUTS,2010,DEB3B,3,12.069
2008,NUTS,2010,DEB3D,3,3.21
2000,NUTS,2010,DEB3F,3,9.806
2002,NUTS,2010,DEB3F,3,6.805
2003,NUTS,2010,DEB3F,3,6.083
2005,NUTS,2010,DEB3F,3,3.01
2004,NUTS,2010,DEB3G,3,6.438
2001,NUTS,2010,DEB3I,3,2.245
2002,NUTS,2010,DEB3I,3,2.239
2001,NUTS,2010,DEB3J,3,6.85
2003,NUTS,2010,DEB3J,3,1.669
2004,NUTS,2010,DEB3J,3,2.012
2009,NUTS,2010,DEB3J,3,1.241
2011,NUTS,2010,DEB3J,3,0.84
2002,NUTS,2010,DEB3K,3,9.499
2010,NUTS,2010,DEC,1,0.978
2001,NUTS,2010,DED,1,0.131
2002,NUTS,2010,DED,1,0.039
2003,NUTS,2010,DED,1,0.269
2006,NUTS,2010,DED,1,0.077
2007,NUTS,2010,DED,1,0.118
2008,NUTS,2010,DED,1,0.047
2009,NUTS,2010,DED,1,0.227
2010,NUTS,2010,DED,1,0.079
2011,NUTS,2010,DED,1,0.171
2012,NUTS,2010,DED,1,0.363
2001,NUTS,2010,DED2,2,0.339
2002,NUTS,2010,DED2,2,0.1
2003,NUTS,2010,DED2,2,0.493
2006,NUTS,2010,DED2,2,0.198
2008,NUTS,2010,DED2,2,0.121
2009,NUTS,2010,DED2,2,0.58
2010,NUTS,2010,DED2,2,0.202
2011,NUTS,2010,DED2,2,0.436
2012,NUTS,2010,DED2,2,0.924
2001,NUTS,2010,DED21,3,1.214
2002,NUTS,2010,DED21,3,0.355
2003,NUTS,2010,DED21,3,0.521
2006,NUTS,2010,DED21,3,0.666
2008,NUTS,2010,DED21,3,0.394
2009,NUTS,2010,DED21,3,1.855
2012,NUTS,2010,DED21,3,1.888
2011,NUTS,2010,DED2D,3,2.564
2012,NUTS,2010,DED2D,3,1.828
2007,NUTS,2010,DED51,3,0.987
2000,NUTS,2010,DEF,1,0.54
2002,NUTS,2010,DEF,1,0.596
2004,NUTS,2010,DEF,1,0.354
2005,NUTS,2010,DEF,1,0.707
2010,NUTS,2010,DEF,1,0.117
2011,NUTS,2010,DEF,1,0.864
2012,NUTS,2010,DEF,1,0.352
2000,NUTS,2010,DEF0,2,0.54
2002,NUTS,2010,DEF0,2,0.596
2004,NUTS,2010,DEF0,2,0.354
2005,NUTS,2010,DEF0,2,0.707
2010,NUTS,2010,DEF0,2,0.117
2011,NUTS,2010,DEF0,2,0.864
2012,NUTS,2010,DEF0,2,0.352
2000,NUTS,2010,DEF02,3,2.139
2000,NUTS,2010,DEF03,3,0.797
2010,NUTS,2010,DEF03,3,1.573
2011,NUTS,2010,DEF03,3,1.189
2012,NUTS,2010,DEF03,3,4.749
2002,NUTS,2010,DEF06,3,1.817
2000,NUTS,2010,DEF0A,3,3.789
2005,NUTS,2010,DEF0A,3,14.766
2004,NUTS,2010,DEF0B,3,3.661
2000,NUTS,2010,DEF0F,3,1.528
2002,NUTS,2010,DEF0F,3,6.046
2011,NUTS,2010,DEF0F,3,9.575
2000,NUTS,2010,DEG,1,1.29
2001,NUTS,2010,DEG,1,0.547
2002,NUTS,2010,DEG,1,2.488
2003,NUTS,2010,DEG,1,1.254
2004,NUTS,2010,DEG,1,0.211
2005,NUTS,2010,DEG,1,1.359
2006,NUTS,2010,DEG,1,1.212
2007,NUTS,2010,DEG,1,0.359
2008,NUTS,2010,DEG,1,2.883
2009,NUTS,2010,DEG,1,2.999
2010,NUTS,2010,DEG,1,3.111
2011,NUTS,2010,DEG,1,1.217
2012,NUTS,2010,DEG,1,1.4
2000,NUTS,2010,DEG0,2,1.29
2001,NUTS,2010,DEG0,2,0.547
2002,NUTS,2010,DEG0,2,2.488
2003,NUTS,2010,DEG0,2,1.254
2004,NUTS,2010,DEG0,2,0.211
2005,NUTS,2010,DEG0,2,1.359
2006,NUTS,2010,DEG0,2,1.212
2007,NUTS,2010,DEG0,2,0.359
2008,NUTS,2010,DEG0,2,2.883
2009,NUTS,2010,DEG0,2,2.999
2010,NUTS,2010,DEG0,2,3.111
2011,NUTS,2010,DEG0,2,1.217
2012,NUTS,2010,DEG0,2,1.4
2003,NUTS,2010,DEG01,3,2.5
2008,NUTS,2010,DEG01,3,1.626
2000,NUTS,2010,DEG03,3,16.837
2001,NUTS,2010,DEG03,3,13.314
2002,NUTS,2010,DEG03,3,44.485
2003,NUTS,2010,DEG03,3,24.865
2004,NUTS,2010,DEG03,3,4.872
2005,NUTS,2010,DEG03,3,28.113
2006,NUTS,2010,DEG03,3,12.972
2007,NUTS,2010,DEG03,3,8.098
2008,NUTS,2010,DEG03,3,26.277
2009,NUTS,2010,DEG03,3,47.973
2010,NUTS,2010,DEG03,3,30.35
2011,NUTS,2010,DEG03,3,16.836
2012,NUTS,2010,DEG03,3,25.412
2000,NUTS,2010,DEG05,3,8.006
2005,NUTS,2010,DEG05,3,3.101
2006,NUTS,2010,DEG05,3,7.741
2008,NUTS,2010,DEG05,3,28.894
2009,NUTS,2010,DEG05,3,11.703
2010,NUTS,2010,DEG05,3,39.551
2011,NUTS,2010,DEG05,3,6.872
2012,NUTS,2010,DEG05,3,4.425
2011,NUTS,2010,DEG0F,3,4.45
2000,NUTS,2010,DEG0G,3,6.961
2005,NUTS,2010,DEG0G,3,1.463
2000,NUTS,2010,DEG0J,3,3.523
2006,NUTS,2010,DEG0J,3,11.018
2008,NUTS,2010,DEG0J,3,19.115
2009,NUTS,2010,DEG0J,3,12.245
2010,NUTS,2010,DEG0J,3,14.302
2012,NUTS,2010,DEG0J,3,1.622
2002,NUTS,2010,DEG0K,3,15.374
1991,NUTS,2010,DK,0,0.194
1994,NUTS,2010,DK,0,0.192
1996,NUTS,2010,DK,0,0.19
1997,NUTS,2010,DK,0,0.705
1998,NUTS,2010,DK,0,0.567
1999,NUTS,2010,DK,0,0.79
2000,NUTS,2010,DK,0,0.469
2001,NUTS,2010,DK,0,1.146
2002,NUTS,2010,DK,0,0.931
2003,NUTS,2010,DK,0,0.186
2004,NUTS,2010,DK,0,0.797
2005,NUTS,2010,DK,0,0.715
2006,NUTS,2010,DK,0,1.074
2007,NUTS,2010,DK,0,0.367
2008,NUTS,2010,DK,0,0.913
2009,NUTS,2010,DK,0,0.544
2010,NUTS,2010,DK,0,0.361
2011,NUTS,2010,DK,0,0.764
2012,NUTS,2010,DK,0,0.806
2000,NUTS,2010,DK0,1,0.469
2001,NUTS,2010,DK0,1,1.146
2002,NUTS,2010,DK0,1,0.931
2003,NUTS,2010,DK0,1,0.186
2004,NUTS,2010,DK0,1,0.797
2005,NUTS,2010,DK0,1,0.715
2006,NUTS,2010,DK0,1,1.074
2007,NUTS,2010,DK0,1,0.367
2008,NUTS,2010,DK0,1,0.913
2009,NUTS,2010,DK0,1,0.544
2010,NUTS,2010,DK0,1,0.361
2011,NUTS,2010,DK0,1,0.764
2012,NUTS,2010,DK0,1,0.717
2007,NUTS,2010,DK01,2,0.916
2008,NUTS,2010,DK01,2,2.127
2009,NUTS,2010,DK01,2,1.805
2010,NUTS,2010,DK01,2,0.399
2011,NUTS,2010,DK01,2,2.501
2012,NUTS,2010,DK01,2,1.995
2007,NUTS,2010,DK011,3,1.279
2008,NUTS,2010,DK011,3,0.762
2009,NUTS,2010,DK011,3,1.499
2011,NUTS,2010,DK011,3,0.722
2012,NUTS,2010,DK011,3,2.372
2007,NUTS,2010,DK012,3,0.656
2008,NUTS,2010,DK012,3,3.964
2009,NUTS,2010,DK012,3,1.968
2011,NUTS,2010,DK012,3,6.773
2012,NUTS,2010,DK012,3,0.96
2007,NUTS,2010,DK013,3,0.748
2008,NUTS,2010,DK013,3,2.263
2009,NUTS,2010,DK013,3,2.251
2010,NUTS,2010,DK013,3,1.501
2011,NUTS,2010,DK013,3,0.558
2012,NUTS,2010,DK013,3,2.788
2007,NUTS,2010,DK02,2,0.613
2008,NUTS,2010,DK02,2,1.22
2010,NUTS,2010,DK02,2,1.621
2012,NUTS,2010,DK02,2,0.709
2007,NUTS,2010,DK021,3,2.153
2008,NUTS,2010,DK021,3,4.302
2010,NUTS,2010,DK021,3,4.263
2012,NUTS,2010,DK021,3,2.453
2010,NUTS,2010,DK022,3,0.563
2008,NUTS,2010,DK04,2,0.404
2008,NUTS,2010,DK042,3,0.615
1995,NUTS,2010,EL,0,0.031
2007,NUTS,2010,EL,0,0.013
1995,NUTS,2010,EL2,1,0.139
1995,NUTS,2010,EL25,2,0.566
1995,NUTS,2010,EL251,3,3.44
2007,NUTS,2010,EL3,1,0.035
2007,NUTS,2010,EL30,2,0.035
2007,NUTS,2010,EL300,3,0.035
1995,NUTS,2010,ES,0,0.025
1997,NUTS,2010,ES,0,0.015
1999,NUTS,2010,ES,0,0.025
2001,NUTS,2010,ES,0,0.062
2002,NUTS,2010,ES,0,0.024
2003,NUTS,2010,ES,0,0.036
2005,NUTS,2010,ES,0,0.019
2006,NUTS,2010,ES,0,0.042
2009,NUTS,2010,ES,0,0.065
2010,NUTS,2010,ES,0,0.024
2011,NUTS,2010,ES,0,0.043
2001,NUTS,2010,ES2,1,0.22
2005,NUTS,2010,ES2,1,0.078
2009,NUTS,2010,ES2,1,0.224
2001,NUTS,2010,ES22,2,0.907
2005,NUTS,2010,ES22,2,0.565
2001,NUTS,2010,ES220,3,0.907
2005,NUTS,2010,ES220,3,0.565
2001,NUTS,2010,ES24,2,0.334
2009,NUTS,2010,ES24,2,0.745
2009,NUTS,2010,ES243,3,1.031
2001,NUTS,2010,ES3,1,0.114
2001,NUTS,2010,ES30,2,0.114
2001,NUTS,2010,ES300,3,0.114
2005,NUTS,2010,ES4,1,0.092
2005,NUTS,2010,ES42,2,0.267
2005,NUTS,2010,ES425,3,0.844
2001,NUTS,2010,ES5,1,0.089
2002,NUTS,2010,ES5,1,0.088
2003,NUTS,2010,ES5,1,0.128
2006,NUTS,2010,ES5,1,0.118
2009,NUTS,2010,ES5,1,0.074
2010,NUTS,2010,ES5,1,0.083
2001,NUTS,2010,ES51,2,0.159
2002,NUTS,2010,ES51,2,0.157
2003,NUTS,2010,ES51,2,0.229
2006,NUTS,2010,ES51,2,0.214
2009,NUTS,2010,ES51,2,0.135
2010,NUTS,2010,ES51,2,0.151
2002,NUTS,2010,ES511,3,0.207
2003,NUTS,2010,ES511,3,0.101
2006,NUTS,2010,ES511,3,0.287
2009,NUTS,2010,ES511,3,0.183
2010,NUTS,2010,ES511,3,0.206
2003,NUTS,2010,ES514,3,1.571
2006,NUTS,2010,ES6,1,0.035
2009,NUTS,2010,ES6,1,0.102
2011,NUTS,2010,ES6,1,0.201
2006,NUTS,2010,ES61,2,0.042
2009,NUTS,2010,ES61,2,0.122
2011,NUTS,2010,ES61,2,0.24
2006,NUTS,2010,ES618,3,0.183
2009,NUTS,2010,ES618,3,0.531
2011,NUTS,2010,ES618,3,1.042
1998,NUTS,2010,FI,0,0.291
2000,NUTS,2010,FI,0,0.193
2001,NUTS,2010,FI,0,0.193
2002,NUTS,2010,FI,0,1.059
2003,NUTS,2010,FI,0,0.192
2004,NUTS,2010,FI,0,0.383
2005,NUTS,2010,FI,0,1.083
2006,NUTS,2010,FI,0,0.571
2007,NUTS,2010,FI,0,0.711
2008,NUTS,2010,FI,0,0.345
2009,NUTS,2010,FI,0,0.563
2010,NUTS,2010,FI,0,0.187
2011,NUTS,2010,FI,0,0.186
1998,NUTS,2010,FI1,1,0.293
2000,NUTS,2010,FI1,1,0.194
2001,NUTS,2010,FI1,1,0.194
2002,NUTS,2010,FI1,1,1.064
2003,NUTS,2010,FI1,1,0.193
2004,NUTS,2010,FI1,1,0.385
2005,NUTS,2010,FI1,1,1.088
2006,NUTS,2010,FI1,1,0.574
2007,NUTS,2010,FI1,1,0.714
2008,NUTS,2010,FI1,1,0.347
2009,NUTS,2010,FI1,1,0.566
2010,NUTS,2010,FI1,1,0.188
2011,NUTS,2010,FI1,1,0.187
1998,NUTS,2010,FI19,2,1.139
2000,NUTS,2010,FI19,2,0.759
2002,NUTS,2010,FI19,2,2.781
2004,NUTS,2010,FI19,2,0.883
2005,NUTS,2010,FI19,2,1.255
2006,NUTS,2010,FI19,2,0.749
2007,NUTS,2010,FI19,2,2.3
2009,NUTS,2010,FI19,2,0.741
2011,NUTS,2010,FI19,2,0.735
2004,NUTS,2010,FI195,3,0.982
1998,NUTS,2010,FI197,3,3.401
2000,NUTS,2010,FI197,3,2.241
2002,NUTS,2010,FI197,3,8.108
2004,NUTS,2010,FI197,3,2.178
2005,NUTS,2010,FI197,3,3.605
2006,NUTS,2010,FI197,3,2.14
2007,NUTS,2010,FI197,3,6.523
2009,NUTS,2010,FI197,3,2.08
2011,NUTS,2010,FI197,3,2.05
2002,NUTS,2010,FI1B,2,0.944
2004,NUTS,2010,FI1B,2,0.119
2005,NUTS,2010,FI1B,2,1.737
2006,NUTS,2010,FI1B,2,1.377
2007,NUTS,2010,FI1B,2,0.457
2008,NUTS,2010,FI1B,2,0.222
2009,NUTS,2010,FI1B,2,0.666
2010,NUTS,2010,FI1B,2,0.659
2002,NUTS,2010,FI1B1,3,0.944
2004,NUTS,2010,FI1B1,3,0.119
2005,NUTS,2010,FI1B1,3,1.737
2006,NUTS,2010,FI1B1,3,1.377
2007,NUTS,2010,FI1B1,3,0.457
2008,NUTS,2010,FI1B1,3,0.222
2009,NUTS,2010,FI1B1,3,0.666
2010,NUTS,2010,FI1B1,3,0.659
2004,NUTS,2010,FI1C,2,0.588
2005,NUTS,2010,FI1C,2,1.314
2009,NUTS,2010,FI1C,2,0.868
2004,NUTS,2010,FI1C2,3,4.02
2005,NUTS,2010,FI1C2,3,8.948
2009,NUTS,2010,FI1C5,3,7.438
2001,NUTS,2010,FI1D,2,0.764
2002,NUTS,2010,FI1D,2,0.383
2003,NUTS,2010,FI1D,2,0.769
2008,NUTS,2010,FI1D,2,1.157
2001,NUTS,2010,FI1D3,3,5.827
2008,NUTS,2010,FI1D3,3,5.997
2002,NUTS,2010,FI1D6,3,1.347
2003,NUTS,2010,FI1D6,3,2.68
2008,NUTS,2010,FI1D6,3,1.294
1991,NUTS,2010,FR,0,0.917
1992,NUTS,2010,FR,0,0.427
1993,NUTS,2010,FR,0,0.399
1994,NUTS,2010,FR,0,0.609
1995,NUTS,2010,FR,0,0.691
1996,NUTS,2010,FR,0,0.561
1997,NUTS,2010,FR,0,0.71
1998,NUTS,2010,FR,0,0.594
1999,NUTS,2010,FR,0,0.905
2000,NUTS,2010,FR,0,0.684
2001,NUTS,2010,FR,0,0.745
2002,NUTS,2010,FR,0,0.376
2003,NUTS,2010,FR,0,0.589
2004,NUTS,2010,FR,0,0.455
2005,NUTS,2010,FR,0,0.598
2006,NUTS,2010,FR,0,0.489
2007,NUTS,2010,FR,0,0.214
2008,NUTS,2010,FR,0,0.577
2009,NUTS,2010,FR,0,0.416
2010,NUTS,2010,FR,0,0.481
2011,NUTS,2010,FR,0,0.317
2012,NUTS,2010,FR,0,0.311
1990,NUTS,2010,FR1,1,1.703
1991,NUTS,2010,FR1,1,3.74
1992,NUTS,2010,FR1,1,1.472
1993,NUTS,2010,FR1,1,1.22
1994,NUTS,2010,FR1,1,2.702
1995,NUTS,2010,FR1,1,2.839
1996,NUTS,2010,FR1,1,1.921
1997,NUTS,2010,FR1,1,2.92
1998,NUTS,2010,FR1,1,2.624
1999,NUTS,2010,FR1,1,3.007
2000,NUTS,2010,FR1,1,2.525
2001,NUTS,2010,FR1,1,2.515
2002,NUTS,2010,FR1,1,1.421
2003,NUTS,2010,FR1,1,2.586
2004,NUTS,2010,FR1,1,1.906
2005,NUTS,2010,FR1,1,1.873
2006,NUTS,2010,FR1,1,1.413
2007,NUTS,2010,FR1,1,0.722
2008,NUTS,2010,FR1,1,2.25
2009,NUTS,2010,FR1,1,1.059
2010,NUTS,2010,FR1,1,1.571
2011,NUTS,2010,FR1,1,0.92
2012,NUTS,2010,FR1,1,1.014
1990,NUTS,2010,FR10,2,1.703
1991,NUTS,2010,FR10,2,3.74
1992,NUTS,2010,FR10,2,1.472
1993,NUTS,2010,FR10,2,1.22
1994,NUTS,2010,FR10,2,2.702
1995,NUTS,2010,FR10,2,2.839
1996,NUTS,2010,FR10,2,1.921
1997,NUTS,2010,FR10,2,2.92
1998,NUTS,2010,FR10,2,2.624
1999,NUTS,2010,FR10,2,3.007
2000,NUTS,2010,FR10,2,2.525
2001,NUTS,2010,FR10,2,2.515
2002,NUTS,2010,FR10,2,1.421
2003,NUTS,2010,FR10,2,2.586
2004,NUTS,2010,FR10,2,1.906
2005,NUTS,2010,FR10,2,1.873
2006,NUTS,2010,FR10,2,1.413
2007,NUTS,2010,FR10,2,0.722
2008,NUTS,2010,FR10,2,2.25
2009,NUTS,2010,FR10,2,1.059
2010,NUTS,2010,FR10,2,1.571
2011,NUTS,2010,FR10,2,0.92
2012,NUTS,2010,FR10,2,1.014
1990,NUTS,2010,FR101,3,2.432
1991,NUTS,2010,FR101,3,1.873
1992,NUTS,2010,FR101,3,1.636
1993,NUTS,2010,FR101,3,1.955
1994,NUTS,2010,FR101,3,2.615
1995,NUTS,2010,FR101,3,1.287
1996,NUTS,2010,FR101,3,0.713
1997,NUTS,2010,FR101,3,2.582
1998,NUTS,2010,FR101,3,2.605
1999,NUTS,2010,FR101,3,3.155
2000,NUTS,2010,FR101,3,2.244
2001,NUTS,2010,FR101,3,2.26
2002,NUTS,2010,FR101,3,1.398
2003,NUTS,2010,FR101,3,3.667
2004,NUTS,2010,FR101,3,0.92
2005,NUTS,2010,FR101,3,1.911
2006,NUTS,2010,FR101,3,1.183
2007,NUTS,2010,FR101,3,0.989
2008,NUTS,2010,FR101,3,1.976
2009,NUTS,2010,FR101,3,1.038
2010,NUTS,2010,FR101,3,0.334
2011,NUTS,2010,FR101,3,1.436
2012,NUTS,2010,FR101,3,0.683
1990,NUTS,2010,FR102,3,1.049
1991,NUTS,2010,FR102,3,0.183
1992,NUTS,2010,FR102,3,0.601
1995,NUTS,2010,FR102,3,0.216
1996,NUTS,2010,FR102,3,0.214
1997,NUTS,2010,FR102,3,3.826
1998,NUTS,2010,FR102,3,0.778
1999,NUTS,2010,FR102,3,0.982
2000,NUTS,2010,FR102,3,0.998
2001,NUTS,2010,FR102,3,0.824
2002,NUTS,2010,FR102,3,0.408
2003,NUTS,2010,FR102,3,0.945
2005,NUTS,2010,FR102,3,0.714
2007,NUTS,2010,FR102,3,0.155
2010,NUTS,2010,FR102,3,0.128
2012,NUTS,2010,FR102,3,0.739
1991,NUTS,2010,FR103,3,1.331
1992,NUTS,2010,FR103,3,1.259
1993,NUTS,2010,FR103,3,0.75
1994,NUTS,2010,FR103,3,0.895
1995,NUTS,2010,FR103,3,1.427
1996,NUTS,2010,FR103,3,0.74
1997,NUTS,2010,FR103,3,1.352
1998,NUTS,2010,FR103,3,0.975
1999,NUTS,2010,FR103,3,0.739
2000,NUTS,2010,FR103,3,1.545
2001,NUTS,2010,FR103,3,1.07
2002,NUTS,2010,FR103,3,0.817
2003,NUTS,2010,FR103,3,0.603
2004,NUTS,2010,FR103,3,2.075
2005,NUTS,2010,FR103,3,0.813
2006,NUTS,2010,FR103,3,3.102
2007,NUTS,2010,FR103,3,0.1
2008,NUTS,2010,FR103,3,2.418
2009,NUTS,2010,FR103,3,0.888
2010,NUTS,2010,FR103,3,0.76
2011,NUTS,2010,FR103,3,0.672
1990,NUTS,2010,FR104,3,2.151
1991,NUTS,2010,FR104,3,13.459
1992,NUTS,2010,FR104,3,0.904
1993,NUTS,2010,FR104,3,1.721
1994,NUTS,2010,FR104,3,5.944
1995,NUTS,2010,FR104,3,8.336
1996,NUTS,2010,FR104,3,7.681
1997,NUTS,2010,FR104,3,6.416
1998,NUTS,2010,FR104,3,7.763
1999,NUTS,2010,FR104,3,4.031
2000,NUTS,2010,FR104,3,8.649
2001,NUTS,2010,FR104,3,6.695
2002,NUTS,2010,FR104,3,5.859
2003,NUTS,2010,FR104,3,8.302
2004,NUTS,2010,FR104,3,4.855
2005,NUTS,2010,FR104,3,6.522
2006,NUTS,2010,FR104,3,5.984
2007,NUTS,2010,FR104,3,3.22
2008,NUTS,2010,FR104,3,9.412
2009,NUTS,2010,FR104,3,6.308
2010,NUTS,2010,FR104,3,10.121
2011,NUTS,2010,FR104,3,3.2
2012,NUTS,2010,FR104,3,2.966
1990,NUTS,2010,FR105,3,6.643
1991,NUTS,2010,FR105,3,12.332
1992,NUTS,2010,FR105,3,6.452
1993,NUTS,2010,FR105,3,3.167
1994,NUTS,2010,FR105,3,8.341
1995,NUTS,2010,FR105,3,9.679
1996,NUTS,2010,FR105,3,2.815
1997,NUTS,2010,FR105,3,5.084
1998,NUTS,2010,FR105,3,2.417
1999,NUTS,2010,FR105,3,5.624
2000,NUTS,2010,FR105,3,3.377
2001,NUTS,2010,FR105,3,5.543
2002,NUTS,2010,FR105,3,2.199
2003,NUTS,2010,FR105,3,4.219
2004,NUTS,2010,FR105,3,3.133
2005,NUTS,2010,FR105,3,4.256
2006,NUTS,2010,FR105,3,1.113
2007,NUTS,2010,FR105,3,0.537
2008,NUTS,2010,FR105,3,1.891
2009,NUTS,2010,FR105,3,0.288
2010,NUTS,2010,FR105,3,0.998
2011,NUTS,2010,FR105,3,1.644
2012,NUTS,2010,FR105,3,1.733
1991,NUTS,2010,FR106,3,0.145
1993,NUTS,2010,FR106,3,0.238
1994,NUTS,2010,FR106,3,0.18
1995,NUTS,2010,FR106,3,0.122
2001,NUTS,2010,FR106,3,0.12
2003,NUTS,2010,FR106,3,0.347
2008,NUTS,2010,FR106,3,0.166
1991,NUTS,2010,FR107,3,1.605
1993,NUTS,2010,FR107,3,1.089
1994,NUTS,2010,FR107,3,3.207
1995,NUTS,2010,FR107,3,2.275
1996,NUTS,2010,FR107,3,4.504
1997,NUTS,2010,FR107,3,4.295
1998,NUTS,2010,FR107,3,7.075
1999,NUTS,2010,FR107,3,9.331
2000,NUTS,2010,FR107,3,3.235
2001,NUTS,2010,FR107,3,3.746
2002,NUTS,2010,FR107,3,0.995
2003,NUTS,2010,FR107,3,2.171
2004,NUTS,2010,FR107,3,4.976
2005,NUTS,2010,FR107,3,0.8
2006,NUTS,2010,FR107,3,0.385
2007,NUTS,2010,FR107,3,0.898
2008,NUTS,2010,FR107,3,2.426
2009,NUTS,2010,FR107,3,0.592
2010,NUTS,2010,FR107,3,1.506
2012,NUTS,2010,FR107,3,2.325
1990,NUTS,2010,FR108,3,0.191
1997,NUTS,2010,FR108,3,0.3
2000,NUTS,2010,FR108,3,0.9
2008,NUTS,2010,FR108,3,0.644
2010,NUTS,2010,FR108,3,0.572
2011,NUTS,2010,FR108,3,0.169
1990,NUTS,2010,FR2,1,0.097
1991,NUTS,2010,FR2,1,0.097
1994,NUTS,2010,FR2,1,0.039
1998,NUTS,2010,FR2,1,0.157
1999,NUTS,2010,FR2,1,0.335
2000,NUTS,2010,FR2,1,0.296
2002,NUTS,2010,FR2,1,0.15
2005,NUTS,2010,FR2,1,0.235
2006,NUTS,2010,FR2,1,0.047
2007,NUTS,2010,FR2,1,0.054
2010,NUTS,2010,FR2,1,0.171
2011,NUTS,2010,FR2,1,0.133
2012,NUTS,2010,FR2,1,0.016
1990,NUTS,2010,FR21,2,0.742
2002,NUTS,2010,FR21,2,0.745
2010,NUTS,2010,FR21,2,0.531
2011,NUTS,2010,FR21,2,0.247
2011,NUTS,2010,FR212,3,1.086
2002,NUTS,2010,FR213,3,1.767
2010,NUTS,2010,FR213,3,1.256
1990,NUTS,2010,FR214,3,4.901
1991,NUTS,2010,FR23,2,0.287
1999,NUTS,2010,FR23,2,0.562
2011,NUTS,2010,FR23,2,0.272
1991,NUTS,2010,FR231,3,0.966
1999,NUTS,2010,FR231,3,0.924
1999,NUTS,2010,FR232,3,0.403
2011,NUTS,2010,FR232,3,0.4
