year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_total
2002,NUTS,2010,BGZZ,2,0.0
2003,NUTS,2010,BGZZ,2,0.0
2004,NUTS,2010,BGZZ,2,0.0
2005,NUTS,2010,BGZZ,2,0.0
2006,NUTS,2010,BGZZ,2,0.0
2007,NUTS,2010,BGZZ,2,0.0
2008,NUTS,2010,BGZZ,2,0.0
2009,NUTS,2010,BGZZ,2,0.0
2010,NUTS,2010,BGZZ,2,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
1981,NUTS,2010,CH,0,1931.782
1983,NUTS,2010,CH,0,2487.818
1986,NUTS,2010,CH,0,3983.758
1989,NUTS,2010,CH,0,4605.3
1992,NUTS,2010,CH,0,5000.55
1996,NUTS,2010,CH,0,6371.58
2000,NUTS,2010,CH,0,6852.173
2004,NUTS,2010,CH,0,8485.555
2008,NUTS,2010,CH,0,10268.363
2012,NUTS,2010,CH,0,15350.547
2015,NUTS,2010,CH,0,19255.903
2017,NUTS,2010,CH,0,18932.77
2019,NUTS,2010,CH,0,20572.036
1981,NUTS,2010,CH0,1,1931.782
1983,NUTS,2010,CH0,1,2487.818
1986,NUTS,2010,CH0,1,3983.758
1989,NUTS,2010,CH0,1,4605.3
1992,NUTS,2010,CH0,1,5000.55
1996,NUTS,2010,CH0,1,6371.58
2000,NUTS,2010,CH0,1,6852.173
2004,NUTS,2010,CH0,1,8485.555
2008,NUTS,2010,CH0,1,10268.363
2012,NUTS,2010,CH0,1,15350.547
2015,NUTS,2010,CH0,1,19255.903
2017,NUTS,2010,CH0,1,18932.77
2019,NUTS,2010,CH0,1,20572.036
2001,NUTS,2010,CN_X_HK,5,14062.673
2002,NUTS,2010,CN_X_HK,5,16451.798
2003,NUTS,2010,CN_X_HK,5,16444.471
2004,NUTS,2010,CN_X_HK,5,19096.701
2005,NUTS,2010,CN_X_HK,5,24029.946
2006,NUTS,2010,CN_X_HK,5,30002.164
2007,NUTS,2010,CN_X_HK,5,35614.448
2008,NUTS,2010,CN_X_HK,5,45150.65
2009,NUTS,2010,CN_X_HK,5,60897.245
2010,NUTS,2010,CN_X_HK,5,78724.998
2011,NUTS,2010,CN_X_HK,5,96565.243
2012,NUTS,2010,CN_X_HK,5,127059.283
2013,NUTS,2010,CN_X_HK,5,145097.102
2014,NUTS,2010,CN_X_HK,5,159004.48
2015,NUTS,2010,CN_X_HK,5,203201.994
2016,NUTS,2010,CN_X_HK,5,213225.272
2017,NUTS,2010,CN_X_HK,5,230778.995
2018,NUTS,2010,CN_X_HK,5,252019.433
2019,NUTS,2010,CN_X_HK,5,286259.161
1991,NUTS,2010,CY,0,8.442
1992,NUTS,2010,CY,0,9.56
1998,NUTS,2010,CY,0,18.607
1999,NUTS,2010,CY,0,21.457
2000,NUTS,2010,CY,0,24.516
2001,NUTS,2010,CY,0,27.49
2002,NUTS,2010,CY,0,33.791
2003,NUTS,2010,CY,0,40.974
2004,NUTS,2010,CY,0,46.784
2005,NUTS,2010,CY,0,55.233
2006,NUTS,2010,CY,0,62.363
2007,NUTS,2010,CY,0,70.375
2008,NUTS,2010,CY,0,73.365
2009,NUTS,2010,CY,0,82.988
2010,NUTS,2010,CY,0,86.198
2011,NUTS,2010,CY,0,89.883
2012,NUTS,2010,CY,0,85.322
2013,NUTS,2010,CY,0,87.469
2014,NUTS,2010,CY,0,89.521
2015,NUTS,2010,CY,0,85.286
2016,NUTS,2010,CY,0,98.815
2017,NUTS,2010,CY,0,110.214
2018,NUTS,2010,CY,0,133.097
2019,NUTS,2010,CY,0,164.435
2020,NUTS,2010,CY,0,177.2
1991,NUTS,2010,CY0,1,8.442
1992,NUTS,2010,CY0,1,9.56
1998,NUTS,2010,CY0,1,18.607
1999,NUTS,2010,CY0,1,21.457
2000,NUTS,2010,CY0,1,24.516
2001,NUTS,2010,CY0,1,27.49
2002,NUTS,2010,CY0,1,33.791
2003,NUTS,2010,CY0,1,40.974
2004,NUTS,2010,CY0,1,46.784
2005,NUTS,2010,CY0,1,55.233
2006,NUTS,2010,CY0,1,62.363
2007,NUTS,2010,CY0,1,70.375
2008,NUTS,2010,CY0,1,73.365
2009,NUTS,2010,CY0,1,82.988
2010,NUTS,2010,CY0,1,86.198
2011,NUTS,2010,CY0,1,89.883
2012,NUTS,2010,CY0,1,85.322
2013,NUTS,2010,CY0,1,87.469
2014,NUTS,2010,CY0,1,89.521
2015,NUTS,2010,CY0,1,85.286
2016,NUTS,2010,CY0,1,98.815
2017,NUTS,2010,CY0,1,110.214
2018,NUTS,2010,CY0,1,133.097
2019,NUTS,2010,CY0,1,164.435
2020,NUTS,2010,CY0,1,177.2
1991,NUTS,2010,CY00,2,8.442
1992,NUTS,2010,CY00,2,9.56
1998,NUTS,2010,CY00,2,18.607
1999,NUTS,2010,CY00,2,21.457
2000,NUTS,2010,CY00,2,24.516
2001,NUTS,2010,CY00,2,27.49
2002,NUTS,2010,CY00,2,33.791
2003,NUTS,2010,CY00,2,40.974
2004,NUTS,2010,CY00,2,46.784
2005,NUTS,2010,CY00,2,55.233
2006,NUTS,2010,CY00,2,62.363
2007,NUTS,2010,CY00,2,70.375
2008,NUTS,2010,CY00,2,73.365
2009,NUTS,2010,CY00,2,82.988
2010,NUTS,2010,CY00,2,86.198
2011,NUTS,2010,CY00,2,89.883
2012,NUTS,2010,CY00,2,85.322
2013,NUTS,2010,CY00,2,87.469
2014,NUTS,2010,CY00,2,89.521
2015,NUTS,2010,CY00,2,85.286
2016,NUTS,2010,CY00,2,98.815
2017,NUTS,2010,CY00,2,110.214
2018,NUTS,2010,CY00,2,133.097
2019,NUTS,2010,CY00,2,164.435
2020,NUTS,2010,CY00,2,177.2
1993,NUTS,2010,CZ,0,360.561
1994,NUTS,2010,CZ,0,380.165
1995,NUTS,2010,CZ,0,403.003
1996,NUTS,2010,CZ,0,472.017
1997,NUTS,2010,CZ,0,542.093
1998,NUTS,2010,CZ,0,634.276
1999,NUTS,2010,CZ,0,641.11
2000,NUTS,2010,CZ,0,744.043
2001,NUTS,2010,CZ,0,831.778
2002,NUTS,2010,CZ,0,959.362
2003,NUTS,2010,CZ,0,1012.579
2004,NUTS,2010,CZ,0,1100.092
2005,NUTS,2010,CZ,0,1280.832
2006,NUTS,2010,CZ,0,1526.648
2007,NUTS,2010,CZ,0,1801.084
2008,NUTS,2010,CZ,0,1999.197
2009,NUTS,2010,CZ,0,1924.518
2010,NUTS,2010,CZ,0,2095.142
2011,NUTS,2010,CZ,0,2551.989
2012,NUTS,2010,CZ,0,2877.264
2013,NUTS,2010,CZ,0,2996.666
2014,NUTS,2010,CZ,0,3090.662
2015,NUTS,2010,CZ,0,3250.243
2016,NUTS,2010,CZ,0,2963.274
2017,NUTS,2010,CZ,0,3433.337
2018,NUTS,2010,CZ,0,4006.462
2019,NUTS,2010,CZ,0,4348.346
2020,NUTS,2010,CZ,0,4285.863
1993,NUTS,2010,CZ0,1,360.561
1994,NUTS,2010,CZ0,1,380.165
1995,NUTS,2010,CZ0,1,403.003
1996,NUTS,2010,CZ0,1,472.017
1997,NUTS,2010,CZ0,1,542.093
1998,NUTS,2010,CZ0,1,634.276
1999,NUTS,2010,CZ0,1,641.11
2000,NUTS,2010,CZ0,1,744.043
2001,NUTS,2010,CZ0,1,831.778
2002,NUTS,2010,CZ0,1,959.362
2003,NUTS,2010,CZ0,1,1012.579
2004,NUTS,2010,CZ0,1,1100.092
2005,NUTS,2010,CZ0,1,1280.832
2006,NUTS,2010,CZ0,1,1526.648
2007,NUTS,2010,CZ0,1,1801.084
2008,NUTS,2010,CZ0,1,1999.197
2009,NUTS,2010,CZ0,1,1924.518
2010,NUTS,2010,CZ0,1,2095.142
2011,NUTS,2010,CZ0,1,2551.989
2012,NUTS,2010,CZ0,1,2877.264
2013,NUTS,2010,CZ0,1,2996.666
2014,NUTS,2010,CZ0,1,3090.662
2015,NUTS,2010,CZ0,1,3250.243
2016,NUTS,2010,CZ0,1,2963.274
2017,NUTS,2010,CZ0,1,3433.337
2018,NUTS,2010,CZ0,1,4006.462
2019,NUTS,2010,CZ0,1,4348.346
2020,NUTS,2010,CZ0,1,4285.863
2001,NUTS,2010,CZ01,2,297.04
2002,NUTS,2010,CZ01,2,330.793
2003,NUTS,2010,CZ01,2,372.219
2004,NUTS,2010,CZ01,2,417.054
2005,NUTS,2010,CZ01,2,534.719
2006,NUTS,2010,CZ01,2,652.197
2007,NUTS,2010,CZ01,2,802.529
2008,NUTS,2010,CZ01,2,860.217
2009,NUTS,2010,CZ01,2,793.563
2010,NUTS,2010,CZ01,2,825.915
2011,NUTS,2010,CZ01,2,932.957
2012,NUTS,2010,CZ01,2,981.717
2013,NUTS,2010,CZ01,2,1007.111
2014,NUTS,2010,CZ01,2,1069.247
2015,NUTS,2010,CZ01,2,1209.703
2016,NUTS,2010,CZ01,2,1022.116
2017,NUTS,2010,CZ01,2,1216.815
2018,NUTS,2010,CZ01,2,1437.514
2019,NUTS,2010,CZ01,2,1562.709
2020,NUTS,2010,CZ01,2,1642.702
2001,NUTS,2010,CZ02,2,211.798
2002,NUTS,2010,CZ02,2,247.165
2003,NUTS,2010,CZ02,2,218.546
2004,NUTS,2010,CZ02,2,226.951
2005,NUTS,2010,CZ02,2,156.879
2006,NUTS,2010,CZ02,2,190.736
2007,NUTS,2010,CZ02,2,225.551
2008,NUTS,2010,CZ02,2,225.677
2009,NUTS,2010,CZ02,2,215.523
2010,NUTS,2010,CZ02,2,237.987
2011,NUTS,2010,CZ02,2,258.24
2012,NUTS,2010,CZ02,2,265.517
2013,NUTS,2010,CZ02,2,374.069
2014,NUTS,2010,CZ02,2,358.761
2015,NUTS,2010,CZ02,2,366.234
2016,NUTS,2010,CZ02,2,413.38
2017,NUTS,2010,CZ02,2,545.356
2018,NUTS,2010,CZ02,2,637.233
2019,NUTS,2010,CZ02,2,652.922
2020,NUTS,2010,CZ02,2,556.398
2001,NUTS,2010,CZ03,2,42.834
2002,NUTS,2010,CZ03,2,54.44
2003,NUTS,2010,CZ03,2,54.61
2004,NUTS,2010,CZ03,2,62.144
2005,NUTS,2010,CZ03,2,91.59
2006,NUTS,2010,CZ03,2,107.616
2007,NUTS,2010,CZ03,2,113.959
2008,NUTS,2010,CZ03,2,149.665
2009,NUTS,2010,CZ03,2,138.45
2010,NUTS,2010,CZ03,2,174.363
2011,NUTS,2010,CZ03,2,216.937
2012,NUTS,2010,CZ03,2,251.152
2013,NUTS,2010,CZ03,2,256.636
2014,NUTS,2010,CZ03,2,262.411
2015,NUTS,2010,CZ03,2,266.563
2016,NUTS,2010,CZ03,2,232.787
2017,NUTS,2010,CZ03,2,248.494
2018,NUTS,2010,CZ03,2,304.249
2019,NUTS,2010,CZ03,2,345.386
2020,NUTS,2010,CZ03,2,312.234
2001,NUTS,2010,CZ04,2,16.679
2002,NUTS,2010,CZ04,2,17.369
2003,NUTS,2010,CZ04,2,21.863
2004,NUTS,2010,CZ04,2,19.021
2005,NUTS,2010,CZ04,2,22.298
2006,NUTS,2010,CZ04,2,23.195
2007,NUTS,2010,CZ04,2,27.267
2008,NUTS,2010,CZ04,2,34.729
2009,NUTS,2010,CZ04,2,29.212
2010,NUTS,2010,CZ04,2,33.095
2011,NUTS,2010,CZ04,2,39.344
2012,NUTS,2010,CZ04,2,52.813
2013,NUTS,2010,CZ04,2,46.157
2014,NUTS,2010,CZ04,2,49.654
2015,NUTS,2010,CZ04,2,47.627
2016,NUTS,2010,CZ04,2,38.28
2017,NUTS,2010,CZ04,2,42.255
2018,NUTS,2010,CZ04,2,50.692
2019,NUTS,2010,CZ04,2,64.389
2020,NUTS,2010,CZ04,2,62.331
2001,NUTS,2010,CZ05,2,70.631
2002,NUTS,2010,CZ05,2,79.402
2003,NUTS,2010,CZ05,2,89.981
2004,NUTS,2010,CZ05,2,106.914
2005,NUTS,2010,CZ05,2,122.882
2006,NUTS,2010,CZ05,2,152.459
2007,NUTS,2010,CZ05,2,164.106
2008,NUTS,2010,CZ05,2,187.98
2009,NUTS,2010,CZ05,2,181.562
2010,NUTS,2010,CZ05,2,200.401
2011,NUTS,2010,CZ05,2,244.484
2012,NUTS,2010,CZ05,2,291.172
2013,NUTS,2010,CZ05,2,267.258
2014,NUTS,2010,CZ05,2,268.574
2015,NUTS,2010,CZ05,2,262.352
2016,NUTS,2010,CZ05,2,258.683
2017,NUTS,2010,CZ05,2,297.092
2018,NUTS,2010,CZ05,2,354.328
2019,NUTS,2010,CZ05,2,379.463
2020,NUTS,2010,CZ05,2,361.701
2001,NUTS,2010,CZ06,2,99.211
2002,NUTS,2010,CZ06,2,115.826
2003,NUTS,2010,CZ06,2,122.506
2004,NUTS,2010,CZ06,2,140.894
2005,NUTS,2010,CZ06,2,180.378
2006,NUTS,2010,CZ06,2,210.085
2007,NUTS,2010,CZ06,2,251.355
2008,NUTS,2010,CZ06,2,311.354
2009,NUTS,2010,CZ06,2,330.869
2010,NUTS,2010,CZ06,2,366.32
2011,NUTS,2010,CZ06,2,486.875
2012,NUTS,2010,CZ06,2,618.995
2013,NUTS,2010,CZ06,2,667.656
2014,NUTS,2010,CZ06,2,672.342
2015,NUTS,2010,CZ06,2,705.125
2016,NUTS,2010,CZ06,2,605.766
2017,NUTS,2010,CZ06,2,640.789
2018,NUTS,2010,CZ06,2,704.523
2019,NUTS,2010,CZ06,2,795.361
2020,NUTS,2010,CZ06,2,825.621
2001,NUTS,2010,CZ07,2,41.89
2002,NUTS,2010,CZ07,2,68.6
2003,NUTS,2010,CZ07,2,56.985
2004,NUTS,2010,CZ07,2,57.739
2005,NUTS,2010,CZ07,2,99.105
2006,NUTS,2010,CZ07,2,108.458
2007,NUTS,2010,CZ07,2,117.221
2008,NUTS,2010,CZ07,2,123.035
2009,NUTS,2010,CZ07,2,120.144
2010,NUTS,2010,CZ07,2,134.466
2011,NUTS,2010,CZ07,2,172.888
2012,NUTS,2010,CZ07,2,233.605
2013,NUTS,2010,CZ07,2,204.568
2014,NUTS,2010,CZ07,2,222.466
2015,NUTS,2010,CZ07,2,202.22
2016,NUTS,2010,CZ07,2,201.782
2017,NUTS,2010,CZ07,2,255.366
2018,NUTS,2010,CZ07,2,299.652
2019,NUTS,2010,CZ07,2,332.079
2020,NUTS,2010,CZ07,2,299.086
2001,NUTS,2010,CZ08,2,51.695
2002,NUTS,2010,CZ08,2,45.768
2003,NUTS,2010,CZ08,2,75.869
2004,NUTS,2010,CZ08,2,69.377
2005,NUTS,2010,CZ08,2,72.98
2006,NUTS,2010,CZ08,2,81.903
2007,NUTS,2010,CZ08,2,99.096
2008,NUTS,2010,CZ08,2,106.541
2009,NUTS,2010,CZ08,2,115.195
2010,NUTS,2010,CZ08,2,122.594
2011,NUTS,2010,CZ08,2,200.264
2012,NUTS,2010,CZ08,2,182.292
2013,NUTS,2010,CZ08,2,173.211
2014,NUTS,2010,CZ08,2,187.207
2015,NUTS,2010,CZ08,2,190.419
2016,NUTS,2010,CZ08,2,190.48
2017,NUTS,2010,CZ08,2,187.17
2018,NUTS,2010,CZ08,2,218.272
2019,NUTS,2010,CZ08,2,216.037
2020,NUTS,2010,CZ08,2,225.79
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DE,0,15108.831
1982,NUTS,2010,DE,0,17138.039
1983,NUTS,2010,DE,0,18641.606
1984,NUTS,2010,DE,0,19991.453
1985,NUTS,2010,DE,0,22357.92
1986,NUTS,2010,DE,0,25073.559
1987,NUTS,2010,DE,0,27429.777
1988,NUTS,2010,DE,0,28907.807
1989,NUTS,2010,DE,0,30752.99
1990,NUTS,2010,DE,0,32453.784
1991,NUTS,2010,DE,0,36096.9
1992,NUTS,2010,DE,0,37452.556
1993,NUTS,2010,DE,0,39010.282
1994,NUTS,2010,DE,0,39534.268
1995,NUTS,2010,DE,0,42227.22
1996,NUTS,2010,DE,0,42206.428
1997,NUTS,2010,DE,0,42728.259
1998,NUTS,2010,DE,0,44340.636
1999,NUTS,2010,DE,0,48352.314
2000,NUTS,2010,DE,0,50825.217
2001,NUTS,2010,DE,0,52235.953
2002,NUTS,2010,DE,0,53551.061
2003,NUTS,2010,DE,0,54727.818
2004,NUTS,2010,DE,0,55096.623
2005,NUTS,2010,DE,0,55878.889
2006,NUTS,2010,DE,0,58966.702
2007,NUTS,2010,DE,0,61500.942
2008,NUTS,2010,DE,0,66594.101
2009,NUTS,2010,DE,0,67078.121
2010,NUTS,2010,DE,0,70014.208
2011,NUTS,2010,DE,0,75569.073
2012,NUTS,2010,DE,0,79110.378
2013,NUTS,2010,DE,0,79729.508
2014,NUTS,2010,DE,0,84246.766
2015,NUTS,2010,DE,0,88781.819
2016,NUTS,2010,DE,0,92173.556
2017,NUTS,2010,DE,0,99553.616
2018,NUTS,2010,DE,0,104669.045
2019,NUTS,2010,DE,0,110025.41
2020,NUTS,2010,DE,0,105885.0
1991,NUTS,2010,DE1,1,7718.627
1993,NUTS,2010,DE1,1,9162.652
1995,NUTS,2010,DE1,1,9679.968
1997,NUTS,2010,DE1,1,9978.466
1999,NUTS,2010,DE1,1,10991.176
2003,NUTS,2010,DE1,1,12320.625
2005,NUTS,2010,DE1,1,13676.4
2007,NUTS,2010,DE1,1,15670.932
2009,NUTS,2010,DE1,1,16347.605
2011,NUTS,2010,DE1,1,19458.393
2013,NUTS,2010,DE1,1,20187.717
2015,NUTS,2010,DE1,1,22717.874
2017,NUTS,2010,DE1,1,27895.324
2019,NUTS,2010,DE1,1,30261.49
1995,NUTS,2010,DE11,2,4817.044
1997,NUTS,2010,DE11,2,5024.862
1999,NUTS,2010,DE11,2,5632.531
2003,NUTS,2010,DE11,2,6000.1
2005,NUTS,2010,DE11,2,6895.313
2007,NUTS,2010,DE11,2,8444.975
2009,NUTS,2010,DE11,2,8550.368
2011,NUTS,2010,DE11,2,10328.272
2013,NUTS,2010,DE11,2,10629.623
2015,NUTS,2010,DE11,2,12199.262
2017,NUTS,2010,DE11,2,15918.813
2019,NUTS,2010,DE11,2,16457.17
1995,NUTS,2010,DE12,2,2283.303
1997,NUTS,2010,DE12,2,2412.052
1999,NUTS,2010,DE12,2,2540.485
2003,NUTS,2010,DE12,2,3172.886
2005,NUTS,2010,DE12,2,3301.553
2007,NUTS,2010,DE12,2,3433.706
2009,NUTS,2010,DE12,2,3679.18
2011,NUTS,2010,DE12,2,4211.012
2013,NUTS,2010,DE12,2,4518.899
2015,NUTS,2010,DE12,2,5158.716
2017,NUTS,2010,DE12,2,5923.091
2019,NUTS,2010,DE12,2,6830.49
1995,NUTS,2010,DE13,2,937.446
1997,NUTS,2010,DE13,2,919.478
1999,NUTS,2010,DE13,2,990.701
2003,NUTS,2010,DE13,2,1235.53
2005,NUTS,2010,DE13,2,1439.417
2007,NUTS,2010,DE13,2,1594.827
2009,NUTS,2010,DE13,2,1648.33
2011,NUTS,2010,DE13,2,1916.985
2013,NUTS,2010,DE13,2,1930.577
2015,NUTS,2010,DE13,2,2081.216
2017,NUTS,2010,DE13,2,2313.348
2019,NUTS,2010,DE13,2,2601.85
1995,NUTS,2010,DE14,2,1642.708
1997,NUTS,2010,DE14,2,1622.063
1999,NUTS,2010,DE14,2,1826.459
2003,NUTS,2010,DE14,2,1912.11
2005,NUTS,2010,DE14,2,2040.122
2007,NUTS,2010,DE14,2,2196.426
2009,NUTS,2010,DE14,2,2469.826
2011,NUTS,2010,DE14,2,3002.123
2013,NUTS,2010,DE14,2,3108.518
2015,NUTS,2010,DE14,2,3278.68
2017,NUTS,2010,DE14,2,3740.171
2019,NUTS,2010,DE14,2,4371.98
1991,NUTS,2010,DE2,1,7975.47
1993,NUTS,2010,DE2,1,7841.767
1995,NUTS,2010,DE2,1,8568.363
1997,NUTS,2010,DE2,1,8455.174
1999,NUTS,2010,DE2,1,9622.075
2003,NUTS,2010,DE2,1,11342.208
2005,NUTS,2010,DE2,1,11468.322
2007,NUTS,2010,DE2,1,12193.771
2009,NUTS,2010,DE2,1,13030.9
2011,NUTS,2010,DE2,1,14396.726
2013,NUTS,2010,DE2,1,15922.07
2015,NUTS,2010,DE2,1,17342.839
2017,NUTS,2010,DE2,1,18684.253
2019,NUTS,2010,DE2,1,21687.96
1995,NUTS,2010,DE21,2,6083.631
1997,NUTS,2010,DE21,2,5880.097
1999,NUTS,2010,DE21,2,6530.063
2003,NUTS,2010,DE21,2,7356.239
2005,NUTS,2010,DE21,2,7632.689
2007,NUTS,2010,DE21,2,7782.57
2009,NUTS,2010,DE21,2,8073.824
2011,NUTS,2010,DE21,2,8655.142
2013,NUTS,2010,DE21,2,9801.59
2015,NUTS,2010,DE21,2,10548.858
2017,NUTS,2010,DE21,2,10695.678
2019,NUTS,2010,DE21,2,12582.56
2015,NUTS,2010,DE22,2,548.987
2017,NUTS,2010,DE22,2,631.621
2019,NUTS,2010,DE22,2,797.31
2015,NUTS,2010,DE23,2,844.252
2017,NUTS,2010,DE23,2,1134.887
2019,NUTS,2010,DE23,2,1317.5
1995,NUTS,2010,DE24,2,238.255
1997,NUTS,2010,DE24,2,262.94
1999,NUTS,2010,DE24,2,297.873
2003,NUTS,2010,DE24,2,377.658
2005,NUTS,2010,DE24,2,326.709
2007,NUTS,2010,DE24,2,369.268
2009,NUTS,2010,DE24,2,473.1
2011,NUTS,2010,DE24,2,565.594
2013,NUTS,2010,DE24,2,622.495
2015,NUTS,2010,DE24,2,702.219
2017,NUTS,2010,DE24,2,830.761
2019,NUTS,2010,DE24,2,1059.64
1995,NUTS,2010,DE25,2,970.244
1997,NUTS,2010,DE25,2,1048.536
1999,NUTS,2010,DE25,2,1238.388
2003,NUTS,2010,DE25,2,1464.553
2005,NUTS,2010,DE25,2,1478.832
2007,NUTS,2010,DE25,2,1531.658
2009,NUTS,2010,DE25,2,1917.848
2011,NUTS,2010,DE25,2,2153.024
2013,NUTS,2010,DE25,2,2436.608
2015,NUTS,2010,DE25,2,2629.948
2017,NUTS,2010,DE25,2,2745.744
2019,NUTS,2010,DE25,2,3064.91
1995,NUTS,2010,DE26,2,464.865
1997,NUTS,2010,DE26,2,477.316
1999,NUTS,2010,DE26,2,532.632
2003,NUTS,2010,DE26,2,688.843
2005,NUTS,2010,DE26,2,746.404
2007,NUTS,2010,DE26,2,794.413
2009,NUTS,2010,DE26,2,804.909
2011,NUTS,2010,DE26,2,1004.646
2013,NUTS,2010,DE26,2,1058.099
2015,NUTS,2010,DE26,2,1007.535
2017,NUTS,2010,DE26,2,1479.286
2019,NUTS,2010,DE26,2,1577.26
1995,NUTS,2010,DE27,2,439.135
1997,NUTS,2010,DE27,2,413.633
2003,NUTS,2010,DE27,2,627.36
2005,NUTS,2010,DE27,2,519.715
2009,NUTS,2010,DE27,2,576.896
2011,NUTS,2010,DE27,2,736.429
2013,NUTS,2010,DE27,2,784.042
2015,NUTS,2010,DE27,2,1059.04
2017,NUTS,2010,DE27,2,1166.176
2019,NUTS,2010,DE27,2,1288.78
1991,NUTS,2010,DE3,1,787.544
1993,NUTS,2010,DE3,1,2480.984
1995,NUTS,2010,DE3,1,2593.454
1997,NUTS,2010,DE3,1,2627.549
1999,NUTS,2010,DE3,1,2801.894
2003,NUTS,2010,DE3,1,3129.445
2005,NUTS,2010,DE3,1,3033.163
2007,NUTS,2010,DE3,1,2859.263
2009,NUTS,2010,DE3,1,3338.872
2011,NUTS,2010,DE3,1,3597.501
2013,NUTS,2010,DE3,1,4007.942
2015,NUTS,2010,DE3,1,4396.424
2017,NUTS,2010,DE3,1,4742.507
2019,NUTS,2010,DE3,1,5221.56
1991,NUTS,2010,DE30,2,787.544
1993,NUTS,2010,DE30,2,2480.984
1995,NUTS,2010,DE30,2,2593.454
1997,NUTS,2010,DE30,2,2627.549
1999,NUTS,2010,DE30,2,2801.894
2003,NUTS,2010,DE30,2,3129.445
2005,NUTS,2010,DE30,2,3033.163
2007,NUTS,2010,DE30,2,2859.263
2009,NUTS,2010,DE30,2,3338.872
2011,NUTS,2010,DE30,2,3597.501
2013,NUTS,2010,DE30,2,4007.942
2015,NUTS,2010,DE30,2,4396.424
2017,NUTS,2010,DE30,2,4742.507
2019,NUTS,2010,DE30,2,5221.56
1991,NUTS,2010,DE4,1,97.53
1993,NUTS,2010,DE4,1,399.592
1995,NUTS,2010,DE4,1,525.65
1997,NUTS,2010,DE4,1,578.391
1999,NUTS,2010,DE4,1,671.744
2003,NUTS,2010,DE4,1,548.785
2005,NUTS,2010,DE4,1,570.036
2007,NUTS,2010,DE4,1,648.126
2009,NUTS,2010,DE4,1,744.974
2011,NUTS,2010,DE4,1,950.532
2013,NUTS,2010,DE4,1,932.985
2015,NUTS,2010,DE4,1,1089.191
2017,NUTS,2010,DE4,1,1192.372
2019,NUTS,2010,DE4,1,1355.63
1991,NUTS,2010,DE40,2,97.53
1993,NUTS,2010,DE40,2,399.592
1995,NUTS,2010,DE40,2,525.65
1997,NUTS,2010,DE40,2,578.391
1999,NUTS,2010,DE40,2,671.744
2003,NUTS,2010,DE40,2,548.784
2005,NUTS,2010,DE40,2,570.016
2007,NUTS,2010,DE40,2,648.126
2009,NUTS,2010,DE40,2,744.974
2011,NUTS,2010,DE40,2,950.532
2013,NUTS,2010,DE40,2,932.985
2015,NUTS,2010,DE40,2,1089.191
2017,NUTS,2010,DE40,2,1192.372
2019,NUTS,2010,DE40,2,1355.63
1991,NUTS,2010,DE5,1,511.34
1993,NUTS,2010,DE5,1,498.192
1995,NUTS,2010,DE5,1,601.836
1997,NUTS,2010,DE5,1,418.557
1999,NUTS,2010,DE5,1,448.76
2003,NUTS,2010,DE5,1,637.769
2005,NUTS,2010,DE5,1,536.095
2007,NUTS,2010,DE5,1,585.227
2009,NUTS,2010,DE5,1,659.415
2011,NUTS,2010,DE5,1,750.3
2013,NUTS,2010,DE5,1,791.165
2015,NUTS,2010,DE5,1,865.574
2017,NUTS,2010,DE5,1,907.384
2019,NUTS,2010,DE5,1,1004.89
1991,NUTS,2010,DE50,2,511.34
1993,NUTS,2010,DE50,2,498.192
1995,NUTS,2010,DE50,2,601.836
1997,NUTS,2010,DE50,2,418.557
1999,NUTS,2010,DE50,2,448.76
2003,NUTS,2010,DE50,2,637.769
2005,NUTS,2010,DE50,2,536.095
2007,NUTS,2010,DE50,2,585.227
2009,NUTS,2010,DE50,2,659.415
2011,NUTS,2010,DE50,2,750.3
2013,NUTS,2010,DE50,2,791.165
2015,NUTS,2010,DE50,2,865.574
2017,NUTS,2010,DE50,2,907.384
2019,NUTS,2010,DE50,2,1004.89
1991,NUTS,2010,DE6,1,866.295
1993,NUTS,2010,DE6,1,1049.375
1995,NUTS,2010,DE6,1,1279.494
1997,NUTS,2010,DE6,1,1297.521
1999,NUTS,2010,DE6,1,1263.426
2003,NUTS,2010,DE6,1,1434.386
2005,NUTS,2010,DE6,1,1551.175
2007,NUTS,2010,DE6,1,1663.157
2009,NUTS,2010,DE6,1,1927.063
2011,NUTS,2010,DE6,1,2095.005
2013,NUTS,2010,DE6,1,2303.621
2015,NUTS,2010,DE6,1,2418.245
2017,NUTS,2010,DE6,1,2495.817
2019,NUTS,2010,DE6,1,2694.47
