year,region_type,region_year_spec,region_id,region_level,pat_ep_rtot_gdp_beur
2003,NUTS,2010,PT111,3,0.061
2004,NUTS,2010,PT111,3,0.352
2005,NUTS,2010,PT111,3,0.405
2006,NUTS,2010,PT111,3,0.19
2007,NUTS,2010,PT111,3,1.202
2008,NUTS,2010,PT111,3,0.941
2009,NUTS,2010,PT111,3,0.459
2011,NUTS,2010,PT111,3,0.169
2012,NUTS,2010,PT111,3,0.23
2000,NUTS,2010,PT112,3,0.618
2001,NUTS,2010,PT112,3,0.39
2002,NUTS,2010,PT112,3,0.775
2003,NUTS,2010,PT112,3,1.023
2004,NUTS,2010,PT112,3,0.886
2005,NUTS,2010,PT112,3,1.096
2006,NUTS,2010,PT112,3,0.838
2007,NUTS,2010,PT112,3,0.513
2008,NUTS,2010,PT112,3,0.789
2009,NUTS,2010,PT112,3,1.142
2010,NUTS,2010,PT112,3,1.123
2011,NUTS,2010,PT112,3,1.194
2012,NUTS,2010,PT112,3,1.714
2001,NUTS,2010,PT15,2,0.129
2002,NUTS,2010,PT15,2,0.086
2003,NUTS,2010,PT15,2,0.164
2004,NUTS,2010,PT15,2,0.039
2005,NUTS,2010,PT15,2,0.174
2006,NUTS,2010,PT15,2,0.175
2007,NUTS,2010,PT15,2,0.48
2008,NUTS,2010,PT15,2,0.382
2009,NUTS,2010,PT15,2,0.295
2010,NUTS,2010,PT15,2,0.265
2011,NUTS,2010,PT15,2,0.204
2012,NUTS,2010,PT15,2,0.234
2001,NUTS,2010,PT150,3,0.129
2002,NUTS,2010,PT150,3,0.086
2003,NUTS,2010,PT150,3,0.164
2004,NUTS,2010,PT150,3,0.039
2005,NUTS,2010,PT150,3,0.174
2006,NUTS,2010,PT150,3,0.175
2007,NUTS,2010,PT150,3,0.48
2008,NUTS,2010,PT150,3,0.382
2009,NUTS,2010,PT150,3,0.295
2010,NUTS,2010,PT150,3,0.265
2011,NUTS,2010,PT150,3,0.204
2012,NUTS,2010,PT150,3,0.234
2000,NUTS,2010,PT16,2,0.534
2001,NUTS,2010,PT16,2,0.333
2002,NUTS,2010,PT16,2,0.293
2003,NUTS,2010,PT16,2,0.464
2004,NUTS,2010,PT16,2,0.475
2005,NUTS,2010,PT16,2,0.999
2006,NUTS,2010,PT16,2,0.639
2007,NUTS,2010,PT16,2,0.572
2008,NUTS,2010,PT16,2,0.661
2009,NUTS,2010,PT16,2,0.318
2010,NUTS,2010,PT16,2,0.629
2011,NUTS,2010,PT16,2,0.668
2012,NUTS,2010,PT16,2,0.854
2001,NUTS,2010,PT16B,3,0.259
2002,NUTS,2010,PT16B,3,0.124
2003,NUTS,2010,PT16B,3,0.711
2004,NUTS,2010,PT16B,3,0.169
2005,NUTS,2010,PT16B,3,0.849
2006,NUTS,2010,PT16B,3,0.21
2007,NUTS,2010,PT16B,3,0.332
2008,NUTS,2010,PT16B,3,0.219
2011,NUTS,2010,PT16B,3,0.224
2012,NUTS,2010,PT16B,3,0.266
2000,NUTS,2010,PT17,2,0.251
2001,NUTS,2010,PT17,2,0.359
2002,NUTS,2010,PT17,2,0.216
2003,NUTS,2010,PT17,2,0.428
2004,NUTS,2010,PT17,2,0.335
2005,NUTS,2010,PT17,2,0.876
2006,NUTS,2010,PT17,2,0.622
2007,NUTS,2010,PT17,2,0.796
2008,NUTS,2010,PT17,2,0.552
2009,NUTS,2010,PT17,2,0.567
2010,NUTS,2010,PT17,2,0.486
2011,NUTS,2010,PT17,2,0.688
2012,NUTS,2010,PT17,2,0.392
2001,NUTS,2010,PT18,2,0.036
2002,NUTS,2010,PT18,2,0.13
2003,NUTS,2010,PT18,2,0.1
2004,NUTS,2010,PT18,2,0.24
2005,NUTS,2010,PT18,2,0.187
2006,NUTS,2010,PT18,2,0.506
2007,NUTS,2010,PT18,2,0.169
2008,NUTS,2010,PT18,2,0.441
2009,NUTS,2010,PT18,2,0.121
2010,NUTS,2010,PT18,2,0.388
2011,NUTS,2010,PT18,2,0.844
2012,NUTS,2010,PT18,2,0.541
2002,NUTS,2010,PT181,3,0.158
2003,NUTS,2010,PT181,3,0.293
2008,NUTS,2010,PT181,3,0.076
2009,NUTS,2010,PT181,3,0.091
2011,NUTS,2010,PT181,3,0.471
2012,NUTS,2010,PT181,3,0.167
2007,NUTS,2010,PT184,3,0.498
2008,NUTS,2010,PT184,3,1.607
2010,NUTS,2010,PT184,3,1.573
2011,NUTS,2010,PT184,3,1.174
2003,NUTS,2010,PT185,3,0.155
2006,NUTS,2010,PT185,3,1.144
2007,NUTS,2010,PT185,3,0.273
2008,NUTS,2010,PT185,3,0.508
2009,NUTS,2010,PT185,3,0.055
2010,NUTS,2010,PT185,3,0.389
2011,NUTS,2010,PT185,3,0.538
2012,NUTS,2010,PT185,3,0.77
2002,NUTS,2010,PT2,1,0.348
2007,NUTS,2010,PT2,1,0.278
2008,NUTS,2010,PT2,1,0.178
2002,NUTS,2010,PT20,2,0.348
2007,NUTS,2010,PT20,2,0.278
2008,NUTS,2010,PT20,2,0.178
2002,NUTS,2010,PT200,3,0.348
2007,NUTS,2010,PT200,3,0.278
2008,NUTS,2010,PT200,3,0.178
2000,NUTS,2010,PT3,1,0.368
2001,NUTS,2010,PT3,1,0.089
2003,NUTS,2010,PT3,1,0.296
2006,NUTS,2010,PT3,1,0.244
2007,NUTS,2010,PT3,1,0.014
2009,NUTS,2010,PT3,1,0.046
2011,NUTS,2010,PT3,1,0.229
2000,NUTS,2010,PT30,2,0.368
2001,NUTS,2010,PT30,2,0.089
2003,NUTS,2010,PT30,2,0.296
2006,NUTS,2010,PT30,2,0.244
2007,NUTS,2010,PT30,2,0.014
2009,NUTS,2010,PT30,2,0.046
2011,NUTS,2010,PT30,2,0.229
2000,NUTS,2010,PT300,3,0.368
2001,NUTS,2010,PT300,3,0.089
2003,NUTS,2010,PT300,3,0.296
2006,NUTS,2010,PT300,3,0.244
2007,NUTS,2010,PT300,3,0.014
2009,NUTS,2010,PT300,3,0.046
2011,NUTS,2010,PT300,3,0.229
2000,NUTS,2010,PTZ,1,1.051
2001,NUTS,2010,PTZ,1,8.527
2003,NUTS,2010,PTZ,1,1.227
2004,NUTS,2010,PTZ,1,3.897
2005,NUTS,2010,PTZ,1,3.028
2006,NUTS,2010,PTZ,1,3.626
2007,NUTS,2010,PTZ,1,32.143
2008,NUTS,2010,PTZ,1,44.262
2009,NUTS,2010,PTZ,1,13.163
2010,NUTS,2010,PTZ,1,6.853
2011,NUTS,2010,PTZ,1,12.33
2012,NUTS,2010,PTZ,1,28.75
2000,NUTS,2010,PTZZ,2,1.051
2001,NUTS,2010,PTZZ,2,8.527
2003,NUTS,2010,PTZZ,2,1.227
2004,NUTS,2010,PTZZ,2,3.897
2005,NUTS,2010,PTZZ,2,3.028
2006,NUTS,2010,PTZZ,2,3.626
2007,NUTS,2010,PTZZ,2,32.143
2008,NUTS,2010,PTZZ,2,44.262
2009,NUTS,2010,PTZZ,2,13.163
2010,NUTS,2010,PTZZ,2,6.853
2011,NUTS,2010,PTZZ,2,12.33
2012,NUTS,2010,PTZZ,2,28.75
2000,NUTS,2010,PTZZZ,3,1.051
2001,NUTS,2010,PTZZZ,3,8.527
2003,NUTS,2010,PTZZZ,3,1.227
2004,NUTS,2010,PTZZZ,3,3.897
2005,NUTS,2010,PTZZZ,3,3.028
2006,NUTS,2010,PTZZZ,3,3.626
2007,NUTS,2010,PTZZZ,3,32.143
2008,NUTS,2010,PTZZZ,3,44.262
2009,NUTS,2010,PTZZZ,3,13.163
2010,NUTS,2010,PTZZZ,3,6.853
2011,NUTS,2010,PTZZZ,3,12.33
2012,NUTS,2010,PTZZZ,3,28.75
2000,NUTS,2010,RO,0,0.147
2001,NUTS,2010,RO,0,0.228
2002,NUTS,2010,RO,0,0.22
2003,NUTS,2010,RO,0,0.307
2004,NUTS,2010,RO,0,0.378
2005,NUTS,2010,RO,0,0.357
2006,NUTS,2010,RO,0,0.205
2007,NUTS,2010,RO,0,0.26
2008,NUTS,2010,RO,0,0.228
2009,NUTS,2010,RO,0,0.259
2010,NUTS,2010,RO,0,0.271
2011,NUTS,2010,RO,0,0.455
2012,NUTS,2010,RO,0,0.452
2001,NUTS,2010,RO1,1,0.138
2002,NUTS,2010,RO1,1,0.081
2003,NUTS,2010,RO1,1,0.194
2004,NUTS,2010,RO1,1,0.299
2005,NUTS,2010,RO1,1,0.516
2006,NUTS,2010,RO1,1,0.136
2007,NUTS,2010,RO1,1,0.206
2008,NUTS,2010,RO1,1,0.123
2009,NUTS,2010,RO1,1,0.181
2010,NUTS,2010,RO1,1,0.19
2011,NUTS,2010,RO1,1,0.363
2012,NUTS,2010,RO1,1,0.269
2001,NUTS,2010,RO11,2,0.252
2002,NUTS,2010,RO11,2,0.103
2003,NUTS,2010,RO11,2,0.39
2004,NUTS,2010,RO11,2,0.592
2005,NUTS,2010,RO11,2,0.434
2006,NUTS,2010,RO11,2,0.148
2007,NUTS,2010,RO11,2,0.119
2008,NUTS,2010,RO11,2,0.171
2009,NUTS,2010,RO11,2,0.036
2010,NUTS,2010,RO11,2,0.18
2011,NUTS,2010,RO11,2,0.498
2012,NUTS,2010,RO11,2,0.264
2005,NUTS,2010,RO111,3,0.456
2006,NUTS,2010,RO111,3,0.118
2007,NUTS,2010,RO111,3,0.342
2001,NUTS,2010,RO112,3,2.062
2004,NUTS,2010,RO112,3,1.486
2005,NUTS,2010,RO112,3,0.268
2006,NUTS,2010,RO112,3,0.869
2011,NUTS,2010,RO112,3,0.356
2001,NUTS,2010,RO113,3,0.19
2002,NUTS,2010,RO113,3,0.207
2003,NUTS,2010,RO113,3,0.636
2004,NUTS,2010,RO113,3,0.136
2005,NUTS,2010,RO113,3,0.571
2006,NUTS,2010,RO113,3,0.064
2007,NUTS,2010,RO113,3,0.083
2008,NUTS,2010,RO113,3,0.428
2009,NUTS,2010,RO113,3,0.102
2010,NUTS,2010,RO113,3,0.308
2011,NUTS,2010,RO113,3,0.87
2012,NUTS,2010,RO113,3,0.519
2002,NUTS,2010,RO114,3,0.248
2003,NUTS,2010,RO114,3,1.134
2004,NUTS,2010,RO114,3,0.949
2005,NUTS,2010,RO114,3,0.757
2006,NUTS,2010,RO114,3,0.084
2011,NUTS,2010,RO114,3,0.326
2003,NUTS,2010,RO115,3,0.176
2004,NUTS,2010,RO115,3,2.27
2010,NUTS,2010,RO115,3,0.668
2011,NUTS,2010,RO115,3,0.654
2012,NUTS,2010,RO115,3,0.623
2007,NUTS,2010,RO116,3,0.125
2008,NUTS,2010,RO116,3,0.275
2011,NUTS,2010,RO116,3,0.307
2001,NUTS,2010,RO12,2,0.026
2002,NUTS,2010,RO12,2,0.06
2005,NUTS,2010,RO12,2,0.6
2006,NUTS,2010,RO12,2,0.123
2007,NUTS,2010,RO12,2,0.297
2008,NUTS,2010,RO12,2,0.074
2009,NUTS,2010,RO12,2,0.329
2010,NUTS,2010,RO12,2,0.2
2011,NUTS,2010,RO12,2,0.228
2012,NUTS,2010,RO12,2,0.274
2005,NUTS,2010,RO121,3,0.797
2007,NUTS,2010,RO121,3,0.108
2012,NUTS,2010,RO121,3,0.585
2001,NUTS,2010,RO122,3,0.089
2005,NUTS,2010,RO122,3,0.812
2006,NUTS,2010,RO122,3,0.126
2007,NUTS,2010,RO122,3,0.141
2009,NUTS,2010,RO122,3,0.502
2010,NUTS,2010,RO122,3,0.409
2011,NUTS,2010,RO122,3,0.369
2012,NUTS,2010,RO122,3,0.349
2002,NUTS,2010,RO123,3,0.498
2006,NUTS,2010,RO123,3,1.271
2007,NUTS,2010,RO123,3,0.485
2011,NUTS,2010,RO123,3,0.198
2005,NUTS,2010,RO124,3,2.155
2011,NUTS,2010,RO124,3,0.674
2012,NUTS,2010,RO124,3,0.389
2002,NUTS,2010,RO125,3,0.085
2005,NUTS,2010,RO125,3,0.172
2008,NUTS,2010,RO125,3,0.162
2009,NUTS,2010,RO125,3,0.26
2010,NUTS,2010,RO125,3,0.172
2011,NUTS,2010,RO125,3,0.074
2012,NUTS,2010,RO125,3,0.058
2007,NUTS,2010,RO126,3,1.088
2008,NUTS,2010,RO126,3,0.214
2009,NUTS,2010,RO126,3,0.665
2010,NUTS,2010,RO126,3,0.234
2011,NUTS,2010,RO126,3,0.114
2012,NUTS,2010,RO126,3,0.169
2000,NUTS,2010,RO2,1,0.026
2001,NUTS,2010,RO2,1,0.013
2002,NUTS,2010,RO2,1,0.227
2003,NUTS,2010,RO2,1,0.094
2004,NUTS,2010,RO2,1,0.102
2005,NUTS,2010,RO2,1,0.099
2006,NUTS,2010,RO2,1,0.313
2007,NUTS,2010,RO2,1,0.046
2008,NUTS,2010,RO2,1,0.108
2009,NUTS,2010,RO2,1,0.078
2010,NUTS,2010,RO2,1,0.108
2011,NUTS,2010,RO2,1,0.145
2012,NUTS,2010,RO2,1,0.251
2000,NUTS,2010,RO21,2,0.052
2002,NUTS,2010,RO21,2,0.109
2003,NUTS,2010,RO21,2,0.027
2004,NUTS,2010,RO21,2,0.207
2005,NUTS,2010,RO21,2,0.087
2006,NUTS,2010,RO21,2,0.355
2007,NUTS,2010,RO21,2,0.09
2008,NUTS,2010,RO21,2,0.18
2009,NUTS,2010,RO21,2,0.154
2010,NUTS,2010,RO21,2,0.18
2011,NUTS,2010,RO21,2,0.221
2012,NUTS,2010,RO21,2,0.359
2005,NUTS,2010,RO211,3,0.126
2009,NUTS,2010,RO211,3,0.178
2010,NUTS,2010,RO211,3,0.173
2010,NUTS,2010,RO212,3,0.153
2012,NUTS,2010,RO212,3,0.187
2000,NUTS,2010,RO213,3,0.203
2002,NUTS,2010,RO213,3,0.093
2003,NUTS,2010,RO213,3,0.105
2004,NUTS,2010,RO213,3,0.245
2005,NUTS,2010,RO213,3,0.221
2006,NUTS,2010,RO213,3,0.879
2007,NUTS,2010,RO213,3,0.199
2008,NUTS,2010,RO213,3,0.41
2009,NUTS,2010,RO213,3,0.282
2010,NUTS,2010,RO213,3,0.31
2011,NUTS,2010,RO213,3,0.66
2012,NUTS,2010,RO213,3,0.87
2002,NUTS,2010,RO214,3,0.584
2004,NUTS,2010,RO214,3,0.297
2011,NUTS,2010,RO214,3,0.222
2004,NUTS,2010,RO215,3,0.366
2007,NUTS,2010,RO215,3,0.192
2008,NUTS,2010,RO215,3,0.376
2009,NUTS,2010,RO215,3,0.208
2010,NUTS,2010,RO215,3,0.21
2012,NUTS,2010,RO215,3,0.402
2006,NUTS,2010,RO216,3,1.421
2012,NUTS,2010,RO216,3,0.192
2001,NUTS,2010,RO22,2,0.026
2002,NUTS,2010,RO22,2,0.349
2003,NUTS,2010,RO22,2,0.165
2005,NUTS,2010,RO22,2,0.11
2006,NUTS,2010,RO22,2,0.271
2008,NUTS,2010,RO22,2,0.034
2010,NUTS,2010,RO22,2,0.037
2011,NUTS,2010,RO22,2,0.071
2012,NUTS,2010,RO22,2,0.149
2001,NUTS,2010,RO221,3,0.23
2006,NUTS,2010,RO222,3,0.665
2012,NUTS,2010,RO222,3,0.598
2002,NUTS,2010,RO223,3,0.93
2005,NUTS,2010,RO223,3,0.284
2008,NUTS,2010,RO223,3,0.095
2010,NUTS,2010,RO223,3,0.099
2003,NUTS,2010,RO224,3,0.849
2006,NUTS,2010,RO224,3,0.978
2011,NUTS,2010,RO225,3,0.815
2012,NUTS,2010,RO225,3,0.912
2000,NUTS,2010,RO3,1,0.311
2001,NUTS,2010,RO3,1,0.329
2002,NUTS,2010,RO3,1,0.418
2003,NUTS,2010,RO3,1,0.657
2004,NUTS,2010,RO3,1,0.621
2005,NUTS,2010,RO3,1,0.563
2006,NUTS,2010,RO3,1,0.25
2007,NUTS,2010,RO3,1,0.281
2008,NUTS,2010,RO3,1,0.315
2009,NUTS,2010,RO3,1,0.424
2010,NUTS,2010,RO3,1,0.379
2011,NUTS,2010,RO3,1,0.612
2012,NUTS,2010,RO3,1,0.725
2000,NUTS,2010,RO31,2,0.033
2001,NUTS,2010,RO31,2,0.024
2002,NUTS,2010,RO31,2,0.08
2003,NUTS,2010,RO31,2,0.009
2004,NUTS,2010,RO31,2,0.164
2005,NUTS,2010,RO31,2,0.131
2006,NUTS,2010,RO31,2,0.054
2007,NUTS,2010,RO31,2,0.056
2008,NUTS,2010,RO31,2,0.074
2009,NUTS,2010,RO31,2,0.082
2010,NUTS,2010,RO31,2,0.052
2011,NUTS,2010,RO31,2,0.121
2012,NUTS,2010,RO31,2,0.32
2003,NUTS,2010,RO311,3,0.037
2004,NUTS,2010,RO311,3,0.025
2012,NUTS,2010,RO311,3,0.071
2001,NUTS,2010,RO313,3,0.176
2002,NUTS,2010,RO313,3,0.568
2004,NUTS,2010,RO313,3,0.218
2006,NUTS,2010,RO313,3,0.184
2012,NUTS,2010,RO313,3,0.813
2004,NUTS,2010,RO314,3,2.092
2000,NUTS,2010,RO316,3,0.11
2005,NUTS,2010,RO316,3,0.422
2007,NUTS,2010,RO316,3,0.183
2008,NUTS,2010,RO316,3,0.241
2009,NUTS,2010,RO316,3,0.265
2010,NUTS,2010,RO316,3,0.187
2011,NUTS,2010,RO316,3,0.407
2012,NUTS,2010,RO316,3,0.574
2006,NUTS,2010,RO317,3,0.309
2000,NUTS,2010,RO32,2,0.466
2001,NUTS,2010,RO32,2,0.515
2002,NUTS,2010,RO32,2,0.621
2003,NUTS,2010,RO32,2,1.039
2004,NUTS,2010,RO32,2,0.899
2005,NUTS,2010,RO32,2,0.794
2006,NUTS,2010,RO32,2,0.356
2007,NUTS,2010,RO32,2,0.395
2008,NUTS,2010,RO32,2,0.427
2009,NUTS,2010,RO32,2,0.601
2010,NUTS,2010,RO32,2,0.539
2011,NUTS,2010,RO32,2,0.835
2012,NUTS,2010,RO32,2,0.907
2000,NUTS,2010,RO321,3,0.504
2001,NUTS,2010,RO321,3,0.561
2002,NUTS,2010,RO321,3,0.52
2003,NUTS,2010,RO321,3,1.137
2004,NUTS,2010,RO321,3,0.944
2005,NUTS,2010,RO321,3,0.869
2006,NUTS,2010,RO321,3,0.399
2007,NUTS,2010,RO321,3,0.438
2008,NUTS,2010,RO321,3,0.469
2009,NUTS,2010,RO321,3,0.651
2010,NUTS,2010,RO321,3,0.593
2011,NUTS,2010,RO321,3,0.853
2012,NUTS,2010,RO321,3,0.942
2002,NUTS,2010,RO322,3,1.75
2003,NUTS,2010,RO322,3,0.06
2004,NUTS,2010,RO322,3,0.485
2005,NUTS,2010,RO322,3,0.108
2008,NUTS,2010,RO322,3,0.036
2009,NUTS,2010,RO322,3,0.163
2010,NUTS,2010,RO322,3,0.023
2011,NUTS,2010,RO322,3,0.672
2012,NUTS,2010,RO322,3,0.621
2000,NUTS,2010,RO4,1,0.159
2001,NUTS,2010,RO4,1,0.433
2002,NUTS,2010,RO4,1,0.023
2003,NUTS,2010,RO4,1,0.093
2004,NUTS,2010,RO4,1,0.36
2005,NUTS,2010,RO4,1,0.062
2006,NUTS,2010,RO4,1,0.07
2007,NUTS,2010,RO4,1,0.361
2008,NUTS,2010,RO4,1,0.293
2009,NUTS,2010,RO4,1,0.194
2010,NUTS,2010,RO4,1,0.175
2011,NUTS,2010,RO4,1,0.523
2012,NUTS,2010,RO4,1,0.288
2000,NUTS,2010,RO41,2,0.331
2001,NUTS,2010,RO41,2,0.648
2003,NUTS,2010,RO41,2,0.036
2004,NUTS,2010,RO41,2,0.334
2006,NUTS,2010,RO41,2,0.065
2007,NUTS,2010,RO41,2,0.247
2008,NUTS,2010,RO41,2,0.09
2009,NUTS,2010,RO41,2,0.297
2010,NUTS,2010,RO41,2,0.149
2011,NUTS,2010,RO41,2,0.083
2012,NUTS,2010,RO41,2,0.065
2000,NUTS,2010,RO411,3,0.977
2004,NUTS,2010,RO411,3,0.049
2007,NUTS,2010,RO411,3,0.316
2008,NUTS,2010,RO411,3,0.272
2009,NUTS,2010,RO411,3,0.732
2010,NUTS,2010,RO411,3,0.309
2011,NUTS,2010,RO411,3,0.038
2012,NUTS,2010,RO411,3,0.149
2009,NUTS,2010,RO412,3,0.237
2010,NUTS,2010,RO412,3,0.216
2003,NUTS,2010,RO413,3,0.189
2004,NUTS,2010,RO413,3,0.14
2007,NUTS,2010,RO413,3,1.336
2012,NUTS,2010,RO413,3,0.164
2004,NUTS,2010,RO414,3,0.64
2000,NUTS,2010,RO415,3,0.251
2001,NUTS,2010,RO415,3,3.454
2003,NUTS,2010,RO415,3,0.065
2004,NUTS,2010,RO415,3,1.029
2006,NUTS,2010,RO415,3,0.32
2011,NUTS,2010,RO415,3,0.383
2001,NUTS,2010,RO42,2,0.229
2002,NUTS,2010,RO42,2,0.043
2003,NUTS,2010,RO42,2,0.144
2004,NUTS,2010,RO42,2,0.383
2005,NUTS,2010,RO42,2,0.115
2006,NUTS,2010,RO42,2,0.073
2007,NUTS,2010,RO42,2,0.452
2008,NUTS,2010,RO42,2,0.452
2009,NUTS,2010,RO42,2,0.111
2010,NUTS,2010,RO42,2,0.196
2011,NUTS,2010,RO42,2,0.875
2012,NUTS,2010,RO42,2,0.466
2002,NUTS,2010,RO421,3,0.18
2004,NUTS,2010,RO421,3,1.363
2007,NUTS,2010,RO421,3,0.09
2008,NUTS,2010,RO421,3,0.112
2011,NUTS,2010,RO421,3,0.49
2012,NUTS,2010,RO421,3,0.711
2008,NUTS,2010,RO422,3,0.401
2001,NUTS,2010,RO423,3,1.015
2007,NUTS,2010,RO423,3,0.187
2008,NUTS,2010,RO423,3,0.466
2010,NUTS,2010,RO423,3,0.892
2003,NUTS,2010,RO424,3,0.349
2004,NUTS,2010,RO424,3,0.134
2005,NUTS,2010,RO424,3,0.269
2006,NUTS,2010,RO424,3,0.168
2007,NUTS,2010,RO424,3,0.891
2008,NUTS,2010,RO424,3,0.611
2009,NUTS,2010,RO424,3,0.239
2010,NUTS,2010,RO424,3,0.081
2011,NUTS,2010,RO424,3,1.563
2012,NUTS,2010,RO424,3,0.659
2000,NUTS,2010,ROZ,1,3.148
2004,NUTS,2010,ROZ,1,4.762
2006,NUTS,2010,ROZ,1,2.063
2007,NUTS,2010,ROZ,1,36.964
2008,NUTS,2010,ROZ,1,4.065
2009,NUTS,2010,ROZ,1,5.631
2010,NUTS,2010,ROZ,1,23.571
2011,NUTS,2010,ROZ,1,2.773
2012,NUTS,2010,ROZ,1,5.37
2000,NUTS,2010,ROZZ,2,3.148
2004,NUTS,2010,ROZZ,2,4.762
2006,NUTS,2010,ROZZ,2,2.063
2007,NUTS,2010,ROZZ,2,36.964
2008,NUTS,2010,ROZZ,2,4.065
2009,NUTS,2010,ROZZ,2,5.631
2010,NUTS,2010,ROZZ,2,23.571
2011,NUTS,2010,ROZZ,2,2.773
2012,NUTS,2010,ROZZ,2,5.37
2000,NUTS,2010,ROZZZ,3,3.148
2004,NUTS,2010,ROZZZ,3,10.0
2006,NUTS,2010,ROZZZ,3,2.063
2007,NUTS,2010,ROZZZ,3,36.964
2008,NUTS,2010,ROZZZ,3,4.065
2009,NUTS,2010,ROZZZ,3,5.631
2010,NUTS,2010,ROZZZ,3,23.571
2011,NUTS,2010,ROZZZ,3,2.773
2012,NUTS,2010,ROZZZ,3,5.37
2000,NUTS,2010,SE,0,8.212
2001,NUTS,2010,SE,0,8.026
2002,NUTS,2010,SE,0,7.356
2003,NUTS,2010,SE,0,7.007
2004,NUTS,2010,SE,0,7.296
2005,NUTS,2010,SE,0,7.781
2006,NUTS,2010,SE,0,7.857
2007,NUTS,2010,SE,0,7.932
2008,NUTS,2010,SE,0,7.865
2009,NUTS,2010,SE,0,8.409
2010,NUTS,2010,SE,0,7.551
2011,NUTS,2010,SE,0,6.925
2012,NUTS,2010,SE,0,5.543
2000,NUTS,2010,SE1,1,8.95
2001,NUTS,2010,SE1,1,8.135
2002,NUTS,2010,SE1,1,7.456
2003,NUTS,2010,SE1,1,7.027
2004,NUTS,2010,SE1,1,7.276
2005,NUTS,2010,SE1,1,8.004
2006,NUTS,2010,SE1,1,8.369
2007,NUTS,2010,SE1,1,8.819
2008,NUTS,2010,SE1,1,9.449
2009,NUTS,2010,SE1,1,9.46
2010,NUTS,2010,SE1,1,8.774
2011,NUTS,2010,SE1,1,7.715
2012,NUTS,2010,SE1,1,6.052
2000,NUTS,2010,SE11,2,8.911
2001,NUTS,2010,SE11,2,8.106
2002,NUTS,2010,SE11,2,7.071
2003,NUTS,2010,SE11,2,6.83
2004,NUTS,2010,SE11,2,7.361
2005,NUTS,2010,SE11,2,7.565
2006,NUTS,2010,SE11,2,8.23
2007,NUTS,2010,SE11,2,8.655
2008,NUTS,2010,SE11,2,9.461
2009,NUTS,2010,SE11,2,9.125
2010,NUTS,2010,SE11,2,8.913
2011,NUTS,2010,SE11,2,7.551
2012,NUTS,2010,SE11,2,6.313
2000,NUTS,2010,SE110,3,8.911
2001,NUTS,2010,SE110,3,8.106
2002,NUTS,2010,SE110,3,7.071
2003,NUTS,2010,SE110,3,6.83
2004,NUTS,2010,SE110,3,7.361
2005,NUTS,2010,SE110,3,7.565
2006,NUTS,2010,SE110,3,8.23
2007,NUTS,2010,SE110,3,8.655
2008,NUTS,2010,SE110,3,9.461
2009,NUTS,2010,SE110,3,9.125
2010,NUTS,2010,SE110,3,8.913
2011,NUTS,2010,SE110,3,7.551
2012,NUTS,2010,SE110,3,6.313
2000,NUTS,2010,SE12,2,9.026
2001,NUTS,2010,SE12,2,8.193
2002,NUTS,2010,SE12,2,8.201
2003,NUTS,2010,SE12,2,7.408
2004,NUTS,2010,SE12,2,7.11
2005,NUTS,2010,SE12,2,8.883
2006,NUTS,2010,SE12,2,8.644
2007,NUTS,2010,SE12,2,9.149
2008,NUTS,2010,SE12,2,9.426
2009,NUTS,2010,SE12,2,10.18
2010,NUTS,2010,SE12,2,8.487
2011,NUTS,2010,SE12,2,8.062
2012,NUTS,2010,SE12,2,5.495
2000,NUTS,2010,SE121,3,14.582
2001,NUTS,2010,SE121,3,12.827
2002,NUTS,2010,SE121,3,11.722
2003,NUTS,2010,SE121,3,10.952
2004,NUTS,2010,SE121,3,9.26
2005,NUTS,2010,SE121,3,11.625
2006,NUTS,2010,SE121,3,10.387
2007,NUTS,2010,SE121,3,13.342
2008,NUTS,2010,SE121,3,10.853
2009,NUTS,2010,SE121,3,13.796
2010,NUTS,2010,SE121,3,10.547
2011,NUTS,2010,SE121,3,9.802
2012,NUTS,2010,SE121,3,6.249
2000,NUTS,2010,SE122,3,5.982
2001,NUTS,2010,SE122,3,6.248
2002,NUTS,2010,SE122,3,7.142
2003,NUTS,2010,SE122,3,6.652
2004,NUTS,2010,SE122,3,6.56
2005,NUTS,2010,SE122,3,7.562
2006,NUTS,2010,SE122,3,6.432
2007,NUTS,2010,SE122,3,4.296
2008,NUTS,2010,SE122,3,5.043
2009,NUTS,2010,SE122,3,5.607
2010,NUTS,2010,SE122,3,3.852
2011,NUTS,2010,SE122,3,4.555
2012,NUTS,2010,SE122,3,3.377
2000,NUTS,2010,SE123,3,7.178
2001,NUTS,2010,SE123,3,7.757
2002,NUTS,2010,SE123,3,7.929
2003,NUTS,2010,SE123,3,6.447
2004,NUTS,2010,SE123,3,8.015
2005,NUTS,2010,SE123,3,9.117
2006,NUTS,2010,SE123,3,7.933
2007,NUTS,2010,SE123,3,10.343
2008,NUTS,2010,SE123,3,12.479
2009,NUTS,2010,SE123,3,11.917
2010,NUTS,2010,SE123,3,10.576
2011,NUTS,2010,SE123,3,10.27
2012,NUTS,2010,SE123,3,7.374
2000,NUTS,2010,SE124,3,5.358
2001,NUTS,2010,SE124,3,3.069
2002,NUTS,2010,SE124,3,2.673
2003,NUTS,2010,SE124,3,2.683
2004,NUTS,2010,SE124,3,2.689
2005,NUTS,2010,SE124,3,4.951
2006,NUTS,2010,SE124,3,4.027
2007,NUTS,2010,SE124,3,3.743
