year,region_type,region_year_spec,region_id,region_level,pat_ep_rtot_p_mhab
2011,NUTS,2010,DK014,3,47.737
2012,NUTS,2010,DK014,3,72.453
2011,NUTS,2010,DK02,2,124.548
2012,NUTS,2010,DK02,2,77.698
2011,NUTS,2010,DK021,3,232.635
2012,NUTS,2010,DK021,3,165.8
2011,NUTS,2010,DK022,3,80.976
2012,NUTS,2010,DK022,3,41.876
2011,NUTS,2010,DK03,2,184.341
2012,NUTS,2010,DK03,2,133.834
2011,NUTS,2010,DK031,3,130.05
2012,NUTS,2010,DK031,3,74.548
2011,NUTS,2010,DK032,3,221.13
2012,NUTS,2010,DK032,3,173.999
2011,NUTS,2010,DK04,2,334.942
2012,NUTS,2010,DK04,2,253.907
2011,NUTS,2010,DK041,3,388.774
2012,NUTS,2010,DK041,3,303.814
2011,NUTS,2010,DK042,3,307.38
2012,NUTS,2010,DK042,3,228.531
2011,NUTS,2010,DK05,2,154.339
2012,NUTS,2010,DK05,2,101.311
2011,NUTS,2010,DK050,3,154.339
2012,NUTS,2010,DK050,3,101.311
2011,NUTS,2010,EE,0,19.479
2012,NUTS,2010,EE,0,13.153
2011,NUTS,2010,EE0,1,19.479
2012,NUTS,2010,EE0,1,13.153
2011,NUTS,2010,EE00,2,19.479
2012,NUTS,2010,EE00,2,13.153
2011,NUTS,2010,EE001,3,30.948
2012,NUTS,2010,EE001,3,23.609
2011,NUTS,2010,EE004,3,6.608
2012,NUTS,2010,EE004,3,8.892
2011,NUTS,2010,EE006,3,1.31
2012,NUTS,2010,EE006,3,7.821
2011,NUTS,2010,EE008,3,22.198
2012,NUTS,2010,EE008,3,5.224
2011,NUTS,2010,EL,0,7.574
2012,NUTS,2010,EL,0,7.237
2011,NUTS,2010,EL1,1,5.781
2012,NUTS,2010,EL1,1,3.139
2012,NUTS,2010,EL11,2,3.48
2012,NUTS,2010,EL114,3,19.986
2012,NUTS,2010,EL115,3,1.22
2011,NUTS,2010,EL12,2,10.029
2012,NUTS,2010,EL12,2,3.896
2011,NUTS,2010,EL121,3,6.979
2011,NUTS,2010,EL122,3,15.628
2012,NUTS,2010,EL122,3,5.708
2012,NUTS,2010,EL125,3,7.703
2011,NUTS,2010,EL127,3,4.578
2011,NUTS,2010,EL13,2,4.652
2011,NUTS,2010,EL133,3,6.597
2011,NUTS,2010,EL134,3,6.358
2012,NUTS,2010,EL14,2,2.105
2012,NUTS,2010,EL142,3,3.554
2012,NUTS,2010,EL143,3,1.589
2012,NUTS,2010,EL144,3,1.498
2011,NUTS,2010,EL2,1,3.09
2012,NUTS,2010,EL2,1,3.97
2011,NUTS,2010,EL21,2,1.443
2012,NUTS,2010,EL21,2,1.447
2011,NUTS,2010,EL213,3,2.896
2012,NUTS,2010,EL213,3,2.902
2011,NUTS,2010,EL23,2,6.947
2012,NUTS,2010,EL23,2,9.449
2011,NUTS,2010,EL232,3,15.23
2012,NUTS,2010,EL232,3,20.705
2011,NUTS,2010,EL24,2,1.976
2012,NUTS,2010,EL24,2,2.671
2011,NUTS,2010,EL242,3,4.607
2012,NUTS,2010,EL242,3,2.308
2011,NUTS,2010,EL244,3,0.677
2012,NUTS,2010,EL244,3,6.153
2011,NUTS,2010,EL25,2,1.696
2012,NUTS,2010,EL25,2,1.698
2012,NUTS,2010,EL253,3,6.732
2011,NUTS,2010,EL255,3,6.137
2011,NUTS,2010,EL3,1,11.152
2012,NUTS,2010,EL3,1,12.798
2011,NUTS,2010,EL30,2,11.152
2012,NUTS,2010,EL30,2,12.798
2011,NUTS,2010,EL300,3,11.152
2012,NUTS,2010,EL300,3,12.798
2011,NUTS,2010,EL4,1,9.036
2012,NUTS,2010,EL4,1,6.096
2011,NUTS,2010,EL42,2,8.982
2011,NUTS,2010,EL422,3,23.569
2011,NUTS,2010,EL43,2,11.959
2012,NUTS,2010,EL43,2,11.281
2011,NUTS,2010,EL431,3,17.874
2012,NUTS,2010,EL431,3,18.115
2011,NUTS,2010,EL433,3,11.59
2012,NUTS,2010,EL433,3,11.536
2011,NUTS,2010,EL434,3,6.357
2012,NUTS,2010,EL434,3,3.167
2011,NUTS,2010,ES,0,31.493
2012,NUTS,2010,ES,0,27.357
2011,NUTS,2010,ES1,1,16.646
2012,NUTS,2010,ES1,1,11.245
2011,NUTS,2010,ES11,2,16.081
2012,NUTS,2010,ES11,2,10.844
2011,NUTS,2010,ES111,3,24.77
2012,NUTS,2010,ES111,3,11.733
2011,NUTS,2010,ES112,3,4.005
2012,NUTS,2010,ES112,3,3.826
2011,NUTS,2010,ES113,3,3.03
2011,NUTS,2010,ES114,3,14.636
2012,NUTS,2010,ES114,3,16.054
2011,NUTS,2010,ES12,2,16.154
2012,NUTS,2010,ES12,2,9.178
2011,NUTS,2010,ES120,3,16.154
2012,NUTS,2010,ES120,3,9.178
2011,NUTS,2010,ES13,2,20.191
2012,NUTS,2010,ES13,2,16.881
2011,NUTS,2010,ES130,3,20.191
2012,NUTS,2010,ES130,3,16.881
2011,NUTS,2010,ES2,1,71.185
2012,NUTS,2010,ES2,1,57.091
2011,NUTS,2010,ES21,2,72.213
2012,NUTS,2010,ES21,2,64.375
2011,NUTS,2010,ES211,3,77.162
2012,NUTS,2010,ES211,3,100.916
2011,NUTS,2010,ES212,3,97.193
2012,NUTS,2010,ES212,3,78.484
2011,NUTS,2010,ES213,3,55.552
2012,NUTS,2010,ES213,3,45.591
2011,NUTS,2010,ES22,2,74.007
2012,NUTS,2010,ES22,2,60.811
2011,NUTS,2010,ES220,3,74.007
2012,NUTS,2010,ES220,3,60.811
2011,NUTS,2010,ES23,2,12.996
2012,NUTS,2010,ES23,2,12.993
2011,NUTS,2010,ES230,3,12.996
2012,NUTS,2010,ES230,3,12.993
2011,NUTS,2010,ES24,2,82.075
2012,NUTS,2010,ES24,2,54.011
2011,NUTS,2010,ES241,3,29.877
2012,NUTS,2010,ES241,3,12.664
2011,NUTS,2010,ES242,3,15.032
2012,NUTS,2010,ES242,3,1.399
2011,NUTS,2010,ES243,3,104.167
2012,NUTS,2010,ES243,3,71.299
2011,NUTS,2010,ES3,1,49.133
2012,NUTS,2010,ES3,1,38.294
2011,NUTS,2010,ES30,2,49.133
2012,NUTS,2010,ES30,2,38.294
2011,NUTS,2010,ES300,3,49.133
2012,NUTS,2010,ES300,3,38.294
2011,NUTS,2010,ES4,1,7.034
2012,NUTS,2010,ES4,1,8.652
2011,NUTS,2010,ES41,2,9.48
2012,NUTS,2010,ES41,2,12.279
2011,NUTS,2010,ES412,3,10.717
2012,NUTS,2010,ES412,3,28.883
2011,NUTS,2010,ES413,3,2.428
2012,NUTS,2010,ES413,3,3.551
2012,NUTS,2010,ES414,3,5.872
2011,NUTS,2010,ES415,3,6.642
2012,NUTS,2010,ES415,3,6.779
2011,NUTS,2010,ES416,3,13.094
2012,NUTS,2010,ES416,3,12.275
2012,NUTS,2010,ES417,3,4.763
2011,NUTS,2010,ES418,3,26.867
2012,NUTS,2010,ES418,3,23.862
2011,NUTS,2010,ES419,3,0.882
2012,NUTS,2010,ES419,3,0.68
2011,NUTS,2010,ES42,2,6.489
2012,NUTS,2010,ES42,2,8.106
2011,NUTS,2010,ES421,3,12.474
2012,NUTS,2010,ES421,3,11.206
2012,NUTS,2010,ES422,3,7.752
2012,NUTS,2010,ES423,3,1.35
2011,NUTS,2010,ES424,3,14.451
2012,NUTS,2010,ES424,3,7.76
2011,NUTS,2010,ES425,3,7.047
2012,NUTS,2010,ES425,3,8.787
2011,NUTS,2010,ES43,2,2.422
2012,NUTS,2010,ES43,2,1.358
2011,NUTS,2010,ES431,3,2.899
2012,NUTS,2010,ES431,3,0.723
2011,NUTS,2010,ES432,3,1.625
2012,NUTS,2010,ES432,3,2.424
2011,NUTS,2010,ES5,1,45.286
2012,NUTS,2010,ES5,1,40.068
2011,NUTS,2010,ES51,2,65.284
2012,NUTS,2010,ES51,2,57.042
2011,NUTS,2010,ES511,3,80.181
2012,NUTS,2010,ES511,3,70.872
2011,NUTS,2010,ES512,3,29.958
2012,NUTS,2010,ES512,3,21.581
2011,NUTS,2010,ES513,3,15.846
2012,NUTS,2010,ES513,3,18.895
2011,NUTS,2010,ES514,3,22.939
2012,NUTS,2010,ES514,3,16.21
2011,NUTS,2010,ES52,2,23.534
2012,NUTS,2010,ES52,2,21.399
2011,NUTS,2010,ES521,3,16.119
2012,NUTS,2010,ES521,3,11.817
2011,NUTS,2010,ES522,3,25.774
2012,NUTS,2010,ES522,3,24.969
2011,NUTS,2010,ES523,3,28.357
2012,NUTS,2010,ES523,3,27.5
2011,NUTS,2010,ES53,2,7.631
2012,NUTS,2010,ES53,2,9.158
2011,NUTS,2010,ES531,3,7.1
2011,NUTS,2010,ES532,3,8.551
2012,NUTS,2010,ES532,3,10.369
2012,NUTS,2010,ES533,3,12.098
2011,NUTS,2010,ES6,1,8.569
2012,NUTS,2010,ES6,1,11.331
2011,NUTS,2010,ES61,2,7.825
2012,NUTS,2010,ES61,2,10.023
2011,NUTS,2010,ES611,3,2.447
2012,NUTS,2010,ES611,3,5.774
2011,NUTS,2010,ES612,3,1.275
2012,NUTS,2010,ES612,3,5.533
2011,NUTS,2010,ES613,3,3.742
2012,NUTS,2010,ES613,3,5.606
2011,NUTS,2010,ES614,3,12.415
2012,NUTS,2010,ES614,3,16.402
2012,NUTS,2010,ES615,3,2.481
2011,NUTS,2010,ES616,3,9.654
2012,NUTS,2010,ES616,3,11.36
2011,NUTS,2010,ES617,3,6.507
2012,NUTS,2010,ES617,3,6.489
2011,NUTS,2010,ES618,3,16.047
2012,NUTS,2010,ES618,3,17.712
2011,NUTS,2010,ES62,2,13.762
2012,NUTS,2010,ES62,2,20.104
2011,NUTS,2010,ES620,3,13.762
2012,NUTS,2010,ES620,3,20.104
2011,NUTS,2010,ES7,1,5.167
2012,NUTS,2010,ES7,1,5.048
2011,NUTS,2010,ES70,2,5.167
2012,NUTS,2010,ES70,2,5.048
2011,NUTS,2010,ES705,3,5.155
2012,NUTS,2010,ES705,3,6.397
2011,NUTS,2010,ES709,3,7.267
2012,NUTS,2010,ES709,3,5.813
2011,NUTS,2010,FI,0,249.174
2012,NUTS,2010,FI,0,246.342
2011,NUTS,2010,FI1,1,246.958
2012,NUTS,2010,FI1,1,245.282
2011,NUTS,2010,FI19,2,241.978
2012,NUTS,2010,FI19,2,227.173
2011,NUTS,2010,FI193,3,131.086
2012,NUTS,2010,FI193,3,100.737
2011,NUTS,2010,FI194,3,51.782
2012,NUTS,2010,FI194,3,38.3
2011,NUTS,2010,FI195,3,322.682
2012,NUTS,2010,FI195,3,323.719
2011,NUTS,2010,FI196,3,80.385
2012,NUTS,2010,FI196,3,74.283
2011,NUTS,2010,FI197,3,425.374
2012,NUTS,2010,FI197,3,407.51
2011,NUTS,2010,FI1B,2,413.761
2012,NUTS,2010,FI1B,2,410.553
2011,NUTS,2010,FI1B1,3,413.761
2012,NUTS,2010,FI1B1,3,410.553
2011,NUTS,2010,FI1C,2,147.219
2012,NUTS,2010,FI1C,2,168.043
2011,NUTS,2010,FI1C1,3,197.363
2012,NUTS,2010,FI1C1,3,219.834
2011,NUTS,2010,FI1C2,3,138.638
2012,NUTS,2010,FI1C2,3,131.256
2011,NUTS,2010,FI1C3,3,80.536
2012,NUTS,2010,FI1C3,3,99.537
2011,NUTS,2010,FI1C4,3,54.446
2012,NUTS,2010,FI1C4,3,70.561
2011,NUTS,2010,FI1C5,3,211.14
2012,NUTS,2010,FI1C5,3,271.771
2011,NUTS,2010,FI1D,2,144.158
2012,NUTS,2010,FI1D,2,136.175
2011,NUTS,2010,FI1D1,3,71.637
2012,NUTS,2010,FI1D1,3,78.835
2011,NUTS,2010,FI1D2,3,82.156
2012,NUTS,2010,FI1D2,3,71.978
2011,NUTS,2010,FI1D3,3,62.159
2012,NUTS,2010,FI1D3,3,26.642
2011,NUTS,2010,FI1D4,3,19.495
2012,NUTS,2010,FI1D4,3,49.202
2011,NUTS,2010,FI1D5,3,12.149
2012,NUTS,2010,FI1D5,3,16.062
2011,NUTS,2010,FI1D6,3,345.777
2012,NUTS,2010,FI1D6,3,329.114
2011,NUTS,2010,FI1D7,3,34.062
2012,NUTS,2010,FI1D7,3,35.019
2011,NUTS,2010,FI2,1,202.449
2012,NUTS,2010,FI2,1,120.618
2011,NUTS,2010,FI20,2,202.449
2012,NUTS,2010,FI20,2,120.618
2011,NUTS,2010,FI200,3,202.449
2012,NUTS,2010,FI200,3,120.618
2011,NUTS,2010,FR,0,136.812
2012,NUTS,2010,FR,0,107.174
2011,NUTS,2010,FR1,1,254.994
2012,NUTS,2010,FR1,1,198.308
2011,NUTS,2010,FR10,2,254.994
2012,NUTS,2010,FR10,2,198.308
2011,NUTS,2010,FR101,3,315.857
2012,NUTS,2010,FR101,3,227.147
2011,NUTS,2010,FR102,3,169.4
2012,NUTS,2010,FR102,3,131.091
2011,NUTS,2010,FR103,3,363.368
2012,NUTS,2010,FR103,3,287.222
2011,NUTS,2010,FR104,3,336.486
2012,NUTS,2010,FR104,3,315.885
2011,NUTS,2010,FR105,3,414.693
2012,NUTS,2010,FR105,3,334.562
2011,NUTS,2010,FR106,3,48.728
2012,NUTS,2010,FR106,3,41.508
2011,NUTS,2010,FR107,3,204.468
2012,NUTS,2010,FR107,3,142.432
2011,NUTS,2010,FR108,3,132.086
2012,NUTS,2010,FR108,3,76.507
2011,NUTS,2010,FR2,1,85.839
2012,NUTS,2010,FR2,1,66.287
2011,NUTS,2010,FR21,2,67.048
2012,NUTS,2010,FR21,2,62.713
2011,NUTS,2010,FR211,3,97.241
2012,NUTS,2010,FR211,3,58.633
2011,NUTS,2010,FR212,3,44.968
2012,NUTS,2010,FR212,3,46.334
2011,NUTS,2010,FR213,3,76.266
2012,NUTS,2010,FR213,3,82.198
2011,NUTS,2010,FR214,3,28.348
2012,NUTS,2010,FR214,3,35.688
2011,NUTS,2010,FR22,2,86.927
2012,NUTS,2010,FR22,2,52.738
2011,NUTS,2010,FR221,3,15.906
2012,NUTS,2010,FR221,3,8.578
2011,NUTS,2010,FR222,3,137.096
2012,NUTS,2010,FR222,3,90.09
2011,NUTS,2010,FR223,3,83.472
2012,NUTS,2010,FR223,3,41.582
2011,NUTS,2010,FR23,2,122.997
2012,NUTS,2010,FR23,2,88.147
2011,NUTS,2010,FR231,3,157.402
2012,NUTS,2010,FR231,3,96.735
2011,NUTS,2010,FR232,3,106.826
2012,NUTS,2010,FR232,3,84.096
2011,NUTS,2010,FR24,2,95.712
2012,NUTS,2010,FR24,2,82.712
2011,NUTS,2010,FR241,3,103.724
2012,NUTS,2010,FR241,3,98.59
2011,NUTS,2010,FR242,3,89.17
2012,NUTS,2010,FR242,3,76.486
2011,NUTS,2010,FR243,3,89.063
2012,NUTS,2010,FR243,3,47.925
2011,NUTS,2010,FR244,3,124.511
2012,NUTS,2010,FR244,3,101.92
2011,NUTS,2010,FR245,3,73.171
2012,NUTS,2010,FR245,3,66.665
2011,NUTS,2010,FR246,3,83.886
2012,NUTS,2010,FR246,3,82.018
2011,NUTS,2010,FR25,2,50.187
2012,NUTS,2010,FR25,2,36.17
2011,NUTS,2010,FR251,3,77.182
2012,NUTS,2010,FR251,3,51.145
2011,NUTS,2010,FR252,3,26.625
2012,NUTS,2010,FR252,3,26.896
2011,NUTS,2010,FR253,3,27.055
2012,NUTS,2010,FR253,3,16.585
2011,NUTS,2010,FR26,2,74.912
2012,NUTS,2010,FR26,2,61.951
2011,NUTS,2010,FR261,3,113.988
2012,NUTS,2010,FR261,3,94.747
2011,NUTS,2010,FR262,3,61.738
2012,NUTS,2010,FR262,3,44.191
2011,NUTS,2010,FR263,3,60.432
2012,NUTS,2010,FR263,3,51.708
2011,NUTS,2010,FR264,3,46.837
2012,NUTS,2010,FR264,3,39.222
2011,NUTS,2010,FR3,1,42.86
2012,NUTS,2010,FR3,1,38.304
2011,NUTS,2010,FR30,2,42.86
2012,NUTS,2010,FR30,2,38.304
2011,NUTS,2010,FR301,3,53.993
2012,NUTS,2010,FR301,3,44.915
2011,NUTS,2010,FR302,3,23.222
2012,NUTS,2010,FR302,3,26.612
2011,NUTS,2010,FR4,1,114.662
2012,NUTS,2010,FR4,1,94.965
2011,NUTS,2010,FR41,2,60.251
2012,NUTS,2010,FR41,2,57.553
2011,NUTS,2010,FR411,3,60.822
2012,NUTS,2010,FR411,3,66.879
2011,NUTS,2010,FR412,3,38.335
2012,NUTS,2010,FR412,3,9.492
2011,NUTS,2010,FR413,3,72.258
2012,NUTS,2010,FR413,3,63.108
2011,NUTS,2010,FR414,3,37.246
2012,NUTS,2010,FR414,3,48.584
2011,NUTS,2010,FR42,2,166.148
2012,NUTS,2010,FR42,2,137.451
2011,NUTS,2010,FR421,3,165.701
2012,NUTS,2010,FR421,3,143.247
2011,NUTS,2010,FR422,3,166.8
2012,NUTS,2010,FR422,3,128.972
2011,NUTS,2010,FR43,2,142.385
2012,NUTS,2010,FR43,2,102.528
2011,NUTS,2010,FR431,3,205.499
2012,NUTS,2010,FR431,3,124.882
2011,NUTS,2010,FR432,3,77.92
2012,NUTS,2010,FR432,3,50.051
2011,NUTS,2010,FR433,3,58.992
2012,NUTS,2010,FR433,3,93.055
2011,NUTS,2010,FR434,3,166.309
2012,NUTS,2010,FR434,3,131.027
2011,NUTS,2010,FR5,1,88.864
2012,NUTS,2010,FR5,1,75.16
2011,NUTS,2010,FR51,2,70.362
2012,NUTS,2010,FR51,2,60.273
2011,NUTS,2010,FR511,3,69.849
2012,NUTS,2010,FR511,3,66.838
2011,NUTS,2010,FR512,3,73.512
2012,NUTS,2010,FR512,3,57.922
2011,NUTS,2010,FR513,3,86.245
2012,NUTS,2010,FR513,3,50.089
2011,NUTS,2010,FR514,3,75.568
2012,NUTS,2010,FR514,3,60.841
2011,NUTS,2010,FR515,3,55.341
2012,NUTS,2010,FR515,3,54.199
2011,NUTS,2010,FR52,2,126.718
2012,NUTS,2010,FR52,2,113.531
2011,NUTS,2010,FR521,3,98.709
2012,NUTS,2010,FR521,3,91.347
2011,NUTS,2010,FR522,3,59.009
2012,NUTS,2010,FR522,3,45.535
2011,NUTS,2010,FR523,3,270.363
2012,NUTS,2010,FR523,3,246.453
2011,NUTS,2010,FR524,3,36.557
2012,NUTS,2010,FR524,3,32.32
2011,NUTS,2010,FR53,2,57.82
2012,NUTS,2010,FR53,2,35.847
2011,NUTS,2010,FR531,3,124.24
2012,NUTS,2010,FR531,3,65.515
2011,NUTS,2010,FR532,3,22.551
2012,NUTS,2010,FR532,3,21.535
2011,NUTS,2010,FR533,3,39.09
2012,NUTS,2010,FR533,3,23.333
2011,NUTS,2010,FR534,3,70.861
2012,NUTS,2010,FR534,3,43.184
2011,NUTS,2010,FR6,1,85.442
2012,NUTS,2010,FR6,1,69.897
2011,NUTS,2010,FR61,2,65.484
2012,NUTS,2010,FR61,2,52.164
2011,NUTS,2010,FR611,3,24.737
2012,NUTS,2010,FR611,3,23.008
2011,NUTS,2010,FR612,3,83.831
2012,NUTS,2010,FR612,3,71.429
2011,NUTS,2010,FR613,3,17.426
2012,NUTS,2010,FR613,3,9.418
2011,NUTS,2010,FR614,3,11.001
2012,NUTS,2010,FR614,3,26.105
2011,NUTS,2010,FR615,3,106.197
2012,NUTS,2010,FR615,3,65.792
2011,NUTS,2010,FR62,2,114.282
2012,NUTS,2010,FR62,2,95.483
2011,NUTS,2010,FR621,3,19.897
2012,NUTS,2010,FR621,3,12.995
2011,NUTS,2010,FR622,3,29.622
2012,NUTS,2010,FR622,3,11.657
2011,NUTS,2010,FR623,3,204.162
2012,NUTS,2010,FR623,3,168.429
2011,NUTS,2010,FR624,3,39.599
2012,NUTS,2010,FR624,3,29.916
2011,NUTS,2010,FR625,3,38.626
2012,NUTS,2010,FR625,3,55.522
2011,NUTS,2010,FR626,3,56.145
2012,NUTS,2010,FR626,3,80.095
2011,NUTS,2010,FR627,3,70.484
2012,NUTS,2010,FR627,3,50.165
2011,NUTS,2010,FR628,3,39.216
2012,NUTS,2010,FR628,3,24.578
2011,NUTS,2010,FR63,2,60.089
2012,NUTS,2010,FR63,2,47.412
2011,NUTS,2010,FR631,3,55.474
2012,NUTS,2010,FR631,3,43.026
2011,NUTS,2010,FR632,3,22.03
2012,NUTS,2010,FR632,3,19.174
2011,NUTS,2010,FR633,3,75.467
2012,NUTS,2010,FR633,3,59.329
2011,NUTS,2010,FR7,1,265.364
2012,NUTS,2010,FR7,1,194.279
2011,NUTS,2010,FR71,2,283.869
2012,NUTS,2010,FR71,2,214.584
2011,NUTS,2010,FR711,3,175.613
2012,NUTS,2010,FR711,3,123.997
2011,NUTS,2010,FR712,3,57.836
2012,NUTS,2010,FR712,3,69.094
2011,NUTS,2010,FR713,3,155.002
2012,NUTS,2010,FR713,3,100.482
2011,NUTS,2010,FR714,3,629.281
2012,NUTS,2010,FR714,3,528.615
2011,NUTS,2010,FR715,3,117.228
2012,NUTS,2010,FR715,3,78.752
2011,NUTS,2010,FR716,3,260.687
2012,NUTS,2010,FR716,3,162.236
2011,NUTS,2010,FR717,3,207.591
2012,NUTS,2010,FR717,3,152.765
2011,NUTS,2010,FR718,3,253.67
2012,NUTS,2010,FR718,3,206.477
2011,NUTS,2010,FR72,2,179.287
2012,NUTS,2010,FR72,2,99.195
2011,NUTS,2010,FR721,3,23.021
2012,NUTS,2010,FR721,3,17.351
2011,NUTS,2010,FR722,3,23.716
2012,NUTS,2010,FR722,3,24.896
2011,NUTS,2010,FR723,3,31.569
2012,NUTS,2010,FR723,3,24.503
2011,NUTS,2010,FR724,3,351.976
2012,NUTS,2010,FR724,3,186.76
2011,NUTS,2010,FR8,1,92.097
2012,NUTS,2010,FR8,1,74.004
2011,NUTS,2010,FR81,2,64.01
2012,NUTS,2010,FR81,2,45.825
2011,NUTS,2010,FR811,3,25.419
2012,NUTS,2010,FR811,3,23.928
2011,NUTS,2010,FR812,3,66.958
2012,NUTS,2010,FR812,3,45.52
2011,NUTS,2010,FR813,3,92.068
2012,NUTS,2010,FR813,3,67.547
2012,NUTS,2010,FR814,3,13.006
2011,NUTS,2010,FR815,3,35.092
2012,NUTS,2010,FR815,3,18.021
2011,NUTS,2010,FR82,2,112.696
2012,NUTS,2010,FR82,2,93.655
2011,NUTS,2010,FR821,3,33.114
2012,NUTS,2010,FR821,3,26.792
2011,NUTS,2010,FR822,3,24.025
2012,NUTS,2010,FR822,3,12.54
2011,NUTS,2010,FR823,3,183.289
2012,NUTS,2010,FR823,3,153.926
2011,NUTS,2010,FR824,3,126.581
2012,NUTS,2010,FR824,3,111.11
2011,NUTS,2010,FR825,3,54.338
2012,NUTS,2010,FR825,3,37.899
2011,NUTS,2010,FR826,3,76.889
2012,NUTS,2010,FR826,3,55.609
2011,NUTS,2010,FR83,2,8.554
2012,NUTS,2010,FR83,2,7.905
2011,NUTS,2010,FR831,3,4.457
2012,NUTS,2010,FR831,3,3.438
2011,NUTS,2010,FR832,3,12.097
2012,NUTS,2010,FR832,3,11.708
2011,NUTS,2010,FR9,1,3.055
2012,NUTS,2010,FR9,1,1.315
2011,NUTS,2010,FR92,2,5.098
2012,NUTS,2010,FR92,2,1.287
2011,NUTS,2010,FR920,3,5.098
2012,NUTS,2010,FR920,3,1.287
2011,NUTS,2010,FR94,2,4.622
2012,NUTS,2010,FR94,2,2.398
2011,NUTS,2010,FR940,3,4.622
2012,NUTS,2010,FR940,3,2.398
2011,NUTS,2010,HR,0,3.41
2012,NUTS,2010,HR,0,1.824
2011,NUTS,2010,HR0,1,3.41
2012,NUTS,2010,HR0,1,1.824
2011,NUTS,2010,HR03,2,1.535
2012,NUTS,2010,HR03,2,1.418
2011,NUTS,2010,HR031,3,3.372
2011,NUTS,2010,HR034,3,10.667
2012,NUTS,2010,HR035,3,4.396
2011,NUTS,2010,HR04,2,4.335
2012,NUTS,2010,HR04,2,2.024
2011,NUTS,2010,HR041,3,9.776
2012,NUTS,2010,HR041,3,0.631
2011,NUTS,2010,HR042,3,9.197
2012,NUTS,2010,HR042,3,4.179
2012,NUTS,2010,HR043,3,5.292
2011,NUTS,2010,HR044,3,1.42
2012,NUTS,2010,HR044,3,9.511
2011,NUTS,2010,HR045,3,2.159
2012,NUTS,2010,HR045,3,10.421
2011,NUTS,2010,HR04A,3,2.077
2011,NUTS,2010,HR04C,3,1.388
2011,NUTS,2010,HR04D,3,5.801
2012,NUTS,2010,HR04D,3,3.132
2011,NUTS,2010,HU,0,22.09
2012,NUTS,2010,HU,0,17.089
2011,NUTS,2010,HU1,1,49.033
2012,NUTS,2010,HU1,1,38.659
2011,NUTS,2010,HU10,2,49.033
2012,NUTS,2010,HU10,2,38.659
2011,NUTS,2010,HU101,3,57.623
2012,NUTS,2010,HU101,3,44.903
2011,NUTS,2010,HU102,3,37.0
2012,NUTS,2010,HU102,3,29.769
2011,NUTS,2010,HU2,1,8.398
2012,NUTS,2010,HU2,1,7.636
2011,NUTS,2010,HU21,2,11.964
2012,NUTS,2010,HU21,2,8.911
2011,NUTS,2010,HU211,3,8.941
2012,NUTS,2010,HU211,3,3.152
2011,NUTS,2010,HU212,3,7.835
2012,NUTS,2010,HU212,3,16.586
2011,NUTS,2010,HU213,3,19.155
2012,NUTS,2010,HU213,3,9.186
2011,NUTS,2010,HU22,2,7.369
2012,NUTS,2010,HU22,2,7.812
2011,NUTS,2010,HU221,3,7.556
2012,NUTS,2010,HU221,3,9.889
2011,NUTS,2010,HU222,3,4.424
2012,NUTS,2010,HU222,3,10.733
2011,NUTS,2010,HU223,3,9.685
2012,NUTS,2010,HU223,3,1.871
2011,NUTS,2010,HU23,2,5.337
2012,NUTS,2010,HU23,2,5.971
2011,NUTS,2010,HU231,3,12.39
2012,NUTS,2010,HU231,3,9.976
2011,NUTS,2010,HU232,3,0.535
2012,NUTS,2010,HU232,3,4.8
2012,NUTS,2010,HU233,3,0.993
2011,NUTS,2010,HU3,1,12.233
2012,NUTS,2010,HU3,1,8.186
2011,NUTS,2010,HU31,2,11.074
2012,NUTS,2010,HU31,2,2.981
2011,NUTS,2010,HU311,3,16.706
2012,NUTS,2010,HU311,3,4.471
2011,NUTS,2010,HU312,3,4.87
2012,NUTS,2010,HU312,3,1.067
2011,NUTS,2010,HU313,3,1.387
2012,NUTS,2010,HU313,3,0.839
2011,NUTS,2010,HU32,2,6.849
2012,NUTS,2010,HU32,2,5.838
2011,NUTS,2010,HU321,3,13.916
2012,NUTS,2010,HU321,3,11.832
2011,NUTS,2010,HU322,3,4.602
2012,NUTS,2010,HU322,3,3.846
2011,NUTS,2010,HU323,3,1.548
2012,NUTS,2010,HU323,3,1.451
2011,NUTS,2010,HU33,2,19.397
2012,NUTS,2010,HU33,2,15.714
2011,NUTS,2010,HU331,3,24.484
2012,NUTS,2010,HU331,3,16.825
2011,NUTS,2010,HU332,3,13.599
2012,NUTS,2010,HU332,3,8.217
2011,NUTS,2010,HU333,3,18.041
2012,NUTS,2010,HU333,3,20.91
2011,NUTS,2010,IE,0,80.965
2012,NUTS,2010,IE,0,55.284
2011,NUTS,2010,IE0,1,77.337
2012,NUTS,2010,IE0,1,52.899
2011,NUTS,2010,IE01,2,66.526
2012,NUTS,2010,IE01,2,54.774
2011,NUTS,2010,IE011,3,33.754
2012,NUTS,2010,IE011,3,36.382
2011,NUTS,2010,IE012,3,43.428
2012,NUTS,2010,IE012,3,32.672
2011,NUTS,2010,IE013,3,119.659
2012,NUTS,2010,IE013,3,90.695
2011,NUTS,2010,IE02,2,81.352
2012,NUTS,2010,IE02,2,52.203
2011,NUTS,2010,IE021,3,111.636
2012,NUTS,2010,IE021,3,78.06
2011,NUTS,2010,IE022,3,51.58
2012,NUTS,2010,IE022,3,50.008
2011,NUTS,2010,IE023,3,110.29
