year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_gdp_beur_avi
2011,NUTS,2010,DE133,3,0.042
2011,NUTS,2010,DE134,3,0.146
2012,NUTS,2010,DE134,3,0.035
2011,NUTS,2010,DE138,3,0.062
2012,NUTS,2010,DE138,3,0.06
2011,NUTS,2010,DE14,2,0.156
2012,NUTS,2010,DE14,2,0.083
2011,NUTS,2010,DE141,3,0.027
2011,NUTS,2010,DE143,3,0.178
2011,NUTS,2010,DE145,3,0.364
2011,NUTS,2010,DE146,3,0.042
2011,NUTS,2010,DE147,3,0.716
2012,NUTS,2010,DE147,3,0.504
2011,NUTS,2010,DE148,3,0.034
2012,NUTS,2010,DE148,3,0.102
2011,NUTS,2010,DE2,1,0.115
2012,NUTS,2010,DE2,1,0.084
2011,NUTS,2010,DE21,2,0.211
2012,NUTS,2010,DE21,2,0.144
2012,NUTS,2010,DE211,3,0.01
2011,NUTS,2010,DE212,3,0.089
2012,NUTS,2010,DE212,3,0.149
2011,NUTS,2010,DE216,3,0.272
2011,NUTS,2010,DE218,3,0.51
2012,NUTS,2010,DE218,3,0.285
2011,NUTS,2010,DE21A,3,0.51
2012,NUTS,2010,DE21A,3,0.145
2011,NUTS,2010,DE21B,3,0.071
2012,NUTS,2010,DE21B,3,0.072
2011,NUTS,2010,DE21C,3,0.114
2011,NUTS,2010,DE21D,3,0.245
2012,NUTS,2010,DE21D,3,0.234
2011,NUTS,2010,DE21E,3,0.646
2011,NUTS,2010,DE21F,3,2.398
2012,NUTS,2010,DE21F,3,0.954
2011,NUTS,2010,DE21G,3,0.536
2011,NUTS,2010,DE21H,3,0.42
2012,NUTS,2010,DE21H,3,0.267
2011,NUTS,2010,DE21I,3,0.293
2012,NUTS,2010,DE21I,3,0.087
2011,NUTS,2010,DE21J,3,0.231
2011,NUTS,2010,DE21K,3,0.593
2012,NUTS,2010,DE21K,3,0.221
2011,NUTS,2010,DE21L,3,0.1
2012,NUTS,2010,DE21L,3,0.226
2011,NUTS,2010,DE21M,3,0.058
2011,NUTS,2010,DE21N,3,0.122
2012,NUTS,2010,DE21N,3,0.161
2011,NUTS,2010,DE22,2,0.049
2012,NUTS,2010,DE22,2,0.04
2011,NUTS,2010,DE221,3,0.102
2012,NUTS,2010,DE224,3,0.086
2011,NUTS,2010,DE226,3,0.078
2011,NUTS,2010,DE227,3,0.287
2012,NUTS,2010,DE227,3,0.054
2012,NUTS,2010,DE22C,3,0.199
2012,NUTS,2010,DE23,2,0.007
2012,NUTS,2010,DE231,3,0.125
2011,NUTS,2010,DE24,2,0.026
2011,NUTS,2010,DE241,3,0.13
2011,NUTS,2010,DE242,3,0.091
2011,NUTS,2010,DE25,2,0.009
2012,NUTS,2010,DE25,2,0.045
2011,NUTS,2010,DE252,3,0.04
2012,NUTS,2010,DE252,3,0.078
2011,NUTS,2010,DE254,3,0.011
2012,NUTS,2010,DE254,3,0.021
2012,NUTS,2010,DE257,3,0.435
2011,NUTS,2010,DE27,2,0.136
2012,NUTS,2010,DE27,2,0.098
2011,NUTS,2010,DE271,3,0.196
2012,NUTS,2010,DE271,3,0.041
2011,NUTS,2010,DE275,3,0.044
2011,NUTS,2010,DE276,3,0.187
2011,NUTS,2010,DE279,3,0.147
2012,NUTS,2010,DE279,3,0.048
2011,NUTS,2010,DE27A,3,0.563
2012,NUTS,2010,DE27A,3,0.411
2011,NUTS,2010,DE27C,3,0.051
2011,NUTS,2010,DE27D,3,0.422
2012,NUTS,2010,DE27D,3,0.779
2011,NUTS,2010,DE3,1,0.042
2012,NUTS,2010,DE3,1,0.03
2011,NUTS,2010,DE30,2,0.042
2012,NUTS,2010,DE30,2,0.03
2011,NUTS,2010,DE300,3,0.042
2012,NUTS,2010,DE300,3,0.03
2011,NUTS,2010,DE4,1,0.017
2012,NUTS,2010,DE4,1,0.004
2011,NUTS,2010,DE40,2,0.017
2012,NUTS,2010,DE40,2,0.004
2011,NUTS,2010,DE406,3,0.204
2012,NUTS,2010,DE408,3,0.094
2011,NUTS,2010,DE5,1,0.391
2012,NUTS,2010,DE5,1,0.194
2011,NUTS,2010,DE50,2,0.391
2012,NUTS,2010,DE50,2,0.194
2011,NUTS,2010,DE501,3,0.455
2012,NUTS,2010,DE501,3,0.226
2011,NUTS,2010,DE6,1,0.443
2012,NUTS,2010,DE6,1,0.564
2011,NUTS,2010,DE60,2,0.443
2012,NUTS,2010,DE60,2,0.564
2011,NUTS,2010,DE600,3,0.443
2012,NUTS,2010,DE600,3,0.564
2011,NUTS,2010,DE7,1,0.024
2012,NUTS,2010,DE7,1,0.053
2011,NUTS,2010,DE71,2,0.014
2012,NUTS,2010,DE71,2,0.027
2012,NUTS,2010,DE711,3,0.106
2012,NUTS,2010,DE712,3,0.017
2012,NUTS,2010,DE714,3,0.034
2012,NUTS,2010,DE718,3,0.055
2011,NUTS,2010,DE71C,3,0.085
2012,NUTS,2010,DE71C,3,0.086
2011,NUTS,2010,DE71E,3,0.178
2012,NUTS,2010,DE71E,3,0.066
2011,NUTS,2010,DE72,2,0.033
2012,NUTS,2010,DE72,2,0.106
2012,NUTS,2010,DE721,3,0.252
2011,NUTS,2010,DE722,3,0.129
2012,NUTS,2010,DE722,3,0.154
2011,NUTS,2010,DE73,2,0.06
2012,NUTS,2010,DE73,2,0.125
2011,NUTS,2010,DE731,3,0.138
2012,NUTS,2010,DE731,3,0.212
2011,NUTS,2010,DE732,3,0.035
2012,NUTS,2010,DE732,3,0.035
2011,NUTS,2010,DE734,3,0.141
2012,NUTS,2010,DE734,3,0.371
2012,NUTS,2010,DE737,3,0.208
2012,NUTS,2010,DE8,1,0.005
2012,NUTS,2010,DE80,2,0.005
2012,NUTS,2010,DE803,3,0.031
2011,NUTS,2010,DE9,1,0.103
2012,NUTS,2010,DE9,1,0.151
2011,NUTS,2010,DE91,2,0.077
2012,NUTS,2010,DE91,2,0.065
2011,NUTS,2010,DE911,3,0.326
2012,NUTS,2010,DE911,3,0.273
2012,NUTS,2010,DE913,3,0.024
2011,NUTS,2010,DE915,3,0.098
2011,NUTS,2010,DE91B,3,0.121
2012,NUTS,2010,DE91B,3,0.233
2011,NUTS,2010,DE92,2,0.014
2012,NUTS,2010,DE92,2,0.091
2011,NUTS,2010,DE922,3,0.168
2012,NUTS,2010,DE922,3,0.695
2012,NUTS,2010,DE925,3,0.016
2012,NUTS,2010,DE929,3,0.052
2011,NUTS,2010,DE93,2,0.461
2012,NUTS,2010,DE93,2,0.599
2012,NUTS,2010,DE932,3,0.128
2011,NUTS,2010,DE933,3,1.299
2012,NUTS,2010,DE933,3,1.43
2012,NUTS,2010,DE935,3,0.289
2011,NUTS,2010,DE936,3,0.252
2012,NUTS,2010,DE936,3,0.661
2011,NUTS,2010,DE937,3,0.046
2012,NUTS,2010,DE937,3,0.376
2011,NUTS,2010,DE939,3,2.026
2012,NUTS,2010,DE939,3,1.864
2011,NUTS,2010,DE93B,3,0.192
2012,NUTS,2010,DE93B,3,0.665
2011,NUTS,2010,DE94,2,0.016
2012,NUTS,2010,DE94,2,0.031
2011,NUTS,2010,DE943,3,0.078
2012,NUTS,2010,DE943,3,0.051
2012,NUTS,2010,DE949,3,0.021
2011,NUTS,2010,DE94D,3,0.285
2012,NUTS,2010,DE94D,3,0.696
2011,NUTS,2010,DEA,1,0.014
2012,NUTS,2010,DEA,1,0.009
2012,NUTS,2010,DEA1,2,0.002
2012,NUTS,2010,DEA1A,3,0.018
2012,NUTS,2010,DEA1C,3,0.012
2011,NUTS,2010,DEA2,2,0.016
2012,NUTS,2010,DEA2,2,0.013
2011,NUTS,2010,DEA22,3,0.094
2012,NUTS,2010,DEA23,3,0.024
2012,NUTS,2010,DEA24,3,0.029
2012,NUTS,2010,DEA2C,3,0.013
2011,NUTS,2010,DEA2D,3,0.029
2012,NUTS,2010,DEA2D,3,0.023
2011,NUTS,2010,DEA4,2,0.013
2012,NUTS,2010,DEA4,2,0.022
2011,NUTS,2010,DEA42,3,0.023
2012,NUTS,2010,DEA42,3,0.034
2011,NUTS,2010,DEA47,3,0.055
2012,NUTS,2010,DEA47,3,0.106
2011,NUTS,2010,DEA5,2,0.044
2012,NUTS,2010,DEA5,2,0.014
2011,NUTS,2010,DEA5A,3,0.135
2011,NUTS,2010,DEA5B,3,0.32
2012,NUTS,2010,DEA5B,3,0.163
2011,NUTS,2010,DEA5C,3,0.047
2011,NUTS,2010,DEB,1,0.057
2012,NUTS,2010,DEB,1,0.003
2011,NUTS,2010,DEB1,2,0.125
2011,NUTS,2010,DEB11,3,0.646
2011,NUTS,2010,DEB1A,3,0.181
2011,NUTS,2010,DEB1B,3,0.085
2011,NUTS,2010,DEB3,2,0.023
2012,NUTS,2010,DEB3,2,0.005
2011,NUTS,2010,DEB35,3,0.032
2011,NUTS,2010,DEB38,3,0.081
2012,NUTS,2010,DEB3F,3,0.169
2011,NUTS,2010,DEB3K,3,0.727
2011,NUTS,2010,DEC,1,0.031
2011,NUTS,2010,DED,1,0.01
2012,NUTS,2010,DED,1,0.013
2011,NUTS,2010,DED2,2,0.026
2012,NUTS,2010,DED2,2,0.025
2011,NUTS,2010,DED21,3,0.03
2012,NUTS,2010,DED21,3,0.04
2012,NUTS,2010,DED2C,3,0.049
2011,NUTS,2010,DED2F,3,0.111
2012,NUTS,2010,DED4,2,0.009
2012,NUTS,2010,DED44,3,0.065
2012,NUTS,2010,DEE,1,0.007
2012,NUTS,2010,DEE0,2,0.007
2012,NUTS,2010,DEE07,3,0.092
2011,NUTS,2010,DEF,1,0.136
2012,NUTS,2010,DEF,1,0.289
2011,NUTS,2010,DEF0,2,0.136
2012,NUTS,2010,DEF0,2,0.289
2011,NUTS,2010,DEF03,3,0.074
2012,NUTS,2010,DEF03,3,0.12
2011,NUTS,2010,DEF06,3,0.543
2012,NUTS,2010,DEF06,3,1.064
2011,NUTS,2010,DEF08,3,0.75
2012,NUTS,2010,DEF08,3,1.665
2011,NUTS,2010,DEF09,3,0.451
2012,NUTS,2010,DEF09,3,0.444
2011,NUTS,2010,DEF0B,3,0.047
2012,NUTS,2010,DEF0D,3,0.746
2012,NUTS,2010,DEF0E,3,0.501
2011,NUTS,2010,DEF0F,3,0.156
2012,NUTS,2010,DEF0F,3,0.024
2011,NUTS,2010,DEG,1,0.029
2012,NUTS,2010,DEG,1,0.006
2011,NUTS,2010,DEG0,2,0.029
2012,NUTS,2010,DEG0,2,0.006
2012,NUTS,2010,DEG03,3,0.092
2011,NUTS,2010,DEG0F,3,0.198
2011,NUTS,2010,DEG0J,3,0.58
2011,NUTS,2010,DK,0,0.03
2012,NUTS,2010,DK,0,0.004
2011,NUTS,2010,DK0,1,0.032
2012,NUTS,2010,DK0,1,0.004
2011,NUTS,2010,DK01,2,0.005
2011,NUTS,2010,DK011,3,0.011
2011,NUTS,2010,DK02,2,0.061
2011,NUTS,2010,DK022,3,0.087
2011,NUTS,2010,DK03,2,0.074
2012,NUTS,2010,DK03,2,0.021
2011,NUTS,2010,DK032,3,0.115
2012,NUTS,2010,DK032,3,0.032
2011,NUTS,2010,DK04,2,0.039
2011,NUTS,2010,DK042,3,0.061
2011,NUTS,2010,ES,0,0.025
2012,NUTS,2010,ES,0,0.035
2011,NUTS,2010,ES2,1,0.008
2012,NUTS,2010,ES2,1,0.006
2012,NUTS,2010,ES21,2,0.011
2012,NUTS,2010,ES212,3,0.031
2011,NUTS,2010,ES22,2,0.055
2011,NUTS,2010,ES220,3,0.055
2011,NUTS,2010,ES3,1,0.116
2012,NUTS,2010,ES3,1,0.156
2011,NUTS,2010,ES30,2,0.116
2012,NUTS,2010,ES30,2,0.156
2011,NUTS,2010,ES300,3,0.116
2012,NUTS,2010,ES300,3,0.156
2011,NUTS,2010,ES4,1,0.009
2012,NUTS,2010,ES4,1,0.005
2012,NUTS,2010,ES41,2,0.009
2012,NUTS,2010,ES418,3,0.042
2011,NUTS,2010,ES42,2,0.026
2011,NUTS,2010,ES425,3,0.082
2011,NUTS,2010,ES5,1,0.006
2012,NUTS,2010,ES5,1,0.006
2011,NUTS,2010,ES51,2,0.01
2012,NUTS,2010,ES51,2,0.01
2011,NUTS,2010,ES511,3,0.014
2012,NUTS,2010,ES511,3,0.014
2012,NUTS,2010,ES6,1,0.013
2012,NUTS,2010,ES61,2,0.008
2012,NUTS,2010,ES612,3,0.014
2012,NUTS,2010,ES618,3,0.025
2012,NUTS,2010,ES62,2,0.038
2012,NUTS,2010,ES620,3,0.038
2011,NUTS,2010,FI,0,0.01
2012,NUTS,2010,FI,0,0.004
2011,NUTS,2010,FI1,1,0.01
2012,NUTS,2010,FI1,1,0.003
2011,NUTS,2010,FI1B,2,0.013
2012,NUTS,2010,FI1B,2,0.009
2011,NUTS,2010,FI1B1,3,0.013
2012,NUTS,2010,FI1B1,3,0.009
2011,NUTS,2010,FI1C,2,0.027
2011,NUTS,2010,FI1C3,3,0.168
2011,NUTS,2010,FR,0,0.123
2012,NUTS,2010,FR,0,0.094
2011,NUTS,2010,FR1,1,0.113
2012,NUTS,2010,FR1,1,0.094
2011,NUTS,2010,FR10,2,0.113
2012,NUTS,2010,FR10,2,0.094
2011,NUTS,2010,FR101,3,0.062
2012,NUTS,2010,FR101,3,0.032
2011,NUTS,2010,FR102,3,0.421
2012,NUTS,2010,FR102,3,0.254
2011,NUTS,2010,FR103,3,0.417
2012,NUTS,2010,FR103,3,0.456
2011,NUTS,2010,FR104,3,0.101
2012,NUTS,2010,FR104,3,0.085
2011,NUTS,2010,FR105,3,0.055
2012,NUTS,2010,FR105,3,0.076
2011,NUTS,2010,FR106,3,0.013
2012,NUTS,2010,FR106,3,0.035
2011,NUTS,2010,FR107,3,0.038
2012,NUTS,2010,FR107,3,0.019
2011,NUTS,2010,FR108,3,0.107
2012,NUTS,2010,FR108,3,0.017
2011,NUTS,2010,FR2,1,0.112
2012,NUTS,2010,FR2,1,0.059
2011,NUTS,2010,FR22,2,0.011
2012,NUTS,2010,FR22,2,0.016
2011,NUTS,2010,FR222,3,0.025
2012,NUTS,2010,FR222,3,0.037
2011,NUTS,2010,FR23,2,0.391
2012,NUTS,2010,FR23,2,0.171
2011,NUTS,2010,FR231,3,0.24
2012,NUTS,2010,FR231,3,0.13
2011,NUTS,2010,FR232,3,0.446
2012,NUTS,2010,FR232,3,0.186
2011,NUTS,2010,FR24,2,0.14
2012,NUTS,2010,FR24,2,0.107
2011,NUTS,2010,FR241,3,0.476
2012,NUTS,2010,FR241,3,0.404
2012,NUTS,2010,FR242,3,0.096
2011,NUTS,2010,FR243,3,0.829
2012,NUTS,2010,FR243,3,0.626
2011,NUTS,2010,FR244,3,0.081
2011,NUTS,2010,FR245,3,0.041
2011,NUTS,2010,FR25,2,0.013
2011,NUTS,2010,FR251,3,0.025
2011,NUTS,2010,FR26,2,0.035
2011,NUTS,2010,FR262,3,0.104
2011,NUTS,2010,FR263,3,0.073
2011,NUTS,2010,FR3,1,0.013
2011,NUTS,2010,FR30,2,0.013
2011,NUTS,2010,FR301,3,0.015
2011,NUTS,2010,FR302,3,0.008
2011,NUTS,2010,FR4,1,0.002
2011,NUTS,2010,FR41,2,0.004
2011,NUTS,2010,FR414,3,0.029
2011,NUTS,2010,FR5,1,0.043
2012,NUTS,2010,FR5,1,0.017
2011,NUTS,2010,FR51,2,0.058
2012,NUTS,2010,FR51,2,0.023
2011,NUTS,2010,FR511,3,0.144
2012,NUTS,2010,FR511,3,0.057
2011,NUTS,2010,FR52,2,0.012
2012,NUTS,2010,FR52,2,0.006
2011,NUTS,2010,FR521,3,0.074
2012,NUTS,2010,FR522,3,0.022
2011,NUTS,2010,FR53,2,0.066
2012,NUTS,2010,FR53,2,0.023
2011,NUTS,2010,FR532,3,0.135
2012,NUTS,2010,FR532,3,0.073
2011,NUTS,2010,FR534,3,0.088
2011,NUTS,2010,FR6,1,0.469
2012,NUTS,2010,FR6,1,0.333
2011,NUTS,2010,FR61,2,0.091
2012,NUTS,2010,FR61,2,0.114
2011,NUTS,2010,FR612,3,0.109
2012,NUTS,2010,FR612,3,0.102
2012,NUTS,2010,FR613,3,0.053
2012,NUTS,2010,FR614,3,0.043
2011,NUTS,2010,FR615,3,0.168
2012,NUTS,2010,FR615,3,0.255
2011,NUTS,2010,FR62,2,0.997
2012,NUTS,2010,FR62,2,0.641
2011,NUTS,2010,FR622,3,0.156
2012,NUTS,2010,FR622,3,0.039
2011,NUTS,2010,FR623,3,1.57
2012,NUTS,2010,FR623,3,0.948
2011,NUTS,2010,FR624,3,0.914
2012,NUTS,2010,FR624,3,0.084
2011,NUTS,2010,FR625,3,0.427
2012,NUTS,2010,FR625,3,1.108
2012,NUTS,2010,FR626,3,0.463
2011,NUTS,2010,FR627,3,0.145
2012,NUTS,2010,FR627,3,0.061
2011,NUTS,2010,FR628,3,0.458
2012,NUTS,2010,FR628,3,0.094
2012,NUTS,2010,FR63,2,0.014
2012,NUTS,2010,FR633,3,0.027
2011,NUTS,2010,FR7,1,0.026
2012,NUTS,2010,FR7,1,0.02
2011,NUTS,2010,FR71,2,0.02
2012,NUTS,2010,FR71,2,0.024
2012,NUTS,2010,FR711,3,0.034
2011,NUTS,2010,FR712,3,0.026
2011,NUTS,2010,FR713,3,0.105
2012,NUTS,2010,FR713,3,0.067
2011,NUTS,2010,FR714,3,0.04
2012,NUTS,2010,FR714,3,0.084
2011,NUTS,2010,FR717,3,0.05
2011,NUTS,2010,FR718,3,0.008
2012,NUTS,2010,FR718,3,0.007
2011,NUTS,2010,FR72,2,0.058
2011,NUTS,2010,FR724,3,0.106
2011,NUTS,2010,FR8,1,0.204
2012,NUTS,2010,FR8,1,0.209
2011,NUTS,2010,FR81,2,0.015
2011,NUTS,2010,FR812,3,0.02
2011,NUTS,2010,FR813,3,0.022
2011,NUTS,2010,FR82,2,0.3
2012,NUTS,2010,FR82,2,0.309
2011,NUTS,2010,FR823,3,0.186
2012,NUTS,2010,FR823,3,0.34
2011,NUTS,2010,FR824,3,0.539
2012,NUTS,2010,FR824,3,0.498
2011,NUTS,2010,FR825,3,0.062
2012,NUTS,2010,FR825,3,0.006
2011,NUTS,2010,FR826,3,0.066
2012,NUTS,2010,FR826,3,0.033
2012,NUTS,2010,FR83,2,0.06
2012,NUTS,2010,FR831,3,0.118
2012,NUTS,2010,FRZ,1,0.311
2012,NUTS,2010,FRZZ,2,0.311
2012,NUTS,2010,FRZZZ,3,0.311
2011,NUTS,2010,HU,0,0.002
2011,NUTS,2010,HU1,1,0.005
2011,NUTS,2010,HU10,2,0.005
2011,NUTS,2010,HU101,3,0.007
2011,NUTS,2010,IT,0,0.018
2012,NUTS,2010,IT,0,0.012
2011,NUTS,2010,ITC,1,0.039
2012,NUTS,2010,ITC,1,0.027
2011,NUTS,2010,ITC1,2,0.052
2011,NUTS,2010,ITC11,3,0.081
2011,NUTS,2010,ITC15,3,0.1
2011,NUTS,2010,ITC3,2,0.042
2012,NUTS,2010,ITC3,2,0.021
2011,NUTS,2010,ITC34,3,0.308
2012,NUTS,2010,ITC34,3,0.154
2011,NUTS,2010,ITC4,2,0.034
2012,NUTS,2010,ITC4,2,0.037
2011,NUTS,2010,ITC41,3,0.362
2012,NUTS,2010,ITC41,3,0.295
2011,NUTS,2010,ITC42,3,0.055
2012,NUTS,2010,ITC43,3,0.105
2011,NUTS,2010,ITC46,3,0.03
2011,NUTS,2010,ITC48,3,0.015
2011,NUTS,2010,ITC4C,3,0.005
2012,NUTS,2010,ITC4C,3,0.029
2011,NUTS,2010,ITF,1,0.004
2012,NUTS,2010,ITF,1,0.008
2011,NUTS,2010,ITF3,2,0.01
2012,NUTS,2010,ITF3,2,0.02
2012,NUTS,2010,ITF31,3,0.071
2011,NUTS,2010,ITF33,3,0.018
2012,NUTS,2010,ITF33,3,0.018
2011,NUTS,2010,ITG,1,0.008
2012,NUTS,2010,ITG,1,0.008
2011,NUTS,2010,ITG1,2,0.011
2012,NUTS,2010,ITG1,2,0.011
2011,NUTS,2010,ITG13,3,0.087
2012,NUTS,2010,ITG14,3,0.149
2011,NUTS,2010,ITH,1,0.009
2012,NUTS,2010,ITH,1,0.003
2011,NUTS,2010,ITH1,2,0.051
2011,NUTS,2010,ITH10,3,0.051
2011,NUTS,2010,ITH3,2,0.002
2011,NUTS,2010,ITH32,3,0.009
2012,NUTS,2010,ITH4,2,0.029
2012,NUTS,2010,ITH41,3,0.114
2011,NUTS,2010,ITH5,2,0.014
2011,NUTS,2010,ITH52,3,0.013
2011,NUTS,2010,ITH53,3,0.023
2011,NUTS,2010,ITH55,3,0.011
2011,NUTS,2010,ITH56,3,0.112
2011,NUTS,2010,ITI,1,0.007
2012,NUTS,2010,ITI,1,0.003
2011,NUTS,2010,ITI1,2,0.002
2011,NUTS,2010,ITI11,3,0.055
2011,NUTS,2010,ITI2,2,0.015
2011,NUTS,2010,ITI21,3,0.02
2011,NUTS,2010,ITI4,2,0.011
2012,NUTS,2010,ITI4,2,0.005
2011,NUTS,2010,ITI43,3,0.006
2012,NUTS,2010,ITI43,3,0.007
2011,NUTS,2010,ITI44,3,0.082
2011,NUTS,2010,ITZ,1,0.603
2011,NUTS,2010,ITZZ,2,0.603
2011,NUTS,2010,ITZZZ,3,0.603
2012,NUTS,2010,LU,0,0.023
2012,NUTS,2010,LU0,1,0.023
2012,NUTS,2010,LU00,2,0.023
2012,NUTS,2010,LU000,3,0.023
2012,NUTS,2010,LV,0,0.045
2012,NUTS,2010,LV0,1,0.046
2012,NUTS,2010,LV00,2,0.046
2012,NUTS,2010,LV006,3,0.088
2011,NUTS,2010,NL,0,0.008
2012,NUTS,2010,NL,0,0.016
2011,NUTS,2010,NL2,1,0.011
2012,NUTS,2010,NL2,1,0.02
2012,NUTS,2010,NL21,2,0.014
2012,NUTS,2010,NL211,3,0.041
2011,NUTS,2010,NL22,2,0.018
2012,NUTS,2010,NL22,2,0.018
2011,NUTS,2010,NL221,3,0.009
2012,NUTS,2010,NL224,3,0.161
2011,NUTS,2010,NL226,3,0.041
2012,NUTS,2010,NL23,2,0.043
2012,NUTS,2010,NL230,3,0.043
2011,NUTS,2010,NL3,1,0.008
2012,NUTS,2010,NL3,1,0.022
2012,NUTS,2010,NL31,2,0.007
2012,NUTS,2010,NL310,3,0.007
2011,NUTS,2010,NL32,2,0.012
2012,NUTS,2010,NL32,2,0.037
2012,NUTS,2010,NL321,3,0.485
2011,NUTS,2010,NL324,3,0.03
2012,NUTS,2010,NL324,3,0.032
2011,NUTS,2010,NL326,3,0.004
2011,NUTS,2010,NL327,3,0.104
2011,NUTS,2010,NL33,2,0.009
2012,NUTS,2010,NL33,2,0.015
2011,NUTS,2010,NL332,3,0.006
2012,NUTS,2010,NL332,3,0.022
2011,NUTS,2010,NL333,3,0.038
2012,NUTS,2010,NL333,3,0.045
2012,NUTS,2010,NL338,3,0.08
2011,NUTS,2010,NL339,3,0.013
2012,NUTS,2010,NL339,3,0.003
2011,NUTS,2010,NL4,1,0.009
2012,NUTS,2010,NL4,1,0.008
2011,NUTS,2010,NL41,2,0.012
2012,NUTS,2010,NL41,2,0.01
2011,NUTS,2010,NL413,3,0.008
2011,NUTS,2010,NL414,3,0.031
2012,NUTS,2010,NL414,3,0.031
2011,NUTS,2010,NO,0,0.011
2012,NUTS,2010,NO,0,0.004
2011,NUTS,2010,NO0,1,0.015
2012,NUTS,2010,NO0,1,0.005
2011,NUTS,2010,NO01,2,0.012
2012,NUTS,2010,NO01,2,0.008
2011,NUTS,2010,NO012,3,0.036
2012,NUTS,2010,NO012,3,0.024
2012,NUTS,2010,NO03,2,0.017
2012,NUTS,2010,NO031,3,0.042
2012,NUTS,2010,NO033,3,0.023
2011,NUTS,2010,NO04,2,0.048
2011,NUTS,2010,NO043,3,0.072
2011,NUTS,2010,NO05,2,0.021
2011,NUTS,2010,NO051,3,0.036
2011,NUTS,2010,PL,0,0.004
2012,NUTS,2010,PL,0,0.003
2011,NUTS,2010,PL1,1,0.014
2012,NUTS,2010,PL1,1,0.004
