year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_eur_hab
2003,NUTS,2010,CY00,2,21.8
2004,NUTS,2010,CY00,2,23.4
2005,NUTS,2010,CY00,2,24.0
2006,NUTS,2010,CY00,2,24.0
2007,NUTS,2010,CY00,2,22.4
2008,NUTS,2010,CY00,2,21.7
2009,NUTS,2010,CY00,2,21.3
2010,NUTS,2010,CY00,2,20.6
2011,NUTS,2010,CY00,2,17.5
2012,NUTS,2010,CY00,2,15.9
2013,NUTS,2010,CY00,2,14.2
2014,NUTS,2010,CY00,2,14.4
2015,NUTS,2010,CY00,2,13.1
2016,NUTS,2010,CY00,2,12.3
2017,NUTS,2010,CY00,2,12.9
2018,NUTS,2010,CY00,2,12.9
2019,NUTS,2010,CY00,2,13.9
2020,NUTS,2010,CY00,2,13.7
1993,NUTS,2010,CZ,0,8.2
1994,NUTS,2010,CZ,0,10.5
1995,NUTS,2010,CZ,0,10.3
1996,NUTS,2010,CZ,0,14.2
1997,NUTS,2010,CZ,0,14.0
1998,NUTS,2010,CZ,0,15.8
1999,NUTS,2010,CZ,0,15.1
2000,NUTS,2010,CZ,0,18.3
2001,NUTS,2010,CZ,0,19.3
2002,NUTS,2010,CZ,0,21.6
2003,NUTS,2010,CZ,0,23.2
2004,NUTS,2010,CZ,0,24.2
2005,NUTS,2010,CZ,0,28.6
2006,NUTS,2010,CZ,0,33.1
2007,NUTS,2010,CZ,0,41.0
2008,NUTS,2010,CZ,0,45.4
2009,NUTS,2010,CZ,0,44.6
2010,NUTS,2010,CZ,0,43.4
2011,NUTS,2010,CZ,0,48.1
2012,NUTS,2010,CZ,0,50.4
2013,NUTS,2010,CZ,0,52.2
2014,NUTS,2010,CZ,0,53.5
2015,NUTS,2010,CZ,0,62.9
2016,NUTS,2010,CZ,0,51.0
2017,NUTS,2010,CZ,0,56.0
2018,NUTS,2010,CZ,0,61.7
2019,NUTS,2010,CZ,0,66.5
2020,NUTS,2010,CZ,0,68.7
1993,NUTS,2010,CZ0,1,8.2
1994,NUTS,2010,CZ0,1,10.5
1995,NUTS,2010,CZ0,1,10.3
1996,NUTS,2010,CZ0,1,14.2
1997,NUTS,2010,CZ0,1,14.0
1998,NUTS,2010,CZ0,1,15.8
1999,NUTS,2010,CZ0,1,15.1
2000,NUTS,2010,CZ0,1,18.3
2001,NUTS,2010,CZ0,1,19.3
2002,NUTS,2010,CZ0,1,21.6
2003,NUTS,2010,CZ0,1,23.2
2004,NUTS,2010,CZ0,1,24.2
2005,NUTS,2010,CZ0,1,28.6
2006,NUTS,2010,CZ0,1,33.1
2007,NUTS,2010,CZ0,1,41.0
2008,NUTS,2010,CZ0,1,45.4
2009,NUTS,2010,CZ0,1,44.6
2010,NUTS,2010,CZ0,1,43.4
2011,NUTS,2010,CZ0,1,48.1
2012,NUTS,2010,CZ0,1,50.4
2013,NUTS,2010,CZ0,1,52.2
2014,NUTS,2010,CZ0,1,53.5
2015,NUTS,2010,CZ0,1,62.9
2016,NUTS,2010,CZ0,1,51.0
2017,NUTS,2010,CZ0,1,56.0
2018,NUTS,2010,CZ0,1,61.7
2019,NUTS,2010,CZ0,1,66.5
2020,NUTS,2010,CZ0,1,68.7
2001,NUTS,2010,CZ01,2,111.5
2002,NUTS,2010,CZ01,2,125.3
2003,NUTS,2010,CZ01,2,138.6
2004,NUTS,2010,CZ01,2,138.8
2005,NUTS,2010,CZ01,2,173.3
2006,NUTS,2010,CZ01,2,204.5
2007,NUTS,2010,CZ01,2,272.8
2008,NUTS,2010,CZ01,2,292.7
2009,NUTS,2010,CZ01,2,279.9
2010,NUTS,2010,CZ01,2,285.9
2011,NUTS,2010,CZ01,2,319.1
2012,NUTS,2010,CZ01,2,323.8
2013,NUTS,2010,CZ01,2,334.5
2014,NUTS,2010,CZ01,2,365.1
2015,NUTS,2010,CZ01,2,416.3
2016,NUTS,2010,CZ01,2,282.9
2017,NUTS,2010,CZ01,2,291.6
2018,NUTS,2010,CZ01,2,317.8
2019,NUTS,2010,CZ01,2,344.7
2020,NUTS,2010,CZ01,2,368.7
2001,NUTS,2010,CZ02,2,14.7
2002,NUTS,2010,CZ02,2,19.9
2003,NUTS,2010,CZ02,2,22.5
2004,NUTS,2010,CZ02,2,28.8
2005,NUTS,2010,CZ02,2,32.9
2006,NUTS,2010,CZ02,2,32.6
2007,NUTS,2010,CZ02,2,30.2
2008,NUTS,2010,CZ02,2,35.4
2009,NUTS,2010,CZ02,2,35.0
2010,NUTS,2010,CZ02,2,33.2
2011,NUTS,2010,CZ02,2,34.0
2012,NUTS,2010,CZ02,2,30.0
2013,NUTS,2010,CZ02,2,29.3
2014,NUTS,2010,CZ02,2,31.2
2015,NUTS,2010,CZ02,2,34.6
2016,NUTS,2010,CZ02,2,64.7
2017,NUTS,2010,CZ02,2,81.8
2018,NUTS,2010,CZ02,2,91.4
2019,NUTS,2010,CZ02,2,89.3
2020,NUTS,2010,CZ02,2,85.5
2001,NUTS,2010,CZ03,2,6.9
2002,NUTS,2010,CZ03,2,7.7
2003,NUTS,2010,CZ03,2,8.7
2004,NUTS,2010,CZ03,2,9.4
2005,NUTS,2010,CZ03,2,13.2
2006,NUTS,2010,CZ03,2,15.4
2007,NUTS,2010,CZ03,2,17.1
2008,NUTS,2010,CZ03,2,20.9
2009,NUTS,2010,CZ03,2,20.8
2010,NUTS,2010,CZ03,2,22.9
2011,NUTS,2010,CZ03,2,17.9
2012,NUTS,2010,CZ03,2,16.7
2013,NUTS,2010,CZ03,2,16.1
2014,NUTS,2010,CZ03,2,15.3
2015,NUTS,2010,CZ03,2,18.2
2016,NUTS,2010,CZ03,2,16.7
2017,NUTS,2010,CZ03,2,21.8
2018,NUTS,2010,CZ03,2,23.7
2019,NUTS,2010,CZ03,2,25.6
2020,NUTS,2010,CZ03,2,23.2
2001,NUTS,2010,CZ04,2,2.6
2002,NUTS,2010,CZ04,2,0.4
2003,NUTS,2010,CZ04,2,0.9
2004,NUTS,2010,CZ04,2,0.9
2005,NUTS,2010,CZ04,2,0.4
2006,NUTS,2010,CZ04,2,0.7
2007,NUTS,2010,CZ04,2,0.8
2008,NUTS,2010,CZ04,2,1.2
2009,NUTS,2010,CZ04,2,1.2
2010,NUTS,2010,CZ04,2,0.5
2011,NUTS,2010,CZ04,2,0.6
2012,NUTS,2010,CZ04,2,0.7
2013,NUTS,2010,CZ04,2,1.0
2014,NUTS,2010,CZ04,2,0.9
2015,NUTS,2010,CZ04,2,0.9
2016,NUTS,2010,CZ04,2,0.9
2017,NUTS,2010,CZ04,2,1.3
2018,NUTS,2010,CZ04,2,1.5
2019,NUTS,2010,CZ04,2,1.5
2020,NUTS,2010,CZ04,2,1.5
2001,NUTS,2010,CZ05,2,1.6
2002,NUTS,2010,CZ05,2,1.2
2003,NUTS,2010,CZ05,2,1.7
2004,NUTS,2010,CZ05,2,5.9
2005,NUTS,2010,CZ05,2,1.4
2006,NUTS,2010,CZ05,2,1.7
2007,NUTS,2010,CZ05,2,1.6
2008,NUTS,2010,CZ05,2,1.3
2009,NUTS,2010,CZ05,2,1.7
2010,NUTS,2010,CZ05,2,1.9
2011,NUTS,2010,CZ05,2,3.3
2012,NUTS,2010,CZ05,2,5.9
2013,NUTS,2010,CZ05,2,3.4
2014,NUTS,2010,CZ05,2,3.3
2015,NUTS,2010,CZ05,2,3.6
2016,NUTS,2010,CZ05,2,3.5
2017,NUTS,2010,CZ05,2,3.3
2018,NUTS,2010,CZ05,2,3.7
2019,NUTS,2010,CZ05,2,5.0
2020,NUTS,2010,CZ05,2,4.5
2001,NUTS,2010,CZ06,2,18.8
2002,NUTS,2010,CZ06,2,18.9
2003,NUTS,2010,CZ06,2,18.8
2004,NUTS,2010,CZ06,2,18.2
2005,NUTS,2010,CZ06,2,19.0
2006,NUTS,2010,CZ06,2,21.9
2007,NUTS,2010,CZ06,2,22.0
2008,NUTS,2010,CZ06,2,25.1
2009,NUTS,2010,CZ06,2,27.9
2010,NUTS,2010,CZ06,2,28.2
2011,NUTS,2010,CZ06,2,33.4
2012,NUTS,2010,CZ06,2,45.0
2013,NUTS,2010,CZ06,2,50.1
2014,NUTS,2010,CZ06,2,37.4
2015,NUTS,2010,CZ06,2,35.6
2016,NUTS,2010,CZ06,2,37.0
2017,NUTS,2010,CZ06,2,40.6
2018,NUTS,2010,CZ06,2,45.0
2019,NUTS,2010,CZ06,2,50.6
2020,NUTS,2010,CZ06,2,48.7
2001,NUTS,2010,CZ07,2,3.3
2002,NUTS,2010,CZ07,2,7.3
2003,NUTS,2010,CZ07,2,3.2
2004,NUTS,2010,CZ07,2,0.3
2005,NUTS,2010,CZ07,2,0.9
2006,NUTS,2010,CZ07,2,1.1
2007,NUTS,2010,CZ07,2,1.6
2008,NUTS,2010,CZ07,2,2.0
2009,NUTS,2010,CZ07,2,2.5
2010,NUTS,2010,CZ07,2,1.0
2011,NUTS,2010,CZ07,2,1.0
2012,NUTS,2010,CZ07,2,0.9
2013,NUTS,2010,CZ07,2,3.4
2014,NUTS,2010,CZ07,2,0.9
2015,NUTS,2010,CZ07,2,0.9
2016,NUTS,2010,CZ07,2,1.4
2017,NUTS,2010,CZ07,2,2.8
2018,NUTS,2010,CZ07,2,3.2
2019,NUTS,2010,CZ07,2,3.1
2020,NUTS,2010,CZ07,2,3.4
2001,NUTS,2010,CZ08,2,1.3
2002,NUTS,2010,CZ08,2,1.3
2003,NUTS,2010,CZ08,2,1.6
2004,NUTS,2010,CZ08,2,1.6
2005,NUTS,2010,CZ08,2,2.1
2006,NUTS,2010,CZ08,2,2.1
2007,NUTS,2010,CZ08,2,2.3
2008,NUTS,2010,CZ08,2,3.7
2009,NUTS,2010,CZ08,2,3.2
2010,NUTS,2010,CZ08,2,2.8
2011,NUTS,2010,CZ08,2,5.2
2012,NUTS,2010,CZ08,2,4.2
2013,NUTS,2010,CZ08,2,2.8
2014,NUTS,2010,CZ08,2,2.7
2015,NUTS,2010,CZ08,2,3.3
2016,NUTS,2010,CZ08,2,2.6
2017,NUTS,2010,CZ08,2,3.3
2018,NUTS,2010,CZ08,2,3.2
2019,NUTS,2010,CZ08,2,3.4
2020,NUTS,2010,CZ08,2,3.2
1981,NUTS,2010,DE,0,32.9
1982,NUTS,2010,DE,0,36.1
1983,NUTS,2010,DE,0,40.5
1984,NUTS,2010,DE,0,43.0
1985,NUTS,2010,DE,0,47.0
1986,NUTS,2010,DE,0,53.1
1987,NUTS,2010,DE,0,57.5
1988,NUTS,2010,DE,0,60.2
1989,NUTS,2010,DE,0,64.7
1990,NUTS,2010,DE,0,66.7
1991,NUTS,2010,DE,0,65.3
1992,NUTS,2010,DE,0,66.3
1993,NUTS,2010,DE,0,73.3
1994,NUTS,2010,DE,0,74.1
1995,NUTS,2010,DE,0,80.2
1996,NUTS,2010,DE,0,78.9
1997,NUTS,2010,DE,0,76.1
1998,NUTS,2010,DE,0,79.2
1999,NUTS,2010,DE,0,80.8
2000,NUTS,2010,DE,0,83.6
2001,NUTS,2010,DE,0,86.9
2002,NUTS,2010,DE,0,89.0
2003,NUTS,2010,DE,0,88.5
2004,NUTS,2010,DE,0,91.0
2005,NUTS,2010,DE,0,95.4
2006,NUTS,2010,DE,0,98.9
2007,NUTS,2010,DE,0,103.8
2008,NUTS,2010,DE,0,113.7
2009,NUTS,2010,DE,0,121.1
2010,NUTS,2010,DE,0,126.6
2011,NUTS,2010,DE,0,136.8
2012,NUTS,2010,DE,0,141.2
2013,NUTS,2010,DE,0,147.3
2014,NUTS,2010,DE,0,152.5
2015,NUTS,2010,DE,0,153.8
2016,NUTS,2010,DE,0,154.8
2017,NUTS,2010,DE,0,163.4
2018,NUTS,2010,DE,0,171.1
2019,NUTS,2010,DE,0,180.9
2020,NUTS,2010,DE,0,187.4
1991,NUTS,2010,DE1,1,101.5
1993,NUTS,2010,DE1,1,115.0
1994,NUTS,2010,DE1,1,118.2
1995,NUTS,2010,DE1,1,119.6
1996,NUTS,2010,DE1,1,115.6
1997,NUTS,2010,DE1,1,113.4
1998,NUTS,2010,DE1,1,114.4
1999,NUTS,2010,DE1,1,113.4
2000,NUTS,2010,DE1,1,117.5
2003,NUTS,2010,DE1,1,114.2
2004,NUTS,2010,DE1,1,121.7
2005,NUTS,2010,DE1,1,126.0
2006,NUTS,2010,DE1,1,127.8
2007,NUTS,2010,DE1,1,129.8
2008,NUTS,2010,DE1,1,141.7
2009,NUTS,2010,DE1,1,140.3
2010,NUTS,2010,DE1,1,145.8
2011,NUTS,2010,DE1,1,155.9
2012,NUTS,2010,DE1,1,150.4
2013,NUTS,2010,DE1,1,165.4
2014,NUTS,2010,DE1,1,180.9
2015,NUTS,2010,DE1,1,176.7
2016,NUTS,2010,DE1,1,174.9
2017,NUTS,2010,DE1,1,184.4
2018,NUTS,2010,DE1,1,185.7
2019,NUTS,2010,DE1,1,198.5
1995,NUTS,2010,DE11,2,71.4
1996,NUTS,2010,DE11,2,71.9
1997,NUTS,2010,DE11,2,72.2
1998,NUTS,2010,DE11,2,75.5
1999,NUTS,2010,DE11,2,69.8
2000,NUTS,2010,DE11,2,72.8
2003,NUTS,2010,DE11,2,67.3
2004,NUTS,2010,DE11,2,67.4
2005,NUTS,2010,DE11,2,76.0
2006,NUTS,2010,DE11,2,67.4
2007,NUTS,2010,DE11,2,74.7
2008,NUTS,2010,DE11,2,79.6
2009,NUTS,2010,DE11,2,88.6
2010,NUTS,2010,DE11,2,96.5
2011,NUTS,2010,DE11,2,101.0
2012,NUTS,2010,DE11,2,99.3
2013,NUTS,2010,DE11,2,112.0
2014,NUTS,2010,DE11,2,99.6
2015,NUTS,2010,DE11,2,117.3
2016,NUTS,2010,DE11,2,114.0
2017,NUTS,2010,DE11,2,111.7
2018,NUTS,2010,DE11,2,112.6
2019,NUTS,2010,DE11,2,113.4
1995,NUTS,2010,DE12,2,295.4
1996,NUTS,2010,DE12,2,284.6
1997,NUTS,2010,DE12,2,272.3
1998,NUTS,2010,DE12,2,268.2
1999,NUTS,2010,DE12,2,271.6
2000,NUTS,2010,DE12,2,274.6
2003,NUTS,2010,DE12,2,273.8
2004,NUTS,2010,DE12,2,292.0
2005,NUTS,2010,DE12,2,294.1
2006,NUTS,2010,DE12,2,308.9
2007,NUTS,2010,DE12,2,300.2
2008,NUTS,2010,DE12,2,322.6
2009,NUTS,2010,DE12,2,294.3
2010,NUTS,2010,DE12,2,298.9
2011,NUTS,2010,DE12,2,325.4
2012,NUTS,2010,DE12,2,312.6
2013,NUTS,2010,DE12,2,341.5
2014,NUTS,2010,DE12,2,359.2
2015,NUTS,2010,DE12,2,374.8
2016,NUTS,2010,DE12,2,372.1
2017,NUTS,2010,DE12,2,400.4
2018,NUTS,2010,DE12,2,393.2
2019,NUTS,2010,DE12,2,430.7
1995,NUTS,2010,DE13,2,57.0
1996,NUTS,2010,DE13,2,51.4
1997,NUTS,2010,DE13,2,52.9
1998,NUTS,2010,DE13,2,58.8
1999,NUTS,2010,DE13,2,60.1
2000,NUTS,2010,DE13,2,68.2
2003,NUTS,2010,DE13,2,68.7
2004,NUTS,2010,DE13,2,74.8
2005,NUTS,2010,DE13,2,75.9
2006,NUTS,2010,DE13,2,80.5
2007,NUTS,2010,DE13,2,87.8
2008,NUTS,2010,DE13,2,105.2
2009,NUTS,2010,DE13,2,112.7
2010,NUTS,2010,DE13,2,114.0
2011,NUTS,2010,DE13,2,121.8
2012,NUTS,2010,DE13,2,121.6
2013,NUTS,2010,DE13,2,128.3
2014,NUTS,2010,DE13,2,156.8
2015,NUTS,2010,DE13,2,126.9
2016,NUTS,2010,DE13,2,125.0
2017,NUTS,2010,DE13,2,137.4
2018,NUTS,2010,DE13,2,148.4
2019,NUTS,2010,DE13,2,162.4
1995,NUTS,2010,DE14,2,32.1
1996,NUTS,2010,DE14,2,32.2
1997,NUTS,2010,DE14,2,35.6
1998,NUTS,2010,DE14,2,33.6
1999,NUTS,2010,DE14,2,33.8
2000,NUTS,2010,DE14,2,37.0
2003,NUTS,2010,DE14,2,31.4
2004,NUTS,2010,DE14,2,41.0
2005,NUTS,2010,DE14,2,43.1
2006,NUTS,2010,DE14,2,45.1
2007,NUTS,2010,DE14,2,45.0
2008,NUTS,2010,DE14,2,49.7
2009,NUTS,2010,DE14,2,54.7
2010,NUTS,2010,DE14,2,61.6
2011,NUTS,2010,DE14,2,62.8
2012,NUTS,2010,DE14,2,53.9
2013,NUTS,2010,DE14,2,62.7
2014,NUTS,2010,DE14,2,120.8
2015,NUTS,2010,DE14,2,69.9
2016,NUTS,2010,DE14,2,72.8
2017,NUTS,2010,DE14,2,76.7
2018,NUTS,2010,DE14,2,80.1
2019,NUTS,2010,DE14,2,81.9
1991,NUTS,2010,DE2,1,50.3
1993,NUTS,2010,DE2,1,59.6
1994,NUTS,2010,DE2,1,61.0
1995,NUTS,2010,DE2,1,66.4
1996,NUTS,2010,DE2,1,66.2
1997,NUTS,2010,DE2,1,64.5
1998,NUTS,2010,DE2,1,67.3
1999,NUTS,2010,DE2,1,66.9
2000,NUTS,2010,DE2,1,67.6
2003,NUTS,2010,DE2,1,73.4
2004,NUTS,2010,DE2,1,76.6
2005,NUTS,2010,DE2,1,81.3
2006,NUTS,2010,DE2,1,83.3
2007,NUTS,2010,DE2,1,88.4
2008,NUTS,2010,DE2,1,99.9
2009,NUTS,2010,DE2,1,97.0
2010,NUTS,2010,DE2,1,103.9
2011,NUTS,2010,DE2,1,110.9
2012,NUTS,2010,DE2,1,129.1
2013,NUTS,2010,DE2,1,128.9
2014,NUTS,2010,DE2,1,126.0
2015,NUTS,2010,DE2,1,135.1
2016,NUTS,2010,DE2,1,139.3
2017,NUTS,2010,DE2,1,146.1
2018,NUTS,2010,DE2,1,154.5
2019,NUTS,2010,DE2,1,162.6
1995,NUTS,2010,DE21,2,175.1
1996,NUTS,2010,DE21,2,173.2
1997,NUTS,2010,DE21,2,168.7
1998,NUTS,2010,DE21,2,177.6
1999,NUTS,2010,DE21,2,176.4
2000,NUTS,2010,DE21,2,172.5
2003,NUTS,2010,DE21,2,184.0
2004,NUTS,2010,DE21,2,190.5
2005,NUTS,2010,DE21,2,193.8
2006,NUTS,2010,DE21,2,188.2
2007,NUTS,2010,DE21,2,200.9
2008,NUTS,2010,DE21,2,229.0
2009,NUTS,2010,DE21,2,217.7
2010,NUTS,2010,DE21,2,238.7
2011,NUTS,2010,DE21,2,244.6
2012,NUTS,2010,DE21,2,291.7
2013,NUTS,2010,DE21,2,282.9
2014,NUTS,2010,DE21,2,274.1
2015,NUTS,2010,DE21,2,281.3
2016,NUTS,2010,DE21,2,300.9
2017,NUTS,2010,DE21,2,310.2
2018,NUTS,2010,DE21,2,331.2
2019,NUTS,2010,DE21,2,346.6
1995,NUTS,2010,DE22,2,
1996,NUTS,2010,DE22,2,
1997,NUTS,2010,DE22,2,
1998,NUTS,2010,DE22,2,
1999,NUTS,2010,DE22,2,
2000,NUTS,2010,DE22,2,
2001,NUTS,2010,DE22,2,
2002,NUTS,2010,DE22,2,
2003,NUTS,2010,DE22,2,
2004,NUTS,2010,DE22,2,
2005,NUTS,2010,DE22,2,
2006,NUTS,2010,DE22,2,
2007,NUTS,2010,DE22,2,
2008,NUTS,2010,DE22,2,
2009,NUTS,2010,DE22,2,
2010,NUTS,2010,DE22,2,
2011,NUTS,2010,DE22,2,
2012,NUTS,2010,DE22,2,
2013,NUTS,2010,DE22,2,
2014,NUTS,2010,DE22,2,1.4
2015,NUTS,2010,DE22,2,6.0
2016,NUTS,2010,DE22,2,6.9
2017,NUTS,2010,DE22,2,5.1
2018,NUTS,2010,DE22,2,6.2
2019,NUTS,2010,DE22,2,7.3
1995,NUTS,2010,DE23,2,
1996,NUTS,2010,DE23,2,
1997,NUTS,2010,DE23,2,
1998,NUTS,2010,DE23,2,
1999,NUTS,2010,DE23,2,
2000,NUTS,2010,DE23,2,
2003,NUTS,2010,DE23,2,
2004,NUTS,2010,DE23,2,
2005,NUTS,2010,DE23,2,
2006,NUTS,2010,DE23,2,
2007,NUTS,2010,DE23,2,
2008,NUTS,2010,DE23,2,
2009,NUTS,2010,DE23,2,
2010,NUTS,2010,DE23,2,
2011,NUTS,2010,DE23,2,
2012,NUTS,2010,DE23,2,
2013,NUTS,2010,DE23,2,
2014,NUTS,2010,DE23,2,18.1
2015,NUTS,2010,DE23,2,20.7
2016,NUTS,2010,DE23,2,20.5
2017,NUTS,2010,DE23,2,23.9
2018,NUTS,2010,DE23,2,26.5
2019,NUTS,2010,DE23,2,30.9
1995,NUTS,2010,DE24,2,9.7
1996,NUTS,2010,DE24,2,10.4
1997,NUTS,2010,DE24,2,11.6
1998,NUTS,2010,DE24,2,13.2
1999,NUTS,2010,DE24,2,9.0
2000,NUTS,2010,DE24,2,7.2
2003,NUTS,2010,DE24,2,12.7
2004,NUTS,2010,DE24,2,14.7
2005,NUTS,2010,DE24,2,8.3
2006,NUTS,2010,DE24,2,2.2
2007,NUTS,2010,DE24,2,11.2
2008,NUTS,2010,DE24,2,12.0
2009,NUTS,2010,DE24,2,12.9
2010,NUTS,2010,DE24,2,13.4
2011,NUTS,2010,DE24,2,15.1
2012,NUTS,2010,DE24,2,17.6
2013,NUTS,2010,DE24,2,22.3
2014,NUTS,2010,DE24,2,52.9
2015,NUTS,2010,DE24,2,55.9
2016,NUTS,2010,DE24,2,36.7
2017,NUTS,2010,DE24,2,50.3
2018,NUTS,2010,DE24,2,53.8
2019,NUTS,2010,DE24,2,45.7
1995,NUTS,2010,DE25,2,30.2
1996,NUTS,2010,DE25,2,29.2
1997,NUTS,2010,DE25,2,28.7
1998,NUTS,2010,DE25,2,29.1
1999,NUTS,2010,DE25,2,33.4
2000,NUTS,2010,DE25,2,44.0
2003,NUTS,2010,DE25,2,45.9
2004,NUTS,2010,DE25,2,50.4
2005,NUTS,2010,DE25,2,73.3
2006,NUTS,2010,DE25,2,100.6
2007,NUTS,2010,DE25,2,102.5
2008,NUTS,2010,DE25,2,106.0
2009,NUTS,2010,DE25,2,106.9
2010,NUTS,2010,DE25,2,100.8
2011,NUTS,2010,DE25,2,121.4
2012,NUTS,2010,DE25,2,122.9
2013,NUTS,2010,DE25,2,137.6
2014,NUTS,2010,DE25,2,125.1
2015,NUTS,2010,DE25,2,158.2
2016,NUTS,2010,DE25,2,149.3
2017,NUTS,2010,DE25,2,158.6
2018,NUTS,2010,DE25,2,153.1
2019,NUTS,2010,DE25,2,162.6
1995,NUTS,2010,DE26,2,18.8
1996,NUTS,2010,DE26,2,22.7
1997,NUTS,2010,DE26,2,20.8
1998,NUTS,2010,DE26,2,20.7
1999,NUTS,2010,DE26,2,21.1
2000,NUTS,2010,DE26,2,22.5
2003,NUTS,2010,DE26,2,25.3
2004,NUTS,2010,DE26,2,23.8
2005,NUTS,2010,DE26,2,25.1
2006,NUTS,2010,DE26,2,27.5
2007,NUTS,2010,DE26,2,25.1
2008,NUTS,2010,DE26,2,32.6
2009,NUTS,2010,DE26,2,38.7
2010,NUTS,2010,DE26,2,37.8
2011,NUTS,2010,DE26,2,49.1
2012,NUTS,2010,DE26,2,46.0
2013,NUTS,2010,DE26,2,47.5
2014,NUTS,2010,DE26,2,31.6
2015,NUTS,2010,DE26,2,37.5
2016,NUTS,2010,DE26,2,32.4
2017,NUTS,2010,DE26,2,34.4
2018,NUTS,2010,DE26,2,36.6
2019,NUTS,2010,DE26,2,43.7
1995,NUTS,2010,DE27,2,5.0
1996,NUTS,2010,DE27,2,5.2
1997,NUTS,2010,DE27,2,2.6
1998,NUTS,2010,DE27,2,1.8
1999,NUTS,2010,DE27,2,
2000,NUTS,2010,DE27,2,
2001,NUTS,2010,DE27,2,
2002,NUTS,2010,DE27,2,
2003,NUTS,2010,DE27,2,5.1
2004,NUTS,2010,DE27,2,5.4
2005,NUTS,2010,DE27,2,10.7
2006,NUTS,2010,DE27,2,10.7
2007,NUTS,2010,DE27,2,6.5
2008,NUTS,2010,DE27,2,6.6
2009,NUTS,2010,DE27,2,6.9
2010,NUTS,2010,DE27,2,7.4
2011,NUTS,2010,DE27,2,11.4
2012,NUTS,2010,DE27,2,10.8
2013,NUTS,2010,DE27,2,14.6
2014,NUTS,2010,DE27,2,17.1
2015,NUTS,2010,DE27,2,19.0
2016,NUTS,2010,DE27,2,20.0
2017,NUTS,2010,DE27,2,23.6
2018,NUTS,2010,DE27,2,30.1
2019,NUTS,2010,DE27,2,34.2
1993,NUTS,2010,DE3,1,238.6
1994,NUTS,2010,DE3,1,216.3
1995,NUTS,2010,DE3,1,245.2
1996,NUTS,2010,DE3,1,235.9
1997,NUTS,2010,DE3,1,226.5
1998,NUTS,2010,DE3,1,216.9
1999,NUTS,2010,DE3,1,224.2
2000,NUTS,2010,DE3,1,224.4
2003,NUTS,2010,DE3,1,254.8
2004,NUTS,2010,DE3,1,258.6
2005,NUTS,2010,DE3,1,265.3
2006,NUTS,2010,DE3,1,262.2
2007,NUTS,2010,DE3,1,278.9
2008,NUTS,2010,DE3,1,305.1
2009,NUTS,2010,DE3,1,328.7
2010,NUTS,2010,DE3,1,343.8
2011,NUTS,2010,DE3,1,383.5
2012,NUTS,2010,DE3,1,405.7
2013,NUTS,2010,DE3,1,410.0
2014,NUTS,2010,DE3,1,406.8
2015,NUTS,2010,DE3,1,426.8
2016,NUTS,2010,DE3,1,417.2
2017,NUTS,2010,DE3,1,464.6
2018,NUTS,2010,DE3,1,513.4
2019,NUTS,2010,DE3,1,503.7
1993,NUTS,2010,DE30,2,238.6
1994,NUTS,2010,DE30,2,216.3
1995,NUTS,2010,DE30,2,245.2
1996,NUTS,2010,DE30,2,235.9
1997,NUTS,2010,DE30,2,226.5
1998,NUTS,2010,DE30,2,216.9
1999,NUTS,2010,DE30,2,224.2
2000,NUTS,2010,DE30,2,224.4
2003,NUTS,2010,DE30,2,254.8
2004,NUTS,2010,DE30,2,258.6
2005,NUTS,2010,DE30,2,265.3
2006,NUTS,2010,DE30,2,262.2
2007,NUTS,2010,DE30,2,278.9
2008,NUTS,2010,DE30,2,305.1
2009,NUTS,2010,DE30,2,328.7
2010,NUTS,2010,DE30,2,343.8
2011,NUTS,2010,DE30,2,383.5
2012,NUTS,2010,DE30,2,405.7
2013,NUTS,2010,DE30,2,410.0
2014,NUTS,2010,DE30,2,406.8
2015,NUTS,2010,DE30,2,426.8
2016,NUTS,2010,DE30,2,417.2
2017,NUTS,2010,DE30,2,464.6
2018,NUTS,2010,DE30,2,513.4
2019,NUTS,2010,DE30,2,503.7
1993,NUTS,2010,DE4,1,73.7
1994,NUTS,2010,DE4,1,79.9
1995,NUTS,2010,DE4,1,96.4
1996,NUTS,2010,DE4,1,99.1
1997,NUTS,2010,DE4,1,91.9
1998,NUTS,2010,DE4,1,103.6
1999,NUTS,2010,DE4,1,124.7
2000,NUTS,2010,DE4,1,106.9
2003,NUTS,2010,DE4,1,100.0
2004,NUTS,2010,DE4,1,115.0
2005,NUTS,2010,DE4,1,116.4
2006,NUTS,2010,DE4,1,131.3
2007,NUTS,2010,DE4,1,133.7
2008,NUTS,2010,DE4,1,150.2
2009,NUTS,2010,DE4,1,152.9
2010,NUTS,2010,DE4,1,168.8
2011,NUTS,2010,DE4,1,178.6
2012,NUTS,2010,DE4,1,179.1
2013,NUTS,2010,DE4,1,181.3
2014,NUTS,2010,DE4,1,201.1
2015,NUTS,2010,DE4,1,188.8
2016,NUTS,2010,DE4,1,205.8
2017,NUTS,2010,DE4,1,210.0
2018,NUTS,2010,DE4,1,204.5
2019,NUTS,2010,DE4,1,231.3
1993,NUTS,2010,DE40,2,73.7
1994,NUTS,2010,DE40,2,79.9
1995,NUTS,2010,DE40,2,96.4
1996,NUTS,2010,DE40,2,99.1
1997,NUTS,2010,DE40,2,91.9
