year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_t_pc_emp_fte_total
2010,NUTS,2010,DE30,2,0.708
2011,NUTS,2010,DE30,2,0.7106
2012,NUTS,2010,DE30,2,0.7087
2013,NUTS,2010,DE30,2,0.6992
2014,NUTS,2010,DE30,2,0.7167
2015,NUTS,2010,DE30,2,0.6838
2016,NUTS,2010,DE30,2,0.6591
2017,NUTS,2010,DE30,2,0.6682
2018,NUTS,2010,DE30,2,0.6825
2019,NUTS,2010,DE30,2,0.6933
1999,NUTS,2010,DE4,1,0.2448
2000,NUTS,2010,DE4,1,0.2661
2003,NUTS,2010,DE4,1,0.2708
2004,NUTS,2010,DE4,1,0.2725
2005,NUTS,2010,DE4,1,0.2755
2006,NUTS,2010,DE4,1,0.2645
2007,NUTS,2010,DE4,1,0.2669
2008,NUTS,2010,DE4,1,0.2747
2009,NUTS,2010,DE4,1,0.2832
2010,NUTS,2010,DE4,1,0.3038
2011,NUTS,2010,DE4,1,0.3137
2012,NUTS,2010,DE4,1,0.3209
2013,NUTS,2010,DE4,1,0.3294
2014,NUTS,2010,DE4,1,0.3462
2015,NUTS,2010,DE4,1,0.326
2016,NUTS,2010,DE4,1,0.3304
2017,NUTS,2010,DE4,1,0.3318
2018,NUTS,2010,DE4,1,0.3335
2019,NUTS,2010,DE4,1,0.3498
1999,NUTS,2010,DE40,2,0.2448
2000,NUTS,2010,DE40,2,0.2661
2003,NUTS,2010,DE40,2,0.2708
2004,NUTS,2010,DE40,2,0.2725
2005,NUTS,2010,DE40,2,0.2756
2006,NUTS,2010,DE40,2,0.2645
2007,NUTS,2010,DE40,2,0.2669
2008,NUTS,2010,DE40,2,0.2747
2009,NUTS,2010,DE40,2,0.2832
2010,NUTS,2010,DE40,2,0.3038
2011,NUTS,2010,DE40,2,0.3137
2012,NUTS,2010,DE40,2,0.3209
2013,NUTS,2010,DE40,2,0.3294
2014,NUTS,2010,DE40,2,0.3462
2015,NUTS,2010,DE40,2,0.326
2016,NUTS,2010,DE40,2,0.3304
2017,NUTS,2010,DE40,2,0.3318
2018,NUTS,2010,DE40,2,0.3335
2019,NUTS,2010,DE40,2,0.3498
1999,NUTS,2010,DE5,1,0.3697
2000,NUTS,2010,DE5,1,0.3986
2003,NUTS,2010,DE5,1,0.4627
2004,NUTS,2010,DE5,1,0.4649
2005,NUTS,2010,DE5,1,0.5111
2006,NUTS,2010,DE5,1,0.5118
2007,NUTS,2010,DE5,1,0.5499
2008,NUTS,2010,DE5,1,0.5578
2009,NUTS,2010,DE5,1,0.5973
2010,NUTS,2010,DE5,1,0.6449
2011,NUTS,2010,DE5,1,0.6564
2012,NUTS,2010,DE5,1,0.6931
2013,NUTS,2010,DE5,1,0.7242
2014,NUTS,2010,DE5,1,0.7699
2015,NUTS,2010,DE5,1,0.8144
2016,NUTS,2010,DE5,1,0.7768
2017,NUTS,2010,DE5,1,0.7768
2018,NUTS,2010,DE5,1,0.8089
2019,NUTS,2010,DE5,1,0.8425
1999,NUTS,2010,DE50,2,0.3697
2000,NUTS,2010,DE50,2,0.3986
2003,NUTS,2010,DE50,2,0.4627
2004,NUTS,2010,DE50,2,0.4649
2005,NUTS,2010,DE50,2,0.5111
2006,NUTS,2010,DE50,2,0.5118
2007,NUTS,2010,DE50,2,0.5499
2008,NUTS,2010,DE50,2,0.5578
2009,NUTS,2010,DE50,2,0.5973
2010,NUTS,2010,DE50,2,0.6449
2011,NUTS,2010,DE50,2,0.6564
2012,NUTS,2010,DE50,2,0.6931
2013,NUTS,2010,DE50,2,0.7242
2014,NUTS,2010,DE50,2,0.7699
2015,NUTS,2010,DE50,2,0.8144
2016,NUTS,2010,DE50,2,0.7768
2017,NUTS,2010,DE50,2,0.7768
2018,NUTS,2010,DE50,2,0.8089
2019,NUTS,2010,DE50,2,0.8425
1999,NUTS,2010,DE6,1,0.3214
2000,NUTS,2010,DE6,1,0.3208
2003,NUTS,2010,DE6,1,0.2955
2004,NUTS,2010,DE6,1,0.3259
2005,NUTS,2010,DE6,1,0.3146
2006,NUTS,2010,DE6,1,0.329
2007,NUTS,2010,DE6,1,0.3073
2008,NUTS,2010,DE6,1,0.302
2009,NUTS,2010,DE6,1,0.2985
2010,NUTS,2010,DE6,1,0.3267
2011,NUTS,2010,DE6,1,0.3383
2012,NUTS,2010,DE6,1,0.3426
2013,NUTS,2010,DE6,1,0.3636
2014,NUTS,2010,DE6,1,0.3619
2015,NUTS,2010,DE6,1,0.3666
2016,NUTS,2010,DE6,1,0.3659
2017,NUTS,2010,DE6,1,0.3589
2018,NUTS,2010,DE6,1,0.3693
2019,NUTS,2010,DE6,1,0.3723
1999,NUTS,2010,DE60,2,0.3214
2000,NUTS,2010,DE60,2,0.3208
2003,NUTS,2010,DE60,2,0.2955
2004,NUTS,2010,DE60,2,0.3259
2005,NUTS,2010,DE60,2,0.3146
2006,NUTS,2010,DE60,2,0.329
2007,NUTS,2010,DE60,2,0.3073
2008,NUTS,2010,DE60,2,0.302
2009,NUTS,2010,DE60,2,0.2985
2010,NUTS,2010,DE60,2,0.3267
2011,NUTS,2010,DE60,2,0.3383
2012,NUTS,2010,DE60,2,0.3426
2013,NUTS,2010,DE60,2,0.3636
2014,NUTS,2010,DE60,2,0.3619
2015,NUTS,2010,DE60,2,0.3666
2016,NUTS,2010,DE60,2,0.3659
2017,NUTS,2010,DE60,2,0.3589
2018,NUTS,2010,DE60,2,0.3693
2019,NUTS,2010,DE60,2,0.3723
1999,NUTS,2010,DE7,1,0.1097
2000,NUTS,2010,DE7,1,0.1157
2003,NUTS,2010,DE7,1,0.1094
2004,NUTS,2010,DE7,1,0.1073
2005,NUTS,2010,DE7,1,0.1124
2006,NUTS,2010,DE7,1,0.1235
2007,NUTS,2010,DE7,1,0.1218
2008,NUTS,2010,DE7,1,0.1187
2009,NUTS,2010,DE7,1,0.1309
2010,NUTS,2010,DE7,1,0.1426
2011,NUTS,2010,DE7,1,0.1429
2012,NUTS,2010,DE7,1,0.1422
2013,NUTS,2010,DE7,1,0.1416
2014,NUTS,2010,DE7,1,0.1423
2015,NUTS,2010,DE7,1,0.1498
2016,NUTS,2010,DE7,1,0.159
2017,NUTS,2010,DE7,1,0.1681
2018,NUTS,2010,DE7,1,0.1666
2019,NUTS,2010,DE7,1,0.1674
1999,NUTS,2010,DE71,2,0.1555
2000,NUTS,2010,DE71,2,0.1653
2003,NUTS,2010,DE71,2,0.1542
2004,NUTS,2010,DE71,2,0.1525
2005,NUTS,2010,DE71,2,0.1621
2006,NUTS,2010,DE71,2,0.1806
2007,NUTS,2010,DE71,2,0.1795
2008,NUTS,2010,DE71,2,0.1741
2009,NUTS,2010,DE71,2,0.1895
2010,NUTS,2010,DE71,2,0.2063
2011,NUTS,2010,DE71,2,0.2075
2012,NUTS,2010,DE71,2,0.2038
2013,NUTS,2010,DE71,2,0.2019
2014,NUTS,2010,DE71,2,0.2027
2015,NUTS,2010,DE71,2,0.2041
2016,NUTS,2010,DE71,2,0.2151
2017,NUTS,2010,DE71,2,0.2269
2018,NUTS,2010,DE71,2,0.2314
2019,NUTS,2010,DE71,2,0.2315
1999,NUTS,2010,DE72,2,0.0335
2000,NUTS,2010,DE72,2,0.0373
2003,NUTS,2010,DE72,2,0.0468
2004,NUTS,2010,DE72,2,0.0449
2005,NUTS,2010,DE72,2,0.0377
2006,NUTS,2010,DE72,2,0.0339
2007,NUTS,2010,DE72,2,0.032
2008,NUTS,2010,DE72,2,0.0305
2009,NUTS,2010,DE72,2,0.034
2010,NUTS,2010,DE72,2,0.0334
2011,NUTS,2010,DE72,2,0.0307
2012,NUTS,2010,DE72,2,0.0298
2013,NUTS,2010,DE72,2,0.0297
2014,NUTS,2010,DE72,2,0.0339
2015,NUTS,2010,DE72,2,0.0508
2016,NUTS,2010,DE72,2,0.0572
2017,NUTS,2010,DE72,2,0.0639
2018,NUTS,2010,DE72,2,0.0551
2019,NUTS,2010,DE72,2,0.0539
1999,NUTS,2010,DE73,2,0.0283
2000,NUTS,2010,DE73,2,0.0236
2003,NUTS,2010,DE73,2,0.0176
2004,NUTS,2010,DE73,2,0.0169
2005,NUTS,2010,DE73,2,0.0189
2006,NUTS,2010,DE73,2,0.0181
2007,NUTS,2010,DE73,2,0.0163
2008,NUTS,2010,DE73,2,0.0168
2009,NUTS,2010,DE73,2,0.0245
2010,NUTS,2010,DE73,2,0.0316
2011,NUTS,2010,DE73,2,0.0336
2012,NUTS,2010,DE73,2,0.0398
2013,NUTS,2010,DE73,2,0.0418
2014,NUTS,2010,DE73,2,0.042
2015,NUTS,2010,DE73,2,0.058
2016,NUTS,2010,DE73,2,0.0609
2017,NUTS,2010,DE73,2,0.0613
2018,NUTS,2010,DE73,2,0.0434
2019,NUTS,2010,DE73,2,0.0468
1999,NUTS,2010,DE8,1,0.1729
2000,NUTS,2010,DE8,1,0.1815
2003,NUTS,2010,DE8,1,0.2167
2004,NUTS,2010,DE8,1,0.2326
2005,NUTS,2010,DE8,1,0.2266
2006,NUTS,2010,DE8,1,0.2274
2007,NUTS,2010,DE8,1,0.2331
2008,NUTS,2010,DE8,1,0.2277
2009,NUTS,2010,DE8,1,0.2404
2010,NUTS,2010,DE8,1,0.2632
2011,NUTS,2010,DE8,1,0.2752
2012,NUTS,2010,DE8,1,0.2868
2013,NUTS,2010,DE8,1,0.2833
2014,NUTS,2010,DE8,1,0.2946
2015,NUTS,2010,DE8,1,0.2862
2016,NUTS,2010,DE8,1,0.289
2017,NUTS,2010,DE8,1,0.289
2018,NUTS,2010,DE8,1,0.2986
2019,NUTS,2010,DE8,1,0.3008
1999,NUTS,2010,DE80,2,0.1729
2000,NUTS,2010,DE80,2,0.1815
2003,NUTS,2010,DE80,2,0.2167
2004,NUTS,2010,DE80,2,0.2326
2005,NUTS,2010,DE80,2,0.2266
2006,NUTS,2010,DE80,2,0.2274
2007,NUTS,2010,DE80,2,0.2331
2008,NUTS,2010,DE80,2,0.2277
2009,NUTS,2010,DE80,2,0.2404
2010,NUTS,2010,DE80,2,0.2632
2011,NUTS,2010,DE80,2,0.2752
2012,NUTS,2010,DE80,2,0.2868
2013,NUTS,2010,DE80,2,0.2833
2014,NUTS,2010,DE80,2,0.2946
2015,NUTS,2010,DE80,2,0.2862
2016,NUTS,2010,DE80,2,0.289
2017,NUTS,2010,DE80,2,0.289
2018,NUTS,2010,DE80,2,0.2986
2019,NUTS,2010,DE80,2,0.3008
1999,NUTS,2010,DE9,1,0.1842
2000,NUTS,2010,DE9,1,0.1805
2003,NUTS,2010,DE9,1,0.1941
2004,NUTS,2010,DE9,1,0.1819
2005,NUTS,2010,DE9,1,0.1979
2006,NUTS,2010,DE9,1,0.1989
2007,NUTS,2010,DE9,1,0.1983
2008,NUTS,2010,DE9,1,0.2018
2009,NUTS,2010,DE9,1,0.1933
2010,NUTS,2010,DE9,1,0.21
2011,NUTS,2010,DE9,1,0.211
2012,NUTS,2010,DE9,1,0.211
2013,NUTS,2010,DE9,1,0.2112
2014,NUTS,2010,DE9,1,0.2201
2015,NUTS,2010,DE9,1,0.2166
2016,NUTS,2010,DE9,1,0.2119
2017,NUTS,2010,DE9,1,0.2111
2018,NUTS,2010,DE9,1,0.2162
2019,NUTS,2010,DE9,1,0.2099
1999,NUTS,2010,DE91,2,0.6328
2000,NUTS,2010,DE91,2,0.6194
2003,NUTS,2010,DE91,2,0.6733
2004,NUTS,2010,DE91,2,0.6408
2005,NUTS,2010,DE91,2,0.6933
2006,NUTS,2010,DE91,2,0.6995
2007,NUTS,2010,DE91,2,0.7221
2008,NUTS,2010,DE91,2,0.7189
2009,NUTS,2010,DE91,2,0.6803
2010,NUTS,2010,DE91,2,0.7775
2011,NUTS,2010,DE91,2,0.7662
2012,NUTS,2010,DE91,2,0.7743
2013,NUTS,2010,DE91,2,0.8003
2014,NUTS,2010,DE91,2,0.8211
2015,NUTS,2010,DE91,2,0.8008
2016,NUTS,2010,DE91,2,0.803
2017,NUTS,2010,DE91,2,0.7929
2018,NUTS,2010,DE91,2,0.7753
2019,NUTS,2010,DE91,2,0.767
1999,NUTS,2010,DE92,2,0.1284
2000,NUTS,2010,DE92,2,0.1273
2003,NUTS,2010,DE92,2,0.1276
2004,NUTS,2010,DE92,2,0.1319
2005,NUTS,2010,DE92,2,0.1481
2006,NUTS,2010,DE92,2,0.1351
2007,NUTS,2010,DE92,2,0.1288
2008,NUTS,2010,DE92,2,0.1403
2009,NUTS,2010,DE92,2,0.1345
2010,NUTS,2010,DE92,2,0.1293
2011,NUTS,2010,DE92,2,0.1277
2012,NUTS,2010,DE92,2,0.1261
2013,NUTS,2010,DE92,2,0.1181
2014,NUTS,2010,DE92,2,0.1398
2015,NUTS,2010,DE92,2,0.1333
2016,NUTS,2010,DE92,2,0.1336
2017,NUTS,2010,DE92,2,0.1283
2018,NUTS,2010,DE92,2,0.1616
2019,NUTS,2010,DE92,2,0.1528
1999,NUTS,2010,DE93,2,0.0524
2000,NUTS,2010,DE93,2,0.0504
2003,NUTS,2010,DE93,2,0.0546
2004,NUTS,2010,DE93,2,0.0124
2005,NUTS,2010,DE93,2,0.046
2006,NUTS,2010,DE93,2,0.0428
2007,NUTS,2010,DE93,2,0.0389
2008,NUTS,2010,DE93,2,0.0384
2009,NUTS,2010,DE93,2,0.0367
2010,NUTS,2010,DE93,2,0.0402
2011,NUTS,2010,DE93,2,0.0415
2012,NUTS,2010,DE93,2,0.0418
2013,NUTS,2010,DE93,2,0.036
2014,NUTS,2010,DE93,2,0.0282
2015,NUTS,2010,DE93,2,0.0368
2016,NUTS,2010,DE93,2,0.0271
2017,NUTS,2010,DE93,2,0.0401
2018,NUTS,2010,DE93,2,0.0329
2019,NUTS,2010,DE93,2,0.0324
1999,NUTS,2010,DE94,2,0.02
2000,NUTS,2010,DE94,2,0.0244
2003,NUTS,2010,DE94,2,0.0361
2004,NUTS,2010,DE94,2,0.0441
2005,NUTS,2010,DE94,2,0.0309
2006,NUTS,2010,DE94,2,0.0327
2007,NUTS,2010,DE94,2,0.0326
2008,NUTS,2010,DE94,2,0.0357
2009,NUTS,2010,DE94,2,0.0402
2010,NUTS,2010,DE94,2,0.0392
2011,NUTS,2010,DE94,2,0.0453
2012,NUTS,2010,DE94,2,0.0453
2013,NUTS,2010,DE94,2,0.0491
2014,NUTS,2010,DE94,2,0.0537
2015,NUTS,2010,DE94,2,0.0491
2016,NUTS,2010,DE94,2,0.0421
2017,NUTS,2010,DE94,2,0.0447
2018,NUTS,2010,DE94,2,0.0478
2019,NUTS,2010,DE94,2,0.0387
1999,NUTS,2010,DEA,1,0.1684
2000,NUTS,2010,DEA,1,0.1728
2003,NUTS,2010,DEA,1,0.1752
2004,NUTS,2010,DEA,1,0.1875
2005,NUTS,2010,DEA,1,0.1815
2006,NUTS,2010,DEA,1,0.1741
2007,NUTS,2010,DEA,1,0.1739
2008,NUTS,2010,DEA,1,0.1769
2009,NUTS,2010,DEA,1,0.187
2010,NUTS,2010,DEA,1,0.1914
2011,NUTS,2010,DEA,1,0.1951
2012,NUTS,2010,DEA,1,0.1989
2013,NUTS,2010,DEA,1,0.1998
2014,NUTS,2010,DEA,1,0.2068
2015,NUTS,2010,DEA,1,0.2074
2016,NUTS,2010,DEA,1,0.203
2017,NUTS,2010,DEA,1,0.2065
2018,NUTS,2010,DEA,1,0.213
2019,NUTS,2010,DEA,1,0.2178
1999,NUTS,2010,DEA1,2,0.0672
2000,NUTS,2010,DEA1,2,0.0678
2003,NUTS,2010,DEA1,2,0.0671
2004,NUTS,2010,DEA1,2,0.0756
2005,NUTS,2010,DEA1,2,0.0837
2006,NUTS,2010,DEA1,2,0.0893
2007,NUTS,2010,DEA1,2,0.0814
2008,NUTS,2010,DEA1,2,0.084
2009,NUTS,2010,DEA1,2,0.0945
2010,NUTS,2010,DEA1,2,0.0938
2011,NUTS,2010,DEA1,2,0.0892
2012,NUTS,2010,DEA1,2,0.0884
2013,NUTS,2010,DEA1,2,0.0814
2014,NUTS,2010,DEA1,2,0.0882
2015,NUTS,2010,DEA1,2,0.0909
2016,NUTS,2010,DEA1,2,0.0872
2017,NUTS,2010,DEA1,2,0.0874
2018,NUTS,2010,DEA1,2,0.0949
2019,NUTS,2010,DEA1,2,0.0947
1999,NUTS,2010,DEA2,2,0.5019
2000,NUTS,2010,DEA2,2,0.5253
2003,NUTS,2010,DEA2,2,0.5416
2004,NUTS,2010,DEA2,2,0.5593
2005,NUTS,2010,DEA2,2,0.538
2006,NUTS,2010,DEA2,2,0.5065
2007,NUTS,2010,DEA2,2,0.5122
2008,NUTS,2010,DEA2,2,0.5197
2009,NUTS,2010,DEA2,2,0.5512
2010,NUTS,2010,DEA2,2,0.5638
2011,NUTS,2010,DEA2,2,0.5806
2012,NUTS,2010,DEA2,2,0.5961
2013,NUTS,2010,DEA2,2,0.6048
2014,NUTS,2010,DEA2,2,0.6183
2015,NUTS,2010,DEA2,2,0.6122
2016,NUTS,2010,DEA2,2,0.583
2017,NUTS,2010,DEA2,2,0.5935
2018,NUTS,2010,DEA2,2,0.6151
2019,NUTS,2010,DEA2,2,0.6325
1999,NUTS,2010,DEA3,2,0.0529
2000,NUTS,2010,DEA3,2,0.0588
2003,NUTS,2010,DEA3,2,0.0408
2004,NUTS,2010,DEA3,2,0.0781
2005,NUTS,2010,DEA3,2,0.045
2006,NUTS,2010,DEA3,2,0.0379
2007,NUTS,2010,DEA3,2,0.0381
2008,NUTS,2010,DEA3,2,0.0445
2009,NUTS,2010,DEA3,2,0.0294
2010,NUTS,2010,DEA3,2,0.037
2011,NUTS,2010,DEA3,2,0.045
2012,NUTS,2010,DEA3,2,0.0424
2013,NUTS,2010,DEA3,2,0.0416
2014,NUTS,2010,DEA3,2,0.0378
2015,NUTS,2010,DEA3,2,0.0354
2016,NUTS,2010,DEA3,2,0.0382
2017,NUTS,2010,DEA3,2,0.0407
2018,NUTS,2010,DEA3,2,0.0406
2019,NUTS,2010,DEA3,2,0.0389
1999,NUTS,2010,DEA4,2,0.021
2000,NUTS,2010,DEA4,2,0.015
2003,NUTS,2010,DEA4,2,0.0154
2004,NUTS,2010,DEA4,2,0.0162
2005,NUTS,2010,DEA4,2,0.0172
2006,NUTS,2010,DEA4,2,0.0341
2007,NUTS,2010,DEA4,2,0.0328
2008,NUTS,2010,DEA4,2,0.0321
2009,NUTS,2010,DEA4,2,0.0343
2010,NUTS,2010,DEA4,2,0.0371
2011,NUTS,2010,DEA4,2,0.0429
2012,NUTS,2010,DEA4,2,0.0486
2013,NUTS,2010,DEA4,2,0.0463
2014,NUTS,2010,DEA4,2,0.0475
2015,NUTS,2010,DEA4,2,0.0504
2016,NUTS,2010,DEA4,2,0.0548
2017,NUTS,2010,DEA4,2,0.0613
2018,NUTS,2010,DEA4,2,0.0652
2019,NUTS,2010,DEA4,2,0.0675
1999,NUTS,2010,DEA5,2,0.0823
2000,NUTS,2010,DEA5,2,0.0736
2003,NUTS,2010,DEA5,2,0.0824
2004,NUTS,2010,DEA5,2,0.0829
2005,NUTS,2010,DEA5,2,0.0824
2006,NUTS,2010,DEA5,2,0.0707
2007,NUTS,2010,DEA5,2,0.0693
2008,NUTS,2010,DEA5,2,0.0683
2009,NUTS,2010,DEA5,2,0.0696
2010,NUTS,2010,DEA5,2,0.0719
2011,NUTS,2010,DEA5,2,0.0736
2012,NUTS,2010,DEA5,2,0.073
2013,NUTS,2010,DEA5,2,0.0794
2014,NUTS,2010,DEA5,2,0.0889
2015,NUTS,2010,DEA5,2,0.0915
2016,NUTS,2010,DEA5,2,0.0914
2017,NUTS,2010,DEA5,2,0.0922
2018,NUTS,2010,DEA5,2,0.0913
2019,NUTS,2010,DEA5,2,0.0905
1999,NUTS,2010,DEB,1,0.0772
2000,NUTS,2010,DEB,1,0.077
2003,NUTS,2010,DEB,1,0.0687
2004,NUTS,2010,DEB,1,0.0896
2005,NUTS,2010,DEB,1,0.0726
2006,NUTS,2010,DEB,1,0.0816
2007,NUTS,2010,DEB,1,0.0878
2008,NUTS,2010,DEB,1,0.0921
2009,NUTS,2010,DEB,1,0.1011
2010,NUTS,2010,DEB,1,0.1005
2011,NUTS,2010,DEB,1,0.1027
2012,NUTS,2010,DEB,1,0.1004
2013,NUTS,2010,DEB,1,0.0973
2014,NUTS,2010,DEB,1,0.0983
2015,NUTS,2010,DEB,1,0.1031
2016,NUTS,2010,DEB,1,0.1086
2017,NUTS,2010,DEB,1,0.115
2018,NUTS,2010,DEB,1,0.1184
2019,NUTS,2010,DEB,1,0.1261
1999,NUTS,2010,DEB1,2,0.0126
2003,NUTS,2010,DEB1,2,0.0135
2004,NUTS,2010,DEB1,2,0.0138
2005,NUTS,2010,DEB1,2,0.0134
2006,NUTS,2010,DEB1,2,0.0201
2007,NUTS,2010,DEB1,2,0.0193
2008,NUTS,2010,DEB1,2,0.0201
2009,NUTS,2010,DEB1,2,0.0212
2010,NUTS,2010,DEB1,2,0.022
2011,NUTS,2010,DEB1,2,0.022
2012,NUTS,2010,DEB1,2,0.0215
2013,NUTS,2010,DEB1,2,0.0325
2014,NUTS,2010,DEB1,2,0.0294
2015,NUTS,2010,DEB1,2,0.0267
2016,NUTS,2010,DEB1,2,0.0286
2017,NUTS,2010,DEB1,2,0.028
2018,NUTS,2010,DEB1,2,0.0297
2019,NUTS,2010,DEB1,2,0.0324
1999,NUTS,2010,DEB2,2,0.0486
2003,NUTS,2010,DEB2,2,0.0356
2004,NUTS,2010,DEB2,2,0.0399
2005,NUTS,2010,DEB2,2,0.033
2006,NUTS,2010,DEB2,2,0.0323
2007,NUTS,2010,DEB2,2,0.0362
2008,NUTS,2010,DEB2,2,0.0411
2009,NUTS,2010,DEB2,2,0.0689
2010,NUTS,2010,DEB2,2,0.0425
2011,NUTS,2010,DEB2,2,0.0436
2012,NUTS,2010,DEB2,2,0.0495
2013,NUTS,2010,DEB2,2,0.016
2014,NUTS,2010,DEB2,2,0.0142
2015,NUTS,2010,DEB2,2,0.012
2016,NUTS,2010,DEB2,2,0.0127
2017,NUTS,2010,DEB2,2,0.0123
2018,NUTS,2010,DEB2,2,0.0143
2019,NUTS,2010,DEB2,2,0.0261
1999,NUTS,2010,DEB3,2,0.1312
2003,NUTS,2010,DEB3,2,0.118
2004,NUTS,2010,DEB3,2,0.1586
2005,NUTS,2010,DEB3,2,0.1289
2006,NUTS,2010,DEB3,2,0.1408
2007,NUTS,2010,DEB3,2,0.152
2008,NUTS,2010,DEB3,2,0.1583
2009,NUTS,2010,DEB3,2,0.1683
2010,NUTS,2010,DEB3,2,0.1757
2011,NUTS,2010,DEB3,2,0.1789
2012,NUTS,2010,DEB3,2,0.1722
2013,NUTS,2010,DEB3,2,0.1667
2014,NUTS,2010,DEB3,2,0.1714
2015,NUTS,2010,DEB3,2,0.185
2016,NUTS,2010,DEB3,2,0.1946
2017,NUTS,2010,DEB3,2,0.2077
2018,NUTS,2010,DEB3,2,0.2135
2019,NUTS,2010,DEB3,2,0.2228
1999,NUTS,2010,DEC,1,0.1179
2000,NUTS,2010,DEC,1,0.1225
2003,NUTS,2010,DEC,1,0.1475
2004,NUTS,2010,DEC,1,0.1613
2005,NUTS,2010,DEC,1,0.1575
2006,NUTS,2010,DEC,1,0.1567
2007,NUTS,2010,DEC,1,0.1993
2008,NUTS,2010,DEC,1,0.2008
2009,NUTS,2010,DEC,1,0.2111
2010,NUTS,2010,DEC,1,0.2114
2011,NUTS,2010,DEC,1,0.2279
2012,NUTS,2010,DEC,1,0.2362
2013,NUTS,2010,DEC,1,0.2357
2014,NUTS,2010,DEC,1,0.2351
2015,NUTS,2010,DEC,1,0.2526
2016,NUTS,2010,DEC,1,0.2453
2017,NUTS,2010,DEC,1,0.2338
2018,NUTS,2010,DEC,1,0.2354
2019,NUTS,2010,DEC,1,0.2908
1999,NUTS,2010,DEC0,2,0.1179
2000,NUTS,2010,DEC0,2,0.1225
2003,NUTS,2010,DEC0,2,0.1475
2004,NUTS,2010,DEC0,2,0.1613
2005,NUTS,2010,DEC0,2,0.1575
2006,NUTS,2010,DEC0,2,0.1567
2007,NUTS,2010,DEC0,2,0.1993
2008,NUTS,2010,DEC0,2,0.2008
2009,NUTS,2010,DEC0,2,0.2111
2010,NUTS,2010,DEC0,2,0.2114
2011,NUTS,2010,DEC0,2,0.2279
2012,NUTS,2010,DEC0,2,0.2362
2013,NUTS,2010,DEC0,2,0.2357
2014,NUTS,2010,DEC0,2,0.2351
2015,NUTS,2010,DEC0,2,0.2526
2016,NUTS,2010,DEC0,2,0.2453
2017,NUTS,2010,DEC0,2,0.2338
2018,NUTS,2010,DEC0,2,0.2354
2019,NUTS,2010,DEC0,2,0.2908
1999,NUTS,2010,DED,1,0.2297
2000,NUTS,2010,DED,1,0.228
2003,NUTS,2010,DED,1,0.2792
2004,NUTS,2010,DED,1,0.2712
2005,NUTS,2010,DED,1,0.2668
2006,NUTS,2010,DED,1,0.2816
2007,NUTS,2010,DED,1,0.2943
2008,NUTS,2010,DED,1,0.3134
2009,NUTS,2010,DED,1,0.3196
2010,NUTS,2010,DED,1,0.3518
2011,NUTS,2010,DED,1,0.3703
2012,NUTS,2010,DED,1,0.3827
2013,NUTS,2010,DED,1,0.3854
2014,NUTS,2010,DED,1,0.38
2015,NUTS,2010,DED,1,0.3888
2016,NUTS,2010,DED,1,0.3855
2017,NUTS,2010,DED,1,0.3998
2018,NUTS,2010,DED,1,0.4154
2019,NUTS,2010,DED,1,0.4273
2000,NUTS,2010,DED2,2,0.3558
2003,NUTS,2010,DED2,2,0.4208
2004,NUTS,2010,DED2,2,0.3757
2005,NUTS,2010,DED2,2,0.3979
2006,NUTS,2010,DED2,2,0.4141
2007,NUTS,2010,DED2,2,0.4345
2008,NUTS,2010,DED2,2,0.4722
2009,NUTS,2010,DED2,2,0.4699
2010,NUTS,2010,DED2,2,0.5244
2011,NUTS,2010,DED2,2,0.5591
2012,NUTS,2010,DED2,2,0.578
2013,NUTS,2010,DED2,2,0.2964
2014,NUTS,2010,DED2,2,0.585
2015,NUTS,2010,DED2,2,0.5751
2016,NUTS,2010,DED2,2,0.5793
2017,NUTS,2010,DED2,2,0.5873
2018,NUTS,2010,DED2,2,0.609
2019,NUTS,2010,DED2,2,0.6182
2008,NUTS,2010,DED4,2,0.0808
2009,NUTS,2010,DED4,2,0.0878
2010,NUTS,2010,DED4,2,0.0949
2011,NUTS,2010,DED4,2,0.0989
2012,NUTS,2010,DED4,2,0.1103
2013,NUTS,2010,DED4,2,0.5056
2014,NUTS,2010,DED4,2,0.1184
2015,NUTS,2010,DED4,2,0.131
2016,NUTS,2010,DED4,2,0.1267
2017,NUTS,2010,DED4,2,0.1305
2018,NUTS,2010,DED4,2,0.1394
2019,NUTS,2010,DED4,2,0.1452
2008,NUTS,2010,DED5,2,0.4123
2009,NUTS,2010,DED5,2,0.4282
2010,NUTS,2010,DED5,2,0.4546
2011,NUTS,2010,DED5,2,0.4698
2012,NUTS,2010,DED5,2,0.4697
2013,NUTS,2010,DED5,2,0.3507
2014,NUTS,2010,DED5,2,0.44
2015,NUTS,2010,DED5,2,0.4605
2016,NUTS,2010,DED5,2,0.4518
2017,NUTS,2010,DED5,2,0.4853
2018,NUTS,2010,DED5,2,0.4929
2019,NUTS,2010,DED5,2,0.509
1999,NUTS,2010,DEE,1,0.1547
2000,NUTS,2010,DEE,1,0.1656
2003,NUTS,2010,DEE,1,0.1902
2004,NUTS,2010,DEE,1,0.1846
2005,NUTS,2010,DEE,1,0.1738
2006,NUTS,2010,DEE,1,0.1875
2007,NUTS,2010,DEE,1,0.1918
2008,NUTS,2010,DEE,1,0.1902
2009,NUTS,2010,DEE,1,0.2132
2010,NUTS,2010,DEE,1,0.2239
2011,NUTS,2010,DEE,1,0.2188
