year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_t_pc_emp_hc
2018,NUTS,2010,ITC3,2,0.9147
2019,NUTS,2010,ITC3,2,1.0984
2011,NUTS,2010,ITC4,2,0.7006
2012,NUTS,2010,ITC4,2,0.7223
2013,NUTS,2010,ITC4,2,0.7502
2014,NUTS,2010,ITC4,2,0.7689
2015,NUTS,2010,ITC4,2,0.7758
2016,NUTS,2010,ITC4,2,0.8675
2017,NUTS,2010,ITC4,2,0.8922
2018,NUTS,2010,ITC4,2,0.9775
2019,NUTS,2010,ITC4,2,1.0208
2011,NUTS,2010,ITF,1,0.501
2012,NUTS,2010,ITF,1,0.5355
2013,NUTS,2010,ITF,1,0.5753
2014,NUTS,2010,ITF,1,0.6012
2017,NUTS,2010,ITF,1,0.6362
2018,NUTS,2010,ITF,1,0.6615
2019,NUTS,2010,ITF,1,0.7134
2011,NUTS,2010,ITF1,2,0.4737
2012,NUTS,2010,ITF1,2,0.4545
2013,NUTS,2010,ITF1,2,0.4995
2014,NUTS,2010,ITF1,2,0.5248
2015,NUTS,2010,ITF1,2,0.567
2016,NUTS,2010,ITF1,2,0.6126
2017,NUTS,2010,ITF1,2,0.6525
2018,NUTS,2010,ITF1,2,0.6336
2019,NUTS,2010,ITF1,2,0.6901
2012,NUTS,2010,ITF2,2,0.3197
2013,NUTS,2010,ITF2,2,0.5
2014,NUTS,2010,ITF2,2,0.4811
2017,NUTS,2010,ITF2,2,0.6826
2018,NUTS,2010,ITF2,2,0.6897
2019,NUTS,2010,ITF2,2,0.7826
2011,NUTS,2010,ITF3,2,0.628
2012,NUTS,2010,ITF3,2,0.6994
2013,NUTS,2010,ITF3,2,0.7291
2014,NUTS,2010,ITF3,2,0.7572
2015,NUTS,2010,ITF3,2,0.7784
2016,NUTS,2010,ITF3,2,0.7528
2017,NUTS,2010,ITF3,2,0.7608
2018,NUTS,2010,ITF3,2,0.8089
2019,NUTS,2010,ITF3,2,0.9026
2011,NUTS,2010,ITF4,2,0.4747
2012,NUTS,2010,ITF4,2,0.4825
2013,NUTS,2010,ITF4,2,0.482
2014,NUTS,2010,ITF4,2,0.5212
2015,NUTS,2010,ITF4,2,0.5416
2016,NUTS,2010,ITF4,2,0.5414
2017,NUTS,2010,ITF4,2,0.564
2018,NUTS,2010,ITF4,2,0.5802
2019,NUTS,2010,ITF4,2,0.6015
2012,NUTS,2010,ITF5,2,0.4616
2013,NUTS,2010,ITF5,2,0.4261
2014,NUTS,2010,ITF5,2,0.4161
2015,NUTS,2010,ITF5,2,0.429
2017,NUTS,2010,ITF5,2,0.4591
2018,NUTS,2010,ITF5,2,0.461
2019,NUTS,2010,ITF5,2,0.4739
2011,NUTS,2010,ITF6,2,0.287
2012,NUTS,2010,ITF6,2,0.3227
2013,NUTS,2010,ITF6,2,0.451
2014,NUTS,2010,ITF6,2,0.4673
2015,NUTS,2010,ITF6,2,0.5016
2016,NUTS,2010,ITF6,2,0.4743
2017,NUTS,2010,ITF6,2,0.4476
2018,NUTS,2010,ITF6,2,0.4839
2019,NUTS,2010,ITF6,2,0.4874
2011,NUTS,2010,ITG,1,0.528
2012,NUTS,2010,ITG,1,0.5738
2013,NUTS,2010,ITG,1,0.6018
2014,NUTS,2010,ITG,1,0.6414
2015,NUTS,2010,ITG,1,0.6145
2016,NUTS,2010,ITG,1,0.5599
2017,NUTS,2010,ITG,1,0.5757
2018,NUTS,2010,ITG,1,0.5774
2019,NUTS,2010,ITG,1,0.6055
2011,NUTS,2010,ITG1,2,0.5304
2012,NUTS,2010,ITG1,2,0.5756
2013,NUTS,2010,ITG1,2,0.6133
2014,NUTS,2010,ITG1,2,0.6551
2015,NUTS,2010,ITG1,2,0.613
2016,NUTS,2010,ITG1,2,0.575
2017,NUTS,2010,ITG1,2,0.5875
2018,NUTS,2010,ITG1,2,0.5975
2019,NUTS,2010,ITG1,2,0.6342
2011,NUTS,2010,ITG2,2,0.5223
2012,NUTS,2010,ITG2,2,0.5695
2013,NUTS,2010,ITG2,2,0.5737
2014,NUTS,2010,ITG2,2,0.6083
2015,NUTS,2010,ITG2,2,0.6179
2016,NUTS,2010,ITG2,2,0.5236
2017,NUTS,2010,ITG2,2,0.547
2018,NUTS,2010,ITG2,2,0.5303
2019,NUTS,2010,ITG2,2,0.5389
2011,NUTS,2010,ITH,1,0.7073
2012,NUTS,2010,ITH,1,0.7389
2013,NUTS,2010,ITH,1,0.799
2014,NUTS,2010,ITH,1,0.8043
2015,NUTS,2010,ITH,1,0.8198
2016,NUTS,2010,ITH,1,0.8995
2017,NUTS,2010,ITH,1,0.9708
2018,NUTS,2010,ITH,1,1.0387
2019,NUTS,2010,ITH,1,1.0565
2011,NUTS,2010,ITH1,2,0.3326
2012,NUTS,2010,ITH1,2,0.3104
2013,NUTS,2010,ITH1,2,0.3695
2014,NUTS,2010,ITH1,2,0.4667
2015,NUTS,2010,ITH1,2,0.4158
2016,NUTS,2010,ITH1,2,0.5138
2017,NUTS,2010,ITH1,2,0.5172
2018,NUTS,2010,ITH1,2,0.5562
2019,NUTS,2010,ITH1,2,0.6054
2011,NUTS,2010,ITH2,2,1.0013
2012,NUTS,2010,ITH2,2,1.1015
2013,NUTS,2010,ITH2,2,1.264
2014,NUTS,2010,ITH2,2,1.2868
2015,NUTS,2010,ITH2,2,1.3613
2016,NUTS,2010,ITH2,2,1.3326
2017,NUTS,2010,ITH2,2,1.4142
2018,NUTS,2010,ITH2,2,1.4518
2019,NUTS,2010,ITH2,2,1.466
2011,NUTS,2010,ITH3,2,0.5449
2012,NUTS,2010,ITH3,2,0.5497
2013,NUTS,2010,ITH3,2,0.6048
2014,NUTS,2010,ITH3,2,0.6067
2015,NUTS,2010,ITH3,2,0.6127
2016,NUTS,2010,ITH3,2,0.6835
2017,NUTS,2010,ITH3,2,0.7427
2018,NUTS,2010,ITH3,2,0.8262
2019,NUTS,2010,ITH3,2,0.8466
2011,NUTS,2010,ITH4,2,0.9653
2012,NUTS,2010,ITH4,2,1.0902
2013,NUTS,2010,ITH4,2,0.9703
2014,NUTS,2010,ITH4,2,0.9758
2015,NUTS,2010,ITH4,2,1.0095
2016,NUTS,2010,ITH4,2,1.0546
2017,NUTS,2010,ITH4,2,1.1281
2018,NUTS,2010,ITH4,2,1.1464
2019,NUTS,2010,ITH4,2,1.1345
2011,NUTS,2010,ITH5,2,0.8278
2012,NUTS,2010,ITH5,2,0.8649
2013,NUTS,2010,ITH5,2,0.9616
2014,NUTS,2010,ITH5,2,0.9576
2015,NUTS,2010,ITH5,2,0.9782
2016,NUTS,2010,ITH5,2,1.087
2017,NUTS,2010,ITH5,2,1.1813
2018,NUTS,2010,ITH5,2,1.2505
2019,NUTS,2010,ITH5,2,1.2699
2011,NUTS,2010,ITI,1,0.7874
2012,NUTS,2010,ITI,1,0.8112
2013,NUTS,2010,ITI,1,0.8337
2014,NUTS,2010,ITI,1,0.8292
2017,NUTS,2010,ITI,1,0.951
2018,NUTS,2010,ITI,1,1.0162
2019,NUTS,2010,ITI,1,1.0799
2011,NUTS,2010,ITI1,2,0.7878
2012,NUTS,2010,ITI1,2,0.8513
2013,NUTS,2010,ITI1,2,0.8202
2014,NUTS,2010,ITI1,2,0.8019
2015,NUTS,2010,ITI1,2,0.8576
2016,NUTS,2010,ITI1,2,0.9
2017,NUTS,2010,ITI1,2,0.9421
2018,NUTS,2010,ITI1,2,1.0728
2019,NUTS,2010,ITI1,2,1.0912
2011,NUTS,2010,ITI2,2,0.5834
2012,NUTS,2010,ITI2,2,0.6248
2013,NUTS,2010,ITI2,2,0.6278
2014,NUTS,2010,ITI2,2,0.6599
2017,NUTS,2010,ITI2,2,0.6773
2018,NUTS,2010,ITI2,2,0.7366
2019,NUTS,2010,ITI2,2,0.7272
2011,NUTS,2010,ITI3,2,0.4803
2012,NUTS,2010,ITI3,2,0.4703
2013,NUTS,2010,ITI3,2,0.5027
2014,NUTS,2010,ITI3,2,0.5357
2015,NUTS,2010,ITI3,2,0.5152
2016,NUTS,2010,ITI3,2,0.6237
2017,NUTS,2010,ITI3,2,0.7266
2018,NUTS,2010,ITI3,2,0.7103
2019,NUTS,2010,ITI3,2,0.7106
2011,NUTS,2010,ITI4,2,0.9086
2012,NUTS,2010,ITI4,2,0.9109
2013,NUTS,2010,ITI4,2,0.9669
2014,NUTS,2010,ITI4,2,0.9527
2015,NUTS,2010,ITI4,2,0.9995
2016,NUTS,2010,ITI4,2,1.0446
2017,NUTS,2010,ITI4,2,1.0561
2018,NUTS,2010,ITI4,2,1.1021
2019,NUTS,2010,ITI4,2,1.2244
2011,NUTS,2010,KR,0,1.5475
2012,NUTS,2010,KR,0,1.6277
2013,NUTS,2010,KR,0,1.637
2011,NUTS,2010,LT,0,1.4158
2012,NUTS,2010,LT,0,1.421
2013,NUTS,2010,LT,0,1.4306
2014,NUTS,2010,LT,0,1.504
2015,NUTS,2010,LT,0,1.3292
2016,NUTS,2010,LT,0,1.3464
2017,NUTS,2010,LT,0,1.437
2018,NUTS,2010,LT,0,1.45
2019,NUTS,2010,LT,0,1.4208
2015,NUTS,2010,LT01,2,2.4729
2016,NUTS,2010,LT01,2,2.3348
2017,NUTS,2010,LT01,2,2.3937
2018,NUTS,2010,LT01,2,2.3346
2019,NUTS,2010,LT01,2,2.3281
2015,NUTS,2010,LT02,2,0.7969
2016,NUTS,2010,LT02,2,0.8487
2017,NUTS,2010,LT02,2,0.9172
2018,NUTS,2010,LT02,2,0.9514
2019,NUTS,2010,LT02,2,0.9091
2011,NUTS,2010,LU,0,1.4027
2013,NUTS,2010,LU,0,1.1496
2014,NUTS,2010,LU,0,0.8206
2015,NUTS,2010,LU,0,1.2575
2017,NUTS,2010,LU,0,1.3112
2019,NUTS,2010,LU,0,1.2969
2011,NUTS,2010,LV,0,0.8814
2012,NUTS,2010,LV,0,0.9417
2013,NUTS,2010,LV,0,0.862
2014,NUTS,2010,LV,0,0.9264
2015,NUTS,2010,LV,0,0.9028
2016,NUTS,2010,LV,0,0.8605
2017,NUTS,2010,LV,0,0.8715
2018,NUTS,2010,LV,0,0.8531
2019,NUTS,2010,LV,0,0.8878
2011,NUTS,2010,ME,0,0.801
2013,NUTS,2010,ME,0,0.8085
2014,NUTS,2010,ME,0,0.8019
2015,NUTS,2010,ME,0,0.8138
2016,NUTS,2010,ME,0,0.689
2017,NUTS,2010,ME,0,0.6821
2018,NUTS,2010,ME,0,0.6909
2019,NUTS,2010,ME,0,0.6692
2011,NUTS,2010,MK,0,0.2884
2012,NUTS,2010,MK,0,0.347
2015,NUTS,2010,MK,0,0.5412
2016,NUTS,2010,MK,0,0.5178
2017,NUTS,2010,MK,0,0.4565
2018,NUTS,2010,MK,0,0.4631
2019,NUTS,2010,MK,0,0.4308
2011,NUTS,2010,MT,0,0.7671
2012,NUTS,2010,MT,0,0.8409
2013,NUTS,2010,MT,0,0.7726
2014,NUTS,2010,MT,0,0.7214
2015,NUTS,2010,MT,0,0.7278
2016,NUTS,2010,MT,0,0.7171
2017,NUTS,2010,MT,0,0.7124
2018,NUTS,2010,MT,0,0.6466
2019,NUTS,2010,MT,0,0.6261
2011,NUTS,2010,NL,0,1.0105
2012,NUTS,2010,NL,0,1.2849
2013,NUTS,2010,NL,0,1.4097
2014,NUTS,2010,NL,0,1.4345
2015,NUTS,2010,NL,0,1.4355
2016,NUTS,2010,NL,0,1.4845
2017,NUTS,2010,NL,0,1.4611
2018,NUTS,2010,NL,0,1.4941
2019,NUTS,2010,NL,0,1.5359
2011,NUTS,2010,NL1,1,0.6327
2012,NUTS,2010,NL1,1,0.7954
2013,NUTS,2010,NL1,1,0.968
2014,NUTS,2010,NL1,1,1.0366
2015,NUTS,2010,NL1,1,0.9199
2016,NUTS,2010,NL1,1,1.0422
2017,NUTS,2010,NL1,1,0.9893
2018,NUTS,2010,NL1,1,0.927
2019,NUTS,2010,NL1,1,0.8912
2011,NUTS,2010,NL11,2,1.1278
2012,NUTS,2010,NL11,2,1.2675
2011,NUTS,2010,NL12,2,0.3136
2012,NUTS,2010,NL12,2,0.5239
2011,NUTS,2010,NL13,2,0.4598
2012,NUTS,2010,NL13,2,0.5892
2011,NUTS,2010,NL2,1,0.9615
2012,NUTS,2010,NL2,1,1.2297
2013,NUTS,2010,NL2,1,1.2949
2014,NUTS,2010,NL2,1,1.2888
2015,NUTS,2010,NL2,1,1.3121
2016,NUTS,2010,NL2,1,1.2736
2017,NUTS,2010,NL2,1,1.2819
2018,NUTS,2010,NL2,1,1.2563
2019,NUTS,2010,NL2,1,1.2531
2011,NUTS,2010,NL21,2,0.956
2012,NUTS,2010,NL21,2,1.0577
2011,NUTS,2010,NL22,2,1.0146
2012,NUTS,2010,NL22,2,1.3956
2011,NUTS,2010,NL23,2,0.7107
2012,NUTS,2010,NL23,2,0.8769
2011,NUTS,2010,NL3,1,1.1166
2012,NUTS,2010,NL3,1,1.3878
2013,NUTS,2010,NL3,1,1.494
2014,NUTS,2010,NL3,1,1.5252
2015,NUTS,2010,NL3,1,1.5471
2016,NUTS,2010,NL3,1,1.6307
2017,NUTS,2010,NL3,1,1.5606
2018,NUTS,2010,NL3,1,1.6336
2019,NUTS,2010,NL3,1,1.6781
2011,NUTS,2010,NL31,2,1.136
2012,NUTS,2010,NL31,2,1.4999
2011,NUTS,2010,NL32,2,1.29
2012,NUTS,2010,NL32,2,1.6163
2011,NUTS,2010,NL33,2,1.0488
2012,NUTS,2010,NL33,2,1.2639
2011,NUTS,2010,NL34,2,0.3873
2012,NUTS,2010,NL34,2,0.4568
2011,NUTS,2010,NL4,1,1.0134
2012,NUTS,2010,NL4,1,1.3331
2013,NUTS,2010,NL4,1,1.5286
2014,NUTS,2010,NL4,1,1.5234
2015,NUTS,2010,NL4,1,1.5125
2016,NUTS,2010,NL4,1,1.5317
2017,NUTS,2010,NL4,1,1.5768
2018,NUTS,2010,NL4,1,1.5998
2019,NUTS,2010,NL4,1,1.6808
2011,NUTS,2010,NL41,2,1.0469
2012,NUTS,2010,NL41,2,1.3587
2011,NUTS,2010,NL42,2,0.936
2012,NUTS,2010,NL42,2,1.2736
2011,NUTS,2010,NO,0,1.8528
2012,NUTS,2010,NO,0,1.8654
2013,NUTS,2010,NO,0,1.8966
2014,NUTS,2010,NO,0,1.9718
2015,NUTS,2010,NO,0,2.0503
2016,NUTS,2010,NO,0,2.1454
2017,NUTS,2010,NO,0,2.2719
2018,NUTS,2010,NO,0,2.3049
2019,NUTS,2010,NO,0,2.3569
2011,NUTS,2010,NO0,1,1.7976
2012,NUTS,2010,NO0,1,1.8081
2013,NUTS,2010,NO0,1,1.8371
2014,NUTS,2010,NO0,1,1.9046
2015,NUTS,2010,NO0,1,1.9757
2017,NUTS,2010,NO0,1,2.1912
2018,NUTS,2010,NO0,1,2.2202
2019,NUTS,2010,NO0,1,2.2706
2011,NUTS,2010,NO01,2,3.037
2012,NUTS,2010,NO01,2,2.9803
2013,NUTS,2010,NO01,2,3.0373
2014,NUTS,2010,NO01,2,3.0961
2015,NUTS,2010,NO01,2,3.1945
2017,NUTS,2010,NO01,2,3.4465
2018,NUTS,2010,NO01,2,3.4825
2019,NUTS,2010,NO01,2,3.5485
2011,NUTS,2010,NO02,2,0.6415
2012,NUTS,2010,NO02,2,0.6458
2013,NUTS,2010,NO02,2,0.7108
2014,NUTS,2010,NO02,2,0.7103
2015,NUTS,2010,NO02,2,0.6914
2017,NUTS,2010,NO02,2,0.7907
2018,NUTS,2010,NO02,2,0.8365
2019,NUTS,2010,NO02,2,0.7923
2011,NUTS,2010,NO03,2,0.872
2012,NUTS,2010,NO03,2,0.8556
2013,NUTS,2010,NO03,2,0.9433
2014,NUTS,2010,NO03,2,1.0203
2015,NUTS,2010,NO03,2,1.0575
2017,NUTS,2010,NO03,2,1.1249
2018,NUTS,2010,NO03,2,1.0774
2019,NUTS,2010,NO03,2,1.1016
2011,NUTS,2010,NO04,2,0.9021
2012,NUTS,2010,NO04,2,0.9615
2013,NUTS,2010,NO04,2,0.9597
2014,NUTS,2010,NO04,2,1.0177
2015,NUTS,2010,NO04,2,1.1232
2017,NUTS,2010,NO04,2,1.3457
2018,NUTS,2010,NO04,2,1.3527
2019,NUTS,2010,NO04,2,1.3557
2011,NUTS,2010,NO05,2,1.5597
2012,NUTS,2010,NO05,2,1.5843
2013,NUTS,2010,NO05,2,1.5981
2014,NUTS,2010,NO05,2,1.6742
2015,NUTS,2010,NO05,2,1.7289
2017,NUTS,2010,NO05,2,1.9363
2018,NUTS,2010,NO05,2,2.0457
2019,NUTS,2010,NO05,2,2.1092
2011,NUTS,2010,NO06,2,3.5529
2012,NUTS,2010,NO06,2,3.6186
2013,NUTS,2010,NO06,2,3.4717
2014,NUTS,2010,NO06,2,3.5567
2015,NUTS,2010,NO06,2,3.5643
2017,NUTS,2010,NO06,2,3.9242
2018,NUTS,2010,NO06,2,3.9472
2019,NUTS,2010,NO06,2,4.1261
2011,NUTS,2010,NO07,2,1.4893
2012,NUTS,2010,NO07,2,1.5531
2013,NUTS,2010,NO07,2,1.5524
2014,NUTS,2010,NO07,2,1.6102
2015,NUTS,2010,NO07,2,1.7207
2017,NUTS,2010,NO07,2,1.9652
2018,NUTS,2010,NO07,2,1.9947
2019,NUTS,2010,NO07,2,1.9761
2011,NUTS,2010,PL,0,0.679
2012,NUTS,2010,PL,0,0.695
2013,NUTS,2010,PL,0,0.7352
2014,NUTS,2010,PL,0,0.7579
2015,NUTS,2010,PL,0,0.7655
2016,NUTS,2010,PL,0,0.8472
2017,NUTS,2010,PL,0,1.1839
2018,NUTS,2010,PL,0,1.2086
2019,NUTS,2010,PL,0,1.2213
2011,NUTS,2010,PL1,1,1.3192
2012,NUTS,2010,PL1,1,1.3083
2013,NUTS,2010,PL1,1,0.9539
2014,NUTS,2010,PL1,1,0.9373
2015,NUTS,2010,PL1,1,0.9606
2011,NUTS,2010,PL11,2,0.4985
2012,NUTS,2010,PL11,2,0.5872
2013,NUTS,2010,PL11,2,0.5006
2014,NUTS,2010,PL11,2,0.4935
2015,NUTS,2010,PL11,2,0.5423
2011,NUTS,2010,PL12,2,1.0645
2012,NUTS,2010,PL12,2,1.0224
2013,NUTS,2010,PL12,2,1.1888
2014,NUTS,2010,PL12,2,1.1536
2015,NUTS,2010,PL12,2,1.15
2011,NUTS,2010,PL2,1,0.6872
2012,NUTS,2010,PL2,1,0.7476
2013,NUTS,2010,PL2,1,0.7813
2014,NUTS,2010,PL2,1,0.8274
2015,NUTS,2010,PL2,1,0.8965
2016,NUTS,2010,PL2,1,0.9471
2017,NUTS,2010,PL2,1,1.2924
2018,NUTS,2010,PL2,1,1.3294
2019,NUTS,2010,PL2,1,1.4409
2011,NUTS,2010,PL21,2,0.9706
2012,NUTS,2010,PL21,2,1.0717
2013,NUTS,2010,PL21,2,1.1182
2014,NUTS,2010,PL21,2,1.1624
2015,NUTS,2010,PL21,2,1.2901
2016,NUTS,2010,PL21,2,1.3516
2017,NUTS,2010,PL21,2,1.9217
2018,NUTS,2010,PL21,2,1.9429
2019,NUTS,2010,PL21,2,1.943
2011,NUTS,2010,PL22,2,0.4951
2012,NUTS,2010,PL22,2,0.5272
2013,NUTS,2010,PL22,2,0.5486
2014,NUTS,2010,PL22,2,0.5894
2015,NUTS,2010,PL22,2,0.6126
2016,NUTS,2010,PL22,2,0.6426
2017,NUTS,2010,PL22,2,0.8168
2018,NUTS,2010,PL22,2,0.8583
2019,NUTS,2010,PL22,2,1.0521
2011,NUTS,2010,PL3,1,0.4815
2012,NUTS,2010,PL3,1,0.4909
2013,NUTS,2010,PL3,1,0.5259
2014,NUTS,2010,PL3,1,0.5708
2015,NUTS,2010,PL3,1,0.5237
2011,NUTS,2010,PL31,2,0.6068
2012,NUTS,2010,PL31,2,0.6433
2013,NUTS,2010,PL31,2,0.6014
2014,NUTS,2010,PL31,2,0.5947
2015,NUTS,2010,PL31,2,0.5695
2011,NUTS,2010,PL32,2,0.5572
2012,NUTS,2010,PL32,2,0.5974
2013,NUTS,2010,PL32,2,0.6479
2014,NUTS,2010,PL32,2,0.8398
2015,NUTS,2010,PL32,2,0.6898
2011,NUTS,2010,PL33,2,0.2165
2012,NUTS,2010,PL33,2,0.1009
2013,NUTS,2010,PL33,2,0.2271
2014,NUTS,2010,PL33,2,0.2235
2015,NUTS,2010,PL33,2,0.2281
2011,NUTS,2010,PL34,2,0.4301
2012,NUTS,2010,PL34,2,0.4855
2013,NUTS,2010,PL34,2,0.5162
2014,NUTS,2010,PL34,2,0.5035
2015,NUTS,2010,PL34,2,0.5124
2011,NUTS,2010,PL4,1,0.5507
2012,NUTS,2010,PL4,1,0.5371
2013,NUTS,2010,PL4,1,0.5387
2014,NUTS,2010,PL4,1,0.5791
2015,NUTS,2010,PL4,1,0.6008
2016,NUTS,2010,PL4,1,0.54
2017,NUTS,2010,PL4,1,0.7278
2018,NUTS,2010,PL4,1,0.7087
2019,NUTS,2010,PL4,1,0.6609
2011,NUTS,2010,PL41,2,0.6536
2012,NUTS,2010,PL41,2,0.619
2013,NUTS,2010,PL41,2,0.6353
2014,NUTS,2010,PL41,2,0.6934
2015,NUTS,2010,PL41,2,0.7284
2016,NUTS,2010,PL41,2,0.6405
2017,NUTS,2010,PL41,2,0.8135
2018,NUTS,2010,PL41,2,0.8159
2019,NUTS,2010,PL41,2,0.7643
2012,NUTS,2010,PL42,2,0.5468
2013,NUTS,2010,PL42,2,0.5264
2014,NUTS,2010,PL42,2,0.5524
2015,NUTS,2010,PL42,2,0.5672
2016,NUTS,2010,PL42,2,0.4907
2017,NUTS,2010,PL42,2,0.7079
2018,NUTS,2010,PL42,2,0.6603
2019,NUTS,2010,PL42,2,0.6059
2012,NUTS,2010,PL43,2,0.2465
2013,NUTS,2010,PL43,2,0.23
2014,NUTS,2010,PL43,2,0.24
2015,NUTS,2010,PL43,2,0.243
2016,NUTS,2010,PL43,2,0.2523
2017,NUTS,2010,PL43,2,0.4397
2018,NUTS,2010,PL43,2,0.3838
2019,NUTS,2010,PL43,2,0.3616
2011,NUTS,2010,PL5,1,0.5995
2012,NUTS,2010,PL5,1,0.6223
2013,NUTS,2010,PL5,1,0.6949
2014,NUTS,2010,PL5,1,0.6795
2015,NUTS,2010,PL5,1,0.6902
2016,NUTS,2010,PL5,1,0.7268
2017,NUTS,2010,PL5,1,1.0254
2018,NUTS,2010,PL5,1,1.074
2019,NUTS,2010,PL5,1,1.1013
2011,NUTS,2010,PL51,2,0.6783
2012,NUTS,2010,PL51,2,0.7097
2013,NUTS,2010,PL51,2,0.7947
2014,NUTS,2010,PL51,2,0.7802
2015,NUTS,2010,PL51,2,0.8014
2016,NUTS,2010,PL51,2,0.8388
2017,NUTS,2010,PL51,2,1.1862
2018,NUTS,2010,PL51,2,1.2696
2019,NUTS,2010,PL51,2,1.3005
2011,NUTS,2010,PL52,2,0.359
2012,NUTS,2010,PL52,2,0.3588
2013,NUTS,2010,PL52,2,0.3906
2014,NUTS,2010,PL52,2,0.3796
2015,NUTS,2010,PL52,2,0.3683
2016,NUTS,2010,PL52,2,0.3772
2017,NUTS,2010,PL52,2,0.532
2018,NUTS,2010,PL52,2,0.4712
2019,NUTS,2010,PL52,2,0.4602
2011,NUTS,2010,PL6,1,0.5615
2012,NUTS,2010,PL6,1,0.5701
2013,NUTS,2010,PL6,1,0.5809
2014,NUTS,2010,PL6,1,0.5994
2015,NUTS,2010,PL6,1,0.5791
2016,NUTS,2010,PL6,1,0.6327
2017,NUTS,2010,PL6,1,0.8925
2018,NUTS,2010,PL6,1,0.9336
2019,NUTS,2010,PL6,1,0.985
2012,NUTS,2010,PL61,2,0.476
2013,NUTS,2010,PL61,2,0.4794
2014,NUTS,2010,PL61,2,0.4889
2015,NUTS,2010,PL61,2,0.4926
2016,NUTS,2010,PL61,2,0.5234
2017,NUTS,2010,PL61,2,0.8609
2012,NUTS,2010,PL62,2,0.4044
2013,NUTS,2010,PL62,2,0.4038
2014,NUTS,2010,PL62,2,0.4229
2015,NUTS,2010,PL62,2,0.4008
2016,NUTS,2010,PL62,2,0.4522
2017,NUTS,2010,PL62,2,0.5945
2011,NUTS,2010,PL63,2,0.7815
2012,NUTS,2010,PL63,2,0.7543
2013,NUTS,2010,PL63,2,0.7719
2014,NUTS,2010,PL63,2,0.7981
2015,NUTS,2010,PL63,2,0.7519
2016,NUTS,2010,PL63,2,0.8272
2017,NUTS,2010,PL63,2,1.0842
2018,NUTS,2010,PL63,2,1.2589
2019,NUTS,2010,PL63,2,1.273
2016,NUTS,2010,PL7,1,0.5577
2017,NUTS,2010,PL7,1,0.7763
2018,NUTS,2010,PL7,1,0.7327
2019,NUTS,2010,PL7,1,0.77
2016,NUTS,2010,PL71,2,0.6852
2017,NUTS,2010,PL71,2,0.9372
2019,NUTS,2010,PL71,2,0.9175
2016,NUTS,2010,PL72,2,0.2833
2017,NUTS,2010,PL72,2,0.4283
2019,NUTS,2010,PL72,2,0.4576
2016,NUTS,2010,PL8,1,0.6623
2017,NUTS,2010,PL8,1,0.8399
2018,NUTS,2010,PL8,1,0.8935
2019,NUTS,2010,PL8,1,0.8534
2016,NUTS,2010,PL81,2,0.7173
2017,NUTS,2010,PL81,2,1.0146
2018,NUTS,2010,PL81,2,1.1715
2019,NUTS,2010,PL81,2,0.9957
2016,NUTS,2010,PL82,2,0.6882
2017,NUTS,2010,PL82,2,0.7278
2018,NUTS,2010,PL82,2,0.7012
2019,NUTS,2010,PL82,2,0.7463
2016,NUTS,2010,PL84,2,0.5185
2017,NUTS,2010,PL84,2,0.7227
2018,NUTS,2010,PL84,2,0.7245
2019,NUTS,2010,PL84,2,0.7838
2016,NUTS,2010,PL9,1,1.498
2017,NUTS,2010,PL9,1,2.2377
2018,NUTS,2010,PL9,1,2.2749
2019,NUTS,2010,PL9,1,2.1903
2016,NUTS,2010,PL91,2,2.581
2017,NUTS,2010,PL91,2,3.898
2018,NUTS,2010,PL91,2,3.7857
2019,NUTS,2010,PL91,2,3.5286
2016,NUTS,2010,PL92,2,0.1348
2017,NUTS,2010,PL92,2,0.1779
2018,NUTS,2010,PL92,2,0.2286
2019,NUTS,2010,PL92,2,0.2075
2011,NUTS,2010,PT,0,1.9086
2012,NUTS,2010,PT,0,1.9881
2013,NUTS,2010,PT,0,1.9408
2014,NUTS,2010,PT,0,1.8936
2015,NUTS,2010,PT,0,1.9137
2016,NUTS,2010,PT,0,1.9935
2017,NUTS,2010,PT,0,2.0107
2018,NUTS,2010,PT,0,2.1024
2019,NUTS,2010,PT,0,2.1861
2020,NUTS,2010,PT,0,2.3134
2011,NUTS,2010,PT1,1,1.7974
2012,NUTS,2010,PT1,1,1.8613
2013,NUTS,2010,PT1,1,1.8331
2014,NUTS,2010,PT1,1,1.8133
2015,NUTS,2010,PT1,1,1.8472
2016,NUTS,2010,PT1,1,1.933
2017,NUTS,2010,PT1,1,1.9558
2018,NUTS,2010,PT1,1,2.0492
2019,NUTS,2010,PT1,1,2.1326
2020,NUTS,2010,PT1,1,2.2602
2011,NUTS,2010,PT11,2,1.4749
2012,NUTS,2010,PT11,2,1.5117
2013,NUTS,2010,PT11,2,1.6497
2014,NUTS,2010,PT11,2,1.6245
2015,NUTS,2010,PT11,2,1.688
2016,NUTS,2010,PT11,2,1.7235
2017,NUTS,2010,PT11,2,1.781
2018,NUTS,2010,PT11,2,1.8463
2019,NUTS,2010,PT11,2,1.9723
2020,NUTS,2010,PT11,2,2.1362
2011,NUTS,2010,PT15,2,0.8333
2012,NUTS,2010,PT15,2,0.8131
2013,NUTS,2010,PT15,2,0.7437
2014,NUTS,2010,PT15,2,0.6965
2015,NUTS,2010,PT15,2,0.7442
2016,NUTS,2010,PT15,2,0.6908
