year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_emp_hc_total_t
2017,NUTS,2010,ITC3,2,1.8005
2018,NUTS,2010,ITC3,2,1.8837
2019,NUTS,2010,ITC3,2,2.0333
2011,NUTS,2010,ITC4,2,1.7747
2012,NUTS,2010,ITC4,2,1.8407
2013,NUTS,2010,ITC4,2,1.7922
2014,NUTS,2010,ITC4,2,1.7881
2015,NUTS,2010,ITC4,2,1.8187
2016,NUTS,2010,ITC4,2,2.1063
2017,NUTS,2010,ITC4,2,2.3168
2018,NUTS,2010,ITC4,2,2.5654
2019,NUTS,2010,ITC4,2,2.6193
2011,NUTS,2010,ITF,1,1.0025
2012,NUTS,2010,ITF,1,1.0643
2013,NUTS,2010,ITF,1,1.1543
2014,NUTS,2010,ITF,1,1.1646
2017,NUTS,2010,ITF,1,1.4074
2018,NUTS,2010,ITF,1,1.5654
2019,NUTS,2010,ITF,1,1.6612
2011,NUTS,2010,ITF1,2,0.9766
2012,NUTS,2010,ITF1,2,0.9732
2013,NUTS,2010,ITF1,2,1.1015
2014,NUTS,2010,ITF1,2,1.1187
2015,NUTS,2010,ITF1,2,1.1792
2016,NUTS,2010,ITF1,2,1.2887
2017,NUTS,2010,ITF1,2,1.4505
2018,NUTS,2010,ITF1,2,1.5033
2019,NUTS,2010,ITF1,2,1.563
2012,NUTS,2010,ITF2,2,0.7479
2013,NUTS,2010,ITF2,2,1.0456
2014,NUTS,2010,ITF2,2,0.9851
2017,NUTS,2010,ITF2,2,1.3699
2018,NUTS,2010,ITF2,2,1.5629
2019,NUTS,2010,ITF2,2,1.445
2011,NUTS,2010,ITF3,2,1.3224
2012,NUTS,2010,ITF3,2,1.4164
2013,NUTS,2010,ITF3,2,1.4416
2014,NUTS,2010,ITF3,2,1.4622
2015,NUTS,2010,ITF3,2,1.5336
2016,NUTS,2010,ITF3,2,1.5254
2017,NUTS,2010,ITF3,2,1.6879
2018,NUTS,2010,ITF3,2,1.9891
2019,NUTS,2010,ITF3,2,2.1599
2011,NUTS,2010,ITF4,2,0.8829
2012,NUTS,2010,ITF4,2,0.9385
2013,NUTS,2010,ITF4,2,1.0292
2014,NUTS,2010,ITF4,2,1.0494
2015,NUTS,2010,ITF4,2,1.0943
2016,NUTS,2010,ITF4,2,1.0995
2017,NUTS,2010,ITF4,2,1.229
2018,NUTS,2010,ITF4,2,1.3021
2019,NUTS,2010,ITF4,2,1.4084
2012,NUTS,2010,ITF5,2,0.756
2013,NUTS,2010,ITF5,2,0.7559
2014,NUTS,2010,ITF5,2,0.7111
2015,NUTS,2010,ITF5,2,0.8088
2017,NUTS,2010,ITF5,2,1.0096
2018,NUTS,2010,ITF5,2,1.0337
2019,NUTS,2010,ITF5,2,0.9552
2011,NUTS,2010,ITF6,2,0.5355
2012,NUTS,2010,ITF6,2,0.5803
2013,NUTS,2010,ITF6,2,0.7651
2014,NUTS,2010,ITF6,2,0.7627
2015,NUTS,2010,ITF6,2,0.8775
2016,NUTS,2010,ITF6,2,0.8362
2017,NUTS,2010,ITF6,2,1.0389
2018,NUTS,2010,ITF6,2,1.1058
2019,NUTS,2010,ITF6,2,1.1103
2011,NUTS,2010,ITG,1,1.037
2012,NUTS,2010,ITG,1,1.0526
2013,NUTS,2010,ITG,1,1.145
2014,NUTS,2010,ITG,1,1.1451
2015,NUTS,2010,ITG,1,1.1477
2016,NUTS,2010,ITG,1,1.0842
2017,NUTS,2010,ITG,1,1.113
2018,NUTS,2010,ITG,1,1.1453
2019,NUTS,2010,ITG,1,1.2443
2011,NUTS,2010,ITG1,2,1.0374
2012,NUTS,2010,ITG1,2,1.0499
2013,NUTS,2010,ITG1,2,1.143
2014,NUTS,2010,ITG1,2,1.1577
2015,NUTS,2010,ITG1,2,1.1209
2016,NUTS,2010,ITG1,2,1.0722
2017,NUTS,2010,ITG1,2,1.1141
2018,NUTS,2010,ITG1,2,1.1961
2019,NUTS,2010,ITG1,2,1.3167
2011,NUTS,2010,ITG2,2,1.0361
2012,NUTS,2010,ITG2,2,1.0591
2013,NUTS,2010,ITG2,2,1.1497
2014,NUTS,2010,ITG2,2,1.1149
2015,NUTS,2010,ITG2,2,1.2118
2016,NUTS,2010,ITG2,2,1.113
2017,NUTS,2010,ITG2,2,1.1103
2018,NUTS,2010,ITG2,2,1.0263
2019,NUTS,2010,ITG2,2,1.0767
2011,NUTS,2010,ITH,1,1.794
2012,NUTS,2010,ITH,1,1.9045
2013,NUTS,2010,ITH,1,2.01
2014,NUTS,2010,ITH,1,1.9912
2015,NUTS,2010,ITH,1,2.1033
2016,NUTS,2010,ITH,1,2.4129
2017,NUTS,2010,ITH,1,2.6971
2018,NUTS,2010,ITH,1,2.8772
2019,NUTS,2010,ITH,1,2.8555
2011,NUTS,2010,ITH1,2,0.9035
2012,NUTS,2010,ITH1,2,0.8839
2013,NUTS,2010,ITH1,2,0.9794
2014,NUTS,2010,ITH1,2,0.915
2015,NUTS,2010,ITH1,2,0.9873
2016,NUTS,2010,ITH1,2,1.1831
2017,NUTS,2010,ITH1,2,1.2987
2018,NUTS,2010,ITH1,2,1.3717
2019,NUTS,2010,ITH1,2,1.4432
2011,NUTS,2010,ITH2,2,2.3063
2012,NUTS,2010,ITH2,2,2.527
2013,NUTS,2010,ITH2,2,2.62
2014,NUTS,2010,ITH2,2,2.652
2015,NUTS,2010,ITH2,2,2.7617
2016,NUTS,2010,ITH2,2,2.5809
2017,NUTS,2010,ITH2,2,2.7798
2018,NUTS,2010,ITH2,2,2.8513
2019,NUTS,2010,ITH2,2,2.8887
2011,NUTS,2010,ITH3,2,1.61
2012,NUTS,2010,ITH3,2,1.6709
2013,NUTS,2010,ITH3,2,1.7359
2014,NUTS,2010,ITH3,2,1.6859
2015,NUTS,2010,ITH3,2,1.7861
2016,NUTS,2010,ITH3,2,2.1548
2017,NUTS,2010,ITH3,2,2.4104
2018,NUTS,2010,ITH3,2,2.671
2019,NUTS,2010,ITH3,2,2.6441
2011,NUTS,2010,ITH4,2,1.8925
2012,NUTS,2010,ITH4,2,2.0108
2013,NUTS,2010,ITH4,2,1.9499
2014,NUTS,2010,ITH4,2,1.9962
2015,NUTS,2010,ITH4,2,2.0359
2016,NUTS,2010,ITH4,2,2.215
2017,NUTS,2010,ITH4,2,2.4599
2018,NUTS,2010,ITH4,2,2.5209
2019,NUTS,2010,ITH4,2,2.4921
2011,NUTS,2010,ITH5,2,2.0175
2012,NUTS,2010,ITH5,2,2.1864
2013,NUTS,2010,ITH5,2,2.3779
2014,NUTS,2010,ITH5,2,2.3766
2015,NUTS,2010,ITH5,2,2.5225
2016,NUTS,2010,ITH5,2,2.873
2017,NUTS,2010,ITH5,2,3.2362
2018,NUTS,2010,ITH5,2,3.3839
2019,NUTS,2010,ITH5,2,3.3486
2011,NUTS,2010,ITI,1,1.6627
2012,NUTS,2010,ITI,1,1.7495
2013,NUTS,2010,ITI,1,1.804
2014,NUTS,2010,ITI,1,1.7641
2017,NUTS,2010,ITI,1,2.1945
2018,NUTS,2010,ITI,1,2.3588
2019,NUTS,2010,ITI,1,2.468
2011,NUTS,2010,ITI1,2,1.4811
2012,NUTS,2010,ITI1,2,1.6139
2013,NUTS,2010,ITI1,2,1.6988
2014,NUTS,2010,ITI1,2,1.6873
2015,NUTS,2010,ITI1,2,1.7524
2016,NUTS,2010,ITI1,2,1.9001
2017,NUTS,2010,ITI1,2,2.1445
2018,NUTS,2010,ITI1,2,2.3943
2019,NUTS,2010,ITI1,2,2.4665
2011,NUTS,2010,ITI2,2,1.3117
2012,NUTS,2010,ITI2,2,1.3471
2013,NUTS,2010,ITI2,2,1.4413
2014,NUTS,2010,ITI2,2,1.5176
2017,NUTS,2010,ITI2,2,1.8726
2018,NUTS,2010,ITI2,2,2.0259
2019,NUTS,2010,ITI2,2,1.9851
2011,NUTS,2010,ITI3,2,1.2139
2012,NUTS,2010,ITI3,2,1.3047
2013,NUTS,2010,ITI3,2,1.3367
2014,NUTS,2010,ITI3,2,1.4172
2015,NUTS,2010,ITI3,2,1.4195
2016,NUTS,2010,ITI3,2,1.753
2017,NUTS,2010,ITI3,2,2.1564
2018,NUTS,2010,ITI3,2,2.1468
2019,NUTS,2010,ITI3,2,2.1028
2011,NUTS,2010,ITI4,2,1.9764
2012,NUTS,2010,ITI4,2,2.0355
2013,NUTS,2010,ITI4,2,2.0627
2014,NUTS,2010,ITI4,2,1.9467
2015,NUTS,2010,ITI4,2,2.0173
2016,NUTS,2010,ITI4,2,2.2107
2017,NUTS,2010,ITI4,2,2.2857
2018,NUTS,2010,ITI4,2,2.4415
2019,NUTS,2010,ITI4,2,2.6397
2011,NUTS,2010,KR,0,2.1908
2012,NUTS,2010,KR,0,2.2795
2013,NUTS,2010,KR,0,2.2713
2011,NUTS,2010,LT,0,1.8263
2012,NUTS,2010,LT,0,1.7768
2013,NUTS,2010,LT,0,1.7999
2014,NUTS,2010,LT,0,1.8998
2015,NUTS,2010,LT,0,1.6709
2016,NUTS,2010,LT,0,1.6961
2017,NUTS,2010,LT,0,1.8203
2018,NUTS,2010,LT,0,1.8573
2019,NUTS,2010,LT,0,1.8655
2015,NUTS,2010,LT01,2,3.0103
2016,NUTS,2010,LT01,2,2.8229
2017,NUTS,2010,LT01,2,2.8729
2018,NUTS,2010,LT01,2,2.8761
2019,NUTS,2010,LT01,2,2.8893
2015,NUTS,2010,LT02,2,1.0434
2016,NUTS,2010,LT02,2,1.1213
2017,NUTS,2010,LT02,2,1.2358
2018,NUTS,2010,LT02,2,1.2729
2019,NUTS,2010,LT02,2,1.2728
2011,NUTS,2010,LU,0,2.7342
2013,NUTS,2010,LU,0,2.4322
2014,NUTS,2010,LU,0,1.0914
2015,NUTS,2010,LU,0,2.5614
2017,NUTS,2010,LU,0,2.5392
2019,NUTS,2010,LU,0,2.4605
2011,NUTS,2010,LV,0,1.2076
2012,NUTS,2010,LV,0,1.2709
2013,NUTS,2010,LV,0,1.1951
2014,NUTS,2010,LV,0,1.2919
2015,NUTS,2010,LV,0,1.3014
2016,NUTS,2010,LV,0,1.2823
2017,NUTS,2010,LV,0,1.3116
2018,NUTS,2010,LV,0,1.3909
2019,NUTS,2010,LV,0,1.4425
2011,NUTS,2010,ME,0,1.1057
2013,NUTS,2010,ME,0,1.115
2014,NUTS,2010,ME,0,1.0981
2015,NUTS,2010,ME,0,1.0857
2016,NUTS,2010,ME,0,1.0018
2017,NUTS,2010,ME,0,0.9973
2018,NUTS,2010,ME,0,1.0312
2019,NUTS,2010,ME,0,0.9831
2011,NUTS,2010,MK,0,0.3485
2012,NUTS,2010,MK,0,0.4313
2015,NUTS,2010,MK,0,0.6149
2016,NUTS,2010,MK,0,0.6123
2017,NUTS,2010,MK,0,0.5544
2018,NUTS,2010,MK,0,0.5489
2019,NUTS,2010,MK,0,0.5056
2011,NUTS,2010,MT,0,1.3006
2012,NUTS,2010,MT,0,1.3532
2013,NUTS,2010,MT,0,1.2458
2014,NUTS,2010,MT,0,1.2358
2015,NUTS,2010,MT,0,1.2242
2016,NUTS,2010,MT,0,1.1746
2017,NUTS,2010,MT,0,1.1424
2018,NUTS,2010,MT,0,1.0692
2019,NUTS,2010,MT,0,1.0321
2011,NUTS,2010,NL,0,2.0686
2012,NUTS,2010,NL,0,2.2184
2013,NUTS,2010,NL,0,2.3589
2014,NUTS,2010,NL,0,2.3785
2015,NUTS,2010,NL,0,2.4448
2016,NUTS,2010,NL,0,2.4725
2017,NUTS,2010,NL,0,2.4519
2018,NUTS,2010,NL,0,2.491
2019,NUTS,2010,NL,0,2.5599
2011,NUTS,2010,NL1,1,1.4082
2012,NUTS,2010,NL1,1,1.4121
2013,NUTS,2010,NL1,1,1.5844
2014,NUTS,2010,NL1,1,1.7128
2015,NUTS,2010,NL1,1,1.7043
2016,NUTS,2010,NL1,1,1.7627
2017,NUTS,2010,NL1,1,1.6537
2018,NUTS,2010,NL1,1,1.6254
2019,NUTS,2010,NL1,1,1.576
2011,NUTS,2010,NL11,2,2.1612
2012,NUTS,2010,NL11,2,2.25
2011,NUTS,2010,NL12,2,0.8976
2012,NUTS,2010,NL12,2,1.0225
2011,NUTS,2010,NL13,2,1.1794
2012,NUTS,2010,NL13,2,0.9226
2011,NUTS,2010,NL2,1,2.1558
2012,NUTS,2010,NL2,1,2.2201
2013,NUTS,2010,NL2,1,2.2097
2014,NUTS,2010,NL2,1,2.2111
2015,NUTS,2010,NL2,1,2.3307
2016,NUTS,2010,NL2,1,2.3209
2017,NUTS,2010,NL2,1,2.2909
2018,NUTS,2010,NL2,1,2.2398
2019,NUTS,2010,NL2,1,2.2167
2011,NUTS,2010,NL21,2,2.2754
2012,NUTS,2010,NL21,2,2.1203
2011,NUTS,2010,NL22,2,2.1578
2012,NUTS,2010,NL22,2,2.3521
2011,NUTS,2010,NL23,2,1.8067
2012,NUTS,2010,NL23,2,1.8354
2011,NUTS,2010,NL3,1,2.1333
2012,NUTS,2010,NL3,1,2.2448
2013,NUTS,2010,NL3,1,2.4427
2014,NUTS,2010,NL3,1,2.3949
2015,NUTS,2010,NL3,1,2.4658
2016,NUTS,2010,NL3,1,2.526
2017,NUTS,2010,NL3,1,2.484
2018,NUTS,2010,NL3,1,2.5845
2019,NUTS,2010,NL3,1,2.6451
2011,NUTS,2010,NL31,2,2.1975
2012,NUTS,2010,NL31,2,2.4907
2011,NUTS,2010,NL32,2,2.399
2012,NUTS,2010,NL32,2,2.5042
2011,NUTS,2010,NL33,2,2.0285
2012,NUTS,2010,NL33,2,2.0762
2011,NUTS,2010,NL34,2,0.9048
2012,NUTS,2010,NL34,2,1.0366
2011,NUTS,2010,NL4,1,2.1757
2012,NUTS,2010,NL4,1,2.5253
2013,NUTS,2010,NL4,1,2.6603
2014,NUTS,2010,NL4,1,2.7562
2015,NUTS,2010,NL4,1,2.7979
2016,NUTS,2010,NL4,1,2.7723
2017,NUTS,2010,NL4,1,2.8158
2018,NUTS,2010,NL4,1,2.8022
2019,NUTS,2010,NL4,1,2.9784
2011,NUTS,2010,NL41,2,2.3135
2012,NUTS,2010,NL41,2,2.6699
2011,NUTS,2010,NL42,2,1.8565
2012,NUTS,2010,NL42,2,2.191
2011,NUTS,2010,NO,0,2.6308
2012,NUTS,2010,NO,0,2.6371
2013,NUTS,2010,NO,0,2.7065
2014,NUTS,2010,NO,0,2.8359
2015,NUTS,2010,NO,0,3.0081
2016,NUTS,2010,NO,0,3.1703
2017,NUTS,2010,NO,0,3.3324
2018,NUTS,2010,NO,0,3.3479
2019,NUTS,2010,NO,0,3.4352
2011,NUTS,2010,NO0,1,2.5524
2012,NUTS,2010,NO0,1,2.5561
2013,NUTS,2010,NO0,1,2.6216
2014,NUTS,2010,NO0,1,2.7392
2015,NUTS,2010,NO0,1,2.8988
2017,NUTS,2010,NO0,1,3.214
2018,NUTS,2010,NO0,1,3.2247
2019,NUTS,2010,NO0,1,3.3093
2011,NUTS,2010,NO01,2,4.1522
2012,NUTS,2010,NO01,2,4.0856
2013,NUTS,2010,NO01,2,4.14
2014,NUTS,2010,NO01,2,4.2616
2015,NUTS,2010,NO01,2,4.453
2017,NUTS,2010,NO01,2,4.7402
2018,NUTS,2010,NO01,2,4.7491
2019,NUTS,2010,NO01,2,4.7982
2011,NUTS,2010,NO02,2,1.011
2012,NUTS,2010,NO02,2,0.9722
2013,NUTS,2010,NO02,2,1.0616
2014,NUTS,2010,NO02,2,1.0591
2015,NUTS,2010,NO02,2,1.1599
2017,NUTS,2010,NO02,2,1.2495
2018,NUTS,2010,NO02,2,1.3053
2019,NUTS,2010,NO02,2,1.3514
2011,NUTS,2010,NO03,2,1.3166
2012,NUTS,2010,NO03,2,1.2909
2013,NUTS,2010,NO03,2,1.4198
2014,NUTS,2010,NO03,2,1.5235
2015,NUTS,2010,NO03,2,1.5885
2017,NUTS,2010,NO03,2,1.748
2018,NUTS,2010,NO03,2,1.6635
2019,NUTS,2010,NO03,2,1.7202
2011,NUTS,2010,NO04,2,1.3658
2012,NUTS,2010,NO04,2,1.4431
2013,NUTS,2010,NO04,2,1.4838
2014,NUTS,2010,NO04,2,1.6194
2015,NUTS,2010,NO04,2,1.7677
2017,NUTS,2010,NO04,2,2.1808
2018,NUTS,2010,NO04,2,2.1871
2019,NUTS,2010,NO04,2,2.2143
2011,NUTS,2010,NO05,2,2.308
2012,NUTS,2010,NO05,2,2.3403
2013,NUTS,2010,NO05,2,2.3949
2014,NUTS,2010,NO05,2,2.5854
2015,NUTS,2010,NO05,2,2.7366
2017,NUTS,2010,NO05,2,3.1786
2018,NUTS,2010,NO05,2,3.2336
2019,NUTS,2010,NO05,2,3.3095
2011,NUTS,2010,NO06,2,4.8633
2012,NUTS,2010,NO06,2,4.9099
2013,NUTS,2010,NO06,2,4.8777
2014,NUTS,2010,NO06,2,4.8754
2015,NUTS,2010,NO06,2,5.0689
2017,NUTS,2010,NO06,2,5.4141
2018,NUTS,2010,NO06,2,5.4657
2019,NUTS,2010,NO06,2,5.8338
2011,NUTS,2010,NO07,2,2.1649
2012,NUTS,2010,NO07,2,2.1979
2013,NUTS,2010,NO07,2,2.234
2014,NUTS,2010,NO07,2,2.3397
2015,NUTS,2010,NO07,2,2.5707
2017,NUTS,2010,NO07,2,2.8797
2018,NUTS,2010,NO07,2,2.9236
2019,NUTS,2010,NO07,2,2.9426
2011,NUTS,2010,PL,0,0.907
2012,NUTS,2010,PL,0,0.9366
2013,NUTS,2010,PL,0,0.9768
2014,NUTS,2010,PL,0,1.0082
2015,NUTS,2010,PL,0,1.0202
2016,NUTS,2010,PL,0,1.0968
2017,NUTS,2010,PL,0,1.5076
2018,NUTS,2010,PL,0,1.669
2019,NUTS,2010,PL,0,1.7008
2011,NUTS,2010,PL1,1,1.8809
2012,NUTS,2010,PL1,1,1.883
2013,NUTS,2010,PL1,1,1.3292
2014,NUTS,2010,PL1,1,1.3169
2015,NUTS,2010,PL1,1,1.3189
2011,NUTS,2010,PL11,2,0.6391
2012,NUTS,2010,PL11,2,0.7518
2013,NUTS,2010,PL11,2,0.6656
2014,NUTS,2010,PL11,2,0.6558
2015,NUTS,2010,PL11,2,0.7148
2011,NUTS,2010,PL12,2,1.5543
2012,NUTS,2010,PL12,2,1.5169
2013,NUTS,2010,PL12,2,1.673
2014,NUTS,2010,PL12,2,1.6391
2015,NUTS,2010,PL12,2,1.5924
2011,NUTS,2010,PL2,1,0.8822
2012,NUTS,2010,PL2,1,0.9469
2013,NUTS,2010,PL2,1,0.9844
2014,NUTS,2010,PL2,1,1.0294
2015,NUTS,2010,PL2,1,1.1291
2016,NUTS,2010,PL2,1,1.1434
2017,NUTS,2010,PL2,1,1.5718
2018,NUTS,2010,PL2,1,1.7059
2019,NUTS,2010,PL2,1,1.8141
2011,NUTS,2010,PL21,2,1.187
2012,NUTS,2010,PL21,2,1.3498
2013,NUTS,2010,PL21,2,1.3757
2014,NUTS,2010,PL21,2,1.4239
2015,NUTS,2010,PL21,2,1.5917
2016,NUTS,2010,PL21,2,1.6214
2017,NUTS,2010,PL21,2,2.3106
2018,NUTS,2010,PL21,2,2.3966
2019,NUTS,2010,PL21,2,2.4376
2011,NUTS,2010,PL22,2,0.6756
2012,NUTS,2010,PL22,2,0.6728
2013,NUTS,2010,PL22,2,0.7141
2014,NUTS,2010,PL22,2,0.7492
2015,NUTS,2010,PL22,2,0.7954
2016,NUTS,2010,PL22,2,0.7835
2017,NUTS,2010,PL22,2,1.0133
2018,NUTS,2010,PL22,2,1.1755
2019,NUTS,2010,PL22,2,1.3313
2011,NUTS,2010,PL3,1,0.6137
2012,NUTS,2010,PL3,1,0.6398
2013,NUTS,2010,PL3,1,0.6889
2014,NUTS,2010,PL3,1,0.7375
2015,NUTS,2010,PL3,1,0.7027
2011,NUTS,2010,PL31,2,0.7097
2012,NUTS,2010,PL31,2,0.8001
2013,NUTS,2010,PL31,2,0.7706
2014,NUTS,2010,PL31,2,0.781
2015,NUTS,2010,PL31,2,0.7558
2011,NUTS,2010,PL32,2,0.8035
2012,NUTS,2010,PL32,2,0.8695
2013,NUTS,2010,PL32,2,0.9173
2014,NUTS,2010,PL32,2,1.126
2015,NUTS,2010,PL32,2,0.9955
2011,NUTS,2010,PL33,2,0.259
2012,NUTS,2010,PL33,2,0.1351
2013,NUTS,2010,PL33,2,0.2801
2014,NUTS,2010,PL33,2,0.269
2015,NUTS,2010,PL33,2,0.2924
2011,NUTS,2010,PL34,2,0.5373
2012,NUTS,2010,PL34,2,0.5463
2013,NUTS,2010,PL34,2,0.6128
2014,NUTS,2010,PL34,2,0.58
2015,NUTS,2010,PL34,2,0.6061
2011,NUTS,2010,PL4,1,0.7858
2012,NUTS,2010,PL4,1,0.7719
2013,NUTS,2010,PL4,1,0.7676
2014,NUTS,2010,PL4,1,0.8229
2015,NUTS,2010,PL4,1,0.8667
2016,NUTS,2010,PL4,1,0.7464
2017,NUTS,2010,PL4,1,0.963
2018,NUTS,2010,PL4,1,1.0783
2019,NUTS,2010,PL4,1,1.0038
2011,NUTS,2010,PL41,2,1.007
2012,NUTS,2010,PL41,2,0.964
2013,NUTS,2010,PL41,2,0.9753
2014,NUTS,2010,PL41,2,1.0637
2015,NUTS,2010,PL41,2,1.1271
2016,NUTS,2010,PL41,2,0.9452
2017,NUTS,2010,PL41,2,1.1301
2018,NUTS,2010,PL41,2,1.3325
2019,NUTS,2010,PL41,2,1.1949
2011,NUTS,2010,PL42,2,0.6367
2012,NUTS,2010,PL42,2,0.6608
2013,NUTS,2010,PL42,2,0.6226
2014,NUTS,2010,PL42,2,0.6535
2015,NUTS,2010,PL42,2,0.6882
2016,NUTS,2010,PL42,2,0.5779
2017,NUTS,2010,PL42,2,0.8298
2018,NUTS,2010,PL42,2,0.8532
2019,NUTS,2010,PL42,2,0.8772
2011,NUTS,2010,PL43,2,0.2621
2012,NUTS,2010,PL43,2,0.2756
2013,NUTS,2010,PL43,2,0.2718
2014,NUTS,2010,PL43,2,0.2697
2015,NUTS,2010,PL43,2,0.2842
2016,NUTS,2010,PL43,2,0.2886
2017,NUTS,2010,PL43,2,0.5526
2018,NUTS,2010,PL43,2,0.4914
2019,NUTS,2010,PL43,2,0.4913
2011,NUTS,2010,PL5,1,0.7496
2012,NUTS,2010,PL5,1,0.8245
2013,NUTS,2010,PL5,1,0.92
2014,NUTS,2010,PL5,1,0.9221
2015,NUTS,2010,PL5,1,0.9256
2016,NUTS,2010,PL5,1,0.912
2017,NUTS,2010,PL5,1,1.2817
2018,NUTS,2010,PL5,1,1.4159
2019,NUTS,2010,PL5,1,1.5048
2011,NUTS,2010,PL51,2,0.8486
2012,NUTS,2010,PL51,2,0.936
2013,NUTS,2010,PL51,2,1.0585
2014,NUTS,2010,PL51,2,1.0705
2015,NUTS,2010,PL51,2,1.0831
2016,NUTS,2010,PL51,2,1.0535
2017,NUTS,2010,PL51,2,1.4919
2018,NUTS,2010,PL51,2,1.6695
2019,NUTS,2010,PL51,2,1.7533
2011,NUTS,2010,PL52,2,0.4475
2012,NUTS,2010,PL52,2,0.4882
2013,NUTS,2010,PL52,2,0.4975
2014,NUTS,2010,PL52,2,0.4796
2015,NUTS,2010,PL52,2,0.4694
2016,NUTS,2010,PL52,2,0.4701
2017,NUTS,2010,PL52,2,0.6374
2018,NUTS,2010,PL52,2,0.6347
2019,NUTS,2010,PL52,2,0.7051
2011,NUTS,2010,PL6,1,0.6883
2012,NUTS,2010,PL6,1,0.708
2013,NUTS,2010,PL6,1,0.7065
2014,NUTS,2010,PL6,1,0.7366
2015,NUTS,2010,PL6,1,0.7189
2016,NUTS,2010,PL6,1,0.781
2017,NUTS,2010,PL6,1,1.1223
2018,NUTS,2010,PL6,1,1.3016
2019,NUTS,2010,PL6,1,1.282
2011,NUTS,2010,PL61,2,0.5621
2012,NUTS,2010,PL61,2,0.5798
2013,NUTS,2010,PL61,2,0.5718
2014,NUTS,2010,PL61,2,0.6104
2015,NUTS,2010,PL61,2,0.5927
2016,NUTS,2010,PL61,2,0.6471
2017,NUTS,2010,PL61,2,1.1127
2019,NUTS,2010,PL61,2,1.1815
2011,NUTS,2010,PL62,2,0.4517
2012,NUTS,2010,PL62,2,0.4909
2013,NUTS,2010,PL62,2,0.473
2014,NUTS,2010,PL62,2,0.512
2015,NUTS,2010,PL62,2,0.5039
2016,NUTS,2010,PL62,2,0.546
2017,NUTS,2010,PL62,2,0.7041
2019,NUTS,2010,PL62,2,0.7696
2011,NUTS,2010,PL63,2,0.9634
2012,NUTS,2010,PL63,2,0.9538
2013,NUTS,2010,PL63,2,0.9591
2014,NUTS,2010,PL63,2,0.9773
2015,NUTS,2010,PL63,2,0.9459
2016,NUTS,2010,PL63,2,1.027
2017,NUTS,2010,PL63,2,1.3617
2018,NUTS,2010,PL63,2,1.6141
2019,NUTS,2010,PL63,2,1.6447
2016,NUTS,2010,PL7,1,0.6943
2017,NUTS,2010,PL7,1,0.9608
2018,NUTS,2010,PL7,1,0.96
2019,NUTS,2010,PL7,1,1.066
2016,NUTS,2010,PL71,2,0.866
2017,NUTS,2010,PL71,2,1.1794
2018,NUTS,2010,PL71,2,1.1281
2019,NUTS,2010,PL71,2,1.2778
2016,NUTS,2010,PL72,2,0.325
2017,NUTS,2010,PL72,2,0.4877
2018,NUTS,2010,PL72,2,0.5886
2019,NUTS,2010,PL72,2,0.6174
2016,NUTS,2010,PL8,1,0.8922
2017,NUTS,2010,PL8,1,1.0626
2018,NUTS,2010,PL8,1,1.1827
2019,NUTS,2010,PL8,1,1.2393
2016,NUTS,2010,PL81,2,0.9286
2017,NUTS,2010,PL81,2,1.2565
2018,NUTS,2010,PL81,2,1.4658
2019,NUTS,2010,PL81,2,1.5093
2016,NUTS,2010,PL82,2,0.9981
2017,NUTS,2010,PL82,2,0.9588
2018,NUTS,2010,PL82,2,1.0259
2019,NUTS,2010,PL82,2,1.0567
2016,NUTS,2010,PL84,2,0.6435
2017,NUTS,2010,PL84,2,0.8966
2018,NUTS,2010,PL84,2,0.9435
2019,NUTS,2010,PL84,2,1.0715
2016,NUTS,2010,PL9,1,2.0426
2017,NUTS,2010,PL9,1,2.9627
2018,NUTS,2010,PL9,1,3.3134
2019,NUTS,2010,PL9,1,3.2784
2016,NUTS,2010,PL91,2,3.5099
2017,NUTS,2010,PL91,2,5.1542
2018,NUTS,2010,PL91,2,5.4747
2019,NUTS,2010,PL91,2,5.278
2016,NUTS,2010,PL92,2,0.1958
2017,NUTS,2010,PL92,2,0.244
2018,NUTS,2010,PL92,2,0.3861
2019,NUTS,2010,PL92,2,0.3155
2011,NUTS,2010,PT,0,2.1802
2012,NUTS,2010,PT,0,2.2611
2013,NUTS,2010,PT,0,2.3636
2014,NUTS,2010,PT,0,2.3317
2015,NUTS,2010,PT,0,2.4401
2016,NUTS,2010,PT,0,2.4095
2017,NUTS,2010,PT,0,2.4501
2018,NUTS,2010,PT,0,2.5561
2019,NUTS,2010,PT,0,2.6672
2020,NUTS,2010,PT,0,2.8979
2011,NUTS,2010,PT1,1,2.0542
2012,NUTS,2010,PT1,1,2.117
2013,NUTS,2010,PT1,1,2.2291
2014,NUTS,2010,PT1,1,2.2305
2015,NUTS,2010,PT1,1,2.3534
2016,NUTS,2010,PT1,1,2.3321
2017,NUTS,2010,PT1,1,2.38
2018,NUTS,2010,PT1,1,2.488
2019,NUTS,2010,PT1,1,2.5967
2020,NUTS,2010,PT1,1,2.827
2011,NUTS,2010,PT11,2,1.7792
2012,NUTS,2010,PT11,2,1.8648
2013,NUTS,2010,PT11,2,2.0283
2014,NUTS,2010,PT11,2,2.0823
2015,NUTS,2010,PT11,2,2.3899
2016,NUTS,2010,PT11,2,2.0921
2017,NUTS,2010,PT11,2,2.1878
2018,NUTS,2010,PT11,2,2.2768
