year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_total_total_hc
2019,NUTS,2010,ITH4,2,3705.0
2003,NUTS,2010,ITH5,2,8303.0
2004,NUTS,2010,ITH5,2,8781.0
2005,NUTS,2010,ITH5,2,10167.0
2007,NUTS,2010,ITH5,2,13011.0
2008,NUTS,2010,ITH5,2,12339.0
2009,NUTS,2010,ITH5,2,12822.0
2010,NUTS,2010,ITH5,2,13120.0
2011,NUTS,2010,ITH5,2,13373.0
2012,NUTS,2010,ITH5,2,14619.0
2013,NUTS,2010,ITH5,2,14900.0
2014,NUTS,2010,ITH5,2,14402.0
2015,NUTS,2010,ITH5,2,14915.0
2016,NUTS,2010,ITH5,2,17111.0
2017,NUTS,2010,ITH5,2,18572.0
2018,NUTS,2010,ITH5,2,19849.0
2019,NUTS,2010,ITH5,2,19790.0
2003,NUTS,2010,ITI,1,26661.0
2004,NUTS,2010,ITI,1,27487.0
2005,NUTS,2010,ITI,1,30797.0
2007,NUTS,2010,ITI,1,33633.0
2008,NUTS,2010,ITI,1,33299.0
2009,NUTS,2010,ITI,1,34315.0
2010,NUTS,2010,ITI,1,33635.0
2011,NUTS,2010,ITI,1,33290.0
2012,NUTS,2010,ITI,1,35074.0
2013,NUTS,2010,ITI,1,35872.0
2014,NUTS,2010,ITI,1,35492.0
2015,NUTS,2010,ITI,1,
2016,NUTS,2010,ITI,1,
2017,NUTS,2010,ITI,1,40978.0
2018,NUTS,2010,ITI,1,43361.0
2019,NUTS,2010,ITI,1,46609.0
2003,NUTS,2010,ITI1,2,6590.0
2004,NUTS,2010,ITI1,2,6950.0
2005,NUTS,2010,ITI1,2,7810.0
2007,NUTS,2010,ITI1,2,8991.0
2008,NUTS,2010,ITI1,2,9359.0
2009,NUTS,2010,ITI1,2,9398.0
2010,NUTS,2010,ITI1,2,8752.0
2011,NUTS,2010,ITI1,2,9421.0
2012,NUTS,2010,ITI1,2,10157.0
2013,NUTS,2010,ITI1,2,10539.0
2014,NUTS,2010,ITI1,2,10226.0
2015,NUTS,2010,ITI1,2,10831.0
2016,NUTS,2010,ITI1,2,11363.0
2017,NUTS,2010,ITI1,2,12560.0
2018,NUTS,2010,ITI1,2,13707.0
2019,NUTS,2010,ITI1,2,14403.0
2003,NUTS,2010,ITI2,2,1528.0
2004,NUTS,2010,ITI2,2,1651.0
2005,NUTS,2010,ITI2,2,1864.0
2007,NUTS,2010,ITI2,2,2032.0
2008,NUTS,2010,ITI2,2,1925.0
2009,NUTS,2010,ITI2,2,1878.0
2010,NUTS,2010,ITI2,2,1837.0
2011,NUTS,2010,ITI2,2,1924.0
2012,NUTS,2010,ITI2,2,2030.0
2013,NUTS,2010,ITI2,2,2006.0
2014,NUTS,2010,ITI2,2,2166.0
2015,NUTS,2010,ITI2,2,
2016,NUTS,2010,ITI2,2,
2017,NUTS,2010,ITI2,2,2176.0
2018,NUTS,2010,ITI2,2,2442.0
2019,NUTS,2010,ITI2,2,2554.0
2003,NUTS,2010,ITI3,2,1484.0
2004,NUTS,2010,ITI3,2,1529.0
2005,NUTS,2010,ITI3,2,1745.0
2007,NUTS,2010,ITI3,2,2566.0
2008,NUTS,2010,ITI3,2,2435.0
2009,NUTS,2010,ITI3,2,2490.0
2010,NUTS,2010,ITI3,2,2530.0
2011,NUTS,2010,ITI3,2,2422.0
2012,NUTS,2010,ITI3,2,2572.0
2013,NUTS,2010,ITI3,2,2711.0
2014,NUTS,2010,ITI3,2,2818.0
2015,NUTS,2010,ITI3,2,2822.0
2016,NUTS,2010,ITI3,2,3133.0
2017,NUTS,2010,ITI3,2,3675.0
2018,NUTS,2010,ITI3,2,3675.0
2019,NUTS,2010,ITI3,2,3895.0
2003,NUTS,2010,ITI4,2,17059.0
2004,NUTS,2010,ITI4,2,17357.0
2005,NUTS,2010,ITI4,2,19378.0
2007,NUTS,2010,ITI4,2,20044.0
2008,NUTS,2010,ITI4,2,19580.0
2009,NUTS,2010,ITI4,2,20549.0
2010,NUTS,2010,ITI4,2,20516.0
2011,NUTS,2010,ITI4,2,19523.0
2012,NUTS,2010,ITI4,2,20315.0
2013,NUTS,2010,ITI4,2,20616.0
2014,NUTS,2010,ITI4,2,20282.0
2015,NUTS,2010,ITI4,2,21293.0
2016,NUTS,2010,ITI4,2,22001.0
2017,NUTS,2010,ITI4,2,22567.0
2018,NUTS,2010,ITI4,2,23538.0
2019,NUTS,2010,ITI4,2,25757.0
2001,NUTS,2010,JP,0,169370.0
2002,NUTS,2010,JP,0,172681.0
2003,NUTS,2010,JP,0,183216.0
2004,NUTS,2010,JP,0,189694.0
2005,NUTS,2010,JP,0,196263.0
2006,NUTS,2010,JP,0,203707.0
2007,NUTS,2010,JP,0,210462.0
2008,NUTS,2010,JP,0,211960.0
2009,NUTS,2010,JP,0,216760.0
2010,NUTS,2010,JP,0,221929.0
2011,NUTS,2010,JP,0,221520.0
2012,NUTS,2010,JP,0,226902.0
2013,NUTS,2010,JP,0,229437.0
2014,NUTS,2010,JP,0,238275.0
2015,NUTS,2010,JP,0,244093.0
2016,NUTS,2010,JP,0,250308.0
2017,NUTS,2010,JP,0,258396.0
2018,NUTS,2010,JP,0,265672.0
2019,NUTS,2010,JP,0,273075.0
2001,NUTS,2010,KR,0,42340.0
2002,NUTS,2010,KR,0,47309.0
2003,NUTS,2010,KR,0,49616.0
2004,NUTS,2010,KR,0,53507.0
2005,NUTS,2010,KR,0,59029.0
2006,NUTS,2010,KR,0,65383.0
2007,NUTS,2010,KR,0,86424.0
2008,NUTS,2010,KR,0,92241.0
2009,NUTS,2010,KR,0,100537.0
2010,NUTS,2010,KR,0,110784.0
2011,NUTS,2010,KR,0,120782.0
2012,NUTS,2010,KR,0,128928.0
2013,NUTS,2010,KR,0,130864.0
2014,NUTS,2010,KR,0,140693.0
2015,NUTS,2010,KR,0,144366.0
2016,NUTS,2010,KR,0,150593.0
2017,NUTS,2010,KR,0,158554.0
2018,NUTS,2010,KR,0,170907.0
2019,NUTS,2010,KR,0,181972.0
2000,NUTS,2010,LT,0,7338.0
2001,NUTS,2010,LT,0,8054.0
2002,NUTS,2010,LT,0,7263.0
2003,NUTS,2010,LT,0,7797.0
2004,NUTS,2010,LT,0,8828.0
2005,NUTS,2010,LT,0,8710.0
2006,NUTS,2010,LT,0,8825.0
2007,NUTS,2010,LT,0,10066.0
2008,NUTS,2010,LT,0,10081.0
2009,NUTS,2010,LT,0,10113.0
2010,NUTS,2010,LT,0,10111.0
2011,NUTS,2010,LT,0,12138.0
2012,NUTS,2010,LT,0,12100.0
2013,NUTS,2010,LT,0,12222.0
2014,NUTS,2010,LT,0,12647.0
2015,NUTS,2010,LT,0,11447.0
2016,NUTS,2010,LT,0,11851.0
2017,NUTS,2010,LT,0,11989.0
2018,NUTS,2010,LT,0,12190.0
2019,NUTS,2010,LT,0,12280.0
2015,NUTS,2010,LT01,2,5939.0
2016,NUTS,2010,LT01,2,5901.0
2017,NUTS,2010,LT01,2,5885.0
2018,NUTS,2010,LT01,2,6013.0
2019,NUTS,2010,LT01,2,5955.0
2015,NUTS,2010,LT02,2,5508.0
2016,NUTS,2010,LT02,2,5950.0
2017,NUTS,2010,LT02,2,6104.0
2018,NUTS,2010,LT02,2,6177.0
2019,NUTS,2010,LT02,2,6325.0
2003,NUTS,2010,LU,0,948.0
2005,NUTS,2010,LU,0,1068.0
2007,NUTS,2010,LU,0,2019.0
2009,NUTS,2010,LU,0,1633.0
2011,NUTS,2010,LU,0,1549.0
2013,NUTS,2010,LU,0,1412.0
2014,NUTS,2010,LU,0,1165.0
2015,NUTS,2010,LU,0,1691.0
2017,NUTS,2010,LU,0,1801.0
2019,NUTS,2010,LU,0,1936.0
1995,NUTS,2010,LV,0,3504.0
1996,NUTS,2010,LV,0,3108.0
1997,NUTS,2010,LV,0,2951.0
1998,NUTS,2010,LV,0,3059.0
1999,NUTS,2010,LV,0,3224.0
2000,NUTS,2010,LV,0,4210.0
2001,NUTS,2010,LV,0,4587.0
2002,NUTS,2010,LV,0,5008.0
2003,NUTS,2010,LV,0,4361.0
2004,NUTS,2010,LV,0,4488.0
2005,NUTS,2010,LV,0,4904.0
2006,NUTS,2010,LV,0,5452.0
2007,NUTS,2010,LV,0,6017.0
2008,NUTS,2010,LV,0,5986.0
2009,NUTS,2010,LV,0,4921.0
2010,NUTS,2010,LV,0,4597.0
2011,NUTS,2010,LV,0,5429.0
2012,NUTS,2010,LV,0,5918.0
2013,NUTS,2010,LV,0,5472.0
2015,NUTS,2010,LV,0,6025.0
2016,NUTS,2010,LV,0,6022.0
2017,NUTS,2010,LV,0,6214.0
2018,NUTS,2010,LV,0,6476.0
2019,NUTS,2010,LV,0,6730.0
2011,NUTS,2010,ME,0,1162.0
2013,NUTS,2010,ME,0,1239.0
2014,NUTS,2010,ME,0,1231.0
2015,NUTS,2010,ME,0,1194.0
2017,NUTS,2010,ME,0,1227.0
2018,NUTS,2010,ME,0,1313.0
2019,NUTS,2010,ME,0,1293.0
2005,NUTS,2010,MK,0,1605.0
2006,NUTS,2010,MK,0,1560.0
2007,NUTS,2010,MK,0,1584.0
2008,NUTS,2010,MK,0,1491.0
2009,NUTS,2010,MK,0,1321.0
2010,NUTS,2010,MK,0,1511.0
2011,NUTS,2010,MK,0,1255.0
2012,NUTS,2010,MK,0,1546.0
2015,NUTS,2010,MK,0,2165.0
2016,NUTS,2010,MK,0,2257.0
2017,NUTS,2010,MK,0,2122.0
2018,NUTS,2010,MK,0,2196.0
2019,NUTS,2010,MK,0,2141.0
2004,NUTS,2010,MT,0,369.0
2005,NUTS,2010,MT,0,426.0
2006,NUTS,2010,MT,0,453.0
2007,NUTS,2010,MT,0,423.0
2008,NUTS,2010,MT,0,499.0
2009,NUTS,2010,MT,0,479.0
2010,NUTS,2010,MT,0,539.0
2011,NUTS,2010,MT,0,612.0
2012,NUTS,2010,MT,0,728.0
2013,NUTS,2010,MT,0,713.0
2014,NUTS,2010,MT,0,723.0
2015,NUTS,2010,MT,0,755.0
2016,NUTS,2010,MT,0,761.0
2017,NUTS,2010,MT,0,859.0
2018,NUTS,2010,MT,0,890.0
2019,NUTS,2010,MT,0,918.0
2001,NUTS,2010,NL,0,26573.0
2003,NUTS,2010,NL,0,26918.0
2005,NUTS,2010,NL,0,28999.0
2007,NUTS,2010,NL,0,31974.0
2009,NUTS,2010,NL,0,31273.0
2011,NUTS,2010,NL,0,43852.0
2012,NUTS,2010,NL,0,48653.0
2013,NUTS,2010,NL,0,50766.0
2014,NUTS,2010,NL,0,51228.0
2015,NUTS,2010,NL,0,53035.0
2016,NUTS,2010,NL,0,56364.0
2017,NUTS,2010,NL,0,57344.0
2018,NUTS,2010,NL,0,60469.0
2019,NUTS,2010,NL,0,65160.0
2003,NUTS,2010,NL1,1,
2011,NUTS,2010,NL1,1,3454.0
2012,NUTS,2010,NL1,1,3226.0
2003,NUTS,2010,NL11,2,
2011,NUTS,2010,NL11,2,2014.0
2012,NUTS,2010,NL11,2,2095.0
2003,NUTS,2010,NL12,2,
2011,NUTS,2010,NL12,2,613.0
2012,NUTS,2010,NL12,2,669.0
2003,NUTS,2010,NL13,2,
2011,NUTS,2010,NL13,2,827.0
2012,NUTS,2010,NL13,2,462.0
2003,NUTS,2010,NL2,1,
2011,NUTS,2010,NL2,1,8356.0
2012,NUTS,2010,NL2,1,9780.0
2003,NUTS,2010,NL21,2,
2011,NUTS,2010,NL21,2,2113.0
2012,NUTS,2010,NL21,2,2481.0
2003,NUTS,2010,NL22,2,
2011,NUTS,2010,NL22,2,5537.0
2012,NUTS,2010,NL22,2,6465.0
2003,NUTS,2010,NL23,2,
2011,NUTS,2010,NL23,2,707.0
2012,NUTS,2010,NL23,2,834.0
2003,NUTS,2010,NL3,1,
2011,NUTS,2010,NL3,1,23682.0
2012,NUTS,2010,NL3,1,25886.0
2003,NUTS,2010,NL31,2,
2011,NUTS,2010,NL31,2,4245.0
2012,NUTS,2010,NL31,2,5034.0
2003,NUTS,2010,NL32,2,
2011,NUTS,2010,NL32,2,9587.0
2012,NUTS,2010,NL32,2,10730.0
2003,NUTS,2010,NL33,2,
2011,NUTS,2010,NL33,2,9555.0
2012,NUTS,2010,NL33,2,9893.0
2003,NUTS,2010,NL34,2,
2011,NUTS,2010,NL34,2,297.0
2012,NUTS,2010,NL34,2,229.0
2003,NUTS,2010,NL4,1,
2011,NUTS,2010,NL4,1,8359.0
2012,NUTS,2010,NL4,1,9761.0
2003,NUTS,2010,NL41,2,
2011,NUTS,2010,NL41,2,5846.0
2012,NUTS,2010,NL41,2,7122.0
2003,NUTS,2010,NL42,2,
2011,NUTS,2010,NL42,2,2513.0
2012,NUTS,2010,NL42,2,2639.0
2003,NUTS,2010,NO,0,16800.0
2005,NUTS,2010,NO,0,18689.0
2007,NUTS,2010,NO,0,21950.0
2008,NUTS,2010,NO,0,23516.0
2009,NUTS,2010,NO,0,24346.0
2010,NUTS,2010,NO,0,24667.0
2011,NUTS,2010,NO,0,25213.0
2012,NUTS,2010,NO,0,25632.0
2013,NUTS,2010,NO,0,26921.0
2014,NUTS,2010,NO,0,28363.0
2015,NUTS,2010,NO,0,29888.0
2016,NUTS,2010,NO,0,31306.0
2017,NUTS,2010,NO,0,33526.0
2018,NUTS,2010,NO,0,34494.0
2019,NUTS,2010,NO,0,35160.0
2003,NUTS,2010,NO0,1,16800.0
2005,NUTS,2010,NO0,1,18689.0
2007,NUTS,2010,NO0,1,21950.0
2008,NUTS,2010,NO0,1,23516.0
2009,NUTS,2010,NO0,1,24346.0
2010,NUTS,2010,NO0,1,24667.0
2011,NUTS,2010,NO0,1,25213.0
2012,NUTS,2010,NO0,1,25632.0
2013,NUTS,2010,NO0,1,26921.0
2014,NUTS,2010,NO0,1,28363.0
2001,NUTS,2010,NO01,2,4746.0
2007,NUTS,2010,NO01,2,9959.0
2008,NUTS,2010,NO01,2,10607.0
2009,NUTS,2010,NO01,2,11003.0
2010,NUTS,2010,NO01,2,10679.0
2011,NUTS,2010,NO01,2,10940.0
2012,NUTS,2010,NO01,2,10916.0
2013,NUTS,2010,NO01,2,11211.0
2014,NUTS,2010,NO01,2,11970.0
2001,NUTS,2010,NO02,2,228.0
2007,NUTS,2010,NO02,2,412.0
2008,NUTS,2010,NO02,2,510.0
2009,NUTS,2010,NO02,2,503.0
2010,NUTS,2010,NO02,2,545.0
2011,NUTS,2010,NO02,2,596.0
2012,NUTS,2010,NO02,2,591.0
2013,NUTS,2010,NO02,2,687.0
2014,NUTS,2010,NO02,2,725.0
2001,NUTS,2010,NO03,2,695.0
2007,NUTS,2010,NO03,2,1407.0
2008,NUTS,2010,NO03,2,1645.0
2009,NUTS,2010,NO03,2,1545.0
2010,NUTS,2010,NO03,2,1785.0
2011,NUTS,2010,NO03,2,1831.0
2012,NUTS,2010,NO03,2,1905.0
2013,NUTS,2010,NO03,2,2033.0
2014,NUTS,2010,NO03,2,2184.0
2001,NUTS,2010,NO04,2,731.0
2007,NUTS,2010,NO04,2,1557.0
2008,NUTS,2010,NO04,2,1596.0
2009,NUTS,2010,NO04,2,1687.0
2010,NUTS,2010,NO04,2,1664.0
2011,NUTS,2010,NO04,2,1664.0
2012,NUTS,2010,NO04,2,1773.0
2013,NUTS,2010,NO04,2,1873.0
2014,NUTS,2010,NO04,2,2053.0
2001,NUTS,2010,NO05,2,1353.0
2007,NUTS,2010,NO05,2,3683.0
2008,NUTS,2010,NO05,2,3904.0
2009,NUTS,2010,NO05,2,3964.0
2010,NUTS,2010,NO05,2,4097.0
2011,NUTS,2010,NO05,2,4073.0
2012,NUTS,2010,NO05,2,4175.0
2013,NUTS,2010,NO05,2,4318.0
2014,NUTS,2010,NO05,2,4809.0
2001,NUTS,2010,NO06,2,1216.0
2007,NUTS,2010,NO06,2,3000.0
2008,NUTS,2010,NO06,2,3238.0
2009,NUTS,2010,NO06,2,3448.0
2010,NUTS,2010,NO06,2,3610.0
2011,NUTS,2010,NO06,2,3801.0
2012,NUTS,2010,NO06,2,3878.0
2013,NUTS,2010,NO06,2,4378.0
2014,NUTS,2010,NO06,2,4055.0
2001,NUTS,2010,NO07,2,805.0
2007,NUTS,2010,NO07,2,1933.0
2008,NUTS,2010,NO07,2,2100.0
2009,NUTS,2010,NO07,2,2231.0
2010,NUTS,2010,NO07,2,2287.0
2011,NUTS,2010,NO07,2,2309.0
2012,NUTS,2010,NO07,2,2388.0
2013,NUTS,2010,NO07,2,2417.0
2014,NUTS,2010,NO07,2,2566.0
2000,NUTS,2010,PL,0,54326.0
2003,NUTS,2010,PL,0,55294.0
2004,NUTS,2010,PL,0,55303.0
2005,NUTS,2010,PL,0,52645.0
2006,NUTS,2010,PL,0,51590.0
2007,NUTS,2010,PL,0,51823.0
2008,NUTS,2010,PL,0,50890.0
2009,NUTS,2010,PL,0,50501.0
2010,NUTS,2010,PL,0,53633.0
2011,NUTS,2010,PL,0,54556.0
2012,NUTS,2010,PL,0,56190.0
2013,NUTS,2010,PL,0,57998.0
2014,NUTS,2010,PL,0,60319.0
2015,NUTS,2010,PL,0,61613.0
2016,NUTS,2010,PL,0,67078.0
2017,NUTS,2010,PL,0,95278.0
2018,NUTS,2010,PL,0,104211.0
2019,NUTS,2010,PL,0,105685.0
2000,NUTS,2010,PL1,1,20299.0
2003,NUTS,2010,PL1,1,18949.0
2004,NUTS,2010,PL1,1,18838.0
2005,NUTS,2010,PL1,1,18470.0
2006,NUTS,2010,PL1,1,18394.0
2007,NUTS,2010,PL1,1,18635.0
2008,NUTS,2010,PL1,1,17638.0
2009,NUTS,2010,PL1,1,17736.0
2010,NUTS,2010,PL1,1,18829.0
2011,NUTS,2010,PL1,1,18671.0
2012,NUTS,2010,PL1,1,18978.0
2013,NUTS,2010,PL1,1,19633.0
2014,NUTS,2010,PL1,1,20446.0
2015,NUTS,2010,PL1,1,20583.0
2000,NUTS,2010,PL11,2,4294.0
2003,NUTS,2010,PL11,2,3719.0
2004,NUTS,2010,PL11,2,3721.0
2005,NUTS,2010,PL11,2,3749.0
2006,NUTS,2010,PL11,2,3803.0
2007,NUTS,2010,PL11,2,4108.0
2008,NUTS,2010,PL11,2,3503.0
2009,NUTS,2010,PL11,2,3765.0
2010,NUTS,2010,PL11,2,3821.0
2011,NUTS,2010,PL11,2,3912.0
2012,NUTS,2010,PL11,2,4478.0
2013,NUTS,2010,PL11,2,4081.0
2014,NUTS,2010,PL11,2,4094.0
2015,NUTS,2010,PL11,2,4229.0
2000,NUTS,2010,PL12,2,16005.0
2003,NUTS,2010,PL12,2,15230.0
2004,NUTS,2010,PL12,2,15117.0
2005,NUTS,2010,PL12,2,14721.0
2006,NUTS,2010,PL12,2,14591.0
2007,NUTS,2010,PL12,2,14527.0
2008,NUTS,2010,PL12,2,14135.0
2009,NUTS,2010,PL12,2,13971.0
2010,NUTS,2010,PL12,2,15008.0
2011,NUTS,2010,PL12,2,14759.0
2012,NUTS,2010,PL12,2,14500.0
2013,NUTS,2010,PL12,2,15552.0
2014,NUTS,2010,PL12,2,16352.0
2015,NUTS,2010,PL12,2,16354.0
2000,NUTS,2010,PL2,1,10830.0
2003,NUTS,2010,PL2,1,12692.0
2004,NUTS,2010,PL2,1,12638.0
2005,NUTS,2010,PL2,1,10892.0
2006,NUTS,2010,PL2,1,9696.0
2007,NUTS,2010,PL2,1,9605.0
2008,NUTS,2010,PL2,1,9644.0
2009,NUTS,2010,PL2,1,9400.0
2010,NUTS,2010,PL2,1,10170.0
2011,NUTS,2010,PL2,1,10593.0
2012,NUTS,2010,PL2,1,11438.0
2013,NUTS,2010,PL2,1,11492.0
2014,NUTS,2010,PL2,1,11873.0
2015,NUTS,2010,PL2,1,12260.0
2016,NUTS,2010,PL2,1,13082.0
2017,NUTS,2010,PL2,1,18794.0
2018,NUTS,2010,PL2,1,20597.0
2019,NUTS,2010,PL2,1,21937.0
2000,NUTS,2010,PL21,2,6754.0
2003,NUTS,2010,PL21,2,7301.0
2004,NUTS,2010,PL21,2,7289.0
2005,NUTS,2010,PL21,2,6214.0
2006,NUTS,2010,PL21,2,5086.0
2007,NUTS,2010,PL21,2,5207.0
2008,NUTS,2010,PL21,2,5188.0
2009,NUTS,2010,PL21,2,5221.0
2010,NUTS,2010,PL21,2,5754.0
2011,NUTS,2010,PL21,2,5889.0
2012,NUTS,2010,PL21,2,6604.0
2013,NUTS,2010,PL21,2,6591.0
2014,NUTS,2010,PL21,2,6979.0
2015,NUTS,2010,PL21,2,7355.0
2016,NUTS,2010,PL21,2,7897.0
2017,NUTS,2010,PL21,2,12161.0
2018,NUTS,2010,PL21,2,12823.0
2019,NUTS,2010,PL21,2,12733.0
2000,NUTS,2010,PL22,2,4076.0
2003,NUTS,2010,PL22,2,5391.0
2004,NUTS,2010,PL22,2,5349.0
2005,NUTS,2010,PL22,2,4678.0
2006,NUTS,2010,PL22,2,4610.0
2007,NUTS,2010,PL22,2,4398.0
2008,NUTS,2010,PL22,2,4456.0
2009,NUTS,2010,PL22,2,4179.0
2010,NUTS,2010,PL22,2,4416.0
2011,NUTS,2010,PL22,2,4704.0
2012,NUTS,2010,PL22,2,4834.0
2013,NUTS,2010,PL22,2,4901.0
2014,NUTS,2010,PL22,2,4894.0
2015,NUTS,2010,PL22,2,4905.0
2016,NUTS,2010,PL22,2,5185.0
2017,NUTS,2010,PL22,2,6633.0
2018,NUTS,2010,PL22,2,7774.0
2019,NUTS,2010,PL22,2,9204.0
2000,NUTS,2010,PL3,1,5660.0
2003,NUTS,2010,PL3,1,5873.0
2004,NUTS,2010,PL3,1,5869.0
2005,NUTS,2010,PL3,1,5979.0
2006,NUTS,2010,PL3,1,6034.0
2007,NUTS,2010,PL3,1,5993.0
2008,NUTS,2010,PL3,1,6418.0
2009,NUTS,2010,PL3,1,6201.0
2010,NUTS,2010,PL3,1,6886.0
2011,NUTS,2010,PL3,1,7002.0
2012,NUTS,2010,PL3,1,7103.0
2013,NUTS,2010,PL3,1,7604.0
2014,NUTS,2010,PL3,1,7845.0
2015,NUTS,2010,PL3,1,7964.0
2000,NUTS,2010,PL31,2,3177.0
2003,NUTS,2010,PL31,2,3168.0
2004,NUTS,2010,PL31,2,3260.0
2005,NUTS,2010,PL31,2,3319.0
2006,NUTS,2010,PL31,2,3333.0
2007,NUTS,2010,PL31,2,3261.0
2008,NUTS,2010,PL31,2,3305.0
2009,NUTS,2010,PL31,2,3172.0
2010,NUTS,2010,PL31,2,3355.0
2011,NUTS,2010,PL31,2,3224.0
2012,NUTS,2010,PL31,2,3691.0
2013,NUTS,2010,PL31,2,3535.0
2014,NUTS,2010,PL31,2,3695.0
2015,NUTS,2010,PL31,2,3656.0
2000,NUTS,2010,PL32,2,807.0
2003,NUTS,2010,PL32,2,1015.0
2004,NUTS,2010,PL32,2,965.0
2005,NUTS,2010,PL32,2,1018.0
2006,NUTS,2010,PL32,2,1056.0
2007,NUTS,2010,PL32,2,1036.0
2008,NUTS,2010,PL32,2,1184.0
2009,NUTS,2010,PL32,2,1217.0
2010,NUTS,2010,PL32,2,1772.0
2011,NUTS,2010,PL32,2,1895.0
2012,NUTS,2010,PL32,2,2003.0
2013,NUTS,2010,PL32,2,2151.0
2014,NUTS,2010,PL32,2,2203.0
2015,NUTS,2010,PL32,2,2247.0
2000,NUTS,2010,PL33,2,415.0
2003,NUTS,2010,PL33,2,555.0
2004,NUTS,2010,PL33,2,457.0
2005,NUTS,2010,PL33,2,557.0
2006,NUTS,2010,PL33,2,488.0
2007,NUTS,2010,PL33,2,577.0
2008,NUTS,2010,PL33,2,681.0
2009,NUTS,2010,PL33,2,599.0
2010,NUTS,2010,PL33,2,586.0
2011,NUTS,2010,PL33,2,
2012,NUTS,2010,PL33,2,204.0
2013,NUTS,2010,PL33,2,614.0
2014,NUTS,2010,PL33,2,659.0
2015,NUTS,2010,PL33,2,690.0
2000,NUTS,2010,PL34,2,1261.0
2003,NUTS,2010,PL34,2,1135.0
2004,NUTS,2010,PL34,2,1187.0
2005,NUTS,2010,PL34,2,1085.0
2006,NUTS,2010,PL34,2,1157.0
2007,NUTS,2010,PL34,2,1119.0
2008,NUTS,2010,PL34,2,1248.0
2009,NUTS,2010,PL34,2,1213.0
2010,NUTS,2010,PL34,2,1173.0
2011,NUTS,2010,PL34,2,
2012,NUTS,2010,PL34,2,1205.0
2013,NUTS,2010,PL34,2,1304.0
2014,NUTS,2010,PL34,2,1288.0
2015,NUTS,2010,PL34,2,1371.0
2000,NUTS,2010,PL4,1,7701.0
2003,NUTS,2010,PL4,1,7903.0
2004,NUTS,2010,PL4,1,8017.0
2005,NUTS,2010,PL4,1,7625.0
2006,NUTS,2010,PL4,1,7699.0
2007,NUTS,2010,PL4,1,7922.0
2008,NUTS,2010,PL4,1,7887.0
2009,NUTS,2010,PL4,1,7733.0
2010,NUTS,2010,PL4,1,8096.0
2011,NUTS,2010,PL4,1,8218.0
2012,NUTS,2010,PL4,1,7974.0
2013,NUTS,2010,PL4,1,8017.0
2014,NUTS,2010,PL4,1,8457.0
2015,NUTS,2010,PL4,1,8574.0
2016,NUTS,2010,PL4,1,8417.0
2017,NUTS,2010,PL4,1,11377.0
2018,NUTS,2010,PL4,1,12986.0
2019,NUTS,2010,PL4,1,11675.0
2000,NUTS,2010,PL41,2,5488.0
2003,NUTS,2010,PL41,2,5827.0
2004,NUTS,2010,PL41,2,5832.0
2005,NUTS,2010,PL41,2,5440.0
2006,NUTS,2010,PL41,2,5995.0
2007,NUTS,2010,PL41,2,6017.0
2008,NUTS,2010,PL41,2,6084.0
2009,NUTS,2010,PL41,2,6021.0
2010,NUTS,2010,PL41,2,6310.0
2011,NUTS,2010,PL41,2,6330.0
2012,NUTS,2010,PL41,2,5940.0
2013,NUTS,2010,PL41,2,6034.0
2014,NUTS,2010,PL41,2,6355.0
2015,NUTS,2010,PL41,2,6447.0
2016,NUTS,2010,PL41,2,6308.0
2017,NUTS,2010,PL41,2,7851.0
2018,NUTS,2010,PL41,2,9327.0
2019,NUTS,2010,PL41,2,8009.0
2000,NUTS,2010,PL42,2,1701.0
2003,NUTS,2010,PL42,2,1575.0
2004,NUTS,2010,PL42,2,1665.0
2005,NUTS,2010,PL42,2,1655.0
2006,NUTS,2010,PL42,2,1325.0
2007,NUTS,2010,PL42,2,1465.0
2008,NUTS,2010,PL42,2,1398.0
2009,NUTS,2010,PL42,2,1326.0
2010,NUTS,2010,PL42,2,
2011,NUTS,2010,PL42,2,
2012,NUTS,2010,PL42,2,1614.0
2013,NUTS,2010,PL42,2,1566.0
2014,NUTS,2010,PL42,2,1670.0
2015,NUTS,2010,PL42,2,1686.0
2016,NUTS,2010,PL42,2,1686.0
2017,NUTS,2010,PL42,2,2723.0
2018,NUTS,2010,PL42,2,2826.0
2019,NUTS,2010,PL42,2,2904.0
2000,NUTS,2010,PL43,2,512.0
2003,NUTS,2010,PL43,2,501.0
2004,NUTS,2010,PL43,2,520.0
2005,NUTS,2010,PL43,2,530.0
2006,NUTS,2010,PL43,2,379.0
2007,NUTS,2010,PL43,2,440.0
2008,NUTS,2010,PL43,2,405.0
2009,NUTS,2010,PL43,2,386.0
2010,NUTS,2010,PL43,2,
2011,NUTS,2010,PL43,2,
2012,NUTS,2010,PL43,2,420.0
2013,NUTS,2010,PL43,2,417.0
2014,NUTS,2010,PL43,2,432.0
2015,NUTS,2010,PL43,2,441.0
2016,NUTS,2010,PL43,2,423.0
2017,NUTS,2010,PL43,2,803.0
2018,NUTS,2010,PL43,2,833.0
2019,NUTS,2010,PL43,2,762.0
2000,NUTS,2010,PL5,1,4442.0
2003,NUTS,2010,PL5,1,4448.0
2004,NUTS,2010,PL5,1,4453.0
2005,NUTS,2010,PL5,1,4268.0
2006,NUTS,2010,PL5,1,4253.0
