year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_ht_p_mact
2011,NUTS,2010,TR1,1,2.69
2012,NUTS,2010,TR1,1,2.568
2011,NUTS,2010,TR10,2,2.69
2012,NUTS,2010,TR10,2,2.568
2011,NUTS,2010,TR3,1,2.038
2012,NUTS,2010,TR3,1,1.716
2011,NUTS,2010,TR31,2,0.918
2011,NUTS,2010,TR33,2,5.824
2012,NUTS,2010,TR33,2,6.001
2011,NUTS,2010,TR4,1,0.374
2012,NUTS,2010,TR4,1,0.542
2012,NUTS,2010,TR41,2,0.36
2011,NUTS,2010,TR42,2,0.74
2012,NUTS,2010,TR42,2,0.727
2011,NUTS,2010,TR5,1,4.317
2012,NUTS,2010,TR5,1,3.741
2011,NUTS,2010,TR51,2,6.325
2012,NUTS,2010,TR51,2,5.41
2011,NUTS,2010,TR6,1,0.049
2012,NUTS,2010,TR6,1,0.143
2011,NUTS,2010,TR61,2,0.15
2012,NUTS,2010,TR61,2,0.431
2011,NUTS,2010,UK,0,33.917
2012,NUTS,2010,UK,0,29.121
2011,NUTS,2010,UKC,1,14.385
2012,NUTS,2010,UKC,1,12.736
2011,NUTS,2010,UKC1,2,19.207
2012,NUTS,2010,UKC1,2,8.496
2011,NUTS,2010,UKC2,2,10.44
2012,NUTS,2010,UKC2,2,16.049
2011,NUTS,2010,UKD,1,16.76
2012,NUTS,2010,UKD,1,9.014
2012,NUTS,2010,UKD1,2,2.931
2011,NUTS,2010,UKD3,2,19.552
2012,NUTS,2010,UKD3,2,12.817
2011,NUTS,2010,UKD4,2,28.226
2012,NUTS,2010,UKD4,2,11.034
2011,NUTS,2010,UKD6,2,12.505
2012,NUTS,2010,UKD6,2,9.385
2011,NUTS,2010,UKD7,2,8.91
2012,NUTS,2010,UKD7,2,1.945
2011,NUTS,2010,UKE,1,18.418
2012,NUTS,2010,UKE,1,11.964
2011,NUTS,2010,UKE1,2,9.411
2011,NUTS,2010,UKE2,2,36.587
2012,NUTS,2010,UKE2,2,21.095
2011,NUTS,2010,UKE3,2,13.033
2012,NUTS,2010,UKE3,2,4.089
2011,NUTS,2010,UKE4,2,18.799
2012,NUTS,2010,UKE4,2,18.248
2011,NUTS,2010,UKF,1,23.406
2012,NUTS,2010,UKF,1,12.967
2011,NUTS,2010,UKF1,2,40.556
2012,NUTS,2010,UKF1,2,16.792
2011,NUTS,2010,UKF2,2,11.402
2012,NUTS,2010,UKF2,2,12.85
2011,NUTS,2010,UKF3,2,4.474
2012,NUTS,2010,UKF3,2,1.453
2011,NUTS,2010,UKG,1,10.123
2012,NUTS,2010,UKG,1,8.795
2011,NUTS,2010,UKG1,2,10.811
2012,NUTS,2010,UKG1,2,13.398
2011,NUTS,2010,UKG2,2,5.141
2012,NUTS,2010,UKG2,2,7.041
2011,NUTS,2010,UKG3,2,12.904
2012,NUTS,2010,UKG3,2,7.451
2011,NUTS,2010,UKH,1,51.854
2012,NUTS,2010,UKH,1,45.748
2011,NUTS,2010,UKH1,2,82.752
2012,NUTS,2010,UKH1,2,75.046
2011,NUTS,2010,UKH2,2,31.08
2012,NUTS,2010,UKH2,2,38.85
2011,NUTS,2010,UKH3,2,30.134
2012,NUTS,2010,UKH3,2,12.089
2011,NUTS,2010,UKI,1,37.342
2012,NUTS,2010,UKI,1,39.65
2011,NUTS,2010,UKI1,2,67.52
2011,NUTS,2010,UKI2,2,15.657
2011,NUTS,2010,UKJ,1,65.601
2012,NUTS,2010,UKJ,1,56.099
2011,NUTS,2010,UKJ1,2,96.446
2012,NUTS,2010,UKJ1,2,65.568
2011,NUTS,2010,UKJ2,2,81.221
2012,NUTS,2010,UKJ2,2,83.682
2011,NUTS,2010,UKJ3,2,49.208
2012,NUTS,2010,UKJ3,2,43.506
2011,NUTS,2010,UKJ4,2,14.387
2012,NUTS,2010,UKJ4,2,10.848
2011,NUTS,2010,UKK,1,51.065
2012,NUTS,2010,UKK,1,43.186
2011,NUTS,2010,UKK1,2,99.689
2012,NUTS,2010,UKK1,2,80.232
2011,NUTS,2010,UKK2,2,18.293
2012,NUTS,2010,UKK2,2,13.707
2011,NUTS,2010,UKK3,2,3.726
2012,NUTS,2010,UKK3,2,11.098
2011,NUTS,2010,UKK4,2,3.504
2012,NUTS,2010,UKK4,2,9.372
2011,NUTS,2010,UKL,1,15.02
2012,NUTS,2010,UKL,1,17.768
2011,NUTS,2010,UKL1,2,5.744
2012,NUTS,2010,UKL1,2,19.355
2011,NUTS,2010,UKL2,2,30.053
2012,NUTS,2010,UKL2,2,15.167
2011,NUTS,2010,UKM,1,18.2
2012,NUTS,2010,UKM,1,16.168
2011,NUTS,2010,UKM2,2,32.434
2012,NUTS,2010,UKM2,2,17.542
2011,NUTS,2010,UKM3,2,10.305
2012,NUTS,2010,UKM3,2,10.383
2011,NUTS,2010,UKM5,2,12.424
2012,NUTS,2010,UKM5,2,22.292
2012,NUTS,2010,UKM6,2,27.009
2011,NUTS,2010,UKN,1,20.972
2012,NUTS,2010,UKN,1,9.152
2011,NUTS,2010,UKN0,2,20.972
2012,NUTS,2010,UKN0,2,9.152
