year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_t_pc_act_hc
2011,NUTS,2010,HU33,2,0.3102
2012,NUTS,2010,HU33,2,0.3509
2013,NUTS,2010,HU33,2,0.4038
2014,NUTS,2010,HU33,2,0.3799
2015,NUTS,2010,HU33,2,0.2478
2016,NUTS,2010,HU33,2,0.2577
2017,NUTS,2010,HU33,2,0.3477
2018,NUTS,2010,HU33,2,0.4216
2019,NUTS,2010,HU33,2,0.4811
2011,NUTS,2010,IE,0,0.8743
2013,NUTS,2010,IE,0,1.1307
2015,NUTS,2010,IE,0,1.188
2017,NUTS,2010,IE,0,1.1982
2019,NUTS,2010,IE,0,1.1785
2011,NUTS,2010,IE0,1,0.8547
2013,NUTS,2010,IE0,1,1.1034
2015,NUTS,2010,IE0,1,1.1533
2017,NUTS,2010,IE0,1,1.1616
2011,NUTS,2010,IE01,2,0.7057
2013,NUTS,2010,IE01,2,0.7775
2015,NUTS,2010,IE01,2,0.7571
2017,NUTS,2010,IE01,2,1.9696
2011,NUTS,2010,IE02,2,0.906
2013,NUTS,2010,IE02,2,1.2174
2015,NUTS,2010,IE02,2,1.2901
2017,NUTS,2010,IE02,2,1.0452
2011,NUTS,2010,IS,0,1.1515
2013,NUTS,2010,IS,0,1.22
2015,NUTS,2010,IS,0,1.5724
2016,NUTS,2010,IS,0,1.5301
2017,NUTS,2010,IS,0,1.6508
2018,NUTS,2010,IS,0,1.6166
2011,NUTS,2010,IT,0,0.6283
2012,NUTS,2010,IT,0,0.6586
2013,NUTS,2010,IT,0,0.6988
2014,NUTS,2010,IT,0,0.7154
2015,NUTS,2010,IT,0,0.771
2016,NUTS,2010,IT,0,0.9432
2017,NUTS,2010,IT,0,1.1312
2018,NUTS,2010,IT,0,1.3039
2019,NUTS,2010,IT,0,1.3575
2011,NUTS,2010,ITC,1,0.9337
2012,NUTS,2010,ITC,1,0.9635
2013,NUTS,2010,ITC,1,0.9959
2014,NUTS,2010,ITC,1,1.0248
2015,NUTS,2010,ITC,1,1.0754
2016,NUTS,2010,ITC,1,1.298
2017,NUTS,2010,ITC,1,1.4858
2018,NUTS,2010,ITC,1,1.6873
2019,NUTS,2010,ITC,1,1.733
2011,NUTS,2010,ITC1,2,1.0083
2012,NUTS,2010,ITC1,2,1.0481
2013,NUTS,2010,ITC1,2,1.1517
2014,NUTS,2010,ITC1,2,1.2055
2015,NUTS,2010,ITC1,2,1.2779
2016,NUTS,2010,ITC1,2,1.5019
2017,NUTS,2010,ITC1,2,1.6388
2018,NUTS,2010,ITC1,2,1.8232
2019,NUTS,2010,ITC1,2,1.8481
2011,NUTS,2010,ITC2,2,0.5818
2012,NUTS,2010,ITC2,2,0.5503
2013,NUTS,2010,ITC2,2,0.4245
2014,NUTS,2010,ITC2,2,0.3702
2015,NUTS,2010,ITC2,2,0.3837
2016,NUTS,2010,ITC2,2,0.5587
2017,NUTS,2010,ITC2,2,0.5228
2018,NUTS,2010,ITC2,2,0.5635
2019,NUTS,2010,ITC2,2,0.4223
2011,NUTS,2010,ITC3,2,0.6298
2012,NUTS,2010,ITC3,2,0.606
2013,NUTS,2010,ITC3,2,0.5758
2014,NUTS,2010,ITC3,2,0.5673
2015,NUTS,2010,ITC3,2,0.626
2016,NUTS,2010,ITC3,2,0.766
2017,NUTS,2010,ITC3,2,0.7888
2018,NUTS,2010,ITC3,2,0.8811
2019,NUTS,2010,ITC3,2,0.9684
2011,NUTS,2010,ITC4,2,0.9512
2012,NUTS,2010,ITC4,2,0.985
2013,NUTS,2010,ITC4,2,0.9973
2014,NUTS,2010,ITC4,2,1.0217
2015,NUTS,2010,ITC4,2,1.0622
2016,NUTS,2010,ITC4,2,1.2971
2017,NUTS,2010,ITC4,2,1.5316
2018,NUTS,2010,ITC4,2,1.7596
2019,NUTS,2010,ITC4,2,1.8103
2011,NUTS,2010,ITF,1,0.1852
2012,NUTS,2010,ITF,1,0.2091
2013,NUTS,2010,ITF,1,0.2389
2014,NUTS,2010,ITF,1,0.2403
2015,NUTS,2010,ITF,1,0.297
2016,NUTS,2010,ITF,1,0.3367
2017,NUTS,2010,ITF,1,0.4812
2018,NUTS,2010,ITF,1,0.6392
2019,NUTS,2010,ITF,1,0.7123
2011,NUTS,2010,ITF1,2,0.2595
2012,NUTS,2010,ITF1,2,0.2304
2013,NUTS,2010,ITF1,2,0.274
2014,NUTS,2010,ITF1,2,0.3031
2015,NUTS,2010,ITF1,2,0.307
2016,NUTS,2010,ITF1,2,0.4297
2017,NUTS,2010,ITF1,2,0.5543
2018,NUTS,2010,ITF1,2,0.6634
2019,NUTS,2010,ITF1,2,0.6892
2011,NUTS,2010,ITF2,2,0.0662
2012,NUTS,2010,ITF2,2,0.0845
2013,NUTS,2010,ITF2,2,0.3125
2014,NUTS,2010,ITF2,2,0.2662
2015,NUTS,2010,ITF2,2,0.5894
2016,NUTS,2010,ITF2,2,0.612
2017,NUTS,2010,ITF2,2,0.6262
2018,NUTS,2010,ITF2,2,0.8191
2019,NUTS,2010,ITF2,2,0.7454
2011,NUTS,2010,ITF3,2,0.2836
2012,NUTS,2010,ITF3,2,0.3298
2013,NUTS,2010,ITF3,2,0.3186
2014,NUTS,2010,ITF3,2,0.3152
2015,NUTS,2010,ITF3,2,0.3904
2016,NUTS,2010,ITF3,2,0.4062
2017,NUTS,2010,ITF3,2,0.5787
2018,NUTS,2010,ITF3,2,0.8378
2019,NUTS,2010,ITF3,2,0.9475
2011,NUTS,2010,ITF4,2,0.1247
2012,NUTS,2010,ITF4,2,0.1559
2013,NUTS,2010,ITF4,2,0.2245
2014,NUTS,2010,ITF4,2,0.2245
2015,NUTS,2010,ITF4,2,0.2617
2016,NUTS,2010,ITF4,2,0.289
2017,NUTS,2010,ITF4,2,0.3934
2018,NUTS,2010,ITF4,2,0.4949
2019,NUTS,2010,ITF4,2,0.5966
2011,NUTS,2010,ITF5,2,0.0905
2012,NUTS,2010,ITF5,2,0.0441
2013,NUTS,2010,ITF5,2,0.056
2014,NUTS,2010,ITF5,2,0.0542
2015,NUTS,2010,ITF5,2,0.0932
2016,NUTS,2010,ITF5,2,0.2131
2017,NUTS,2010,ITF5,2,0.3116
2018,NUTS,2010,ITF5,2,0.35
2019,NUTS,2010,ITF5,2,0.278
2011,NUTS,2010,ITF6,2,0.0263
2012,NUTS,2010,ITF6,2,0.0328
2013,NUTS,2010,ITF6,2,0.0453
2014,NUTS,2010,ITF6,2,0.0588
2015,NUTS,2010,ITF6,2,0.1061
2016,NUTS,2010,ITF6,2,0.1468
2017,NUTS,2010,ITF6,2,0.3374
2018,NUTS,2010,ITF6,2,0.3842
2019,NUTS,2010,ITF6,2,0.4031
2011,NUTS,2010,ITG,1,0.1249
2012,NUTS,2010,ITG,1,0.1174
2013,NUTS,2010,ITG,1,0.1341
2014,NUTS,2010,ITG,1,0.1352
2015,NUTS,2010,ITG,1,0.1329
2016,NUTS,2010,ITG,1,0.1526
2017,NUTS,2010,ITG,1,0.207
2018,NUTS,2010,ITG,1,0.2547
2019,NUTS,2010,ITG,1,0.3242
2011,NUTS,2010,ITG1,2,0.1503
2012,NUTS,2010,ITG1,2,0.1406
2013,NUTS,2010,ITG1,2,0.1647
2014,NUTS,2010,ITG1,2,0.1652
2015,NUTS,2010,ITG1,2,0.1496
2016,NUTS,2010,ITG1,2,0.1481
2017,NUTS,2010,ITG1,2,0.2142
2018,NUTS,2010,ITG1,2,0.2947
2019,NUTS,2010,ITG1,2,0.3971
2011,NUTS,2010,ITG2,2,0.0622
2012,NUTS,2010,ITG2,2,0.0598
2013,NUTS,2010,ITG2,2,0.0559
2014,NUTS,2010,ITG2,2,0.0595
2015,NUTS,2010,ITG2,2,0.0907
2016,NUTS,2010,ITG2,2,0.1641
2017,NUTS,2010,ITG2,2,0.1884
2018,NUTS,2010,ITG2,2,0.1538
2019,NUTS,2010,ITG2,2,0.1445
2011,NUTS,2010,ITH,1,0.9571
2012,NUTS,2010,ITH,1,1.0013
2013,NUTS,2010,ITH,1,1.0681
2014,NUTS,2010,ITH,1,1.0861
2015,NUTS,2010,ITH,1,1.1809
2016,NUTS,2010,ITH,1,1.4521
2017,NUTS,2010,ITH,1,1.7241
2018,NUTS,2010,ITH,1,1.8858
2019,NUTS,2010,ITH,1,1.8628
2011,NUTS,2010,ITH1,2,0.5026
2012,NUTS,2010,ITH1,2,0.4903
2013,NUTS,2010,ITH1,2,0.5266
2014,NUTS,2010,ITH1,2,0.5312
2015,NUTS,2010,ITH1,2,0.5431
2016,NUTS,2010,ITH1,2,0.6913
2017,NUTS,2010,ITH1,2,0.7265
2018,NUTS,2010,ITH1,2,0.7626
2019,NUTS,2010,ITH1,2,0.8122
2011,NUTS,2010,ITH2,2,0.9543
2012,NUTS,2010,ITH2,2,1.0726
2013,NUTS,2010,ITH2,2,1.002
2014,NUTS,2010,ITH2,2,1.0581
2015,NUTS,2010,ITH2,2,1.1002
2016,NUTS,2010,ITH2,2,0.9436
2017,NUTS,2010,ITH2,2,1.0694
2018,NUTS,2010,ITH2,2,1.1492
2019,NUTS,2010,ITH2,2,1.1734
2011,NUTS,2010,ITH3,2,0.9591
2012,NUTS,2010,ITH3,2,0.9599
2013,NUTS,2010,ITH3,2,1.0139
2014,NUTS,2010,ITH3,2,0.9954
2015,NUTS,2010,ITH3,2,1.043
2016,NUTS,2010,ITH3,2,1.3509
2017,NUTS,2010,ITH3,2,1.6029
2018,NUTS,2010,ITH3,2,1.8126
2019,NUTS,2010,ITH3,2,1.7686
2011,NUTS,2010,ITH4,2,0.8965
2012,NUTS,2010,ITH4,2,0.9259
2013,NUTS,2010,ITH4,2,0.8787
2014,NUTS,2010,ITH4,2,0.8654
2015,NUTS,2010,ITH4,2,0.8591
2016,NUTS,2010,ITH4,2,1.0632
2017,NUTS,2010,ITH4,2,1.253
2018,NUTS,2010,ITH4,2,1.3022
2019,NUTS,2010,ITH4,2,1.3089
2011,NUTS,2010,ITH5,2,1.0258
2012,NUTS,2010,ITH5,2,1.1196
2013,NUTS,2010,ITH5,2,1.2487
2014,NUTS,2010,ITH5,2,1.3115
2015,NUTS,2010,ITH5,2,1.4986
2016,NUTS,2010,ITH5,2,1.8113
2017,NUTS,2010,ITH5,2,2.1765
2018,NUTS,2010,ITH5,2,2.3408
2019,NUTS,2010,ITH5,2,2.3149
2011,NUTS,2010,ITI,1,0.444
2012,NUTS,2010,ITI,1,0.4839
2013,NUTS,2010,ITI,1,0.5009
2014,NUTS,2010,ITI,1,0.512
2015,NUTS,2010,ITI,1,0.5504
2016,NUTS,2010,ITI,1,0.7267
2017,NUTS,2010,ITI,1,0.8968
2018,NUTS,2010,ITI,1,1.0646
2019,NUTS,2010,ITI,1,1.1485
2011,NUTS,2010,ITI1,2,0.4241
2012,NUTS,2010,ITI1,2,0.4886
2013,NUTS,2010,ITI1,2,0.5635
2014,NUTS,2010,ITI1,2,0.6118
2015,NUTS,2010,ITI1,2,0.6576
2016,NUTS,2010,ITI1,2,0.8002
2017,NUTS,2010,ITI1,2,1.0376
2018,NUTS,2010,ITI1,2,1.255
2019,NUTS,2010,ITI1,2,1.3426
2011,NUTS,2010,ITI2,2,0.346
2012,NUTS,2010,ITI2,2,0.3561
2013,NUTS,2010,ITI2,2,0.4232
2014,NUTS,2010,ITI2,2,0.4736
2015,NUTS,2010,ITI2,2,0.4951
2016,NUTS,2010,ITI2,2,0.7069
2017,NUTS,2010,ITI2,2,0.8848
2018,NUTS,2010,ITI2,2,1.022
2019,NUTS,2010,ITI2,2,1.0068
2011,NUTS,2010,ITI3,2,0.5661
2012,NUTS,2010,ITI3,2,0.6117
2013,NUTS,2010,ITI3,2,0.6023
2014,NUTS,2010,ITI3,2,0.7139
2015,NUTS,2010,ITI3,2,0.6867
2016,NUTS,2010,ITI3,2,0.9831
2017,NUTS,2010,ITI3,2,1.3084
2018,NUTS,2010,ITI3,2,1.419
2019,NUTS,2010,ITI3,2,1.3227
2011,NUTS,2010,ITI4,2,0.4387
2012,NUTS,2010,ITI4,2,0.4648
2013,NUTS,2010,ITI4,2,0.4435
2014,NUTS,2010,ITI4,2,0.3996
2015,NUTS,2010,ITI4,2,0.4525
2016,NUTS,2010,ITI4,2,0.6136
2017,NUTS,2010,ITI4,2,0.7004
2018,NUTS,2010,ITI4,2,0.8569
2019,NUTS,2010,ITI4,2,0.9981
2011,NUTS,2010,KR,0,1.1992
2011,NUTS,2010,LT,0,0.2188
2012,NUTS,2010,LT,0,0.1987
2013,NUTS,2010,LT,0,0.2406
2014,NUTS,2010,LT,0,0.3904
2015,NUTS,2010,LT,0,0.2823
2016,NUTS,2010,LT,0,0.2814
2017,NUTS,2010,LT,0,0.4046
2018,NUTS,2010,LT,0,0.4657
2019,NUTS,2010,LT,0,0.4995
2015,NUTS,2010,LT01,2,0.6401
2016,NUTS,2010,LT01,2,0.6181
2017,NUTS,2010,LT01,2,0.7687
2018,NUTS,2010,LT01,2,0.8559
2019,NUTS,2010,LT01,2,0.9574
2015,NUTS,2010,LT02,2,0.1249
2016,NUTS,2010,LT02,2,0.1259
2017,NUTS,2010,LT02,2,0.2213
2018,NUTS,2010,LT02,2,0.261
2019,NUTS,2010,LT02,2,0.2621
2011,NUTS,2010,LU,0,1.7487
2013,NUTS,2010,LU,0,1.392
2015,NUTS,2010,LU,0,1.3834
2017,NUTS,2010,LU,0,1.4213
2019,NUTS,2010,LU,0,1.3134
2011,NUTS,2010,LV,0,0.1729
2012,NUTS,2010,LV,0,0.1635
2013,NUTS,2010,LV,0,0.1831
2014,NUTS,2010,LV,0,0.2428
2015,NUTS,2010,LV,0,0.2094
2016,NUTS,2010,LV,0,0.1836
2017,NUTS,2010,LV,0,0.192
2018,NUTS,2010,LV,0,0.2229
2019,NUTS,2010,LV,0,0.2422
2011,NUTS,2010,ME,0,0.0813
2013,NUTS,2010,ME,0,0.0904
2014,NUTS,2010,ME,0,0.077
2015,NUTS,2010,ME,0,0.0826
2016,NUTS,2010,ME,0,0.0637
2017,NUTS,2010,ME,0,0.0709
2018,NUTS,2010,ME,0,0.115
2019,NUTS,2010,ME,0,0.105
2011,NUTS,2010,MK,0,0.0221
2012,NUTS,2010,MK,0,0.0149
2015,NUTS,2010,MK,0,0.0549
2016,NUTS,2010,MK,0,0.0578
2017,NUTS,2010,MK,0,0.0581
2018,NUTS,2010,MK,0,0.0652
2019,NUTS,2010,MK,0,0.0727
2011,NUTS,2010,MT,0,0.6398
2012,NUTS,2010,MT,0,0.6549
2013,NUTS,2010,MT,0,0.5384
2014,NUTS,2010,MT,0,0.5439
2015,NUTS,2010,MT,0,0.4981
2016,NUTS,2010,MT,0,0.5167
2017,NUTS,2010,MT,0,0.4942
2018,NUTS,2010,MT,0,0.4486
2019,NUTS,2010,MT,0,0.4359
2011,NUTS,2010,NL,0,1.3666
2012,NUTS,2010,NL,0,1.4506
2013,NUTS,2010,NL,0,1.6208
2014,NUTS,2010,NL,0,1.6161
2015,NUTS,2010,NL,0,1.683
2016,NUTS,2010,NL,0,1.7388
2017,NUTS,2010,NL,0,1.7382
2018,NUTS,2010,NL,0,1.792
2019,NUTS,2010,NL,0,1.8464
2011,NUTS,2010,NL1,1,0.9039
2012,NUTS,2010,NL1,1,0.8269
2011,NUTS,2010,NL11,2,0.8875
2012,NUTS,2010,NL11,2,0.8781
2011,NUTS,2010,NL12,2,0.7908
2012,NUTS,2010,NL12,2,0.8528
2011,NUTS,2010,NL13,2,1.0778
2012,NUTS,2010,NL13,2,0.7303
2011,NUTS,2010,NL2,1,1.4818
2012,NUTS,2010,NL2,1,1.4844
2011,NUTS,2010,NL21,2,1.7793
2012,NUTS,2010,NL21,2,1.5423
2011,NUTS,2010,NL22,2,1.35
2012,NUTS,2010,NL22,2,1.4952
2011,NUTS,2010,NL23,2,1.2978
2012,NUTS,2010,NL23,2,1.2728
2011,NUTS,2010,NL3,1,1.2837
2012,NUTS,2010,NL3,1,1.346
2011,NUTS,2010,NL31,2,1.0869
2012,NUTS,2010,NL31,2,1.2931
2011,NUTS,2010,NL32,2,1.5629
2012,NUTS,2010,NL32,2,1.6232
2011,NUTS,2010,NL33,2,1.1815
2012,NUTS,2010,NL33,2,1.1872
2011,NUTS,2010,NL34,2,0.8406
2012,NUTS,2010,NL34,2,0.9656
2011,NUTS,2010,NL4,1,1.7493
2012,NUTS,2010,NL4,1,2.019
2011,NUTS,2010,NL41,2,1.92
2012,NUTS,2010,NL41,2,2.1874
2011,NUTS,2010,NL42,2,1.3545
2012,NUTS,2010,NL42,2,1.6301
2011,NUTS,2010,NO,0,1.0353
2012,NUTS,2010,NO,0,1.0692
2013,NUTS,2010,NO,0,1.0846
2014,NUTS,2010,NO,0,1.1837
2015,NUTS,2010,NO,0,1.2715
2016,NUTS,2010,NO,0,1.3569
2017,NUTS,2010,NO,0,1.4596
2018,NUTS,2010,NO,0,1.4819
2019,NUTS,2010,NO,0,1.5485
2011,NUTS,2010,NO0,1,1.0053
2012,NUTS,2010,NO0,1,1.0369
2013,NUTS,2010,NO0,1,1.0513
2014,NUTS,2010,NO0,1,1.1444
2015,NUTS,2010,NO0,1,1.2265
2017,NUTS,2010,NO0,1,1.4089
2018,NUTS,2010,NO0,1,1.4294
2019,NUTS,2010,NO0,1,1.4933
2011,NUTS,2010,NO01,2,1.5877
2012,NUTS,2010,NO01,2,1.5982
2013,NUTS,2010,NO01,2,1.5828
2014,NUTS,2010,NO01,2,1.6931
2015,NUTS,2010,NO01,2,1.7852
2017,NUTS,2010,NO01,2,1.9542
2018,NUTS,2010,NO01,2,1.9819
2019,NUTS,2010,NO01,2,2.0591
2011,NUTS,2010,NO02,2,0.4471
2012,NUTS,2010,NO02,2,0.4186
2013,NUTS,2010,NO02,2,0.469
2014,NUTS,2010,NO02,2,0.4457
2015,NUTS,2010,NO02,2,0.4903
2017,NUTS,2010,NO02,2,0.5703
2018,NUTS,2010,NO02,2,0.6046
2019,NUTS,2010,NO02,2,0.6147
2011,NUTS,2010,NO03,2,0.8512
2012,NUTS,2010,NO03,2,0.8304
2013,NUTS,2010,NO03,2,0.9305
2014,NUTS,2010,NO03,2,0.9938
2015,NUTS,2010,NO03,2,1.0358
2017,NUTS,2010,NO03,2,1.1555
2018,NUTS,2010,NO03,2,1.083
2019,NUTS,2010,NO03,2,1.1296
2011,NUTS,2010,NO04,2,0.7452
2012,NUTS,2010,NO04,2,0.7956
2013,NUTS,2010,NO04,2,0.8217
2014,NUTS,2010,NO04,2,0.9445
2015,NUTS,2010,NO04,2,1.0082
2017,NUTS,2010,NO04,2,1.2718
2018,NUTS,2010,NO04,2,1.3081
2019,NUTS,2010,NO04,2,1.3263
2011,NUTS,2010,NO05,2,0.7084
2012,NUTS,2010,NO05,2,0.7332
2013,NUTS,2010,NO05,2,0.7768
2014,NUTS,2010,NO05,2,0.8999
2015,NUTS,2010,NO05,2,1.0059
2017,NUTS,2010,NO05,2,1.2591
2018,NUTS,2010,NO05,2,1.3362
2019,NUTS,2010,NO05,2,1.3531
2011,NUTS,2010,NO06,2,1.8062
2012,NUTS,2010,NO06,2,2.0506
2013,NUTS,2010,NO06,2,1.8486
2014,NUTS,2010,NO06,2,1.9569
2015,NUTS,2010,NO06,2,2.0613
2017,NUTS,2010,NO06,2,2.2277
2018,NUTS,2010,NO06,2,2.2106
2019,NUTS,2010,NO06,2,2.4858
2011,NUTS,2010,NO07,2,0.414
2012,NUTS,2010,NO07,2,0.4146
2013,NUTS,2010,NO07,2,0.4124
2014,NUTS,2010,NO07,2,0.4741
2015,NUTS,2010,NO07,2,0.5882
2017,NUTS,2010,NO07,2,0.7123
2018,NUTS,2010,NO07,2,0.7838
2019,NUTS,2010,NO07,2,0.7946
2011,NUTS,2010,PL,0,0.1619
2012,NUTS,2010,PL,0,0.1944
2013,NUTS,2010,PL,0,0.2276
2014,NUTS,2010,PL,0,0.2573
2015,NUTS,2010,PL,0,0.2918
2016,NUTS,2010,PL,0,0.415
2017,NUTS,2010,PL,0,0.5727
2018,NUTS,2010,PL,0,0.6826
2019,NUTS,2010,PL,0,0.7351
2011,NUTS,2010,PL1,1,0.3169
2012,NUTS,2010,PL1,1,0.3861
2013,NUTS,2010,PL1,1,0.3262
2014,NUTS,2010,PL1,1,0.3549
2015,NUTS,2010,PL1,1,0.3804
2011,NUTS,2010,PL11,2,0.0776
2012,NUTS,2010,PL11,2,0.0879
2013,NUTS,2010,PL11,2,0.1062
2014,NUTS,2010,PL11,2,0.1107
2015,NUTS,2010,PL11,2,0.1507
2011,NUTS,2010,PL12,2,0.2766
2012,NUTS,2010,PL12,2,0.3418
2013,NUTS,2010,PL12,2,0.4442
2014,NUTS,2010,PL12,2,0.4761
2015,NUTS,2010,PL12,2,0.4858
2011,NUTS,2010,PL2,1,0.1649
2012,NUTS,2010,PL2,1,0.1945
2013,NUTS,2010,PL2,1,0.2401
2014,NUTS,2010,PL2,1,0.2576
2015,NUTS,2010,PL2,1,0.3337
2016,NUTS,2010,PL2,1,0.4539
2017,NUTS,2010,PL2,1,0.5895
2018,NUTS,2010,PL2,1,0.6616
2019,NUTS,2010,PL2,1,0.7675
2011,NUTS,2010,PL21,2,0.1674
2012,NUTS,2010,PL21,2,0.2589
2013,NUTS,2010,PL21,2,0.3078
2014,NUTS,2010,PL21,2,0.3097
2015,NUTS,2010,PL21,2,0.4371
2016,NUTS,2010,PL21,2,0.6359
2017,NUTS,2010,PL21,2,0.8091
2018,NUTS,2010,PL21,2,0.8716
2019,NUTS,2010,PL21,2,1.0045
2011,NUTS,2010,PL22,2,0.1632
2012,NUTS,2010,PL22,2,0.1502
2013,NUTS,2010,PL22,2,0.1928
2014,NUTS,2010,PL22,2,0.2203
2015,NUTS,2010,PL22,2,0.2592
2016,NUTS,2010,PL22,2,0.3171
2017,NUTS,2010,PL22,2,0.423
2018,NUTS,2010,PL22,2,0.5012
2019,NUTS,2010,PL22,2,0.5831
2011,NUTS,2010,PL3,1,0.1739
2012,NUTS,2010,PL3,1,0.1952
2013,NUTS,2010,PL3,1,0.2084
2014,NUTS,2010,PL3,1,0.248
2015,NUTS,2010,PL3,1,0.2412
2011,NUTS,2010,PL31,2,0.06
2012,NUTS,2010,PL31,2,0.077
2013,NUTS,2010,PL31,2,0.0777
2014,NUTS,2010,PL31,2,0.0817
2015,NUTS,2010,PL31,2,0.1111
2011,NUTS,2010,PL32,2,0.4591
2012,NUTS,2010,PL32,2,0.4947
2013,NUTS,2010,PL32,2,0.5092
2014,NUTS,2010,PL32,2,0.6756
2015,NUTS,2010,PL32,2,0.5878
2011,NUTS,2010,PL33,2,0.0476
2012,NUTS,2010,PL33,2,0.0635
2013,NUTS,2010,PL33,2,0.0763
2014,NUTS,2010,PL33,2,0.0603
2015,NUTS,2010,PL33,2,0.0903
2011,NUTS,2010,PL34,2,0.0629
2012,NUTS,2010,PL34,2,0.0661
2013,NUTS,2010,PL34,2,0.0946
2014,NUTS,2010,PL34,2,0.0897
2015,NUTS,2010,PL34,2,0.1132
2011,NUTS,2010,PL4,1,0.07
2012,NUTS,2010,PL4,1,0.1056
2013,NUTS,2010,PL4,1,0.1092
2014,NUTS,2010,PL4,1,0.1278
2015,NUTS,2010,PL4,1,0.1853
2016,NUTS,2010,PL4,1,0.1825
2017,NUTS,2010,PL4,1,0.2575
2018,NUTS,2010,PL4,1,0.2985
2019,NUTS,2010,PL4,1,0.34
2011,NUTS,2010,PL41,2,0.0908
2012,NUTS,2010,PL41,2,0.1441
2013,NUTS,2010,PL41,2,0.1531
2014,NUTS,2010,PL41,2,0.1803
2015,NUTS,2010,PL41,2,0.2651
2016,NUTS,2010,PL41,2,0.2524
2017,NUTS,2010,PL41,2,0.3143
2018,NUTS,2010,PL41,2,0.3795
2019,NUTS,2010,PL41,2,0.4317
2011,NUTS,2010,PL42,2,0.046
2012,NUTS,2010,PL42,2,0.057
2013,NUTS,2010,PL42,2,0.0496
2014,NUTS,2010,PL42,2,0.0647
2015,NUTS,2010,PL42,2,0.0835
2016,NUTS,2010,PL42,2,0.0827
2017,NUTS,2010,PL42,2,0.1363
2018,NUTS,2010,PL42,2,0.1719
2019,NUTS,2010,PL42,2,0.1891
2011,NUTS,2010,PL43,2,0.0353
2012,NUTS,2010,PL43,2,0.0449
2013,NUTS,2010,PL43,2,0.0471
2014,NUTS,2010,PL43,2,0.0455
2015,NUTS,2010,PL43,2,0.0735
2016,NUTS,2010,PL43,2,0.0889
2017,NUTS,2010,PL43,2,0.2437
2018,NUTS,2010,PL43,2,0.2068
2019,NUTS,2010,PL43,2,0.2418
2011,NUTS,2010,PL5,1,0.1335
2012,NUTS,2010,PL5,1,0.1631
2013,NUTS,2010,PL5,1,0.2027
2014,NUTS,2010,PL5,1,0.2381
2015,NUTS,2010,PL5,1,0.2554
2016,NUTS,2010,PL5,1,0.3273
2017,NUTS,2010,PL5,1,0.4609
2018,NUTS,2010,PL5,1,0.5888
2019,NUTS,2010,PL5,1,0.6591
2011,NUTS,2010,PL51,2,0.1623
2012,NUTS,2010,PL51,2,0.1918
2013,NUTS,2010,PL51,2,0.2448
2014,NUTS,2010,PL51,2,0.2941
2015,NUTS,2010,PL51,2,0.3119
2016,NUTS,2010,PL51,2,0.3805
2017,NUTS,2010,PL51,2,0.5368
2018,NUTS,2010,PL51,2,0.691
2019,NUTS,2010,PL51,2,0.778
2011,NUTS,2010,PL52,2,0.0447
2012,NUTS,2010,PL52,2,0.075
2013,NUTS,2010,PL52,2,0.0715
2014,NUTS,2010,PL52,2,0.0688
2015,NUTS,2010,PL52,2,0.0909
2016,NUTS,2010,PL52,2,0.1603
2017,NUTS,2010,PL52,2,0.2273
2018,NUTS,2010,PL52,2,0.2737
2019,NUTS,2010,PL52,2,0.2762
2011,NUTS,2010,PL6,1,0.1315
2012,NUTS,2010,PL6,1,0.1507
2013,NUTS,2010,PL6,1,0.1512
2014,NUTS,2010,PL6,1,0.1781
2015,NUTS,2010,PL6,1,0.21
2016,NUTS,2010,PL6,1,0.2758
2017,NUTS,2010,PL6,1,0.3668
2018,NUTS,2010,PL6,1,0.4835
2019,NUTS,2010,PL6,1,0.5226
2011,NUTS,2010,PL61,2,0.0823
2012,NUTS,2010,PL61,2,0.112
2013,NUTS,2010,PL61,2,0.0972
2014,NUTS,2010,PL61,2,0.111
2015,NUTS,2010,PL61,2,0.1358
2016,NUTS,2010,PL61,2,0.1927
2017,NUTS,2010,PL61,2,0.3192
2018,NUTS,2010,PL61,2,0.3716
2019,NUTS,2010,PL61,2,0.3829
2011,NUTS,2010,PL62,2,0.0312
2012,NUTS,2010,PL62,2,0.0471
2013,NUTS,2010,PL62,2,0.0389
2014,NUTS,2010,PL62,2,0.0607
2015,NUTS,2010,PL62,2,0.0845
2016,NUTS,2010,PL62,2,0.1211
2017,NUTS,2010,PL62,2,0.1807
2018,NUTS,2010,PL62,2,0.2356
2019,NUTS,2010,PL62,2,0.2587
2011,NUTS,2010,PL63,2,0.2463
2012,NUTS,2010,PL63,2,0.2493
2013,NUTS,2010,PL63,2,0.266
2014,NUTS,2010,PL63,2,0.3069
2015,NUTS,2010,PL63,2,0.346
2016,NUTS,2010,PL63,2,0.4375
2017,NUTS,2010,PL63,2,0.5144
2018,NUTS,2010,PL63,2,0.7218
2019,NUTS,2010,PL63,2,0.7858
2016,NUTS,2010,PL7,1,0.2075
2017,NUTS,2010,PL7,1,0.2633
2018,NUTS,2010,PL7,1,0.3145
2019,NUTS,2010,PL7,1,0.3444
2016,NUTS,2010,PL71,2,0.264
2017,NUTS,2010,PL71,2,0.326
2018,NUTS,2010,PL71,2,0.3843
2019,NUTS,2010,PL71,2,0.425
2016,NUTS,2010,PL72,2,0.0902
2017,NUTS,2010,PL72,2,0.1309
