year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_gov_total_t
2006,NUTS,2010,AT32,2,198.0
2009,NUTS,2010,AT32,2,232.0
2015,NUTS,2010,AT32,2,391.0
2017,NUTS,2010,AT32,2,366.0
2019,NUTS,2010,AT32,2,364.0
2002,NUTS,2010,AT33,2,165.0
2004,NUTS,2010,AT33,2,154.0
2006,NUTS,2010,AT33,2,161.0
2013,NUTS,2010,AT33,2,217.0
2019,NUTS,2010,AT33,2,298.0
2002,NUTS,2010,AT34,2,99.0
2004,NUTS,2010,AT34,2,109.0
2011,NUTS,2010,AT34,2,171.0
2013,NUTS,2010,AT34,2,185.0
2015,NUTS,2010,AT34,2,220.0
2017,NUTS,2010,AT34,2,234.0
2019,NUTS,2010,AT34,2,226.0
2002,NUTS,2010,ATZ,1,0.0
2004,NUTS,2010,ATZ,1,0.0
2006,NUTS,2010,ATZ,1,0.0
2007,NUTS,2010,ATZ,1,0.0
2009,NUTS,2010,ATZ,1,0.0
2011,NUTS,2010,ATZ,1,0.0
2013,NUTS,2010,ATZ,1,0.0
2002,NUTS,2010,ATZZ,2,0.0
2004,NUTS,2010,ATZZ,2,0.0
2006,NUTS,2010,ATZZ,2,0.0
2007,NUTS,2010,ATZZ,2,0.0
2009,NUTS,2010,ATZZ,2,0.0
2011,NUTS,2010,ATZZ,2,0.0
2013,NUTS,2010,ATZZ,2,0.0
2012,NUTS,2010,BA,0,166.0
2013,NUTS,2010,BA,0,193.0
2014,NUTS,2010,BA,0,204.0
2019,NUTS,2010,BA,0,104.0
2002,NUTS,2010,BE,0,3846.0
2003,NUTS,2010,BE,0,3916.0
2004,NUTS,2010,BE,0,3896.0
2005,NUTS,2010,BE,0,4028.0
2006,NUTS,2010,BE,0,3863.0
2007,NUTS,2010,BE,0,3971.0
2008,NUTS,2010,BE,0,5157.0
2009,NUTS,2010,BE,0,5422.0
2010,NUTS,2010,BE,0,5232.0
2011,NUTS,2010,BE,0,5403.0
2012,NUTS,2010,BE,0,6448.0
2013,NUTS,2010,BE,0,6584.0
2014,NUTS,2010,BE,0,7051.0
2015,NUTS,2010,BE,0,7248.0
2016,NUTS,2010,BE,0,7356.0
2017,NUTS,2010,BE,0,7604.0
2018,NUTS,2010,BE,0,8284.0
2019,NUTS,2010,BE,0,8548.0
2002,NUTS,2010,BE1,1,1005.0
2003,NUTS,2010,BE1,1,1018.0
2004,NUTS,2010,BE1,1,1077.0
2005,NUTS,2010,BE1,1,1090.0
2006,NUTS,2010,BE1,1,1132.0
2007,NUTS,2010,BE1,1,1154.0
2008,NUTS,2010,BE1,1,1225.0
2009,NUTS,2010,BE1,1,1230.0
2010,NUTS,2010,BE1,1,1274.0
2011,NUTS,2010,BE1,1,1280.0
2012,NUTS,2010,BE1,1,1975.0
2013,NUTS,2010,BE1,1,1966.0
2014,NUTS,2010,BE1,1,1725.0
2015,NUTS,2010,BE1,1,1882.0
2016,NUTS,2010,BE1,1,1929.0
2017,NUTS,2010,BE1,1,1957.0
2018,NUTS,2010,BE1,1,2125.0
2019,NUTS,2010,BE1,1,2117.0
2002,NUTS,2010,BE10,2,1005.0
2003,NUTS,2010,BE10,2,1018.0
2004,NUTS,2010,BE10,2,1077.0
2005,NUTS,2010,BE10,2,1090.0
2006,NUTS,2010,BE10,2,1132.0
2007,NUTS,2010,BE10,2,1154.0
2008,NUTS,2010,BE10,2,1225.0
2009,NUTS,2010,BE10,2,1230.0
2010,NUTS,2010,BE10,2,1274.0
2011,NUTS,2010,BE10,2,1280.0
2012,NUTS,2010,BE10,2,1975.0
2013,NUTS,2010,BE10,2,1966.0
2014,NUTS,2010,BE10,2,1725.0
2015,NUTS,2010,BE10,2,1882.0
2016,NUTS,2010,BE10,2,1929.0
2017,NUTS,2010,BE10,2,1957.0
2018,NUTS,2010,BE10,2,2125.0
2019,NUTS,2010,BE10,2,2117.0
2002,NUTS,2010,BE2,1,2369.0
2003,NUTS,2010,BE2,1,2429.0
2004,NUTS,2010,BE2,1,2637.0
2005,NUTS,2010,BE2,1,2751.0
2006,NUTS,2010,BE2,1,2546.0
2007,NUTS,2010,BE2,1,2632.0
2008,NUTS,2010,BE2,1,3310.0
2009,NUTS,2010,BE2,1,3558.0
2010,NUTS,2010,BE2,1,3662.0
2011,NUTS,2010,BE2,1,3743.0
2012,NUTS,2010,BE2,1,4103.0
2013,NUTS,2010,BE2,1,4251.0
2014,NUTS,2010,BE2,1,4721.0
2015,NUTS,2010,BE2,1,4723.0
2016,NUTS,2010,BE2,1,4981.0
2017,NUTS,2010,BE2,1,5203.0
2018,NUTS,2010,BE2,1,5682.0
2019,NUTS,2010,BE2,1,5935.0
2002,NUTS,2010,BE3,1,472.0
2003,NUTS,2010,BE3,1,469.0
2004,NUTS,2010,BE3,1,182.0
2005,NUTS,2010,BE3,1,187.0
2006,NUTS,2010,BE3,1,185.0
2007,NUTS,2010,BE3,1,185.0
2008,NUTS,2010,BE3,1,622.0
2009,NUTS,2010,BE3,1,634.0
2010,NUTS,2010,BE3,1,296.0
2011,NUTS,2010,BE3,1,380.0
2012,NUTS,2010,BE3,1,370.0
2013,NUTS,2010,BE3,1,367.0
2014,NUTS,2010,BE3,1,605.0
2015,NUTS,2010,BE3,1,643.0
2016,NUTS,2010,BE3,1,446.0
2017,NUTS,2010,BE3,1,444.0
2018,NUTS,2010,BE3,1,477.0
2019,NUTS,2010,BE3,1,496.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
1980,NUTS,2010,BG,0,13116.0
1981,NUTS,2010,BG,0,13320.0
1982,NUTS,2010,BG,0,14549.0
1983,NUTS,2010,BG,0,14874.0
1984,NUTS,2010,BG,0,15846.0
1985,NUTS,2010,BG,0,16904.0
1986,NUTS,2010,BG,0,26623.0
1987,NUTS,2010,BG,0,28128.0
1988,NUTS,2010,BG,0,27743.0
1989,NUTS,2010,BG,0,30179.0
1990,NUTS,2010,BG,0,34993.0
1991,NUTS,2010,BG,0,35539.0
1992,NUTS,2010,BG,0,19359.0
1993,NUTS,2010,BG,0,19863.0
1994,NUTS,2010,BG,0,15262.0
1995,NUTS,2010,BG,0,14974.0
1996,NUTS,2010,BG,0,16695.0
1997,NUTS,2010,BG,0,12990.0
1998,NUTS,2010,BG,0,13409.0
1999,NUTS,2010,BG,0,11544.0
2000,NUTS,2010,BG,0,11353.0
2001,NUTS,2010,BG,0,10974.0
2002,NUTS,2010,BG,0,11039.0
2003,NUTS,2010,BG,0,10977.0
2004,NUTS,2010,BG,0,11053.0
2005,NUTS,2010,BG,0,10893.0
2006,NUTS,2010,BG,0,10912.0
2007,NUTS,2010,BG,0,10691.0
2008,NUTS,2010,BG,0,10165.0
2009,NUTS,2010,BG,0,9835.0
2010,NUTS,2010,BG,0,9667.0
2011,NUTS,2010,BG,0,9437.0
2012,NUTS,2010,BG,0,9582.0
2013,NUTS,2010,BG,0,9227.0
2014,NUTS,2010,BG,0,9125.0
2015,NUTS,2010,BG,0,8713.0
2016,NUTS,2010,BG,0,8644.0
2017,NUTS,2010,BG,0,8577.0
2018,NUTS,2010,BG,0,8719.0
2019,NUTS,2010,BG,0,8882.0
2002,NUTS,2010,BG3,1,1440.0
2003,NUTS,2010,BG3,1,1417.0
2004,NUTS,2010,BG3,1,1440.0
2005,NUTS,2010,BG3,1,1486.0
2006,NUTS,2010,BG3,1,1532.0
2007,NUTS,2010,BG3,1,1531.0
2008,NUTS,2010,BG3,1,1461.0
2009,NUTS,2010,BG3,1,1382.0
2010,NUTS,2010,BG3,1,1607.0
2011,NUTS,2010,BG3,1,1443.0
2012,NUTS,2010,BG3,1,1619.0
2013,NUTS,2010,BG3,1,1549.0
2014,NUTS,2010,BG3,1,1653.0
2015,NUTS,2010,BG3,1,1435.0
2016,NUTS,2010,BG3,1,1464.0
2017,NUTS,2010,BG3,1,1433.0
2018,NUTS,2010,BG3,1,1574.0
2019,NUTS,2010,BG3,1,1637.0
2002,NUTS,2010,BG31,2,421.0
2003,NUTS,2010,BG31,2,453.0
2004,NUTS,2010,BG31,2,401.0
2005,NUTS,2010,BG31,2,435.0
2006,NUTS,2010,BG31,2,438.0
2007,NUTS,2010,BG31,2,426.0
2009,NUTS,2010,BG31,2,370.0
2010,NUTS,2010,BG31,2,445.0
2011,NUTS,2010,BG31,2,434.0
2012,NUTS,2010,BG31,2,514.0
2013,NUTS,2010,BG31,2,504.0
2014,NUTS,2010,BG31,2,488.0
2015,NUTS,2010,BG31,2,450.0
2016,NUTS,2010,BG31,2,432.0
2018,NUTS,2010,BG31,2,468.0
2019,NUTS,2010,BG31,2,470.0
2002,NUTS,2010,BG32,2,139.0
2003,NUTS,2010,BG32,2,143.0
2004,NUTS,2010,BG32,2,165.0
2005,NUTS,2010,BG32,2,157.0
2006,NUTS,2010,BG32,2,160.0
2007,NUTS,2010,BG32,2,161.0
2008,NUTS,2010,BG32,2,152.0
2009,NUTS,2010,BG32,2,154.0
2010,NUTS,2010,BG32,2,171.0
2011,NUTS,2010,BG32,2,115.0
2012,NUTS,2010,BG32,2,147.0
2013,NUTS,2010,BG32,2,144.0
2014,NUTS,2010,BG32,2,141.0
2015,NUTS,2010,BG32,2,97.0
2016,NUTS,2010,BG32,2,95.0
2017,NUTS,2010,BG32,2,94.0
2018,NUTS,2010,BG32,2,93.0
2019,NUTS,2010,BG32,2,104.0
2002,NUTS,2010,BG33,2,609.0
2003,NUTS,2010,BG33,2,585.0
2004,NUTS,2010,BG33,2,618.0
2005,NUTS,2010,BG33,2,658.0
2006,NUTS,2010,BG33,2,629.0
2007,NUTS,2010,BG33,2,632.0
2008,NUTS,2010,BG33,2,606.0
2009,NUTS,2010,BG33,2,573.0
2010,NUTS,2010,BG33,2,706.0
2011,NUTS,2010,BG33,2,601.0
2012,NUTS,2010,BG33,2,637.0
2013,NUTS,2010,BG33,2,577.0
2014,NUTS,2010,BG33,2,709.0
2015,NUTS,2010,BG33,2,643.0
2016,NUTS,2010,BG33,2,645.0
2017,NUTS,2010,BG33,2,634.0
2018,NUTS,2010,BG33,2,716.0
2019,NUTS,2010,BG33,2,735.0
2002,NUTS,2010,BG34,2,271.0
2003,NUTS,2010,BG34,2,236.0
2004,NUTS,2010,BG34,2,256.0
2005,NUTS,2010,BG34,2,236.0
2006,NUTS,2010,BG34,2,305.0
2007,NUTS,2010,BG34,2,312.0
2009,NUTS,2010,BG34,2,285.0
2010,NUTS,2010,BG34,2,285.0
2011,NUTS,2010,BG34,2,293.0
2012,NUTS,2010,BG34,2,321.0
2013,NUTS,2010,BG34,2,324.0
2014,NUTS,2010,BG34,2,315.0
2015,NUTS,2010,BG34,2,245.0
2016,NUTS,2010,BG34,2,292.0
2018,NUTS,2010,BG34,2,297.0
2019,NUTS,2010,BG34,2,328.0
2002,NUTS,2010,BG4,1,9599.0
2003,NUTS,2010,BG4,1,9560.0
2004,NUTS,2010,BG4,1,9613.0
2005,NUTS,2010,BG4,1,9407.0
2006,NUTS,2010,BG4,1,9380.0
2007,NUTS,2010,BG4,1,9160.0
2008,NUTS,2010,BG4,1,8704.0
2009,NUTS,2010,BG4,1,8453.0
2010,NUTS,2010,BG4,1,8060.0
2011,NUTS,2010,BG4,1,7994.0
2012,NUTS,2010,BG4,1,7963.0
2013,NUTS,2010,BG4,1,7678.0
2014,NUTS,2010,BG4,1,7472.0
2015,NUTS,2010,BG4,1,7278.0
2016,NUTS,2010,BG4,1,7180.0
2017,NUTS,2010,BG4,1,7144.0
2018,NUTS,2010,BG4,1,7145.0
2019,NUTS,2010,BG4,1,7245.0
1999,NUTS,2010,BG41,2,9538.0
2000,NUTS,2010,BG41,2,9396.0
2002,NUTS,2010,BG41,2,9055.0
2003,NUTS,2010,BG41,2,9093.0
2005,NUTS,2010,BG41,2,8856.0
2006,NUTS,2010,BG41,2,8839.0
2007,NUTS,2010,BG41,2,8616.0
2008,NUTS,2010,BG41,2,8228.0
2009,NUTS,2010,BG41,2,7982.0
2010,NUTS,2010,BG41,2,7469.0
2011,NUTS,2010,BG41,2,7457.0
2012,NUTS,2010,BG41,2,7422.0
2013,NUTS,2010,BG41,2,7120.0
2014,NUTS,2010,BG41,2,6928.0
2015,NUTS,2010,BG41,2,6766.0
2016,NUTS,2010,BG41,2,6676.0
2017,NUTS,2010,BG41,2,6634.0
2018,NUTS,2010,BG41,2,6608.0
2019,NUTS,2010,BG41,2,6660.0
2002,NUTS,2010,BG42,2,544.0
2003,NUTS,2010,BG42,2,467.0
2005,NUTS,2010,BG42,2,551.0
2006,NUTS,2010,BG42,2,541.0
2007,NUTS,2010,BG42,2,544.0
2008,NUTS,2010,BG42,2,476.0
2009,NUTS,2010,BG42,2,471.0
2010,NUTS,2010,BG42,2,591.0
2011,NUTS,2010,BG42,2,537.0
2012,NUTS,2010,BG42,2,541.0
2013,NUTS,2010,BG42,2,558.0
2014,NUTS,2010,BG42,2,544.0
2015,NUTS,2010,BG42,2,512.0
2016,NUTS,2010,BG42,2,504.0
2017,NUTS,2010,BG42,2,510.0
2018,NUTS,2010,BG42,2,537.0
2019,NUTS,2010,BG42,2,585.0
2002,NUTS,2010,BGZ,1,0.0
2003,NUTS,2010,BGZ,1,0.0
2004,NUTS,2010,BGZ,1,0.0
2005,NUTS,2010,BGZ,1,0.0
2006,NUTS,2010,BGZ,1,0.0
2007,NUTS,2010,BGZ,1,0.0
2008,NUTS,2010,BGZ,1,0.0
2009,NUTS,2010,BGZ,1,0.0
2010,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2002,NUTS,2010,BGZZ,2,0.0
2003,NUTS,2010,BGZZ,2,0.0
2004,NUTS,2010,BGZZ,2,0.0
2005,NUTS,2010,BGZZ,2,0.0
2006,NUTS,2010,BGZZ,2,0.0
2007,NUTS,2010,BGZZ,2,0.0
2008,NUTS,2010,BGZZ,2,0.0
2009,NUTS,2010,BGZZ,2,0.0
2010,NUTS,2010,BGZZ,2,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
1996,NUTS,2010,CH,0,2825.0
1998,NUTS,2010,CH,0,2069.0
2000,NUTS,2010,CH,0,1565.0
2002,NUTS,2010,CH,0,1635.0
2004,NUTS,2010,CH,0,1595.0
2006,NUTS,2010,CH,0,1545.0
2008,NUTS,2010,CH,0,1576.0
2010,NUTS,2010,CH,0,1483.0
2012,NUTS,2010,CH,0,1560.0
2014,NUTS,2010,CH,0,1832.0
2015,NUTS,2010,CH,0,1857.0
2017,NUTS,2010,CH,0,1825.0
2019,NUTS,2010,CH,0,2076.0
2009,NUTS,2010,CN_X_HK,5,489080.0
2010,NUTS,2010,CN_X_HK,5,515772.0
2011,NUTS,2010,CN_X_HK,5,539843.0
2012,NUTS,2010,CN_X_HK,5,572907.0
2013,NUTS,2010,CN_X_HK,5,590413.0
2014,NUTS,2010,CN_X_HK,5,607067.0
2015,NUTS,2010,CN_X_HK,5,625829.0
2016,NUTS,2010,CN_X_HK,5,647743.0
2017,NUTS,2010,CN_X_HK,5,673365.0
2018,NUTS,2010,CN_X_HK,5,683889.0
2019,NUTS,2010,CN_X_HK,5,718723.0
1998,NUTS,2010,CY,0,602.0
1999,NUTS,2010,CY,0,634.0
2000,NUTS,2010,CY,0,643.0
2001,NUTS,2010,CY,0,679.0
2002,NUTS,2010,CY,0,750.0
2003,NUTS,2010,CY,0,724.0
2004,NUTS,2010,CY,0,705.0
2005,NUTS,2010,CY,0,724.0
2006,NUTS,2010,CY,0,713.0
2007,NUTS,2010,CY,0,664.0
2008,NUTS,2010,CY,0,639.0
2009,NUTS,2010,CY,0,560.0
2010,NUTS,2010,CY,0,593.0
2011,NUTS,2010,CY,0,590.0
2012,NUTS,2010,CY,0,559.0
2013,NUTS,2010,CY,0,515.0
2014,NUTS,2010,CY,0,492.0
2015,NUTS,2010,CY,0,498.0
2016,NUTS,2010,CY,0,514.0
2017,NUTS,2010,CY,0,527.0
2018,NUTS,2010,CY,0,503.0
2019,NUTS,2010,CY,0,513.0
1991,NUTS,2010,CZ,0,24663.0
1992,NUTS,2010,CZ,0,19448.0
1993,NUTS,2010,CZ,0,10799.0
1994,NUTS,2010,CZ,0,11268.0
1995,NUTS,2010,CZ,0,13837.0
1996,NUTS,2010,CZ,0,16242.0
1997,NUTS,2010,CZ,0,16126.0
1998,NUTS,2010,CZ,0,15131.0
1999,NUTS,2010,CZ,0,13516.0
2000,NUTS,2010,CZ,0,13852.0
2001,NUTS,2010,CZ,0,13747.0
2002,NUTS,2010,CZ,0,13508.0
2003,NUTS,2010,CZ,0,13357.0
2004,NUTS,2010,CZ,0,13632.0
2005,NUTS,2010,CZ,0,14712.0
2006,NUTS,2010,CZ,0,15065.0
2007,NUTS,2010,CZ,0,15470.0
2008,NUTS,2010,CZ,0,15559.0
2009,NUTS,2010,CZ,0,15402.0
2010,NUTS,2010,CZ,0,15029.0
2011,NUTS,2010,CZ,0,15313.0
2012,NUTS,2010,CZ,0,15482.0
2013,NUTS,2010,CZ,0,15996.0
2014,NUTS,2010,CZ,0,16177.0
2015,NUTS,2010,CZ,0,16705.0
2016,NUTS,2010,CZ,0,16615.0
2017,NUTS,2010,CZ,0,17941.0
2018,NUTS,2010,CZ,0,18598.0
2019,NUTS,2010,CZ,0,19009.0
2020,NUTS,2010,CZ,0,19065.0
1991,NUTS,2010,CZ0,1,24663.0
1992,NUTS,2010,CZ0,1,19448.0
1993,NUTS,2010,CZ0,1,10799.0
1994,NUTS,2010,CZ0,1,11268.0
1995,NUTS,2010,CZ0,1,13837.0
1996,NUTS,2010,CZ0,1,16242.0
1997,NUTS,2010,CZ0,1,16126.0
1998,NUTS,2010,CZ0,1,15131.0
1999,NUTS,2010,CZ0,1,13516.0
2000,NUTS,2010,CZ0,1,13852.0
2001,NUTS,2010,CZ0,1,13747.0
2002,NUTS,2010,CZ0,1,13508.0
2003,NUTS,2010,CZ0,1,13357.0
2004,NUTS,2010,CZ0,1,13632.0
2005,NUTS,2010,CZ0,1,14712.0
2006,NUTS,2010,CZ0,1,15065.0
2007,NUTS,2010,CZ0,1,15470.0
2008,NUTS,2010,CZ0,1,15559.0
2009,NUTS,2010,CZ0,1,15402.0
2010,NUTS,2010,CZ0,1,15029.0
2011,NUTS,2010,CZ0,1,15313.0
2012,NUTS,2010,CZ0,1,15482.0
2013,NUTS,2010,CZ0,1,15996.0
2014,NUTS,2010,CZ0,1,16177.0
2015,NUTS,2010,CZ0,1,16705.0
2016,NUTS,2010,CZ0,1,16615.0
2017,NUTS,2010,CZ0,1,17941.0
2018,NUTS,2010,CZ0,1,18598.0
2019,NUTS,2010,CZ0,1,19009.0
2020,NUTS,2010,CZ0,1,19065.0
2001,NUTS,2010,CZ01,2,8717.0
2002,NUTS,2010,CZ01,2,8678.0
2003,NUTS,2010,CZ01,2,8540.0
2004,NUTS,2010,CZ01,2,8759.0
2005,NUTS,2010,CZ01,2,10366.0
2006,NUTS,2010,CZ01,2,10498.0
2007,NUTS,2010,CZ01,2,10863.0
2008,NUTS,2010,CZ01,2,10840.0
2009,NUTS,2010,CZ01,2,10725.0
2010,NUTS,2010,CZ01,2,10497.0
2011,NUTS,2010,CZ01,2,10627.0
2012,NUTS,2010,CZ01,2,10980.0
2013,NUTS,2010,CZ01,2,11284.0
2014,NUTS,2010,CZ01,2,11527.0
2015,NUTS,2010,CZ01,2,11275.0
2016,NUTS,2010,CZ01,2,10664.0
2017,NUTS,2010,CZ01,2,11516.0
2018,NUTS,2010,CZ01,2,11901.0
2019,NUTS,2010,CZ01,2,12087.0
2020,NUTS,2010,CZ01,2,12060.0
2001,NUTS,2010,CZ02,2,822.0
2002,NUTS,2010,CZ02,2,868.0
2003,NUTS,2010,CZ02,2,1234.0
2004,NUTS,2010,CZ02,2,1474.0
2005,NUTS,2010,CZ02,2,1326.0
2006,NUTS,2010,CZ02,2,1347.0
2007,NUTS,2010,CZ02,2,1327.0
2008,NUTS,2010,CZ02,2,1376.0
2009,NUTS,2010,CZ02,2,1348.0
2010,NUTS,2010,CZ02,2,1298.0
2011,NUTS,2010,CZ02,2,1307.0
2012,NUTS,2010,CZ02,2,1175.0
2013,NUTS,2010,CZ02,2,1267.0
2014,NUTS,2010,CZ02,2,1337.0
2015,NUTS,2010,CZ02,2,1795.0
2016,NUTS,2010,CZ02,2,2228.0
2017,NUTS,2010,CZ02,2,2378.0
2018,NUTS,2010,CZ02,2,2458.0
2019,NUTS,2010,CZ02,2,2510.0
2020,NUTS,2010,CZ02,2,2524.0
2001,NUTS,2010,CZ03,2,652.0
2002,NUTS,2010,CZ03,2,670.0
2003,NUTS,2010,CZ03,2,605.0
2004,NUTS,2010,CZ03,2,634.0
2005,NUTS,2010,CZ03,2,793.0
2006,NUTS,2010,CZ03,2,877.0
2007,NUTS,2010,CZ03,2,912.0
2008,NUTS,2010,CZ03,2,941.0
2009,NUTS,2010,CZ03,2,934.0
2010,NUTS,2010,CZ03,2,954.0
2011,NUTS,2010,CZ03,2,813.0
2012,NUTS,2010,CZ03,2,784.0
2013,NUTS,2010,CZ03,2,811.0
2014,NUTS,2010,CZ03,2,821.0
2015,NUTS,2010,CZ03,2,844.0
2016,NUTS,2010,CZ03,2,896.0
2017,NUTS,2010,CZ03,2,965.0
2018,NUTS,2010,CZ03,2,1007.0
2019,NUTS,2010,CZ03,2,1101.0
2020,NUTS,2010,CZ03,2,1066.0
2001,NUTS,2010,CZ04,2,257.0
2002,NUTS,2010,CZ04,2,68.0
2003,NUTS,2010,CZ04,2,107.0
2004,NUTS,2010,CZ04,2,96.0
2005,NUTS,2010,CZ04,2,86.0
2006,NUTS,2010,CZ04,2,87.0
2007,NUTS,2010,CZ04,2,128.0
2008,NUTS,2010,CZ04,2,153.0
2009,NUTS,2010,CZ04,2,149.0
2010,NUTS,2010,CZ04,2,97.0
2011,NUTS,2010,CZ04,2,130.0
2012,NUTS,2010,CZ04,2,122.0
2013,NUTS,2010,CZ04,2,120.0
2014,NUTS,2010,CZ04,2,113.0
2015,NUTS,2010,CZ04,2,113.0
2016,NUTS,2010,CZ04,2,120.0
2017,NUTS,2010,CZ04,2,156.0
2018,NUTS,2010,CZ04,2,166.0
2019,NUTS,2010,CZ04,2,164.0
2020,NUTS,2010,CZ04,2,113.0
2001,NUTS,2010,CZ05,2,237.0
2002,NUTS,2010,CZ05,2,179.0
2003,NUTS,2010,CZ05,2,174.0
2004,NUTS,2010,CZ05,2,390.0
2005,NUTS,2010,CZ05,2,157.0
2006,NUTS,2010,CZ05,2,217.0
2007,NUTS,2010,CZ05,2,230.0
2008,NUTS,2010,CZ05,2,200.0
2009,NUTS,2010,CZ05,2,192.0
2010,NUTS,2010,CZ05,2,187.0
2011,NUTS,2010,CZ05,2,221.0
2012,NUTS,2010,CZ05,2,202.0
2013,NUTS,2010,CZ05,2,210.0
2014,NUTS,2010,CZ05,2,213.0
2015,NUTS,2010,CZ05,2,245.0
2016,NUTS,2010,CZ05,2,243.0
2017,NUTS,2010,CZ05,2,243.0
2018,NUTS,2010,CZ05,2,248.0
2019,NUTS,2010,CZ05,2,258.0
2020,NUTS,2010,CZ05,2,251.0
2001,NUTS,2010,CZ06,2,2654.0
2002,NUTS,2010,CZ06,2,2646.0
2003,NUTS,2010,CZ06,2,2317.0
2004,NUTS,2010,CZ06,2,2056.0
2005,NUTS,2010,CZ06,2,1660.0
2006,NUTS,2010,CZ06,2,1731.0
2007,NUTS,2010,CZ06,2,1690.0
2008,NUTS,2010,CZ06,2,1693.0
2009,NUTS,2010,CZ06,2,1727.0
2010,NUTS,2010,CZ06,2,1691.0
2011,NUTS,2010,CZ06,2,1954.0
2012,NUTS,2010,CZ06,2,1965.0
2013,NUTS,2010,CZ06,2,2072.0
2014,NUTS,2010,CZ06,2,1897.0
2015,NUTS,2010,CZ06,2,2130.0
2016,NUTS,2010,CZ06,2,2171.0
2017,NUTS,2010,CZ06,2,2296.0
2018,NUTS,2010,CZ06,2,2412.0
2019,NUTS,2010,CZ06,2,2490.0
2020,NUTS,2010,CZ06,2,2661.0
2001,NUTS,2010,CZ07,2,241.0
