year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_gov_total_t
2001,NUTS,2010,EL3,1,4114.0
2003,NUTS,2010,EL3,1,4497.0
2005,NUTS,2010,EL3,1,4073.0
2011,NUTS,2010,EL3,1,6004.0
2013,NUTS,2010,EL3,1,7683.0
2015,NUTS,2010,EL3,1,14525.0
2017,NUTS,2010,EL3,1,15610.0
2019,NUTS,2010,EL3,1,18189.0
1989,NUTS,2010,EL30,2,3427.0
1991,NUTS,2010,EL30,2,3328.0
1993,NUTS,2010,EL30,2,3530.0
1995,NUTS,2010,EL30,2,4089.0
1997,NUTS,2010,EL30,2,4190.0
1999,NUTS,2010,EL30,2,3940.0
2001,NUTS,2010,EL30,2,4114.0
2003,NUTS,2010,EL30,2,4497.0
2005,NUTS,2010,EL30,2,4073.0
2011,NUTS,2010,EL30,2,6004.0
2013,NUTS,2010,EL30,2,7683.0
2015,NUTS,2010,EL30,2,14525.0
2017,NUTS,2010,EL30,2,15610.0
2019,NUTS,2010,EL30,2,18189.0
1989,NUTS,2010,EL4,1,718.0
1991,NUTS,2010,EL4,1,724.0
1993,NUTS,2010,EL4,1,1474.0
1995,NUTS,2010,EL4,1,2337.0
1997,NUTS,2010,EL4,1,1853.0
1999,NUTS,2010,EL4,1,1363.0
2001,NUTS,2010,EL4,1,1242.0
2003,NUTS,2010,EL4,1,1409.0
2005,NUTS,2010,EL4,1,1410.0
2011,NUTS,2010,EL4,1,2113.0
2013,NUTS,2010,EL4,1,2745.0
2015,NUTS,2010,EL4,1,3318.0
2017,NUTS,2010,EL4,1,3154.0
2019,NUTS,2010,EL4,1,3093.0
1989,NUTS,2010,EL41,2,11.0
1991,NUTS,2010,EL41,2,9.0
1993,NUTS,2010,EL41,2,68.0
1995,NUTS,2010,EL41,2,242.0
1997,NUTS,2010,EL41,2,240.0
1999,NUTS,2010,EL41,2,216.0
2001,NUTS,2010,EL41,2,197.0
2003,NUTS,2010,EL41,2,166.0
2005,NUTS,2010,EL41,2,172.0
2011,NUTS,2010,EL41,2,131.0
2013,NUTS,2010,EL41,2,167.0
2015,NUTS,2010,EL41,2,485.0
2017,NUTS,2010,EL41,2,365.0
2019,NUTS,2010,EL41,2,350.0
1989,NUTS,2010,EL42,2,33.0
1991,NUTS,2010,EL42,2,3.0
1993,NUTS,2010,EL42,2,148.0
1995,NUTS,2010,EL42,2,439.0
1997,NUTS,2010,EL42,2,285.0
1999,NUTS,2010,EL42,2,162.0
2001,NUTS,2010,EL42,2,168.0
2003,NUTS,2010,EL42,2,321.0
2005,NUTS,2010,EL42,2,287.0
2011,NUTS,2010,EL42,2,406.0
2013,NUTS,2010,EL42,2,407.0
2015,NUTS,2010,EL42,2,382.0
2017,NUTS,2010,EL42,2,309.0
2019,NUTS,2010,EL42,2,357.0
1989,NUTS,2010,EL43,2,674.0
1991,NUTS,2010,EL43,2,712.0
1993,NUTS,2010,EL43,2,1258.0
1995,NUTS,2010,EL43,2,1656.0
1997,NUTS,2010,EL43,2,1328.0
1999,NUTS,2010,EL43,2,985.0
2001,NUTS,2010,EL43,2,877.0
2003,NUTS,2010,EL43,2,922.0
2005,NUTS,2010,EL43,2,951.0
2011,NUTS,2010,EL43,2,1576.0
2013,NUTS,2010,EL43,2,2171.0
2015,NUTS,2010,EL43,2,2451.0
2017,NUTS,2010,EL43,2,2480.0
2019,NUTS,2010,EL43,2,2386.0
2011,NUTS,2010,EL5,1,3073.0
2013,NUTS,2010,EL5,1,3788.0
2015,NUTS,2010,EL5,1,5475.0
2017,NUTS,2010,EL5,1,4886.0
2019,NUTS,2010,EL5,1,5383.0
1989,NUTS,2010,EL51,2,237.0
1991,NUTS,2010,EL51,2,242.0
1993,NUTS,2010,EL51,2,306.0
1995,NUTS,2010,EL51,2,506.0
1997,NUTS,2010,EL51,2,506.0
1999,NUTS,2010,EL51,2,463.0
2001,NUTS,2010,EL51,2,601.0
2003,NUTS,2010,EL51,2,277.0
2005,NUTS,2010,EL51,2,193.0
2011,NUTS,2010,EL51,2,135.0
2013,NUTS,2010,EL51,2,383.0
2015,NUTS,2010,EL51,2,349.0
2017,NUTS,2010,EL51,2,298.0
2019,NUTS,2010,EL51,2,399.0
1989,NUTS,2010,EL52,2,729.0
1991,NUTS,2010,EL52,2,492.0
1993,NUTS,2010,EL52,2,878.0
1995,NUTS,2010,EL52,2,1459.0
1997,NUTS,2010,EL52,2,1181.0
1999,NUTS,2010,EL52,2,749.0
2001,NUTS,2010,EL52,2,961.0
2003,NUTS,2010,EL52,2,1174.0
2005,NUTS,2010,EL52,2,842.0
2011,NUTS,2010,EL52,2,1985.0
2013,NUTS,2010,EL52,2,2383.0
2015,NUTS,2010,EL52,2,4146.0
2017,NUTS,2010,EL52,2,3934.0
2019,NUTS,2010,EL52,2,4266.0
1989,NUTS,2010,EL53,2,54.0
1991,NUTS,2010,EL53,2,220.0
1993,NUTS,2010,EL53,2,52.0
1995,NUTS,2010,EL53,2,60.0
1997,NUTS,2010,EL53,2,251.0
1999,NUTS,2010,EL53,2,75.0
2001,NUTS,2010,EL53,2,144.0
2003,NUTS,2010,EL53,2,118.0
2005,NUTS,2010,EL53,2,70.0
2011,NUTS,2010,EL53,2,601.0
2013,NUTS,2010,EL53,2,276.0
2015,NUTS,2010,EL53,2,656.0
2017,NUTS,2010,EL53,2,352.0
2019,NUTS,2010,EL53,2,356.0
1989,NUTS,2010,EL54,2,69.0
1991,NUTS,2010,EL54,2,50.0
1993,NUTS,2010,EL54,2,101.0
1995,NUTS,2010,EL54,2,196.0
1997,NUTS,2010,EL54,2,168.0
1999,NUTS,2010,EL54,2,130.0
2001,NUTS,2010,EL54,2,148.0
2003,NUTS,2010,EL54,2,127.0
2005,NUTS,2010,EL54,2,55.0
2011,NUTS,2010,EL54,2,352.0
2013,NUTS,2010,EL54,2,746.0
2015,NUTS,2010,EL54,2,324.0
2017,NUTS,2010,EL54,2,302.0
2019,NUTS,2010,EL54,2,362.0
2011,NUTS,2010,EL6,1,2070.0
2013,NUTS,2010,EL6,1,2647.0
2015,NUTS,2010,EL6,1,4618.0
2017,NUTS,2010,EL6,1,2474.0
2019,NUTS,2010,EL6,1,3036.0
1989,NUTS,2010,EL61,2,197.0
1991,NUTS,2010,EL61,2,122.0
1993,NUTS,2010,EL61,2,197.0
1995,NUTS,2010,EL61,2,418.0
1997,NUTS,2010,EL61,2,419.0
1999,NUTS,2010,EL61,2,271.0
2001,NUTS,2010,EL61,2,277.0
2003,NUTS,2010,EL61,2,282.0
2005,NUTS,2010,EL61,2,182.0
2011,NUTS,2010,EL61,2,549.0
2013,NUTS,2010,EL61,2,533.0
2015,NUTS,2010,EL61,2,774.0
2017,NUTS,2010,EL61,2,480.0
2019,NUTS,2010,EL61,2,502.0
1989,NUTS,2010,EL62,2,32.0
1991,NUTS,2010,EL62,2,26.0
1993,NUTS,2010,EL62,2,41.0
1995,NUTS,2010,EL62,2,92.0
1997,NUTS,2010,EL62,2,57.0
1999,NUTS,2010,EL62,2,81.0
2001,NUTS,2010,EL62,2,69.0
2003,NUTS,2010,EL62,2,98.0
2005,NUTS,2010,EL62,2,79.0
2011,NUTS,2010,EL62,2,162.0
2013,NUTS,2010,EL62,2,163.0
2015,NUTS,2010,EL62,2,383.0
2017,NUTS,2010,EL62,2,146.0
2019,NUTS,2010,EL62,2,177.0
1989,NUTS,2010,EL63,2,348.0
1991,NUTS,2010,EL63,2,280.0
1993,NUTS,2010,EL63,2,368.0
1995,NUTS,2010,EL63,2,351.0
1997,NUTS,2010,EL63,2,102.0
1999,NUTS,2010,EL63,2,388.0
2001,NUTS,2010,EL63,2,435.0
2003,NUTS,2010,EL63,2,457.0
2005,NUTS,2010,EL63,2,374.0
2011,NUTS,2010,EL63,2,334.0
2013,NUTS,2010,EL63,2,929.0
2015,NUTS,2010,EL63,2,1649.0
2017,NUTS,2010,EL63,2,1043.0
2019,NUTS,2010,EL63,2,808.0
1989,NUTS,2010,EL64,2,65.0
1991,NUTS,2010,EL64,2,23.0
1993,NUTS,2010,EL64,2,114.0
1995,NUTS,2010,EL64,2,402.0
1997,NUTS,2010,EL64,2,309.0
1999,NUTS,2010,EL64,2,177.0
2001,NUTS,2010,EL64,2,365.0
2003,NUTS,2010,EL64,2,273.0
2005,NUTS,2010,EL64,2,211.0
2011,NUTS,2010,EL64,2,322.0
2013,NUTS,2010,EL64,2,315.0
2015,NUTS,2010,EL64,2,547.0
2017,NUTS,2010,EL64,2,214.0
2019,NUTS,2010,EL64,2,381.0
1989,NUTS,2010,EL65,2,58.0
1991,NUTS,2010,EL65,2,149.0
1993,NUTS,2010,EL65,2,84.0
1995,NUTS,2010,EL65,2,349.0
1997,NUTS,2010,EL65,2,737.0
1999,NUTS,2010,EL65,2,274.0
2001,NUTS,2010,EL65,2,463.0
2003,NUTS,2010,EL65,2,436.0
2005,NUTS,2010,EL65,2,372.0
2011,NUTS,2010,EL65,2,703.0
2013,NUTS,2010,EL65,2,707.0
2015,NUTS,2010,EL65,2,1265.0
2017,NUTS,2010,EL65,2,591.0
2019,NUTS,2010,EL65,2,1168.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1985,NUTS,2010,ES,0,11266.0
1986,NUTS,2010,ES,0,14126.0
1987,NUTS,2010,ES,0,18550.0
1988,NUTS,2010,ES,0,21078.0
1989,NUTS,2010,ES,0,21769.0
1990,NUTS,2010,ES,0,23883.0
1991,NUTS,2010,ES,0,24746.0
1992,NUTS,2010,ES,0,24453.0
1993,NUTS,2010,ES,0,24428.0
1994,NUTS,2010,ES,0,23497.0
1995,NUTS,2010,ES,0,22562.0
1997,NUTS,2010,ES,0,25620.0
1999,NUTS,2010,ES,0,28851.0
2000,NUTS,2010,ES,0,29683.0
2001,NUTS,2010,ES,0,31645.0
2002,NUTS,2010,ES,0,31536.0
2003,NUTS,2010,ES,0,35306.0
2004,NUTS,2010,ES,0,39499.0
2005,NUTS,2010,ES,0,43946.0
2006,NUTS,2010,ES,0,46725.0
2007,NUTS,2010,ES,0,50695.0
2008,NUTS,2010,ES,0,55422.0
2009,NUTS,2010,ES,0,60709.0
2010,NUTS,2010,ES,0,58815.0
2011,NUTS,2010,ES,0,58172.0
2012,NUTS,2010,ES,0,56338.0
2013,NUTS,2010,ES,0,53671.0
2014,NUTS,2010,ES,0,53615.0
2015,NUTS,2010,ES,0,56963.0
2016,NUTS,2010,ES,0,57459.0
2017,NUTS,2010,ES,0,58497.0
2018,NUTS,2010,ES,0,58837.0
2019,NUTS,2010,ES,0,60309.0
1987,NUTS,2010,ES1,1,1149.0
1988,NUTS,2010,ES1,1,1230.0
1989,NUTS,2010,ES1,1,1258.0
1990,NUTS,2010,ES1,1,1463.0
1991,NUTS,2010,ES1,1,1463.0
1992,NUTS,2010,ES1,1,1444.0
1993,NUTS,2010,ES1,1,1376.0
1994,NUTS,2010,ES1,1,1095.0
1995,NUTS,2010,ES1,1,2796.0
1996,NUTS,2010,ES1,1,1544.0
1997,NUTS,2010,ES1,1,2967.0
1998,NUTS,2010,ES1,1,1724.0
1999,NUTS,2010,ES1,1,3067.0
2000,NUTS,2010,ES1,1,3585.0
2001,NUTS,2010,ES1,1,3718.0
2002,NUTS,2010,ES1,1,4080.0
2003,NUTS,2010,ES1,1,4120.0
2004,NUTS,2010,ES1,1,4386.0
2005,NUTS,2010,ES1,1,4695.0
2006,NUTS,2010,ES1,1,4954.0
2007,NUTS,2010,ES1,1,5784.0
2008,NUTS,2010,ES1,1,6215.0
2009,NUTS,2010,ES1,1,6539.0
2010,NUTS,2010,ES1,1,3905.0
2011,NUTS,2010,ES1,1,3599.0
2013,NUTS,2010,ES1,1,3285.0
2014,NUTS,2010,ES1,1,3384.0
2015,NUTS,2010,ES1,1,3537.0
2016,NUTS,2010,ES1,1,3665.0
2017,NUTS,2010,ES1,1,3785.0
2018,NUTS,2010,ES1,1,4110.0
2019,NUTS,2010,ES1,1,4524.0
1987,NUTS,2010,ES11,2,591.0
1988,NUTS,2010,ES11,2,670.0
1989,NUTS,2010,ES11,2,776.0
1990,NUTS,2010,ES11,2,829.0
1991,NUTS,2010,ES11,2,932.0
1992,NUTS,2010,ES11,2,903.0
1993,NUTS,2010,ES11,2,806.0
1994,NUTS,2010,ES11,2,536.0
1995,NUTS,2010,ES11,2,2318.0
1996,NUTS,2010,ES11,2,1052.0
1997,NUTS,2010,ES11,2,2401.0
1998,NUTS,2010,ES11,2,1066.0
1999,NUTS,2010,ES11,2,2534.0
2000,NUTS,2010,ES11,2,3036.0
2001,NUTS,2010,ES11,2,3028.0
2002,NUTS,2010,ES11,2,3359.0
2003,NUTS,2010,ES11,2,3370.0
2004,NUTS,2010,ES11,2,3508.0
2005,NUTS,2010,ES11,2,3732.0
2006,NUTS,2010,ES11,2,3786.0
2007,NUTS,2010,ES11,2,4581.0
2008,NUTS,2010,ES11,2,4799.0
2009,NUTS,2010,ES11,2,5125.0
2010,NUTS,2010,ES11,2,2517.0
2013,NUTS,2010,ES11,2,2021.0
2014,NUTS,2010,ES11,2,2046.0
2015,NUTS,2010,ES11,2,2157.0
2016,NUTS,2010,ES11,2,2206.0
2017,NUTS,2010,ES11,2,2421.0
2018,NUTS,2010,ES11,2,2612.0
2019,NUTS,2010,ES11,2,2989.0
1987,NUTS,2010,ES12,2,315.0
1988,NUTS,2010,ES12,2,372.0
1989,NUTS,2010,ES12,2,367.0
1990,NUTS,2010,ES12,2,515.0
1991,NUTS,2010,ES12,2,390.0
1992,NUTS,2010,ES12,2,443.0
1993,NUTS,2010,ES12,2,400.0
1994,NUTS,2010,ES12,2,374.0
1995,NUTS,2010,ES12,2,354.0
1996,NUTS,2010,ES12,2,384.0
1997,NUTS,2010,ES12,2,410.0
1998,NUTS,2010,ES12,2,391.0
1999,NUTS,2010,ES12,2,381.0
2000,NUTS,2010,ES12,2,372.0
2001,NUTS,2010,ES12,2,447.0
2002,NUTS,2010,ES12,2,442.0
2003,NUTS,2010,ES12,2,434.0
2004,NUTS,2010,ES12,2,428.0
2005,NUTS,2010,ES12,2,473.0
2006,NUTS,2010,ES12,2,558.0
2007,NUTS,2010,ES12,2,585.0
2008,NUTS,2010,ES12,2,742.0
2009,NUTS,2010,ES12,2,775.0
2010,NUTS,2010,ES12,2,714.0
2012,NUTS,2010,ES12,2,713.0
2013,NUTS,2010,ES12,2,649.0
2014,NUTS,2010,ES12,2,608.0
2015,NUTS,2010,ES12,2,631.0
2016,NUTS,2010,ES12,2,684.0
2017,NUTS,2010,ES12,2,692.0
2018,NUTS,2010,ES12,2,717.0
2019,NUTS,2010,ES12,2,700.0
1987,NUTS,2010,ES13,2,242.0
1988,NUTS,2010,ES13,2,188.0
1989,NUTS,2010,ES13,2,115.0
1990,NUTS,2010,ES13,2,120.0
1991,NUTS,2010,ES13,2,141.0
1992,NUTS,2010,ES13,2,98.0
1993,NUTS,2010,ES13,2,170.0
1994,NUTS,2010,ES13,2,185.0
1995,NUTS,2010,ES13,2,124.0
1996,NUTS,2010,ES13,2,108.0
1997,NUTS,2010,ES13,2,156.0
1998,NUTS,2010,ES13,2,266.0
1999,NUTS,2010,ES13,2,152.0
2000,NUTS,2010,ES13,2,177.0
2001,NUTS,2010,ES13,2,243.0
2002,NUTS,2010,ES13,2,279.0
2003,NUTS,2010,ES13,2,316.0
2004,NUTS,2010,ES13,2,450.0
2005,NUTS,2010,ES13,2,490.0
2006,NUTS,2010,ES13,2,610.0
2007,NUTS,2010,ES13,2,618.0
2008,NUTS,2010,ES13,2,674.0
2009,NUTS,2010,ES13,2,639.0
2010,NUTS,2010,ES13,2,674.0
2011,NUTS,2010,ES13,2,723.0
2012,NUTS,2010,ES13,2,720.0
2013,NUTS,2010,ES13,2,615.0
2014,NUTS,2010,ES13,2,730.0
2015,NUTS,2010,ES13,2,749.0
2016,NUTS,2010,ES13,2,775.0
2017,NUTS,2010,ES13,2,672.0
2018,NUTS,2010,ES13,2,781.0
2019,NUTS,2010,ES13,2,835.0
1987,NUTS,2010,ES2,1,864.0
1988,NUTS,2010,ES2,1,1075.0
1989,NUTS,2010,ES2,1,1079.0
1990,NUTS,2010,ES2,1,1271.0
1991,NUTS,2010,ES2,1,1252.0
1992,NUTS,2010,ES2,1,1105.0
1993,NUTS,2010,ES2,1,1335.0
1994,NUTS,2010,ES2,1,1037.0
1995,NUTS,2010,ES2,1,1317.0
1996,NUTS,2010,ES2,1,955.0
1997,NUTS,2010,ES2,1,1708.0
1998,NUTS,2010,ES2,1,1307.0
1999,NUTS,2010,ES2,1,1650.0
2000,NUTS,2010,ES2,1,1673.0
2001,NUTS,2010,ES2,1,1949.0
2002,NUTS,2010,ES2,1,1897.0
2003,NUTS,2010,ES2,1,2465.0
2004,NUTS,2010,ES2,1,3073.0
2005,NUTS,2010,ES2,1,3314.0
2006,NUTS,2010,ES2,1,3806.0
2007,NUTS,2010,ES2,1,4340.0
2008,NUTS,2010,ES2,1,4675.0
2009,NUTS,2010,ES2,1,5434.0
2010,NUTS,2010,ES2,1,5575.0
2011,NUTS,2010,ES2,1,6026.0
2012,NUTS,2010,ES2,1,6195.0
2013,NUTS,2010,ES2,1,5913.0
2014,NUTS,2010,ES2,1,5799.0
2016,NUTS,2010,ES2,1,6126.0
2017,NUTS,2010,ES2,1,6187.0
2018,NUTS,2010,ES2,1,6511.0
2019,NUTS,2010,ES2,1,6560.0
1987,NUTS,2010,ES21,2,230.0
1988,NUTS,2010,ES21,2,275.0
1989,NUTS,2010,ES21,2,243.0
1990,NUTS,2010,ES21,2,294.0
1991,NUTS,2010,ES21,2,223.0
1992,NUTS,2010,ES21,2,174.0
1993,NUTS,2010,ES21,2,239.0
1994,NUTS,2010,ES21,2,225.0
1995,NUTS,2010,ES21,2,446.0
1996,NUTS,2010,ES21,2,222.0
1997,NUTS,2010,ES21,2,589.0
1998,NUTS,2010,ES21,2,333.0
1999,NUTS,2010,ES21,2,508.0
2000,NUTS,2010,ES21,2,668.0
2001,NUTS,2010,ES21,2,799.0
2002,NUTS,2010,ES21,2,878.0
2003,NUTS,2010,ES21,2,940.0
2004,NUTS,2010,ES21,2,1314.0
2005,NUTS,2010,ES21,2,1365.0
2006,NUTS,2010,ES21,2,1562.0
2007,NUTS,2010,ES21,2,1796.0
2008,NUTS,2010,ES21,2,1841.0
2009,NUTS,2010,ES21,2,2605.0
2010,NUTS,2010,ES21,2,2534.0
2011,NUTS,2010,ES21,2,3099.0
2012,NUTS,2010,ES21,2,3256.0
2013,NUTS,2010,ES21,2,3078.0
2014,NUTS,2010,ES21,2,2973.0
2015,NUTS,2010,ES21,2,3250.0
2016,NUTS,2010,ES21,2,3348.0
2017,NUTS,2010,ES21,2,3290.0
2018,NUTS,2010,ES21,2,3477.0
2019,NUTS,2010,ES21,2,3514.0
1987,NUTS,2010,ES22,2,0.0
1988,NUTS,2010,ES22,2,104.0
1989,NUTS,2010,ES22,2,104.0
1990,NUTS,2010,ES22,2,143.0
1991,NUTS,2010,ES22,2,199.0
1992,NUTS,2010,ES22,2,50.0
1993,NUTS,2010,ES22,2,75.0
1994,NUTS,2010,ES22,2,67.0
1995,NUTS,2010,ES22,2,180.0
1996,NUTS,2010,ES22,2,75.0
1997,NUTS,2010,ES22,2,168.0
1998,NUTS,2010,ES22,2,71.0
1999,NUTS,2010,ES22,2,130.0
2000,NUTS,2010,ES22,2,162.0
2001,NUTS,2010,ES22,2,100.0
2002,NUTS,2010,ES22,2,176.0
2003,NUTS,2010,ES22,2,168.0
2004,NUTS,2010,ES22,2,231.0
2005,NUTS,2010,ES22,2,264.0
2006,NUTS,2010,ES22,2,340.0
2007,NUTS,2010,ES22,2,392.0
2008,NUTS,2010,ES22,2,448.0
2009,NUTS,2010,ES22,2,549.0
2010,NUTS,2010,ES22,2,590.0
2011,NUTS,2010,ES22,2,569.0
2012,NUTS,2010,ES22,2,561.0
2013,NUTS,2010,ES22,2,594.0
2014,NUTS,2010,ES22,2,661.0
2016,NUTS,2010,ES22,2,700.0
2017,NUTS,2010,ES22,2,758.0
2018,NUTS,2010,ES22,2,817.0
2019,NUTS,2010,ES22,2,815.0
1987,NUTS,2010,ES23,2,68.0
1988,NUTS,2010,ES23,2,60.0
1989,NUTS,2010,ES23,2,46.0
1990,NUTS,2010,ES23,2,65.0
1991,NUTS,2010,ES23,2,65.0
1992,NUTS,2010,ES23,2,54.0
1993,NUTS,2010,ES23,2,161.0
1994,NUTS,2010,ES23,2,62.0
1995,NUTS,2010,ES23,2,142.0
1996,NUTS,2010,ES23,2,88.0
1997,NUTS,2010,ES23,2,155.0
1998,NUTS,2010,ES23,2,60.0
1999,NUTS,2010,ES23,2,153.0
2000,NUTS,2010,ES23,2,144.0
2001,NUTS,2010,ES23,2,157.0
2002,NUTS,2010,ES23,2,168.0
2003,NUTS,2010,ES23,2,184.0
2004,NUTS,2010,ES23,2,156.0
2005,NUTS,2010,ES23,2,165.0
2006,NUTS,2010,ES23,2,238.0
2007,NUTS,2010,ES23,2,382.0
2008,NUTS,2010,ES23,2,459.0
2009,NUTS,2010,ES23,2,596.0
2010,NUTS,2010,ES23,2,641.0
2011,NUTS,2010,ES23,2,632.0
2012,NUTS,2010,ES23,2,662.0
2013,NUTS,2010,ES23,2,583.0
2014,NUTS,2010,ES23,2,511.0
2015,NUTS,2010,ES23,2,510.0
2016,NUTS,2010,ES23,2,509.0
2017,NUTS,2010,ES23,2,574.0
2018,NUTS,2010,ES23,2,595.0
2019,NUTS,2010,ES23,2,582.0
1987,NUTS,2010,ES24,2,566.0
1988,NUTS,2010,ES24,2,636.0
1989,NUTS,2010,ES24,2,686.0
1990,NUTS,2010,ES24,2,769.0
1991,NUTS,2010,ES24,2,764.0
1992,NUTS,2010,ES24,2,827.0
1993,NUTS,2010,ES24,2,860.0
1994,NUTS,2010,ES24,2,683.0
1995,NUTS,2010,ES24,2,549.0
1996,NUTS,2010,ES24,2,569.0
1997,NUTS,2010,ES24,2,796.0
1998,NUTS,2010,ES24,2,844.0
1999,NUTS,2010,ES24,2,859.0
2000,NUTS,2010,ES24,2,699.0
2001,NUTS,2010,ES24,2,893.0
2002,NUTS,2010,ES24,2,675.0
2003,NUTS,2010,ES24,2,1173.0
2004,NUTS,2010,ES24,2,1372.0
2005,NUTS,2010,ES24,2,1520.0
2006,NUTS,2010,ES24,2,1666.0
2007,NUTS,2010,ES24,2,1770.0
2008,NUTS,2010,ES24,2,1927.0
2009,NUTS,2010,ES24,2,1684.0
2010,NUTS,2010,ES24,2,1810.0
2011,NUTS,2010,ES24,2,1726.0
2012,NUTS,2010,ES24,2,1716.0
2013,NUTS,2010,ES24,2,1658.0
2014,NUTS,2010,ES24,2,1654.0
2015,NUTS,2010,ES24,2,1568.0
2016,NUTS,2010,ES24,2,1569.0
2017,NUTS,2010,ES24,2,1565.0
2018,NUTS,2010,ES24,2,1622.0
2019,NUTS,2010,ES24,2,1649.0
1987,NUTS,2010,ES3,1,10448.0
1988,NUTS,2010,ES3,1,11844.0
1989,NUTS,2010,ES3,1,12878.0
1990,NUTS,2010,ES3,1,14027.0
1991,NUTS,2010,ES3,1,13927.0
1992,NUTS,2010,ES3,1,13690.0
1993,NUTS,2010,ES3,1,13316.0
1994,NUTS,2010,ES3,1,14361.0
1995,NUTS,2010,ES3,1,10338.0
1996,NUTS,2010,ES3,1,11224.0
1997,NUTS,2010,ES3,1,10678.0
1998,NUTS,2010,ES3,1,14806.0
1999,NUTS,2010,ES3,1,13065.0
2000,NUTS,2010,ES3,1,13109.0
2001,NUTS,2010,ES3,1,13948.0
2002,NUTS,2010,ES3,1,13332.0
2003,NUTS,2010,ES3,1,12988.0
2004,NUTS,2010,ES3,1,14297.0
2005,NUTS,2010,ES3,1,15370.0
2006,NUTS,2010,ES3,1,15259.0
2007,NUTS,2010,ES3,1,16608.0
2008,NUTS,2010,ES3,1,17442.0
2009,NUTS,2010,ES3,1,18165.0
2010,NUTS,2010,ES3,1,18011.0
2011,NUTS,2010,ES3,1,17468.0
2012,NUTS,2010,ES3,1,16864.0
2013,NUTS,2010,ES3,1,15422.0
2014,NUTS,2010,ES3,1,15667.0
2015,NUTS,2010,ES3,1,15850.0
2016,NUTS,2010,ES3,1,16698.0
2017,NUTS,2010,ES3,1,16553.0
2018,NUTS,2010,ES3,1,16101.0
2019,NUTS,2010,ES3,1,16500.0
1987,NUTS,2010,ES30,2,10448.0
1988,NUTS,2010,ES30,2,11844.0
1989,NUTS,2010,ES30,2,12878.0
1990,NUTS,2010,ES30,2,14027.0
1991,NUTS,2010,ES30,2,13927.0
1992,NUTS,2010,ES30,2,13690.0
1993,NUTS,2010,ES30,2,13316.0
1994,NUTS,2010,ES30,2,14361.0
1995,NUTS,2010,ES30,2,10338.0
1996,NUTS,2010,ES30,2,11224.0
1997,NUTS,2010,ES30,2,10678.0
1998,NUTS,2010,ES30,2,14806.0
1999,NUTS,2010,ES30,2,13065.0
2000,NUTS,2010,ES30,2,13109.0
2001,NUTS,2010,ES30,2,13948.0
2002,NUTS,2010,ES30,2,13332.0
2003,NUTS,2010,ES30,2,12988.0
2004,NUTS,2010,ES30,2,14297.0
2005,NUTS,2010,ES30,2,15370.0
2006,NUTS,2010,ES30,2,15259.0
2007,NUTS,2010,ES30,2,16608.0
2008,NUTS,2010,ES30,2,17442.0
2009,NUTS,2010,ES30,2,18165.0
2010,NUTS,2010,ES30,2,18011.0
2011,NUTS,2010,ES30,2,17468.0
2012,NUTS,2010,ES30,2,16864.0
2013,NUTS,2010,ES30,2,15422.0
2014,NUTS,2010,ES30,2,15667.0
2015,NUTS,2010,ES30,2,15850.0
2016,NUTS,2010,ES30,2,16698.0
2017,NUTS,2010,ES30,2,16553.0
2018,NUTS,2010,ES30,2,16101.0
2019,NUTS,2010,ES30,2,16500.0
1987,NUTS,2010,ES4,1,744.0
1988,NUTS,2010,ES4,1,921.0
1989,NUTS,2010,ES4,1,852.0
1990,NUTS,2010,ES4,1,996.0
1991,NUTS,2010,ES4,1,1201.0
1992,NUTS,2010,ES4,1,1217.0
1993,NUTS,2010,ES4,1,1131.0
1994,NUTS,2010,ES4,1,859.0
1995,NUTS,2010,ES4,1,1330.0
1996,NUTS,2010,ES4,1,1015.0
1997,NUTS,2010,ES4,1,1491.0
1998,NUTS,2010,ES4,1,1121.0
1999,NUTS,2010,ES4,1,1722.0
2000,NUTS,2010,ES4,1,1505.0
2001,NUTS,2010,ES4,1,1497.0
2002,NUTS,2010,ES4,1,1506.0
2003,NUTS,2010,ES4,1,1725.0
2004,NUTS,2010,ES4,1,1843.0
2005,NUTS,2010,ES4,1,2097.0
2006,NUTS,2010,ES4,1,2345.0
2007,NUTS,2010,ES4,1,2586.0
2008,NUTS,2010,ES4,1,3722.0
2009,NUTS,2010,ES4,1,3931.0
2010,NUTS,2010,ES4,1,4160.0
2011,NUTS,2010,ES4,1,4233.0
2013,NUTS,2010,ES4,1,3743.0
2014,NUTS,2010,ES4,1,3611.0
2015,NUTS,2010,ES4,1,4046.0
2016,NUTS,2010,ES4,1,3873.0
2017,NUTS,2010,ES4,1,3970.0
2018,NUTS,2010,ES4,1,4332.0
2019,NUTS,2010,ES4,1,4281.0
1987,NUTS,2010,ES41,2,259.0
1988,NUTS,2010,ES41,2,276.0
1989,NUTS,2010,ES41,2,295.0
1990,NUTS,2010,ES41,2,423.0
1991,NUTS,2010,ES41,2,613.0
1992,NUTS,2010,ES41,2,576.0
1993,NUTS,2010,ES41,2,569.0
1994,NUTS,2010,ES41,2,352.0
1995,NUTS,2010,ES41,2,745.0
1996,NUTS,2010,ES41,2,462.0
1997,NUTS,2010,ES41,2,922.0
1998,NUTS,2010,ES41,2,573.0
1999,NUTS,2010,ES41,2,1038.0
