year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_pc_act_fte_total_t
2015,NUTS,2010,HU21,2,0.3365
2016,NUTS,2010,HU21,2,0.3462
2017,NUTS,2010,HU21,2,0.4066
2018,NUTS,2010,HU21,2,0.4949
2019,NUTS,2010,HU21,2,0.5428
2011,NUTS,2010,HU22,2,0.1985
2012,NUTS,2010,HU22,2,0.2379
2013,NUTS,2010,HU22,2,0.2652
2014,NUTS,2010,HU22,2,0.2276
2015,NUTS,2010,HU22,2,0.1883
2016,NUTS,2010,HU22,2,0.2062
2017,NUTS,2010,HU22,2,0.2597
2018,NUTS,2010,HU22,2,0.3647
2019,NUTS,2010,HU22,2,0.368
2011,NUTS,2010,HU23,2,0.1604
2012,NUTS,2010,HU23,2,0.1823
2013,NUTS,2010,HU23,2,0.2493
2014,NUTS,2010,HU23,2,0.1916
2015,NUTS,2010,HU23,2,0.1396
2016,NUTS,2010,HU23,2,0.1504
2017,NUTS,2010,HU23,2,0.212
2018,NUTS,2010,HU23,2,0.2752
2019,NUTS,2010,HU23,2,0.3025
2011,NUTS,2010,HU3,1,0.2044
2012,NUTS,2010,HU3,1,0.2453
2013,NUTS,2010,HU3,1,0.2541
2014,NUTS,2010,HU3,1,0.2121
2015,NUTS,2010,HU3,1,0.178
2016,NUTS,2010,HU3,1,0.1803
2017,NUTS,2010,HU3,1,0.2301
2018,NUTS,2010,HU3,1,0.2682
2019,NUTS,2010,HU3,1,0.2948
2011,NUTS,2010,HU31,2,0.18
2012,NUTS,2010,HU31,2,0.2111
2013,NUTS,2010,HU31,2,0.2612
2014,NUTS,2010,HU31,2,0.1957
2015,NUTS,2010,HU31,2,0.1586
2016,NUTS,2010,HU31,2,0.16
2017,NUTS,2010,HU31,2,0.2013
2018,NUTS,2010,HU31,2,0.2221
2019,NUTS,2010,HU31,2,0.2511
2011,NUTS,2010,HU32,2,0.1956
2012,NUTS,2010,HU32,2,0.2481
2013,NUTS,2010,HU32,2,0.1947
2014,NUTS,2010,HU32,2,0.1644
2015,NUTS,2010,HU32,2,0.1704
2016,NUTS,2010,HU32,2,0.1641
2017,NUTS,2010,HU32,2,0.1995
2018,NUTS,2010,HU32,2,0.2236
2019,NUTS,2010,HU32,2,0.2381
2011,NUTS,2010,HU33,2,0.2359
2012,NUTS,2010,HU33,2,0.2718
2013,NUTS,2010,HU33,2,0.3163
2014,NUTS,2010,HU33,2,0.2819
2015,NUTS,2010,HU33,2,0.2036
2016,NUTS,2010,HU33,2,0.2165
2017,NUTS,2010,HU33,2,0.2912
2018,NUTS,2010,HU33,2,0.3614
2019,NUTS,2010,HU33,2,0.3993
2011,NUTS,2010,IE,0,0.6474
2012,NUTS,2010,IE,0,0.7047
2013,NUTS,2010,IE,0,0.7802
2014,NUTS,2010,IE,0,0.8044
2015,NUTS,2010,IE,0,0.8292
2016,NUTS,2010,IE,0,0.8058
2017,NUTS,2010,IE,0,0.8571
2018,NUTS,2010,IE,0,0.8199
2019,NUTS,2010,IE,0,0.8379
2020,NUTS,2010,IE,0,0.8739
2011,NUTS,2010,IE0,1,0.6329
2013,NUTS,2010,IE0,1,0.7614
2015,NUTS,2010,IE0,1,0.805
2017,NUTS,2010,IE0,1,0.8309
2011,NUTS,2010,IE01,2,0.5317
2013,NUTS,2010,IE01,2,0.5795
2015,NUTS,2010,IE01,2,0.5215
2017,NUTS,2010,IE01,2,1.2857
2011,NUTS,2010,IE02,2,0.6677
2013,NUTS,2010,IE02,2,0.8249
2015,NUTS,2010,IE02,2,0.9029
2017,NUTS,2010,IE02,2,0.7653
2011,NUTS,2010,IS,0,0.8719
2013,NUTS,2010,IS,0,0.7198
2015,NUTS,2010,IS,0,0.8862
2016,NUTS,2010,IS,0,0.8624
2017,NUTS,2010,IS,0,0.9519
2018,NUTS,2010,IS,0,0.9321
2011,NUTS,2010,IT,0,0.4663
2012,NUTS,2010,IT,0,0.4884
2013,NUTS,2010,IT,0,0.5093
2014,NUTS,2010,IT,0,0.5239
2015,NUTS,2010,IT,0,0.555
2016,NUTS,2010,IT,0,0.6604
2017,NUTS,2010,IT,0,0.7671
2018,NUTS,2010,IT,0,0.8743
2019,NUTS,2010,IT,0,0.9014
2020,NUTS,2010,IT,0,0.9186
2011,NUTS,2010,ITC,1,0.7078
2012,NUTS,2010,ITC,1,0.7314
2013,NUTS,2010,ITC,1,0.7541
2014,NUTS,2010,ITC,1,0.7827
2015,NUTS,2010,ITC,1,0.7988
2016,NUTS,2010,ITC,1,0.9201
2017,NUTS,2010,ITC,1,1.0212
2018,NUTS,2010,ITC,1,1.1501
2019,NUTS,2010,ITC,1,1.1566
2011,NUTS,2010,ITC1,2,0.8418
2012,NUTS,2010,ITC1,2,0.8668
2013,NUTS,2010,ITC1,2,0.9394
2014,NUTS,2010,ITC1,2,0.9787
2015,NUTS,2010,ITC1,2,1.0356
2016,NUTS,2010,ITC1,2,1.1592
2017,NUTS,2010,ITC1,2,1.1927
2018,NUTS,2010,ITC1,2,1.328
2019,NUTS,2010,ITC1,2,1.3199
2011,NUTS,2010,ITC2,2,0.3602
2012,NUTS,2010,ITC2,2,0.3339
2013,NUTS,2010,ITC2,2,0.2624
2014,NUTS,2010,ITC2,2,0.2683
2015,NUTS,2010,ITC2,2,0.3056
2016,NUTS,2010,ITC2,2,0.4143
2017,NUTS,2010,ITC2,2,0.3708
2018,NUTS,2010,ITC2,2,0.4049
2019,NUTS,2010,ITC2,2,0.3226
2011,NUTS,2010,ITC3,2,0.5271
2012,NUTS,2010,ITC3,2,0.5011
2013,NUTS,2010,ITC3,2,0.4395
2014,NUTS,2010,ITC3,2,0.4724
2015,NUTS,2010,ITC3,2,0.5082
2016,NUTS,2010,ITC3,2,0.5856
2017,NUTS,2010,ITC3,2,0.5867
2018,NUTS,2010,ITC3,2,0.667
2019,NUTS,2010,ITC3,2,0.6906
2011,NUTS,2010,ITC4,2,0.6797
2012,NUTS,2010,ITC4,2,0.7111
2013,NUTS,2010,ITC4,2,0.7265
2014,NUTS,2010,ITC4,2,0.7497
2015,NUTS,2010,ITC4,2,0.7449
2016,NUTS,2010,ITC4,2,0.8727
2017,NUTS,2010,ITC4,2,1.018
2018,NUTS,2010,ITC4,2,1.1534
2019,NUTS,2010,ITC4,2,1.1653
2011,NUTS,2010,ITF,1,0.1559
2012,NUTS,2010,ITF,1,0.1713
2013,NUTS,2010,ITF,1,0.1827
2014,NUTS,2010,ITF,1,0.183
2015,NUTS,2010,ITF,1,0.2211
2016,NUTS,2010,ITF,1,0.255
2017,NUTS,2010,ITF,1,0.3444
2018,NUTS,2010,ITF,1,0.4448
2019,NUTS,2010,ITF,1,0.4807
2011,NUTS,2010,ITF1,2,0.2233
2012,NUTS,2010,ITF1,2,0.175
2013,NUTS,2010,ITF1,2,0.2098
2014,NUTS,2010,ITF1,2,0.2396
2015,NUTS,2010,ITF1,2,0.2347
2016,NUTS,2010,ITF1,2,0.3085
2017,NUTS,2010,ITF1,2,0.3587
2018,NUTS,2010,ITF1,2,0.4253
2019,NUTS,2010,ITF1,2,0.451
2011,NUTS,2010,ITF2,2,0.0506
2012,NUTS,2010,ITF2,2,0.0588
2013,NUTS,2010,ITF2,2,0.1798
2014,NUTS,2010,ITF2,2,0.1461
2015,NUTS,2010,ITF2,2,0.5369
2016,NUTS,2010,ITF2,2,0.5365
2017,NUTS,2010,ITF2,2,0.5323
2018,NUTS,2010,ITF2,2,0.6806
2019,NUTS,2010,ITF2,2,0.547
2011,NUTS,2010,ITF3,2,0.2387
2012,NUTS,2010,ITF3,2,0.2874
2013,NUTS,2010,ITF3,2,0.2568
2014,NUTS,2010,ITF3,2,0.2512
2015,NUTS,2010,ITF3,2,0.2987
2016,NUTS,2010,ITF3,2,0.3173
2017,NUTS,2010,ITF3,2,0.4236
2018,NUTS,2010,ITF3,2,0.5837
2019,NUTS,2010,ITF3,2,0.6483
2011,NUTS,2010,ITF4,2,0.105
2012,NUTS,2010,ITF4,2,0.1138
2013,NUTS,2010,ITF4,2,0.1584
2014,NUTS,2010,ITF4,2,0.1578
2015,NUTS,2010,ITF4,2,0.1781
2016,NUTS,2010,ITF4,2,0.2073
2017,NUTS,2010,ITF4,2,0.2834
2018,NUTS,2010,ITF4,2,0.3523
2019,NUTS,2010,ITF4,2,0.3984
2011,NUTS,2010,ITF5,2,0.0738
2012,NUTS,2010,ITF5,2,0.0332
2013,NUTS,2010,ITF5,2,0.0469
2014,NUTS,2010,ITF5,2,0.0423
2015,NUTS,2010,ITF5,2,0.062
2016,NUTS,2010,ITF5,2,0.1617
2017,NUTS,2010,ITF5,2,0.2221
2018,NUTS,2010,ITF5,2,0.2511
2019,NUTS,2010,ITF5,2,0.19
2011,NUTS,2010,ITF6,2,0.0201
2012,NUTS,2010,ITF6,2,0.0216
2013,NUTS,2010,ITF6,2,0.0327
2014,NUTS,2010,ITF6,2,0.0431
2015,NUTS,2010,ITF6,2,0.071
2016,NUTS,2010,ITF6,2,0.1074
2017,NUTS,2010,ITF6,2,0.2245
2018,NUTS,2010,ITF6,2,0.2556
2019,NUTS,2010,ITF6,2,0.2573
2011,NUTS,2010,ITG,1,0.0951
2012,NUTS,2010,ITG,1,0.0872
2013,NUTS,2010,ITG,1,0.1035
2014,NUTS,2010,ITG,1,0.1112
2015,NUTS,2010,ITG,1,0.1024
2016,NUTS,2010,ITG,1,0.1148
2017,NUTS,2010,ITG,1,0.1415
2018,NUTS,2010,ITG,1,0.1765
2019,NUTS,2010,ITG,1,0.2131
2011,NUTS,2010,ITG1,2,0.1165
2012,NUTS,2010,ITG1,2,0.1062
2013,NUTS,2010,ITG1,2,0.13
2014,NUTS,2010,ITG1,2,0.136
2015,NUTS,2010,ITG1,2,0.1192
2016,NUTS,2010,ITG1,2,0.1246
2017,NUTS,2010,ITG1,2,0.1582
2018,NUTS,2010,ITG1,2,0.2072
2019,NUTS,2010,ITG1,2,0.2585
2011,NUTS,2010,ITG2,2,0.0425
2012,NUTS,2010,ITG2,2,0.0399
2013,NUTS,2010,ITG2,2,0.0359
2014,NUTS,2010,ITG2,2,0.0484
2015,NUTS,2010,ITG2,2,0.0601
2016,NUTS,2010,ITG2,2,0.0898
2017,NUTS,2010,ITG2,2,0.0988
2018,NUTS,2010,ITG2,2,0.0993
2019,NUTS,2010,ITG2,2,0.1011
2011,NUTS,2010,ITH,1,0.667
2012,NUTS,2010,ITH,1,0.7048
2013,NUTS,2010,ITH,1,0.7403
2014,NUTS,2010,ITH,1,0.7517
2015,NUTS,2010,ITH,1,0.8152
2016,NUTS,2010,ITH,1,0.9829
2017,NUTS,2010,ITH,1,1.143
2018,NUTS,2010,ITH,1,1.2233
2019,NUTS,2010,ITH,1,1.2166
2011,NUTS,2010,ITH1,2,0.3843
2012,NUTS,2010,ITH1,2,0.3758
2013,NUTS,2010,ITH1,2,0.4024
2014,NUTS,2010,ITH1,2,0.3996
2015,NUTS,2010,ITH1,2,0.3662
2016,NUTS,2010,ITH1,2,0.4987
2017,NUTS,2010,ITH1,2,0.5397
2018,NUTS,2010,ITH1,2,0.5553
2019,NUTS,2010,ITH1,2,0.6104
2011,NUTS,2010,ITH2,2,0.6622
2012,NUTS,2010,ITH2,2,0.7646
2013,NUTS,2010,ITH2,2,0.6347
2014,NUTS,2010,ITH2,2,0.6216
2015,NUTS,2010,ITH2,2,0.7109
2016,NUTS,2010,ITH2,2,0.6469
2017,NUTS,2010,ITH2,2,0.7475
2018,NUTS,2010,ITH2,2,0.7413
2019,NUTS,2010,ITH2,2,0.8033
2011,NUTS,2010,ITH3,2,0.6657
2012,NUTS,2010,ITH3,2,0.6692
2013,NUTS,2010,ITH3,2,0.6911
2014,NUTS,2010,ITH3,2,0.6744
2015,NUTS,2010,ITH3,2,0.7027
2016,NUTS,2010,ITH3,2,0.8929
2017,NUTS,2010,ITH3,2,1.0184
2018,NUTS,2010,ITH3,2,1.1008
2019,NUTS,2010,ITH3,2,1.1053
2011,NUTS,2010,ITH4,2,0.5855
2012,NUTS,2010,ITH4,2,0.6448
2013,NUTS,2010,ITH4,2,0.5674
2014,NUTS,2010,ITH4,2,0.5525
2015,NUTS,2010,ITH4,2,0.5584
2016,NUTS,2010,ITH4,2,0.6751
2017,NUTS,2010,ITH4,2,0.8184
2018,NUTS,2010,ITH4,2,0.859
2019,NUTS,2010,ITH4,2,0.8292
2011,NUTS,2010,ITH5,2,0.7243
2012,NUTS,2010,ITH5,2,0.7921
2013,NUTS,2010,ITH5,2,0.8911
2014,NUTS,2010,ITH5,2,0.9445
2015,NUTS,2010,ITH5,2,1.0687
2016,NUTS,2010,ITH5,2,1.2553
2017,NUTS,2010,ITH5,2,1.4818
2018,NUTS,2010,ITH5,2,1.5883
2019,NUTS,2010,ITH5,2,1.5573
2011,NUTS,2010,ITI,1,0.3351
2012,NUTS,2010,ITI,1,0.3586
2013,NUTS,2010,ITI,1,0.354
2014,NUTS,2010,ITI,1,0.3626
2015,NUTS,2010,ITI,1,0.3875
2016,NUTS,2010,ITI,1,0.5053
2017,NUTS,2010,ITI,1,0.5981
2018,NUTS,2010,ITI,1,0.7122
2019,NUTS,2010,ITI,1,0.7688
2011,NUTS,2010,ITI1,2,0.3381
2012,NUTS,2010,ITI1,2,0.3712
2013,NUTS,2010,ITI1,2,0.428
2014,NUTS,2010,ITI1,2,0.4423
2015,NUTS,2010,ITI1,2,0.4765
2016,NUTS,2010,ITI1,2,0.5503
2017,NUTS,2010,ITI1,2,0.7021
2018,NUTS,2010,ITI1,2,0.8829
2019,NUTS,2010,ITI1,2,0.9285
2011,NUTS,2010,ITI2,2,0.1957
2012,NUTS,2010,ITI2,2,0.2176
2013,NUTS,2010,ITI2,2,0.2332
2014,NUTS,2010,ITI2,2,0.254
2015,NUTS,2010,ITI2,2,0.2683
2016,NUTS,2010,ITI2,2,0.3901
2017,NUTS,2010,ITI2,2,0.5198
2018,NUTS,2010,ITI2,2,0.5949
2019,NUTS,2010,ITI2,2,0.6057
2011,NUTS,2010,ITI3,2,0.3626
2012,NUTS,2010,ITI3,2,0.4031
2013,NUTS,2010,ITI3,2,0.4148
2014,NUTS,2010,ITI3,2,0.5074
2015,NUTS,2010,ITI3,2,0.4752
2016,NUTS,2010,ITI3,2,0.6433
2017,NUTS,2010,ITI3,2,0.8216
2018,NUTS,2010,ITI3,2,0.8812
2019,NUTS,2010,ITI3,2,0.8304
2011,NUTS,2010,ITI4,2,0.3475
2012,NUTS,2010,ITI4,2,0.3598
2013,NUTS,2010,ITI4,2,0.3067
2014,NUTS,2010,ITI4,2,0.2889
2015,NUTS,2010,ITI4,2,0.3243
2016,NUTS,2010,ITI4,2,0.4565
2017,NUTS,2010,ITI4,2,0.4843
2018,NUTS,2010,ITI4,2,0.576
2019,NUTS,2010,ITI4,2,0.6734
2011,NUTS,2010,KR,0,1.0131
2011,NUTS,2010,LT,0,0.1435
2012,NUTS,2010,LT,0,0.1229
2013,NUTS,2010,LT,0,0.1672
2014,NUTS,2010,LT,0,0.2289
2015,NUTS,2010,LT,0,0.1893
2016,NUTS,2010,LT,0,0.1835
2017,NUTS,2010,LT,0,0.2687
2018,NUTS,2010,LT,0,0.3046
2019,NUTS,2010,LT,0,0.3399
2020,NUTS,2010,LT,0,0.388
2015,NUTS,2010,LT01,2,0.4334
2016,NUTS,2010,LT01,2,0.4014
2017,NUTS,2010,LT01,2,0.5021
2018,NUTS,2010,LT01,2,0.5746
2019,NUTS,2010,LT01,2,0.6667
2015,NUTS,2010,LT02,2,0.082
2016,NUTS,2010,LT02,2,0.0829
2017,NUTS,2010,LT02,2,0.1507
2018,NUTS,2010,LT02,2,0.1638
2019,NUTS,2010,LT02,2,0.1714
2011,NUTS,2010,LU,0,1.4474
2012,NUTS,2010,LU,0,1.1555
2013,NUTS,2010,LU,0,1.1607
2014,NUTS,2010,LU,0,1.1689
2015,NUTS,2010,LU,0,1.1191
2016,NUTS,2010,LU,0,1.1676
2017,NUTS,2010,LU,0,1.1372
2018,NUTS,2010,LU,0,1.0462
2019,NUTS,2010,LU,0,1.066
2020,NUTS,2010,LU,0,1.0133
2011,NUTS,2010,LV,0,0.0867
2012,NUTS,2010,LV,0,0.0881
2013,NUTS,2010,LV,0,0.0997
2014,NUTS,2010,LV,0,0.1434
2015,NUTS,2010,LV,0,0.1187
2016,NUTS,2010,LV,0,0.0938
2017,NUTS,2010,LV,0,0.1012
2018,NUTS,2010,LV,0,0.1293
2019,NUTS,2010,LV,0,0.1263
2020,NUTS,2010,LV,0,0.1488
2011,NUTS,2010,ME,0,0.051
2013,NUTS,2010,ME,0,0.0512
2014,NUTS,2010,ME,0,0.0466
2015,NUTS,2010,ME,0,0.0394
2016,NUTS,2010,ME,0,0.0285
2017,NUTS,2010,ME,0,0.0261
2018,NUTS,2010,ME,0,0.0437
2019,NUTS,2010,ME,0,0.0391
2011,NUTS,2010,MK,0,0.0178
2012,NUTS,2010,MK,0,0.0148
2013,NUTS,2010,MK,0,0.0161
2014,NUTS,2010,MK,0,0.0252
2015,NUTS,2010,MK,0,0.0413
2016,NUTS,2010,MK,0,0.0446
2017,NUTS,2010,MK,0,0.0442
2018,NUTS,2010,MK,0,0.0523
2019,NUTS,2010,MK,0,0.0574
2020,NUTS,2010,MK,0,0.0625
2011,NUTS,2010,MT,0,0.5722
2012,NUTS,2010,MT,0,0.5681
2013,NUTS,2010,MT,0,0.4753
2014,NUTS,2010,MT,0,0.4801
2015,NUTS,2010,MT,0,0.4449
2016,NUTS,2010,MT,0,0.4686
2017,NUTS,2010,MT,0,0.4544
2018,NUTS,2010,MT,0,0.4053
2019,NUTS,2010,MT,0,0.3863
2020,NUTS,2010,MT,0,0.4472
2011,NUTS,2010,NL,0,0.8355
2012,NUTS,2010,NL,0,0.8568
2013,NUTS,2010,NL,0,1.0546
2014,NUTS,2010,NL,0,1.0568
2015,NUTS,2010,NL,0,1.0833
2016,NUTS,2010,NL,0,1.1364
2017,NUTS,2010,NL,0,1.1837
2018,NUTS,2010,NL,0,1.2315
2019,NUTS,2010,NL,0,1.242
2020,NUTS,2010,NL,0,1.251
2011,NUTS,2010,NL1,1,0.5113
2012,NUTS,2010,NL1,1,0.4518
2011,NUTS,2010,NL11,2,0.5061
2012,NUTS,2010,NL11,2,0.4227
2011,NUTS,2010,NL12,2,0.5052
2012,NUTS,2010,NL12,2,0.4846
2011,NUTS,2010,NL13,2,0.5262
2012,NUTS,2010,NL13,2,0.4432
2011,NUTS,2010,NL2,1,0.8127
2012,NUTS,2010,NL2,1,0.8228
2011,NUTS,2010,NL21,2,1.1083
2012,NUTS,2010,NL21,2,0.913
2011,NUTS,2010,NL22,2,0.7003
2012,NUTS,2010,NL22,2,0.8108
2011,NUTS,2010,NL23,2,0.5377
2012,NUTS,2010,NL23,2,0.6342
2011,NUTS,2010,NL3,1,0.7753
2012,NUTS,2010,NL3,1,0.7738
2011,NUTS,2010,NL31,2,0.6785
2012,NUTS,2010,NL31,2,0.6844
2011,NUTS,2010,NL32,2,0.9473
2012,NUTS,2010,NL32,2,0.9448
2011,NUTS,2010,NL33,2,0.7255
2012,NUTS,2010,NL33,2,0.7147
2011,NUTS,2010,NL34,2,0.2868
2012,NUTS,2010,NL34,2,0.3642
2011,NUTS,2010,NL4,1,1.2022
2012,NUTS,2010,NL4,1,1.3103
2011,NUTS,2010,NL41,2,1.3299
2012,NUTS,2010,NL41,2,1.4749
2011,NUTS,2010,NL42,2,0.9068
2012,NUTS,2010,NL42,2,0.9301
2011,NUTS,2010,NO,0,0.7119
2012,NUTS,2010,NO,0,0.7196
2013,NUTS,2010,NO,0,0.7293
2014,NUTS,2010,NO,0,0.7829
2015,NUTS,2010,NO,0,0.8128
2016,NUTS,2010,NO,0,0.8294
2017,NUTS,2010,NO,0,0.8925
2018,NUTS,2010,NO,0,0.8825
2019,NUTS,2010,NO,0,0.9251
2020,NUTS,2010,NO,0,0.9582
2011,NUTS,2010,NO0,1,0.6913
2012,NUTS,2010,NO0,1,0.6978
2013,NUTS,2010,NO0,1,0.7068
2014,NUTS,2010,NO0,1,0.7569
2015,NUTS,2010,NO0,1,0.7841
2016,NUTS,2010,NO0,1,0.8011
2017,NUTS,2010,NO0,1,0.8615
2018,NUTS,2010,NO0,1,0.8512
2019,NUTS,2010,NO0,1,0.8921
2011,NUTS,2010,NO01,2,1.1679
2012,NUTS,2010,NO01,2,1.0965
2013,NUTS,2010,NO01,2,1.1061
2014,NUTS,2010,NO01,2,1.1503
2015,NUTS,2010,NO01,2,1.2004
2016,NUTS,2010,NO01,2,1.2151
2017,NUTS,2010,NO01,2,1.2802
2018,NUTS,2010,NO01,2,1.2641
2019,NUTS,2010,NO01,2,1.2962
2011,NUTS,2010,NO02,2,0.2679
2012,NUTS,2010,NO02,2,0.2463
2013,NUTS,2010,NO02,2,0.3227
2014,NUTS,2010,NO02,2,0.2994
2015,NUTS,2010,NO02,2,0.2846
2016,NUTS,2010,NO02,2,0.302
2017,NUTS,2010,NO02,2,0.3362
2018,NUTS,2010,NO02,2,0.3728
2019,NUTS,2010,NO02,2,0.3335
2011,NUTS,2010,NO03,2,0.5829
2012,NUTS,2010,NO03,2,0.5613
2013,NUTS,2010,NO03,2,0.6257
2014,NUTS,2010,NO03,2,0.6647
2015,NUTS,2010,NO03,2,0.6757
2016,NUTS,2010,NO03,2,0.6737
2017,NUTS,2010,NO03,2,0.6967
2018,NUTS,2010,NO03,2,0.6752
2019,NUTS,2010,NO03,2,0.6674
2011,NUTS,2010,NO04,2,0.4629
2012,NUTS,2010,NO04,2,0.4815
2013,NUTS,2010,NO04,2,0.4825
2014,NUTS,2010,NO04,2,0.5417
2015,NUTS,2010,NO04,2,0.5886
2016,NUTS,2010,NO04,2,0.6226
2017,NUTS,2010,NO04,2,0.6626
2018,NUTS,2010,NO04,2,0.6404
2019,NUTS,2010,NO04,2,0.6889
2011,NUTS,2010,NO05,2,0.4285
2012,NUTS,2010,NO05,2,0.4575
2013,NUTS,2010,NO05,2,0.4588
2014,NUTS,2010,NO05,2,0.5206
2015,NUTS,2010,NO05,2,0.5522
2016,NUTS,2010,NO05,2,0.5434
2017,NUTS,2010,NO05,2,0.6522
2018,NUTS,2010,NO05,2,0.6938
2019,NUTS,2010,NO05,2,0.7432
2011,NUTS,2010,NO06,2,1.35
2012,NUTS,2010,NO06,2,1.5596
2013,NUTS,2010,NO06,2,1.409
2014,NUTS,2010,NO06,2,1.5171
2015,NUTS,2010,NO06,2,1.5099
2016,NUTS,2010,NO06,2,1.515
2017,NUTS,2010,NO06,2,1.6214
2018,NUTS,2010,NO06,2,1.4955
2019,NUTS,2010,NO06,2,1.6831
2011,NUTS,2010,NO07,2,0.2051
2012,NUTS,2010,NO07,2,0.229
2013,NUTS,2010,NO07,2,0.2318
2014,NUTS,2010,NO07,2,0.276
2015,NUTS,2010,NO07,2,0.285
2016,NUTS,2010,NO07,2,0.3557
2017,NUTS,2010,NO07,2,0.3782
2018,NUTS,2010,NO07,2,0.3994
2019,NUTS,2010,NO07,2,0.4171
2011,NUTS,2010,PL,0,0.1184
2012,NUTS,2010,PL,0,0.1546
2013,NUTS,2010,PL,0,0.1812
2014,NUTS,2010,PL,0,0.222
2015,NUTS,2010,PL,0,0.2506
2016,NUTS,2010,PL,0,0.3338
2017,NUTS,2010,PL,0,0.4366
2018,NUTS,2010,PL,0,0.5176
2019,NUTS,2010,PL,0,0.526
2020,NUTS,2010,PL,0,0.5867
2011,NUTS,2010,PL1,1,0.2369
2012,NUTS,2010,PL1,1,0.3131
2013,NUTS,2010,PL1,1,0.2611
2014,NUTS,2010,PL1,1,0.3049
2015,NUTS,2010,PL1,1,0.3478
2011,NUTS,2010,PL11,2,0.0565
2012,NUTS,2010,PL11,2,0.0713
2013,NUTS,2010,PL11,2,0.0821
2014,NUTS,2010,PL11,2,0.0878
2015,NUTS,2010,PL11,2,0.1261
2011,NUTS,2010,PL12,2,0.2075
2012,NUTS,2010,PL12,2,0.2772
2013,NUTS,2010,PL12,2,0.3571
2014,NUTS,2010,PL12,2,0.4127
2015,NUTS,2010,PL12,2,0.4495
2011,NUTS,2010,PL2,1,0.1255
2012,NUTS,2010,PL2,1,0.1558
2013,NUTS,2010,PL2,1,0.1877
2014,NUTS,2010,PL2,1,0.2315
2015,NUTS,2010,PL2,1,0.2804
2016,NUTS,2010,PL2,1,0.3729
2017,NUTS,2010,PL2,1,0.465
2018,NUTS,2010,PL2,1,0.4998
2019,NUTS,2010,PL2,1,0.5486
2011,NUTS,2010,PL21,2,0.1357
2012,NUTS,2010,PL21,2,0.2238
2013,NUTS,2010,PL21,2,0.2429
2014,NUTS,2010,PL21,2,0.2822
2015,NUTS,2010,PL21,2,0.3668
2016,NUTS,2010,PL21,2,0.5449
2017,NUTS,2010,PL21,2,0.6869
2018,NUTS,2010,PL21,2,0.6801
2019,NUTS,2010,PL21,2,0.7695
2011,NUTS,2010,PL22,2,0.1186
2012,NUTS,2010,PL22,2,0.109
2013,NUTS,2010,PL22,2,0.1491
2014,NUTS,2010,PL22,2,0.1952
2015,NUTS,2010,PL22,2,0.2181
2016,NUTS,2010,PL22,2,0.2437
2017,NUTS,2010,PL22,2,0.2968
2018,NUTS,2010,PL22,2,0.362
2019,NUTS,2010,PL22,2,0.3768
2011,NUTS,2010,PL3,1,0.1029
2012,NUTS,2010,PL3,1,0.1358
2013,NUTS,2010,PL3,1,0.1512
2014,NUTS,2010,PL3,1,0.1973
2015,NUTS,2010,PL3,1,0.1776
2011,NUTS,2010,PL31,2,0.0403
2012,NUTS,2010,PL31,2,0.0561
2013,NUTS,2010,PL31,2,0.0542
2014,NUTS,2010,PL31,2,0.0565
2015,NUTS,2010,PL31,2,0.0783
2011,NUTS,2010,PL32,2,0.2354
2012,NUTS,2010,PL32,2,0.3345
2013,NUTS,2010,PL32,2,0.3733
2014,NUTS,2010,PL32,2,0.5476
2015,NUTS,2010,PL32,2,0.4289
2011,NUTS,2010,PL33,2,0.0457
2012,NUTS,2010,PL33,2,0.0484
2013,NUTS,2010,PL33,2,0.0446
2014,NUTS,2010,PL33,2,0.0505
2015,NUTS,2010,PL33,2,0.0777
2011,NUTS,2010,PL34,2,0.0694
2012,NUTS,2010,PL34,2,0.053
2013,NUTS,2010,PL34,2,0.0794
2014,NUTS,2010,PL34,2,0.0685
2015,NUTS,2010,PL34,2,0.0834
2011,NUTS,2010,PL4,1,0.0539
2012,NUTS,2010,PL4,1,0.0789
2013,NUTS,2010,PL4,1,0.0971
2014,NUTS,2010,PL4,1,0.1065
2015,NUTS,2010,PL4,1,0.1548
2016,NUTS,2010,PL4,1,0.1443
2017,NUTS,2010,PL4,1,0.1886
2018,NUTS,2010,PL4,1,0.2142
2019,NUTS,2010,PL4,1,0.2315
2011,NUTS,2010,PL41,2,0.0724
2013,NUTS,2010,PL41,2,0.1385
2014,NUTS,2010,PL41,2,0.1456
2015,NUTS,2010,PL41,2,0.2213
2016,NUTS,2010,PL41,2,0.2035
2017,NUTS,2010,PL41,2,0.2472
2018,NUTS,2010,PL41,2,0.2744
2019,NUTS,2010,PL41,2,0.293
2011,NUTS,2010,PL42,2,0.0288
2012,NUTS,2010,PL42,2,0.0498
2013,NUTS,2010,PL42,2,0.039
2014,NUTS,2010,PL42,2,0.0634
2015,NUTS,2010,PL42,2,0.0699
2016,NUTS,2010,PL42,2,0.0589
2017,NUTS,2010,PL42,2,0.0962
2018,NUTS,2010,PL42,2,0.1216
2011,NUTS,2010,PL43,2,0.028
2013,NUTS,2010,PL43,2,0.0411
2014,NUTS,2010,PL43,2,0.0397
2015,NUTS,2010,PL43,2,0.0615
2016,NUTS,2010,PL43,2,0.0663
2017,NUTS,2010,PL43,2,0.121
2018,NUTS,2010,PL43,2,0.1438
