year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_pc_act_fte_t
2016,NUTS,2010,DK0,1,1.519
2017,NUTS,2010,DK0,1,1.4847
2018,NUTS,2010,DK0,1,1.4712
2019,NUTS,2010,DK0,1,1.4744
2011,NUTS,2010,DK01,2,2.5307
2012,NUTS,2010,DK01,2,2.6201
2013,NUTS,2010,DK01,2,2.6442
2014,NUTS,2010,DK01,2,2.6345
2015,NUTS,2010,DK01,2,2.6719
2016,NUTS,2010,DK01,2,2.6756
2017,NUTS,2010,DK01,2,2.7422
2019,NUTS,2010,DK01,2,2.5913
2011,NUTS,2010,DK02,2,0.4115
2012,NUTS,2010,DK02,2,0.4593
2013,NUTS,2010,DK02,2,0.427
2014,NUTS,2010,DK02,2,0.4104
2015,NUTS,2010,DK02,2,0.4338
2016,NUTS,2010,DK02,2,0.4277
2017,NUTS,2010,DK02,2,0.4699
2019,NUTS,2010,DK02,2,0.47
2011,NUTS,2010,DK03,2,0.6913
2012,NUTS,2010,DK03,2,0.7564
2013,NUTS,2010,DK03,2,0.7836
2014,NUTS,2010,DK03,2,0.8927
2015,NUTS,2010,DK03,2,0.9168
2016,NUTS,2010,DK03,2,0.9998
2017,NUTS,2010,DK03,2,0.6774
2019,NUTS,2010,DK03,2,0.7458
2011,NUTS,2010,DK04,2,1.0415
2012,NUTS,2010,DK04,2,1.1529
2013,NUTS,2010,DK04,2,1.1535
2014,NUTS,2010,DK04,2,1.1801
2015,NUTS,2010,DK04,2,1.2279
2016,NUTS,2010,DK04,2,1.2428
2017,NUTS,2010,DK04,2,1.1941
2019,NUTS,2010,DK04,2,1.3526
2011,NUTS,2010,DK05,2,0.6062
2012,NUTS,2010,DK05,2,0.6335
2013,NUTS,2010,DK05,2,0.6812
2014,NUTS,2010,DK05,2,0.7018
2015,NUTS,2010,DK05,2,0.6772
2016,NUTS,2010,DK05,2,0.7855
2017,NUTS,2010,DK05,2,0.948
2019,NUTS,2010,DK05,2,0.8667
2011,NUTS,2010,EA19,2,0.7258
2012,NUTS,2010,EA19,2,0.7517
2013,NUTS,2010,EA19,2,0.7649
2014,NUTS,2010,EA19,2,0.7701
2015,NUTS,2010,EA19,2,0.8066
2016,NUTS,2010,EA19,2,0.8219
2017,NUTS,2010,EA19,2,0.8605
2018,NUTS,2010,EA19,2,0.8949
2019,NUTS,2010,EA19,2,0.9263
2020,NUTS,2010,EA19,2,0.9594
2011,NUTS,2010,EE,0,0.6743
2012,NUTS,2010,EE,0,0.688
2013,NUTS,2010,EE,0,0.6667
2014,NUTS,2010,EE,0,0.6611
2015,NUTS,2010,EE,0,0.6402
2016,NUTS,2010,EE,0,0.6593
2017,NUTS,2010,EE,0,0.7039
2018,NUTS,2010,EE,0,0.7482
2019,NUTS,2010,EE,0,0.7534
2020,NUTS,2010,EE,0,0.7661
2011,NUTS,2010,EL,0,0.5087
2012,NUTS,2010,EL,0,0.5153
2013,NUTS,2010,EL,0,0.612
2014,NUTS,2010,EL,0,0.6309
2015,NUTS,2010,EL,0,0.7333
2016,NUTS,2010,EL,0,0.6219
2017,NUTS,2010,EL,0,0.7453
2018,NUTS,2010,EL,0,0.7892
2019,NUTS,2010,EL,0,0.8427
2020,NUTS,2010,EL,0,0.9528
2011,NUTS,2010,EL3,1,0.5949
2013,NUTS,2010,EL3,1,0.741
2015,NUTS,2010,EL3,1,0.9541
2017,NUTS,2010,EL3,1,1.0119
2019,NUTS,2010,EL3,1,1.1268
2011,NUTS,2010,EL30,2,0.5949
2013,NUTS,2010,EL30,2,0.741
2015,NUTS,2010,EL30,2,0.9541
2017,NUTS,2010,EL30,2,1.0119
2019,NUTS,2010,EL30,2,1.1268
2011,NUTS,2010,EL4,1,0.6071
2013,NUTS,2010,EL4,1,0.673
2015,NUTS,2010,EL4,1,0.6568
2017,NUTS,2010,EL4,1,0.5937
2019,NUTS,2010,EL4,1,0.6223
2011,NUTS,2010,EL41,2,0.52
2013,NUTS,2010,EL41,2,0.5936
2015,NUTS,2010,EL41,2,0.716
2017,NUTS,2010,EL41,2,0.5063
2019,NUTS,2010,EL41,2,0.5203
2011,NUTS,2010,EL42,2,0.1981
2013,NUTS,2010,EL42,2,0.2073
2015,NUTS,2010,EL42,2,0.1855
2017,NUTS,2010,EL42,2,0.1895
2019,NUTS,2010,EL42,2,0.1608
2011,NUTS,2010,EL43,2,0.8443
2013,NUTS,2010,EL43,2,0.9503
2015,NUTS,2010,EL43,2,0.9052
2017,NUTS,2010,EL43,2,0.8368
2019,NUTS,2010,EL43,2,0.9031
2011,NUTS,2010,EL5,1,0.5007
2013,NUTS,2010,EL5,1,0.5898
2015,NUTS,2010,EL5,1,0.6625
2017,NUTS,2010,EL5,1,0.6182
2019,NUTS,2010,EL5,1,0.7265
2011,NUTS,2010,EL51,2,0.3658
2013,NUTS,2010,EL51,2,0.5229
2015,NUTS,2010,EL51,2,0.4361
2017,NUTS,2010,EL51,2,0.4677
2019,NUTS,2010,EL51,2,0.5039
2011,NUTS,2010,EL52,2,0.5628
2013,NUTS,2010,EL52,2,0.6547
2015,NUTS,2010,EL52,2,0.7342
2017,NUTS,2010,EL52,2,0.68
2019,NUTS,2010,EL52,2,0.8128
2011,NUTS,2010,EL53,2,0.2216
2013,NUTS,2010,EL53,2,0.2736
2015,NUTS,2010,EL53,2,0.3562
2017,NUTS,2010,EL53,2,0.3592
2019,NUTS,2010,EL53,2,0.3816
2011,NUTS,2010,EL54,2,0.6208
2013,NUTS,2010,EL54,2,0.5983
2015,NUTS,2010,EL54,2,0.9217
2017,NUTS,2010,EL54,2,0.7563
2019,NUTS,2010,EL54,2,0.9331
2011,NUTS,2010,EL6,1,0.3027
2013,NUTS,2010,EL6,1,0.3718
2015,NUTS,2010,EL6,1,0.4669
2017,NUTS,2010,EL6,1,0.5104
2019,NUTS,2010,EL6,1,0.5809
2011,NUTS,2010,EL61,2,0.3328
2013,NUTS,2010,EL61,2,0.4298
2015,NUTS,2010,EL61,2,0.4666
2017,NUTS,2010,EL61,2,0.4657
2019,NUTS,2010,EL61,2,0.6295
2011,NUTS,2010,EL62,2,0.0738
2013,NUTS,2010,EL62,2,0.2436
2015,NUTS,2010,EL62,2,0.7975
2017,NUTS,2010,EL62,2,0.6575
2019,NUTS,2010,EL62,2,0.6936
2011,NUTS,2010,EL63,2,0.6028
2013,NUTS,2010,EL63,2,0.6133
2015,NUTS,2010,EL63,2,0.7008
2017,NUTS,2010,EL63,2,0.9947
2019,NUTS,2010,EL63,2,1.0126
2011,NUTS,2010,EL64,2,0.1352
2013,NUTS,2010,EL64,2,0.2131
2015,NUTS,2010,EL64,2,0.2089
2017,NUTS,2010,EL64,2,0.2332
2019,NUTS,2010,EL64,2,0.2556
2011,NUTS,2010,EL65,2,0.1655
2013,NUTS,2010,EL65,2,0.2212
2015,NUTS,2010,EL65,2,0.3297
2017,NUTS,2010,EL65,2,0.2021
2019,NUTS,2010,EL65,2,0.2856
2011,NUTS,2010,ES,0,0.5594
2012,NUTS,2010,ES,0,0.5446
2013,NUTS,2010,ES,0,0.5348
2014,NUTS,2010,ES,0,0.5358
2015,NUTS,2010,ES,0,0.5378
2016,NUTS,2010,ES,0,0.5589
2017,NUTS,2010,ES,0,0.5905
2018,NUTS,2010,ES,0,0.6198
2019,NUTS,2010,ES,0,0.6314
2020,NUTS,2010,ES,0,0.6468
2011,NUTS,2010,ES1,1,0.4781
2012,NUTS,2010,ES1,1,0.4258
2013,NUTS,2010,ES1,1,0.423
2014,NUTS,2010,ES1,1,0.4205
2015,NUTS,2010,ES1,1,0.4243
2016,NUTS,2010,ES1,1,0.449
2017,NUTS,2010,ES1,1,0.4763
2018,NUTS,2010,ES1,1,0.5091
2019,NUTS,2010,ES1,1,0.5395
2011,NUTS,2010,ES11,2,0.4728
2012,NUTS,2010,ES11,2,0.4131
2013,NUTS,2010,ES11,2,0.4181
2014,NUTS,2010,ES11,2,0.4296
2015,NUTS,2010,ES11,2,0.4258
2016,NUTS,2010,ES11,2,0.4604
2017,NUTS,2010,ES11,2,0.4909
2018,NUTS,2010,ES11,2,0.5251
2019,NUTS,2010,ES11,2,0.5418
2011,NUTS,2010,ES12,2,0.5071
2012,NUTS,2010,ES12,2,0.4636
2013,NUTS,2010,ES12,2,0.4589
2014,NUTS,2010,ES12,2,0.4259
2015,NUTS,2010,ES12,2,0.4363
2016,NUTS,2010,ES12,2,0.4432
2017,NUTS,2010,ES12,2,0.4854
2018,NUTS,2010,ES12,2,0.507
2019,NUTS,2010,ES12,2,0.5837
2011,NUTS,2010,ES13,2,0.453
2012,NUTS,2010,ES13,2,0.42
2013,NUTS,2010,ES13,2,0.3829
2014,NUTS,2010,ES13,2,0.3698
2015,NUTS,2010,ES13,2,0.3969
2016,NUTS,2010,ES13,2,0.4073
2017,NUTS,2010,ES13,2,0.3945
2018,NUTS,2010,ES13,2,0.4388
2019,NUTS,2010,ES13,2,0.4558
2011,NUTS,2010,ES2,1,0.8851
2012,NUTS,2010,ES2,1,0.8996
2013,NUTS,2010,ES2,1,0.8803
2014,NUTS,2010,ES2,1,0.888
2015,NUTS,2010,ES2,1,0.8885
2016,NUTS,2010,ES2,1,0.9131
2017,NUTS,2010,ES2,1,0.9515
2018,NUTS,2010,ES2,1,0.9901
2019,NUTS,2010,ES2,1,0.9885
2011,NUTS,2010,ES21,2,1.0277
2012,NUTS,2010,ES21,2,1.1032
2013,NUTS,2010,ES21,2,1.1111
2014,NUTS,2010,ES21,2,1.1238
2015,NUTS,2010,ES21,2,1.1207
2016,NUTS,2010,ES21,2,1.1387
2017,NUTS,2010,ES21,2,1.2216
2018,NUTS,2010,ES21,2,1.2868
2019,NUTS,2010,ES21,2,1.2917
2011,NUTS,2010,ES22,2,1.0239
2012,NUTS,2010,ES22,2,0.9942
2013,NUTS,2010,ES22,2,0.9518
2014,NUTS,2010,ES22,2,0.9545
2015,NUTS,2010,ES22,2,1.0064
2016,NUTS,2010,ES22,2,1.0127
2017,NUTS,2010,ES22,2,0.9825
2018,NUTS,2010,ES22,2,0.9813
2019,NUTS,2010,ES22,2,0.9607
2011,NUTS,2010,ES23,2,0.5215
2012,NUTS,2010,ES23,2,0.5659
2013,NUTS,2010,ES23,2,0.513
2014,NUTS,2010,ES23,2,0.5434
2015,NUTS,2010,ES23,2,0.5246
2016,NUTS,2010,ES23,2,0.5927
2017,NUTS,2010,ES23,2,0.5275
2018,NUTS,2010,ES23,2,0.5306
2019,NUTS,2010,ES23,2,0.511
2011,NUTS,2010,ES24,2,0.6723
2012,NUTS,2010,ES24,2,0.6094
2013,NUTS,2010,ES24,2,0.5644
2014,NUTS,2010,ES24,2,0.5642
2015,NUTS,2010,ES24,2,0.5501
2016,NUTS,2010,ES24,2,0.5837
2017,NUTS,2010,ES24,2,0.6076
2018,NUTS,2010,ES24,2,0.6306
2019,NUTS,2010,ES24,2,0.6379
2011,NUTS,2010,ES3,1,0.881
2012,NUTS,2010,ES3,1,0.8497
2013,NUTS,2010,ES3,1,0.8452
2014,NUTS,2010,ES3,1,0.8492
2015,NUTS,2010,ES3,1,0.8319
2016,NUTS,2010,ES3,1,0.8706
2017,NUTS,2010,ES3,1,0.9442
2018,NUTS,2010,ES3,1,0.9984
2019,NUTS,2010,ES3,1,1.0109
2011,NUTS,2010,ES30,2,0.881
2012,NUTS,2010,ES30,2,0.8497
2013,NUTS,2010,ES30,2,0.8452
2014,NUTS,2010,ES30,2,0.8492
2015,NUTS,2010,ES30,2,0.8319
2016,NUTS,2010,ES30,2,0.8706
2017,NUTS,2010,ES30,2,0.9442
2018,NUTS,2010,ES30,2,0.9984
2019,NUTS,2010,ES30,2,1.0109
2011,NUTS,2010,ES4,1,0.3473
2012,NUTS,2010,ES4,1,0.3304
2013,NUTS,2010,ES4,1,0.3158
2014,NUTS,2010,ES4,1,0.3181
2015,NUTS,2010,ES4,1,0.3286
2016,NUTS,2010,ES4,1,0.3343
2017,NUTS,2010,ES4,1,0.3551
2018,NUTS,2010,ES4,1,0.3659
2019,NUTS,2010,ES4,1,0.3945
2011,NUTS,2010,ES41,2,0.5122
2012,NUTS,2010,ES41,2,0.5016
2013,NUTS,2010,ES41,2,0.496
2014,NUTS,2010,ES41,2,0.4928
2015,NUTS,2010,ES41,2,0.5151
2016,NUTS,2010,ES41,2,0.5093
2017,NUTS,2010,ES41,2,0.5475
2018,NUTS,2010,ES41,2,0.5756
2019,NUTS,2010,ES41,2,0.5928
2011,NUTS,2010,ES42,2,0.192
2012,NUTS,2010,ES42,2,0.1707
2013,NUTS,2010,ES42,2,0.1406
2014,NUTS,2010,ES42,2,0.1526
2015,NUTS,2010,ES42,2,0.1479
2016,NUTS,2010,ES42,2,0.1732
2017,NUTS,2010,ES42,2,0.177
2018,NUTS,2010,ES42,2,0.1669
2019,NUTS,2010,ES42,2,0.1774
2011,NUTS,2010,ES43,2,0.2697
2012,NUTS,2010,ES43,2,0.2494
2013,NUTS,2010,ES43,2,0.2518
2014,NUTS,2010,ES43,2,0.2452
2015,NUTS,2010,ES43,2,0.2582
2016,NUTS,2010,ES43,2,0.2503
2017,NUTS,2010,ES43,2,0.2708
2018,NUTS,2010,ES43,2,0.2876
2019,NUTS,2010,ES43,2,0.3772
2011,NUTS,2010,ES5,1,0.5556
2012,NUTS,2010,ES5,1,0.5511
2013,NUTS,2010,ES5,1,0.5488
2014,NUTS,2010,ES5,1,0.5602
2015,NUTS,2010,ES5,1,0.5672
2016,NUTS,2010,ES5,1,0.596
2017,NUTS,2010,ES5,1,0.6211
2018,NUTS,2010,ES5,1,0.6488
2019,NUTS,2010,ES5,1,0.653
2011,NUTS,2010,ES51,2,0.6422
2012,NUTS,2010,ES51,2,0.6523
2013,NUTS,2010,ES51,2,0.6602
2014,NUTS,2010,ES51,2,0.6696
2015,NUTS,2010,ES51,2,0.6983
2016,NUTS,2010,ES51,2,0.7292
2017,NUTS,2010,ES51,2,0.7646
2018,NUTS,2010,ES51,2,0.8001
2019,NUTS,2010,ES51,2,0.7843
2011,NUTS,2010,ES52,2,0.4925
2012,NUTS,2010,ES52,2,0.4704
2013,NUTS,2010,ES52,2,0.4539
2014,NUTS,2010,ES52,2,0.4678
2015,NUTS,2010,ES52,2,0.4514
2016,NUTS,2010,ES52,2,0.4769
2017,NUTS,2010,ES52,2,0.4862
2018,NUTS,2010,ES52,2,0.5024
2019,NUTS,2010,ES52,2,0.5369
2011,NUTS,2010,ES53,2,0.2423
2012,NUTS,2010,ES53,2,0.2323
2013,NUTS,2010,ES53,2,0.2273
2014,NUTS,2010,ES53,2,0.2422
2015,NUTS,2010,ES53,2,0.2185
2016,NUTS,2010,ES53,2,0.2497
2017,NUTS,2010,ES53,2,0.2714
2018,NUTS,2010,ES53,2,0.3005
2019,NUTS,2010,ES53,2,0.3037
2011,NUTS,2010,ES6,1,0.3897
2012,NUTS,2010,ES6,1,0.3747
2013,NUTS,2010,ES6,1,0.3646
2014,NUTS,2010,ES6,1,0.3513
2015,NUTS,2010,ES6,1,0.3578
2016,NUTS,2010,ES6,1,0.359
2017,NUTS,2010,ES6,1,0.3771
2018,NUTS,2010,ES6,1,0.3916
2019,NUTS,2010,ES6,1,0.3963
2011,NUTS,2010,ES61,2,0.3648
2012,NUTS,2010,ES61,2,0.353
2013,NUTS,2010,ES61,2,0.344
2014,NUTS,2010,ES61,2,0.3298
2015,NUTS,2010,ES61,2,0.3341
2016,NUTS,2010,ES61,2,0.3315
2017,NUTS,2010,ES61,2,0.3517
2018,NUTS,2010,ES61,2,0.3646
2019,NUTS,2010,ES61,2,0.3669
2011,NUTS,2010,ES62,2,0.5604
2012,NUTS,2010,ES62,2,0.5284
2013,NUTS,2010,ES62,2,0.5118
2014,NUTS,2010,ES62,2,0.5017
2015,NUTS,2010,ES62,2,0.5272
2016,NUTS,2010,ES62,2,0.5455
2017,NUTS,2010,ES62,2,0.5497
2018,NUTS,2010,ES62,2,0.5695
2019,NUTS,2010,ES62,2,0.5863
2011,NUTS,2010,ES63,2,0.0315
2012,NUTS,2010,ES63,2,0.0311
2013,NUTS,2010,ES63,2,0.0362
2014,NUTS,2010,ES63,2,0.0412
2015,NUTS,2010,ES63,2,0.0333
2011,NUTS,2010,ES64,2,0.0569
2012,NUTS,2010,ES64,2,0.064
2013,NUTS,2010,ES64,2,0.0742
2014,NUTS,2010,ES64,2,0.0621
2015,NUTS,2010,ES64,2,0.0421
2011,NUTS,2010,ES7,1,0.2485
2012,NUTS,2010,ES7,1,0.2495
2013,NUTS,2010,ES7,1,0.231
2014,NUTS,2010,ES7,1,0.2239
2015,NUTS,2010,ES7,1,0.1932
2016,NUTS,2010,ES7,1,0.2043
2017,NUTS,2010,ES7,1,0.2115
2018,NUTS,2010,ES7,1,0.2216
2019,NUTS,2010,ES7,1,0.2259
2011,NUTS,2010,ES70,2,0.2485
2012,NUTS,2010,ES70,2,0.2495
2013,NUTS,2010,ES70,2,0.231
2014,NUTS,2010,ES70,2,0.2239
2015,NUTS,2010,ES70,2,0.1932
2016,NUTS,2010,ES70,2,0.2043
2017,NUTS,2010,ES70,2,0.2115
2018,NUTS,2010,ES70,2,0.2216
2019,NUTS,2010,ES70,2,0.2259
2011,NUTS,2010,EU27_2020,7,0.6777
2012,NUTS,2010,EU27_2020,7,0.7013
2013,NUTS,2010,EU27_2020,7,0.7221
2014,NUTS,2010,EU27_2020,7,0.7318
2015,NUTS,2010,EU27_2020,7,0.7627
2016,NUTS,2010,EU27_2020,7,0.7821
2017,NUTS,2010,EU27_2020,7,0.8257
2018,NUTS,2010,EU27_2020,7,0.8611
2019,NUTS,2010,EU27_2020,7,0.8908
2020,NUTS,2010,EU27_2020,7,0.9221
2011,NUTS,2010,FI,0,1.5356
2012,NUTS,2010,FI,0,1.5523
2013,NUTS,2010,FI,0,1.5105
2014,NUTS,2010,FI,0,1.478
2015,NUTS,2010,FI,0,1.4524
2016,NUTS,2010,FI,0,1.3891
2017,NUTS,2010,FI,0,1.4227
2018,NUTS,2010,FI,0,1.4385
2019,NUTS,2010,FI,0,1.5163
2020,NUTS,2010,FI,0,1.587
2011,NUTS,2010,FI1,1,1.4987
2012,NUTS,2010,FI1,1,1.5118
2013,NUTS,2010,FI1,1,1.4723
2015,NUTS,2010,FI1,1,1.403
2016,NUTS,2010,FI1,1,1.3437
2017,NUTS,2010,FI1,1,1.3758
2018,NUTS,2010,FI1,1,1.3888
2019,NUTS,2010,FI1,1,1.4615
2011,NUTS,2010,FI19,2,1.3879
2012,NUTS,2010,FI19,2,1.3534
2013,NUTS,2010,FI19,2,1.3205
2015,NUTS,2010,FI19,2,1.2426
2016,NUTS,2010,FI19,2,1.1272
2017,NUTS,2010,FI19,2,1.1769
2018,NUTS,2010,FI19,2,1.199
2019,NUTS,2010,FI19,2,1.2532
2011,NUTS,2010,FI1B,2,2.0789
2012,NUTS,2010,FI1B,2,2.0873
2013,NUTS,2010,FI1B,2,2.0218
2015,NUTS,2010,FI1B,2,2.0574
2016,NUTS,2010,FI1B,2,1.9493
2017,NUTS,2010,FI1B,2,1.9673
2018,NUTS,2010,FI1B,2,1.9691
2019,NUTS,2010,FI1B,2,2.0785
2011,NUTS,2010,FI1C,2,0.9249
2012,NUTS,2010,FI1C,2,0.9647
2013,NUTS,2010,FI1C,2,0.9993
2015,NUTS,2010,FI1C,2,0.8557
2016,NUTS,2010,FI1C,2,0.8479
2017,NUTS,2010,FI1C,2,0.8558
2018,NUTS,2010,FI1C,2,0.8512
2019,NUTS,2010,FI1C,2,0.8708
2011,NUTS,2010,FI1D,2,1.343
2012,NUTS,2010,FI1D,2,1.3813
2013,NUTS,2010,FI1D,2,1.2894
2015,NUTS,2010,FI1D,2,1.1277
2016,NUTS,2010,FI1D,2,1.149
2017,NUTS,2010,FI1D,2,1.1962
2018,NUTS,2010,FI1D,2,1.2264
2019,NUTS,2010,FI1D,2,1.2973
2011,NUTS,2010,FI2,1,0.1938
2012,NUTS,2010,FI2,1,0.2244
2013,NUTS,2010,FI2,1,0.2026
2015,NUTS,2010,FI2,1,0.1299
2016,NUTS,2010,FI2,1,0.3195
2017,NUTS,2010,FI2,1,0.1466
2018,NUTS,2010,FI2,1,0.217
2019,NUTS,2010,FI2,1,0.1542
2011,NUTS,2010,FI20,2,0.1938
2012,NUTS,2010,FI20,2,0.2244
2013,NUTS,2010,FI20,2,0.2026
2015,NUTS,2010,FI20,2,0.1299
2016,NUTS,2010,FI20,2,0.3195
2017,NUTS,2010,FI20,2,0.1466
2018,NUTS,2010,FI20,2,0.217
2019,NUTS,2010,FI20,2,0.1542
2011,NUTS,2010,FR,0,0.8591
2012,NUTS,2010,FR,0,0.8864
2013,NUTS,2010,FR,0,0.907
2014,NUTS,2010,FR,0,0.9104
2015,NUTS,2010,FR,0,0.9501
2016,NUTS,2010,FR,0,0.9702
2017,NUTS,2010,FR,0,1.0063
2018,NUTS,2010,FR,0,1.0326
2019,NUTS,2010,FR,0,1.0634
2020,NUTS,2010,FR,0,1.1012
2011,NUTS,2010,FR1,1,1.7555
2012,NUTS,2010,FR1,1,1.7951
2013,NUTS,2010,FR1,1,1.8246
2011,NUTS,2010,FR10,2,1.7555
2012,NUTS,2010,FR10,2,1.7951
2013,NUTS,2010,FR10,2,1.8246
2011,NUTS,2010,FR2,1,0.385
2012,NUTS,2010,FR2,1,0.3974
2013,NUTS,2010,FR2,1,0.4041
2011,NUTS,2010,FR21,2,0.2751
2012,NUTS,2010,FR21,2,0.2887
2013,NUTS,2010,FR21,2,0.2921
2011,NUTS,2010,FR22,2,0.3551
2012,NUTS,2010,FR22,2,0.3615
2013,NUTS,2010,FR22,2,0.3882
2011,NUTS,2010,FR23,2,0.3976
2012,NUTS,2010,FR23,2,0.4449
2013,NUTS,2010,FR23,2,0.4586
2011,NUTS,2010,FR24,2,0.4759
2012,NUTS,2010,FR24,2,0.4548
2013,NUTS,2010,FR24,2,0.4654
2011,NUTS,2010,FR25,2,0.4132
2012,NUTS,2010,FR25,2,0.429
2013,NUTS,2010,FR25,2,0.4168
2011,NUTS,2010,FR26,2,0.3286
2012,NUTS,2010,FR26,2,0.3536
2013,NUTS,2010,FR26,2,0.3423
2011,NUTS,2010,FR3,1,0.3479
2012,NUTS,2010,FR3,1,0.3416
2013,NUTS,2010,FR3,1,0.3587
2011,NUTS,2010,FR30,2,0.3479
2012,NUTS,2010,FR30,2,0.3416
2013,NUTS,2010,FR30,2,0.3587
2011,NUTS,2010,FR4,1,0.5515
2012,NUTS,2010,FR4,1,0.5547
2013,NUTS,2010,FR4,1,0.5505
2011,NUTS,2010,FR41,2,0.3795
2012,NUTS,2010,FR41,2,0.3777
2013,NUTS,2010,FR41,2,0.3882
2011,NUTS,2010,FR42,2,0.654
2012,NUTS,2010,FR42,2,0.6752
2013,NUTS,2010,FR42,2,0.6483
2011,NUTS,2010,FR43,2,0.7216
2012,NUTS,2010,FR43,2,0.7003
2013,NUTS,2010,FR43,2,0.704
2011,NUTS,2010,FR5,1,0.5304
2012,NUTS,2010,FR5,1,0.5524
2013,NUTS,2010,FR5,1,0.5474
2011,NUTS,2010,FR51,2,0.4748
2012,NUTS,2010,FR51,2,0.4845
2013,NUTS,2010,FR51,2,0.4883
2011,NUTS,2010,FR52,2,0.7285
2012,NUTS,2010,FR52,2,0.7623
2013,NUTS,2010,FR52,2,0.7348
2011,NUTS,2010,FR53,2,0.2899
2012,NUTS,2010,FR53,2,0.3173
2013,NUTS,2010,FR53,2,0.3274
2011,NUTS,2010,FR6,1,0.9243
2012,NUTS,2010,FR6,1,0.9798
2013,NUTS,2010,FR6,1,0.9978
2011,NUTS,2010,FR61,2,0.5708
2012,NUTS,2010,FR61,2,0.5694
2013,NUTS,2010,FR61,2,0.5736
2011,NUTS,2010,FR62,2,1.443
2012,NUTS,2010,FR62,2,1.5704
2013,NUTS,2010,FR62,2,1.6077
2011,NUTS,2010,FR63,2,0.3421
2012,NUTS,2010,FR63,2,0.3724
2013,NUTS,2010,FR63,2,0.367
2011,NUTS,2010,FR7,1,0.9871
2012,NUTS,2010,FR7,1,0.9989
2013,NUTS,2010,FR7,1,1.0042
2011,NUTS,2010,FR71,2,1.0889
2012,NUTS,2010,FR71,2,1.0941
2013,NUTS,2010,FR71,2,1.1035
2011,NUTS,2010,FR72,2,0.4966
2012,NUTS,2010,FR72,2,0.5352
2013,NUTS,2010,FR72,2,0.5078
2011,NUTS,2010,FR8,1,0.7626
2012,NUTS,2010,FR8,1,0.8053
2013,NUTS,2010,FR8,1,0.8691
2011,NUTS,2010,FR81,2,0.7093
2012,NUTS,2010,FR81,2,0.7725
2013,NUTS,2010,FR81,2,0.7913
2011,NUTS,2010,FR82,2,0.8136
2012,NUTS,2010,FR82,2,0.8442
2013,NUTS,2010,FR82,2,0.9272
2011,NUTS,2010,FR83,2,0.2194
2012,NUTS,2010,FR83,2,0.2284
2013,NUTS,2010,FR83,2,0.2733
2011,NUTS,2010,FRA,1,0.1593
2012,NUTS,2010,FRA,1,0.1865
2013,NUTS,2010,FRA,1,0.2042
2011,NUTS,2010,HR,0,0.3719
2012,NUTS,2010,HR,0,0.3664
2013,NUTS,2010,HR,0,0.3605
2014,NUTS,2010,HR,0,0.3275
2015,NUTS,2010,HR,0,0.3414
2016,NUTS,2010,HR,0,0.4312
2017,NUTS,2010,HR,0,0.4325
2018,NUTS,2010,HR,0,0.4479
2019,NUTS,2010,HR,0,0.4989
2020,NUTS,2010,HR,0,0.5166
2011,NUTS,2010,HR0,1,0.3637
2012,NUTS,2010,HR0,1,0.359
2013,NUTS,2010,HR0,1,0.3545
2014,NUTS,2010,HR0,1,0.3232
2015,NUTS,2010,HR0,1,0.3367
2016,NUTS,2010,HR0,1,0.4256
2017,NUTS,2010,HR0,1,0.427
2018,NUTS,2010,HR0,1,0.4418
2019,NUTS,2010,HR0,1,0.4904
2020,NUTS,2010,HR0,1,0.5085
2011,NUTS,2010,HR03,2,0.2493
2012,NUTS,2010,HR03,2,0.2491
2013,NUTS,2010,HR03,2,0.2453
2014,NUTS,2010,HR03,2,0.2216
2015,NUTS,2010,HR03,2,0.2173
2016,NUTS,2010,HR03,2,0.2713
2017,NUTS,2010,HR03,2,0.2651
2018,NUTS,2010,HR03,2,0.2636
2019,NUTS,2010,HR03,2,0.3228
2020,NUTS,2010,HR03,2,0.3363
2011,NUTS,2010,HR04,2,0.4161
2012,NUTS,2010,HR04,2,0.4098
2013,NUTS,2010,HR04,2,0.4041
2014,NUTS,2010,HR04,2,0.3726
2015,NUTS,2010,HR04,2,0.3944
2016,NUTS,2010,HR04,2,0.4996
2017,NUTS,2010,HR04,2,0.5057
2018,NUTS,2010,HR04,2,0.5258
2019,NUTS,2010,HR04,2,0.5691
2011,NUTS,2010,HU,0,0.5312
2012,NUTS,2010,HU,0,0.5422
2013,NUTS,2010,HU,0,0.5644
2014,NUTS,2010,HU,0,0.5781
2015,NUTS,2010,HU,0,0.5495
2016,NUTS,2010,HU,0,0.5521
2017,NUTS,2010,HU,0,0.6058
2018,NUTS,2010,HU,0,0.7969
2019,NUTS,2010,HU,0,0.8315
2020,NUTS,2010,HU,0,0.8929
2011,NUTS,2010,HU1,1,1.1474
2012,NUTS,2010,HU1,1,1.1327
2013,NUTS,2010,HU1,1,1.1861
2014,NUTS,2010,HU1,1,1.2806
2015,NUTS,2010,HU1,1,1.235
2016,NUTS,2010,HU1,1,1.2246
2017,NUTS,2010,HU1,1,1.3322
2018,NUTS,2010,HU1,1,1.7169
2019,NUTS,2010,HU1,1,1.7643
2011,NUTS,2010,HU10,2,1.1474
2012,NUTS,2010,HU10,2,1.1327
2013,NUTS,2010,HU10,2,1.1861
2014,NUTS,2010,HU10,2,1.2806
2015,NUTS,2010,HU10,2,1.235
