year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_pc_act_fte_t
2012,NUTS,2010,PL34,2,0.3051
2013,NUTS,2010,PL34,2,0.2803
2014,NUTS,2010,PL34,2,0.2826
2015,NUTS,2010,PL34,2,0.3014
2011,NUTS,2010,PL4,1,0.2831
2012,NUTS,2010,PL4,1,0.2807
2013,NUTS,2010,PL4,1,0.2596
2014,NUTS,2010,PL4,1,0.2986
2015,NUTS,2010,PL4,1,0.3284
2016,NUTS,2010,PL4,1,0.2841
2017,NUTS,2010,PL4,1,0.3609
2018,NUTS,2010,PL4,1,0.3602
2011,NUTS,2010,PL41,2,0.3276
2012,NUTS,2010,PL41,2,0.3171
2013,NUTS,2010,PL41,2,0.2945
2014,NUTS,2010,PL41,2,0.3412
2015,NUTS,2010,PL41,2,0.3883
2016,NUTS,2010,PL41,2,0.33
2017,NUTS,2010,PL41,2,0.3876
2018,NUTS,2010,PL41,2,0.3923
2019,NUTS,2010,PL41,2,0.4078
2012,NUTS,2010,PL42,2,0.2783
2013,NUTS,2010,PL42,2,0.2493
2014,NUTS,2010,PL42,2,0.2963
2015,NUTS,2010,PL42,2,0.3064
2016,NUTS,2010,PL42,2,0.2445
2017,NUTS,2010,PL42,2,0.3708
2018,NUTS,2010,PL42,2,0.3755
2019,NUTS,2010,PL42,2,0.3498
2012,NUTS,2010,PL43,2,0.1615
2013,NUTS,2010,PL43,2,0.1573
2014,NUTS,2010,PL43,2,0.1624
2015,NUTS,2010,PL43,2,0.1704
2016,NUTS,2010,PL43,2,0.1809
2017,NUTS,2010,PL43,2,0.2458
2018,NUTS,2010,PL43,2,0.214
2011,NUTS,2010,PL5,1,0.3804
2012,NUTS,2010,PL5,1,0.4194
2013,NUTS,2010,PL5,1,0.4568
2014,NUTS,2010,PL5,1,0.4666
2015,NUTS,2010,PL5,1,0.4778
2016,NUTS,2010,PL5,1,0.4712
2017,NUTS,2010,PL5,1,0.6354
2018,NUTS,2010,PL5,1,0.6932
2011,NUTS,2010,PL51,2,0.4419
2012,NUTS,2010,PL51,2,0.4911
2013,NUTS,2010,PL51,2,0.5354
2014,NUTS,2010,PL51,2,0.5532
2015,NUTS,2010,PL51,2,0.5665
2016,NUTS,2010,PL51,2,0.5508
2017,NUTS,2010,PL51,2,0.7469
2018,NUTS,2010,PL51,2,0.822
2019,NUTS,2010,PL51,2,0.8393
2011,NUTS,2010,PL52,2,0.19
2012,NUTS,2010,PL52,2,0.1989
2013,NUTS,2010,PL52,2,0.2118
2014,NUTS,2010,PL52,2,0.2051
2015,NUTS,2010,PL52,2,0.2195
2016,NUTS,2010,PL52,2,0.2211
2017,NUTS,2010,PL52,2,0.2921
2018,NUTS,2010,PL52,2,0.296
2011,NUTS,2010,PL6,1,0.3365
2012,NUTS,2010,PL6,1,0.3435
2013,NUTS,2010,PL6,1,0.3418
2014,NUTS,2010,PL6,1,0.3591
2015,NUTS,2010,PL6,1,0.3687
2016,NUTS,2010,PL6,1,0.39
2017,NUTS,2010,PL6,1,0.5126
2018,NUTS,2010,PL6,1,0.5526
2011,NUTS,2010,PL61,2,0.2603
2012,NUTS,2010,PL61,2,0.2836
2013,NUTS,2010,PL61,2,0.2689
2014,NUTS,2010,PL61,2,0.2686
2015,NUTS,2010,PL61,2,0.3066
2016,NUTS,2010,PL61,2,0.2899
2017,NUTS,2010,PL61,2,0.4441
2019,NUTS,2010,PL61,2,0.5185
2011,NUTS,2010,PL62,2,0.2162
2012,NUTS,2010,PL62,2,0.2209
2013,NUTS,2010,PL62,2,0.2048
2014,NUTS,2010,PL62,2,0.2267
2015,NUTS,2010,PL62,2,0.2095
2016,NUTS,2010,PL62,2,0.2351
2017,NUTS,2010,PL62,2,0.2991
2011,NUTS,2010,PL63,2,0.4912
2012,NUTS,2010,PL63,2,0.4735
2013,NUTS,2010,PL63,2,0.4878
2014,NUTS,2010,PL63,2,0.5178
2015,NUTS,2010,PL63,2,0.5136
2016,NUTS,2010,PL63,2,0.5668
2017,NUTS,2010,PL63,2,0.6939
2018,NUTS,2010,PL63,2,0.8632
2019,NUTS,2010,PL63,2,0.8378
2016,NUTS,2010,PL7,1,0.3421
2017,NUTS,2010,PL7,1,0.3781
2018,NUTS,2010,PL7,1,0.3713
2019,NUTS,2010,PL7,1,0.4288
2016,NUTS,2010,PL71,2,0.4139
2017,NUTS,2010,PL71,2,0.4734
2018,NUTS,2010,PL71,2,0.4471
2019,NUTS,2010,PL71,2,0.5318
2016,NUTS,2010,PL72,2,0.193
2017,NUTS,2010,PL72,2,0.1769
2018,NUTS,2010,PL72,2,0.2064
2019,NUTS,2010,PL72,2,0.2118
2016,NUTS,2010,PL8,1,0.372
2017,NUTS,2010,PL8,1,0.4307
2018,NUTS,2010,PL8,1,0.4951
2016,NUTS,2010,PL81,2,0.3584
2017,NUTS,2010,PL81,2,0.4306
2016,NUTS,2010,PL82,2,0.4407
2017,NUTS,2010,PL82,2,0.464
2019,NUTS,2010,PL82,2,0.4329
2016,NUTS,2010,PL84,2,0.2744
2017,NUTS,2010,PL84,2,0.37
2018,NUTS,2010,PL84,2,0.3949
2019,NUTS,2010,PL84,2,0.4161
2016,NUTS,2010,PL9,1,1.047
2017,NUTS,2010,PL9,1,1.4286
2018,NUTS,2010,PL9,1,1.439
2019,NUTS,2010,PL9,1,1.3787
2016,NUTS,2010,PL91,2,1.8435
2017,NUTS,2010,PL91,2,2.528
2016,NUTS,2010,PL92,2,0.0873
2017,NUTS,2010,PL92,2,0.1055
2011,NUTS,2010,PT,0,0.8811
2012,NUTS,2010,PT,0,0.8598
2013,NUTS,2010,PT,0,0.7741
2014,NUTS,2010,PT,0,0.7819
2015,NUTS,2010,PT,0,0.7936
2016,NUTS,2010,PT,0,0.8489
2017,NUTS,2010,PT,0,0.9141
2018,NUTS,2010,PT,0,0.966
2019,NUTS,2010,PT,0,1.0141
2020,NUTS,2010,PT,0,1.0917
2011,NUTS,2010,PT1,1,0.8395
2012,NUTS,2010,PT1,1,0.8181
2013,NUTS,2010,PT1,1,0.742
2014,NUTS,2010,PT1,1,0.7575
2015,NUTS,2010,PT1,1,0.7726
2016,NUTS,2010,PT1,1,0.829
2017,NUTS,2010,PT1,1,0.8933
2018,NUTS,2010,PT1,1,0.9443
2019,NUTS,2010,PT1,1,0.9923
2020,NUTS,2010,PT1,1,1.07
2011,NUTS,2010,PT11,2,0.6779
2012,NUTS,2010,PT11,2,0.6598
2013,NUTS,2010,PT11,2,0.6377
2014,NUTS,2010,PT11,2,0.6735
2015,NUTS,2010,PT11,2,0.6832
2016,NUTS,2010,PT11,2,0.7462
2017,NUTS,2010,PT11,2,0.8275
2018,NUTS,2010,PT11,2,0.8739
2019,NUTS,2010,PT11,2,0.9562
2020,NUTS,2010,PT11,2,1.0693
2011,NUTS,2010,PT15,2,0.3456
2012,NUTS,2010,PT15,2,0.3323
2013,NUTS,2010,PT15,2,0.2955
2014,NUTS,2010,PT15,2,0.3031
2015,NUTS,2010,PT15,2,0.301
2016,NUTS,2010,PT15,2,0.3006
2017,NUTS,2010,PT15,2,0.2676
2018,NUTS,2010,PT15,2,0.2877
2019,NUTS,2010,PT15,2,0.3378
2020,NUTS,2010,PT15,2,0.3717
2011,NUTS,2010,PT16,2,0.7155
2012,NUTS,2010,PT16,2,0.7095
2013,NUTS,2010,PT16,2,0.635
2014,NUTS,2010,PT16,2,0.6588
2015,NUTS,2010,PT16,2,0.6498
2016,NUTS,2010,PT16,2,0.703
2017,NUTS,2010,PT16,2,0.7812
2018,NUTS,2010,PT16,2,0.841
2019,NUTS,2010,PT16,2,0.8751
2020,NUTS,2010,PT16,2,0.9159
2011,NUTS,2010,PT17,2,1.4002
2012,NUTS,2010,PT17,2,1.3523
2013,NUTS,2010,PT17,2,1.1793
2014,NUTS,2010,PT17,2,1.1638
2015,NUTS,2010,PT17,2,1.1985
2016,NUTS,2010,PT17,2,1.2513
2017,NUTS,2010,PT17,2,1.3082
2018,NUTS,2010,PT17,2,1.3632
2019,NUTS,2010,PT17,2,1.3761
2020,NUTS,2010,PT17,2,1.4557
2011,NUTS,2010,PT18,2,0.2454
2012,NUTS,2010,PT18,2,0.2551
2013,NUTS,2010,PT18,2,0.2269
2014,NUTS,2010,PT18,2,0.2288
2015,NUTS,2010,PT18,2,0.257
2016,NUTS,2010,PT18,2,0.3101
2017,NUTS,2010,PT18,2,0.3478
2018,NUTS,2010,PT18,2,0.3767
2019,NUTS,2010,PT18,2,0.4091
2020,NUTS,2010,PT18,2,0.4402
2011,NUTS,2010,PT2,1,0.2816
2012,NUTS,2010,PT2,1,0.2486
2013,NUTS,2010,PT2,1,0.1982
2014,NUTS,2010,PT2,1,0.2049
2015,NUTS,2010,PT2,1,0.1885
2016,NUTS,2010,PT2,1,0.19
2017,NUTS,2010,PT2,1,0.2099
2018,NUTS,2010,PT2,1,0.2207
2019,NUTS,2010,PT2,1,0.2104
2020,NUTS,2010,PT2,1,0.2079
2011,NUTS,2010,PT20,2,0.2816
2012,NUTS,2010,PT20,2,0.2486
2013,NUTS,2010,PT20,2,0.1982
2014,NUTS,2010,PT20,2,0.2049
2015,NUTS,2010,PT20,2,0.1885
2016,NUTS,2010,PT20,2,0.19
2017,NUTS,2010,PT20,2,0.2099
2018,NUTS,2010,PT20,2,0.2207
2019,NUTS,2010,PT20,2,0.2104
2020,NUTS,2010,PT20,2,0.2079
2011,NUTS,2010,PT3,1,0.2218
2012,NUTS,2010,PT3,1,0.184
2013,NUTS,2010,PT3,1,0.1785
2014,NUTS,2010,PT3,1,0.1834
2015,NUTS,2010,PT3,1,0.2025
2016,NUTS,2010,PT3,1,0.2155
2017,NUTS,2010,PT3,1,0.2495
2018,NUTS,2010,PT3,1,0.3008
2019,NUTS,2010,PT3,1,0.2766
2020,NUTS,2010,PT3,1,0.2954
2011,NUTS,2010,PT30,2,0.2218
2012,NUTS,2010,PT30,2,0.184
2013,NUTS,2010,PT30,2,0.1785
2014,NUTS,2010,PT30,2,0.1834
2015,NUTS,2010,PT30,2,0.2025
2016,NUTS,2010,PT30,2,0.2155
2017,NUTS,2010,PT30,2,0.2495
2018,NUTS,2010,PT30,2,0.3008
2019,NUTS,2010,PT30,2,0.2766
2020,NUTS,2010,PT30,2,0.2954
2011,NUTS,2010,RO,0,0.205
2012,NUTS,2010,RO,0,0.2288
2013,NUTS,2010,RO,0,0.2358
2014,NUTS,2010,RO,0,0.2277
2015,NUTS,2010,RO,0,0.2173
2016,NUTS,2010,RO,0,0.2261
2017,NUTS,2010,RO,0,0.2164
2018,NUTS,2010,RO,0,0.2135
2019,NUTS,2010,RO,0,0.2144
2020,NUTS,2010,RO,0,0.2266
2011,NUTS,2010,RO1,1,0.12
2012,NUTS,2010,RO1,1,0.1391
2013,NUTS,2010,RO1,1,0.1146
2014,NUTS,2010,RO1,1,0.125
2015,NUTS,2010,RO1,1,0.112
2016,NUTS,2010,RO1,1,0.1144
2017,NUTS,2010,RO1,1,0.102
2018,NUTS,2010,RO1,1,0.1168
2019,NUTS,2010,RO1,1,0.1214
2011,NUTS,2010,RO11,2,0.1078
2012,NUTS,2010,RO11,2,0.1281
2013,NUTS,2010,RO11,2,0.1024
2014,NUTS,2010,RO11,2,0.1195
2015,NUTS,2010,RO11,2,0.1054
2016,NUTS,2010,RO11,2,0.1029
2017,NUTS,2010,RO11,2,0.0943
2018,NUTS,2010,RO11,2,0.1048
2019,NUTS,2010,RO11,2,0.1094
2011,NUTS,2010,RO12,2,0.1349
2012,NUTS,2010,RO12,2,0.1528
2013,NUTS,2010,RO12,2,0.1297
2014,NUTS,2010,RO12,2,0.132
2015,NUTS,2010,RO12,2,0.1201
2016,NUTS,2010,RO12,2,0.1286
2017,NUTS,2010,RO12,2,0.1116
2018,NUTS,2010,RO12,2,0.1323
2019,NUTS,2010,RO12,2,0.1362
2011,NUTS,2010,RO2,1,0.0772
2012,NUTS,2010,RO2,1,0.082
2013,NUTS,2010,RO2,1,0.0833
2014,NUTS,2010,RO2,1,0.0811
2015,NUTS,2010,RO2,1,0.0822
2016,NUTS,2010,RO2,1,0.0828
2017,NUTS,2010,RO2,1,0.0829
2018,NUTS,2010,RO2,1,0.0798
2019,NUTS,2010,RO2,1,0.0938
2011,NUTS,2010,RO21,2,0.0989
2012,NUTS,2010,RO21,2,0.1046
2013,NUTS,2010,RO21,2,0.1107
2014,NUTS,2010,RO21,2,0.1072
2015,NUTS,2010,RO21,2,0.1069
2016,NUTS,2010,RO21,2,0.103
2017,NUTS,2010,RO21,2,0.0988
2018,NUTS,2010,RO21,2,0.0913
2019,NUTS,2010,RO21,2,0.1178
2011,NUTS,2010,RO22,2,0.0457
2012,NUTS,2010,RO22,2,0.0492
2013,NUTS,2010,RO22,2,0.0423
2014,NUTS,2010,RO22,2,0.0412
2015,NUTS,2010,RO22,2,0.0438
2016,NUTS,2010,RO22,2,0.0514
2017,NUTS,2010,RO22,2,0.0575
2018,NUTS,2010,RO22,2,0.0614
2019,NUTS,2010,RO22,2,0.0554
2011,NUTS,2010,RO3,1,0.3411
2012,NUTS,2010,RO3,1,0.399
2013,NUTS,2010,RO3,1,0.4256
2014,NUTS,2010,RO3,1,0.4103
2015,NUTS,2010,RO3,1,0.4042
2016,NUTS,2010,RO3,1,0.4391
2017,NUTS,2010,RO3,1,0.4241
2018,NUTS,2010,RO3,1,0.4057
2019,NUTS,2010,RO3,1,0.3961
2011,NUTS,2010,RO31,2,0.053
2012,NUTS,2010,RO31,2,0.0862
2013,NUTS,2010,RO31,2,0.1235
2014,NUTS,2010,RO31,2,0.1098
2015,NUTS,2010,RO31,2,0.079
2016,NUTS,2010,RO31,2,0.0865
2017,NUTS,2010,RO31,2,0.0723
2018,NUTS,2010,RO31,2,0.0706
2019,NUTS,2010,RO31,2,0.0707
2011,NUTS,2010,RO32,2,0.693
2012,NUTS,2010,RO32,2,0.7902
2013,NUTS,2010,RO32,2,0.8124
2014,NUTS,2010,RO32,2,0.7915
2015,NUTS,2010,RO32,2,0.8065
2016,NUTS,2010,RO32,2,0.8564
2017,NUTS,2010,RO32,2,0.8363
2018,NUTS,2010,RO32,2,0.7914
2019,NUTS,2010,RO32,2,0.7664
2011,NUTS,2010,RO4,1,0.1541
2012,NUTS,2010,RO4,1,0.1438
2013,NUTS,2010,RO4,1,0.1629
2014,NUTS,2010,RO4,1,0.1429
2015,NUTS,2010,RO4,1,0.1442
2016,NUTS,2010,RO4,1,0.1393
2017,NUTS,2010,RO4,1,0.1293
2018,NUTS,2010,RO4,1,0.1299
2019,NUTS,2010,RO4,1,0.1311
2011,NUTS,2010,RO41,2,0.133
2012,NUTS,2010,RO41,2,0.1236
2013,NUTS,2010,RO41,2,0.1299
2014,NUTS,2010,RO41,2,0.0952
2015,NUTS,2010,RO41,2,0.1131
2016,NUTS,2010,RO41,2,0.112
2017,NUTS,2010,RO41,2,0.1095
2018,NUTS,2010,RO41,2,0.0528
2019,NUTS,2010,RO41,2,0.0525
2011,NUTS,2010,RO42,2,0.1805
2012,NUTS,2010,RO42,2,0.1691
2013,NUTS,2010,RO42,2,0.2027
2014,NUTS,2010,RO42,2,0.201
2015,NUTS,2010,RO42,2,0.1805
2016,NUTS,2010,RO42,2,0.1712
2017,NUTS,2010,RO42,2,0.1532
2018,NUTS,2010,RO42,2,0.2235
2019,NUTS,2010,RO42,2,0.2236
2011,NUTS,2010,RS,0,0.3917
2012,NUTS,2010,RS,0,0.3935
2013,NUTS,2010,RS,0,0.4103
2014,NUTS,2010,RS,0,0.4322
2015,NUTS,2010,RS,0,0.492
2016,NUTS,2010,RS,0,0.4972
2017,NUTS,2010,RS,0,0.4808
2018,NUTS,2010,RS,0,0.4777
2019,NUTS,2010,RS,0,0.4829
2020,NUTS,2010,RS,0,0.5045
2018,NUTS,2010,RS1,1,0.7128
2019,NUTS,2010,RS1,1,0.7202
2020,NUTS,2010,RS1,1,0.7518
2018,NUTS,2010,RS11,2,1.0409
2019,NUTS,2010,RS11,2,1.0733
2020,NUTS,2010,RS11,2,1.1264
2018,NUTS,2010,RS12,2,0.3981
2019,NUTS,2010,RS12,2,0.3828
2020,NUTS,2010,RS12,2,0.3907
2018,NUTS,2010,RS2,1,0.174
2019,NUTS,2010,RS2,1,0.1668
2020,NUTS,2010,RS2,1,0.1715
2018,NUTS,2010,RS21,2,0.1167
2019,NUTS,2010,RS21,2,0.1016
2020,NUTS,2010,RS21,2,0.1141
2018,NUTS,2010,RS22,2,0.2535
2019,NUTS,2010,RS22,2,0.2565
2020,NUTS,2010,RS22,2,0.2526
2011,NUTS,2010,RU,0,0.5906
2012,NUTS,2010,RU,0,0.5857
2011,NUTS,2010,SE,0,1.0058
2012,NUTS,2010,SE,0,1.0129
2013,NUTS,2010,SE,0,1.3053
2014,NUTS,2010,SE,0,1.3439
2015,NUTS,2010,SE,0,1.3352
2016,NUTS,2010,SE,0,1.3924
2017,NUTS,2010,SE,0,1.4225
2018,NUTS,2010,SE,0,1.4444
2019,NUTS,2010,SE,0,1.4948
2020,NUTS,2010,SE,0,1.5203
2011,NUTS,2010,SE1,1,1.2376
2013,NUTS,2010,SE1,1,1.5698
2015,NUTS,2010,SE1,1,1.66
2017,NUTS,2010,SE1,1,1.6466
2019,NUTS,2010,SE1,1,1.6668
2011,NUTS,2010,SE11,2,1.2787
2013,NUTS,2010,SE11,2,1.6647
2015,NUTS,2010,SE11,2,1.7608
2017,NUTS,2010,SE11,2,1.8974
2019,NUTS,2010,SE11,2,1.8097
2011,NUTS,2010,SE12,2,1.1783
2013,NUTS,2010,SE12,2,1.4291
2015,NUTS,2010,SE12,2,1.5088
2017,NUTS,2010,SE12,2,1.2678
2019,NUTS,2010,SE12,2,1.4498
2011,NUTS,2010,SE2,1,0.8982
2013,NUTS,2010,SE2,1,1.1274
2015,NUTS,2010,SE2,1,1.1094
2017,NUTS,2010,SE2,1,1.34
2011,NUTS,2010,SE21,2,0.3934
2013,NUTS,2010,SE21,2,0.5473
2015,NUTS,2010,SE21,2,0.4682
2011,NUTS,2010,SE22,2,0.7545
2013,NUTS,2010,SE22,2,1.2242
2015,NUTS,2010,SE22,2,1.1866
2017,NUTS,2010,SE22,2,1.1635
2019,NUTS,2010,SE22,2,1.4934
2011,NUTS,2010,SE23,2,1.2142
2013,NUTS,2010,SE23,2,1.2959
2015,NUTS,2010,SE23,2,1.3198
2017,NUTS,2010,SE23,2,1.8081
2019,NUTS,2010,SE23,2,1.8404
2011,NUTS,2010,SE3,1,0.5265
2013,NUTS,2010,SE3,1,0.5907
2015,NUTS,2010,SE3,1,0.6051
2017,NUTS,2010,SE3,1,0.5714
2011,NUTS,2010,SE31,2,0.3527
2013,NUTS,2010,SE31,2,0.4706
2015,NUTS,2010,SE31,2,0.5243
2017,NUTS,2010,SE31,2,0.4533
2019,NUTS,2010,SE31,2,0.3917
2011,NUTS,2010,SE32,2,0.284
2013,NUTS,2010,SE32,2,0.296
2015,NUTS,2010,SE32,2,0.261
2011,NUTS,2010,SE33,2,0.9803
2013,NUTS,2010,SE33,2,0.9966
2015,NUTS,2010,SE33,2,0.9754
2017,NUTS,2010,SE33,2,0.9049
2019,NUTS,2010,SE33,2,1.0695
2011,NUTS,2010,SI,0,0.8872
2012,NUTS,2010,SI,0,0.8992
2013,NUTS,2010,SI,0,0.8867
2014,NUTS,2010,SI,0,0.8722
2015,NUTS,2010,SI,0,0.8028
2016,NUTS,2010,SI,0,0.8336
2017,NUTS,2010,SI,0,0.9273
2018,NUTS,2010,SI,0,1.0008
2019,NUTS,2010,SI,0,1.0434
2020,NUTS,2010,SI,0,1.0203
2011,NUTS,2010,SI0,1,0.8607
2012,NUTS,2010,SI0,1,0.8767
2013,NUTS,2010,SI0,1,0.864
2014,NUTS,2010,SI0,1,0.8449
2015,NUTS,2010,SI0,1,0.7839
2016,NUTS,2010,SI0,1,0.8163
2017,NUTS,2010,SI0,1,0.9061
2018,NUTS,2010,SI0,1,0.9743
2019,NUTS,2010,SI0,1,1.0218
2013,NUTS,2010,SI03,2,0.4204
2014,NUTS,2010,SI03,2,0.399
2015,NUTS,2010,SI03,2,0.3545
2016,NUTS,2010,SI03,2,0.3581
2017,NUTS,2010,SI03,2,0.416
2018,NUTS,2010,SI03,2,0.4687
2019,NUTS,2010,SI03,2,0.5025
2013,NUTS,2010,SI04,2,1.3639
2014,NUTS,2010,SI04,2,1.3545
2015,NUTS,2010,SI04,2,1.2667
2016,NUTS,2010,SI04,2,1.3247
2017,NUTS,2010,SI04,2,1.4525
2018,NUTS,2010,SI04,2,1.5295
2019,NUTS,2010,SI04,2,1.5872
2011,NUTS,2010,SK,0,0.5593
2012,NUTS,2010,SK,0,0.5517
2013,NUTS,2010,SK,0,0.5303
2014,NUTS,2010,SK,0,0.5301
2015,NUTS,2010,SK,0,0.5154
2016,NUTS,2010,SK,0,0.5026
2017,NUTS,2010,SK,0,0.5432
2018,NUTS,2010,SK,0,0.5858
2019,NUTS,2010,SK,0,0.6109
2020,NUTS,2010,SK,0,0.6285
2011,NUTS,2010,SK01,2,2.5285
2012,NUTS,2010,SK01,2,2.4402
2013,NUTS,2010,SK01,2,2.2803
2014,NUTS,2010,SK01,2,2.1187
2015,NUTS,2010,SK01,2,2.0384
2016,NUTS,2010,SK01,2,2.027
2017,NUTS,2010,SK01,2,2.1089
2018,NUTS,2010,SK01,2,2.2701
2019,NUTS,2010,SK01,2,2.3037
2020,NUTS,2010,SK01,2,2.4529
2011,NUTS,2010,SK02,2,0.2678
2012,NUTS,2010,SK02,2,0.2632
2013,NUTS,2010,SK02,2,0.2749
2014,NUTS,2010,SK02,2,0.3114
2015,NUTS,2010,SK02,2,0.303
2016,NUTS,2010,SK02,2,0.2545
2017,NUTS,2010,SK02,2,0.3284
2018,NUTS,2010,SK02,2,0.3355
2019,NUTS,2010,SK02,2,0.3418
2020,NUTS,2010,SK02,2,0.3502
2011,NUTS,2010,SK03,2,0.2906
2012,NUTS,2010,SK03,2,0.287
2013,NUTS,2010,SK03,2,0.2632
2014,NUTS,2010,SK03,2,0.3006
2015,NUTS,2010,SK03,2,0.2984
2016,NUTS,2010,SK03,2,0.304
2017,NUTS,2010,SK03,2,0.2973
2018,NUTS,2010,SK03,2,0.3269
2019,NUTS,2010,SK03,2,0.3618
2020,NUTS,2010,SK03,2,0.3608
2011,NUTS,2010,SK04,2,0.3283
2012,NUTS,2010,SK04,2,0.3452
2013,NUTS,2010,SK04,2,0.3518
2014,NUTS,2010,SK04,2,0.3467
2015,NUTS,2010,SK04,2,0.3387
2016,NUTS,2010,SK04,2,0.3268
2017,NUTS,2010,SK04,2,0.3452
2018,NUTS,2010,SK04,2,0.3773
2019,NUTS,2010,SK04,2,0.3953
2020,NUTS,2010,SK04,2,0.3828
2011,NUTS,2010,TR,0,0.2798
2012,NUTS,2010,TR,0,0.3115
2013,NUTS,2010,TR,0,0.3264
2014,NUTS,2010,TR,0,0.3192
2015,NUTS,2010,TR,0,0.3292
2016,NUTS,2010,TR,0,0.3365
2017,NUTS,2010,TR,0,0.3633
2018,NUTS,2010,TR,0,0.4025
2019,NUTS,2010,TR,0,0.4282
2020,NUTS,2010,TR,0,0.4978
2011,NUTS,2010,UK,0,0.8123
2012,NUTS,2010,UK,0,0.822
2013,NUTS,2010,UK,0,0.8544
2014,NUTS,2010,UK,0,0.8772
2015,NUTS,2010,UK,0,0.8961
2016,NUTS,2010,UK,0,0.9022
2017,NUTS,2010,UK,0,0.9186
2018,NUTS,2010,UK,0,0.9426
2019,NUTS,2010,UK,0,0.9729
2011,NUTS,2010,UKC,1,0.6383
2012,NUTS,2010,UKC,1,0.6358
2013,NUTS,2010,UKC,1,0.7164
2014,NUTS,2010,UKC,1,0.6787
2015,NUTS,2010,UKC,1,0.7009
2016,NUTS,2010,UKC,1,0.6954
2017,NUTS,2010,UKC,1,0.7424
2018,NUTS,2010,UKC,1,0.7863
2011,NUTS,2010,UKC1,2,0.5535
2012,NUTS,2010,UKC1,2,0.5692
2013,NUTS,2010,UKC1,2,0.6989
2014,NUTS,2010,UKC1,2,0.5825
2015,NUTS,2010,UKC1,2,0.5894
2016,NUTS,2010,UKC1,2,0.5554
2017,NUTS,2010,UKC1,2,0.5907
2018,NUTS,2010,UKC1,2,0.6362
2011,NUTS,2010,UKC2,2,0.7075
2012,NUTS,2010,UKC2,2,0.6878
2013,NUTS,2010,UKC2,2,0.73
2014,NUTS,2010,UKC2,2,0.7546
2015,NUTS,2010,UKC2,2,0.7892
2016,NUTS,2010,UKC2,2,0.805
2017,NUTS,2010,UKC2,2,0.8635
2018,NUTS,2010,UKC2,2,0.91
2011,NUTS,2010,UKD,1,0.568
2012,NUTS,2010,UKD,1,0.5797
2013,NUTS,2010,UKD,1,0.5978
2014,NUTS,2010,UKD,1,0.6283
2015,NUTS,2010,UKD,1,0.6545
2016,NUTS,2010,UKD,1,0.6524
2017,NUTS,2010,UKD,1,0.6866
2018,NUTS,2010,UKD,1,0.6932
2011,NUTS,2010,UKD1,2,0.185
2012,NUTS,2010,UKD1,2,0.1439
2013,NUTS,2010,UKD1,2,0.1469
2014,NUTS,2010,UKD1,2,0.1667
2015,NUTS,2010,UKD1,2,0.1548
2016,NUTS,2010,UKD1,2,0.1623
2017,NUTS,2010,UKD1,2,0.1535
2018,NUTS,2010,UKD1,2,0.1738
2011,NUTS,2010,UKD3,2,0.2949
2012,NUTS,2010,UKD3,2,0.6908
2013,NUTS,2010,UKD3,2,0.6807
2014,NUTS,2010,UKD3,2,0.7071
2015,NUTS,2010,UKD3,2,0.746
2016,NUTS,2010,UKD3,2,0.7501
2017,NUTS,2010,UKD3,2,0.7757
2018,NUTS,2010,UKD3,2,0.7981
2011,NUTS,2010,UKD4,2,0.2619
2012,NUTS,2010,UKD4,2,0.569
2013,NUTS,2010,UKD4,2,0.6155
2014,NUTS,2010,UKD4,2,0.6162
2015,NUTS,2010,UKD4,2,0.6481
2016,NUTS,2010,UKD4,2,0.5748
2017,NUTS,2010,UKD4,2,0.6803
2018,NUTS,2010,UKD4,2,0.7095
2011,NUTS,2010,UKD6,2,2.0554
2012,NUTS,2010,UKD6,2,0.5219
2013,NUTS,2010,UKD6,2,0.5019
2014,NUTS,2010,UKD6,2,0.4983
2015,NUTS,2010,UKD6,2,0.5686
2016,NUTS,2010,UKD6,2,0.5149
2017,NUTS,2010,UKD6,2,0.5013
2018,NUTS,2010,UKD6,2,0.4627
2011,NUTS,2010,UKD7,2,0.5709
2012,NUTS,2010,UKD7,2,0.5748
2013,NUTS,2010,UKD7,2,0.6456
2014,NUTS,2010,UKD7,2,0.7336
2015,NUTS,2010,UKD7,2,0.7184
2016,NUTS,2010,UKD7,2,0.7955
2017,NUTS,2010,UKD7,2,0.8284
2018,NUTS,2010,UKD7,2,0.7994
2011,NUTS,2010,UKE,1,0.6029
2012,NUTS,2010,UKE,1,0.6275
2013,NUTS,2010,UKE,1,0.674
2014,NUTS,2010,UKE,1,0.7012
2015,NUTS,2010,UKE,1,0.7461
2016,NUTS,2010,UKE,1,0.7121
2017,NUTS,2010,UKE,1,0.7527
2018,NUTS,2010,UKE,1,0.7537
2011,NUTS,2010,UKE1,2,0.1966
2012,NUTS,2010,UKE1,2,0.2172
2013,NUTS,2010,UKE1,2,0.3775
2014,NUTS,2010,UKE1,2,0.4151
2015,NUTS,2010,UKE1,2,0.4138
2016,NUTS,2010,UKE1,2,0.4012
2017,NUTS,2010,UKE1,2,0.4188
2018,NUTS,2010,UKE1,2,0.3913
2011,NUTS,2010,UKE2,2,0.8209
2012,NUTS,2010,UKE2,2,0.8496
2013,NUTS,2010,UKE2,2,0.7766
2014,NUTS,2010,UKE2,2,0.8028
2015,NUTS,2010,UKE2,2,0.7945
