year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_eur_hab
1999,NUTS,2010,DEB2,2,77.8
2000,NUTS,2010,DEB2,2,82.5
2003,NUTS,2010,DEB2,2,93.0
2004,NUTS,2010,DEB2,2,78.0
2005,NUTS,2010,DEB2,2,79.9
2006,NUTS,2010,DEB2,2,90.0
2007,NUTS,2010,DEB2,2,77.3
2008,NUTS,2010,DEB2,2,75.1
2009,NUTS,2010,DEB2,2,91.8
2010,NUTS,2010,DEB2,2,633.1
2011,NUTS,2010,DEB2,2,670.3
2012,NUTS,2010,DEB2,2,640.5
2013,NUTS,2010,DEB2,2,681.0
2014,NUTS,2010,DEB2,2,675.6
2015,NUTS,2010,DEB2,2,699.5
2016,NUTS,2010,DEB2,2,785.4
2017,NUTS,2010,DEB2,2,114.5
2018,NUTS,2010,DEB2,2,119.9
2019,NUTS,2010,DEB2,2,122.4
1995,NUTS,2010,DEB3,2,105.3
1996,NUTS,2010,DEB3,2,105.3
1997,NUTS,2010,DEB3,2,108.1
1998,NUTS,2010,DEB3,2,108.7
1999,NUTS,2010,DEB3,2,118.5
2000,NUTS,2010,DEB3,2,124.5
2003,NUTS,2010,DEB3,2,132.0
2004,NUTS,2010,DEB3,2,130.3
2005,NUTS,2010,DEB3,2,133.5
2006,NUTS,2010,DEB3,2,162.3
2007,NUTS,2010,DEB3,2,140.4
2008,NUTS,2010,DEB3,2,149.9
2009,NUTS,2010,DEB3,2,163.4
2010,NUTS,2010,DEB3,2,45.6
2011,NUTS,2010,DEB3,2,48.0
2012,NUTS,2010,DEB3,2,54.0
2013,NUTS,2010,DEB3,2,55.4
2014,NUTS,2010,DEB3,2,55.2
2015,NUTS,2010,DEB3,2,57.5
2016,NUTS,2010,DEB3,2,63.1
2017,NUTS,2010,DEB3,2,273.3
2018,NUTS,2010,DEB3,2,288.6
2019,NUTS,2010,DEB3,2,247.9
1991,NUTS,2010,DEC,1,92.9
1993,NUTS,2010,DEC,1,102.1
1995,NUTS,2010,DEC,1,97.8
1996,NUTS,2010,DEC,1,93.8
1997,NUTS,2010,DEC,1,93.2
1998,NUTS,2010,DEC,1,93.2
1999,NUTS,2010,DEC,1,94.7
2000,NUTS,2010,DEC,1,100.5
2003,NUTS,2010,DEC,1,104.8
2004,NUTS,2010,DEC,1,111.5
2005,NUTS,2010,DEC,1,113.1
2006,NUTS,2010,DEC,1,111.3
2007,NUTS,2010,DEC,1,98.5
2008,NUTS,2010,DEC,1,100.4
2009,NUTS,2010,DEC,1,104.4
2010,NUTS,2010,DEC,1,112.6
2011,NUTS,2010,DEC,1,166.0
2012,NUTS,2010,DEC,1,155.4
2013,NUTS,2010,DEC,1,150.0
2014,NUTS,2010,DEC,1,145.3
2015,NUTS,2010,DEC,1,182.4
2016,NUTS,2010,DEC,1,186.7
2017,NUTS,2010,DEC,1,187.7
2018,NUTS,2010,DEC,1,175.7
2019,NUTS,2010,DEC,1,206.9
1991,NUTS,2010,DEC0,2,92.9
1993,NUTS,2010,DEC0,2,102.1
1995,NUTS,2010,DEC0,2,97.8
1996,NUTS,2010,DEC0,2,93.8
1997,NUTS,2010,DEC0,2,93.2
1998,NUTS,2010,DEC0,2,93.2
1999,NUTS,2010,DEC0,2,94.7
2000,NUTS,2010,DEC0,2,100.5
2003,NUTS,2010,DEC0,2,104.8
2004,NUTS,2010,DEC0,2,111.5
2005,NUTS,2010,DEC0,2,113.1
2006,NUTS,2010,DEC0,2,111.3
2007,NUTS,2010,DEC0,2,98.5
2008,NUTS,2010,DEC0,2,100.4
2009,NUTS,2010,DEC0,2,104.4
2010,NUTS,2010,DEC0,2,112.6
2011,NUTS,2010,DEC0,2,166.0
2012,NUTS,2010,DEC0,2,155.4
2013,NUTS,2010,DEC0,2,150.0
2014,NUTS,2010,DEC0,2,145.3
2015,NUTS,2010,DEC0,2,182.4
2016,NUTS,2010,DEC0,2,186.7
2017,NUTS,2010,DEC0,2,187.7
2018,NUTS,2010,DEC0,2,175.7
2019,NUTS,2010,DEC0,2,206.9
1993,NUTS,2010,DED,1,77.8
1995,NUTS,2010,DED,1,92.4
1996,NUTS,2010,DED,1,96.4
1997,NUTS,2010,DED,1,94.2
1998,NUTS,2010,DED,1,95.2
1999,NUTS,2010,DED,1,101.0
2000,NUTS,2010,DED,1,103.9
2003,NUTS,2010,DED,1,115.8
2004,NUTS,2010,DED,1,113.8
2005,NUTS,2010,DED,1,124.9
2006,NUTS,2010,DED,1,119.6
2007,NUTS,2010,DED,1,127.5
2008,NUTS,2010,DED,1,144.1
2009,NUTS,2010,DED,1,150.6
2010,NUTS,2010,DED,1,171.9
2011,NUTS,2010,DED,1,181.9
2012,NUTS,2010,DED,1,190.1
2013,NUTS,2010,DED,1,211.3
2014,NUTS,2010,DED,1,214.6
2015,NUTS,2010,DED,1,212.9
2016,NUTS,2010,DED,1,219.0
2017,NUTS,2010,DED,1,234.0
2018,NUTS,2010,DED,1,253.6
2019,NUTS,2010,DED,1,268.7
1995,NUTS,2010,DED2,2,115.3
1996,NUTS,2010,DED2,2,120.1
1997,NUTS,2010,DED2,2,117.2
1998,NUTS,2010,DED2,2,116.8
1999,NUTS,2010,DED2,2,125.6
2000,NUTS,2010,DED2,2,129.2
2003,NUTS,2010,DED2,2,146.5
2004,NUTS,2010,DED2,2,142.6
2005,NUTS,2010,DED2,2,156.3
2006,NUTS,2010,DED2,2,136.2
2007,NUTS,2010,DED2,2,144.2
2008,NUTS,2010,DED2,2,172.0
2009,NUTS,2010,DED2,2,171.6
2010,NUTS,2010,DED2,2,204.7
2011,NUTS,2010,DED2,2,213.1
2012,NUTS,2010,DED2,2,224.9
2013,NUTS,2010,DED2,2,252.2
2014,NUTS,2010,DED2,2,250.0
2015,NUTS,2010,DED2,2,255.5
2016,NUTS,2010,DED2,2,261.3
2017,NUTS,2010,DED2,2,280.3
2018,NUTS,2010,DED2,2,310.7
2019,NUTS,2010,DED2,2,319.2
2011,NUTS,2010,DED4,2,131.9
2012,NUTS,2010,DED4,2,133.2
2013,NUTS,2010,DED4,2,150.8
2014,NUTS,2010,DED4,2,158.8
2015,NUTS,2010,DED4,2,145.7
2016,NUTS,2010,DED4,2,155.3
2017,NUTS,2010,DED4,2,165.6
2018,NUTS,2010,DED4,2,169.3
2019,NUTS,2010,DED4,2,183.7
2011,NUTS,2010,DED5,2,208.0
2012,NUTS,2010,DED5,2,220.0
2013,NUTS,2010,DED5,2,236.5
2014,NUTS,2010,DED5,2,240.5
2015,NUTS,2010,DED5,2,243.2
2016,NUTS,2010,DED5,2,244.3
2017,NUTS,2010,DED5,2,258.5
2018,NUTS,2010,DED5,2,283.0
2019,NUTS,2010,DED5,2,308.3
1993,NUTS,2010,DEE,1,64.0
1995,NUTS,2010,DEE,1,75.0
1996,NUTS,2010,DEE,1,75.7
1997,NUTS,2010,DEE,1,68.1
1998,NUTS,2010,DEE,1,76.5
1999,NUTS,2010,DEE,1,83.0
2000,NUTS,2010,DEE,1,86.5
2003,NUTS,2010,DEE,1,89.5
2004,NUTS,2010,DEE,1,82.7
2005,NUTS,2010,DEE,1,82.2
2006,NUTS,2010,DEE,1,75.0
2007,NUTS,2010,DEE,1,82.2
2008,NUTS,2010,DEE,1,86.7
2009,NUTS,2010,DEE,1,90.8
2010,NUTS,2010,DEE,1,104.3
2011,NUTS,2010,DEE,1,109.9
2012,NUTS,2010,DEE,1,112.5
2013,NUTS,2010,DEE,1,122.2
2014,NUTS,2010,DEE,1,132.6
2015,NUTS,2010,DEE,1,140.3
2016,NUTS,2010,DEE,1,154.4
2017,NUTS,2010,DEE,1,156.9
2018,NUTS,2010,DEE,1,174.3
2019,NUTS,2010,DEE,1,172.5
1993,NUTS,2010,DEE0,2,64.0
1995,NUTS,2010,DEE0,2,75.0
1996,NUTS,2010,DEE0,2,75.7
1997,NUTS,2010,DEE0,2,68.1
1998,NUTS,2010,DEE0,2,76.5
1999,NUTS,2010,DEE0,2,83.0
2000,NUTS,2010,DEE0,2,86.5
2003,NUTS,2010,DEE0,2,89.5
2004,NUTS,2010,DEE0,2,82.7
2005,NUTS,2010,DEE0,2,82.2
2006,NUTS,2010,DEE0,2,75.0
2007,NUTS,2010,DEE0,2,82.2
2008,NUTS,2010,DEE0,2,86.7
2009,NUTS,2010,DEE0,2,90.8
2010,NUTS,2010,DEE0,2,104.3
2011,NUTS,2010,DEE0,2,109.9
2012,NUTS,2010,DEE0,2,112.5
2013,NUTS,2010,DEE0,2,122.2
2014,NUTS,2010,DEE0,2,132.6
2015,NUTS,2010,DEE0,2,140.3
2016,NUTS,2010,DEE0,2,154.4
2017,NUTS,2010,DEE0,2,156.9
2018,NUTS,2010,DEE0,2,174.3
2019,NUTS,2010,DEE0,2,172.5
1991,NUTS,2010,DEF,1,69.1
1993,NUTS,2010,DEF,1,73.0
1995,NUTS,2010,DEF,1,77.8
1996,NUTS,2010,DEF,1,78.8
1997,NUTS,2010,DEF,1,73.6
1998,NUTS,2010,DEF,1,63.7
1999,NUTS,2010,DEF,1,71.1
2000,NUTS,2010,DEF,1,69.8
2003,NUTS,2010,DEF,1,78.9
2004,NUTS,2010,DEF,1,69.4
2005,NUTS,2010,DEF,1,74.2
2006,NUTS,2010,DEF,1,85.7
2007,NUTS,2010,DEF,1,86.3
2008,NUTS,2010,DEF,1,91.6
2009,NUTS,2010,DEF,1,91.2
2010,NUTS,2010,DEF,1,95.7
2011,NUTS,2010,DEF,1,101.1
2012,NUTS,2010,DEF,1,105.3
2013,NUTS,2010,DEF,1,102.3
2014,NUTS,2010,DEF,1,108.0
2015,NUTS,2010,DEF,1,108.8
2016,NUTS,2010,DEF,1,123.1
2017,NUTS,2010,DEF,1,124.4
2018,NUTS,2010,DEF,1,145.8
2019,NUTS,2010,DEF,1,180.6
1991,NUTS,2010,DEF0,2,69.1
1993,NUTS,2010,DEF0,2,73.0
1995,NUTS,2010,DEF0,2,77.8
1996,NUTS,2010,DEF0,2,78.8
1997,NUTS,2010,DEF0,2,73.6
1998,NUTS,2010,DEF0,2,63.7
1999,NUTS,2010,DEF0,2,71.1
2000,NUTS,2010,DEF0,2,69.8
2003,NUTS,2010,DEF0,2,78.9
2004,NUTS,2010,DEF0,2,69.4
2005,NUTS,2010,DEF0,2,74.2
2006,NUTS,2010,DEF0,2,85.7
2007,NUTS,2010,DEF0,2,86.3
2008,NUTS,2010,DEF0,2,91.6
2009,NUTS,2010,DEF0,2,91.2
2010,NUTS,2010,DEF0,2,95.7
2011,NUTS,2010,DEF0,2,101.1
2012,NUTS,2010,DEF0,2,105.3
2013,NUTS,2010,DEF0,2,102.3
2014,NUTS,2010,DEF0,2,108.0
2015,NUTS,2010,DEF0,2,108.8
2016,NUTS,2010,DEF0,2,123.1
2017,NUTS,2010,DEF0,2,124.4
2018,NUTS,2010,DEF0,2,145.8
2019,NUTS,2010,DEF0,2,180.6
1993,NUTS,2010,DEG,1,66.3
1995,NUTS,2010,DEG,1,72.4
1996,NUTS,2010,DEG,1,77.9
1997,NUTS,2010,DEG,1,68.9
1998,NUTS,2010,DEG,1,71.3
1999,NUTS,2010,DEG,1,76.6
2000,NUTS,2010,DEG,1,80.0
2003,NUTS,2010,DEG,1,88.5
2004,NUTS,2010,DEG,1,89.8
2005,NUTS,2010,DEG,1,91.8
2006,NUTS,2010,DEG,1,94.7
2007,NUTS,2010,DEG,1,97.6
2008,NUTS,2010,DEG,1,108.5
2009,NUTS,2010,DEG,1,117.7
2010,NUTS,2010,DEG,1,131.9
2011,NUTS,2010,DEG,1,143.6
2012,NUTS,2010,DEG,1,150.3
2013,NUTS,2010,DEG,1,153.2
2014,NUTS,2010,DEG,1,154.6
2015,NUTS,2010,DEG,1,158.0
2016,NUTS,2010,DEG,1,163.5
2017,NUTS,2010,DEG,1,174.5
2018,NUTS,2010,DEG,1,178.2
2019,NUTS,2010,DEG,1,195.4
1993,NUTS,2010,DEG0,2,66.3
1995,NUTS,2010,DEG0,2,72.4
1996,NUTS,2010,DEG0,2,77.9
1997,NUTS,2010,DEG0,2,68.9
1998,NUTS,2010,DEG0,2,71.3
1999,NUTS,2010,DEG0,2,76.6
2000,NUTS,2010,DEG0,2,80.0
2003,NUTS,2010,DEG0,2,88.5
2004,NUTS,2010,DEG0,2,89.8
2005,NUTS,2010,DEG0,2,91.8
2006,NUTS,2010,DEG0,2,94.7
2007,NUTS,2010,DEG0,2,97.6
2008,NUTS,2010,DEG0,2,108.5
2009,NUTS,2010,DEG0,2,117.7
2010,NUTS,2010,DEG0,2,131.9
2011,NUTS,2010,DEG0,2,143.6
2012,NUTS,2010,DEG0,2,150.3
2013,NUTS,2010,DEG0,2,153.2
2014,NUTS,2010,DEG0,2,154.6
2015,NUTS,2010,DEG0,2,158.0
2016,NUTS,2010,DEG0,2,163.5
2017,NUTS,2010,DEG0,2,174.5
2018,NUTS,2010,DEG0,2,178.2
2019,NUTS,2010,DEG0,2,195.4
1981,NUTS,2010,DK,0,29.4
1982,NUTS,2010,DK,0,32.4
1983,NUTS,2010,DK,0,36.7
1984,NUTS,2010,DK,0,40.8
1985,NUTS,2010,DK,0,45.7
1986,NUTS,2010,DK,0,52.3
1987,NUTS,2010,DK,0,58.7
1988,NUTS,2010,DK,0,65.3
1989,NUTS,2010,DK,0,71.5
1990,NUTS,2010,DK,0,76.0
1991,NUTS,2010,DK,0,78.2
1992,NUTS,2010,DK,0,83.9
1993,NUTS,2010,DK,0,91.2
1995,NUTS,2010,DK,0,119.0
1996,NUTS,2010,DK,0,110.0
1997,NUTS,2010,DK,0,121.6
1998,NUTS,2010,DK,0,120.2
1999,NUTS,2010,DK,0,129.9
2000,NUTS,2010,DK,0,144.4
2001,NUTS,2010,DK,0,151.3
2002,NUTS,2010,DK,0,198.9
2003,NUTS,2010,DK,0,209.3
2004,NUTS,2010,DK,0,221.4
2005,NUTS,2010,DK,0,231.8
2006,NUTS,2010,DK,0,258.7
2007,NUTS,2010,DK,0,284.7
2008,NUTS,2010,DK,0,332.7
2009,NUTS,2010,DK,0,355.4
2010,NUTS,2010,DK,0,388.5
2011,NUTS,2010,DK,0,405.3
2012,NUTS,2010,DK,0,430.3
2013,NUTS,2010,DK,0,464.9
2014,NUTS,2010,DK,0,461.4
2015,NUTS,2010,DK,0,500.2
2016,NUTS,2010,DK,0,496.6
2017,NUTS,2010,DK,0,499.4
2018,NUTS,2010,DK,0,521.5
2019,NUTS,2010,DK,0,535.2
2020,NUTS,2010,DK,0,583.0
1981,NUTS,2010,DK0,1,29.4
1982,NUTS,2010,DK0,1,32.4
1983,NUTS,2010,DK0,1,36.7
1984,NUTS,2010,DK0,1,40.8
1985,NUTS,2010,DK0,1,45.7
1986,NUTS,2010,DK0,1,52.3
1987,NUTS,2010,DK0,1,58.7
1988,NUTS,2010,DK0,1,65.3
1989,NUTS,2010,DK0,1,71.5
1990,NUTS,2010,DK0,1,76.0
1991,NUTS,2010,DK0,1,78.2
1992,NUTS,2010,DK0,1,83.9
1993,NUTS,2010,DK0,1,91.2
1995,NUTS,2010,DK0,1,119.0
1996,NUTS,2010,DK0,1,110.0
1997,NUTS,2010,DK0,1,121.6
1998,NUTS,2010,DK0,1,120.2
1999,NUTS,2010,DK0,1,129.9
2000,NUTS,2010,DK0,1,144.4
2001,NUTS,2010,DK0,1,150.1
2002,NUTS,2010,DK0,1,199.0
2003,NUTS,2010,DK0,1,209.3
2004,NUTS,2010,DK0,1,221.9
2005,NUTS,2010,DK0,1,231.8
2006,NUTS,2010,DK0,1,258.7
2007,NUTS,2010,DK0,1,284.7
2008,NUTS,2010,DK0,1,332.7
2009,NUTS,2010,DK0,1,366.9
2010,NUTS,2010,DK0,1,388.5
2011,NUTS,2010,DK0,1,406.1
2012,NUTS,2010,DK0,1,442.4
2013,NUTS,2010,DK0,1,463.0
2014,NUTS,2010,DK0,1,461.4
2015,NUTS,2010,DK0,1,500.2
2016,NUTS,2010,DK0,1,496.6
2017,NUTS,2010,DK0,1,499.4
2018,NUTS,2010,DK0,1,521.5
2019,NUTS,2010,DK0,1,535.2
2020,NUTS,2010,DK0,1,583.0
2007,NUTS,2010,DK01,2,449.5
2009,NUTS,2010,DK01,2,654.5
2010,NUTS,2010,DK01,2,687.1
2011,NUTS,2010,DK01,2,706.4
2012,NUTS,2010,DK01,2,778.8
2013,NUTS,2010,DK01,2,782.6
2014,NUTS,2010,DK01,2,816.5
2015,NUTS,2010,DK01,2,871.7
2016,NUTS,2010,DK01,2,870.4
2017,NUTS,2010,DK01,2,874.5
2019,NUTS,2010,DK01,2,942.7
2007,NUTS,2010,DK02,2,170.0
2009,NUTS,2010,DK02,2,167.6
2010,NUTS,2010,DK02,2,160.0
2011,NUTS,2010,DK02,2,143.7
2012,NUTS,2010,DK02,2,142.4
2013,NUTS,2010,DK02,2,141.3
2014,NUTS,2010,DK02,2,158.0
2015,NUTS,2010,DK02,2,181.2
2016,NUTS,2010,DK02,2,188.1
2017,NUTS,2010,DK02,2,191.5
2019,NUTS,2010,DK02,2,184.1
2007,NUTS,2010,DK03,2,105.5
2009,NUTS,2010,DK03,2,180.7
2010,NUTS,2010,DK03,2,199.6
2011,NUTS,2010,DK03,2,203.9
2012,NUTS,2010,DK03,2,227.8
2013,NUTS,2010,DK03,2,252.0
2014,NUTS,2010,DK03,2,258.2
2015,NUTS,2010,DK03,2,274.0
2016,NUTS,2010,DK03,2,259.4
2017,NUTS,2010,DK03,2,219.8
2019,NUTS,2010,DK03,2,231.6
2007,NUTS,2010,DK04,2,300.6
2009,NUTS,2010,DK04,2,329.8
2010,NUTS,2010,DK04,2,359.9
2011,NUTS,2010,DK04,2,398.2
2012,NUTS,2010,DK04,2,424.9
2013,NUTS,2010,DK04,2,469.1
2014,NUTS,2010,DK04,2,381.9
2015,NUTS,2010,DK04,2,444.3
2016,NUTS,2010,DK04,2,427.4
2017,NUTS,2010,DK04,2,413.1
2019,NUTS,2010,DK04,2,438.3
2007,NUTS,2010,DK05,2,314.3
2009,NUTS,2010,DK05,2,289.9
2010,NUTS,2010,DK05,2,299.7
2011,NUTS,2010,DK05,2,333.1
2012,NUTS,2010,DK05,2,353.2
2013,NUTS,2010,DK05,2,385.1
2014,NUTS,2010,DK05,2,414.2
2015,NUTS,2010,DK05,2,413.1
2016,NUTS,2010,DK05,2,434.3
2017,NUTS,2010,DK05,2,552.1
2019,NUTS,2010,DK05,2,612.1
2000,NUTS,2010,EA19,2,82.2
2001,NUTS,2010,EA19,2,88.3
2002,NUTS,2010,EA19,2,94.0
2003,NUTS,2010,EA19,2,97.4
2004,NUTS,2010,EA19,2,97.8
2005,NUTS,2010,EA19,2,100.1
2006,NUTS,2010,EA19,2,105.1
2007,NUTS,2010,EA19,2,110.8
2008,NUTS,2010,EA19,2,121.2
2009,NUTS,2010,EA19,2,127.1
2010,NUTS,2010,EA19,2,132.3
2011,NUTS,2010,EA19,2,134.2
2012,NUTS,2010,EA19,2,135.9
2013,NUTS,2010,EA19,2,139.0
2014,NUTS,2010,EA19,2,140.9
2015,NUTS,2010,EA19,2,144.1
2016,NUTS,2010,EA19,2,146.4
2017,NUTS,2010,EA19,2,150.9
2018,NUTS,2010,EA19,2,157.1
2019,NUTS,2010,EA19,2,163.0
2020,NUTS,2010,EA19,2,165.6
1992,NUTS,2010,EE,0,2.3
1993,NUTS,2010,EE,0,1.4
1994,NUTS,2010,EE,0,2.6
1995,NUTS,2010,EE,0,3.3
1996,NUTS,2010,EE,0,4.7
1997,NUTS,2010,EE,0,10.0
1998,NUTS,2010,EE,0,11.5
1999,NUTS,2010,EE,0,13.6
2000,NUTS,2010,EE,0,13.9
2001,NUTS,2010,EE,0,17.7
2002,NUTS,2010,EE,0,19.3
2003,NUTS,2010,EE,0,23.0
2004,NUTS,2010,EE,0,27.5
2005,NUTS,2010,EE,0,31.7
2006,NUTS,2010,EE,0,45.4
2007,NUTS,2010,EE,0,54.0
2008,NUTS,2010,EE,0,66.7
2009,NUTS,2010,EE,0,62.3
2010,NUTS,2010,EE,0,66.4
2011,NUTS,2010,EE,0,80.5
2012,NUTS,2010,EE,0,92.3
2013,NUTS,2010,EE,0,104.5
2014,NUTS,2010,EE,0,96.5
2015,NUTS,2010,EE,0,95.2
2016,NUTS,2010,EE,0,73.0
2017,NUTS,2010,EE,0,91.7
2018,NUTS,2010,EE,0,123.5
2019,NUTS,2010,EE,0,120.6
2020,NUTS,2010,EE,0,121.5
1992,NUTS,2010,EE0,1,2.3
1993,NUTS,2010,EE0,1,1.4
1994,NUTS,2010,EE0,1,2.6
1995,NUTS,2010,EE0,1,3.3
1996,NUTS,2010,EE0,1,4.7
1997,NUTS,2010,EE0,1,10.0
1998,NUTS,2010,EE0,1,11.5
1999,NUTS,2010,EE0,1,13.6
2000,NUTS,2010,EE0,1,13.9
2001,NUTS,2010,EE0,1,17.7
2002,NUTS,2010,EE0,1,19.3
2003,NUTS,2010,EE0,1,23.0
2004,NUTS,2010,EE0,1,27.5
2005,NUTS,2010,EE0,1,31.7
2006,NUTS,2010,EE0,1,45.4
2007,NUTS,2010,EE0,1,54.0
2008,NUTS,2010,EE0,1,66.7
2009,NUTS,2010,EE0,1,62.3
2010,NUTS,2010,EE0,1,66.4
2011,NUTS,2010,EE0,1,80.5
2012,NUTS,2010,EE0,1,92.3
2013,NUTS,2010,EE0,1,104.5
2014,NUTS,2010,EE0,1,96.5
2015,NUTS,2010,EE0,1,95.2
2016,NUTS,2010,EE0,1,73.0
2017,NUTS,2010,EE0,1,91.7
2018,NUTS,2010,EE0,1,123.5
2019,NUTS,2010,EE0,1,120.6
2020,NUTS,2010,EE0,1,121.5
1992,NUTS,2010,EE00,2,2.3
1993,NUTS,2010,EE00,2,1.4
1994,NUTS,2010,EE00,2,2.6
1995,NUTS,2010,EE00,2,3.3
1996,NUTS,2010,EE00,2,4.7
1997,NUTS,2010,EE00,2,10.0
1998,NUTS,2010,EE00,2,11.5
1999,NUTS,2010,EE00,2,13.6
2000,NUTS,2010,EE00,2,13.9
2001,NUTS,2010,EE00,2,17.7
2002,NUTS,2010,EE00,2,19.3
2003,NUTS,2010,EE00,2,23.0
2004,NUTS,2010,EE00,2,27.5
2005,NUTS,2010,EE00,2,31.7
2006,NUTS,2010,EE00,2,45.4
2007,NUTS,2010,EE00,2,54.0
2008,NUTS,2010,EE00,2,66.7
2009,NUTS,2010,EE00,2,62.3
2010,NUTS,2010,EE00,2,66.4
2011,NUTS,2010,EE00,2,80.5
2012,NUTS,2010,EE00,2,92.3
2013,NUTS,2010,EE00,2,104.5
2014,NUTS,2010,EE00,2,96.5
2015,NUTS,2010,EE00,2,95.2
2016,NUTS,2010,EE00,2,73.0
2017,NUTS,2010,EE00,2,91.7
2018,NUTS,2010,EE00,2,123.5
2019,NUTS,2010,EE00,2,120.6
2020,NUTS,2010,EE00,2,121.5
1981,NUTS,2010,EL,0,1.0
1983,NUTS,2010,EL,0,2.4
1986,NUTS,2010,EL,0,2.9
1988,NUTS,2010,EL,0,4.0
1989,NUTS,2010,EL,0,8.1
1991,NUTS,2010,EL,0,8.7
1993,NUTS,2010,EL,0,14.6
1995,NUTS,2010,EL,0,18.4
1997,NUTS,2010,EL,0,25.8
1999,NUTS,2010,EL,0,36.6
2001,NUTS,2010,EL,0,35.3
2003,NUTS,2010,EL,0,41.8
2004,NUTS,2010,EL,0,45.0
2005,NUTS,2010,EL,0,49.9
2006,NUTS,2010,EL,0,53.1
2007,NUTS,2010,EL,0,59.8
2008,NUTS,2010,EL,0,48.9
2009,NUTS,2010,EL,0,49.1
2010,NUTS,2010,EL,0,43.5
2011,NUTS,2010,EL,0,50.3
2012,NUTS,2010,EL,0,48.2
2013,NUTS,2010,EL,0,49.9
2014,NUTS,2010,EL,0,50.6
2015,NUTS,2010,EL,0,59.3
2016,NUTS,2010,EL,0,51.9
2017,NUTS,2010,EL,0,53.6
2018,NUTS,2010,EL,0,57.6
2019,NUTS,2010,EL,0,66.8
2020,NUTS,2010,EL,0,72.2
1991,NUTS,2010,EL3,1,10.8
1993,NUTS,2010,EL3,1,18.9
1995,NUTS,2010,EL3,1,23.5
1997,NUTS,2010,EL3,1,30.8
1999,NUTS,2010,EL3,1,42.4
2001,NUTS,2010,EL3,1,41.5
2003,NUTS,2010,EL3,1,50.9
2005,NUTS,2010,EL3,1,60.6
2011,NUTS,2010,EL3,1,55.8
2013,NUTS,2010,EL3,1,53.8
2015,NUTS,2010,EL3,1,70.6
2017,NUTS,2010,EL3,1,59.9
2018,NUTS,2010,EL3,1,66.3
2019,NUTS,2010,EL3,1,78.2
1991,NUTS,2010,EL30,2,10.8
1993,NUTS,2010,EL30,2,18.9
1995,NUTS,2010,EL30,2,23.5
1997,NUTS,2010,EL30,2,30.8
1999,NUTS,2010,EL30,2,42.4
2001,NUTS,2010,EL30,2,41.5
2003,NUTS,2010,EL30,2,50.9
2005,NUTS,2010,EL30,2,60.6
2011,NUTS,2010,EL30,2,55.8
2013,NUTS,2010,EL30,2,53.8
2015,NUTS,2010,EL30,2,70.6
2017,NUTS,2010,EL30,2,59.9
2018,NUTS,2010,EL30,2,66.3
2019,NUTS,2010,EL30,2,78.2
1991,NUTS,2010,EL4,1,7.0
1993,NUTS,2010,EL4,1,10.7
1995,NUTS,2010,EL4,1,15.9
1997,NUTS,2010,EL4,1,24.5
1999,NUTS,2010,EL4,1,31.9
2001,NUTS,2010,EL4,1,31.0
2003,NUTS,2010,EL4,1,45.0
2005,NUTS,2010,EL4,1,53.0
2011,NUTS,2010,EL4,1,58.4
2013,NUTS,2010,EL4,1,66.6
2015,NUTS,2010,EL4,1,62.1
2017,NUTS,2010,EL4,1,56.3
2018,NUTS,2010,EL4,1,57.3
2019,NUTS,2010,EL4,1,62.9
1991,NUTS,2010,EL41,2,4.3
1993,NUTS,2010,EL41,2,9.8
1995,NUTS,2010,EL41,2,12.2
1997,NUTS,2010,EL41,2,23.4
1999,NUTS,2010,EL41,2,19.6
2001,NUTS,2010,EL41,2,31.4
2003,NUTS,2010,EL41,2,46.1
2005,NUTS,2010,EL41,2,58.6
2011,NUTS,2010,EL41,2,55.7
2013,NUTS,2010,EL41,2,83.1
2015,NUTS,2010,EL41,2,54.8
2017,NUTS,2010,EL41,2,48.4
2018,NUTS,2010,EL41,2,41.7
2019,NUTS,2010,EL41,2,48.1
1991,NUTS,2010,EL42,2,1.7
1993,NUTS,2010,EL42,2,4.8
1995,NUTS,2010,EL42,2,5.7
1997,NUTS,2010,EL42,2,1.8
1999,NUTS,2010,EL42,2,3.2
2001,NUTS,2010,EL42,2,8.2
2003,NUTS,2010,EL42,2,12.5
2005,NUTS,2010,EL42,2,18.4
2011,NUTS,2010,EL42,2,15.3
2013,NUTS,2010,EL42,2,18.7
2015,NUTS,2010,EL42,2,11.9
2017,NUTS,2010,EL42,2,13.8
2018,NUTS,2010,EL42,2,11.7
2019,NUTS,2010,EL42,2,11.9
1991,NUTS,2010,EL43,2,10.6
1993,NUTS,2010,EL43,2,13.9
1995,NUTS,2010,EL43,2,22.4
1997,NUTS,2010,EL43,2,36.5
1999,NUTS,2010,EL43,2,51.2
2001,NUTS,2010,EL43,2,43.0
2003,NUTS,2010,EL43,2,62.0
2005,NUTS,2010,EL43,2,69.7
2011,NUTS,2010,EL43,2,82.2
2013,NUTS,2010,EL43,2,86.8
2015,NUTS,2010,EL43,2,91.0
2017,NUTS,2010,EL43,2,81.7
2018,NUTS,2010,EL43,2,87.0
2019,NUTS,2010,EL43,2,95.6
2011,NUTS,2010,EL5,1,53.6
2013,NUTS,2010,EL5,1,50.6
2015,NUTS,2010,EL5,1,56.3
2017,NUTS,2010,EL5,1,50.7
2018,NUTS,2010,EL5,1,54.2
2019,NUTS,2010,EL5,1,64.1
