year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_emp_hc_total_bes
2008,NUTS,2010,PT1,1,0.3143
2009,NUTS,2010,PT1,1,0.3362
2010,NUTS,2010,PT1,1,0.3468
2011,NUTS,2010,PT1,1,0.4206
2012,NUTS,2010,PT1,1,0.4788
2013,NUTS,2010,PT1,1,0.5323
2014,NUTS,2010,PT1,1,0.5844
2015,NUTS,2010,PT1,1,0.6957
2016,NUTS,2010,PT1,1,0.5619
2017,NUTS,2010,PT1,1,0.6112
2018,NUTS,2010,PT1,1,0.6407
2019,NUTS,2010,PT1,1,0.7104
2020,NUTS,2010,PT1,1,0.8589
2001,NUTS,2010,PT11,2,0.0617
2003,NUTS,2010,PT11,2,0.0976
2004,NUTS,2010,PT11,2,0.1006
2005,NUTS,2010,PT11,2,0.1013
2006,NUTS,2010,PT11,2,0.1644
2007,NUTS,2010,PT11,2,0.231
2008,NUTS,2010,PT11,2,0.2549
2009,NUTS,2010,PT11,2,0.3329
2010,NUTS,2010,PT11,2,0.3663
2011,NUTS,2010,PT11,2,0.452
2012,NUTS,2010,PT11,2,0.5631
2013,NUTS,2010,PT11,2,0.6568
2014,NUTS,2010,PT11,2,0.7712
2015,NUTS,2010,PT11,2,1.0901
2016,NUTS,2010,PT11,2,0.5689
2017,NUTS,2010,PT11,2,0.6198
2018,NUTS,2010,PT11,2,0.6481
2019,NUTS,2010,PT11,2,0.6979
2020,NUTS,2010,PT11,2,0.886
2001,NUTS,2010,PT15,2,0.2126
2003,NUTS,2010,PT15,2,0.0325
2004,NUTS,2010,PT15,2,0.026
2005,NUTS,2010,PT15,2,0.0211
2006,NUTS,2010,PT15,2,0.027
2007,NUTS,2010,PT15,2,0.0334
2008,NUTS,2010,PT15,2,0.0795
2009,NUTS,2010,PT15,2,0.1057
2010,NUTS,2010,PT15,2,0.0933
2011,NUTS,2010,PT15,2,0.0759
2012,NUTS,2010,PT15,2,0.0696
2013,NUTS,2010,PT15,2,0.0701
2014,NUTS,2010,PT15,2,0.0905
2015,NUTS,2010,PT15,2,0.1225
2016,NUTS,2010,PT15,2,0.1017
2017,NUTS,2010,PT15,2,0.0759
2018,NUTS,2010,PT15,2,0.0836
2019,NUTS,2010,PT15,2,0.1252
2020,NUTS,2010,PT15,2,0.1522
2001,NUTS,2010,PT16,2,0.1912
2003,NUTS,2010,PT16,2,0.0889
2004,NUTS,2010,PT16,2,0.0887
2005,NUTS,2010,PT16,2,0.0872
2006,NUTS,2010,PT16,2,0.1432
2007,NUTS,2010,PT16,2,0.1978
2008,NUTS,2010,PT16,2,0.2162
2009,NUTS,2010,PT16,2,0.2235
2010,NUTS,2010,PT16,2,0.2143
2011,NUTS,2010,PT16,2,0.3118
2012,NUTS,2010,PT16,2,0.2796
2013,NUTS,2010,PT16,2,0.3135
2014,NUTS,2010,PT16,2,0.3556
2015,NUTS,2010,PT16,2,0.3883
2016,NUTS,2010,PT16,2,0.4603
2017,NUTS,2010,PT16,2,0.5269
2018,NUTS,2010,PT16,2,0.5649
2019,NUTS,2010,PT16,2,0.6733
2020,NUTS,2010,PT16,2,0.7503
2001,NUTS,2010,PT17,2,0.0032
2003,NUTS,2010,PT17,2,0.2132
2004,NUTS,2010,PT17,2,0.1901
2005,NUTS,2010,PT17,2,0.1679
2006,NUTS,2010,PT17,2,0.3161
2007,NUTS,2010,PT17,2,0.4496
2008,NUTS,2010,PT17,2,0.5172
2009,NUTS,2010,PT17,2,0.5257
2010,NUTS,2010,PT17,2,0.5393
2011,NUTS,2010,PT17,2,0.586
2012,NUTS,2010,PT17,2,0.6785
2013,NUTS,2010,PT17,2,0.7216
2014,NUTS,2010,PT17,2,0.7026
2015,NUTS,2010,PT17,2,0.6568
2016,NUTS,2010,PT17,2,0.7646
2017,NUTS,2010,PT17,2,0.8179
2018,NUTS,2010,PT17,2,0.8183
2019,NUTS,2010,PT17,2,0.8849
2020,NUTS,2010,PT17,2,1.0651
2001,NUTS,2010,PT18,2,0.0076
2003,NUTS,2010,PT18,2,0.1101
2004,NUTS,2010,PT18,2,0.1084
2005,NUTS,2010,PT18,2,0.1028
2006,NUTS,2010,PT18,2,0.1271
2007,NUTS,2010,PT18,2,0.1575
2008,NUTS,2010,PT18,2,0.2979
2009,NUTS,2010,PT18,2,0.142
2010,NUTS,2010,PT18,2,0.1222
2011,NUTS,2010,PT18,2,0.1645
2012,NUTS,2010,PT18,2,0.1634
2013,NUTS,2010,PT18,2,0.1959
2014,NUTS,2010,PT18,2,0.2488
2015,NUTS,2010,PT18,2,0.265
2016,NUTS,2010,PT18,2,0.3125
2017,NUTS,2010,PT18,2,0.3419
2018,NUTS,2010,PT18,2,0.4727
2019,NUTS,2010,PT18,2,0.5346
2020,NUTS,2010,PT18,2,0.6398
2001,NUTS,2010,PT2,1,0.0
2003,NUTS,2010,PT2,1,0.0084
2004,NUTS,2010,PT2,1,0.0088
2005,NUTS,2010,PT2,1,0.0096
2006,NUTS,2010,PT2,1,0.0118
2007,NUTS,2010,PT2,1,0.0143
2008,NUTS,2010,PT2,1,0.0479
2009,NUTS,2010,PT2,1,0.0132
2010,NUTS,2010,PT2,1,0.0335
2011,NUTS,2010,PT2,1,0.0394
2012,NUTS,2010,PT2,1,0.0686
2013,NUTS,2010,PT2,1,0.0335
2014,NUTS,2010,PT2,1,0.0331
2015,NUTS,2010,PT2,1,0.0329
2016,NUTS,2010,PT2,1,0.0723
2017,NUTS,2010,PT2,1,0.0811
2018,NUTS,2010,PT2,1,0.083
2019,NUTS,2010,PT2,1,0.0724
2020,NUTS,2010,PT2,1,0.08
2003,NUTS,2010,PT20,2,0.0084
2004,NUTS,2010,PT20,2,0.0088
2005,NUTS,2010,PT20,2,0.0096
2006,NUTS,2010,PT20,2,0.0118
2007,NUTS,2010,PT20,2,0.0143
2008,NUTS,2010,PT20,2,0.0479
2009,NUTS,2010,PT20,2,0.0132
2010,NUTS,2010,PT20,2,0.0335
2011,NUTS,2010,PT20,2,0.0394
2012,NUTS,2010,PT20,2,0.0686
2013,NUTS,2010,PT20,2,0.0335
2014,NUTS,2010,PT20,2,0.0331
2015,NUTS,2010,PT20,2,0.0329
2016,NUTS,2010,PT20,2,0.0723
2017,NUTS,2010,PT20,2,0.0811
2018,NUTS,2010,PT20,2,0.083
2019,NUTS,2010,PT20,2,0.0724
2020,NUTS,2010,PT20,2,0.08
2001,NUTS,2010,PT3,1,0.0249
2003,NUTS,2010,PT3,1,0.0151
2004,NUTS,2010,PT3,1,0.024
2005,NUTS,2010,PT3,1,0.0327
2006,NUTS,2010,PT3,1,0.0425
2007,NUTS,2010,PT3,1,0.0507
2008,NUTS,2010,PT3,1,0.0476
2009,NUTS,2010,PT3,1,0.0358
2010,NUTS,2010,PT3,1,0.0161
2011,NUTS,2010,PT3,1,0.0494
2012,NUTS,2010,PT3,1,0.0463
2013,NUTS,2010,PT3,1,0.0551
2014,NUTS,2010,PT3,1,0.0535
2015,NUTS,2010,PT3,1,0.0566
2016,NUTS,2010,PT3,1,0.0648
2017,NUTS,2010,PT3,1,0.0993
2018,NUTS,2010,PT3,1,0.1583
2019,NUTS,2010,PT3,1,0.1916
2020,NUTS,2010,PT3,1,0.1823
2001,NUTS,2010,PT30,2,0.0249
2003,NUTS,2010,PT30,2,0.0151
2004,NUTS,2010,PT30,2,0.024
2005,NUTS,2010,PT30,2,0.0327
2006,NUTS,2010,PT30,2,0.0425
2007,NUTS,2010,PT30,2,0.0507
2008,NUTS,2010,PT30,2,0.0476
2009,NUTS,2010,PT30,2,0.0358
2010,NUTS,2010,PT30,2,0.0161
2011,NUTS,2010,PT30,2,0.0494
2012,NUTS,2010,PT30,2,0.0463
2013,NUTS,2010,PT30,2,0.0551
2014,NUTS,2010,PT30,2,0.0535
2015,NUTS,2010,PT30,2,0.0566
2016,NUTS,2010,PT30,2,0.0648
2017,NUTS,2010,PT30,2,0.0993
2018,NUTS,2010,PT30,2,0.1583
2019,NUTS,2010,PT30,2,0.1916
2020,NUTS,2010,PT30,2,0.1823
1998,NUTS,2010,RO,0,0.4116
1999,NUTS,2010,RO,0,0.3551
2000,NUTS,2010,RO,0,0.2402
2001,NUTS,2010,RO,0,0.2119
2002,NUTS,2010,RO,0,0.2166
2003,NUTS,2010,RO,0,0.1964
2004,NUTS,2010,RO,0,0.1844
2005,NUTS,2010,RO,0,0.1908
2006,NUTS,2010,RO,0,0.1579
2007,NUTS,2010,RO,0,0.1405
2008,NUTS,2010,RO,0,0.1245
2009,NUTS,2010,RO,0,0.1383
2010,NUTS,2010,RO,0,0.1082
2011,NUTS,2010,RO,0,0.1544
2012,NUTS,2010,RO,0,0.1562
2013,NUTS,2010,RO,0,0.1515
2014,NUTS,2010,RO,0,0.1485
2015,NUTS,2010,RO,0,0.1305
2016,NUTS,2010,RO,0,0.133
2017,NUTS,2010,RO,0,0.1335
2018,NUTS,2010,RO,0,0.1287
2019,NUTS,2010,RO,0,0.1288
2002,NUTS,2010,RO1,1,0.15
2003,NUTS,2010,RO1,1,0.1324
2004,NUTS,2010,RO1,1,0.0922
2005,NUTS,2010,RO1,1,0.0821
2006,NUTS,2010,RO1,1,0.0726
2007,NUTS,2010,RO1,1,0.0534
2008,NUTS,2010,RO1,1,0.0527
2009,NUTS,2010,RO1,1,0.083
2010,NUTS,2010,RO1,1,0.0668
2011,NUTS,2010,RO1,1,0.0783
2012,NUTS,2010,RO1,1,0.0814
2013,NUTS,2010,RO1,1,0.0549
2014,NUTS,2010,RO1,1,0.1102
2015,NUTS,2010,RO1,1,0.0877
2016,NUTS,2010,RO1,1,0.0949
2017,NUTS,2010,RO1,1,0.0903
2018,NUTS,2010,RO1,1,0.1006
2019,NUTS,2010,RO1,1,0.104
2002,NUTS,2010,RO11,2,0.0652
2003,NUTS,2010,RO11,2,0.0798
2004,NUTS,2010,RO11,2,0.0616
2005,NUTS,2010,RO11,2,0.0609
2006,NUTS,2010,RO11,2,0.0589
2007,NUTS,2010,RO11,2,0.0468
2008,NUTS,2010,RO11,2,0.0521
2009,NUTS,2010,RO11,2,0.0572
2010,NUTS,2010,RO11,2,0.0538
2011,NUTS,2010,RO11,2,0.0703
2012,NUTS,2010,RO11,2,0.0834
2013,NUTS,2010,RO11,2,0.0479
2014,NUTS,2010,RO11,2,0.0604
2015,NUTS,2010,RO11,2,0.0395
2016,NUTS,2010,RO11,2,0.0354
2017,NUTS,2010,RO11,2,0.0317
2018,NUTS,2010,RO11,2,0.03
2019,NUTS,2010,RO11,2,0.027
2002,NUTS,2010,RO12,2,0.2425
2003,NUTS,2010,RO12,2,0.1914
2004,NUTS,2010,RO12,2,0.1277
2005,NUTS,2010,RO12,2,0.1078
2006,NUTS,2010,RO12,2,0.0889
2007,NUTS,2010,RO12,2,0.0613
2008,NUTS,2010,RO12,2,0.0535
2009,NUTS,2010,RO12,2,0.113
2010,NUTS,2010,RO12,2,0.0844
2011,NUTS,2010,RO12,2,0.0893
2012,NUTS,2010,RO12,2,0.0784
2013,NUTS,2010,RO12,2,0.0646
2014,NUTS,2010,RO12,2,0.1799
2015,NUTS,2010,RO12,2,0.152
2016,NUTS,2010,RO12,2,0.1719
2017,NUTS,2010,RO12,2,0.1663
2018,NUTS,2010,RO12,2,0.1996
2019,NUTS,2010,RO12,2,0.2067
2002,NUTS,2010,RO2,1,0.0776
2003,NUTS,2010,RO2,1,0.0677
2004,NUTS,2010,RO2,1,0.0683
2005,NUTS,2010,RO2,1,0.0643
2006,NUTS,2010,RO2,1,0.0574
2007,NUTS,2010,RO2,1,0.0529
2008,NUTS,2010,RO2,1,0.0499
2009,NUTS,2010,RO2,1,0.0462
2010,NUTS,2010,RO2,1,0.0389
2011,NUTS,2010,RO2,1,0.014
2012,NUTS,2010,RO2,1,0.0352
2013,NUTS,2010,RO2,1,0.0474
2014,NUTS,2010,RO2,1,0.0284
2015,NUTS,2010,RO2,1,0.0242
2016,NUTS,2010,RO2,1,0.028
2017,NUTS,2010,RO2,1,0.0244
2018,NUTS,2010,RO2,1,0.0232
2019,NUTS,2010,RO2,1,0.028
2002,NUTS,2010,RO21,2,0.0718
2003,NUTS,2010,RO21,2,0.0618
2004,NUTS,2010,RO21,2,0.0638
2005,NUTS,2010,RO21,2,0.0512
2006,NUTS,2010,RO21,2,0.0434
2007,NUTS,2010,RO21,2,0.0355
2008,NUTS,2010,RO21,2,0.0341
2009,NUTS,2010,RO21,2,0.0378
2010,NUTS,2010,RO21,2,0.0324
2011,NUTS,2010,RO21,2,0.0181
2012,NUTS,2010,RO21,2,0.0377
2013,NUTS,2010,RO21,2,0.0661
2014,NUTS,2010,RO21,2,0.0327
2015,NUTS,2010,RO21,2,0.0296
2016,NUTS,2010,RO21,2,0.0304
2017,NUTS,2010,RO21,2,0.0312
2018,NUTS,2010,RO21,2,0.0309
2019,NUTS,2010,RO21,2,0.0394
2002,NUTS,2010,RO22,2,0.0873
2003,NUTS,2010,RO22,2,0.0769
2004,NUTS,2010,RO22,2,0.0754
2005,NUTS,2010,RO22,2,0.086
2006,NUTS,2010,RO22,2,0.0794
2007,NUTS,2010,RO22,2,0.0823
2008,NUTS,2010,RO22,2,0.0759
2009,NUTS,2010,RO22,2,0.06
2010,NUTS,2010,RO22,2,0.0493
2011,NUTS,2010,RO22,2,0.007
2012,NUTS,2010,RO22,2,0.0308
2013,NUTS,2010,RO22,2,0.014
2014,NUTS,2010,RO22,2,0.0202
2015,NUTS,2010,RO22,2,0.0141
2016,NUTS,2010,RO22,2,0.0237
2017,NUTS,2010,RO22,2,0.012
2018,NUTS,2010,RO22,2,0.009
2019,NUTS,2010,RO22,2,0.0068
2002,NUTS,2010,RO3,1,0.4592
2003,NUTS,2010,RO3,1,0.4173
2004,NUTS,2010,RO3,1,0.4212
2005,NUTS,2010,RO3,1,0.4842
2006,NUTS,2010,RO3,1,0.3929
2007,NUTS,2010,RO3,1,0.3462
2008,NUTS,2010,RO3,1,0.3054
2009,NUTS,2010,RO3,1,0.2394
2010,NUTS,2010,RO3,1,0.1911
2011,NUTS,2010,RO3,1,0.3577
2012,NUTS,2010,RO3,1,0.3312
2013,NUTS,2010,RO3,1,0.3251
2014,NUTS,2010,RO3,1,0.2938
2015,NUTS,2010,RO3,1,0.256
2016,NUTS,2010,RO3,1,0.2564
2017,NUTS,2010,RO3,1,0.2637
2018,NUTS,2010,RO3,1,0.2369
2019,NUTS,2010,RO3,1,0.23
2002,NUTS,2010,RO31,2,0.2297
2003,NUTS,2010,RO31,2,0.2105
2004,NUTS,2010,RO31,2,0.2029
2005,NUTS,2010,RO31,2,0.208
2006,NUTS,2010,RO31,2,0.1778
2007,NUTS,2010,RO31,2,0.1789
2008,NUTS,2010,RO31,2,0.1809
2009,NUTS,2010,RO31,2,0.1461
2010,NUTS,2010,RO31,2,0.1554
2011,NUTS,2010,RO31,2,0.0524
2012,NUTS,2010,RO31,2,0.1074
2013,NUTS,2010,RO31,2,0.2019
2014,NUTS,2010,RO31,2,0.156
2015,NUTS,2010,RO31,2,0.1116
2016,NUTS,2010,RO31,2,0.1051
2017,NUTS,2010,RO31,2,0.0767
2018,NUTS,2010,RO31,2,0.0973
2019,NUTS,2010,RO31,2,0.1066
2002,NUTS,2010,RO32,2,0.8203
2003,NUTS,2010,RO32,2,0.7538
2004,NUTS,2010,RO32,2,0.7443
2005,NUTS,2010,RO32,2,0.8605
2006,NUTS,2010,RO32,2,0.6745
2007,NUTS,2010,RO32,2,0.5727
2008,NUTS,2010,RO32,2,0.4721
2009,NUTS,2010,RO32,2,0.3577
2010,NUTS,2010,RO32,2,0.2324
2011,NUTS,2010,RO32,2,0.681
2012,NUTS,2010,RO32,2,0.5789
2013,NUTS,2010,RO32,2,0.4664
2014,NUTS,2010,RO32,2,0.4515
2015,NUTS,2010,RO32,2,0.4075
2016,NUTS,2010,RO32,2,0.4037
2017,NUTS,2010,RO32,2,0.453
2018,NUTS,2010,RO32,2,0.376
2019,NUTS,2010,RO32,2,0.3473
2002,NUTS,2010,RO4,1,0.0892
2003,NUTS,2010,RO4,1,0.1004
2004,NUTS,2010,RO4,1,0.0855
2005,NUTS,2010,RO4,1,0.0775
2006,NUTS,2010,RO4,1,0.0564
2007,NUTS,2010,RO4,1,0.06
2008,NUTS,2010,RO4,1,0.0421
2009,NUTS,2010,RO4,1,0.0371
2010,NUTS,2010,RO4,1,0.026
2011,NUTS,2010,RO4,1,0.0139
2012,NUTS,2010,RO4,1,0.0184
2013,NUTS,2010,RO4,1,0.0181
2014,NUTS,2010,RO4,1,0.0166
2015,NUTS,2010,RO4,1,0.0493
2016,NUTS,2010,RO4,1,0.0526
2017,NUTS,2010,RO4,1,0.0511
2018,NUTS,2010,RO4,1,0.0606
2019,NUTS,2010,RO4,1,0.0644
2002,NUTS,2010,RO41,2,0.0905
2003,NUTS,2010,RO41,2,0.0911
2004,NUTS,2010,RO41,2,0.0718
2005,NUTS,2010,RO41,2,0.0668
2006,NUTS,2010,RO41,2,0.0553
2007,NUTS,2010,RO41,2,0.0602
2008,NUTS,2010,RO41,2,0.0341
2009,NUTS,2010,RO41,2,0.0296
2010,NUTS,2010,RO41,2,0.0247
2011,NUTS,2010,RO41,2,0.0161
2012,NUTS,2010,RO41,2,0.0177
2013,NUTS,2010,RO41,2,0.0068
2014,NUTS,2010,RO41,2,0.0119
2015,NUTS,2010,RO41,2,0.0176
2016,NUTS,2010,RO41,2,0.0127
2017,NUTS,2010,RO41,2,0.0159
2018,NUTS,2010,RO41,2,0.0163
2019,NUTS,2010,RO41,2,0.0122
2002,NUTS,2010,RO42,2,0.0874
2003,NUTS,2010,RO42,2,0.1134
2004,NUTS,2010,RO42,2,0.1044
2005,NUTS,2010,RO42,2,0.092
2006,NUTS,2010,RO42,2,0.0579
2007,NUTS,2010,RO42,2,0.0598
2008,NUTS,2010,RO42,2,0.0521
2009,NUTS,2010,RO42,2,0.0467
2010,NUTS,2010,RO42,2,0.0276
2011,NUTS,2010,RO42,2,0.011
2012,NUTS,2010,RO42,2,0.0191
2013,NUTS,2010,RO42,2,0.0321
2014,NUTS,2010,RO42,2,0.0226
2015,NUTS,2010,RO42,2,0.0864
2016,NUTS,2010,RO42,2,0.0985
2017,NUTS,2010,RO42,2,0.0927
2018,NUTS,2010,RO42,2,0.1144
2019,NUTS,2010,RO42,2,0.1253
2010,NUTS,2010,RS,0,0.0484
2011,NUTS,2010,RS,0,0.0186
2012,NUTS,2010,RS,0,0.0313
2013,NUTS,2010,RS,0,0.0519
2014,NUTS,2010,RS,0,0.1055
2015,NUTS,2010,RS,0,0.1098
2016,NUTS,2010,RS,0,0.1136
2017,NUTS,2010,RS,0,0.1009
2018,NUTS,2010,RS,0,0.0966
2019,NUTS,2010,RS,0,0.0992
2020,NUTS,2010,RS,0,0.1035
2018,NUTS,2010,RS1,1,0.1551
2019,NUTS,2010,RS1,1,0.1554
2020,NUTS,2010,RS1,1,0.1625
2018,NUTS,2010,RS11,2,0.2175
2019,NUTS,2010,RS11,2,0.2115
2020,NUTS,2010,RS11,2,0.2361
2018,NUTS,2010,RS12,2,0.0886
2019,NUTS,2010,RS12,2,0.0956
2020,NUTS,2010,RS12,2,0.0848
2018,NUTS,2010,RS2,1,0.0141
2019,NUTS,2010,RS2,1,0.0185
2020,NUTS,2010,RS2,1,0.0178
2018,NUTS,2010,RS21,2,0.007
2019,NUTS,2010,RS21,2,0.0105
2020,NUTS,2010,RS21,2,0.0144
2018,NUTS,2010,RS22,2,0.0245
2019,NUTS,2010,RS22,2,0.0299
2020,NUTS,2010,RS22,2,0.0227
1999,NUTS,2010,SE,0,0.6115
2001,NUTS,2010,SE,0,0.6613
2003,NUTS,2010,SE,0,0.6568
2005,NUTS,2010,SE,0,0.8088
2007,NUTS,2010,SE,0,0.7593
2009,NUTS,2010,SE,0,0.7895
2011,NUTS,2010,SE,0,0.7568
2013,NUTS,2010,SE,0,0.7573
2015,NUTS,2010,SE,0,0.7773
2017,NUTS,2010,SE,0,0.8491
2019,NUTS,2010,SE,0,0.8502
2003,NUTS,2010,SE1,1,0.7699
2003,NUTS,2010,SE11,2,0.9005
2003,NUTS,2010,SE12,2,0.5884
2003,NUTS,2010,SE2,1,0.7021
2003,NUTS,2010,SE21,2,0.186
2003,NUTS,2010,SE22,2,0.5897
2003,NUTS,2010,SE23,2,1.0002
2003,NUTS,2010,SE3,1,0.2267
2003,NUTS,2010,SE31,2,0.3083
2003,NUTS,2010,SE32,2,0.0917
2003,NUTS,2010,SE33,2,0.1949
1997,NUTS,2010,SI,0,0.39
1998,NUTS,2010,SI,0,0.4082
1999,NUTS,2010,SI,0,0.4201
2000,NUTS,2010,SI,0,0.4218
2001,NUTS,2010,SI,0,0.4318
2002,NUTS,2010,SI,0,0.4467
2003,NUTS,2010,SI,0,0.333
2004,NUTS,2010,SI,0,0.3453
2005,NUTS,2010,SI,0,0.3773
2006,NUTS,2010,SI,0,0.4131
2007,NUTS,2010,SI,0,0.4382
2008,NUTS,2010,SI,0,0.4835
2009,NUTS,2010,SI,0,0.5073
2010,NUTS,2010,SI,0,0.5364
2011,NUTS,2010,SI,0,0.8082
2012,NUTS,2010,SI,0,0.7925
2013,NUTS,2010,SI,0,0.8606
2014,NUTS,2010,SI,0,0.8446
2015,NUTS,2010,SI,0,0.7926
2016,NUTS,2010,SI,0,0.7813
2017,NUTS,2010,SI,0,0.821
2018,NUTS,2010,SI,0,0.8936
2019,NUTS,2010,SI,0,0.9594
1999,NUTS,2010,SI0,1,0.405
2000,NUTS,2010,SI0,1,0.4121
2001,NUTS,2010,SI0,1,0.4205
2002,NUTS,2010,SI0,1,0.4279
2003,NUTS,2010,SI0,1,0.3261
2004,NUTS,2010,SI0,1,0.3332
2005,NUTS,2010,SI0,1,0.368
2006,NUTS,2010,SI0,1,0.4031
2007,NUTS,2010,SI0,1,0.4248
2008,NUTS,2010,SI0,1,0.4726
2009,NUTS,2010,SI0,1,0.4916
2010,NUTS,2010,SI0,1,0.5199
2011,NUTS,2010,SI0,1,0.7837
2012,NUTS,2010,SI0,1,0.7738
2013,NUTS,2010,SI0,1,0.839
2014,NUTS,2010,SI0,1,0.8172
2015,NUTS,2010,SI0,1,0.7742
2016,NUTS,2010,SI0,1,0.7667
2017,NUTS,2010,SI0,1,0.8039
2018,NUTS,2010,SI0,1,0.873
2019,NUTS,2010,SI0,1,0.9436
2013,NUTS,2010,SI03,2,0.6844
2014,NUTS,2010,SI03,2,0.6879
2015,NUTS,2010,SI03,2,0.6375
2016,NUTS,2010,SI03,2,0.6503
2017,NUTS,2010,SI03,2,0.6677
2018,NUTS,2010,SI03,2,0.7349
2019,NUTS,2010,SI03,2,0.8274
2013,NUTS,2010,SI04,2,1.002
2014,NUTS,2010,SI04,2,0.9533
2015,NUTS,2010,SI04,2,0.9163
2016,NUTS,2010,SI04,2,0.8869
2017,NUTS,2010,SI04,2,0.9475
2018,NUTS,2010,SI04,2,1.0227
2019,NUTS,2010,SI04,2,1.0657
2002,NUTS,2010,SK,0,0.1918
2003,NUTS,2010,SK,0,0.1691
2004,NUTS,2010,SK,0,0.1625
2005,NUTS,2010,SK,0,0.1597
2006,NUTS,2010,SK,0,0.1395
2007,NUTS,2010,SK,0,0.1152
2008,NUTS,2010,SK,0,0.1046
2009,NUTS,2010,SK,0,0.0888
2010,NUTS,2010,SK,0,0.1005
2011,NUTS,2010,SK,0,0.0978
2012,NUTS,2010,SK,0,0.107
2013,NUTS,2010,SK,0,0.0981
2014,NUTS,2010,SK,0,0.1035
2015,NUTS,2010,SK,0,0.1057
2016,NUTS,2010,SK,0,0.1185
2017,NUTS,2010,SK,0,0.1226
2018,NUTS,2010,SK,0,0.1394
2019,NUTS,2010,SK,0,0.1655
2020,NUTS,2010,SK,0,0.1858
2002,NUTS,2010,SK01,2,0.5134
2003,NUTS,2010,SK01,2,0.431
2004,NUTS,2010,SK01,2,0.4276
2005,NUTS,2010,SK01,2,0.4117
2006,NUTS,2010,SK01,2,0.4161
2007,NUTS,2010,SK01,2,0.2458
2008,NUTS,2010,SK01,2,0.2244
2009,NUTS,2010,SK01,2,0.1663
2010,NUTS,2010,SK01,2,0.2129
2011,NUTS,2010,SK01,2,0.2526
2012,NUTS,2010,SK01,2,0.2952
2013,NUTS,2010,SK01,2,0.3183
2014,NUTS,2010,SK01,2,0.2215
2015,NUTS,2010,SK01,2,0.2087
2016,NUTS,2010,SK01,2,0.3493
2017,NUTS,2010,SK01,2,0.3068
2018,NUTS,2010,SK01,2,0.3563
2019,NUTS,2010,SK01,2,0.4222
2020,NUTS,2010,SK01,2,0.5271
2002,NUTS,2010,SK02,2,0.1729
2003,NUTS,2010,SK02,2,0.1672
2004,NUTS,2010,SK02,2,0.172
2005,NUTS,2010,SK02,2,0.1695
2006,NUTS,2010,SK02,2,0.1345
2007,NUTS,2010,SK02,2,0.1419
2008,NUTS,2010,SK02,2,0.1294
2009,NUTS,2010,SK02,2,0.125
2010,NUTS,2010,SK02,2,0.1225
2011,NUTS,2010,SK02,2,0.0944
2012,NUTS,2010,SK02,2,0.1047
2013,NUTS,2010,SK02,2,0.0717
2014,NUTS,2010,SK02,2,0.1223
2015,NUTS,2010,SK02,2,0.135
2016,NUTS,2010,SK02,2,0.0852
2017,NUTS,2010,SK02,2,0.1494
2018,NUTS,2010,SK02,2,0.1511
2019,NUTS,2010,SK02,2,0.1642
2020,NUTS,2010,SK02,2,0.1682
2002,NUTS,2010,SK03,2,0.1572
2003,NUTS,2010,SK03,2,0.1224
2004,NUTS,2010,SK03,2,0.1046
2005,NUTS,2010,SK03,2,0.0945
2006,NUTS,2010,SK03,2,0.0706
2007,NUTS,2010,SK03,2,0.064
2008,NUTS,2010,SK03,2,0.0579
2009,NUTS,2010,SK03,2,0.06
2010,NUTS,2010,SK03,2,0.076
2011,NUTS,2010,SK03,2,0.085
2012,NUTS,2010,SK03,2,0.0817
2013,NUTS,2010,SK03,2,0.0856
2014,NUTS,2010,SK03,2,0.0873
2015,NUTS,2010,SK03,2,0.0877
2016,NUTS,2010,SK03,2,0.1218
2017,NUTS,2010,SK03,2,0.0785
2018,NUTS,2010,SK03,2,0.1034
2019,NUTS,2010,SK03,2,0.1603
2020,NUTS,2010,SK03,2,0.1454
2002,NUTS,2010,SK04,2,0.0651
2003,NUTS,2010,SK04,2,0.0601
2004,NUTS,2010,SK04,2,0.0499
2005,NUTS,2010,SK04,2,0.051
2006,NUTS,2010,SK04,2,0.0425
2007,NUTS,2010,SK04,2,0.0446
2008,NUTS,2010,SK04,2,0.0377
2009,NUTS,2010,SK04,2,0.0403
2010,NUTS,2010,SK04,2,0.0531
2011,NUTS,2010,SK04,2,0.0504
2012,NUTS,2010,SK04,2,0.0523
2013,NUTS,2010,SK04,2,0.0472
2014,NUTS,2010,SK04,2,0.0552
2015,NUTS,2010,SK04,2,0.0535
2016,NUTS,2010,SK04,2,0.0602
2017,NUTS,2010,SK04,2,0.0515
2018,NUTS,2010,SK04,2,0.0683
2019,NUTS,2010,SK04,2,0.0668
2020,NUTS,2010,SK04,2,0.1029
2006,NUTS,2010,TR,0,0.0968
2007,NUTS,2010,TR,0,0.1189
2008,NUTS,2010,TR,0,0.1336
2009,NUTS,2010,TR,0,0.1464
2010,NUTS,2010,TR,0,0.1578
2011,NUTS,2010,TR,0,0.1737
2012,NUTS,2010,TR,0,0.1869
2013,NUTS,2010,TR,0,0.2084
2014,NUTS,2010,TR,0,0.2244
2015,NUTS,2010,TR,0,0.2334
2016,NUTS,2010,TR,0,0.2477
2017,NUTS,2010,TR,0,0.2968
2018,NUTS,2010,TR,0,0.3446
2019,NUTS,2010,TR,0,0.3828
2020,NUTS,2010,TR,0,0.4644
2005,NUTS,2010,UK,0,0.2778
