year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_pc_emp_hc_total_bes
2017,NUTS,2010,ES6,1,0.2579
2018,NUTS,2010,ES6,1,0.2847
2019,NUTS,2010,ES6,1,0.2759
2002,NUTS,2010,ES61,2,0.1133
2003,NUTS,2010,ES61,2,0.1498
2004,NUTS,2010,ES61,2,0.1142
2005,NUTS,2010,ES61,2,0.1548
2006,NUTS,2010,ES61,2,0.1848
2007,NUTS,2010,ES61,2,0.175
2008,NUTS,2010,ES61,2,0.2118
2009,NUTS,2010,ES61,2,0.2245
2010,NUTS,2010,ES61,2,0.2408
2011,NUTS,2010,ES61,2,0.2405
2012,NUTS,2010,ES61,2,0.2411
2013,NUTS,2010,ES61,2,0.2736
2014,NUTS,2010,ES61,2,0.2675
2015,NUTS,2010,ES61,2,0.24
2016,NUTS,2010,ES61,2,0.2255
2017,NUTS,2010,ES61,2,0.239
2018,NUTS,2010,ES61,2,0.2582
2019,NUTS,2010,ES61,2,0.2484
2002,NUTS,2010,ES62,2,0.1351
2003,NUTS,2010,ES62,2,0.1466
2004,NUTS,2010,ES62,2,0.1602
2005,NUTS,2010,ES62,2,0.211
2006,NUTS,2010,ES62,2,0.203
2007,NUTS,2010,ES62,2,0.2303
2008,NUTS,2010,ES62,2,0.2461
2009,NUTS,2010,ES62,2,0.2455
2010,NUTS,2010,ES62,2,0.2643
2011,NUTS,2010,ES62,2,0.2487
2012,NUTS,2010,ES62,2,0.3006
2013,NUTS,2010,ES62,2,0.3032
2014,NUTS,2010,ES62,2,0.3276
2015,NUTS,2010,ES62,2,0.3745
2016,NUTS,2010,ES62,2,0.3574
2017,NUTS,2010,ES62,2,0.3764
2018,NUTS,2010,ES62,2,0.4478
2019,NUTS,2010,ES62,2,0.442
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0368
2006,NUTS,2010,ES63,2,0.0616
2007,NUTS,2010,ES63,2,0.0128
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES63,2,0.0241
2015,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0118
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,0.0244
2010,NUTS,2010,ES64,2,0.023
2012,NUTS,2010,ES64,2,0.0215
2015,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES7,1,0.0574
2003,NUTS,2010,ES7,1,0.0337
2004,NUTS,2010,ES7,1,0.0375
2005,NUTS,2010,ES7,1,0.0631
2006,NUTS,2010,ES7,1,0.0794
2007,NUTS,2010,ES7,1,0.0809
2008,NUTS,2010,ES7,1,0.0831
2009,NUTS,2010,ES7,1,0.0706
2010,NUTS,2010,ES7,1,0.0991
2011,NUTS,2010,ES7,1,0.0977
2012,NUTS,2010,ES7,1,0.087
2013,NUTS,2010,ES7,1,0.0629
2014,NUTS,2010,ES7,1,0.0568
2015,NUTS,2010,ES7,1,0.0569
2016,NUTS,2010,ES7,1,0.0562
2017,NUTS,2010,ES7,1,0.0598
2018,NUTS,2010,ES7,1,0.0798
2019,NUTS,2010,ES7,1,0.0759
2002,NUTS,2010,ES70,2,0.0574
2003,NUTS,2010,ES70,2,0.0337
2004,NUTS,2010,ES70,2,0.0375
2005,NUTS,2010,ES70,2,0.0631
2006,NUTS,2010,ES70,2,0.0794
2007,NUTS,2010,ES70,2,0.0809
2008,NUTS,2010,ES70,2,0.0831
2009,NUTS,2010,ES70,2,0.0706
2010,NUTS,2010,ES70,2,0.0991
2011,NUTS,2010,ES70,2,0.0977
2012,NUTS,2010,ES70,2,0.087
2013,NUTS,2010,ES70,2,0.0629
2014,NUTS,2010,ES70,2,0.0568
2015,NUTS,2010,ES70,2,0.0569
2016,NUTS,2010,ES70,2,0.0562
2017,NUTS,2010,ES70,2,0.0598
2018,NUTS,2010,ES70,2,0.0798
2019,NUTS,2010,ES70,2,0.0759
2001,NUTS,2010,EU27_2020,7,0.3077
2003,NUTS,2010,EU27_2020,7,0.3171
2005,NUTS,2010,EU27_2020,7,0.3285
2007,NUTS,2010,EU27_2020,7,0.3539
2009,NUTS,2010,EU27_2020,7,0.3733
2011,NUTS,2010,EU27_2020,7,0.4226
2013,NUTS,2010,EU27_2020,7,0.4544
2015,NUTS,2010,EU27_2020,7,0.4822
2017,NUTS,2010,EU27_2020,7,0.5484
2019,NUTS,2010,EU27_2020,7,0.603
1997,NUTS,2010,FI,0,0.6091
1998,NUTS,2010,FI,0,0.6578
1999,NUTS,2010,FI,0,0.739
2000,NUTS,2010,FI,0,0.7439
2001,NUTS,2010,FI,0,0.7363
2002,NUTS,2010,FI,0,0.7529
2003,NUTS,2010,FI,0,0.7526
2004,NUTS,2010,FI,0,0.7937
2005,NUTS,2010,FI,0,0.7967
2006,NUTS,2010,FI,0,0.7993
2007,NUTS,2010,FI,0,0.745
2008,NUTS,2010,FI,0,0.7307
2009,NUTS,2010,FI,0,0.7242
2010,NUTS,2010,FI,0,0.7086
2011,NUTS,2010,FI,0,0.7087
2012,NUTS,2010,FI,0,0.6944
2013,NUTS,2010,FI,0,0.6894
2014,NUTS,2010,FI,0,0.6985
2015,NUTS,2010,FI,0,0.7265
2016,NUTS,2010,FI,0,0.6819
2017,NUTS,2010,FI,0,0.6625
2018,NUTS,2010,FI,0,0.665
2019,NUTS,2010,FI,0,0.6837
2003,NUTS,2010,FR,0,0.4153
2004,NUTS,2010,FR,0,0.4363
2005,NUTS,2010,FR,0,0.4137
2006,NUTS,2010,FR,0,0.4448
2007,NUTS,2010,FR,0,0.4441
2008,NUTS,2010,FR,0,0.4505
2009,NUTS,2010,FR,0,0.4626
2010,NUTS,2010,FR,0,0.5216
2011,NUTS,2010,FR,0,0.5451
2012,NUTS,2010,FR,0,0.5795
2013,NUTS,2010,FR,0,0.5983
2014,NUTS,2010,FR,0,0.5966
2016,NUTS,2010,FR,0,0.6375
2017,NUTS,2010,FR,0,0.6829
2006,NUTS,2010,FR1,1,0.8745
2007,NUTS,2010,FR1,1,0.8905
2008,NUTS,2010,FR1,1,0.8874
2009,NUTS,2010,FR1,1,0.9032
2010,NUTS,2010,FR1,1,1.0414
2011,NUTS,2010,FR1,1,1.0853
2012,NUTS,2010,FR1,1,1.1484
2013,NUTS,2010,FR1,1,1.1697
2006,NUTS,2010,FR10,2,0.8745
2007,NUTS,2010,FR10,2,0.8905
2008,NUTS,2010,FR10,2,0.8874
2009,NUTS,2010,FR10,2,0.9032
2010,NUTS,2010,FR10,2,1.0414
2011,NUTS,2010,FR10,2,1.0853
2012,NUTS,2010,FR10,2,1.1484
2013,NUTS,2010,FR10,2,1.1697
2006,NUTS,2010,FR2,1,0.2905
2007,NUTS,2010,FR2,1,0.2868
2008,NUTS,2010,FR2,1,0.2949
2009,NUTS,2010,FR2,1,0.2941
2010,NUTS,2010,FR2,1,0.3407
2011,NUTS,2010,FR2,1,0.3213
2012,NUTS,2010,FR2,1,0.3539
2013,NUTS,2010,FR2,1,0.3512
2006,NUTS,2010,FR21,2,0.1853
2007,NUTS,2010,FR21,2,0.1753
2008,NUTS,2010,FR21,2,0.2139
2009,NUTS,2010,FR21,2,0.247
2010,NUTS,2010,FR21,2,0.2877
2011,NUTS,2010,FR21,2,0.2349
2012,NUTS,2010,FR21,2,0.2793
2013,NUTS,2010,FR21,2,0.228
2006,NUTS,2010,FR22,2,0.2949
2007,NUTS,2010,FR22,2,0.3045
2008,NUTS,2010,FR22,2,0.2989
2009,NUTS,2010,FR22,2,0.3032
2010,NUTS,2010,FR22,2,0.3212
2011,NUTS,2010,FR22,2,0.2969
2012,NUTS,2010,FR22,2,0.3407
2013,NUTS,2010,FR22,2,0.3846
2006,NUTS,2010,FR23,2,0.3564
2007,NUTS,2010,FR23,2,0.3387
2008,NUTS,2010,FR23,2,0.3831
2009,NUTS,2010,FR23,2,0.3708
2010,NUTS,2010,FR23,2,0.3709
2011,NUTS,2010,FR23,2,0.368
2012,NUTS,2010,FR23,2,0.4121
2013,NUTS,2010,FR23,2,0.4224
2006,NUTS,2010,FR24,2,0.3541
2007,NUTS,2010,FR24,2,0.3565
2008,NUTS,2010,FR24,2,0.3805
2009,NUTS,2010,FR24,2,0.3524
2010,NUTS,2010,FR24,2,0.4061
2011,NUTS,2010,FR24,2,0.4014
2012,NUTS,2010,FR24,2,0.396
2013,NUTS,2010,FR24,2,0.4175
2006,NUTS,2010,FR25,2,0.239
2007,NUTS,2010,FR25,2,0.1943
2008,NUTS,2010,FR25,2,0.1817
2009,NUTS,2010,FR25,2,0.1761
2010,NUTS,2010,FR25,2,0.2597
2011,NUTS,2010,FR25,2,0.2473
2012,NUTS,2010,FR25,2,0.3024
2013,NUTS,2010,FR25,2,0.248
2006,NUTS,2010,FR26,2,0.238
2007,NUTS,2010,FR26,2,0.2753
2008,NUTS,2010,FR26,2,0.2326
2009,NUTS,2010,FR26,2,0.2508
2010,NUTS,2010,FR26,2,0.335
2011,NUTS,2010,FR26,2,0.3041
2012,NUTS,2010,FR26,2,0.342
2013,NUTS,2010,FR26,2,0.3197
2006,NUTS,2010,FR3,1,0.1448
2007,NUTS,2010,FR3,1,0.1443
2008,NUTS,2010,FR3,1,0.1912
2009,NUTS,2010,FR3,1,0.18
2010,NUTS,2010,FR3,1,0.2283
2011,NUTS,2010,FR3,1,0.2322
2012,NUTS,2010,FR3,1,0.2332
2013,NUTS,2010,FR3,1,0.2433
2006,NUTS,2010,FR30,2,0.1448
2007,NUTS,2010,FR30,2,0.1443
2008,NUTS,2010,FR30,2,0.1912
2009,NUTS,2010,FR30,2,0.18
2010,NUTS,2010,FR30,2,0.2283
2011,NUTS,2010,FR30,2,0.2322
2012,NUTS,2010,FR30,2,0.2332
2013,NUTS,2010,FR30,2,0.2433
2006,NUTS,2010,FR4,1,0.2418
2007,NUTS,2010,FR4,1,0.2691
2008,NUTS,2010,FR4,1,0.2505
2009,NUTS,2010,FR4,1,0.2775
2010,NUTS,2010,FR4,1,0.3136
2011,NUTS,2010,FR4,1,0.346
2012,NUTS,2010,FR4,1,0.3325
2013,NUTS,2010,FR4,1,0.3537
2006,NUTS,2010,FR41,2,0.1262
2007,NUTS,2010,FR41,2,0.1507
2008,NUTS,2010,FR41,2,0.14
2009,NUTS,2010,FR41,2,0.1685
2010,NUTS,2010,FR41,2,0.1868
2011,NUTS,2010,FR41,2,0.2456
2012,NUTS,2010,FR41,2,0.1882
2013,NUTS,2010,FR41,2,0.2234
2006,NUTS,2010,FR42,2,0.3354
2007,NUTS,2010,FR42,2,0.3452
2008,NUTS,2010,FR42,2,0.3207
2009,NUTS,2010,FR42,2,0.3585
2010,NUTS,2010,FR42,2,0.4218
2011,NUTS,2010,FR42,2,0.4115
2012,NUTS,2010,FR42,2,0.4167
2013,NUTS,2010,FR42,2,0.435
2006,NUTS,2010,FR43,2,0.3216
2007,NUTS,2010,FR43,2,0.3875
2008,NUTS,2010,FR43,2,0.3502
2009,NUTS,2010,FR43,2,0.3547
2010,NUTS,2010,FR43,2,0.3844
2011,NUTS,2010,FR43,2,0.4309
2012,NUTS,2010,FR43,2,0.4691
2013,NUTS,2010,FR43,2,0.461
2006,NUTS,2010,FR5,1,0.2378
2007,NUTS,2010,FR5,1,0.2454
2008,NUTS,2010,FR5,1,0.2492
2009,NUTS,2010,FR5,1,0.2616
2010,NUTS,2010,FR5,1,0.3192
2011,NUTS,2010,FR5,1,0.3386
2012,NUTS,2010,FR5,1,0.3422
2013,NUTS,2010,FR5,1,0.3675
2006,NUTS,2010,FR51,2,0.2065
2007,NUTS,2010,FR51,2,0.1998
2008,NUTS,2010,FR51,2,0.223
2009,NUTS,2010,FR51,2,0.2201
2010,NUTS,2010,FR51,2,0.2872
2011,NUTS,2010,FR51,2,0.3426
2012,NUTS,2010,FR51,2,0.3263
2013,NUTS,2010,FR51,2,0.3642
2006,NUTS,2010,FR52,2,0.3376
2007,NUTS,2010,FR52,2,0.3439
2008,NUTS,2010,FR52,2,0.3392
2009,NUTS,2010,FR52,2,0.3586
2010,NUTS,2010,FR52,2,0.4031
2011,NUTS,2010,FR52,2,0.4245
2012,NUTS,2010,FR52,2,0.4385
2013,NUTS,2010,FR52,2,0.4418
2006,NUTS,2010,FR53,2,0.1261
2007,NUTS,2010,FR53,2,0.1634
2008,NUTS,2010,FR53,2,0.1395
2009,NUTS,2010,FR53,2,0.1678
2010,NUTS,2010,FR53,2,0.2353
2011,NUTS,2010,FR53,2,0.1751
2012,NUTS,2010,FR53,2,0.2021
2013,NUTS,2010,FR53,2,0.2361
2006,NUTS,2010,FR6,1,0.48
2007,NUTS,2010,FR6,1,0.4632
2008,NUTS,2010,FR6,1,0.4807
2009,NUTS,2010,FR6,1,0.5036
2010,NUTS,2010,FR6,1,0.51
2011,NUTS,2010,FR6,1,0.544
2012,NUTS,2010,FR6,1,0.6339
2013,NUTS,2010,FR6,1,0.6371
2006,NUTS,2010,FR61,2,0.3278
2007,NUTS,2010,FR61,2,0.2715
2008,NUTS,2010,FR61,2,0.2855
2009,NUTS,2010,FR61,2,0.3409
2010,NUTS,2010,FR61,2,0.3287
2011,NUTS,2010,FR61,2,0.3417
2012,NUTS,2010,FR61,2,0.3776
2013,NUTS,2010,FR61,2,0.4169
2006,NUTS,2010,FR62,2,0.7171
2007,NUTS,2010,FR62,2,0.7473
2008,NUTS,2010,FR62,2,0.7682
2009,NUTS,2010,FR62,2,0.7795
2010,NUTS,2010,FR62,2,0.7902
2011,NUTS,2010,FR62,2,0.8469
2012,NUTS,2010,FR62,2,1.0066
2013,NUTS,2010,FR62,2,0.9825
2006,NUTS,2010,FR63,2,0.1962
2007,NUTS,2010,FR63,2,0.1749
2008,NUTS,2010,FR63,2,0.1948
2009,NUTS,2010,FR63,2,0.1506
2010,NUTS,2010,FR63,2,0.1408
2011,NUTS,2010,FR63,2,0.1875
2012,NUTS,2010,FR63,2,0.2583
2013,NUTS,2010,FR63,2,0.2403
2006,NUTS,2010,FR7,1,0.5177
2007,NUTS,2010,FR7,1,0.5602
2008,NUTS,2010,FR7,1,0.5615
2009,NUTS,2010,FR7,1,0.6043
2010,NUTS,2010,FR7,1,0.6589
2011,NUTS,2010,FR7,1,0.6846
2012,NUTS,2010,FR7,1,0.6949
2013,NUTS,2010,FR7,1,0.6958
2006,NUTS,2010,FR71,2,0.5488
2007,NUTS,2010,FR71,2,0.591
2008,NUTS,2010,FR71,2,0.6113
2009,NUTS,2010,FR71,2,0.6423
2010,NUTS,2010,FR71,2,0.7038
2011,NUTS,2010,FR71,2,0.7258
2012,NUTS,2010,FR71,2,0.724
2013,NUTS,2010,FR71,2,0.7345
2006,NUTS,2010,FR72,2,0.3758
2007,NUTS,2010,FR72,2,0.4143
2008,NUTS,2010,FR72,2,0.3354
2009,NUTS,2010,FR72,2,0.4232
2010,NUTS,2010,FR72,2,0.4419
2011,NUTS,2010,FR72,2,0.4876
2012,NUTS,2010,FR72,2,0.5495
2013,NUTS,2010,FR72,2,0.4998
2006,NUTS,2010,FR8,1,0.3555
2007,NUTS,2010,FR8,1,0.3738
2008,NUTS,2010,FR8,1,0.3766
2009,NUTS,2010,FR8,1,0.3772
2010,NUTS,2010,FR8,1,0.4272
2011,NUTS,2010,FR8,1,0.4614
2012,NUTS,2010,FR8,1,0.5149
2013,NUTS,2010,FR8,1,0.5524
2006,NUTS,2010,FR81,2,0.3538
2007,NUTS,2010,FR81,2,0.3565
2008,NUTS,2010,FR81,2,0.3517
2009,NUTS,2010,FR81,2,0.3966
2010,NUTS,2010,FR81,2,0.3877
2011,NUTS,2010,FR81,2,0.3957
2012,NUTS,2010,FR81,2,0.5082
2013,NUTS,2010,FR81,2,0.4959
2006,NUTS,2010,FR82,2,0.3735
2007,NUTS,2010,FR82,2,0.3984
2008,NUTS,2010,FR82,2,0.4044
2009,NUTS,2010,FR82,2,0.3826
2010,NUTS,2010,FR82,2,0.4705
2011,NUTS,2010,FR82,2,0.5126
2012,NUTS,2010,FR82,2,0.5365
2013,NUTS,2010,FR82,2,0.5985
2007,NUTS,2010,FR83,2,0.0151
2008,NUTS,2010,FR83,2,0.0358
2009,NUTS,2010,FR83,2,0.0377
2010,NUTS,2010,FR83,2,0.0359
2011,NUTS,2010,FR83,2,0.0685
2012,NUTS,2010,FR83,2,0.0089
2013,NUTS,2010,FR83,2,0.0218
2006,NUTS,2010,FRA,1,0.002
2007,NUTS,2010,FRA,1,0.0133
2008,NUTS,2010,FRA,1,0.0153
2009,NUTS,2010,FRA,1,0.0231
2010,NUTS,2010,FRA,1,0.0203
2011,NUTS,2010,FRA,1,0.0259
2012,NUTS,2010,FRA,1,0.0288
2013,NUTS,2010,FRA,1,0.0288
2002,NUTS,2010,HR,0,0.1729
2003,NUTS,2010,HR,0,0.1588
2004,NUTS,2010,HR,0,0.2124
2005,NUTS,2010,HR,0,0.1431
2006,NUTS,2010,HR,0,0.1499
2007,NUTS,2010,HR,0,0.1559
2008,NUTS,2010,HR,0,0.1756
2009,NUTS,2010,HR,0,0.1794
2010,NUTS,2010,HR,0,0.1676
2011,NUTS,2010,HR,0,0.166
2012,NUTS,2010,HR,0,0.1722
2013,NUTS,2010,HR,0,0.1668
2014,NUTS,2010,HR,0,0.1748
2015,NUTS,2010,HR,0,0.1808
2016,NUTS,2010,HR,0,0.1951
2017,NUTS,2010,HR,0,0.2041
2018,NUTS,2010,HR,0,0.2566
2019,NUTS,2010,HR,0,0.2844
2020,NUTS,2010,HR,0,0.3167
2002,NUTS,2010,HR0,1,0.1686
2003,NUTS,2010,HR0,1,0.1546
2004,NUTS,2010,HR0,1,0.2018
2005,NUTS,2010,HR0,1,0.1373
2006,NUTS,2010,HR0,1,0.1431
2007,NUTS,2010,HR0,1,0.1516
2008,NUTS,2010,HR0,1,0.1703
2009,NUTS,2010,HR0,1,0.1741
2010,NUTS,2010,HR0,1,0.163
2011,NUTS,2010,HR0,1,0.1614
2012,NUTS,2010,HR0,1,0.1681
2013,NUTS,2010,HR0,1,0.1637
2014,NUTS,2010,HR0,1,0.1721
2015,NUTS,2010,HR0,1,0.178
2016,NUTS,2010,HR0,1,0.1928
2017,NUTS,2010,HR0,1,0.2016
2018,NUTS,2010,HR0,1,0.2533
2019,NUTS,2010,HR0,1,0.2797
2020,NUTS,2010,HR0,1,0.3126
2008,NUTS,2010,HR03,2,0.0349
2009,NUTS,2010,HR03,2,0.0358
2010,NUTS,2010,HR03,2,0.0328
2011,NUTS,2010,HR03,2,0.0365
2012,NUTS,2010,HR03,2,0.04
2013,NUTS,2010,HR03,2,0.0474
2014,NUTS,2010,HR03,2,0.0419
2015,NUTS,2010,HR03,2,0.0439
2016,NUTS,2010,HR03,2,0.0514
2017,NUTS,2010,HR03,2,0.0527
2018,NUTS,2010,HR03,2,0.0503
2019,NUTS,2010,HR03,2,0.063
2020,NUTS,2010,HR03,2,0.0766
2008,NUTS,2010,HR04,2,0.2307
2009,NUTS,2010,HR04,2,0.236
2010,NUTS,2010,HR04,2,0.2234
2011,NUTS,2010,HR04,2,0.2187
2012,NUTS,2010,HR04,2,0.2285
2013,NUTS,2010,HR04,2,0.2188
2014,NUTS,2010,HR04,2,0.2371
2015,NUTS,2010,HR04,2,0.2443
2016,NUTS,2010,HR04,2,0.2593
2017,NUTS,2010,HR04,2,0.2739
2018,NUTS,2010,HR04,2,0.3504
2019,NUTS,2010,HR04,2,0.3823
2000,NUTS,2010,HU,0,0.1752
2001,NUTS,2010,HU,0,0.1807
2002,NUTS,2010,HU,0,0.1946
2003,NUTS,2010,HU,0,0.1901
2004,NUTS,2010,HU,0,0.1792
2005,NUTS,2010,HU,0,0.1758
2006,NUTS,2010,HU,0,0.2017
2007,NUTS,2010,HU,0,0.2214
2008,NUTS,2010,HU,0,0.2327
2009,NUTS,2010,HU,0,0.2408
2010,NUTS,2010,HU,0,0.275
2011,NUTS,2010,HU,0,0.2872
2012,NUTS,2010,HU,0,0.3145
2013,NUTS,2010,HU,0,0.3358
2014,NUTS,2010,HU,0,0.3145
2015,NUTS,2010,HU,0,0.2927
2016,NUTS,2010,HU,0,0.2691
2017,NUTS,2010,HU,0,0.3144
2018,NUTS,2010,HU,0,0.3854
2019,NUTS,2010,HU,0,0.3992
2000,NUTS,2010,HU1,1,0.3878
2001,NUTS,2010,HU1,1,0.4083
2002,NUTS,2010,HU1,1,0.4112
2003,NUTS,2010,HU1,1,0.416
2004,NUTS,2010,HU1,1,0.4087
2005,NUTS,2010,HU1,1,0.392
2006,NUTS,2010,HU1,1,0.4334
2007,NUTS,2010,HU1,1,0.4613
2008,NUTS,2010,HU1,1,0.4919
2009,NUTS,2010,HU1,1,0.5209
2010,NUTS,2010,HU1,1,0.5953
2011,NUTS,2010,HU1,1,0.6077
2012,NUTS,2010,HU1,1,0.622
2013,NUTS,2010,HU1,1,0.6873
2014,NUTS,2010,HU1,1,0.6808
2015,NUTS,2010,HU1,1,0.6676
2016,NUTS,2010,HU1,1,0.5905
2017,NUTS,2010,HU1,1,0.6863
2018,NUTS,2010,HU1,1,0.8556
2019,NUTS,2010,HU1,1,0.8752
2000,NUTS,2010,HU10,2,0.3878
2001,NUTS,2010,HU10,2,0.4083
2002,NUTS,2010,HU10,2,0.4112
2003,NUTS,2010,HU10,2,0.416
2004,NUTS,2010,HU10,2,0.4087
2005,NUTS,2010,HU10,2,0.392
2006,NUTS,2010,HU10,2,0.4334
2007,NUTS,2010,HU10,2,0.4613
2008,NUTS,2010,HU10,2,0.4919
2009,NUTS,2010,HU10,2,0.5209
2010,NUTS,2010,HU10,2,0.5953
2011,NUTS,2010,HU10,2,0.6077
2012,NUTS,2010,HU10,2,0.622
2013,NUTS,2010,HU10,2,0.6873
2014,NUTS,2010,HU10,2,0.6808
2015,NUTS,2010,HU10,2,0.6676
2016,NUTS,2010,HU10,2,0.5905
2017,NUTS,2010,HU11,2,1.0174
2018,NUTS,2010,HU11,2,1.2741
2019,NUTS,2010,HU11,2,1.3173
2017,NUTS,2010,HU12,2,0.1674
2018,NUTS,2010,HU12,2,0.2275
2019,NUTS,2010,HU12,2,0.2386
2000,NUTS,2010,HU2,1,0.072
2001,NUTS,2010,HU2,1,0.0853
2002,NUTS,2010,HU2,1,0.0822
2003,NUTS,2010,HU2,1,0.0777
2004,NUTS,2010,HU2,1,0.042
2005,NUTS,2010,HU2,1,0.0458
2006,NUTS,2010,HU2,1,0.0661
2007,NUTS,2010,HU2,1,0.0804
2008,NUTS,2010,HU2,1,0.0812
2009,NUTS,2010,HU2,1,0.1075
2010,NUTS,2010,HU2,1,0.1322
2011,NUTS,2010,HU2,1,0.1492
2012,NUTS,2010,HU2,1,0.1915
2013,NUTS,2010,HU2,1,0.1768
2014,NUTS,2010,HU2,1,0.1466
2015,NUTS,2010,HU2,1,0.1341
2016,NUTS,2010,HU2,1,0.1267
2017,NUTS,2010,HU2,1,0.1592
2018,NUTS,2010,HU2,1,0.1921
2019,NUTS,2010,HU2,1,0.1887
2000,NUTS,2010,HU21,2,0.1025
2001,NUTS,2010,HU21,2,0.0909
2002,NUTS,2010,HU21,2,0.0832
2003,NUTS,2010,HU21,2,0.073
2004,NUTS,2010,HU21,2,0.0523
2005,NUTS,2010,HU21,2,0.0568
2006,NUTS,2010,HU21,2,0.0683
2007,NUTS,2010,HU21,2,0.0838
2008,NUTS,2010,HU21,2,0.0646
2009,NUTS,2010,HU21,2,0.0903
2010,NUTS,2010,HU21,2,0.0959
2011,NUTS,2010,HU21,2,0.1452
2012,NUTS,2010,HU21,2,0.2397
2013,NUTS,2010,HU21,2,0.1897
2014,NUTS,2010,HU21,2,0.1489
2015,NUTS,2010,HU21,2,0.1589
2016,NUTS,2010,HU21,2,0.1474
2017,NUTS,2010,HU21,2,0.1596
2018,NUTS,2010,HU21,2,0.1752
2019,NUTS,2010,HU21,2,0.2011
2000,NUTS,2010,HU22,2,0.0774
2001,NUTS,2010,HU22,2,0.1273
2002,NUTS,2010,HU22,2,0.1193
2003,NUTS,2010,HU22,2,0.1161
2004,NUTS,2010,HU22,2,0.043
2005,NUTS,2010,HU22,2,0.051
2006,NUTS,2010,HU22,2,0.0829
2007,NUTS,2010,HU22,2,0.0937
2008,NUTS,2010,HU22,2,0.0927
2009,NUTS,2010,HU22,2,0.1313
2010,NUTS,2010,HU22,2,0.1569
2011,NUTS,2010,HU22,2,0.1551
2012,NUTS,2010,HU22,2,0.1391
2013,NUTS,2010,HU22,2,0.1438
2014,NUTS,2010,HU22,2,0.1296
2015,NUTS,2010,HU22,2,0.0979
2016,NUTS,2010,HU22,2,0.0886
2017,NUTS,2010,HU22,2,0.1264
2018,NUTS,2010,HU22,2,0.1624
2019,NUTS,2010,HU22,2,0.1793
2000,NUTS,2010,HU23,2,0.0268
2001,NUTS,2010,HU23,2,0.0282
2002,NUTS,2010,HU23,2,0.0355
2003,NUTS,2010,HU23,2,0.039
2004,NUTS,2010,HU23,2,0.0274
2005,NUTS,2010,HU23,2,0.0256
2006,NUTS,2010,HU23,2,0.043
2007,NUTS,2010,HU23,2,0.0585
2008,NUTS,2010,HU23,2,0.0895
2009,NUTS,2010,HU23,2,0.1007
2010,NUTS,2010,HU23,2,0.1478
2011,NUTS,2010,HU23,2,0.1475
2012,NUTS,2010,HU23,2,0.1947
2013,NUTS,2010,HU23,2,0.2003
2014,NUTS,2010,HU23,2,0.1637
2015,NUTS,2010,HU23,2,0.1457
2016,NUTS,2010,HU23,2,0.1461
2017,NUTS,2010,HU23,2,0.1988
2018,NUTS,2010,HU23,2,0.2509
2019,NUTS,2010,HU23,2,0.1844
2000,NUTS,2010,HU3,1,0.0748
2001,NUTS,2010,HU3,1,0.0709
2002,NUTS,2010,HU3,1,0.1029
2003,NUTS,2010,HU3,1,0.0911
2004,NUTS,2010,HU3,1,0.0903
2005,NUTS,2010,HU3,1,0.0879
2006,NUTS,2010,HU3,1,0.1049
2007,NUTS,2010,HU3,1,0.1189
2008,NUTS,2010,HU3,1,0.1191
2009,NUTS,2010,HU3,1,0.1463
2010,NUTS,2010,HU3,1,0.1627
2011,NUTS,2010,HU3,1,0.1744
2012,NUTS,2010,HU3,1,0.1934
2013,NUTS,2010,HU3,1,0.2135
2014,NUTS,2010,HU3,1,0.176
2015,NUTS,2010,HU3,1,0.1359
2016,NUTS,2010,HU3,1,0.1383
2017,NUTS,2010,HU3,1,0.1555
2018,NUTS,2010,HU3,1,0.1853
2019,NUTS,2010,HU3,1,0.195
2000,NUTS,2010,HU31,2,0.0448
2001,NUTS,2010,HU31,2,0.0683
2002,NUTS,2010,HU31,2,0.1548
2003,NUTS,2010,HU31,2,0.1109
2004,NUTS,2010,HU31,2,0.1174
2005,NUTS,2010,HU31,2,0.0782
2006,NUTS,2010,HU31,2,0.0929
2007,NUTS,2010,HU31,2,0.1114
2008,NUTS,2010,HU31,2,0.1166
2009,NUTS,2010,HU31,2,0.1237
2010,NUTS,2010,HU31,2,0.1343
2011,NUTS,2010,HU31,2,0.1364
2012,NUTS,2010,HU31,2,0.1366
2013,NUTS,2010,HU31,2,0.2159
2014,NUTS,2010,HU31,2,0.1389
2015,NUTS,2010,HU31,2,0.0982
2016,NUTS,2010,HU31,2,0.0993
2017,NUTS,2010,HU31,2,0.1007
2018,NUTS,2010,HU31,2,0.1153
2019,NUTS,2010,HU31,2,0.1301
2000,NUTS,2010,HU32,2,0.1133
2001,NUTS,2010,HU32,2,0.0807
