year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_pc_emp_hc_t
2014,NUTS,2010,HU21,2,0.1287
2015,NUTS,2010,HU21,2,0.1178
2016,NUTS,2010,HU21,2,0.1203
2017,NUTS,2010,HU21,2,0.1179
2018,NUTS,2010,HU21,2,0.1461
2019,NUTS,2010,HU21,2,0.1446
2011,NUTS,2010,HU22,2,0.3219
2012,NUTS,2010,HU22,2,0.2623
2013,NUTS,2010,HU22,2,0.2648
2014,NUTS,2010,HU22,2,0.2275
2015,NUTS,2010,HU22,2,0.196
2016,NUTS,2010,HU22,2,0.1825
2017,NUTS,2010,HU22,2,0.1948
2018,NUTS,2010,HU22,2,0.2841
2019,NUTS,2010,HU22,2,0.3607
2011,NUTS,2010,HU23,2,0.4692
2012,NUTS,2010,HU23,2,0.4757
2013,NUTS,2010,HU23,2,0.3495
2014,NUTS,2010,HU23,2,0.3626
2015,NUTS,2010,HU23,2,0.3602
2016,NUTS,2010,HU23,2,0.3936
2017,NUTS,2010,HU23,2,0.4717
2018,NUTS,2010,HU23,2,0.7123
2019,NUTS,2010,HU23,2,0.6842
2011,NUTS,2010,HU3,1,0.4044
2012,NUTS,2010,HU3,1,0.382
2013,NUTS,2010,HU3,1,0.3757
2014,NUTS,2010,HU3,1,0.3463
2015,NUTS,2010,HU3,1,0.3362
2016,NUTS,2010,HU3,1,0.322
2017,NUTS,2010,HU3,1,0.3296
2018,NUTS,2010,HU3,1,0.3909
2019,NUTS,2010,HU3,1,0.4463
2011,NUTS,2010,HU31,2,0.2922
2012,NUTS,2010,HU31,2,0.2868
2013,NUTS,2010,HU31,2,0.2449
2014,NUTS,2010,HU31,2,0.2243
2015,NUTS,2010,HU31,2,0.2311
2016,NUTS,2010,HU31,2,0.203
2017,NUTS,2010,HU31,2,0.2171
2018,NUTS,2010,HU31,2,0.2409
2019,NUTS,2010,HU31,2,0.2659
2011,NUTS,2010,HU32,2,0.4209
2012,NUTS,2010,HU32,2,0.3998
2013,NUTS,2010,HU32,2,0.3889
2014,NUTS,2010,HU32,2,0.3557
2015,NUTS,2010,HU32,2,0.3357
2016,NUTS,2010,HU32,2,0.3317
2017,NUTS,2010,HU32,2,0.3448
2018,NUTS,2010,HU32,2,0.4022
2019,NUTS,2010,HU32,2,0.4786
2011,NUTS,2010,HU33,2,0.479
2012,NUTS,2010,HU33,2,0.4401
2013,NUTS,2010,HU33,2,0.4705
2014,NUTS,2010,HU33,2,0.4396
2015,NUTS,2010,HU33,2,0.4275
2016,NUTS,2010,HU33,2,0.4124
2017,NUTS,2010,HU33,2,0.4086
2018,NUTS,2010,HU33,2,0.5079
2019,NUTS,2010,HU33,2,0.5643
2011,NUTS,2010,IE,0,0.6058
2012,NUTS,2010,IE,0,0.9474
2013,NUTS,2010,IE,0,0.9453
2014,NUTS,2010,IE,0,0.9467
2015,NUTS,2010,IE,0,0.796
2016,NUTS,2010,IE,0,0.6504
2017,NUTS,2010,IE,0,0.8685
2019,NUTS,2010,IE,0,0.8785
2011,NUTS,2010,IE0,1,0.5899
2012,NUTS,2010,IE0,1,0.5968
2013,NUTS,2010,IE0,1,0.5742
2014,NUTS,2010,IE0,1,0.8559
2015,NUTS,2010,IE0,1,0.8917
2017,NUTS,2010,IE0,1,0.8404
2011,NUTS,2010,IE01,2,0.3253
2012,NUTS,2010,IE01,2,0.3329
2013,NUTS,2010,IE01,2,0.3149
2014,NUTS,2010,IE01,2,0.4744
2015,NUTS,2010,IE01,2,0.2697
2017,NUTS,2010,IE01,2,1.1852
2011,NUTS,2010,IE02,2,0.68
2012,NUTS,2010,IE02,2,0.6852
2013,NUTS,2010,IE02,2,0.6632
2014,NUTS,2010,IE02,2,0.9849
2015,NUTS,2010,IE02,2,1.1022
2017,NUTS,2010,IE02,2,0.7912
2011,NUTS,2010,IS,0,0.8239
2013,NUTS,2010,IS,0,1.1576
2015,NUTS,2010,IS,0,1.1828
2016,NUTS,2010,IS,0,1.2622
2017,NUTS,2010,IS,0,1.188
2018,NUTS,2010,IS,0,1.1564
2011,NUTS,2010,IT,0,0.3392
2012,NUTS,2010,IT,0,0.3502
2013,NUTS,2010,IT,0,0.3629
2014,NUTS,2010,IT,0,0.3692
2015,NUTS,2010,IT,0,0.3532
2016,NUTS,2010,IT,0,0.3547
2017,NUTS,2010,IT,0,0.3503
2018,NUTS,2010,IT,0,0.3479
2019,NUTS,2010,IT,0,0.3576
2011,NUTS,2010,ITC,1,0.2819
2012,NUTS,2010,ITC,1,0.2835
2013,NUTS,2010,ITC,1,0.2906
2014,NUTS,2010,ITC,1,0.293
2015,NUTS,2010,ITC,1,0.2789
2016,NUTS,2010,ITC,1,0.2887
2017,NUTS,2010,ITC,1,0.2926
2018,NUTS,2010,ITC,1,0.2921
2019,NUTS,2010,ITC,1,0.2959
2011,NUTS,2010,ITC1,2,0.2606
2012,NUTS,2010,ITC1,2,0.2641
2013,NUTS,2010,ITC1,2,0.2858
2014,NUTS,2010,ITC1,2,0.2697
2015,NUTS,2010,ITC1,2,0.2921
2016,NUTS,2010,ITC1,2,0.2652
2017,NUTS,2010,ITC1,2,0.269
2018,NUTS,2010,ITC1,2,0.2702
2019,NUTS,2010,ITC1,2,0.2728
2011,NUTS,2010,ITC2,2,0.0463
2012,NUTS,2010,ITC2,2,0.0487
2013,NUTS,2010,ITC2,2,0.128
2014,NUTS,2010,ITC2,2,0.1434
2015,NUTS,2010,ITC2,2,0.1022
2016,NUTS,2010,ITC2,2,0.1029
2017,NUTS,2010,ITC2,2,0.1188
2018,NUTS,2010,ITC2,2,0.1018
2019,NUTS,2010,ITC2,2,0.0958
2011,NUTS,2010,ITC3,2,0.3111
2012,NUTS,2010,ITC3,2,0.3279
2013,NUTS,2010,ITC3,2,0.3401
2014,NUTS,2010,ITC3,2,0.3407
2015,NUTS,2010,ITC3,2,0.3716
2016,NUTS,2010,ITC3,2,0.3176
2017,NUTS,2010,ITC3,2,0.3283
2018,NUTS,2010,ITC3,2,0.2904
2019,NUTS,2010,ITC3,2,0.3155
2011,NUTS,2010,ITC4,2,0.29
2012,NUTS,2010,ITC4,2,0.2884
2013,NUTS,2010,ITC4,2,0.2876
2014,NUTS,2010,ITC4,2,0.2979
2015,NUTS,2010,ITC4,2,0.2622
2016,NUTS,2010,ITC4,2,0.2968
2017,NUTS,2010,ITC4,2,0.2996
2018,NUTS,2010,ITC4,2,0.3038
2019,NUTS,2010,ITC4,2,0.3052
2011,NUTS,2010,ITF,1,0.3322
2012,NUTS,2010,ITF,1,0.343
2013,NUTS,2010,ITF,1,0.3598
2014,NUTS,2010,ITF,1,0.3711
2015,NUTS,2010,ITF,1,0.3626
2016,NUTS,2010,ITF,1,0.3569
2017,NUTS,2010,ITF,1,0.3489
2018,NUTS,2010,ITF,1,0.3364
2019,NUTS,2010,ITF,1,0.3481
2011,NUTS,2010,ITF1,2,0.3301
2012,NUTS,2010,ITF1,2,0.3398
2013,NUTS,2010,ITF1,2,0.3704
2014,NUTS,2010,ITF1,2,0.3786
2015,NUTS,2010,ITF1,2,0.3929
2016,NUTS,2010,ITF1,2,0.4072
2017,NUTS,2010,ITF1,2,0.4368
2018,NUTS,2010,ITF1,2,0.3842
2019,NUTS,2010,ITF1,2,0.4015
2015,NUTS,2010,ITF2,2,0.3931
2016,NUTS,2010,ITF2,2,0.3478
2017,NUTS,2010,ITF2,2,0.3375
2018,NUTS,2010,ITF2,2,0.3234
2019,NUTS,2010,ITF2,2,0.3083
2011,NUTS,2010,ITF3,2,0.3781
2012,NUTS,2010,ITF3,2,0.3898
2013,NUTS,2010,ITF3,2,0.413
2014,NUTS,2010,ITF3,2,0.4305
2015,NUTS,2010,ITF3,2,0.4091
2016,NUTS,2010,ITF3,2,0.4157
2017,NUTS,2010,ITF3,2,0.4017
2018,NUTS,2010,ITF3,2,0.3916
2019,NUTS,2010,ITF3,2,0.4161
2011,NUTS,2010,ITF4,2,0.3403
2012,NUTS,2010,ITF4,2,0.342
2013,NUTS,2010,ITF4,2,0.3013
2014,NUTS,2010,ITF4,2,0.309
2015,NUTS,2010,ITF4,2,0.3083
2016,NUTS,2010,ITF4,2,0.2935
2017,NUTS,2010,ITF4,2,0.2862
2018,NUTS,2010,ITF4,2,0.2716
2019,NUTS,2010,ITF4,2,0.2723
2012,NUTS,2010,ITF5,2,0.2577
2013,NUTS,2010,ITF5,2,0.2223
2015,NUTS,2010,ITF5,2,0.2182
2016,NUTS,2010,ITF5,2,0.1969
2017,NUTS,2010,ITF5,2,0.199
2018,NUTS,2010,ITF5,2,0.1914
2019,NUTS,2010,ITF5,2,0.2098
2011,NUTS,2010,ITF6,2,0.2264
2015,NUTS,2010,ITF6,2,0.3626
2016,NUTS,2010,ITF6,2,0.3317
2017,NUTS,2010,ITF6,2,0.2984
2018,NUTS,2010,ITF6,2,0.3219
2019,NUTS,2010,ITF6,2,0.3223
2011,NUTS,2010,ITG,1,0.364
2012,NUTS,2010,ITG,1,0.3851
2013,NUTS,2010,ITG,1,0.4007
2014,NUTS,2010,ITG,1,0.415
2015,NUTS,2010,ITG,1,0.3944
2016,NUTS,2010,ITG,1,0.3415
2017,NUTS,2010,ITG,1,0.3277
2018,NUTS,2010,ITG,1,0.3199
2019,NUTS,2010,ITG,1,0.3269
2011,NUTS,2010,ITG1,2,0.345
2012,NUTS,2010,ITG1,2,0.3591
2013,NUTS,2010,ITG1,2,0.3826
2014,NUTS,2010,ITG1,2,0.3971
2015,NUTS,2010,ITG1,2,0.3732
2016,NUTS,2010,ITG1,2,0.3402
2017,NUTS,2010,ITG1,2,0.3193
2018,NUTS,2010,ITG1,2,0.3136
2019,NUTS,2010,ITG1,2,0.3229
2011,NUTS,2010,ITG2,2,0.4103
2012,NUTS,2010,ITG2,2,0.4474
2013,NUTS,2010,ITG2,2,0.445
2014,NUTS,2010,ITG2,2,0.4583
2015,NUTS,2010,ITG2,2,0.4451
2016,NUTS,2010,ITG2,2,0.3446
2017,NUTS,2010,ITG2,2,0.3481
2018,NUTS,2010,ITG2,2,0.3347
2019,NUTS,2010,ITG2,2,0.3363
2011,NUTS,2010,ITH,1,0.313
2012,NUTS,2010,ITH,1,0.3252
2013,NUTS,2010,ITH,1,0.3409
2014,NUTS,2010,ITH,1,0.347
2015,NUTS,2010,ITH,1,0.321
2016,NUTS,2010,ITH,1,0.3348
2017,NUTS,2010,ITH,1,0.3351
2018,NUTS,2010,ITH,1,0.3418
2019,NUTS,2010,ITH,1,0.3528
2011,NUTS,2010,ITH1,2,0.0197
2012,NUTS,2010,ITH1,2,0.0276
2013,NUTS,2010,ITH1,2,0.0687
2014,NUTS,2010,ITH1,2,0.0977
2015,NUTS,2010,ITH1,2,0.0634
2016,NUTS,2010,ITH1,2,0.124
2017,NUTS,2010,ITH1,2,0.1411
2018,NUTS,2010,ITH1,2,0.1464
2019,NUTS,2010,ITH1,2,0.1669
2011,NUTS,2010,ITH2,2,0.3247
2012,NUTS,2010,ITH2,2,0.3675
2013,NUTS,2010,ITH2,2,0.4215
2014,NUTS,2010,ITH2,2,0.4401
2015,NUTS,2010,ITH2,2,0.4563
2016,NUTS,2010,ITH2,2,0.4715
2017,NUTS,2010,ITH2,2,0.4497
2018,NUTS,2010,ITH2,2,0.4753
2019,NUTS,2010,ITH2,2,0.514
2011,NUTS,2010,ITH3,2,0.254
2012,NUTS,2010,ITH3,2,0.261
2013,NUTS,2010,ITH3,2,0.2765
2014,NUTS,2010,ITH3,2,0.2812
2015,NUTS,2010,ITH3,2,0.2784
2016,NUTS,2010,ITH3,2,0.2697
2017,NUTS,2010,ITH3,2,0.2727
2018,NUTS,2010,ITH3,2,0.2835
2019,NUTS,2010,ITH3,2,0.2924
2011,NUTS,2010,ITH4,2,0.4004
2012,NUTS,2010,ITH4,2,0.4245
2013,NUTS,2010,ITH4,2,0.418
2014,NUTS,2010,ITH4,2,0.4249
2015,NUTS,2010,ITH4,2,0.426
2016,NUTS,2010,ITH4,2,0.4055
2017,NUTS,2010,ITH4,2,0.4061
2018,NUTS,2010,ITH4,2,0.4164
2019,NUTS,2010,ITH4,2,0.4115
2011,NUTS,2010,ITH5,2,0.3891
2012,NUTS,2010,ITH5,2,0.4017
2013,NUTS,2010,ITH5,2,0.4149
2014,NUTS,2010,ITH5,2,0.4184
2015,NUTS,2010,ITH5,2,0.3558
2016,NUTS,2010,ITH5,2,0.3966
2017,NUTS,2010,ITH5,2,0.3955
2018,NUTS,2010,ITH5,2,0.3941
2019,NUTS,2010,ITH5,2,0.4071
2011,NUTS,2010,ITI,1,0.4033
2012,NUTS,2010,ITI,1,0.4121
2013,NUTS,2010,ITI,1,0.4161
2014,NUTS,2010,ITI,1,0.4151
2015,NUTS,2010,ITI,1,0.4042
2016,NUTS,2010,ITI,1,0.4108
2017,NUTS,2010,ITI,1,0.3954
2018,NUTS,2010,ITI,1,0.391
2019,NUTS,2010,ITI,1,0.4033
2011,NUTS,2010,ITI1,2,0.4889
2012,NUTS,2010,ITI1,2,0.5049
2013,NUTS,2010,ITI1,2,0.443
2014,NUTS,2010,ITI1,2,0.4334
2015,NUTS,2010,ITI1,2,0.4307
2016,NUTS,2010,ITI1,2,0.4152
2017,NUTS,2010,ITI1,2,0.4085
2018,NUTS,2010,ITI1,2,0.4282
2019,NUTS,2010,ITI1,2,0.4298
2011,NUTS,2010,ITI2,2,0.4418
2012,NUTS,2010,ITI2,2,0.4537
2013,NUTS,2010,ITI2,2,0.4421
2014,NUTS,2010,ITI2,2,0.4479
2015,NUTS,2010,ITI2,2,0.4474
2016,NUTS,2010,ITI2,2,0.417
2017,NUTS,2010,ITI2,2,0.3988
2018,NUTS,2010,ITI2,2,0.4197
2019,NUTS,2010,ITI2,2,0.3929
2011,NUTS,2010,ITI3,2,0.2965
2012,NUTS,2010,ITI3,2,0.2964
2013,NUTS,2010,ITI3,2,0.3026
2014,NUTS,2010,ITI3,2,0.3066
2015,NUTS,2010,ITI3,2,0.3043
2016,NUTS,2010,ITI3,2,0.3337
2017,NUTS,2010,ITI3,2,0.3544
2018,NUTS,2010,ITI3,2,0.3185
2019,NUTS,2010,ITI3,2,0.3155
2011,NUTS,2010,ITI4,2,0.3678
2012,NUTS,2010,ITI4,2,0.3742
2013,NUTS,2010,ITI4,2,0.4249
2014,NUTS,2010,ITI4,2,0.4274
2015,NUTS,2010,ITI4,2,0.4067
2016,NUTS,2010,ITI4,2,0.4273
2017,NUTS,2010,ITI4,2,0.3968
2018,NUTS,2010,ITI4,2,0.3812
2019,NUTS,2010,ITI4,2,0.4105
2011,NUTS,2010,KR,0,0.3949
2012,NUTS,2010,KR,0,0.3927
2013,NUTS,2010,KR,0,0.3882
2011,NUTS,2010,LT,0,1.1145
2012,NUTS,2010,LT,0,1.1205
2013,NUTS,2010,LT,0,1.1025
2014,NUTS,2010,LT,0,1.0506
2015,NUTS,2010,LT,0,0.9685
2016,NUTS,2010,LT,0,0.9307
2017,NUTS,2010,LT,0,0.9179
2018,NUTS,2010,LT,0,0.9091
2019,NUTS,2010,LT,0,0.8682
2015,NUTS,2010,LT01,2,1.6069
2016,NUTS,2010,LT01,2,1.4641
2017,NUTS,2010,LT01,2,1.3856
2018,NUTS,2010,LT01,2,1.3357
2019,NUTS,2010,LT01,2,1.2641
2015,NUTS,2010,LT02,2,0.6631
2016,NUTS,2010,LT02,2,0.6528
2017,NUTS,2010,LT02,2,0.6525
2018,NUTS,2010,LT02,2,0.6572
2019,NUTS,2010,LT02,2,0.6305
2011,NUTS,2010,LU,0,0.2788
2012,NUTS,2010,LU,0,0.3026
2013,NUTS,2010,LU,0,0.3508
2014,NUTS,2010,LU,0,0.5049
2015,NUTS,2010,LU,0,0.5059
2017,NUTS,2010,LU,0,0.5011
2019,NUTS,2010,LU,0,0.5118
2011,NUTS,2010,LV,0,0.6524
2012,NUTS,2010,LV,0,0.6941
2013,NUTS,2010,LV,0,0.6235
2014,NUTS,2010,LV,0,0.6463
2015,NUTS,2010,LV,0,0.6542
2016,NUTS,2010,LV,0,0.6273
2017,NUTS,2010,LV,0,0.6345
2018,NUTS,2010,LV,0,0.6117
2019,NUTS,2010,LV,0,0.6395
2011,NUTS,2010,ME,0,0.4756
2013,NUTS,2010,ME,0,0.475
2014,NUTS,2010,ME,0,0.5019
2015,NUTS,2010,ME,0,0.4613
2016,NUTS,2010,ME,0,0.4594
2017,NUTS,2010,ME,0,0.4067
2018,NUTS,2010,ME,0,0.3835
2019,NUTS,2010,ME,0,0.362
2011,NUTS,2010,MK,0,0.2164
2012,NUTS,2010,MK,0,0.2579
2015,NUTS,2010,MK,0,0.4254
2016,NUTS,2010,MK,0,0.3873
2017,NUTS,2010,MK,0,0.3363
2018,NUTS,2010,MK,0,0.3451
2019,NUTS,2010,MK,0,0.3129
2011,NUTS,2010,MT,0,0.4055
2012,NUTS,2010,MT,0,0.4421
2013,NUTS,2010,MT,0,0.4503
2014,NUTS,2010,MT,0,0.454
2015,NUTS,2010,MT,0,0.4448
2016,NUTS,2010,MT,0,0.4161
2017,NUTS,2010,MT,0,0.4253
2018,NUTS,2010,MT,0,0.4038
2019,NUTS,2010,MT,0,0.4084
2011,NUTS,2010,NL,0,0.2931
2012,NUTS,2010,NL,0,0.2925
2013,NUTS,2010,NL,0,0.2973
2014,NUTS,2010,NL,0,0.3099
2015,NUTS,2010,NL,0,0.3116
2016,NUTS,2010,NL,0,0.3046
2017,NUTS,2010,NL,0,0.3055
2018,NUTS,2010,NL,0,0.3026
2019,NUTS,2010,NL,0,0.3135
2011,NUTS,2010,NL3,1,0.3512
2012,NUTS,2010,NL3,1,0.3481
2011,NUTS,2010,NO,0,0.8867
2012,NUTS,2010,NO,0,0.8739
2013,NUTS,2010,NO,0,0.8963
2014,NUTS,2010,NO,0,0.9225
2015,NUTS,2010,NO,0,0.9668
2016,NUTS,2010,NO,0,1.0035
2017,NUTS,2010,NO,0,1.0625
2018,NUTS,2010,NO,0,1.0763
2019,NUTS,2010,NO,0,1.1017
2011,NUTS,2010,NO0,1,0.8603
2012,NUTS,2010,NO0,1,0.8471
2013,NUTS,2010,NO0,1,0.8682
2014,NUTS,2010,NO0,1,0.891
2015,NUTS,2010,NO0,1,0.9316
2017,NUTS,2010,NO0,1,1.0247
2018,NUTS,2010,NO0,1,1.0367
2019,NUTS,2010,NO0,1,1.0614
2011,NUTS,2010,NO01,2,1.2272
2012,NUTS,2010,NO01,2,1.1983
2013,NUTS,2010,NO01,2,1.2337
2014,NUTS,2010,NO01,2,1.2674
2015,NUTS,2010,NO01,2,1.3195
2017,NUTS,2010,NO01,2,1.4063
2018,NUTS,2010,NO01,2,1.4101
2019,NUTS,2010,NO01,2,1.4208
2011,NUTS,2010,NO02,2,0.3464
2012,NUTS,2010,NO02,2,0.3471
2013,NUTS,2010,NO02,2,0.38
2014,NUTS,2010,NO02,2,0.3951
2015,NUTS,2010,NO02,2,0.4131
2017,NUTS,2010,NO02,2,0.4075
2018,NUTS,2010,NO02,2,0.4201
2019,NUTS,2010,NO02,2,0.4393
2011,NUTS,2010,NO03,2,0.2417
2012,NUTS,2010,NO03,2,0.2441
2013,NUTS,2010,NO03,2,0.251
2014,NUTS,2010,NO03,2,0.2586
2015,NUTS,2010,NO03,2,0.274
2017,NUTS,2010,NO03,2,0.3071
2018,NUTS,2010,NO03,2,0.3165
2019,NUTS,2010,NO03,2,0.3235
2011,NUTS,2010,NO04,2,0.402
2012,NUTS,2010,NO04,2,0.4175
2013,NUTS,2010,NO04,2,0.4213
2014,NUTS,2010,NO04,2,0.4302
2015,NUTS,2010,NO04,2,0.476
2017,NUTS,2010,NO04,2,0.5545
2018,NUTS,2010,NO04,2,0.5424
2019,NUTS,2010,NO04,2,0.562
2011,NUTS,2010,NO05,2,0.95
2012,NUTS,2010,NO05,2,0.9606
2013,NUTS,2010,NO05,2,0.9573
2014,NUTS,2010,NO05,2,0.9814
2015,NUTS,2010,NO05,2,0.998
2017,NUTS,2010,NO05,2,1.1052
2018,NUTS,2010,NO05,2,1.1346
2019,NUTS,2010,NO05,2,1.1826
2011,NUTS,2010,NO06,2,1.9686
2012,NUTS,2010,NO06,2,1.8211
2013,NUTS,2010,NO06,2,1.8494
2014,NUTS,2010,NO06,2,1.8865
2015,NUTS,2010,NO06,2,1.949
2017,NUTS,2010,NO06,2,2.1666
2018,NUTS,2010,NO06,2,2.2245
2019,NUTS,2010,NO06,2,2.2851
2011,NUTS,2010,NO07,2,1.061
2012,NUTS,2010,NO07,2,1.0763
2013,NUTS,2010,NO07,2,1.1172
2014,NUTS,2010,NO07,2,1.1281
2015,NUTS,2010,NO07,2,1.1911
2017,NUTS,2010,NO07,2,1.3262
2018,NUTS,2010,NO07,2,1.3269
2019,NUTS,2010,NO07,2,1.3509
2011,NUTS,2010,PL,0,0.4735
2012,NUTS,2010,PL,0,0.4622
2013,NUTS,2010,PL,0,0.463
2014,NUTS,2010,PL,0,0.4649
2015,NUTS,2010,PL,0,0.4565
2016,NUTS,2010,PL,0,0.505
2017,NUTS,2010,PL,0,0.7004
2018,NUTS,2010,PL,0,0.7067
2019,NUTS,2010,PL,0,0.6903
2011,NUTS,2010,PL1,1,0.6917
2012,NUTS,2010,PL1,1,0.6887
2013,NUTS,2010,PL1,1,0.4403
2014,NUTS,2010,PL1,1,0.4235
2015,NUTS,2010,PL1,1,0.4244
2011,NUTS,2010,PL11,2,0.3912
2012,NUTS,2010,PL11,2,0.4635
2013,NUTS,2010,PL11,2,0.3723
2014,NUTS,2010,PL11,2,0.3626
2015,NUTS,2010,PL11,2,0.3825
2011,NUTS,2010,PL12,2,0.4918
2012,NUTS,2010,PL12,2,0.463
2013,NUTS,2010,PL12,2,0.4756
2014,NUTS,2010,PL12,2,0.4532
2015,NUTS,2010,PL12,2,0.4434
2011,NUTS,2010,PL2,1,0.5105
2012,NUTS,2010,PL2,1,0.5032
2013,NUTS,2010,PL2,1,0.5039
2014,NUTS,2010,PL2,1,0.5355
2015,NUTS,2010,PL2,1,0.5553
2016,NUTS,2010,PL2,1,0.5671
2017,NUTS,2010,PL2,1,0.7736
2018,NUTS,2010,PL2,1,0.7942
2019,NUTS,2010,PL2,1,0.8341
2011,NUTS,2010,PL21,2,0.7373
2012,NUTS,2010,PL21,2,0.721
2013,NUTS,2010,PL21,2,0.7259
2014,NUTS,2010,PL21,2,0.767
2015,NUTS,2010,PL21,2,0.7909
2016,NUTS,2010,PL21,2,0.785
2017,NUTS,2010,PL21,2,1.1577
2018,NUTS,2010,PL21,2,1.1756
2019,NUTS,2010,PL21,2,1.098
2011,NUTS,2010,PL22,2,0.3568
2012,NUTS,2010,PL22,2,0.355
2013,NUTS,2010,PL22,2,0.3504
2014,NUTS,2010,PL22,2,0.3709
2015,NUTS,2010,PL22,2,0.3855
2016,NUTS,2010,PL22,2,0.4031
2017,NUTS,2010,PL22,2,0.4832
2018,NUTS,2010,PL22,2,0.5013
2019,NUTS,2010,PL22,2,0.6296
2011,NUTS,2010,PL3,1,0.3485
2012,NUTS,2010,PL3,1,0.3378
2013,NUTS,2010,PL3,1,0.3555
2014,NUTS,2010,PL3,1,0.3571
2015,NUTS,2010,PL3,1,0.3419
2011,NUTS,2010,PL31,2,0.5207
2012,NUTS,2010,PL31,2,0.5503
2013,NUTS,2010,PL31,2,0.5016
2014,NUTS,2010,PL31,2,0.4975
2015,NUTS,2010,PL31,2,0.4631
2011,NUTS,2010,PL32,2,0.2357
2012,NUTS,2010,PL32,2,0.2447
2013,NUTS,2010,PL32,2,0.2636
2014,NUTS,2010,PL32,2,0.2766
2015,NUTS,2010,PL32,2,0.2697
2012,NUTS,2010,PL33,2,0.0553
2013,NUTS,2010,PL33,2,0.1673
2012,NUTS,2010,PL34,2,0.4222
2013,NUTS,2010,PL34,2,0.439
2011,NUTS,2010,PL4,1,0.4608
2012,NUTS,2010,PL4,1,0.4303
2013,NUTS,2010,PL4,1,0.4314
2014,NUTS,2010,PL4,1,0.4546
2015,NUTS,2010,PL4,1,0.4539
2016,NUTS,2010,PL4,1,0.4133
2017,NUTS,2010,PL4,1,0.54
2018,NUTS,2010,PL4,1,0.5228
2019,NUTS,2010,PL4,1,0.4499
2011,NUTS,2010,PL41,2,0.5174
2012,NUTS,2010,PL41,2,0.4601
2013,NUTS,2010,PL41,2,0.4706
2014,NUTS,2010,PL41,2,0.5044
2015,NUTS,2010,PL41,2,0.5045
2016,NUTS,2010,PL41,2,0.4683
2017,NUTS,2010,PL41,2,0.5858
2018,NUTS,2010,PL41,2,0.5829
2019,NUTS,2010,PL41,2,0.5022
2011,NUTS,2010,PL42,2,0.513
2012,NUTS,2010,PL42,2,0.5151
2014,NUTS,2010,PL42,2,0.5085
2015,NUTS,2010,PL42,2,0.5206
2016,NUTS,2010,PL42,2,0.4277
2017,NUTS,2010,PL42,2,0.6026
2012,NUTS,2010,PL43,2,0.2122
2014,NUTS,2010,PL43,2,0.2139
2015,NUTS,2010,PL43,2,0.2045
2016,NUTS,2010,PL43,2,0.1907
2017,NUTS,2010,PL43,2,0.268
2011,NUTS,2010,PL5,1,0.489
2012,NUTS,2010,PL5,1,0.4848
2013,NUTS,2010,PL5,1,0.5174
2014,NUTS,2010,PL5,1,0.4814
2015,NUTS,2010,PL5,1,0.4737
2016,NUTS,2010,PL5,1,0.4762
2017,NUTS,2010,PL5,1,0.6719
2018,NUTS,2010,PL5,1,0.6564
2019,NUTS,2010,PL5,1,0.6125
2012,NUTS,2010,PL51,2,0.5462
2013,NUTS,2010,PL51,2,0.5858
2014,NUTS,2010,PL51,2,0.54
2015,NUTS,2010,PL51,2,0.5406
2016,NUTS,2010,PL51,2,0.5447
2017,NUTS,2010,PL51,2,0.774
2018,NUTS,2010,PL51,2,0.7681
2019,NUTS,2010,PL51,2,0.7121
2012,NUTS,2010,PL52,2,0.2998
2013,NUTS,2010,PL52,2,0.3086
2014,NUTS,2010,PL52,2,0.3066
2015,NUTS,2010,PL52,2,0.28
2016,NUTS,2010,PL52,2,0.2626
2017,NUTS,2010,PL52,2,0.3589
2018,NUTS,2010,PL52,2,0.3119
2019,NUTS,2010,PL52,2,0.2923
2011,NUTS,2010,PL6,1,0.4541
2012,NUTS,2010,PL6,1,0.4349
2013,NUTS,2010,PL6,1,0.4362
2014,NUTS,2010,PL6,1,0.4392
2015,NUTS,2010,PL6,1,0.399
2016,NUTS,2010,PL6,1,0.4201
2017,NUTS,2010,PL6,1,0.5817
2018,NUTS,2010,PL6,1,0.5836
2019,NUTS,2010,PL6,1,0.5752
2012,NUTS,2010,PL61,2,0.3994
2013,NUTS,2010,PL61,2,0.4184
2014,NUTS,2010,PL61,2,0.4225
2015,NUTS,2010,PL61,2,0.386
2016,NUTS,2010,PL61,2,0.3868
2017,NUTS,2010,PL61,2,0.6067
2012,NUTS,2010,PL62,2,0.3595
2013,NUTS,2010,PL62,2,0.3471
2014,NUTS,2010,PL62,2,0.3666
2015,NUTS,2010,PL62,2,0.3405
2016,NUTS,2010,PL62,2,0.3693
2017,NUTS,2010,PL62,2,0.4423
2011,NUTS,2010,PL63,2,0.5615
2012,NUTS,2010,PL63,2,0.512
2013,NUTS,2010,PL63,2,0.5039
2014,NUTS,2010,PL63,2,0.4961
2015,NUTS,2010,PL63,2,0.4428
2016,NUTS,2010,PL63,2,0.477
2017,NUTS,2010,PL63,2,0.6374
2018,NUTS,2010,PL63,2,0.6556
2019,NUTS,2010,PL63,2,0.6028
2016,NUTS,2010,PL7,1,0.3844
2017,NUTS,2010,PL7,1,0.5613
2018,NUTS,2010,PL7,1,0.5046
2019,NUTS,2010,PL7,1,0.525
2017,NUTS,2010,PL71,2,0.6785
2018,NUTS,2010,PL71,2,0.5898
2019,NUTS,2010,PL71,2,0.6323
