year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_t_pc_emp_hc
2015,NUTS,2010,EA19,2,0.6099
2017,NUTS,2010,EA19,2,0.6668
2019,NUTS,2010,EA19,2,0.7301
2011,NUTS,2010,EE,0,0.3716
2012,NUTS,2010,EE,0,0.341
2013,NUTS,2010,EE,0,0.3095
2014,NUTS,2010,EE,0,0.3407
2015,NUTS,2010,EE,0,0.2917
2016,NUTS,2010,EE,0,0.2912
2017,NUTS,2010,EE,0,0.352
2018,NUTS,2010,EE,0,0.3332
2019,NUTS,2010,EE,0,0.4043
2011,NUTS,2010,EL,0,0.1478
2013,NUTS,2010,EL,0,0.1746
2015,NUTS,2010,EL,0,0.2006
2017,NUTS,2010,EL,0,0.4278
2019,NUTS,2010,EL,0,0.3956
2011,NUTS,2010,EL3,1,0.2444
2013,NUTS,2010,EL3,1,0.3344
2015,NUTS,2010,EL3,1,0.3829
2017,NUTS,2010,EL3,1,0.772
2019,NUTS,2010,EL3,1,0.7217
2011,NUTS,2010,EL30,2,0.2444
2013,NUTS,2010,EL30,2,0.3344
2015,NUTS,2010,EL30,2,0.3829
2017,NUTS,2010,EL30,2,0.772
2019,NUTS,2010,EL30,2,0.7217
2011,NUTS,2010,EL4,1,0.0159
2013,NUTS,2010,EL4,1,0.0313
2015,NUTS,2010,EL4,1,0.0426
2017,NUTS,2010,EL4,1,0.1111
2019,NUTS,2010,EL4,1,0.079
2011,NUTS,2010,EL41,2,0.003
2013,NUTS,2010,EL41,2,0.0046
2015,NUTS,2010,EL41,2,0.0308
2017,NUTS,2010,EL41,2,0.0418
2019,NUTS,2010,EL41,2,0.0842
2011,NUTS,2010,EL42,2,0.0168
2013,NUTS,2010,EL42,2,0.0098
2015,NUTS,2010,EL42,2,0.0106
2017,NUTS,2010,EL42,2,0.0243
2019,NUTS,2010,EL42,2,0.0105
2011,NUTS,2010,EL43,2,0.0189
2013,NUTS,2010,EL43,2,0.0517
2015,NUTS,2010,EL43,2,0.0665
2017,NUTS,2010,EL43,2,0.1789
2019,NUTS,2010,EL43,2,0.1134
2011,NUTS,2010,EL5,1,0.1206
2013,NUTS,2010,EL5,1,0.0805
2015,NUTS,2010,EL5,1,0.1041
2017,NUTS,2010,EL5,1,0.2741
2019,NUTS,2010,EL5,1,0.2263
2011,NUTS,2010,EL51,2,0.062
2013,NUTS,2010,EL51,2,0.0512
2015,NUTS,2010,EL51,2,0.0819
2017,NUTS,2010,EL51,2,0.1603
2019,NUTS,2010,EL51,2,0.0708
2011,NUTS,2010,EL52,2,0.1656
2013,NUTS,2010,EL52,2,0.1051
2015,NUTS,2010,EL52,2,0.1295
2017,NUTS,2010,EL52,2,0.3347
2019,NUTS,2010,EL52,2,0.2963
2011,NUTS,2010,EL53,2,0.0408
2013,NUTS,2010,EL53,2,0.0597
2015,NUTS,2010,EL53,2,0.0739
2017,NUTS,2010,EL53,2,0.0828
2019,NUTS,2010,EL53,2,0.0666
2011,NUTS,2010,EL54,2,0.038
2013,NUTS,2010,EL54,2,0.0173
2015,NUTS,2010,EL54,2,0.0247
2017,NUTS,2010,EL54,2,0.2897
2019,NUTS,2010,EL54,2,0.2467
2011,NUTS,2010,EL6,1,0.0734
2013,NUTS,2010,EL6,1,0.0855
2015,NUTS,2010,EL6,1,0.0898
2017,NUTS,2010,EL6,1,0.1979
2019,NUTS,2010,EL6,1,0.1965
2011,NUTS,2010,EL61,2,0.012
2013,NUTS,2010,EL61,2,0.0301
2015,NUTS,2010,EL61,2,0.0509
2017,NUTS,2010,EL61,2,0.1216
2019,NUTS,2010,EL61,2,0.1844
2011,NUTS,2010,EL62,2,0.0012
2013,NUTS,2010,EL62,2,0.0013
2015,NUTS,2010,EL62,2,0.0534
2017,NUTS,2010,EL62,2,0.0314
2019,NUTS,2010,EL62,2,0.0622
2011,NUTS,2010,EL63,2,0.1226
2013,NUTS,2010,EL63,2,0.1579
2015,NUTS,2010,EL63,2,0.1528
2017,NUTS,2010,EL63,2,0.3316
2019,NUTS,2010,EL63,2,0.2962
2011,NUTS,2010,EL64,2,0.1485
2013,NUTS,2010,EL64,2,0.174
2015,NUTS,2010,EL64,2,0.1414
2017,NUTS,2010,EL64,2,0.3101
2019,NUTS,2010,EL64,2,0.2724
2011,NUTS,2010,EL65,2,0.0533
2013,NUTS,2010,EL65,2,0.0308
2015,NUTS,2010,EL65,2,0.0342
2017,NUTS,2010,EL65,2,0.1063
2019,NUTS,2010,EL65,2,0.0889
2011,NUTS,2010,ES,0,0.3251
2012,NUTS,2010,ES,0,0.341
2013,NUTS,2010,ES,0,0.3491
2014,NUTS,2010,ES,0,0.3443
2015,NUTS,2010,ES,0,0.3398
2016,NUTS,2010,ES,0,0.3438
2017,NUTS,2010,ES,0,0.3514
2018,NUTS,2010,ES,0,0.3695
2019,NUTS,2010,ES,0,0.3699
2011,NUTS,2010,ES1,1,0.2406
2012,NUTS,2010,ES1,1,0.2398
2013,NUTS,2010,ES1,1,0.2563
2014,NUTS,2010,ES1,1,0.25
2015,NUTS,2010,ES1,1,0.2374
2016,NUTS,2010,ES1,1,0.2634
2017,NUTS,2010,ES1,1,0.2848
2018,NUTS,2010,ES1,1,0.302
2019,NUTS,2010,ES1,1,0.3087
2011,NUTS,2010,ES11,2,0.2303
2012,NUTS,2010,ES11,2,0.2349
2013,NUTS,2010,ES11,2,0.2565
2014,NUTS,2010,ES11,2,0.2603
2015,NUTS,2010,ES11,2,0.2458
2016,NUTS,2010,ES11,2,0.2781
2017,NUTS,2010,ES11,2,0.3053
2018,NUTS,2010,ES11,2,0.3357
2019,NUTS,2010,ES11,2,0.3262
2011,NUTS,2010,ES12,2,0.3091
2012,NUTS,2010,ES12,2,0.2998
2013,NUTS,2010,ES12,2,0.3094
2014,NUTS,2010,ES12,2,0.2895
2015,NUTS,2010,ES12,2,0.2653
2016,NUTS,2010,ES12,2,0.2743
2017,NUTS,2010,ES12,2,0.2741
2018,NUTS,2010,ES12,2,0.2863
2019,NUTS,2010,ES12,2,0.3351
2011,NUTS,2010,ES13,2,0.1724
2012,NUTS,2010,ES13,2,0.1637
2013,NUTS,2010,ES13,2,0.1674
2014,NUTS,2010,ES13,2,0.1386
2015,NUTS,2010,ES13,2,0.1544
2016,NUTS,2010,ES13,2,0.1805
2017,NUTS,2010,ES13,2,0.2109
2018,NUTS,2010,ES13,2,0.1772
2019,NUTS,2010,ES13,2,0.1883
2011,NUTS,2010,ES2,1,0.7207
2012,NUTS,2010,ES2,1,0.7657
2013,NUTS,2010,ES2,1,0.7776
2014,NUTS,2010,ES2,1,0.766
2015,NUTS,2010,ES2,1,0.7658
2016,NUTS,2010,ES2,1,0.7601
2017,NUTS,2010,ES2,1,0.7823
2018,NUTS,2010,ES2,1,0.8087
2019,NUTS,2010,ES2,1,0.8121
2011,NUTS,2010,ES21,2,1.0361
2012,NUTS,2010,ES21,2,1.1444
2013,NUTS,2010,ES21,2,1.1677
2014,NUTS,2010,ES21,2,1.1567
2015,NUTS,2010,ES21,2,1.1677
2016,NUTS,2010,ES21,2,1.1411
2017,NUTS,2010,ES21,2,1.219
2018,NUTS,2010,ES21,2,1.2722
2019,NUTS,2010,ES21,2,1.2822
2011,NUTS,2010,ES22,2,0.6835
2012,NUTS,2010,ES22,2,0.6658
2013,NUTS,2010,ES22,2,0.6765
2014,NUTS,2010,ES22,2,0.6479
2015,NUTS,2010,ES22,2,0.7083
2016,NUTS,2010,ES22,2,0.7095
2017,NUTS,2010,ES22,2,0.6442
2018,NUTS,2010,ES22,2,0.623
2019,NUTS,2010,ES22,2,0.5763
2011,NUTS,2010,ES23,2,0.3229
2012,NUTS,2010,ES23,2,0.3339
2013,NUTS,2010,ES23,2,0.3119
2014,NUTS,2010,ES23,2,0.2927
2015,NUTS,2010,ES23,2,0.26
2016,NUTS,2010,ES23,2,0.2534
2017,NUTS,2010,ES23,2,0.2426
2018,NUTS,2010,ES23,2,0.2362
2019,NUTS,2010,ES23,2,0.2653
2011,NUTS,2010,ES24,2,0.2883
2012,NUTS,2010,ES24,2,0.2887
2013,NUTS,2010,ES24,2,0.2794
2014,NUTS,2010,ES24,2,0.2916
2015,NUTS,2010,ES24,2,0.2648
2016,NUTS,2010,ES24,2,0.2858
2017,NUTS,2010,ES24,2,0.2805
2018,NUTS,2010,ES24,2,0.2917
2019,NUTS,2010,ES24,2,0.3099
2011,NUTS,2010,ES3,1,0.5232
2012,NUTS,2010,ES3,1,0.5325
2013,NUTS,2010,ES3,1,0.5585
2014,NUTS,2010,ES3,1,0.5572
2015,NUTS,2010,ES3,1,0.5516
2016,NUTS,2010,ES3,1,0.5519
2017,NUTS,2010,ES3,1,0.5544
2018,NUTS,2010,ES3,1,0.5896
2019,NUTS,2010,ES3,1,0.582
2011,NUTS,2010,ES30,2,0.5232
2012,NUTS,2010,ES30,2,0.5325
2013,NUTS,2010,ES30,2,0.5585
2014,NUTS,2010,ES30,2,0.5572
2015,NUTS,2010,ES30,2,0.5516
2016,NUTS,2010,ES30,2,0.5519
2017,NUTS,2010,ES30,2,0.5544
2018,NUTS,2010,ES30,2,0.5896
2019,NUTS,2010,ES30,2,0.582
2011,NUTS,2010,ES4,1,0.1717
2012,NUTS,2010,ES4,1,0.1821
2013,NUTS,2010,ES4,1,0.1678
2014,NUTS,2010,ES4,1,0.1661
2015,NUTS,2010,ES4,1,0.1617
2016,NUTS,2010,ES4,1,0.1611
2017,NUTS,2010,ES4,1,0.175
2018,NUTS,2010,ES4,1,0.1841
2019,NUTS,2010,ES4,1,0.1876
2011,NUTS,2010,ES41,2,0.2478
2012,NUTS,2010,ES41,2,0.2713
2013,NUTS,2010,ES41,2,0.2386
2014,NUTS,2010,ES41,2,0.2346
2015,NUTS,2010,ES41,2,0.2418
2016,NUTS,2010,ES41,2,0.2188
2017,NUTS,2010,ES41,2,0.2446
2018,NUTS,2010,ES41,2,0.2753
2019,NUTS,2010,ES41,2,0.2799
2011,NUTS,2010,ES42,2,0.1235
2012,NUTS,2010,ES42,2,0.1151
2013,NUTS,2010,ES42,2,0.1114
2014,NUTS,2010,ES42,2,0.118
2015,NUTS,2010,ES42,2,0.0992
2016,NUTS,2010,ES42,2,0.1247
2017,NUTS,2010,ES42,2,0.1197
2018,NUTS,2010,ES42,2,0.1055
2019,NUTS,2010,ES42,2,0.1147
2011,NUTS,2010,ES43,2,0.0704
2012,NUTS,2010,ES43,2,0.0745
2013,NUTS,2010,ES43,2,0.0953
2014,NUTS,2010,ES43,2,0.0847
2015,NUTS,2010,ES43,2,0.0785
2016,NUTS,2010,ES43,2,0.0834
2017,NUTS,2010,ES43,2,0.1081
2018,NUTS,2010,ES43,2,0.1143
2019,NUTS,2010,ES43,2,0.1078
2011,NUTS,2010,ES5,1,0.3006
2012,NUTS,2010,ES5,1,0.3154
2013,NUTS,2010,ES5,1,0.3199
2014,NUTS,2010,ES5,1,0.3205
2015,NUTS,2010,ES5,1,0.3266
2016,NUTS,2010,ES5,1,0.3393
2017,NUTS,2010,ES5,1,0.3502
2018,NUTS,2010,ES5,1,0.369
2019,NUTS,2010,ES5,1,0.3695
2011,NUTS,2010,ES51,2,0.3648
2012,NUTS,2010,ES51,2,0.4003
2013,NUTS,2010,ES51,2,0.409
2014,NUTS,2010,ES51,2,0.4084
2015,NUTS,2010,ES51,2,0.4303
2016,NUTS,2010,ES51,2,0.4362
2017,NUTS,2010,ES51,2,0.4524
2018,NUTS,2010,ES51,2,0.4786
2019,NUTS,2010,ES51,2,0.4657
2011,NUTS,2010,ES52,2,0.256
2012,NUTS,2010,ES52,2,0.2467
2013,NUTS,2010,ES52,2,0.2463
2014,NUTS,2010,ES52,2,0.2484
2015,NUTS,2010,ES52,2,0.2353
2016,NUTS,2010,ES52,2,0.2563
2017,NUTS,2010,ES52,2,0.2617
2018,NUTS,2010,ES52,2,0.2716
2019,NUTS,2010,ES52,2,0.2947
2011,NUTS,2010,ES53,2,0.0393
2012,NUTS,2010,ES53,2,0.0328
2013,NUTS,2010,ES53,2,0.038
2014,NUTS,2010,ES53,2,0.0376
2015,NUTS,2010,ES53,2,0.0353
2016,NUTS,2010,ES53,2,0.0603
2017,NUTS,2010,ES53,2,0.0547
2018,NUTS,2010,ES53,2,0.0671
2019,NUTS,2010,ES53,2,0.0629
2011,NUTS,2010,ES6,1,0.1578
2012,NUTS,2010,ES6,1,0.1718
2013,NUTS,2010,ES6,1,0.1869
2014,NUTS,2010,ES6,1,0.1795
2015,NUTS,2010,ES6,1,0.1639
2016,NUTS,2010,ES6,1,0.1588
2017,NUTS,2010,ES6,1,0.1519
2018,NUTS,2010,ES6,1,0.1616
2019,NUTS,2010,ES6,1,0.1594
2011,NUTS,2010,ES61,2,0.1605
2012,NUTS,2010,ES61,2,0.1737
2013,NUTS,2010,ES61,2,0.1957
2014,NUTS,2010,ES61,2,0.1847
2015,NUTS,2010,ES61,2,0.1644
2016,NUTS,2010,ES61,2,0.1553
2017,NUTS,2010,ES61,2,0.1452
2018,NUTS,2010,ES61,2,0.1573
2019,NUTS,2010,ES61,2,0.1512
2011,NUTS,2010,ES62,2,0.1582
2012,NUTS,2010,ES62,2,0.1768
2013,NUTS,2010,ES62,2,0.1601
2014,NUTS,2010,ES62,2,0.1692
2015,NUTS,2010,ES62,2,0.177
2016,NUTS,2010,ES62,2,0.1912
2017,NUTS,2010,ES62,2,0.1993
2018,NUTS,2010,ES62,2,0.198
2019,NUTS,2010,ES62,2,0.2149
2012,NUTS,2010,ES63,2,0.0123
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0234
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.0641
2012,NUTS,2010,ES7,1,0.069
2013,NUTS,2010,ES7,1,0.0618
2014,NUTS,2010,ES7,1,0.058
2015,NUTS,2010,ES7,1,0.0482
2016,NUTS,2010,ES7,1,0.0488
2017,NUTS,2010,ES7,1,0.0485
2018,NUTS,2010,ES7,1,0.0497
2019,NUTS,2010,ES7,1,0.0496
2011,NUTS,2010,ES70,2,0.0641
2012,NUTS,2010,ES70,2,0.069
2013,NUTS,2010,ES70,2,0.0618
2014,NUTS,2010,ES70,2,0.058
2015,NUTS,2010,ES70,2,0.0482
2016,NUTS,2010,ES70,2,0.0488
2017,NUTS,2010,ES70,2,0.0485
2018,NUTS,2010,ES70,2,0.0497
2019,NUTS,2010,ES70,2,0.0496
2011,NUTS,2010,EU27_2020,7,0.4521
2013,NUTS,2010,EU27_2020,7,0.5173
2015,NUTS,2010,EU27_2020,7,0.555
2017,NUTS,2010,EU27_2020,7,0.6233
2019,NUTS,2010,EU27_2020,7,0.6823
2011,NUTS,2010,FI,0,1.1679
2012,NUTS,2010,FI,0,1.1348
2013,NUTS,2010,FI,0,1.178
2014,NUTS,2010,FI,0,1.1601
2015,NUTS,2010,FI,0,1.1987
2016,NUTS,2010,FI,0,1.1473
2017,NUTS,2010,FI,0,1.1067
2018,NUTS,2010,FI,0,1.1076
2019,NUTS,2010,FI,0,1.1731
2011,NUTS,2010,FI1,1,1.1358
2012,NUTS,2010,FI1,1,1.1017
2013,NUTS,2010,FI1,1,1.1436
2015,NUTS,2010,FI1,1,1.1543
2016,NUTS,2010,FI1,1,1.1067
2017,NUTS,2010,FI1,1,1.0675
2018,NUTS,2010,FI1,1,1.0661
2019,NUTS,2010,FI1,1,1.1283
2011,NUTS,2010,FI19,2,1.1072
2012,NUTS,2010,FI19,2,1.0083
2013,NUTS,2010,FI19,2,1.0438
2015,NUTS,2010,FI19,2,1.0977
2016,NUTS,2010,FI19,2,0.9867
2017,NUTS,2010,FI19,2,0.994
2018,NUTS,2010,FI19,2,1.0157
2019,NUTS,2010,FI19,2,1.054
2011,NUTS,2010,FI1B,2,1.5298
2012,NUTS,2010,FI1B,2,1.5555
2013,NUTS,2010,FI1B,2,1.6203
2015,NUTS,2010,FI1B,2,1.6819
2016,NUTS,2010,FI1B,2,1.5886
2017,NUTS,2010,FI1B,2,1.5135
2018,NUTS,2010,FI1B,2,1.5138
2019,NUTS,2010,FI1B,2,1.616
2011,NUTS,2010,FI1C,2,0.6903
2012,NUTS,2010,FI1C,2,0.6971
2013,NUTS,2010,FI1C,2,0.7222
2015,NUTS,2010,FI1C,2,0.6546
2016,NUTS,2010,FI1C,2,0.6466
2017,NUTS,2010,FI1C,2,0.604
2018,NUTS,2010,FI1C,2,0.5732
2019,NUTS,2010,FI1C,2,0.6014
2011,NUTS,2010,FI1D,2,1.0139
2012,NUTS,2010,FI1D,2,0.925
2013,NUTS,2010,FI1D,2,0.9447
2015,NUTS,2010,FI1D,2,0.8879
2016,NUTS,2010,FI1D,2,0.938
2017,NUTS,2010,FI1D,2,0.9051
2018,NUTS,2010,FI1D,2,0.9017
2019,NUTS,2010,FI1D,2,0.9506
2011,NUTS,2010,FI2,1,0.2162
2012,NUTS,2010,FI2,1,0.2425
2013,NUTS,2010,FI2,1,0.3533
2015,NUTS,2010,FI2,1,0.1795
2016,NUTS,2010,FI2,1,0.2722
2017,NUTS,2010,FI2,1,0.109
2018,NUTS,2010,FI2,1,0.2157
2019,NUTS,2010,FI2,1,0.1467
2011,NUTS,2010,FI20,2,0.2162
2012,NUTS,2010,FI20,2,0.2425
2013,NUTS,2010,FI20,2,0.3533
2015,NUTS,2010,FI20,2,0.1795
2016,NUTS,2010,FI20,2,0.2722
2017,NUTS,2010,FI20,2,0.109
2018,NUTS,2010,FI20,2,0.2157
2019,NUTS,2010,FI20,2,0.1467
2011,NUTS,2010,FR,0,0.7485
2012,NUTS,2010,FR,0,0.8095
2013,NUTS,2010,FR,0,0.8374
2014,NUTS,2010,FR,0,0.8501
2016,NUTS,2010,FR,0,0.8979
2017,NUTS,2010,FR,0,0.9617
2018,NUTS,2010,FR,0,0.9989
2011,NUTS,2010,FR1,1,1.6704
2012,NUTS,2010,FR1,1,1.7487
2013,NUTS,2010,FR1,1,1.816
2011,NUTS,2010,FR10,2,1.6704
2012,NUTS,2010,FR10,2,1.7487
2013,NUTS,2010,FR10,2,1.816
2011,NUTS,2010,FR2,1,0.3404
2012,NUTS,2010,FR2,1,0.3695
2013,NUTS,2010,FR2,1,0.3673
2011,NUTS,2010,FR21,2,0.2226
2012,NUTS,2010,FR21,2,0.2553
2013,NUTS,2010,FR21,2,0.2552
2011,NUTS,2010,FR22,2,0.3309
2012,NUTS,2010,FR22,2,0.3325
2013,NUTS,2010,FR22,2,0.3745
2011,NUTS,2010,FR23,2,0.3478
2012,NUTS,2010,FR23,2,0.4579
2013,NUTS,2010,FR23,2,0.4493
2011,NUTS,2010,FR24,2,0.4341
2012,NUTS,2010,FR24,2,0.4063
2013,NUTS,2010,FR24,2,0.4096
2011,NUTS,2010,FR25,2,0.3399
2012,NUTS,2010,FR25,2,0.3713
2013,NUTS,2010,FR25,2,0.3225
2011,NUTS,2010,FR26,2,0.2905
2012,NUTS,2010,FR26,2,0.3452
2013,NUTS,2010,FR26,2,0.3305
2011,NUTS,2010,FR3,1,0.2706
2012,NUTS,2010,FR3,1,0.2594
2013,NUTS,2010,FR3,1,0.2752
2011,NUTS,2010,FR30,2,0.2706
2012,NUTS,2010,FR30,2,0.2594
2013,NUTS,2010,FR30,2,0.2752
2011,NUTS,2010,FR4,1,0.4147
2012,NUTS,2010,FR4,1,0.4387
2013,NUTS,2010,FR4,1,0.4276
2011,NUTS,2010,FR41,2,0.2516
2012,NUTS,2010,FR41,2,0.2534
2013,NUTS,2010,FR41,2,0.2476
2011,NUTS,2010,FR42,2,0.4618
2012,NUTS,2010,FR42,2,0.4984
2013,NUTS,2010,FR42,2,0.484
2011,NUTS,2010,FR43,2,0.6557
2012,NUTS,2010,FR43,2,0.6917
2013,NUTS,2010,FR43,2,0.6778
2011,NUTS,2010,FR5,1,0.464
2012,NUTS,2010,FR5,1,0.5028
2013,NUTS,2010,FR5,1,0.5029
2011,NUTS,2010,FR51,2,0.4493
2012,NUTS,2010,FR51,2,0.475
2013,NUTS,2010,FR51,2,0.4965
2011,NUTS,2010,FR52,2,0.6237
2012,NUTS,2010,FR52,2,0.6729
2013,NUTS,2010,FR52,2,0.6322
2011,NUTS,2010,FR53,2,0.2044
2012,NUTS,2010,FR53,2,0.2538
2013,NUTS,2010,FR53,2,0.2748
2011,NUTS,2010,FR6,1,0.8045
2012,NUTS,2010,FR6,1,0.9323
2013,NUTS,2010,FR6,1,0.9282
2011,NUTS,2010,FR61,2,0.4541
2012,NUTS,2010,FR61,2,0.4606
2013,NUTS,2010,FR61,2,0.4566
2011,NUTS,2010,FR62,2,1.3238
2012,NUTS,2010,FR62,2,1.5957
2013,NUTS,2010,FR62,2,1.5973
2011,NUTS,2010,FR63,2,0.1952
2012,NUTS,2010,FR63,2,0.2855
2013,NUTS,2010,FR63,2,0.2702
2011,NUTS,2010,FR7,1,0.8251
2012,NUTS,2010,FR7,1,0.8668
2013,NUTS,2010,FR7,1,0.9051
2011,NUTS,2010,FR71,2,0.9291
2012,NUTS,2010,FR71,2,0.9681
2013,NUTS,2010,FR71,2,1.014
2011,NUTS,2010,FR72,2,0.3203
2012,NUTS,2010,FR72,2,0.3623
2013,NUTS,2010,FR72,2,0.3577
2011,NUTS,2010,FR8,1,0.5664
2012,NUTS,2010,FR8,1,0.6545
2013,NUTS,2010,FR8,1,0.7193
2011,NUTS,2010,FR81,2,0.3322
2012,NUTS,2010,FR81,2,0.411
2013,NUTS,2010,FR81,2,0.4301
2011,NUTS,2010,FR82,2,0.7039
2012,NUTS,2010,FR82,2,0.7937
2013,NUTS,2010,FR82,2,0.8817
2011,NUTS,2010,FR83,2,0.1207
2012,NUTS,2010,FR83,2,0.0567
2013,NUTS,2010,FR83,2,0.0579
2011,NUTS,2010,FRA,1,0.0333
2012,NUTS,2010,FRA,1,0.0377
2013,NUTS,2010,FRA,1,0.05
2011,NUTS,2010,HR,0,0.083
2012,NUTS,2010,HR,0,0.0894
2013,NUTS,2010,HR,0,0.0837
2014,NUTS,2010,HR,0,0.0764
2015,NUTS,2010,HR,0,0.0829
2016,NUTS,2010,HR,0,0.1278
2017,NUTS,2010,HR,0,0.1201
2018,NUTS,2010,HR,0,0.1277
2019,NUTS,2010,HR,0,0.1573
2020,NUTS,2010,HR,0,0.1647
2011,NUTS,2010,HR0,1,0.0809
2012,NUTS,2010,HR0,1,0.0872
2013,NUTS,2010,HR0,1,0.0821
2014,NUTS,2010,HR0,1,0.0752
2015,NUTS,2010,HR0,1,0.0816
2016,NUTS,2010,HR0,1,0.126
2017,NUTS,2010,HR0,1,0.1185
2018,NUTS,2010,HR0,1,0.1257
2019,NUTS,2010,HR0,1,0.1545
2020,NUTS,2010,HR0,1,0.162
2011,NUTS,2010,HR03,2,0.0187
2012,NUTS,2010,HR03,2,0.0205
2013,NUTS,2010,HR03,2,0.0157
2014,NUTS,2010,HR03,2,0.0123
2015,NUTS,2010,HR03,2,0.016
2016,NUTS,2010,HR03,2,0.0309
2017,NUTS,2010,HR03,2,0.0276
2018,NUTS,2010,HR03,2,0.0257
2019,NUTS,2010,HR03,2,0.0344
2020,NUTS,2010,HR03,2,0.0345
2011,NUTS,2010,HR04,2,0.1095
2012,NUTS,2010,HR04,2,0.1189
2013,NUTS,2010,HR04,2,0.1134
2014,NUTS,2010,HR04,2,0.1059
2015,NUTS,2010,HR04,2,0.1129
2016,NUTS,2010,HR04,2,0.1707
2017,NUTS,2010,HR04,2,0.1628
2018,NUTS,2010,HR04,2,0.1721
2019,NUTS,2010,HR04,2,0.2111
2011,NUTS,2010,HU,0,0.3529
2012,NUTS,2010,HU,0,0.3757
2013,NUTS,2010,HU,0,0.4006
2014,NUTS,2010,HU,0,0.4057
2015,NUTS,2010,HU,0,0.3834
2016,NUTS,2010,HU,0,0.3767
2017,NUTS,2010,HU,0,0.4287
2018,NUTS,2010,HU,0,0.5228
2019,NUTS,2010,HU,0,0.5568
2011,NUTS,2010,HU1,1,0.7663
2012,NUTS,2010,HU1,1,0.8003
2013,NUTS,2010,HU1,1,0.8612
2014,NUTS,2010,HU1,1,0.9388
2015,NUTS,2010,HU1,1,0.909
2016,NUTS,2010,HU1,1,0.8773
2017,NUTS,2010,HU1,1,0.9792
2018,NUTS,2010,HU1,1,1.2073
2019,NUTS,2010,HU1,1,1.2506
2011,NUTS,2010,HU10,2,0.7663
2012,NUTS,2010,HU10,2,0.8003
2013,NUTS,2010,HU10,2,0.8612
2014,NUTS,2010,HU10,2,0.9388
2015,NUTS,2010,HU10,2,0.909
2016,NUTS,2010,HU10,2,0.8773
2017,NUTS,2010,HU11,2,1.5273
2018,NUTS,2010,HU11,2,1.8749
2019,NUTS,2010,HU11,2,1.9407
2017,NUTS,2010,HU12,2,0.1775
2018,NUTS,2010,HU12,2,0.2722
2019,NUTS,2010,HU12,2,0.2985
2011,NUTS,2010,HU2,1,0.1794
2012,NUTS,2010,HU2,1,0.2021
2013,NUTS,2010,HU2,1,0.2264
2014,NUTS,2010,HU2,1,0.1912
2015,NUTS,2010,HU2,1,0.1711
2016,NUTS,2010,HU2,1,0.1739
2017,NUTS,2010,HU2,1,0.2048
2018,NUTS,2010,HU2,1,0.2625
2019,NUTS,2010,HU2,1,0.2831
2011,NUTS,2010,HU21,2,0.2512
2012,NUTS,2010,HU21,2,0.2982
2013,NUTS,2010,HU21,2,0.3149
2014,NUTS,2010,HU21,2,0.2846
2015,NUTS,2010,HU21,2,0.2649
2016,NUTS,2010,HU21,2,0.2753
2017,NUTS,2010,HU21,2,0.3072
2018,NUTS,2010,HU21,2,0.3643
2019,NUTS,2010,HU21,2,0.3912
2011,NUTS,2010,HU22,2,0.1487
2012,NUTS,2010,HU22,2,0.1653
2013,NUTS,2010,HU22,2,0.2062
2014,NUTS,2010,HU22,2,0.1726
2015,NUTS,2010,HU22,2,0.1522
2016,NUTS,2010,HU22,2,0.1475
2017,NUTS,2010,HU22,2,0.1802
2018,NUTS,2010,HU22,2,0.2432
2019,NUTS,2010,HU22,2,0.2467
2011,NUTS,2010,HU23,2,0.1204
2012,NUTS,2010,HU23,2,0.1192
2013,NUTS,2010,HU23,2,0.1355
2014,NUTS,2010,HU23,2,0.0927
2015,NUTS,2010,HU23,2,0.0684
2016,NUTS,2010,HU23,2,0.0731
2017,NUTS,2010,HU23,2,0.0978
2018,NUTS,2010,HU23,2,0.1516
2019,NUTS,2010,HU23,2,0.1842
2011,NUTS,2010,HU3,1,0.1687
2012,NUTS,2010,HU3,1,0.1745
2013,NUTS,2010,HU3,1,0.1745
2014,NUTS,2010,HU3,1,0.1499
2015,NUTS,2010,HU3,1,0.1309
2016,NUTS,2010,HU3,1,0.1291
2017,NUTS,2010,HU3,1,0.1576
2018,NUTS,2010,HU3,1,0.176
2019,NUTS,2010,HU3,1,0.1943
2011,NUTS,2010,HU31,2,0.1495
2012,NUTS,2010,HU31,2,0.1668
2013,NUTS,2010,HU31,2,0.1609
2014,NUTS,2010,HU31,2,0.1268
2015,NUTS,2010,HU31,2,0.1129
2016,NUTS,2010,HU31,2,0.1018
2017,NUTS,2010,HU31,2,0.138
2018,NUTS,2010,HU31,2,0.1475
2019,NUTS,2010,HU31,2,0.1756
2011,NUTS,2010,HU32,2,0.1529
2012,NUTS,2010,HU32,2,0.1587
2013,NUTS,2010,HU32,2,0.144
2014,NUTS,2010,HU32,2,0.1134
2015,NUTS,2010,HU32,2,0.1136
2016,NUTS,2010,HU32,2,0.1122
2017,NUTS,2010,HU32,2,0.1337
2018,NUTS,2010,HU32,2,0.1454
2019,NUTS,2010,HU32,2,0.145
2011,NUTS,2010,HU33,2,0.2016
2012,NUTS,2010,HU33,2,0.198
2013,NUTS,2010,HU33,2,0.2195
2014,NUTS,2010,HU33,2,0.2108
