year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pps_hab_kp05_total
2008,NUTS,2010,EE,0,193.4
2009,NUTS,2010,EE,0,184.5
2010,NUTS,2010,EE,0,214.1
2011,NUTS,2010,EE,0,336.2
2012,NUTS,2010,EE,0,321.0
2013,NUTS,2010,EE,0,265.3
2014,NUTS,2010,EE,0,227.4
2015,NUTS,2010,EE,0,237.9
2016,NUTS,2010,EE,0,207.6
2017,NUTS,2010,EE,0,225.7
2018,NUTS,2010,EE,0,260.0
2019,NUTS,2010,EE,0,310.8
2020,NUTS,2010,EE,0,330.0
1998,NUTS,2010,EE0,1,47.9
1999,NUTS,2010,EE0,1,57.8
2000,NUTS,2010,EE0,1,55.5
2001,NUTS,2010,EE0,1,68.9
2002,NUTS,2010,EE0,1,75.5
2003,NUTS,2010,EE0,1,87.7
2004,NUTS,2010,EE0,1,104.3
2005,NUTS,2010,EE0,1,124.5
2006,NUTS,2010,EE0,1,166.9
2007,NUTS,2010,EE0,1,171.8
2008,NUTS,2010,EE0,1,193.4
2009,NUTS,2010,EE0,1,184.5
2010,NUTS,2010,EE0,1,214.1
2011,NUTS,2010,EE0,1,336.2
2012,NUTS,2010,EE0,1,321.0
2013,NUTS,2010,EE0,1,265.3
2014,NUTS,2010,EE0,1,227.4
2015,NUTS,2010,EE0,1,237.9
2016,NUTS,2010,EE0,1,207.6
2017,NUTS,2010,EE0,1,225.7
2018,NUTS,2010,EE0,1,260.0
2019,NUTS,2010,EE0,1,310.8
2020,NUTS,2010,EE0,1,330.0
1998,NUTS,2010,EE00,2,47.9
1999,NUTS,2010,EE00,2,57.8
2000,NUTS,2010,EE00,2,55.5
2001,NUTS,2010,EE00,2,68.9
2002,NUTS,2010,EE00,2,75.5
2003,NUTS,2010,EE00,2,87.7
2004,NUTS,2010,EE00,2,104.3
2005,NUTS,2010,EE00,2,124.5
2006,NUTS,2010,EE00,2,166.9
2007,NUTS,2010,EE00,2,171.8
2008,NUTS,2010,EE00,2,193.4
2009,NUTS,2010,EE00,2,184.5
2010,NUTS,2010,EE00,2,214.1
2011,NUTS,2010,EE00,2,336.2
2012,NUTS,2010,EE00,2,321.0
2013,NUTS,2010,EE00,2,265.3
2014,NUTS,2010,EE00,2,227.4
2015,NUTS,2010,EE00,2,237.9
2016,NUTS,2010,EE00,2,207.6
2017,NUTS,2010,EE00,2,225.7
2018,NUTS,2010,EE00,2,260.0
2019,NUTS,2010,EE00,2,310.8
2020,NUTS,2010,EE00,2,330.0
1995,NUTS,2010,EL,0,63.0
1997,NUTS,2010,EL,0,69.0
1999,NUTS,2010,EL,0,96.8
2001,NUTS,2010,EL,0,102.3
2003,NUTS,2010,EL,0,109.0
2004,NUTS,2010,EL,0,110.3
2005,NUTS,2010,EL,0,121.5
2006,NUTS,2010,EL,0,124.0
2007,NUTS,2010,EL,0,131.2
2008,NUTS,2010,EL,0,149.7
2009,NUTS,2010,EL,0,135.0
2010,NUTS,2010,EL,0,122.9
2011,NUTS,2010,EL,0,125.1
2012,NUTS,2010,EL,0,121.0
2013,NUTS,2010,EL,0,136.4
2014,NUTS,2010,EL,0,142.3
2015,NUTS,2010,EL,0,164.4
2016,NUTS,2010,EL,0,171.4
2017,NUTS,2010,EL,0,198.9
2018,NUTS,2010,EL,0,213.5
2019,NUTS,2010,EL,0,228.8
2020,NUTS,2010,EL,0,244.3
1995,NUTS,2010,EL3,1,92.6
1997,NUTS,2010,EL3,1,95.0
1999,NUTS,2010,EL3,1,141.9
2003,NUTS,2010,EL3,1,170.8
2005,NUTS,2010,EL3,1,198.9
2011,NUTS,2010,EL3,1,194.0
2013,NUTS,2010,EL3,1,214.7
2015,NUTS,2010,EL3,1,264.9
2017,NUTS,2010,EL3,1,345.9
2018,NUTS,2010,EL3,1,373.7
2019,NUTS,2010,EL3,1,400.7
1995,NUTS,2010,EL30,2,92.6
1997,NUTS,2010,EL30,2,95.0
1999,NUTS,2010,EL30,2,141.9
2003,NUTS,2010,EL30,2,170.8
2005,NUTS,2010,EL30,2,198.9
2011,NUTS,2010,EL30,2,194.0
2013,NUTS,2010,EL30,2,214.7
2015,NUTS,2010,EL30,2,264.9
2017,NUTS,2010,EL30,2,345.9
2018,NUTS,2010,EL30,2,373.7
2019,NUTS,2010,EL30,2,400.7
1995,NUTS,2010,EL4,1,61.9
1997,NUTS,2010,EL4,1,79.4
1999,NUTS,2010,EL4,1,86.8
2003,NUTS,2010,EL4,1,97.0
2005,NUTS,2010,EL4,1,111.6
2011,NUTS,2010,EL4,1,113.8
2013,NUTS,2010,EL4,1,138.2
2015,NUTS,2010,EL4,1,148.3
2017,NUTS,2010,EL4,1,139.6
2018,NUTS,2010,EL4,1,143.8
2019,NUTS,2010,EL4,1,151.9
1995,NUTS,2010,EL41,2,29.0
1997,NUTS,2010,EL41,2,44.5
1999,NUTS,2010,EL41,2,30.3
2003,NUTS,2010,EL41,2,59.0
2005,NUTS,2010,EL41,2,71.5
2011,NUTS,2010,EL41,2,71.3
2013,NUTS,2010,EL41,2,109.9
2015,NUTS,2010,EL41,2,99.6
2017,NUTS,2010,EL41,2,86.3
2018,NUTS,2010,EL41,2,83.8
2019,NUTS,2010,EL41,2,86.6
1995,NUTS,2010,EL42,2,14.7
1997,NUTS,2010,EL42,2,9.3
1999,NUTS,2010,EL42,2,9.0
2003,NUTS,2010,EL42,2,19.8
2005,NUTS,2010,EL42,2,28.1
2011,NUTS,2010,EL42,2,35.2
2013,NUTS,2010,EL42,2,45.8
2015,NUTS,2010,EL42,2,35.3
2017,NUTS,2010,EL42,2,32.9
2018,NUTS,2010,EL42,2,36.3
2019,NUTS,2010,EL42,2,45.0
1995,NUTS,2010,EL43,2,97.5
1997,NUTS,2010,EL43,2,128.1
1999,NUTS,2010,EL43,2,147.3
2003,NUTS,2010,EL43,2,152.0
2005,NUTS,2010,EL43,2,169.7
2011,NUTS,2010,EL43,2,169.3
2013,NUTS,2010,EL43,2,196.2
2015,NUTS,2010,EL43,2,223.5
2017,NUTS,2010,EL43,2,213.9
2018,NUTS,2010,EL43,2,221.6
2019,NUTS,2010,EL43,2,232.5
2011,NUTS,2010,EL5,1,92.6
2013,NUTS,2010,EL5,1,92.4
2015,NUTS,2010,EL5,1,106.2
2017,NUTS,2010,EL5,1,137.0
2018,NUTS,2010,EL5,1,136.4
2019,NUTS,2010,EL5,1,140.8
1995,NUTS,2010,EL51,2,39.9
1997,NUTS,2010,EL51,2,45.7
1999,NUTS,2010,EL51,2,62.2
2003,NUTS,2010,EL51,2,57.7
2005,NUTS,2010,EL51,2,50.3
2011,NUTS,2010,EL51,2,75.7
2013,NUTS,2010,EL51,2,72.5
2015,NUTS,2010,EL51,2,81.3
2017,NUTS,2010,EL51,2,85.7
2018,NUTS,2010,EL51,2,89.7
2019,NUTS,2010,EL51,2,95.4
1995,NUTS,2010,EL52,2,66.5
1997,NUTS,2010,EL52,2,72.8
1999,NUTS,2010,EL52,2,90.5
2003,NUTS,2010,EL52,2,99.3
2005,NUTS,2010,EL52,2,98.3
2011,NUTS,2010,EL52,2,100.4
2013,NUTS,2010,EL52,2,98.1
2015,NUTS,2010,EL52,2,111.4
2017,NUTS,2010,EL52,2,157.0
2018,NUTS,2010,EL52,2,154.9
2019,NUTS,2010,EL52,2,158.3
1995,NUTS,2010,EL53,2,25.5
1997,NUTS,2010,EL53,2,55.3
1999,NUTS,2010,EL53,2,11.6
2003,NUTS,2010,EL53,2,35.5
2005,NUTS,2010,EL53,2,20.1
2011,NUTS,2010,EL53,2,53.8
2013,NUTS,2010,EL53,2,64.8
2015,NUTS,2010,EL53,2,75.9
2017,NUTS,2010,EL53,2,55.2
2018,NUTS,2010,EL53,2,75.3
2019,NUTS,2010,EL53,2,64.2
1995,NUTS,2010,EL54,2,46.2
1997,NUTS,2010,EL54,2,66.9
1999,NUTS,2010,EL54,2,100.6
2003,NUTS,2010,EL54,2,86.0
2005,NUTS,2010,EL54,2,100.6
2011,NUTS,2010,EL54,2,110.8
2013,NUTS,2010,EL54,2,118.7
2015,NUTS,2010,EL54,2,146.8
2017,NUTS,2010,EL54,2,183.2
2018,NUTS,2010,EL54,2,165.9
2019,NUTS,2010,EL54,2,185.7
2011,NUTS,2010,EL6,1,68.4
2013,NUTS,2010,EL6,1,75.3
2015,NUTS,2010,EL6,1,97.3
2017,NUTS,2010,EL6,1,91.3
2018,NUTS,2010,EL6,1,110.0
2019,NUTS,2010,EL6,1,125.3
1995,NUTS,2010,EL61,2,20.6
1997,NUTS,2010,EL61,2,17.2
1999,NUTS,2010,EL61,2,38.3
2003,NUTS,2010,EL61,2,43.6
2005,NUTS,2010,EL61,2,46.6
2011,NUTS,2010,EL61,2,56.7
2013,NUTS,2010,EL61,2,69.4
2015,NUTS,2010,EL61,2,85.5
2017,NUTS,2010,EL61,2,86.9
2018,NUTS,2010,EL61,2,108.9
2019,NUTS,2010,EL61,2,131.5
1995,NUTS,2010,EL62,2,11.0
1997,NUTS,2010,EL62,2,24.0
1999,NUTS,2010,EL62,2,16.4
2003,NUTS,2010,EL62,2,16.7
2005,NUTS,2010,EL62,2,28.0
2011,NUTS,2010,EL62,2,29.4
2013,NUTS,2010,EL62,2,40.2
2015,NUTS,2010,EL62,2,79.1
2017,NUTS,2010,EL62,2,39.5
2018,NUTS,2010,EL62,2,56.0
2019,NUTS,2010,EL62,2,65.9
1995,NUTS,2010,EL63,2,54.4
1997,NUTS,2010,EL63,2,67.8
1999,NUTS,2010,EL63,2,105.5
2003,NUTS,2010,EL63,2,108.8
2005,NUTS,2010,EL63,2,109.6
2011,NUTS,2010,EL63,2,117.2
2013,NUTS,2010,EL63,2,119.6
2015,NUTS,2010,EL63,2,166.4
2017,NUTS,2010,EL63,2,169.0
2018,NUTS,2010,EL63,2,166.5
2019,NUTS,2010,EL63,2,181.0
1995,NUTS,2010,EL64,2,45.6
1997,NUTS,2010,EL64,2,25.3
1999,NUTS,2010,EL64,2,39.5
2003,NUTS,2010,EL64,2,13.5
2005,NUTS,2010,EL64,2,35.3
2011,NUTS,2010,EL64,2,68.5
2013,NUTS,2010,EL64,2,64.5
2015,NUTS,2010,EL64,2,79.6
2017,NUTS,2010,EL64,2,71.6
2018,NUTS,2010,EL64,2,80.3
2019,NUTS,2010,EL64,2,104.8
1995,NUTS,2010,EL65,2,13.6
1997,NUTS,2010,EL65,2,23.4
1999,NUTS,2010,EL65,2,61.7
2003,NUTS,2010,EL65,2,19.2
2005,NUTS,2010,EL65,2,49.0
2011,NUTS,2010,EL65,2,39.6
2013,NUTS,2010,EL65,2,53.8
2015,NUTS,2010,EL65,2,55.9
2017,NUTS,2010,EL65,2,44.8
2018,NUTS,2010,EL65,2,94.3
2019,NUTS,2010,EL65,2,94.9
1995,NUTS,2010,ES,0,133.6
1996,NUTS,2010,ES,0,139.5
1997,NUTS,2010,ES,0,142.3
1998,NUTS,2010,ES,0,161.3
1999,NUTS,2010,ES,0,166.0
2000,NUTS,2010,ES,0,183.2
2001,NUTS,2010,ES,0,190.6
2002,NUTS,2010,ES,0,209.7
2003,NUTS,2010,ES,0,226.0
2004,NUTS,2010,ES,0,232.9
2005,NUTS,2010,ES,0,250.6
2006,NUTS,2010,ES,0,274.8
2007,NUTS,2010,ES,0,294.8
2008,NUTS,2010,ES,0,311.6
2009,NUTS,2010,ES,0,304.8
2010,NUTS,2010,ES,0,302.8
2011,NUTS,2010,ES,0,293.3
2012,NUTS,2010,ES,0,276.4
2013,NUTS,2010,ES,0,268.0
2014,NUTS,2010,ES,0,265.9
2015,NUTS,2010,ES,0,272.0
2016,NUTS,2010,ES,0,273.0
2017,NUTS,2010,ES,0,285.3
2018,NUTS,2010,ES,0,298.7
2019,NUTS,2010,ES,0,305.3
2020,NUTS,2010,ES,0,303.3
1995,NUTS,2010,ES1,1,70.7
1996,NUTS,2010,ES1,1,72.3
1997,NUTS,2010,ES1,1,77.5
1998,NUTS,2010,ES1,1,87.7
1999,NUTS,2010,ES1,1,87.4
2000,NUTS,2010,ES1,1,108.4
2001,NUTS,2010,ES1,1,111.7
2002,NUTS,2010,ES1,1,122.6
2003,NUTS,2010,ES1,1,132.5
2004,NUTS,2010,ES1,1,135.5
2005,NUTS,2010,ES1,1,145.9
2006,NUTS,2010,ES1,1,172.9
2007,NUTS,2010,ES1,1,200.2
2008,NUTS,2010,ES1,1,209.8
2009,NUTS,2010,ES1,1,196.3
2010,NUTS,2010,ES1,1,201.7
2011,NUTS,2010,ES1,1,192.7
2012,NUTS,2010,ES1,1,176.3
2013,NUTS,2010,ES1,1,166.0
2014,NUTS,2010,ES1,1,164.8
2015,NUTS,2010,ES1,1,166.4
2016,NUTS,2010,ES1,1,169.7
2017,NUTS,2010,ES1,1,188.3
2018,NUTS,2010,ES1,1,194.0
2019,NUTS,2010,ES1,1,201.4
1995,NUTS,2010,ES11,2,64.6
1996,NUTS,2010,ES11,2,65.3
1997,NUTS,2010,ES11,2,73.7
1998,NUTS,2010,ES11,2,77.4
1999,NUTS,2010,ES11,2,81.6
2000,NUTS,2010,ES11,2,100.5
2001,NUTS,2010,ES11,2,110.9
2002,NUTS,2010,ES11,2,130.0
2003,NUTS,2010,ES11,2,143.8
2004,NUTS,2010,ES11,2,149.7
2005,NUTS,2010,ES11,2,158.5
2006,NUTS,2010,ES11,2,168.5
2007,NUTS,2010,ES11,2,200.6
2008,NUTS,2010,ES11,2,205.2
2009,NUTS,2010,ES11,2,183.0
2010,NUTS,2010,ES11,2,185.0
2011,NUTS,2010,ES11,2,183.2
2012,NUTS,2010,ES11,2,170.1
2013,NUTS,2010,ES11,2,163.3
2014,NUTS,2010,ES11,2,167.6
2015,NUTS,2010,ES11,2,174.3
2016,NUTS,2010,ES11,2,177.2
2017,NUTS,2010,ES11,2,199.2
2018,NUTS,2010,ES11,2,203.8
2019,NUTS,2010,ES11,2,213.7
1995,NUTS,2010,ES12,2,79.2
1996,NUTS,2010,ES12,2,84.8
1997,NUTS,2010,ES12,2,79.8
1998,NUTS,2010,ES12,2,87.3
1999,NUTS,2010,ES12,2,93.0
2000,NUTS,2010,ES12,2,139.0
2001,NUTS,2010,ES12,2,115.8
2002,NUTS,2010,ES12,2,111.2
2003,NUTS,2010,ES12,2,122.4
2004,NUTS,2010,ES12,2,121.3
2005,NUTS,2010,ES12,2,138.0
2006,NUTS,2010,ES12,2,181.0
2007,NUTS,2010,ES12,2,196.7
2008,NUTS,2010,ES12,2,207.5
2009,NUTS,2010,ES12,2,203.1
2010,NUTS,2010,ES12,2,213.3
2011,NUTS,2010,ES12,2,195.7
2012,NUTS,2010,ES12,2,176.2
2013,NUTS,2010,ES12,2,165.6
2014,NUTS,2010,ES12,2,156.3
2015,NUTS,2010,ES12,2,145.3
2016,NUTS,2010,ES12,2,147.9
2017,NUTS,2010,ES12,2,167.0
2018,NUTS,2010,ES12,2,170.6
2019,NUTS,2010,ES12,2,176.5
1995,NUTS,2010,ES13,2,84.8
1996,NUTS,2010,ES13,2,82.6
1997,NUTS,2010,ES13,2,92.8
1998,NUTS,2010,ES13,2,141.3
1999,NUTS,2010,ES13,2,105.7
2000,NUTS,2010,ES13,2,87.4
2001,NUTS,2010,ES13,2,107.9
2002,NUTS,2010,ES13,2,107.7
2003,NUTS,2010,ES13,2,93.5
2004,NUTS,2010,ES13,2,93.4
2005,NUTS,2010,ES13,2,98.9
2006,NUTS,2010,ES13,2,179.0
2007,NUTS,2010,ES13,2,204.6
2008,NUTS,2010,ES13,2,236.0
2009,NUTS,2010,ES13,2,246.4
2010,NUTS,2010,ES13,2,258.8
2011,NUTS,2010,ES13,2,231.6
2012,NUTS,2010,ES13,2,205.8
2013,NUTS,2010,ES13,2,179.5
2014,NUTS,2010,ES13,2,167.1
2015,NUTS,2010,ES13,2,168.8
2016,NUTS,2010,ES13,2,174.0
2017,NUTS,2010,ES13,2,176.9
2018,NUTS,2010,ES13,2,189.3
2019,NUTS,2010,ES13,2,188.3
1995,NUTS,2010,ES2,1,173.3
1996,NUTS,2010,ES2,1,181.0
1997,NUTS,2010,ES2,1,178.5
1998,NUTS,2010,ES2,1,211.0
1999,NUTS,2010,ES2,1,215.3
2000,NUTS,2010,ES2,1,225.9
2001,NUTS,2010,ES2,1,253.7
2002,NUTS,2010,ES2,1,261.5
2003,NUTS,2010,ES2,1,290.3
2004,NUTS,2010,ES2,1,330.8
2005,NUTS,2010,ES2,1,338.4
2006,NUTS,2010,ES2,1,384.7
2007,NUTS,2010,ES2,1,441.1
2008,NUTS,2010,ES2,1,468.3
2009,NUTS,2010,ES2,1,474.4
2010,NUTS,2010,ES2,1,459.2
2011,NUTS,2010,ES2,1,470.1
2012,NUTS,2010,ES2,1,464.9
2013,NUTS,2010,ES2,1,431.4
2014,NUTS,2010,ES2,1,431.8
2015,NUTS,2010,ES2,1,419.5
2016,NUTS,2010,ES2,1,429.1
2017,NUTS,2010,ES2,1,443.0
2018,NUTS,2010,ES2,1,463.0
2019,NUTS,2010,ES2,1,465.3
1995,NUTS,2010,ES21,2,228.2
1996,NUTS,2010,ES21,2,243.4
1997,NUTS,2010,ES21,2,240.6
1998,NUTS,2010,ES21,2,272.3
1999,NUTS,2010,ES21,2,265.7
2000,NUTS,2010,ES21,2,285.7
2001,NUTS,2010,ES21,2,335.3
2002,NUTS,2010,ES21,2,334.0
2003,NUTS,2010,ES21,2,366.8
2004,NUTS,2010,ES21,2,410.0
2005,NUTS,2010,ES21,2,417.1
2006,NUTS,2010,ES21,2,461.5
2007,NUTS,2010,ES21,2,562.0
2008,NUTS,2010,ES21,2,603.1
2009,NUTS,2010,ES21,2,598.8
2010,NUTS,2010,ES21,2,578.0
2011,NUTS,2010,ES21,2,617.7
2012,NUTS,2010,ES21,2,632.9
2013,NUTS,2010,ES21,2,587.2
2014,NUTS,2010,ES21,2,581.4
2015,NUTS,2010,ES21,2,562.3
2016,NUTS,2010,ES21,2,575.8
2017,NUTS,2010,ES21,2,588.4
2018,NUTS,2010,ES21,2,623.2
2019,NUTS,2010,ES21,2,622.9
1995,NUTS,2010,ES22,2,155.4
1996,NUTS,2010,ES22,2,162.2
1997,NUTS,2010,ES22,2,163.7
1998,NUTS,2010,ES22,2,193.8
1999,NUTS,2010,ES22,2,224.0
2000,NUTS,2010,ES22,2,223.7
2001,NUTS,2010,ES22,2,257.2
2002,NUTS,2010,ES22,2,280.9
2003,NUTS,2010,ES22,2,360.7
2004,NUTS,2010,ES22,2,493.8
2005,NUTS,2010,ES22,2,469.8
2006,NUTS,2010,ES22,2,547.9
2007,NUTS,2010,ES22,2,548.1
2008,NUTS,2010,ES22,2,562.9
2009,NUTS,2010,ES22,2,598.1
2010,NUTS,2010,ES22,2,557.5
2011,NUTS,2010,ES22,2,581.5
2012,NUTS,2010,ES22,2,523.4
2013,NUTS,2010,ES22,2,477.7
2014,NUTS,2010,ES22,2,475.4
2015,NUTS,2010,ES22,2,452.2
2016,NUTS,2010,ES22,2,463.5
2017,NUTS,2010,ES22,2,505.6
2018,NUTS,2010,ES22,2,498.1
2019,NUTS,2010,ES22,2,504.1
1995,NUTS,2010,ES23,2,65.4
1996,NUTS,2010,ES23,2,71.7
1997,NUTS,2010,ES23,2,74.5
1998,NUTS,2010,ES23,2,101.0
1999,NUTS,2010,ES23,2,99.7
2000,NUTS,2010,ES23,2,129.6
2001,NUTS,2010,ES23,2,105.0
2002,NUTS,2010,ES23,2,126.9
2003,NUTS,2010,ES23,2,149.6
2004,NUTS,2010,ES23,2,156.8
2005,NUTS,2010,ES23,2,157.8
2006,NUTS,2010,ES23,2,254.0
2007,NUTS,2010,ES23,2,289.7
2008,NUTS,2010,ES23,2,247.9
2009,NUTS,2010,ES23,2,257.5
2010,NUTS,2010,ES23,2,256.0
2011,NUTS,2010,ES23,2,246.1
2012,NUTS,2010,ES23,2,208.6
2013,NUTS,2010,ES23,2,185.1
2014,NUTS,2010,ES23,2,218.4
2015,NUTS,2010,ES23,2,217.2
2016,NUTS,2010,ES23,2,204.8
2017,NUTS,2010,ES23,2,223.4
2018,NUTS,2010,ES23,2,208.6
2019,NUTS,2010,ES23,2,199.6
1995,NUTS,2010,ES24,2,109.1
1996,NUTS,2010,ES24,2,104.9
1997,NUTS,2010,ES24,2,100.2
1998,NUTS,2010,ES24,2,137.1
1999,NUTS,2010,ES24,2,149.8
2000,NUTS,2010,ES24,2,144.9
2001,NUTS,2010,ES24,2,144.6
2002,NUTS,2010,ES24,2,158.5
2003,NUTS,2010,ES24,2,159.6
2004,NUTS,2010,ES24,2,161.1
2005,NUTS,2010,ES24,2,187.6
2006,NUTS,2010,ES24,2,211.7
2007,NUTS,2010,ES24,2,227.0
2008,NUTS,2010,ES24,2,257.3
2009,NUTS,2010,ES24,2,267.0
2010,NUTS,2010,ES24,2,268.7
2011,NUTS,2010,ES24,2,231.2
2012,NUTS,2010,ES24,2,224.9
2013,NUTS,2010,ES24,2,214.4
2014,NUTS,2010,ES24,2,217.9
2015,NUTS,2010,ES24,2,218.4
2016,NUTS,2010,ES24,2,224.8
2017,NUTS,2010,ES24,2,224.5
2018,NUTS,2010,ES24,2,241.4
2019,NUTS,2010,ES24,2,250.2
1995,NUTS,2010,ES3,1,351.7
1996,NUTS,2010,ES3,1,358.6
1997,NUTS,2010,ES3,1,352.5
1998,NUTS,2010,ES3,1,381.5
1999,NUTS,2010,ES3,1,402.8
2000,NUTS,2010,ES3,1,426.1
2001,NUTS,2010,ES3,1,456.9
2002,NUTS,2010,ES3,1,497.3
2003,NUTS,2010,ES3,1,478.8
2004,NUTS,2010,ES3,1,470.2
2005,NUTS,2010,ES3,1,528.5
2006,NUTS,2010,ES3,1,587.2
2007,NUTS,2010,ES3,1,583.9
2008,NUTS,2010,ES3,1,605.0
2009,NUTS,2010,ES3,1,595.6
2010,NUTS,2010,ES3,1,583.6
2011,NUTS,2010,ES3,1,568.0
2012,NUTS,2010,ES3,1,516.3
2013,NUTS,2010,ES3,1,515.3
2014,NUTS,2010,ES3,1,500.9
2015,NUTS,2010,ES3,1,523.0
2016,NUTS,2010,ES3,1,521.7
2017,NUTS,2010,ES3,1,538.5
2018,NUTS,2010,ES3,1,558.5
2019,NUTS,2010,ES3,1,568.3
1995,NUTS,2010,ES30,2,351.7
1996,NUTS,2010,ES30,2,358.6
1997,NUTS,2010,ES30,2,352.5
1998,NUTS,2010,ES30,2,381.5
1999,NUTS,2010,ES30,2,402.8
2000,NUTS,2010,ES30,2,426.1
2001,NUTS,2010,ES30,2,456.9
2002,NUTS,2010,ES30,2,497.3
2003,NUTS,2010,ES30,2,478.8
2004,NUTS,2010,ES30,2,470.2
2005,NUTS,2010,ES30,2,528.5
2006,NUTS,2010,ES30,2,587.2
2007,NUTS,2010,ES30,2,583.9
2008,NUTS,2010,ES30,2,605.0
2009,NUTS,2010,ES30,2,595.6
2010,NUTS,2010,ES30,2,583.6
2011,NUTS,2010,ES30,2,568.0
2012,NUTS,2010,ES30,2,516.3
2013,NUTS,2010,ES30,2,515.3
2014,NUTS,2010,ES30,2,500.9
2015,NUTS,2010,ES30,2,523.0
2016,NUTS,2010,ES30,2,521.7
2017,NUTS,2010,ES30,2,538.5
2018,NUTS,2010,ES30,2,558.5
2019,NUTS,2010,ES30,2,568.3
1995,NUTS,2010,ES4,1,62.7
1996,NUTS,2010,ES4,1,65.2
1997,NUTS,2010,ES4,1,73.0
1998,NUTS,2010,ES4,1,74.6
1999,NUTS,2010,ES4,1,77.6
2000,NUTS,2010,ES4,1,97.8
2001,NUTS,2010,ES4,1,102.5
2002,NUTS,2010,ES4,1,112.1
2003,NUTS,2010,ES4,1,120.7
2004,NUTS,2010,ES4,1,123.1
2005,NUTS,2010,ES4,1,130.7
2006,NUTS,2010,ES4,1,146.3
2007,NUTS,2010,ES4,1,171.3
2008,NUTS,2010,ES4,1,198.6
2009,NUTS,2010,ES4,1,173.0
2010,NUTS,2010,ES4,1,170.9
2011,NUTS,2010,ES4,1,164.2
2012,NUTS,2010,ES4,1,164.1
2013,NUTS,2010,ES4,1,145.2
2014,NUTS,2010,ES4,1,142.3
2015,NUTS,2010,ES4,1,145.8
2016,NUTS,2010,ES4,1,159.0
2017,NUTS,2010,ES4,1,174.4
2018,NUTS,2010,ES4,1,186.4
2019,NUTS,2010,ES4,1,199.3
1995,NUTS,2010,ES41,2,79.4
1996,NUTS,2010,ES41,2,82.7
1997,NUTS,2010,ES41,2,84.5
1998,NUTS,2010,ES41,2,87.3
1999,NUTS,2010,ES41,2,108.9
2000,NUTS,2010,ES41,2,116.8
2001,NUTS,2010,ES41,2,149.6
2002,NUTS,2010,ES41,2,154.8
2003,NUTS,2010,ES41,2,171.4
2004,NUTS,2010,ES41,2,189.6
2005,NUTS,2010,ES41,2,187.1
2006,NUTS,2010,ES41,2,209.8
2007,NUTS,2010,ES41,2,244.3
2008,NUTS,2010,ES41,2,281.7
2009,NUTS,2010,ES41,2,238.6
2010,NUTS,2010,ES41,2,230.4
2011,NUTS,2010,ES41,2,217.8
2012,NUTS,2010,ES41,2,235.1
2013,NUTS,2010,ES41,2,202.9
2014,NUTS,2010,ES41,2,203.6
2015,NUTS,2010,ES41,2,207.5
2016,NUTS,2010,ES41,2,236.5
2017,NUTS,2010,ES41,2,264.7
2018,NUTS,2010,ES41,2,294.1
2019,NUTS,2010,ES41,2,306.2
1995,NUTS,2010,ES42,2,58.5
1996,NUTS,2010,ES42,2,56.4
1997,NUTS,2010,ES42,2,74.1
1998,NUTS,2010,ES42,2,71.6
1999,NUTS,2010,ES42,2,50.3
2000,NUTS,2010,ES42,2,88.2
2001,NUTS,2010,ES42,2,51.3
2002,NUTS,2010,ES42,2,71.4
2003,NUTS,2010,ES42,2,71.1
2004,NUTS,2010,ES42,2,70.4
2005,NUTS,2010,ES42,2,71.9
2006,NUTS,2010,ES42,2,83.1
2007,NUTS,2010,ES42,2,107.4
2008,NUTS,2010,ES42,2,126.6
2009,NUTS,2010,ES42,2,111.3
2010,NUTS,2010,ES42,2,118.1
2011,NUTS,2010,ES42,2,119.3
2012,NUTS,2010,ES42,2,105.8
2013,NUTS,2010,ES42,2,92.6
2014,NUTS,2010,ES42,2,89.7
2015,NUTS,2010,ES42,2,94.4
2016,NUTS,2010,ES42,2,100.8
2017,NUTS,2010,ES42,2,105.9
2018,NUTS,2010,ES42,2,100.5
2019,NUTS,2010,ES42,2,114.4
1995,NUTS,2010,ES43,2,29.9
1996,NUTS,2010,ES43,2,37.9
1997,NUTS,2010,ES43,2,43.9
1998,NUTS,2010,ES43,2,49.8
1999,NUTS,2010,ES43,2,48.8
2000,NUTS,2010,ES43,2,69.1
2001,NUTS,2010,ES43,2,77.9
2002,NUTS,2010,ES43,2,80.7
2003,NUTS,2010,ES43,2,86.8
2004,NUTS,2010,ES43,2,59.2
2005,NUTS,2010,ES43,2,102.7
2006,NUTS,2010,ES43,2,111.7
2007,NUTS,2010,ES43,2,118.0
2008,NUTS,2010,ES43,2,138.9
2009,NUTS,2010,ES43,2,136.6
2010,NUTS,2010,ES43,2,133.2
2011,NUTS,2010,ES43,2,125.9
2012,NUTS,2010,ES43,2,112.4
2013,NUTS,2010,ES43,2,113.3
2014,NUTS,2010,ES43,2,102.1
2015,NUTS,2010,ES43,2,102.8
2016,NUTS,2010,ES43,2,93.4
2017,NUTS,2010,ES43,2,99.9
2018,NUTS,2010,ES43,2,106.3
2019,NUTS,2010,ES43,2,120.1
1995,NUTS,2010,ES5,1,133.3
1996,NUTS,2010,ES5,1,142.3
1997,NUTS,2010,ES5,1,149.4
1998,NUTS,2010,ES5,1,176.5
1999,NUTS,2010,ES5,1,179.7
2000,NUTS,2010,ES5,1,199.8
2001,NUTS,2010,ES5,1,200.7
2002,NUTS,2010,ES5,1,232.7
