year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_f_pc_emp_hc
2017,NUTS,2010,PL41,2,0.7314
2018,NUTS,2010,PL41,2,0.7365
2019,NUTS,2010,PL41,2,0.6584
2012,NUTS,2010,PL42,2,0.5275
2013,NUTS,2010,PL42,2,0.5162
2014,NUTS,2010,PL42,2,0.5455
2015,NUTS,2010,PL42,2,0.5565
2016,NUTS,2010,PL42,2,0.4848
2017,NUTS,2010,PL42,2,0.7425
2019,NUTS,2010,PL42,2,0.6089
2012,NUTS,2010,PL43,2,0.2114
2013,NUTS,2010,PL43,2,0.2142
2014,NUTS,2010,PL43,2,0.2266
2015,NUTS,2010,PL43,2,0.2244
2016,NUTS,2010,PL43,2,0.2077
2017,NUTS,2010,PL43,2,0.3453
2019,NUTS,2010,PL43,2,0.296
2011,NUTS,2010,PL5,1,0.5194
2012,NUTS,2010,PL5,1,0.5311
2013,NUTS,2010,PL5,1,0.5976
2014,NUTS,2010,PL5,1,0.5718
2015,NUTS,2010,PL5,1,0.5718
2016,NUTS,2010,PL5,1,0.5976
2017,NUTS,2010,PL5,1,0.8856
2018,NUTS,2010,PL5,1,0.858
2019,NUTS,2010,PL5,1,0.872
2011,NUTS,2010,PL51,2,0.574
2012,NUTS,2010,PL51,2,0.5909
2013,NUTS,2010,PL51,2,0.6704
2014,NUTS,2010,PL51,2,0.6429
2015,NUTS,2010,PL51,2,0.6522
2016,NUTS,2010,PL51,2,0.6673
2017,NUTS,2010,PL51,2,0.9986
2018,NUTS,2010,PL51,2,0.9913
2019,NUTS,2010,PL51,2,1.0045
2011,NUTS,2010,PL52,2,0.3433
2012,NUTS,2010,PL52,2,0.3423
2013,NUTS,2010,PL52,2,0.3689
2014,NUTS,2010,PL52,2,0.3575
2015,NUTS,2010,PL52,2,0.3386
2016,NUTS,2010,PL52,2,0.3696
2017,NUTS,2010,PL52,2,0.5179
2018,NUTS,2010,PL52,2,0.4291
2019,NUTS,2010,PL52,2,0.4178
2011,NUTS,2010,PL6,1,0.513
2012,NUTS,2010,PL6,1,0.5037
2013,NUTS,2010,PL6,1,0.5152
2014,NUTS,2010,PL6,1,0.5245
2015,NUTS,2010,PL6,1,0.4882
2016,NUTS,2010,PL6,1,0.5367
2017,NUTS,2010,PL6,1,0.8184
2018,NUTS,2010,PL6,1,0.8166
2019,NUTS,2010,PL6,1,0.8623
2011,NUTS,2010,PL61,2,0.442
2012,NUTS,2010,PL61,2,0.4409
2013,NUTS,2010,PL61,2,0.4517
2014,NUTS,2010,PL61,2,0.4614
2015,NUTS,2010,PL61,2,0.4329
2016,NUTS,2010,PL61,2,0.449
2017,NUTS,2010,PL61,2,0.903
2012,NUTS,2010,PL62,2,0.4152
2013,NUTS,2010,PL62,2,0.4063
2014,NUTS,2010,PL62,2,0.4346
2015,NUTS,2010,PL62,2,0.4099
2016,NUTS,2010,PL62,2,0.4582
2017,NUTS,2010,PL62,2,0.5916
2012,NUTS,2010,PL63,2,0.6114
2013,NUTS,2010,PL63,2,0.6321
2014,NUTS,2010,PL63,2,0.6314
2015,NUTS,2010,PL63,2,0.5786
2016,NUTS,2010,PL63,2,0.6549
2017,NUTS,2010,PL63,2,0.8689
2018,NUTS,2010,PL63,2,0.9894
2019,NUTS,2010,PL63,2,1.0018
2016,NUTS,2010,PL7,1,0.5481
2017,NUTS,2010,PL7,1,0.8111
2018,NUTS,2010,PL7,1,0.773
2019,NUTS,2010,PL7,1,0.7655
2016,NUTS,2010,PL71,2,0.6778
2017,NUTS,2010,PL71,2,0.9777
2019,NUTS,2010,PL71,2,0.9179
2016,NUTS,2010,PL72,2,0.2559
2017,NUTS,2010,PL72,2,0.4385
2019,NUTS,2010,PL72,2,0.4344
2016,NUTS,2010,PL8,1,0.5594
2017,NUTS,2010,PL8,1,0.7476
2018,NUTS,2010,PL8,1,0.841
2019,NUTS,2010,PL8,1,0.773
2016,NUTS,2010,PL81,2,0.7026
2017,NUTS,2010,PL81,2,1.0341
2018,NUTS,2010,PL81,2,1.2223
2019,NUTS,2010,PL81,2,1.0196
2016,NUTS,2010,PL82,2,0.4263
2017,NUTS,2010,PL82,2,0.4556
2018,NUTS,2010,PL82,2,0.4496
2019,NUTS,2010,PL82,2,0.4868
2016,NUTS,2010,PL84,2,0.527
2017,NUTS,2010,PL84,2,0.7404
2018,NUTS,2010,PL84,2,0.8161
2019,NUTS,2010,PL84,2,0.8131
2016,NUTS,2010,PL9,1,1.0991
2017,NUTS,2010,PL9,1,1.742
2018,NUTS,2010,PL9,1,1.726
2019,NUTS,2010,PL9,1,1.7241
2016,NUTS,2010,PL91,2,1.8054
2017,NUTS,2010,PL91,2,2.8583
2018,NUTS,2010,PL91,2,2.7156
2019,NUTS,2010,PL91,2,2.6514
2016,NUTS,2010,PL92,2,0.1035
2017,NUTS,2010,PL92,2,0.1526
2018,NUTS,2010,PL92,2,0.2006
2019,NUTS,2010,PL92,2,0.1707
2011,NUTS,2010,PT,0,1.7462
2012,NUTS,2010,PT,0,1.8338
2013,NUTS,2010,PT,0,1.794
2014,NUTS,2010,PT,0,1.7028
2015,NUTS,2010,PT,0,1.7084
2016,NUTS,2010,PT,0,1.7492
2017,NUTS,2010,PT,0,1.7762
2018,NUTS,2010,PT,0,1.8315
2019,NUTS,2010,PT,0,1.8836
2020,NUTS,2010,PT,0,1.9597
2011,NUTS,2010,PT1,1,1.6587
2012,NUTS,2010,PT1,1,1.7365
2013,NUTS,2010,PT1,1,1.7213
2014,NUTS,2010,PT1,1,1.6554
2015,NUTS,2010,PT1,1,1.6731
2016,NUTS,2010,PT1,1,1.7216
2017,NUTS,2010,PT1,1,1.7516
2018,NUTS,2010,PT1,1,1.8088
2019,NUTS,2010,PT1,1,1.8596
2020,NUTS,2010,PT1,1,1.9421
2011,NUTS,2010,PT11,2,1.4119
2012,NUTS,2010,PT11,2,1.4482
2013,NUTS,2010,PT11,2,1.6649
2014,NUTS,2010,PT11,2,1.531
2015,NUTS,2010,PT11,2,1.5774
2016,NUTS,2010,PT11,2,1.5728
2017,NUTS,2010,PT11,2,1.6061
2018,NUTS,2010,PT11,2,1.653
2019,NUTS,2010,PT11,2,1.7384
2020,NUTS,2010,PT11,2,1.8288
2011,NUTS,2010,PT15,2,0.9093
2012,NUTS,2010,PT15,2,0.875
2013,NUTS,2010,PT15,2,0.7788
2014,NUTS,2010,PT15,2,0.7063
2015,NUTS,2010,PT15,2,0.729
2016,NUTS,2010,PT15,2,0.6843
2017,NUTS,2010,PT15,2,0.6093
2018,NUTS,2010,PT15,2,0.6724
2019,NUTS,2010,PT15,2,0.7534
2020,NUTS,2010,PT15,2,0.8178
2011,NUTS,2010,PT16,2,1.4014
2012,NUTS,2010,PT16,2,1.4117
2013,NUTS,2010,PT16,2,1.2746
2014,NUTS,2010,PT16,2,1.2967
2015,NUTS,2010,PT16,2,1.3054
2016,NUTS,2010,PT16,2,1.3966
2017,NUTS,2010,PT16,2,1.4707
2018,NUTS,2010,PT16,2,1.5577
2019,NUTS,2010,PT16,2,1.6164
2020,NUTS,2010,PT16,2,1.6672
2011,NUTS,2010,PT17,2,2.5438
2012,NUTS,2010,PT17,2,2.7485
2013,NUTS,2010,PT17,2,2.5939
2014,NUTS,2010,PT17,2,2.4972
2015,NUTS,2010,PT17,2,2.4683
2016,NUTS,2010,PT17,2,2.5361
2017,NUTS,2010,PT17,2,2.5618
2018,NUTS,2010,PT17,2,2.6054
2019,NUTS,2010,PT17,2,2.5955
2020,NUTS,2010,PT17,2,2.7093
2011,NUTS,2010,PT18,2,0.6437
2012,NUTS,2010,PT18,2,0.7513
2013,NUTS,2010,PT18,2,0.6513
2014,NUTS,2010,PT18,2,0.6464
2015,NUTS,2010,PT18,2,0.6892
2016,NUTS,2010,PT18,2,0.7796
2017,NUTS,2010,PT18,2,0.7931
2018,NUTS,2010,PT18,2,0.8354
2019,NUTS,2010,PT18,2,0.871
2020,NUTS,2010,PT18,2,0.8832
2011,NUTS,2010,PT2,1,0.6083
2012,NUTS,2010,PT2,1,0.7117
2013,NUTS,2010,PT2,1,0.5
2014,NUTS,2010,PT2,1,0.5695
2015,NUTS,2010,PT2,1,0.4969
2016,NUTS,2010,PT2,1,0.5321
2017,NUTS,2010,PT2,1,0.5212
2018,NUTS,2010,PT2,1,0.4862
2019,NUTS,2010,PT2,1,0.4442
2020,NUTS,2010,PT2,1,0.52
2011,NUTS,2010,PT20,2,0.6083
2012,NUTS,2010,PT20,2,0.7117
2013,NUTS,2010,PT20,2,0.5
2014,NUTS,2010,PT20,2,0.5695
2015,NUTS,2010,PT20,2,0.4969
2016,NUTS,2010,PT20,2,0.5321
2017,NUTS,2010,PT20,2,0.5212
2018,NUTS,2010,PT20,2,0.4862
2019,NUTS,2010,PT20,2,0.4442
2020,NUTS,2010,PT20,2,0.52
2011,NUTS,2010,PT3,1,0.4838
2012,NUTS,2010,PT3,1,0.3636
2013,NUTS,2010,PT3,1,0.3474
2014,NUTS,2010,PT3,1,0.3672
2015,NUTS,2010,PT3,1,0.4035
2016,NUTS,2010,PT3,1,0.4203
2017,NUTS,2010,PT3,1,0.4623
2018,NUTS,2010,PT3,1,0.4863
2019,NUTS,2010,PT3,1,0.4595
2020,NUTS,2010,PT3,1,0.4778
2011,NUTS,2010,PT30,2,0.4838
2012,NUTS,2010,PT30,2,0.3636
2013,NUTS,2010,PT30,2,0.3474
2014,NUTS,2010,PT30,2,0.3672
2015,NUTS,2010,PT30,2,0.4035
2016,NUTS,2010,PT30,2,0.4203
2017,NUTS,2010,PT30,2,0.4623
2018,NUTS,2010,PT30,2,0.4863
2019,NUTS,2010,PT30,2,0.4595
2020,NUTS,2010,PT30,2,0.4778
2011,NUTS,2010,RO,0,0.3871
2012,NUTS,2010,RO,0,0.4129
2013,NUTS,2010,RO,0,0.4172
2014,NUTS,2010,RO,0,0.4143
2015,NUTS,2010,RO,0,0.4076
2016,NUTS,2010,RO,0,0.4078
2017,NUTS,2010,RO,0,0.3949
2018,NUTS,2010,RO,0,0.3952
2019,NUTS,2010,RO,0,0.3951
2011,NUTS,2010,RO1,1,0.2344
2012,NUTS,2010,RO1,1,0.2073
2013,NUTS,2010,RO1,1,0.183
2014,NUTS,2010,RO1,1,0.2227
2015,NUTS,2010,RO1,1,0.2096
2016,NUTS,2010,RO1,1,0.208
2017,NUTS,2010,RO1,1,0.1961
2018,NUTS,2010,RO1,1,0.1982
2019,NUTS,2010,RO1,1,0.2143
2011,NUTS,2010,RO11,2,0.2422
2012,NUTS,2010,RO11,2,0.2034
2013,NUTS,2010,RO11,2,0.1821
2014,NUTS,2010,RO11,2,0.214
2015,NUTS,2010,RO11,2,0.2103
2016,NUTS,2010,RO11,2,0.2114
2017,NUTS,2010,RO11,2,0.2041
2018,NUTS,2010,RO11,2,0.2019
2019,NUTS,2010,RO11,2,0.2326
2011,NUTS,2010,RO12,2,0.224
2012,NUTS,2010,RO12,2,0.2128
2013,NUTS,2010,RO12,2,0.1842
2014,NUTS,2010,RO12,2,0.2349
2015,NUTS,2010,RO12,2,0.2087
2016,NUTS,2010,RO12,2,0.2037
2017,NUTS,2010,RO12,2,0.1857
2018,NUTS,2010,RO12,2,0.1931
2019,NUTS,2010,RO12,2,0.1898
2011,NUTS,2010,RO2,1,0.1763
2012,NUTS,2010,RO2,1,0.1851
2013,NUTS,2010,RO2,1,0.1968
2014,NUTS,2010,RO2,1,0.1954
2015,NUTS,2010,RO2,1,0.2088
2016,NUTS,2010,RO2,1,0.2035
2017,NUTS,2010,RO2,1,0.2033
2018,NUTS,2010,RO2,1,0.2113
2019,NUTS,2010,RO2,1,0.216
2011,NUTS,2010,RO21,2,0.2095
2012,NUTS,2010,RO21,2,0.2126
2013,NUTS,2010,RO21,2,0.2382
2014,NUTS,2010,RO21,2,0.2234
2015,NUTS,2010,RO21,2,0.2357
2016,NUTS,2010,RO21,2,0.2211
2017,NUTS,2010,RO21,2,0.2107
2018,NUTS,2010,RO21,2,0.1977
2019,NUTS,2010,RO21,2,0.2175
2011,NUTS,2010,RO22,2,0.1208
2012,NUTS,2010,RO22,2,0.1377
2013,NUTS,2010,RO22,2,0.1227
2014,NUTS,2010,RO22,2,0.1418
2015,NUTS,2010,RO22,2,0.1587
2016,NUTS,2010,RO22,2,0.1712
2017,NUTS,2010,RO22,2,0.19
2018,NUTS,2010,RO22,2,0.2363
2019,NUTS,2010,RO22,2,0.2133
2011,NUTS,2010,RO3,1,0.5701
2012,NUTS,2010,RO3,1,0.6382
2013,NUTS,2010,RO3,1,0.637
2014,NUTS,2010,RO3,1,0.6401
2015,NUTS,2010,RO3,1,0.6283
2016,NUTS,2010,RO3,1,0.6625
2017,NUTS,2010,RO3,1,0.6332
2018,NUTS,2010,RO3,1,0.646
2019,NUTS,2010,RO3,1,0.6361
2011,NUTS,2010,RO31,2,0.111
2012,NUTS,2010,RO31,2,0.1373
2013,NUTS,2010,RO31,2,0.1711
2014,NUTS,2010,RO31,2,0.1605
2015,NUTS,2010,RO31,2,0.1288
2016,NUTS,2010,RO31,2,0.141
2017,NUTS,2010,RO31,2,0.1191
2018,NUTS,2010,RO31,2,0.1152
2019,NUTS,2010,RO31,2,0.1175
2011,NUTS,2010,RO32,2,1.0566
2012,NUTS,2010,RO32,2,1.1925
2013,NUTS,2010,RO32,2,1.1714
2014,NUTS,2010,RO32,2,1.1887
2015,NUTS,2010,RO32,2,1.1524
2016,NUTS,2010,RO32,2,1.1703
2017,NUTS,2010,RO32,2,1.154
2018,NUTS,2010,RO32,2,1.1752
2019,NUTS,2010,RO32,2,1.1295
2011,NUTS,2010,RO4,1,0.2334
2012,NUTS,2010,RO4,1,0.258
2013,NUTS,2010,RO4,1,0.2919
2014,NUTS,2010,RO4,1,0.2397
2015,NUTS,2010,RO4,1,0.2867
2016,NUTS,2010,RO4,1,0.2806
2017,NUTS,2010,RO4,1,0.274
2018,NUTS,2010,RO4,1,0.2349
2019,NUTS,2010,RO4,1,0.2396
2011,NUTS,2010,RO41,2,0.1872
2012,NUTS,2010,RO41,2,0.1733
2013,NUTS,2010,RO41,2,0.1908
2014,NUTS,2010,RO41,2,0.1854
2015,NUTS,2010,RO41,2,0.2326
2016,NUTS,2010,RO41,2,0.2393
2017,NUTS,2010,RO41,2,0.2213
2018,NUTS,2010,RO41,2,0.1346
2019,NUTS,2010,RO41,2,0.139
2011,NUTS,2010,RO42,2,0.2938
2012,NUTS,2010,RO42,2,0.3728
2013,NUTS,2010,RO42,2,0.4175
2014,NUTS,2010,RO42,2,0.3095
2015,NUTS,2010,RO42,2,0.3501
2016,NUTS,2010,RO42,2,0.3281
2017,NUTS,2010,RO42,2,0.3361
2018,NUTS,2010,RO42,2,0.3568
2019,NUTS,2010,RO42,2,0.3568
2011,NUTS,2010,RS,0,0.7206
2012,NUTS,2010,RS,0,0.7164
2013,NUTS,2010,RS,0,0.7753
2014,NUTS,2010,RS,0,0.7292
2015,NUTS,2010,RS,0,0.7787
2016,NUTS,2010,RS,0,0.7322
2017,NUTS,2010,RS,0,0.7129
2018,NUTS,2010,RS,0,0.7249
2019,NUTS,2010,RS,0,0.7213
2020,NUTS,2010,RS,0,0.7478
2018,NUTS,2010,RS1,1,1.0155
2019,NUTS,2010,RS1,1,1.0164
2020,NUTS,2010,RS1,1,1.0558
2018,NUTS,2010,RS11,2,1.3791
2019,NUTS,2010,RS11,2,1.3965
2020,NUTS,2010,RS11,2,1.4699
2018,NUTS,2010,RS12,2,0.6275
2019,NUTS,2010,RS12,2,0.6115
2020,NUTS,2010,RS12,2,0.618
2018,NUTS,2010,RS2,1,0.2757
2019,NUTS,2010,RS2,1,0.2623
2020,NUTS,2010,RS2,1,0.2638
2018,NUTS,2010,RS21,2,0.2069
2019,NUTS,2010,RS21,2,0.1887
2020,NUTS,2010,RS21,2,0.2092
2018,NUTS,2010,RS22,2,0.3756
2019,NUTS,2010,RS22,2,0.3676
2020,NUTS,2010,RS22,2,0.3424
2011,NUTS,2010,RU,0,0.446
2012,NUTS,2010,RU,0,0.4382
2011,NUTS,2010,SE,0,1.4105
2013,NUTS,2010,SE,0,1.5727
2015,NUTS,2010,SE,0,1.6579
2017,NUTS,2010,SE,0,1.5254
2019,NUTS,2010,SE,0,1.5896
2011,NUTS,2010,SI,0,1.0911
2012,NUTS,2010,SI,0,1.0691
2013,NUTS,2010,SI,0,1.087
2014,NUTS,2010,SI,0,1.0859
2015,NUTS,2010,SI,0,1.0138
2016,NUTS,2010,SI,0,0.9358
2017,NUTS,2010,SI,0,1.0482
2018,NUTS,2010,SI,0,1.1382
2019,NUTS,2010,SI,0,1.1971
2011,NUTS,2010,SI0,1,1.0581
2012,NUTS,2010,SI0,1,1.0439
2013,NUTS,2010,SI0,1,1.0598
2014,NUTS,2010,SI0,1,1.0508
2015,NUTS,2010,SI0,1,0.9902
2016,NUTS,2010,SI0,1,0.9184
2017,NUTS,2010,SI0,1,1.0264
2018,NUTS,2010,SI0,1,1.1119
2019,NUTS,2010,SI0,1,1.1774
2013,NUTS,2010,SI03,2,0.4801
2014,NUTS,2010,SI03,2,0.465
2015,NUTS,2010,SI03,2,0.4294
2016,NUTS,2010,SI03,2,0.4231
2017,NUTS,2010,SI03,2,0.4678
2018,NUTS,2010,SI03,2,0.549
2019,NUTS,2010,SI03,2,0.599
2013,NUTS,2010,SI04,2,1.67
2014,NUTS,2010,SI04,2,1.6668
2015,NUTS,2010,SI04,2,1.5737
2016,NUTS,2010,SI04,2,1.4295
2017,NUTS,2010,SI04,2,1.6185
2018,NUTS,2010,SI04,2,1.723
2019,NUTS,2010,SI04,2,1.7861
2011,NUTS,2010,SK,0,0.9661
2012,NUTS,2010,SK,0,0.9694
2013,NUTS,2010,SK,0,0.9471
2014,NUTS,2010,SK,0,0.9558
2015,NUTS,2010,SK,0,0.9005
2016,NUTS,2010,SK,0,0.9356
2017,NUTS,2010,SK,0,0.929
2018,NUTS,2010,SK,0,0.9715
2019,NUTS,2010,SK,0,0.9616
2020,NUTS,2010,SK,0,0.9783
2011,NUTS,2010,SK01,2,3.7401
2012,NUTS,2010,SK01,2,3.5369
2013,NUTS,2010,SK01,2,3.4757
2014,NUTS,2010,SK01,2,3.3865
2015,NUTS,2010,SK01,2,3.0853
2016,NUTS,2010,SK01,2,3.3815
2017,NUTS,2010,SK01,2,3.2223
2018,NUTS,2010,SK01,2,3.4397
2019,NUTS,2010,SK01,2,3.4667
2020,NUTS,2010,SK01,2,3.714
2011,NUTS,2010,SK02,2,0.3965
2012,NUTS,2010,SK02,2,0.4131
2013,NUTS,2010,SK02,2,0.4719
2014,NUTS,2010,SK02,2,0.558
2015,NUTS,2010,SK02,2,0.522
2016,NUTS,2010,SK02,2,0.4533
2017,NUTS,2010,SK02,2,0.472
2018,NUTS,2010,SK02,2,0.4975
2019,NUTS,2010,SK02,2,0.4775
2020,NUTS,2010,SK02,2,0.4813
2011,NUTS,2010,SK03,2,0.6115
2012,NUTS,2010,SK03,2,0.6801
2013,NUTS,2010,SK03,2,0.6162
2014,NUTS,2010,SK03,2,0.6478
2015,NUTS,2010,SK03,2,0.6163
2016,NUTS,2010,SK03,2,0.6969
2017,NUTS,2010,SK03,2,0.6934
2018,NUTS,2010,SK03,2,0.6831
2019,NUTS,2010,SK03,2,0.6038
2020,NUTS,2010,SK03,2,0.5776
2011,NUTS,2010,SK04,2,0.7333
2012,NUTS,2010,SK04,2,0.7589
2013,NUTS,2010,SK04,2,0.72
2014,NUTS,2010,SK04,2,0.6995
2015,NUTS,2010,SK04,2,0.7088
2016,NUTS,2010,SK04,2,0.6754
2017,NUTS,2010,SK04,2,0.6901
2018,NUTS,2010,SK04,2,0.7215
2019,NUTS,2010,SK04,2,0.7585
2020,NUTS,2010,SK04,2,0.7321
2011,NUTS,2010,TR,0,0.7226
2012,NUTS,2010,TR,0,0.788
2013,NUTS,2010,TR,0,0.8076
2014,NUTS,2010,TR,0,0.892
2015,NUTS,2010,TR,0,0.9078
2016,NUTS,2010,TR,0,0.8674
2017,NUTS,2010,TR,0,0.9158
2018,NUTS,2010,TR,0,0.9635
2019,NUTS,2010,TR,0,1.0371
2020,NUTS,2010,TR,0,1.1678
2011,NUTS,2010,UK,0,1.2155
2012,NUTS,2010,UK,0,1.2475
2013,NUTS,2010,UK,0,1.3078
2014,NUTS,2010,UK,0,1.3168
2015,NUTS,2010,UK,0,1.3579
2016,NUTS,2010,UK,0,1.3791
2017,NUTS,2010,UK,0,1.3868
2018,NUTS,2010,UK,0,1.4039
2011,NUTS,2010,UKC,1,1.1957
2013,NUTS,2010,UKC,1,1.2869
2015,NUTS,2010,UKC,1,1.3312
2017,NUTS,2010,UKC,1,1.3284
2011,NUTS,2010,UKC1,2,1.0156
2013,NUTS,2010,UKC1,2,1.1613
2015,NUTS,2010,UKC1,2,1.1191
2017,NUTS,2010,UKC1,2,1.0526
2011,NUTS,2010,UKC2,2,1.3408
2013,NUTS,2010,UKC2,2,1.3837
2015,NUTS,2010,UKC2,2,1.497
2017,NUTS,2010,UKC2,2,1.5517
2011,NUTS,2010,UKD,1,0.9599
2013,NUTS,2010,UKD,1,1.045
2015,NUTS,2010,UKD,1,1.1215
2017,NUTS,2010,UKD,1,1.1307
2011,NUTS,2010,UKD1,2,0.2805
2013,NUTS,2010,UKD1,2,0.2673
2015,NUTS,2010,UKD1,2,0.293
2017,NUTS,2010,UKD1,2,0.3147
2011,NUTS,2010,UKD3,2,1.2724
2013,NUTS,2010,UKD3,2,1.2936
2015,NUTS,2010,UKD3,2,1.3868
2017,NUTS,2010,UKD3,2,1.3097
2011,NUTS,2010,UKD4,2,0.8626
2013,NUTS,2010,UKD4,2,1.0673
2015,NUTS,2010,UKD4,2,1.0894
2017,NUTS,2010,UKD4,2,1.1128
2011,NUTS,2010,UKD6,2,0.4889
2013,NUTS,2010,UKD6,2,0.6148
2015,NUTS,2010,UKD6,2,0.6463
2017,NUTS,2010,UKD6,2,0.5938
2011,NUTS,2010,UKD7,2,1.0488
2013,NUTS,2010,UKD7,2,1.127
2015,NUTS,2010,UKD7,2,1.2654
2017,NUTS,2010,UKD7,2,1.4391
2011,NUTS,2010,UKE,1,1.1178
2013,NUTS,2010,UKE,1,1.2268
2015,NUTS,2010,UKE,1,1.3052
2017,NUTS,2010,UKE,1,1.3618
2011,NUTS,2010,UKE1,2,0.4664
2013,NUTS,2010,UKE1,2,0.6129
2015,NUTS,2010,UKE1,2,0.6066
2017,NUTS,2010,UKE1,2,0.5996
2011,NUTS,2010,UKE2,2,1.1827
2013,NUTS,2010,UKE2,2,1.2136
2015,NUTS,2010,UKE2,2,1.3742
2017,NUTS,2010,UKE2,2,1.3769
2011,NUTS,2010,UKE3,2,1.4757
2013,NUTS,2010,UKE3,2,1.6075
2015,NUTS,2010,UKE3,2,1.7297
2017,NUTS,2010,UKE3,2,1.7992
2011,NUTS,2010,UKE4,2,1.1711
2013,NUTS,2010,UKE4,2,1.2573
2015,NUTS,2010,UKE4,2,1.3068
2017,NUTS,2010,UKE4,2,1.3954
2011,NUTS,2010,UKF,1,1.1041
2013,NUTS,2010,UKF,1,1.1718
2015,NUTS,2010,UKF,1,1.2003
2017,NUTS,2010,UKF,1,1.2145
2011,NUTS,2010,UKF1,2,1.3627
2013,NUTS,2010,UKF1,2,1.4425
2015,NUTS,2010,UKF1,2,1.466
2017,NUTS,2010,UKF1,2,1.5551
2011,NUTS,2010,UKF2,2,1.1264
2013,NUTS,2010,UKF2,2,1.1935
2015,NUTS,2010,UKF2,2,1.1538
2017,NUTS,2010,UKF2,2,1.1208
2011,NUTS,2010,UKF3,2,0.3212
2013,NUTS,2010,UKF3,2,0.3502
2015,NUTS,2010,UKF3,2,0.451
2017,NUTS,2010,UKF3,2,0.4362
2011,NUTS,2010,UKG,1,0.8558
2013,NUTS,2010,UKG,1,0.9655
2015,NUTS,2010,UKG,1,1.059
2017,NUTS,2010,UKG,1,1.0917
2011,NUTS,2010,UKG1,2,0.255
2013,NUTS,2010,UKG1,2,0.3181
2015,NUTS,2010,UKG1,2,0.4009
2017,NUTS,2010,UKG1,2,0.4747
2011,NUTS,2010,UKG2,2,0.2624
2013,NUTS,2010,UKG2,2,0.2864
2015,NUTS,2010,UKG2,2,0.3878
2017,NUTS,2010,UKG2,2,0.3938
2011,NUTS,2010,UKG3,2,1.5945
2013,NUTS,2010,UKG3,2,1.8123
2015,NUTS,2010,UKG3,2,1.8786
2017,NUTS,2010,UKG3,2,1.8655
2011,NUTS,2010,UKH,1,1.2859
2013,NUTS,2010,UKH,1,1.3357
2015,NUTS,2010,UKH,1,1.3521
2017,NUTS,2010,UKH,1,1.376
2011,NUTS,2010,UKH1,2,2.0247
2013,NUTS,2010,UKH1,2,2.1335
2015,NUTS,2010,UKH1,2,2.1741
2017,NUTS,2010,UKH1,2,2.2833
2011,NUTS,2010,UKH2,2,0.9362
2013,NUTS,2010,UKH2,2,1.0206
2015,NUTS,2010,UKH2,2,0.9726
2017,NUTS,2010,UKH2,2,0.9665
2011,NUTS,2010,UKH3,2,0.5935
2013,NUTS,2010,UKH3,2,0.5446
2015,NUTS,2010,UKH3,2,0.5911
2017,NUTS,2010,UKH3,2,0.5738
2011,NUTS,2010,UKI,1,1.7695
2013,NUTS,2010,UKI,1,1.7475
2015,NUTS,2010,UKI,1,1.7547
2017,NUTS,2010,UKI,1,1.7766
2011,NUTS,2010,UKI3,2,10.0841
2013,NUTS,2010,UKI3,2,8.8078
2015,NUTS,2010,UKI3,2,8.8445
2017,NUTS,2010,UKI3,2,9.5899
2011,NUTS,2010,UKI4,2,0.8588
2013,NUTS,2010,UKI4,2,0.869
2015,NUTS,2010,UKI4,2,0.9349
2017,NUTS,2010,UKI4,2,0.9406
2011,NUTS,2010,UKI5,2,0.2411
2013,NUTS,2010,UKI5,2,0.2521
2015,NUTS,2010,UKI5,2,0.2291
2017,NUTS,2010,UKI5,2,0.2124
2011,NUTS,2010,UKI6,2,0.2972
2013,NUTS,2010,UKI6,2,0.2839
2015,NUTS,2010,UKI6,2,0.3315
2017,NUTS,2010,UKI6,2,0.3494
2011,NUTS,2010,UKI7,2,0.6577
2013,NUTS,2010,UKI7,2,0.7803
2015,NUTS,2010,UKI7,2,0.8151
2017,NUTS,2010,UKI7,2,0.8945
2011,NUTS,2010,UKJ,1,1.269
2013,NUTS,2010,UKJ,1,1.4172
2015,NUTS,2010,UKJ,1,1.4783
2017,NUTS,2010,UKJ,1,1.4464
2011,NUTS,2010,UKJ1,2,2.143
2013,NUTS,2010,UKJ1,2,2.4687
2015,NUTS,2010,UKJ1,2,2.5079
2017,NUTS,2010,UKJ1,2,2.5477
2011,NUTS,2010,UKJ2,2,0.8688
2013,NUTS,2010,UKJ2,2,0.9387
2015,NUTS,2010,UKJ2,2,0.9978
2017,NUTS,2010,UKJ2,2,0.9894
2011,NUTS,2010,UKJ3,2,1.3528
2013,NUTS,2010,UKJ3,2,1.4979
2015,NUTS,2010,UKJ3,2,1.5448
2017,NUTS,2010,UKJ3,2,1.4665
2011,NUTS,2010,UKJ4,2,0.5899
2013,NUTS,2010,UKJ4,2,0.6492
2015,NUTS,2010,UKJ4,2,0.6938
2017,NUTS,2010,UKJ4,2,0.6495
2011,NUTS,2010,UKK,1,0.8679
2013,NUTS,2010,UKK,1,0.9223
2015,NUTS,2010,UKK,1,0.951
2017,NUTS,2010,UKK,1,0.9982
2011,NUTS,2010,UKK1,2,1.2273
2013,NUTS,2010,UKK1,2,1.341
2015,NUTS,2010,UKK1,2,1.3269
2017,NUTS,2010,UKK1,2,1.3877
2011,NUTS,2010,UKK2,2,0.2314
2013,NUTS,2010,UKK2,2,0.2633
2015,NUTS,2010,UKK2,2,0.3547
2017,NUTS,2010,UKK2,2,0.3746
