year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_pc_act_fte_total_t
2017,NUTS,2010,FI1,1,0.0224
2018,NUTS,2010,FI1,1,0.0241
2019,NUTS,2010,FI1,1,0.022
2017,NUTS,2010,FI19,2,0.0183
2018,NUTS,2010,FI19,2,0.0201
2019,NUTS,2010,FI19,2,0.0204
2017,NUTS,2010,FI1B,2,0.0494
2018,NUTS,2010,FI1B,2,0.0528
2019,NUTS,2010,FI1B,2,0.045
2017,NUTS,2010,FI1C,2,0.0067
2018,NUTS,2010,FI1C,2,0.0071
2019,NUTS,2010,FI1C,2,0.0082
2017,NUTS,2010,FI1D,2,0.0015
2018,NUTS,2010,FI1D,2,0.0012
2019,NUTS,2010,FI1D,2,0.0015
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,0.02
2012,NUTS,2010,FR,0,0.0228
2013,NUTS,2010,FR,0,0.0233
2014,NUTS,2010,FR,0,0.026
2015,NUTS,2010,FR,0,0.0248
2016,NUTS,2010,FR,0,0.026
2017,NUTS,2010,FR,0,0.0256
2018,NUTS,2010,FR,0,0.0259
2019,NUTS,2010,FR,0,0.0271
2020,NUTS,2010,FR,0,0.0276
2011,NUTS,2010,FR1,1,0.0421
2012,NUTS,2010,FR1,1,0.0421
2013,NUTS,2010,FR1,1,0.0429
2011,NUTS,2010,FR10,2,0.0421
2012,NUTS,2010,FR10,2,0.0421
2013,NUTS,2010,FR10,2,0.0429
2011,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR2,1,0.0
2013,NUTS,2010,FR2,1,0.0
2011,NUTS,2010,FR21,2,0.0
2011,NUTS,2010,FR22,2,0.0
2011,NUTS,2010,FR23,2,0.0
2011,NUTS,2010,FR24,2,0.0
2011,NUTS,2010,FR25,2,0.0
2011,NUTS,2010,FR26,2,0.0
2012,NUTS,2010,FR26,2,0.0001
2011,NUTS,2010,FR3,1,0.0001
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2011,NUTS,2010,FR30,2,0.0001
2012,NUTS,2010,FR30,2,0.0
2011,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2011,NUTS,2010,FR41,2,0.0
2011,NUTS,2010,FR42,2,0.0
2011,NUTS,2010,FR43,2,0.0
2011,NUTS,2010,FR5,1,0.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2011,NUTS,2010,FR51,2,0.0001
2011,NUTS,2010,FR52,2,0.0
2011,NUTS,2010,FR53,2,0.0
2011,NUTS,2010,FR6,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2011,NUTS,2010,FR61,2,0.0
2011,NUTS,2010,FR62,2,0.0
2011,NUTS,2010,FR63,2,0.0
2011,NUTS,2010,FR7,1,0.0003
2012,NUTS,2010,FR7,1,0.0003
2013,NUTS,2010,FR7,1,0.0003
2011,NUTS,2010,FR71,2,0.0003
2012,NUTS,2010,FR71,2,0.0003
2013,NUTS,2010,FR71,2,0.0003
2011,NUTS,2010,FR72,2,0.0
2012,NUTS,2010,FR72,2,0.0
2011,NUTS,2010,FR8,1,0.0
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2011,NUTS,2010,FR81,2,0.0
2011,NUTS,2010,FR82,2,0.0
2011,NUTS,2010,FR83,2,0.0
2011,NUTS,2010,FRA,1,0.0036
2012,NUTS,2010,FRA,1,0.0011
2013,NUTS,2010,FRA,1,0.0061
2011,NUTS,2010,HR,0,0.001
2011,NUTS,2010,HR0,1,0.001
2011,NUTS,2010,HR03,2,0.0031
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,IS,0,0.0596
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
2011,NUTS,2010,IT,0,0.0238
2012,NUTS,2010,IT,0,0.0242
2013,NUTS,2010,IT,0,0.0246
2014,NUTS,2010,IT,0,0.0262
2015,NUTS,2010,IT,0,0.0281
2016,NUTS,2010,IT,0,0.0275
2017,NUTS,2010,IT,0,0.0262
2018,NUTS,2010,IT,0,0.0243
2019,NUTS,2010,IT,0,0.0282
2020,NUTS,2010,IT,0,0.0297
2011,NUTS,2010,ITC,1,0.0448
2012,NUTS,2010,ITC,1,0.0441
2013,NUTS,2010,ITC,1,0.0433
2014,NUTS,2010,ITC,1,0.0406
2015,NUTS,2010,ITC,1,0.042
2016,NUTS,2010,ITC,1,0.0431
2017,NUTS,2010,ITC,1,0.0346
2018,NUTS,2010,ITC,1,0.0335
2019,NUTS,2010,ITC,1,0.0396
2011,NUTS,2010,ITC1,2,0.0298
2012,NUTS,2010,ITC1,2,0.0386
2013,NUTS,2010,ITC1,2,0.0414
2014,NUTS,2010,ITC1,2,0.0423
2015,NUTS,2010,ITC1,2,0.0422
2016,NUTS,2010,ITC1,2,0.0415
2017,NUTS,2010,ITC1,2,0.0344
2018,NUTS,2010,ITC1,2,0.0356
2019,NUTS,2010,ITC1,2,0.0402
2011,NUTS,2010,ITC2,2,0.055
2012,NUTS,2010,ITC2,2,0.0908
2013,NUTS,2010,ITC2,2,0.0851
2014,NUTS,2010,ITC2,2,0.0823
2015,NUTS,2010,ITC2,2,0.0631
2016,NUTS,2010,ITC2,2,0.0587
2017,NUTS,2010,ITC2,2,0.0712
2018,NUTS,2010,ITC2,2,0.0692
2019,NUTS,2010,ITC2,2,0.0912
2011,NUTS,2010,ITC3,2,0.0216
2012,NUTS,2010,ITC3,2,0.0205
2013,NUTS,2010,ITC3,2,0.0219
2014,NUTS,2010,ITC3,2,0.0177
2015,NUTS,2010,ITC3,2,0.0191
2016,NUTS,2010,ITC3,2,0.02
2017,NUTS,2010,ITC3,2,0.0185
2018,NUTS,2010,ITC3,2,0.0185
2019,NUTS,2010,ITC3,2,0.0264
2011,NUTS,2010,ITC4,2,0.0548
2012,NUTS,2010,ITC4,2,0.0495
2013,NUTS,2010,ITC4,2,0.0467
2014,NUTS,2010,ITC4,2,0.0426
2015,NUTS,2010,ITC4,2,0.045
2016,NUTS,2010,ITC4,2,0.047
2017,NUTS,2010,ITC4,2,0.0365
2018,NUTS,2010,ITC4,2,0.0344
2019,NUTS,2010,ITC4,2,0.0406
2011,NUTS,2010,ITF,1,0.0085
2012,NUTS,2010,ITF,1,0.0079
2013,NUTS,2010,ITF,1,0.0085
2014,NUTS,2010,ITF,1,0.0118
2017,NUTS,2010,ITF,1,0.0108
2018,NUTS,2010,ITF,1,0.01
2019,NUTS,2010,ITF,1,0.0105
2011,NUTS,2010,ITF1,2,0.0024
2012,NUTS,2010,ITF1,2,0.0023
2013,NUTS,2010,ITF1,2,0.0104
2014,NUTS,2010,ITF1,2,0.0087
2015,NUTS,2010,ITF1,2,0.0042
2016,NUTS,2010,ITF1,2,0.0053
2017,NUTS,2010,ITF1,2,0.0058
2018,NUTS,2010,ITF1,2,0.0041
2019,NUTS,2010,ITF1,2,0.0043
2017,NUTS,2010,ITF2,2,0.0034
2018,NUTS,2010,ITF2,2,0.0057
2019,NUTS,2010,ITF2,2,0.0019
2011,NUTS,2010,ITF3,2,0.0112
2012,NUTS,2010,ITF3,2,0.0103
2013,NUTS,2010,ITF3,2,0.0093
2014,NUTS,2010,ITF3,2,0.0164
2015,NUTS,2010,ITF3,2,0.0171
2016,NUTS,2010,ITF3,2,0.0159
2017,NUTS,2010,ITF3,2,0.0122
2018,NUTS,2010,ITF3,2,0.0112
2019,NUTS,2010,ITF3,2,0.0126
2011,NUTS,2010,ITF4,2,0.0125
2012,NUTS,2010,ITF4,2,0.0116
2013,NUTS,2010,ITF4,2,0.0108
2014,NUTS,2010,ITF4,2,0.0147
2015,NUTS,2010,ITF4,2,0.0147
2016,NUTS,2010,ITF4,2,0.0184
2017,NUTS,2010,ITF4,2,0.0161
2018,NUTS,2010,ITF4,2,0.0154
2019,NUTS,2010,ITF4,2,0.0155
2012,NUTS,2010,ITF5,2,0.0034
2013,NUTS,2010,ITF5,2,0.0104
2015,NUTS,2010,ITF5,2,0.0071
2017,NUTS,2010,ITF5,2,0.0043
2018,NUTS,2010,ITF5,2,0.0039
2019,NUTS,2010,ITF5,2,0.0081
2011,NUTS,2010,ITF6,2,0.0008
2015,NUTS,2010,ITF6,2,0.001
2016,NUTS,2010,ITF6,2,0.003
2017,NUTS,2010,ITF6,2,0.002
2018,NUTS,2010,ITF6,2,0.0021
2019,NUTS,2010,ITF6,2,0.0014
2011,NUTS,2010,ITG,1,0.0058
2012,NUTS,2010,ITG,1,0.0068
2013,NUTS,2010,ITG,1,0.0074
2014,NUTS,2010,ITG,1,0.0064
2015,NUTS,2010,ITG,1,0.0073
2016,NUTS,2010,ITG,1,0.0072
2017,NUTS,2010,ITG,1,0.0076
2018,NUTS,2010,ITG,1,0.0056
2019,NUTS,2010,ITG,1,0.0079
2011,NUTS,2010,ITG1,2,0.0076
2012,NUTS,2010,ITG1,2,0.0086
2013,NUTS,2010,ITG1,2,0.0093
2014,NUTS,2010,ITG1,2,0.008
2015,NUTS,2010,ITG1,2,0.0087
2016,NUTS,2010,ITG1,2,0.0083
2017,NUTS,2010,ITG1,2,0.0092
2018,NUTS,2010,ITG1,2,0.0065
2019,NUTS,2010,ITG1,2,0.0095
2011,NUTS,2010,ITG2,2,0.0015
2012,NUTS,2010,ITG2,2,0.0021
2013,NUTS,2010,ITG2,2,0.0025
2014,NUTS,2010,ITG2,2,0.0024
2015,NUTS,2010,ITG2,2,0.0038
2016,NUTS,2010,ITG2,2,0.0043
2017,NUTS,2010,ITG2,2,0.0033
2018,NUTS,2010,ITG2,2,0.0034
2019,NUTS,2010,ITG2,2,0.0037
2011,NUTS,2010,ITH,1,0.0104
2012,NUTS,2010,ITH,1,0.0118
2013,NUTS,2010,ITH,1,0.0131
2014,NUTS,2010,ITH,1,0.0232
2015,NUTS,2010,ITH,1,0.0248
2016,NUTS,2010,ITH,1,0.0217
2017,NUTS,2010,ITH,1,0.0222
2018,NUTS,2010,ITH,1,0.0194
2019,NUTS,2010,ITH,1,0.0239
2011,NUTS,2010,ITH1,2,0.0011
2012,NUTS,2010,ITH1,2,0.0014
2013,NUTS,2010,ITH1,2,0.0015
2014,NUTS,2010,ITH1,2,0.2085
2015,NUTS,2010,ITH1,2,0.2109
2016,NUTS,2010,ITH1,2,0.1548
2017,NUTS,2010,ITH1,2,0.2178
2018,NUTS,2010,ITH1,2,0.1727
2019,NUTS,2010,ITH1,2,0.1859
2011,NUTS,2010,ITH2,2,0.0624
2012,NUTS,2010,ITH2,2,0.0664
2013,NUTS,2010,ITH2,2,0.0683
2014,NUTS,2010,ITH2,2,0.0505
2015,NUTS,2010,ITH2,2,0.0596
2016,NUTS,2010,ITH2,2,0.0448
2017,NUTS,2010,ITH2,2,0.0126
2018,NUTS,2010,ITH2,2,0.0132
2019,NUTS,2010,ITH2,2,0.0115
2011,NUTS,2010,ITH3,2,0.0094
2012,NUTS,2010,ITH3,2,0.0087
2013,NUTS,2010,ITH3,2,0.0097
2014,NUTS,2010,ITH3,2,0.0106
2015,NUTS,2010,ITH3,2,0.013
2016,NUTS,2010,ITH3,2,0.0126
2017,NUTS,2010,ITH3,2,0.0108
2018,NUTS,2010,ITH3,2,0.0109
2019,NUTS,2010,ITH3,2,0.0205
2011,NUTS,2010,ITH4,2,0.0215
2012,NUTS,2010,ITH4,2,0.0267
2013,NUTS,2010,ITH4,2,0.0255
2014,NUTS,2010,ITH4,2,0.0261
2015,NUTS,2010,ITH4,2,0.0298
2016,NUTS,2010,ITH4,2,0.0261
2017,NUTS,2010,ITH4,2,0.0262
2018,NUTS,2010,ITH4,2,0.0226
2019,NUTS,2010,ITH4,2,0.026
2011,NUTS,2010,ITH5,2,0.0037
2012,NUTS,2010,ITH5,2,0.0062
2013,NUTS,2010,ITH5,2,0.0085
2014,NUTS,2010,ITH5,2,0.0099
2015,NUTS,2010,ITH5,2,0.0092
2016,NUTS,2010,ITH5,2,0.0113
2017,NUTS,2010,ITH5,2,0.0104
2018,NUTS,2010,ITH5,2,0.0095
2019,NUTS,2010,ITH5,2,0.0083
2011,NUTS,2010,ITI,1,0.0285
2012,NUTS,2010,ITI,1,0.03
2013,NUTS,2010,ITI,1,0.0295
2014,NUTS,2010,ITI,1,0.0274
2017,NUTS,2010,ITI,1,0.0372
2018,NUTS,2010,ITI,1,0.034
2019,NUTS,2010,ITI,1,0.0375
2011,NUTS,2010,ITI1,2,0.0122
2012,NUTS,2010,ITI1,2,0.017
2013,NUTS,2010,ITI1,2,0.016
2014,NUTS,2010,ITI1,2,0.0157
2015,NUTS,2010,ITI1,2,0.0217
2016,NUTS,2010,ITI1,2,0.0226
2017,NUTS,2010,ITI1,2,0.0225
2018,NUTS,2010,ITI1,2,0.0225
2019,NUTS,2010,ITI1,2,0.0243
2011,NUTS,2010,ITI2,2,0.0006
2012,NUTS,2010,ITI2,2,0.0008
2013,NUTS,2010,ITI2,2,0.0004
2014,NUTS,2010,ITI2,2,0.0006
2017,NUTS,2010,ITI2,2,0.0006
2018,NUTS,2010,ITI2,2,0.0023
2019,NUTS,2010,ITI2,2,0.0015
2011,NUTS,2010,ITI3,2,0.0013
2012,NUTS,2010,ITI3,2,0.0014
2013,NUTS,2010,ITI3,2,0.0014
2014,NUTS,2010,ITI3,2,0.0006
2015,NUTS,2010,ITI3,2,0.0005
2016,NUTS,2010,ITI3,2,0.0008
2017,NUTS,2010,ITI3,2,0.0015
2018,NUTS,2010,ITI3,2,0.0022
2019,NUTS,2010,ITI3,2,0.0026
2011,NUTS,2010,ITI4,2,0.0517
2012,NUTS,2010,ITI4,2,0.0514
2013,NUTS,2010,ITI4,2,0.0507
2014,NUTS,2010,ITI4,2,0.0461
2015,NUTS,2010,ITI4,2,0.0518
2016,NUTS,2010,ITI4,2,0.0477
2017,NUTS,2010,ITI4,2,0.0614
2018,NUTS,2010,ITI4,2,0.0542
2019,NUTS,2010,ITI4,2,0.0607
2011,NUTS,2010,KR,0,0.0214
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2013,NUTS,2010,LU,0,0.0
2011,NUTS,2010,ME,0,0.0037
2013,NUTS,2010,ME,0,0.0066
2014,NUTS,2010,ME,0,0.009
2015,NUTS,2010,ME,0,0.0117
2016,NUTS,2010,ME,0,0.0106
2017,NUTS,2010,ME,0,0.008
2018,NUTS,2010,ME,0,0.0097
2019,NUTS,2010,ME,0,0.0004
2014,NUTS,2010,MK,0,0.0023
2015,NUTS,2010,MK,0,0.0018
2016,NUTS,2010,MK,0,0.0071
2017,NUTS,2010,MK,0,0.0049
2018,NUTS,2010,MK,0,0.0047
2019,NUTS,2010,MK,0,0.0033
2020,NUTS,2010,MK,0,0.0017
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2020,NUTS,2010,NL,0,0.0
2011,NUTS,2010,PL,0,0.0008
2012,NUTS,2010,PL,0,0.0015
2013,NUTS,2010,PL,0,0.0011
2014,NUTS,2010,PL,0,0.0011
2015,NUTS,2010,PL,0,0.001
2016,NUTS,2010,PL,0,0.0039
2017,NUTS,2010,PL,0,0.0073
2018,NUTS,2010,PL,0,0.0088
2019,NUTS,2010,PL,0,0.005
2020,NUTS,2010,PL,0,0.0044
2013,NUTS,2010,PL1,1,0.002
2014,NUTS,2010,PL1,1,0.0017
2015,NUTS,2010,PL1,1,0.0018
2011,NUTS,2010,PL12,2,0.0024
2012,NUTS,2010,PL12,2,0.004
2011,NUTS,2010,PL2,1,0.0006
2012,NUTS,2010,PL2,1,0.0006
2013,NUTS,2010,PL2,1,0.0018
2014,NUTS,2010,PL2,1,0.0018
2015,NUTS,2010,PL2,1,0.0012
2016,NUTS,2010,PL2,1,0.004
2017,NUTS,2010,PL2,1,0.0085
2018,NUTS,2010,PL2,1,0.0132
2019,NUTS,2010,PL2,1,0.0041
2011,NUTS,2010,PL21,2,0.0011
2012,NUTS,2010,PL21,2,0.0013
2017,NUTS,2010,PL21,2,0.0099
2018,NUTS,2010,PL21,2,0.012
2019,NUTS,2010,PL21,2,0.0052
2011,NUTS,2010,PL22,2,0.0002
2012,NUTS,2010,PL22,2,0.0001
2017,NUTS,2010,PL22,2,0.0074
2018,NUTS,2010,PL22,2,0.0142
2019,NUTS,2010,PL22,2,0.0031
2013,NUTS,2010,PL3,1,0.0004
2015,NUTS,2010,PL3,1,0.0002
2011,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2011,NUTS,2010,PL4,1,0.0003
2012,NUTS,2010,PL4,1,0.0018
2013,NUTS,2010,PL4,1,0.0002
2014,NUTS,2010,PL4,1,0.001
2015,NUTS,2010,PL4,1,0.001
2017,NUTS,2010,PL4,1,0.0037
2018,NUTS,2010,PL4,1,0.0016
2019,NUTS,2010,PL4,1,0.0008
2016,NUTS,2010,PL41,2,0.0027
2017,NUTS,2010,PL41,2,0.0045
2018,NUTS,2010,PL41,2,0.0018
2019,NUTS,2010,PL41,2,0.0011
2012,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2012,NUTS,2010,PL5,1,0.0003
2014,NUTS,2010,PL5,1,0.0004
2015,NUTS,2010,PL5,1,0.0009
2016,NUTS,2010,PL5,1,0.0022
2019,NUTS,2010,PL5,1,0.0025
2012,NUTS,2010,PL51,2,0.0004
2013,NUTS,2010,PL51,2,0.0007
2018,NUTS,2010,PL51,2,0.0077
2012,NUTS,2010,PL52,2,0.0
2011,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2018,NUTS,2010,PL6,1,0.0045
2019,NUTS,2010,PL6,1,0.0049
2011,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2018,NUTS,2010,PL61,2,0.0077
2012,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,0.0002
2015,NUTS,2010,PL63,2,0.0
2017,NUTS,2010,PL63,2,0.0032
2019,NUTS,2010,PL63,2,0.0035
2018,NUTS,2010,PL7,1,0.0091
2019,NUTS,2010,PL7,1,0.0089
2016,NUTS,2010,PL8,1,0.0017
2017,NUTS,2010,PL8,1,0.003
2019,NUTS,2010,PL8,1,0.0023
2016,NUTS,2010,PL81,2,0.001
2018,NUTS,2010,PL81,2,0.0133
2019,NUTS,2010,PL81,2,0.0012
2018,NUTS,2010,PL82,2,0.0021
2016,NUTS,2010,PL9,1,0.0119
2017,NUTS,2010,PL9,1,0.0186
2018,NUTS,2010,PL9,1,0.0158
2019,NUTS,2010,PL9,1,0.0116
2019,NUTS,2010,PL91,2,0.0197
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,0.1162
2012,NUTS,2010,PT,0,0.1046
2013,NUTS,2010,PT,0,0.0155
2014,NUTS,2010,PT,0,0.0128
2015,NUTS,2010,PT,0,0.0133
2016,NUTS,2010,PT,0,0.0139
2017,NUTS,2010,PT,0,0.0139
2018,NUTS,2010,PT,0,0.0154
2019,NUTS,2010,PT,0,0.016
2020,NUTS,2010,PT,0,0.0225
2011,NUTS,2010,PT1,1,0.1102
2012,NUTS,2010,PT1,1,0.0991
2013,NUTS,2010,PT1,1,0.015
2014,NUTS,2010,PT1,1,0.0124
2015,NUTS,2010,PT1,1,0.0131
2016,NUTS,2010,PT1,1,0.0136
2017,NUTS,2010,PT1,1,0.0135
2018,NUTS,2010,PT1,1,0.0151
2019,NUTS,2010,PT1,1,0.0158
2020,NUTS,2010,PT1,1,0.0219
2011,NUTS,2010,PT11,2,0.1009
2012,NUTS,2010,PT11,2,0.0971
2013,NUTS,2010,PT11,2,0.0037
2014,NUTS,2010,PT11,2,0.0042
2015,NUTS,2010,PT11,2,0.0045
2016,NUTS,2010,PT11,2,0.0036
2017,NUTS,2010,PT11,2,0.0043
2018,NUTS,2010,PT11,2,0.005
2019,NUTS,2010,PT11,2,0.0062
2020,NUTS,2010,PT11,2,0.0141
2011,NUTS,2010,PT15,2,0.0023
2012,NUTS,2010,PT15,2,0.0013
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,0.0086
2011,NUTS,2010,PT16,2,0.0784
2012,NUTS,2010,PT16,2,0.0678
2013,NUTS,2010,PT16,2,0.0018
2014,NUTS,2010,PT16,2,0.0016
2015,NUTS,2010,PT16,2,0.002
2016,NUTS,2010,PT16,2,0.0017
2017,NUTS,2010,PT16,2,0.0021
2018,NUTS,2010,PT16,2,0.0026
2019,NUTS,2010,PT16,2,0.0033
2020,NUTS,2010,PT16,2,0.0108
2011,NUTS,2010,PT17,2,0.1964
2012,NUTS,2010,PT17,2,0.17
2013,NUTS,2010,PT17,2,0.0477
2014,NUTS,2010,PT17,2,0.0377
2015,NUTS,2010,PT17,2,0.039
2016,NUTS,2010,PT17,2,0.0419
2017,NUTS,2010,PT17,2,0.0405
2018,NUTS,2010,PT17,2,0.0446
2019,NUTS,2010,PT17,2,0.0441
2020,NUTS,2010,PT17,2,0.0469
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0008
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0004
2017,NUTS,2010,PT18,2,0.0005
2018,NUTS,2010,PT18,2,0.0007
2019,NUTS,2010,PT18,2,0.0008
2020,NUTS,2010,PT18,2,0.006
2011,NUTS,2010,PT2,1,0.0472
2012,NUTS,2010,PT2,1,0.0474
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0033
2018,NUTS,2010,PT2,1,0.0025
2019,NUTS,2010,PT2,1,0.0039
2020,NUTS,2010,PT2,1,0.0162
2011,NUTS,2010,PT20,2,0.0472
2012,NUTS,2010,PT20,2,0.0474
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0033
2018,NUTS,2010,PT20,2,0.0025
2019,NUTS,2010,PT20,2,0.0039
2020,NUTS,2010,PT20,2,0.0162
2011,NUTS,2010,PT3,1,0.0423
2012,NUTS,2010,PT3,1,0.0238
2013,NUTS,2010,PT3,1,0.0018
2014,NUTS,2010,PT3,1,0.0041
2015,NUTS,2010,PT3,1,0.0026
2016,NUTS,2010,PT3,1,0.0033
2017,NUTS,2010,PT3,1,0.005
2018,NUTS,2010,PT3,1,0.0016
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,0.0009
2011,NUTS,2010,PT30,2,0.0423
2012,NUTS,2010,PT30,2,0.0238
2013,NUTS,2010,PT30,2,0.0018
2014,NUTS,2010,PT30,2,0.0041
2015,NUTS,2010,PT30,2,0.0026
2016,NUTS,2010,PT30,2,0.0033
2017,NUTS,2010,PT30,2,0.005
2018,NUTS,2010,PT30,2,0.0016
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,0.0009
2011,NUTS,2010,RO,0,0.0025
2012,NUTS,2010,RO,0,0.002
2013,NUTS,2010,RO,0,0.0017
2014,NUTS,2010,RO,0,0.0015
2015,NUTS,2010,RO,0,0.0014
2016,NUTS,2010,RO,0,0.002
2017,NUTS,2010,RO,0,0.0018
2018,NUTS,2010,RO,0,0.0021
2019,NUTS,2010,RO,0,0.0027
2020,NUTS,2010,RO,0,0.0028
2011,NUTS,2010,RO1,1,0.0005
2012,NUTS,2010,RO1,1,0.0016
2013,NUTS,2010,RO1,1,0.0007
2014,NUTS,2010,RO1,1,0.0008
2015,NUTS,2010,RO1,1,0.0004
2016,NUTS,2010,RO1,1,0.0006
2017,NUTS,2010,RO1,1,0.001
2018,NUTS,2010,RO1,1,0.0016
2019,NUTS,2010,RO1,1,0.0021
2011,NUTS,2010,RO11,2,0.0008
2012,NUTS,2010,RO11,2,0.0028
2013,NUTS,2010,RO11,2,0.0012
2014,NUTS,2010,RO11,2,0.0012
2015,NUTS,2010,RO11,2,0.0006
2016,NUTS,2010,RO11,2,0.0012
2017,NUTS,2010,RO11,2,0.0019
2018,NUTS,2010,RO11,2,0.0028
2019,NUTS,2010,RO11,2,0.0037
2014,NUTS,2010,RO12,2,0.0004
2015,NUTS,2010,RO12,2,0.0002
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,0.0043
2012,NUTS,2010,RO2,1,0.0001
2014,NUTS,2010,RO2,1,0.0002
2015,NUTS,2010,RO2,1,0.0002
2016,NUTS,2010,RO2,1,0.0002
2017,NUTS,2010,RO2,1,0.0006
2018,NUTS,2010,RO2,1,0.0016
2019,NUTS,2010,RO2,1,0.0032
2011,NUTS,2010,RO21,2,0.0072
2012,NUTS,2010,RO21,2,0.0001
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,0.0001
2018,NUTS,2010,RO21,2,0.0023
2019,NUTS,2010,RO21,2,0.0049
2011,NUTS,2010,RO22,2,0.0001
2012,NUTS,2010,RO22,2,0.0001
2014,NUTS,2010,RO22,2,0.0006
2015,NUTS,2010,RO22,2,0.0005
2016,NUTS,2010,RO22,2,0.0005
2017,NUTS,2010,RO22,2,0.0015
2018,NUTS,2010,RO22,2,0.0006
2019,NUTS,2010,RO22,2,0.0005
2011,NUTS,2010,RO3,1,0.0011
2012,NUTS,2010,RO3,1,0.0046
2013,NUTS,2010,RO3,1,0.0043
2014,NUTS,2010,RO3,1,0.0034
2015,NUTS,2010,RO3,1,0.0038
2016,NUTS,2010,RO3,1,0.0054
2017,NUTS,2010,RO3,1,0.0041
2018,NUTS,2010,RO3,1,0.0036
2019,NUTS,2010,RO3,1,0.0034
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,0.0001
2019,NUTS,2010,RO31,2,0.0001
2011,NUTS,2010,RO32,2,0.0024
2012,NUTS,2010,RO32,2,0.0103
2013,NUTS,2010,RO32,2,0.0099
2014,NUTS,2010,RO32,2,0.0077
2015,NUTS,2010,RO32,2,0.0085
2016,NUTS,2010,RO32,2,0.0118
2017,NUTS,2010,RO32,2,0.009
2018,NUTS,2010,RO32,2,0.0077
2019,NUTS,2010,RO32,2,0.0072
2011,NUTS,2010,RO4,1,0.0023
2012,NUTS,2010,RO4,1,0.0002
2013,NUTS,2010,RO4,1,0.0004
2014,NUTS,2010,RO4,1,0.0006
2015,NUTS,2010,RO4,1,0.0002
