year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_emp_hc_gov_rse_t
2014,NUTS,2010,UKF2,2,0.0075
2015,NUTS,2010,UKF2,2,0.0077
2016,NUTS,2010,UKF2,2,0.0068
2017,NUTS,2010,UKF2,2,0.0058
2018,NUTS,2010,UKF2,2,0.0002
2002,NUTS,2010,UKF3,2,0.0026
2003,NUTS,2010,UKF3,2,0.0013
2007,NUTS,2010,UKF3,2,0.0
2009,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,0.0
2014,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0007
2018,NUTS,2010,UKF3,2,0.0
2002,NUTS,2010,UKG,1,0.0115
2003,NUTS,2010,UKG,1,0.0072
2004,NUTS,2010,UKG,1,0.0085
2005,NUTS,2010,UKG,1,0.0085
2007,NUTS,2010,UKG,1,0.0039
2009,NUTS,2010,UKG,1,0.0006
2011,NUTS,2010,UKG,1,0.0002
2012,NUTS,2010,UKG,1,0.0003
2013,NUTS,2010,UKG,1,0.0005
2014,NUTS,2010,UKG,1,0.0005
2015,NUTS,2010,UKG,1,0.0009
2016,NUTS,2010,UKG,1,0.0004
2017,NUTS,2010,UKG,1,0.0004
2018,NUTS,2010,UKG,1,0.0005
2002,NUTS,2010,UKG1,2,0.0175
2003,NUTS,2010,UKG1,2,0.0192
2004,NUTS,2010,UKG1,2,0.0012
2005,NUTS,2010,UKG1,2,0.0198
2007,NUTS,2010,UKG1,2,0.0154
2009,NUTS,2010,UKG1,2,0.001
2011,NUTS,2010,UKG1,2,0.0003
2012,NUTS,2010,UKG1,2,0.0003
2013,NUTS,2010,UKG1,2,0.0004
2014,NUTS,2010,UKG1,2,0.0003
2015,NUTS,2010,UKG1,2,0.0005
2016,NUTS,2010,UKG1,2,0.0003
2017,NUTS,2010,UKG1,2,0.0004
2018,NUTS,2010,UKG1,2,0.0003
2002,NUTS,2010,UKG2,2,0.0002
2003,NUTS,2010,UKG2,2,0.0001
2004,NUTS,2010,UKG2,2,0.001
2005,NUTS,2010,UKG2,2,0.0089
2007,NUTS,2010,UKG2,2,0.0
2009,NUTS,2010,UKG2,2,0.0
2011,NUTS,2010,UKG2,2,0.0
2012,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,0.0
2014,NUTS,2010,UKG2,2,0.0
2015,NUTS,2010,UKG2,2,0.0
2016,NUTS,2010,UKG2,2,0.0003
2017,NUTS,2010,UKG2,2,0.0002
2018,NUTS,2010,UKG2,2,0.0001
2002,NUTS,2010,UKG3,2,0.0153
2003,NUTS,2010,UKG3,2,0.0054
2004,NUTS,2010,UKG3,2,0.0174
2005,NUTS,2010,UKG3,2,0.0021
2007,NUTS,2010,UKG3,2,0.0
2009,NUTS,2010,UKG3,2,0.0007
2011,NUTS,2010,UKG3,2,0.0003
2012,NUTS,2010,UKG3,2,0.0006
2013,NUTS,2010,UKG3,2,0.001
2014,NUTS,2010,UKG3,2,0.0009
2015,NUTS,2010,UKG3,2,0.0017
2016,NUTS,2010,UKG3,2,0.0006
2017,NUTS,2010,UKG3,2,0.0006
2018,NUTS,2010,UKG3,2,0.0008
2002,NUTS,2010,UKH,1,0.0599
2003,NUTS,2010,UKH,1,0.0582
2004,NUTS,2010,UKH,1,0.0639
2005,NUTS,2010,UKH,1,0.0616
2007,NUTS,2010,UKH,1,0.0566
2009,NUTS,2010,UKH,1,0.0567
2011,NUTS,2010,UKH,1,0.0269
2012,NUTS,2010,UKH,1,0.0292
2013,NUTS,2010,UKH,1,0.0282
2014,NUTS,2010,UKH,1,0.0287
2015,NUTS,2010,UKH,1,0.0292
2016,NUTS,2010,UKH,1,0.0296
2017,NUTS,2010,UKH,1,0.0263
2018,NUTS,2010,UKH,1,0.0234
2002,NUTS,2010,UKH1,2,0.1087
2003,NUTS,2010,UKH1,2,0.1045
2004,NUTS,2010,UKH1,2,0.1159
2005,NUTS,2010,UKH1,2,0.1196
2007,NUTS,2010,UKH1,2,0.1052
2009,NUTS,2010,UKH1,2,0.1118
2011,NUTS,2010,UKH1,2,0.062
2012,NUTS,2010,UKH1,2,0.069
2013,NUTS,2010,UKH1,2,0.0679
2014,NUTS,2010,UKH1,2,0.0673
2015,NUTS,2010,UKH1,2,0.0697
2016,NUTS,2010,UKH1,2,0.0661
2017,NUTS,2010,UKH1,2,0.0592
2018,NUTS,2010,UKH1,2,0.0553
2002,NUTS,2010,UKH2,2,0.0525
2003,NUTS,2010,UKH2,2,0.0508
2004,NUTS,2010,UKH2,2,0.0541
2005,NUTS,2010,UKH2,2,0.0433
2007,NUTS,2010,UKH2,2,0.0462
2009,NUTS,2010,UKH2,2,0.0351
2011,NUTS,2010,UKH2,2,0.0054
2012,NUTS,2010,UKH2,2,0.0038
2013,NUTS,2010,UKH2,2,0.003
2014,NUTS,2010,UKH2,2,0.0032
2015,NUTS,2010,UKH2,2,0.0032
2016,NUTS,2010,UKH2,2,0.0086
2017,NUTS,2010,UKH2,2,0.0085
2018,NUTS,2010,UKH2,2,0.0043
2002,NUTS,2010,UKH3,2,0.0016
2003,NUTS,2010,UKH3,2,0.0014
2004,NUTS,2010,UKH3,2,0.0016
2005,NUTS,2010,UKH3,2,0.0018
2007,NUTS,2010,UKH3,2,0.0
2009,NUTS,2010,UKH3,2,0.001
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,0.0
2015,NUTS,2010,UKH3,2,0.0
2016,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2018,NUTS,2010,UKH3,2,0.0
2002,NUTS,2010,UKI,1,0.0381
2003,NUTS,2010,UKI,1,0.037
2004,NUTS,2010,UKI,1,0.0387
2005,NUTS,2010,UKI,1,0.0414
2007,NUTS,2010,UKI,1,0.0344
2009,NUTS,2010,UKI,1,0.0349
2011,NUTS,2010,UKI,1,0.0302
2012,NUTS,2010,UKI,1,0.0329
2013,NUTS,2010,UKI,1,0.0312
2014,NUTS,2010,UKI,1,0.0311
2015,NUTS,2010,UKI,1,0.0242
2016,NUTS,2010,UKI,1,0.0231
2017,NUTS,2010,UKI,1,0.0225
2018,NUTS,2010,UKI,1,0.0263
2011,NUTS,2010,UKI3,2,0.1512
2012,NUTS,2010,UKI3,2,0.1639
2013,NUTS,2010,UKI3,2,0.1587
2014,NUTS,2010,UKI3,2,0.153
2015,NUTS,2010,UKI3,2,0.1562
2016,NUTS,2010,UKI3,2,0.1509
2017,NUTS,2010,UKI3,2,0.1574
2018,NUTS,2010,UKI3,2,0.143
2011,NUTS,2010,UKI4,2,0.0032
2012,NUTS,2010,UKI4,2,0.0035
2013,NUTS,2010,UKI4,2,0.0032
2014,NUTS,2010,UKI4,2,0.0031
2015,NUTS,2010,UKI4,2,0.0031
2016,NUTS,2010,UKI4,2,0.002
2017,NUTS,2010,UKI4,2,0.0021
2018,NUTS,2010,UKI4,2,0.0175
2011,NUTS,2010,UKI5,2,0.0003
2012,NUTS,2010,UKI5,2,0.0003
2013,NUTS,2010,UKI5,2,0.0003
2014,NUTS,2010,UKI5,2,0.0003
2015,NUTS,2010,UKI5,2,0.0001
2016,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2018,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,0.0094
2012,NUTS,2010,UKI6,2,0.0096
2013,NUTS,2010,UKI6,2,0.009
2014,NUTS,2010,UKI6,2,0.0097
2015,NUTS,2010,UKI6,2,0.002
2016,NUTS,2010,UKI6,2,0.0024
2017,NUTS,2010,UKI6,2,0.002
2018,NUTS,2010,UKI6,2,0.0085
2011,NUTS,2010,UKI7,2,0.0296
2012,NUTS,2010,UKI7,2,0.0301
2013,NUTS,2010,UKI7,2,0.0309
2014,NUTS,2010,UKI7,2,0.031
2015,NUTS,2010,UKI7,2,0.0064
2016,NUTS,2010,UKI7,2,0.0043
2017,NUTS,2010,UKI7,2,0.0042
2018,NUTS,2010,UKI7,2,0.0041
2002,NUTS,2010,UKJ,1,0.0637
2003,NUTS,2010,UKJ,1,0.0672
2004,NUTS,2010,UKJ,1,0.0698
2005,NUTS,2010,UKJ,1,0.0606
2007,NUTS,2010,UKJ,1,0.0639
2009,NUTS,2010,UKJ,1,0.0703
2011,NUTS,2010,UKJ,1,0.0731
2012,NUTS,2010,UKJ,1,0.0759
2013,NUTS,2010,UKJ,1,0.0755
2014,NUTS,2010,UKJ,1,0.0705
2015,NUTS,2010,UKJ,1,0.0717
2016,NUTS,2010,UKJ,1,0.0666
2017,NUTS,2010,UKJ,1,0.0676
2018,NUTS,2010,UKJ,1,0.0672
2002,NUTS,2010,UKJ1,2,0.1045
2003,NUTS,2010,UKJ1,2,0.0913
2004,NUTS,2010,UKJ1,2,0.1132
2005,NUTS,2010,UKJ1,2,0.0985
2007,NUTS,2010,UKJ1,2,0.093
2009,NUTS,2010,UKJ1,2,0.1047
2011,NUTS,2010,UKJ1,2,0.1113
2012,NUTS,2010,UKJ1,2,0.1053
2013,NUTS,2010,UKJ1,2,0.1083
2014,NUTS,2010,UKJ1,2,0.1122
2015,NUTS,2010,UKJ1,2,0.1221
2016,NUTS,2010,UKJ1,2,0.1175
2017,NUTS,2010,UKJ1,2,0.127
2018,NUTS,2010,UKJ1,2,0.1271
2002,NUTS,2010,UKJ2,2,0.0227
2003,NUTS,2010,UKJ2,2,0.0517
2004,NUTS,2010,UKJ2,2,0.0562
2005,NUTS,2010,UKJ2,2,0.0173
2007,NUTS,2010,UKJ2,2,0.0248
2009,NUTS,2010,UKJ2,2,0.0317
2011,NUTS,2010,UKJ2,2,0.033
2012,NUTS,2010,UKJ2,2,0.0401
2013,NUTS,2010,UKJ2,2,0.0409
2014,NUTS,2010,UKJ2,2,0.0198
2015,NUTS,2010,UKJ2,2,0.021
2016,NUTS,2010,UKJ2,2,0.0209
2017,NUTS,2010,UKJ2,2,0.0196
2018,NUTS,2010,UKJ2,2,0.0184
2002,NUTS,2010,UKJ3,2,0.0818
2003,NUTS,2010,UKJ3,2,0.0725
2004,NUTS,2010,UKJ3,2,0.0914
2005,NUTS,2010,UKJ3,2,0.0882
2007,NUTS,2010,UKJ3,2,0.0967
2009,NUTS,2010,UKJ3,2,0.0883
2011,NUTS,2010,UKJ3,2,0.0936
2012,NUTS,2010,UKJ3,2,0.1055
2013,NUTS,2010,UKJ3,2,0.1087
2014,NUTS,2010,UKJ3,2,0.1111
2015,NUTS,2010,UKJ3,2,0.1088
2016,NUTS,2010,UKJ3,2,0.0955
2017,NUTS,2010,UKJ3,2,0.0923
2018,NUTS,2010,UKJ3,2,0.0943
2002,NUTS,2010,UKJ4,2,0.0486
2003,NUTS,2010,UKJ4,2,0.0498
2004,NUTS,2010,UKJ4,2,0.0017
2005,NUTS,2010,UKJ4,2,0.0435
2007,NUTS,2010,UKJ4,2,0.0484
2009,NUTS,2010,UKJ4,2,0.0624
2011,NUTS,2010,UKJ4,2,0.0603
2012,NUTS,2010,UKJ4,2,0.0584
2013,NUTS,2010,UKJ4,2,0.047
2014,NUTS,2010,UKJ4,2,0.0455
2015,NUTS,2010,UKJ4,2,0.0398
2016,NUTS,2010,UKJ4,2,0.0362
2017,NUTS,2010,UKJ4,2,0.0343
2018,NUTS,2010,UKJ4,2,0.0281
2002,NUTS,2010,UKK,1,0.0533
2003,NUTS,2010,UKK,1,0.0446
2004,NUTS,2010,UKK,1,0.05
2005,NUTS,2010,UKK,1,0.0651
2007,NUTS,2010,UKK,1,0.0496
2009,NUTS,2010,UKK,1,0.0638
2011,NUTS,2010,UKK,1,0.0604
2012,NUTS,2010,UKK,1,0.0552
2013,NUTS,2010,UKK,1,0.054
2014,NUTS,2010,UKK,1,0.0541
2015,NUTS,2010,UKK,1,0.0483
2016,NUTS,2010,UKK,1,0.0515
2017,NUTS,2010,UKK,1,0.0534
2018,NUTS,2010,UKK,1,0.048
2002,NUTS,2010,UKK1,2,0.0958
2003,NUTS,2010,UKK1,2,0.0671
2004,NUTS,2010,UKK1,2,0.0948
2005,NUTS,2010,UKK1,2,0.1082
2007,NUTS,2010,UKK1,2,0.0806
2009,NUTS,2010,UKK1,2,0.1142
2011,NUTS,2010,UKK1,2,0.1105
2012,NUTS,2010,UKK1,2,0.1162
2013,NUTS,2010,UKK1,2,0.115
2014,NUTS,2010,UKK1,2,0.1162
2015,NUTS,2010,UKK1,2,0.1034
2016,NUTS,2010,UKK1,2,0.1092
2017,NUTS,2010,UKK1,2,0.1134
2018,NUTS,2010,UKK1,2,0.1006
2002,NUTS,2010,UKK2,2,0.0242
2003,NUTS,2010,UKK2,2,0.0532
2004,NUTS,2010,UKK2,2,0.017
2005,NUTS,2010,UKK2,2,0.0183
2007,NUTS,2010,UKK2,2,0.0084
2009,NUTS,2010,UKK2,2,0.0029
2011,NUTS,2010,UKK2,2,0.0029
2012,NUTS,2010,UKK2,2,0.0031
2013,NUTS,2010,UKK2,2,0.0032
2014,NUTS,2010,UKK2,2,0.0029
2015,NUTS,2010,UKK2,2,0.0025
2016,NUTS,2010,UKK2,2,0.0023
2017,NUTS,2010,UKK2,2,0.0017
2018,NUTS,2010,UKK2,2,0.0017
2007,NUTS,2010,UKK3,2,0.0
2009,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK3,2,0.0002
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0004
2017,NUTS,2010,UKK3,2,0.0004
2018,NUTS,2010,UKK3,2,0.0004
2002,NUTS,2010,UKK4,2,0.0166
2003,NUTS,2010,UKK4,2,0.0058
2004,NUTS,2010,UKK4,2,0.0165
2005,NUTS,2010,UKK4,2,0.0492
2007,NUTS,2010,UKK4,2,0.0483
2009,NUTS,2010,UKK4,2,0.049
2011,NUTS,2010,UKK4,2,0.0431
2012,NUTS,2010,UKK4,2,0.0053
2013,NUTS,2010,UKK4,2,0.0007
2014,NUTS,2010,UKK4,2,0.0007
2015,NUTS,2010,UKK4,2,0.0005
2016,NUTS,2010,UKK4,2,0.0004
2017,NUTS,2010,UKK4,2,0.0005
2018,NUTS,2010,UKK4,2,0.0005
2002,NUTS,2010,UKL,1,0.0186
2003,NUTS,2010,UKL,1,0.0195
2004,NUTS,2010,UKL,1,0.0177
2005,NUTS,2010,UKL,1,0.0187
2007,NUTS,2010,UKL,1,0.0138
2009,NUTS,2010,UKL,1,0.0071
2011,NUTS,2010,UKL,1,0.0088
2012,NUTS,2010,UKL,1,0.0091
2013,NUTS,2010,UKL,1,0.0092
2014,NUTS,2010,UKL,1,0.0096
2015,NUTS,2010,UKL,1,0.0047
2016,NUTS,2010,UKL,1,0.0047
2017,NUTS,2010,UKL,1,0.0051
2018,NUTS,2010,UKL,1,0.0072
2002,NUTS,2010,UKL1,2,0.0193
2003,NUTS,2010,UKL1,2,0.0149
2004,NUTS,2010,UKL1,2,0.0164
2005,NUTS,2010,UKL1,2,0.0172
2007,NUTS,2010,UKL1,2,0.0155
2009,NUTS,2010,UKL1,2,0.0029
2011,NUTS,2010,UKL1,2,0.0032
2012,NUTS,2010,UKL1,2,0.0043
2013,NUTS,2010,UKL1,2,0.0045
2014,NUTS,2010,UKL1,2,0.0052
2015,NUTS,2010,UKL1,2,0.0038
2016,NUTS,2010,UKL1,2,0.0044
2017,NUTS,2010,UKL1,2,0.0038
2018,NUTS,2010,UKL1,2,0.0037
2002,NUTS,2010,UKL2,2,0.0176
2003,NUTS,2010,UKL2,2,0.0263
2004,NUTS,2010,UKL2,2,0.0198
2005,NUTS,2010,UKL2,2,0.0211
2007,NUTS,2010,UKL2,2,0.011
2009,NUTS,2010,UKL2,2,0.0136
2011,NUTS,2010,UKL2,2,0.0174
2012,NUTS,2010,UKL2,2,0.0168
2013,NUTS,2010,UKL2,2,0.0166
2014,NUTS,2010,UKL2,2,0.0165
2015,NUTS,2010,UKL2,2,0.0062
2016,NUTS,2010,UKL2,2,0.0054
2017,NUTS,2010,UKL2,2,0.007
2018,NUTS,2010,UKL2,2,0.0125
2002,NUTS,2010,UKM,1,0.0568
2003,NUTS,2010,UKM,1,0.0527
2004,NUTS,2010,UKM,1,0.055
2005,NUTS,2010,UKM,1,0.0556
2007,NUTS,2010,UKM,1,0.0546
2009,NUTS,2010,UKM,1,0.0483
2011,NUTS,2010,UKM,1,0.0418
2012,NUTS,2010,UKM,1,0.0378
2013,NUTS,2010,UKM,1,0.0336
2014,NUTS,2010,UKM,1,0.0389
2015,NUTS,2010,UKM,1,0.0393
2016,NUTS,2010,UKM,1,0.0396
2017,NUTS,2010,UKM,1,0.0414
2018,NUTS,2010,UKM,1,0.0337
2012,NUTS,2010,UKM2,2,0.0465
2013,NUTS,2010,UKM2,2,0.0489
2014,NUTS,2010,UKM2,2,0.0491
2015,NUTS,2010,UKM2,2,0.0499
2016,NUTS,2010,UKM2,2,0.051
2017,NUTS,2010,UKM2,2,0.0453
2012,NUTS,2010,UKM3,2,0.0107
2013,NUTS,2010,UKM3,2,0.0054
2014,NUTS,2010,UKM3,2,0.0056
2015,NUTS,2010,UKM3,2,0.0056
2016,NUTS,2010,UKM3,2,0.0058
2017,NUTS,2010,UKM3,2,0.0493
2012,NUTS,2010,UKM5,2,0.1464
2013,NUTS,2010,UKM5,2,0.122
2014,NUTS,2010,UKM5,2,0.1677
2015,NUTS,2010,UKM5,2,0.1702
2016,NUTS,2010,UKM5,2,0.1752
2017,NUTS,2010,UKM5,2,0.0247
2018,NUTS,2010,UKM5,2,0.1144
2012,NUTS,2010,UKM6,2,0.0027
2013,NUTS,2010,UKM6,2,0.0048
2014,NUTS,2010,UKM6,2,0.0048
2015,NUTS,2010,UKM6,2,0.0057
2016,NUTS,2010,UKM6,2,0.0057
2017,NUTS,2010,UKM6,2,0.0075
2018,NUTS,2010,UKM6,2,0.0146
2014,NUTS,2010,UKM7,2,0.0523
2015,NUTS,2010,UKM7,2,0.0528
2016,NUTS,2010,UKM7,2,0.0533
2017,NUTS,2010,UKM7,2,0.0476
2018,NUTS,2010,UKM7,2,0.05
2014,NUTS,2010,UKM8,2,0.0041
2015,NUTS,2010,UKM8,2,0.0042
2016,NUTS,2010,UKM8,2,0.0042
2017,NUTS,2010,UKM8,2,0.0377
2018,NUTS,2010,UKM8,2,0.0053
2014,NUTS,2010,UKM9,2,0.0058
2015,NUTS,2010,UKM9,2,0.0064
2016,NUTS,2010,UKM9,2,0.0069
2017,NUTS,2010,UKM9,2,0.0598
2018,NUTS,2010,UKM9,2,0.009
2002,NUTS,2010,UKN,1,0.0116
2003,NUTS,2010,UKN,1,0.0106
2004,NUTS,2010,UKN,1,0.0137
2005,NUTS,2010,UKN,1,0.012
2007,NUTS,2010,UKN,1,0.0101
2009,NUTS,2010,UKN,1,0.0098
2011,NUTS,2010,UKN,1,0.0097
2012,NUTS,2010,UKN,1,0.0104
2013,NUTS,2010,UKN,1,0.0111
2014,NUTS,2010,UKN,1,0.0087
2015,NUTS,2010,UKN,1,0.0068
2016,NUTS,2010,UKN,1,0.0088
2017,NUTS,2010,UKN,1,0.009
2018,NUTS,2010,UKN,1,0.009
2002,NUTS,2010,UKN0,2,0.0116
2003,NUTS,2010,UKN0,2,0.0106
2004,NUTS,2010,UKN0,2,0.0137
2005,NUTS,2010,UKN0,2,0.012
2007,NUTS,2010,UKN0,2,0.0101
2009,NUTS,2010,UKN0,2,0.0098
2011,NUTS,2010,UKN0,2,0.0097
2012,NUTS,2010,UKN0,2,0.0104
2013,NUTS,2010,UKN0,2,0.0111
2014,NUTS,2010,UKN0,2,0.0087
2015,NUTS,2010,UKN0,2,0.0068
2016,NUTS,2010,UKN0,2,0.0088
2017,NUTS,2010,UKN0,2,0.009
2018,NUTS,2010,UKN0,2,0.009
